"","TEL.Open","TEL.High","TEL.Low","TEL.Close","TEL.Volume","TEL.Adjusted"
"446",83.970001,84.050003,82.019997,82.379997,3562200,77.740662
"447",82.370003,82.400002,80.370003,80.879997,5172900,76.325127
"448",80.989998,81.389999,78.589996,78.660004,2532700,74.230164
"449",79.580002,80.080002,77.699997,78.910004,1879300,74.466072
"450",78.709999,79.32,78.529999,78.620003,1986100,74.192413
"451",79.080002,80.150002,78.949997,80.059998,1505400,75.551308
"452",80.220001,80.220001,78.860001,79.550003,1476100,75.070045
"453",79.129997,79.650002,78.25,78.610001,2069800,74.182953
"454",78.800003,78.949997,77.529999,77.550003,1988500,73.182671
"455",77.860001,78,77.110001,77.480003,1100500,73.116615
"456",75.989998,77.059998,74.709999,76.720001,3045600,72.399422
"457",76.959999,77.290001,74.029999,74.150002,2325100,69.974152
"458",74.669998,76.029999,74.669998,75.82,1961700,71.550095
"459",74.199997,76.300003,73.699997,74.860001,2750700,70.644165
"460",76.279999,77.580002,74.639999,75.68,2496400,71.417984
"461",75.82,78.260002,75.220001,78.169998,4322200,73.767746
"462",75.989998,80.360001,75.339996,75.419998,5473100,71.172623
"463",76.18,77.690002,75.870003,77.25,5263600,72.899559
"464",77.68,78.32,76.989998,77.440002,2714800,73.078865
"465",77.480003,78.889999,76.769997,78.669998,2232200,74.239578
"466",78.400002,79.010002,78.080002,78.400002,2093800,73.98481
"467",78.93,80.309998,78.529999,80.230003,2693300,75.711754
"468",79.900002,80.739998,79.769997,80.290001,1343600,75.768356
"469",79.669998,80.339996,78.800003,79.129997,2170200,74.673683
"470",78.389999,78.860001,76.5,76.660004,2500500,72.342796
"471",77.110001,78.419998,76.589996,76.82,2665300,72.493774
"472",77.279999,77.669998,75.870003,76.080002,3191800,71.795448
"473",75.589996,77.330002,75.550003,76.830002,3921300,72.503212
"474",76.389999,78.440002,76.059998,77.650002,3995100,73.277039
"475",77.330002,77.519997,74.269997,74.620003,2314000,70.417679
"476",73.550003,74.510002,73.260002,74.410004,2093100,70.219505
"477",74.410004,76.25,74.269997,75.139999,1941300,71.330177
"478",74.349998,75.449997,74.150002,74.959999,724700,71.159302
"479",75.889999,76.089996,75,75.43,1460500,71.605484
"480",74.720001,75.25,73.629997,73.970001,2277700,70.219505
"481",74.449997,75.980003,73.419998,75.980003,2386600,72.127586
"482",75.660004,76.300003,75.309998,75.699997,1361600,71.861778
"483",75.669998,76.989998,75.540001,76.93,2259600,73.029419
"484",78.040001,78.739998,76.720001,77.830002,2242900,73.883797
"485",77.68,77.68,73.879997,74.169998,3166500,70.409363
"486",73.110001,75.769997,72.599998,75.699997,3321800,71.861778
"487",75.419998,75.93,73.019997,73.330002,2990200,69.611954
"488",73.230003,74.470001,73.080002,74.089996,1852500,70.333412
"489",75.639999,75.639999,73.410004,73.849998,2044000,70.105583
"490",75.239998,75.919998,74.419998,74.760002,1770000,70.969444
"491",75.360001,75.480003,73.260002,73.580002,1467800,69.849281
"492",72.650002,73.260002,72.519997,73,2283200,69.298691
"493",72.779999,73.589996,71.669998,72.010002,2270200,68.358887
"494",72.760002,73.669998,71.790001,73.139999,2788300,69.43158
"495",73.190002,74.5,71.809998,72.279999,3288600,68.615189
"496",72.160004,72.779999,70.559998,71.599998,2811300,67.969666
"497",71.209999,73.160004,70.730003,71.989998,5081300,68.339897
"498",71.580002,72.080002,70.540001,70.720001,1451100,67.134285
"499",70.93,73.190002,69.839996,73.139999,1732500,69.43158
"500",72.25,75.209999,71.82,75.209999,1952500,71.396622
"501",75.43,75.730003,74.209999,74.75,1651900,70.959946
"502",75.010002,75.669998,74.739998,75.629997,1683600,71.795334
"503",74.519997,75.959999,74.160004,75.239998,1536600,71.425095
"504",73.910004,74.32,72.239998,72.43,3610900,68.757584
"505",73.639999,74.93,73.230003,74.330002,1919500,70.561249
"506",74.099998,75.93,73.919998,75.800003,2723900,71.956711
"507",76.120003,76.459999,74.269997,75.550003,2801000,71.719383
"508",75.779999,77.470001,75.540001,77.07,1766800,73.162331
"509",76.660004,78.129997,76.290001,78.120003,1270300,74.159088
"510",77.43,78.489998,77.410004,78.459999,1458100,74.481834
"511",77.82,78.089996,77,77.660004,1235100,73.722404
"512",77.93,78.120003,76.910004,77.32,1274900,73.399635
"513",77.309998,78.720001,77.309998,78.489998,2071000,74.510323
"514",77.919998,79.949997,77.620003,79.730003,1928400,75.687462
"515",79.830002,81.370003,79.540001,81.25,1737300,77.130379
"516",80.669998,80.75,78.910004,79.480003,2931400,75.450119
"517",77,80.870003,74.839996,76,6593300,72.146591
"518",75.720001,79.389999,75.620003,78.760002,2725300,74.766624
"519",79.760002,81.209999,79.379997,80.150002,2001500,76.086159
"520",78.970001,80.029999,78.830002,79.849998,1193500,75.801369
"521",79.849998,80.139999,78.68,78.75,1848000,74.757149
"522",79.199997,80.400002,78.529999,80.269997,1235900,76.200066
"523",80,81.010002,79.529999,80.949997,1320200,76.845581
"524",81.120003,81.809998,80.779999,81.370003,1307600,77.244301
"525",81.660004,81.660004,80.639999,80.970001,1191700,76.864586
"526",81.040001,81.75,80.839996,81.75,1315300,77.605034
"527",81.860001,83.160004,81.68,82.989998,1917600,78.782173
"528",82.209999,82.32,80.57,80.959999,1980800,76.855087
"529",80.260002,81.110001,79.540001,80.410004,1824600,76.332977
"530",80.589996,80.620003,79.870003,80.080002,1568800,76.019714
"531",80.580002,81.769997,80.260002,81.440002,2091900,77.310745
"532",81.68,82,81,81.260002,1913200,77.139877
"533",81.050003,81.669998,80.830002,80.860001,1324400,76.760155
"534",81.68,82.239998,81.360001,82.139999,1199900,77.975266
"535",82.139999,82.5,81.650002,82.169998,1418500,78.003731
"536",82.389999,82.849998,82.279999,82.779999,1462000,78.582809
"537",82.339996,82.800003,82.099998,82.459999,1204300,78.697327
"538",83,83.470001,82.699997,83.349998,960200,79.546715
"539",83.959999,84.43,83.849998,84.059998,1592600,80.224335
"540",84.099998,84.139999,83.309998,83.449997,948100,79.642159
"541",83.099998,83.260002,82.260002,82.489998,1089700,78.72596
"542",82.449997,82.809998,81.980003,82.089996,1329000,78.344215
"543",82.809998,83.279999,82.480003,83.160004,1478800,79.365402
"544",83.389999,83.940002,82.370003,82.910004,1826900,79.126801
"545",83.059998,83.160004,82.290001,82.529999,1565000,78.76413
"546",82.709999,82.769997,81.470001,81.639999,1262500,77.914757
"547",81.440002,81.440002,79.989998,81.120003,1710000,77.418472
"548",80.43,81.32,80.059998,81.190002,1223100,77.485291
"549",81.349998,82.949997,81.349998,82.860001,1028900,79.079086
"550",83.029999,83.230003,81.980003,82.540001,1426000,78.773682
"551",83.07,83.690002,82.970001,83.419998,1400500,79.613518
"552",83.5,83.959999,83.050003,83.290001,1523100,79.489464
"553",83.190002,84.169998,83.190002,83.699997,2405700,79.880745
"554",83.860001,84.220001,83,83.339996,1858100,79.537186
"555",83.510002,84.089996,83.139999,83.470001,1246200,79.661255
"556",83.379997,83.379997,82.279999,82.639999,2471200,78.869118
"557",82.230003,84.410004,82.089996,83.870003,1552300,80.042992
"558",83.410004,83.410004,81.480003,81.690002,1723900,77.962471
"559",81.739998,81.910004,80.870003,81.080002,1086400,77.38031
"560",81.139999,82.440002,81.059998,82.269997,1247500,78.515991
"561",82.389999,82.639999,80.860001,81.32,1506400,77.60936
"562",81.540001,81.879997,79.980003,80.010002,2509300,76.359138
"563",80.730003,81.300003,80.309998,80.75,2016100,77.065369
"564",82.349998,83.790001,82.029999,83.660004,1641900,79.842583
"565",83.709999,84.419998,83.120003,84.32,1117400,80.472473
"566",84.900002,86.449997,84.900002,85.720001,2937700,81.808586
"567",85.790001,86.639999,85.510002,86.199997,1213600,82.266678
"568",86.5,86.730003,85.910004,86.269997,947100,82.333481
"569",85.839996,86.699997,85.589996,86.669998,1048200,82.715233
"570",86.309998,86.550003,85.139999,85.300003,970800,81.407753
"571",85.300003,86.239998,84.860001,86.080002,757700,82.152161
"572",86.32,87.330002,85.760002,86.900002,1006700,82.934731
"573",87.68,88.190002,87.169998,87.949997,1227500,83.936806
"574",88.029999,88.110001,87.029999,87.559998,768000,83.564621
"575",87.900002,88.699997,87.720001,88.660004,859500,84.614418
"576",89.330002,89.779999,88.690002,89.019997,1311200,84.958
"577",88.889999,89.559998,88.589996,89.43,851400,85.349281
"578",89.010002,89.209999,88.389999,88.629997,1006300,84.585785
"579",88.629997,89.839996,88.410004,89.809998,1803700,85.711952
"580",91.910004,96.779999,91.879997,95.830002,3193900,91.45726
"581",95.970001,96.309998,94.400002,95.510002,1753200,91.151871
"582",95.389999,95.389999,93.959999,94.510002,1299500,90.197495
"583",94.730003,94.910004,93.68,94.209999,1704600,89.911201
"584",93.900002,95.68,93.18,95.650002,1481100,91.285484
"585",95,95.879997,94.400002,94.410004,1704900,90.102058
"586",94.559998,95.269997,94.010002,94.510002,1064900,90.197495
"587",94.919998,95.760002,94.889999,95.650002,1126800,91.285484
"588",93.779999,94.279999,92.970001,93.75,1073700,89.472168
"589",92.389999,93.190002,91.400002,92.050003,1141200,87.849739
"590",91.739998,92.139999,91.089996,91.139999,1437600,86.98127
"591",90.010002,90.980003,89.410004,90.889999,899600,86.742668
"592",90.540001,91.370003,89.470001,90.910004,918500,86.761765
"593",88.82,89.449997,87.839996,88.139999,1329000,84.118156
"594",88.489998,89.480003,88.349998,88.970001,943800,84.910286
"595",88.339996,90.080002,88.339996,89.879997,914400,85.778755
"596",89.940002,90.849998,89.360001,90.32,1058900,86.198685
"597",89.269997,90.910004,89.269997,89.540001,920100,85.454285
"598",88.449997,88.800003,87.57,88.190002,1130000,84.165871
"599",88.519997,89.760002,88.519997,89.269997,1204600,85.196579
"600",88.800003,89.290001,88.379997,88.43,942200,84.394913
"601",87.190002,87.190002,86.139999,86.730003,933300,83.205315
"602",87.209999,87.82,86.190002,86.669998,843900,83.147758
"603",86.82,87.18,85.900002,86.290001,2300900,82.783203
"604",86,87.050003,85.75,86.25,1323900,82.744827
"605",86.629997,87.290001,86.410004,86.860001,910700,83.33004
"606",85.790001,86.089996,83.860001,84.230003,1916700,80.806915
"607",84.830002,85.860001,84.699997,85.260002,1303900,81.795059
"608",86.410004,88.18,86.410004,88.099998,1110600,84.519646
"609",88.980003,89.110001,87.419998,88.589996,945400,84.989731
"610",88.739998,89.830002,88.260002,89.660004,836700,86.016251
"611",90.169998,91.32,89.849998,90.910004,1037200,87.215446
"612",91.720001,93.110001,91.449997,91.510002,681300,87.791061
"613",92.190002,92.779999,91.139999,91.309998,1208500,87.599182
"614",91.389999,91.910004,91,91.870003,792400,88.136421
"615",92.059998,92.160004,91.580002,92.110001,623900,88.366676
"616",91.870003,91.870003,90.050003,90.660004,710900,86.975594
"617",90.389999,90.82,88.360001,90.459999,996400,86.78373
"618",90.970001,92.779999,90.68,92.709999,1290900,88.942299
"619",93.010002,93.459999,92.660004,93.379997,894500,89.58506
"620",95,96.010002,94.599998,95.940002,1704100,92.041031
"621",95.779999,96,94.980003,95.190002,1641800,91.321503
"622",95.199997,95.839996,94.900002,95,863000,91.139229
"623",94.839996,95.260002,94.239998,94.410004,1100300,90.573212
"624",94.919998,95.959999,94.82,95.160004,943800,91.292725
"625",95.440002,95.910004,94.900002,95.160004,1195400,91.292725
"626",95.739998,95.989998,95.410004,95.779999,1196000,91.88752
"627",97,97.989998,96.779999,97.349998,1116100,93.393715
"628",97.400002,97.400002,95.870003,96.089996,1007700,92.184929
"629",96,96.07,95.230003,95.839996,682600,91.945091
"630",95.220001,95.389999,94.32,95.389999,962700,91.513374
"631",94.639999,94.900002,93.589996,94.199997,1184400,90.371727
"632",93.769997,94.150002,93.559998,93.989998,1321000,90.170258
"633",94.230003,94.940002,93.650002,93.75,736300,89.940025
"634",94.160004,94.160004,92.480003,92.690002,1516600,88.923111
"635",93.300003,94.580002,92.790001,94.440002,1619900,90.601974
"636",94.389999,94.669998,93.470001,93.519997,1012400,89.719376
"637",92.169998,92.169998,90.040001,90.050003,1865300,86.390396
"638",90,90,88.089996,88.220001,2764300,84.634758
"639",88.25,88.849998,87.050003,88.75,1794000,85.143227
"640",89.209999,89.830002,88.330002,88.709999,1131900,85.104843
"641",89.239998,89.989998,89.239998,89.470001,1170300,85.833969
"642",89.959999,91.25,89.5,91.199997,1562700,87.493645
"643",89.400002,92.650002,89.120003,91.379997,2347900,87.666336
"644",90.349998,91.959999,89.559998,91.949997,2258200,88.213173
"645",91.949997,93.809998,91.82,93.650002,2193600,89.844086
"646",93.400002,94.470001,93.110001,94.010002,2119000,90.189468
"647",93.169998,94.269997,92.940002,93.349998,2568200,89.556282
"648",93.529999,93.529999,91.139999,92.400002,2202900,88.644897
"649",92.120003,93.57,90.650002,90.980003,2113900,87.282608
"650",90.5,90.949997,89.419998,90.309998,1873800,86.639824
"651",88.900002,89.260002,87.120003,87.68,2766800,84.116707
"652",88.480003,89.239998,87.760002,88.610001,1679700,85.008911
"653",87.330002,89.010002,87.150002,88.889999,1160200,85.277527
"654",89.459999,90.419998,88.93,90.220001,1314000,86.553474
"655",90,90.440002,89.209999,89.769997,1014300,86.12178
"656",89.260002,89.330002,87.879997,88.169998,1185600,84.586792
"657",88.150002,90.739998,87.620003,89.779999,838500,86.131363
"658",88.599998,88.889999,87.610001,87.989998,1915300,84.414108
"659",87.919998,88.040001,86.550003,87.290001,1329300,83.742561
"660",88.080002,90.07,87.629997,89.989998,973700,86.332825
"661",91,91.629997,90.849998,90.910004,930700,87.215446
"662",90.900002,90.900002,89.93,90.099998,1101200,86.438362
"663",91.25,91.279999,90.129997,90.849998,699300,87.157875
"664",90.919998,91.370003,90.480003,90.730003,897200,87.485725
"665",89.730003,90.919998,88.699997,89.290001,2050400,86.097221
"666",90,90.32,88.080002,88.949997,1558500,85.769371
"667",89.599998,89.779999,89.059998,89.660004,1150900,86.453995
"668",89.099998,89.790001,88.610001,89.18,1355800,85.991142
"669",90.559998,92.389999,90.279999,91.830002,1670400,88.546394
"670",92.419998,92.639999,91.139999,91.220001,2363300,87.958199
"671",90.239998,90.379997,88.019997,89.050003,1708200,85.865799
"672",89.779999,91.150002,89.779999,90.940002,1662900,87.688217
"673",92.110001,94.93,91.940002,94.510002,1273400,91.130569
"674",94.739998,95.099998,94.019997,94.849998,816500,91.458412
"675",94.989998,95.160004,94.300003,95.089996,748200,91.689819
"676",94.870003,95.760002,94.269997,95.760002,776400,92.335861
"677",95.5,96,94.809998,95.989998,1747500,92.55764
"678",96.580002,97.739998,96.25,97,1154700,93.531525
"679",97,97.489998,96.639999,96.690002,1036600,93.232597
"680",96.160004,96.160004,95.029999,95.099998,1148500,91.699455
"681",94.620003,94.699997,93.510002,94.550003,2598000,91.169136
"682",94.620003,95.279999,94.019997,94.730003,1198400,91.342697
"683",94.839996,95.660004,94.370003,94.379997,937100,91.005211
"684",94.93,94.970001,93.169998,93.18,1356600,89.848114
"685",91.160004,92.129997,91.160004,91.57,1664200,88.295685
"686",92.18,92.18,91.019997,91.379997,2373600,88.112473
"687",91.589996,92.839996,91.139999,92.660004,1493600,89.34671
"688",92.540001,93.360001,92.190002,93.089996,1262600,89.761337
"689",93.809998,93.980003,92.470001,92.709999,638600,89.394936
"690",93.349998,93.809998,92.949997,93.18,1156800,89.848114
"691",93.919998,94.279999,91.5,91.529999,1172600,88.257118
"692",90.970001,91.260002,88.349998,89.010002,1380800,85.827225
"693",89.050003,89.599998,88.010002,89.360001,1176100,86.164719
"694",89.660004,89.93,89.230003,89.889999,1061100,86.675751
"695",89.650002,90.169998,88.389999,88.5,1612900,85.335464
"696",87.709999,87.830002,85.470001,85.529999,1911200,82.471672
"697",85.019997,87.459999,85.019997,87.120003,2047100,84.004807
"698",87.209999,89.089996,87.07,88.07,1030900,84.920845
"699",89.43,91.239998,89.169998,90.150002,1041000,86.92646
"700",89.760002,90.489998,89.650002,90.419998,632400,87.186821
"701",90.419998,92.080002,90.199997,92.019997,959000,88.729599
"702",91.739998,93.220001,91.739998,92.639999,1267000,89.327431
"703",93,93.25,92.230003,93,1183000,89.674545
"704",92.610001,93.209999,92.370003,92.809998,930000,89.491341
"705",93.699997,94.139999,93.480003,93.769997,648800,90.417015
"706",93.620003,94.779999,93.080002,93.919998,804700,90.561646
"707",93.510002,93.970001,93.120003,93.540001,1018400,90.195244
"708",94.489998,94.529999,93.650002,93.879997,1138000,90.523087
"709",94,94.449997,93.610001,94.099998,1678900,90.735222
"710",94.510002,95.169998,94.300003,94.559998,2050500,91.17878
"711",94.449997,95.459999,94.260002,94.43,1583900,91.053421
"712",91,93.580002,87.93,90.150002,2818500,86.92646
"713",89.910004,90.150002,88.379997,89.5,2527900,86.299706
"714",90.339996,91.550003,89.860001,91.519997,1624500,88.247467
"715",92.599998,94.699997,92,94.449997,1914000,91.072708
"716",94.629997,94.989998,94.239998,94.559998,1194000,91.17878
"717",94.769997,94.769997,93.120003,93.940002,1493400,90.580948
"718",94.889999,94.889999,93.910004,94.010002,1305300,90.648445
"719",93.610001,94.010002,93.349998,93.900002,901300,90.542374
"720",93.279999,94.029999,93.239998,93.629997,592400,90.282021
"721",93.980003,94.129997,92.849998,93.18,1112300,89.848114
"722",93,93.779999,92.400002,93.639999,1128800,90.291664
"723",93.470001,93.830002,92.870003,92.900002,693300,89.578125
"724",93.690002,93.690002,92.93,93.099998,1278300,89.770973
"725",93.029999,93.040001,91.57,92.449997,1813100,89.144226
"726",92.919998,92.919998,91.779999,92.599998,1342900,89.288857
"727",92.470001,92.709999,91.349998,91.830002,972100,88.546394
"728",91.370003,91.470001,90.540001,90.849998,1176500,88.042458
"729",91.599998,91.849998,90.510002,90.589996,817100,87.790489
"730",91.139999,93.199997,90.68,93.129997,1438500,90.251999
"731",93.400002,93.489998,92.559998,93.300003,2026100,90.416748
"732",93.459999,93.879997,92.699997,93.410004,1131000,90.523346
"733",93.349998,93.400002,92.550003,92.709999,575300,89.844978
"734",92.650002,92.839996,90.849998,90.959999,1442300,88.149063
"735",89.839996,89.879997,89.040001,89.589996,1369400,86.821381
"736",90.580002,91.790001,90.449997,90.5,1039500,87.70327
"737",90.830002,91.309998,90.010002,91.150002,1616400,88.333191
"738",92.010002,92.980003,92.010002,92.150002,1216500,89.302284
"739",92,92.07,91.110001,91.559998,2218800,88.730522
"740",91.730003,92.260002,91.339996,91.529999,1210400,88.701447
"741",92.050003,93.239998,91.790001,93.150002,963200,90.271385
"742",92.959999,94.730003,92.82,94.449997,1448000,91.531204
"743",94.980003,95.830002,93.900002,94,1172300,91.095108
"744",94.480003,96.099998,94.480003,95.209999,1036400,92.267715
"745",95.660004,95.959999,95.269997,95.449997,1189500,92.500298
"746",96.010002,96.010002,94.580002,95.510002,1685600,92.558456
"747",95.169998,95.519997,94.919998,95.410004,1107200,92.461548
"748",95.699997,96.029999,95.360001,95.919998,2548900,92.955772
"749",96.110001,96.120003,95.059998,95.080002,964600,92.141739
"750",95.139999,95.25,94.739998,95.199997,338600,92.258034
"751",95.5,95.5,94.75,95.309998,970800,92.364632
"752",95.889999,95.970001,95.290001,95.510002,643800,92.558456
"753",95.699997,95.769997,94.949997,95.580002,1006500,92.626282
"754",95.309998,95.879997,95.080002,95.839996,1599300,92.878258
"755",96.849998,97.089996,95.739998,96.510002,1866500,93.527557
"756",94.959999,95.57,94.550003,95.370003,1439800,92.422783
"757",94.800003,95.269997,94.440002,94.709999,1150100,91.78318
"758",94.379997,96.839996,93.879997,96.669998,2103400,93.68261
"759",96.959999,98.160004,96.860001,97.669998,2001000,94.651695
"760",98.099998,98.309998,97.269997,97.769997,1254000,94.748619
"761",97.919998,98.230003,97.690002,98.07,1528700,95.039337
"762",98.209999,98.209999,97.25,97.919998,1225400,94.893974
"763",98.800003,100.779999,98.559998,100.32,2502100,97.219803
"764",99.68,99.910004,98.610001,98.839996,1275400,95.785553
"765",99.400002,99.519997,98.629997,99.5,1395800,96.425148
"766",99.580002,100.25,99.339996,100.18,1709700,97.084129
"767",100.580002,100.68,99.339996,99.5,2620000,96.425148
"768",99.830002,100.260002,98.949997,98.949997,1464400,95.892143
"769",98.309998,100.419998,97.779999,100.370003,1728000,97.268265
"770",101,101,98.150002,98.400002,1794800,95.359131
"771",96.650002,97.57,96.330002,96.839996,2012000,93.847351
"772",97.540001,98.239998,96.650002,98.099998,2131100,95.068413
"773",99.290001,100.900002,97.860001,98.07,2735800,95.039337
"774",97.169998,97.470001,93.889999,95.82,2750900,92.858871
"775",95.300003,95.660004,91.82,92.18,1949400,89.331345
"776",92.889999,94.209999,92.599998,94,2355600,91.095108
"777",95.709999,96.599998,94.580002,95.330002,2109900,92.384018
"778",96.040001,97.019997,95.620003,96.959999,2134500,93.963646
"779",97.089996,97.480003,94.550003,94.629997,1505600,91.705643
"780",93.910004,93.910004,92.480003,93.220001,1583600,90.339218
"781",92.660004,93.370003,91.959999,93.18,1226900,90.300453
"782",93.730003,95.110001,93.419998,93.449997,1530400,90.562111
"783",94.389999,94.970001,93.690002,94.919998,1971600,91.986679
"784",94.470001,94.989998,93.769997,94.540001,1610000,91.618431
"785",94.559998,94.900002,92.75,93.300003,1433900,90.416748
"786",92.739998,92.870003,91.419998,91.980003,1651400,89.137535
"787",92.470001,93.75,92.089996,93.379997,1147000,90.49427
"788",92.349998,93.559998,92.050003,92.919998,987800,90.49427
"789",92.040001,92.629997,90.900002,91.730003,1363000,89.335335
"790",88.910004,89.18,87.269997,88.089996,1914600,85.790352
"791",89,89.019997,86.019997,86.349998,2510800,84.095787
"792",86.940002,88.730003,86.150002,86.160004,2286400,83.910744
"793",84.190002,86.260002,83.120003,83.190002,2269600,81.018288
"794",80.43,83.080002,78.830002,82.870003,3458300,80.706642
"795",83.620003,85.360001,81.550003,85.349998,2015200,83.121887
"796",85.139999,86.480003,82.300003,83,2237700,80.833244
"797",84.089996,85.830002,83.010002,85.800003,1645500,83.560143
"798",82.940002,83.400002,81,81.370003,2027400,79.245796
"799",77.650002,79.860001,77.230003,78.690002,2955800,76.635765
"800",72.879997,75.699997,72.010002,74.139999,3217500,72.204536
"801",76.779999,79.010002,75.089996,78.699997,2747700,76.645493
"802",76.120003,76.400002,72.059998,72.989998,2831400,71.084557
"803",67.690002,74.93,65.099998,67.599998,3878400,65.835266
"804",71.220001,72.650002,65.470001,70.209999,4747800,68.377129
"805",56.169998,66.589996,56.130001,60.939999,5085700,59.349125
"806",62.279999,65.910004,54.740002,63.060001,6009000,61.41378
"807",58.290001,61.299999,49.970001,53.080002,5309800,51.694317
"808",52.619999,56.360001,48.619999,54.599998,4333700,53.174637
"809",55.810001,56.869999,52.310001,55.560001,4068000,54.109573
"810",53.93,56.349998,53.310001,54.669998,3602000,53.242813
"811",57.599998,60.959999,57.02,60.560001,3292900,58.97905
"812",60.740002,67.389999,60.200001,63.490002,2708800,61.832561
"813",63.639999,68.449997,63.029999,68.199997,2705100,66.419601
"814",65.230003,66.330002,62.279999,62.779999,2018700,61.14109
"815",62.639999,64.139999,61.84,63.720001,1610400,62.056557
"816",63.110001,64.269997,62.049999,62.98,2138400,61.335865
"817",60.310001,61.939999,58.709999,59.119999,2559700,57.576641
"818",59.060001,61.02,57.939999,58.990002,2410900,57.450031
"819",59.119999,61.130001,57.529999,58.689999,2125400,57.157864
"820",61.48,66.150002,61.48,65.620003,2107500,63.90696
"821",68.330002,69.470001,64.870003,65.040001,2190700,63.342098
"822",65.959999,69.919998,65.559998,69.059998,1580700,67.257141
"823",69.599998,72.269997,69.269997,71.169998,3026200,69.312065
"824",70.949997,71.190002,68.599998,69.120003,1898100,67.31559
"825",70.440002,71.93,69.730003,69.970001,1649400,68.143387
"826",67.519997,68.459999,64.800003,65.410004,2001600,63.702431
"827",65.879997,66.099998,62.880001,63.66,2623500,61.998119
"828",65.230003,68.18,65.050003,67.440002,4389900,65.679443
"829",66.040001,67.849998,64.790001,66.580002,2251900,64.841896
"830",64.980003,66.309998,63.549999,64.550003,2397400,62.864891
"831",66.529999,67.519997,65.760002,67.279999,1748900,65.523621
"832",67.519997,69.099998,67.489998,68.150002,2137200,66.370911
"833",68.760002,70.610001,68.489998,70.150002,1887500,68.318687
"834",70.639999,73.790001,70.550003,73.470001,1972100,71.552032
"835",78.540001,79.830002,73.199997,73.650002,3449900,71.727325
"836",76.040001,78.519997,75.419998,78.379997,2743200,76.333847
"837",77.010002,77.010002,73.400002,73.459999,2241300,71.54229
"838",71.559998,71.690002,70.029999,70.580002,1510200,68.737473
"839",70.07,70.550003,68.480003,69.459999,1256200,67.646706
"840",70.400002,71.940002,70.239998,70.82,1634000,68.971199
"841",71.059998,72.199997,69.809998,71.830002,1249000,69.954849
"842",72.900002,74.529999,72.75,73.32,1259600,71.405937
"843",74.669998,77.169998,74.410004,76.75,1668100,74.746399
"844",75.559998,75.879997,74.080002,74.610001,1399200,72.662262
"845",74.559998,74.660004,71.389999,71.410004,1358800,69.545807
"846",70.730003,71.400002,68.209999,68.75,1082800,66.955246
"847",67.860001,69.989998,66.610001,69.849998,2054000,68.026535
"848",69.129997,70.25,68.82,70.040001,3278900,68.211578
"849",72.839996,76.620003,72.57,76.269997,1640200,74.278931
"850",76.449997,77.760002,75.440002,76.370003,1540100,74.376312
"851",77.589996,79.370003,77.370003,78.349998,2286000,76.304626
"852",77.400002,78.150002,76.120003,76.290001,1531900,74.756386
"853",76.339996,76.68,74.900002,76.230003,1186300,74.697609
"854",79.269997,81.209999,78.739998,80.620003,1729600,78.999352
"855",81.919998,83.32,80.580002,83.220001,1740600,81.547081
"856",83.849998,85.480003,82.330002,82.779999,3425100,81.115929
"857",82.309998,82.309998,79.550003,81.25,4787700,79.616676
"858",82.5,84.699997,81.629997,84.529999,2366600,82.83075
"859",85.040001,86.32,84.5,86.269997,2316800,84.535767
"860",87.949997,90.019997,87.010002,89.099998,2334300,87.308876
"861",88.080002,89.279999,87.339996,88.82,1747400,87.034515
"862",91.809998,92.910004,90.989998,91.040001,2753400,89.209885
"863",91.870003,92.459999,90.43,91.650002,1977300,89.807617
"864",89.699997,89.910004,87,87.080002,2764800,85.329498
"865",87.529999,87.529999,85.099998,85.139999,2806300,83.428482
"866",82.629997,82.660004,78.589996,78.870003,1525400,77.284523
"867",81.699997,83.040001,77.660004,78.589996,3650100,77.010155
"868",76.980003,80.190002,75.699997,79.940002,1925300,78.333015
"869",82.849998,83.940002,80.489998,82.199997,2512200,80.547577
"870",82.529999,82.529999,80.690002,81.410004,1698100,79.773468
"871",80.629997,82.019997,80.059998,81.330002,1159500,79.695076
"872",82.760002,82.82,80.07,80.699997,2758400,79.077736
"873",80.290001,81.309998,79.110001,80.949997,1327400,79.322708
"874",82.029999,82.610001,81.339996,81.660004,2851100,80.018448
"875",81.010002,81.209999,77.75,78.07,1664200,76.50061
"876",77.389999,79.050003,76.589996,78.980003,1316300,77.392319
"877",78.879997,79.360001,78.330002,78.68,2140400,77.098343
"878",79.129997,81.099998,78.650002,80.599998,946700,78.979744
"879",80.110001,82.129997,80,81.550003,1921100,79.91066
"880",81.830002,81.949997,79.669998,80.059998,1469600,78.4506
"881",81.400002,82.300003,80.599998,80.879997,1164100,79.254112
"882",82.620003,83.339996,82.010002,82.5,927100,80.84156
"883",81.660004,82.129997,80.760002,80.830002,1377400,79.205132
"884",81.330002,81.599998,79.339996,80.089996,1514700,78.479988
"885",80,80.160004,78.160004,79.059998,1599200,77.470703
"886",78.699997,79.760002,78.489998,78.769997,2293900,77.186531
"887",79.919998,81.169998,79.589996,79.790001,1760500,78.186035
"888",79,81.559998,78.360001,81.470001,1796600,79.83226
"889",83.269997,85.610001,83.120003,85.489998,2044000,83.771446
"890",84.610001,85.470001,84.160004,84.720001,1632700,83.016937
"891",84.879997,86.089996,84.300003,85.580002,2065800,83.85965
"892",84.980003,85.389999,83.800003,85.199997,1316200,83.487282
