"","CINF.Open","CINF.High","CINF.Low","CINF.Close","CINF.Volume","CINF.Adjusted"
"41",75.18,75.349998,74.269997,74.300003,487000,65.026321
"42",74.089996,74.360001,73.639999,73.970001,584700,64.737511
"43",73.839996,73.989998,73.139999,73.18,502400,64.046127
"44",72.68,73.440002,72.68,73.169998,404700,64.037376
"45",73.279999,73.75,72.760002,72.760002,463000,63.678562
"46",73.050003,73.589996,72.970001,73.419998,432200,64.256165
"47",73.739998,74.019997,73.269997,73.970001,473900,64.737511
"48",73.82,73.949997,73.559998,73.910004,407900,64.685005
"49",73.580002,74.489998,73.540001,74.099998,429200,64.851295
"50",74.330002,75.089996,73.839996,74.949997,598300,65.595207
"51",74.540001,75.290001,74.519997,74.699997,435100,65.376381
"52",74.870003,75.330002,74.32,75.18,1542500,65.796501
"53",74.620003,74.959999,73.949997,74.220001,396000,65.391212
"54",74.550003,74.550003,72.699997,72.779999,603100,64.122498
"55",72.5,73.040001,72.059998,72.75,452200,64.096085
"56",72.769997,73.440002,72.599998,72.739998,282500,64.087265
"57",72.800003,72.889999,71.660004,71.879997,514500,63.329571
"58",71,71.82,70.889999,71.660004,392500,63.135742
"59",71.660004,72.68,71.400002,72.5,424800,63.875801
"60",72.269997,72.510002,71.739998,71.75,341400,63.215012
"61",71.629997,72.410004,71.589996,72.330002,329100,63.726059
"62",72.220001,72.690002,72.129997,72.269997,391300,63.673199
"63",72.43,72.559998,71.370003,71.580002,386700,63.065266
"64",71.389999,71.800003,71.160004,71.559998,510400,63.047634
"65",71.699997,71.760002,70.639999,70.809998,577700,62.386841
"66",70.779999,71.199997,70.339996,70.849998,492900,62.422092
"67",70.440002,71.419998,70.120003,70.239998,771000,61.884651
"68",70.370003,71.379997,70.279999,71.239998,639700,62.765694
"69",70.790001,71.57,70.690002,71.389999,376000,62.897865
"70",71.269997,71.330002,70.5,70.870003,449100,62.439709
"71",70.830002,71.169998,70.349998,70.459999,409000,62.078472
"72",70.629997,71.610001,70.610001,71.599998,401800,63.08287
"73",70.989998,71.089996,69.980003,70.559998,674100,62.166576
"74",70.900002,71.089996,69.760002,70.040001,578300,61.708439
"75",70.080002,70.540001,69.650002,70.449997,662800,62.069668
"76",70.400002,71.080002,69.970001,70.18,612700,61.831791
"77",71.279999,71.620003,71.040001,71.459999,578800,62.959526
"78",71.669998,72.349998,71.550003,71.82,445300,63.276703
"79",71.830002,72.650002,71.68,71.879997,626400,63.329571
"80",72,73.290001,71.480003,73.040001,661400,64.351578
"81",73.290001,73.290001,72.040001,72.089996,971500,63.514565
"82",72.220001,72.389999,70.639999,71.120003,832700,62.659985
"83",71.370003,71.57,70.980003,71.059998,465900,62.60709
"84",71.139999,71.860001,70.860001,71.18,778500,62.71283
"85",71.260002,71.760002,70.580002,70.959999,814600,62.519001
"86",71.290001,71.330002,70.529999,70.830002,567900,62.404472
"87",70.900002,71,69.889999,69.919998,437700,61.602707
"88",70.029999,70.220001,68.779999,68.989998,623400,60.783337
"89",68.970001,69.660004,68.879997,69.209999,701500,60.977169
"90",68.870003,69.610001,68.790001,69.379997,593000,61.126961
"91",69.07,69.800003,69,69.059998,510200,60.845016
"92",69.080002,69.809998,69.080002,69.620003,602400,61.338402
"93",69.610001,69.769997,69.230003,69.330002,349900,61.082912
"94",68.580002,69,68.5,68.690002,738200,60.519043
"95",68.760002,69.559998,68.489998,68.980003,733000,60.77454
"96",69.150002,69.559998,68.769997,69.040001,521900,60.8274
"97",69.25,69.650002,69.059998,69.529999,347900,61.259117
"98",69.730003,69.830002,69.309998,69.57,405900,61.294338
"99",69.790001,69.970001,69.489998,69.699997,303400,61.408875
"100",69.82,70.519997,69.739998,70.449997,504300,62.069668
"101",70.330002,70.449997,69.849998,69.910004,435800,61.593895
"102",69.660004,69.769997,69.139999,69.529999,483900,61.259117
"103",69.809998,70.169998,69.360001,70.080002,798500,61.743679
"104",69.989998,70.93,69.900002,70.93,550700,62.492561
"105",70.889999,71.029999,70.550003,70.720001,481200,62.307552
"106",70.519997,70.860001,70.290001,70.339996,467300,61.972744
"107",69.949997,70.339996,69.440002,69.480003,538800,61.215057
"108",69.720001,69.739998,69.290001,69.559998,627500,61.28553
"109",69.730003,70.559998,69.599998,70.459999,548300,62.078472
"110",70.610001,71.809998,70.610001,71.779999,522900,63.241451
"111",71.720001,73.089996,71.620003,73.019997,714900,64.333961
"112",73.300003,73.300003,72.519997,72.879997,495200,64.210602
"113",72.709999,73.25,72.43,73.050003,396800,64.360405
"114",72.57,73.959999,72.57,73.889999,390100,65.100471
"115",73.93,73.980003,73.32,73.75,890700,64.977119
"116",73.419998,73.540001,72.839996,73.099998,464200,64.844063
"117",72.970001,73.099998,72.339996,72.379997,390100,64.205368
"118",72.419998,72.529999,71.540001,71.620003,374000,63.531212
"119",71.550003,71.709999,71.160004,71.459999,409600,63.38929
"120",71.57,71.720001,71,71.230003,555000,63.185272
"121",71.260002,72.040001,71.230003,71.959999,319800,63.832806
"122",72.040001,72.339996,71.519997,71.919998,377300,63.797329
"123",72.370003,72.93,71.980003,72.550003,318300,64.356194
"124",72.940002,73.190002,72,72.419998,502500,64.240868
"125",72.889999,72.919998,72.169998,72.449997,687000,64.267494
"126",72.940002,74.349998,72.940002,73.099998,453100,64.844063
"127",73.349998,73.349998,72.220001,72.559998,455100,64.365051
"128",72.519997,72.620003,72.019997,72.199997,576300,64.045708
"129",72.440002,73.050003,72.129997,72.660004,520700,64.453758
"130",72.510002,72.669998,72.110001,72.150002,534700,64.00135
"131",72.110001,72.260002,71.599998,71.839996,387500,63.72636
"132",71.879997,72.040001,71.639999,71.980003,391200,63.85054
"133",72.110001,72.760002,71.709999,72.5,412600,64.311829
"134",72.230003,72.959999,71.879997,72.690002,337500,64.480377
"135",72.620003,72.989998,72.25,72.730003,462200,64.515854
"136",72.349998,72.589996,71.949997,72.370003,390000,64.196495
"137",72.389999,73.43,72.300003,73.309998,384700,65.030357
"138",73.330002,74.089996,72.949997,74.059998,402700,65.695633
"139",73.910004,74.599998,73.910004,74.419998,385200,66.014969
"140",74.489998,75.330002,74.440002,75.260002,384900,66.760117
"141",75.800003,75.949997,75.419998,75.690002,520700,67.141548
"142",75.790001,75.790001,74.800003,74.989998,425700,66.520592
"143",75.089996,75.589996,74.550003,75.160004,607600,66.671402
"144",75.160004,75.870003,75.029999,75.809998,370900,67.247993
"145",75.93,76.43,75.879997,76.18,583800,67.576195
"146",76.339996,76.720001,75.900002,76.489998,641500,67.851181
"147",76.889999,77.769997,76.489998,77.199997,622500,68.481026
"148",81.980003,81.980003,78.800003,80.519997,1043300,71.426056
"149",80.620003,81.139999,80,80.300003,549500,71.230888
"150",80.370003,80.540001,79.760002,79.910004,515500,70.884941
"151",79.989998,80.669998,79.669998,79.75,537000,70.742996
"152",79.480003,80.349998,79.209999,80.330002,359000,71.2575
"153",80,80.349998,79.400002,79.620003,396900,70.627678
"154",79.93,80.169998,78.910004,79,359700,70.077713
"155",79.639999,79.919998,79.379997,79.529999,499400,70.547859
"156",79.75,79.82,79.18,79.440002,405500,70.468033
"157",79.400002,79.839996,79.019997,79.110001,417300,70.175301
"158",79.029999,79.169998,77.559998,77.650002,462600,68.880173
"159",77.459999,77.949997,76.779999,77.339996,683900,68.605202
"160",77.440002,77.440002,76.550003,76.980003,689600,68.285866
"161",77.239998,77.589996,76.809998,77.470001,595800,68.72052
"162",77.040001,77.330002,76.769997,76.849998,366500,68.170525
"163",76.970001,77.139999,76.349998,76.43,381200,67.797981
"164",76.769997,77.639999,76.699997,77.459999,331500,68.711639
"165",77.589996,77.610001,76.629997,77.089996,382500,68.383415
"166",76.730003,77.099998,76.599998,76.779999,308400,68.108429
"167",76.68,77.150002,76.529999,76.830002,359100,68.152794
"168",76.919998,77.099998,76.690002,76.839996,434900,68.161652
"169",77.160004,77.559998,76.830002,76.959999,408300,68.268105
"170",76.940002,76.940002,74.580002,74.769997,551600,66.325455
"171",74.940002,75.709999,74.620003,75.120003,620300,66.635933
"172",75.07,75.07,72.879997,73.669998,746200,65.34967
"173",73.419998,75.970001,73.419998,75.769997,639800,67.212509
"174",76.209999,77.089996,76.099998,76.519997,514000,67.877808
"175",76.339996,76.690002,76,76.650002,393400,67.993126
"176",76.5,76.610001,75.830002,75.940002,504900,67.363304
"177",75.870003,76.010002,75.25,75.620003,461800,67.079445
"178",75.540001,75.790001,74.779999,75.220001,1390900,66.72464
"179",75.519997,76.290001,75.019997,76.080002,707000,67.487503
"180",76.300003,76.449997,75.849998,76.040001,407900,67.452019
"181",76.120003,76.400002,75.800003,76.330002,307800,67.709251
"182",75.959999,76.349998,75.120003,75.580002,297100,67.486023
"183",75.519997,76,75.489998,75.879997,223000,67.753914
"184",75.68,76.449997,75.57,76.32,282300,68.14679
"185",76.309998,76.699997,75.610001,76.169998,414200,68.012848
"186",76.699997,77.18,76.230003,76.900002,389000,68.664673
"187",76.660004,77.550003,76.529999,77.379997,325200,69.093277
"188",77.32,77.32,76.419998,76.57,555000,68.37001
"189",76.449997,77.580002,76.25,77.5,332400,69.200424
"190",77.099998,77.389999,76.620003,77.160004,415700,68.896851
"191",77.019997,77.540001,76.589996,77.379997,314500,69.093277
"192",77.580002,77.760002,77.040001,77.389999,333600,69.102196
"193",77.540001,77.730003,76.449997,76.699997,561700,68.486084
"194",76.860001,77,76.25,76.360001,302800,68.182503
"195",76.260002,77.190002,76.260002,77.120003,318700,68.861115
"196",77.07,77.230003,76.629997,76.940002,343500,68.700394
"197",76.790001,76.900002,75.529999,75.93,520600,67.798553
"198",75.940002,77.059998,75.769997,76.470001,393500,68.280724
"199",76.699997,77.290001,76.129997,76.419998,485200,68.236084
"200",76.510002,76.519997,75.779999,75.93,308000,67.798553
"201",76.110001,76.239998,75.690002,76,391200,67.861046
"202",75.75,76.260002,75.489998,76.190002,528800,68.030708
"203",76.660004,76.75,75.919998,76.459999,620000,68.27179
"204",76.559998,76.559998,75.830002,76.120003,309400,67.968193
"205",76.169998,76.389999,75.739998,76.260002,683200,68.093224
"206",76.18,76.209999,75.279999,75.75,372300,67.637825
"207",75.989998,76.510002,75.419998,76.019997,415900,67.878906
"208",74.959999,76.080002,70.5,71.029999,1189900,63.423298
"209",70.790001,71.599998,70.279999,70.410004,661300,62.869713
"210",70.269997,70.690002,70.07,70.169998,650600,62.655396
"211",70.260002,71.120003,70.209999,70.709999,565000,63.137558
"212",70.779999,72.610001,70.739998,72.559998,1021000,64.789444
"213",72.459999,72.919998,71.769997,72.57,813200,64.798378
"214",72.339996,73.669998,72.059998,73.269997,527500,65.423409
"215",73.059998,74.07,72.5,72.870003,543000,65.066269
"216",72.870003,73.309998,72.540001,72.699997,383200,64.914467
"217",72.620003,73.269997,72.360001,73.099998,398800,65.271629
"218",73.080002,73.970001,72.629997,73.400002,492600,65.53949
"219",73.260002,73.669998,73.010002,73.300003,674000,65.450203
"220",73.080002,74.129997,72.690002,74.059998,438600,66.128807
"221",73.940002,74.519997,73.400002,74.110001,455900,66.17347
"222",74.169998,74.290001,73.290001,73.589996,630000,65.70916
"223",73.919998,73.919998,73.160004,73.459999,2572300,65.593079
"224",73.489998,73.75,73.150002,73.43,569300,65.566284
"225",73.760002,73.959999,73.379997,73.459999,451600,65.593079
"226",73.309998,73.309998,72.510002,72.660004,439000,64.878738
"227",72.669998,72.730003,72.360001,72.510002,188100,64.744804
"228",72.730003,73.580002,72.540001,73.410004,420000,65.548424
"229",73.410004,74.32,73.129997,74.25,483100,66.298454
"230",74.25,75.360001,74.150002,74.870003,552800,66.852081
"231",74.690002,75.470001,74.080002,74.730003,753600,67.17569
"232",75,75.239998,73,74.519997,522900,66.986908
"233",75.019997,76.160004,74.580002,75.370003,477600,67.750984
"234",75.540001,75.540001,74.279999,74.379997,409400,66.861061
"235",74.510002,75.059998,74.330002,74.459999,342800,66.932968
"236",74.290001,74.760002,74.029999,74.160004,409500,66.663315
"237",74.169998,74.440002,73.849998,74.400002,342700,66.879044
"238",74.379997,74.589996,73.980003,74.559998,350800,67.022865
"239",74.440002,74.800003,74.400002,74.519997,378400,66.986908
"240",74.599998,74.599998,73.370003,73.68,641700,66.231827
"241",73.830002,74.019997,72.550003,72.650002,470600,65.305946
"242",72.760002,74.529999,72.690002,74.279999,1542300,66.771156
"243",74.639999,75.209999,74.379997,74.580002,443300,67.040848
"244",74.25,74.370003,73.400002,73.550003,504300,66.561195
"245",73.800003,74.040001,73.279999,73.449997,487900,66.470718
"246",73.639999,73.940002,73.5,73.660004,373300,66.660759
"247",73.870003,74.089996,73.489998,73.989998,284500,66.959396
"248",74.129997,74.620003,73.879997,74.269997,265700,67.212769
"249",74.419998,74.769997,74.029999,74.550003,223200,67.466179
"250",74.550003,75.110001,73.139999,75.080002,341200,67.945816
"251",75.309998,75.540001,74.910004,74.970001,394100,67.846275
"252",75.370003,75.550003,72.540001,73.080002,645200,66.135857
"253",73.07,73.239998,72.339996,72.790001,534000,65.873421
"254",72.699997,73.790001,72.580002,73.620003,622400,66.62455
"255",73.800003,74.080002,73.400002,74,431500,66.96843
"256",73.82,74.029999,73.290001,73.669998,468600,66.669807
"257",73.760002,74.610001,73.110001,73.209999,679500,66.253517
"258",73.110001,73.610001,72.150002,72.190002,549900,65.330444
"259",72.290001,72.970001,72.18,72.769997,551000,65.855324
"260",72.959999,74.150002,72.629997,74.029999,399500,66.99559
"261",74.269997,74.620003,73.849998,74.199997,634100,67.149437
"262",74.599998,75.290001,74.510002,75.059998,453500,67.927727
"263",74.910004,75.300003,74.760002,74.860001,401900,67.746712
"264",75.099998,75.599998,74.690002,75.160004,443800,68.018211
"265",75.32,76.110001,75.260002,75.93,440700,68.715057
"266",75.879997,77.519997,75.879997,77.010002,754300,69.692429
"267",77.870003,78.040001,76.980003,77.239998,558000,69.900574
"268",77.269997,77.650002,76.82,77.220001,404100,69.882469
"269",77.480003,77.800003,77.129997,77.510002,476400,70.144936
"270",77.489998,77.629997,76.510002,76.589996,461100,69.31234
"271",76.470001,77.5,76.290001,76.389999,479100,69.13134
"272",76.519997,77.529999,76.150002,76.900002,1092800,69.592896
"273",76.629997,77.279999,76.309998,77.169998,809900,69.837234
"274",76.949997,77.68,76.309998,76.379997,459800,69.122292
"275",75.93,76.400002,73.080002,73.389999,965900,66.416405
"276",72.349998,73.129997,69.980003,72.599998,1153000,65.701469
"277",72.269997,73.839996,72.269997,72.629997,1037500,65.728615
"278",73.599998,74.059998,70.290001,70.339996,1029200,63.656223
"279",71.110001,72.519997,69.860001,72.139999,1332700,65.285179
"280",72.709999,75.220001,72.019997,74.309998,1071400,67.248985
"281",73.809998,74.349998,73.260002,73.970001,888300,66.941292
"282",73.709999,75.669998,72.589996,75.57,574000,68.389275
"283",75.860001,76.370003,75.370003,76.190002,502200,68.95034
"284",75.959999,77.459999,75.93,77.190002,538100,69.855331
"285",76.849998,77.199997,75.360001,75.690002,377100,68.497864
"286",75.779999,76.82,75.510002,75.540001,416200,68.362129
"287",75.650002,76.800003,74.760002,74.919998,397000,67.801025
"288",75.199997,75.830002,74.650002,75.800003,341400,68.597397
"289",76,77.290001,75.519997,77.260002,456300,69.918663
"290",77.080002,77.800003,75.870003,75.879997,595200,68.669792
"291",76.209999,76.75,74.589996,74.589996,530500,67.502373
"292",74.800003,75.349998,73,73.339996,478300,66.371147
"293",72.400002,74.800003,72.330002,74.610001,768600,67.520477
"294",74.400002,76.269997,74.169998,75.889999,504700,68.678848
"295",76.010002,76.110001,75.150002,76.040001,415300,68.814598
"296",75.339996,76.059998,75.309998,75.720001,577800,68.525009
"297",75.709999,75.860001,74.699997,75.260002,490300,68.108727
"298",75.699997,77.120003,74.959999,77.040001,552500,69.719574
"299",77.050003,77.050003,74.620003,75.239998,553900,68.09063
"300",75.660004,75.879997,74.839996,75.080002,499300,67.945816
"301",75.470001,75.470001,73.739998,74.050003,523400,67.013702
"302",74.32,74.870003,73.900002,74.300003,749500,67.239937
"303",74.379997,75.639999,74.300003,75.129997,2494000,67.991074
"304",74.779999,75.519997,74.639999,75.110001,687100,67.972984
"305",74.790001,75.809998,74.540001,75.400002,568700,68.720314
"306",75.580002,76.050003,75.260002,75.550003,535000,68.857033
"307",74.889999,75.360001,73.389999,73.440002,534900,66.93396
"308",73.82,75.220001,71.480003,71.610001,533700,65.26606
"309",72.43,73.309998,71.75,73.139999,625200,66.660538
"310",73.349998,74.160004,72.720001,73.129997,504000,66.651421
"311",73.279999,74.419998,72.889999,73.860001,549400,67.31675
"312",74.43,74.949997,73.160004,74.260002,434600,67.68132
"313",74.059998,74.279999,71.209999,72.370003,500500,65.958755
"314",72.809998,73.900002,72.68,73.489998,504700,66.97953
"315",72.809998,74.080002,72.480003,73.900002,530400,67.35321
"316",74.160004,74.730003,73.830002,74.349998,543300,67.763336
"317",73.82,74.68,72.639999,73,743800,66.532936
"318",73.230003,73.830002,72.489998,72.769997,481800,66.323318
"319",73.370003,74.080002,73.190002,73.410004,412600,66.906616
"320",73.050003,75,72.889999,73.410004,329100,66.906616
"321",73.910004,74.389999,73.739998,73.980003,246800,67.426132
"322",74.470001,74.519997,73.160004,73.529999,358700,67.015984
"323",74.089996,75.059998,73.32,74.739998,537800,68.11879
"324",75.389999,75.629997,74.389999,74.489998,406100,67.890938
"325",74.730003,75.18,74.25,74.559998,351700,67.954727
"326",74.540001,75.370003,73.779999,75.040001,299700,68.392212
"327",75.330002,75.660004,74.769997,75.269997,390600,68.601852
"328",75.589996,75.75,74.790001,75.720001,394500,69.011978
"329",75.93,75.959999,74.470001,74.949997,433700,68.310188
"330",75.029999,75.239998,73.959999,74.82,450300,68.191711
"331",72.580002,74.57,70.290001,71.440002,1479400,65.111145
"332",71.239998,71.849998,70.779999,71.449997,722400,65.120247
"333",71.610001,71.940002,70.330002,70.339996,1135700,64.108597
"334",70.220001,71.279999,70.010002,71.18,652900,64.874168
"335",70.989998,71.129997,69.580002,69.709999,881900,63.534393
"336",69.449997,70.050003,68.330002,69.349998,744300,63.20628
"337",68.940002,70.669998,68.620003,70.010002,606400,63.807808
"338",70.160004,70.809998,69.589996,69.800003,486400,63.616425
"339",69.82,70.260002,69.550003,70.18,544500,63.962757
"340",70.510002,71.410004,70.230003,71.209999,546600,64.901527
"341",71.349998,72.190002,70.949997,71.889999,570800,65.521271
"342",71.919998,72.330002,71.220001,71.879997,353200,65.512169
"343",72.059998,72.059998,70.459999,70.559998,514900,64.309105
"344",70.400002,71.169998,70.370003,70.889999,457300,64.609863
"345",70.989998,71.32,70.599998,70.760002,390500,64.491371
"346",70.849998,70.989998,70.510002,70.889999,304000,64.609863
"347",70.93,71.110001,70.5,70.730003,324100,64.464035
"348",71.07,71.449997,70.699997,71.290001,575000,64.974434
"349",71.419998,71.889999,71.220001,71.449997,259700,65.120247
"350",71.230003,71.449997,70.480003,70.879997,292500,64.600746
"351",70.68,70.760002,70.010002,70.43,661100,64.190598
"352",70.449997,70.720001,70.139999,70.419998,309000,64.181488
"353",69.910004,69.93,68.279999,68.510002,606300,62.440708
"354",68.949997,70.489998,68.860001,70.099998,442700,63.889839
"355",70.059998,70.059998,68.650002,69.370003,973300,63.224522
"356",69.970001,70.769997,69.900002,70.18,572500,63.962757
"357",70.199997,70.650002,70.139999,70.239998,392400,64.017456
"358",70.209999,70.220001,69.120003,70,516400,63.79871
"359",70.18,70.610001,69.690002,70.389999,344200,64.154152
"360",70.629997,70.849998,69.940002,70.769997,291300,64.500481
"361",70.779999,71.360001,70.550003,71.279999,527900,64.965309
"362",71.470001,71.470001,70.260002,70.529999,281700,64.281738
"363",70.449997,70.639999,69.419998,70.059998,494000,63.853394
"364",70.290001,70.529999,69.470001,69.669998,430200,63.497932
"365",69.93,69.93,68.879997,68.919998,406800,62.814384
"366",68.650002,69.110001,68.150002,68.989998,1110800,62.878174
"367",68.830002,69.050003,68.110001,69,524700,62.887295
"368",68.279999,68.959999,68.279999,68.760002,483400,63.153656
"369",68.989998,68.989998,68.43,68.489998,530700,62.905674
"370",68.470001,68.629997,67.589996,67.769997,371100,62.244366
"371",68.220001,68.599998,67.93,68.339996,837800,62.767902
"372",68.25,68.849998,67.82,68.220001,452100,62.657677
"373",68.349998,68.510002,67.059998,67.139999,671600,61.665733
"374",67.160004,67.650002,66.330002,66.330002,483800,60.92178
"375",66.370003,67.400002,66.330002,67.160004,272200,61.684113
"376",67.440002,68.010002,66.589996,66.860001,612300,61.408577
"377",66.580002,67.940002,66.559998,66.980003,378000,61.518787
"378",67.150002,67.879997,67.150002,67.360001,199300,61.867802
"379",67.610001,67.610001,67,67.5,378600,61.996384
"380",67.529999,68.68,67.410004,68.339996,441200,62.767902
"381",68.599998,69.849998,68.599998,69.790001,606800,64.099678
"382",69.870003,69.980003,69.089996,69.879997,575300,64.18232
"383",68.389999,70.099998,68.389999,69.790001,314100,64.099678
"384",70.309998,70.309998,69.529999,69.639999,355800,63.961891
"385",69.260002,69.830002,69.050003,69.610001,377800,63.934345
"386",69.75,70.559998,69.68,70.540001,357900,64.788513
"387",70.709999,70.830002,70.360001,70.550003,324300,64.797691
"388",70.589996,71.470001,70.519997,71.300003,403900,65.486565
"389",71.18,71.32,70.150002,70.260002,499300,64.531364
"390",69.970001,70.82,69.830002,70.699997,419300,64.935471
"391",70.849998,71.07,70.370003,70.889999,381700,65.109978
"392",71.139999,71.25,70.400002,70.739998,506000,64.972214
"393",70.739998,71.480003,70.080002,71.300003,600900,65.486565
"394",71.440002,72.550003,70.550003,72.300003,638500,66.405014
"395",75,77.010002,73.839996,74.440002,1305100,68.370544
"396",74.559998,76.099998,74.470001,75.400002,722700,69.252258
"397",75.790001,76,74.870003,75.629997,2398600,69.463501
"398",75.589996,76.080002,74.900002,75.25,598800,69.114502
"399",75,75.589996,74.279999,75.25,431600,69.114502
"400",75.290001,75.599998,74.900002,75.540001,333100,69.380836
"401",75.529999,76.260002,75.400002,75.959999,370200,69.766602
"402",75,75.610001,74.889999,75.050003,595500,68.930801
"403",75.099998,75.269997,74.379997,75.080002,286600,68.958359
"404",75.209999,75.5,74.849998,75,365700,68.884865
"405",74.43,74.709999,73.889999,74.389999,422100,68.324608
"406",74.43,74.639999,73.589996,73.690002,386700,67.681694
"407",73.82,74.589996,73.639999,74.309998,350500,68.251129
"408",73.900002,74.669998,73.720001,74.440002,245700,68.370544
"409",74.68,75.769997,74.68,75.290001,287300,69.15123
"410",75.379997,75.910004,75.309998,75.75,305500,69.573708
"411",75.949997,76.470001,75.739998,76.139999,413600,69.931923
"412",76.150002,76.529999,76.029999,76.43,286900,70.19828
"413",76.419998,76.489998,75.870003,76.019997,275300,69.821709
"414",75.5,76.18,75.5,76.150002,325300,69.941109
"415",76.529999,76.57,76.110001,76.489998,259100,70.253387
"416",76.800003,77.209999,76.419998,76.849998,333900,70.584023
"417",76.959999,77.18,76.580002,76.790001,428600,70.528931
"418",76.82,77.269997,76.419998,76.709999,306900,70.45546
"419",76.790001,76.82,76.160004,76.32,318300,70.097244
"420",76.309998,76.879997,75.989998,76.669998,453100,70.418716
"421",76.489998,77.309998,76.400002,77.18,285400,70.887131
"422",76.82,77.830002,76.82,77.449997,389500,71.135094
"423",77.529999,77.989998,77.190002,77.639999,304800,71.309624
"424",77.709999,77.889999,77.029999,77.160004,413400,70.868759
"425",77.510002,77.580002,76.970001,77.029999,373100,70.749359
"426",76.980003,77.190002,76.379997,76.800003,381800,70.538109
"427",76.800003,76.940002,75.849998,75.970001,330100,69.77578
"428",76.32,76.940002,76.099998,76.900002,358400,70.629951
"429",76.970001,77.82,76.830002,77.769997,283500,71.429016
"430",77.900002,77.900002,77.220001,77.839996,311800,71.493301
"431",77.470001,78.050003,76.940002,77.980003,429700,72.1129
"432",78.18,78.970001,77.68,78.580002,467000,72.667755
"433",78.900002,79.239998,78.389999,78.970001,452100,73.028419
"434",79.25,79.669998,78.800003,79.029999,1432500,73.083908
"435",78.790001,78.860001,77.370003,77.410004,526000,71.585793
"436",77.769997,77.82,77.059998,77.230003,341300,71.419334
"437",77.43,77.43,76.480003,76.599998,350200,70.836716
"438",76.790001,77.010002,76.419998,76.519997,341500,70.762756
"439",76.260002,76.900002,76.089996,76.809998,542200,71.03093
"440",77.110001,77.220001,75.129997,75.370003,509800,69.69928
"441",75.379997,76.120003,75.029999,76.080002,413300,70.355858
"442",76.470001,76.470001,75.580002,75.849998,717400,70.143158
"443",75.93,76.580002,75.75,76.5,396400,70.744255
"444",76.650002,77.080002,76.309998,76.68,338600,70.910713
"445",76.589996,77.959999,76.57,77.610001,349400,71.770744
"446",77.580002,78.260002,77.18,78.029999,305700,72.159126
"447",78.029999,78.379997,76.239998,76.330002,635000,70.587044
"448",76.279999,76.309998,72.93,72.959999,906700,67.470596
"449",74.089996,74.089996,71.300003,72.330002,928000,66.887993
"450",72.360001,73.220001,72.029999,72.160004,578600,66.730789
"451",73,74.400002,72.290001,74.290001,768300,68.700523
"452",74.110001,75.900002,74.040001,75.75,745200,70.050674
"453",75.629997,76.349998,75.339996,75.68,554400,69.985954
"454",75.559998,76.720001,75.300003,76.309998,530500,70.568542
"455",76.589996,76.849998,74.860001,75.089996,463700,69.440338
"456",74.470001,74.68,73.389999,73.910004,897800,68.349144
"457",73.989998,73.989998,71.260002,71.389999,807700,66.018723
