"","STZ.Open","STZ.High","STZ.Low","STZ.Close","STZ.Volume","STZ.Adjusted"
"447",227.369995,227.699997,221.389999,221.610001,2217700,210.882935
"448",221.229996,221.949997,217.5,217.770004,2343700,207.228821
"449",221.259995,226.289993,220.039993,225.690002,2967200,214.765457
"450",224.309998,226.889999,222.690002,223.710007,1583700,212.881287
"451",227.300003,227.699997,224.5,226.960007,1636100,215.973969
"452",227.059998,228,224.009995,227.199997,1165200,216.202332
"453",227.729996,228.490005,224.070007,225.089996,1991000,214.194473
"454",225.75,225.75,222.270004,222.929993,1883500,212.139038
"455",223.330002,227.350006,219,219.160004,2563000,208.551529
"456",216.75,218.449997,211.25,214.880005,2808200,204.478699
"457",214.419998,215.380005,211.649994,212.179993,2330400,201.909393
"458",211.919998,215.699997,209.779999,213.149994,1712800,202.832443
"459",211.009995,211.949997,205.889999,209.960007,3008100,199.79686
"460",211.020004,212.910004,200.759995,202.75,2570300,192.935837
"461",200.839996,201.589996,196.259995,198.470001,3477300,188.863022
"462",200.009995,202.740005,198.669998,199.229996,2978700,189.586243
"463",199.699997,201.169998,199.029999,200.880005,1783000,191.156372
"464",201.139999,202.399994,199.160004,201.320007,1877100,191.575073
"465",200.990005,201.009995,197.229996,200.300003,1605800,191.307648
"466",200.520004,204.410004,200.229996,204,2303900,194.841537
"467",205.479996,207.429993,204.800003,206.75,2041800,197.468063
"468",207.369995,208.240005,204.130005,204.720001,1459300,195.529236
"469",204.389999,204.539993,201.039993,203.130005,1654400,194.01062
"470",203.059998,204.720001,201.619995,201.970001,1309100,192.902695
"471",201.399994,202,199.080002,199.639999,2316900,190.677307
"472",199.399994,200.5,196.199997,197.309998,2265200,188.451889
"473",197.460007,197.919998,195.009995,197.440002,1304500,188.576065
"474",196.380005,198.029999,195.009995,196.529999,2436300,187.706924
"475",196.020004,196.190002,191.850006,193.389999,3845900,184.70787
"476",191.039993,192.690002,187.869995,190.720001,2363900,182.157745
"477",191.229996,195.580002,190.580002,194.210007,1684800,185.491074
"478",194,195.520004,192.369995,192.839996,470200,184.182556
"479",194.929993,195.169998,193.070007,194.110001,1329400,185.395538
"480",195.130005,197.729996,194.699997,195.800003,2269500,187.009689
"481",196.5,201.800003,195.970001,201.320007,2012900,192.28186
"482",199.130005,201.710007,196.089996,196.210007,2909400,187.40126
"483",196.070007,197.669998,194.880005,195.759995,1663000,186.971451
"484",196.449997,198.350006,193.770004,198.210007,2351700,189.311508
"485",197.5,197.649994,190.940002,191.169998,2192300,182.587524
"486",190.050003,191.330002,187.910004,190.720001,1666400,182.157745
"487",191.279999,192.860001,187.339996,188.610001,1437700,180.142456
"488",189.240005,189.320007,184.759995,187.300003,1915000,178.891266
"489",189.009995,191.399994,187.919998,188.770004,2041000,180.295273
"490",191.039993,191.039993,186.649994,186.729996,2267500,178.346878
"491",186.070007,187.130005,180.169998,182.630005,2311000,174.430939
"492",181.630005,182.990005,180.240005,181.270004,1330800,173.132019
"493",180.389999,181.600006,174.589996,176.050003,2739400,168.146347
"494",175.75,176,171.080002,172.619995,3488200,164.8703
"495",172.649994,176.399994,171.449997,172.089996,3539400,164.36412
"496",172.110001,172.899994,165.929993,166.880005,2519400,159.388031
"497",166.770004,168.410004,161.990005,162.179993,3163500,154.899033
"498",160.820007,161.380005,156.25,156.949997,1541000,149.903824
"499",157.960007,163.490005,157.279999,163.419998,1908400,156.083359
"500",161.710007,163.509995,158.639999,163.5,1734000,156.15976
"501",164.820007,165.630005,161.520004,162.860001,1963800,155.548492
"502",163.5,164,159.520004,160.820007,1952800,153.600098
"503",160.059998,165.509995,159.300003,164.039993,1747200,156.675522
"504",163.100006,164.320007,160.919998,161.600006,2392000,154.345047
"505",163.020004,166.720001,162.160004,166.619995,3369600,159.139648
"506",169.449997,172.330002,168.080002,170.119995,3553100,162.482574
"507",171.649994,173.399994,170.110001,172.339996,3418600,164.602905
"508",152.610001,161.259995,150.369995,150.940002,17157500,144.163651
"509",156.5,161.479996,155.559998,159.929993,7659000,152.750015
"510",160,160.729996,157.199997,159.210007,3835100,152.062378
"511",158.220001,161.75,158.220001,160.860001,2874500,153.63829
"512",161.089996,161.089996,158.869995,160.529999,1823600,153.323074
"513",160.240005,161.669998,158.820007,159.880005,1917900,152.702301
"514",159.089996,160.850006,157.139999,160.360001,1725500,153.160736
"515",161.789993,166.100006,161.5,164.149994,2952200,156.780579
"516",165.979996,167.919998,163.470001,164.729996,2553400,157.334549
"517",165.270004,165.960007,164.270004,165.589996,2700400,158.155914
"518",165.389999,165.75,163.710007,164.789993,2163200,157.39183
"519",166,167.309998,165.860001,166.800003,2349200,159.3116
"520",166.559998,168.580002,165.699997,167.899994,2636500,160.362183
"521",167.919998,168.5,167.240005,168.149994,3067000,160.600983
"522",168.580002,170.669998,168.130005,170.610001,2486600,162.950592
"523",171.100006,173.770004,170.149994,173.660004,2457300,165.863632
"524",174.149994,174.580002,172.740005,173.75,2531400,165.949615
"525",174.25,174.300003,171.960007,172.809998,1483400,165.051773
"526",173.699997,176.460007,173.339996,174.720001,2604600,166.876053
"527",174.339996,174.679993,171.350006,172.289993,1651700,164.555161
"528",171.619995,174.679993,171.309998,174.050003,1896200,166.236099
"529",174.100006,175.220001,173.550003,175.220001,1344200,167.353607
"530",174.580002,175.869995,171.660004,172.770004,2021200,165.713455
"531",172.309998,173.029999,170.869995,171.940002,1979900,164.917343
"532",173.929993,176.130005,173.009995,174.770004,4736500,167.631744
"533",174.910004,175,173.050003,173.960007,2484500,166.854843
"534",175.259995,176.190002,173.559998,174.910004,1965600,167.766052
"535",174.979996,176.389999,174.050003,174.720001,2072300,167.583801
"536",175.410004,176.779999,166.360001,166.979996,5401800,160.159943
"537",167.350006,167.75,163.990005,165.649994,5426300,158.884232
"538",165.720001,169.369995,165.5,169.059998,3913800,162.154968
"539",170.300003,170.75,166.850006,167.149994,1695100,160.322968
"540",167.080002,169.779999,167.080002,169.410004,1495900,162.490677
"541",168.75,169.330002,167.850006,169.25,1112300,162.337234
"542",169.940002,170.440002,168.690002,169.160004,1540600,162.2509
"543",170.199997,171.949997,169.949997,171.940002,1508500,164.917343
"544",172.570007,172.789993,169.050003,170.630005,1828700,163.660858
"545",170.220001,170.220001,167.100006,167.470001,2601700,160.629913
"546",167.600006,168.910004,165.720001,166.059998,1292500,159.277481
"547",168.449997,169.570007,166.360001,167.639999,1595600,160.792969
"548",166.850006,167.860001,165.320007,166.190002,1146200,159.402191
"549",167.059998,168.759995,166.449997,168.330002,1043300,161.454819
"550",168.539993,169.449997,167.850006,168.809998,997900,161.915176
"551",169.830002,171.899994,169.710007,170.660004,1379200,163.689651
"552",170.5,171.289993,169.309998,170.610001,1240000,163.641678
"553",171.479996,172.809998,169.800003,170.449997,2682700,163.48819
"554",171.080002,171.380005,170.300003,171.080002,856300,164.092514
"555",171.210007,171.229996,166.009995,167.330002,2187200,160.495636
"556",167.330002,167.610001,163.520004,164.600006,2815900,157.877121
"557",164.220001,169.509995,164.169998,169.389999,1622600,162.471497
"558",168.410004,170.419998,167.520004,169.529999,1553100,162.605774
"559",168.639999,169.149994,166.75,168.039993,1384100,161.176636
"560",168.539993,171.869995,168.279999,171.710007,2077000,164.696762
"561",170.229996,171.889999,169.440002,170.119995,1217400,163.171677
"562",170.25,172.520004,169.889999,172.5,1170900,165.454468
"563",172.970001,176.460007,172.759995,175.330002,2193900,168.168915
"564",176.910004,178.589996,174.520004,177.589996,2908800,170.336578
"565",178.25,178.610001,175.5,176.710007,2237600,169.492523
"566",177.259995,179.770004,176.809998,179.690002,2644100,172.35083
"567",178.509995,193.190002,178.119995,191.449997,7719600,183.630493
"568",191.5,193.710007,189.160004,193.300003,4639500,185.404922
"569",192.5,192.660004,190.559998,192.339996,2866200,184.484116
"570",191.339996,192.330002,189.559998,190.889999,1917900,183.093353
"571",191,191.600006,188.630005,190.100006,1399100,182.335648
"572",190.029999,191.600006,189.110001,191.169998,1847300,183.361923
"573",192.199997,192.520004,190.229996,190.529999,948500,182.748062
"574",190.690002,191,189.320007,190.919998,1447600,183.122116
"575",191.009995,191.460007,189.550003,190.009995,2025300,182.249283
"576",190.949997,192.869995,189.850006,191.580002,1090900,183.755203
"577",193.339996,199.880005,193.339996,198.800003,2881500,190.680283
"578",198.529999,205.75,198.259995,205.460007,2196900,197.068268
"579",206.830002,209.199997,204.929993,207.479996,2256500,199.005768
"580",208.149994,210.419998,207.899994,210.139999,1666900,201.557114
"581",208.809998,214.479996,208.809998,212.160004,1900700,203.494629
"582",213,214.360001,211.5,212.160004,1329600,203.494629
"583",212.360001,213.339996,210.679993,212.539993,1078400,203.8591
"584",212.100006,212.770004,209.910004,211.669998,1532600,203.024628
"585",211.600006,213.699997,211.210007,212.089996,876500,203.42746
"586",211.139999,211.690002,207.660004,209.119995,1569400,200.578796
"587",210.130005,212.059998,209.789993,211.399994,1113900,202.765656
"588",208.279999,211.300003,208,210.410004,1166400,201.816132
"589",209.130005,209.639999,206.740005,207.869995,1227900,199.379852
"590",207.160004,208.770004,206.75,207.190002,840800,198.7276
"591",205.160004,206.580002,201.820007,201.889999,1833400,194.34761
"592",201.059998,204.009995,199.270004,203.229996,1617000,195.637543
"593",200.080002,201.669998,199.020004,201.059998,1320100,193.548615
"594",202,207.25,201.470001,205.330002,1202000,197.659058
"595",203.960007,207.789993,203.619995,204.990005,1368700,197.331772
"596",205.050003,207.529999,204.119995,206.800003,873000,199.074158
"597",205.089996,207.669998,204.770004,204.789993,893500,197.139236
"598",204.589996,205.330002,202.690002,203.050003,1062000,195.464279
"599",205.039993,206.779999,202.929993,205,1765700,197.3414
"600",204.5,205.419998,203.050003,204.970001,865700,197.312531
"601",204.130005,206.5,203.740005,206.210007,877200,198.506226
"602",202.5,202.990005,196.270004,198.679993,2526800,191.257523
"603",198.350006,198.600006,193.339996,194.240005,3271700,186.983383
"604",193.559998,193.559998,187.580002,188.899994,1483300,181.84288
"605",188.889999,190.660004,186.089996,187.289993,1083400,180.293045
"606",175,177.309998,171.270004,176.449997,6252400,169.858017
"607",177.279999,179.580002,176.559998,177.229996,4607900,170.608887
"608",181.380005,184.729996,179.800003,184.440002,2238700,177.54953
"609",185.929993,187.860001,183.779999,187,1639600,180.013885
"610",185.860001,187.25,181.740005,184.160004,2310100,177.279953
"611",185.029999,190.020004,184.699997,188.399994,1814800,181.361588
"612",194.009995,194.539993,191.449997,191.960007,2042300,184.788589
"613",192.009995,195.300003,191.809998,194.960007,1306800,187.676514
"614",195.119995,195.360001,189.119995,189.320007,1041100,182.247192
"615",189,190.050003,186.75,189.339996,1111400,182.266449
"616",189.220001,190.029999,187.539993,187.630005,724100,180.620346
"617",187.289993,187.880005,186.330002,187.229996,789700,180.23526
"618",188.570007,188.570007,181.869995,181.970001,1848800,175.171799
"619",182.75,184.399994,181.619995,184.320007,1391500,177.433975
"620",185.550003,188.089996,185.470001,185.740005,1029800,178.800934
"621",185.350006,185.679993,181.289993,183.729996,2121100,176.866043
"622",184,184.830002,181.059998,181.259995,1607100,174.488327
"623",181.759995,184.270004,181.759995,183.899994,2273100,177.029694
"624",184.320007,185.75,184.059998,185.020004,1183300,178.107834
"625",184.820007,189.080002,183.759995,188.210007,2091400,181.17868
"626",198.619995,200.589996,192.529999,196.940002,7415800,189.58252
"627",199,200,193.130005,196.089996,2526500,188.764297
"628",196.070007,198.979996,195.789993,198.660004,1172400,191.238281
"629",199.100006,200.229996,196.350006,199.899994,917100,192.431946
"630",198.960007,199.199997,196.360001,197.490005,652200,190.111969
"631",197.039993,200.25,196.259995,200.100006,1109500,192.624466
"632",199.360001,199.589996,194.559998,198.039993,2193800,190.641418
"633",197.75,201.929993,197.75,200.789993,1218400,193.288696
"634",200.779999,201.889999,196.830002,197.669998,970600,190.285217
"635",197.889999,201.5,197.619995,199.600006,1213500,192.143158
"636",199.710007,199.710007,197.490005,198.589996,812400,191.170853
"637",199.559998,199.630005,197.089996,197.880005,1016800,190.487396
"638",198.559998,199.800003,197.770004,199.380005,879200,191.931381
"639",199.889999,203.160004,199.229996,202.600006,823500,195.031067
"640",202.449997,204,200.940002,201.570007,1029200,194.039566
"641",202.169998,203.559998,198.889999,201.169998,1073100,193.654495
"642",201.149994,203.190002,200.740005,202.289993,683600,194.732666
"643",201.929993,204.380005,201.320007,204.089996,667400,196.465424
"644",204.039993,204.649994,201.139999,203.009995,638900,195.425735
"645",203.75,205.589996,202.660004,203.919998,739700,196.301758
"646",204.130005,204.220001,197.270004,199,1146800,191.565567
"647",197.339996,201.559998,196.419998,200.949997,875200,193.442719
"648",200.080002,200.520004,194.570007,196.820007,884100,189.46701
"649",196.669998,198.320007,191.649994,193.600006,1366300,186.36731
"650",194.309998,195.190002,192.479996,192.740005,818800,185.539444
"651",190.509995,191.360001,185.869995,186.690002,1672300,179.715424
"652",189.190002,189.690002,185.509995,187.190002,1148300,180.196793
"653",185.369995,188.779999,184.300003,188.160004,801600,181.130539
"654",189,193.369995,187.020004,193.259995,850200,186.039993
"655",193.300003,196.550003,191.869995,194.149994,1091800,186.896729
"656",192.820007,194.360001,192.119995,193.050003,695000,186.558502
"657",192.039993,197.789993,192,196.529999,936900,189.921524
"658",193.889999,196.25,192.5,193.360001,1357700,186.858109
"659",191,194.970001,189.509995,194.399994,1004800,187.863113
"660",195.490005,199.889999,195.490005,198.789993,962700,192.105515
"661",200,202.830002,198.940002,201.800003,1044200,195.014297
"662",201.550003,203.740005,201.5,202.479996,1143600,195.671417
"663",203.809998,205.289993,202.839996,202.850006,682800,196.029007
"664",202.880005,203.789993,201.149994,201.660004,906500,194.879013
"665",200.699997,201.520004,197.660004,198.509995,1018400,191.834915
"666",200,203.029999,197.520004,202.440002,1147700,195.632782
"667",201.910004,202.949997,197.860001,198.190002,987500,191.525696
"668",197.460007,202.330002,196.630005,201.830002,844200,195.043274
"669",202.820007,205.300003,202.690002,204.630005,761800,197.74913
"670",204.720001,205.289993,203.429993,204.350006,983400,197.478561
"671",203.360001,208.470001,202.25,208.350006,899700,201.344086
"672",209.5,211.979996,208.460007,210.179993,883800,203.112488
"673",212,212,204.580002,204.929993,1025900,198.039047
"674",204.710007,205.619995,203.630005,204.75,955300,197.865097
"675",204.979996,207.539993,204.600006,206.75,1012100,199.797852
"676",206.220001,208.699997,204.350006,208.179993,920300,201.179749
"677",208.179993,208.880005,205.320007,206.770004,979700,199.817169
"678",206,207.059998,202.339996,203.970001,1124900,197.111313
"679",204.839996,205.880005,203.539993,204.070007,595100,197.207977
"680",203.669998,204.75,202.279999,203.839996,709300,196.985687
"681",204.800003,208,203.199997,205.75,1355900,198.831482
"682",206.119995,207.520004,203.979996,207.330002,979700,200.358337
"683",207.240005,207.850006,205.75,207.339996,758000,200.367996
"684",207.899994,209.289993,204.589996,205.100006,1554800,198.203354
"685",205.100006,206.360001,204.660004,205.770004,853800,198.850815
"686",206.720001,206.779999,203.699997,205.039993,766100,198.145325
"687",206.440002,207.449997,203.649994,204,1597200,197.140335
"688",204.419998,207.630005,204.330002,206.070007,925600,199.140671
"689",207.330002,207.979996,205.089996,206,848000,199.073074
"690",206.740005,208.470001,206,207.279999,992300,200.310028
"691",207.600006,210.649994,207.589996,209.410004,1169200,202.368423
"692",208.139999,208.139999,204.309998,206.789993,1406700,199.836472
"693",201.029999,202.240005,191.020004,194.259995,4711800,187.727829
"694",196.020004,198.669998,190.889999,193.740005,2105800,187.225327
"695",193.389999,193.729996,188.100006,188.740005,1721100,182.393448
"696",187.839996,190.279999,186.410004,189.520004,1334500,183.147217
"697",189.779999,192.220001,189.080002,191.460007,1091400,185.021973
"698",191.440002,194.080002,190.410004,192.710007,957000,186.22995
"699",193.610001,198.5,192.610001,193.080002,963800,186.587509
"700",192.429993,193.279999,191.039993,192.970001,759500,186.481216
"701",192.940002,197.610001,192.580002,196.759995,1102700,190.143784
"702",197.270004,198.649994,195.869995,198.479996,854500,191.805923
"703",198.699997,199.300003,196.529999,197.289993,978200,190.65593
"704",197.130005,198.600006,196,197.020004,843400,190.39502
"705",196.759995,196.889999,194.339996,194.580002,758500,188.037079
"706",194.639999,197.160004,193.860001,196.809998,627900,190.192062
"707",196,198,195.169998,197.539993,601200,190.897507
"708",197.699997,197.699997,195.479996,196.690002,665700,190.076141
"709",195.830002,197.380005,194.440002,195.839996,765100,189.254715
"710",195.410004,196.460007,192.850006,192.919998,933300,186.432892
"711",192.979996,194.929993,192.199997,192.979996,695600,186.490891
"712",192.720001,192.970001,190.820007,191.539993,928700,185.099289
"713",191.320007,191.809998,189,190.330002,1002300,183.929993
"714",191.259995,193.479996,190.559998,191,1116600,184.577454
"715",191.559998,194.089996,191.009995,193.919998,835600,187.399277
"716",194.220001,195.5,191.660004,191.720001,788500,185.273239
"717",192,193.649994,190.830002,193.210007,712900,186.713165
"718",193.270004,193.970001,190.139999,190.279999,741200,184.598236
"719",190.399994,190.600006,186.5,187.559998,1435900,181.959442
"720",187,187.169998,184.020004,184.520004,1484900,179.010239
"721",184.880005,184.910004,182.169998,183.830002,1501100,178.340836
"722",184,185.919998,183.020004,184.009995,794900,178.515457
"723",183,185.130005,181.880005,182.860001,1273500,177.399811
"724",182.940002,183.399994,179.449997,179.649994,1852600,174.28566
"725",179.860001,179.860001,174.130005,174.889999,2433300,169.667786
"726",174.919998,181.050003,174.75,180.960007,1670100,175.556519
"727",182.020004,186.039993,181.839996,185.860001,2139700,180.310211
"728",186.100006,187.429993,185.220001,186.630005,1112700,181.057205
"729",186.429993,186.559998,180.979996,181.220001,2098500,175.808777
"730",182.339996,183.720001,181.649994,183.570007,987000,178.088608
"731",182.619995,185.119995,181.5,184.059998,1028100,178.56398
"732",184.75,186.470001,183.960007,185.75,676000,180.203491
"733",185.539993,186.309998,184.720001,186.059998,369400,180.504257
"734",185.979996,186.300003,184.779999,186.080002,798600,180.523651
"735",184.759995,184.869995,181.740005,184.490005,996000,178.981125
"736",184.649994,184.869995,181.240005,184.289993,991900,178.787079
"737",184,185.160004,180.949997,182.460007,1339200,177.011734
"738",183.520004,184.850006,182.889999,183.649994,722200,178.166199
"739",182.860001,183.5,179.520004,181.270004,1303300,175.8573
"740",181,181.479996,179.020004,180.929993,819600,175.52742
"741",180.929993,181.970001,179.009995,181.619995,926000,176.196838
"742",181.050003,183.419998,179.669998,179.789993,884600,174.421478
"743",181.529999,182.830002,179.869995,182.059998,945400,176.623688
"744",181.789993,184.229996,180.119995,182.889999,1311100,177.428909
"745",182.899994,184.600006,182.529999,183.119995,920100,177.652008
"746",183.619995,184.449997,182.320007,183.679993,860400,178.195297
"747",184.25,186.350006,184,185.820007,1046800,180.271408
"748",186.940002,189.070007,186.229996,188.899994,2342600,183.25943
"749",189.029999,189.199997,187.009995,188.039993,804400,182.425095
"750",188.729996,188.820007,186.419998,186.830002,400200,181.251266
"751",187.259995,189.929993,186.729996,189.660004,807700,183.99675
"752",189.929993,190.570007,188.869995,189.229996,568600,183.57959
"753",189.149994,189.369995,187.800003,188.369995,901000,182.745285
"754",188,189.789993,187.100006,189.75,896900,184.084045
"755",189.970001,190,186.660004,188.300003,1060500,182.677368
"756",187.360001,189.910004,186.279999,189.529999,1311500,183.870636
"757",188.979996,191.740005,187.520004,190.399994,1615100,184.71463
"758",189.179993,189.940002,183.309998,183.600006,2301500,178.117691
"759",188.75,193.75,182.169998,190.289993,4577800,184.607925
"760",191.899994,195.960007,190.610001,193.589996,2475500,187.809387
"761",192.089996,192.639999,187.600006,188.380005,1881300,182.754959
"762",188.110001,190,187.449997,188.440002,1401500,182.813187
"763",189.270004,191.589996,188.970001,190.830002,1292100,185.131836
"764",189.990005,192.619995,189.690002,190.850006,842600,185.15123
"765",191.539993,192.25,190.330002,190.860001,856000,185.160919
"766",191.119995,193.380005,189.669998,189.949997,1787900,184.278076
"767",187.449997,191.389999,187.199997,190.229996,2038100,184.549713
"768",192.660004,194.440002,191.380005,191.940002,1695500,186.208664
"769",191.320007,194.130005,190.910004,193.970001,1089800,188.17807
"770",193.979996,194.679993,190.460007,191.559998,853100,185.840027
"771",190,191.919998,189.050003,190.899994,1028100,185.199707
"772",191.449997,194.970001,190.679993,192.75,985400,186.994492
"773",192.789993,193.789993,190.830002,192.580002,624300,186.829544
"774",192.139999,192.300003,189.860001,190.789993,723200,185.093002
"775",189.899994,191.429993,187.710007,188.300003,1003700,182.677368
"776",188.960007,189.899994,188,189.119995,826500,183.47287
"777",191.600006,194.960007,191.479996,192.889999,1205800,187.130295
"778",193.820007,197.660004,193.820007,197.139999,1338300,191.253387
"779",198,200.389999,197.630005,199.800003,1171600,193.833984
"780",198.639999,200.809998,197.580002,200.339996,1223800,194.357819
"781",199.429993,201.460007,198.630005,200.070007,918400,194.825272
"782",200.009995,201.210007,198.100006,199.940002,994500,194.698685
"783",199.669998,200.440002,197.869995,198.720001,713400,193.510651
"784",198.919998,202.600006,198,201.190002,819500,195.915909
"785",202.699997,206.440002,202.220001,203.830002,1373700,198.486694
"786",203.139999,205.320007,200.720001,203.820007,903700,198.476974
"787",204.210007,207.5,203.979996,206.639999,805700,201.223038
"788",206.639999,208.550003,205.240005,208.339996,821700,202.878479
"789",207.899994,208.240005,205.970001,207.399994,798900,201.96312
"790",202.399994,204.350006,200.389999,201.539993,1145900,196.256729
"791",202,202.429993,193.699997,195.289993,1369600,190.170563
"792",196.440002,197.660004,190.779999,190.970001,1125400,185.963837
"793",188.089996,188.410004,175.550003,175.660004,2282200,171.055176
"794",170.270004,172.389999,163.529999,172.380005,3359800,167.861145
"795",173.25,177.220001,169.270004,177.220001,2010400,172.57428
"796",178.279999,183.449997,174.919998,177.589996,1956900,172.934555
"797",179.470001,186.800003,178,185.960007,1444800,181.085159
"798",181.690002,186.190002,179.449997,182.770004,1602000,177.97879
"799",176.690002,181.309998,175.25,179.070007,1667400,174.375763
"800",168,172.089996,161.460007,164.240005,1775400,159.93454
"801",168.410004,169.919998,160.509995,165.320007,2004200,160.986221
"802",161.160004,162.809998,153.850006,155.070007,1912500,151.004913
"803",144.100006,144.699997,129.850006,131.429993,3220900,127.984596
"804",141.240005,143.240005,122.370003,132.979996,3842200,129.494019
"805",118.230003,127.400002,107,124.75,3623300,121.479736
"806",125.580002,127.110001,110.040001,124.449997,3369600,121.187599
"807",116.43,124.309998,107.160004,121.25,3366600,118.071495
"808",120,125.529999,114.669998,123.059998,2497200,119.834053
"809",126.599998,129.979996,116.389999,119.699997,3165500,116.562119
"810",117.25,119.699997,104.279999,105.639999,5876300,102.870689
"811",111.139999,125,107.690002,123.82,3815000,120.574127
"812",124.75,133.729996,123.730003,126.610001,3302500,123.290993
"813",128.389999,142.509995,127.800003,140.690002,2699600,137.001877
"814",135,148.800003,135,144.880005,3154000,141.082031
"815",144.199997,147.889999,140,146.440002,1793600,142.601166
"816",144.600006,149.479996,142,143.360001,1790500,139.601913
"817",138.580002,142.660004,135.520004,136.880005,1643200,133.291763
"818",127,132.929993,117.720001,131.220001,5828600,127.780128
"819",135.009995,135.009995,125.610001,132.169998,3291100,128.705231
"820",138.050003,143.809998,137.009995,142.259995,2402100,138.530701
"821",156.490005,162.990005,149.529999,149.589996,2491800,145.668564
"822",150.009995,163.800003,149.009995,157.770004,3432700,153.634125
"823",162.639999,167.75,161.110001,166.240005,2346600,161.882111
"824",165.880005,166.800003,157.309998,157.630005,1783300,153.497818
"825",162,169.369995,161.5,167.830002,2111900,163.430435
"826",164,164.559998,159.369995,162.360001,1735900,158.103836
"827",163.309998,164.330002,159.809998,162.149994,1358300,157.899323
"828",167.279999,168.080002,160.809998,162.699997,1540600,158.434906
"829",159.889999,163.369995,156.5,156.619995,1520300,152.514297
"830",153.210007,155.229996,151.25,153.020004,1437400,149.008667
"831",157,157,152.369995,155.220001,1531400,151.151001
"832",156.529999,158.320007,152.410004,153.050003,1185100,149.037888
"833",155.089996,159.089996,153.509995,158.830002,1266000,154.666351
"834",160,164.059998,155.820007,163.149994,1679100,158.873077
"835",166.199997,169.289993,164.080002,167.429993,1410300,163.040894
"836",169.389999,172.770004,168.279999,169.419998,1230400,164.978729
"837",166.949997,167.610001,162.389999,164.690002,1161100,160.372742
"838",162.600006,164.779999,160.75,161.570007,968500,157.334518
"839",159.589996,164.210007,158.419998,163.75,911800,160.201035
"840",164,165.610001,162.380005,163.009995,1054900,159.477066
"841",164.110001,166.960007,163.139999,165.479996,931900,161.893524
"842",167.729996,168,163.669998,164.770004,860000,161.198914
"843",160.800003,166.850006,159.550003,166.059998,1129100,162.460953
"844",163.020004,166.330002,162.119995,163.300003,1262400,159.760788
"845",165.190002,165.369995,160.470001,160.520004,917700,157.041031
"846",161,161,153.100006,155.320007,1669200,151.95372
"847",152.770004,158.279999,151.529999,157.960007,1376900,154.536514
"848",157.229996,160.089996,155.899994,158.490005,1112400,155.055008
"849",161.839996,169.479996,161.839996,168.509995,1848200,164.857864
"850",167.630005,172.660004,165.449997,168.899994,1094300,165.23941
"851",171.389999,173.619995,169.360001,172.470001,1125500,168.73204
"852",171.789993,172.509995,168.289993,171,971800,167.293884
"853",170.869995,172.820007,168.160004,172.309998,1051300,168.5755
"854",175.100006,179.080002,174.949997,176.410004,1505500,172.586639
"855",179.240005,179.429993,171.360001,179.380005,1428400,175.492279
"856",180,180,175.229996,175.440002,823000,171.637665
"857",172.710007,176.229996,170.539993,172.699997,1668800,168.957031
"858",172.399994,176.279999,171.279999,173.25,1401200,169.495132
"859",174.289993,175.240005,171.369995,173.229996,1158300,169.475571
"860",173.470001,176.169998,172.770004,174.820007,1201500,171.031113
"861",174.690002,176.259995,173.360001,175.729996,1898800,171.921387
"862",179.070007,183.259995,177.589996,181.419998,1753200,177.488052
"863",183.529999,186.330002,183.009995,185.929993,960100,181.900299
"864",182.639999,183.809998,180.070007,183.399994,1135300,179.425156
"865",183.589996,183.589996,179.289993,180.300003,1299400,176.392334
"866",173.860001,175.570007,167.820007,168.669998,1500700,165.014374
"867",172.940002,173.830002,167.270004,170.279999,929300,166.589508
"868",166.529999,174.949997,164.25,173.690002,1132800,169.925598
"869",179.279999,180.259995,173.699997,177.460007,1276300,173.613907
"870",178.710007,180.460007,177.429993,178.710007,978200,174.836792
"871",178.550003,184.509995,177.850006,184.25,1229700,180.256699
"872",187.649994,189.369995,181.220001,181.410004,2638300,177.478271
"873",180.440002,181.990005,178.119995,179.710007,984300,175.815125
"874",181.220001,182.130005,179.339996,180.460007,857300,176.548889
"875",178.649994,179.740005,171.410004,171.660004,1418700,167.93959
"876",171.740005,174.009995,168.740005,173.330002,1132200,169.573395
"877",174.089996,174.089996,166.520004,168.990005,1662800,165.327438
"878",170,174.490005,168.399994,174.169998,1160500,170.395172
"879",174.789993,175.110001,172.339996,174.949997,1134200,171.158295
"880",182.929993,189.919998,182.039993,185.880005,3465200,181.851379
"881",189.179993,190.740005,185.389999,185.800003,1895100,181.773132
"882",188.119995,189.380005,185.210007,186.490005,1004800,182.448151
"883",184.179993,186.589996,182.270004,182.460007,904900,178.505524
"884",183.279999,184.110001,181.300003,183.479996,800200,179.503403
"885",184.240005,185.5,181.710007,182.389999,1202100,178.437042
"886",182.929993,184.990005,182.110001,184.929993,567600,180.921997
"887",185.5,185.729996,179.240005,179.690002,1136100,175.795578
"888",179,179.899994,176.240005,179.179993,1538000,175.296585
"889",181.050003,182.660004,179.690002,182.630005,1365400,178.671844
"890",181.889999,183.729996,180.610001,181.240005,1154900,177.311966
"891",182.289993,183.130005,180.399994,180.610001,1093500,176.695602
"892",179.649994,180.320007,175.399994,177.600006,1221100,173.75087
"893",178.559998,184.070007,178.410004,180.770004,1225300,176.852142
"894",180.399994,181,178.830002,179.490005,1011600,175.599899
"895",180.380005,182.919998,178.789993,179,1536700,175.120529
"896",179.199997,180.220001,177.710007,179.850006,803900,175.952087
