"","STZ.Open","STZ.High","STZ.Low","STZ.Close","STZ.Volume","STZ.Adjusted"
"70",169.880005,170.460007,169.270004,169.960007,1234600,158.967026
"71",169.899994,170.179993,168.440002,168.949997,1358800,158.022324
"72",170.860001,171.100006,168.710007,170.119995,1342200,159.116669
"73",170,172.449997,169.820007,172.210007,1231500,161.071472
"74",172.279999,173.149994,171.449997,171.940002,1030400,160.818939
"75",172.050003,173.169998,171.440002,172.949997,966300,161.763596
"76",172.470001,172.880005,171.369995,172.089996,992800,160.959213
"77",172.869995,173.520004,172.550003,173.029999,1074200,161.838425
"78",173,173.610001,172.520004,172.539993,1410700,161.380112
"79",172.820007,173.309998,169.699997,170.479996,1978400,159.453369
"80",171.509995,172.169998,170.589996,171.059998,1088400,159.99585
"81",171,172.729996,170.350006,172.539993,1083700,161.380112
"82",173,173.190002,171.839996,172.070007,538800,160.940552
"83",172.820007,175.550003,172.460007,174.580002,1521000,163.288177
"84",174.710007,174.710007,172.509995,173.740005,853600,162.502518
"85",173.740005,177.520004,173.740005,177.199997,1338000,165.738708
"86",177.949997,178.660004,176.220001,178.509995,1224600,166.963989
"87",178.600006,179.850006,177.229996,179.520004,1149400,168.3992
"88",179.429993,179.520004,177.449997,177.770004,1126500,166.757614
"89",178.139999,178.139999,177.080002,177.570007,937200,166.570023
"90",177.789993,178.520004,176.929993,178.289993,1043600,167.245377
"91",178.130005,178.869995,177.699997,178.570007,607000,167.508041
"92",178.600006,180.350006,178.289993,180.279999,1195000,169.112152
"93",182.699997,183.860001,181.520004,182.210007,2515100,170.922562
"94",182.210007,182.869995,180.610001,180.679993,1087600,169.48732
"95",180.889999,181.279999,178.990005,180.839996,1262300,169.637421
"96",181.449997,184.240005,181.059998,182.940002,1043300,171.607376
"97",183,184.729996,182.789993,184.139999,1213000,172.733017
"98",184.690002,186.059998,180.160004,180.860001,2984100,169.656204
"99",180.809998,180.809998,177.259995,178.830002,2613600,167.751938
"100",180.020004,181.919998,178.490005,180.139999,1606900,168.980774
"101",179.600006,181.490005,179.490005,180.929993,583000,169.721848
"102",180.029999,181.289993,179.490005,180.509995,1416500,169.32785
"103",180.899994,182.949997,180.520004,182.75,1577700,171.429123
"104",183.320007,184.690002,182.389999,184.690002,1044100,173.248932
"105",185.720001,186.460007,184.169998,184.770004,758300,173.323959
"106",184.240005,184.860001,182.539993,184.509995,716800,173.080078
"107",184.509995,186.550003,184.259995,185.830002,1140400,174.318314
"108",185.009995,185.940002,183.009995,184.539993,1139700,173.108231
"109",184.539993,184.539993,181.759995,183.449997,1190200,172.085739
"110",183.820007,184.399994,180.949997,181,1474200,169.787521
"111",180.820007,181.179993,176.210007,179.139999,1975100,168.04277
"112",179.520004,179.899994,178.470001,179.550003,1193600,168.427368
"113",180.820007,181.369995,179.5,179.899994,1340800,168.75563
"114",179.220001,180.779999,178.570007,180.300003,785300,169.130875
"115",180.330002,181.289993,179.5,180.880005,1108800,169.674927
"116",180.889999,183.710007,180.130005,183.279999,1174100,171.92627
"117",183.729996,185.429993,183.690002,184.550003,1052400,173.11763
"118",184.399994,185.210007,183.350006,184.5,926800,173.070663
"119",184.490005,185.190002,183.399994,184.110001,852700,172.704865
"120",184.169998,185.770004,183.539993,184.570007,1100000,173.136368
"121",184.970001,185.009995,182.339996,182.470001,1187500,171.166489
"122",181.309998,182.710007,180.460007,182.279999,1302000,170.988251
"123",183.229996,184.710007,181.899994,183.679993,2145500,172.301483
"124",197.330002,197.410004,192.059998,192.789993,6167200,180.847137
"125",194.630005,196.669998,193.029999,193.729996,3097500,181.728912
"126",194.139999,194.580002,191.679993,191.729996,969100,179.852814
"127",191.410004,194.809998,191.059998,193.919998,1450500,181.907166
"128",192.889999,194.589996,192.600006,193.759995,1187000,181.757065
"129",194.289993,194.509995,192.860001,193.520004,723500,181.531952
"130",194.119995,194.960007,192.899994,193.820007,914300,181.813385
"131",193.649994,194.080002,192.5,193.889999,873300,181.879028
"132",195,197.860001,194.490005,197.100006,1592000,184.890182
"133",197.550003,197.619995,195.539993,196.25,955900,184.092819
"134",196.600006,198.460007,196.529999,198.320007,736200,186.034592
"135",198.410004,199.639999,196.369995,196.600006,1817700,184.421143
"136",197,198.179993,196.399994,197.179993,1541200,184.965225
"137",197.509995,198.369995,196,198.300003,986800,186.015808
"138",198.529999,199.889999,197,198.119995,1575800,185.84697
"139",197.580002,198.679993,196.929993,198.520004,707900,186.222198
"140",196.539993,197.089996,195.520004,196,1285200,183.858307
"141",196,196,193.639999,193.669998,1488000,181.672653
"142",194.550003,195.100006,193.070007,193.380005,1636400,181.400635
"143",194.240005,195.759995,193.020004,194.460007,1627300,182.413696
"144",194.779999,195.889999,194.110001,194.589996,807800,182.535645
"145",194.399994,194.800003,192.860001,193.350006,1528300,181.372498
"146",194.220001,196.309998,194.080002,194.75,1551100,182.685745
"147",195.100006,195.279999,191.710007,193.509995,1746800,181.522507
"148",194,194.910004,192.910004,193.039993,749700,181.08165
"149",193.229996,194.449997,192.100006,193.820007,744100,181.813385
"150",193.649994,195.210007,193.009995,194.970001,773800,183.38414
"151",195.039993,196.320007,193.839996,194.679993,878100,183.111328
"152",194.300003,195.639999,193.550003,195.389999,937300,183.77916
"153",195.25,196.490005,193.919998,194.690002,1036500,183.120758
"154",195,197.710007,194.979996,195.649994,897800,184.023666
"155",197.050003,198.479996,196.220001,197.190002,941300,185.472198
"156",197.179993,198.770004,196.160004,198.699997,775600,186.892456
"157",199,199.339996,198.089996,198.570007,866400,186.770218
"158",198.639999,199.289993,196.940002,197.080002,780400,185.368713
"159",196.660004,198.399994,195.889999,197.880005,776100,186.121216
"160",198.169998,198.490005,196.940002,198.119995,702300,186.346924
"161",198.160004,198.75,195.960007,196.740005,941000,185.04892
"162",196.729996,197.619995,196.009995,196.729996,418200,185.039551
"163",198.410004,199.789993,196.080002,196.880005,1267500,185.180634
"164",197.440002,199.330002,196.889999,198.320007,689200,186.535065
"165",198.5,199.330002,197.119995,197.880005,1336100,186.121216
"166",197.279999,199.080002,197.25,198.399994,715900,186.610275
"167",198.399994,200,198.210007,199.539993,1127300,187.682556
"168",199.729996,200.639999,199.399994,200.100006,1937500,188.209274
"169",200.550003,200.800003,198.199997,200.229996,992600,188.331543
"170",200.119995,201.199997,198.970001,201.089996,1074400,189.140411
"171",201.389999,202.710007,197.809998,202.520004,2060000,190.485474
"172",202.960007,203.75,201.130005,202.210007,814800,190.193909
"173",202.160004,203.559998,202.160004,202.389999,846500,190.363159
"174",203.350006,204.470001,202.779999,203.699997,1015500,191.595337
"175",203.679993,205.119995,203.589996,204.619995,1287100,192.460693
"176",204.600006,204.880005,203.869995,204.449997,1191400,192.300781
"177",204.460007,204.669998,204.110001,204.380005,812500,192.234955
"178",204.5,204.550003,203.279999,203.399994,1399000,191.313187
"179",203.520004,204.949997,203.240005,203.899994,828500,191.783493
"180",203.919998,204.279999,201.789993,202.330002,1200600,190.306778
"181",202.080002,202.949997,200.259995,201.770004,831900,189.780029
"182",201.710007,202.100006,200.740005,201.020004,645500,189.074631
"183",201.399994,201.979996,200.679993,201.809998,736800,189.817642
"184",201.979996,202.360001,199.820007,200.610001,628200,188.68895
"185",200,201.699997,197.320007,200.449997,1309600,188.538513
"186",200.449997,200.910004,198.25,199.800003,1283300,187.927078
"187",199.199997,199.910004,197.520004,199.300003,1906800,187.456802
"188",199.350006,200.699997,199.080002,199.449997,1253800,187.5979
"189",200.389999,202.710007,199.279999,199.350006,2017400,187.50383
"190",199.559998,200.789993,198.440002,199.080002,1960000,187.249908
"191",199.949997,202.25,199.270004,201.179993,3141400,189.225098
"192",211.75,213.399994,207,209.25,4951900,196.815521
"193",209.279999,210.25,207.389999,210.110001,1776900,197.624466
"194",209.850006,210.289993,207.830002,208.190002,745600,195.818558
"195",205.380005,208.600006,205.300003,207.960007,1670000,195.602219
"196",208.350006,209.089996,207.339996,207.740005,972300,195.395279
"197",207.809998,208.559998,207.100006,207.399994,1321700,195.075485
"198",208.070007,208.850006,205.850006,208.559998,1011600,196.16655
"199",208.639999,211.059998,208.100006,210.449997,1218300,197.944229
"200",210.110001,213.899994,209.869995,213.639999,2758600,200.944717
"201",213.600006,214.529999,210.929993,211.789993,1255100,199.204605
"202",211.729996,212.720001,210.369995,211.979996,977600,199.383316
"203",212.100006,212.300003,210.919998,211.25,1191500,198.696732
"204",211.910004,212.270004,210.75,211.710007,598800,199.129379
"205",211.869995,212.960007,211.5,212.649994,1092300,200.013504
"206",213.199997,213.809998,211.520004,212.479996,900400,199.853592
"207",212.580002,213.179993,211.320007,211.740005,836100,199.157593
"208",212.020004,212.699997,210.399994,211.899994,801400,199.30809
"209",213.919998,214.5,211.610001,213,1082400,200.342682
"210",214.25,219.289993,214,219.089996,1727300,206.070862
"211",219.369995,219.559998,215.860001,216,1152700,203.164459
"212",215.529999,216.440002,213.570007,214.320007,1043300,201.584259
"213",214.520004,216.809998,214.520004,215.910004,853200,203.079803
"214",215.759995,216.729996,215.050003,215.800003,789600,203.466324
"215",215.940002,216.509995,214.820007,215.479996,1556200,203.164658
"216",215.990005,217.889999,215.309998,217.630005,1757500,205.191757
"217",217.5,218.419998,216.529999,218.130005,616300,205.663177
"218",218.5,219,217.809998,218.669998,672100,206.172302
"219",219,221.5,218.669998,220.759995,885400,208.142868
"220",220.789993,221.119995,217.619995,218.089996,1064600,205.625473
"221",219.330002,227.199997,215.789993,217.160004,1254600,204.748642
"222",218.529999,219.259995,217.179993,217.339996,1233800,204.918304
"223",217.179993,217.25,215.270004,216.289993,880400,203.928329
"224",216.800003,217.860001,216.350006,217.580002,1108000,205.144623
"225",217.830002,220.320007,217.550003,219.759995,860800,207.200012
"226",219.949997,220.690002,218.070007,220.449997,616600,207.850601
"227",220.929993,221.880005,219.960007,221.880005,303000,209.198837
"228",221.809998,221.990005,219.75,220.119995,812000,207.539429
"229",220.190002,221.110001,218.809998,220.020004,1117900,207.445145
"230",220.490005,221.089996,212.669998,214.360001,1560100,202.108673
"231",214.369995,217.899994,213.080002,217.589996,1542100,205.154068
"232",217.660004,218.770004,215.850006,218.600006,1082200,206.106323
"233",219.190002,219.490005,214.330002,216.339996,1699300,203.975494
"234",216.350006,217.919998,215.830002,216.820007,1123600,204.42807
"235",217.330002,218.869995,216.740005,216.929993,964200,204.531784
"236",217.289993,218.389999,216.619995,216.850006,886300,204.45636
"237",217.320007,218.020004,216.869995,217.979996,1342600,205.521729
"238",219.699997,219.860001,215.940002,219.369995,1357100,206.832275
"239",220.119995,223.460007,218.380005,220.009995,1693800,207.435745
"240",219.830002,220.830002,217.960007,218.580002,1104800,206.087463
"241",219.229996,224.380005,219.009995,222.75,1319800,210.019165
"242",224.270004,224.839996,221.479996,224.440002,2446400,211.612549
"243",224.610001,226.339996,221.5,222.419998,1453100,209.708023
"244",223.210007,224.509995,222.630005,223.229996,1366700,210.47171
"245",223.220001,223.910004,221.050003,223.509995,1193100,210.735718
"246",224.330002,225.470001,223.179993,224.600006,977000,211.763428
"247",224.789993,224.970001,222.089996,223.809998,949700,211.018539
"248",224.360001,226.330002,223.509995,225.509995,1545600,212.621353
"249",225.779999,226.360001,223.580002,225.979996,1348000,213.064545
"250",228.490005,228.979996,225.589996,227.979996,1866500,214.950256
"251",228.119995,229.419998,227,228.570007,1827900,215.5065
"252",229,229.460007,225.809998,226.559998,2346900,213.611374
"253",226.699997,228.779999,226.009995,227.5,1715100,214.497665
"254",228.360001,229.5,224.710007,225.789993,2784500,212.885376
"255",220.449997,222.860001,216.25,219.880005,10175300,207.313156
"256",219.880005,220.160004,214,216.839996,4978400,204.44693
"257",216.770004,222.550003,216.5,222.080002,2331400,209.387451
"258",221.789993,221.929993,218.25,219.360001,3418500,206.822861
"259",219.779999,220.919998,218.399994,219.050003,2096000,206.530624
"260",219.5,219.979996,216.889999,217.520004,4266200,205.088058
"261",217.949997,220,217.199997,217.759995,2205200,205.314331
"262",218.020004,220.190002,217.949997,219.220001,1924000,206.690857
"263",219.389999,219.869995,215.410004,217.289993,1962600,204.87117
"264",218,219.570007,217.610001,218.279999,2235200,205.804596
"265",217.970001,219.809998,217.970001,219.320007,1699000,206.785156
"266",219.070007,221.080002,218.350006,220.779999,1609900,208.161713
"267",221.220001,223.509995,219.669998,222.029999,2354800,209.340286
"268",222.830002,223.289993,220.990005,221.309998,1429300,208.661407
"269",221.520004,223.880005,221.080002,223.639999,1329300,210.858261
"270",223.339996,223.850006,220.660004,220.740005,1304500,208.124023
"271",219.740005,221.240005,218.020004,220.050003,1006100,207.47345
"272",220.369995,221.639999,219.130005,219.470001,1670400,206.92659
"273",219.190002,221.179993,218.690002,220.690002,986000,208.076874
"274",219.660004,220.600006,215.110001,215.889999,1745200,203.551208
"275",214.399994,216.369995,210.220001,211,1994600,198.940689
"276",208.570007,217.149994,207.770004,216.289993,2718300,203.928329
"277",215.75,217.490005,214.050003,214.149994,1791700,201.910645
"278",214.279999,215.75,208.639999,208.729996,2242700,197.279449
"279",211.059998,211.960007,204.600006,210.259995,2881800,198.725525
"280",211.009995,215.300003,211.009995,213.009995,3131600,201.324646
"281",213.110001,214.809998,211.25,213.470001,1411700,201.759415
"282",212.979996,215.169998,211.490005,214,1204800,202.260376
"283",214.589996,217.020004,213.070007,216.809998,1487400,204.916199
"284",216.690002,220.199997,216.479996,219.449997,1499300,207.411346
"285",218.279999,219.539993,216.880005,217.330002,1020500,205.4077
"286",218.330002,220.649994,209.020004,213.789993,2879500,202.06189
"287",214.289993,217,212.690002,213.110001,1583400,201.419174
"288",214,217.470001,212.910004,217.460007,1498600,205.530579
"289",217.449997,218.820007,215.800003,218.039993,1148700,206.078735
"290",217.479996,219.770004,216.520004,218.050003,2150000,206.088196
"291",219.320007,219.399994,215.479996,215.479996,1314100,203.65921
"292",216.240005,216.770004,213.580002,215.949997,1541300,204.103378
"293",215.679993,220.039993,213.919998,219.839996,1643400,207.779984
"294",218.380005,219.699997,217.509995,219.520004,1042400,207.477524
"295",219.979996,223.139999,219,222.559998,1200900,210.350769
"296",220.130005,224.270004,219.490005,223.910004,1384500,211.626694
"297",224.889999,228.25,224.059998,227.699997,1553100,215.208801
"298",228.869995,230.350006,227.809998,230.339996,1766600,217.703995
"299",230.5,231.830002,228.690002,230.149994,1760000,217.524384
"300",230.279999,230.399994,227.110001,227.940002,1119200,215.435623
"301",228.380005,228.529999,225.770004,227.389999,672200,214.915833
"302",227.529999,229,226.410004,226.889999,1048900,214.443253
"303",227.520004,229.190002,226.160004,228.539993,1263500,216.002716
"304",228.039993,228.270004,225.169998,226.350006,891300,213.932846
"305",226.839996,228.490005,225.529999,227.610001,982500,215.123734
"306",228.050003,228.050003,225.419998,226.070007,1350500,213.668213
"307",225.679993,226.889999,223.919998,224.229996,1101400,211.929169
"308",224.360001,225.229996,219.630005,220.919998,2232800,208.800735
"309",222.690002,224.050003,218.880005,220.350006,1839800,208.262009
"310",221.320007,222.899994,217.580002,218.470001,1851600,206.485107
"311",218.470001,221.770004,217.25,220.490005,1836600,208.394333
"312",229.899994,230.899994,224.009995,227.919998,4307500,215.416733
"313",229.479996,229.800003,226.490005,228.160004,2385200,215.643539
"314",226.320007,227,224.199997,225.089996,2757000,212.741974
"315",224,227.419998,222.600006,226.449997,1882300,214.027374
"316",227.610001,231.070007,227.169998,229.929993,1900900,217.316483
"317",229,231.220001,226.899994,227.190002,1681800,214.726791
"318",228,228.699997,225.940002,226.210007,1155100,213.800552
"319",227.429993,227.679993,225.149994,226.070007,870800,213.668213
"320",225.110001,226.460007,224.080002,225.449997,1311100,213.08223
"321",226.729996,227.610001,224.160004,224.220001,1177700,211.919724
"322",225.309998,225.910004,222.369995,223.889999,1261300,211.607819
"323",226.130005,228.320007,225.479996,227.020004,951700,214.566101
"324",227.649994,233.190002,226.910004,231.399994,1530900,218.705826
"325",231.460007,232.949997,230.820007,232.160004,1595300,219.424118
"326",230.809998,231.800003,228.199997,229.619995,1123600,217.023483
"327",229.309998,229.990005,226.820007,227.580002,1183200,215.095398
"328",227.490005,228.919998,226.660004,228.259995,880000,215.738068
"329",229.320007,229.529999,224.460007,226.229996,1025100,213.819427
"330",225.389999,227.5,224.789993,226.869995,828200,214.424362
"331",228,229.910004,227.539993,228.729996,774000,216.182297
"332",228.740005,234.380005,228.440002,234.220001,1410400,221.371124
"333",234.5,236.619995,232.589996,233.130005,1341400,220.340897
"334",232.330002,232.820007,227.699997,229.679993,954800,217.080185
"335",228.539993,229.25,224.699997,226.800003,2866300,214.3582
"336",226.759995,227.350006,223.710007,224.070007,1256100,211.777939
"337",223.960007,224.289993,219.259995,221.279999,1962200,209.140991
"338",221.470001,223.919998,221.399994,223.800003,1395200,211.522766
"339",222.589996,223.899994,220.639999,221.460007,1424300,209.311142
"340",220.869995,222.759995,218.619995,221.970001,1264300,210.49649
"341",223.779999,223.899994,219.899994,220.389999,1631000,208.998169
"342",220.270004,221.369995,219.5,220.229996,1167400,208.84642
"343",220.800003,222.440002,220.710007,221.820007,1739100,210.354263
"344",220.539993,222,219.979996,221.770004,1169700,210.306839
"345",221.910004,224.190002,221.229996,221.460007,934500,210.012863
"346",221.789993,223.059998,221.100006,222.149994,820900,210.667206
"347",221,221.889999,219.899994,220.300003,1676700,208.912827
"348",221.039993,221.289993,218.199997,219.339996,1186000,208.002426
"349",219.440002,219.779999,214.949997,215.919998,2164300,204.759232
"350",215.399994,218.050003,215.399994,216.580002,1475700,205.385101
"351",216.699997,217.369995,214.5,216.960007,1244500,205.745483
"352",217.279999,218.25,216.360001,216.809998,994300,205.603195
"353",216.889999,220.740005,216.759995,219.740005,1594300,208.38176
"354",220.5,225.75,220.270004,224.839996,1705100,213.218124
"355",224.830002,224.830002,222.229996,223.080002,1302500,211.549149
"356",223.990005,224.059998,221.839996,222.75,1586800,211.236176
"357",223.369995,226.100006,222.289993,225.830002,1609000,214.156998
"358",226.289993,227.669998,224.600006,225.270004,1283500,213.625931
"359",224.289993,226.729996,223.630005,224.360001,1660700,212.762955
"360",224.179993,225.770004,222.970001,223.529999,1070600,211.975861
"361",223.960007,228.429993,223.770004,227.279999,1072400,215.532043
"362",226.149994,227.539993,225.139999,226.089996,1025100,214.403549
"363",225.490005,230.710007,225.490005,229.710007,1532300,217.836426
"364",229.880005,231.210007,228.539993,229.229996,996100,217.381241
"365",230.460007,232.240005,230.240005,232.179993,1098300,220.178711
"366",230,233.070007,228.910004,233.020004,2371600,220.975357
"367",231.860001,232.460007,230.419998,232.259995,1082400,220.254623
"368",232.320007,233.100006,231.440002,231.850006,880800,219.865799
"369",233.270004,234.259995,231.410004,231.5,975400,219.533875
"370",232.809998,233.100006,229.740005,231.360001,940700,219.401138
"371",231.660004,232.880005,230.660004,231.520004,1306200,219.552887
"372",231.25,231.25,227.220001,228.039993,1373500,216.252731
"373",228.910004,232.639999,227.429993,229.649994,1232400,217.77951
"374",228.229996,232.199997,228.229996,229.410004,1845000,217.551956
"375",230,233,228.889999,232.330002,2090900,220.321014
"376",220.610001,224.139999,215.25,218.869995,10214900,207.556732
"377",216.070007,217.860001,213.669998,215.910004,3523600,204.749741
"378",215,216.309998,212.130005,214.990005,1205900,203.877304
"379",215.190002,216.619995,214.320007,215.740005,1530300,204.588531
"380",215.639999,215.940002,214.130005,214.979996,1480600,203.867783
"381",215.429993,219.699997,215.279999,218.300003,1645200,207.01619
"382",217.410004,218.949997,216.059998,217.979996,1083300,206.712738
"383",217.279999,217.809998,215.919998,217.350006,979700,206.115326
"384",218.199997,218.539993,216.679993,217.520004,1100900,206.276535
"385",217.240005,218.119995,215.039993,215.5,1962600,204.360916
"386",215.350006,216.220001,211.919998,213.449997,2234700,202.416901
"387",213.720001,215.369995,213.619995,213.850006,1931600,202.796219
"388",214,214.559998,211.350006,214.360001,2458400,203.279861
"389",213.309998,217.339996,213.309998,215.820007,1196200,204.664413
"390",215.300003,217.020004,215,215.960007,993200,204.797134
"391",216,216.880005,214.399994,215,893700,203.88678
"392",215.009995,215.979996,213.669998,214.600006,1546000,203.507462
"393",214.139999,215.720001,214.139999,215.149994,1733800,204.029022
"394",214.949997,215.899994,214.119995,214.630005,1552600,203.535889
"395",214.059998,215.820007,212.940002,213.949997,1578300,202.891037
"396",212.240005,214.149994,208.75,209.669998,2128300,198.832306
"397",210.149994,210.830002,208.289993,210.229996,2519900,199.363358
"398",210.139999,210.669998,208.460007,208.460007,1556500,197.684814
"399",208.25,210,207.309998,207.940002,1588300,197.191711
"400",207.5,214.5,205.350006,214.009995,3461100,202.947952
"401",213.479996,214.929993,211.649994,212.520004,1516300,201.534973
"402",212.520004,217.479996,212.309998,217.130005,1894300,205.906693
"403",216.529999,216.789993,213.990005,214.410004,1906100,203.327286
"404",213.970001,216.509995,213,214.779999,1038700,204.383545
"405",214,214.809998,212.910004,213.300003,1151400,202.975204
"406",213,214.009995,212.679993,213.830002,1136700,203.479523
"407",215.050003,222.220001,214.440002,221.809998,4415500,211.073257
"408",208.740005,212.529999,201.509995,208.270004,10095100,198.188644
"409",209.199997,209.5,201.550003,202.479996,5190100,192.678894
"410",202.339996,204.539993,198.850006,203.929993,3754000,194.058762
"411",199.199997,203.800003,199.089996,202.899994,2556900,193.078598
"412",203,204.949997,200.059998,200.490005,2943700,190.785248
"413",201.699997,204.550003,200.190002,203.360001,2467500,193.516342
"414",202.850006,205.339996,202.149994,204.880005,1900300,194.962738
"415",204.610001,208.710007,204.610001,207.600006,2190800,197.551102
"416",210,210.800003,207.669998,210.259995,3046200,200.082352
"417",210.690002,211.380005,206.270004,207.169998,2077800,197.141891
"418",207.770004,209.940002,207.289993,209.25,1506800,199.121216
"419",208.580002,210.649994,208.080002,208.759995,1835600,198.654953
"420",208.649994,209.910004,207.360001,208.199997,1980400,198.122009
"421",207.960007,211.300003,206.350006,211.110001,1717300,200.891159
"422",211.380005,211.5,207.940002,209.75,1973600,199.597031
"423",209.199997,209.789993,206.380005,208.619995,1687100,198.521713
"424",209.899994,211.729996,207.919998,211.720001,2115300,201.47168
"425",209.110001,214.5,208.5,212.059998,2217400,201.795197
"426",212,216.75,211.570007,215.259995,2618800,204.840317
"427",215.660004,219.130005,215.410004,215.990005,1922200,205.534973
"428",216.5,217.75,214.399994,214.830002,1723200,204.431152
"429",211.410004,214.139999,210.729996,212.050003,2111100,201.78569
"430",213.199997,213.899994,210.220001,212.330002,1941900,202.052124
"431",212.210007,214.869995,211.309998,213.520004,1391000,203.184525
"432",217.889999,218.5,214.289993,215.169998,1896100,204.754654
"433",215.199997,219.429993,214.5,218.570007,1882700,207.990097
"434",218,219.600006,216.639999,216.940002,2055300,206.438995
"435",216.389999,217.020004,215.309998,216.320007,928600,205.849014
"436",215.479996,216.860001,212.919998,214.509995,1555800,204.126633
"437",215.460007,216.449997,213.509995,213.759995,1338200,203.412933
"438",213.5,216.380005,213.5,214.940002,1128100,204.535797
"439",216.220001,219.080002,215.199997,215.619995,2434100,205.182892
"440",216.309998,216.550003,212.850006,213.320007,1341700,202.994217
"441",212.880005,214.229996,211.770004,212.729996,1765500,202.43277
"442",213.610001,213.779999,210.520004,210.759995,2627300,200.558136
"443",224.309998,225.759995,216.199997,222.100006,7428400,211.349213
"444",224.169998,225.25,220.830002,223.179993,3759300,212.376953
"445",223.639999,228.910004,223.410004,228.669998,3029200,217.601196
"446",227.820007,228.330002,225.229996,226.270004,2443100,215.317383
