"","DD.Open","DD.High","DD.Low","DD.Close","DD.Volume","DD.Adjusted"
"203",101.336807,101.607224,101.052155,101.308342,5181238,93.305794
"204",102.404259,102.731613,101.62146,101.834953,7872928,93.790802
"205",102.247696,102.646217,101.920349,102.276161,7282386,94.197174
"206",102.276161,102.617752,100.952522,101.180244,5365532,93.187828
"207",102.945099,105.108475,102.51812,103.969856,11836829,95.757057
"208",103.898689,104.041016,102.802773,103.243988,6033501,95.088539
"209",102.93087,103.343613,101.792252,102.019974,4117842,93.96122
"210",102.347328,103.144356,101.906113,102.916634,4220985,94.787056
"211",104.055252,104.72419,102.93087,104.354141,5598728,96.110992
"212",102.503883,104.18335,101.849182,102.532356,7246905,94.433136
"213",102.603516,102.859703,100.852898,101.279877,6055844,93.279579
"214",101.62146,102.091141,99.813904,99.970467,6513874,92.073608
"215",100.895592,101.26564,100.084328,101.251411,4720820,93.253372
"216",101.493362,101.763786,100.639404,100.781731,4279863,92.820778
"217",100.340515,100.397446,99.643112,99.956238,3193000,92.060516
"218",99.956238,100.326286,99.258835,99.586182,5007554,91.719696
"219",98.831848,100.554008,98.646828,100.283585,4556129,92.362
"220",99.344231,99.529251,97.252022,97.593605,5714307,90.371887
"221",97.095459,98.404869,96.782341,98.162918,10469625,90.899086
"222",98.717987,100.7248,98.305244,100.596703,6742081,93.152763
"223",100.554008,101.351036,100.340515,100.682098,6171775,93.231842
"224",100.568237,101.436432,100.397446,100.838661,3934743,93.376816
"225",101.62146,102.1623,101.194481,101.422203,5685430,93.917183
"226",101.550301,101.592995,100.482841,100.482841,4499498,93.047333
"227",100.482841,101.607224,100.383217,101.279877,1852214,93.785378
"228",101.094849,101.123314,99.657349,99.813904,4823682,92.427902
"229",100.055862,101.336807,99.813904,101.180244,5997879,93.693123
"230",101.294106,102.375793,100.867126,102.1623,4523176,94.602509
"231",102.219231,103.656738,101.678391,102.418488,6286581,94.839737
"232",102.93087,103.343613,100.582474,101.066383,5364760,93.587692
"233",102.076904,103.88446,101.763786,102.660446,6020433,95.063812
"234",103.813293,104.18335,101.763786,101.820717,6080295,94.286209
"235",101.991508,102.176537,100.980988,101.166016,4018002,93.679947
"236",101.664162,101.763786,100.838661,101.578758,4355815,94.062149
"237",101.094849,101.792252,100.084328,100.66787,6010737,93.218666
"238",101.436432,101.635696,100.596703,100.781731,4663487,93.324097
"239",100.653641,101.26564,100.582474,100.753265,6486262,93.297729
"240",100.596703,101.123314,100.226654,100.425911,6821265,92.994621
"241",100.554008,100.952522,99.728508,100.084328,4948535,92.678307
"242",99.728508,100.255119,99.429626,99.628883,11500069,92.256561
"243",100.283585,102.03421,99.970467,101.607224,4989848,94.088486
"244",101.62146,102.119606,101.365273,101.649925,3630303,94.128059
"245",101.97728,102.560822,101.393738,101.436432,4101612,93.930351
"246",101.948814,102.190765,101.066383,101.963043,5094115,94.417992
"247",102.261932,102.973564,102.133835,102.631981,3076297,95.037437
"248",102.631981,102.717377,101.493362,101.678391,2270125,94.154419
"249",101.97728,102.119606,101.464897,101.678391,2992827,94.154419
"250",101.592995,101.948814,100.895592,101.778023,3051635,94.246689
"251",102.205002,102.261932,101.365273,101.365273,3334294,93.864464
"252",101.863419,102.745842,101.62146,102.333092,5220795,94.760658
"253",102.489655,104.097946,102.03421,103.969856,5540622,96.276299
"254",104.140648,106.375183,104.097946,105.962433,6826956,98.121429
"255",106.033592,107.513794,106.019363,107.343002,6421973,99.399857
"256",107.229141,107.442635,105.990898,106.972954,4090862,99.057182
"257",106.659836,108.652412,106.261322,107.229141,5321128,99.294434
"258",106.745232,107.271843,105.179634,105.606613,5012823,97.791939
"259",105.891266,107.072586,105.62085,107.05835,4185363,99.136261
"260",107.556496,107.641891,106.730995,107.328773,3500882,99.386673
"261",107.82692,108.666641,105.80587,106.674065,5085122,98.780396
"262",108.125801,108.666641,106.873322,107.841148,5457996,99.86113
"263",107.556496,109.093628,106.916023,108.211197,7180859,100.203812
"264",108.865906,108.865906,107.82692,108.182732,5746627,100.177444
"265",107.869614,108.42469,107.157982,108.42469,4267989,100.401497
"266",107.969246,108.695114,107.613426,108.36776,3979288,100.34877
"267",108.567017,109.705635,107.613426,108.182732,6501719,100.177444
"268",108.638184,109.549072,108.467384,109.093628,4679436,101.020927
"269",108.979767,109.620239,107.11528,109.620239,4356869,101.508568
"270",109.620239,109.67717,107.926544,107.983475,4133580,99.99292
"271",107.442635,108.140038,106.631371,106.93026,5295272,99.017647
"272",107.286072,108.239662,106.446342,107.570724,7145659,99.610718
"273",106.289787,108.168503,104.510696,104.610329,9315451,96.869392
"274",103.984085,104.31144,100.539772,100.895592,8989582,93.429527
"275",99.899307,102.290398,95.401772,96.554619,13425986,89.409782
"276",94.832466,102.404259,94.206223,102.318863,16266699,94.747482
"277",100.995224,102.674683,100.36898,100.482841,7879813,93.047333
"278",100.582474,101.735321,96.953133,97.08123,9189614,89.89743
"279",98.006355,99.942001,95.700661,98.888779,9230506,91.571228
"280",99.913536,102.546585,99.870834,102.247696,7196457,94.68158
"281",101.536064,102.119606,100.482841,100.696335,4650629,93.245026
"282",99.614647,101.763786,99.486557,101.521828,5257893,94.009438
"283",102.560822,102.831238,100.881363,102.261932,4500833,94.694763
"284",101.991508,103.813293,101.778023,102.404259,4875464,94.826569
"285",101.906113,102.959335,101.521828,101.934578,4737682,94.391624
"286",101.763786,103.400543,100.938293,100.995224,5128192,93.521797
"287",101.521828,103.429016,101.336807,102.375793,4571516,94.800217
"288",103.130127,104.425301,102.048439,104.268745,4230751,96.553085
"289",104.496468,105.492752,103.969856,105.407356,4670232,97.607437
"290",104.282974,105.065773,102.987801,102.987801,4726651,95.85878
"291",103.187057,103.841759,99.984703,100.055862,5729062,93.129776
"292",99.82814,100.326286,97.294724,97.864029,7702686,91.089676
"293",97.166626,97.920959,96.284203,97.394348,6666691,90.652527
"294",96.753876,99.614647,96.113403,99.144974,6519425,92.281952
"295",99.785439,102.048439,99.130737,100.753265,4691662,93.778908
"296",99.144974,100.340515,98.803383,99.870834,5443873,92.957573
"297",100.340515,100.767494,99.201904,100.454376,4032405,93.500725
"298",100.838661,102.859703,100.497078,102.802773,3701126,95.686569
"299",102.817009,104.226044,101.308342,101.536064,4915161,94.5075
"300",102.560822,103.087425,100.411682,100.440147,8104156,93.487465
"301",100.938293,100.938293,98.006355,98.191383,5897617,91.394379
"302",98.33371,98.604126,96.597321,96.611549,6346302,89.923912
"303",96.141869,97.735931,95.899918,96.72541,12445076,90.029884
"304",96.454994,96.583084,93.679611,94.732834,9039116,88.175232
"305",95.174049,95.615265,94.078133,94.490875,7300724,87.950035
"306",94.490875,97.579376,94.163528,95.971077,5750070,89.327759
"307",95.102882,96.084938,93.224167,93.394958,6270069,86.92997
"308",93.451889,93.722313,89.609062,89.751389,9351425,83.538628
"309",90.719215,91.872063,88.854729,91.77243,7280911,85.419754
"310",92.099785,93.224167,89.86525,90.576889,8050336,84.306976
"311",90.932701,91.743965,88.712402,88.826263,7784048,82.677521
"312",89.125153,91.131966,88.683937,90.676514,8455530,84.399696
"313",90.477257,91.260056,87.203735,88.299652,8219384,82.187363
"314",88.627007,90.790375,87.474159,90.121437,8289293,83.883041
"315",88.256958,90.776146,87.274902,90.648048,7479889,84.373215
"316",91.1035,93.38073,91.003868,93.138771,7277960,86.691528
"317",92.256348,92.498299,89.950645,90.676514,7957030,84.399696
"318",91.1035,91.758202,90.33493,90.648048,8881029,84.373215
"319",92.299042,94.618973,92.299042,93.779243,6393799,87.287659
"320",92.697556,92.882584,91.743965,92.12825,4828530,85.750938
"321",92.782951,95.145584,92.654861,94.604736,5652126,88.056
"322",95.35907,95.857216,93.765015,94.177757,4274383,87.658585
"323",94.917862,95.743355,94.049667,95.373306,3869611,88.771378
"324",95.914146,96.611549,95.416,96.141869,7693763,89.486732
"325",96.326897,97.294724,95.914146,96.867737,4673042,90.162354
"326",96.440758,96.54039,94.220459,94.69014,7127391,88.135498
"327",94.732834,95.302139,93.38073,93.992737,6129407,87.486366
"328",93.750778,94.021202,93.238403,93.366493,3719534,86.903473
"329",93.950035,94.191994,88.726639,89.92218,8739524,83.697578
"330",90.149902,90.733444,88.868965,90.576889,5624795,84.306976
"331",90.804611,92.014389,90.491493,91.146194,9421615,84.836861
"332",91.018097,92.469833,90.605354,91.544708,4913194,85.207809
"333",92.12825,92.370209,90.007576,90.007576,5178077,83.777069
"334",89.964882,90.192604,88.200027,89.751389,5034253,83.538628
"335",89.424042,90.989632,89.424042,90.363396,6091256,84.108261
"336",90.804611,93.209938,87.929604,90.33493,10871727,84.081757
"337",89.964882,92.825653,89.267479,91.758202,5565565,85.406517
"338",91.800896,93.067612,91.644341,92.398674,4711826,86.00264
"339",91.886292,92.284813,90.733444,91.416618,4215715,85.088577
"340",92.12825,94.149292,92.057091,93.9785,7245499,87.473137
"341",94.149292,96.355362,94.049667,95.28791,5269978,88.691887
"342",95.515633,96.227264,94.946327,95.259445,4532662,88.665398
"343",95.629494,96.426521,95.416,96.113403,4657093,89.460251
"344",95.458702,95.985313,94.661674,95.572563,4195269,88.956833
"345",95.487167,96.910439,95.088654,96.825043,4253164,90.12262
"346",96.511925,97.707466,96.383827,97.010063,5705524,90.29483
"347",96.753876,97.195091,95.885681,96.170334,4224006,89.513222
"348",96.782341,97.892494,96.782341,97.679001,5723651,90.91748
"349",97.707466,97.807098,95.814522,96.028008,4306000,89.38076
"350",95.188278,95.558334,94.163528,95.416,5038328,88.811104
"351",94.946327,95.800285,93.864639,94.476646,3691992,87.93679
"352",94.106598,94.149292,93.096077,93.523056,5011348,87.049194
"353",92.583694,93.096077,90.420326,91.003868,6952231,84.704399
"354",91.1035,92.640625,91.089264,92.213646,5047954,86.343567
"355",92.156715,92.370209,91.160423,91.245827,8383583,85.437363
"356",92.327507,94.718605,91.758202,94.177757,6255385,88.182663
"357",94.647438,95.971077,94.490875,95.544098,6561230,89.462036
"358",95.828751,98.077515,95.572563,96.625786,7270723,90.474861
"359",96.839272,99.856606,96.583084,99.685814,9779875,93.340088
"360",99.543488,100.198189,98.120216,98.803383,6543243,92.51384
"361",98.831848,99.643112,97.536674,98.903015,4375629,92.607101
"362",98.959946,99.443855,98.134445,98.903015,4761501,92.607101
"363",99.130737,99.671577,98.547195,99.315765,5285716,92.993607
"364",99.301529,99.401161,97.550911,97.593605,6601349,91.381058
"365",98.049049,98.205612,96.839272,97.323189,5243630,91.127861
"366",96.711182,96.967369,95.302139,96.426521,12154829,90.288277
"367",95.601028,96.72541,95.316376,96.483459,4611705,90.341568
"368",95.088654,95.088654,92.469833,94.448181,7546918,88.435875
"369",94.647438,94.647438,93.153008,93.779243,5052732,87.809517
"370",93.56575,93.56575,92.541,92.911049,4339655,86.996574
"371",94.006966,95.686424,94.006966,95.35907,9956932,89.288757
"372",94.46241,94.732834,92.61216,93.907341,6081279,87.929466
"373",94.718605,94.718605,93.679611,94.377014,4072735,88.369232
"374",94.704369,96.070709,93.366493,93.38073,5536266,87.436363
"375",93.423424,94.505112,91.957458,94.149292,4788692,88.155991
"376",94.263153,95.800285,93.793472,93.821945,4681895,87.849495
"377",93.266869,93.722313,92.170952,93.608452,4481160,87.64959
"378",94.576279,94.960556,92.640625,92.726021,2518075,86.823334
"379",93.537285,94.320084,92.640625,94.035431,4151497,88.049385
"380",93.935806,94.405479,92.953751,93.836174,4314572,87.862816
"381",94.320084,95.060188,94.063896,95.003258,4149670,88.955612
"382",95.145584,96.981598,95.145584,96.511925,5658731,90.368225
"383",95.401772,95.444466,93.594215,94.362785,4854456,88.355904
"384",95.088654,95.088654,93.636917,94.291618,3338440,88.289276
"385",94.234688,95.188278,94.135063,94.448181,2852305,88.435875
"386",94.69014,94.789764,92.797188,93.537285,4047089,87.582947
"387",93.295334,96.198799,92.953751,95.444466,4335159,89.368721
"388",95.416,95.64373,94.633209,94.775536,3625455,88.742371
"389",94.718605,94.718605,93.281097,94.135063,4998490,88.142685
"390",93.039146,94.049667,92.227882,93.679611,4363403,87.716225
"391",93.765015,93.9785,93.209938,93.50882,4395231,87.556305
"392",93.950035,95.899918,93.50882,95.245209,4610229,89.182152
"393",94.903625,96.398064,94.69014,96.113403,3915561,89.995094
"394",96.611549,97.56514,95.885681,97.138161,6817822,90.95462
"395",97.56514,98.091751,97.052765,97.308952,5194658,91.114532
"396",97.180855,98.362175,96.696945,96.853508,4645079,90.688072
"397",97.308952,98.347939,97.166626,97.878258,5225854,91.647575
"398",97.465515,98.148682,96.383827,96.72541,4297639,90.568138
"399",93.964272,94.932091,92.697556,94.562042,7851569,88.542465
"400",95.074417,96.25573,94.206223,95.102882,5310307,89.048874
"401",94.433945,96.981598,94.348549,96.440758,4015121,90.301598
"402",96.682716,97.707466,96.568855,96.981598,5664913,90.808006
"403",97.052765,97.337418,96.113403,96.298431,4485235,90.168335
"404",97.252022,98.917252,96.981598,98.234077,5694142,91.980766
"405",97.792862,97.792862,96.241501,96.412292,4966873,90.27494
"406",96.326897,96.568855,94.006966,94.775536,4577839,88.742371
"407",95.117119,96.896202,95.117119,96.156105,4930970,90.035065
"408",95.088654,95.174049,93.50882,94.590508,5751123,88.569145
"409",95.344841,96.18457,94.74707,95.472939,5059828,89.395401
"410",95.5868,96.853508,95.216743,96.483459,4555145,90.341568
"411",96.782341,97.949425,96.66848,97.465515,5125873,91.261131
"412",97.465515,98.831848,97.252022,97.963654,5802484,91.727554
"413",97.97789,98.262543,97.038528,97.864029,3190611,91.634262
"414",97.56514,97.778633,96.554619,96.938904,3880220,90.768044
"415",97.465515,99.173439,97.351654,98.504501,4361647,92.233971
"416",99.159203,101.450668,98.974174,100.781731,7322013,94.366226
"417",101.237175,101.877647,100.141258,100.682098,4175737,94.272957
"418",100.781731,102.375793,100.027397,101.678391,6105589,95.205818
"419",100.653641,100.895592,99.344231,99.913536,6065048,94.053589
"420",99.529251,100.383217,99.386925,99.813904,5712761,93.959824
"421",99.273064,99.984703,98.547195,99.23037,7048769,93.410492
"422",99.102272,100.425911,98.717987,99.700043,5139152,93.852623
"423",99.700043,100.767494,99.244598,99.742744,4249159,93.89283
"424",98.988411,99.82814,98.234077,99.628883,5316069,93.785637
"425",100.098564,100.425911,99.586182,99.714279,5984670,93.866035
"426",98.93148,100.411682,98.4618,99.742744,5375650,93.89283
"427",99.614647,99.742744,98.347939,98.547195,5513080,92.767395
"428",99.144974,99.984703,97.949425,98.091751,5001301,92.338654
"429",98.561432,98.988411,97.380119,97.607841,5226557,91.883133
"430",97.607841,99.244598,97.365883,97.949425,4826351,92.204681
"431",98.604126,99.159203,96.768112,96.825043,5857006,91.146248
"432",96.839272,98.476036,96.170334,97.821327,7359462,92.084099
"433",98.760689,100.141258,98.760689,99.671577,6126878,93.825829
"434",100.31205,100.568237,98.760689,99.187668,9345734,93.3703
"435",98.817619,99.088043,96.839272,97.066994,4725035,91.374008
