"","EFX.Open","EFX.High","EFX.Low","EFX.Close","EFX.Volume","EFX.Adjusted"
"111",135.360001,137.389999,134.990005,136.830002,560000,130.536087
"112",137.550003,140.860001,137.369995,140.339996,706600,133.884674
"113",140.899994,142.039993,140.320007,141.009995,726900,134.523865
"114",139.979996,141.75,139.449997,141.619995,481300,135.105804
"115",141.75,143.089996,141.25,142.580002,939300,136.021652
"116",143.309998,144.009995,141.460007,141.800003,785400,135.277512
"117",141.330002,141.679993,139.110001,139.559998,696500,133.140579
"118",139.990005,139.990005,137.789993,139.029999,471700,132.634918
"119",139.059998,139.149994,137.529999,138.929993,422700,132.53949
"120",138.820007,139.619995,138.110001,139.389999,588800,132.978378
"121",139.710007,140.360001,138.860001,139.429993,252100,133.016495
"122",139,139.559998,137.889999,138.350006,291300,131.986221
"123",139.119995,139.970001,138.160004,139.509995,504700,133.09285
"124",139.25,139.419998,135.919998,137.149994,398700,130.84137
"125",138.160004,138.350006,137.229996,137.419998,625900,131.098953
"126",137.899994,138.889999,137.169998,138.009995,261400,131.661774
"127",137.679993,139.75,137.449997,139.550003,558900,133.130997
"128",138.559998,138.559998,136.660004,137.220001,783400,130.908188
"129",137.889999,139.449997,137.880005,138.369995,519100,132.005295
"130",138.380005,139.25,137.550003,139,341100,132.606323
"131",138.990005,139.449997,138.240005,138.929993,387700,132.53949
"132",139.910004,140.559998,139.570007,139.800003,479900,133.369507
"133",139.979996,140.320007,138.960007,139.130005,416400,132.730331
"134",139.360001,140.119995,139.360001,139.770004,277200,133.340897
"135",139.669998,140.679993,139.380005,140.059998,363700,133.617554
"136",139.399994,141.520004,139.070007,141.520004,427900,135.010376
"137",141.720001,142.880005,141.169998,142.720001,477700,136.155212
"138",143.029999,143.470001,142.139999,142.990005,466600,136.41275
"139",142.619995,144.369995,142.619995,143.889999,268700,137.271362
"140",143.639999,144.759995,143.339996,144.520004,548700,137.872391
"141",145.350006,145.350006,144.160004,144.800003,483800,138.139481
"142",145.210007,147.020004,144.759995,146.210007,692200,139.48468
"143",142.570007,142.940002,139.119995,142.679993,1210500,136.116989
"144",142.919998,145.600006,142.539993,145.089996,704000,138.416168
"145",145.75,146.419998,145.259995,145.440002,725300,138.750061
"146",146,146.5,145.440002,146.259995,452800,139.532349
"147",146,146.25,144.789993,145.490005,651700,138.79776
"148",145.460007,145.460007,143.949997,144.940002,594100,138.273071
"149",145.270004,145.559998,144.570007,145.429993,404300,138.740524
"150",145.360001,145.630005,144.610001,145.470001,588700,138.778656
"151",144.970001,145.320007,142.199997,142.369995,623400,135.821259
"152",142.369995,143.330002,141.899994,142.940002,394100,136.365082
"153",142.139999,142.880005,141.419998,142.059998,452700,135.525558
"154",141.929993,142.830002,141.279999,141.350006,351600,134.848175
"155",142.160004,143.199997,141.639999,142.809998,386700,136.241043
"156",142.869995,143.25,141.860001,142.880005,468000,136.307816
"157",143.179993,143.410004,142.5,143,485800,136.422287
"158",142.940002,143.149994,140.580002,140.630005,381600,134.161346
"159",140.899994,141,139.729996,139.889999,530600,133.455383
"160",140.070007,140.330002,139.139999,139.839996,391300,133.407654
"161",139.809998,142.360001,139.460007,142.220001,608700,135.678177
"162",141.369995,142.410004,140.759995,140.979996,281600,134.865051
"163",141.229996,141.229996,140.149994,140.380005,221800,134.291107
"164",141.119995,141.179993,140.389999,140.699997,304000,134.597214
"165",141,141.279999,140.089996,140.619995,476700,134.520645
"166",140.070007,141.110001,139.75,140.800003,321900,134.69281
"167",140.570007,141.710007,140.559998,141.419998,221600,135.285934
"168",141.779999,143.270004,141.770004,142.470001,425400,136.290421
"169",142.729996,143.369995,141.589996,141.589996,363000,135.448578
"170",141.419998,142.490005,140.570007,141.100006,495000,134.979828
"171",141.580002,142.139999,141.020004,141.389999,452300,135.257263
"172",141.449997,143.270004,141.350006,142.720001,518500,136.529602
"173",121.82,125.5,117.25,123.230003,16854700,117.884949
"174",121.529999,122,111.169998,113.120003,9825500,108.213478
"175",112.970001,116.080002,112.18,115.959999,6939100,110.93029
"176",116.550003,116.75,98.040001,98.989998,17508900,94.696358
"177",98.690002,100.75,89.589996,96.660004,34582400,92.467407
"178",94.400002,95.690002,90.720001,92.980003,16707700,88.947044
"179",93,95.059998,92.080002,94.379997,10873800,90.286301
"180",92.5,95.349998,91.879997,94.870003,7847000,90.755043
"181",95,97.410004,93.099998,96,8760500,91.836052
"182",96.5,98.470001,95.25,98.25,5483600,93.988449
"183",100.099998,105.199997,99.800003,105.040001,12473500,100.48394
"184",106.230003,107.169998,104.510002,105.089996,8059400,100.531761
"185",102.790001,106.150002,101.739998,106.050003,7616800,101.450119
"186",107,108.989998,106,106.440002,7601600,101.823219
"187",106.43,106.519997,103.779999,106.370003,3780300,101.756248
"188",106,107.599998,105.720001,105.989998,3735900,101.392723
"189",106.089996,108.610001,106,107.809998,3667000,103.133789
"190",108,112.459999,107.080002,110.449997,6579300,105.659286
"191",110.550003,112.089996,108.769997,111.93,3979300,107.075081
"192",111.849998,113.639999,110.779999,112.970001,3275700,108.069969
"193",113.169998,113.43,110.900002,111.339996,2929600,106.510666
"194",111.349998,113.550003,110.68,112.25,1708500,107.38121
"195",112.860001,113.660004,112.190002,113.540001,1921500,108.615265
"196",113.559998,114.459999,109.690002,110.5,2555200,105.7071
"197",109.849998,110.849998,106.580002,108.809998,5976200,104.090431
"198",109.550003,110.349998,108.059998,109.5,2157900,104.750473
"199",109.68,110.260002,108.629997,108.699997,3078400,103.985191
"200",109,110.080002,108.480003,108.580002,1532100,103.870399
"201",108.75,110.75,108.519997,110.620003,2230800,105.821907
"202",110.550003,111.82,110.010002,110.510002,2238300,105.716675
"203",110.93,112.949997,109.760002,109.970001,1974000,105.200104
"204",109.309998,109.940002,108.32,109.360001,2265600,104.616554
"205",109.300003,110.089996,108.669998,108.800003,1873500,104.080864
"206",109.400002,109.699997,107.43,107.540001,2357400,102.875496
"207",107.300003,109.300003,107.040001,108.949997,1340700,104.224358
"208",109.309998,110.660004,109.07,109.389999,1434600,104.645256
"209",109,109.389999,108.110001,109.010002,1165700,104.281746
"210",108.989998,110.32,108.529999,108.529999,1041000,103.822548
"211",109.120003,111.290001,108.889999,109.800003,1438300,105.037476
"212",110.089996,110.339996,107.629997,108.919998,1240100,104.195641
"213",110.5,110.5,108.639999,108.699997,939700,103.985191
"214",108.699997,110,107.910004,108.029999,1740400,103.344238
"215",108.139999,108.599998,106.75,107.419998,1866700,102.760689
"216",107.400002,107.980003,106.919998,107.199997,2539000,102.55024
"217",106.339996,109.290001,106.220001,108.949997,2048600,104.224358
"218",110.18,110.18,105.309998,108.739998,2160800,104.023438
"219",106.769997,109.360001,106.449997,108.790001,1657500,104.071266
"220",108.449997,111.120003,108.449997,109.309998,1126400,104.568733
"221",109.470001,110.849998,108.419998,110.209999,867600,105.42968
"222",110.489998,110.489998,109.139999,109.580002,1127900,104.827011
"223",109.110001,111.610001,109.019997,111.370003,902200,106.539375
"224",111.269997,112.190002,110.68,110.910004,580100,106.099319
"225",110.870003,111.43,110.660004,110.709999,716900,105.90799
"226",110.519997,110.709999,109.559998,109.809998,523100,105.418396
"227",109.690002,111.010002,109.669998,109.900002,344000,105.504791
"228",110.089996,110.720001,109.419998,110.5,657100,106.080788
"229",110.720001,112.550003,110.120003,112.089996,1421000,107.607201
"230",112.260002,114.489998,112.019997,112.650002,1728200,108.144821
"231",112.650002,114.970001,112.260002,114.120003,1852600,109.556038
"232",114.120003,114.440002,111.290001,112.93,1358500,108.413628
"233",113.639999,114.620003,112.910004,113.400002,1307100,108.864815
"234",113.5,114.459999,112.360001,114.389999,1290400,109.815216
"235",113.970001,115.800003,113.510002,115.690002,1422200,111.063248
"236",115.449997,116.830002,114.900002,116.830002,1094400,112.157646
"237",117,117.489998,116.110001,117.400002,1143800,112.704849
"238",117.419998,118.529999,116.839996,118.519997,1291300,113.78006
"239",118.480003,118.519997,117.730003,118.220001,990600,113.492058
"240",118.5,118.550003,116.900002,117.400002,1317100,112.704849
"241",116.629997,120.050003,116.220001,118.190002,1303700,113.463242
"242",118.900002,120.110001,117.93,119.510002,2501100,114.730484
"243",119.970001,120.010002,117.730003,118.330002,973100,113.597656
"244",118.589996,119.75,118,119.440002,986800,114.663261
"245",119.870003,120.769997,118.830002,118.889999,817700,114.135269
"246",119.199997,119.699997,118.150002,119.57,739000,114.788063
"247",119.589996,120,118.800003,119.730003,770000,114.941658
"248",119.75,119.970001,118.269997,118.980003,617200,114.221664
"249",119.019997,119.849998,118.75,119.779999,627800,114.989677
"250",119.82,119.82,118.459999,119.730003,548900,114.941658
"251",120.050003,120.050003,117.82,117.919998,803800,113.204063
"252",118.169998,119.589996,117.370003,119.540001,1674500,114.759262
"253",119.690002,120.349998,119.169998,120.160004,1493700,115.354469
"254",120.440002,121.900002,120.419998,121.639999,1237000,116.775299
"255",121.93,122.919998,121.480003,122.830002,848200,117.917694
"256",122.940002,122.940002,121.889999,121.989998,2727300,117.111275
"257",122,122.910004,121.650002,122.25,720100,117.360893
"258",122.050003,122.120003,120.849998,121.18,1026700,116.333672
"259",121.309998,122.099998,120.900002,121.489998,1078900,116.631271
"260",122.080002,122.949997,121.330002,122.849998,1118500,117.93689
"261",122.82,122.900002,121.809998,122.160004,1014400,117.27449
"262",122.620003,125.75,121.629997,123.220001,978900,118.292091
"263",122.900002,123.610001,122.459999,122.839996,929300,117.927292
"264",123.440002,125.269997,123.160004,124.529999,1177900,119.549706
"265",124.099998,125.699997,124,125,1326400,120.000908
"266",124.989998,125.709999,124.400002,124.989998,923200,119.991295
"267",125.550003,126.349998,125.099998,125.730003,1500500,120.701714
"268",126.209999,127.440002,125.739998,126.75,1045700,121.680908
"269",127.57,127.730003,126.580002,127.489998,1087900,122.391327
"270",127.230003,127.379997,124.160004,124.769997,1005700,119.780098
"271",123.82,125.139999,122.959999,123.080002,1576100,118.1577
"272",123.82,125.690002,122.910004,124.93,887700,119.933716
"273",124.849998,125.050003,123.489998,124.150002,676500,119.184868
"274",123.419998,123.419998,121.07,121.489998,1661100,116.631271
"275",120.900002,123.239998,118.110001,118.400002,1452100,113.664864
"276",116.150002,119.480003,116,118.410004,1462500,113.674469
"277",118.230003,120.650002,117.379997,117.599998,1126100,112.896851
"278",117.699997,119.099998,113.010002,114,1572300,109.440819
"279",114.419998,116.099998,108.330002,112.199997,2839400,107.712807
"280",112.809998,114.800003,112.18,114.400002,1117000,109.824829
"281",114,115.400002,113.5,114.550003,699800,109.968826
"282",113.830002,115.779999,112.82,114.050003,1323800,109.488823
"283",114.32,117.720001,113.5,117.169998,1253600,112.484055
"284",117.050003,118.459999,116.82,117.459999,804600,112.762451
"285",116.919998,117.559998,115.160004,115.550003,1102400,110.928833
"286",115.940002,116.760002,113.790001,113.830002,1160600,109.277618
"287",114.790001,116.209999,114.5,115.209999,1342200,110.602432
"288",115.580002,116.199997,114.220001,115.400002,1298300,110.784836
"289",115.5,116.5,114.400002,115.040001,1235500,110.439232
"290",115.220001,115.650002,113.730003,114.190002,1130000,109.62323
"291",114.889999,115.199997,113,113,1120800,108.480812
"292",113.290001,114,110.550003,111.5,1660800,107.04081
"293",112.75,117.610001,112.089996,117.230003,2811200,112.541649
"294",116.980003,122,116.980003,121.349998,2088100,116.496872
"295",121.489998,122.349998,120.690002,121.389999,1446700,116.535286
"296",120.970001,122,119.839996,121.120003,1039000,116.276085
"297",121.209999,122,120.410004,120.959999,830300,116.122475
"298",121.669998,124.919998,121.099998,124.919998,1575300,120.312019
"299",125.029999,125.400002,123.809998,124.870003,926200,120.263863
"300",125.440002,125.480003,123.309998,123.739998,958700,119.175552
"301",124.220001,124.550003,122.309998,123.190002,869200,118.645828
"302",123.059998,124.970001,122.510002,123.650002,704500,119.08886
"303",123.720001,124.230003,122.940002,123.459999,968200,118.905876
"304",123.279999,123.68,121.400002,122.260002,1216900,117.750145
"305",122.730003,123.910004,121.959999,123.089996,1033900,118.549522
"306",123.529999,124.269997,120.919998,121.07,1140900,116.604027
"307",120.400002,120.400002,117.269997,117.629997,1966500,113.290916
"308",117.5,119.059998,115.809998,115.849998,978300,111.576576
"309",117.230003,117.970001,115.849998,117.970001,615300,113.618385
"310",118.370003,119.089996,115.900002,116.419998,875300,112.125557
"311",117.160004,121.760002,117.160004,119.040001,1550900,114.648911
"312",119.300003,119.300003,116.900002,117.809998,986100,113.464287
"313",117.699997,117.699997,113.620003,114.949997,981300,110.709778
"314",115.139999,118.459999,114.290001,118.379997,1157800,114.013245
"315",117,119.309998,116.709999,119.080002,957500,114.687439
"316",119.5,119.879997,118.059998,119.620003,887500,115.207504
"317",119,119.639999,116.769997,117.580002,865300,113.242775
"318",118.699997,118.699997,116.559998,116.849998,1045200,112.539703
"319",117.459999,118.239998,116.059998,117.980003,1055900,113.628021
"320",117.269997,118.599998,116.980003,117.309998,565800,112.982727
"321",117.610001,118.07,116.739998,116.910004,555200,112.597488
"322",117.260002,117.529999,115.730003,116,941000,111.721046
"323",117.160004,117.360001,116.309998,116.660004,604800,112.356705
"324",117.480003,119.190002,117.089996,118.900002,448200,114.514076
"325",118.910004,119.470001,118.330002,118.400002,620700,114.032524
"326",118.410004,119.279999,117.790001,118.779999,758400,114.398506
"327",119.040001,120.339996,118.330002,118.879997,1030300,114.494812
"328",119.220001,120.169998,118.940002,119.620003,703300,115.207504
"329",119.949997,120.629997,118.199997,119.129997,671800,114.735588
"330",118.620003,119.980003,117.290001,119.839996,1058500,115.419395
"331",117.730003,117.82,114.260002,115.970001,1928600,111.692162
"332",115.860001,116.019997,113.449997,114.279999,903800,110.064522
"333",114.669998,114.809998,111.720001,112.050003,1328000,107.916756
"334",111.889999,113.160004,111.43,113.029999,718400,108.860611
"335",112.32,113.910004,112.099998,112.709999,771200,108.552399
"336",112.529999,112.779999,110.959999,112.5,567300,108.350159
"337",111.849998,112.889999,111.300003,112.459999,611900,108.311623
"338",112.809998,113.980003,112.720001,113,1203600,108.831703
"339",112.190002,112.889999,110.860001,111.260002,1067800,107.155899
"340",111.709999,114.370003,111.629997,113.860001,892100,109.660011
"341",114.349998,115.699997,114.169998,114.82,764400,110.584572
"342",115.050003,115.629997,114.5,114.720001,757300,110.488266
"343",114.809998,114.809998,113.339996,113.489998,839700,109.303642
"344",112.639999,114.099998,112.129997,114.019997,1455700,109.814072
"345",114.150002,115,113.800003,114.470001,673200,110.247498
"346",114.239998,115.370003,114.110001,114.669998,634100,110.440117
"347",114.849998,114.970001,114.290001,114.709999,856400,110.478622
"348",115.25,116.760002,115.129997,116.489998,507200,112.19297
"349",116.5,116.709999,115.150002,115.639999,855500,111.374321
"350",115.269997,116.120003,114.82,115.75,552500,111.480278
"351",115.300003,115.690002,113.940002,114.660004,629900,110.803833
"352",114.519997,115.410004,114.519997,115.209999,360000,111.33532
"353",114.379997,114.610001,113.290001,113.910004,773400,110.079056
"354",114.709999,114.720001,113.650002,114.519997,647100,110.668518
"355",115.379997,115.769997,113.900002,113.959999,955500,110.127342
"356",114.18,114.769997,113.269997,114.290001,1227100,110.446274
"357",114.540001,116.889999,114.540001,116.790001,1711200,112.862175
"358",116.879997,118.57,116.760002,117.519997,814300,113.567635
"359",117.709999,125.629997,117.709999,124.720001,2686800,120.525475
"360",125.080002,126.720001,124.800003,126.489998,1997400,122.235954
"361",126.540001,127.900002,125.860001,127.82,1145400,123.521225
"362",127.93,128.130005,124.290001,124.440002,1876900,120.25489
"363",124.269997,124.650002,123.5,124.650002,913700,120.457832
"364",124.949997,125.669998,124.599998,125.080002,813600,120.873375
"365",125.260002,126.129997,125.239998,125.339996,1414400,121.124626
"366",125.150002,125.190002,123.410004,124.010002,1165400,119.839378
"367",123.769997,124.93,123.040001,124.790001,761900,120.593117
"368",123.540001,126.220001,123.230003,126.019997,1389000,121.781754
"369",126.389999,128.479996,125.830002,128.029999,1195700,123.724159
"370",127.730003,128.529999,126.760002,127.220001,912500,122.941406
"371",127.720001,128.169998,126.43,126.599998,1177100,122.342255
"372",126.360001,126.599998,124.269997,124.580002,673900,120.390182
"373",124.669998,124.93,124.059998,124.459999,1198300,120.274223
"374",124.32,125.510002,122.93,122.989998,1319600,118.853661
"375",122.629997,126.239998,122.160004,126.160004,1476600,121.917053
"376",126.089996,127.330002,125.050003,125.110001,1412500,120.902374
"377",123.849998,124.32,122.68,124.230003,674300,120.051941
"378",124.970001,125.900002,124.059998,124.129997,363900,119.95533
"379",125.209999,126.239998,124.43,126.169998,380000,121.926712
"380",126.150002,127.57,125.93,127.239998,356800,122.960724
"381",127.709999,128.850006,127.279999,128.529999,924100,124.207359
"382",128.720001,129.059998,128.360001,128.630005,599900,124.304001
"383",128.309998,129.309998,127.589996,128.660004,878900,124.332985
"384",128.940002,129.100006,128.089996,128.550003,969100,124.226677
"385",128.550003,128.600006,126.900002,126.989998,768500,122.719139
"386",126.989998,127.419998,125.809998,126.639999,651300,122.380898
"387",126.440002,126.610001,125.470001,125.879997,861500,121.646454
"388",125.900002,126.410004,125.550003,126.199997,1016100,121.955696
"389",126.160004,126.599998,125.18,125.860001,542100,121.627151
"390",125.510002,126.870003,125.510002,126.510002,583600,122.25528
"391",126.459999,127.68,126.160004,127.080002,606200,122.806122
"392",127.730003,127.730003,126.339996,127.190002,715700,122.912407
"393",127.129997,128.199997,127.129997,127.699997,1120000,123.405258
"394",123.620003,125,120.849998,123.25,2979800,119.104919
"395",122.949997,123.739998,121.639999,123.489998,1196200,119.336853
"396",123.150002,126.160004,123.010002,125.550003,948400,121.327576
"397",126.040001,128.089996,125.389999,125.5,1060400,121.279243
"398",125.089996,126.540001,124.459999,125.220001,967800,121.008667
"399",124.800003,125.93,124.559998,125.779999,555400,121.54982
"400",125.760002,127.830002,125.220001,127.760002,546800,123.463234
"401",127.739998,128.279999,127.129997,128.050003,766600,123.7435
"402",128.289993,128.380005,127.5,127.57,447200,123.279625
"403",127.949997,128.440002,126.919998,127.480003,314200,123.192657
"404",127.470001,129.050003,127.279999,128.399994,505200,124.081703
"405",127.589996,128.770004,127.099998,128.360001,406500,124.043068
"406",128.309998,129.899994,127.879997,128.839996,640700,124.506912
"407",129.220001,130.179993,129.029999,129.520004,578400,125.164055
"408",129.179993,129.350006,127.800003,129.029999,539000,124.690536
"409",129.449997,130.479996,129.389999,129.759995,487400,125.395973
"410",129.940002,133.119995,129.240005,133.089996,902400,128.613983
"411",133.070007,133.990005,131.380005,132.850006,1418300,128.382065
"412",132.880005,134.669998,132.759995,134.279999,776000,129.763977
"413",134.039993,134.789993,133.619995,134.289993,450000,129.773621
"414",134.479996,136.089996,134.350006,135.199997,872300,131.033569
"415",135.179993,135.179993,132.389999,132.570007,707800,128.484619
"416",133.020004,133.130005,131.779999,132.300003,844400,128.222961
"417",132.710007,134.210007,132.089996,132.600006,1061600,128.513672
"418",132.559998,134.25,131.740005,133.889999,777600,129.763947
"419",133.779999,133.889999,132.759995,133.380005,646000,129.269669
"420",133.080002,134.110001,132.820007,133.970001,739600,129.841461
"421",133.660004,134.929993,133.550003,134.619995,548600,130.471436
"422",134.520004,135.130005,134.089996,134.539993,759400,130.393906
"423",134.75,136.199997,134.75,135.759995,404800,131.576309
"424",135.369995,137,134.770004,135.910004,511900,131.721664
"425",136.679993,136.679993,134.419998,134.559998,887500,130.4133
"426",134.339996,135.5,133.800003,134.839996,1391700,130.684662
"427",134.770004,135.800003,134.25,135.649994,528400,131.469696
"428",136.570007,136.860001,135.550003,135.899994,432700,131.71199
"429",136,136.990005,135.259995,136.679993,679400,132.467926
"430",136.619995,136.699997,135.399994,135.940002,480500,131.750763
"431",135.75,138.690002,135.75,138.059998,783800,133.805435
"432",138.149994,138.149994,134.070007,134.320007,584300,130.18071
"433",134.759995,135.440002,132.660004,133.529999,1332300,129.415024
"434",133.240005,134.139999,132.289993,133.410004,1151600,129.298721
"435",133.380005,133.380005,131.259995,131.889999,829800,127.825569
"436",132.320007,132.399994,130.990005,131.740005,1457500,127.680214
"437",131.990005,132.490005,130.720001,130.860001,790800,126.827301
"438",130.839996,131.199997,130.210007,130.389999,780000,126.371803
"439",130.059998,130.970001,129.449997,130.570007,757800,126.546257
"440",131.419998,131.490005,130.089996,130.789993,1027800,126.759453
"441",131.059998,132.740005,130.5,132.389999,1193200,128.31015
"442",132.610001,132.880005,131.550003,131.789993,582100,127.728661
"443",131.080002,131.770004,127.330002,128.259995,1192500,124.307442
"444",128.619995,129.649994,127.790001,129.220001,970400,125.237854
"445",129.289993,129.360001,126.940002,127.5,743300,123.570862
"446",127,127.910004,126.809998,127.300003,740000,123.377022
"447",127.410004,127.529999,122.110001,122.290001,1183500,118.521416
"448",121.959999,122.910004,118.5,118.519997,1397700,114.867599
"449",120.269997,123.400002,119.790001,123.050003,1810300,119.257996
"450",122.349998,124.010002,121.709999,123.099998,923000,119.306435
"451",123.489998,125.150002,122.519997,124.459999,868300,120.624535
"452",124.120003,125.139999,123.269997,124.269997,707500,120.440392
"453",124.080002,125.190002,122.440002,123.349998,503200,119.548744
