"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"96",69.379997,70.449997,69.150002,70.07,4898100,65.105347
"97",70.25,71.129997,70,71.010002,2485700,65.978752
"98",71.07,71.120003,70.730003,70.919998,2044500,65.895119
"99",70.959999,72.150002,70.800003,71.949997,1996800,66.852165
"100",72.160004,72.339996,71.910004,72.129997,1354800,67.019386
"101",72.129997,72.519997,71.970001,72.089996,1337000,66.982224
"102",72.129997,72.459999,71.959999,72.410004,3450900,67.279564
"103",72.459999,72.75,72.389999,72.639999,1689200,67.493256
"104",72.639999,73.830002,72.559998,73.830002,2266100,68.598946
"105",73.769997,74.279999,73.620003,73.989998,1802100,68.747604
"106",73.980003,74.459999,73.889999,74.199997,2561700,68.942726
"107",74.129997,74.459999,73.849998,74.32,2155100,69.05423
"108",74.5,74.5,73.870003,74.260002,1723500,68.998482
"109",74.260002,74.410004,73.629997,73.970001,3343100,68.729042
"110",73.900002,74.360001,72.879997,73.099998,2042900,67.920677
"111",72.980003,73.169998,70.900002,71.910004,3710600,66.814995
"112",72.050003,72.849998,71.800003,72.669998,2010100,67.521141
"113",73.059998,73.150002,72.580002,73.040001,1576700,67.864929
"114",72.669998,72.690002,72.260002,72.610001,1250800,67.465385
"115",72.660004,73.010002,72.440002,72.779999,2130000,67.623344
"116",72.910004,74.040001,72.830002,73.93,2198200,68.691856
"117",73.889999,74.25,73.580002,73.910004,2828600,68.673286
"118",74,74.650002,73.860001,74.400002,2552800,69.128571
"119",74.440002,74.82,74.059998,74.540001,1587200,69.258652
"120",74.830002,75.349998,74.68,74.82,2446300,69.518822
"121",75.019997,75.449997,74.639999,74.739998,1001900,69.444473
"122",74.709999,74.970001,73.889999,73.970001,1399000,68.729042
"123",74.400002,74.470001,74.080002,74.150002,1181300,68.896286
"124",74.139999,74.139999,73,73.449997,1270900,68.245865
"125",73.540001,74.150002,73.540001,73.760002,1727000,68.533928
"126",73.599998,74.040001,73.339996,73.349998,2692200,68.152962
"127",73.330002,73.410004,72.480003,73.080002,3148000,67.902069
"128",72.800003,72.82,72.379997,72.650002,2339000,67.502556
"129",72.769997,73.75,72.709999,73.489998,2150100,68.283035
"130",73.470001,73.629997,73.160004,73.540001,2446400,68.329514
"131",73.57,74.410004,73.480003,73.970001,3091800,68.729042
"132",73.889999,74.330002,73.870003,74.099998,1481100,69.130188
"133",74.120003,74.120003,72.919998,73.419998,1462500,68.495789
"134",73.419998,73.75,73.400002,73.599998,1376200,68.663734
"135",73.489998,73.809998,73.25,73.57,1029400,68.635735
"136",73.519997,73.779999,73.050003,73.760002,1305900,68.812988
"137",73.900002,74.25,73.790001,74.150002,1334100,69.176834
"138",74.300003,74.800003,74.129997,74.620003,1963000,69.615334
"139",74.300003,75.18,74.300003,74.739998,1363400,69.727272
"140",74.75,74.919998,74.510002,74.589996,1229600,69.587326
"141",75,75.440002,74.510002,74.800003,1693100,69.783241
"142",74.860001,74.860001,74.169998,74.589996,1479700,69.587326
"143",74.459999,75.629997,74.339996,75.610001,2081900,70.538925
"144",75.410004,75.5,74.370003,75,2050400,69.969818
"145",75.300003,75.68,75.019997,75.480003,2135800,70.417641
"146",75.82,76.32,75.290001,75.529999,1814500,70.464294
"147",75.43,76.620003,75.389999,76.620003,2107200,71.481186
"148",75.18,76.470001,74.510002,74.860001,3217900,69.839226
"149",75.029999,75.07,74.190002,75.029999,2272100,69.997818
"150",75.019997,75.040001,74.389999,74.989998,1719700,69.960495
"151",74.709999,74.870003,74.150002,74.199997,1409500,69.223473
"152",74.129997,75.110001,73.769997,75.07,1837200,70.035141
"153",74.800003,75.75,74.580002,75.360001,2259600,70.305679
"154",75.449997,76.139999,75.269997,75.559998,2183900,70.492264
"155",76.099998,76.470001,75.82,76.279999,2121500,71.163971
"156",76.370003,76.599998,76.07,76.389999,1480400,71.266602
"157",76.459999,77.129997,76.25,76.419998,1499000,71.294586
"158",76.260002,76.839996,75.529999,75.540001,1697200,70.473618
"159",75.440002,75.730003,75,75.410004,2053600,70.352341
"160",75.599998,76.110001,75.43,75.849998,1225300,70.762825
"161",76.010002,76.709999,75.900002,76.550003,1215500,71.415878
"162",76.349998,76.599998,76.029999,76.410004,1344000,71.285263
"163",76.540001,76.580002,76.029999,76.260002,1118200,71.145325
"164",76.57,76.589996,75.809998,75.830002,1188800,70.744156
"165",76.129997,76.260002,75.690002,76.209999,1262800,71.098679
"166",76.010002,76.160004,75.68,76.089996,1203300,70.986725
"167",76.050003,76.5,75.830002,76.019997,1657700,70.921402
"168",76.099998,76.93,75.839996,76.82,1934700,71.667763
"169",76.989998,77.480003,76.540001,76.629997,1373900,71.490501
"170",76.260002,76.870003,76.199997,76.32,2211200,71.201302
"171",76.389999,76.510002,75.809998,76.209999,1596000,71.098679
"172",76.309998,76.82,76.150002,76.470001,1224400,71.341255
"173",76.419998,77.089996,76.349998,76.480003,1375600,71.350571
"174",76.82,78.139999,76.75,77.800003,1675200,72.582024
"175",77.709999,77.910004,76.809998,77.169998,1809900,71.994278
"176",77.099998,77.580002,76.900002,77.129997,1340700,71.956978
"177",77.209999,77.580002,76.989998,77.160004,1802400,71.98497
"178",77.220001,77.220001,75.220001,75.25,5742900,70.203056
"179",75.360001,75.970001,75.349998,75.709999,2193500,70.632202
"180",75.709999,75.830002,75.040001,75.760002,1444300,70.678864
"181",75.910004,76.639999,75.889999,76.370003,1520300,71.247948
"182",76.550003,76.690002,76.169998,76.480003,1270100,71.350571
"183",76.480003,76.480003,75.790001,75.970001,1451900,70.874779
"184",75.57,75.57,73.379997,73.949997,3807100,68.990257
"185",73.970001,74.129997,73.309998,73.400002,2306700,68.477135
"186",73.410004,73.75,72.68,73.099998,3166400,68.197266
"187",72.660004,73.699997,72.610001,73.5,2410200,68.570427
"188",73.5,73.940002,73.209999,73.610001,1942300,68.67305
"189",73.370003,74.019997,73.370003,73.75,2155000,68.803673
"190",73.809998,74.389999,73.809998,73.919998,1980200,68.962265
"191",74.029999,74.32,73.919998,74.099998,1420500,69.130188
"192",74.110001,74.910004,74,74.580002,1704100,69.578011
"193",74.730003,76.169998,74.57,75.93,2748400,70.837463
"194",75.949997,76.290001,75.610001,76,1439100,70.902763
"195",76.080002,76.739998,75.739998,76.18,1402700,71.070686
"196",76.199997,77.029999,76.199997,76.639999,1797300,71.49984
"197",76.5,76.849998,76.279999,76.410004,1676100,71.285263
"198",76.470001,76.5,75.879997,76.199997,1536200,71.08934
"199",76.510002,76.779999,75.940002,76.209999,1490300,71.098679
"200",76.110001,76.790001,76.040001,76.190002,1410700,71.080017
"201",76.370003,76.660004,76,76.019997,1292700,70.921402
"202",75.940002,76.160004,75.199997,75.82,1727000,70.73484
"203",76.050003,76.169998,75.709999,76.169998,1271300,71.061348
"204",76.269997,76.379997,75.529999,75.550003,1694600,70.482948
"205",75.559998,75.739998,75.220001,75.339996,1398800,70.287025
"206",75,75.309998,74.18,74.669998,2007600,69.661957
"207",75.209999,76.150002,75.209999,75.870003,1829900,70.781494
"208",75.989998,76.050003,75.129997,75.239998,2097900,70.193726
"209",74.919998,75.169998,74.339996,74.959999,2026000,69.932533
"210",74.82,75.150002,74.389999,74.449997,1945300,69.456718
"211",74.540001,74.949997,74.260002,74.309998,1887200,69.326103
"212",79.260002,80.660004,76.209999,79.150002,4749400,73.841499
"213",78.550003,80.220001,78.540001,78.910004,2583900,73.617584
"214",79.010002,79.949997,78.809998,79.870003,1731600,74.513191
"215",80,81.25,79.940002,81.010002,2669300,75.576752
"216",80.559998,81.650002,80.029999,81.129997,2534500,75.688683
"217",80.860001,81.150002,78.800003,79.529999,2097000,74.195999
"218",79.150002,79.779999,78.790001,79.589996,1604300,74.251968
"219",79.580002,79.959999,79.550003,79.739998,1306400,74.391914
"220",79.550003,80.050003,79.389999,79.43,1250200,74.382561
"221",79,79.519997,78.709999,78.800003,1831000,73.792595
"222",78.790001,79.220001,78.349998,78.540001,1707100,73.549133
"223",78.32,78.779999,78.050003,78.599998,1486300,73.605293
"224",78.720001,79.029999,78.470001,78.790001,1314600,73.783234
"225",79.209999,79.760002,79.050003,79.529999,1825000,74.476196
"226",79.419998,79.720001,79.089996,79.230003,1115800,74.195267
"227",79.25,79.709999,79.139999,79.18,682500,74.14843
"228",79.220001,79.699997,79.129997,79.580002,1141200,74.523033
"229",79.839996,81.129997,79.699997,81.029999,1787400,75.88089
"230",81.290001,82.120003,81.199997,81.809998,1669300,76.611313
"231",82.07,84.059998,81.779999,83.470001,3051900,78.165833
"232",83.459999,83.75,81.650002,83.400002,2486400,78.100281
"233",83.769997,84.290001,83.099998,83.309998,2309200,78.015999
"234",83.57,84.099998,83.029999,83.099998,1899500,77.819344
"235",83.339996,84.260002,83.150002,83.239998,1573900,77.950455
"236",83.059998,83.43,82.779999,83.050003,1580700,77.772522
"237",83.150002,83.690002,82.849998,83.32,1877100,78.025368
"238",83.32,83.32,82.279999,82.449997,1643900,77.210655
"239",82.309998,82.419998,81.650002,81.989998,1628500,76.779877
"240",82.18,82.739998,82.059998,82.190002,1640900,76.967186
"241",82.230003,82.779999,81.959999,82.040001,1406400,76.826691
"242",82.370003,82.809998,82.059998,82.300003,4271700,77.070198
"243",82.809998,83.5,82.760002,83.110001,1780600,77.828697
"244",83.410004,83.519997,82.849998,82.860001,1229400,77.594612
"245",83,83.080002,82.129997,82.129997,1157600,76.910973
"246",82.050003,82.879997,82.010002,82.5,1662100,77.257477
"247",82.779999,82.779999,82,82.400002,919900,77.163826
"248",82.389999,82.440002,81.970001,82.190002,666600,76.967186
"249",82.339996,82.559998,81.699997,82.400002,1051900,77.163826
"250",82.690002,82.690002,82.019997,82.669998,673300,77.416672
"251",82.639999,82.709999,81.589996,81.610001,1347600,76.424011
"252",82.150002,82.459999,81.480003,81.599998,1747800,76.414658
"253",81.230003,81.82,81.129997,81.529999,2554900,76.349113
"254",81.75,82.589996,81.529999,82.360001,1971200,77.126366
"255",82.589996,83.010002,82.360001,82.839996,1927100,77.575859
"256",82.720001,83.059998,82.120003,82.980003,1599400,77.706985
"257",83.07,83.160004,82.269997,82.760002,1701000,77.500969
"258",82.849998,82.849998,82.209999,82.550003,887100,77.304306
"259",82.580002,83.010002,81.940002,82.489998,1352700,77.2481
"260",82.760002,83.760002,82.449997,83.620003,1377300,78.306297
"261",84.07,84.339996,82.639999,82.93,1391200,77.660156
"262",83.32,83.519997,82.760002,83.089996,1678500,77.809975
"263",83.18,83.43,82.93,83.099998,1015200,77.819344
"264",83.43,83.910004,83.339996,83.809998,1677700,78.48423
"265",83.809998,84.919998,83.669998,84.910004,1469300,79.514328
"266",84.720001,86.339996,84.660004,85.839996,2010100,80.385231
"267",85.970001,86.099998,84.949997,85.239998,1192900,79.823357
"268",85.32,85.82,84.620003,85.660004,929800,80.216675
"269",85.68,86.239998,85.209999,86.199997,1332600,80.722359
"270",86.089996,86.93,85.93,86.480003,2303300,80.984566
"271",85,85.480003,84.370003,84.589996,1779600,79.214653
"272",84.620003,85.050003,84.25,84.589996,2132100,79.214653
"273",84.239998,84.470001,83.449997,83.980003,1685300,78.643425
"274",83.900002,84.589996,82.440002,82.629997,3161400,77.379211
"275",82.07,82.949997,79.489998,79.800003,2870300,74.72905
"276",78.349998,80.830002,76.349998,80.580002,3050100,75.459488
"277",80.07,81.940002,80,80.129997,3561100,75.038063
"278",78.010002,81.110001,75.879997,76.300003,4632800,71.451477
"279",77.290001,80.089996,76.43,79.309998,5100400,74.270172
"280",79.25,80.349998,77.419998,78.07,3023800,73.108986
"281",77.440002,77.970001,77.129997,77.769997,1512700,73.165428
"282",77.139999,78.68,76.32,77.879997,3108000,73.268913
"283",78.239998,79.290001,77.889999,78.970001,2901900,74.29438
"284",78.739998,79,78.220001,78.25,2688300,73.617012
"285",78.07,78.739998,77.370003,78.080002,2553700,73.457077
"286",77.900002,79.089996,77.800003,77.809998,2209900,73.203064
"287",77.900002,78.830002,77.900002,78.32,1881100,73.682854
"288",78.660004,79.849998,78.559998,79.800003,2329600,75.075241
"289",80.019997,80.779999,79.910004,80.57,1790000,75.799644
"290",80.599998,81.010002,80.18,80.18,2315800,75.432739
"291",80.699997,82.690002,80.620003,81.379997,3629400,76.561691
"292",80.980003,81.720001,79.239998,79.699997,2674000,74.981148
"293",78.629997,80.730003,78.099998,80.290001,2776700,75.536217
"294",79.949997,80.860001,79.720001,80.629997,1896100,75.856094
"295",81.089996,81.639999,80.650002,81.379997,1968700,76.561691
"296",80.720001,81.559998,80.440002,81.410004,1855800,76.58992
"297",81.709999,82.540001,81.629997,82.419998,2377400,77.5401
"298",82.589996,83.279999,82.260002,82.949997,1897700,78.038719
"299",83.290001,83.93,82.309998,82.410004,2666800,77.530716
"300",82.839996,83.220001,82.129997,82.349998,1890400,77.474251
"301",82.489998,82.769997,82.089996,82.269997,1692500,77.399002
"302",82.370003,83.900002,82.18,82.879997,2233700,77.972878
"303",82.919998,83.800003,82.82,83.5,2344100,78.556168
"304",83.279999,83.459999,81.400002,82.139999,2176400,77.276711
"305",82.5,83.470001,82.190002,83.089996,1855500,78.170441
"306",83.139999,83.519997,82.699997,82.809998,1302600,77.907013
"307",82.089996,83.379997,82.080002,82.18,1996300,77.314331
"308",82.410004,82.959999,81.68,81.68,2720600,76.843925
"309",82.580002,84.220001,82.559998,84.029999,2049900,79.054787
"310",84.239998,85.440002,83.510002,83.879997,3006200,78.913689
"311",83.959999,85.139999,83.959999,84.25,2476400,79.261757
"312",84.720001,85.669998,84.059998,85.129997,1718900,80.089653
"313",85.220001,85.82,82.889999,83.739998,2282900,78.781967
"314",83.75,84.339996,82.900002,84.110001,2463400,79.130043
"315",83.449997,85.559998,83.32,85.419998,2610400,80.362495
"316",85.949997,86.349998,85.089996,86.010002,1978500,80.917557
"317",85.440002,85.989998,83.93,84.459999,1891600,79.459328
"318",84.849998,85.419998,84.349998,84.449997,1490100,79.449928
"319",85.610001,85.879997,85,85.580002,2342900,80.513016
"320",85.5,86.150002,85.339996,85.440002,1586500,80.381317
"321",85.870003,86.669998,85.650002,85.75,1679000,80.672951
"322",86.050003,86.230003,85.059998,85.419998,1634000,80.362495
"323",86.110001,86.800003,85.949997,86.260002,1645000,81.152779
"324",86.599998,87.059998,86.309998,86.599998,1620800,81.472626
"325",86.660004,87.449997,86.660004,86.989998,1848400,81.839554
"326",86.650002,86.910004,85.980003,86.440002,1568400,81.32209
"327",86.290001,86.809998,86.059998,86.290001,1730500,81.180969
"328",86.43,86.580002,85.699997,85.889999,1835600,80.804665
"329",86.239998,86.739998,84.730003,85.18,1783300,80.136696
"330",85.239998,85.589996,84.709999,85.260002,1648900,80.211967
"331",86.050003,87.18,86.050003,86.760002,2899300,81.623154
"332",86.660004,87.339996,86.519997,87.050003,2225000,81.895988
"333",87.580002,88.07,87.099998,87.099998,3487800,81.943024
"334",87.110001,87.260002,85.639999,86.639999,3391900,81.510262
"335",84.199997,85.269997,80.029999,80.199997,6576900,75.451546
"336",80.489998,83.050003,80.459999,82.669998,5644800,77.775314
"337",82.400002,82.889999,81.75,82.43,2136500,77.54953
"338",82.779999,83.300003,82.330002,83.110001,3366400,78.189247
"339",83.5,83.839996,82.959999,83.510002,1641000,78.565582
"340",83.470001,84.5,83.120003,84.449997,1780200,79.449928
"341",84.580002,85.019997,84.239998,84.68,2375800,79.666298
"342",84.699997,85.190002,84.279999,84.620003,1419400,79.609863
"343",84.610001,84.690002,83.57,83.599998,1544600,78.650246
"344",83.099998,83.82,82.889999,83.339996,1600300,78.744736
"345",83.629997,83.900002,83.25,83.57,1743200,78.962051
"346",83.43,83.879997,82.809998,83,1982500,78.423477
"347",83.040001,83.419998,81.970001,82.339996,2477900,77.799873
"348",82.650002,83.059998,82.57,82.690002,1599500,78.130569
"349",83.029999,83.220001,82.25,82.379997,2367000,77.837662
"350",81.910004,83.190002,81.849998,83.089996,1691800,78.50853
"351",83.089996,83.709999,82.940002,83.470001,1621900,78.867561
"352",83.620003,83.870003,82.440002,82.529999,1814400,77.979385
"353",82.169998,82.360001,81.510002,81.910004,2147300,77.393578
"354",81.910004,82.919998,81.519997,82.510002,2628100,77.960503
"355",81.989998,82.419998,81.040001,81.330002,5390400,76.845558
"356",81.639999,82.480003,81.550003,81.910004,1978600,77.393578
"357",82.190002,82.379997,81.860001,82.290001,1464400,77.752625
"358",82.260002,83.360001,82.029999,82.910004,1940900,78.33844
"359",83.040001,83.660004,82.730003,83.610001,2843300,78.999855
"360",83.989998,84.709999,83.739998,84.190002,2243100,79.547867
"361",84.050003,84.199997,83,83.18,2824800,78.593567
"362",83.360001,83.489998,82.790001,83.110001,2950500,78.527405
"363",83.32,83.550003,83.050003,83.230003,2039100,78.640808
"364",83.230003,83.459999,82.559998,82.589996,2177900,78.036095
"365",82.989998,83.540001,82.739998,83.379997,2544100,78.782524
"366",83.220001,83.440002,81.589996,82.620003,4893100,78.064445
"367",82.379997,82.959999,82.010002,82.809998,3128000,78.24395
"368",81.889999,81.989998,80.870003,81.010002,3039500,76.543228
"369",81.470001,81.800003,80.760002,80.860001,2627800,76.401482
"370",81.160004,81.379997,79.629997,79.730003,1960100,75.333801
"371",80.139999,80.800003,80.010002,80.360001,3678300,75.929039
"372",80.040001,80.040001,78.43,78.589996,2040100,74.25663
"373",78.699997,80.139999,78.5,80.010002,2490100,75.598351
"374",81.25,82.25,78.790001,78.870003,2873600,74.521202
"375",78.599998,79.040001,77.43,77.889999,2165300,73.59523
"376",78.050003,78.849998,77.730003,78.220001,3246400,73.907043
"377",77.519997,78.150002,77.089996,78.110001,1599100,73.803123
"378",78.220001,78.510002,77.769997,77.839996,968300,73.547974
"379",78.110001,78.169998,77.379997,77.739998,1431000,73.453514
"380",77.93,78.480003,77.779999,78.269997,1392600,73.954285
"381",78.519997,79.440002,78.449997,79.169998,1598400,74.804672
"382",79.239998,79.779999,78.889999,79.309998,1232200,74.936935
"383",78.650002,79.18,78.470001,78.790001,1278000,74.445618
"384",79.389999,79.489998,78.870003,79.120003,1176800,74.757423
"385",78.970001,79.230003,78.550003,79.139999,936800,74.776306
"386",78.949997,79.190002,78.5,78.660004,762600,74.322792
"387",78.68,78.870003,78.419998,78.720001,770700,74.379494
"388",78.959999,79.610001,78.870003,79.489998,1650900,75.107018
"389",79.199997,79.699997,79.029999,79.330002,1585500,74.955849
"390",79.080002,79.779999,78.919998,79.309998,1426700,74.936935
"391",79.300003,79.449997,78.839996,78.949997,1019300,74.596809
"392",78.989998,79.349998,77.959999,78.25,1492100,73.935402
"393",77.68,78.720001,77.68,78.669998,1286300,74.33223
"394",78.669998,80.610001,78.529999,78.949997,2195100,74.596809
"395",79.459999,79.559998,78.349998,78.910004,1376600,74.55899
"396",78.940002,78.959999,78.279999,78.739998,1441200,74.398376
"397",78.849998,79.93,78.739998,79.290001,2030000,74.918045
"398",78.949997,79.629997,78.309998,79.470001,2766100,75.088112
"399",79,81.139999,78.220001,80.629997,2732500,76.184151
"400",80.900002,82.099998,80.669998,81.860001,2194000,77.346336
"401",81.879997,82.82,81.43,81.589996,1749000,77.091232
"402",81.57,81.989998,80.809998,81.330002,2181900,76.845558
"403",81.349998,82.160004,81.230003,81.919998,1531700,77.40303
"404",82.120003,83.07,82.120003,82.730003,1367000,78.168365
"405",82.290001,83.300003,82.07,82.940002,1915500,78.366791
"406",82.970001,83.339996,82.010002,82.379997,1343300,77.837662
"407",82.660004,83.440002,82.309998,83.089996,1727600,78.50853
"408",82.830002,83.290001,82.139999,82.870003,1529100,78.300644
"409",83.120003,84.410004,83.059998,84.199997,1722700,79.557312
"410",83.980003,84.120003,83.690002,83.809998,1664700,79.528854
"411",83.849998,84.360001,83.699997,84.110001,1739700,79.813515
"412",84.169998,84.57,83.720001,84.330002,1339500,80.022285
"413",84.379997,84.43,83.779999,83.809998,1146400,79.528854
"414",83.660004,83.970001,83.389999,83.519997,1186900,79.253654
"415",83.650002,84.370003,83.419998,84.139999,1038700,79.842003
"416",84.459999,84.830002,84.300003,84.489998,1290700,80.17411
"417",84.57,85.559998,84.43,85.370003,1817400,81.009163
"418",85.489998,86.629997,85.43,85.989998,1564500,81.597511
"419",85.879997,86.029999,85.379997,85.699997,1376500,81.322304
"420",85.699997,86.959999,85.669998,86.889999,2537300,82.451523
"421",86.739998,87.440002,86.529999,87.019997,1640800,82.574867
"422",86.830002,87.580002,86.610001,86.730003,2577900,82.299683
"423",86.68,88.150002,86.669998,87.919998,2209700,83.428902
"424",87.669998,88.660004,87.540001,88.400002,1394400,83.884377
"425",88.800003,88.980003,88.199997,88.459999,1299400,83.941322
"426",87.57,88.559998,87.279999,88.230003,1834900,83.723061
"427",88.029999,88.550003,87.809998,88.330002,1294800,83.81797
"428",89,89,88.160004,88.489998,1168200,83.969795
"429",88.589996,88.589996,87.769997,88.139999,1778800,83.637672
"430",87.830002,88.269997,87.099998,87.690002,1257500,83.210663
"431",87.5,88.529999,87.5,88.290001,1361900,83.780014
"432",88.529999,88.870003,88.199997,88.550003,867200,84.026718
"433",88.839996,89.349998,88.709999,88.959999,1098300,84.415779
"434",89.43,89.849998,89.099998,89.529999,3859500,84.956657
"435",89.120003,89.639999,88.730003,89.300003,1409800,84.738403
"436",89.379997,90.239998,89.300003,89.879997,1658500,85.288795
"437",90.029999,90.82,89.800003,89.879997,1303600,85.288795
"438",89.730003,90.639999,89.5,90.32,927900,85.706299
"439",90.279999,91.260002,90.07,90.910004,2074400,86.266182
"440",91.050003,91.269997,90.379997,90.419998,2007100,85.801186
"441",90.540001,90.779999,89.860001,89.980003,1504500,85.38369
"442",90.25,90.760002,89.720001,89.760002,1123600,85.174927
"443",89.5,89.739998,88.830002,89.57,1561200,84.994606
"444",89.760002,90.379997,89.760002,90,1371000,85.402649
