"","URI.Open","URI.High","URI.Low","URI.Close","URI.Volume","URI.Adjusted"
"425",154.990005,161.220001,153.820007,159.990005,1928200,159.990005
"426",159.520004,169.149994,159.509995,168.380005,2860700,168.380005
"427",169.229996,169.229996,165.350006,167.100006,1881700,167.100006
"428",167.940002,170.429993,166.199997,166.850006,1220100,166.850006
"429",167.089996,169.740005,166.649994,168.949997,1070600,168.949997
"430",169.259995,169.880005,164.419998,164.940002,1327100,164.940002
"431",165.179993,167.520004,164.369995,167.050003,1020900,167.050003
"432",167.5,172.410004,166.899994,168.960007,1091000,168.960007
"433",170.460007,173,168.259995,171.759995,1523900,171.759995
"434",172.119995,172.300003,168.779999,169.039993,1575000,169.039993
"435",168.5,168.899994,166.320007,168.070007,780000,168.070007
"436",168.429993,169.240005,166.899994,168.589996,698800,168.589996
"437",168.570007,170.729996,167.050003,167.860001,810700,167.860001
"438",169.279999,170.529999,167.240005,169.080002,588100,169.080002
