"","ANTM.Open","ANTM.High","ANTM.Low","ANTM.Close","ANTM.Volume","ANTM.Adjusted"
"56",166.440002,166.940002,164.850006,165.380005,1899200,156.352432
"57",165.880005,167.080002,161.539993,162.75,2199200,153.865952
"58",160.509995,162.339996,158.669998,162.190002,2355800,153.336578
"59",161.690002,165.029999,161.679993,164.600006,1324900,155.61496
"60",164.369995,165.770004,164,164.979996,1019900,155.974243
"61",164.850006,167.830002,164.679993,167.080002,1055800,157.959625
"62",166.589996,166.970001,164.929993,165.380005,1287700,156.352432
"63",165.380005,167.619995,165.350006,166.490005,1489200,157.401825
"64",166.630005,167.440002,164.850006,165.699997,858500,156.654922
"65",166.259995,166.850006,164.559998,164.75,1046000,155.756805
"66",164.630005,166.220001,163.869995,165.919998,1002200,156.86293
"67",165.410004,166.910004,165.080002,166.259995,1094600,157.184372
"68",166.380005,168.720001,166.350006,167.440002,1056000,158.299988
"69",166.940002,167.580002,165.729996,167.429993,1042900,158.290482
"70",166.649994,167.350006,165.240005,166.429993,1075700,157.345093
"71",165.940002,166.399994,164.649994,164.990005,1264200,155.983719
"72",165.509995,167.309998,164.910004,166.940002,900500,157.827271
"73",170,170.179993,165.649994,166.369995,966400,157.288361
"74",167.210007,167.600006,165.820007,166.789993,1069500,157.68544
"75",166.929993,169.440002,166.350006,168.070007,1761500,158.895584
"76",168,168.770004,166.5,167.800003,1225100,158.640274
"77",169.289993,169.889999,168.169998,168.410004,1004300,159.217026
"78",170,173.279999,169.529999,172.460007,2201400,163.045929
"79",174.119995,180.009995,174,179.029999,3561100,169.257324
"80",180.270004,184.449997,177.850006,178.300003,2621300,168.567139
"81",176.429993,179.149994,175.830002,177.889999,1741100,168.179504
"82",178.5,179.639999,176.850006,179.199997,1203800,169.418015
"83",179.679993,181.350006,178.229996,181.270004,1237700,171.375
"84",180.570007,181.949997,179.479996,179.940002,1297600,170.117645
"85",180.679993,181.449997,179.080002,179.889999,980700,170.070343
"86",180.820007,181.5,179.220001,180.300003,1215000,170.457962
"87",180.639999,181.389999,179.089996,179.830002,826400,170.013626
"88",179.729996,180.610001,177.559998,177.729996,2221800,168.028259
"89",177.919998,180.289993,177.509995,180.130005,1233100,170.297241
"90",180.100006,183.369995,178.869995,182.720001,1782200,172.74588
"91",181.270004,183.789993,180.720001,181.440002,1000500,171.535767
"92",180.720001,182.789993,179.600006,182.300003,1363100,172.348816
"93",182.179993,182.559998,179.570007,180.809998,1321300,170.94014
"94",180.809998,180.809998,176.020004,176.119995,1938500,166.506134
"95",176.100006,178.5,175.169998,176.690002,1353800,167.045044
"96",177,178.039993,175.869995,176.410004,1899400,166.780334
"97",176.899994,177.039993,174.960007,176.5,1660900,166.865372
"98",176.490005,177.899994,175.660004,177.710007,1709800,168.009354
"99",178.229996,181.229996,177.210007,180.080002,1426800,170.249985
"100",180.300003,182.520004,180.149994,181.5,1426400,171.592453
"101",181.929993,183.130005,180.600006,183.080002,897500,173.086212
"102",181.699997,185,180.850006,183.320007,1513100,173.313141
"103",183.820007,184.089996,181.25,182.350006,1807600,172.396057
"104",182.789993,188,182.690002,187.690002,1930800,177.44458
"105",187.130005,188.279999,185.860001,187.580002,1229800,177.340591
"106",187.350006,187.880005,186.009995,186.690002,928600,176.499176
"107",186.490005,189.179993,186.059998,187.649994,1303300,177.406769
"108",187.25,189.300003,186.570007,188.330002,1578700,178.668533
"109",188.330002,189,186.630005,187.589996,1613100,177.966492
"110",188.369995,188.690002,186.220001,186.919998,1880500,177.330856
"111",187.220001,187.309998,183.100006,186.740005,1804300,177.160095
"112",186.729996,187.669998,185.410004,187.160004,1107900,177.558548
"113",187.509995,189.080002,187.160004,188.770004,777000,179.085968
"114",187.279999,189.389999,187.110001,188.75,791700,179.066986
"115",189.360001,190.259995,188.470001,189.960007,1864300,180.214935
"116",190.330002,192.850006,189.949997,192.740005,1992500,182.852295
"117",192.25,193.130005,191.169998,192,1806900,182.150299
"118",192.330002,193.669998,190.960007,192.070007,2080000,182.216721
"119",192.130005,194.940002,192.130005,193.360001,2159400,183.440506
"120",194.039993,194.039993,189.910004,190.169998,3143700,180.414154
"121",190.199997,190.809998,186.789993,188.149994,2230800,178.497742
"122",188.710007,189.399994,186.639999,187.410004,1417900,177.795731
"123",188.589996,189.089996,187.399994,187.919998,1712300,178.279556
"124",188.860001,188.979996,186.490005,187.169998,1306000,177.568069
"125",187.490005,188.850006,187,188.130005,2034200,178.47876
"126",189.210007,191.179993,188.350006,189.600006,815300,179.873398
"127",189.490005,191.919998,189.190002,191.25,1397600,181.438766
"128",191,191.039993,189.199997,190.279999,1111200,180.518494
"129",191,192.240005,190.009995,191.610001,780700,181.780243
"130",190.949997,192.679993,190.550003,192.119995,1006600,182.264099
"131",191.479996,192.660004,190.740005,192.100006,1206200,182.245132
"132",192.429993,194.380005,191.630005,193.539993,1283900,183.611237
"133",193.380005,193.889999,191.139999,192.550003,1244800,182.672058
"134",192.479996,193.149994,191.529999,192.559998,1124500,182.681534
"135",192.669998,192.759995,191.600006,192.089996,942100,182.235626
"136",192.669998,193.25,188.009995,189.449997,1841700,179.731049
"137",189.809998,191.199997,189.520004,190.289993,1042800,180.527969
"138",190.179993,191.389999,189.729996,190.690002,1250700,180.907486
"139",190.100006,191.149994,189.990005,190.649994,1227900,180.869507
"140",190.970001,191.600006,189.800003,191,1139400,181.201538
"141",192,192.800003,190.289993,190.580002,1712400,180.803101
"142",181.190002,187.610001,179.559998,184.990005,2605100,175.499878
"143",184.529999,184.940002,182.039993,183.520004,1824000,174.105286
"144",183.669998,188.339996,182.330002,187.789993,1301100,178.156204
"145",187.820007,188.199997,186.130005,186.210007,1361000,176.657303
"146",187,188.169998,186.259995,186.669998,1226900,177.093658
"147",186.490005,189.889999,186.020004,188.949997,1260500,179.256775
"148",189.279999,191.830002,188.960007,191.440002,1155300,181.619003
"149",192.5,192.5,189.860001,190.479996,966800,180.708221
"150",190.330002,191.539993,189.259995,190.610001,811300,180.831589
"151",190.490005,193.360001,189.520004,191.979996,1226500,182.131287
"152",191.940002,193.160004,191.070007,192.850006,827800,182.956665
"153",191.949997,193.080002,189.529999,189.720001,1224400,179.987213
"154",190.5,190.75,188.919998,189.429993,1212400,179.712097
"155",190.220001,192.220001,190.220001,191.309998,939700,181.495682
"156",192,193.479996,191.350006,192.990005,864500,183.089478
"157",193.699997,194.580002,193.050003,193.350006,841600,183.431
"158",193.270004,193.949997,191.580002,191.960007,822200,182.112289
"159",192.449997,192.449997,190.699997,191.020004,1061200,181.220551
"160",191.300003,193.149994,191.080002,192.970001,1261700,183.07048
"161",192.970001,196.479996,192.070007,194.949997,1548500,184.948898
"162",194.240005,195.309998,193.690002,195.229996,1114100,185.214554
"163",195.220001,195.770004,192.240005,192.899994,1186200,183.004089
"164",193.589996,194.550003,192.589996,192.679993,1421000,182.795349
"165",193.039993,194.550003,192.699997,193.479996,1576700,183.554306
"166",192.789993,194.779999,192.770004,193.830002,1116700,183.886368
"167",193.520004,193.860001,191.479996,191.5,1892400,181.675903
"168",192.710007,196.320007,192.410004,196.039993,2437000,185.982986
"169",196.039993,197.570007,195.649994,197.429993,916400,187.301682
"170",196.419998,198.979996,195.660004,197.179993,1469400,187.064499
"171",197.600006,198.130005,192.509995,193.649994,1825500,183.715622
"172",192.949997,193.940002,191.880005,192.639999,1160900,183.420486
"173",192.710007,195.009995,192.339996,193.850006,1254200,184.572556
"174",195.149994,196.139999,193.889999,195.949997,1375400,186.572037
"175",195.889999,195.889999,188,189.240005,2707900,180.183151
"176",189.410004,191.990005,188.770004,189.720001,1340200,180.640152
"177",189.580002,190,186.589996,186.75,1988600,177.812332
"178",186.300003,187.889999,184.679993,186.589996,2608700,177.660019
"179",187.179993,187.520004,184.979996,185,1868000,176.146088
"180",186.5,186.5,180.929993,181.440002,3737800,172.756439
"181",181.389999,183.529999,179.399994,183.490005,3070500,174.708389
"182",183.110001,184.440002,182.149994,183.5,1637100,174.71788
"183",183.5,185.779999,180.710007,182.860001,2244300,174.108505
"184",183.009995,185.410004,181.139999,181.5,2044900,172.813599
"185",182.25,184.970001,182.089996,184.279999,1819600,175.460556
"186",184.779999,186.869995,183.490005,186.449997,1608400,177.526672
"187",185.949997,190.139999,185.529999,189.779999,2457300,180.697372
"188",189.389999,189.940002,187.809998,189.880005,1259300,180.792572
"189",191.210007,191.779999,190,191.110001,1520000,181.963669
"190",191.190002,193.380005,190.850006,193.229996,1030600,183.982208
"191",193.5,194.869995,193.229996,193.419998,973400,184.163101
"192",193.410004,194.050003,191.770004,192.919998,1187800,183.687027
"193",193.070007,194.139999,192.669998,193.220001,848000,183.972672
"194",192.820007,193.490005,189.929993,190.740005,1367400,181.611374
"195",190.339996,190.690002,187.360001,188.639999,1128100,179.611893
"196",188.779999,190.339996,187.550003,189.889999,1058800,180.802094
"197",190.570007,190.850006,188.589996,189.740005,1646300,180.659256
"198",185.5,187,182.309998,183.830002,3280000,175.032089
"199",183.330002,185.369995,182.710007,183.759995,1366100,174.965439
"200",184.160004,189.550003,183.690002,187.259995,2025700,178.297958
"201",190.380005,199.229996,190.009995,191.789993,3293400,182.61113
"202",191.270004,193.320007,187.75,193.199997,2270500,183.953659
"203",193.770004,196.949997,193.690002,194.690002,1234500,185.372345
"204",194.550003,197.490005,193.330002,195.639999,1028100,186.276855
"205",195.809998,196.529999,194.020004,195.25,1963800,185.905548
"206",200,209.740005,199.75,205.710007,3741200,195.86496
"207",206,209.910004,205.240005,206.910004,2114500,197.007523
"208",207,212,205.940002,211.339996,2219500,201.22551
"209",211,212.070007,208.639999,209.460007,1442900,199.435486
"210",209.660004,210,206.979996,209.210007,1266400,199.197433
"211",210.029999,210.979996,208.669998,209.529999,1857800,199.502106
"212",210.199997,211.360001,208.399994,210.589996,1087500,200.511337
"213",210.660004,213.449997,209.25,211.800003,1177200,201.663498
"214",213.600006,220,213.169998,216.300003,2516100,205.94812
"215",217.419998,220.75,214.479996,217.470001,1681900,207.062119
"216",216.309998,218.880005,215.169998,216.869995,1149300,206.490814
"217",215.75,217.110001,213.289993,215.979996,919700,205.643417
"218",216.130005,218.979996,214.949997,218.270004,1835400,207.823807
"219",217.179993,219.809998,216.789993,218.460007,2433000,208.004745
"220",218,219.490005,215.940002,218.449997,1316100,207.995209
"221",217.559998,219.139999,216.919998,218.199997,1190700,207.757156
"222",217.710007,222.210007,217.710007,220.889999,1459600,210.31842
"223",220.570007,222.240005,220.149994,220.830002,1203500,210.261322
"224",221,221.630005,218.009995,219.5,1304100,208.994965
"225",220.880005,221.649994,219.289993,220.020004,1559500,209.490082
"226",219.860001,221.029999,219.279999,220.419998,1215700,209.870911
"227",220.669998,221.470001,219.850006,220.389999,443200,209.842377
"228",220.809998,221.220001,219.389999,220.029999,2132500,209.499603
"229",220.770004,222.580002,219.240005,222.279999,1712000,211.641922
"230",222.770004,230.460007,222.669998,227.309998,2198500,216.431183
"231",227.429993,236.039993,226.729996,234.960007,4622400,223.715057
"232",235.5,236.389999,227.089996,232.339996,2742200,221.220444
"233",233.610001,233.610001,224.809998,224.949997,1856600,214.831375
"234",224.949997,225.100006,222.320007,223.490005,1870300,213.437057
"235",224.309998,224.309998,222.25,222.710007,1013000,212.692154
"236",222.639999,224.740005,222.509995,223.639999,1222400,213.580322
"237",225.639999,226.149994,224.110001,224.850006,981300,214.735886
"238",225.600006,227.679993,225.080002,226.020004,1401900,215.853256
"239",226.160004,229.089996,225.130005,228.75,2179500,218.460434
"240",229.740005,232.949997,228.360001,232.059998,2604700,221.621552
"241",231.630005,232.529999,226.119995,227.119995,1937500,216.903763
"242",227.509995,229.080002,225.759995,226.210007,3398400,216.034744
"243",228.270004,229.419998,224.539993,227.020004,1441500,216.808258
"244",227.059998,229.119995,225.449997,227.990005,1134300,217.734634
"245",227.990005,231.179993,227.779999,227.919998,1109900,217.667831
"246",228.860001,228.860001,224.960007,225.080002,934700,214.955505
"247",225.889999,226.820007,223.669998,225.600006,1215500,215.452133
"248",225.669998,226.929993,225.009995,225.429993,441200,215.289795
"249",226.210007,226.339996,224.119995,225.240005,1237400,215.108337
"250",226.199997,227.389999,225,227.039993,703400,216.827377
"251",227.809998,228.5,224.800003,225.009995,857900,214.888687
"252",225,226.600006,223.75,226,1291400,215.834137
"253",227.869995,229.550003,225.059998,229.149994,1302000,218.842438
"254",229.600006,231.410004,228.860001,230.210007,1063000,219.854767
"255",230.190002,234.539993,229.880005,234.339996,1427600,223.799011
"256",233.490005,233.490005,230.729996,231.820007,1630800,221.392365
"257",231.820007,235.470001,231.009995,234.660004,1777100,224.10463
"258",233.070007,234.770004,232.070007,233.889999,851200,223.369247
"259",234,237,233.899994,235,1520300,224.429306
"260",239.130005,240.399994,237.570007,239.820007,1916500,229.032486
"261",241.199997,243.809998,240.580002,241.75,1513800,230.875671
"262",243.009995,250.039993,242.160004,249.149994,1712100,237.942841
"263",250.25,250.25,247.009995,249.649994,1205700,238.420334
"264",250.649994,250.679993,249.350006,250.059998,1523500,238.81189
"265",250.149994,250.910004,248,250.5,1267400,239.232117
"266",250.470001,250.679993,248.710007,250.5,1007300,239.232117
"267",251.089996,253.869995,250.050003,252.990005,1472800,241.610107
"268",252.910004,254.410004,250.220001,251.350006,1075800,240.043854
"269",251.350006,258.529999,250.110001,258.190002,1213300,246.576187
"270",256.690002,259.040009,256.070007,257.019989,1975900,245.458817
"271",243.809998,249.470001,239.479996,243.440002,4527900,232.489685
"272",260.209991,267.950012,244.820007,247.850006,4063300,236.701279
"273",247.419998,248.919998,241.910004,243.929993,2001700,232.957596
"274",242.050003,243.839996,238.619995,239.179993,1380000,228.421265
"275",238.110001,239.669998,227.809998,230.449997,2016400,220.083969
"276",225.820007,236.350006,224.610001,234.830002,2347100,224.266968
"277",233.880005,240.679993,232.710007,238.440002,2311700,227.714584
"278",238.020004,240.25,230.419998,230.570007,2362400,220.198578
"279",232.289993,233.429993,225.339996,231.710007,2597200,221.287308
"280",232.679993,234.449997,230.460007,232.770004,1790900,222.299606
"281",230.830002,234.830002,229.360001,233.449997,1397900,222.94902
"282",231.710007,235.729996,231.460007,235.020004,1500200,224.44841
"283",237.100006,237.100006,229.330002,232.059998,1532800,221.621552
"284",231.360001,236.300003,231.360001,235.020004,1086600,224.44841
"285",233.279999,234.850006,231.619995,232.220001,998800,221.774368
"286",233,235.440002,232,232.029999,967000,221.592911
"287",233.270004,235.169998,232,233.679993,1023500,223.168671
"288",234.979996,235.559998,232.830002,235.240005,1052700,224.658524
"289",235.429993,238.660004,234.350006,238.220001,974300,227.504486
"290",238.880005,240.770004,237.039993,237.210007,1341500,226.539886
"291",237.470001,239.690002,235.339996,235.380005,1593700,224.792221
"292",234.649994,236.649994,229.300003,232.039993,1498400,221.602463
"293",230.880005,233.770004,229.309998,233.080002,989800,222.595673
"294",231.830002,232.910004,228.440002,232.039993,1244500,221.602463
"295",232.309998,233.389999,230.050003,232.75,991800,222.280518
"296",230.639999,232.160004,229.990005,231.860001,973000,221.430557
"297",231.990005,232.139999,227.360001,228.789993,1998700,219.207718
"298",230.440002,233.289993,228.199997,232.800003,1957200,223.049774
"299",232.199997,232.729996,229.25,229.860001,1962000,220.232925
"300",230.949997,231.889999,227.270004,230.220001,1783300,220.57785
"301",230.550003,230.979996,228.110001,229.029999,1670600,219.437683
"302",229.389999,231.369995,228.380005,230,1378600,220.36702
"303",230.789993,230.919998,228,228.110001,1834700,218.556168
"304",228.179993,229.149994,226.190002,227.990005,1088800,218.441223
"305",228.449997,230.910004,227.850006,229.979996,1326100,220.34787
"306",229.649994,229.649994,225.979996,225.990005,1316300,216.525009
"307",224.779999,225.610001,218.309998,218.850006,1571900,209.684021
"308",219.149994,219.759995,215.520004,215.630005,1481700,206.598907
"309",217.580002,221.339996,217.580002,221.080002,1594100,211.820648
"310",221.740005,223.720001,218.160004,219.440002,1338800,210.249359
"311",220.210007,223.059998,219.550003,221.479996,1509700,212.203857
"312",222.660004,223.479996,219.369995,219.699997,1634000,210.498428
"313",221.360001,224.639999,217.490005,220.130005,1935800,210.9104
"314",221.75,228.339996,220.240005,227.509995,1648400,217.981339
"315",224.399994,229,224.169998,228.419998,1572200,218.853226
"316",229.339996,231.309998,227.639999,230.729996,1227400,221.066467
"317",228.589996,230.169998,222.429993,224.779999,1786000,215.365677
"318",225.649994,227.759995,222.589996,222.869995,2151700,213.535645
"319",225.100006,226.179993,222.940002,224.949997,1380900,215.528549
"320",223.309998,224.580002,219.339996,220.320007,1355000,211.092453
"321",221.919998,224.190002,220.330002,220.460007,2027000,211.226624
"322",221.550003,223.669998,221.440002,222.020004,987500,212.721268
"323",223.839996,226.639999,222.339996,225.270004,1195700,215.835144
"324",228.039993,231.910004,226.970001,229.520004,2355300,219.90715
"325",229.990005,231.550003,228.5,230.649994,1089800,220.989838
"326",230.789993,231.169998,226.910004,227.669998,1011100,218.134613
"327",228.360001,229.759995,225.330002,226.070007,1129900,216.601639
"328",226.759995,228.5,225.520004,227.199997,1071300,217.684296
"329",227.850006,229.25,223.539993,225,2278200,215.576447
"330",230,239.449997,223.179993,238.839996,3850700,228.836807
"331",241.550003,245.800003,236.210007,237,3899300,227.073837
"332",236.839996,240.190002,235.610001,239.149994,2773200,229.13382
"333",239.710007,241.330002,235.550003,235.990005,1472600,226.106171
"334",235.830002,237.940002,233.070007,235.529999,1261100,225.665451
"335",234.25,234.940002,228.809998,229.179993,1743200,219.58139
"336",229.619995,231.300003,224.130005,230.770004,1685700,221.104797
"337",230,233.809998,227.690002,233.179993,1089200,223.413864
"338",233.149994,233.639999,228.089996,229.259995,1427800,219.658035
"339",228.179993,229.289993,223.410004,224.100006,1415700,214.714142
"340",224.710007,224.770004,219.960007,221.770004,1529200,212.481735
"341",222.869995,226.460007,221.779999,225.669998,1289000,216.218399
"342",225.559998,233.160004,224.740005,232.050003,1866400,222.331192
"343",232.960007,234.690002,229.910004,232.309998,1769000,222.580292
"344",231.990005,234.119995,230.070007,230.869995,975800,221.200592
"345",231.210007,233.350006,230.369995,232.399994,818700,222.66655
"346",232.130005,233,230.860001,231.789993,976000,222.082031
"347",231.570007,232.449997,230.779999,231.869995,899900,222.158722
"348",232.619995,234.389999,232.619995,233.649994,644600,223.864151
"349",233.419998,235.070007,232.080002,233.929993,919500,224.132462
"350",233.350006,234.279999,230,232.059998,907200,222.340759
"351",232.350006,232.350006,229.050003,230.619995,678400,220.96109
"352",231.029999,233.710007,230.130005,232.389999,795600,222.656967
"353",230.059998,231.589996,227.809998,229.289993,924400,219.686768
"354",230.270004,232.449997,229,231.580002,896800,221.880905
"355",231.429993,231.429993,221.259995,221.419998,2424500,212.146393
"356",222.779999,223.770004,220.800003,221.5,1697700,212.223053
"357",222.559998,225.460007,221.429993,225.240005,1237600,215.806412
"358",225.259995,228.5,224.699997,227.869995,1253800,218.326279
"359",227.589996,228.600006,225.559998,227.860001,1099700,218.316696
"360",227.850006,230.5,227.259995,229.589996,1448600,220.700623
"361",229.630005,229.779999,226.809998,228.300003,1016800,219.460617
"362",228.110001,234.220001,226.75,232.330002,1458900,223.334579
"363",231.970001,232.649994,226.229996,231.679993,1464500,222.709702
"364",232.5,236.949997,232,236.300003,1709300,227.150864
"365",236.960007,242.619995,236.889999,241.740005,2481000,232.380234
"366",241.039993,245.660004,239.809998,245.160004,2479600,235.667816
"367",244.720001,246.820007,243.029999,244.039993,1606200,234.591171
"368",242.320007,245.470001,242.210007,244.490005,1362100,235.023727
"369",244,245.570007,242.690002,243.949997,1268400,234.504639
"370",243.949997,244.839996,241.339996,243.080002,804300,233.66832
"371",243.080002,246.300003,241.550003,244.820007,1081000,235.340927
"372",243.889999,245.449997,241.610001,243.339996,1204700,233.918259
"373",242.899994,244.399994,240.710007,241.270004,1125700,231.928436
"374",241.270004,243.580002,238.970001,240.539993,1094600,231.226685
"375",239.639999,239.929993,233.479996,239.270004,1602500,230.005859
"376",239.5,242.039993,237.789993,238.029999,1184700,228.813828
"377",237.970001,238.449997,235.380005,238.270004,698000,229.044586
"378",238.880005,240.119995,237.619995,238.729996,569100,229.486771
"379",239.720001,241.759995,238.169998,240.050003,703300,230.755646
"380",240.25,242.800003,239.550003,242.149994,803000,232.774353
"381",240.380005,249.050003,239.990005,248.690002,1607200,239.061111
"382",250,250.580002,248.699997,249.520004,1262700,239.858994
"383",249.020004,252.050003,247.449997,249.580002,922300,239.916672
"384",250.860001,252.410004,249.970001,250.580002,1451700,240.877991
"385",250.179993,250.919998,249.710007,250.509995,1016000,240.810669
"386",250.429993,250.429993,247.5,248.279999,1027800,238.667007
"387",243.529999,247.020004,242,246.029999,1387700,236.50412
"388",246.100006,249.410004,245.850006,248.630005,1090800,239.003448
"389",248.570007,249.229996,246.550003,248.639999,947600,239.013046
"390",246.160004,249.289993,246.009995,248.520004,863900,238.89772
"391",248.389999,251.089996,247.690002,248.830002,1012400,239.195724
"392",249.429993,250,245.210007,246.080002,1468400,236.55217
"393",247.399994,248.75,240.289993,247.929993,2443000,238.330551
"394",249.529999,251.179993,246.619995,247.080002,999400,237.513443
"395",247.910004,249.869995,246.770004,249.479996,1056400,239.820557
"396",249.229996,253.889999,249.229996,252.210007,1520600,242.444824
"397",251.960007,253.669998,251.179993,253,1336500,243.204239
"398",255,256.380005,250.009995,252.270004,1328400,242.502518
"399",251.389999,257.079987,251.300003,256.529999,938800,246.597565
"400",256.540009,258.589996,254.419998,257.950012,767500,247.962616
"401",257.140015,259.209991,256.929993,258.130005,808700,248.135635
"402",258.130005,259.559998,257.76001,257.970001,591400,247.981812
"403",258.779999,260.869995,257.369995,260.540009,772300,250.452316
"404",260.459991,263.23999,260.459991,261.130005,697100,251.019485
"405",260.23999,262.140015,259.149994,260.040009,700500,249.971695
"406",260.850006,264.549988,260.049988,262.940002,913600,252.759415
"407",263.170013,266,263.01001,264.970001,931100,254.710785
"408",263.910004,265.059998,262.290009,264.170013,913700,253.941788
"409",265.649994,268.040009,264.480011,266.529999,1073700,256.210388
"410",266.920013,267.299988,263.859985,263.950012,940100,253.730255
"411",263.950012,263.959991,262.410004,263.170013,870100,252.980484
"412",262.790009,263.779999,261.899994,262.600006,727700,252.432541
"413",262.809998,263.470001,260.809998,262.940002,661200,252.759415
"414",262.790009,265.559998,262.350006,264.279999,761900,254.04747
"415",264.350006,266,263.890015,265.380005,883600,255.104919
"416",266.380005,266.869995,264.709991,266.230011,815500,255.921997
"417",267.26001,267.709991,266.299988,266.709991,691500,256.383392
"418",266.959991,268.130005,265.790009,267.130005,650300,256.78717
"419",267.019989,267.019989,264.309998,265.01001,769400,254.749313
"420",264.320007,265.390015,263.179993,264.730011,1149100,254.480072
"421",264.170013,266.109985,262.709991,263.700012,1164200,253.48999
"422",267.390015,268.279999,265.220001,267.850006,2045000,257.479279
"423",267.779999,272.359985,267.040009,270.890015,1502600,260.401611
"424",269.869995,273.140015,269.359985,271.899994,1824000,262.098114
"425",267.730011,269.040009,261.76001,262.589996,1984500,253.123764
"426",261.940002,264.279999,260.799988,264.170013,1294200,254.646805
"427",263.75,267.809998,263.690002,266.339996,873700,256.738495
"428",267.470001,270.880005,265.950012,270.339996,1204400,260.59436
"429",270.200012,272.26001,269.769989,270.779999,1030200,261.018524
"430",272.170013,274,269.299988,269.630005,970000,259.910004
"431",269.290009,272.700012,268.98999,270.970001,1080700,261.201691
"432",271.76001,272.660004,270.399994,271.850006,1101000,262.049927
"433",272.350006,275.070007,272.089996,274.119995,1267700,264.238098
"434",274.220001,276,272.519989,272.519989,2717000,262.69577
"435",271.899994,274.690002,270.600006,273.230011,1047000,263.380157
"436",273.730011,274.329987,269.700012,270.25,1172400,260.507629
"437",270,271.529999,268.869995,269.459991,786600,259.746033
"438",270,273.220001,269.649994,271.640015,916900,261.847504
"439",271.609985,274.220001,269.959991,274.049988,1053800,264.170624
"440",274.76001,278.109985,273.769989,276.200012,1015300,266.243134
"441",276.299988,277.850006,275.049988,276.119995,922500,266.165985
"442",276.920013,277.200012,275.309998,276.23999,707200,266.281708
"443",276.410004,276.880005,273.220001,274.98999,693900,265.076752
"444",275.660004,277.980011,274.309998,275.920013,655900,265.973206
"445",275.950012,277.98999,274.609985,277.390015,833300,267.390259
"446",277.420013,280.429993,275.220001,279.179993,923800,269.115662
