"","AME.Open","AME.High","AME.Low","AME.Close","AME.Volume","AME.Adjusted"
"104",61.200001,61.75,60.830002,61.509998,1627100,59.68375
"105",61.59,62.189999,61.360001,61.860001,1186100,60.023365
"106",61.869999,62.130001,61.669998,61.799999,741900,59.965145
"107",61.380001,61.759998,61.25,61.5,1256100,59.674042
"108",61.66,61.830002,61.23,61.529999,1070300,59.703156
"109",61.529999,62.02,61.25,61.959999,1190300,60.12038
"110",62.060001,62.860001,61.970001,62.380001,1580700,60.527916
"111",62.34,62.669998,61.75,61.759998,1200800,59.926327
"112",61.880001,62.259998,61.720001,62.049999,586100,60.207722
"113",62.07,62.119999,61.43,61.540001,900600,59.799583
"114",61.169998,62.240002,61.099998,62.209999,783300,60.450649
"115",62.290001,62.619999,61.939999,62.330002,1464400,60.567257
"116",62.540001,62.889999,62.330002,62.860001,707500,61.082256
"117",62.689999,62.75,61.830002,61.869999,977900,60.120262
"118",61.84,61.869999,60.450001,60.509998,1984100,58.798717
"119",60.540001,60.830002,60.259998,60.580002,994000,58.866745
"120",60.540001,60.73,60.380001,60.43,1653200,58.720985
"121",60.709999,60.990002,60.25,60.419998,1160000,58.711262
"122",60.32,60.419998,60.09,60.09,773000,58.390598
"123",60.450001,60.810001,60.23,60.57,848600,58.857021
"124",60.669998,60.810001,59.560001,60,1839500,58.303143
"125",60.34,60.939999,60.34,60.57,2045300,58.857021
"126",61,61.68,60.740002,61.209999,563100,59.478928
"127",61.23,61.599998,61.150002,61.220001,988800,59.488644
"128",60.970001,61.330002,60.720001,61.169998,1050200,59.440052
"129",61.349998,62.040001,61.07,61.560001,849500,59.819027
"130",61.540001,62.139999,61.369999,61.700001,1072900,59.95507
"131",61.650002,61.82,60.73,61.619999,1020300,59.877331
"132",62,62.310001,61.889999,62.220001,973000,60.460365
"133",62.23,62.240002,61.700001,61.759998,735000,60.013371
"134",61.799999,62.09,61.57,61.900002,758800,60.149418
"135",61.869999,61.950001,61.470001,61.869999,1014700,60.120262
"136",61.66,61.75,61.310001,61.41,537700,59.673267
"137",61.619999,61.630001,61.279999,61.619999,742000,59.877331
"138",61.580002,61.720001,61.07,61.139999,650000,59.4109
"139",60.860001,60.919998,60.5,60.91,1096300,59.187408
"140",61.060001,61.369999,61.029999,61.209999,686500,59.478928
"141",61.619999,61.91,61.32,61.779999,878100,60.03281
"142",61.779999,61.959999,61.349998,61.509998,637400,59.770443
"143",61.619999,61.709999,61.189999,61.599998,1167500,59.857895
"144",61.639999,62,61.290001,61.849998,871400,60.100826
"145",62.009998,62.009998,61.549999,61.580002,771300,59.838463
"146",61.740002,62.080002,61.09,61.619999,1200900,59.877331
"147",61.310001,64.970001,60.950001,64.230003,3210400,62.413513
"148",64.339996,64.949997,63.810001,64.400002,1078100,62.578701
"149",64.510002,64.730003,64.230003,64.519997,815300,62.695313
"150",64.440002,64.589996,64.129997,64.190002,641800,62.374649
"151",64.080002,64.400002,63.630001,63.799999,594600,61.995678
"152",63.650002,63.830002,63.23,63.560001,886600,61.762459
"153",63.240002,63.41,62.689999,62.740002,618000,60.965656
"154",62.610001,63.02,62.41,62.580002,711900,60.810181
"155",63,63.470001,62.860001,63.119999,770600,61.334904
"156",63.25,63.419998,63.07,63.110001,536900,61.325191
"157",63.419998,63.439999,63.080002,63.110001,541600,61.325191
"158",63.029999,63.27,62.77,62.790001,1270200,61.014244
"159",62.610001,63.169998,62.459999,62.939999,875100,61.159992
"160",62.869999,63,62.23,62.380001,597600,60.615833
"161",62.57,63.080002,62.330002,62.939999,690100,61.159992
"162",62.59,62.700001,62.099998,62.459999,819200,60.693577
"163",62.549999,63.029999,62.459999,62.509998,759600,60.742157
"164",62.799999,63,62.389999,62.52,577100,60.751884
"165",62.59,62.779999,62.119999,62.380001,431900,60.615833
"166",61.84,62.650002,61.77,62.57,678200,60.800465
"167",62.509998,62.790001,62.470001,62.68,684300,60.907364
"168",62.700001,63.299999,62.66,63.25,1187900,61.461231
"169",63.299999,63.52,62.919998,63.23,1101500,61.441799
"170",63.209999,63.459999,62.830002,63.009998,793700,61.228016
"171",63.400002,63.490002,63.040001,63.459999,848300,61.665295
"172",63.509998,63.630001,62.82,63.599998,702600,61.801331
"173",63.52,64.279999,63.279999,64.050003,1163700,62.238609
"174",64.32,64.519997,63.860001,64.410004,1034600,62.588428
"175",64.57,65.029999,64.519997,64.919998,864900,63.083992
"176",64.730003,65.110001,64.559998,65.099998,517800,63.258915
"177",65,65.300003,64.699997,65.260002,760900,63.502167
"178",65.220001,65.839996,65.059998,65.330002,1328300,63.570301
"179",65.489998,66.360001,65.360001,66.309998,1016400,64.523895
"180",66.199997,66.489998,66.040001,66.370003,657800,64.582275
"181",66.529999,66.639999,66.080002,66.400002,1283700,64.611473
"182",66.360001,66.699997,66.029999,66.110001,860900,64.329277
"183",66.07,66.169998,65.440002,65.589996,1015500,63.823292
"184",65.57,65.739998,64.809998,65.029999,1338700,63.278374
"185",65.129997,65.769997,65,65.419998,1197300,63.65786
"186",65.660004,66.389999,65.660004,66.269997,1510500,64.484962
"187",66.199997,66.300003,65.260002,65.550003,940000,63.78437
"188",65.470001,66.18,65.449997,66.040001,794500,64.261154
"189",66,66.839996,65.650002,66.830002,889500,65.029892
"190",66.800003,66.889999,66.07,66.290001,1013100,64.504425
"191",66.220001,67.050003,66.080002,66.949997,661000,65.146645
"192",66.900002,67.07,66.519997,66.860001,1070600,65.059082
"193",66.769997,67.010002,66.489998,66.989998,642200,65.185577
"194",67,67.360001,66.739998,67.110001,623300,65.302361
"195",67.260002,67.379997,66.93,67.160004,1086500,65.351006
"196",67.150002,67.190002,66.739998,66.970001,880800,65.166115
"197",66.889999,67.589996,66.889999,67.110001,982000,65.302361
"198",67.550003,67.650002,67.150002,67.199997,860600,65.389931
"199",67.5,67.779999,67,67.769997,518700,65.944557
"200",67.75,68.190002,67.75,67.919998,885200,66.090523
"201",68.040001,68.139999,67.57,67.919998,984600,66.090523
"202",67.699997,68.400002,67.470001,68.400002,680400,66.557602
"203",68.709999,68.830002,68.309998,68.580002,810400,66.73275
"204",68.620003,68.839996,68.300003,68.489998,1178400,66.645164
"205",68.580002,69.07,68.580002,68.730003,889500,66.878723
"206",68.699997,69.050003,67.830002,68.510002,987100,66.664635
"207",68.93,69.309998,68.529999,69.230003,843300,67.365234
"208",69.099998,69.419998,68.75,69.190002,1006300,67.326309
"209",70.260002,70.260002,67.610001,67.629997,1634500,65.808342
"210",67.75,67.980003,67.300003,67.489998,1406400,65.672104
"211",67.940002,67.970001,66.919998,67.25,1860900,65.438576
"212",67.790001,68.510002,66.970001,68.379997,3550300,66.538132
"213",68.779999,69.110001,67.489998,67.660004,2380600,65.837524
"214",67.75,68.760002,67.620003,68.550003,1500000,66.70356
"215",68.589996,68.889999,68.279999,68.559998,1352000,66.713287
"216",68.25,68.599998,67.529999,68.050003,1322200,66.217041
"217",67.699997,68.599998,67.599998,68.010002,1284000,66.178108
"218",67.849998,68.339996,67.68,68.230003,1039700,66.392181
"219",68.129997,68.989998,68.029999,68.889999,1953500,67.034386
"220",68.629997,69.5,68.629997,69.489998,1927400,67.618233
"221",69.010002,69.440002,68.639999,68.82,1813800,66.966278
"222",69.230003,70.43,69,70.120003,1985100,68.231285
"223",69.949997,70.43,69.690002,70.260002,2939400,68.3675
"224",70.379997,70.949997,70.209999,70.660004,1761800,68.756721
"225",70.809998,71.239998,70.199997,70.349998,1473700,68.455078
"226",70.43,70.57,70.050003,70.239998,1000200,68.348038
"227",70.32,70.540001,70.099998,70.239998,280800,68.348038
"228",70.32,70.800003,70.230003,70.599998,911500,68.698334
"229",70.82,72.029999,70.769997,72,1510600,70.060638
"230",72.089996,72.089996,71.269997,71.68,1357400,69.749237
"231",71.779999,73.059998,71.779999,72.690002,1569700,70.732048
"232",72.599998,72.790001,70.57,72.089996,1321700,70.148201
"233",72.610001,72.940002,71.739998,71.790001,988900,69.856277
"234",71.699997,71.959999,70.860001,71.050003,1117600,69.222992
"235",71.080002,71.559998,70.879997,71.040001,729300,69.213257
"236",71,71.459999,70.739998,71.400002,1103600,69.564011
"237",71.699997,71.910004,71.349998,71.739998,865500,69.895256
"238",71.830002,72.099998,71.610001,71.910004,953500,70.060898
"239",71.919998,72.279999,71.800003,72.129997,1060900,70.27523
"240",72.050003,72.300003,71.68,71.709999,740800,69.866035
"241",71.949997,72.139999,70.940002,70.959999,807000,69.135315
"242",71.169998,71.410004,71.040001,71.220001,3172300,69.388634
"243",71.389999,72.260002,71.389999,71.5,1240200,69.661415
"244",71.809998,72.32,71.330002,72.059998,1519700,70.207016
"245",72.139999,72.669998,72.040001,72.480003,1553000,70.616234
"246",72.800003,72.93,72.32,72.620003,681600,70.752632
"247",72.889999,72.940002,72.260002,72.599998,565500,70.733147
"248",72.709999,72.709999,72.349998,72.540001,235500,70.674667
"249",72.699997,72.919998,72.449997,72.669998,507500,70.801346
"250",72.910004,72.93,72.050003,72.870003,570400,70.996193
"251",73,73.059998,72.370003,72.470001,886600,70.606468
"252",72.889999,73.290001,72.139999,72.75,791800,70.87928
"253",72.43,73.389999,72.43,73.389999,1118500,71.502823
"254",73.669998,74.5,73.599998,73.980003,1166500,72.077675
"255",74.120003,74.300003,73.519997,73.790001,2135000,71.89254
"256",73.730003,74.339996,73.199997,74.279999,1642300,72.369926
"257",74.190002,74.360001,73.75,74,1166500,72.097145
"258",73.790001,73.93,73.459999,73.720001,789000,71.824341
"259",73.760002,74.580002,73.620003,74.57,930400,72.652496
"260",74.889999,75.419998,74.599998,75.199997,738700,73.266281
"261",75.449997,75.620003,74.589996,74.910004,773300,72.983749
"262",75.379997,76.139999,75.050003,76.029999,1297600,74.074936
"263",76.360001,76.440002,75.800003,76.07,1174100,74.113922
"264",76.410004,77.32,76.410004,76.980003,1649700,75.000534
"265",76.800003,76.940002,76.099998,76.5,792300,74.53286
"266",76.480003,77.379997,76.349998,77,823500,75.020004
"267",77.129997,77.349998,76.099998,76.900002,806900,74.922569
"268",77.370003,77.540001,76.379997,76.980003,695200,75.000534
"269",77.370003,78.089996,76.779999,78.080002,775300,76.07222
"270",77.739998,78.160004,77.470001,77.489998,1029700,75.497406
"271",77.330002,77.900002,76.550003,76.550003,1638400,74.581573
"272",76.739998,77.239998,75.93,76.300003,1612100,74.337997
"273",77.309998,78.510002,76.150002,77.910004,1625800,75.906609
"274",77.839996,78.370003,77.160004,77.25,1949800,75.263565
"275",76.779999,77.459999,73.879997,73.900002,2557600,71.999718
"276",72.410004,75.32,71.580002,74.709999,2698900,72.788879
"277",74.25,75,74.099998,74.160004,1569100,72.253029
"278",74.129997,74.489998,72.010002,72.050003,1594500,70.197289
"279",72.730003,72.919998,71.160004,72.300003,2040000,70.440872
"280",73.050003,74.330002,72.639999,74,1739800,72.097145
"281",73.860001,74.559998,73.510002,74.419998,981300,72.506348
"282",74.050003,74.870003,73.839996,74.709999,902200,72.788879
"283",75.349998,75.870003,74.550003,75.839996,1162000,73.889824
"284",75.559998,76.940002,75.419998,76.550003,1390600,74.581573
"285",76.139999,77.059998,75.639999,75.720001,1143800,73.772919
"286",75.82,77.110001,75.82,76.349998,1261500,74.386711
"287",76.489998,77.139999,76.290001,76.470001,744600,74.503647
"288",76.889999,77.050003,75.900002,76.760002,1006000,74.786179
"289",77.190002,78.620003,76.949997,78.400002,1271600,76.383995
"290",78.349998,79.099998,77.669998,77.68,1054100,75.682518
"291",77.879997,78.019997,75.709999,75.739998,1494100,73.792397
"292",75.75,75.879997,73.730003,74.18,985400,72.272522
"293",73.559998,74.699997,73.190002,74.519997,997200,72.603775
"294",73.970001,75.489998,73.610001,75.199997,935100,73.266281
"295",75.529999,76.129997,74.779999,76.110001,1074000,74.152878
"296",75.279999,76.68,74.290001,76.519997,1322200,74.552353
"297",76.75,77.279999,76.349998,77.25,849000,75.263565
"298",77.800003,78.809998,77.57,78.790001,778900,76.763977
"299",78.809998,78.870003,78.110001,78.349998,969000,76.335289
"300",78.519997,79.32,78.129997,78.379997,807500,76.364517
"301",78.949997,79.010002,78.080002,78.199997,766100,76.189133
"302",78.360001,78.580002,77.82,77.959999,612400,76.091537
"303",77.949997,78.830002,77.730003,78.68,1433900,76.794296
"304",78.360001,78.519997,77.169998,77.870003,830500,76.003685
"305",78.199997,78.959999,78.07,78.43,982700,76.55027
"306",78.599998,79.150002,78.129997,78.129997,998700,76.257477
"307",77.400002,77.839996,76.120003,76.18,1226200,74.354202
"308",76.400002,76.82,74.529999,74.610001,931600,72.821838
"309",75.709999,76.93,74.980003,76.790001,924200,74.949593
"310",76.879997,77.010002,74.910004,75.07,1164000,73.270805
"311",75.040001,75.589996,74.519997,74.949997,1230500,73.153679
"312",75.489998,76.559998,75.32,75.970001,852000,74.149223
"313",75.970001,75.970001,73.519997,74.660004,841300,72.870636
"314",74.870003,75.669998,74.400002,75.629997,982000,73.817383
"315",74.440002,75.889999,73.889999,75.669998,883200,73.856422
"316",76.040001,76.739998,75.900002,76.410004,867500,74.57869
"317",75.410004,75.860001,72.720001,73.540001,1201400,71.777481
"318",74.230003,74.860001,73.230003,73.370003,1077300,71.611549
"319",74.589996,75,74.07,74.529999,969600,72.743752
"320",73.870003,74.510002,73.620003,74.07,858000,72.294769
"321",75.150002,75.739998,74.75,75.150002,1229500,73.348885
"322",75.559998,75.779999,74.610001,74.940002,679700,73.143921
"323",75.68,76.139999,75.269997,75.599998,646600,73.788101
"324",75.910004,76.620003,75.68,76.379997,935200,74.549393
"325",76.769997,77.199997,76.410004,76.980003,750300,75.13504
"326",76.860001,77.129997,76.129997,76.529999,641600,74.695808
"327",76.050003,76.32,75.32,75.809998,1349700,73.993065
"328",75.860001,76.040001,74.540001,74.830002,1225000,73.036552
"329",74.949997,75.239998,70.849998,71.82,1736800,70.098686
"330",71.300003,72.050003,70.57,71.949997,2431200,70.225586
"331",72.059998,72.169998,71.029999,71.5,1452800,69.786369
"332",71.529999,71.529999,70.300003,70.949997,1931800,69.249557
"333",71.080002,71.279999,69.790001,69.800003,1861200,68.127113
"334",69.739998,69.779999,68.57,69.260002,3139500,67.600044
"335",70.110001,72.360001,69.970001,70.150002,2751400,68.468727
"336",70.010002,71.059998,69.5,69.989998,4585800,68.312561
"337",69.709999,71.660004,69.580002,71.5,3295700,69.786369
"338",71.639999,72.889999,71.5,72.800003,1849900,71.055214
"339",72.889999,73.540001,72.650002,73.449997,1748000,71.689636
"340",73.779999,75.050003,73.389999,74.800003,1879500,73.007271
"341",75.209999,75.209999,74.269997,74.690002,1788800,72.899918
"342",74.790001,75.160004,74.290001,74.809998,1374500,73.017021
"343",75.019997,75.019997,74.050003,74.25,1078600,72.470467
"344",74,74.550003,73.699997,74.25,1316800,72.470467
"345",74.379997,75.160004,74.080002,74.919998,1189900,73.124405
"346",74.959999,75.709999,74.68,75.330002,1264400,73.524582
"347",75.389999,76.099998,75.199997,75.540001,1187100,73.729546
"348",76,76.690002,76,76.239998,1069700,74.412766
"349",76.360001,76.529999,75.5,75.57,918500,73.758812
"350",75.029999,75.190002,74.209999,74.919998,1024200,73.124405
"351",74.900002,76.120003,74.769997,76.059998,1332300,74.237061
"352",75.739998,76.07,74.900002,75.089996,1126100,73.290329
"353",74.400002,74.599998,73.199997,73.610001,1153900,71.845802
"354",74.099998,75.050003,73.900002,74.709999,1414400,72.919426
"355",74.790001,74.889999,72.949997,73.029999,2477400,71.279694
"356",73.769997,74.639999,73.519997,74.209999,1238900,72.431419
"357",74.580002,74.830002,74.209999,74.720001,895100,72.929192
"358",74.720001,75.699997,74.720001,75.610001,1569100,73.797852
"359",75.650002,75.959999,75.139999,75.959999,1245200,74.139465
"360",76,76.199997,75.370003,75.779999,831400,73.963791
"361",75.769997,75.879997,75.279999,75.75,608300,73.934517
"362",75.75,76.120003,75.440002,75.620003,1557400,73.807617
"363",75.769997,76.010002,75.470001,75.849998,654100,74.032104
"364",76.019997,76.209999,75.269997,75.330002,1010000,73.524582
"365",75.260002,75.599998,74.519997,74.839996,887300,73.182335
"366",74.540001,75.169998,74.150002,75.089996,1503800,73.426788
"367",74.389999,75.019997,74.050003,74.889999,838800,73.231216
"368",73.989998,74.190002,72.690002,73.379997,1209700,71.754654
"369",73.879997,73.879997,73.089996,73.309998,771200,71.686218
"370",72.919998,72.919998,71.860001,72.489998,1495600,70.884377
"371",73.089996,73.349998,72.690002,73,1444800,71.383095
"372",72.760002,72.889999,71.699997,72.5,1310500,70.894157
"373",72.650002,73.07,72.239998,72.290001,1060000,70.68882
"374",72.68,73.690002,71.480003,71.510002,1468400,69.926086
"375",71.57,72.050003,71.040001,71.709999,894600,70.121658
"376",72.160004,73,72,72.160004,1282500,70.561699
"377",71.459999,71.949997,70.790001,71.910004,1244100,70.317223
"378",72.43,72.790001,71.419998,71.57,532300,69.984756
"379",72.059998,72.129997,71.300003,71.980003,961200,70.385681
"380",71.82,72.230003,71.599998,71.889999,613100,70.297668
"381",71.940002,73.099998,71.940002,73.029999,769700,71.412399
"382",73.449997,73.720001,73.129997,73.370003,1442100,71.744881
"383",72.629997,72.93,71.800003,72.059998,976400,70.463898
"384",72.669998,73.309998,72.160004,73.209999,824200,71.588417
"385",73.099998,73.910004,73.099998,73.699997,550200,72.067574
"386",73.75,73.900002,72.769997,72.970001,515400,71.35376
"387",72.849998,73.370003,72.650002,73.18,804200,71.559097
"388",73.349998,73.860001,73.080002,73.760002,733600,72.126259
"389",73.470001,73.779999,73.269997,73.639999,639800,72.008896
"390",73.32,74.029999,73.190002,73.57,763100,71.94046
"391",73.449997,73.449997,72.639999,72.709999,809600,71.099503
"392",73.220001,73.889999,73.120003,73.440002,1025300,71.813332
"393",73.370003,75.43,73.279999,75.32,1580300,73.651672
"394",75.169998,77.139999,75.169998,77.099998,1446900,75.39225
"395",77.199997,77.440002,76.410004,76.849998,948100,75.147804
"396",76.940002,77.739998,75.870003,76.07,2009100,74.385086
"397",76.419998,78.010002,75.220001,77.800003,1946300,76.076759
"398",77.849998,77.889999,76.489998,76.82,2060000,75.118469
"399",76.419998,77.169998,76.059998,76.760002,1225500,75.059799
"400",76.849998,77.110001,75.940002,76.57,1013400,74.874001
"401",76.739998,76.800003,76.110001,76.32,794900,74.629547
"402",76.580002,77.599998,76.57,77.489998,1075500,75.773628
"403",77.519997,77.559998,77.019997,77.169998,724400,75.460716
"404",77.25,77.550003,76.480003,76.660004,1295100,74.962029
"405",76.209999,76.32,75.57,75.879997,1453000,74.199287
"406",76,76.459999,75.269997,75.660004,1313400,73.984161
"407",75.790001,76.139999,75.589996,75.82,990500,74.140625
"408",75.290001,75.489998,74.5,75.099998,1165200,73.436577
"409",75.489998,76.199997,75.279999,75.730003,876700,74.05262
"410",75.730003,76.470001,75.510002,76.309998,1422600,74.619774
"411",76.389999,76.830002,76.300003,76.580002,960200,74.883789
"412",76.75,77.150002,76.610001,77,1455800,75.294495
"413",76.760002,76.860001,75.93,76.120003,564800,74.433975
"414",76.120003,76.309998,75.629997,75.830002,867800,74.150391
"415",76.110001,76.260002,75.620003,76.209999,764300,74.521988
"416",76.57,77.379997,76.480003,77.059998,637400,75.353142
"417",77.389999,77.830002,77.230003,77.330002,751800,75.617188
"418",77.599998,77.599998,77.029999,77.32,736800,75.607414
"419",77.209999,77.370003,76.290001,76.449997,743400,74.756653
"420",76.220001,77.029999,76.120003,76.959999,852300,75.255371
"421",76.739998,76.910004,75.93,76.720001,1163000,75.020676
"422",76.57,78.139999,76.419998,78,1515200,76.272331
"423",78.129997,78.889999,78.07,78.290001,1306800,76.555908
"424",78.129997,78.720001,77.610001,78.089996,1273400,76.360344
"425",78.559998,79.739998,78.379997,79.379997,1449100,77.62178
"426",79.099998,80.209999,78.900002,79.489998,1529300,77.729332
"427",79.440002,79.900002,79,79.739998,1127400,77.973793
"428",79.900002,80.860001,79.830002,80.690002,1012800,79.041519
"429",80.589996,81.18,80.389999,80.830002,721900,79.178673
"430",80.870003,81.160004,80.440002,80.790001,839200,79.139465
"431",81,81.540001,80.389999,81.5,1230500,79.834969
"432",81.650002,81.650002,80.93,80.959999,1474400,79.306007
"433",81.32,81.510002,80.480003,81.379997,940900,79.71743
"434",81.580002,81.919998,81.260002,81.529999,1507200,79.864372
"435",81.360001,81.360001,80.440002,80.540001,929500,78.894592
"436",80.330002,80.400002,79.739998,80.040001,1317900,78.404808
"437",79.989998,80.260002,79.290001,79.389999,987800,77.768089
"438",79.489998,79.82,78.910004,78.93,652100,77.317474
"439",78.82,79.620003,78.720001,79.120003,959200,77.503586
"440",79.669998,79.959999,79.309998,79.709999,1034600,78.081543
"441",79.82,80.18,79.559998,79.68,687700,78.052155
"442",79.940002,80.050003,79.519997,79.82,1071800,78.189293
"443",79.650002,80.32,78.93,79.25,813400,77.630951
"444",79.260002,79.43,78.089996,78.650002,805700,77.043198
"445",78.400002,78.470001,77.190002,77.919998,1048000,76.32811
"446",77.800003,77.919998,76.760002,76.800003,1036100,75.230995
"447",76.5,76.699997,74.129997,74.18,1623800,72.664528
"448",73.989998,74.110001,71.650002,71.849998,1716500,70.382133
"449",73.139999,73.370003,71.739998,72.800003,1427300,71.312721
"450",72.690002,73.139999,72.089996,72.260002,1433300,70.783752
"451",72.779999,73.610001,71.739998,73.459999,2508400,71.959229
"452",73.330002,73.68,72.709999,73.309998,1646500,71.812294
"453",72.959999,73.139999,71.120003,71.269997,1375100,69.813965
