"","SBAC.Open","SBAC.High","SBAC.Low","SBAC.Close","SBAC.Volume","SBAC.Adjusted"
"196",148.919998,151.570007,148.460007,151.350006,1047300,148.808014
"197",151.410004,152.460007,151.199997,152.220001,1147300,149.663406
"198",152.5,152.550003,150.020004,150.940002,838700,148.404907
"199",150.289993,150.789993,148.320007,149.110001,1040900,146.605606
"200",149.220001,150.399994,147.850006,148.460007,1051400,145.966568
"201",148.169998,148.619995,146.710007,147.399994,1360200,144.924362
"202",147.240005,148.429993,146.720001,148,1625200,145.514282
"203",148.369995,149.050003,147.5,147.889999,834200,145.406128
"204",148.410004,148.619995,147.139999,147.990005,595000,145.504456
"205",147.460007,148.649994,147.460007,148.229996,737500,145.740402
"206",148.160004,148.929993,146.179993,146.479996,772400,144.019821
"207",147.240005,147.240005,145.809998,146.550003,1522100,144.088638
"208",146.259995,147.589996,145.990005,146.720001,1079000,144.255783
"209",146.979996,153.649994,146.389999,150.169998,2414500,147.647858
"210",150.190002,159.139999,148.360001,157.179993,2151700,154.5401
"211",157.25,157.639999,151.429993,152.580002,1937400,150.017334
"212",153.309998,156.550003,152.059998,156.100006,1195100,153.478226
"213",155.089996,156.179993,153.800003,154.529999,715000,151.934586
"214",158.520004,167.440002,158.210007,164.419998,2398600,161.658508
"215",163.990005,165.880005,162.559998,165.649994,1369500,162.867844
"216",165,170.529999,165,169.5,878000,166.653198
"217",169.110001,170.820007,168.119995,169.509995,886200,166.662994
"218",167.809998,169.740005,166.679993,168.949997,698800,166.112411
"219",169.720001,170.199997,164.940002,165.199997,1945500,162.425385
"220",164.970001,166.690002,163.160004,165.529999,1488000,162.749863
"221",164.610001,165.860001,162.070007,165.300003,1360900,162.523712
"222",166.130005,168.130005,164.479996,164.669998,903100,161.904297
"223",164.25,165.919998,163.240005,165.210007,1063500,162.435226
"224",164.800003,166.300003,164.630005,165.679993,692900,162.897354
"225",166.210007,168.089996,165.490005,167.830002,1047700,165.01123
"226",167.75,168.369995,166,166.979996,481500,164.175491
"227",167.800003,171.289993,167.539993,169.720001,568200,166.869476
"228",171,172.929993,170.669998,172.350006,1134600,169.455292
"229",172.600006,173.970001,171.899994,172.089996,1005100,169.199661
"230",171.660004,172.059998,167.740005,169.759995,1285200,166.908783
"231",170.520004,171,167.589996,169.75,1372100,166.898972
"232",169.800003,170.639999,167.729996,169.160004,807400,166.318893
"233",169.149994,169.210007,162.119995,162.199997,914600,159.475769
"234",161.729996,165.869995,161.229996,163.869995,1246700,161.117737
"235",163.910004,166.729996,162.839996,166.399994,623800,163.60524
"236",166.089996,166.970001,165.139999,166.679993,1232900,163.880539
"237",167,167.809998,164.820007,165.190002,564900,162.415558
"238",165.5,166.800003,164.289993,166.610001,1090600,163.811707
"239",167.539993,167.860001,164.929993,165.669998,878600,162.887512
"240",166.399994,167.589996,165.050003,165.429993,954400,162.65152
"241",165.119995,167.639999,164.539993,165.800003,1046100,163.01532
"242",166.740005,166.740005,162.229996,163.679993,1995900,160.930908
"243",163.809998,164.779999,160.389999,161.789993,1217400,159.072678
"244",161.779999,162.699997,157.880005,157.990005,1747100,155.336487
"245",158.529999,159.270004,156.139999,157.979996,1205800,155.32666
"246",158.729996,160.139999,157.660004,157.839996,764600,155.189011
"247",157.25,160.429993,156.020004,160.220001,602900,157.529037
"248",159.520004,161.690002,159.369995,159.820007,364000,157.135788
"249",160.710007,161.820007,159.820007,161.259995,569000,158.551575
"250",161.080002,163.350006,160.399994,163,508700,160.262329
"251",163.559998,164.740005,162.520004,163.360001,592400,160.616302
"252",163.080002,164.580002,160.410004,160.630005,931600,157.932144
"253",159.770004,163,159.350006,162.639999,773300,159.908371
"254",162.830002,163.809998,161.070007,161.75,1055800,159.033325
"255",162.529999,163.639999,162.070007,162.869995,826800,160.134491
"256",163.240005,163.940002,162.570007,162.889999,827900,160.15419
"257",162.919998,164.240005,162.660004,163.550003,684200,160.803085
"258",163.029999,163.619995,157.75,160.889999,915000,158.187759
"259",161.389999,161.389999,156.270004,157.5,959800,154.854736
"260",157.009995,157.740005,154.949997,155.940002,877600,153.320908
"261",157.479996,162.789993,157,159.850006,1412800,157.165253
"262",159.720001,162.979996,159.699997,161.470001,751100,158.758041
"263",160.889999,162.509995,159.869995,161.649994,1441200,158.935028
"264",161.800003,165.979996,161.149994,165.789993,1618000,163.005478
"265",165.550003,167.889999,164.820007,167.649994,1027700,164.834213
"266",168.160004,169.149994,166.580002,168.25,834700,165.424164
"267",168.25,169.679993,167.860001,168.949997,627500,166.112411
"268",168.889999,170.710007,168.699997,170.289993,1038100,167.429901
"269",171.149994,172.630005,169.779999,172.279999,802500,169.386459
"270",171.830002,173,169.289993,169.520004,789700,166.672836
"271",169.029999,170.169998,166.970001,169.710007,1159800,166.85965
"272",170.270004,176,169.75,174.5,1399200,171.569199
"273",174.410004,177.669998,170.009995,174.729996,1340900,171.795319
"274",173.270004,174.910004,171.429993,173.210007,777700,170.300858
"275",173.25,174.210007,168.169998,168.270004,1336000,165.443832
"276",166.839996,168.539993,162.630005,166,2522700,163.21196
"277",165.149994,168.600006,165.149994,166.509995,1075500,163.713379
"278",166.589996,168.490005,159.75,159.850006,1271700,157.165253
"279",160.600006,162.789993,154.360001,159.729996,1305800,157.047272
"280",160.25,161.720001,157.259995,159.630005,1271700,156.948975
"281",159.100006,162.110001,158.729996,161.419998,1249100,158.708878
"282",159.580002,163.380005,157.440002,162.559998,1392100,159.829727
"283",162.889999,167.639999,160.080002,167.100006,1146400,164.293518
"284",166.75,170.169998,165.089996,169.119995,1438200,166.279526
"285",168.070007,170.729996,168.070007,169.720001,819000,166.869476
"286",169.429993,172.529999,168.960007,169.5,1210200,166.653198
"287",170.429993,173.539993,170,171.119995,1011600,168.245956
"288",172.080002,173.559998,171.309998,172.929993,887500,170.025574
"289",172.919998,174.220001,171.809998,172.729996,1298300,169.828934
"290",161.820007,170,160.509995,163.199997,2728600,160.458984
"291",163.880005,165.039993,157.139999,157.270004,1996500,154.628601
"292",157.570007,157.570007,153.880005,154.960007,1396000,152.357407
"293",153.509995,155.119995,151.979996,152.910004,1627000,150.341812
"294",152.139999,156.990005,151.429993,156.679993,1335900,154.048492
"295",157.330002,158.149994,155.449997,156.5,1078400,153.871521
"296",156.009995,159.389999,156.009995,158.770004,1347200,156.103363
"297",158.830002,164.380005,156.270004,164.210007,1129000,161.452026
"298",164.460007,166.589996,163.580002,166.490005,1120900,163.693741
"299",166.919998,169.259995,166.160004,168.910004,784400,166.073105
"300",169.779999,170.580002,168.649994,170.339996,1039500,167.47905
"301",170.25,170.600006,168.699997,170.229996,999400,167.370895
"302",170.75,171.380005,167.960007,169.800003,909000,166.94812
"303",169.660004,170.669998,167.289993,168.690002,1168700,165.856766
"304",168.699997,169.710007,167.460007,168.960007,1176900,166.122253
"305",169.029999,171.110001,168.979996,169.330002,1368700,166.486038
"306",169.929993,171.039993,166.729996,167.089996,1103100,164.283676
"307",166.179993,171.860001,165.490005,169.410004,1316900,166.564697
"308",169.389999,172.570007,167.979996,168.869995,1312800,166.033768
"309",170.449997,173.580002,168.539993,173.429993,802400,170.517151
"310",173.300003,175,169.490005,170.100006,1296400,167.243103
"311",170.550003,172.119995,168.570007,170.460007,868000,167.597061
"312",170.830002,172.649994,169.240005,170.919998,1144400,168.049316
"313",171.149994,172.770004,167.809998,169.119995,972400,166.279526
"314",169.970001,170.509995,166.259995,168.669998,1047600,165.837097
"315",167.449997,171.25,167.160004,170.339996,672600,167.47905
"316",170.889999,173.139999,170.179993,171.690002,690400,168.806396
"317",171.160004,172.990005,168.660004,169.729996,849600,166.879318
"318",170.100006,172.830002,169.990005,171.580002,810900,168.698242
"319",172.839996,173.850006,156.419998,163.070007,5422600,160.331177
"320",161.910004,166.869995,160,164.389999,1557300,161.628998
"321",165.350006,166.979996,161.419998,164.449997,1461000,161.688004
"322",165.149994,165.160004,163.25,164.539993,1067600,161.776489
"323",165.110001,167.699997,163.139999,166.149994,692500,163.359421
"324",166.520004,169.570007,165.449997,167.770004,880500,164.952194
"325",167.259995,168.5,166.539993,167.839996,640600,165.021057
"326",167,167,163.369995,165.610001,1031300,162.828506
"327",166.059998,168.929993,165.020004,165.690002,765100,162.907166
"328",165.570007,166.949997,164.979996,165.820007,780800,163.035004
"329",166.850006,169.009995,164.369995,164.929993,1112000,162.159927
"330",163.949997,165.259995,163.419998,164.490005,1138600,161.727341
"331",165.509995,166.639999,164.5,165.220001,1031100,162.445068
"332",161.910004,162.899994,156.580002,158.949997,1825500,156.280365
"333",158.649994,161.940002,157.809998,160.229996,1846000,157.538864
"334",161.839996,161.839996,153.759995,157.5,1880000,154.854736
"335",155.800003,156.889999,151.240005,155.850006,1592700,153.232407
"336",155.869995,157.080002,154.210007,156.160004,992400,153.537231
"337",156.240005,159.600006,155.759995,159.139999,696900,156.467163
"338",158.990005,160.259995,157.139999,157.600006,653300,154.953049
"339",156.699997,157.729996,155.490005,157.399994,877000,154.756393
"340",157.320007,159.210007,156.529999,158.940002,481700,156.270538
"341",159.570007,162.860001,159.149994,161.949997,791500,159.22998
"342",162.139999,163.130005,159.600006,160.100006,760300,157.411057
"343",160.279999,161.009995,157.490005,157.990005,648200,155.336487
"344",156.910004,158.179993,155.800003,157.669998,874900,155.021851
"345",157.759995,158.070007,156.630005,157.75,514600,155.100525
"346",158.100006,158.520004,155.990005,157.509995,526300,154.864563
"347",157.539993,159.449997,156.100006,157.690002,961200,155.041519
"348",157.880005,160.309998,157.080002,159.770004,593700,157.086624
"349",159.789993,159.789993,156.479996,157.289993,891600,154.648239
"350",156.679993,158.029999,156.009995,157.949997,589400,155.29718
"351",158.220001,158.279999,155.830002,156.800003,602900,154.166473
"352",157.580002,159.979996,156.929993,157.910004,571400,155.257843
"353",157.309998,159.639999,157.110001,158.699997,663400,156.034561
"354",158.929993,160.649994,157.960007,158.970001,532500,156.300034
"355",158.660004,159.270004,155.589996,158.070007,983100,155.415161
"356",158.509995,159.440002,157.25,158.479996,425400,155.818268
"357",158.919998,160.600006,158.410004,159.899994,434500,157.214401
"358",160,160.440002,158.119995,159.669998,795700,156.988266
"359",159.649994,159.649994,156.139999,157.839996,762400,155.189011
"360",158.160004,159.929993,156.75,157.559998,945100,154.913727
"361",157.479996,158.589996,155.820007,157.320007,680200,154.677734
"362",157.710007,159.729996,156.919998,158.089996,459200,155.434814
"363",157.869995,160.869995,157.240005,160.75,821400,158.05014
"364",160.5,160.5,155.880005,156.369995,744300,153.743698
"365",157,158.720001,156.690002,157,904300,154.363113
"366",156.929993,158.619995,155.820007,156.169998,1081600,153.547043
"367",156.179993,158.160004,155.610001,157.850006,679900,155.198837
"368",157.210007,159.539993,157.020004,158.449997,1087400,155.788742
"369",158.949997,159.940002,157.130005,158.800003,596400,156.132874
"370",158.800003,160.619995,157.649994,160.570007,712200,157.873169
"371",160.919998,162.169998,159.669998,162.059998,686700,159.33812
"372",161.830002,162.860001,161.119995,162.520004,819400,159.790405
"373",163.25,164.300003,161.839996,164.190002,1455000,161.432358
"374",164.610001,165.279999,163.970001,164.25,1228400,161.491333
"375",164.600006,165.080002,163.360001,164.929993,735300,162.159927
"376",164.429993,166.179993,163.059998,165.119995,836400,162.34671
"377",164.679993,165.770004,162.759995,164.690002,867100,161.923965
"378",165.369995,166.100006,162.619995,162.720001,618900,159.987076
"379",163.729996,166.149994,162.460007,166.029999,585400,163.241455
"380",166.610001,167.410004,165.110001,165.460007,785500,162.68103
"381",165.630005,165.630005,161.770004,163.050003,906900,160.311508
"382",161.240005,165.639999,160.679993,165.490005,783400,162.710526
"383",164.649994,165.690002,163.25,164.740005,618700,161.973145
"384",164.699997,166.720001,163.009995,165.320007,623600,162.543381
"385",165.309998,166.820007,164.119995,164.610001,530500,161.845322
"386",164.600006,164.600006,162.279999,163.130005,607400,160.390167
"387",163.389999,163.820007,162.399994,163.690002,925300,160.94075
"388",163.940002,163.940002,161.880005,162.440002,755000,159.711761
"389",162.669998,163.740005,161.240005,162.630005,484900,159.898544
"390",162.460007,163.229996,161.210007,162.259995,569900,159.53476
"391",161.800003,161.830002,160.789993,161.509995,572300,158.797363
"392",161.5,161.880005,159.520004,160.320007,1676800,157.62738
"393",160.559998,161.940002,159.759995,160.679993,1703000,157.981293
"394",161.339996,162.580002,161.190002,161.429993,1521200,158.718689
"395",161.75,162.75,159.710007,160.070007,609300,157.381561
"396",159.970001,160.770004,157.419998,158.210007,1338600,155.552811
"397",158.25,160.880005,156.389999,158.25,2149200,155.592133
"398",157.020004,161.720001,155.639999,161.570007,3144200,158.856384
"399",161.779999,162.660004,156.649994,157.199997,1437200,154.559738
"400",157.619995,158.949997,156.740005,158.490005,1750300,155.828079
"401",158.679993,159.809998,157.419998,158.869995,943300,156.201706
"402",159.050003,159.190002,157.940002,158.059998,537500,155.405304
"403",158.169998,158.880005,156.929993,157.220001,885000,154.579407
"404",157.139999,157.729996,156.639999,156.949997,429700,154.313934
"405",156.679993,157.130005,155.610001,156.100006,574900,153.478226
"406",155.559998,156.399994,154.589996,155.199997,871300,152.593338
"407",155.690002,156.059998,154.210007,154.800003,797000,152.200089
"408",154.830002,156.339996,154.080002,155.050003,657900,152.445877
"409",155.289993,156.389999,155.169998,155.699997,941000,153.084961
"410",155.839996,158.080002,154.919998,157.820007,729600,155.169342
"411",158.160004,158.929993,156.630005,157.899994,814500,155.248001
"412",158.080002,158.5,156.369995,156.610001,471000,153.979645
"413",156.199997,156.300003,153.259995,154.100006,852400,151.511841
"414",154,155.25,153.339996,154.190002,472800,151.600327
"415",154.589996,156.25,154.300003,156.029999,683000,153.409393
"416",156.449997,156.830002,155.779999,156.809998,574600,154.176315
"417",156.910004,157.199997,155.789993,156.639999,601300,154.009171
"418",156.570007,157.880005,156.570007,157.529999,445200,154.884216
"419",157.479996,157.770004,153.550003,154.259995,1054800,151.669113
"420",154.320007,156.369995,154.320007,155.229996,1081900,152.622833
"421",154.770004,156.070007,154.529999,155.919998,8e+05,153.301224
"422",155.919998,157.520004,154.320007,156.729996,778500,154.097641
"423",155.860001,158.350006,155.860001,158.059998,914700,155.405304
"424",157.699997,158.610001,157.100006,158.179993,829900,155.5233
"425",158.800003,159.929993,158.059998,159.100006,568800,156.427872
"426",158.600006,159.080002,158.139999,158.259995,426200,155.601944
"427",158.839996,158.839996,157.410004,158.5,549400,155.837906
"428",158.929993,161.649994,158.550003,161.029999,513400,158.325424
"429",161.029999,161.509995,159.160004,159.660004,659700,156.978455
"430",159.919998,160.729996,159.210007,159.580002,403400,156.89978
"431",159.600006,161.320007,159.600006,160.800003,721200,158.099304
"432",161.25,161.529999,160.25,160.509995,467900,157.814163
"433",160.75,161.149994,159.990005,160.820007,405400,158.118942
"434",160.889999,161.800003,159.610001,160.529999,1152600,157.833847
"435",159.919998,160.779999,158.369995,159.440002,598200,156.762131
"436",159,159.220001,158.070007,158.770004,669000,156.103363
"437",158.759995,159.839996,158.380005,158.509995,502100,155.847733
"438",158.190002,159.289993,158.059998,158.5,464500,155.837906
"439",158.539993,160.720001,158.259995,160.630005,740500,157.932144
"440",158.399994,161.550003,157.360001,157.389999,469600,154.746552
"441",157.639999,158.850006,156.350006,156.419998,587200,153.792877
"442",156.570007,157.520004,154.460007,154.610001,1077200,152.01326
"443",154.389999,154.539993,152.559998,153.240005,577000,150.66626
"444",153.630005,154.410004,152.75,152.820007,669000,150.253342
"445",152.289993,156.020004,152.289993,154.899994,543500,152.298386
"446",155.080002,156.330002,154.130005,155.839996,441700,153.222595
"447",155.190002,157.440002,152.979996,153,974100,150.430313
"448",153.050003,153.429993,146.220001,146.649994,1149600,144.186935
"449",147.850006,149.949997,146.289993,147.610001,1287300,145.130829
"450",147.190002,151,146.130005,149.130005,610400,146.62529
"451",150.259995,153.410004,149.130005,152.880005,531000,150.312302
"452",152.559998,152.990005,151.139999,152.339996,422800,149.781387
"453",152.399994,155.350006,151.470001,153.309998,1036500,150.735107
"454",153.630005,157.350006,153.630005,154.380005,704600,151.787109
"455",154.419998,156.320007,153.529999,153.570007,1291000,150.990738
"456",152.779999,154.639999,151.949997,153.970001,711200,151.384003
"457",153.880005,155.740005,153.669998,154.460007,686800,151.865768
"458",155.080002,156.899994,152.910004,156.130005,820500,153.507751
"459",154.570007,154.570007,150.520004,151.210007,889600,148.670349
"460",152.059998,155.100006,151.279999,154.759995,1062200,152.160721
"461",155.529999,162.539993,154.470001,162.220001,1283700,159.495453
"462",163.479996,164.660004,160.889999,162.169998,1348600,159.446274
"463",162.979996,164.610001,161.889999,163.830002,650500,161.078415
"464",164.119995,164.919998,162.259995,164.869995,738000,162.100937
"465",165,166.929993,164.559998,166.619995,898400,163.821533
"466",169.110001,170,164.759995,166.210007,1069800,163.418442
"467",170,170.889999,167.929993,170.610001,1043400,167.744522
"468",170,171.990005,169.240005,171.520004,1083900,168.639252
"469",171.25,172.570007,169.839996,171.509995,911300,168.62941
"470",172,173.470001,171.25,171.899994,770700,169.012863
"471",172.470001,173.399994,171.580002,172.470001,1228100,169.573288
"472",173.240005,174.190002,170.070007,172.039993,824200,169.150513
"473",171.240005,171.240005,168.990005,170.169998,1008800,167.311935
"474",170.160004,173.419998,169.919998,172.020004,679600,169.130844
"475",171.339996,173.759995,170.869995,173.139999,825100,170.232056
"476",170.869995,172.979996,168.360001,168.770004,1341500,165.93544
"477",168.710007,169.75,166.330002,167.610001,1309300,164.794891
"478",167.490005,167.490005,165.520004,165.639999,291500,162.858002
"479",166,168.050003,165.229996,166.050003,680000,163.261124
"480",166,166.320007,164.440002,165.199997,846500,162.425385
"481",165.229996,168.380005,164.639999,168.360001,639700,165.532303
"482",168.429993,169.770004,166.470001,168.550003,626100,165.719131
"483",169.009995,171.009995,168.690002,170.809998,934700,167.941193
"484",171.809998,172.839996,166.190002,169.960007,1047800,167.105453
"485",170.289993,171.789993,168.889999,169.830002,686000,166.9776
"486",169.309998,171.699997,165.25,171.509995,1083100,168.62941
"487",171.889999,171.889999,167.770004,168.169998,599400,165.345505
"488",167.729996,170.139999,165.929993,168.869995,798600,166.033768
"489",170.75,171.970001,169.649994,171.289993,779100,168.413101
"490",171.25,171.740005,168.889999,168.970001,739300,166.13208
"491",169.589996,173.660004,169.589996,172.220001,817900,169.327484
"492",171.179993,173.580002,170.199997,172.5,866900,169.602783
"493",172.100006,172.449997,164.509995,164.610001,1246300,161.845322
"494",165.740005,167.449997,165.309998,165.440002,948000,162.661346
"495",164.830002,168.050003,164.699997,165.100006,1170300,162.327042
"496",164.449997,166.380005,162.179993,163.399994,1042900,160.655609
"497",163.779999,167.600006,161.539993,161.789993,1977000,159.072678
"498",161.169998,162.880005,157.899994,158.130005,830500,155.474106
"499",158,164.279999,155.190002,164.270004,1044500,161.511002
"500",162.649994,164.990005,158.039993,163.190002,687800,160.449158
"501",164.539993,165.059998,161.520004,162.490005,575700,159.76091
"502",163,163.520004,160.240005,161.889999,814900,159.17099
"503",160.100006,160.979996,158.070007,160.75,805800,158.05014
"504",160.149994,164.610001,160.149994,162.539993,804200,159.810059
"505",162.970001,165.039993,161.990005,162.940002,743900,160.203339
"506",163.710007,166.729996,163.039993,164.589996,593900,161.825653
"507",165.610001,167.740005,163.649994,167.259995,763300,164.450806
"508",167.25,167.25,164.25,164.940002,523000,162.169754
"509",164.520004,168.210007,163.809998,168.050003,486100,165.227524
"510",167.830002,170.429993,166.710007,169.789993,451200,166.938278
"511",169.309998,170.619995,168.350006,169.160004,647200,166.318893
"512",169.639999,171.789993,169.320007,170.5,525800,167.636383
"513",170.570007,173.309998,169.229996,172.570007,695100,169.671616
"514",171.910004,174.320007,171.529999,173.460007,634500,170.546677
"515",174.350006,174.559998,171.460007,173.050003,1068100,170.143539
"516",172.919998,174,171.160004,173.160004,638700,170.251709
"517",173.009995,175.600006,172.320007,175.5,834500,172.552399
"518",175.059998,177.910004,173.410004,176.529999,569400,173.565109
"519",176.339996,179.630005,174.940002,177.270004,957400,174.292679
"520",176.389999,178,175.169998,177.619995,542300,174.636795
"521",177.830002,178.839996,177,178.759995,666700,175.757614
"522",178.669998,180,177.380005,178.809998,712900,175.806808
"523",178.630005,182.800003,177.470001,182.529999,878400,179.46434
"524",182.940002,183.360001,178.100006,181.139999,590700,178.097702
"525",181.039993,182.5,179.889999,182.460007,572300,179.395493
"526",181.850006,184.710007,181.550003,184.589996,754700,181.489731
"527",184.029999,184.600006,181.289993,181.419998,542700,178.372955
"528",181.160004,183.869995,180.429993,183.649994,370000,180.565506
"529",183.580002,184.740005,182.490005,183.220001,515300,180.142746
"530",183.899994,184.979996,182.949997,183.970001,505200,180.880157
"531",184.130005,184.199997,182.139999,183.210007,403800,180.132919
"532",183.360001,184.490005,182.649994,184.339996,423600,181.243927
"533",184.020004,185.119995,183.589996,184.190002,432600,181.096436
"534",185.059998,185.929993,184.009995,185.5,1332700,182.38446
"535",184.460007,186.350006,183.009995,183.550003,873800,180.467194
"536",183.050003,184.050003,182,182.990005,652800,179.916611
"537",183.539993,183.539993,180.339996,182.660004,776000,179.592163
"538",181.490005,184.630005,179.350006,182.550003,992300,179.484024
"539",181.919998,182.630005,179.880005,181.089996,656800,178.048538
"540",180.660004,182.119995,179.960007,180.990005,556100,177.950226
"541",180.759995,181.509995,178.570007,180.410004,347500,177.379929
"542",180.179993,183.020004,179.770004,180.559998,999000,177.527405
"543",181.210007,182.440002,178.850006,182.110001,684400,179.051392
"544",182.449997,182.880005,180.080002,182.479996,839100,179.415176
"545",182.479996,183.729996,181.330002,182.100006,734900,179.04155
"546",182,183.070007,181.679993,182.300003,399500,179.238174
"547",182.300003,184.5,181.5,183.380005,707900,180.300049
"548",183.380005,185.690002,182.110001,183.470001,511700,180.38855
"549",183.270004,186,183.270004,185.910004,568100,182.787567
"550",185.759995,187.729996,184.729996,187.119995,579500,183.977219
"551",187.490005,189.039993,187.149994,188.960007,710300,185.786331
"552",189.210007,189.5,187.639999,189.440002,490200,186.25827
"553",189.550003,191.270004,189.089996,190.949997,1102900,187.742874
"554",191.059998,192.179993,190.279999,191.559998,733700,188.342667
"555",191.649994,193.169998,191.5,191.889999,667900,188.667099
"556",191.589996,193.729996,190.509995,192.610001,632600,189.375031
"557",192.100006,196.270004,191.589996,196.070007,810500,192.776917
"558",195.100006,198.139999,195.100006,197.119995,999200,193.80928
"559",197.320007,197.759995,195.410004,195.580002,759800,192.295166
"560",196.889999,196.889999,194.399994,195,655200,191.724899
"561",195.449997,195.449997,192.580002,193.75,824500,190.49588
"562",193.889999,195.160004,192.429993,194.929993,1077200,191.656082
"563",194.940002,200.039993,194.139999,199.660004,1491800,196.306625
"564",200.220001,200.220001,196.210007,197.910004,1041500,194.586014
"565",198.050003,200.5,197.050003,199.639999,758300,196.286972
"566",199.770004,201.570007,198.009995,200.119995,571200,196.758881
"567",200.509995,200.960007,198.020004,198.130005,922200,194.802322
"568",197.669998,201.169998,197.470001,201.009995,699200,197.633926
"569",201.020004,202.179993,199.860001,201.490005,530800,198.105911
"570",201.410004,202.789993,199.899994,201.190002,612200,197.810944
"571",201.729996,202.979996,201.259995,202.529999,443500,199.128418
"572",202.929993,203.639999,201.770004,203.320007,505200,199.905151
"573",202.729996,204.339996,200.679993,204.240005,419800,200.809708
"574",203.75,204.059998,201.940002,203.110001,424600,199.6987
"575",203.880005,203.940002,197.830002,198.880005,483700,195.539749
"576",200,201.070007,197.029999,197.300003,667100,193.986252
"577",197.529999,198.949997,193.910004,198.179993,630300,194.851486
"578",197.479996,199.639999,196.380005,199.369995,472600,196.021484
"579",199.259995,200.869995,198.149994,199.979996,454000,196.621216
"580",200.220001,202,199.050003,200.839996,387300,197.466812
"581",200.429993,200.839996,198.330002,199.529999,435400,196.178802
"582",199.679993,201.259995,199.339996,201.070007,390600,197.692947
"583",200.649994,201.479996,199.229996,199.809998,639500,196.454117
"584",199.610001,204.119995,197.860001,203.729996,892400,200.308258
"585",202.940002,207.190002,202.679993,203.809998,768100,200.386948
"586",203.130005,205.149994,203.130005,204.190002,853200,200.760544
"587",204.970001,207.279999,204.369995,206.919998,529000,203.444672
"588",206.520004,207.509995,205,206.039993,390100,202.579468
"589",205.610001,206.110001,202.520004,204.350006,665300,200.917831
"590",204.009995,208.5,204.009995,207.940002,729800,204.447571
"591",207,208.100006,205.220001,207.309998,551700,203.828125
"592",207.199997,210.729996,206.360001,210.389999,591500,206.85643
"593",208.149994,210.139999,207.770004,209.270004,433200,205.755234
"594",209.860001,212.960007,209.020004,209.470001,479900,205.951874
"595",207.339996,211.070007,207.279999,210.399994,572300,206.866241
"596",211.039993,213.669998,210.5,212.309998,424800,208.744171
"597",210.809998,214.940002,209.779999,209.979996,525700,206.453308
"598",207.460007,207.460007,199.220001,203.229996,1491200,199.81665
"599",204.339996,206.399994,203.990005,205.5,701500,202.048508
"600",205.580002,207.139999,205.580002,206.839996,468500,203.365997
"601",206.050003,210.289993,205.399994,210.029999,440000,206.502441
"602",211.360001,212.179993,208.699997,208.740005,492100,205.234131
"603",208.889999,210.289993,203.800003,203.830002,1318100,200.406601
"604",204.330002,205.199997,203.100006,203.770004,912200,200.34761
"605",203.399994,212.860001,203.399994,212.610001,1054400,209.039139
"606",212.279999,218.050003,211.869995,216.410004,994300,212.775299
"607",217.550003,217.899994,213.669998,217.419998,762500,213.768311
"608",217.910004,218.380005,214.740005,217.460007,492200,213.807678
"609",218,220.910004,216.419998,220.720001,608900,217.012924
"610",221,222.289993,218.509995,221.479996,465400,217.760132
"611",221.990005,223.309998,220.399994,220.5,462700,216.796585
"612",220.160004,221.75,217.970001,221.539993,460900,217.819122
"613",222.330002,223.600006,219.889999,223.270004,410800,219.520096
"614",223.169998,227,223.169998,226.850006,791600,223.039963
"615",226.5,227.470001,223.369995,224.5,855100,220.729416
"616",225.070007,227.979996,223.639999,226.5,788600,222.695847
"617",226.800003,228.729996,225.679993,227.75,926300,223.92482
"618",228.75,230.949997,228.509995,229.550003,782500,225.694626
"619",229.789993,234.330002,229.610001,233.479996,596100,229.558594
"620",234.899994,236.559998,232.830002,233.679993,524100,229.755234
"621",232.25,233.300003,230.520004,231.910004,837600,228.014969
"622",232.729996,235,230.800003,232.520004,441200,228.614716
"623",233.190002,233.839996,228.080002,228.330002,437800,224.495102
"624",227.880005,227.880005,222.479996,223.5,607800,219.746216
"625",223.059998,225.860001,223.059998,224.830002,364400,221.053894
"626",225.009995,225.009995,222.600006,224.839996,832700,221.063721
"627",227.479996,227.479996,221.100006,224.990005,616100,221.211212
"628",226.259995,230.740005,225.759995,230.419998,639300,226.549988
"629",230.520004,234.820007,230.300003,234.289993,313500,230.35498
"630",232.580002,234.020004,229.029999,232.610001,381100,228.703201
"631",231,234.669998,231,233.419998,360200,229.499603
"632",233.220001,235.330002,233.220001,234.75,564700,230.807251
"633",235.210007,236.479996,233.770004,235.970001,509100,232.006775
"634",235.649994,236.899994,233.539993,235.179993,429600,231.230042
"635",236.309998,236.419998,231.789993,233.970001,374900,230.04039
"636",233.669998,235.529999,232.940002,235.270004,538900,231.318527
"637",235.220001,235.669998,231.839996,232.309998,465500,228.408249
"638",233.529999,234.649994,230.059998,231.850006,432500,227.955963
"639",229.429993,232.830002,228.039993,231.800003,845300,227.906815
"640",231.839996,233.509995,228.179993,228.399994,445200,224.563904
"641",228.860001,232.039993,227.610001,230.300003,578600,226.432007
"642",230.850006,233.25,229.660004,233.169998,393700,229.25383
"643",232.710007,234.639999,227.889999,234.080002,602400,230.148544
"644",234.050003,234.460007,231.580002,233.789993,340300,229.863403
"645",233.740005,237.089996,232.979996,236.820007,412800,232.842499
"646",236.990005,238.839996,235.399994,236.979996,901500,232.999802
"647",248.860001,249.050003,238.179993,248.429993,1014600,244.257492
"648",248.660004,248.660004,243.160004,245.410004,814500,241.288239
