"","ROST.Open","ROST.High","ROST.Low","ROST.Close","ROST.Volume","ROST.Adjusted"
"49",66.879997,67.459999,66.709999,67.279999,1648600,64.758041
"50",67.230003,67.760002,66.830002,67.540001,1357200,65.008301
"51",67.239998,67.949997,67.220001,67.309998,1863500,64.786911
"52",67.910004,67.910004,67.089996,67.650002,3324800,65.114174
"53",67.459999,67.639999,66.279999,66.459999,2135800,63.968777
"54",66.709999,66.75,65.440002,65.769997,2453200,63.304638
"55",66,66.489998,65.410004,66.349998,1821300,63.862892
"56",66.239998,66.599998,65.690002,65.769997,1740500,63.304638
"57",66.089996,66.550003,65.690002,66.120003,1857400,63.641521
"58",65.760002,65.910004,65.209999,65.339996,2326200,62.890762
"59",65.269997,65.860001,64.760002,65.769997,2075100,63.304638
"60",65.769997,66.379997,65.459999,66.059998,1593300,63.583759
"61",65.940002,66.629997,65.870003,66.610001,1740900,64.113167
"62",66.400002,66.519997,65.809998,65.870003,1655300,63.400898
"63",66.050003,66.050003,65.019997,65.18,2313800,62.736755
"64",65.099998,65.169998,63.540001,63.66,2788500,61.273735
"65",63.689999,63.82,62.459999,62.529999,4965400,60.186081
"66",62.93,64,62.869999,63.450001,4468600,61.071609
"67",63.540001,63.580002,62.959999,63.09,3140800,60.725098
"68",63,63.810001,63,63.5,2197500,61.119728
"69",63.459999,63.990002,63.220001,63.91,2060500,61.514362
"70",64.080002,64.089996,63.650002,63.73,2225100,61.341106
"71",63.889999,64.019997,63.189999,63.200001,1743000,60.830975
"72",63.560001,63.639999,63.02,63.279999,1869400,60.907982
"73",63.32,63.610001,63.169998,63.41,1756500,61.033104
"74",63.740002,64.080002,63.560001,63.73,2007600,61.341106
"75",63.790001,65,63.790001,64.660004,2857800,62.236252
"76",64.660004,64.93,64.110001,64.900002,2150100,62.467247
"77",65.419998,65.699997,64.660004,65.059998,2118800,62.621258
"78",65.209999,65.339996,64.519997,64.75,1804000,62.322861
"79",65.129997,65.510002,64.93,65.050003,1910600,62.611629
"80",65.029999,65.889999,65.019997,65.540001,2349500,63.083279
"81",65.589996,65.589996,64.650002,65,2823800,62.563503
"82",65.300003,65.43,64.07,64.080002,1814000,61.677994
"83",64.07,64.769997,63.959999,64.720001,2524300,62.293999
"84",64.849998,65.220001,64.660004,65.139999,1741900,62.698254
"85",65.139999,65.389999,64.330002,64.57,1876200,62.149616
"86",64.699997,64.900002,64.410004,64.699997,1922300,62.27475
"87",64.75,64.889999,64.43,64.629997,1532100,62.207375
"88",64.589996,65.589996,64.360001,65.220001,1696400,62.775276
"89",65.269997,66.529999,64.940002,66.050003,3073200,63.574139
"90",65.589996,65.800003,64.57,65.230003,2691100,62.784882
"91",64.980003,65.120003,63.470001,63.490002,3332500,61.110111
"92",63.450001,63.619999,62.279999,62.349998,5505100,60.012829
"93",60.540001,61.869999,59.669998,61.5,8804300,59.194698
"94",61.310001,62.43,61.220001,61.52,4108700,59.213955
"95",61.849998,62.16,61.009998,61.07,3702900,58.780823
"96",62.91,63.950001,61.23,62.200001,6901200,59.868462
"97",62.299999,62.919998,61.880001,62.450001,3686100,60.109089
"98",62.299999,62.630001,61.75,62.02,3343400,59.695202
"99",62.029999,62.509998,61.68,61.950001,3015100,59.627838
"100",62.349998,63.27,62.110001,63,4109600,60.638466
"101",63.150002,63.689999,62.790001,63.52,1922900,61.138977
"102",63.560001,63.740002,63.299999,63.43,2233700,61.052353
"103",63.43,63.939999,63.16,63.919998,3039200,61.523975
"104",63.880001,64,63.240002,63.68,2763000,61.29298
"105",63.459999,63.889999,63.310001,63.740002,2018700,61.505276
"106",63.869999,63.880001,63.290001,63.32,2234600,61.099995
"107",63.099998,63.25,61.73,61.84,3443300,59.67189
"108",62.130001,62.509998,61.860001,62.110001,2851600,59.932415
"109",62.529999,62.630001,61.189999,61.32,3451800,59.17012
"110",61.419998,62.080002,60.740002,61.959999,2498300,59.787682
"111",61.66,62.869999,61.66,61.860001,3101700,59.691181
"112",61.700001,62.279999,61.540001,62.09,1962900,59.913124
"113",62.349998,62.349998,60.82,61.099998,2903900,58.957829
"114",61.07,61.360001,59.529999,60.91,2929900,58.774487
"115",60.18,60.23,59.599998,60.080002,4407500,57.973591
"116",60.189999,60.84,59.560001,60.650002,2400600,58.523602
"117",60.619999,60.619999,57.66,57.720001,5961100,55.696323
"118",57.610001,58.150002,56.650002,56.900002,7242400,54.905087
"119",56.939999,56.939999,55.619999,55.970001,6669800,54.007694
"120",56.009998,56.369999,55.220001,56.290001,5281600,54.316467
"121",56.41,57.27,56.400002,56.700001,2851500,54.71209
"122",56.619999,56.990002,56.200001,56.529999,2610500,54.54805
"123",56.73,58.09,56.349998,57.779999,3476400,55.754227
"124",57.720001,57.93,56.759998,57.299999,2934500,55.291054
"125",58.060001,58.060001,57.380001,57.73,3419100,55.705982
"126",57.990002,58.490002,57.959999,58.23,1544000,56.188446
"127",58.18,58.25,57,57.389999,3940300,55.377895
"128",56.91,57,55.959999,56.279999,4068900,54.306812
"129",56.27,56.669998,56.119999,56.139999,3581400,54.171719
"130",56.049999,56.139999,54.73,54.799999,4575300,52.878708
"131",54.810001,55.02,54.32,54.34,3656400,52.434834
"132",54.68,54.889999,54.080002,54.130001,4363900,52.232204
"133",54.099998,54.610001,53.889999,54.419998,6000400,52.51202
"134",55.610001,56.049999,54.68,54.759998,5736600,52.840115
"135",54.790001,55.259998,54.669998,54.73,3468100,52.811161
"136",54.790001,54.970001,54.259998,54.330002,2698300,52.425186
"137",54.349998,54.73,54.209999,54.419998,4683200,52.51202
"138",54.52,55.080002,54.419998,54.650002,4902400,52.733967
"139",54.73,55.02,54.099998,54.310001,4069100,52.405884
"140",54.200001,54.200001,52.91,53.07,5574200,51.209362
"141",53.34,54.48,53.080002,54.029999,5340000,52.1357
"142",54.09,54.41,53.369999,53.959999,2715400,52.068161
"143",53.900002,55.130001,53.790001,55.119999,3182500,53.187485
"144",55.080002,55.349998,54.669998,54.869999,2102600,52.946251
"145",55.099998,55.389999,54.73,55.32,2736600,53.380478
"146",55.459999,55.68,55.029999,55.599998,2475300,53.650658
"147",55.580002,55.900002,55.209999,55.650002,2471500,53.698906
"148",55.630001,55.990002,54.529999,54.869999,3109000,52.946251
"149",55.099998,55.939999,54.860001,55.860001,2400900,53.901546
"150",55.619999,56.02,55.130001,55.400002,2235000,53.457676
"151",55.52,56.610001,55.52,55.919998,3085500,53.959435
"152",55.880001,56.07,55.02,56.040001,3353000,54.075226
"153",55.700001,55.73,54.669998,54.799999,3336900,52.878708
"154",54.860001,55.939999,54.799999,55.560001,2593800,53.612064
"155",55.91,56.240002,54.639999,54.77,3457100,52.849754
"156",54.669998,54.75,52.849998,53.029999,7469000,51.170761
"157",53.880001,54.450001,53.389999,54.369999,3615300,52.463776
"158",53.919998,54.360001,53.189999,53.330002,5508400,51.460243
"159",58.73,59.5,57.990002,59.02,14140300,56.950752
"160",58.950001,59.139999,57.75,58.560001,5277400,56.506878
"161",58.799999,59.240002,58.66,59.189999,3342700,57.114792
"162",59.029999,59.32,58.669998,58.919998,3144700,56.854252
"163",59.360001,60.799999,58.139999,58.330002,4233500,56.284946
"164",58.389999,59.669998,58.389999,59.380001,6287600,57.298126
"165",59.450001,59.549999,58.759998,59.02,2764300,56.950752
"166",58.610001,59.150002,57.950001,58.689999,2649000,56.63232
"167",58.740002,58.919998,58.049999,58.43,3179200,56.381435
"168",58.5,58.869999,58.150002,58.450001,3370000,56.400738
"169",58.650002,59.27,58.650002,58.919998,2751800,56.854252
"170",58.75,59.369999,58.700001,58.990002,2918600,56.921806
"171",58.84,59.700001,58.84,59.150002,2924100,57.231426
"172",59.369999,59.619999,58.119999,58.549999,2942000,56.65089
"173",58.509998,58.720001,57.869999,58.52,2085300,56.621861
"174",58.599998,59.380001,58.34,59.27,2778200,57.347527
"175",59.490002,61.400002,59.189999,60.669998,3369700,58.702122
"176",60.759998,61.900002,60.759998,61.41,2943200,59.418118
"177",61.279999,61.439999,60.290001,60.599998,2800900,58.634392
"178",60.57,60.93,60,60.709999,3528400,58.740818
"179",60.810001,60.990002,59.950001,60.810001,2373700,58.837585
"180",60.880001,61.209999,60.689999,61.150002,3052400,59.166553
"181",61.299999,61.43,60.630001,60.919998,1747000,58.944016
"182",61.099998,61.259998,60.650002,60.91,2352100,58.934334
"183",60.630001,61.07,60.310001,60.889999,1644500,58.914993
"184",62.689999,63.580002,62.5,62.860001,3860700,60.821091
"185",63.009998,63.939999,62.669998,63.790001,3651700,61.720921
"186",63.68,65.300003,63.639999,64.839996,4648200,62.736866
"187",64.559998,64.849998,63.73,64.800003,4224000,62.698162
"188",64.919998,65.209999,64.5,64.57,2501700,62.475616
"189",64.339996,64.919998,63.73,64.690002,2507300,62.591736
"190",64.550003,65.150002,64.449997,64.910004,1775300,62.804596
"191",65.010002,65.379997,64.339996,65.230003,3286500,63.114212
"192",65.220001,65.650002,65.050003,65.529999,2227200,63.404484
"193",65.330002,66.160004,65.32,65.989998,2385400,63.849564
"194",65.959999,65.959999,65.07,65.290001,1268100,63.172268
"195",65.290001,65.510002,64.599998,64.839996,1761900,62.736866
"196",64.959999,65.230003,64.389999,64.550003,2754400,62.45628
"197",64.550003,64.660004,63.16,63.279999,3254200,61.227463
"198",63.389999,63.610001,62.91,63.119999,2812700,61.072655
"199",63.029999,63.389999,62.34,62.91,2226100,60.869469
"200",63,63.599998,62.860001,63.240002,1783800,61.188763
"201",63.220001,63.549999,62.860001,63.32,1860800,61.266178
"202",63.349998,63.619999,62.93,63.389999,1771400,61.333893
"203",63.700001,64.339996,63.41,64.230003,2334600,62.146652
"204",64.150002,64.910004,63.970001,64.309998,1891200,62.224049
"205",64.339996,64.760002,64.139999,64.339996,2020700,62.253075
"206",64,64.32,63.299999,63.84,2364000,61.769302
"207",64.019997,64.709999,63.709999,64.269997,1624000,62.185349
"208",63.639999,64.089996,63.290001,63.82,2537200,61.749947
"209",63.59,63.59,62.59,63.419998,2159600,61.362919
"210",63.68,64.870003,63.41,63.490002,1983000,61.430653
"211",63.740002,64.120003,63.169998,63.48,1965700,61.420975
"212",63.849998,64.669998,63.549999,64.360001,1948300,62.272438
"213",64.169998,64.550003,64.050003,64.129997,1645400,62.049892
"214",64.110001,64.730003,62.849998,64.139999,2052900,62.059566
"215",64.209999,64.82,64,64.790001,2680400,62.688484
"216",64.629997,64.879997,63.779999,63.869999,2373200,61.798328
"217",63.560001,65.190002,63.549999,64.57,2391900,62.475616
"218",64.290001,65.800003,64.290001,65.760002,3430600,63.627022
"219",65.160004,65.889999,64.709999,64.910004,2613000,62.804596
"220",64.019997,64.910004,63.560001,64.470001,3992400,62.37886
"221",64.239998,65.519997,63.91,64.610001,3328000,62.514336
"222",64.559998,65.989998,64.379997,65.690002,4665800,63.559292
"223",72.129997,73.940002,71.019997,72.25,8241900,69.906517
"224",72.389999,72.860001,71.669998,72.739998,4161600,70.380615
"225",72.970001,73,71.889999,72.669998,3069400,70.312881
"226",72.25,72.809998,72,72.300003,2287800,69.954903
"227",72.269997,72.690002,71.18,71.32,1045400,69.006683
"228",71.599998,71.959999,71.019997,71.330002,2557200,69.01635
"229",71.360001,72.889999,70.839996,72.809998,3015400,70.448334
"230",72.949997,76.330002,72.730003,75.949997,5689200,73.486496
"231",75.970001,77.199997,74.93,76.029999,5023900,73.719215
"232",75.639999,76.330002,74.279999,75.730003,3100700,73.428337
"233",76.419998,78.809998,76.239998,78.010002,4498200,75.639038
"234",78.220001,78.779999,76.989998,77.019997,2403500,74.679138
"235",77.260002,77.970001,76.629997,76.790001,2037600,74.456123
"236",77.089996,77.480003,76.5,76.699997,1748900,74.368851
"237",77.010002,77.110001,76.150002,76.889999,2093900,74.553078
"238",76.699997,77.209999,76.019997,76.760002,2070700,74.427032
"239",76.739998,77.190002,76.209999,76.410004,2096500,74.087677
"240",76.68,77.57,76.519997,76.970001,2014200,74.630646
"241",77.150002,77.480003,75.199997,75.510002,2057200,73.215012
"242",76.410004,76.769997,75.260002,75.959999,4383100,73.651329
"243",76.349998,77.690002,76.349998,77.559998,1813100,75.202713
"244",77.760002,78.839996,77.190002,78.540001,2925600,76.152931
"245",78.809998,79.809998,78.330002,79.610001,2991200,77.190399
"246",79.720001,80.620003,79.529999,80.139999,2515600,77.704292
"247",80.07,80.519997,79.419998,80.440002,1447600,77.995178
"248",80.550003,81.129997,80.400002,80.959999,1309800,78.499374
"249",81.239998,81.239998,80.559998,80.730003,958000,78.27636
"250",80.919998,80.919998,80.019997,80.610001,810900,78.160019
"251",80.559998,81.480003,80.220001,80.25,1757900,77.810959
"252",80.860001,81.360001,80.43,80.5,2107900,78.053352
"253",80.639999,80.660004,79.620003,80.449997,2942000,78.004868
"254",80.459999,81.010002,79.610001,80.910004,2313200,78.45089
"255",81.32,82.120003,80.970001,81.970001,2224500,79.478676
"256",81.959999,82.120003,80.830002,81.220001,3318300,78.75148
"257",81.169998,81.169998,79.57,80.510002,1676300,78.063057
"258",80.379997,81.209999,79.919998,80.68,3348600,78.227875
"259",80.959999,82.620003,80.379997,82.559998,2252100,80.050751
"260",82.919998,83.93,82.809998,83.580002,2202600,81.039749
"261",84.080002,84.260002,80.599998,80.870003,2596500,78.412117
"262",81.580002,82.220001,81.18,81.300003,2950200,78.829041
"263",81.510002,82.459999,81.349998,81.650002,2186400,79.168404
"264",82.160004,83.900002,81.739998,83.760002,2514500,81.214272
"265",83.870003,84.559998,83.470001,84.480003,1853000,81.912392
"266",84.220001,84.660004,83.849998,84.580002,1537500,82.009346
"267",84.629997,85.32,83.449997,84.589996,1752000,82.019043
"268",85.07,85.110001,83.809998,84.389999,1259000,81.825119
"269",84.870003,85.510002,84.160004,85.459999,1842300,82.862579
"270",85.040001,85.660004,84.239998,84.57,1785700,81.999657
"271",84.800003,85.199997,83.239998,83.389999,2233800,80.85553
"272",83.510002,83.68,81.660004,82.389999,3241300,79.88591
"273",81.709999,83.18,81.599998,82,2189700,79.507751
"274",81.489998,81.93,79,79.080002,3230000,76.676521
"275",79.029999,80.279999,76.889999,76.900002,3673300,74.562767
"276",75.470001,78.860001,74,78.330002,3034500,75.949295
"277",77.699997,79.339996,77.199997,77.989998,2219200,75.619644
"278",77.870003,78.699997,75.019997,75.059998,3438500,72.778687
"279",75.529999,78.019997,74,77.32,3907800,74.970001
"280",77.720001,78.150002,76.230003,77.349998,2302200,74.999084
"281",77.129997,77.989998,76.610001,77.82,1369100,75.454796
"282",77.150002,79.239998,76.940002,78.93,1996700,76.531075
"283",79.160004,80.629997,78.720001,80.610001,2184700,78.160019
"284",80.480003,80.940002,79.699997,80.169998,2356300,77.733376
"285",79.690002,79.919998,77.940002,77.980003,2256800,75.609955
"286",78.040001,79.639999,77.809998,77.879997,1755600,75.51297
"287",78.220001,79.559998,78.160004,78.5,1262100,76.114143
"288",79.050003,79.379997,76.879997,78.870003,3196400,76.472893
"289",79.309998,80.019997,78.660004,79.949997,2114600,77.520073
"290",80.220001,81.160004,77.519997,77.540001,3214600,75.183319
"291",78.900002,80.699997,78.080002,78.089996,3781300,75.716599
"292",77.93,79.309998,76.900002,77.949997,3033100,75.580849
"293",77.18,79.050003,76.68,78.419998,2603800,76.036591
"294",78.360001,78.370003,76.730003,77.980003,2756800,75.609955
"295",78.5,80.669998,78.160004,80.510002,4420900,78.063057
"296",76.669998,77.309998,73.760002,75.400002,8768200,73.10836
"297",75.949997,76.93,74.910004,75.220001,3795100,72.933846
"298",76.129997,77.050003,75.220001,77.010002,3419800,74.669426
"299",76.870003,77.150002,76.010002,76.43,4057100,74.10704
"300",77.18,78.080002,76.720001,77,2428300,74.659737
"301",77.419998,77.580002,76.68,77.18,2468900,74.834251
"302",77.220001,77.550003,76.5,76.82,2634000,74.485207
"303",76.760002,77.489998,76.260002,76.75,4289000,74.635925
"304",76.580002,77.660004,76.5,77.040001,2853800,74.917923
"305",77.349998,77.660004,76.830002,77.309998,2184200,75.180504
"306",77.110001,78.709999,77.029999,77.410004,2365900,75.277748
"307",76.669998,77.260002,74.870003,75.040001,2540400,72.973038
"308",75.139999,76.43,74.800003,74.839996,2330900,72.778526
"309",75.599998,77.5,75.419998,77.32,2046600,75.190231
"310",77.639999,77.940002,76.480003,76.919998,3371800,74.801254
"311",77.230003,78.470001,76.059998,76.160004,2774600,74.062187
"312",76.660004,78.25,76.199997,77.980003,3247500,75.832054
"313",77.620003,77.839996,74.529999,75.769997,3098400,73.68293
"314",75.949997,76.720001,75.330002,76.199997,2277100,74.101074
"315",75.540001,78.849998,75.540001,78.629997,2763400,76.464149
"316",78.889999,80.099998,78.169998,79.769997,2206000,77.572746
"317",79.199997,79.639999,76.790001,77.449997,3053700,75.31665
"318",77.989998,78.400002,76.860001,76.940002,2097300,74.820709
"319",77.980003,78.650002,77.550003,78.120003,1692000,75.968201
"320",77.410004,78.480003,77.099998,77.300003,2281100,75.170792
"321",77.699997,78.879997,77.489998,78.150002,1790600,75.997375
"322",78.379997,78.639999,75.980003,76.169998,2426600,74.071915
"323",76.68,77.860001,76.370003,77.589996,2146500,75.452789
"324",78.400002,79.209999,77.940002,78.769997,2333700,76.600281
"325",78.830002,79.989998,78.629997,78.889999,2308100,76.716988
"326",78.660004,79.010002,77.879997,78.75,2504300,76.580833
"327",78.730003,78.769997,76.980003,77.32,2308500,75.190231
"328",77.459999,78.389999,77.089996,78.139999,2088900,75.987648
"329",78.68,78.839996,77.220001,77.720001,2147100,75.579216
"330",77.480003,78.660004,77.160004,78.290001,1600000,76.133514
"331",78.349998,80.480003,78.019997,80.419998,2224900,78.204857
"332",80.330002,82.040001,80.040001,81.68,2530300,79.43013
"333",82.110001,82.809998,80.739998,80.849998,3049900,78.623001
"334",80.419998,80.620003,78.300003,79.379997,2488300,77.193474
"335",79.269997,80.489998,78.32,79.709999,2305900,77.514389
"336",79.449997,80.970001,78.889999,80.370003,2111100,78.156227
"337",80.080002,81.110001,79.089996,80.709999,3237900,78.486855
"338",80.849998,80.989998,78.879997,79.440002,2547500,77.251839
"339",79.599998,81.239998,79.260002,80.839996,3401700,78.613258
"340",80.739998,81.860001,80,81.849998,2039600,79.595436
"341",81.970001,82,80.400002,81.309998,2021700,79.07032
"342",81.440002,82.440002,81,81.940002,1775500,79.682983
"343",82.190002,82.910004,81.900002,82.660004,1766900,80.383156
"344",82.25,82.849998,81.879997,82.769997,2497900,80.490112
"345",83.68,84.57,83.059998,83.370003,2288200,81.073586
"346",83.050003,83.980003,82.849998,83.43,2016500,81.13195
"347",82.709999,83.099998,82.160004,82.470001,3649700,80.198364
"348",83.059998,83.099998,81.529999,81.93,3733500,79.673256
"349",82.260002,83.599998,81.93,82.339996,3694600,80.071945
"350",81.580002,82.75,81.150002,82.610001,2493900,80.334503
"351",82.529999,83.620003,81.82,82.959999,4079300,80.674873
"352",79.18,80.459999,76.559998,77.339996,7845400,75.209686
"353",77.110001,77.879997,76.43,77.239998,4873000,75.112427
"354",77.510002,79.18,76.709999,78.900002,3664800,76.72673
"355",78.870003,80.019997,78.5,78.879997,3215100,76.70726
"356",79.360001,81.279999,79.040001,80.709999,3771900,78.486855
"357",81.440002,83.529999,81.43,83.139999,3738600,80.849922
"358",83.260002,84.410004,82.970001,83.889999,2752200,81.579262
"359",84.169998,84.550003,83.379997,84.5,2580700,82.172462
"360",84.809998,85.510002,84.599998,85.089996,3075400,82.746208
"361",85.010002,85.949997,84.68,85.839996,2501100,83.475548
"362",85.419998,86.330002,85.050003,85.559998,2226500,83.421913
"363",85.940002,85.970001,84.910004,85.709999,2398200,83.568176
"364",85.919998,86.169998,84.279999,84.690002,3299400,82.573662
"365",84.690002,85.75,84.099998,84.5,2286000,82.38842
"366",84.32,85.360001,83.779999,85.139999,3852800,83.012421
"367",84.620003,85.379997,84.160004,84.949997,2973300,82.827164
"368",84.230003,85.269997,83.919998,84.949997,1973800,82.827164
"369",85.5,86.709999,84.860001,86.610001,2276800,84.445694
"370",86.120003,86.75,85.690002,86.620003,2406900,84.455452
"371",86.599998,86.959999,84.910004,85.980003,3682300,83.831429
"372",85.82,86.239998,84.25,85.260002,2794700,83.12941
"373",85.169998,85.610001,84.709999,85.419998,2010800,83.285416
"374",85.970001,87.220001,84.75,84.870003,2404400,82.749168
"375",84.93,85.669998,84.339996,85.099998,1873800,82.973419
"376",85.5,86.050003,84.690002,84.75,1793500,82.632164
"377",84.230003,84.599998,83.040001,84.57,2221600,82.456665
"378",84.900002,85.910004,84.839996,85.160004,987400,83.031929
"379",85.629997,85.760002,84.489998,85.110001,1747500,82.983177
"380",85.139999,86.480003,84.879997,86.32,2073500,84.162933
"381",86.540001,86.959999,85.93,86.290001,2189700,84.13369
"382",86.389999,86.550003,85.199997,85.919998,1613900,83.772926
"383",85.5,85.790001,84.709999,84.760002,1798400,82.641914
"384",85.040001,85.43,84.339996,84.82,1380000,82.700417
"385",84.760002,85.330002,84.449997,85.160004,2009400,83.031929
"386",85.349998,85.620003,84.120003,85.139999,1662000,83.012421
"387",84.690002,86.959999,84.370003,86.389999,2420600,84.231178
"388",86.330002,87.110001,85.980003,87.019997,1975600,84.845428
"389",86.839996,88.010002,85.620003,87.440002,1822100,85.254959
"390",87.529999,87.699997,86.57,86.589996,2410600,84.426193
"391",86.459999,88.059998,86.349998,87.529999,2186700,85.342697
"392",87.510002,87.870003,86.010002,86.489998,1664000,84.32869
"393",86.540001,87.589996,86.489998,87.459999,1622700,85.274452
"394",88.309998,89.349998,87.43,88.050003,2158000,85.849701
"395",88.360001,88.629997,85.709999,85.93,1654300,83.782684
"396",86,87.129997,85.980003,86.739998,1862400,84.572433
"397",86.809998,87.900002,86.75,87.43,2837700,85.245201
"398",87.040001,87.449997,86.07,86.43,3314800,84.270172
"399",85.870003,89.860001,85.699997,89.459999,3280800,87.224449
"400",89.699997,89.860001,88.290001,89.050003,2330000,86.824707
"401",89.32,89.760002,88.830002,89.690002,1332700,87.448723
"402",89.860001,91.010002,89.739998,90.75,2035700,88.482224
"403",90.779999,92.190002,90.779999,91.830002,2099400,89.53524
"404",91.959999,92.720001,91.669998,92.169998,1898500,89.866737
"405",91.32,92.599998,90.93,91.599998,2718000,89.310989
"406",91.629997,91.800003,90.599998,91.010002,3901900,88.735733
"407",91.410004,92.980003,90.919998,92.849998,2215800,90.529755
"408",92.190002,92.190002,90.68,91.169998,3456000,88.891739
"409",91.889999,92.32,90.669998,91.739998,2764400,89.447479
"410",91.849998,92.220001,91.040001,91.870003,2715100,89.574257
"411",92.230003,92.5,91.32,92.32,3425700,90.012993
"412",93.209999,94.110001,92.300003,92.889999,3951800,90.568748
"413",93.139999,94.099998,92.739998,93.410004,3277400,91.075775
"414",93.82,95.57,93.489998,95.029999,5537300,92.655273
"415",92,97.849998,91.32,95.089996,7465300,92.713791
"416",95.629997,96,94.080002,94.260002,3145600,91.904518
"417",94.349998,94.660004,93.68,94.610001,2268100,92.245766
"418",94.720001,96.239998,93.889999,96.059998,2646000,93.659538
"419",95.440002,96.379997,94.739998,94.910004,2404200,92.538269
"420",94.57,95.889999,94.57,95.779999,2238300,93.386551
"421",96.160004,97.760002,95.739998,97.690002,4290000,95.248802
"422",97.699997,98.190002,96.709999,97.459999,2837300,95.024551
"423",97.529999,98.239998,97.099998,97.349998,2201300,94.917297
"424",97.129997,97.639999,96.269997,96.550003,2704600,94.137299
"425",96.989998,98.059998,96.739998,97.910004,2859700,95.463303
"426",97.949997,98.699997,97.589996,98.459999,2379300,95.999565
"427",98.129997,98.650002,95.93,97.269997,2733400,95.056511
"428",97.550003,98,96.720001,97.099998,2365800,94.890388
"429",97.089996,97.089996,96.029999,96.790001,2922400,94.58744
"430",96.889999,97.190002,95.879997,96.220001,3211200,94.030411
"431",96.029999,97.440002,95.82,96.940002,2421800,94.734032
"432",96.690002,97.389999,96.010002,96.949997,3425900,94.743797
"433",96.980003,97.099998,95.610001,96.43,3752100,94.235634
"434",96.720001,97.870003,96.269997,97.489998,5646500,95.271507
"435",97.349998,98.75,97.160004,97.290001,3693900,95.076065
"436",97.639999,98.489998,97.169998,97.510002,3657000,95.291069
"437",97.989998,100.589996,97.889999,99.169998,2853500,96.913292
"438",99.370003,99.639999,98.769997,99.459999,2147400,97.196671
"439",99.370003,100.169998,98.75,99.099998,3438200,96.844879
"440",99.989998,100.480003,98.550003,98.580002,2312900,96.336716
"441",98.449997,98.870003,96.279999,96.32,2446200,94.128136
"442",96.68,97.260002,95.720001,96.739998,2132100,94.538582
"443",96.589996,96.980003,94.919998,95.129997,2938800,92.96521
"444",96.449997,96.449997,93.919998,94.629997,2342000,92.476616
"445",94.57,96.110001,94.529999,95.879997,1868400,93.698143
"446",96.080002,98.059998,95.68,97.150002,2465500,94.939247
