"","ROST.Open","ROST.High","ROST.Low","ROST.Close","ROST.Volume","ROST.Adjusted"
"447",97.160004,97.349998,94.889999,95.019997,2873000,92.857712
"448",94.949997,96.860001,94.019997,94.32,3308400,92.173653
"449",95.050003,96.43,94.300003,95.870003,3037600,93.68837
"450",95.75,97.43,95.519997,96.629997,2278900,94.431091
"451",97.68,98.529999,96.57,98.32,2079700,96.082626
"452",98.059998,98.489998,95.510002,96.959999,3196000,94.753563
"453",97.309998,97.970001,95.209999,95.93,2210600,93.747017
"454",96.849998,96.849998,94.580002,94.690002,2924200,92.535225
"455",94.949997,97.150002,94.949997,96.669998,1713300,94.470169
"456",95.769997,96.5,93.860001,96.150002,2320700,93.962006
"457",95.779999,98.349998,95.220001,95.410004,2670500,93.238853
"458",95.709999,97.300003,94.559998,96.400002,2131900,94.206322
"459",94.080002,97.160004,93.620003,96.730003,2833700,94.528816
"460",97.870003,100.349998,96.800003,98.279999,3686500,96.043533
"461",98.589996,100.800003,98.480003,99.779999,2635300,97.509392
"462",100.279999,101.199997,98.599998,99,3233300,96.747147
"463",99.230003,99.75,97.650002,98.419998,2710900,96.180359
"464",99.239998,100.480003,98.080002,100.029999,2947000,97.753708
"465",100.43,101.400002,99.220001,101.260002,1952800,98.955727
"466",101.160004,101.709999,100.18,101.480003,1912300,99.170731
"467",102.089996,102.989998,100.419998,102.75,2291000,100.411819
"468",102.839996,104.349998,102.059998,103.330002,2153300,100.978615
"469",103.389999,103.510002,101.870003,102.760002,2070000,100.4216
"470",102.760002,103.769997,101.339996,101.769997,2413600,99.454117
"471",101.760002,102.25,99.660004,100.25,3345500,97.968697
"472",100.980003,101.980003,97.809998,97.900002,4746600,95.672188
"473",96.919998,97.470001,95.209999,96.480003,4252700,94.284492
"474",95.650002,95.93,93.480003,95.279999,3782900,93.111809
"475",95,95.660004,89.620003,91.190002,5776400,89.114876
"476",84.400002,88.830002,82.040001,82.639999,7941900,80.759438
"477",84.5,85,80.760002,81.629997,4443800,79.772423
"478",81.019997,81.419998,79.800003,80.360001,2213300,78.531326
"479",81.470001,82.190002,80,80.93,4839200,79.088364
"480",80.739998,82.739998,80.529999,82.730003,6024700,80.847404
"481",83.32,86.540001,83.230003,86.43,5930800,84.463188
"482",86.220001,86.720001,85.330002,85.940002,3422400,83.984352
"483",85.800003,87.720001,85.800003,87.599998,7369100,85.606567
"484",88.330002,88.970001,84.599998,84.75,5198000,82.821426
"485",84.980003,85.419998,81.019997,81.760002,4881200,79.899467
"486",80.68,81.629997,78.519997,81.580002,4110600,79.943565
"487",81.019997,81.389999,77.949997,78.339996,3474700,76.768555
"488",78.370003,80.199997,77.419998,80.010002,3570600,78.40506
"489",80.860001,81.349998,79.93,80.550003,3008400,78.934242
"490",82.199997,82.589996,80.580002,80.900002,3055700,79.277206
"491",81.260002,81.669998,79.839996,80.82,2956600,79.198814
"492",80.309998,81.660004,79.029999,79.209999,3368100,77.621094
"493",78.980003,79.339996,77.779999,78.279999,3915900,76.709755
"494",79.150002,79.919998,78.650002,78.889999,2879100,77.307526
"495",79.269997,80.779999,78.050003,78.470001,2941200,76.89595
"496",78.230003,78.739998,76.190002,77.160004,2680000,75.612228
"497",77.620003,80.050003,76.769997,76.980003,6272400,75.435837
"498",77.019997,77.669998,75.910004,76.300003,1541000,74.769485
"499",76.550003,81.93,76.510002,81.790001,3865800,80.149361
"500",80.769997,81.889999,78.739998,81.839996,3296800,80.198341
"501",82.129997,82.830002,80.510002,81.580002,2258800,79.943565
"502",82.059998,83.239998,81.730003,83.199997,2327700,81.531067
"503",81.800003,83.980003,81.800003,83.779999,2471200,82.099434
"504",82.959999,84.32,81.910004,83.080002,2978700,81.413483
"505",84.040001,86.010002,83.370003,85.339996,3146000,83.628128
"506",84.75,90.010002,84.260002,88.93,3892100,87.146118
"507",89.410004,91.739998,88.860001,91.540001,4593500,89.703773
"508",91.870003,91.900002,89.889999,90.339996,3310400,88.52784
"509",88.099998,90.82,87.410004,90.730003,2830600,88.910034
"510",90.589996,92.07,90.379997,91.209999,2105100,89.380386
"511",90.440002,91.68,90.110001,90.629997,2394700,88.812019
"512",90.610001,91.400002,90.220001,90.849998,2818700,89.027611
"513",91,91.699997,89.949997,90.25,2189000,88.439644
"514",89.669998,90.879997,89.25,90.800003,2408400,88.978622
"515",91.68,93.370003,90.889999,93.010002,2931500,91.144287
"516",92.18,92.779999,90.959999,91.629997,2467800,89.791954
"517",91.860001,91.879997,90.660004,91.510002,1665200,89.674377
"518",91.839996,91.839996,90.339996,91.199997,2547300,89.370583
"519",92.230003,92.690002,91.720001,92.510002,1668700,90.65432
"520",92.25,92.25,90.940002,91.540001,2362200,89.703773
"521",91.540001,91.599998,90.599998,91.470001,1722200,89.635178
"522",91.830002,92.809998,91.309998,92.290001,1603500,90.438728
"523",92.269997,92.629997,91.650002,92.120003,2854200,90.272148
"524",92.449997,92.540001,91.059998,91.730003,1815500,89.889954
"525",91.75,92.339996,91.029999,92.339996,1962600,90.487732
"526",92.300003,93.389999,92.120003,93.190002,1533600,91.320679
"527",92.919998,93.010002,91.709999,92.660004,1393200,90.801308
"528",92.160004,92.709999,91.57,92.589996,1518100,90.732704
"529",92.330002,93.190002,92.07,92.949997,1656700,91.085487
"530",93.25,94.650002,92.970001,94.129997,1773100,92.241821
"531",94.629997,95.129997,94.040001,94.760002,1541200,92.859192
"532",95.129997,95.139999,93.910004,94.639999,2189200,92.741592
"533",94.129997,94.150002,92.360001,93.290001,1996600,91.418671
"534",94.32,94.690002,93.559998,94.010002,2342600,92.124229
"535",93.980003,93.980003,92.800003,93.669998,2225300,91.791046
"536",93.75,94.349998,93.349998,93.970001,2358100,92.08503
"537",93.93,94.010002,93.150002,93.529999,1624600,91.65387
"538",93.629997,94.419998,93.489998,94.370003,1602600,92.477005
"539",94.699997,95.209999,93.720001,93.860001,1826400,91.977226
"540",93.910004,94.830002,93.629997,94.339996,2022100,92.447609
"541",93.82,95.220001,93.540001,94.779999,2659600,92.878777
"542",94.860001,95.419998,93.970001,94.830002,2685900,92.927788
"543",95.779999,96.209999,94.57,94.860001,1997500,92.957169
"544",95.419998,95.57,93.169998,93.599998,1755200,91.72245
"545",95.110001,95.470001,93.440002,94.169998,3723000,92.281021
"546",94,96.5,93.5,94.43,4341600,92.535789
"547",93.580002,93.800003,91.120003,92.410004,3599800,90.55632
"548",91.480003,91.690002,88.650002,89.059998,3061900,87.273514
"549",89.32,90.940002,89,90.739998,2375200,88.919823
"550",90.830002,91.190002,90.029999,91.160004,2115400,89.331398
"551",91.260002,91.580002,90.650002,90.690002,2007500,88.870834
"552",90.459999,90.459999,88.309998,89.239998,3705700,87.449913
"553",89.089996,90,88.610001,89.900002,5396200,88.349129
"554",89.650002,91.330002,89.650002,91.129997,2869000,89.557899
"555",91.199997,92.379997,90.870003,91.720001,2599400,90.137741
"556",91.699997,92.019997,91.150002,91.510002,2182000,89.931358
"557",91.349998,91.919998,91.029999,91.5,1520200,89.921532
"558",91.07,91.459999,89.459999,89.529999,2318100,87.985512
"559",89.239998,90.660004,89.029999,89.800003,1610300,88.250862
"560",90.260002,91.169998,90.040001,90.900002,1837800,89.331879
"561",91,92.339996,90.75,91.660004,2328600,90.078766
"562",92.089996,93,91.459999,91.910004,1923200,90.324463
"563",92.459999,93.510002,92.07,93.099998,2146800,91.493927
"564",93.769997,94.339996,92.940002,94.260002,2556600,92.633904
"565",94.120003,94.239998,93.449997,93.760002,2011000,92.14254
"566",94.360001,95.110001,93.580002,94.980003,1717500,93.341492
"567",95.059998,97.599998,94.970001,97.480003,1971000,95.798355
"568",97.790001,98.93,97.489998,98.410004,2329500,96.712326
"569",98.199997,98.989998,97.620003,98.669998,1427700,96.967834
"570",97.970001,98.43,97.339996,97.550003,1291100,95.867157
"571",98.059998,98.75,97.68,98.339996,1570600,96.643517
"572",98.620003,98.949997,97.089996,97.629997,1929500,95.94577
"573",97.82,98.379997,97,97.370003,1913200,95.690254
"574",97.279999,98.349998,97,98.010002,1447900,96.319221
"575",98.459999,99.160004,98.059998,98.879997,1333800,97.174194
"576",99.32,100.120003,99.18,99.919998,1551500,98.196266
"577",100.449997,100.769997,99.82,100,2393700,98.274895
"578",99.599998,100.010002,97.129997,97.779999,1565700,96.093178
"579",98.230003,98.360001,97.230003,97.860001,2080100,96.171814
"580",97.940002,99.529999,97.709999,98.559998,2416000,96.859726
"581",97.57,98.730003,97.190002,98.019997,1489900,96.329041
"582",98.32,98.629997,97.5,98.550003,1450900,96.849899
"583",98.43,99.809998,98.139999,98.269997,1630500,96.57473
"584",98.269997,98.43,97.089996,97.660004,2314200,95.97525
"585",97.5,97.639999,95.800003,95.879997,1887100,94.225952
"586",96.010002,96.830002,95.900002,96.360001,2135600,94.697685
"587",96.949997,97.239998,96.339996,97.129997,1314100,95.454399
"588",95.730003,97.68,95.550003,97.389999,1163800,95.709915
"589",96.75,96.760002,95.120003,95.760002,1646300,94.108032
"590",95.57,97.480003,94.599998,96.830002,1881300,95.159569
"591",95.919998,97.519997,95.599998,97.010002,1446400,95.336472
"592",96.489998,98.110001,95.050003,97.489998,1928100,95.808189
"593",95.779999,96.480003,92.720001,93.449997,2814800,91.837883
"594",94,95.089996,93.470001,94.459999,2501500,92.830452
"595",93.699997,94.879997,93.190002,94.5,1759900,92.869759
"596",94.93,97,94.93,95.879997,1677400,94.225952
"597",95.400002,97.389999,95.260002,97.199997,2452700,95.523193
"598",96.769997,97.519997,96.440002,96.669998,2575800,95.002335
"599",96.440002,97.800003,95.309998,97.400002,2846900,95.719742
"600",96.830002,96.830002,94.120003,94.529999,3002200,92.899239
"601",93.940002,94.940002,92.779999,94.510002,3203500,92.879585
"602",92.580002,94,91.589996,92.779999,5843000,91.179436
"603",93.690002,95.650002,91.279999,91.330002,5083900,89.754463
"604",90.769997,91.730003,89.550003,90.300003,3095000,88.742226
"605",90.650002,92.949997,90.610001,92.900002,2601500,91.297379
"606",91.839996,93.260002,91.459999,92.989998,2525800,91.385818
"607",92.93,93.75,91.540001,92.040001,2396300,90.452217
"608",92.800003,94.739998,92.790001,94.639999,2335200,93.007347
"609",94.93,95.650002,94.440002,94.989998,1755700,93.351311
"610",95.25,96.459999,94.790001,96.160004,2240100,94.501129
"611",96.849998,99.550003,96.75,99.160004,3194900,97.449379
"612",99.099998,100.400002,97.809998,98,2606000,96.557686
"613",98.629997,99.160004,97.870003,98.470001,2661600,97.020782
"614",98.790001,99.5,98.239998,98.309998,1910400,96.863129
"615",98.980003,100.57,97.589996,100.540001,2221500,99.06031
"616",100.769997,101.690002,100.43,100.970001,2562800,99.483986
"617",100.980003,102.129997,100.410004,101.440002,2363100,99.947067
"618",102.330002,103.849998,102.050003,102.610001,2489500,101.099846
"619",102.830002,103.580002,101.709999,103.379997,1785900,101.858505
"620",104.07,105.309998,103.629997,104.57,1920700,103.030998
"621",104.650002,105.150002,103.900002,103.959999,3068500,102.429985
"622",103,104.260002,101.900002,102.849998,2058700,101.336327
"623",102.839996,103.089996,101.290001,101.510002,2349100,100.016037
"624",102.07,103.110001,101.43,102.400002,1938700,100.892952
"625",99.599998,100.629997,98.839996,100.540001,3678800,99.06031
"626",100.650002,101.459999,99.059998,99.120003,8249300,97.661201
"627",100.529999,101.919998,98.559998,98.980003,2733900,97.52327
"628",98.790001,99.389999,97.529999,98.18,2174000,96.735046
"629",98.400002,100.040001,98.389999,100,1211900,98.528267
"630",98.860001,100.910004,98.860001,100.879997,1612300,99.395302
"631",100.779999,101.709999,100.199997,101.580002,1638300,100.085014
"632",101.5,102.559998,101.18,101.980003,1877500,100.479134
"633",102.589996,102.959999,101.379997,102.610001,1540800,101.099846
"634",103,103.25,102.370003,102.900002,1722900,101.385582
"635",103.510002,106.779999,103.080002,106.019997,3693700,104.459656
"636",106.169998,107.239998,104.940002,106.349998,2448500,104.784805
"637",106.550003,107.449997,106,106.809998,2025100,105.238037
"638",106.910004,107.93,106.57,107.290001,1774200,105.710976
"639",107.379997,107.629997,106.370003,107.040001,2218800,105.464653
"640",107.769997,108.199997,106.510002,106.610001,2738200,105.040977
"641",107.059998,107.480003,105.660004,105.940002,1905700,104.380836
"642",106.110001,106.629997,105.32,106.110001,1303600,104.548332
"643",105.940002,106.610001,105.5,105.949997,1578800,104.390686
"644",104.279999,105.989998,104.279999,105.519997,1705200,103.967018
"645",105.849998,107.059998,105.089996,106.830002,1261500,105.257744
"646",106.550003,106.919998,106,106.510002,1060900,104.942459
"647",106.150002,106.480003,105.470001,106.339996,1216200,104.774948
"648",106.190002,107.040001,104.419998,106.029999,1485000,104.469513
"649",106.690002,107.080002,102.489998,103.57,1588900,102.045723
"650",103.529999,104.449997,102.940002,103.489998,1563800,101.966896
"651",102.32,103.07,100.160004,101.220001,2184900,99.730309
"652",101.559998,103.610001,101.059998,103.379997,1664400,101.858505
"653",102.07,104.220001,101.550003,103.910004,1767600,102.380714
"654",104.68,107.230003,104.470001,107.040001,1861700,105.464653
"655",106.900002,107.120003,104.959999,105.5,1549800,103.947319
"656",105.18,105.449997,102.919998,103.279999,1743900,101.759987
"657",103.239998,108.040001,102.260002,106.440002,1669000,104.873482
"658",104.540001,104.540001,102.07,102.169998,2413600,100.666328
"659",103.190002,103.449997,100.68,101.410004,1979500,99.917511
"660",102.580002,103.650002,102.269997,103.18,1900300,101.661469
"661",104.889999,105.400002,103.330002,104.089996,1721500,102.558067
"662",103.019997,105.080002,102.599998,104.190002,2308000,102.656593
"663",105.709999,106.620003,104.260002,105.699997,1686300,104.144371
"664",106.870003,107.940002,105.699997,107.400002,3922400,105.819351
"665",105.639999,106.370003,102.410004,102.949997,3917000,101.434837
"666",103.349998,104.760002,103.300003,104.559998,1787500,103.021149
"667",105.110001,105.129997,102.540001,102.580002,2355000,101.07029
"668",102.300003,104.82,102,104.559998,2095100,103.021149
"669",105.989998,107.559998,105.989998,107.110001,1927100,105.533615
"670",107.43,108.480003,105.779999,106.010002,2290600,104.449814
"671",105.169998,106.089996,104.07,105.019997,2095800,103.474373
"672",105.480003,106,104.809998,105.970001,1612200,104.410393
"673",107,109.480003,106.739998,109.360001,2440900,107.750511
"674",109.650002,110.669998,109.040001,109.18,1436400,107.573151
"675",109.309998,109.690002,107.68,108.489998,1443300,106.893311
"676",108.550003,108.690002,106.43,108.160004,2081500,106.568176
"677",107.379997,108.599998,106.669998,108.309998,2020600,106.96814
"678",109.260002,110.879997,109,109.360001,2242100,108.005142
"679",109.610001,110.260002,109.019997,109.129997,1576100,107.777985
"680",108.580002,108.580002,107.5,107.589996,1518600,106.257065
"681",107.809998,108.980003,107.400002,108.139999,1857100,106.800255
"682",108.089996,108.809998,107.32,108.709999,1984600,107.36319
"683",108.809998,109.639999,108.389999,108.610001,1206900,107.264435
"684",108.57,109.540001,104.57,104.75,4592900,103.452248
"685",105.360001,107.309998,105.279999,107.029999,2167000,105.704002
"686",108.300003,109.120003,106.769997,107.639999,2176400,106.306442
"687",107.690002,109.129997,107.690002,108.239998,1721200,106.899017
"688",108.709999,109,106.989998,107.849998,1390000,106.51384
"689",108.610001,109.43,108.139999,109.050003,1944600,107.698982
"690",109.139999,110.389999,109.139999,109.849998,1582800,108.489075
"691",110.370003,111.419998,109.239998,109.300003,1975400,107.945885
"692",108.870003,108.889999,106.940002,107.529999,1724600,106.197815
"693",107.050003,107.239998,104.82,106.93,1338800,105.605255
"694",107.32,109.269997,107.260002,108.93,1570200,107.58046
"695",108.209999,108.970001,107.75,108.139999,1618300,106.800255
"696",107.459999,109.309998,106.800003,107.879997,1695300,106.543472
"697",108.5,109.43,108.029999,109.169998,1458400,107.81749
"698",108.870003,111.190002,108.519997,111.010002,1461300,109.634705
"699",112,113.510002,111.660004,112.459999,1962300,111.066727
"700",112.43,112.839996,111.330002,111.400002,852900,110.019867
"701",111.650002,112.5,111.639999,111.940002,1629500,110.553177
"702",111.949997,112.68,111.5,112.260002,1824700,110.869209
"703",112.980003,113.690002,112.589996,113.029999,1025400,111.629669
"704",112.809998,114.830002,112.5,114.129997,1595700,112.716034
"705",111.489998,113.220001,109.07,110.980003,2832700,109.605064
"706",111.279999,112.980003,111.029999,111.900002,1377300,110.51368
"707",111.980003,112.220001,109.669998,109.889999,1484700,108.528572
"708",110.220001,110.690002,109.18,110.440002,1362700,109.071762
"709",110.099998,111.610001,109.660004,110.690002,1116900,109.318672
"710",110.620003,111.120003,109.260002,109.389999,1548000,108.034767
"711",109.449997,110.5,108.75,108.82,1565700,107.471832
"712",108.690002,110.389999,108.589996,110.32,1579100,108.953247
"713",110.489998,110.970001,109.230003,109.669998,1790900,108.311295
"714",110.190002,111.57,109.739998,110.989998,1294400,109.614937
"715",111.610001,112.019997,110.989998,111.769997,1540400,110.385277
"716",111.489998,112.800003,111.410004,112.059998,1704700,110.671684
"717",112.449997,112.519997,111.32,112.260002,1282200,110.869209
"718",112.349998,113.720001,112.18,113.07,1389700,111.669174
"719",112.769997,113.059998,111.400002,111.82,1431900,110.434662
"720",111.660004,112.379997,111.110001,112.18,1126300,110.790199
"721",112.150002,112.410004,110.839996,110.970001,1327100,109.595184
"722",111.010002,111.940002,109.330002,111.389999,1683900,110.009995
"723",111.760002,113,111,112.839996,1291100,111.442017
"724",113.660004,113.669998,112.239998,113.370003,1151600,111.965454
"725",112.940002,113.339996,111.839996,112.190002,1800900,110.800079
"726",112.720001,113.959999,111.82,112.419998,1993500,111.027222
"727",112.400002,112.910004,109.989998,110.440002,2267700,109.071762
"728",111.169998,111.849998,110.599998,111.790001,2495600,110.405037
"729",113.080002,113.889999,108.410004,111.519997,3955400,110.138374
"730",112.029999,113.989998,111.550003,113.330002,2210100,111.925957
"731",113.379997,116.029999,112.989998,115.330002,5066600,113.901169
"732",116.120003,116.489998,115.199997,116.330002,1589800,114.888794
"733",116.580002,117.239998,116.050003,116.150002,1411500,114.711021
"734",116.650002,117.580002,115.889999,116,2534700,114.562881
"735",115.010002,115.849998,113.580002,114.269997,1890600,112.854309
"736",114.519997,115.110001,113.589996,114.150002,1964600,112.735786
"737",114.239998,114.300003,113.209999,113.489998,1359200,112.334923
"738",114.839996,115.139999,113.699997,113.910004,1243500,112.750648
"739",113.760002,115.379997,113.690002,115.059998,1947000,113.888939
"740",114.980003,115.370003,114.199997,114.949997,1264300,113.780052
"741",115.300003,115.300003,114.129997,114.849998,1403600,113.681084
"742",114.879997,116.790001,114.57,116.449997,2041800,115.264793
"743",116.300003,116.389999,115.239998,115.489998,1319200,114.31456
"744",116.029999,116.529999,114.18,114.389999,1937400,113.225761
"745",114.709999,114.709999,113.5,113.809998,1746000,112.651657
"746",113.809998,114.150002,112.580002,113.489998,1863300,112.334923
"747",113.739998,115.199997,113.739998,115.160004,1427900,113.987923
"748",116.129997,116.129997,114.519997,115.230003,3701800,114.05722
"749",115.360001,115.529999,114.099998,114.199997,1470800,113.037689
"750",114.550003,115.400002,114.279999,115.120003,535700,113.948334
"751",115.050003,115.599998,114.269997,115.309998,1033000,114.136406
"752",116.099998,116.099998,114.529999,114.959999,895600,113.789955
"753",114.669998,117.010002,114.160004,116.5,1415400,115.314293
"754",116.589996,117.040001,115.650002,116.419998,1576000,115.2351
"755",116.480003,116.839996,115.470001,116.830002,1722500,115.64093
"756",115.43,117,115.199997,116.860001,1486500,115.670616
"757",116.25,117.480003,115.639999,117.43,1573600,116.234818
"758",117.010002,118.879997,116.540001,118.800003,1961900,117.590881
"759",119.110001,120.089996,118.949997,119.150002,1565200,117.937317
"760",120.669998,122.620003,119.540001,122.129997,2185800,120.886978
"761",122.099998,122.379997,120.5,120.720001,1271700,119.491333
"762",120.68,120.779999,119.239998,119.970001,1392100,118.748962
"763",120.040001,120.129997,118.809998,118.959999,1828000,117.749245
"764",118.510002,119.370003,117.449997,117.769997,1409100,116.571358
"765",118.389999,118.919998,117.449997,118.050003,1853700,116.848503
"766",118.209999,118.720001,117.449997,117.68,2094800,116.482277
"767",117.25,118.220001,117.169998,117.800003,1853300,116.601059
"768",118.129997,118.5,117.400002,117.410004,1770500,116.215027
"769",117.339996,118.620003,116.040001,118.209999,1989100,117.006889
"770",118.019997,118.400002,115.269997,115.760002,1548100,114.581818
"771",114.07,115.5,113.5,114.849998,2677900,113.681084
"772",115.110001,115.470001,114.360001,114.480003,1558400,113.314842
"773",114.730003,115.419998,113.959999,114.269997,1365900,113.106979
"774",113.480003,114.660004,113.059998,114.18,1627100,113.017899
"775",113.839996,114.040001,111.480003,112.190002,5115000,111.048157
"776",112.559998,114.720001,112.540001,113.830002,1662700,112.671463
"777",115.779999,116.800003,115.25,116.349998,1510200,115.165802
"778",117.07,119.080002,117.07,118.739998,1715700,117.531479
"779",119.339996,119.650002,118.139999,118.190002,1267000,116.987091
"780",118.019997,118.029999,116.540001,117.43,1059000,116.234818
"781",116.889999,118.400002,116.709999,118.260002,1373400,117.056374
"782",119.040001,119.93,118.669998,119.699997,1260900,118.481712
"783",120.480003,120.599998,119.669998,120.059998,1388800,118.838051
"784",119.760002,120.75,119.480003,120.599998,1290300,119.372559
"785",120.910004,121.970001,120.68,121.779999,1307700,120.54055
"786",121.580002,123.010002,121.019997,122.489998,1497200,121.243309
"787",122.959999,123.629997,122.57,122.940002,1061200,121.688736
"788",122.839996,124.160004,121.940002,123.809998,1065400,122.549881
"789",123.260002,123.870003,122.120003,123.239998,1316400,121.985687
"790",122,123.18,121.050003,121.620003,1816400,120.382172
"791",121.989998,122.209999,116.559998,116.75,2295700,115.561737
"792",118.400002,121.410004,117.959999,119.199997,2432000,117.986801
"793",117.800003,119.019997,111.849998,111.940002,2738900,110.800697
"794",108.620003,110.650002,106.760002,108.779999,4152000,107.672852
"795",109.220001,112,105.949997,111.980003,3138100,110.840294
"796",111,114.309998,107.589996,109.220001,3487300,108.108376
"797",109.379997,110.5,105.809998,109.559998,4938700,108.444908
"798",106.339996,107.160004,100.699997,101.690002,3136700,100.655014
"799",97.589996,103.419998,97.339996,102.510002,3940100,101.466675
"800",96.989998,97.82,94.410004,94.809998,4067500,93.845047
"801",97.160004,101.919998,95.779999,101.849998,3921200,100.813385
"802",99.419998,100.970001,97.830002,98.559998,3731100,97.55687
"803",92.669998,96.459999,91.029999,91.349998,5273900,90.42025
"804",95.629997,97.129997,87.480003,92.830002,4298400,91.885201
"805",84.339996,84.339996,73.190002,73.93,4883700,73.402916
"806",74.43,74.669998,67.690002,69.559998,7862800,69.064064
"807",65.300003,65.949997,56.299999,59.970001,8149600,59.542439
"808",59.459999,69.330002,57.669998,65,7958700,64.536575
"809",65.43,70,63.849998,63.900002,10008700,63.44442
"810",62.689999,66.43,60.5,62.919998,5970200,62.471405
"811",67.82,71.800003,66.07,71.580002,8351500,71.069664
"812",73.949997,84.860001,72.800003,81.290001,5655300,80.710434
"813",82.339996,86.830002,81.309998,85.599998,5436500,84.989708
"814",81.779999,85.779999,80,82.550003,3493000,81.961449
"815",82.589996,85.5,80.580002,84.870003,3237400,84.264915
"816",84.099998,88.790001,83.739998,86.970001,4875800,86.349937
"817",82.300003,85.370003,79.889999,81.089996,4468900,80.511856
"818",80,82.269997,75.629997,79.400002,4137500,78.833908
"819",78.580002,79.230003,74.169998,74.75,3534700,74.217064
"820",80,88.059998,78.150002,87.18,5382000,86.558449
"821",93.660004,95.970001,84.470001,84.809998,5867100,84.205338
"822",85.75,91.860001,84.699997,89.050003,3023800,88.415115
"823",90.379997,92.639999,87.889999,88.739998,2693900,88.107323
"824",89.019997,89.019997,85.099998,87,2192200,86.379723
"825",88.510002,91.360001,88.339996,90.970001,3034400,90.321426
"826",86.580002,89.349998,86.199997,88.559998,2383500,87.928596
"827",88.550003,88.82,86.370003,87.190002,2610700,86.568375
"828",90.059998,92.019997,88.720001,91.720001,5080600,91.066071
"829",90.480003,90.480003,86.459999,86.510002,3565500,85.893219
"830",83.650002,85.510002,81.629997,82.699997,4154500,82.110374
"831",85.07,85.980003,81.940002,83.870003,3265800,83.272049
"832",84.720001,85.330002,82.32,82.629997,3721400,82.040878
"833",83.010002,86.300003,82.610001,85.489998,2213900,84.880486
"834",86.910004,91.099998,86.5,90.830002,3238400,90.182419
"835",94.050003,101.080002,92.160004,92.540001,4800000,91.880234
"836",97.139999,98.699997,95.129997,97.050003,3552400,96.35807
"837",95.43,96.080002,91.050003,91.360001,3058100,90.708641
"838",88.25,89.580002,87.370003,88.959999,1990100,88.325752
"839",87.190002,88.800003,85.699997,88.389999,1864300,87.759811
"840",90,90.980003,88.080002,88.769997,2423200,88.1371
"841",89.330002,90.290001,88.389999,88.860001,1938400,88.226463
"842",90.639999,91.870003,89.760002,89.849998,2286200,89.209404
"843",91.099998,91.599998,90.459999,91.459999,1480000,90.807922
"844",90.099998,91.410004,88.860001,90.75,1598100,90.102982
"845",90.849998,91.220001,86.120003,86.620003,2301600,86.002434
"846",85.949997,86.349998,82.620003,83.720001,2192900,83.123108
"847",82.260002,84.690002,79.860001,84.519997,2171100,83.917404
"848",83.730003,86,82.339996,85.309998,3067500,84.701775
"849",89.900002,92.400002,88.779999,90.629997,2581900,89.983849
"850",90.540001,91.610001,87.940002,89.889999,3319700,89.249115
"851",90.82,92.300003,90,90.889999,2431800,90.241997
"852",94.5,99.400002,93.5,96.870003,5012800,96.179359
"853",92.980003,96.690002,91.870003,93.879997,5340100,93.21067
"854",96.730003,97.169998,94.220001,94.599998,4445100,93.925545
"855",95.220001,96.599998,93.800003,96.489998,2974500,95.802071
"856",96.559998,100.599998,94.730003,98.269997,4286700,97.569366
"857",98.040001,98.870003,95.480003,96.959999,4511800,96.268723
"858",97.080002,99.110001,96.489998,97.199997,2253900,96.507004
"859",98.559998,98.989998,95.989998,98.809998,2510600,98.105522
"860",99.919998,100.720001,98.82,100.139999,2303300,99.426041
"861",99.5,101,98.540001,98.959999,2689600,98.254456
"862",102.300003,104.93,101.300003,102.480003,2570800,101.749367
"863",102.550003,104.050003,101.389999,102.760002,3616800,102.027367
"864",102.099998,102.910004,100.669998,101.589996,2678700,100.865707
"865",101.690002,101.82,98.650002,100.040001,3299400,99.326759
"866",96.68,96.839996,93.209999,94.370003,3797000,93.697182
"867",96.419998,96.790001,89.790001,92.480003,2933000,91.820656
"868",89.139999,91.489998,87.860001,91.330002,3879400,90.678856
"869",97.089996,98.050003,95.269997,97.620003,4164100,96.924004
"870",97.739998,98.129997,96.57,96.68,3317200,95.990707
"871",95.040001,96.379997,91.980003,92.379997,3357100,91.721367
"872",95.139999,95.150002,91.650002,93.309998,6537000,92.644737
"873",92.669998,92.889999,90.220001,90.68,2839400,90.033493
"874",92.010002,93.160004,91.32,91.459999,3749000,90.807922
"875",89.800003,90.360001,86.440002,87.050003,3119100,86.429367
"876",86.769997,86.940002,82.489998,84.269997,4748500,83.669182
"877",83.75,86.690002,83.589996,83.75,5236000,83.152901
"878",83.93,85.519997,81.610001,85.239998,2845900,84.632271
"879",85.010002,85.739998,83.779999,85.239998,5775200,84.632271
"880",85.290001,88.599998,85.220001,87.190002,3703700,86.568375
"881",88.739998,91.120003,88.309998,88.580002,3516300,87.948463
"882",89.760002,91.059998,89.540001,90.139999,1907500,89.497337
"883",89.199997,89.199997,86.169998,86.379997,2300300,85.764145
"884",86.209999,87.050003,84.809998,86.019997,2350800,85.406708
"885",85.739998,86.220001,83.25,84.720001,2700800,84.115982
"886",84.849998,87.75,84.489998,86.790001,2767100,86.171227
"887",86.970001,87.779999,84.449997,84.82,3584900,84.215271
"888",83.980003,83.980003,79.650002,80.169998,7567700,79.598419
"889",81.769997,84.639999,81.629997,83.660004,5743700,83.063545
"890",83.010002,84.940002,82.400002,84.559998,3207100,83.957123
"891",85.25,86.080002,84.129997,85.790001,3217200,85.178352
"892",85.580002,86.080002,83.510002,84.790001,3074600,84.185478
