"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"443",214.850006,215.660004,212.039993,213.839996,1682500,193.558807
"444",214.350006,215.029999,211.059998,213.190002,2140300,192.970474
"445",213.130005,214.580002,212.259995,214.369995,1666700,194.038528
"446",212.679993,213.110001,209.639999,210.419998,2947400,190.463211
"447",209.190002,209.190002,201.550003,202.149994,3525200,182.977554
"448",201.149994,202.910004,196.5,196.729996,3497200,178.071564
"449",200.869995,202.550003,195.929993,198.229996,2798100,179.429337
"450",197.820007,200.699997,197.419998,198.940002,1812800,180.072006
"451",200.460007,202.520004,199.229996,202.330002,1939500,183.140488
"452",201.789993,203.770004,200.449997,202.929993,1824200,183.683548
"453",202.339996,202.520004,198.399994,200.380005,2339400,181.375412
"454",200.119995,201.100006,198.369995,199.850006,3167300,180.895706
"455",201.25,203.399994,199.690002,201.360001,3263300,182.262466
"456",188.800003,194.889999,184.5,192.550003,8255600,174.288025
"457",192.100006,192.960007,183.970001,184.539993,5003500,167.03772
"458",186.570007,187.479996,182.360001,184.990005,3535200,167.445038
"459",183.309998,186.660004,181.979996,184.949997,3546200,167.408844
"460",187.850006,188.880005,183.160004,185.789993,2867600,168.169159
"461",186.830002,190.080002,185,189.809998,2919600,171.807892
"462",190.699997,192.119995,189.669998,190.259995,2845100,172.21521
"463",190.610001,193.210007,190.089996,192.220001,2242800,173.989334
"464",193.660004,194.470001,191.600006,192.809998,3069600,174.523346
"465",193.5,194.559998,192.210007,193.25,2886500,174.921661
"466",193.270004,195.5,193,195.300003,1900200,176.777206
"467",197.190002,201.399994,195.410004,201.289993,2444400,182.199112
"468",201,204.270004,200.729996,204.070007,2534000,184.715439
"469",204,204,199.699997,201.100006,2429300,182.027145
"470",200.570007,200.770004,196.5,197.039993,2770000,178.352188
"471",197.520004,200.880005,197.160004,198.369995,2168800,179.55603
"472",200.800003,201.039993,196.289993,198.059998,2797700,179.275452
"473",197.729996,205.130005,196.240005,204.910004,3157500,185.475769
"474",203.240005,209.770004,202.600006,209,2620400,189.177887
"475",207.830002,208.050003,204.369995,205.580002,3220400,186.082245
"476",203.580002,204.139999,200.190002,200.509995,2677200,181.493088
"477",199.679993,201.179993,198.660004,198.690002,1832700,181.073883
"478",197.759995,198.679993,196.789993,196.800003,999900,179.35144
"479",198.570007,201.830002,197.320007,199.860001,2321000,182.140137
"480",199.119995,201.320007,196.779999,200.690002,2079600,182.896561
"481",201.990005,204.350006,199.419998,204.339996,2184400,186.222946
"482",203.869995,205.839996,202.660004,204.559998,1569200,186.423416
"483",204.360001,207.919998,203.979996,207.919998,3171900,189.485535
"484",211.210007,211.949997,207.050003,208.759995,2493400,190.251038
"485",208.059998,208.550003,202.089996,202.199997,2698700,184.272644
"486",199.610001,203.080002,198.190002,202.679993,2991800,184.710098
"487",202.619995,204.369995,197.009995,198.240005,2254500,180.663773
"488",198.360001,198.949997,193.639999,198.320007,1980300,180.736679
"489",201.259995,202,196.139999,197.460007,1828900,179.952927
"490",200.600006,202.619995,199.699997,199.809998,1919000,182.094589
"491",201.429993,202.399994,199.520004,202.130005,1831700,184.208878
"492",200.119995,201.570007,195.850006,196.100006,2473200,178.713516
"493",195.839996,198.25,191.850006,192.820007,2547600,175.724335
"494",193.389999,196.919998,193.149994,194.559998,2636300,177.310043
"495",196,198.229996,189.699997,189.960007,3266500,173.117889
"496",189.110001,191.119995,185.5,187.380005,3609200,170.766632
"497",187.860001,190.5,183.639999,183.75,6699200,167.458481
"498",181.889999,183.539993,178.509995,178.619995,2249500,162.783295
"499",179.380005,186.330002,176.869995,186.259995,2925500,169.745926
"500",183.5,190.699997,182.880005,190.699997,2809000,173.792267
"501",191.809998,192.300003,188.570007,189.369995,2311400,172.580185
"502",190.339996,191.649994,188.5,190.539993,1804400,173.646454
"503",187.820007,190.990005,186.699997,190.949997,2475200,174.020126
"504",188.279999,188.279999,182.889999,183.759995,3358200,167.46759
"505",186.75,191.979996,186.029999,191.320007,2995100,174.3573
"506",191.360001,192.300003,188.660004,190.880005,2162200,173.956314
"507",193,194.110001,189.580002,191.679993,2479800,174.685364
"508",193.25,193.940002,191.380005,192.300003,2163600,175.250427
"509",190.869995,193.809998,189.399994,193.600006,1939300,176.435135
"510",191.839996,192.690002,190.860001,192.210007,2359900,175.168411
"511",190.639999,192.830002,189.800003,192.169998,1914400,175.131958
"512",188.839996,190.679993,187.860001,188.940002,2737300,172.188324
"513",188.509995,190.440002,188.419998,189.479996,2492100,172.68045
"514",188.559998,192.899994,187.899994,191.710007,1978900,174.712723
"515",194.339996,196.399994,192.360001,195.860001,2746600,178.494781
"516",194.220001,194.490005,190.429993,192.259995,2709600,175.213928
"517",192.630005,194,190.279999,192.289993,1652900,175.241318
"518",192.259995,193.169998,191.509995,192.520004,1582800,175.450882
"519",194.720001,197.160004,194.460007,195.899994,2320100,178.531219
"520",193.139999,193.449997,191.070007,193.199997,3156600,176.070633
"521",195.009995,199.889999,194.199997,196.949997,4311100,179.488144
"522",198.220001,200.110001,194.630005,199.270004,2168100,181.602448
"523",198.800003,200.889999,197.740005,200.300003,3338400,182.541107
"524",201.490005,201.770004,198.289993,199.160004,2239400,181.502197
"525",199.009995,200.259995,196.25,200.210007,1973600,182.459091
"526",200.720001,201.130005,199.729996,201.119995,2036900,183.288391
"527",201.220001,203.080002,200.25,202.570007,1672400,184.609863
"528",201.020004,202.399994,198.860001,199.839996,1949400,182.121902
"529",199.220001,199.850006,197.899994,199.820007,1451800,182.103668
"530",200.929993,201.199997,199.639999,200.910004,1513500,183.097046
"531",202.869995,206.789993,202.190002,206.570007,2623000,188.255203
"532",207.089996,210.399994,206.589996,209.720001,2967300,191.125946
"533",206.589996,207.119995,204.050003,204.929993,2229700,188.051849
"534",206.460007,208.970001,206,208.860001,2000400,191.658157
"535",207.910004,209.149994,207.389999,208.410004,1534400,191.245224
"536",208.929993,208.970001,207.320007,208.529999,1879100,191.355316
"537",208.160004,209.110001,207.25,207.770004,1737600,190.657959
"538",207.770004,209.660004,207.149994,209.350006,1534200,192.107803
"539",210.470001,211.350006,210.339996,210.580002,2183500,193.236526
"540",210.580002,211.589996,209.369995,209.380005,1671300,192.13533
"541",209.600006,209.690002,208.160004,209.029999,1540600,191.814148
"542",209.050003,209.050003,206.960007,207.389999,2121700,190.309235
"543",208.809998,209.759995,206.899994,207.490005,1754400,190.401001
"544",208.990005,209.979996,205.740005,206.860001,1989900,189.822891
"545",205.580002,207.25,203.839996,203.839996,2744500,187.051605
"546",204.729996,204.789993,202.759995,202.800003,1825300,186.097275
"547",202.559998,202.559998,198.5,199.860001,3339600,183.399414
"548",198.380005,201.169998,198,200.889999,1724500,184.344589
"549",201.880005,207.160004,201.660004,207.100006,2385300,190.043121
"550",207.839996,208.389999,205.380005,205.800003,2115100,188.850204
"551",206.830002,207.300003,205.630005,206.660004,2036700,189.639343
"552",206.699997,207.449997,205.729996,207.380005,1793400,190.300064
"553",208.399994,208.660004,206.789993,208.080002,4394700,190.942398
"554",208.440002,208.600006,205.610001,208.490005,1843600,191.318649
"555",209.100006,210.539993,208.309998,209.020004,2351600,191.805008
"556",209,210.509995,207.289993,208.300003,1734600,191.144287
"557",206.800003,210.160004,205.970001,209.610001,2288100,192.34639
"558",208.289993,208.490005,204.470001,204.660004,2716100,187.804047
"559",203.460007,205.470001,202.25,203.210007,2020600,186.47348
"560",205,207.639999,204.770004,207.240005,1895600,190.171585
"561",207.399994,207.940002,205.130005,207.160004,2004000,190.09816
"562",208,208.740005,206.639999,208.529999,1670600,191.355316
"563",209.289993,209.5,206.199997,207.779999,2858300,190.667099
"564",209.889999,212.389999,209.259995,211.940002,2588400,194.484497
"565",212.240005,212.699997,211,212.130005,1413500,194.658859
"566",212.949997,213.929993,212.440002,213.130005,1570000,195.576492
"567",213.5,215.270004,212.330002,215.029999,1560900,197.319992
"568",215.880005,216.490005,214.800003,215.410004,1391100,197.668701
"569",214.710007,215.070007,213.470001,215.020004,1130000,197.310806
"570",214.419998,214.570007,211.820007,211.960007,1516500,194.502853
"571",212.419998,212.710007,210.720001,212.110001,1348600,194.640488
"572",211.710007,213.710007,211.440002,213.529999,1181200,195.943527
"573",215.100006,217.490005,214.350006,217.419998,1922400,199.513168
"574",216.839996,217.360001,214.899994,215.830002,1483300,198.054123
"575",216.589996,217.669998,215.479996,216.899994,1549600,199.03598
"576",217.630005,219.330002,217.179993,217.639999,1977600,199.715027
"577",217.979996,219.669998,217.619995,218.880005,1780100,200.85289
"578",217.300003,219.399994,217.270004,218.539993,1403500,200.540909
"579",218.009995,219.550003,217.179993,219.5,1561800,201.421829
"580",219,219.75,218.100006,219.080002,2048900,201.036423
"581",197.539993,198.960007,189.600006,190.720001,14646200,175.012161
"582",190.529999,192.25,189.360001,191.669998,4491300,175.883957
"583",191.520004,192.190002,189.75,190.210007,3803400,174.544189
"584",190.860001,190.860001,186.550003,189.509995,4541000,173.90184
"585",189.490005,189.710007,185.919998,186.070007,3818500,170.745163
"586",184.5,186.5,183.380005,184.75,5654900,169.533859
"587",185.809998,186.690002,184.089996,185.220001,4747700,169.965179
"588",182.039993,183.110001,180.130005,183.039993,6517600,167.964706
"589",181.809998,181.899994,177.809998,179.119995,5415600,164.367584
"590",179.509995,180.529999,178.5,178.589996,2990500,163.88121
"591",177.300003,177.399994,174.179993,175.279999,5098200,160.843842
"592",175.020004,176.330002,173.009995,175.860001,5012300,161.376053
"593",173.940002,174.580002,172.789993,174.070007,5916700,159.733475
"594",174.789993,176.970001,174.509995,175.210007,4014000,160.779602
"595",174.020004,175.649994,173.649994,174.119995,3015500,159.779373
"596",174.389999,174.389999,171.360001,171.809998,4039500,157.659607
"597",170,170.259995,168.429993,169.089996,4595000,155.163651
"598",167.960007,167.960007,165.610001,166.25,4374600,152.557571
"599",167.009995,167.419998,166.179993,167.300003,4148200,153.521072
"600",167.429993,170.759995,166.460007,169.740005,4504200,155.760132
"601",167.580002,168.300003,164.589996,165.869995,3830200,153.511154
"602",166.339996,167.419998,165.320007,166.089996,2366900,153.714767
"603",166.800003,166.990005,163.350006,163.350006,4875100,151.178925
"604",163.009995,163.800003,160.5,161.399994,3669000,149.374207
"605",161.399994,162.270004,160,160.580002,2478700,148.615341
"606",159.830002,160.740005,159.630005,159.75,3521900,147.847168
"607",159.75,161.5,159.320007,160.039993,3726500,148.11557
"608",161.729996,165.089996,161.580002,164.289993,3746800,152.048889
"609",165.139999,165.830002,162.880005,163.850006,3161600,151.641678
"610",164,166.350006,162.460007,164.720001,3581800,152.446869
"611",165.559998,167.089996,164.639999,166.610001,2017700,154.196045
"612",168.110001,170.220001,167.869995,168.289993,2257600,155.750824
"613",169.910004,170.360001,168.5,168.910004,2227200,156.324677
"614",169.869995,170.149994,168.589996,169.009995,2166400,156.417206
"615",169.360001,169.899994,167.869995,168.850006,2141500,156.26915
"616",168.240005,168.25,166.050003,166.690002,2719200,154.270081
"617",167.100006,167.429993,166.460007,166.779999,1783300,154.353378
"618",167.850006,172.270004,167.570007,171.860001,3623000,159.054855
"619",171.880005,172.809998,170.539993,170.75,2777400,158.027573
"620",172.869995,174.279999,171.699997,173.940002,3064200,160.979889
"621",173.75,174.559998,172.630005,173.350006,4880800,160.433838
"622",173.350006,174.339996,173.339996,173.380005,2711900,160.461624
"623",173.25,173.389999,171.279999,172.029999,2733200,159.212204
"624",172.350006,173.240005,171.720001,171.880005,1812200,159.073364
"625",172.509995,172.789993,170.649994,171.5,1718500,158.721695
"626",171.850006,174.369995,171.770004,173.339996,3600800,160.424591
"627",175.460007,175.779999,173.520004,174.509995,2106700,161.507401
"628",175.100006,175.100006,173.070007,174.020004,1555400,161.053909
"629",174.169998,175.039993,172.929993,174.979996,1170700,161.942383
"630",173,173.279999,169.729996,172,1740500,159.184418
"631",169.919998,170.479996,168.770004,169.190002,2285300,156.583817
"632",166.820007,167.449997,164.289993,165.699997,4536100,153.353821
"633",166.190002,167.320007,165.570007,165.699997,2661700,153.353821
"634",166.300003,169.089996,165.869995,169.039993,2814800,156.444977
"635",170.100006,173.360001,169.25,173.339996,3160700,160.424591
"636",173.380005,174.25,171.210007,172.839996,2187500,159.961823
"637",172.75,177.25,172.720001,176.490005,3918900,163.339874
"638",176.350006,176.490005,174.100006,174.669998,2947400,161.655487
"639",174.419998,175.139999,172.399994,173.059998,2221800,160.165451
"640",173.009995,173.990005,172.210007,172.610001,2360300,159.748978
"641",172.809998,175.210007,172.130005,174.639999,2004400,161.627701
"642",176,178.020004,175.649994,177.520004,2360700,164.293167
"643",176.929993,180.289993,176.259995,179.419998,3532300,166.051559
"644",187.009995,187.720001,176.660004,178.130005,7362000,164.857681
"645",177.630005,178.389999,170.570007,173.979996,4016100,161.016891
"646",173.830002,177.619995,173.660004,176.759995,2638900,163.589783
"647",175.660004,177.809998,173.800003,177.630005,1978900,164.394958
"648",177.649994,178.020004,173.399994,174.720001,3015800,161.701752
"649",174.789993,177.669998,173.029999,173.360001,2381200,160.443085
"650",172.860001,172.919998,169.809998,170.550003,2423100,157.842484
"651",168.949997,169.020004,164.419998,164.710007,2894700,152.437607
"652",164.820007,165.479996,162.899994,163.710007,3494800,151.5121
"653",162,163.949997,158.039993,163.639999,5993200,151.447311
"654",164.369995,165.490005,163.550003,164.220001,3260100,151.9841
"655",164.539993,164.75,162.029999,163.470001,1582100,151.289978
"656",163.020004,164.779999,161.550003,162.100006,1473800,150.022095
"657",162.559998,167.880005,162.149994,164.880005,3244600,152.59494
"658",162.5,162.869995,158.669998,158.809998,4056100,146.977203
"659",158.059998,159.699997,155.630005,156.839996,4452700,146.482208
"660",157.839996,161.910004,157.449997,161.5,3481800,150.834442
"661",163.710007,163.949997,161.779999,162.949997,3198000,152.18869
"662",163.110001,163.110001,160.960007,161.009995,2061700,150.376801
"663",162.690002,163.649994,161.050003,161.149994,1623600,150.507584
"664",162,162.929993,160.149994,160.880005,1441600,150.255386
"665",160.080002,160.350006,155.270004,155.850006,4223900,145.557587
"666",157.009995,157.470001,155.080002,156.119995,2215300,145.809769
"667",157.330002,157.479996,155.399994,155.75,2281100,145.464172
"668",155.100006,157.779999,154,157.550003,2346900,147.145309
"669",159.300003,161.029999,159.050003,160.360001,3170500,149.769745
"670",161.570007,162.149994,160.410004,161.720001,1967000,151.039902
"671",161.399994,161.630005,157.259995,158.639999,1835800,148.163315
"672",159.830002,160.630005,158.990005,160.070007,1506600,149.498932
"673",162.5,166.410004,162.389999,164.229996,2421400,153.384155
"674",164.639999,164.880005,162.949997,163.940002,1762300,153.113327
"675",165,167.850006,164.690002,165.940002,3091300,154.981232
"676",166.160004,169.100006,166.009995,168.860001,3240200,157.708389
"677",169.860001,169.889999,165.369995,168.080002,3579100,156.979904
"678",169.619995,171.850006,168.610001,170.580002,2870400,159.314789
"679",170.589996,172.479996,169.860001,171.440002,2534200,160.118011
"680",171.210007,171.210007,167.910004,169.669998,2459300,158.46492
"681",167.759995,168.570007,166.5,168.070007,2716400,156.970581
"682",167.610001,168.050003,165.25,167.440002,2096700,156.382172
"683",167.389999,168.809998,166.910004,167.070007,1623000,156.036621
"684",167.429993,169.169998,166.479996,166.759995,3698900,155.74707
"685",165.490005,167.429993,164.5,166.759995,1938600,155.74707
"686",167.050003,167.550003,164.160004,164.740005,2986800,153.860489
"687",164.759995,164.979996,163.690002,164,2758200,153.169342
"688",164,164.410004,162.800003,163.830002,2763300,153.010574
"689",164.479996,165.639999,163.520004,164.529999,2870300,153.664352
"690",165.210007,165.570007,163.940002,164.399994,2508500,153.542938
"691",165,165.210007,158.169998,158.380005,3271500,147.920502
"692",157.059998,157.220001,154.630005,155.649994,2972300,145.370789
"693",155.139999,155.460007,150.809998,155.229996,3025700,144.978516
"694",155.229996,156.050003,154.399994,155.820007,2646400,145.529556
"695",155,155.350006,153.520004,153.520004,2471200,143.381454
"696",152.330002,152.800003,150.580002,150.740005,2781800,140.78508
"697",152.339996,152.440002,150.789993,150.990005,3358600,141.018539
"698",150.949997,153.089996,150.869995,152.309998,3192000,142.251358
"699",154.130005,159.600006,154.110001,158.100006,4670200,147.658997
"700",158.039993,162.389999,157.339996,160.509995,3269800,149.909821
"701",159.350006,164.020004,159.350006,162.979996,3098600,152.216705
"702",163.100006,164.199997,162.119995,162.179993,1935200,151.469543
"703",163.139999,165.490005,163.080002,163.539993,1944600,152.739731
"704",163.559998,164.270004,162.979996,163.100006,2693700,152.328812
"705",165.470001,166.149994,164.759995,165.940002,1998600,154.981232
"706",166.270004,168.910004,165.100006,167.539993,2064000,156.475555
"707",167.410004,168.759995,166.559998,168.759995,2712300,157.615005
"708",165.160004,165.25,159.630005,161.889999,5953300,151.198685
"709",162.509995,167.630005,162.130005,166.089996,3104800,155.121323
"710",166.479996,169.710007,166.199997,169.059998,3138000,157.895172
"711",168.029999,169.949997,167.509995,168.809998,2669400,157.661697
"712",168.229996,168.570007,167.029999,168.369995,1780400,157.250732
"713",168.509995,168.559998,163.550003,164.990005,2653100,154.093979
"714",166.940002,170.149994,166.720001,170.089996,2467400,158.857147
"715",171.619995,175,171.619995,174.899994,4142800,163.349518
"716",175,175.460007,173.770004,175.270004,2304400,163.695068
"717",174.910004,175,172.360001,174,3012900,162.508957
"718",175.729996,176.710007,173.789993,174.520004,3358800,162.994598
"719",174.580002,174.869995,172.110001,173.149994,1615600,161.715057
"720",172.5,172.5,169.649994,170.110001,2664300,158.875839
"721",170.360001,172.070007,170.029999,170.839996,1740400,159.557632
"722",170.110001,171.389999,169.580002,170.550003,1638800,159.286789
"723",169.979996,172.320007,169.929993,170.929993,1613900,159.641693
"724",171.660004,172.690002,171.039993,171.880005,2616900,160.528946
"725",170.789993,171.199997,169.169998,170.539993,2364600,159.277435
"726",171.720001,171.720001,169.529999,170.679993,1791800,159.408188
"727",169.789993,170,167.149994,167.770004,2689500,156.690369
"728",166.880005,167,164.509995,165.139999,3605900,155.569351
"729",165.5,167.75,165,167.600006,3268300,157.886795
"730",168.470001,170.360001,167.869995,170.240005,2761900,160.373779
"731",169.800003,170.25,168.710007,169.229996,2610900,159.422302
"732",170,171.369995,169.509995,170.610001,1331500,160.722366
"733",170.429993,170.580002,169.259995,169.770004,942500,159.931015
"734",170.160004,171.699997,168.240005,168.270004,2342200,158.51796
"735",166.5,166.600006,164.399994,165.169998,2702000,155.597626
"736",166.419998,168.869995,166,167.139999,2139200,157.453445
"737",167.220001,167.869995,162.720001,164.369995,3309300,154.843948
"738",167.25,171.990005,167.25,171.470001,3880000,161.532486
"739",169.399994,171.259995,168.789993,169.830002,2058200,159.987534
"740",169.130005,169.389999,166.970001,167.660004,2670500,157.943298
"741",168.380005,168.839996,167.330002,168.740005,1859000,158.960709
"742",166.729996,170.850006,166.330002,168.559998,2872400,158.791138
"743",169.619995,171.119995,168.080002,168.789993,2098000,159.007782
"744",168.940002,170.830002,168.190002,170.75,2917200,160.854218
"745",170.350006,171.789993,169.210007,169.929993,2672600,160.081741
"746",169.779999,170,168.190002,169.029999,2270400,159.233902
"747",169.619995,172.580002,169.149994,172.149994,2757600,162.173065
"748",174.789993,175.470001,172.199997,175.369995,7513000,165.206451
"749",176.710007,179.179993,176.559998,178.470001,4876300,168.126801
"750",178.270004,178.669998,176.039993,176.679993,1259500,166.440552
"751",176.449997,176.660004,175.5,176.589996,1435200,166.355759
"752",176.649994,177.539993,175.619995,177.259995,1472900,166.986938
"753",177.259995,178.960007,175.589996,175.830002,1715100,165.639816
"754",175.229996,176.589996,175.070007,176.419998,1573500,166.195633
"755",177.679993,180.009995,177.139999,180,3601700,169.56813
"756",177.020004,178.660004,175.630005,178.449997,2466900,168.107971
"757",177.149994,178.710007,176.350006,178.619995,1998000,168.268097
"758",178.279999,178.509995,176.820007,177.899994,2173000,167.589844
"759",178,181.5,177.649994,180.630005,2758300,170.161621
"760",181.509995,181.589996,179.759995,181.199997,2746300,170.698593
"761",181.610001,182.179993,180.139999,180.470001,2103800,170.010895
"762",180.940002,182.229996,180.360001,180.919998,2090800,170.434814
"763",180.919998,182.550003,180.210007,181.369995,2911200,170.858734
"764",181.419998,181.860001,179.179993,179.779999,2482200,169.360901
"765",180.679993,181.199997,179.690002,181.009995,2149900,170.519592
"766",181,182.149994,180.699997,181.350006,3690100,170.839905
"767",181.850006,181.910004,178.630005,179.389999,3367700,168.9935
"768",179.509995,180.570007,177.880005,178.029999,2420200,167.712311
"769",177.070007,178.440002,176.389999,177.740005,2358400,167.439117
"770",178.490005,179.809998,177.529999,178.149994,2643100,167.825348
"771",179.860001,180.589996,175.539993,175.630005,4361400,165.451416
"772",171.899994,172.339996,165.050003,165.580002,8920700,155.983841
"773",166.350006,166.470001,161.529999,162,5343900,152.611328
"774",161,162.639999,158.759995,162.509995,4357100,153.091766
"775",162,162.649994,158.229996,158.660004,5740300,149.464905
"776",160.029999,160.309998,156.380005,156.589996,3925500,147.514832
"777",159.770004,159.960007,157,157.240005,4363900,148.127197
"778",159.119995,162.330002,158.699997,162.330002,3118200,152.922211
"779",164.490005,165,162.470001,162.889999,3413800,153.449738
"780",161.410004,161.919998,159.630005,160.080002,2736200,150.802582
"781",160.210007,161.259995,158.869995,160.149994,2754800,150.868561
"782",161,162.520004,160.020004,162.449997,2275100,153.035248
"783",164.240005,165.039993,163.570007,163.800003,2736400,154.307007
"784",161.759995,161.869995,159,159.759995,3413900,151.864029
"785",159.850006,161.139999,158.820007,161.009995,2233500,153.052231
"786",160.360001,160.529999,158.039993,158.880005,2478900,151.027542
"787",159.080002,160.470001,158.360001,159.339996,2296400,151.464798
"788",159,161.389999,158.5,158.559998,3275100,150.723343
"789",158.330002,158.589996,156.119995,156.929993,3535300,149.173904
"790",154.449997,154.710007,152.220001,152.550003,3635600,145.010376
"791",153.309998,153.440002,145.970001,146.850006,5263400,139.592087
"792",149.570007,151.820007,148.089996,148.960007,5152100,141.597809
"793",151.229996,155.429993,149,150.160004,8241600,142.738495
"794",154.089996,156.720001,146,149.240005,11499700,141.863968
"795",151.339996,153.429993,148.369995,153.020004,8026300,145.457153
"796",152.440002,154,144.440002,145.240005,8296500,138.061676
"797",147.020004,154,145.990005,153.979996,5773800,146.36969
"798",150.800003,154.350006,149.550003,151.410004,5887000,143.926727
"799",149.589996,154.740005,147.869995,153.649994,7155100,146.056
"800",146.589996,149.460007,143.550003,144.059998,8194400,136.939972
"801",149.020004,153.380005,144.880005,153.300003,5651700,145.723297
"802",149.729996,149.729996,146.470001,147.240005,4748200,139.962814
"803",139.960007,141.710007,130.339996,133.580002,8215800,126.977951
"804",141.009995,141.690002,131,141.679993,6580300,134.677597
"805",129.860001,135.5,128.009995,130.910004,7440800,124.439903
"806",131.940002,136.770004,129.610001,134.440002,6535400,127.795448
"807",128.460007,139.369995,128.389999,137.020004,6860400,130.24791
"808",137.710007,140.179993,132.929993,137.509995,6365700,130.713699
"809",138.070007,139.240005,122.709999,124.889999,9589200,118.717438
"810",128.160004,128.399994,114.040001,117.870003,7934300,112.044395
"811",122.290001,133.449997,121,132.720001,9311700,126.160446
"812",133.149994,134.690002,126.800003,131.539993,7742500,125.038765
"813",131.789993,136.380005,130.610001,136.179993,6717000,129.449432
"814",132.830002,137.070007,130.910004,133.240005,4262300,126.654762
"815",132.25,138.009995,131.059998,137.740005,3869500,130.932343
"816",135.690002,139.440002,135.679993,136.509995,3613700,129.763138
"817",132,135.839996,131.009995,133.139999,3777600,126.5597
"818",132.360001,138.210007,132.100006,137.910004,3990300,131.093948
"819",136.009995,137.440002,132.899994,133.789993,3588300,127.177551
"820",137.860001,141.25,136.899994,140.699997,5639700,133.746048
"821",147.5,150.639999,144.399994,144.600006,5496300,137.453308
"822",145.729996,149.720001,143.910004,148.990005,3071100,141.626328
"823",148.460007,149.729996,146.539993,147.779999,4783700,140.476135
"824",147.5,148.580002,145.300003,146.399994,2642300,139.164337
"825",149.619995,150.979996,148.050003,150.139999,3318400,142.719482
"826",148.190002,148.550003,144.899994,145.160004,3043900,137.985626
"827",145.270004,146.449997,143.229996,144.899994,4170400,137.738464
"828",147.440002,148.5,144.800003,146.460007,5393100,139.221359
"829",144.75,147.020004,143.649994,143.669998,2893000,136.569275
"830",142.25,142.770004,140.5,141.630005,2331100,134.630096
"831",143.360001,144.479996,141.710007,143.610001,2749600,136.512253
"832",144.580002,147.580002,143.880005,144.330002,2585300,137.196655
"833",145.169998,147.339996,144.309998,147,2247100,139.734665
"834",148,154.490005,147.889999,153.649994,4644900,146.056
"835",160.029999,163.080002,155.199997,157.610001,8294100,149.820282
"836",158.539993,160.220001,155.169998,156.259995,3987100,148.537018
"837",154.309998,154.940002,151.75,151.919998,3667800,144.411499
"838",149.300003,150.039993,147.729996,148.600006,2926400,141.255585
"839",148.539993,148.559998,146.059998,148.399994,2229800,141.065475
"840",149.889999,150,147.100006,147.429993,2269200,140.143417
"841",147.789993,148.169998,145.990005,146.199997,2168600,138.974228
"842",147.699997,147.850006,144.899994,145.740005,2800800,138.536957
"843",147.080002,149.179993,146.380005,148.509995,2169700,141.170044
"844",147.820007,147.960007,145.589996,145.729996,3034600,138.527435
"845",146.550003,147.220001,141.449997,141.520004,3030000,134.525528
"846",140.710007,140.729996,135,136.119995,4806000,129.39241
"847",135,136.149994,131.119995,135.990005,5897700,129.268829
"848",134.529999,138.869995,134.199997,138.690002,10113700,131.835388
"849",143.160004,149.720001,142.509995,149.270004,6017100,141.892487
"850",148.5,151.649994,147.369995,148.380005,4059900,141.046494
"851",149.869995,151.429993,148.830002,149.679993,3428800,142.282211
"852",147.740005,148.639999,145.339996,145.809998,2789100,139.97821
"853",145.740005,146.639999,144.600006,146.440002,2661400,140.583023
"854",150.429993,152.979996,149.199997,152.080002,4616300,145.997437
"855",153.990005,158.160004,153.339996,158.149994,6056300,151.824661
"856",158.710007,159.869995,154.130005,156.820007,6730700,150.547852
"857",155.5,156.869995,153.050003,156.440002,8632200,150.18306
"858",155.949997,157.550003,154.889999,155.580002,2083400,149.357437
"859",156.75,158.600006,156.630005,157.639999,2333800,151.335052
"860",159.350006,161.660004,158.520004,161.210007,3674300,154.762283
"861",159.759995,162.580002,159.179993,162.550003,2880700,156.048691
"862",165,168.350006,165,167.410004,4527200,160.71431
"863",167.100006,169.539993,165.270004,166.869995,2987600,160.195908
"864",165.479996,167.960007,164.080002,166.699997,3161600,160.032684
"865",166.899994,167.339996,163.809998,163.899994,2551300,157.344666
"866",160.059998,160.25,152.309998,152.380005,5016600,146.285446
"867",156.279999,157.419998,151.729996,154.869995,2998800,148.675842
"868",150.880005,159.619995,150.490005,157.729996,4093800,151.421463
"869",162.850006,163.380005,156.889999,159.669998,3386700,153.283875
"870",160.199997,160.869995,158.970001,159.220001,1714600,152.851868
"871",158.070007,159.830002,157.589996,159.210007,1806100,152.84227
"872",161.350006,162.089996,156.470001,158.149994,6405200,151.824661
"873",157,157.419998,155.479996,156.690002,2020900,150.42305
"874",157.960007,158.669998,156.240005,157.839996,2301800,151.527069
"875",156.289993,156.729996,151.710007,152.220001,3042800,146.131836
"876",152.050003,155.050003,150.100006,154.669998,2060700,148.483856
"877",154.600006,154.779999,151.529999,152.520004,2826400,146.41983
"878",153.899994,156.509995,153.479996,155.570007,2145100,149.347855
"879",154.910004,156.710007,154.050003,155.990005,2941600,149.751053
"880",156.339996,157.800003,155.309998,155.429993,1625600,149.213455
"881",157.619995,158.880005,156.460007,157.039993,1982800,150.759064
"882",158.869995,159.960007,157.050003,158.100006,2099500,151.776672
"883",156.080002,157.100006,154.690002,154.820007,1571700,148.627853
"884",155.070007,155.600006,153.869995,154.580002,1662000,148.397461
"885",153.919998,154.720001,151.039993,151.449997,2190000,145.392639
"886",151.690002,153.25,150.990005,152.850006,1954500,146.736633
