"","EL.Open","EL.High","EL.Low","EL.Close","EL.Volume","EL.Adjusted"
"445",137.910004,140.289993,137.330002,139.979996,1583700,136.519058
"446",139.619995,141.089996,139.440002,140.330002,1253100,136.860443
"447",136.259995,136.770004,129.889999,129.899994,5086200,126.688301
"448",129.619995,130.529999,127.650002,128.080002,3584700,124.9133
"449",129.279999,130.25,124.68,126.32,3715500,123.1968
"450",126.760002,127.230003,125.389999,125.860001,2070000,122.748192
"451",127.339996,129.080002,127.160004,128.479996,2275600,125.303398
"452",128.580002,129.460007,127.660004,128.820007,1947700,125.635002
"453",128.830002,128.970001,125.660004,126.769997,2347700,123.635666
"454",128.199997,129.860001,125.449997,125.449997,1935500,122.348312
"455",125.900002,127.080002,125.300003,126.190002,1819300,123.070023
"456",124.459999,126.290001,121.93,125.300003,2667300,122.202019
"457",125.68,127.879997,124.110001,124.269997,1905700,121.197487
"458",124.879997,127.480003,124.160004,126.410004,1582500,123.284576
"459",124.93,126.440002,122.940002,125.620003,1621200,122.514122
"460",126.25,128.759995,125.099998,126.459999,2715700,123.333344
"461",126.650002,131.690002,126.300003,131.220001,3522100,127.975655
"462",143.360001,146.330002,135.270004,137.440002,5467100,134.04184
"463",137.130005,142.190002,136.830002,141.940002,2738200,138.430603
"464",142.360001,145.649994,142.360001,143.110001,2951700,139.571671
"465",142.070007,142.279999,138.869995,141.809998,2896700,138.303802
"466",142.449997,143.399994,141.509995,142.399994,1427700,138.879227
"467",141.639999,142.820007,140.520004,142.339996,1234400,138.820709
"468",141.919998,142,140.110001,141.690002,1582000,138.186783
"469",138.860001,140.990005,138.389999,140.229996,1962800,136.762894
"470",140.080002,142.190002,138.320007,141.100006,2849100,137.611389
"471",142.289993,143.979996,141.389999,143.389999,2160700,139.844772
"472",143.860001,146.160004,143.470001,144.839996,2040400,141.258896
"473",144.470001,144.850006,142.669998,144.850006,1690500,141.268661
"474",144.149994,145.990005,142.550003,144.020004,2373700,140.459167
"475",143.899994,144.910004,141.910004,142.869995,1673100,139.337616
"476",141.889999,144.720001,141.580002,142.020004,1666600,138.508636
"477",142.330002,142.869995,140.520004,140.669998,1581400,137.192017
"478",139.710007,140.860001,138.809998,140.110001,971500,136.645844
"479",141.429993,142.309998,140.100006,140.929993,2162600,137.445572
"480",140.580002,140.759995,138.309998,139.990005,2628200,136.528839
"481",139.929993,141.320007,139.130005,140.199997,2767600,136.733627
"482",139.639999,142.410004,139.279999,141.5,2139900,138.426056
"483",141.520004,142.860001,140.869995,142.660004,4825200,139.560852
"484",144.220001,152.919998,144.220001,152.649994,5296600,149.333817
"485",152,152,144.059998,144.089996,3101800,140.959778
"486",142.529999,142.929993,138.679993,141.389999,3345700,138.318405
"487",141.050003,142.020004,135.809998,137.119995,2599800,134.141174
"488",136.479996,138.529999,135.369995,137.979996,1750000,134.982544
"489",139.080002,140.199997,137.770004,139.110001,1521900,136.087982
"490",140.639999,141.660004,138.589996,138.729996,1487400,135.716248
"491",139.100006,141.139999,138.970001,140.130005,1581900,137.0858
"492",139.240005,139.839996,134.940002,135.179993,2376300,132.243347
"493",134.699997,134.770004,129.669998,130.300003,2769600,127.469368
"494",130.600006,131.389999,129.740005,130.899994,1587000,128.056305
"495",130.899994,133.139999,127.669998,128.539993,1795500,125.747581
"496",127.989998,128.529999,123.489998,124.910004,2280400,122.196457
"497",124.18,129.009995,124.18,125.82,3562300,123.086693
"498",125.339996,125.360001,122.040001,122.459999,858800,119.799675
"499",123.080002,126.919998,121.639999,126.900002,1257400,124.143219
"500",125.540001,128.460007,123.68,128.389999,1277700,125.600853
"501",128.770004,130.339996,127.269997,128.559998,1372100,125.767151
"502",129.729996,130.949997,129.089996,130.100006,1233400,127.27372
"503",129.899994,132.460007,129.470001,131.940002,1640100,129.073746
"504",129.800003,130.880005,125.199997,125.68,3863900,122.949722
"505",127.480003,130.789993,127.029999,129.919998,2091400,127.097595
"506",129.419998,132.389999,128.509995,131.5,2312500,128.643311
"507",133.059998,133.809998,130.669998,132.729996,1989100,129.846573
"508",130.809998,131.410004,127.269997,127.830002,2727900,125.053024
"509",122.550003,125.940002,121.470001,125.300003,4445600,122.577995
"510",125.279999,126.620003,124.110001,125.940002,2895600,123.204086
"511",125.279999,126.150002,124.910004,124.910004,2412700,122.196457
"512",125.010002,126.019997,124.580002,125.080002,1579300,122.362762
"513",125.339996,126.419998,124.379997,125.169998,1921100,122.450806
"514",125.019997,126.669998,124.839996,125.43,1477700,122.70517
"515",126.260002,129.130005,126.099998,127.540001,2060600,124.769325
"516",127.610001,128.020004,124.690002,125.760002,2207300,123.027992
"517",127.209999,129.660004,125.839996,126.889999,2411600,124.133446
"518",126.580002,127.07,124.540001,125.230003,2104000,122.509514
"519",125.669998,128.520004,125.669998,128.070007,2393900,125.287811
"520",127.519997,132.139999,126.75,131.979996,3275300,129.112854
"521",132.669998,132.690002,130.289993,130.399994,2939200,127.567169
"522",131.699997,134.479996,130.630005,134.380005,3366100,131.460724
"523",134.570007,136.990005,133.880005,136.419998,3369700,133.456406
"524",137.270004,137.699997,135.850006,136.720001,2684300,133.749878
"525",136.880005,137.179993,135.389999,136.169998,2653400,133.211838
"526",149,157.009995,148.419998,152.020004,10521300,148.717529
"527",149.809998,152.190002,147,150.25,3705000,146.985962
"528",149,152.929993,147.619995,152.309998,2775700,149.00119
"529",152.309998,154.710007,151.509995,154.710007,2478200,151.349091
"530",154.380005,154.380005,152.75,153.690002,1757900,150.351242
"531",154.820007,154.949997,152.880005,152.919998,1752600,149.597961
"532",153,155.240005,151.660004,155.190002,1594900,151.818634
"533",154.100006,154.759995,153.110001,153.380005,1538600,150.047958
"534",154.520004,155.279999,153.690002,155.009995,1509100,151.642532
"535",154.320007,155.850006,152.369995,155.399994,1514500,152.024078
"536",156,157.350006,155.550003,156.669998,1740900,153.266464
"537",156.139999,157,155.619995,156.529999,1405600,153.129547
"538",156.529999,159.070007,155.479996,158.979996,1336500,155.526306
"539",159.369995,159.369995,157.050003,157.259995,1647100,153.843704
"540",156.860001,158.199997,155.839996,156.440002,1966600,153.041504
"541",155.490005,157.449997,154.369995,157.050003,1319400,154.061707
"542",157.089996,158.759995,156.089996,156.940002,1270200,153.953812
"543",158.220001,159.210007,156.089996,156.919998,1158100,153.934174
"544",157.830002,158.559998,154.380005,156.289993,2100000,153.316147
"545",156.860001,158.5,155.970001,155.979996,1480700,153.01207
"546",155.669998,155.990005,152.990005,153.880005,1971200,150.952057
"547",157.570007,157.75,154.160004,155.399994,2405200,152.443085
"548",155.220001,156.740005,154.289993,156.039993,1852500,153.070908
"549",156,158.020004,155.509995,157.509995,1852500,154.51297
"550",158.199997,160,157.820007,159.220001,2007200,156.190414
"551",160,160.830002,158.970001,159.440002,1172800,156.406219
"552",159.029999,160.080002,158.020004,159.990005,1108100,156.945786
"553",160.600006,163.380005,160.270004,162.740005,2133500,159.643448
"554",162.449997,163.369995,161.520004,163.100006,1055300,159.996582
"555",163.479996,163.789993,160.479996,160.699997,1406300,157.642242
"556",160.830002,161.039993,158.289993,159.690002,1715800,156.651459
"557",159.309998,162.009995,158.559998,161.789993,975200,158.711533
"558",161.389999,162.529999,159.460007,159.5,1033800,156.465073
"559",159.029999,160.279999,158.580002,159.979996,1160100,156.935944
"560",161.039993,162.860001,160.419998,161.809998,712100,158.731155
"561",161.850006,163.279999,161.490005,162.899994,1220300,159.8004
"562",163.270004,165.330002,163.270004,164.419998,944700,161.291473
"563",164.740005,165.759995,164.220001,165.550003,1062100,162.399963
"564",165.779999,166.919998,164.119995,164.770004,1080600,161.634827
"565",164.229996,164.699997,162.470001,163.220001,805400,160.114319
"566",163.449997,164.830002,163.009995,164.279999,897200,161.154144
"567",164.820007,165,162.600006,163.070007,852800,159.967178
"568",163.460007,163.979996,162.910004,163.5,733900,160.388992
"569",163.679993,164.929993,163.039993,164.820007,1091000,161.683868
"570",164.399994,164.770004,163.279999,163.850006,1062400,160.732346
"571",164.610001,166.830002,163.940002,166.520004,977000,163.351517
"572",167.679993,168.320007,166.729996,168.039993,1601200,164.842606
"573",168.550003,169.470001,167.179993,167.520004,1215600,164.332504
"574",167.309998,168.139999,166.139999,167.100006,1077300,163.920456
"575",168.009995,170,167.360001,169.839996,1332800,166.608337
"576",170.720001,170.800003,168.130005,169.529999,1425300,166.304245
"577",169.839996,171.389999,169.479996,170.330002,1131500,167.08902
"578",170.020004,170.720001,168.270004,169.919998,978800,166.686829
"579",169.770004,171.800003,169.630005,171.110001,1122000,167.854187
"580",170.839996,171.529999,169.550003,170.419998,730200,167.177307
"581",170.710007,170.929993,169.380005,170.389999,738600,167.147888
"582",170.990005,172.759995,170.460007,172.5,819900,169.217743
"583",172.330002,173.210007,171.25,172.460007,1301200,169.178513
"584",172.649994,172.960007,171.179993,171.809998,1797600,168.540863
"585",179.990005,180.199997,169.830002,170.300003,3354900,167.059586
"586",168.800003,170.460007,166.690002,170.25,2323900,167.010544
"587",171.029999,174.630005,169.75,174.429993,1314400,171.111008
"588",170.820007,172.619995,169,170.050003,2166200,166.814346
"589",168.809998,169.080002,165.470001,167.289993,2514000,164.106857
"590",167.119995,168.800003,166.240005,166.75,2149500,163.577118
"591",166,166,162.910004,165.330002,1896500,162.184158
"592",164.5,165.639999,161.479996,164.350006,2617700,161.222809
"593",161.5,165.25,160.830002,165.100006,2437600,161.958542
"594",165.550003,167.679993,165.259995,167,1850400,163.822403
"595",166.800003,170.169998,166.550003,169.970001,1353000,166.73587
"596",170,172.990005,168.190002,170.699997,1714500,167.451981
"597",168.830002,171.839996,167.580002,167.619995,1769800,164.430588
"598",167.089996,168.440002,165.630005,167.380005,1428500,164.19516
"599",168.539993,169.169998,167.259995,168.139999,1194400,164.940689
"600",168.429993,169,167.25,167.570007,1155100,164.381546
"601",166.160004,166.880005,163.279999,165.529999,1480400,162.380356
"602",166.679993,166.899994,164.339996,165.160004,1290300,162.01741
"603",164.940002,169.809998,164.940002,166.619995,1776200,163.449631
"604",166.149994,166.149994,161.570007,164.050003,1529500,160.928528
"605",164.410004,166.100006,164.039993,165.610001,1132900,162.885788
"606",164.990005,164.990005,160.929993,161.029999,1401100,158.381119
"607",161.410004,164.949997,161.199997,164.149994,1826300,161.449783
"608",165.690002,169.25,165.330002,169.240005,1588200,166.45607
"609",169.25,169.990005,167.679993,169.990005,1083200,167.193741
"610",170,174.360001,169.720001,173.929993,1582800,171.068924
"611",174.710007,177.350006,174.710007,176.860001,1083000,173.950745
"612",177.139999,178.580002,176.130005,178.020004,990700,175.091644
"613",178.509995,178.929993,176.75,177.490005,1191700,174.570358
"614",178.360001,179.100006,175.660004,177.169998,1237500,174.25563
"615",178.270004,178.639999,176.639999,177.949997,1293000,175.022797
"616",177.839996,178.029999,176.270004,176.880005,1300400,173.970383
"617",177.279999,178.380005,176.070007,177.619995,1039700,174.698212
"618",179.949997,179.970001,178.270004,179.139999,1541900,176.193207
"619",178.619995,180.419998,177.289993,179.820007,1266300,176.862045
"620",181.5,183.610001,180.779999,182.960007,1356300,179.950409
"621",182.940002,183.289993,180.919998,181.309998,1900200,178.327515
"622",182.559998,184.089996,181.850006,183.910004,1096500,180.884766
"623",183.910004,184.479996,182.360001,183.949997,1257800,180.924088
"624",183.679993,184.699997,181.740005,182.5,933600,179.497955
"625",183.5,183.990005,182.029999,182.050003,1386200,179.055359
"626",182.600006,183.440002,182.25,183.110001,1235800,180.097916
"627",184.880005,185.910004,180.929993,182.229996,2152500,179.232391
"628",182.509995,185.589996,182.449997,184,1228300,180.973267
"629",184.210007,186.880005,183.020004,186.029999,650000,182.969879
"630",185.899994,185.990005,183.270004,185.350006,819700,182.301056
"631",184.880005,185.630005,184.559998,185.25,671000,182.202698
"632",184.570007,184.690002,183.320007,183.899994,938800,180.874924
"633",184.369995,185.789993,183.610001,184.289993,922700,181.258514
"634",184.520004,187.050003,183.759995,186.080002,1283100,183.019058
"635",186.220001,188.589996,185.820007,186.809998,875500,183.737045
"636",187.399994,188.850006,186.800003,187.289993,938700,184.209167
"637",188.089996,189.839996,187.199997,189.110001,1269900,185.999207
"638",188.919998,191.139999,188.830002,189.729996,1013200,186.609009
"639",189.559998,190.839996,188.789993,190.240005,764800,187.110657
"640",192.570007,192.970001,190.320007,190.830002,1241000,187.690933
"641",191.25,191.779999,188.309998,188.639999,949800,185.536942
"642",189.399994,189.830002,188,189.479996,723500,186.363113
"643",189.009995,189.669998,188.059998,189.449997,1196600,186.333603
"644",188.369995,189.839996,187.460007,189.539993,785500,186.42215
"645",190.190002,190.929993,188.369995,190.869995,686100,187.730255
"646",191.270004,192.419998,190.100006,192.059998,918500,188.900696
"647",192.669998,194.740005,188.429993,188.979996,1487500,185.871353
"648",188.520004,188.740005,182.100006,184.190002,1925700,181.160141
"649",184.490005,187.139999,182.449997,182.759995,1740800,179.753647
"650",182,184.289993,181.130005,182.199997,1233100,179.202881
"651",179.860001,179.860001,173.220001,174.559998,1983800,171.688553
"652",175.990005,180.149994,175.809998,179.559998,2354700,176.606293
"653",178.210007,183.089996,176.960007,182.589996,1852000,179.586487
"654",183.229996,187.449997,182.740005,186.429993,1310600,183.363297
"655",186.350006,187.360001,181.940002,183.610001,1187200,180.589676
"656",181,181,175.029999,177.720001,1801300,174.796555
"657",176.630005,183.509995,175.300003,180.789993,1729300,177.816086
"658",176.360001,177.509995,174.649994,175.119995,2164000,172.239349
"659",176.259995,178.039993,174.690002,175.429993,2162000,172.544235
"660",176.580002,181.119995,175.990005,179.220001,2451500,176.271912
"661",195.199997,202.839996,191.309998,201.649994,5316300,198.332932
"662",199.389999,206,198.610001,202.199997,3406500,198.873901
"663",204.270004,205.139999,201.279999,203.720001,2360300,200.368896
"664",204.160004,205.320007,200.089996,202.559998,1410500,199.227966
"665",201.529999,203.210007,196.229996,197.149994,1816100,193.906937
"666",199.139999,201.960007,197.529999,200.160004,1674700,196.867432
"667",202.029999,202.740005,199.679993,200.550003,1238500,197.251022
"668",199.740005,202.570007,199.020004,202.550003,1679900,199.218155
"669",204.490005,205.559998,201.889999,203.610001,1608900,200.686752
"670",202.869995,203.429993,196.339996,197.990005,2365700,195.147446
"671",196.759995,199.610001,196.600006,199.490005,2012200,196.6259
"672",201.470001,203.970001,199.139999,202.720001,2422600,199.809525
"673",205.699997,206.789993,203.550003,204.979996,2111900,202.037064
"674",205.080002,207.5,204.990005,207.029999,1899900,204.057648
"675",207,207.160004,204.440002,205.399994,1823000,202.451035
"676",203.759995,204,198,199.460007,2317200,196.596329
"677",198.479996,199.990005,197.100006,197.270004,1334200,194.437775
"678",199.899994,200.979996,197.020004,197.220001,1439400,194.388489
"679",195.449997,197.75,193.580002,194.820007,1746600,192.022934
"680",193.529999,194.410004,190.339996,192.550003,1747700,189.785553
"681",193.399994,194.449997,191.119995,191.339996,1596500,188.592896
"682",191.449997,192.25,189.820007,192.020004,1270500,189.263138
"683",191.770004,194.320007,191.770004,192.919998,1263600,190.150208
"684",192.770004,194.789993,191.839996,191.910004,2212600,189.154739
"685",192.660004,194.690002,191.550003,193,979400,190.229095
"686",195.399994,198.580002,194.309998,195,1656000,192.200363
"687",195,195.830002,192.690002,193.380005,1123600,190.603622
"688",193.979996,196.240005,193.679993,195.339996,951200,192.535492
"689",197.220001,197.449997,194.550003,196.330002,998800,193.511276
"690",195.559998,199.509995,195.559998,198.949997,1321500,196.093658
"691",198.919998,201.419998,196.369995,197.25,1183800,194.418045
"692",195.399994,196,191.320007,192.029999,1456000,189.27298
"693",192.210007,194.580002,191.669998,193.699997,1352300,190.919022
"694",194.199997,198.460007,194.199997,198.139999,969500,195.295273
"695",197.899994,198.960007,195.050003,195.220001,1117900,192.417191
"696",193.259995,193.990005,188.669998,189.089996,1443200,186.375198
"697",190.570007,192.669998,189.720001,191.100006,1338600,188.356339
"698",191,191.789993,188.580002,189.690002,2292000,186.966599
"699",191.589996,195.75,190.639999,193.850006,1200900,191.066895
"700",194.199997,195.160004,191.020004,192.830002,860900,190.061523
"701",193.100006,194.460007,190.990005,191.089996,1241700,188.346497
"702",192.550003,192.770004,189.020004,192.740005,1166200,189.972809
"703",193.809998,195.589996,187.509995,187.699997,1914700,185.005173
"704",186.649994,186.940002,183.839996,185.529999,3567000,182.866318
"705",185,187.490005,184.839996,185.710007,2219700,183.043747
"706",187.570007,189.699997,184.460007,185.100006,1587200,182.442505
"707",185.149994,188.110001,184.940002,185.899994,1606300,183.230988
"708",187.160004,188.860001,186.300003,187.570007,1451200,184.877029
"709",187,190.380005,186.410004,188.630005,1490100,185.921814
"710",187.169998,187.990005,185.339996,185.710007,1689400,183.043747
"711",186.050003,193.440002,185.529999,190.460007,2569000,187.725555
"712",192.699997,194.639999,192.009995,193.270004,2993000,190.495209
"713",186.330002,187.919998,180.050003,186.270004,4410600,183.595688
"714",187.339996,188.639999,183.630005,186.580002,1709800,183.901245
"715",187.110001,187.309998,179.759995,181.75,2322100,179.140579
"716",182.639999,185.360001,181.679993,184,1687700,181.358292
"717",185.039993,187.539993,184.410004,187.059998,1363100,184.374359
"718",187.690002,189.080002,186.360001,187.139999,1476600,184.453217
"719",187.710007,188.869995,185.970001,187.270004,932900,184.581345
"720",187.350006,188,186.080002,187.259995,809800,184.571472
"721",187.809998,189.050003,187.190002,187.949997,1037500,185.251572
"722",187.960007,189.039993,186.300003,188.080002,1017600,185.379715
"723",188.880005,191.759995,188.460007,191.5,1501100,188.75061
"724",191.710007,192.300003,190.190002,190.990005,1365700,188.24794
"725",191.169998,193.440002,191.009995,192.889999,1678900,190.120651
"726",193.350006,196.139999,192.839996,196.100006,1270600,193.284592
"727",195.350006,196.509995,192.220001,195.270004,1725200,192.466492
"728",194.470001,195.830002,191.770004,192.740005,1610900,189.972809
"729",192.75,193.740005,192.050003,193.179993,864000,190.406494
"730",193.899994,195,192.389999,194.699997,1115200,191.904663
"731",195.429993,196.449997,193.899994,195.419998,1761600,192.614334
"732",195.369995,196.429993,194.490005,195.960007,1500200,193.622177
"733",194.820007,196.360001,194.119995,195.470001,631400,193.138016
"734",195.059998,195.820007,193.839996,195.589996,1178400,193.256561
"735",194.289993,194.660004,192.169998,193.830002,1459700,191.517563
"736",194.850006,198.270004,193.830002,197.869995,1688100,195.509369
"737",197.929993,198.5,195.149994,196.300003,2172900,193.958099
"738",198.559998,198.880005,196.880005,197.919998,784100,195.558777
"739",198.720001,199.710007,196.850006,198.699997,1140700,196.329468
"740",198.089996,198.270004,196.199997,197.919998,1755400,195.558777
"741",198.5,200.649994,197.990005,198.559998,1139300,196.191132
"742",198.550003,200.919998,198.270004,200.619995,1114200,198.226547
"743",201,203.759995,199.679993,203.210007,1017800,200.785675
"744",204.770004,205.729996,202.800003,204.029999,1273000,201.595871
"745",202.75,202.820007,198.470001,202.429993,1901000,200.014984
"746",203.169998,204.830002,202.929993,203.940002,1223100,201.506973
"747",204.710007,205.919998,203.589996,204.289993,1213600,201.852783
"748",204.580002,207.979996,204.580002,206.860001,3176800,204.392136
"749",207.470001,207.470001,205.360001,205.970001,1240200,203.512756
"750",205.880005,206.259995,205.25,205.449997,327800,202.998947
"751",206,207.559998,205.639999,207.240005,1092600,204.767593
"752",207.619995,208.259995,206.820007,207.949997,495000,205.469101
"753",207.929993,208.330002,205.960007,206.399994,680600,203.937607
"754",205.699997,207.110001,205.589996,206.539993,541500,204.075943
"755",206.539993,207.860001,205.809998,206.259995,1138700,203.799286
"756",204.529999,206.550003,203.729996,204.699997,1076200,202.257874
"757",203.809998,207.5,203.449997,207.360001,2428900,204.886139
"758",206.009995,207.210007,205.179993,206.050003,1180600,203.591797
"759",207.479996,209.389999,206,207.720001,1614300,205.241852
"760",209.039993,212.020004,207.110001,211.960007,1277100,209.43129
"761",212.130005,212.130005,210.240005,211.619995,1212800,209.095337
"762",211.619995,213.529999,210.449997,213.470001,1235500,210.923248
"763",213.75,216.580002,213.270004,215.699997,1434500,213.126648
"764",216,219.110001,216,218.490005,1696500,215.883377
"765",218.490005,219.289993,217.199997,217.940002,1623800,215.339935
"766",219.059998,220.419998,218.399994,219.880005,1147000,217.256805
"767",215.410004,217.929993,212.729996,217.729996,2104100,215.132431
"768",216.259995,217.619995,211.529999,212.639999,2528600,210.103165
"769",209.089996,211.580002,206.710007,208.869995,2781200,206.378143
"770",209,209.589996,204.330002,205.339996,2420800,202.890259
"771",192.009995,198.240005,191.070007,196.990005,4042600,194.639877
"772",197.960007,199.130005,195.100006,197.110001,2035600,194.758438
"773",198.660004,200.309998,197.949997,198.729996,1446100,196.359131
"774",197.679993,198.990005,195.130005,198.669998,1497600,196.299835
"775",197.600006,198.789993,194.669998,195.160004,1620600,192.831696
"776",195.679993,199.309998,195.039993,196.199997,2301600,193.859283
"777",199.399994,202.220001,198.460007,200.419998,2252200,198.028946
"778",203.600006,204.25,200.550003,201.320007,2293800,198.918228
"779",210.979996,213.449997,205.110001,211.529999,4056300,209.006409
"780",209.869995,210,204.639999,208.960007,3386200,206.467072
"781",207.570007,209.039993,205.940002,208.679993,1689900,206.190399
"782",210.419998,211.350006,209.039993,209.820007,1468700,207.316803
"783",211.360001,215.009995,211.160004,214.789993,2141100,212.227524
"784",213.740005,216.179993,212.970001,214.889999,1818700,212.326324
"785",215.470001,215.610001,213.820007,215.009995,1442800,212.44487
"786",214.839996,214.880005,211.179993,211.440002,2122600,208.917465
"787",212.5,213.479996,210.419998,213.119995,1768500,210.577438
"788",212.639999,213.860001,208.880005,211.320007,2379900,208.79892
"789",209.960007,210.630005,208.669998,209.270004,1709000,206.773361
"790",199.559998,203.899994,198.309998,198.779999,2494300,196.408524
"791",199.559998,201.220001,190.720001,191.429993,2767800,189.14621
"792",194,196.029999,189.149994,189.289993,2982500,187.031738
"793",185.080002,188.740005,182.240005,182.279999,4176000,180.563248
"794",176.770004,183.729996,176.440002,183.600006,4077000,181.870819
"795",185.020004,193.779999,182.619995,193.330002,3350100,191.509186
"796",192.630005,195.639999,186.830002,188.389999,3149900,186.615707
"797",192.279999,193.619995,186.820007,193.399994,2815600,191.578522
"798",189.169998,193.139999,187.449997,189.619995,2851600,187.834106
"799",184.449997,193.119995,183.279999,191.949997,2384600,190.142166
"800",179.399994,182.360001,174.929993,177.899994,3035900,176.224472
"801",182.869995,187.690002,177.509995,187.380005,2340300,185.615219
"802",182.509995,184.550003,169.559998,172.509995,3040400,170.885254
"803",159.800003,166.679993,152.470001,157.350006,3958500,155.868027
"804",165.289993,172.550003,157.110001,172.220001,2880600,170.597977
"805",150.5,156.490005,146.979996,148.979996,3512100,147.576874
"806",151.410004,159.449997,140.940002,153.740005,3612800,152.292053
"807",143.179993,157,137.009995,156.240005,4214500,154.768494
"808",150.529999,163.089996,139.839996,156.509995,4292300,155.035934
"809",158.550003,159.25,148.970001,151,3681100,149.577835
"810",149.779999,151.970001,140.320007,144.380005,2868200,143.020203
"811",151.080002,159.729996,147.270004,157.830002,2702900,156.343521
"812",158.889999,174.820007,156.649994,167.759995,2988000,166.179977
"813",169.600006,176.479996,166.169998,172.979996,2553700,171.35083
"814",167.479996,168.789993,159.070007,160.679993,1882100,159.166656
"815",160.380005,167.919998,160.130005,165.229996,1890000,163.673828
"816",163.550003,163.619995,158.490005,159.339996,2209200,157.839279
"817",153.029999,155.529999,151.059998,153.380005,1822200,151.935425
"818",151.809998,155.119995,147.339996,149.210007,1888700,147.804703
"819",148.570007,154.389999,147.160004,154.080002,1589400,152.62883
"820",158.320007,162,157.029999,160.5,1792900,158.988358
"821",165.339996,166.639999,162.339996,163.169998,1827100,161.633224
"822",163.550003,166.759995,162.130005,165.729996,1749000,164.169113
"823",167.979996,169.240005,163.789993,164.830002,2976800,163.277603
"824",164.130005,164.130005,159.720001,162.220001,1937100,160.692184
"825",166.080002,167.330002,162.630005,165,3991400,163.445984
"826",160,162.990005,156.740005,157.789993,2103800,156.303894
"827",158.410004,162.369995,156.309998,161.869995,3303800,160.345474
"828",167.149994,175.050003,166.320007,174.259995,4430900,172.618759
"829",171.940002,172.970001,166.619995,167.789993,1805600,166.209702
"830",165.009995,166.600006,160.860001,161.110001,1247600,159.592621
"831",163.889999,167.259995,163.529999,165.979996,1190500,164.416748
"832",164.970001,168.910004,162.529999,162.75,1976400,161.217163
"833",163.330002,168,162.410004,166.309998,1278600,164.743652
"834",167.729996,168.139999,163.479996,165.300003,2083900,163.743179
"835",168.710007,170.729996,167.809998,168.919998,1923100,167.329056
"836",171.380005,178.619995,171.110001,176.860001,2431100,175.19429
"837",176.660004,179.860001,174.600006,176.399994,2442200,174.738617
"838",170.580002,179.440002,170.580002,172.539993,2190300,170.914993
"839",171.529999,175.759995,170.339996,174.380005,1348500,172.737656
"840",176.169998,176.889999,169.710007,169.940002,1535600,168.339462
"841",170.5,173.389999,169.110001,169.520004,1315600,167.923416
"842",172.419998,173.270004,169.839996,171.940002,1399800,170.320618
"843",175.179993,176,172.520004,173.149994,1368200,171.519226
"844",172,172.820007,169.809998,169.949997,1345200,168.349365
"845",170.910004,172.889999,168.440002,168.550003,1242500,166.962555
"846",166.850006,168.449997,162.009995,162.759995,1742900,161.227081
"847",160,164.690002,158.25,164.190002,1712400,162.643616
"848",163.740005,170.779999,163.029999,169.410004,2507300,167.814453
"849",171.990005,179.169998,171.990005,178.25,1704300,176.571213
"850",178.270004,178.949997,174.479996,174.580002,1711100,172.93576
"851",176.5,179.830002,176.190002,179.75,3102000,178.057068
"852",179.789993,181,177.350006,177.880005,1269700,176.204697
"853",178.619995,178.899994,176.889999,178.199997,1031800,176.521667
"854",183.789993,186.789993,182.479996,186.429993,2354000,184.674149
"855",189.850006,193.860001,188.419998,193.559998,2088800,191.737015
"856",194.270004,199.050003,192.190002,192.479996,2096900,190.667175
"857",192.139999,198.800003,191.979996,197.470001,2937300,195.610168
"858",199.160004,201.720001,198.429993,200.429993,1452100,198.542282
"859",200.669998,203.259995,199.669998,202.679993,1582800,200.771103
"860",204.679993,205,201.729996,203.240005,1405400,201.325821
"861",203.169998,203.850006,200.139999,201.119995,1288000,199.225784
"862",203.300003,206.520004,201.509995,205.169998,1404900,203.237656
"863",203.5,205.389999,201.919998,204.839996,1211900,202.910767
"864",203.039993,203.679993,200.009995,200.720001,1058900,198.829559
"865",201.5,201.949997,199.470001,200.429993,788100,198.542282
"866",196.369995,196.669998,188.880005,189.199997,1241200,187.41806
"867",191.740005,193.720001,187.910004,191.380005,1865200,189.577545
"868",188.059998,191.580002,185.589996,191.440002,822100,189.636993
"869",196.729996,198.880005,193.5,196.199997,920600,194.352127
"870",195.860001,197.820007,194.600006,195.190002,1074400,193.351654
"871",194.369995,196.970001,193.720001,196.149994,910300,194.302612
"872",199.899994,199.899994,190.119995,190.300003,2418200,188.507721
"873",191.160004,193.449997,189.429993,192.259995,1478500,190.449234
"874",193.610001,195.279999,192.259995,194.309998,1267500,192.47995
"875",193.5,193.990005,187.220001,187.75,1832000,185.98172
"876",186.580002,187.850006,183.220001,186.949997,2111200,185.189255
"877",188.350006,189.600006,183.339996,184.139999,1488400,182.405731
"878",185.270004,185.800003,183.910004,185.649994,892700,183.901505
"879",185.580002,189.229996,185.100006,188.679993,1339500,186.902969
"880",189.759995,190.940002,188.509995,189.330002,828500,187.546829
"881",192.559998,193.369995,190.740005,191.610001,846600,189.805374
"882",194,194.710007,189.960007,192.020004,1507000,190.211517
"883",191.880005,191.880005,188.990005,189.119995,1670600,187.338821
"884",188.470001,189.460007,185.479996,188.610001,1474200,186.833633
"885",188.889999,191.210007,187.520004,187.809998,996400,186.041168
"886",188.25,190.240005,186.5,189.690002,804300,187.903458
"887",190.759995,193.240005,189.199997,189.740005,862100,187.952988
"888",189.020004,196.160004,188.669998,195.880005,1355800,194.035156
"889",198.889999,201.529999,197.979996,199.529999,1610800,197.650787
