"","MRNA.Open","MRNA.High","MRNA.Low","MRNA.Close","MRNA.Volume","MRNA.Adjusted"
"477",68.949997,69.470001,65.489998,65.739998,6044000,65.739998
"478",68.349998,74.539001,66.230003,71.279999,13776400,71.279999
"479",70.800003,71.489998,66.849998,67.470001,7070500,67.470001
"480",68.019997,68.599998,66.550003,67.110001,4650300,67.110001
"481",66.75,69.25,66.589996,69.080002,4366900,69.080002
"482",68.970001,71.550003,68.918999,69.809998,5442100,69.809998
"483",71.089996,71.589996,70.160004,71.480003,4449900,71.480003
"484",71.419998,74.160004,70.870003,72.449997,5841000,72.449997
"485",77.75,80.25,75.419998,77.739998,20266800,77.739998
"486",80,80.379997,73.519997,76.050003,10499400,76.050003
"487",77.050003,83.980003,76.129997,82.440002,18576500,82.440002
"488",85.18,87.93,83.830002,87.809998,21700100,87.809998
"489",86.620003,90.529999,85.220001,89.389999,14121100,89.389999
"490",100.309998,103.199997,93.300003,97.949997,70853100,97.949997
"491",97.230003,97.800003,91.599998,93.150002,26172000,93.150002
"492",93.870003,94,88.610001,88.889999,21823500,88.889999
"493",90,94.650002,89.511002,92.769997,16002000,92.769997
"494",95,98.43,94.82,97.610001,15306300,97.610001
"495",100.769997,101.769997,98.620003,101.029999,16359600,101.029999
"496",98.400002,99.889999,93.540001,98.559998,12515300,98.559998
"497",99.029999,109.290001,98.650002,109.18,25850700,109.18
"498",115.120003,130.059998,114.860001,127.029999,43438500,127.029999
"499",144,153.869995,141.050003,152.740005,73203100,152.740005
"500",177.660004,178.5,130.330002,141.009995,125130400,141.009995
"501",138.630005,149.800003,128.100006,143,51217300,143
"502",143.5,159.110001,143.009995,157.259995,38656500,157.259995
"503",157.589996,157.820007,148.509995,152.520004,27704800,152.520004
"504",155.029999,163.979996,152.970001,159.520004,31409800,159.520004
"505",165.75,170.509995,164.300003,169.860001,27738700,169.860001
"506",170.199997,170.800003,147.199997,156.589996,40951700,156.589996
"507",151.130005,159.5,148.009995,155.690002,22060000,155.690002
"508",159.699997,163.75,155.889999,156.929993,22069900,156.929993
"509",163.399994,163.761002,152.561005,155.070007,22467700,155.070007
"510",157,157.279999,142.460007,147.220001,36451300,147.220001
"511",137.75,141.334,134.309998,137.029999,28476300,137.029999
"512",137.919998,146.970001,137.300003,144,32404500,144
"513",141.509995,145,135.059998,140.229996,33157800,140.229996
"514",140.839996,147.259995,137.789993,138.300003,23921000,138.300003
"515",139,141.399994,123,125.879997,36035800,125.879997
"516",120.050003,132,115,130.339996,41905000,130.339996
"517",125.940002,129.699997,122.720001,123.389999,12720600,123.389999
"518",120.040001,122.879997,111.050003,111.400002,31088200,111.400002
"519",107.795998,116.25,106.879997,114.389999,23718800,114.389999
"520",118.400002,118.941002,108.800003,111.129997,23965500,111.129997
"521",110.550003,113.550003,102.660004,104.470001,23369900,104.470001
