"","UPS.Open","UPS.High","UPS.Low","UPS.Close","UPS.Volume","UPS.Adjusted"
"445",117.110001,119.220001,116.959999,118.779999,2867100,108.356529
"446",118.260002,118.699997,117.43,117.919998,4652400,107.571976
"447",117.339996,118.25,116.32,116.650002,4669000,106.413445
"448",117.330002,117.809998,113.169998,113.760002,5239800,103.777039
"449",115.550003,116.57,113.690002,115.639999,2993000,105.492073
"450",115.370003,116.629997,115.260002,115.769997,2648300,105.610664
"451",116.5,117.699997,115.75,117.480003,2681100,107.170609
"452",117.330002,118.050003,115.93,118.010002,2104400,107.654091
"453",117.589996,117.75,114.18,114.730003,2270000,104.661934
"454",114.730003,116.779999,114,116.489998,2460000,106.267471
"455",116.190002,116.339996,114.730003,115.639999,2358900,105.492073
"456",114.279999,115.68,112.949997,114.239998,3120200,104.214935
"457",111.07,112.139999,107.459999,107.93,5794600,98.458656
"458",107.050003,109.239998,105.610001,107.82,4269800,98.35833
"459",106.5,107.139999,104.440002,105.309998,3965200,96.068565
"460",106.559998,107.43,103.830002,105.129997,3355100,95.904366
"461",105.449997,107.550003,104.709999,107.07,3047400,97.674133
"462",108.25,109.019997,106.459999,106.540001,3620800,97.190651
"463",106.889999,108.160004,105.940002,107.519997,2897800,98.084625
"464",107.099998,107.669998,105.480003,105.989998,2854000,96.688904
"465",106.419998,107.449997,106.029999,106.82,2445600,97.446068
"466",106.760002,108.889999,106.459999,108.650002,2582900,99.115479
"467",109.239998,111.32,108.010002,111.129997,3720900,101.377846
"468",110.839996,111.949997,110.75,111.5,2566400,101.71537
"469",111.889999,112.129997,109.220001,109.510002,3377000,99.900009
"470",109.75,110.449997,107.480003,107.720001,1810300,98.26709
"471",108.07,110.519997,108,109.400002,3578300,99.79966
"472",110.459999,112.07,108.370003,109.5,2964400,99.890877
"473",108.970001,110.989998,107.400002,110.449997,3303700,100.757523
"474",109.440002,110.790001,108.809998,110.089996,2583900,101.26342
"475",110.110001,111.910004,109.889999,111.290001,2932500,102.367203
"476",110.290001,110.800003,108.029999,108.510002,3485400,99.810112
"477",109,109.709999,108.489998,108.769997,1660600,100.049255
"478",108.830002,109.980003,108.25,108.690002,835900,99.97567
"479",109.910004,110.919998,109.040001,110.639999,3400000,101.769341
"480",110.110001,111.559998,109.629997,111.510002,1933800,102.569572
"481",111.639999,113.620003,110.93,113.550003,2322000,104.445999
"482",113.110001,113.93,112.360001,113.260002,1998400,104.179268
"483",113.739998,115.440002,113.190002,115.290001,3564200,106.046509
"484",116.620003,117.290001,113.779999,115.269997,3529800,106.028107
"485",113.599998,113.779999,105.849998,106.769997,6865900,98.209602
"486",106.139999,108.099998,105.379997,108.040001,4269600,99.377792
"487",108.029999,109.339996,104.470001,105.32,3172100,96.87587
"488",104.660004,105.489998,100.889999,104.400002,3993400,96.029625
"489",105.779999,106.400002,102.279999,103.580002,2382600,95.27536
"490",104.669998,104.900002,101.169998,101.209999,4453700,93.095367
"491",101.330002,101.849998,99.75,100.779999,3490500,92.699867
"492",99.870003,100.040001,97.540001,98.660004,4532200,90.74984
"493",98.400002,98.830002,96.360001,96.870003,4649200,89.10334
"494",97.879997,99.07,96.699997,97.279999,3404700,89.480469
"495",93.709999,98.550003,93.260002,94.32,6326000,86.757805
"496",94.480003,95.779999,92.690002,93.940002,5200000,86.408272
"497",93.550003,95.279999,93.160004,93.5,7889200,86.003548
"498",93.029999,93.349998,89.889999,89.889999,2728300,82.682968
"499",90.830002,96.779999,89.940002,96.610001,6259400,88.864197
"500",95.239998,97.779999,94.080002,97.779999,4335500,89.940384
"501",98.18,98.82,96.139999,96.529999,2972200,88.790604
"502",96.860001,97.559998,96.440002,97.529999,2656700,89.710434
"503",96.120003,97.360001,95.779999,97.209999,3297300,89.416084
"504",96.470001,96.650002,94.190002,94.449997,2705000,86.877373
"505",96.190002,97.93,95.830002,97.739998,3347300,89.903595
"506",97.480003,98.150002,96.18,97.410004,3795700,89.60006
"507",98.459999,99.110001,96.529999,97.419998,3034300,89.609245
"508",97.589996,98.330002,97.160004,97.919998,3678200,90.069168
"509",97.400002,99.139999,96.849998,98.910004,2432200,90.979797
"510",98.290001,98.959999,97.309998,97.910004,5282800,90.059967
"511",97.330002,99.650002,96.629997,99.139999,4731000,91.191353
"512",99.139999,99.139999,96.82,97.559998,4777100,89.738029
"513",97.900002,98.949997,96.870003,96.989998,4463400,89.213722
"514",96.949997,99.650002,96.800003,99.580002,4004300,91.596077
"515",100.43,101.870003,100.110001,101.599998,4249100,93.454117
"516",101.5,103,101.150002,102.68,5593900,94.447525
"517",103.040001,103.129997,99.239998,100.919998,4573100,92.828636
"518",100.360001,100.639999,98.830002,99.699997,2807000,91.706459
"519",100.699997,101.739998,100,100.830002,3445500,92.74585
"520",99.870003,100.620003,98.910004,100.330002,3126200,92.285942
"521",100.370003,101.330002,99.779999,101.300003,2209000,93.178169
"522",101.889999,102.050003,100.25,101.190002,4013000,93.076988
"523",105.5,108,102.75,105.400002,7327400,96.949448
"524",105.720001,106.5,105.260002,106.089996,3526100,97.584129
"525",106,106.589996,105.419998,106.580002,3184700,98.034843
"526",106.809998,107.709999,106.040001,107.660004,3690400,99.028252
"527",107.449997,108.839996,107.169998,108.82,4490600,100.095245
"528",108.349998,108.949997,107.389999,107.940002,3395700,99.285805
"529",107.389999,108.120003,106.739998,108.099998,2951000,99.432961
"530",108.209999,109.019997,107.889999,108.93,2765300,100.196426
"531",109.559998,110.790001,109.559998,110.660004,2881600,101.787727
"532",111,112.059998,110.480003,112.010002,2731500,103.029472
"533",111.410004,112.169998,110.610001,111.800003,2359400,102.836319
"534",110.93,111.949997,109.620003,110.870003,4273400,101.980881
"535",110.900002,111.75,110.169998,110.769997,2658700,101.888893
"536",110.93,111.160004,110.400002,111.07,3346700,102.164841
"537",110.769997,112.279999,110.709999,111.760002,2260100,102.799538
"538",111.889999,111.889999,107.849998,110.360001,4085000,101.51178
"539",109.900002,111.230003,109.650002,110.860001,3112700,102.866508
"540",110.720001,111.900002,110.669998,111.040001,2927600,103.033524
"541",110.93,111.199997,110.419998,111.129997,2620800,103.117035
"542",110.739998,111.089996,109.989998,110.199997,2843600,102.254089
"543",110.940002,112.370003,110.349998,112.129997,3904100,104.044914
"544",112.720001,112.900002,109.809998,110.480003,2730700,102.513908
"545",109.889999,110.849998,109.010002,109.970001,3150900,102.040665
"546",109.830002,110.010002,108.330002,108.849998,2679500,101.001419
"547",108.650002,109.029999,106.220001,106.860001,3979700,99.15493
"548",106.190002,106.730003,104.940002,106.68,2648600,98.987892
"549",106.870003,108.919998,106.790001,108.830002,2963400,100.982872
"550",109.080002,109.839996,108.620003,109.010002,2549600,101.149902
"551",109.720001,111.730003,109.580002,110.860001,3323800,102.866508
"552",111.160004,111.18,110.080002,110.879997,2539600,102.885056
"553",110.849998,111.25,109.419998,109.519997,4874400,101.623116
"554",109.550003,110.870003,109.5,110.690002,2394600,102.708771
"555",110.800003,111.019997,110.110001,110.349998,2940800,102.39328
"556",108.330002,109,106.5,107.919998,4199100,100.138481
"557",107.269997,109.970001,106.93,109.800003,1819900,101.882942
"558",109.269997,109.589996,107.300003,107.349998,2727900,99.609581
"559",107.07,107.459999,106.339996,106.900002,2088200,99.192039
"560",107.690002,108.790001,107.279999,108.410004,2204400,100.593155
"561",108.5,109.139999,108.160004,108.980003,1911300,101.122063
"562",109.309998,110.410004,109.019997,110.300003,1621000,102.346886
"563",111,112.029999,110.93,111.739998,3428600,103.68306
"564",113.190002,114.779999,112.900002,114.43,3721700,106.179092
"565",114.379997,114.550003,113.110001,113.68,2456400,105.483177
"566",114.5,115.029999,113.879997,114.349998,2556500,106.104858
"567",114.300003,114.57,113.489998,113.970001,2889400,105.752258
"568",114.160004,114.910004,114.040001,114.330002,2487300,106.086304
"569",113.730003,114.059998,113.32,113.970001,1854500,105.752258
"570",113.07,113.269997,112.410004,112.910004,2230000,104.768684
"571",113.169998,113.269997,112.309998,113.080002,1767700,104.926437
"572",113.199997,113.730003,112.879997,113.489998,2384800,105.30687
"573",113.940002,114.879997,113.459999,114.459999,2853700,106.206917
"574",114.720001,114.910004,113.220001,113.639999,1768300,105.446045
"575",113.690002,114.150002,113.389999,113.940002,2072500,105.724426
"576",114.419998,114.720001,113.809998,114.489998,2108400,106.234756
"577",114.529999,114.720001,114.07,114.150002,1859700,105.919281
"578",113.580002,113.860001,112.860001,113.620003,2585500,105.42749
"579",113.339996,114.050003,112.82,113.599998,2851300,105.408936
"580",113.599998,114.980003,113.449997,114.43,3570600,106.179092
"581",109.589996,109.879997,104.199997,105.129997,10116600,97.549652
"582",104.910004,105.019997,103.199997,103.949997,5421700,96.45475
"583",104.010002,104.970001,103.019997,104.839996,4551000,97.280571
"584",104.68,106.419998,103.309998,106.220001,5101400,98.561066
"585",106.059998,106.5,104.260002,104.620003,2615100,97.076431
"586",104.620003,106.029999,104.099998,105.510002,2589800,97.902267
"587",106.139999,106.949997,105.32,106.650002,3107500,98.960075
"588",104.550003,105.889999,104.010002,104.620003,2704900,97.076431
"589",103.879997,104.080002,101.099998,102.089996,4221600,94.728851
"590",102.239998,103.139999,101.75,101.849998,2497800,94.506165
"591",101.080002,101.080002,99.769997,100.75,3998700,93.485474
"592",100.209999,101,98.43,100.629997,3071200,93.37413
"593",98.620003,99.480003,97.870003,99.349998,3766300,92.186424
"594",99.650002,100.93,99.559998,99.760002,2889100,92.566872
"595",99.410004,102.010002,98.870003,101.540001,3818300,94.218513
"596",101.599998,102.900002,100.980003,101.309998,3337900,94.005104
"597",99.540001,100.650002,99,99.400002,2587000,93.115173
"598",98.599998,98.839996,97.879997,98.519997,2088500,92.29081
"599",99.349998,99.75,98.540001,99.410004,1762100,93.124542
"600",98.720001,98.82,97.440002,97.5,2580700,91.335304
"601",96.919998,97,95.150002,96.169998,3111900,90.089386
"602",96.410004,96.82,95.339996,95.849998,2401700,89.789635
"603",95.879997,95.949997,94.07,94.07,3357400,88.122162
"604",93.959999,95.120003,93.040001,94.769997,3388100,88.777916
"605",95.400002,96.129997,95.019997,95.75,2518800,89.695946
"606",94.379997,95,92.650002,92.919998,4192400,87.044884
"607",92.839996,95.07,92.830002,94.129997,4971400,88.178383
"608",95.480003,97.68,94.690002,97.660004,5096000,91.485191
"609",98.330002,98.650002,97.580002,98.209999,2766900,92.000412
"610",98.220001,98.449997,97.43,98,2643200,91.803688
"611",98.690002,98.940002,98.050003,98.230003,2803200,92.019142
"612",99.150002,100.43,98.919998,100.089996,3327200,93.761543
"613",100.989998,101.339996,99.860001,100.010002,3229200,93.6866
"614",99.580002,100.43,99.370003,100.400002,2261700,94.051956
"615",101,102.290001,100.959999,102.019997,2943100,95.569504
"616",101.849998,101.889999,100.650002,101.620003,1829500,95.194809
"617",101.650002,101.93,100.970001,101.400002,2317800,94.988724
"618",101.889999,103.589996,101.639999,102.150002,2524200,95.691292
"619",102.260002,102.519997,100.970001,101.559998,2056500,95.138596
"620",102.75,103.690002,102.410004,103.400002,2622900,96.862259
"621",103.410004,103.639999,102.139999,102.169998,5283100,95.71003
"622",101.650002,101.989998,99.660004,99.720001,3704600,93.41494
"623",99.720001,99.720001,96.989998,97.129997,5339400,90.988686
"624",97.610001,100.379997,97.139999,99.970001,4624000,93.649124
"625",100.339996,102.089996,100.169998,101.699997,2613600,95.269737
"626",102.239998,103.470001,102.239998,103.269997,3130400,96.740479
"627",104.580002,105.120003,102.379997,102.970001,2627600,96.459442
"628",103.129997,103.129997,101.32,102,2020200,95.550781
"629",102.220001,103.209999,101.860001,103.199997,1193300,96.674904
"630",102.790001,102.790001,101.25,102.419998,1572000,95.944214
"631",101.709999,102.68,101.709999,101.919998,1675300,95.475845
"632",101.629997,101.760002,101.160004,101.730003,1952300,95.297859
"633",102.43,102.449997,101.260002,101.620003,1992400,95.194809
"634",101.639999,103.389999,101.459999,103.330002,1820000,96.796692
"635",103.699997,106.209999,103.699997,105.910004,3541300,99.213562
"636",105.720001,106.25,104.550003,105.790001,2288200,99.101151
"637",106.25,107.529999,105.559998,105.610001,2958400,98.932526
"638",105.080002,105.080002,102.089996,102.230003,3672300,95.766228
"639",101.910004,102.959999,101.82,102.800003,2359000,96.300194
"640",103.209999,104.830002,103.160004,103.309998,3011800,96.777954
"641",103.910004,104.459999,103.639999,104.010002,2495400,97.433693
"642",104.480003,105.309998,104.010002,105.269997,3362300,98.614014
"643",110.07,115.050003,109.610001,114.389999,12086000,107.157379
"644",115.300003,118.290001,114.879997,118.25,8941300,110.773323
"645",117.480003,121.300003,117.440002,120.580002,8526500,112.956009
"646",119.379997,119.800003,118.099998,118.75,4171100,111.241707
"647",117.68,120.580002,117.160004,119.809998,3265900,112.234688
"648",119.650002,121.199997,118.190002,119.470001,4859500,111.916214
"649",118.870003,120.769997,116.57,116.980003,5106700,109.583633
"650",116.650002,118.089996,116.300003,117.199997,3669300,109.789711
"651",115.480003,115.720001,113.629997,114.849998,4332900,107.588303
"652",115.610001,115.93,113.589996,115,4875200,107.728806
"653",113.639999,115.559998,112.220001,115.410004,3529400,108.112907
"654",116.540001,117.800003,116.25,117.550003,2349100,110.117584
"655",117.25,117.440002,115.440002,115.75,2113800,108.431389
"656",115.129997,115.940002,114.459999,114.889999,1724000,107.625771
"657",114.400002,117.93,114.25,115.830002,2804800,108.50634
"658",114.760002,115.349998,113.900002,114.040001,3775700,106.829514
"659",114.699997,114.830002,112.709999,113.900002,3698000,106.698364
"660",113.900002,115.43,113.900002,115.300003,2723300,108.92794
"661",116.68,117.5,116.260002,116.790001,2382600,110.335594
"662",116.25,116.480003,114.959999,115.040001,2599100,108.682304
"663",116.32,116.599998,115.309998,115.93,1906900,109.523132
"664",116.339996,116.940002,114.110001,115.220001,3005000,108.852371
"665",114.330002,114.650002,110.510002,111.279999,4375800,105.130112
"666",113.040001,114.75,112.540001,114.360001,3215800,108.039886
"667",114.669998,115,113.459999,114.129997,2883900,107.822609
"668",113.870003,116.790001,113.339996,116.330002,2609900,109.901016
"669",117.809998,119.510002,117.339996,118.370003,2708100,111.828278
"670",119.589996,119.849998,118.540001,118.660004,2209700,112.102257
"671",117.660004,118.379997,116.190002,117.330002,1981800,110.845764
"672",118.57,119.940002,118.440002,119.470001,2732900,112.867493
"673",120.120003,122.540001,120,121.199997,2854900,114.501877
"674",121.519997,121.889999,119.760002,120.080002,2116500,113.443771
"675",121,122.190002,120.279999,121.660004,2882300,114.936462
"676",121.199997,122.470001,120.769997,122.400002,3070200,115.635559
"677",122.43,122.900002,121.209999,122.849998,2437000,116.060692
"678",122.82,123.629997,121.82,122.559998,2224400,115.786713
"679",123.190002,123.449997,122.330002,122.669998,3107300,115.890633
"680",122.059998,122.959999,121.400002,122.57,2294400,115.796158
"681",121.720001,122.519997,121.059998,122.389999,2007500,115.626114
"682",119.120003,121.300003,118.720001,121.040001,4116500,114.350723
"683",120.610001,120.760002,118.900002,119.120003,3733700,112.536835
"684",119.830002,120.919998,119.269997,120.699997,5308400,114.029503
"685",119.800003,120.889999,118.910004,119.050003,2999900,112.470703
"686",119.220001,119.970001,117.43,117.989998,3160500,111.469276
"687",118.230003,119.900002,117.949997,119.050003,3203000,112.470703
"688",119,119,117.660004,118.449997,1999400,111.903847
"689",119,119.5,118.330002,118.949997,2456000,112.376205
"690",119.309998,120,118.989998,119.82,2639000,113.198143
"691",120.25,120.699997,114.849998,115.809998,4295800,109.40976
"692",114.889999,115.980003,114.339996,115.239998,3903400,108.871246
"693",115.400002,116.470001,114.010002,115.900002,2936300,109.494781
"694",116.139999,117.599998,115.93,117.489998,2321800,110.99691
"695",116.699997,117.029999,115.43,115.57,2775800,109.183029
"696",114.410004,114.410004,112.440002,112.739998,3373900,106.509407
"697",114,114.5,113.150002,113.860001,2553200,107.567513
"698",114.040001,115.43,113.82,115.279999,2209500,108.90905
"699",116.879997,117.980003,115.889999,116.019997,3083300,109.608139
"700",115.940002,116.669998,115.510002,115.870003,1960300,109.466438
"701",116.089996,118.160004,115.830002,116.480003,2616300,110.042732
"702",116.150002,117.540001,116.150002,117.5,2260600,111.006355
"703",117.809998,118.919998,117.669998,118.389999,2197500,111.847168
"704",118.440002,118.639999,117.029999,117.349998,2720600,110.864639
"705",117.699997,119.25,117.599998,118.519997,3251100,111.969986
"706",115.830002,116.559998,111.779999,116.099998,8275700,109.683723
"707",115.400002,116.07,114.660004,115.150002,3644200,108.786224
"708",114.800003,115.5,113.419998,114.010002,2969600,107.709236
"709",114,115.970001,113.870003,115.720001,2704400,109.32473
"710",116.080002,117.279999,115.980003,116.25,1730400,109.825447
"711",116.639999,117.639999,116.300003,116.910004,2867300,110.448975
"712",116.870003,117,115.080002,116.879997,2417300,110.420624
"713",116.040001,116.879997,114.510002,115.169998,2954200,108.80513
"714",116.459999,119.580002,116.110001,119.510002,4171900,112.905289
"715",120,123.099998,120,123.019997,4230700,116.221291
"716",123.32,123.779999,121.279999,121.389999,3117800,114.681389
"717",121.379997,121.949997,120.739998,121.949997,2820200,115.210426
"718",122.349998,124.660004,122.019997,123.489998,3156200,116.665321
"719",123.519997,125.309998,123.510002,124.300003,2310700,117.430557
"720",123.410004,123.760002,122.739998,123.139999,1318700,116.334663
"721",123,123.68,122.620003,123.010002,1555800,116.211845
"722",122.620003,123.459999,122.029999,123.019997,1613600,116.221291
"723",122.739998,124.230003,122.739998,124.080002,1580400,117.222717
"724",123.540001,124.019997,123.050003,123.730003,1891000,117.803497
"725",123.529999,123.75,122.559998,122.769997,1772700,116.889481
"726",123.459999,123.540001,120.230003,120.540001,3642600,114.766296
"727",120.199997,120.32,118.830002,119.010002,2904600,113.309586
"728",118.790001,119.709999,118.699997,119.519997,1994700,113.795143
"729",119.959999,121.110001,119.059998,119.32,2597800,113.604736
"730",119.839996,120.400002,119.25,120.300003,2460400,114.537796
"731",120.370003,121.68,119.910004,121.199997,2872800,115.394676
"732",121.440002,121.699997,119.75,119.870003,1862700,114.128395
"733",120.019997,120.25,119.620003,119.730003,1372000,113.995087
"734",120.089996,120.660004,118.150002,118.220001,2438300,112.557426
"735",116.830002,117.400002,115.720001,116.93,2037000,111.329216
"736",117.220001,118.230003,116.379997,116.470001,2202200,110.891243
"737",116.080002,116.400002,114.25,115.010002,4889400,109.501167
"738",116,117.849998,116,117.529999,2762700,111.900467
"739",117,118.360001,116.559998,118.139999,1974100,112.481247
"740",118.129997,119.370003,117.82,118.540001,2438800,112.862091
"741",118.540001,118.540001,116.760002,116.790001,3354200,111.195908
"742",115.18,117.550003,114.779999,116.949997,4320600,111.348244
"743",118.029999,119.629997,117.800003,118.620003,2968100,112.938263
"744",119.120003,119.93,118.739998,119.120003,2978200,113.414314
"745",120.029999,121.32,119.550003,120.290001,2804800,114.528259
"746",118.540001,118.75,117.050003,117.949997,4957500,112.300346
"747",118.360001,119.559998,118.269997,118.559998,3201000,112.881126
"748",119.889999,119.889999,117.330002,117.400002,6945000,111.776695
"749",118.230003,119.419998,117.559998,118.940002,2047500,113.242935
"750",117.43,118.360001,117.339996,118.330002,872000,112.662148
"751",119.089996,119.230003,118.599998,119.040001,1274600,113.338135
"752",119.449997,119.489998,118.57,118.940002,1419500,113.242935
"753",119.220001,119.220001,116.25,116.440002,2430700,110.862679
"754",116.040001,117.089996,115.57,117.059998,2875100,111.45298
"755",117.68,117.970001,115.230003,116.790001,4158100,111.195908
"756",114.970001,116.860001,114.839996,116.720001,2477800,111.129257
"757",115.449997,116.230003,114.370003,116.199997,3381600,110.634171
"758",115.860001,116.440002,115.07,116,1952300,110.443741
"759",115.379997,117.559998,115.32,116.660004,2016000,111.072144
"760",117.029999,117.830002,116.379997,116.93,2151500,111.329216
"761",117.07,117.07,115.599998,115.870003,2545000,110.319977
"762",116.120003,117.220001,115.900002,116.75,1826200,111.157822
"763",116.75,118.18,116.690002,117.269997,2598600,111.652908
"764",117.510002,118.699997,117.269997,117.93,3168400,112.281303
"765",118.510002,119.110001,118.099998,118.610001,2426800,112.928741
"766",118.739998,119.239998,118.169998,118.599998,3403400,112.919205
"767",118.209999,118.540001,116.75,117.389999,2960700,111.767159
"768",117.790001,119.239998,117.25,117.260002,2425300,111.64341
"769",117.029999,117.120003,115.550003,116.93,2493700,111.329216
"770",117.040001,117.110001,115.93,116.660004,2015400,111.072144
"771",114.949997,115.449997,113.349998,114.919998,2903800,109.415482
"772",115.449997,116.360001,114.440002,115.370003,2039600,109.843933
"773",115.760002,116.989998,115.330002,115.760002,2845400,110.215248
"774",112.260002,113.07,107.339996,108,9473000,102.826935
"775",107.839996,107.900002,103.089996,103.519997,7234300,98.561516
"776",104.160004,104.480003,101.660004,102.029999,5627100,97.142899
"777",103.339996,103.860001,102.620003,103.379997,4858700,98.42823
"778",104.629997,106.589996,104.339996,106.040001,4439900,100.960823
"779",106.599998,107.790001,105.5,106.510002,3861800,101.40831
"780",106.050003,106.370003,103,103.120003,5754400,98.180687
"781",103.400002,103.75,101.629997,103.07,4669400,98.133087
"782",103.419998,105.449997,103.220001,104.870003,2806300,99.846863
"783",105.769997,106.769997,105.489998,105.540001,2493300,100.484779
"784",104.989998,106.129997,104.370003,105.239998,2768300,100.199135
"785",104.989998,106.190002,104.68,105.949997,2694600,100.87513
"786",105.949997,106.919998,105.699997,106.419998,3371600,101.322617
"787",106.980003,106.980003,105.949997,106.760002,2663200,101.646332
"788",106.480003,107.610001,105.949997,106.480003,3171200,101.379745
"789",105.620003,105.730003,102.75,102.940002,6034600,98.009315
"790",99.760002,100.139999,97.620003,98.489998,7300400,94.701622
"791",99.07,99.220001,93.220001,93.900002,7609100,90.288177
"792",95.080002,95.389999,93.18,93.730003,7411700,90.124725
"793",91.510002,93.139999,89.889999,90.239998,9143800,86.768959
"794",88.629997,91.349998,87.669998,90.489998,11498000,87.009346
"795",92.050003,93.139999,89.410004,92.75,8738800,89.182419
"796",94.860001,96,90.57,91.300003,9263400,87.788185
"797",92.290001,95.879997,91.43,95.82,6644800,92.134323
"798",92.779999,94.25,91.940002,92.989998,5277200,89.413177
"799",90.269997,94.480003,90.139999,94,5598400,90.384323
"800",88.440002,92,87.099998,87.18,8648300,83.82666
"801",90.480003,92.949997,87.190002,92.82,8914200,89.24971
"802",89.82,91.169998,87.309998,87.989998,5557200,84.605499
"803",82.220001,92.440002,82,86.169998,9412800,82.855507
"804",91,94.599998,87.510002,94.230003,10918900,90.605492
"805",85.860001,94.209999,85.5,87.059998,9006300,83.711266
"806",89.050003,97.209999,87.790001,96.790001,10476100,93.067024
"807",91,101.849998,90.309998,99.260002,11152100,95.442009
"808",98.669998,103.800003,95.459999,96.25,7690300,92.547775
"809",96.150002,97.730003,90.910004,93.459999,7355300,89.865105
"810",94.18,96.129997,90.25,91.900002,7117800,88.365105
"811",93.93,96.690002,92.160004,95.260002,6067100,91.595863
"812",95.629997,97.790001,91.050003,94.5,5682000,90.865112
"813",94.5,100.029999,93.529999,99.779999,6373900,95.942009
"814",95.599998,99.550003,95,97.519997,4671100,93.768929
"815",98.129997,98.809998,95.910004,97.839996,3994200,94.076622
"816",96.910004,97.309998,93.160004,93.419998,5391300,89.826645
"817",90.910004,92.879997,89.080002,90.389999,5762800,86.913185
"818",89.760002,93.559998,88.349998,93.040001,4039900,89.46125
"819",92.169998,93.400002,88.82,90,4471900,86.538193
"820",93.209999,96.480003,92.419998,95.68,5642700,91.99971
"821",96.25,97.449997,92.690002,92.910004,5113900,89.336258
"822",97,99.5,93.760002,98.790001,6628400,94.990082
"823",98.580002,100.029999,96.120003,98.690002,5588500,94.893929
"824",98.580002,100.25,98.190002,98.419998,3355100,94.634315
"825",100.559998,101.830002,99.559998,101.400002,4093100,97.499702
"826",99.940002,99.980003,97.940002,99.919998,3721200,96.076622
"827",100.18,102.489998,99.599998,102.220001,4303400,98.288147
"828",102.160004,103.75,99.830002,102.75,5850100,98.797768
"829",101.739998,103,101.050003,101.199997,4359500,97.307381
"830",100.360001,102.110001,100.25,100.620003,3793800,96.749695
"831",101.5,101.769997,97.379997,97.610001,5099500,93.855469
"832",98.360001,100.239998,98.059998,99.449997,4061800,95.624687
"833",100.190002,100.449997,98.589996,100.18,2792400,96.326614
"834",101,103.489998,99.800003,102.550003,4362300,98.605453
"835",99.25,99.32,96.18,96.43,10400900,92.720863
"836",96.099998,97.150002,94.110001,96.110001,9974000,92.413177
"837",95.599998,95.739998,92.82,94.660004,6262500,91.018951
"838",93.230003,93.709999,91.25,91.900002,5415600,88.365105
"839",91.610001,91.800003,89.599998,90.440002,4784400,86.961266
"840",91.529999,93.849998,91.400002,92.709999,5001000,89.143944
"841",93.139999,94.43,92.699997,92.93,3630300,89.355484
"842",93.989998,94.269997,92.449997,92.830002,3309800,89.259331
"843",93.540001,94.980003,93.309998,94.830002,3418000,91.182404
"844",94.209999,94.860001,93.099998,93.910004,3118400,90.297798
"845",94.760002,95.160004,92.830002,92.849998,3504600,89.278564
"846",92.559998,93.230003,90.379997,90.739998,3690800,87.24971
"847",90,91.800003,88.849998,91.690002,4031700,88.163193
"848",90.839996,91.889999,90.639999,91.029999,3990600,87.528572
"849",93.330002,97.050003,93.059998,96.099998,5509500,92.403557
"850",95.93,97.470001,95.410004,96.43,3674300,92.720863
"851",97.5,98.459999,96.470001,97.18,3291700,93.442017
"852",96.730003,97.989998,96.599998,97.309998,5452100,93.567009
"853",96.790001,97.57,95.699997,96.720001,2406600,93.97509
"854",98.150002,98.940002,96.779999,97.07,5563700,94.315163
"855",97.779999,99.739998,96.919998,99.620003,4436400,96.792793
"856",100,101.099998,98.330002,99.720001,5460800,96.889961
"857",99.330002,100.410004,98.349998,99.709999,5962400,96.880241
"858",99.480003,99.68,98.360001,99.279999,2510300,96.462448
"859",99.75,101.18,98.980003,101.169998,2860500,98.298798
"860",102.599998,104.220001,102.080002,103.650002,3633800,100.708427
"861",103.300003,103.82,102.290001,103.199997,2768400,100.271187
"862",104.980003,107.169998,104.669998,106.650002,5026800,103.623283
"863",106.669998,110.489998,106.669998,110.449997,4561100,107.31543
"864",109.080002,109.199997,106.529999,107.830002,4567900,104.769798
"865",107.889999,108.089996,105.620003,106.629997,3793300,103.603844
"866",103.470001,103.709999,100.449997,100.470001,5306100,97.618668
"867",102.910004,102.970001,99.959999,101.480003,3334400,98.600006
"868",99.919998,106.18,99.589996,105.639999,6440200,102.641937
"869",107.839996,108.82,103.779999,105.830002,4283300,102.826553
"870",106.510002,108.540001,106.169998,106.989998,4413500,103.953621
"871",106.540001,108.519997,106.220001,107.580002,3204500,104.526894
"872",108.309998,109.040001,106.370003,107.769997,9027100,104.711494
"873",107.089996,107.550003,105.480003,106.900002,4385700,103.866188
"874",108.209999,110.870003,108.010002,110.610001,5565900,107.470886
"875",109.919998,111.519997,108.470001,109.5,5471300,106.392403
"876",109.269997,110.650002,108.360001,110.519997,2987000,107.383438
"877",110.639999,110.900002,107.160004,107.32,5489000,104.274269
"878",108.970001,110.139999,107.839996,109.480003,3395200,106.372963
"879",109.510002,112.019997,108.620003,111.18,3954900,108.024719
"880",117.860001,119.910004,114.25,114.419998,8982100,111.17276
"881",115.610001,115.879997,114.25,114.360001,3442900,111.114471
"882",115.669998,115.790001,114.610001,115.360001,3445900,112.08609
"883",114.160004,115.449997,113.870003,114.449997,2194700,111.20192
"884",114.519997,115.269997,113.980003,114.470001,3051600,111.221352
"885",114.5,115.040001,113.709999,114.449997,2366200,111.20192
"886",114.699997,115.660004,113.989998,115.07,2281800,111.804321
"887",115.620003,115.760002,113.720001,113.760002,2301700,110.531502
"888",113.57,115.650002,113.050003,115.330002,2538000,112.056946
"889",116.720001,119.709999,116.110001,119.209999,4841800,115.826828
"890",118.800003,119.849998,118.169998,119.739998,2528200,116.341774
"891",120,120.68,118.459999,118.550003,2782400,115.185555
"892",118.419998,118.720001,117.059998,118.349998,2365900,114.991226
