"","STE.Open","STE.High","STE.Low","STE.Close","STE.Volume","STE.Adjusted"
"459",107,107.690002,105.360001,105.82,307200,102.845299
"460",107.209999,108.190002,106.410004,107.940002,345300,104.905701
"461",107.949997,108.779999,106.830002,107.830002,326900,104.798798
"462",108.970001,109.980003,107.860001,109.309998,449900,106.23719
"463",109.629997,111.940002,109.629997,111.769997,498300,108.628029
"464",112.459999,113.360001,110.580002,111.870003,280100,108.725212
"465",111.870003,112.669998,111.220001,112.040001,350500,108.890442
"466",111.550003,117.959999,111.550003,117.459999,754100,114.158081
"467",118,120.970001,117.550003,119.889999,630000,116.519768
"468",119.830002,121.669998,119.830002,120.699997,521400,117.306984
"469",120.669998,121.199997,119.440002,120.349998,495900,116.966843
"470",120.32,121.110001,118.889999,119.940002,5e+05,116.568359
"471",121,121.269997,118.349998,118.540001,419700,115.207726
"472",119.489998,119.489998,115.650002,116.410004,503700,113.137604
"473",115.68,118.440002,115.43,118.150002,348700,114.828682
"474",117.760002,119.370003,117.510002,118.370003,703600,115.042503
"475",118.370003,118.470001,115.32,115.75,343500,112.496155
"476",115.309998,115.309998,112.32,112.68,483300,109.512459
"477",112.940002,113.75,112.080002,113.25,334100,110.066429
"478",112.370003,114.349998,112.370003,113.360001,111000,110.173347
"479",114.739998,115.010002,113.300003,114.040001,427900,110.834229
"480",113.5,115.059998,113,114.809998,279600,111.916252
"481",115.389999,119.309998,115.389999,119,645300,116.000633
"482",118.279999,120.970001,118.080002,119.540001,579600,116.527023
"483",119.699997,120.830002,118.529999,119.080002,516600,116.078621
"484",119.660004,120.470001,118.550003,120.309998,479300,117.277611
"485",120.459999,121.080002,117.660004,119.190002,387600,116.185852
"486",118.269997,121.260002,115.639999,118.120003,647900,115.142822
"487",117.260002,118.290001,112.989998,113.940002,536000,111.068176
"488",114.050003,115.489998,112.410004,115.099998,340900,112.198944
"489",116.459999,116.959999,114.18,114.559998,429700,111.672546
"490",116.209999,118.75,115.910004,117.010002,469400,114.060806
"491",117.620003,118.209999,113.449997,114.440002,317200,111.555588
"492",113.800003,115.459999,112.589996,113.150002,577400,110.29808
"493",112.330002,112.900002,110.089996,110.550003,438300,107.763618
"494",111.650002,111.93,108.18,109.080002,570100,106.330673
"495",109.610001,111,107.07,108.139999,386000,105.414352
"496",107.940002,108.25,104.059998,105.029999,593900,102.382744
"497",105.029999,106.769997,102.639999,102.82,1196500,100.228447
"498",102.18,102.43,99.459999,99.580002,232700,97.070122
"499",99.779999,103.389999,99.139999,103.339996,661800,100.735344
"500",102.059998,104.800003,100.730003,104.779999,416500,102.139046
"501",104.709999,106.110001,103.25,105.209999,387200,102.558197
"502",105.900002,106.980003,105.519997,106.849998,360100,104.156876
"503",105.650002,105.650002,103.059998,104.139999,323100,101.515175
"504",103.660004,103.660004,100.910004,101.480003,312600,98.922226
"505",102.379997,105.080002,102.379997,103.910004,569100,101.290977
"506",103.550003,105.410004,103.089996,104.139999,386800,101.515175
"507",104.980003,106.849998,104.080002,106.709999,454900,104.020401
"508",107.540001,108.389999,107.169998,107.550003,316400,104.839241
"509",107.339996,109.18,106.720001,109.029999,219800,106.281937
"510",108.589996,110,108.529999,110,410300,107.22747
"511",109.290001,109.709999,107.82,107.830002,284600,105.112175
"512",108.230003,109.68,107.790001,109.660004,424900,106.896049
"513",110.190002,111.93,110.190002,111.25,369500,108.445976
"514",110.510002,113.559998,110.440002,112.650002,526100,109.810677
"515",113.540001,114.110001,112.279999,112.800003,477100,109.956909
"516",112.059998,112.910004,111.370003,112.699997,251500,109.859428
"517",113.040001,114.660004,112.779999,113.449997,354100,110.590523
"518",113.650002,114.919998,113.459999,114.75,328200,111.857765
"519",114.769997,116.959999,114.769997,116.129997,327400,113.202965
"520",115.279999,116.25,114.239998,114.980003,451000,112.081978
"521",115,115.669998,113.330002,113.980003,473800,111.10717
"522",114.480003,115.18,112.25,113.639999,364000,110.775734
"523",113.690002,115.300003,112.610001,114.059998,545800,111.18515
"524",114.139999,115.120003,113.550003,114.730003,349600,111.838272
"525",114.230003,115.589996,113.260002,115.459999,291500,112.549866
"526",115.949997,118.510002,115.269997,118.110001,559400,115.133064
"527",117.919998,119.019997,117.790001,118.589996,529400,115.600975
"528",118.199997,119.540001,117.480003,119.150002,553100,116.146858
"529",118.470001,118.720001,117.75,118.589996,355900,115.600975
"530",119.029999,120.68,118.589996,119.860001,789400,116.838951
"531",121.169998,123.5,119.559998,120.800003,1029300,117.755272
"532",120.540001,121.199997,119.599998,120.190002,578700,117.16066
"533",119.459999,121.400002,118.779999,121.040001,419800,117.98922
"534",121.82,122.410004,121.330002,122.279999,311900,119.197968
"535",122,123.529999,121.669998,122.510002,373300,119.422165
"536",122.150002,123.349998,121.769997,122.849998,277000,119.753593
"537",122.540001,123.419998,121.839996,122.379997,317400,119.295448
"538",122.300003,123.459999,121.68,122.389999,362000,119.305191
"539",123,123.75,121.419998,121.959999,479000,118.886032
"540",121.510002,121.559998,120.32,120.559998,300300,117.849869
"541",120.459999,120.93,119.790001,120.620003,272600,117.908516
"542",120.360001,121.57,120.059998,120.959999,395100,118.240868
"543",121.970001,122.900002,120.440002,122.599998,349600,119.844002
"544",122.839996,123.169998,120.82,122.029999,356200,119.286812
"545",121.860001,122.559998,120.25,121.279999,175400,118.55368
"546",121.32,121.339996,119.650002,120.059998,460700,117.361107
"547",120.059998,120.669998,119.489998,119.800003,199900,117.106956
"548",118.93,119.760002,118.18,119.169998,344500,116.491104
"549",119.510002,121.040001,119.07,120.980003,219500,118.260437
"550",121.080002,122.370003,120.5,122.230003,260200,119.48233
"551",122.690002,123.639999,122.349998,122.809998,578100,120.049286
"552",122.730003,123.709999,121.790001,123.550003,381200,120.772652
"553",124,124.260002,122.769997,123.379997,650400,120.606461
"554",123.559998,123.559998,121.540001,123.230003,539900,120.459846
"555",123.5,123.68,122.559998,123.309998,168200,120.538048
"556",122.300003,124.489998,122.300003,123.220001,262100,120.450073
"557",122.879997,125.489998,122.879997,125.160004,496300,122.346466
"558",124.540001,124.879997,122.970001,123.019997,272800,120.254555
"559",122.580002,122.870003,121.290001,122.440002,331500,119.687592
"560",123.540001,123.739998,122.339996,123.239998,336000,120.469612
"561",123.360001,125.82,122.269997,125.269997,399400,122.453979
"562",125.129997,127.269997,124.540001,126.669998,219300,123.82251
"563",127.459999,128.639999,126.470001,128.029999,352700,125.151947
"564",128.350006,129.529999,126.07,127.43,296700,124.565422
"565",127.690002,128.029999,125.82,126.550003,259300,123.705208
"566",127.209999,127.25,125.589996,125.980003,372700,123.148026
"567",126.230003,126.989998,124.959999,125.809998,323400,122.981842
"568",126.029999,127.129997,125,125.470001,477700,122.64949
"569",125.589996,125.949997,124.029999,125.529999,694000,122.708138
"570",125.529999,127.080002,124.699997,125.699997,291500,122.874313
"571",126.040001,127.120003,125.580002,126.419998,511900,123.578133
"572",126.720001,128.360001,126.440002,128.100006,436700,125.220375
"573",128.490005,129.229996,127.93,128.660004,377900,125.767784
"574",128.970001,129.869995,128.259995,128.679993,388900,125.787323
"575",129.699997,129.699997,124.989998,125.199997,443400,122.385559
"576",126.029999,126.239998,119.620003,120.489998,897300,117.781425
"577",121.120003,123.309998,120.190002,122.830002,641100,120.068832
"578",122.239998,125.489998,122.239998,123.25,359400,120.479401
"579",123.650002,126.559998,123.650002,125.720001,438300,122.89386
"580",125.510002,127.980003,125.510002,127.610001,372500,124.741386
"581",126.919998,128.660004,126.470001,127.989998,230400,125.112839
"582",127.989998,129.509995,127.510002,129.110001,279000,126.207657
"583",129.440002,130.850006,128.839996,130.330002,575300,127.400246
"584",130.75,131.699997,130.179993,130.979996,335500,128.035629
"585",131.580002,132.520004,130.130005,131.5,387800,128.543945
"586",131.009995,132.690002,130.479996,131.960007,352500,128.993622
"587",133,134.990005,132.949997,133.229996,476400,130.235062
"588",131.559998,134.059998,131.550003,134.009995,629100,130.997482
"589",132.929993,133.529999,129.910004,130.970001,493600,128.025848
"590",131.029999,131.800003,129.600006,130.210007,845200,127.282944
"591",129.410004,130.639999,127.959999,129.910004,410700,126.9897
"592",129.669998,130.050003,127.07,129.229996,866200,126.324959
"593",126.739998,127.349998,124.540001,125.07,552600,122.258484
"594",127.050003,134.490005,127.050003,130.639999,1053600,127.703262
"595",130.800003,132.869995,130.039993,131.419998,502800,128.465744
"596",132.199997,135.970001,132.039993,133.720001,596400,130.714035
"597",132.399994,135.669998,132.399994,133.350006,419000,130.352356
"598",132.979996,135.100006,132.509995,134.759995,554400,131.730621
"599",134.800003,137.270004,134.800003,135.800003,703500,132.747284
"600",136.389999,137.600006,135.639999,136.110001,442300,133.050308
"601",135.210007,135.919998,134.300003,134.800003,486500,131.76973
"602",135.600006,136.479996,134.720001,135.110001,530400,132.072784
"603",135.490005,137.619995,132.660004,133.919998,4043700,130.909531
"604",132.679993,133.919998,131.759995,133.410004,527800,130.411011
"605",133.339996,134.839996,132.529999,133.350006,502500,130.352356
"606",131.770004,133.970001,130.289993,133.679993,668600,130.674927
"607",133.889999,134.919998,133.110001,134.070007,514300,131.056183
"608",135,136.160004,134.520004,135.919998,576400,132.864563
"609",136.399994,136.979996,135.350006,136.979996,605800,133.900726
"610",136.979996,137.679993,135.610001,137.229996,490500,134.145126
"611",137.639999,138.869995,136.729996,138.020004,535400,134.917374
"612",138.520004,141.259995,138.360001,140.899994,410000,137.732605
"613",141.279999,142.350006,139.009995,140.449997,472600,137.624832
"614",140.490005,142.479996,140.050003,142.389999,585500,139.525818
"615",142.75,142.979996,140.669998,141.830002,436700,138.977081
"616",142.089996,142.850006,140.389999,140.429993,278800,137.605255
"617",140.440002,142.809998,140.360001,142.649994,337400,139.780579
"618",143.470001,144.570007,142.550003,142.919998,332200,140.045151
"619",142.619995,145.550003,142.619995,145.050003,392200,142.132324
"620",146.509995,146.619995,143.720001,145.330002,242100,142.406662
"621",144.289993,144.919998,142.649994,144.919998,1515500,142.004929
"622",144.919998,145.789993,144.080002,145.300003,425500,142.377258
"623",145.639999,146.960007,145.270004,146.070007,465100,143.131821
"624",146.190002,146.960007,144.899994,145.350006,496200,142.426285
"625",146.089996,146.960007,145.830002,146.539993,605000,143.592331
"626",146.639999,148.880005,146.149994,148.880005,1001200,145.885284
"627",149.979996,151.600006,148.770004,149.889999,608200,146.874954
"628",149.729996,151.559998,149.479996,150.970001,490000,147.933212
"629",151.539993,154.089996,151.380005,153.050003,534900,149.971405
"630",152.429993,152.899994,151.240005,152.779999,272300,149.706818
"631",152.339996,152.339996,151.350006,152.070007,332900,149.011108
"632",151.800003,152.979996,151.759995,152.490005,429600,149.422668
"633",151.720001,152.589996,149.509995,149.699997,537900,146.688766
"634",150.940002,151.429993,149.75,150.220001,649400,147.198318
"635",150.009995,150.729996,147.089996,147.979996,716800,145.003342
"636",147.910004,149.669998,146.770004,148.729996,428100,145.738281
"637",149.080002,149.479996,147.550003,148.360001,316800,145.375732
"638",148.860001,149.149994,147.660004,147.839996,341000,144.866165
"639",147.910004,148.699997,147.300003,147.869995,643600,144.895569
"640",148.169998,148.669998,146.179993,146.25,473000,143.308167
"641",146.649994,147.759995,146.399994,147.220001,345700,144.258667
"642",147.710007,148.050003,146.169998,147.270004,426500,144.307648
"643",147.110001,149.149994,146.380005,148.360001,395300,145.375732
"644",148.009995,149.419998,147.399994,147.899994,345400,144.924957
"645",148.100006,150.139999,147.690002,149.440002,339700,146.43399
"646",149.759995,150.789993,149.070007,150.339996,257400,147.315903
"647",149.259995,149.779999,148.580002,149.520004,408800,146.51239
"648",149.449997,150.580002,148.160004,148.860001,493000,145.865662
"649",149.039993,151.029999,148.429993,149.089996,330000,146.091049
"650",148.479996,148.690002,147.110001,147.889999,277800,144.915192
"651",145.470001,146.490005,143.25,144.610001,363900,141.701141
"652",150.699997,153.669998,148.550003,152.320007,660500,149.256073
"653",151.649994,153.070007,148.729996,152.929993,783800,149.85379
"654",153.070007,154.699997,152.789993,154.619995,674800,151.509811
"655",154.210007,154.899994,152.5,153.940002,262800,150.843475
"656",153.330002,155.5,152.940002,154.220001,191400,151.117874
"657",153.720001,156.119995,153.720001,155.399994,334700,152.274124
"658",153.279999,154.179993,151.509995,151.690002,239100,148.638748
"659",151.860001,153.289993,151.210007,151.970001,372200,148.913116
"660",152.940002,154.320007,151.210007,152.740005,344700,149.667618
"661",154.369995,154.869995,153.009995,153.210007,337700,150.128159
"662",153.449997,153.789993,150.970001,151.089996,548600,148.050812
"663",151.669998,152.139999,150.830002,151.160004,782400,148.119415
"664",151.660004,151.740005,150,151.190002,450200,148.148788
"665",150.800003,151.919998,148.029999,148.460007,365900,145.473724
"666",149.320007,150.399994,149.020004,149.619995,411900,146.610367
"667",150.869995,153.080002,150.039993,153.020004,726000,149.941986
"668",152.509995,153.830002,151.699997,152.960007,466400,149.883209
"669",154.220001,155.720001,153.509995,155.139999,305700,152.019348
"670",156.089996,156.660004,152.880005,154.399994,332600,151.294235
"671",153.710007,154.330002,150.740005,152.210007,342500,149.1483
"672",153.550003,153.860001,151.630005,152.369995,317200,149.305054
"673",153.889999,154.449997,151.929993,153.5,489400,150.412323
"674",153.880005,155.850006,153.789993,154.490005,494700,151.382446
"675",154.360001,154.440002,144.869995,145.279999,677700,142.699478
"676",144.059998,144.059998,140.759995,141.619995,1094200,139.104462
"677",141.619995,144.520004,140.130005,144.509995,867500,141.943115
"678",145.889999,148.179993,145.850006,147.940002,488400,145.31221
"679",147.940002,148.220001,143.669998,144.119995,636200,141.560043
"680",143.210007,144.910004,142.210007,144.330002,501100,141.766327
"681",144.130005,146.789993,144.130005,145.5,564900,142.915543
"682",146.240005,147.789993,143.360001,144.440002,983600,141.87439
"683",144.490005,147.100006,144.490005,145.789993,428300,143.200363
"684",146.259995,148.050003,146.259995,146.660004,1435800,144.054932
"685",146.050003,147.740005,146.050003,146.369995,827100,143.770081
"686",147.350006,148.979996,146.110001,146.809998,417100,144.202271
"687",146.479996,147.639999,144.630005,146.710007,356900,144.104065
"688",146.559998,147.410004,144.039993,145.080002,445700,142.503006
"689",146.220001,146.220001,141.279999,141.779999,327100,139.261627
"690",141.960007,144.979996,141.610001,144.490005,385400,141.923462
"691",144.770004,144.970001,140.160004,140.619995,360000,138.122223
"692",139.660004,139.979996,137.539993,139.009995,452700,136.540802
"693",138.610001,141.460007,137.949997,141.210007,446000,138.701752
"694",142.149994,143.839996,141.350006,142.660004,347100,140.125977
"695",141.720001,142.440002,141.220001,141.910004,256000,139.389297
"696",140.850006,140.850006,137.919998,138.039993,253700,135.588043
"697",139.179993,140.619995,138.970001,139.440002,305500,136.963181
"698",138.830002,140.240005,138.789993,139.699997,422200,137.218567
"699",141.119995,141.860001,140.5,140.679993,331600,138.181152
"700",141.179993,141.949997,139.570007,140.080002,171500,137.591812
"701",141.490005,143.190002,140.850006,143.100006,448300,140.558167
"702",142.75,143.309998,141.610001,142.399994,483300,139.870605
"703",143.070007,143.970001,142.259995,143.149994,532100,140.6073
"704",142.710007,143.960007,142.610001,143.369995,901200,140.823364
"705",144,144,140.369995,140.550003,486500,138.053452
"706",141.050003,141.710007,136.369995,136.919998,739200,134.48793
"707",137.610001,138.25,136.960007,137.850006,468600,135.401428
"708",138.419998,139.270004,136.929993,137.389999,356500,134.94957
"709",137.550003,139.389999,137.020004,138.009995,332700,135.558578
"710",138.410004,140.199997,138.410004,139.460007,304100,136.982803
"711",139.100006,142.149994,139.050003,141.449997,247400,138.9375
"712",141.779999,143.009995,140.070007,142.679993,359500,140.145615
"713",142.130005,143.429993,140.770004,141.570007,367400,139.055359
"714",142.610001,143.869995,141.550003,142.139999,312600,139.615234
"715",143.029999,143.470001,139.429993,140.529999,416000,138.033813
"716",146,148.110001,143.080002,145.479996,878500,142.895889
"717",145.5,146.550003,144.179993,145.490005,490100,142.905701
"718",146.5,147.490005,144.470001,145.190002,481600,142.611038
"719",145.139999,146.789993,144.740005,145.839996,282700,143.249481
"720",145.080002,146.809998,144.110001,144.690002,373400,142.119934
"721",145.179993,146.399994,144.759995,145.600006,275400,143.013763
"722",145.300003,146.759995,144.990005,145.610001,265000,143.023575
"723",145.729996,146.820007,145.139999,146.740005,296100,144.13353
"724",147.429993,148.830002,146.779999,148.75,319200,146.107803
"725",148.860001,149.809998,148.470001,149.380005,398000,146.726624
"726",150.210007,152.160004,149.660004,151.889999,385700,149.192032
"727",151.949997,153.509995,151.309998,151.869995,635400,149.172379
"728",152.360001,152.559998,150.149994,150.830002,329000,148.150864
"729",151.800003,152.059998,150.289993,151.889999,494000,149.192032
"730",151.899994,152.460007,151.139999,151.5,285600,149.172333
"731",151.339996,153.300003,150.940002,151.740005,445100,149.408676
"732",152.240005,153.139999,151.470001,152.679993,260200,150.334229
"733",152.449997,153.059998,151.139999,151.139999,237200,148.817856
"734",151.990005,151.990005,149.339996,150.240005,308100,147.931702
"735",149.740005,152.399994,149.449997,152.080002,406900,149.743423
"736",152.509995,154.300003,152.509995,154.070007,473400,151.702835
"737",153.619995,153.929993,152.589996,152.949997,338700,150.600067
"738",154,155.070007,153.669998,154.300003,340800,151.929337
"739",153.669998,154.130005,152.350006,152.539993,279300,150.196365
"740",152.940002,154.020004,151.779999,153.940002,304100,151.574844
"741",154.320007,155,153.199997,153.679993,440000,151.318832
"742",154.179993,154.399994,152.300003,153.660004,410400,151.299164
"743",153.119995,153.979996,151.529999,151.929993,503200,149.595749
"744",152.289993,152.850006,149.580002,150.75,1253500,148.433838
"745",150.610001,151.899994,149.380005,151.520004,758900,149.192032
"746",152.080002,152.399994,148.389999,149.259995,753900,146.966766
"747",149.309998,149.710007,147.240005,148.389999,1200200,146.110123
"748",149.449997,151.919998,148.520004,149.839996,14904400,147.537827
"749",150.100006,152.860001,149.600006,151.479996,786300,149.152649
"750",151.610001,152.080002,150.919998,152.029999,137700,149.694183
"751",152.179993,152.839996,150.600006,151.350006,649300,149.024643
"752",151.960007,152.380005,150.490005,151.809998,433400,149.477585
"753",152.119995,152.940002,151.419998,151.940002,600500,149.605576
"754",151.910004,152.559998,151.259995,152.419998,330200,150.078232
"755",152.580002,153.210007,150.529999,151.699997,641200,149.369263
"756",149.429993,151.5,149.199997,150.630005,638000,148.31572
"757",150.5,152.130005,150.229996,151.619995,581900,149.290482
"758",150.710007,151.710007,150.610001,151.039993,429900,148.719421
"759",151.600006,152.009995,150.419998,150.949997,839000,148.630798
"760",151.550003,153.160004,151.300003,151.779999,644100,149.448059
"761",152.389999,152.529999,150.509995,151.009995,432000,148.689865
"762",150.880005,151.820007,150.330002,151.539993,522700,149.211731
"763",151.050003,152.5,150.289993,152.410004,519500,150.068344
"764",152.339996,153.770004,152.149994,152.570007,550300,150.225891
"765",153.050003,154.169998,152.679993,154.130005,399300,151.761932
"766",154.229996,154.399994,153.009995,154.130005,628100,151.761932
"767",153.960007,154.75,152.889999,153.809998,521200,151.446854
"768",154.449997,155,152.770004,152.789993,369800,150.44252
"769",152.429993,152.429993,151.320007,151.809998,399100,149.477585
"770",151.929993,151.929993,150.089996,151.289993,486500,148.965561
"771",149.509995,151.380005,148.919998,150.110001,831200,147.803696
"772",150.110001,151.789993,150.110001,151.050003,452800,148.729263
"773",151.300003,152.729996,150.449997,151.520004,514200,149.192032
"774",150.5,153.389999,150.110001,153.309998,568400,150.954529
"775",152.809998,153.509995,150.440002,150.690002,659300,148.374771
"776",151.509995,152.100006,150.580002,151,398800,148.680023
"777",152.679993,153.380005,151.559998,152.210007,382400,149.87146
"778",153.020004,154.199997,152.460007,152.919998,341500,150.570526
"779",153.009995,154.789993,152.029999,154.25,459500,151.880066
"780",153.860001,154.460007,152.009995,152.869995,353500,150.521301
"781",152.529999,155.320007,151.770004,153.880005,591400,151.515778
"782",157,162.630005,155.770004,162.270004,2184600,159.776855
"783",163,168.119995,163,167.830002,1099400,165.251465
"784",166.679993,167.559998,164.119995,167,783700,164.434189
"785",167,168.610001,166.149994,168.509995,404500,165.921005
"786",168.110001,168.389999,166.990005,167.929993,563600,165.349899
"787",168.199997,168.779999,167.440002,168.259995,382000,165.67482
"788",167.889999,168.639999,166.720001,168.279999,519000,165.694534
"789",168.059998,168.660004,167.229996,167.949997,546600,165.369568
"790",165.149994,168.339996,164.559998,167.460007,860100,165.25119
"791",167.740005,168.979996,163.820007,164.869995,1276200,162.695343
"792",165.809998,167.990005,165.220001,165.440002,1086800,163.257813
"793",163.789993,168.550003,162.869995,163.619995,1159000,161.461823
"794",160.080002,162.860001,155.160004,158.619995,1618500,156.527786
"795",159.050003,163.399994,156.089996,163.399994,1089700,161.244736
"796",163.479996,165.880005,158.169998,161.029999,897900,158.905991
"797",163.520004,165.820007,159.839996,164.449997,851300,162.280899
"798",161.539993,162.839996,155.990005,158.139999,931700,156.054123
"799",154.509995,157.419998,152.259995,157.029999,788800,154.95874
"800",150.080002,151.029999,144.869995,145.5,1061100,143.580826
"801",148.490005,151.089996,145.149994,151.089996,918600,149.097107
"802",147.669998,148.789993,143.259995,145.25,704700,143.334137
"803",138.179993,138.669998,130.710007,131.059998,870900,129.331314
"804",136.589996,137.470001,127.269997,136.289993,900300,134.49231
"805",124.540001,129.029999,120.050003,120.5,894500,118.910591
"806",123.32,133.880005,118.040001,130.630005,922200,128.906982
"807",121.269997,130.880005,111.739998,122.779999,925400,121.160522
"808",121.860001,125.440002,116.910004,121.220001,811700,119.621101
"809",121.410004,122.870003,115.330002,115.699997,833000,114.173897
"810",115.43,117.75,105.690002,107.760002,920000,106.338638
"811",112.779999,118.989998,110.82,118.110001,783000,116.552116
"812",117.300003,123.370003,115.309998,117.82,787300,116.265945
"813",119.139999,130.270004,119,129.610001,1020800,127.900429
"814",125.610001,133.529999,123.800003,129.740005,1027700,128.028717
"815",131.210007,140.399994,131.139999,139.990005,898700,138.143509
"816",139.580002,142.360001,137.699997,139.970001,1276100,138.123795
"817",135.210007,140.029999,133.789993,137.699997,1044200,135.883728
"818",137.350006,141.429993,136.009995,139.550003,732400,137.709335
"819",138.470001,140.940002,137.570007,138.720001,908300,136.890274
"820",143.960007,149.509995,142.210007,148.649994,978800,146.689301
"821",149.990005,154.369995,147.759995,148.759995,1080600,146.797821
"822",149.639999,150.600006,146.220001,149.25,826600,147.281387
"823",149.149994,153.729996,147.860001,152.690002,669500,150.67601
"824",152.539993,153.410004,145.259995,149.509995,737400,147.537933
"825",152.270004,158.529999,151.25,157.160004,930300,155.087036
"826",154.169998,156.039993,151.970001,154.75,589300,152.708817
"827",155.570007,156.229996,149.460007,150.330002,888400,148.347137
"828",152.960007,155.460007,149.490005,154.970001,717300,152.925934
"829",153.899994,160.160004,153.440002,157.449997,889200,155.373199
"830",155.020004,155.389999,146.410004,147.779999,718800,145.830765
"831",149.949997,152.279999,147.570007,150.880005,393900,148.889877
"832",150.419998,153.070007,149.039993,149.449997,593600,147.478729
"833",150.5,151.119995,145.529999,147.820007,766900,145.870239
"834",149.360001,150.820007,148,149.669998,408200,147.695831
"835",150.600006,151.75,146.139999,146.210007,523700,144.281494
"836",147.25,149.210007,145.610001,146.860001,519300,144.922928
"837",145.860001,146.240005,141.229996,142.5,780100,140.620422
"838",141.229996,143.039993,139.699997,141.399994,639500,139.534912
"839",141.389999,141.429993,138.660004,139.539993,400100,137.699432
"840",140.720001,143.720001,140.529999,141.660004,964200,139.791504
"841",142.419998,142.679993,139.509995,140.990005,582600,139.130341
"842",143.389999,145.419998,142.679993,143.860001,664800,141.962463
"843",146.5,148.779999,145.240005,148.25,644600,146.294571
"844",147,153.589996,147,152.779999,603100,150.764816
"845",153.5,153.949997,149.139999,149.139999,608200,147.172836
"846",148.610001,150.039993,145.289993,147.059998,689900,145.120255
"847",146.399994,153.550003,144.110001,150.889999,1131900,148.89975
"848",150.289993,153.5,149.880005,151.320007,1530100,149.324081
"849",154.580002,160.539993,153.639999,159.539993,568000,157.435654
"850",159.220001,160.570007,157.539993,157.649994,484600,155.570572
"851",159.270004,159.869995,157.820007,158.029999,498100,155.945587
"852",156.839996,157.690002,155.699997,156.300003,332400,154.238373
"853",156.619995,157.809998,155.119995,157.479996,443700,155.402817
"854",159.649994,161.100006,158.050003,158.679993,376700,156.58699
"855",158.919998,160.020004,156.940002,159.979996,434200,157.869858
"856",161.100006,164.570007,160.009995,162.809998,430300,160.662506
"857",163.529999,166.389999,161.139999,165.889999,737900,163.701904
"858",165.490005,166.639999,164.330002,165.649994,554300,163.465042
"859",165.940002,166.979996,161.75,164.440002,574700,162.271011
"860",165,165.529999,162.949997,163.169998,565200,161.017761
"861",162.580002,164,159.990005,160.630005,544200,158.511276
"862",162.639999,165.229996,162.059998,163.910004,555300,161.748016
"863",162.660004,165.800003,162.660004,165.429993,550900,163.247955
"864",164.509995,165.589996,161.320007,161.559998,486000,159.429016
"865",162.059998,162.059998,158.960007,159.639999,456800,157.534332
"866",157.160004,157.160004,148.910004,149.330002,556000,147.702652
"867",153.100006,154.509995,149.339996,151.820007,522200,150.165512
"868",149.080002,154.300003,148.080002,153.850006,396900,152.173416
"869",157.080002,157.350006,154.169998,154.899994,424500,153.21196
"870",156.190002,156.830002,154.399994,154.940002,309600,153.251541
"871",154.130005,154.880005,152.679993,153.360001,332800,151.688751
"872",155.910004,156.139999,152.070007,152.240005,860800,150.580963
"873",152,154.380005,150.399994,153.169998,575700,151.500809
"874",154.759995,156.160004,153.020004,154.809998,689000,153.122925
"875",153.419998,153.419998,148.289993,149.039993,522100,147.415817
"876",149.320007,149.320007,146.119995,149.149994,566400,147.524612
"877",149,150.300003,147.539993,148.330002,1432900,146.713562
"878",150.210007,151.020004,148.190002,149.679993,544300,148.048828
"879",149.449997,154.279999,149.449997,153.440002,517900,151.767868
"880",154.699997,155.199997,152.470001,154.279999,678400,152.598709
"881",155.679993,157.130005,153.570007,154.009995,585700,152.33165
"882",155.509995,156.210007,153.240005,153.649994,646200,151.975586
"883",151.960007,154.020004,150.830002,151.779999,482200,150.125946
"884",152.399994,152.539993,149.339996,150.820007,510400,149.176422
"885",150.779999,151.830002,147.320007,150.440002,881200,148.800552
"886",150.529999,150.809998,148.910004,150.509995,296100,148.869797
"887",151.619995,153.880005,149.830002,150.160004,402200,148.523621
"888",150.160004,153.529999,149.820007,153.320007,458300,151.64917
"889",155.820007,158.410004,155.130005,157.589996,378700,155.87265
"890",157.630005,157.949997,156.210007,157.100006,276600,155.387985
"891",158.020004,160.809998,157.179993,159.960007,464500,158.216827
"892",159.940002,160.5,156.869995,157.449997,284500,155.734161
"893",157.509995,158.509995,156.169998,157.160004,455000,155.447311
"894",157.080002,158.050003,156.220001,157.839996,307300,156.119904
"895",158.229996,159.139999,156.979996,158.029999,358100,156.307846
"896",158.139999,158.139999,154.860001,156.350006,312400,154.646179
"897",156.350006,158.820007,156.339996,157.690002,441700,155.971558
"898",157.270004,158.660004,155.850006,157.110001,548100,155.397873
"899",157.800003,163.339996,157.800003,161.729996,593500,159.967529
"900",159.080002,161.460007,158.130005,161.130005,344600,159.374069
"901",160.220001,160.649994,157.279999,159.630005,416500,157.890411
"902",159.940002,162.899994,159.940002,161.070007,478400,159.314728
"903",161.580002,164.119995,157.300003,158,612100,156.278168
"904",159.699997,159.910004,157.119995,157.669998,355400,155.951767
"905",157.649994,157.649994,154.649994,155.979996,421000,154.280182
"906",155.899994,157.139999,152.369995,154.220001,498700,152.539368
"907",154.100006,156.899994,153.520004,155.880005,568500,154.18129
"908",156.710007,160.259995,156.240005,158.720001,566600,156.990326
"909",159.330002,160.970001,158.779999,160.509995,346500,158.760834
"910",159.529999,160.330002,158.619995,159.199997,243800,157.465103
"911",158.149994,159.899994,158.050003,158.699997,245200,156.970551
"912",158.699997,160.690002,157.660004,158.110001,253200,156.386993
"913",158.710007,159.619995,155.880005,157.75,291700,156.030899
"914",157.940002,157.940002,156.270004,156.960007,367200,155.249512
