"","FTV.Open","FTV.High","FTV.Low","FTV.Close","FTV.Volume","FTV.Adjusted"
"69",50.761505,51.02092,50.552299,50.853558,2960493,49.971275
"70",50.870293,50.995815,50.401672,50.627617,1847590,49.749249
"71",50.627617,50.97908,50.451881,50.485355,1452403,49.609459
"72",50.627617,50.686192,50.263599,50.610878,1169069,49.732803
"73",50.309624,50.614227,50.205021,50.435146,1867785,49.56012
"74",50.451881,50.78661,50.108788,50.217571,2346144,49.346317
"75",50.426777,50.920502,50.108788,50.719666,1795727,49.839706
"76",50.70293,50.794979,50.188286,50.217571,1660931,49.346317
"77",50.870293,51.49791,50.778244,51.405857,1516814,50.513988
"78",51.707111,52.334728,51.631798,52.158997,1759040,51.254055
"79",52.133892,52.493725,51.974895,52.092049,1557802,51.188278
"80",52.083683,52.728031,51.941422,52.150627,2325112,51.245834
"81",52.686192,53.782429,52.301254,52.937237,2871585,52.018799
"82",53.230125,53.263599,51.974895,52.167362,2102125,51.262276
"83",51.740585,52.150627,51.129707,52.033474,1798714,51.130722
"84",51.841003,52.485355,51.698746,52.443516,1167276,51.533642
"85",52.410042,52.811714,52.351463,52.569038,979781,51.65699
"86",52.602509,52.853558,52.284519,52.836819,711503,51.92012
"87",52.794979,53.02092,52.49791,52.627617,2140843,51.714558
"88",52.669456,53.079498,52.26778,52.46862,987070,51.558311
"89",52.326359,52.560669,52.083683,52.359833,1252958,51.451424
"90",52.033474,52.46862,51.949791,52.401672,706604,51.492531
"91",52.251045,52.324684,51.882847,52.033474,1201095,51.130722
"92",52.133892,52.418411,52.04184,52.066944,1172893,51.163612
"93",52.259415,52.259415,51.924686,52.158997,1062833,51.254055
"94",52.158997,52.158997,51.154812,51.21339,1476901,50.324867
"95",50.836819,51.539749,50.543934,51.179916,1646471,50.291973
"96",51.447701,51.899582,51.04184,51.748955,2231782,50.851135
"97",51.95816,52.301254,51.799164,52.217571,922182,51.311626
"98",52.209206,52.46862,51.991631,52.393307,919553,51.484306
"99",52.50209,52.903767,52.410042,52.78661,1622691,51.928844
"100",52.820084,53.447701,52.51046,53.25523,1241725,52.389851
"101",53.288704,53.472801,53.037659,53.146442,1405559,52.282825
"102",52.920502,53.380753,52.74477,53.01255,2122081,52.151115
"103",53.071129,53.188286,51.715481,52.259415,4692287,51.410217
"104",52.493725,53.079498,52.280334,52.711296,1321073,51.854759
"105",52.635983,53.414227,52.589958,53.062763,1419302,52.200512
"106",52.920502,53.188286,52.903767,52.98745,1003203,52.126427
"107",52.920502,53.096233,52.753139,52.887028,1645276,52.027634
"108",52.928871,53.355648,52.778244,53.02092,939270,52.159355
"109",53.02092,53.347279,52.560669,53.305439,1179465,52.439255
"110",53.556484,53.556484,52.351463,52.794979,1227385,51.937073
"111",52.753139,53.008369,52.048534,52.26778,1360149,51.418446
"112",52.451881,52.962341,52.24268,52.945606,1211372,52.085258
"113",52.953976,53.121338,52.661087,52.677822,1647666,51.821835
"114",52.435146,52.937237,52.200836,52.753139,1400540,51.895916
"115",52.861923,53.606693,52.610878,53.598328,2003657,52.727371
"116",53.815899,54.251045,53.715481,54.217571,1641452,53.336555
"117",53.974895,54.569038,53.807529,53.949791,2104156,53.073128
"118",53.991631,54.142258,53.790794,53.866108,1747688,52.99081
"119",53.841003,54,53.481171,53.640167,1246983,52.768532
"120",53.514645,53.690376,53.280334,53.640167,8739035,52.768532
"121",53.807529,54.158997,53.506275,53.648537,1206353,52.776772
"122",53.380753,53.631798,53.029289,53.029289,833871,52.167583
"123",53.380753,54.016735,53.217571,53.899582,992089,53.023739
"124",53.866108,53.866108,52.51046,52.602509,1542984,51.747742
"125",52.652721,53.288704,52.635983,53.01255,1406396,52.151115
"126",53.263599,53.330544,52.878662,52.995815,779857,52.134659
"127",53.246861,53.539749,52.874477,53.230125,1066179,52.365158
"128",53.054394,53.372383,52.903767,52.995815,1763462,52.134659
"129",53.230125,53.556484,53.104603,53.430962,1331350,52.562721
"130",53.405857,54.347279,53.355648,54.058578,2360245,53.180145
"131",54.125523,54.125523,53.037659,53.53138,1320236,52.661518
"132",53.75732,54.309624,53.72385,54.142258,1336608,53.262466
"133",54.184101,54.27615,53.815899,53.882847,1038933,53.007267
"134",53.907951,54.217571,53.824268,54.025105,1330513,53.147213
"135",54.033474,54.033474,53.372383,53.673641,1658899,52.801456
"136",53.581589,53.740585,53.246861,53.347279,1230731,52.4804
"137",53.506275,53.548119,53.205021,53.53138,1673717,52.661518
"138",53.564854,53.682007,52.577408,53.138077,1861930,52.274605
"139",52.920502,53.129707,52.78661,52.928871,1534619,52.06879
"140",52.995815,53.054394,52.761505,52.962341,1438183,52.101723
"141",53.196651,53.330544,52.694561,52.778244,2051457,51.920616
"142",52.811714,52.903767,52,52.033474,2080376,51.18795
"143",52.016735,52.543934,51.924686,52.368202,2199039,51.517235
"144",53.138077,54.24268,52.417572,53.949791,2641787,53.073128
"145",54.192471,54.317993,53.73222,54.175732,2373270,53.295399
"146",54.217571,55.004185,53.774059,54.560669,2210392,53.674076
"147",54.652721,55.682007,54.644352,55.464436,2166894,54.563164
"148",55.523014,55.682007,55.280334,55.673641,1317846,54.768955
"149",55.799164,56.23431,55.665272,56.209206,1335652,55.295822
"150",56.066944,56.46862,55.832638,56.251045,1752468,55.336983
"151",56.04184,56.23431,55.941422,56,1401377,55.090015
"152",55.949791,56.050209,55.686192,55.916317,1135131,55.007698
"153",55.690376,55.832638,54.820084,54.836819,1240052,53.945744
"154",54.912132,55.29707,54.728031,54.895397,842834,54.003365
"155",55.313808,55.548119,55.21339,55.439331,591047,54.53846
"156",55.397491,55.548119,55.163181,55.330544,711623,54.431438
"157",55.48954,55.75732,55.230125,55.355648,771014,54.456139
"158",55.121338,55.270294,54.485355,54.527199,652112,53.64114
"159",54.351463,54.719666,54.125523,54.418411,1151383,53.534138
"160",54.393307,54.828453,54.092049,54.74477,849167,53.855183
"161",54.887028,55.230125,54.887028,55.112972,929591,54.217415
"162",54.928871,54.97908,54.376568,54.418411,766234,53.591095
"163",54.493725,54.677822,54.083683,54.292889,1394924,53.467476
"164",54.435146,54.602509,53.640167,54.133892,1682321,53.310902
"165",54.351463,54.443516,53.761505,53.966526,833154,53.14608
"166",53.774059,54.033474,53.532219,53.941422,2166296,53.121353
"167",53.907951,54.343098,53.849373,54.225941,1895390,53.40155
"168",54.26778,54.51046,54.133892,54.368202,1545494,53.541653
"169",54.602509,54.728031,54.326359,54.476986,972969,53.648781
"170",54.384937,55.01255,54.26778,54.46862,1246385,53.640545
"171",54.811714,55.221756,54.095398,54.167362,2279821,53.343853
"172",54.343098,54.928871,54.075314,54.870293,975837,54.03611
"173",54.836819,56.142258,54.794979,55.631798,1332545,54.786037
"174",56.050209,56.577408,55.748955,56.50209,1747329,55.643089
"175",56.577408,56.970711,56.577408,56.794979,1010851,55.931534
"176",56.677822,57.49791,56.51046,57.481171,2264764,56.607288
"177",57.196651,57.907951,56.861923,57.899582,2170240,57.019341
"178",58.635983,58.753139,57.782429,58.04184,3240482,57.159428
"179",58.150627,58.97908,58.008369,58.836819,1579312,57.942329
"180",58.836819,59.02092,58.585773,58.644352,1149471,57.752785
"181",58.761505,59.129707,58.527199,58.719666,2423819,57.826958
"182",58.74477,58.920502,58.418411,58.518829,1275304,57.629173
"183",58.460251,58.682007,58.23431,58.602509,2760809,57.711578
"184",58.644352,58.78661,58.23431,58.602509,1174327,57.711578
"185",58.610878,58.878662,58.410042,58.451881,1414522,57.56324
"186",58.451881,58.803349,58.309624,58.753139,1083148,57.859924
"187",58.552299,58.811714,58.326359,58.51046,1582778,57.62093
"188",58.485355,59.472801,58.368202,59.238495,1267776,58.337891
"189",59.439331,59.874477,59.330544,59.874477,1068091,58.964211
"190",60.033474,60.175732,59.648537,59.815899,1082312,58.906521
"191",59.774059,60.200836,59.698746,60.175732,1263832,59.26088
"192",60.259415,60.259415,59.53138,59.891212,1516336,58.98069
"193",59.799164,60.150627,59.656902,59.874477,1255706,58.964211
"194",60.050209,60.334728,59.815899,60.167362,775675,59.252647
"195",60.460251,60.51046,59.748955,60.184101,1167157,59.269127
"196",60.301254,60.711296,60.125523,60.543934,1181855,59.623493
"197",60.661087,61.096233,60.476986,60.995815,1169188,60.068497
"198",61.238495,61.263599,60.410042,60.543934,861834,59.623493
"199",60.619247,60.836819,60.167362,60.26778,1311154,59.351536
"200",60.317993,60.485355,59.815899,59.824268,1575249,58.914761
"201",59.832638,60.209206,59.73222,59.933056,1022681,59.021896
"202",59.73222,59.903767,59.418411,59.49791,1328362,58.593372
"203",59.832638,60.311298,59.631798,60.259415,1869936,59.343296
"204",60.259415,60.51046,59.782429,60.326359,1231089,59.409222
"205",60.51046,61.372383,60.51046,61.347279,1538921,60.414619
"206",61.046024,61.397491,60.292889,60.644352,2068187,59.722382
"207",61.171547,61.72385,60.728031,61.481171,2110012,60.546471
"208",60.418411,62.24268,58.585773,62.008369,2403862,61.065662
"209",61.715481,61.832638,60.569038,60.635983,1892163,59.714146
"210",60.761505,60.895397,60.430962,60.46862,1475706,59.549324
"211",60.861923,61.146442,60.460251,60.970711,1459932,60.043781
"212",61.004185,61.50209,60.78661,61.347279,1179704,60.414619
"213",61.338913,61.907951,61.338913,61.623432,1206711,60.686573
"214",61.506275,61.581589,60.887028,60.970711,999737,60.043781
"215",60.920502,61.481171,60.811714,61.481171,1281638,60.546471
"216",61.263599,61.29707,60.820084,60.895397,1350709,59.969616
"217",60.627617,60.962341,60.335564,60.778244,1213762,59.854233
"218",60.485355,60.916317,60.167362,60.794979,2181114,59.870716
"219",60.46862,60.836819,60.292889,60.753139,995913,59.82951
"220",60.443516,60.832638,60.368202,60.811714,1462680,59.887192
"221",60.74477,60.845188,59.974895,60.125523,2062570,59.211441
"222",60.410042,61.029289,60.27615,60.619247,1174327,59.697659
"223",60.326359,60.844353,60.04184,60.460251,3519753,59.541077
"224",60.569038,61.221756,60.460251,60.928871,1043594,60.002575
"225",60.995815,61.221756,60.594143,60.627617,1510002,59.705902
"226",60.569038,60.694561,60.046864,60.251045,2309696,59.392433
"227",60.309624,60.585773,60.301254,60.359833,433785,59.49968
"228",60.527199,61.117153,60.430962,60.887028,1145886,60.01936
"229",61.138077,61.782429,60.74477,61.330544,1558997,60.456551
"230",61.405857,61.48954,60.811714,61.439331,1099400,60.563793
"231",61.49791,62.552299,61.447701,62.46862,1877345,61.578419
"232",63.221756,63.338913,61.548119,62.410042,1580149,61.520668
"233",62.820084,63.21339,62.117153,62.117153,1284386,61.231953
"234",62.284519,62.376568,60.98745,61.046024,1362659,60.17609
"235",61.079498,61.640167,60.824268,61.330544,1337922,60.456551
"236",61.548119,62.117153,61.25523,61.589958,1074425,60.712269
"237",61.891212,62.125523,61.322178,61.665272,1195717,60.786507
"238",61.782429,61.916317,60.970711,61.096233,1148276,60.225578
"239",61.046024,61.046024,60.46862,60.686192,916685,59.821373
"240",60.644352,61.112972,60.401672,60.594143,1127363,59.730644
"241",60.778244,60.912132,59.72385,59.748955,1307808,58.897499
"242",60.108788,60.518829,60.008369,60.301254,3123133,59.441933
"243",60.569038,61.188286,60.334728,60.861923,1295022,59.994614
"244",61.029289,61.171547,60.259415,60.861923,1128319,59.994614
"245",61.280334,61.456066,61.004185,61.079498,916804,60.209084
"246",61.313808,61.347279,60.769875,60.920502,992806,60.052349
"247",60.953976,60.953976,60.376568,60.644352,1173132,59.78014
"248",60.828453,60.887028,60.451881,60.769875,498674,59.903873
"249",60.694561,60.995815,60.443516,60.560669,932817,59.697647
"250",60.669456,60.803349,60.284519,60.669456,953730,59.80489
"251",60.895397,61.087868,60.543934,60.543934,1007385,59.681152
"252",61.079498,61.238495,60.112972,60.569038,1300758,59.705894
"253",60.451881,60.728031,59.640167,60.602509,1872446,59.738895
"254",60.853558,62.217571,60.610878,62.133892,1826199,61.248451
"255",62.27615,62.435146,60.97908,61.422592,2550489,60.547291
"256",61.221756,61.506275,61.138077,61.29707,1207428,60.423553
"257",61.271969,62.317993,61.25523,61.740585,1361225,60.860756
"258",61.430962,61.782429,60.694561,61.104603,1062475,60.233826
"259",61.196651,61.76569,61.096233,61.682007,1409503,60.803009
"260",61.874477,62.577408,61.72385,62.317993,1533424,61.429928
"261",62.610878,63.288704,61.690376,61.916317,1600583,61.033974
"262",62.317993,62.962341,61.941422,62.543934,1822495,61.652649
"263",62.644352,62.962341,62.133892,62.309624,1032839,61.421684
"264",62.451881,62.715481,61.924686,62.393307,2164982,61.504177
"265",62.384937,62.820084,61.799164,62.092049,1630936,61.207203
"266",62.292889,62.970711,61.740585,62.811714,1901245,61.916615
"267",63.163181,64.167366,62.811714,63.062763,1884276,62.164089
"268",63.422592,63.51046,62.393307,62.602509,1721517,61.710392
"269",62.937237,64.092049,62.401672,64.075317,2635214,63.162212
"270",63.76569,64.158997,63.598328,63.916317,1942592,63.005474
"271",63.514645,63.95816,63.288704,63.623432,1593533,62.716766
"272",63.874477,64.04184,63.280334,63.615063,1538204,62.708511
"273",63.196651,64.075317,62.933056,63.221756,1721398,62.320816
"274",63.046024,63.841003,62.761505,63.054394,1680529,62.155842
"275",62.794979,63.108788,59.95816,59.966526,2368610,59.111977
"276",58.853558,60.74477,58.117153,60.343098,3409216,59.483177
"277",60.184101,61.129707,59.983265,59.991631,3027294,59.136711
"278",60.008369,60.50209,57.76569,57.857742,2829402,57.033253
"279",63.439331,63.439331,58.167362,60.627617,4946942,59.763645
"280",60.920502,62.74477,60.920502,62.175732,4142946,61.289692
"281",62,62.552299,61.75732,62.04184,3762577,61.157715
"282",61.715481,62.27615,61.485355,62.083683,2137497,61.198963
"283",62.644352,62.836819,62.008369,62.828453,2109295,61.933113
"284",62.828453,63.581589,62.602509,63.305439,2488588,62.403301
"285",63.046024,63.774059,62.983265,63.472801,1968404,62.568291
"286",63.690376,64.619247,63.589958,63.606693,1517292,62.70026
"287",63.882847,64.585777,63.690376,64.167366,1264430,63.311249
"288",64.560669,64.627617,63.96067,64.552299,1551230,63.691051
"289",64.677826,65.380753,64.414223,65.238495,1746493,64.368088
"290",65.338913,65.96653,65.05439,65.071129,1210774,64.20295
"291",65.305443,65.48954,64.259415,64.267784,2150164,63.410328
"292",64.485359,64.54393,62.108788,62.51046,1939724,61.676453
"293",61.933056,62.326359,61.330544,61.916317,2313759,61.090233
"294",61.53138,62.435146,61.179916,62.142258,1529959,61.313175
"295",62.485355,63.171547,62.016735,62.861923,1678258,62.023224
"296",62.677822,65.347282,61.430962,65.238495,3504457,64.368088
"297",65.464432,65.656906,64.753136,65.573219,2692216,64.698357
"298",65.95816,67.205025,65.380753,67.171547,2519419,66.275368
"299",67.112968,67.125526,65.263596,65.715485,1453479,64.838715
"300",65.891212,66.288704,65.112968,65.263596,1934586,64.392845
"301",65.648537,66.025108,64.786613,64.94561,1410339,64.079109
"302",65.079498,65.623428,64.619247,65.355652,866136,64.483688
"303",65.288704,65.631798,64.94561,65.464432,2411510,64.591026
"304",65.430962,65.430962,64.443512,65.087868,1119715,64.219482
"305",65.355652,65.673637,65.087868,65.405861,1547525,64.533234
"306",65.447701,66.277824,64.878662,65.564857,1373055,64.690102
"307",64.903763,65.464432,64.03347,64.175735,1843049,63.319504
"308",64.225945,65.004181,63.573223,63.615063,2520255,62.766315
"309",64.694557,65.430962,64.138077,65.347282,2067231,64.475433
"310",65.372383,65.665276,63.991631,64.267784,1876867,63.410328
"311",64.426781,64.518829,63.414227,64.142258,2167252,63.28648
"312",64.451881,65.238495,64.100418,64.870293,1643006,64.004814
"313",64.594139,64.764854,62.393307,63.129707,2009632,62.287437
"314",63.322178,63.891212,62.627617,63.849373,1917617,62.997505
"315",62.769875,64.158997,62.259415,64.125526,2144547,63.26997
"316",64.711296,65.338913,64.334724,64.786613,1566406,63.922245
"317",64.175735,64.443512,61.824268,62.527199,1934825,61.69297
"318",62.711296,63.246861,61.874477,62.016735,2489783,61.189316
"319",62.878662,63.573223,62.736401,63.430962,1900767,62.584675
"320",62.870293,63.071129,62.225941,62.301254,1348080,61.470039
"321",62.761505,63.079498,62.451881,62.552299,1588514,61.717735
"322",63.062763,63.451881,62.058578,62.51046,2960015,61.676453
"323",63.096233,63.246861,62.669456,62.97908,1711360,62.138817
"324",63.439331,64.899582,63.355648,64.209206,2516192,63.352543
"325",64.627617,65.096237,64.154816,64.552299,1140867,63.691051
"326",64.535568,64.811714,63.899582,64.242676,1299324,63.385559
"327",64.393303,64.51046,63.740585,64.217575,1581463,63.36079
"328",64.393303,64.435143,63.665272,63.849373,1354533,62.997505
"329",64.158997,64.375732,60.46862,61.129707,2173108,60.314121
"330",60.937237,61.176571,60.24268,60.418411,2098898,59.612324
"331",60.627617,60.849373,60,60.476986,3191965,59.67012
"332",59.95816,60.104603,57.807529,59.673641,4411701,58.877487
"333",59.95816,60.175732,58.836819,58.836819,1994097,58.051826
"334",58.853558,60.301254,58.460251,60.284519,2360962,59.480217
"335",60.251045,60.552299,59.585773,59.849373,2378050,59.05088
"336",59.322178,60.870293,59.071129,60.677822,2268110,59.868259
"337",60.24268,61.414227,60.066944,61.330544,1497813,60.512283
"338",61.414227,61.841003,61.221756,61.539749,1573098,60.718693
"339",61.539749,62.150627,61.380753,62.133892,1349394,61.304913
"340",62.142258,63.02092,61.924686,62.945606,1495184,62.105804
"341",63.171547,63.29707,62.853558,63.21339,1098922,62.370007
"342",63.280334,63.573223,62.928871,63.280334,1206233,62.436058
"343",63.389122,64.200836,63.355648,63.849373,2094955,62.997505
"344",63.615063,63.824268,63.188286,63.807529,1367200,62.956215
"345",63.73222,64.359833,63.707111,64.251045,1180063,63.393806
"346",64.200836,64.845184,63.933056,64.728035,1489926,63.864445
"347",64.719666,65.238495,64.460251,65.163177,2448914,64.29377
"348",65.389122,65.786613,64.686195,64.94561,1416434,64.079109
"349",64.94561,65.062759,63.673641,63.690376,1858225,62.840637
"350",63.380753,63.841003,62.937237,63.748955,1464951,62.898422
"351",63.364017,64.04184,63.188286,63.73222,1744103,62.939739
"352",63.615063,63.974895,62.753139,63.188286,977032,62.402584
"353",62.694561,62.937237,61.523014,61.941422,1805765,61.171227
"354",61.949791,62.485355,61.807529,62.083683,1566167,61.31171
"355",62.04184,62.057739,60.661087,60.828453,2721015,60.072086
"356",61.439331,62.150627,61.112972,61.76569,1414044,60.997669
"357",62.117153,62.594143,61.656902,62.133892,1912359,61.361294
"358",62.317993,62.535564,61.933056,62.175732,1023757,61.402615
"359",62.309624,62.728031,62.033474,62.728031,1608112,61.948048
"360",64.702927,65.414223,64.410042,65.255234,3166033,64.443832
"361",65.238495,65.606697,64.878662,65.439331,1730121,64.625626
"362",65.439331,65.732216,65.221756,65.581589,1314978,64.766121
"363",65.589958,65.832634,65.221756,65.514641,1291556,64.700012
"364",65.640167,66.083679,65.313805,65.347282,1378672,64.534721
"365",65.52301,67.322174,65.52301,67.05439,3045338,66.220619
"366",66.652718,68.209206,66.410042,67.841003,4021295,66.997444
"367",67.263596,67.48954,66.47699,67.255234,2317105,66.418953
"368",66.518829,66.602509,65.548119,66.117157,2235606,65.295036
"369",66.192467,66.284515,65.598328,65.941422,1342105,65.121475
"370",65.698746,65.941422,64.828453,65.355652,1515380,64.542999
"371",65.96653,65.983261,65.079498,65.138077,2502450,64.328133
"372",64.794975,65.146446,64.234306,64.962341,2273010,64.154587
"373",64.644348,64.644348,62.870293,62.928871,7183623,62.146381
"374",63.179916,63.610878,62.535564,62.585773,6397672,61.80756
"375",62.820084,63.73222,62.092049,63.430962,4156569,62.642231
"376",63.782429,64.94561,63.782429,64.527199,4107215,63.724846
"377",64.025108,64.259415,63.322178,64.234306,1765135,63.435589
"378",64.527199,65.087868,63.974895,64.050209,952774,63.253784
"379",64.46862,64.694557,64.100418,64.552299,1605602,63.749626
"380",64.602509,64.995819,64.309624,64.619247,1099878,63.815746
"381",64.560669,65.355652,64.535568,65.188286,2059344,64.377701
"382",65.096237,65.322174,64.133888,64.485359,1467341,63.683529
"383",64.276154,64.485359,63.76569,63.799164,1537368,63.005863
"384",64.092049,64.602509,63.707111,64.393303,1898855,63.592617
"385",64.485359,64.769875,64.259415,64.619247,1198705,63.815746
"386",64.460251,64.50209,63.782429,63.983265,1278172,63.187668
"387",64.075317,65.004181,63.933056,64.912132,1151383,64.104988
"388",65.271965,65.271965,64.652718,64.870293,1651132,64.063667
"389",64.845184,65.146446,64.326363,64.953972,1562463,64.146317
"390",64.535568,65.439331,64.401672,64.970711,2237757,64.162849
"391",64.794975,64.903763,63.698746,63.748955,1724624,62.956272
"392",64.016739,64.820084,64.016739,64.778244,2480103,63.972775
"393",64.845184,66.184097,64.644348,66.133888,2535910,65.311554
"394",66.527199,68.04184,65.899582,67.95816,3573528,67.113152
"395",67.573219,67.757324,65.907951,66.786613,2668794,65.956161
"396",66.94561,68.334724,66.539749,66.736404,3080232,65.906593
"397",67.389122,68.828453,67.071129,68.686195,3294496,67.832123
"398",68.853554,69.146446,67.682007,67.732216,2668794,66.890015
"399",67.364014,67.899582,66.928871,67.723846,1776248,66.881744
"400",67.364014,68.184097,67.364014,67.95816,1207548,67.113152
"401",67.849373,67.991631,67.623428,67.748955,1536890,66.906532
"402",67.924683,68.317993,67.782425,68.016739,995196,67.170998
"403",67.924683,68.016739,67.255234,67.598328,1067613,66.757797
"404",67.548119,67.824265,67.112968,67.146446,892068,66.311531
"405",66.97908,67.138077,66.46862,66.694557,2366459,65.865265
"406",66.619247,67.288704,66.117157,66.368202,1785928,65.542938
"407",66.259415,66.923851,66.118828,66.577408,1301475,65.749565
"408",66.426781,66.786613,65.949791,66.686195,1562821,65.857002
"409",67.079498,67.799164,66.887032,67.230125,1526374,66.394165
"410",67.430962,67.430962,67.087868,67.154816,2915083,66.319786
"411",67.439331,67.774055,67.129707,67.447701,2169403,66.609032
"412",67.49791,67.606697,67.029289,67.271965,1942353,66.435486
"413",67.271965,67.271965,66.719666,66.878662,1230492,66.047066
"414",66.995819,67.062759,66.627617,66.962341,1574532,66.129707
"415",67.129707,67.171547,66.861923,67.05439,810210,66.220619
"416",67.389122,68.443512,67.389122,68.351463,2488946,67.501549
"417",68.619247,68.94561,68.376572,68.677826,4693482,67.82386
"418",68.786613,70.46862,68.627617,70.192467,5618890,69.319672
"419",70.292885,71.230125,69.866112,70.075317,4146770,69.261787
"420",69.907951,70.677826,69.874474,70.276154,4333668,69.460274
"421",69.874474,70.125526,69.04184,69.841003,5968069,69.030174
"422",69.589958,70.928871,69.481171,70.577408,7881623,69.758041
"423",70.594139,70.878662,70.066948,70.426781,4796611,69.609154
"424",70.326363,71.112968,70.016739,70.786613,4469420,69.964806
"425",71.129707,71.355652,70.728035,70.870293,6015869,70.047516
"426",70.94561,71.230125,70.602509,71.146446,8345641,70.320465
"427",71.196655,71.648537,70.853554,71.389122,7210391,70.560326
"428",71.832634,72.585777,71.631798,72.384933,7070696,71.544571
"429",72.276154,73.338913,72.217575,72.786613,14010539,71.941597
"430",72.803345,73.405861,72.50209,72.903763,15942495,72.057373
"431",72.903763,73.52301,72.217575,73.121338,15830643,72.272423
"432",73.280334,73.45607,71.623428,71.95816,18675699,71.122765
"433",72.585777,73.439331,72.167366,73.112968,21435313,72.264153
"434",73.598328,73.924683,72.594139,72.786613,47407801,71.941597
"435",72.627617,73.079498,72.058578,72.242676,21228100,71.403976
"436",72.359833,72.719666,71.573219,71.96653,19049376,71.131035
