"","BBWI.Open","BBWI.High","BBWI.Low","BBWI.Close","BBWI.Volume","BBWI.Adjusted"
"435",24.397736,24.632175,23.920776,24.155214,7240903,21.93157
"436",24.187551,24.357315,23.912691,23.977365,4047217,21.77009
"437",24.114794,24.664511,24.114794,24.478577,4191080,22.225164
"438",24.462408,24.575586,24.22797,24.413904,2879860,22.166447
"439",24.397736,24.559418,24.058205,24.494745,3514688,22.239843
"440",24.680679,25.044462,24.413904,24.502829,5498341,22.247183
"441",24.502829,24.664511,23.815683,23.839935,5993884,21.645313
"442",23.912691,23.945028,23.403395,23.751011,5022096,21.564575
"443",23.67017,23.71059,22.829426,23.330639,6500806,21.182901
"444",23.443815,23.751011,22.942602,23.007277,6873143,20.889307
"445",22.732416,23.67017,22.716249,23.532742,5182659,21.366398
"446",23.613581,23.751011,23.249798,23.306387,3249723,21.160879
"447",23.298302,23.57316,23.01536,23.05578,5708260,20.933342
"448",24.76152,26.208569,24.236055,24.421989,17888628,22.173784
"449",24.696848,25.537592,24.179466,25.367825,8530352,23.032551
"450",25.343573,25.707357,25.141472,25.529507,5083328,23.17935
"451",25.537592,25.739693,25.2789,25.578011,4195657,23.223389
"452",25.367825,25.489086,24.923201,25.286985,4175617,22.95915
"453",25.23848,25.594179,24.753435,24.898949,5212100,22.606834
"454",25.060631,25.060631,23.92886,23.961197,5928817,21.755413
"455",24.10671,24.518997,24.017784,24.06629,7407651,21.85083
"456",23.751011,23.945028,23.330639,23.880356,4321954,21.682014
"457",23.856104,24.575586,23.807598,23.961197,4627122,21.755413
"458",23.977365,25.028294,23.880356,24.737268,5149013,22.460043
"459",24.793856,25.141472,24.292643,24.591755,5073061,22.327921
"460",24.818108,26.135813,24.745352,25.327406,6344202,22.995853
"461",25.432499,26.232821,25.359741,26.224737,5283351,23.810579
"462",26.434923,26.523848,25.658852,26.208569,5920406,23.795895
"463",26.451092,27.057398,26.184317,27.049313,7915934,24.559246
"464",27.154406,27.461601,26.58852,27.364592,4535832,24.845499
"465",27.146322,27.679871,27.016977,27.679871,5275187,25.13176
"466",27.558611,27.946646,27.251415,27.946646,4816383,25.373972
"467",27.696039,28.261925,27.146322,28.172998,7877092,25.579489
"468",29.805983,29.991917,28.561035,29.878738,11225899,27.128202
"469",29.862572,29.878738,29.054163,29.50687,8136615,26.790569
"470",30.533548,30.719482,29.652386,29.927242,9693627,27.172245
"471",29.951496,30.153597,29.417948,29.797897,4103376,27.054806
"472",30.16168,30.565886,29.458366,29.773645,8380304,27.032787
"473",29.280518,29.280518,28.39127,28.85206,6352614,26.196041
"474",28.561035,28.738884,28.100243,28.520615,5191936,25.895105
"475",28.302343,28.795473,27.607115,27.930477,9061891,25.359295
"476",25.044462,25.529507,22.902184,22.983023,26575584,20.867287
"477",22.999191,24.3654,22.716249,23.742926,13519420,22.021996
"478",23.67017,24.518997,23.637833,24.22797,3920300,22.471886
"479",24.510914,25.966047,24.470493,25.860954,9221588,23.986506
"480",25.586096,26.992723,25.545675,26.831043,7484345,24.886282
"481",26.94422,27.324171,26.265158,27.308002,6607436,25.328669
"482",27.356508,27.485853,26.661278,27.154406,4615494,25.186209
"483",27.138239,27.194826,26.701698,26.766371,4978307,24.826294
"484",27.405012,27.99515,27.049313,27.77688,5374394,25.763565
"485",27.784964,28.205336,26.321747,26.693613,6505383,24.758814
"486",27.08165,27.793049,26.604689,27.000809,8062024,25.043743
"487",26.831043,27.510105,25.699272,25.723524,4718784,23.859037
"488",25.804365,26.143896,25.036379,25.885206,4419925,24.009001
"489",26.240906,26.467258,25.545675,25.610348,3896303,23.754063
"490",25.844786,26.208569,25.440582,25.440582,5021107,23.596603
"491",25.497171,25.77203,24.971706,25.230396,4396917,23.401653
"492",24.842361,25.432499,24.664511,24.923201,5581715,23.116722
"493",24.7211,24.834276,23.548908,23.856104,5951331,22.12697
"494",24.06629,24.074373,23.419563,23.4519,6742887,21.752064
"495",23.953112,23.953112,21.980598,22.012936,7150602,20.417398
"496",21.883589,21.948261,20.460793,20.776072,10557795,19.270187
"497",20.792238,21.560226,19.991917,20.137428,12310995,18.677832
"498",19.822149,20.363783,19.167339,19.878738,3162019,18.437891
"499",19.951496,21.21261,19.676638,21.14794,6120552,19.615099
"500",20.873079,21.099434,20.016169,21.091351,6389600,19.562611
"501",21.083265,21.398544,20.444624,20.582052,5122541,19.090229
"502",20.711399,21.010509,20.404203,20.75182,6597292,19.247692
"503",20.282944,21.624899,20.194017,21.269199,6681903,19.727571
"504",21.14794,21.875505,20.937754,21.390461,6329605,19.840042
"505",21.665319,22.837509,21.665319,22.40097,7223090,20.777306
"506",22.344381,24.001617,22.06144,23.338722,6760329,21.647089
"507",23.508488,23.524656,21.988682,22.797091,6594076,21.144714
"508",22.983023,23.637833,22.756668,22.821342,6200339,21.16721
"509",21.059013,21.883589,19.935328,21.818916,12002240,20.237444
"510",21.924009,22.425222,21.382378,21.390461,5425729,19.840042
"511",21.236862,22.045271,21.236862,21.374292,5634164,19.825045
"512",21.341955,21.729992,21.236862,21.503637,4066143,19.945019
"513",21.471302,21.899757,21.30962,21.584478,4322697,20.019997
"514",21.544058,22.029102,21.544058,21.827002,3655830,20.244942
"515",21.932095,22.392885,21.818916,22.093775,4880336,20.492378
"516",21.972513,21.980598,21.455133,21.624899,5500568,20.057489
"517",21.713823,21.972513,21.479385,21.96443,4222376,20.372408
"518",22.101858,22.481812,21.915926,22.441389,3885170,20.814798
"519",22.546482,22.894098,22.198868,22.352467,5612269,20.732321
"520",22.247374,22.886015,22.101858,22.700081,5351633,21.054737
"521",22.651575,22.764753,22.279709,22.409054,2489215,20.784807
"522",22.562653,22.643492,22.012936,22.239288,2717689,20.627344
"523",22.255457,22.675829,22.069523,22.506063,3695661,20.874784
"524",22.611156,22.853678,21.729992,21.948261,3712361,20.357412
"525",21.915926,21.980598,21.438965,21.859337,4005777,20.274933
"526",21.972513,22.118027,21.438965,21.875505,4440088,20.28993
"527",21.956347,22.109943,21.560226,21.932095,4844587,20.342419
"528",21.624899,21.851254,21.293451,21.762327,5141467,20.184954
"529",21.584478,21.657234,21.164106,21.35004,3729926,19.802549
"530",21.35004,21.988682,21.21261,21.924009,3586187,20.334919
"531",22.021019,22.594988,21.843168,22.101858,2809846,20.499876
"532",22.190784,22.336296,21.681486,22.174616,3298955,20.56736
"533",21.96443,22.392885,21.544058,22.045271,3371567,20.447388
"534",22.206951,22.417137,22.029102,22.101858,3628121,20.499876
"535",22.06144,22.247374,21.600647,22.231205,4111788,20.619848
"536",22.182699,22.489895,22.109943,22.215036,3696156,20.604851
"537",22.029102,22.053354,21.479385,21.632982,3796477,20.286453
"538",21.681486,21.875505,21.30962,21.875505,4802653,20.51388
"539",21.86742,22.611156,21.86742,22.368633,5725455,20.976315
"540",22.295877,22.465643,21.996765,22.215036,3756027,20.832277
"541",22.239288,22.352467,22.029102,22.150364,7243254,20.771627
"542",20.856913,21.40663,20.024252,21.131769,18646909,19.816437
"543",22.473726,23.249798,22.134195,22.231205,14260507,20.847441
"544",22.312044,22.441389,21.471302,21.673403,7649608,20.324356
"545",22.449474,22.910267,21.544058,21.770412,7107060,20.415329
"546",21.835085,22.344381,21.390461,21.471302,4678581,20.134838
"547",21.301537,21.560226,20.962006,21.253033,7406043,19.930153
"548",21.010509,21.059013,20.65481,20.929668,4883923,19.626915
"549",20.970089,21.293451,20.776072,21.21261,4698002,19.892246
"550",21.180275,21.374292,20.9135,21.236862,3844720,19.914988
"551",21.285368,22.037188,21.172192,21.891672,4963463,20.529041
"552",21.827002,21.827002,21.067099,21.204527,5649998,19.884668
"553",21.30962,21.624899,21.018593,21.487471,10269450,20.149998
"554",21.600647,22.247374,21.487471,22.190784,4142837,20.809536
"555",22.247374,23.01536,22.134195,22.780922,6179681,21.362942
"556",22.594988,22.716249,22.158447,22.271626,5243643,20.885344
"557",22.295877,22.708164,22.134195,22.546482,4646296,21.143093
"558",22.473726,22.514147,21.479385,21.560226,4768017,20.218225
"559",21.527889,22.134195,21.398544,22.126112,6716539,20.748888
"560",22.497978,22.813257,22.22312,22.578819,5993512,21.173414
"561",22.627323,23.201294,22.546482,23.007277,7470738,21.575203
"562",23.209377,23.459984,22.52223,22.586905,4552655,21.180998
"563",22.797091,22.797091,22.190784,22.295877,6077752,20.908085
"564",22.489895,22.489895,21.875505,21.996765,6170651,20.627592
"565",22.037188,22.247374,21.786579,21.843168,6484354,20.483555
"566",22.037188,22.344381,21.721909,21.810833,4657924,20.453236
"567",21.851254,22.683912,21.835085,22.409054,6159765,21.014219
"568",22.45756,22.594988,22.101858,22.198868,3966441,20.817116
"569",22.109943,22.441389,22.109943,22.215036,3738956,20.832277
"570",22.166533,22.271626,21.786579,21.827002,3828639,20.468395
"571",21.915926,22.22312,21.673403,21.988682,3386906,20.62001
"572",22.077606,22.255457,21.479385,21.487471,4189101,20.149998
"573",21.584478,21.721909,20.670979,20.881165,6633165,19.581434
"574",20.832661,21.091351,20.379951,20.39612,5050547,19.126575
"575",20.460793,20.767986,20.274858,20.75182,5049929,19.460138
"576",20.848827,21.220695,20.719482,20.75182,4815641,19.460138
"577",20.735651,21.010509,20.582052,20.759903,4048701,19.467718
"578",20.832661,21.010509,19.991917,20.09701,5554501,18.846087
"579",20.39612,20.703314,20.266773,20.460793,9581802,19.187225
"580",20.5578,21.220695,20.388037,21.123686,6766019,19.808857
"581",21.067099,21.204527,20.711399,20.937754,3699249,19.634499
"582",20.921583,21.30962,20.75182,21.156023,3288812,19.839182
"583",21.156023,21.374292,20.832661,20.864996,3637770,19.566269
"584",20.897331,20.905416,20.412289,20.727568,4704806,19.437393
"585",20.75182,20.824575,20.137428,20.145514,4071709,18.891569
"586",20.202103,20.614389,20.008083,20.590137,4886645,19.308519
"587",20.824575,21.188358,20.646727,20.95392,3996871,19.64966
"588",20.622475,20.816492,20.315279,20.727568,3451354,19.437393
"589",20.533548,20.582052,19.563459,19.676638,6320080,18.451881
"590",19.595797,20.072758,19.474535,19.708973,5335428,18.482201
"591",19.482618,19.636217,19.143087,19.60388,3775324,18.38365
"592",19.482618,19.563459,18.714632,19.353273,5834929,18.148642
"593",18.78739,18.795473,17.906225,18.13258,7605695,17.003929
"594",18.181084,18.423605,17.809216,18.19725,5864122,17.064575
"595",17.99515,18.270008,17.63945,18.156832,5060072,17.026672
"596",18.213421,18.520615,18.027487,18.067905,5737206,16.943283
"597",17.817301,18.358932,17.704123,18.140663,4523709,17.011513
"598",17.970898,18.067905,17.54244,18.03557,4928084,16.912958
"599",18.043653,18.39127,17.857719,18.334681,4268763,17.193451
"600",18.124495,18.19725,17.356508,17.38076,10813854,16.298906
"601",18.609539,20.274858,17.881973,19.611963,27014843,18.391232
"602",19.814066,20.266773,19.523041,20.080841,7721107,18.830921
"603",20.16168,20.226355,19.628134,19.692804,5048939,18.467039
"604",19.60388,19.60388,18.075991,18.302343,10641911,17.163128
"605",18.221504,18.746967,18.140663,18.504446,6006625,17.585676
"606",18.148746,18.253839,17.801132,18.156832,6321689,17.255322
"607",18.019402,18.561035,18.019402,18.415522,6216667,17.501165
"608",18.674212,19.450283,18.674212,19.426031,5418926,18.4615
"609",19.757479,20.09701,18.965239,19.151173,7106689,18.200293
"610",19.021828,19.102669,18.221504,18.358932,7306464,17.447388
"611",18.528698,18.633791,18.302343,18.350849,4949608,17.439707
"612",18.455942,18.464025,17.34034,17.63945,9092569,16.76363
"613",17.77688,18.229588,17.744543,17.930477,6797810,17.040205
"614",17.930477,18.003235,17.590946,17.655619,3413378,16.778996
"615",17.485853,18.116411,17.396929,17.954729,4820094,17.063251
"616",17.978981,18.310429,17.679871,18.19725,6773812,17.293734
"617",18.189167,18.698463,18.124495,18.213421,5385774,17.309101
"618",18.29426,18.94907,18.253839,18.480194,6374880,17.562628
"619",18.561035,18.940987,18.245756,18.819725,6362015,17.8853
"620",19.04608,19.417948,18.900566,19.337107,6557461,18.376993
"621",19.329021,20.016169,19.232014,19.878738,8016626,18.891733
"622",19.870655,20.169765,19.611963,19.781731,5357694,18.799543
"623",19.749393,19.967665,19.272432,19.369442,5675727,18.407724
"624",19.434114,20.088924,19.312855,20.048504,5996976,19.05307
"625",20.16168,21.438965,20.016169,21.277285,11518944,20.220839
"626",21.228779,21.592564,21.034761,21.099434,8990145,20.051819
"627",21.455133,22.053354,21.196444,21.511723,7057332,20.443638
"628",21.455133,21.665319,21.099434,21.172192,4666706,20.120966
"629",21.333872,22.077606,21.253033,22.06144,2662148,20.966061
"630",21.988682,22.538399,21.915926,22.465643,5339882,21.350195
"631",22.409054,22.651575,22.077606,22.271626,5378971,21.165812
"632",22.109943,22.239288,21.261116,21.341955,6885266,20.282299
"633",21.503637,21.576395,20.719482,20.840744,6935117,19.805971
"634",21.204527,21.325788,20.16168,20.590137,8989032,19.567808
"635",20.525465,21.430882,20.476959,21.422796,5289165,20.359125
"636",21.188358,21.786579,21.018593,21.584478,6063156,20.512781
"637",21.503637,21.746161,21.341955,21.35004,4191080,20.289982
"638",21.358124,21.438965,20.95392,21.333872,7601118,20.274616
"639",21.269199,21.40663,20.970089,21.317703,4266166,20.259253
"640",21.455133,21.471302,20.808407,20.889248,4817373,19.85207
"641",20.9135,21.091351,20.145514,20.291027,3881953,19.28355
"642",20.339531,20.533548,19.919159,20.428455,5179938,19.414156
"643",20.39612,21.026676,20.388037,20.897331,3664613,19.859753
"644",20.784155,21.188358,20.767986,21.188358,2879118,20.136328
"645",21.115602,21.511723,20.864996,21.341955,2988097,20.282299
"646",21.341955,21.527889,20.824575,21.14794,4807353,20.097916
"647",21.042847,21.042847,20.307196,20.816492,3636162,19.782927
"648",20.743734,21.172192,20.662893,20.978172,5807715,19.936579
"649",21.018593,21.196444,19.498787,19.652386,6147519,18.67662
"650",20.016169,20.016169,19.482618,19.531124,5055372,18.561377
"651",19.264349,19.320938,18.78739,19.215845,6007367,18.261753
"652",19.329021,19.393694,18.85206,19.288601,4793375,18.330894
"653",19.062246,19.474535,18.916735,19.199677,5120067,18.246387
"654",19.312855,19.353273,18.835894,19.143087,4541274,18.192608
"655",19.102669,19.118835,18.334681,18.447859,3916589,17.531898
"656",18.261925,18.310429,17.768795,17.825384,4791148,16.940331
"657",17.825384,19.062246,17.566694,18.326597,6776657,17.416655
"658",17.671787,17.671787,16.645109,16.855295,8025409,16.018406
"659",16.863379,16.94422,15.723525,15.917542,8912214,15.127215
"660",16.087309,16.734034,16.014551,16.459175,6108925,15.641955
"661",16.677444,16.855295,16.32983,16.354082,6776781,15.54208
"662",16.257074,16.345999,16.03072,16.103476,6283218,15.303917
"663",16.32983,16.540016,16.111561,16.434923,9826481,15.618908
"664",14.721099,15.715441,14.236055,15.626516,26406734,15.073066
"665",14.995958,15.141471,14.14713,14.171382,15585829,13.669468
"666",14.211803,14.284559,13.565077,13.678254,13133353,13.193805
"667",13.734842,13.751011,12.974939,13.05578,13217964,12.593377
"668",12.999192,13.532741,12.934519,13.476152,9336381,12.99886
"669",13.597413,13.831851,13.379143,13.427648,8297672,12.952075
"670",13.565077,13.799515,13.338723,13.346807,5712466,12.874097
"671",13.443816,13.443816,12.789006,12.821342,9015998,12.367243
"672",12.869846,13.217462,12.845594,13.031528,7470367,12.569984
"673",13.185125,13.718674,13.177041,13.597413,8377706,13.115828
"674",13.662086,13.799515,13.435732,13.508488,5213337,13.030051
"675",13.4519,14.551334,13.4519,14.446241,9477399,13.934593
"676",14.438157,15.125303,14.438157,14.995958,9630664,14.46484
"677",15.076799,15.254648,14.3654,15.076799,7693027,14.542816
"678",14.995958,15.497171,14.607922,15.367825,10128927,14.823535
"679",15.594179,15.901374,15.092967,15.254648,8921863,14.714367
"680",15.02021,15.820534,14.987874,15.715441,7803367,15.15884
"681",15.578011,15.755861,15.23848,15.650768,9320300,15.096458
"682",15.561843,15.755861,15.060631,15.327405,5931910,14.784547
"683",15.529507,15.683104,15.181892,15.23848,4516658,14.698771
"684",15.254648,15.755861,15.181892,15.254648,6981875,14.714367
"685",15.068715,15.262732,14.890865,14.971706,5613011,14.441446
"686",15.109135,15.149555,14.632175,14.898949,4141600,14.371266
"687",14.963622,15.311237,14.898949,14.97979,4882686,14.449243
"688",14.931285,15.367825,14.76152,15.359741,7243254,14.815739
"689",15.343573,15.723525,15.206144,15.311237,4802281,14.768951
"690",15.392078,15.885206,15.392078,15.836702,4696394,15.275807
"691",15.925627,16.192402,15.408246,15.432498,5711971,14.885919
"692",15.181892,15.181892,14.470493,14.672595,6085422,14.152929
"693",14.575586,15.004042,14.195635,15.004042,7777761,14.472636
"694",14.947454,14.971706,14.640259,14.923201,5539286,14.394658
"695",14.955538,15.181892,14.850445,14.931285,4613886,14.402457
"696",14.648343,14.777688,14.292643,14.308812,5170289,13.802031
"697",14.438157,14.438157,13.864188,13.88844,6532721,13.396547
"698",13.953112,14.066289,13.395311,13.613581,8739776,13.131423
"699",13.815683,14.535166,13.815683,14.14713,7332070,13.646075
"700",14.130962,14.244139,13.742926,14.130962,6482004,13.63048
"701",14.300728,14.745352,14.122878,14.462409,6551276,13.950187
"702",14.421989,14.745352,14.341148,14.397736,4506020,13.887805
"703",14.462409,14.696847,14.389652,14.632175,6149869,14.113942
"704",13.734842,14.066289,13.185125,13.185125,19703307,12.718142
"705",13.05578,13.751011,13.01536,13.419563,9255481,12.944276
"706",13.500404,14.357316,13.459984,14.333064,6862134,13.825423
"707",14.357316,14.462409,13.985449,14.252223,4554758,13.747446
"708",14.260307,14.341148,13.783347,14.179466,4539419,13.677266
"709",14.10671,14.640259,14.025869,14.357316,4420791,13.848817
"710",14.454325,14.640259,14.405821,14.510914,4967421,13.996974
"711",14.430073,14.486661,14.155214,14.349232,3181440,13.841018
"712",14.284559,14.3654,13.556993,13.629749,5240427,13.147018
"713",13.581245,13.783347,13.265966,13.775263,6351005,13.287378
"714",13.904608,14.276475,13.831851,14.179466,4977935,13.677266
"715",14.284559,14.454325,14.066289,14.163298,4968039,13.66167
"716",14.341148,14.696847,14.268391,14.357316,7098030,13.848817
"717",14.373484,14.54325,14.017785,14.510914,5848783,13.996974
"718",14.672595,14.793856,14.438157,14.616006,7065373,14.098344
"719",14.486661,14.486661,14.009701,14.349232,6457511,13.841018
"720",14.017785,14.300728,13.920776,14.155214,5790521,13.653873
"721",14.276475,14.510914,14.017785,14.171382,6526041,13.669468
"722",13.904608,13.985449,13.718674,13.896524,5986214,13.404345
"723",13.815683,14.292643,13.815683,14.211803,6397764,13.708458
"724",14.381568,14.713015,14.341148,14.607922,7333802,14.090547
"725",14.559418,14.672595,14.349232,14.446241,7081207,13.934593
"726",14.155214,14.292643,13.662086,13.88844,9425816,13.396547
"727",13.807599,13.823767,12.772838,12.845594,24482209,12.390635
"728",13.144705,14.567502,12.789006,13.880356,34248695,13.64639
"729",14.001617,14.810024,13.678254,14.559418,22182997,14.314005
"730",14.672595,15.561843,14.381568,15.497171,15583479,15.235952
"731",15.383994,15.731609,15.084883,15.424414,23308544,15.164421
"732",15.383994,15.642684,15.23848,15.586095,5797201,15.323377
"733",15.586095,15.683104,15.375909,15.472918,5696385,15.212107
"734",15.561843,15.594179,14.664511,14.680679,14063082,14.433224
"735",14.373484,14.446241,13.985449,14.009701,9147739,13.773555
"736",14.14713,15.173808,14.033953,15.117219,15397186,14.862405
"737",15.181892,15.230396,14.486661,14.607922,11916392,14.361691
"738",14.793856,14.971706,14.341148,14.405821,9167778,14.162997
"739",14.349232,14.648343,14.042037,14.058205,8918523,13.821241
"740",13.985449,14.454325,13.734842,14.413905,13139414,14.170945
"741",14.292643,14.333064,13.807599,13.985449,9775764,13.749711
"742",14.001617,14.97979,13.872272,14.939369,11243464,14.687552
"743",14.915117,15.004042,14.300728,14.308812,9681257,14.067624
"744",14.502829,14.656427,14.244139,14.454325,11696701,14.210683
"745",14.478577,14.656427,14.236055,14.478577,7639588,14.234527
"746",14.486661,15.076799,14.486661,14.955538,8216773,14.703448
"747",15.004042,15.060631,14.680679,14.874697,6140592,14.62397
"748",14.963622,15.311237,14.737268,14.939369,16871567,14.687552
"749",15.068715,15.076799,14.640259,14.769604,6239799,14.520648
"750",14.826192,14.882781,14.656427,14.729184,2367000,14.48091
"751",14.777688,14.955538,14.664511,14.866613,4562056,14.616023
"752",14.882781,14.995958,14.591754,14.721099,5012448,14.472961
"753",14.713015,14.842361,14.470493,14.607922,4902355,14.361691
"754",14.527082,14.664511,14.236055,14.648343,6433761,14.401431
"755",14.753436,14.76152,13.961196,14.139046,9148976,13.90072
"756",14.567502,15.432498,14.454325,15.246564,19998579,14.98957
"757",15.117219,15.133387,14.567502,14.680679,11018083,14.433224
"758",14.656427,14.995958,14.462409,14.567502,7084052,14.321954
"759",14.713015,14.963622,14.470493,14.672595,6677202,14.425275
"760",14.80194,15.594179,14.640259,15.327405,20544962,15.069047
"761",15.464834,15.917542,15.270816,15.691188,14584849,15.426699
"762",15.602264,16.354082,15.586095,16.321747,9265625,16.046629
"763",16.402588,16.459175,16.046888,16.192402,5953186,15.919464
"764",16.135813,16.32983,15.949879,15.998383,4679447,15.728716
"765",16.160065,16.418755,16.151981,16.394503,5049929,16.11816
"766",16.362167,16.394503,16.119644,16.297495,6205039,16.022785
"767",16.42684,16.628941,16.111561,16.402588,5909768,16.126106
"768",16.572351,16.572351,16.127728,16.151981,5127984,15.879725
"769",16.798706,17.170574,16.451092,16.976557,12768190,16.690401
"770",17.049313,17.049313,16.564268,16.766371,8495592,16.483759
"771",16.362167,16.5481,16.200485,16.313662,8784556,16.038681
"772",16.523848,16.790623,16.345999,16.620857,5121675,16.340696
"773",18.59337,19.102669,18.059822,18.771221,39765344,18.454815
"774",18.520615,18.965239,18.367018,18.924818,11242475,18.605824
"775",18.698463,18.763138,18.399353,18.722715,12906116,18.407127
"776",18.496363,18.69038,18.116411,18.140663,10898836,17.834885
"777",18.19725,19.474535,17.881973,19.240097,19976560,18.915789
"778",19.385611,19.967665,19.110752,19.862572,12317304,19.527771
"779",19.919159,20.09701,19.353273,19.385611,9238782,19.058847
"780",19.272432,19.329021,18.876314,19.062246,6440688,18.740934
"781",20.29911,20.420372,18.892483,19.514956,12864676,19.186012
"782",19.6443,20.177851,19.571545,19.878738,10774517,19.543663
"783",20.072758,20.16168,19.814066,19.983831,6482004,19.646986
"784",19.725142,19.90299,19.272432,19.628134,8529981,19.297283
"785",19.773645,19.927242,19.523041,19.676638,4569478,19.344969
"786",19.60388,19.749393,19.215845,19.474535,7415939,19.146275
"787",19.595797,19.886824,19.490704,19.886824,4842237,19.551613
"788",18.156832,20.177851,17.631367,18.932901,42833970,18.843571
"789",19.377525,19.749393,19.04608,19.458366,15570738,19.366554
"790",18.779305,19.159256,18.286177,19.118835,12131630,19.028627
"791",19.070332,19.215845,18.666128,18.997576,14663522,18.907938
"792",19.078417,19.175425,18.383184,18.415522,20347166,18.32863
"793",17.033146,18.884398,16.661278,18.633791,21267494,18.54587
"794",18.164915,18.544867,17.243332,17.510105,15354139,17.427486
"795",17.655619,18.059822,17.097816,17.987064,11830050,17.902195
"796",18.043653,18.682297,17.704123,17.849636,9885486,17.765415
"797",17.99515,19.797897,17.849636,19.684721,13043423,19.591843
"798",19.029911,19.822149,18.59337,18.843977,12536253,18.755064
"799",18.003235,18.358932,17.574778,17.987064,11385348,17.902195
"800",16.895716,17.671787,16.16815,16.653193,9746818,16.574617
"801",17.421181,17.54244,16.281326,16.790623,8847890,16.711399
"802",16.378336,16.742119,15.747777,15.860954,16491684,15.786117
"803",14.664511,14.664511,12.764753,12.805174,12082274,12.744755
"804",13.435732,13.678254,12.449475,13.031528,12203376,12.970041
"805",11.584479,11.584479,8.116411,9.417947,19214074,9.373509
"806",9.531124,9.555376,6.467259,8.189167,30079511,8.150527
"807",7.631366,8.237672,6.523848,7.914309,14977472,7.876966
"808",7.671787,9.062247,6.879547,8.682296,14486507,8.64133
"809",8.755053,9.078416,7.63945,7.906225,15376900,7.868921
"810",7.833468,7.881973,6.887631,7.413096,9589966,7.378119
"811",7.8173,10.670978,7.77688,10.307195,18248348,10.258562
"812",10.65481,12.271625,10.105093,11.261116,16502446,11.207982
"813",11.600647,11.899757,10.485044,10.622474,11642397,10.572353
"814",9.967664,10.687146,9.296686,10.17785,11898208,10.129827
"815",9.951496,10.169766,8.900566,9.531124,14855628,9.486153
"816",9.450283,10.064673,9.256265,9.34519,9888454,9.301096
"817",8.561035,8.900566,7.801132,8.270008,12528212,8.230988
"818",8.124495,8.270008,7.534357,8.205335,19147770,8.166619
"819",8.197251,9.30477,8.172999,9.16734,14676510,9.124085
"820",9.797898,10.582053,9.337106,10.145513,17016048,10.097643
"821",11.156023,11.956346,10.501213,10.703314,11140051,10.652812
"822",10.848828,12.190784,10.792239,11.78658,11236166,11.730967
"823",12.651576,13.71059,11.875505,12.069523,15250355,12.012575
"824",12.069523,12.085691,10.897332,11.083266,8348389,11.030972
"825",11.544058,12.166532,11.075182,11.374293,8176199,11.320625
"826",10.493129,10.638642,9.846403,10.202102,8607293,10.153965
"827",10.307195,10.388036,9.733226,9.894907,4851761,9.84822
"828",10.517381,11.2692,10.43654,11.139854,8784184,11.087293
"829",10.61439,10.9135,10.048504,10.137429,6763421,10.089597
"830",9.579628,10.250606,9.547292,9.749394,5849897,9.703393
"831",9.951496,10.024252,7.113985,8.237672,61636370,8.198804
"832",8.132579,9.135004,8.092158,8.593371,25058651,8.552825
"833",8.69038,8.86823,8.124495,8.334681,10808411,8.295354
"834",8.488278,9.369442,8.181083,9.296686,10826843,9.252821
"835",9.82215,10.444624,9.466451,10.169766,13251734,10.121782
"836",10.679062,11.018593,10.21827,10.331447,11001878,10.2827
"837",10.056589,10.21827,9.401778,9.611964,21342456,9.566612
"838",9.320938,9.74131,9.135004,9.700889,8300641,9.655116
"839",9.34519,9.854487,9.094584,9.733226,8850117,9.687302
"840",9.854487,10.137429,9.312854,9.393694,16383199,9.349371
"841",9.490703,9.700889,8.7308,8.884398,10635479,8.842479
"842",9.005659,9.482619,8.940986,9.037995,6901842,8.995351
"843",9.240097,10.137429,9.223929,9.878739,12661685,9.832129
"844",9.700889,9.765562,9.0865,9.320938,9273294,9.276959
"845",9.458367,9.717057,9.070331,9.0865,7201319,9.043627
"846",9.070331,9.070331,8.286176,8.569119,14047125,8.528687
"847",8.278092,9.151172,8.108327,8.47211,12156246,8.432136
"848",8.286176,9.054163,8.132579,8.779305,11006950,8.737882
"849",9.38561,10.428456,9.329022,10.323363,19271842,10.274654
"850",10.137429,10.598222,9.830234,10.113177,11640789,10.065459
"851",10.21827,10.404204,9.30477,9.878739,17303898,9.832129
"852",10.719483,11.988682,10.517381,11.681487,35488540,11.626369
"853",11.721908,12.271625,11.48747,12.190784,14969927,12.133265
"854",12.772838,13.726758,12.675829,13.484236,16750712,13.420612
"855",13.961196,14.252223,12.991108,13.904608,12933701,13.839002
"856",13.936944,14.001617,13.063864,13.160873,13563334,13.098776
"857",12.732417,13.443816,12.538399,13.088116,9754982,13.026361
"858",13.136621,13.864188,12.910267,13.371059,9432991,13.30797
"859",13.613581,13.662086,12.991108,13.581245,9536652,13.517164
"860",13.945028,15.109135,13.945028,14.80194,11326219,14.732099
"861",14.494745,14.793856,14.122878,14.430073,18248348,14.361986
"862",15.472918,16.07114,14.971706,15.101051,13509153,15.029799
"863",15.828618,15.957963,15.214228,15.610348,11704247,15.536693
"864",15.117219,15.246564,14.446241,14.591754,9978261,14.522904
"865",14.486661,14.76152,13.977365,14.114794,8616200,14.048195
"866",12.732417,13.298302,12.158448,12.514147,10197704,12.455101
"867",13.330639,13.637833,12.158448,12.651576,9010308,12.591881
"868",11.915926,12.805174,11.649151,12.546483,7845301,12.487284
"869",13.395311,13.734842,12.748585,13.047696,8884134,12.986133
