"","PXD.Open","PXD.High","PXD.Low","PXD.Close","PXD.Volume","PXD.Adjusted"
"440",175.110001,178.889999,174.289993,178.220001,1350300,168.820526
"441",178.970001,179.550003,177.440002,178.190002,1225000,168.79213
"442",178.479996,183.720001,177.759995,183.570007,1799000,173.888382
"443",182.940002,183.960007,179.699997,181.179993,1285600,171.624435
"444",181.25,183.399994,180.610001,183.380005,1078200,173.708374
"445",181.940002,182.929993,179.970001,181.839996,1143300,172.249588
"446",182.380005,189.779999,181.660004,187.919998,2097000,178.008942
"447",186.779999,187.600006,179.130005,179.300003,1848800,169.843567
"448",178.5,178.690002,170.210007,171.660004,1972800,162.606522
"449",175,175.880005,169.839996,173.539993,1318100,164.387375
"450",173.949997,175.639999,172.679993,173.289993,1145000,164.150543
"451",174.130005,174.529999,171.869995,173.559998,1374100,164.406311
"452",172.669998,172.979996,168.100006,170.179993,1274600,161.204559
"453",167.619995,169.089996,165.679993,167.899994,1362600,159.044815
"454",168.910004,171.199997,166.429993,166.779999,928100,157.983917
"455",166.330002,166.899994,162.029999,163.020004,1462600,154.42218
"456",159.139999,160.460007,155.839996,158.979996,1869900,150.595276
"457",160.229996,161.309998,149.690002,149.979996,2424600,142.069916
"458",152.279999,155.089996,150.990005,153.610001,1754800,145.508484
"459",151,152.880005,148.259995,149.660004,2349000,141.7668
"460",150.220001,150.360001,140.539993,143.080002,2195600,135.533844
"461",142.270004,146.179993,141.860001,145.779999,1673300,138.091446
"462",147.770004,150.630005,145.729996,147.270004,2253000,139.502853
"463",147.429993,151.889999,146.740005,149.580002,1488700,141.691025
"464",150.869995,152.449997,145.850006,146.899994,1389800,139.152359
"465",149.059998,150.139999,145.410004,148.279999,1398600,140.459595
"466",148.979996,150.440002,144.589996,148.520004,2995400,140.686935
"467",155.949997,162.309998,154.470001,161.710007,3645700,153.18129
"468",161.059998,162.199997,156.350006,156.509995,2094600,148.255524
"469",153.610001,160.600006,152.470001,159.820007,1701000,151.390976
"470",161.610001,161.899994,154.080002,154.320007,1618200,146.181015
"471",154.320007,156.210007,149,150.300003,1680500,142.373047
"472",153.929993,155.619995,149.020004,150.679993,1812700,142.733017
"473",150.360001,155.160004,149.809998,154.860001,1539100,146.692551
"474",155.669998,157.860001,154.619995,156.490005,1064200,148.236572
"475",154.800003,157.710007,153.009995,157.179993,1065100,148.890228
"476",153.880005,154.350006,149.690002,151.139999,1582000,143.168747
"477",151.770004,156,151.580002,153.960007,1292300,145.840027
"478",148.5,148.940002,145.5,147.169998,874600,139.408157
"479",149.259995,152.960007,149.259995,150.240005,1152100,142.316238
"480",149.779999,151.949997,145.960007,147.119995,1633000,139.360779
"481",147.130005,148.449997,145.220001,147.899994,1263000,140.099625
"482",148.320007,151.300003,148.259995,149.169998,1418200,141.302658
"483",147.570007,150,145.770004,147.75,2084800,139.957535
"484",152.229996,154.830002,151.509995,153.380005,1543600,145.290619
"485",153.389999,154.169998,145.009995,145.679993,1661200,137.996689
"486",141.279999,142.619995,135.240005,142.619995,2534000,135.098099
"487",146.160004,150.75,142.240005,143,2265600,135.458099
"488",141.320007,143.550003,137.580002,140.559998,1687900,133.146744
"489",143.320007,144.059998,138.300003,138.669998,2012800,131.356415
"490",141.630005,144.190002,140.130005,140.360001,1685100,132.957291
"491",139.839996,140.550003,136.550003,138.600006,2222100,131.290146
"492",139.25,141.059998,136.389999,137.139999,2291300,129.90712
"493",135.639999,138.020004,132.600006,133.429993,1945700,126.392792
"494",133.899994,135.220001,130.830002,132.070007,2433800,125.104515
"495",132.729996,137.729996,131.779999,132.570007,2512700,125.578148
"496",130.25,134.550003,127.949997,128.619995,2341500,121.836479
"497",127.849998,129.300003,124.470001,125.080002,3277000,118.483185
"498",123.650002,124.529999,120.449997,120.510002,1164000,114.15419
"499",122.089996,130.080002,119.080002,130.029999,1983700,123.172104
"500",127.290001,130.110001,124.459999,130.080002,1786400,123.219482
"501",130.960007,131.610001,127.029999,130.509995,2700600,123.626778
"502",130.970001,133.270004,129.919998,131.520004,1493100,124.583527
"503",128.779999,136.729996,128.679993,134.300003,2248400,127.216919
"504",134.970001,135.729996,132.300003,134.729996,2578500,127.624245
"505",137.880005,139.889999,135.5,139.289993,2836200,131.943756
"506",139.529999,143.869995,138.539993,142.320007,2262900,134.81395
"507",144.429993,145.449997,141.5,142.199997,1638700,134.700241
"508",144.009995,146.690002,142.910004,145.809998,1795000,138.119873
"509",144.130005,145.789993,142.809998,145.240005,1858900,137.579941
"510",143.869995,143.979996,141.210007,142.240005,1465900,134.738159
"511",140.880005,144.25,140.009995,142.889999,1050100,135.353851
"512",144.240005,145.490005,142.550003,143.029999,1051700,135.486465
"513",143.190002,144.669998,141.600006,143.539993,1674200,135.969559
"514",142.199997,144.020004,140.619995,143.270004,1168600,135.713821
"515",145.100006,145.169998,143.330002,144.899994,1530200,137.257858
"516",143.100006,143.160004,139.800003,139.979996,1849600,132.597351
"517",140.199997,140.880005,136.660004,137.419998,1747900,130.172348
"518",137.050003,139.479996,136.710007,138.309998,1413600,131.015396
"519",139.589996,141.940002,139.369995,140.229996,1199600,132.834152
"520",138.419998,140.529999,137.410004,139.710007,1487800,132.341583
"521",141.220001,141.509995,139.789993,140.199997,1059900,132.805725
"522",140.850006,141.970001,137.880005,141.509995,1735200,134.046646
"523",141.630005,142.880005,139.929993,142.320007,1950200,134.81395
"524",142.990005,144.470001,141.990005,143.009995,1309400,135.467514
"525",141.720001,144.580002,140.979996,144.570007,994300,136.945267
"526",143.770004,144.470001,142.559998,143.589996,1562400,136.016937
"527",142.309998,143.820007,141.690002,141.789993,1260100,134.311859
"528",140.710007,141.009995,135.169998,136.789993,1837400,129.575577
"529",136.339996,136.729996,132,135.710007,1581000,128.552551
"530",134.440002,137.800003,134.220001,137.649994,1123800,130.390228
"531",139.679993,141.770004,139.100006,141.389999,2102700,133.932983
"532",141.610001,145.949997,141.550003,145.949997,2777800,138.252472
"533",138.490005,144.669998,138.490005,143.080002,4731500,135.533844
"534",145.270004,146.960007,144.479996,145.350006,2466500,137.684143
"535",143.970001,146.089996,143.25,145.559998,2023700,137.883026
"536",145.309998,145.830002,141.119995,141.279999,2266600,133.828781
"537",140.630005,141.119995,134.929993,136.149994,2341800,128.96933
"538",138.380005,142.169998,138.339996,142.130005,2650700,134.633957
"539",141.190002,143.039993,140.479996,142.929993,3228100,135.391754
"540",142.729996,144.539993,142.350006,142.759995,1866600,135.230728
"541",143.300003,144.899994,141.289993,141.570007,1742100,134.103485
"542",142.050003,142.050003,139.550003,140.949997,1828700,133.51619
"543",141.5,144.550003,141.5,144.460007,2402300,136.841064
"544",144.710007,146.229996,142.940002,144.050003,1818000,136.452698
"545",144.410004,144.550003,141.369995,142.360001,1311000,134.851822
"546",141.199997,141.669998,137.850006,138.75,1400300,131.432236
"547",139.419998,139.720001,136.080002,136.320007,1511200,129.130386
"548",133.520004,133.809998,130.070007,130.360001,1969600,123.484734
"549",131.139999,132.660004,129.679993,132.440002,1609800,125.455017
"550",133.270004,135.880005,132.679993,135.029999,1709200,127.908386
"551",136.059998,136.399994,134.429993,135.679993,1809200,128.524124
"552",135.380005,137.580002,135.380005,136.369995,1272900,129.177734
"553",135.320007,136.369995,133.839996,135.669998,1813100,128.514648
"554",136.300003,138.649994,135.5,138.580002,1573200,131.271179
"555",138.910004,139.809998,137.350006,138.210007,1900300,130.920715
"556",138.309998,145.589996,137.770004,144.440002,2417000,136.822113
"557",144.320007,146.600006,143.039993,145.589996,1436500,137.911469
"558",144.610001,144.610001,138.850006,140.559998,1635000,133.146744
"559",140.570007,141.070007,138.220001,139.929993,1095000,132.549988
"560",141.979996,143.860001,140.839996,143.070007,1031200,135.524384
"561",142.720001,147.339996,141.779999,147.149994,2479800,139.389175
"562",146.279999,153.139999,145.110001,152.910004,3245100,145.161087
"563",155.279999,155.899994,152.089996,152.279999,2913600,144.563019
"564",153.770004,155.529999,150.910004,150.990005,2114000,143.338379
"565",151.389999,152.020004,148.050003,148.179993,1643100,140.670776
"566",148.199997,148.759995,145.100006,146.059998,2158700,138.658218
"567",146.009995,148.470001,145.419998,147.520004,1103400,140.044235
"568",148.009995,150.720001,147.899994,150.679993,1396600,143.044083
"569",151.5,153.070007,150.520004,151.729996,1272500,144.040909
"570",150.740005,151.210007,148.570007,148.940002,1630900,141.392258
"571",149.449997,151.110001,149.440002,150.490005,1249200,142.863724
"572",149.949997,151.440002,148.529999,150.919998,1170400,143.271927
"573",164.429993,168.5,162.179993,168.320007,5942800,159.790161
"574",168.199997,171.759995,166.580002,167.740005,3387000,159.239532
"575",169.130005,172.160004,168.300003,171.240005,2130300,162.56218
"576",172.270004,174.720001,171.139999,173,2366300,164.233017
"577",172.860001,175.910004,172.520004,175.059998,2662400,166.188614
"578",176.800003,178.220001,174.259995,175.889999,2391800,166.976547
"579",175.889999,177.960007,173.149994,175.720001,1512000,166.815186
"580",177.899994,177.899994,172.300003,172.369995,1691700,163.634903
"581",172.369995,173.119995,167.690002,168.009995,2652300,159.495865
"582",166.5,167.320007,161.990005,164.940002,2606500,156.581451
"583",165.119995,167.360001,164.300003,165.75,1620900,157.350403
"584",167.75,168.199997,165.210007,166.460007,1482100,158.024399
"585",166.619995,167.600006,157.929993,157.979996,2623300,149.974136
"586",156.669998,158.380005,153.419998,153.470001,2193900,145.692719
"587",155,157.779999,154.139999,156.089996,1425500,148.179916
"588",152.899994,157.270004,152,156.289993,1978100,148.369781
"589",153.470001,156.139999,143.039993,147.970001,5645500,140.47142
"590",147.899994,154.020004,147.889999,153.770004,3041300,145.977509
"591",151.820007,154.270004,149.419998,153.399994,1494300,145.626236
"592",153.380005,153.399994,148.419998,151.649994,1722000,143.964935
"593",150.179993,151.160004,146.770004,147.220001,1593000,139.759415
"594",148.699997,151.440002,148.050003,150.350006,1299900,142.730835
"595",148.929993,152.050003,148.410004,151.490005,1008000,143.813049
"596",152.589996,155.490005,152.589996,155.089996,1701800,147.230591
"597",153.869995,155.550003,152.830002,154.270004,1294900,146.452148
"598",154.25,156.080002,153.089996,154.210007,1434000,146.395218
"599",155.419998,158.270004,155.039993,157.910004,1275700,149.90773
"600",156.570007,157.259995,153.149994,153.149994,1523200,145.388916
"601",149.979996,149.979996,143.5,145.580002,3770300,138.202545
"602",147.330002,148.570007,145.300003,147,1390400,139.550583
"603",147.449997,149.630005,146.440002,147.899994,1487500,140.404968
"604",145.639999,146.899994,143.389999,146.589996,2076900,139.161346
"605",146.669998,147.119995,142.699997,144.429993,1557200,137.110809
"606",142.279999,144,141.100006,141.960007,1957400,134.765976
"607",142.419998,143.339996,140.949997,142.610001,1787900,135.383057
"608",143.789993,145.940002,141.960007,144.619995,2476500,137.291183
"609",144.720001,144.720001,139.289993,141.5,2749000,134.329285
"610",141.860001,144.470001,141.860001,144,1111600,136.702621
"611",144.169998,145.75,143,144.979996,900800,137.63295
"612",145.240005,147.380005,144.410004,144.729996,824200,137.395615
"613",146.300003,147.220001,143.910004,146.130005,1153200,138.724655
"614",145.050003,145.679993,141.119995,141.320007,1593900,134.158432
"615",144.100006,144.809998,141.860001,143.25,1818900,135.990631
"616",143.259995,143.75,140.580002,141.580002,1497700,134.405212
"617",140.830002,144.990005,140.050003,144.610001,1427000,137.281708
"618",145.449997,150.050003,145.449997,149.789993,1320000,142.199173
"619",148.919998,149.880005,146.240005,148.440002,1e+06,140.917633
"620",152.600006,154.779999,149.360001,154.339996,1784200,146.5186
"621",155,157.309998,154.470001,155.210007,1819500,147.344543
"622",155.350006,156.039993,150.740005,151.279999,1174900,143.613678
"623",150.820007,151.369995,148.059998,148.190002,1054500,140.680267
"624",150.259995,153.039993,149.619995,151.240005,1415400,143.575684
"625",151.729996,152.589996,150.5,150.809998,985100,143.167526
"626",151.089996,154.289993,150.479996,153.860001,3007000,146.062927
"627",156.389999,156.800003,150.559998,151.279999,1474200,143.613678
"628",150.5,150.509995,143.5,144.5,2079400,137.177307
"629",145.789993,146.119995,144.5,145.550003,1001800,138.174057
"630",145,146.539993,144.330002,146.520004,1155000,139.09491
"631",145,147.869995,144.009995,145.800003,1116500,138.411392
"632",145.080002,145.279999,142.169998,143.360001,1653400,136.095062
"633",144.320007,147.399994,144.320007,146.600006,1200700,139.170868
"634",147.240005,147.309998,144.589996,144.860001,1126500,137.519043
"635",144.630005,145.660004,143.259995,144.289993,1033100,136.977905
"636",144.550003,145.660004,140.479996,140.690002,1061400,133.560364
"637",141.380005,142.119995,139.199997,140.059998,1347800,132.962265
"638",140.029999,140.639999,136.330002,136.339996,987000,129.430771
"639",135.839996,136.800003,134.830002,136.100006,1570800,129.202927
"640",136.369995,138.229996,135.5,138.070007,1117500,131.07312
"641",138.130005,139.660004,136.850006,138.229996,1350600,131.225021
"642",138.169998,140.300003,137.029999,139.970001,1008100,132.876831
"643",139.580002,142.699997,139.410004,139.639999,791200,132.563553
"644",137.869995,139.720001,135.5,135.910004,1487700,129.022598
"645",135.660004,136.869995,134.759995,135.679993,1453900,128.804214
"646",135.389999,135.440002,131.919998,133.559998,1403000,126.791672
"647",133,138.350006,132.800003,137.889999,1420000,130.902237
"648",137.679993,139.399994,136,138.039993,1629200,131.044632
"649",136,136,125.290001,127.559998,3794600,121.095726
"650",128.440002,130.710007,124.459999,127.269997,2218700,120.820419
"651",124.160004,124.489998,121.269997,121.839996,2128100,115.665588
"652",122.510002,123.489998,118.620003,120.230003,2390800,114.137184
"653",114.790001,124.75,114.790001,122.129997,4047800,115.940895
"654",122.5,126.849998,120.639999,126.779999,2450600,120.355255
"655",126,127.889999,124.860001,126.169998,1401900,119.776169
"656",125.389999,127.779999,124.209999,126.75,2164300,120.326767
"657",125.559998,129.570007,125.080002,128.360001,2017400,121.855186
"658",125.339996,126.370003,122.5,122.720001,1910400,116.500999
"659",122.559998,123.650002,120.93,123.010002,1179200,116.776306
"660",123.510002,125.059998,122.379997,124.610001,1223200,118.295227
"661",126.870003,128.600006,126,128.220001,1218400,121.722282
"662",126.989998,127.580002,125.57,126.599998,1001800,120.18438
"663",128,129.139999,125.940002,126.940002,1291400,120.507141
"664",127.529999,127.75,125.720001,126.07,821700,119.681236
"665",123.980003,125,120.010002,120.650002,1440200,114.535896
"666",122.449997,122.839996,119.599998,120.25,1123500,114.156174
"667",121.010002,121.139999,116.889999,118.019997,1935600,112.039169
"668",118.910004,121.290001,118.169998,120.790001,1039000,114.6688
"669",122.459999,124.82,122.190002,123.360001,1189800,117.108566
"670",123.370003,125.260002,122.459999,123.419998,1006600,117.165527
"671",120.449997,122.68,119.57,122.459999,1115100,116.254173
"672",124.400002,124.779999,123.309998,124.18,1531100,117.887009
"673",125.309998,129.910004,125.309998,128.539993,1572000,122.026062
"674",126.980003,129.029999,125,128.869995,1173300,122.339333
"675",130.570007,132.880005,130.169998,132,1776300,125.31073
"676",132.789993,136.539993,132.690002,134.75,1663900,127.921326
"677",135.610001,137.990005,132.740005,133.410004,1255700,126.649261
"678",130.25,132.369995,129.350006,130.350006,1744200,123.744354
"679",132.309998,135.970001,131.350006,135.429993,1985100,128.566895
"680",141.660004,145.669998,138.699997,144.240005,5396400,136.930466
"681",143.020004,143.020004,137.369995,139.009995,2338400,131.965485
"682",137.149994,139.970001,136.5,137.770004,1617800,130.788345
"683",138.929993,139.490005,135.029999,135.929993,1020300,129.04155
"684",136.339996,136.479996,132.600006,134.339996,2543300,127.532135
"685",133.259995,134.699997,132.259995,133.75,9e+05,126.972031
"686",133.729996,133.729996,130.570007,130.830002,1657900,124.200012
"687",129.229996,130.639999,127.220001,128.160004,1547400,121.665321
"688",126.25,127.099998,124.779999,126.349998,1258200,120.36026
"689",124.889999,129.059998,124.889999,126.32,1115400,120.331688
"690",125.790001,127.550003,125.110001,125.769997,1560600,119.807762
"691",126.919998,128.690002,121.550003,121.730003,1925000,115.959282
"692",121.639999,123.75,119.019997,120.980003,1739500,115.244843
"693",119.860001,125.129997,119.5,124.690002,1846300,118.778984
"694",124.57,126.5,123.940002,125.449997,1831200,119.50293
"695",125.690002,126.510002,123.940002,124.540001,1601200,118.636078
"696",123.019997,125.68,122.5,123.459999,1628900,117.607269
"697",125,127.25,124.959999,126.510002,1670200,120.51268
"698",128.089996,131.059998,127.559998,129.350006,1994000,123.218063
"699",131.399994,133.889999,129.779999,132.509995,1542000,126.228241
"700",130.039993,131.899994,128.509995,129.889999,1323800,123.732445
"701",129.190002,131.800003,128.710007,130.410004,939700,124.227791
"702",130.039993,131.399994,128.339996,128.410004,911900,122.322617
"703",128.660004,128.869995,126.400002,127.699997,1353900,121.646255
"704",128,128.240005,123.150002,123.360001,1700900,117.512024
"705",123.400002,126.32,123.07,125.389999,1749000,119.445778
"706",126.139999,132.270004,125.790001,130.419998,1727100,124.23732
"707",129.809998,131.759995,128.509995,130.600006,1411300,124.408806
"708",131,131.740005,128.139999,129.270004,1176000,123.141853
"709",129.25,131.479996,128.410004,129.830002,927100,123.675293
"710",130.740005,131.809998,125.160004,125.550003,1684400,119.598183
"711",124.529999,128.309998,124.040001,127.120003,1498300,121.093781
"712",127.589996,128.210007,122.220001,122.550003,1550100,116.740417
"713",122.120003,123.309998,119,123.019997,1705800,117.18811
"714",124.339996,128.679993,123.410004,127.559998,1509300,121.512909
"715",129.949997,136.990005,129.940002,136.059998,3886400,129.609955
"716",139,142.940002,134.830002,135.860001,2920700,129.419449
"717",134.669998,136.289993,131.520004,133.570007,1891800,127.238007
"718",135.809998,137.339996,134.639999,136.570007,1983100,130.095795
"719",135.779999,135.990005,133.259995,134.990005,1101200,128.590698
"720",132.639999,134.580002,132,133.639999,861800,127.304665
"721",134.389999,137.160004,133.309998,136.130005,1143200,129.676651
"722",135.220001,135.699997,132,133.5,982700,127.17131
"723",133.820007,134.960007,132.160004,132.369995,1146800,126.094879
"724",133.070007,134.399994,131.820007,134.279999,1056100,127.914352
"725",133.009995,133.360001,131.600006,133.199997,905900,126.885544
"726",133.199997,133.199997,129.179993,129.619995,1107300,123.475258
"727",129.720001,132.889999,128.539993,130.470001,1150300,124.284958
"728",131.479996,131.479996,128.529999,130.740005,1539700,124.54216
"729",131.289993,131.899994,129.389999,129.559998,1318400,123.418098
"730",129.429993,131.100006,128.279999,131.080002,1951100,124.866066
"731",131.419998,131.419998,127.449997,127.68,1578900,121.62722
"732",127.970001,130.399994,127.32,130.179993,1229900,124.008698
"733",128.270004,129.429993,127.669998,127.839996,783900,121.77964
"734",128.830002,129,126.379997,126.779999,1356000,120.769882
"735",125.199997,125.279999,122.639999,123.489998,1912700,117.635849
"736",125.150002,131.169998,125,130.509995,1836500,124.323074
"737",131.169998,131.309998,127.480003,128.309998,1326900,122.227356
"738",129.119995,134.770004,128.649994,133.899994,1558900,127.552361
"739",132.139999,134.169998,131.229996,133.190002,1509000,126.876038
"740",133.259995,134.990005,132.039993,134.550003,1458200,128.17157
"741",134.490005,136.630005,133.889999,136.190002,1219600,129.733795
"742",136.350006,140.199997,136.009995,139.550003,1436100,132.934509
"743",140.880005,141.660004,138.529999,139.990005,1684100,133.353653
"744",141.169998,144.380005,140.539993,143.369995,1899600,136.573425
"745",143.360001,145.169998,142.850006,144.029999,1409600,137.202133
"746",143.779999,147.009995,143.710007,145.869995,1798700,138.95491
"747",145.5,147.5,144.860001,147.210007,1453900,140.2314
"748",148.830002,148.830002,146.289993,147.600006,2637600,140.60289
"749",147.759995,151.289993,147.300003,150.929993,1474800,143.775024
"750",151.399994,152.059998,151.050003,151.800003,400300,144.60379
"751",152.580002,153.399994,151.759995,152.080002,926800,144.870529
"752",153.270004,153.270004,151.699997,151.779999,864700,144.584717
"753",150.899994,152.199997,150.25,150.869995,1228400,144.135712
"754",150,151.570007,149.160004,151.369995,981900,144.613388
"755",152.020004,153.149994,151.169998,152.339996,995700,145.540085
"756",155,156.419998,152.889999,153.350006,1782100,146.505035
"757",154.910004,159.009995,153.020004,158.110001,2126300,151.052551
"758",157.550003,157.800003,155.649994,156.949997,1343700,149.944321
"759",157.960007,158.889999,150.699997,152.080002,2125400,145.291702
"760",152.089996,152.850006,149.550003,152.229996,1516200,145.435028
"761",151.630005,151.729996,148.850006,149.399994,1976100,142.731339
"762",149.289993,149.550003,146.470001,146.779999,2104800,140.228287
"763",146.690002,148.110001,145.070007,146.779999,1583200,140.228287
"764",146.039993,146.470001,144.050003,145.399994,1249000,138.909882
"765",146.389999,149.309998,146.070007,146.990005,1419300,140.428894
"766",147.830002,148.880005,146.880005,148.789993,1812800,142.14856
"767",147.910004,149.539993,146.639999,147.350006,1273300,140.772827
"768",146.75,146.830002,144.089996,144.630005,1519100,138.174255
"769",143.089996,143.300003,140.080002,140.429993,1974800,134.161713
"770",140.100006,142.259995,139.110001,142.029999,1266300,135.690292
"771",138.369995,138.869995,134.970001,135.389999,1652100,129.346695
"772",137.169998,141.830002,136.399994,140.970001,2173400,134.677582
"773",141.779999,142.600006,138.839996,138.919998,1077200,132.719131
"774",136.899994,139.479996,134.699997,137.529999,1663100,131.391159
"775",135.029999,135.839996,133.5,135,1601200,128.974106
"776",135.259995,136.089996,132.289993,132.570007,1335300,126.652565
"777",135.850006,138.990005,134.960007,135.899994,2073400,129.833908
"778",138.949997,142.970001,138.589996,142.190002,1402700,135.84317
"779",142.820007,142.820007,139.940002,140.440002,918300,134.171265
"780",138.75,139.309998,136.619995,137.820007,1041700,131.668228
"781",136.759995,137.190002,135.479996,136.75,1193600,130.645981
"782",139.380005,139.389999,135.839996,136.130005,1654000,130.053665
"783",138.720001,139.860001,136.869995,137.610001,1170700,131.467621
"784",136.520004,140.580002,136.119995,140.039993,1399000,133.789124
"785",140.600006,141.009995,137.570007,139.229996,936500,133.015289
"786",137,137.949997,133.789993,135.559998,1719300,129.509064
"787",136.240005,142.009995,135.919998,141.169998,2390600,134.868683
"788",144,147.240005,139.820007,142.529999,2394400,136.167999
"789",141.089996,142.889999,139.490005,142.25,1403400,135.900467
"790",135.690002,137.330002,133.880005,135.970001,1549700,129.900803
"791",136.779999,137.199997,129.149994,130.089996,1835800,124.283264
"792",130.789993,131.800003,125.349998,125.489998,2010200,119.888588
"793",120.730003,127.57,117.300003,122.669998,2747500,117.194473
"794",117.699997,122.889999,117.650002,122.779999,3469300,117.299545
"795",124.459999,125.129997,119.269997,124.32,3385300,118.770805
"796",124.970001,124.970001,118.150002,120.029999,2113600,114.67231
"797",122.07,124.540001,120.239998,123.5,1788100,117.987404
"798",119.019997,122.260002,116.870003,118.610001,1907900,113.315689
"799",113.410004,114.440002,101.900002,105.120003,5181500,100.427834
"800",72.860001,74.959999,64.529999,66.309998,7675200,63.350159
"801",70.760002,80.190002,67.589996,79.860001,6753600,76.295341
"802",76.18,77.470001,67.239998,70.239998,4409100,67.104744
"803",63.919998,66.459999,58.810001,60.68,4695300,57.97147
"804",66.199997,70.709999,60.919998,70.68,4543800,67.525108
"805",59.48,68.790001,57.240002,59.720001,3588800,57.054317
"806",59.82,61.959999,54.5,57.529999,4181200,54.962067
"807",52.009998,57.990002,48.619999,56.77,4272600,54.235996
"808",56.919998,63.5,55.099998,60.369999,4247900,57.675304
"809",62.810001,68.559998,59.290001,61.759998,4374400,59.003262
"810",61.689999,62.970001,57.200001,61.290001,3061900,58.554245
"811",66.790001,73.580002,63.290001,72.620003,3901100,69.378517
"812",72.129997,75.410004,67.379997,72.309998,2980000,69.082352
"813",72.440002,74.75,71.389999,74.339996,2894500,71.021721
"814",70.529999,72.93,67.760002,68.650002,2940200,65.585724
"815",65.790001,67.349998,62.189999,66.489998,3132700,64.035156
"816",69.099998,72.830002,67.559998,70.150002,2657500,67.56002
"817",66.900002,68.970001,62.540001,67.769997,2571700,65.267899
"818",71.190002,81.480003,70.410004,75.150002,4907200,72.375435
"819",79,80,72.839996,74.68,4925400,71.922768
"820",76.099998,76.800003,72.900002,76.239998,2280400,73.425179
"821",81.290001,84.260002,74.790001,75.309998,2989300,72.52951
"822",77.480003,81.610001,74.839996,80.290001,3283800,77.325645
"823",83,84.120003,72.580002,75.480003,4751600,72.693237
"824",79.029999,79.599998,75.400002,78.550003,2213200,75.649902
"825",77.050003,80,76.489998,77.370003,2164400,74.513466
"826",72.529999,76.480003,71.529999,74.919998,2066800,72.153915
"827",73.879997,73.940002,69.989998,71.110001,3087300,68.484581
"828",72.75,77.32,72.080002,76.629997,2814300,73.800781
"829",71.379997,75.360001,69.769997,71.279999,3763800,68.6483
"830",68.019997,74.279999,67,73.470001,3700600,70.757454
"831",77.589996,80.739998,77.080002,80.660004,3360400,77.681999
"832",83.330002,84.800003,78.639999,79.309998,3135100,76.381836
"833",80.669998,80.669998,74.68,77.449997,2983400,74.590515
"834",76.209999,82.959999,73.510002,81.860001,2612100,78.837692
"835",83.760002,85.400002,81.260002,82.760002,1953600,79.70446
"836",86.010002,90.129997,84.059998,89.800003,2497600,86.484543
"837",91.220001,91.43,85.959999,89.309998,2632100,86.012627
"838",86.639999,88.470001,81.699997,82.919998,1921900,79.858551
"839",81.199997,83.150002,80.559998,83.059998,3474600,79.993385
"840",88.040001,89.300003,82,82.480003,2040800,79.434799
"841",82.949997,84.440002,80.900002,81.830002,1370900,78.8088
"842",85.010002,91.419998,85.010002,87.019997,2296900,83.80719
"843",89.019997,91.5,87.300003,89.989998,2615800,86.667519
"844",88.220001,88.75,84.440002,84.440002,3805500,81.322441
"845",84.5,86.559998,83.5,84.029999,5463000,80.927559
"846",83.910004,84.440002,78.470001,79.379997,3468900,76.449242
"847",77.57,84,76.480003,82.209999,2741500,79.174759
"848",81.580002,85.160004,81.580002,82.860001,1899500,79.800766
"849",88.160004,94.230003,87.519997,93.379997,3950800,89.932358
"850",93.660004,94.470001,89.559998,89.650002,2438600,86.34008
"851",91.470001,92.860001,90.900002,92.43,2667400,89.017441
"852",93,93.690002,91.779999,92.93,2505800,89.498978
"853",91.849998,92.970001,91.080002,92.419998,1916000,89.007813
"854",96.730003,96.730003,93.349998,93.720001,1910600,90.259804
"855",95.43,95.650002,91.260002,94.190002,2178900,90.712456
"856",93.870003,96.660004,91.910004,92.540001,1940200,89.123383
"857",91.639999,92.470001,89.839996,91.599998,1908500,88.218086
"858",91.599998,93.669998,90.5,92.910004,2201900,89.479721
"859",94.599998,96.349998,93.360001,96.160004,2168900,92.609734
"860",98.889999,100.970001,96.610001,100.769997,2488600,97.049522
"861",99.949997,104.089996,98.290001,103.550003,3059200,99.726883
"862",109.919998,111.470001,106.800003,110.889999,3129800,106.795898
"863",116.220001,116.809998,111.269997,116.779999,3166500,112.46843
"864",109.889999,110.370003,104.940002,108.529999,3090900,104.523026
"865",106.510002,106.800003,102.720001,102.730003,4076300,98.937157
"866",95,101.519997,93.510002,96.639999,4641200,93.072006
"867",101.800003,102.660004,95.07,98.230003,2260300,94.603302
"868",93.860001,96.760002,91.379997,95.550003,4235400,92.022255
"869",100.519997,100.580002,95.660004,97.059998,4520400,93.476494
"870",97,97.07,94,94.239998,2442400,90.76062
"871",93.190002,95,92.779999,94.540001,2960600,91.049545
"872",96.779999,97.349998,92.919998,93.580002,3472100,90.124985
"873",92.809998,96.07,92.080002,95.099998,2217700,91.588852
"874",96.400002,98.949997,95.260002,96.760002,2545400,93.187569
"875",94.949997,95.870003,91.720001,92.160004,2057800,88.757408
"876",91.410004,97.790001,91.019997,97.699997,1988700,94.092865
"877",96.540001,97.169998,93.540001,94.110001,3084000,90.635414
"878",94.209999,95.32,93.389999,94.440002,1359700,91.487915
"879",93.32,98.129997,93.269997,97.699997,1712200,94.645996
"880",98,99.279999,94.330002,95.5,1696000,92.514771
"881",98,98.860001,96.220001,96.800003,1222400,93.774139
"882",98.790001,100.389999,97.720001,98.720001,1371300,95.634117
"883",97.400002,98.639999,95.910004,96.07,1373300,93.066948
"884",96.650002,97.82,95.07,96.589996,1695300,93.570702
