"","ATO.Open","ATO.High","ATO.Low","ATO.Close","ATO.Volume","ATO.Adjusted"
"55",79.879997,80.169998,79.18,79.870003,448000,72.186409
"56",79.769997,80.550003,79.580002,80.150002,329700,72.439461
"57",80.269997,80.410004,79.949997,80.139999,282400,72.430428
"58",80.139999,80.459999,79.209999,80.309998,262500,72.584091
"59",79.970001,80.559998,79.730003,80.400002,337300,72.665405
"60",80.239998,80.239998,79.739998,79.849998,347300,72.16832
"61",79.970001,79.970001,78.870003,79,470100,71.400116
"62",78.980003,79.440002,78.760002,78.989998,489500,71.39106
"63",78.900002,79.019997,78.419998,78.900002,408100,71.309746
"64",78.769997,79.919998,78.620003,79.650002,402800,71.987572
"65",79.709999,80.120003,79.260002,80.029999,329000,72.331009
"66",80.169998,80.440002,79.43,80.349998,224300,72.620232
"67",80.339996,80.68,80.07,80.120003,184500,72.412361
"68",80.169998,80.269997,79.690002,80.239998,200800,72.520805
"69",80.279999,80.559998,79.879997,80.489998,304700,72.74675
"70",80.269997,80.650002,79.980003,80.489998,287700,72.74675
"71",80.5,80.5,79.519997,80.150002,313200,72.439461
"72",80.300003,81.040001,79.949997,81,184800,73.207703
"73",81.139999,81.150002,80.279999,80.82,329500,73.045013
"74",80.790001,80.790001,79.910004,80.059998,278300,72.358139
"75",80.080002,80.139999,79.400002,79.919998,254000,72.23159
"76",79.830002,80.279999,79.620003,79.830002,385700,72.150261
"77",80.120003,80.230003,79.639999,80.010002,375600,72.31295
"78",79.910004,80.699997,79.260002,80.459999,268900,72.71965
"79",80.5,81.68,80.239998,81.269997,404100,73.451729
"80",81.470001,82.07,81.290001,81.400002,302700,73.569214
"81",81.370003,81.370003,80.349998,81.019997,891800,73.225769
"82",81.279999,81.279999,80.489998,80.709999,357900,72.945595
"83",80.650002,81.470001,80.489998,80.720001,266500,72.954643
"84",80.449997,80.690002,79.980003,80.110001,236600,72.403336
"85",80.599998,81.459999,78.550003,81.379997,433000,73.551132
"86",81.879997,82.370003,81.43,82.169998,356400,74.265144
"87",82.349998,82.739998,81.599998,81.910004,282600,74.030144
"88",81.790001,81.800003,80.459999,80.550003,330900,72.800987
"89",80.610001,81.160004,80.410004,80.889999,237500,73.108284
"90",80.519997,80.82,80.169998,80.790001,350900,73.017906
"91",81,81.540001,80.629997,81.339996,378800,73.514992
"92",81.25,81.709999,81.089996,81.360001,319200,73.533073
"93",81.449997,81.629997,80.239998,80.330002,253400,72.602158
"94",80.330002,80.959999,79.889999,80.550003,420100,72.800987
"95",80.239998,80.769997,79.470001,80.360001,326900,73.037292
"96",80.519997,81.209999,79.830002,81.080002,244600,73.691681
"97",81.120003,81.75,80.650002,81.529999,395800,74.100693
"98",81.660004,82.339996,81.300003,82.089996,331700,74.60965
"99",82.209999,82.5,81.900002,82.160004,288000,74.673302
"100",82.300003,83.239998,82,83.099998,356000,75.527611
"101",83.139999,83.300003,82.629997,82.849998,368900,75.300392
"102",82.940002,83.370003,82.489998,83.190002,279400,75.60939
"103",83.239998,83.620003,82.980003,83.309998,1013100,75.718498
"104",83.290001,85.980003,83.150002,84.419998,473500,76.727341
"105",84.949997,85.199997,84.269997,84.879997,280100,77.145416
"106",84.709999,84.830002,83.849998,83.879997,261600,76.236534
"107",84.010002,84.260002,83.779999,84.099998,421500,76.436501
"108",84.199997,84.290001,83.739998,83.790001,366900,76.154747
"109",83.529999,83.82,82.589996,83.540001,439400,75.927528
"110",83.489998,83.82,83.029999,83.639999,308500,76.01841
"111",83.669998,84.019997,83.660004,83.900002,315400,76.254715
"112",84.080002,84.849998,83.709999,84.330002,354800,76.645538
"113",84.889999,85.410004,84.559998,85.089996,349000,77.336266
"114",84.760002,85.220001,84.339996,85.099998,363500,77.34536
"115",85.120003,85.610001,84.800003,85.540001,662700,77.745285
"116",85.410004,85.510002,84.709999,85.059998,281000,77.309013
"117",84.989998,85.059998,84.389999,84.559998,674800,76.854576
"118",84.580002,84.580002,83.709999,83.879997,214900,76.236534
"119",83.870003,84.139999,83.389999,83.449997,237300,75.845711
"120",83.459999,84.129997,83.410004,83.510002,547000,75.900246
"121",83.82,84.459999,83.25,84.309998,476400,76.62735
"122",83.919998,84.349998,83.019997,83.489998,421600,75.88208
"123",83.900002,84.379997,83.309998,83.349998,402400,75.754837
"124",82.980003,83,82.139999,82.75,546800,75.209511
"125",82.989998,83.419998,82.919998,82.949997,381200,75.391281
"126",83.379997,83.620003,82.690002,82.949997,229000,75.391281
"127",82.830002,83.110001,82.139999,82.68,421800,75.145889
"128",82.349998,82.919998,82.150002,82.709999,499700,75.173149
"129",82.709999,84.07,82.660004,83.68,388100,76.054771
"130",83.959999,84.059998,83.300003,83.370003,664600,75.773018
"131",83.540001,83.639999,82.349998,82.419998,363900,74.909569
"132",83.339996,83.959999,83.239998,83.75,317400,76.118385
"133",83.860001,83.860001,82.720001,83.230003,279500,75.645767
"134",83.800003,84.410004,83.459999,83.790001,358000,76.154747
"135",83.830002,84.099998,83.559998,84,264200,76.345589
"136",84.230003,84.300003,83.690002,84.080002,236700,76.418312
"137",84.209999,84.709999,83.919998,84.589996,278200,76.881844
"138",85.050003,85.68,84.559998,85.529999,675800,77.736191
"139",85.709999,86.239998,85.43,86.220001,176300,78.363297
"140",86.220001,86.220001,85.580002,85.949997,203800,78.117912
"141",86,86.980003,85.870003,86.900002,504700,78.981339
"142",86.769997,87.089996,86.489998,86.769997,280500,78.863182
"143",86.660004,87.220001,86.330002,87.019997,254800,79.090393
"144",87.019997,87.220001,86.300003,86.57,220400,78.681419
"145",86.650002,86.93,86.120003,86.760002,563900,78.854095
"146",86.940002,87.43,86.629997,87.379997,347400,79.417603
"147",87.379997,88.690002,86.959999,88.690002,307900,80.608246
"148",87.300003,88.220001,86.300003,87.410004,531800,79.44487
"149",87.309998,87.800003,86.790001,87.190002,368400,79.244911
"150",87.269997,87.400002,86.730003,86.879997,290200,78.963158
"151",86.989998,87.589996,86.639999,87.589996,426100,79.608475
"152",87.650002,88.099998,87.150002,87.43,489000,79.463066
"153",87.260002,87.879997,87.010002,87.669998,222900,79.681183
"154",87.669998,87.730003,86.849998,87.160004,263000,79.217674
"155",87.349998,87.839996,87.309998,87.739998,215000,79.744812
"156",87.269997,88.209999,87.269997,87.779999,355000,79.781143
"157",87.919998,88.610001,87.800003,88.400002,245200,80.344666
"158",87.919998,88.040001,87.440002,87.459999,290000,79.897026
"159",87.309998,87.459999,86.830002,87.120003,293500,79.586433
"160",87.190002,87.760002,87.040001,87.589996,321300,80.015793
"161",87.550003,88.190002,87.290001,88.18,198600,80.554779
"162",88.120003,88.349998,87.660004,88.279999,158800,80.646126
"163",88.279999,88.580002,87.82,88.410004,220300,80.764877
"164",88.519997,88.809998,88.349998,88.470001,198100,80.819695
"165",88.589996,88.720001,88.190002,88.690002,196900,81.020676
"166",88.769997,89,88.139999,88.190002,198200,80.563911
"167",88.529999,88.709999,87.870003,87.980003,269800,80.372063
"168",88.190002,88.419998,87.879997,88.040001,433400,80.426865
"169",88.449997,88.449997,87.82,88.160004,240500,80.536507
"170",88.32,88.620003,87.709999,88.019997,258800,80.408615
"171",88.190002,88.32,86.629997,86.730003,504700,79.230164
"172",87.059998,87.489998,86.660004,87.400002,450400,79.842209
"173",87.309998,87.43,86.760002,87.220001,480300,79.67778
"174",87.279999,88.169998,87.269997,88.010002,297400,80.399467
"175",87.959999,88.029999,86.43,86.739998,212000,79.239296
"176",86.739998,86.889999,85.830002,85.900002,350100,78.471924
"177",85.93,87.150002,85.589996,86.949997,523500,79.431129
"178",87.120003,87.360001,86.669998,87.129997,544000,79.595551
"179",87.120003,87.199997,86.040001,86.5,222200,79.020042
"180",86.540001,86.849998,85.800003,85.93,346500,78.499336
"181",86.120003,86.139999,84.690002,85.080002,444700,77.722855
"182",85.110001,85.449997,84.449997,84.550003,276100,77.23867
"183",84.720001,84.879997,83.760002,83.889999,302000,76.635719
"184",83.769997,85.199997,83.769997,85,282100,77.64975
"185",84.860001,85.959999,84.650002,85.400002,298600,78.01516
"186",84.870003,85.18,83.370003,84.099998,444800,76.827583
"187",83.980003,84.339996,83.410004,84.300003,292200,77.010284
"188",84.169998,84.379997,83.800003,83.839996,384500,76.59005
"189",84.07,84.730003,83.599998,84.669998,280500,77.348274
"190",84.779999,84.779999,84.07,84.410004,321100,77.110756
"191",84.529999,84.769997,84.120003,84.669998,269200,77.348274
"192",84.730003,85.160004,84.550003,84.800003,272400,77.467064
"193",84.550003,85.239998,84.410004,85.230003,312400,77.859879
"194",85.269997,85.690002,85.040001,85.360001,229700,77.97863
"195",85.5,86.029999,85.300003,85.889999,249000,78.462807
"196",85.839996,86.82,85.839996,86.199997,225200,78.745995
"197",86.190002,87.080002,86.190002,86.790001,300400,79.284958
"198",87.089996,87.410004,86.239998,86.290001,212100,78.828201
"199",86.279999,86.889999,85.93,86.25,301900,78.791656
"200",86.190002,86.830002,86.080002,86.220001,316900,78.764244
"201",86.050003,86.610001,85.580002,86.43,268500,78.956085
"202",86.489998,87.099998,86.18,87.080002,304200,79.549896
"203",87.010002,87.260002,86.349998,86.870003,331900,79.358047
"204",86.93,86.93,86.470001,86.580002,238300,79.09314
"205",86.599998,86.650002,85.82,86.309998,229000,78.846489
"206",86.239998,86.239998,84.839996,86.040001,319500,78.599831
"207",86.459999,86.860001,86.059998,86.360001,242900,78.892151
"208",86.309998,87.290001,86.059998,87.290001,271700,79.741722
"209",87.209999,87.360001,86.629997,86.940002,282400,79.421974
"210",87,87.639999,86.559998,87.239998,547400,79.696068
"211",87.519997,87.82,86.629997,86.970001,339200,79.449394
"212",86.93,87.510002,86.440002,86.519997,323200,79.038322
"213",86.459999,87.790001,86.330002,87.589996,390300,80.015793
"214",87.529999,88.139999,87.150002,87.839996,303800,80.244164
"215",88.059998,88.760002,87.720001,88.57,640400,80.911041
"216",88.639999,89.25,88.190002,89.239998,353400,81.523102
"217",89.419998,90.389999,89.169998,89.790001,496600,82.025551
"218",89.459999,89.779999,88.919998,89.160004,459600,81.450012
"219",89.25,90.129997,89.07,89.540001,487600,81.797157
"220",89.400002,90.779999,89.339996,90.540001,319700,82.710686
"221",90.690002,91,89.489998,89.57,435800,81.82457
"222",89.790001,90.139999,88.959999,89.949997,579200,82.17173
"223",89.879997,89.959999,88.919998,89.330002,462000,81.605331
"224",89.519997,89.580002,88.830002,89.110001,371700,81.404335
"225",89.5,89.849998,89.169998,89.419998,459500,81.687546
"226",89.5,89.589996,88.620003,89.099998,343200,81.39521
"227",88.940002,88.980003,88.139999,88.720001,137300,81.491661
"228",88.720001,89.510002,88.169998,89.5,346900,82.208115
"229",89.699997,90.830002,89.629997,90.269997,481800,82.915367
"230",89.5,90.779999,89.150002,90.510002,1696400,83.135826
"231",90.959999,92.410004,90.669998,92.290001,1197000,84.770798
"232",92.449997,92.730003,91.239998,92.239998,453000,84.724876
"233",92.610001,93.559998,91.620003,91.699997,847700,84.228859
"234",91.830002,92.18,91.050003,91.449997,806700,83.999222
"235",91.589996,91.980003,91.410004,91.43,381900,83.980865
"236",91.43,91.669998,90.839996,91.559998,742500,84.100266
"237",91.339996,91.93,91.339996,91.800003,521200,84.320724
"238",91.800003,92.220001,91.269997,91.910004,657900,84.421776
"239",91.800003,92.019997,89.260002,89.279999,536200,82.006042
"240",89.43,90.419998,89.43,89.959999,626700,82.630623
"241",89.669998,90.529999,89.059998,89.419998,689000,82.134621
"242",89.639999,90.68,88.25,89.370003,1657300,82.088715
"243",89.419998,90.139999,88.449997,88.709999,540400,81.482468
"244",88.419998,88.610001,86.959999,87.190002,785900,80.086304
"245",87.059998,87.470001,86.230003,86.550003,599100,79.498466
"246",86.339996,86.540001,84.860001,84.860001,564100,77.946159
"247",85.080002,85.559998,84.769997,85.089996,332700,78.157417
"248",84.830002,85.370003,84.519997,84.599998,570300,77.707336
"249",84.690002,85.720001,84.690002,84.989998,524900,78.065559
"250",85.139999,85.639999,84.949997,85.589996,664700,78.616669
"251",85.629997,86.139999,85.400002,85.889999,775000,78.892235
"252",85.93,86.120003,85,85.040001,668800,78.111488
"253",84.809998,85.489998,84.209999,84.339996,460400,77.468506
"254",84.339996,85.220001,83.980003,83.980003,386900,77.13784
"255",84.029999,84.18,83.07,83.190002,377700,76.412209
"256",83.18,83.57,82.879997,83.449997,759800,76.651001
"257",83.629997,83.699997,82.5,82.589996,579100,75.861092
"258",82.300003,82.300003,80.699997,80.800003,475300,74.216934
"259",80.599998,81.150002,79.970001,80,617700,73.482101
"260",79.620003,80.389999,79.110001,79.839996,738000,73.335144
"261",79.93,80.769997,79.690002,80.099998,635200,73.573952
"262",80.389999,81.139999,80.239998,80.82,836300,74.235291
"263",80.510002,81.220001,79.720001,80.690002,1005100,74.115906
"264",80.860001,81.470001,80.389999,80.830002,837100,74.244492
"265",80.970001,81.610001,80.900002,81.400002,620600,74.768036
"266",81.550003,82.519997,81.150002,82.260002,957100,75.557983
"267",82.139999,82.519997,81.949997,82.25,624100,75.548782
"268",82.029999,83.099998,81.860001,82.910004,552600,76.155029
"269",83,83.32,82.459999,83.019997,643000,76.256058
"270",82.699997,83.220001,82,82.370003,876300,75.659012
"271",82.470001,83.18,82.389999,82.480003,692900,75.760063
"272",82.790001,82.910004,81.93,82.900002,1390000,76.145836
"273",83.059998,83.300003,81.910004,82.290001,588000,75.585526
"274",81.779999,82.209999,81.120003,81.5,869000,74.859901
"275",81.239998,81.900002,79.260002,79.309998,1001900,72.848328
"276",78.550003,79.110001,76.459999,78.029999,1053900,71.6726
"277",79.309998,80.830002,78.190002,78.480003,1071500,72.08596
"278",78.68,80.32,78,78.949997,1126100,72.517654
"279",79.309998,81.610001,79.129997,81.110001,736400,74.501671
"280",81.300003,81.459999,79.459999,80.389999,996800,73.84034
"281",80.18,80.639999,79.129997,80.419998,552000,73.867889
"282",79.910004,80.690002,79.379997,80.239998,499000,73.702568
"283",80.599998,81.959999,80.290001,81.919998,479400,75.245682
"284",82.010002,83.239998,81.860001,82.959999,550900,76.200943
"285",82.529999,83.480003,81.339996,82.07,599000,75.383446
"286",82.059998,82.800003,81.019997,81.040001,582500,74.437386
"287",81.089996,81.82,80.699997,80.860001,470500,74.272034
"288",80.809998,82.620003,80.519997,82.589996,504900,76.318855
"289",82.709999,82.849998,81.629997,82.190002,238400,75.949219
"290",82.449997,82.669998,81.050003,81.050003,349800,74.89579
"291",81.239998,81.779999,80.459999,80.489998,503500,74.378311
"292",80.540001,81.870003,79.879997,80.150002,803900,74.064125
"293",80.099998,81.190002,78.75,79.190002,636900,73.177017
"294",79.099998,80.82,79.010002,80.610001,589700,74.489212
"295",80.440002,80.870003,79.57,80.040001,825100,73.962471
"296",79.959999,80.629997,79.269997,79.459999,797400,73.426521
"297",79.849998,80.300003,79.370003,79.82,504800,73.759171
"298",79.760002,80.269997,79.32,80.230003,475000,74.138054
"299",80.139999,81.199997,80.139999,81.129997,407300,74.969704
"300",81.349998,81.860001,80.610001,81.019997,639400,74.868065
"301",81.18,81.980003,80.790001,81.339996,579200,75.163765
"302",81.389999,82.410004,81.019997,81.470001,493200,75.283913
"303",81.360001,83.129997,81.25,82.860001,1256800,76.568359
"304",82.739998,82.839996,81.400002,81.699997,353800,75.496437
"305",81.779999,82.120003,80.860001,81.269997,388400,75.099075
"306",81.309998,82.760002,81.120003,81.379997,315200,75.200722
"307",81.309998,82.760002,81.129997,81.169998,577000,75.006676
"308",81.400002,81.989998,79.839996,80.029999,547900,73.953239
"309",80.370003,81.809998,79.489998,81.690002,742100,75.487206
"310",82.080002,83.830002,81.57,83.129997,804000,76.817833
"311",83.379997,83.900002,82.540001,83.699997,810000,77.344559
"312",83.849998,84.459999,83.550003,84.239998,799900,77.843559
"313",84.309998,84.760002,82.260002,82.849998,442200,76.559105
"314",83.029999,84.410004,82.300003,83.989998,458000,77.612541
"315",83.529999,84.059998,82.93,83.699997,385100,77.344559
"316",83.519997,84.690002,82.879997,84.529999,372000,78.111557
"317",84.849998,84.980003,83.809998,84.150002,546400,77.760399
"318",84.260002,84.669998,83.830002,84.18,319000,77.788132
"319",84.260002,84.440002,83.830002,84.059998,596800,77.677238
"320",84.059998,84.290001,83.410004,83.839996,368400,77.47393
"321",83.790001,83.980003,82.529999,82.68,297900,76.402016
"322",82.959999,83.550003,82.629997,83.379997,417100,77.048866
"323",83.519997,84.900002,83.449997,84.68,451800,78.25016
"324",84.690002,85.489998,84.309998,85.169998,286700,78.702942
"325",85.290001,85.75,84.400002,84.470001,441300,78.056099
"326",84.309998,84.589996,83.550003,84.230003,327500,77.834335
"327",84.419998,84.589996,83.660004,83.900002,238400,77.529381
"328",84.099998,84.690002,83.959999,84.410004,305800,78.000656
"329",84.57,85.470001,84.18,85.290001,580400,78.813843
"330",85.110001,85.669998,84.440002,85.309998,342100,78.832314
"331",85.419998,86.790001,84.949997,86.790001,347400,80.199944
"332",86.620003,88.120003,86.620003,87.410004,303200,80.772865
"333",87.610001,87.870003,86.809998,86.889999,692000,80.292351
"334",86.809998,87.010002,86.339996,86.830002,487400,80.236916
"335",86.910004,86.970001,86.019997,86.970001,402000,80.366272
"336",86.599998,88.239998,86.120003,88.059998,607100,81.373512
"337",88.419998,89.940002,87.779999,89.730003,483400,82.916718
"338",89.809998,89.809998,88.739998,88.860001,698200,82.11277
"339",88.300003,88.300003,87.279999,87.75,608400,81.087059
"340",87.739998,88,86.849998,87.68,517200,81.022377
"341",88.339996,88.690002,88.120003,88.599998,376900,81.872513
"342",88.75,88.769997,87.830002,88.25,402800,81.549072
"343",88.379997,88.379997,87.089996,87.459999,533300,80.819069
"344",87.209999,87.419998,86.209999,86.559998,414100,79.987404
"345",86.849998,87.139999,85.580002,85.879997,442300,79.359039
"346",85.919998,86.389999,85.330002,85.389999,374400,78.906242
"347",85.169998,85.589996,84.529999,84.910004,393900,78.910904
"348",85.169998,85.540001,84.650002,85.260002,273500,79.23616
"349",85.300003,86.57,85.300003,86.209999,545800,80.119057
"350",86.379997,87.440002,86.209999,86.970001,305200,80.825348
"351",86.919998,87.629997,86.730003,87.489998,411400,81.308609
"352",87.709999,88.199997,87.459999,87.75,369000,81.550255
"353",87.5,88.830002,87.099998,88.389999,693300,82.145027
"354",88.330002,90.660004,88.18,89.980003,769100,83.622696
"355",90.010002,90.779999,89.120003,89.209999,1392700,82.907104
"356",89.279999,89.279999,87.339996,87.980003,467000,81.763992
"357",88.099998,88.360001,87.440002,87.809998,426700,81.605988
"358",87.910004,88.220001,86.970001,87.389999,404100,81.215675
"359",87.330002,87.410004,85.599998,85.800003,445800,79.738037
"360",85.830002,86.339996,85.400002,85.730003,614700,79.672974
"361",85.910004,86.07,85.099998,85.309998,458900,79.282631
"362",85.440002,86,84.360001,84.610001,377200,78.632088
"363",84.580002,85.360001,84.349998,85.309998,402400,79.282631
"364",85.239998,86.07,84.550003,84.580002,458000,78.60421
"365",84.839996,85.709999,84.720001,85.68,607700,79.626488
"366",85.849998,86.860001,84.839996,86.790001,894100,80.658073
"367",86.610001,87.260002,86.459999,87.110001,285700,80.955467
"368",87.209999,88.809998,87.129997,88.32,431400,82.079964
"369",88.489998,88.75,87.980003,88.330002,332700,82.089256
"370",88.889999,89.410004,88.190002,88.849998,470400,82.572525
"371",89,89.410004,88.620003,89.110001,578900,82.814148
"372",89.169998,90.720001,89.169998,90.529999,391100,84.133827
"373",90.18,90.730003,89.769997,89.839996,730200,83.492577
"374",89.790001,90.239998,89.110001,90.129997,728800,83.7621
"375",90.25,91.129997,90.080002,90.389999,618200,84.003716
"376",90.239998,90.639999,89.5,90.139999,719800,83.771393
"377",90.07,90.550003,89.699997,90.339996,353200,83.957245
"378",90.519997,91.889999,90.150002,91.269997,373600,84.821548
"379",91.480003,92.07,91.019997,92.050003,328000,85.54644
"380",92.220001,92.989998,92.080002,92.57,271100,86.029694
"381",92.650002,92.860001,89.379997,89.809998,564400,83.464706
"382",89.720001,90.82,89.389999,90.669998,350600,84.263954
"383",90.540001,91.330002,90.540001,91.059998,372500,84.626373
"384",91.25,91.25,90.620003,91.129997,343900,84.691437
"385",91.410004,91.629997,90.809998,91.129997,250800,84.691437
"386",91.139999,91.300003,90.519997,91.110001,320000,84.672836
"387",91.269997,91.269997,90.599998,90.800003,195500,84.384758
"388",91.029999,91.029999,89.900002,90.540001,208600,84.14312
"389",90.790001,92.169998,90.529999,91.730003,241500,85.249062
"390",91.529999,91.790001,90.550003,91.440002,265300,84.979538
"391",91.449997,91.449997,90.32,90.82,138200,84.403336
"392",90.730003,90.760002,89.209999,90.620003,504200,84.217491
"393",90.379997,91.120003,90.050003,90.400002,241200,84.013016
"394",90.940002,91.57,90.510002,91.309998,347400,84.858711
"395",91.419998,91.57,90.370003,90.879997,270500,84.459106
"396",90.830002,91.199997,90.25,90.510002,204400,84.115242
"397",90.879997,91.989998,90.610001,91.870003,462700,85.379158
"398",91.410004,91.410004,90.120003,90.989998,496200,84.56134
"399",90.900002,91.75,90.360001,91.589996,177900,85.118942
"400",91.559998,92.230003,91,91.830002,154900,85.341988
"401",91.849998,92.650002,91.730003,91.959999,254600,85.462791
"402",91.849998,92.349998,90.879997,91.959999,274600,85.462791
"403",91.760002,92.059998,90.949997,91.870003,371700,85.379158
"404",91.870003,91.870003,89.800003,91.239998,575900,84.793663
"405",91.040001,92.589996,91.040001,91.269997,302900,84.821548
"406",91.400002,92,91.139999,91.82,360200,85.33268
"407",91.82,93.349998,91.599998,92.599998,587800,86.057594
"408",92.620003,93.860001,92.559998,93.040001,345200,86.466499
"409",92.889999,94.209999,92.889999,94.18,281300,87.525955
"410",94.040001,94.849998,94.010002,94.339996,302800,87.674629
"411",94.599998,94.720001,93.510002,93.589996,191900,86.977638
"412",93.620003,93.620003,92.589996,92.900002,266500,86.33638
"413",92.980003,92.980003,92.169998,92.510002,330300,85.973953
"414",92.629997,93.400002,92,92.120003,317000,85.611504
"415",91.669998,92.400002,91.669998,92.220001,301500,86.158028
"416",92.400002,92.68,91.480003,91.779999,309300,85.746964
"417",91.739998,92,91.339996,91.800003,359400,85.765648
"418",91.879997,92.540001,91.68,92.330002,321000,86.260811
"419",92.349998,92.830002,92.269997,92.550003,351500,86.466354
"420",92.589996,92.900002,91.919998,92.230003,355200,86.167389
"421",92.419998,93.25,92.190002,92.389999,360900,86.316856
"422",92.400002,93.730003,92.209999,93.599998,273300,87.447319
"423",93.809998,94.339996,93.379997,94.059998,369000,87.877083
"424",93.730003,94.110001,92.980003,93.620003,210500,87.466026
"425",93.730003,94.199997,92.940002,93,311200,86.886757
"426",93.260002,94.470001,92.010002,93.739998,350800,87.578125
"427",93.720001,94.019997,93.25,93.610001,168900,87.456688
"428",93.760002,94.599998,92.870003,94.5,310900,88.288162
"429",94.370003,94.5,93.25,94.120003,357200,87.933159
"430",94.010002,94.879997,93.860001,94.769997,319900,88.540413
"431",94.879997,95.220001,94.010002,94.489998,295600,88.278839
"432",94.669998,94.669998,91.949997,92.709999,424100,86.615829
"433",92.690002,93.660004,92.160004,93.309998,409300,87.176392
"434",93.629997,94.540001,92.830002,94.010002,697000,87.830368
"435",94.120003,94.230003,93.610001,93.900002,410400,87.727615
"436",93.839996,94.230003,93.290001,93.5,399500,87.353882
"437",93.650002,94.120003,92.599998,92.629997,723800,86.541077
"438",92.779999,93.790001,92.580002,93.290001,676900,87.157707
"439",93.32,93.940002,93.230003,93.910004,497000,87.736946
"440",93.849998,94.169998,92.629997,92.75,418900,86.653175
"441",92.769997,94.059998,92.769997,93.690002,309600,87.53141
"442",93.57,93.980003,92.150002,92.739998,305800,86.643852
"443",92.5,92.949997,91.800003,92.839996,360000,86.737289
"444",92.779999,94.82,92.769997,94.639999,598600,88.418961
"445",95,97.300003,95,96.949997,814800,90.577118
"446",97.309998,98.400002,96.639999,96.830002,583400,90.465004
"447",96.529999,97.449997,95.989998,96.019997,472700,89.708252
"448",95.989998,96.489998,93.300003,93.349998,397700,87.213753
"449",93.389999,93.440002,91.559998,92.610001,378700,86.5224
"450",92.959999,93.879997,92.660004,93.470001,242500,87.325874
"451",93.449997,95.059998,93.029999,94.93,293100,88.689903
"452",94.830002,95.029999,94.010002,94.629997,246900,88.409615
"453",94.779999,96.239998,94.779999,95.389999,363400,89.119659
"454",95.440002,97.480003,95.440002,97.07,347400,90.689224
"455",97.209999,97.589996,96.339996,96.510002,345700,90.166046
"456",96.400002,96.730003,94.669998,95.68,336700,89.39061
