"","ATO.Open","ATO.High","ATO.Low","ATO.Close","ATO.Volume","ATO.Adjusted"
"457",95.919998,98.050003,95.489998,97.139999,424500,90.754623
"458",96.790001,96.790001,95.209999,95.629997,380000,89.343872
"459",95.690002,95.910004,93.040001,93.620003,489300,87.466026
"460",93.660004,95.019997,93.660004,94.489998,443800,88.278839
"461",94.730003,95.650002,93.839996,94.800003,491600,88.568459
"462",94.339996,94.349998,92.639999,93.080002,846800,86.96151
"463",93.279999,93.669998,92.389999,92.940002,491300,86.830719
"464",93.129997,93.129997,91.279999,92.139999,437000,86.08329
"465",92.279999,93.970001,91.959999,93.290001,429000,87.157707
"466",93.220001,95.470001,92.879997,95.459999,475400,89.185051
"467",95.940002,96.760002,95.349998,96.699997,357400,90.343544
"468",96,97.470001,94.43,95.839996,833100,89.5401
"469",95.870003,97.43,95.339996,96.690002,344100,90.334213
"470",96.440002,98.25,96.269997,96.669998,481100,90.315529
"471",96.699997,97.230003,95.709999,96.400002,592200,90.063278
"472",96.110001,97.459999,95.839996,97.290001,688600,90.894768
"473",97.57,98.949997,96.050003,98.910004,611100,92.408295
"474",99.169998,99.769997,98.779999,99.029999,575500,92.520378
"475",98.980003,99.779999,98.169998,99.339996,723900,92.81002
"476",99.790001,100.760002,97.519997,98.199997,573400,91.744942
"477",97.989998,98.120003,97.089996,97.720001,346100,91.296509
"478",97.290001,98.139999,96.709999,97.150002,235600,91.254234
"479",97.300003,97.949997,96.690002,97.809998,405300,91.874176
"480",97.769997,98.5,97.449997,98.419998,935000,92.447151
"481",98.330002,98.849998,97.480003,97.629997,695200,91.705093
"482",94.709999,95.480003,92.800003,93.449997,5175000,87.77877
"483",94,95.699997,93.610001,95.669998,2173500,89.864052
"484",95.669998,97.669998,94.769997,97.610001,1095800,91.68631
"485",98.199997,98.790001,97.120003,97.559998,1270000,91.639343
"486",98.059998,98.580002,96.209999,98.550003,1422900,92.569275
"487",98.459999,99.260002,97.900002,98.790001,983400,92.794701
"488",98.589996,98.839996,96.370003,98.449997,726700,92.475334
"489",98.510002,99.120003,97.93,98.5,997000,92.522293
"490",98.970001,99.620003,98.379997,98.589996,739100,92.60685
"491",98.629997,99.800003,98.519997,99.5,1218400,93.461617
"492",99.080002,99.769997,97.830002,98.470001,941400,92.494125
"493",98.660004,98.93,95.400002,95.559998,1355500,89.760719
"494",95.849998,96.239998,94.209999,94.519997,1000800,88.783836
"495",94.93,96.110001,93.769997,94.93,1008400,89.168945
"496",94.93,96.620003,94.029999,95.099998,891300,89.328636
"497",94.940002,97.199997,94.370003,94.459999,2943500,88.72747
"498",94.650002,95,89.32,89.330002,466200,83.908813
"499",89.32,90.239998,87.879997,90.120003,806500,84.650864
"500",89.959999,91.290001,88.260002,91.199997,1287600,85.665329
"501",91.440002,92.379997,90.720001,91.660004,546900,86.097412
"502",91.760002,92.870003,91.010002,92.720001,716000,87.093071
"503",92.290001,92.849998,89.190002,89.849998,815500,84.397247
"504",89.870003,91.529999,89.769997,90.529999,628900,85.035988
"505",90.169998,92.129997,90.169998,91.690002,466600,86.125587
"506",91.470001,92.120003,90.68,91.019997,569400,85.496239
"507",90.970001,92.32,90.949997,92.209999,1251800,86.614021
"508",92.199997,92.650002,90.389999,90.699997,571600,85.195656
"509",90.709999,92.620003,90.419998,92.419998,800100,86.811287
"510",92.790001,92.790001,91.43,91.900002,542000,86.322838
"511",91.589996,92.010002,90.699997,91.339996,804000,85.796822
"512",90.800003,93.099998,90.800003,92.610001,440200,86.989754
"513",92.720001,94.470001,92.559998,94.360001,780400,88.633537
"514",94.209999,95.150002,94.07,94.989998,666600,89.225319
"515",95.080002,95.57,94.769997,95.43,384200,89.638626
"516",95.199997,95.730003,94.309998,95.199997,543900,89.422569
"517",95.470001,96.349998,95.379997,96.160004,429500,90.32431
"518",96.43,97.080002,95.739998,96.669998,683300,90.80336
"519",96.519997,96.519997,94.639999,94.830002,536400,89.075027
"520",94.940002,95.019997,93.970001,94.330002,386700,88.605377
"521",94.699997,95.370003,93.900002,94.779999,398200,89.028053
"522",94.529999,95.889999,94.239998,95.489998,685900,89.694984
"523",95.470001,97.900002,95.309998,97.629997,689600,91.705093
"524",97.209999,97.720001,96.32,97.220001,792800,91.32
"525",96.779999,96.779999,95.550003,96.440002,548900,90.587311
"526",96.449997,96.980003,95.980003,96.580002,846200,90.718826
"527",95.809998,96.959999,93.860001,95.870003,1088600,90.05191
"528",95.650002,97.050003,94.519997,97.029999,594500,91.141518
"529",97.32,98.440002,97.099998,97.970001,782100,92.024475
"530",96.309998,96.959999,95.660004,96.849998,2466300,90.972443
"531",97.07,97.129997,95.440002,95.849998,1774700,90.033112
"532",95.599998,96.790001,95.089996,96.589996,1797600,90.728218
"533",96.830002,97.510002,95.519997,95.959999,31583900,90.136452
"534",96.239998,97.260002,96.239998,97.050003,2440400,91.160301
"535",97.169998,97.830002,96.839996,97.300003,848500,91.395134
"536",97.379997,98.199997,96.760002,98,882100,92.052643
"537",97.559998,99.209999,97.339996,99.129997,822400,93.114067
"538",98.790001,99.589996,98.32,99.480003,695400,93.940353
"539",99.559998,99.559998,97.93,98.300003,651100,92.826057
"540",98.669998,98.889999,97.760002,98.279999,1013200,92.807167
"541",97.879997,99.160004,97.779999,98.860001,1760600,93.354881
"542",98.580002,99.419998,98.050003,98.849998,1139300,93.345436
"543",99.010002,99.410004,98.160004,98.900002,642100,93.392647
"544",99.849998,99.889999,98.309998,99.870003,975500,94.308617
"545",99.949997,100.269997,99.150002,99.370003,836600,93.836464
"546",99.459999,99.760002,99.050003,99.489998,734200,93.949783
"547",99.75,100.32,99.139999,99.459999,587700,93.921448
"548",99.5,100.199997,99.260002,100.160004,563100,94.582489
"549",100.019997,100.559998,99.760002,100.559998,709200,94.96019
"550",100.57,101.440002,100.279999,101.400002,677200,95.753418
"551",101.5,102.25,101.260002,101.809998,883300,96.140579
"552",101.870003,102.440002,101.360001,101.5,632200,95.847855
"553",101.309998,102.25,101.290001,101.510002,2586500,95.857307
"554",101.459999,102.169998,101.389999,102,834100,96.32
"555",101.879997,102,101.139999,101.480003,888800,95.828979
"556",101.470001,102.410004,100.769997,101.410004,693900,95.762863
"557",101.220001,102.779999,101.209999,102.650002,428700,96.933815
"558",103.029999,103.610001,102.669998,102.809998,536100,97.084908
"559",102.730003,103.25,102.25,102.93,847300,97.198219
"560",103.129997,103.809998,102.779999,103.720001,571500,97.944244
"561",103.849998,104.07,102.720001,102.940002,591100,97.207657
"562",103.080002,103.419998,101.860001,102.480003,500600,96.773285
"563",102.529999,103.150002,102.139999,102.93,852300,97.198219
"564",102.93,102.970001,101.519997,102.07,684400,96.386124
"565",102.300003,102.300003,99.650002,100.169998,2501900,94.591919
"566",100.360001,101.639999,99.489998,101.510002,827900,95.857307
"567",101.699997,101.699997,100.190002,100.639999,541400,95.035744
"568",100.650002,101.559998,100.25,101.529999,598500,95.876183
"569",101.410004,101.449997,100.760002,100.919998,453900,95.300156
"570",100.910004,101.199997,100.410004,100.580002,430400,94.979088
"571",100.790001,101.459999,100.279999,100.43,433400,94.837448
"572",100.459999,100.790001,100.029999,100.690002,429300,95.08297
"573",100.410004,101.379997,99.989998,101.190002,404400,95.55513
"574",101.480003,101.709999,100.849998,101.110001,332600,95.479584
"575",101.199997,101.580002,99.839996,100.169998,761500,94.591919
"576",100.110001,100.110001,99.089996,99.440002,462800,93.90258
"577",99.57,99.919998,99.129997,99.18,754400,93.657051
"578",99.080002,99.309998,98.660004,99.07,398800,93.553169
"579",99.370003,100.080002,99.139999,99.57,1003800,94.025337
"580",99.809998,100.510002,99.389999,100.089996,878600,94.516373
"581",99.800003,101.290001,99.629997,100.980003,395000,95.356819
"582",101.489998,101.900002,100.910004,100.980003,355400,95.356819
"583",100.599998,100.860001,100.239998,100.480003,814600,94.884659
"584",100.82,102.379997,100.5,102.339996,779900,96.641075
"585",102.059998,102.629997,101.370003,101.989998,666600,96.310585
"586",101.940002,102.519997,101.360001,102.080002,504900,96.395554
"587",101.839996,103.129997,101.809998,102.940002,459100,97.207657
"588",103.190002,103.419998,102.589996,103.059998,604900,97.320976
"589",103,103.419998,101.43,102.230003,793200,96.537209
"590",101.720001,102.050003,100.230003,100.739998,930400,95.13018
"591",100.900002,101.760002,100.230003,100.699997,627300,95.0924
"592",100.830002,102.040001,100.300003,101.919998,708700,96.244476
"593",101.459999,102.639999,101.330002,102.5,1166500,96.792175
"594",102.43,102.559998,101.269997,101.440002,787100,95.791199
"595",101.519997,101.669998,100.709999,100.739998,725100,95.13018
"596",100.550003,102.07,100.379997,101.650002,670100,95.989502
"597",101.690002,103.370003,101.540001,102.660004,2563400,96.94326
"598",102.839996,103.339996,102.400002,102.849998,985200,97.122665
"599",102.830002,103.279999,102,102.059998,717100,96.376671
"600",102.25,102.93,101.900002,102.889999,579100,97.160454
"601",102.93,103.480003,102.269997,103.360001,773300,97.604279
"602",103.029999,103.349998,102.629997,102.809998,664200,97.580551
"603",102.989998,103.050003,101.379997,101.510002,1327100,96.346672
"604",101.800003,101.800003,100.279999,100.739998,965100,95.615845
"605",100.300003,101.269997,100.300003,100.639999,729600,95.520935
"606",100.720001,101.849998,100.32,101.800003,761700,96.621925
"607",102.050003,103.010002,101.379997,102.870003,589700,97.637505
"608",103.040001,103.040001,99.970001,101.550003,931600,96.384651
"609",102.050003,104.220001,101.57,103.839996,733300,98.558167
"610",103.879997,104.790001,103.599998,104.220001,609600,98.918831
"611",104.690002,105.190002,104.099998,104.209999,554100,98.909348
"612",103.790001,103.790001,102.68,103.120003,475400,97.874786
"613",103.139999,103.830002,102.089996,102.620003,477100,97.400223
"614",102.809998,104.410004,102.809998,104.330002,431800,99.023232
"615",104.589996,105,104.129997,104.540001,421400,99.222549
"616",104.620003,105.190002,104.529999,104.989998,396300,99.649658
"617",104.959999,105.279999,104.160004,104.75,312600,99.421883
"618",105.480003,105.510002,103.870003,104.68,550800,99.355431
"619",104.279999,105.879997,104.099998,105.68,634200,100.304565
"620",106.129997,106.239998,104.709999,105.900002,391400,100.51339
"621",105.900002,107.559998,105.059998,107.459999,1821100,101.994026
"622",107.300003,108.010002,106.669998,107.019997,915500,101.576408
"623",107.32,108.459999,107.110001,107.93,814200,102.440125
"624",107.629997,107.839996,104.07,104.080002,832300,98.785957
"625",104.32,104.910004,104,104.830002,573800,99.497803
"626",104.68,105.68,104.68,105.559998,768900,100.190666
"627",105.709999,105.839996,104.18,105.269997,744300,99.915428
"628",105.709999,106.690002,105.610001,106.540001,635400,101.120834
"629",106.959999,107.860001,106.769997,107.32,379900,101.861145
"630",106.550003,107.169998,105.519997,107.110001,305600,101.661827
"631",107.269997,107.589996,106.190002,106.809998,445200,101.377083
"632",106.669998,107.019997,105.940002,106.980003,669400,101.538452
"633",107.019997,107.889999,106.760002,106.809998,441400,101.377083
"634",106.760002,107.43,106.339996,107,506400,101.557434
"635",106.910004,107.010002,105.980003,106.459999,361900,101.044891
"636",107.260002,107.629997,106.389999,107.260002,630200,101.804199
"637",107.230003,107.410004,106.370003,107.099998,567200,101.652344
"638",107.510002,108.150002,107.419998,107.919998,704100,102.430634
"639",108.089996,108.589996,107.25,108.410004,529000,102.895706
"640",108.290001,108.830002,107.260002,107.269997,710900,101.813698
"641",107.599998,107.949997,106.669998,107.440002,549900,101.975052
"642",107.639999,108.029999,106.900002,107.629997,579200,102.15538
"643",108.139999,108.139999,106.559998,107.639999,842100,102.164879
"644",107.610001,108.279999,106.870003,107.110001,504400,101.661827
"645",107.050003,108.529999,107.050003,108.129997,505200,102.629944
"646",108.5,109.18,108.089996,108.870003,525700,103.332306
"647",108.730003,109.959999,108.199997,108.870003,579300,103.332306
"648",108.970001,110.059998,108.230003,109.040001,1061800,103.493668
"649",109.080002,110.449997,108.730003,110.040001,837200,104.442802
"650",110.290001,110.93,109.459999,109.629997,631900,104.05365
"651",109.730003,110.099998,106.339996,106.940002,881400,101.500488
"652",107.18,108.75,105.779999,108.349998,762700,102.83876
"653",108.540001,108.800003,106.730003,107.93,759900,102.440125
"654",107.029999,109.580002,105.699997,109.43,856000,103.863838
"655",109.290001,109.699997,108.480003,108.559998,581800,103.038071
"656",108.889999,109.230003,108.129997,108.919998,407300,103.379768
"657",108.779999,109.449997,108.199997,109.089996,560900,103.541107
"658",109.239998,109.790001,107.970001,108.300003,758800,102.791306
"659",108.339996,109.760002,107.720001,109.370003,653600,103.806885
"660",109.730003,110.629997,109.410004,110.440002,689900,104.822456
"661",110.389999,111.43,109.769997,110.879997,629500,105.240059
"662",111.190002,111.209999,110.07,110.209999,565800,104.604149
"663",110.150002,111.139999,109.889999,111.080002,340900,105.429893
"664",111.110001,111.580002,110.269997,111.199997,485300,105.543785
"665",110.919998,111.169998,108.190002,108.629997,570100,103.593605
"666",108.650002,109.5,108.150002,109.25,552800,104.184868
"667",109.75,109.959999,107.790001,108.040001,1022500,103.030952
"668",108.099998,108.400002,107.25,108.279999,1275300,103.259834
"669",108.879997,110.059998,108.489998,109.980003,710300,104.88102
"670",110.279999,110.669998,109.470001,110.230003,624900,105.119431
"671",110.120003,111.769997,109.68,111.769997,1121600,106.588028
"672",111.900002,111.900002,110.389999,110.959999,1000300,105.815582
"673",110.209999,110.400002,109.400002,109.68,753700,104.594917
"674",110.07,110.239998,108.510002,109.089996,688600,104.03228
"675",108.400002,108.699997,107.480003,107.739998,925500,102.744865
"676",107.949997,108.800003,107.139999,108.800003,657900,103.755722
"677",108.830002,110.160004,108.339996,109.57,984600,104.490021
"678",110.529999,110.919998,109.339996,109.440002,651400,104.366066
"679",108.769997,109.970001,108.709999,109.730003,488500,104.642601
"680",110.050003,110.209999,109.389999,110.110001,345900,105.00499
"681",110.139999,111.349998,109.209999,110.959999,762100,105.815582
"682",111.440002,112.43,111.360001,111.800003,900900,106.616638
"683",112.400002,112.660004,111.739998,112.279999,411900,107.074371
"684",112.699997,113.309998,112.089996,112.980003,1216100,107.74192
"685",112.900002,113.410004,112.550003,112.589996,524900,107.37001
"686",112.959999,114.699997,112.849998,114.290001,974800,108.991196
"687",114.129997,115.190002,113.629997,114.419998,1300300,109.115158
"688",114.669998,115.089996,114.209999,114.650002,724000,109.334503
"689",114.300003,114.879997,113.260002,114.050003,748600,108.762321
"690",114.099998,114.580002,113.660004,113.889999,660000,108.609741
"691",113.720001,114.190002,112.940002,112.980003,760600,107.74192
"692",112.790001,113,111.169998,111.5,557800,106.330544
"693",111.540001,111.879997,110.82,111.790001,509200,106.607094
"694",112.099998,113.18,111.510002,113.139999,413400,107.894508
"695",112.769997,113.059998,112.099998,112.690002,419700,107.46537
"696",112.589996,112.589996,111.199997,111.239998,440800,106.082588
"697",111.550003,111.650002,110.900002,111.32,615700,106.15889
"698",111.040001,111.580002,110.410004,110.849998,615400,105.710686
"699",111.059998,112.019997,110.510002,111.360001,444000,106.197037
"700",112.370003,112.419998,111.07,111.360001,719200,106.197037
"701",111.040001,111.690002,109.82,109.989998,693100,104.890541
"702",109.900002,111.110001,109.160004,111.110001,1272400,105.958626
"703",110.959999,112.050003,110.599998,111.839996,548600,106.654778
"704",111.199997,111.910004,110.68,111.599998,732100,106.425903
"705",111.599998,111.949997,111.059998,111.879997,615500,106.692932
"706",112.120003,112.93,112.110001,112.330002,497300,107.12207
"707",112.419998,113.220001,112.239998,113.010002,529100,107.770538
"708",112.919998,113.620003,112.709999,113.419998,447700,108.161522
"709",113.620003,113.650002,111.660004,112.300003,455700,107.093452
"710",112.019997,112.370003,110.860001,110.940002,571300,105.796509
"711",111.099998,111.559998,110.459999,111.559998,1206000,106.387764
"712",111.309998,112.419998,110.940002,112.330002,536800,107.12207
"713",112.449997,112.830002,111.75,112.480003,917300,107.265114
"714",112.339996,112.82,111.309998,111.699997,508000,106.521263
"715",111.550003,111.800003,109.07,109.489998,827300,104.413734
"716",109.029999,109.230003,107.57,107.919998,1032900,102.916527
"717",108.050003,109.129997,107.779999,108.769997,786800,103.727112
"718",108.559998,109.730003,107.110001,108.18,1216600,103.164474
"719",107.769997,108.529999,106.800003,107.32,953400,102.344345
"720",107.470001,107.739998,106.760002,107.510002,520300,102.525536
"721",107.449997,107.529999,106.720001,107,841100,102.039177
"722",107.209999,109.57,106.889999,109.120003,874400,104.060883
"723",109.489998,109.860001,108.849998,109.57,789400,104.490021
"724",109.580002,109.75,109.209999,109.489998,727200,104.413734
"725",109.57,110.639999,109.050003,109.290001,963100,104.223
"726",109.330002,109.559998,108.620003,108.639999,662300,103.603142
"727",108.379997,108.93,108.209999,108.790001,557000,103.746193
"728",108.849998,108.860001,107.419998,108.040001,671500,103.030952
"729",107.410004,107.720001,106.389999,107.32,651900,102.891945
"730",107.349998,107.650002,106.639999,106.760002,767300,102.355057
"731",106.900002,107.830002,106.669998,107.290001,1208500,102.863174
"732",106.949997,107.019997,106.089996,106.919998,1513100,102.508453
"733",107.300003,107.720001,106.879997,106.959999,503900,102.546799
"734",106.540001,106.93,105.68,105.760002,981700,101.396317
"735",106.18,106.540001,105.129997,105.470001,773600,101.118271
"736",106.360001,107.169998,106.029999,106.989998,1114300,102.575554
"737",106.470001,106.849998,106.010002,106.760002,698800,102.355057
"738",106.610001,107.260002,106.400002,106.519997,634200,102.124947
"739",106.739998,107.029999,105.849998,106.309998,669100,101.923622
"740",106.5,106.879997,106.139999,106.75,637800,102.345451
"741",106.970001,107.459999,106.580002,107.199997,770900,102.776894
"742",107.050003,107.110001,105.949997,106.510002,676900,102.115372
"743",106.5,107.209999,105.959999,107.050003,720200,102.63308
"744",106.970001,108.5,106.900002,108.43,767700,103.956154
"745",108.660004,109.610001,108.470001,108.650002,720600,104.167068
"746",108.5,110.389999,108.07,110.150002,1362200,105.605179
"747",109.849998,110.870003,109.849998,110.809998,1183200,106.237953
"748",111,112.82,110.650002,112.260002,1802000,107.628128
"749",112.360001,112.360001,110.879997,111.110001,698700,106.525558
"750",111.169998,111.230003,110.25,110.580002,179800,106.017441
"751",110.93,110.980003,110.120003,110.5,450500,105.940727
"752",110.540001,110.589996,109.980003,110.129997,648600,105.585991
"753",109.949997,110.480003,109.75,110.470001,500700,105.91198
"754",110.440002,111.879997,110.379997,111.860001,637900,107.244614
"755",112.040001,112.040001,109.419998,110.379997,906900,105.825668
"756",110.059998,111.32,110.059998,111.110001,724200,106.525558
"757",110.959999,111.68,110.889999,110.959999,822900,106.381752
"758",112,112.019997,110.43,111.699997,875500,107.091217
"759",111.709999,111.709999,110.660004,110.739998,905100,106.170822
"760",110.580002,111.510002,110.550003,111.099998,834600,106.515984
"761",111.379997,111.790001,111.190002,111.389999,543400,106.794014
"762",111.400002,112.82,111.400002,112.540001,403400,107.896576
"763",112.610001,112.879997,112.089996,112.809998,601400,108.155426
"764",113.019997,113.970001,112.980003,113.75,561900,109.056641
"765",114.029999,114.959999,113.739998,114.709999,785000,109.977036
"766",114.800003,115.089996,114.040001,114.980003,602100,110.235886
"767",115.139999,116.110001,114.550003,115.919998,925500,111.137115
"768",116.660004,116.730003,115.720001,116.089996,690900,111.300087
"769",116.040001,116.93,115.879997,116.879997,672300,112.057503
"770",117.059998,117.660004,116.589996,117.379997,699400,112.536865
"771",117.169998,117.980003,115.93,116.389999,1026800,111.587708
"772",116.540001,117.839996,116.050003,116.309998,599000,111.511009
"773",116.309998,116.639999,115.639999,116.309998,607700,111.511009
"774",116.239998,117.519997,115.910004,117.379997,577200,112.536865
"775",116.970001,117.730003,115.82,117.029999,3787700,112.201302
"776",117.400002,118.739998,117,118.669998,1245900,113.773628
"777",118.5,119.199997,117.220001,117.220001,974000,112.383453
"778",116.519997,118.959999,115,118.279999,1167600,113.399727
"779",118.620003,118.620003,117.129997,117.660004,1362900,112.805313
"780",117.809998,118.139999,117.150002,117.589996,817300,112.738197
"781",117.919998,118.349998,117.690002,118.309998,656400,113.42849
"782",118.620003,119.68,118.480003,119.360001,502100,114.435173
"783",118.879997,119.220001,117.669998,117.940002,957200,113.073761
"784",117.93,119.559998,117.82,119.5,618900,114.569397
"785",118.830002,120.529999,117.199997,120.449997,1290800,115.480194
"786",120.660004,121.080002,120.260002,120.57,939300,115.595238
"787",120.470001,120.480003,119.599998,119.599998,693800,114.66526
"788",119.739998,119.779999,118.839996,119.230003,894500,114.310532
"789",118.82,119.639999,118.529999,118.699997,967000,114.353889
"790",117.93,118.279999,116.089996,116.220001,967100,111.964684
"791",116.620003,117.099998,113.690002,113.739998,830200,109.575485
"792",113.980003,115.239998,112.050003,112.089996,1023200,107.985901
"793",111.769997,113.120003,107.199997,107.199997,1163000,103.274948
"794",104.830002,105.660004,101.730003,103.25,2349500,99.469574
"795",103.709999,108.309998,103.309998,107.889999,1877500,103.93969
"796",107.620003,109.370003,105.690002,106.540001,1146700,102.639114
"797",107.940002,113.150002,107.940002,112.900002,1106300,108.766243
"798",111.019997,111.900002,110.190002,111.129997,1204600,107.06105
"799",107.599998,111.669998,106.5,111.25,1557800,107.176659
"800",107.110001,107.470001,103.330002,105.129997,1519800,101.280731
"801",106.860001,107.309998,101.160004,105.43,1418500,101.569748
"802",103.199997,103.93,100.529999,102.849998,1295900,99.084221
"803",96.129997,102.730003,90.510002,94.68,1667100,91.213364
"804",98.809998,100.669998,93.550003,100.669998,1463000,96.984039
"805",92.870003,97.980003,91.169998,93.68,1546200,90.249977
"806",96.199997,108.330002,95.790001,108.089996,1887700,104.132362
"807",102.639999,109.940002,95.260002,105.839996,1574400,101.964737
"808",106.379997,106.379997,92.18,98.510002,1472900,94.90313
"809",98.849998,99.010002,85.559998,86.199997,1884000,83.043839
"810",85.519997,85.57,77.919998,80.5,1491700,77.552551
"811",83.199997,89.300003,81.209999,88.589996,1351700,85.346329
"812",87.93,93.790001,79.480003,90.300003,1183500,86.993729
"813",90.190002,97.080002,90.190002,96.269997,810100,92.74514
"814",92.779999,100.419998,91.209999,97.410004,879600,93.843407
"815",98.519997,103.379997,97.860001,102.82,1058000,99.055313
"816",101.639999,102.260002,98.559998,99.230003,944000,95.596764
"817",95.599998,100.029999,92.330002,94.639999,999500,91.17482
"818",93.519997,98.580002,93.519997,97.370003,565400,93.804855
"819",95.919998,97.160004,93.010002,94.160004,684200,90.712395
"820",97.82,104.949997,97.739998,103.629997,794900,99.835655
"821",105.959999,105.959999,98.080002,98.419998,1085000,94.816429
"822",99.300003,103.419998,97.769997,102.650002,822000,98.891541
"823",103.959999,108.410004,103.410004,105.199997,1263800,101.348183
"824",104.029999,104.800003,101.800003,103.269997,639700,99.488831
"825",105.68,108.650002,104.370003,108.110001,791100,104.151634
"826",106.209999,107.620003,105.400002,106.349998,819500,102.45607
"827",106.639999,107.300003,103.650002,105.089996,622000,101.242203
"828",106.650002,111.339996,105.730003,110.699997,1061100,106.64679
"829",108.889999,109.410004,102.120003,102.529999,764800,98.775932
"830",100.57,103.279999,100.290001,100.790001,575000,97.099648
"831",102.760002,103.25,101.400002,102.32,514300,98.573624
"832",103.18,103.269997,100.419998,101.330002,875200,97.619881
"833",102.639999,104.720001,101.160004,104.410004,881800,100.587105
"834",105.059998,106.099998,103.739998,105.550003,730500,101.685364
"835",106.760002,107.919998,105.019997,107.150002,917400,103.226791
"836",109.260002,109.260002,104.25,104.860001,735300,101.020622
"837",104.470001,104.989998,101.279999,101.970001,1322200,98.23645
"838",101.110001,101.110001,98.82,100.099998,626700,96.434898
"839",99.669998,100.980003,98.669998,100.75,885300,97.061119
"840",101.639999,102.949997,101.110001,101.769997,952800,98.043747
"841",102.150002,102.150002,96.089996,96.550003,1122300,93.014893
"842",98.129997,101.290001,96.099998,96.379997,1119000,92.851112
"843",97.389999,97.870003,96.160004,97.330002,868200,93.766335
"844",96.610001,97.669998,94.639999,96.779999,1321700,93.236465
"845",97.040001,97.5,95.910004,96.370003,951100,92.841476
"846",95.889999,96.629997,94.910004,96.440002,865100,92.908913
"847",95.32,95.769997,92.510002,94.889999,991400,91.415665
"848",94.129997,95.75,91.279999,95.110001,3166400,91.627609
"849",98.489998,99.260002,97.339996,98.519997,793200,94.912758
"850",97.809998,99.550003,96.239998,96.300003,805900,92.774048
"851",97.809998,100.330002,97.480003,99.410004,1128600,95.77018
"852",99.019997,100.040001,97.690002,97.779999,642300,94.199844
"853",97.400002,98.379997,97.290001,98.330002,602600,95.290077
"854",99.57,100.389999,97.389999,97.599998,611800,94.582649
"855",99.43,99.610001,97.059998,99.18,772000,96.1138
"856",100.900002,102.580002,100.75,101.68,810600,98.536507
"857",100.989998,103.989998,100.57,102.779999,3602100,99.602509
"858",103.190002,103.870003,102.07,102.949997,861300,99.767242
"859",103.68,103.779999,102.32,103.25,718900,100.057968
"860",103.68,105.769997,103.32,104.760002,785500,101.521286
"861",103.959999,104.610001,101.839996,104.220001,1876500,100.997986
"862",104.800003,105.68,103.980003,104.529999,1391600,101.298401
"863",104.400002,106.489998,103.279999,106.029999,838200,102.752022
"864",105.230003,105.230003,102.919998,104.32,628700,101.094887
"865",103.970001,105.169998,103.360001,103.739998,570100,100.532822
"866",102,102.599998,98.330002,99.269997,1073500,96.201012
"867",101.709999,101.709999,98.970001,100.43,946200,97.32515
"868",98.239998,101.75,97.720001,101.080002,1540100,97.955055
"869",103.669998,104.82,101.580002,102.260002,1206700,99.098579
"870",102.489998,102.790001,100.529999,101.18,569900,98.051956
"871",100.330002,102.199997,100.330002,101.449997,564400,98.313614
"872",102.970001,103.309998,99.480003,99.720001,2081700,96.637108
"873",99.139999,100.57,98.400002,100.120003,670400,97.024742
"874",101.260002,101.519997,98.489998,98.839996,1040100,95.784302
"875",98.019997,99.040001,97.050003,98.959999,1549000,95.900604
"876",98.459999,98.68,95.300003,97.07,1119900,94.069023
"877",97.150002,98.290001,96.099998,97.459999,2046600,94.446968
"878",98.110001,98.559998,96.790001,98.379997,726000,95.338524
"879",98.459999,100.309998,98.239998,99.580002,926600,96.501434
"880",99.75,101.339996,99.75,100.690002,606200,97.577118
"881",101.190002,102.169998,100.860001,101.18,405800,98.051956
"882",102.099998,102.879997,100.730003,101.239998,730000,98.110107
"883",100.370003,101.07,99.669998,100.07,655000,96.97628
"884",100.019997,100.360001,98.690002,99.379997,619200,96.30761
"885",98.720001,98.800003,97.080002,97.690002,819000,94.669861
"886",97.690002,99.730003,97.559998,99.089996,498300,96.026573
"887",99.589996,100.68,99.019997,99.690002,743200,96.608032
"888",99.75,101.040001,99.199997,100.43,764400,97.32515
"889",101.379997,102.370003,100.470001,100.639999,667700,97.528656
"890",100.629997,101.330002,100.089996,100.550003,555700,97.441444
"891",101.029999,101.660004,100.459999,101.059998,645500,97.935669
"892",100.809998,101.32,99.480003,99.809998,920000,96.724312
"893",100.419998,102.32,99.879997,102.150002,681300,98.991982
"894",101.830002,104.349998,101.260002,104.029999,697400,100.813858
"895",104.050003,104.5,102.949997,103.699997,800600,100.494049
"896",104.160004,104.800003,102.480003,103,648800,99.815704
"897",102.980003,103.739998,102.209999,102.57,641400,99.398987
"898",102.199997,105.139999,102.199997,104.599998,819100,101.366234
"899",105.029999,105.980003,105.029999,105.660004,910400,102.393471
"900",104.809998,105.769997,104.699997,105.419998,566100,102.160873
"901",105.32,106.669998,104.639999,105.989998,1333400,102.713264
"902",105.610001,105.650002,104.050003,105.309998,543700,102.054276
"903",104.129997,105.610001,104.120003,104.809998,754600,101.569733
"904",104.800003,105.980003,103.25,103.690002,820800,100.484367
"905",106.099998,106.099998,103.349998,104.699997,717700,101.46315
"906",103.889999,106.610001,103.889999,105.709999,567500,102.44191
"907",106.43,107.019997,105.580002,106.040001,561000,102.761711
"908",106.669998,106.669998,103.300003,103.529999,695800,100.329315
"909",104.099998,106,104.050003,104.959999,876000,101.715096
"910",104.459999,105.080002,103.839996,104.620003,658200,101.38562
"911",104.730003,105.220001,103.519997,104.5,986100,101.269318
