"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"41",739.849976,739.849976,730.440002,733.530029,275700,733.530029
"42",731.72998,734.030029,720.200012,725.23999,483700,725.23999
"43",728,728,720.840027,723.909973,302600,723.909973
"44",721.859985,726.299988,711,712.719971,495300,712.719971
"45",711.119995,719.820007,705.299988,717.669983,417600,717.669983
"46",718.049988,721.320007,714.559998,715.929993,334500,715.929993
"47",717.570007,720.929993,713.97998,717.030029,276500,717.030029
"48",716,730.530029,712.780029,728.549988,367600,728.549988
"49",728.219971,731.5,724.440002,728.98999,250600,728.98999
"50",729.150024,729.349976,711.330017,716.289978,559600,716.289978
"51",713.909973,721.960022,713.299988,721.849976,270700,721.849976
"52",723.119995,732.090027,723.119995,730.77002,474200,730.77002
"53",730.26001,735,726.789978,729.789978,298800,729.789978
"54",731.02002,732.429993,723.669983,725.210022,317900,725.210022
"55",729.73999,731.890015,723.390015,725.349976,281900,725.349976
"56",724.179993,730.289978,719.48999,725.5,260700,725.5
"57",725.559998,727.330017,719.25,721.159973,187100,721.159973
"58",716.5,719.140015,712.340027,714.159973,367800,714.159973
"59",712.51001,717.02002,706.280029,716.98999,386000,716.98999
"60",717.210022,724,716.659973,722.460022,267900,722.460022
"61",722,723.169983,711.219971,719.080017,334900,719.080017
"62",718.280029,727,716.950012,723.049988,300800,723.049988
"63",720.5,721.469971,695.159973,700.690002,796600,700.690002
"64",700,705.659973,692.900024,696.669983,499800,696.669983
"65",699,709.460022,697.299988,703.030029,408800,703.030029
"66",705.22998,707.159973,700,702.289978,235200,702.289978
"67",702.590027,706.409973,699.650024,700.440002,265400,700.440002
"68",700.52002,707.450012,700.52002,703.640015,260200,703.640015
"69",702.72998,702.72998,698.01001,700.590027,193600,700.590027
"70",696.159973,700.570007,692.340027,693.340027,265000,693.340027
"71",693.679993,697.919983,688.460022,688.460022,198200,688.460022
"72",692.330017,692.940002,686.549988,687.609985,218000,687.609985
"73",685.349976,691.580017,684.47998,689.070007,261900,689.070007
"74",693.330017,711.349976,693.330017,697.570007,457500,697.570007
"75",699.640015,708.299988,697.390015,706.299988,296800,706.299988
"76",706.080017,713.349976,705.890015,707.789978,343800,707.789978
"77",713.22998,722.690002,711.169983,722.450012,367100,722.450012
"78",723.98999,724.900024,711.25,712.059998,353300,712.059998
"79",713.820007,719.799988,709.849976,715.119995,443400,715.119995
"80",713.869995,727.150024,692.5,703.900024,635900,703.900024
"81",700.51001,703.25,688.02002,692.190002,527300,692.190002
"82",696.400024,697.830017,680,682.98999,362400,682.98999
"83",683.27002,689.76001,680.140015,688.940002,362900,688.940002
"84",689.320007,698.390015,685.450012,697.179993,324400,697.179993
"85",696.400024,706.570007,696.400024,704.580017,294100,704.580017
"86",705.419983,707.5,700.609985,705.309998,281300,705.309998
"87",703.27002,711,703.27002,709.97998,202400,709.97998
"88",711.700012,711.700012,702.419983,707.049988,262500,707.049988
"89",703.559998,703.559998,693.280029,698.030029,378500,698.030029
"90",691,696.690002,683.26001,693.849976,331600,693.849976
"91",689.97998,691.919983,680.059998,680.719971,304400,680.719971
"92",681.159973,693.27002,679.25,681.01001,464500,681.01001
"93",680.039978,680.039978,668.289978,669.830017,462600,669.830017
"94",669.830017,672.369995,658.390015,664.049988,545700,664.049988
"95",665.070007,677.289978,664.320007,673.789978,334800,673.789978
"96",675.320007,677.469971,667.52002,673.650024,542000,673.650024
"97",671,672.549988,657.98999,659.48999,594300,659.48999
"98",607.01001,612.98999,579.609985,581.400024,2949700,581.400024
"99",581.179993,598.75,573.799988,590.98999,1580100,590.98999
"100",594.969971,609.849976,593.890015,607.340027,846300,607.340027
"101",605,618,605,615.619995,785100,615.619995
"102",621.799988,623.969971,611.52002,612.97998,595400,612.97998
"103",613.830017,616.419983,601.5,605.919983,884500,605.919983
"104",606.109985,625.559998,603.109985,623.97998,639100,623.97998
"105",622.900024,623.75,613.119995,621.700012,495800,621.700012
"106",619.179993,622.77002,612.469971,617.070007,536300,617.070007
"107",617.090027,617.090027,603,603.880005,464000,603.880005
"108",604.890015,612.929993,604.049988,606.77002,451400,606.77002
"109",606.77002,610,596.72998,598.960022,477300,598.960022
"110",598.909973,607.669983,594.590027,606.359985,537900,606.359985
"111",606.52002,621.190002,606.52002,612.02002,517300,612.02002
"112",613.299988,617.75,607.01001,612.080017,324900,612.080017
"113",610.26001,613.419983,605.179993,608.380005,346900,608.380005
"114",603.950012,616.76001,603.179993,613.01001,455000,613.01001
"115",609.72998,610.450012,590.469971,593.809998,639000,593.809998
"116",597.530029,598.609985,587.47998,596.859985,419300,596.859985
"117",590.890015,591.940002,580.02002,585.200012,561300,585.200012
"118",585.5,587.190002,568.070007,574.01001,711100,574.01001
"119",572.549988,582.130005,566.630005,579.630005,702700,579.630005
"120",579.5,581.619995,567.900024,574.97998,632600,574.97998
"121",575.940002,585.52002,574.080017,579.609985,295800,579.609985
"122",577.539978,588.73999,576,578.77002,282000,578.77002
"123",576.119995,580.030029,568.849976,569.02002,514200,569.02002
"124",571.440002,572,557.77002,559.669983,662700,559.669983
"125",562.530029,571.710022,560.22998,570.460022,464900,570.460022
"126",570.849976,575.679993,568.059998,571.710022,227600,571.710022
"127",530.299988,543.390015,514.469971,516.830017,1858100,516.830017
"128",514.01001,524.369995,503,507.480011,900800,507.480011
"129",503,504.890015,498.5,501.390015,705200,501.390015
"130",503,512.76001,501.339996,507.540009,722500,507.540009
"131",508,509.399994,499.570007,499.570007,671400,499.570007
"132",501.970001,506.589996,492.019989,493.149994,693400,493.149994
"133",492.959991,510.73999,492.029999,506.809998,615800,506.809998
"134",507.529999,510.970001,498.140015,506.309998,545800,506.309998
"135",502.890015,512.52002,501.480011,503.660004,437400,503.660004
"136",504.01001,504.73999,494.579987,495.690002,595100,495.690002
"137",497.079987,500.369995,491.899994,493.440002,447400,493.440002
"138",495.5,506.589996,491.130005,502.559998,489300,502.559998
"139",499.200012,512.900024,497.839996,511.459991,651300,511.459991
"140",509.459991,514.039978,498.23999,498.25,448100,498.25
"141",501.470001,511.329987,498.529999,511.01001,341700,511.01001
"142",511.339996,517.22998,505.769989,515.969971,396900,515.969971
"143",520.02002,530.919983,517.919983,529.01001,708300,529.01001
"144",529.400024,531.98999,522.330017,526.919983,680100,526.919983
"145",528.049988,541.73999,523.080017,539.820007,623700,539.820007
"146",542.619995,548.890015,538.460022,547.859985,472600,547.859985
"147",545.570007,552.380005,542.5,542.890015,581700,542.890015
"148",540.549988,543.719971,528.539978,529.289978,389400,529.289978
"149",530,537.809998,530,536.820007,259600,536.820007
"150",537.789978,544.200012,532.650024,541.659973,315100,541.659973
"151",547.580017,547.710022,530.349976,530.969971,302500,530.969971
"152",526.72998,533.469971,522.840027,533.159973,409500,533.159973
"153",530.830017,533.450012,525.26001,525.52002,301800,525.52002
"154",525,535.570007,525,533.940002,373100,533.940002
"155",537.539978,537.539978,523.039978,525.320007,469600,525.320007
"156",501.540009,519,497.290009,516.130005,819100,516.130005
"157",520,528.23999,517.330017,524.590027,542200,524.590027
"158",524.960022,529.909973,511.269989,515.559998,478100,515.559998
"159",513.200012,513.200012,499.100006,510.190002,870400,510.190002
"160",510.630005,519.390015,504.959991,517.51001,361900,517.51001
"161",519.140015,521.590027,514.72998,519.130005,262300,519.130005
"162",517.570007,521.27002,508.040009,513.340027,291800,513.340027
"163",513.669983,518.789978,511.01001,511.630005,416700,511.630005
"164",515.619995,536.830017,515.23999,528.950012,630300,528.950012
"165",529.75,530,521.450012,525.400024,279700,525.400024
"166",520.679993,525.98999,519.409973,522.380005,265300,522.380005
"167",522.48999,533.75,520.47998,529.530029,293200,529.530029
"168",529.659973,534.599976,527.859985,528.440002,376300,528.440002
"169",531.200012,540.51001,531.200012,538.77002,338800,538.77002
"170",541.359985,549.460022,537.710022,540,502100,540
"171",543.570007,544.97998,537.51001,540.650024,350700,540.650024
"172",540.5,543.27002,535.099976,541.159973,287000,541.159973
"173",541.22998,544.429993,537.359985,540.51001,331400,540.51001
"174",542.48999,543.929993,535.960022,540.320007,257600,540.320007
"175",538.469971,557.200012,536.710022,551.549988,432300,551.549988
"176",551.25,571.150024,551.25,569.340027,802900,569.340027
"177",570,570.330017,562.969971,563.559998,637300,563.559998
"178",564.97998,575.460022,564.349976,569.890015,693600,569.890015
"179",571.460022,574.969971,563.400024,563.400024,897500,563.400024
"180",567,583.890015,533.400024,535.190002,2031400,535.190002
"181",533.77002,550.849976,533,543.580017,673200,543.580017
"182",542.400024,555,541,553.48999,659200,553.48999
"183",553.48999,575.390015,553.48999,574.030029,729300,574.030029
"184",574.690002,588.97998,574.039978,583.47998,680300,583.47998
"185",585.869995,588.580017,578.630005,587.130005,409000,587.130005
"186",588.869995,590.25,582.400024,588.280029,304800,588.280029
"187",583.049988,589.97998,578.359985,587.289978,503800,587.289978
"188",588.77002,596.02002,585.109985,595.109985,456800,595.109985
"189",595.650024,599.539978,590.359985,597.619995,319100,597.619995
"190",599.530029,601.289978,592.799988,599.549988,317800,599.549988
"191",599.950012,601.150024,589.330017,595.23999,337400,595.23999
"192",591.159973,601.049988,591.02002,599.830017,296400,599.830017
"193",599.820007,603.73999,597.840027,601.48999,250000,601.48999
"194",601.039978,601.960022,591.48999,592.039978,198300,592.039978
"195",592.01001,595.940002,586.419983,587.570007,339400,587.570007
"196",587.549988,590,579.359985,588.559998,356500,588.559998
"197",587.690002,593.359985,581.460022,589.75,233200,589.75
"198",590.090027,600.289978,587,599.159973,294500,599.159973
"199",599.299988,603.73999,594.179993,598.549988,271400,598.549988
"200",600,609.619995,598.650024,607.869995,388700,607.869995
"201",608.799988,610.780029,603.869995,606.309998,308600,606.309998
"202",602,603.289978,588.73999,595.27002,578800,595.27002
"203",597.679993,598.309998,588.73999,590.059998,372100,590.059998
"204",592.460022,594.289978,586.780029,589,283200,589
"205",587.969971,590.929993,576.919983,585.830017,422100,585.830017
"206",586.049988,587.880005,578,587.400024,280100,587.400024
"207",575.799988,596.650024,560.820007,590.890015,1417300,590.890015
"208",589.369995,592.900024,577.909973,583.169983,490700,583.169983
"209",583.27002,591.539978,581.219971,590.150024,380100,590.150024
"210",591.25,593.429993,587.700012,589.5,189000,589.5
"211",592.940002,594.830017,579.599976,584.880005,357000,584.880005
"212",583.52002,603.409973,576.130005,602.700012,420400,602.700012
"213",601.119995,611.429993,597.73999,606.409973,372700,606.409973
"214",605.909973,613,602.059998,607,285200,607
"215",606.200012,609.880005,598.840027,603.559998,215500,603.559998
"216",603.320007,609.400024,595.440002,596.030029,292200,596.030029
"217",595.919983,606.77002,591.51001,605.969971,437100,605.969971
"218",604.219971,607.789978,594.780029,598.059998,447800,598.059998
"219",598.179993,600.559998,588.559998,595.26001,360000,595.26001
"220",602.150024,633.23999,602.150024,607.630005,692400,607.630005
"221",601.330017,611.5,601.330017,609.140015,356300,609.140015
"222",609.23999,619.75,606.570007,618.590027,285400,618.590027
"223",622.280029,630.830017,618.109985,629.429993,384200,629.429993
"224",628.780029,637.390015,624.940002,634.650024,490300,634.650024
"225",633.47998,633.47998,625.47998,632.400024,505400,632.400024
"226",633,642.080017,633,638.23999,421600,638.23999
"227",641.919983,641.919983,629.690002,632.97998,123900,632.97998
"228",634.049988,644.830017,633.51001,637.950012,349900,637.950012
"229",641.22998,665.909973,636.950012,664.219971,754700,664.219971
"230",666.23999,703.400024,665.849976,688.919983,1076300,688.919983
"231",688.919983,703.51001,685.140015,686.76001,551800,686.76001
"232",690,691.200012,672,678.400024,383300,678.400024
"233",687.369995,712.469971,685.210022,709.77002,852500,709.77002
"234",747,763.299988,703.599976,712.76001,1225500,712.76001
"235",705.630005,711.76001,696.940002,698.650024,492900,698.650024
"236",701.460022,704.090027,693.75,702.340027,417300,702.340027
"237",702.789978,723.429993,701.289978,721.890015,546900,721.890015
"238",719.590027,720.799988,705.780029,708.609985,501900,708.609985
"239",710.859985,717.669983,706.700012,711.049988,447000,711.049988
"240",715.349976,716.340027,703.140015,708.210022,303200,708.210022
"241",709.320007,709.320007,694.73999,701.22998,522100,701.22998
"242",702.23999,709.049988,696.640015,697.059998,591500,697.059998
"243",703.909973,708.450012,696.140015,704.400024,428200,704.400024
"244",703.47998,708.700012,697.429993,701.01001,584200,701.01001
"245",706.690002,708.869995,694.599976,700.900024,674800,700.900024
"246",701,708,699.640015,705.909973,401300,705.909973
"247",704.830017,713.580017,699.01001,710.090027,283100,710.090027
"248",710.950012,717.570007,710.950012,714.47998,180200,714.47998
"249",714.190002,715.570007,706,707,275100,707
"250",709.5,719.059998,709.119995,718.380005,277900,718.380005
"251",718.380005,719.690002,709.330017,711.369995,289000,711.369995
"252",716.539978,746.539978,714.450012,736.539978,558700,736.539978
"253",740.130005,760,736.76001,749.429993,597400,749.429993
"254",759.890015,769.179993,751.219971,761.26001,641000,761.26001
"255",767.380005,780.539978,764.719971,775.5,483000,775.5
"256",775.159973,782.429993,761.780029,766.47998,430900,766.47998
"257",767.919983,772.919983,761.48999,770.950012,385800,770.950012
"258",768.190002,772.619995,763.190002,767.780029,372500,767.780029
"259",769.809998,774.719971,757.77002,773.309998,591000,773.309998
"260",773.450012,789.780029,769.320007,787.929993,456300,787.929993
"261",789.039978,791.640015,774.27002,781.02002,345100,781.02002
"262",781.080017,791.200012,776.539978,788.059998,293600,788.059998
"263",790,790,778.27002,784.789978,297600,784.789978
"264",789.119995,797.890015,785.460022,793.799988,306100,793.799988
"265",792.539978,792.539978,772.98999,788.700012,532900,788.700012
"266",789.570007,789.570007,775,786.369995,323800,786.369995
"267",787.840027,794.97998,780,793.359985,264300,793.359985
"268",792.73999,792.73999,781.48999,786.299988,367200,786.299988
"269",787,796.950012,785.090027,796.950012,248800,796.950012
"270",792.429993,796.72998,784.52002,786.710022,214900,786.710022
"271",782.049988,785.570007,771.549988,776.669983,326000,776.669983
"272",777.679993,786.869995,761.530029,765.440002,407900,765.440002
"273",761.320007,770.890015,756.409973,764.380005,321600,764.380005
"274",763.369995,771.130005,748.710022,750.580017,338600,750.580017
"275",747,763.77002,730.47998,731.590027,551100,731.590027
"276",720.099976,753.97998,710.049988,745.070007,513300,745.070007
"277",742.140015,753.72998,726.400024,728.330017,412200,728.330017
"278",732.72998,752.25,718.570007,718.570007,666300,718.570007
"279",723.849976,729.47998,680.22998,723.5,895000,723.5
"280",725.549988,739.679993,718.919983,730.200012,450300,730.200012
"281",728.359985,728.359985,707.140015,711.880005,372900,711.880005
"282",708.219971,729.469971,704.640015,720.840027,352300,720.840027
"283",726.72998,728.640015,714.619995,724.599976,375000,724.599976
"284",725.77002,728.669983,707.719971,714.049988,359900,714.049988
"285",710,728.710022,707.900024,713.22998,309300,713.22998
"286",731.599976,750.450012,717.52002,719.48999,487900,719.48999
"287",721.460022,728.359985,713.580017,716.880005,246700,716.880005
"288",720.950012,726.049988,720.200012,725,258500,725
"289",730,735.900024,717.359985,735.900024,509800,735.900024
"290",708.549988,710.590027,646,654.469971,1871700,654.469971
"291",658.400024,687.909973,650.599976,664.719971,1085700,664.719971
"292",664.820007,669,650.059998,662,617700,662
"293",654.340027,666.609985,645.140015,662.859985,619000,662.859985
"294",657.719971,662.849976,650.140015,655.75,444200,655.75
"295",656.5,664.919983,651.099976,664.719971,443100,664.719971
"296",656.719971,662.960022,651.859985,656.77002,338600,656.77002
"297",657.320007,658.840027,649.820007,654.599976,301400,654.599976
"298",656,662.48999,649.349976,659.400024,388700,659.400024
"299",660.099976,660.099976,645,653.26001,550100,653.26001
"300",653.849976,658.080017,648.169983,650.090027,375400,650.090027
"301",651.169983,654.169983,645.799988,649.299988,462000,649.299988
"302",652.549988,652.549988,646.869995,648.929993,355900,648.929993
"303",649.450012,654.280029,647.400024,648.48999,428500,648.48999
"304",647.909973,653.830017,643.219971,651.47998,593600,651.47998
"305",652,653.22998,648.400024,649.01001,361400,649.01001
"306",653.330017,661.200012,647,648.119995,389800,648.119995
"307",646.320007,654.130005,642.650024,643.369995,519900,643.369995
"308",646.01001,649.320007,635.409973,637.02002,389800,637.02002
"309",645.469971,647.52002,633.440002,638.460022,415100,638.460022
"310",642,642.330017,631.02002,634.52002,461600,634.52002
"311",636,655.070007,632.190002,637.25,339300,637.25
"312",642.039978,649.909973,641.619995,648.690002,317500,648.690002
"313",642.059998,646.150024,606.549988,613.150024,541600,613.150024
"314",618.880005,624.349976,613.200012,619.22998,288300,619.22998
"315",611.690002,629.289978,611.690002,628.650024,298400,628.650024
"316",643.369995,645.359985,631.159973,637.380005,253400,637.380005
"317",633.5,635.909973,613.450012,620.359985,361200,620.359985
"318",624.919983,628.119995,613.309998,615.099976,352600,615.099976
"319",623.23999,623.23999,616.030029,616.679993,342200,616.679993
"320",613.98999,621.039978,612.25,615.960022,189700,615.960022
"321",618.299988,621.539978,612.51001,616.51001,237500,616.51001
"322",617.969971,619.419983,603.97998,606.830017,321800,606.830017
"323",609.950012,613.549988,602.77002,604.359985,280900,604.359985
"324",608.789978,608.789978,600.27002,605.359985,295900,605.359985
"325",607.5,615.150024,605.280029,608.530029,313500,608.530029
"326",607.5,609.309998,596.97998,603.820007,303000,603.820007
"327",605.780029,605.780029,590.76001,595.840027,557000,595.840027
"328",596.039978,602.349976,595.289978,599.469971,247600,599.469971
"329",604.359985,613.72998,599.150024,602.719971,282800,602.719971
"330",601.02002,612.859985,601.02002,610.570007,419600,610.570007
"331",641,650.950012,613.419983,619.289978,703400,619.289978
"332",619.049988,630.299988,610.97998,628.669983,279500,628.669983
"333",629.72998,632.900024,623.549988,624.52002,264200,624.52002
"334",623.580017,633.049988,616.150024,632.159973,346700,632.159973
"335",630.099976,637.679993,624.650024,630.179993,259100,630.179993
"336",631.679993,641.679993,626.47998,636.849976,307100,636.849976
"337",635.210022,658.52002,635.210022,649.940002,454700,649.940002
"338",656.01001,658,645.130005,648.849976,306000,648.849976
"339",647.419983,658.900024,644.219971,655.169983,251400,655.169983
"340",655.98999,660,637.159973,658.330017,365100,658.330017
"341",660.460022,663.22998,653.580017,658.52002,208800,658.52002
"342",658.809998,664.640015,656,660.859985,267300,660.859985
"343",660.219971,669.51001,660.219971,666.02002,267700,666.02002
"344",661.210022,666.97998,651.01001,654.159973,337100,654.159973
"345",655.900024,664.849976,646.440002,647.929993,328400,647.929993
"346",647.630005,650.890015,643.409973,646.299988,329400,646.299988
"347",647.059998,653.51001,642.909973,652.640015,384500,652.640015
"348",655,666.640015,652.109985,665.090027,481700,665.090027
"349",700,710,601.530029,602,1889800,602
"350",597.179993,622.450012,597,622.090027,914000,622.090027
"351",621.070007,638.599976,615.130005,636.98999,513400,636.98999
"352",634.070007,639.5,630.080017,633.700012,397200,633.700012
"353",627,632.659973,622.429993,629.320007,406400,629.320007
"354",632.390015,655.52002,628.289978,653.780029,433600,653.780029
"355",654.900024,654.900024,646.070007,649.320007,357300,649.320007
"356",654.219971,661.22998,648.280029,653.119995,344400,653.119995
"357",653.5,661,653.190002,660.450012,231000,660.450012
"358",659.539978,661.140015,653.130005,654.140015,230600,654.140015
"359",657.590027,659.169983,652.580017,656.140015,300800,656.140015
"360",657.299988,669.140015,657.299988,664.809998,305900,664.809998
"361",663.299988,674.820007,661.98999,674.390015,307600,674.390015
"362",677.940002,695.22998,674.75,690.01001,460300,690.01001
"363",692.76001,694.97998,684.469971,687.539978,226900,687.539978
"364",686.950012,688.969971,681.539978,682.830017,212600,682.830017
"365",684.590027,693.919983,682.530029,682.98999,295000,682.98999
"366",681.25,695.059998,680.969971,693.369995,436800,693.369995
"367",687.539978,693.429993,684.460022,686.969971,687600,686.969971
"368",685.400024,688.679993,680.179993,686.48999,386900,686.48999
"369",696.400024,698.400024,687.5,690.059998,252200,690.059998
"370",689.619995,693.880005,684.75,688.5,272800,688.5
"371",694,695.909973,682.840027,685.97998,267200,685.97998
"372",679.919983,689.400024,668.710022,678.460022,317800,678.460022
"373",678.640015,681.580017,669.52002,675.349976,267200,675.349976
"374",681,682.5,667.51001,669.219971,233400,669.219971
"375",669.820007,687.390015,663.700012,678.440002,250800,678.440002
"376",678.880005,681,670.440002,670.929993,230900,670.929993
"377",664.960022,669.580017,662.169983,667.809998,317000,667.809998
"378",671.289978,684.580017,670.840027,673.51001,143400,673.51001
"379",674.039978,676.559998,665.450012,675.940002,144100,675.940002
"380",677.109985,683.799988,673.840027,681.859985,145700,681.859985
"381",683.119995,692.280029,681.98999,690.619995,218000,690.619995
"382",690.340027,693.52002,685.409973,692.679993,176900,692.679993
"383",685.5,685.5,676.469971,681.460022,278600,681.460022
"384",686.02002,687.659973,678.659973,686.97998,169300,686.97998
"385",685.820007,694.369995,685.820007,686.969971,208800,686.969971
"386",686.900024,694.119995,680.400024,692.780029,178900,692.780029
"387",690.840027,702.780029,690.059998,699.940002,194700,699.940002
"388",699.950012,699.950012,689.940002,694,203300,694
"389",694.640015,720.52002,694.640015,716.169983,331200,716.169983
"390",713.72998,717.48999,710.469971,714.349976,326200,714.349976
"391",713.369995,720.890015,713.369995,714.780029,219100,714.780029
"392",717.900024,718.799988,702.119995,705.289978,213000,705.289978
"393",705.02002,707.030029,698.26001,705.719971,272500,705.719971
"394",709.090027,724.539978,703.450012,711.140015,231300,711.140015
"395",712.799988,712.799988,693.150024,699.780029,249300,699.780029
"396",696.820007,702,692.210022,698.460022,190500,698.460022
"397",699.140015,707.030029,694.309998,705.530029,183600,705.530029
"398",708.23999,711.659973,699.469971,701.299988,250200,701.299988
"399",700.909973,719.349976,698.330017,719.080017,198700,719.080017
"400",718.25,723.200012,713.440002,721.380005,225400,721.380005
"401",719.570007,728.150024,715.619995,725.380005,225800,725.380005
"402",728.47998,731.280029,722.830017,729.909973,172700,729.909973
"403",731.590027,738.099976,728.419983,732.789978,171200,732.789978
"404",733.590027,739.48999,726.47998,736.289978,176300,736.289978
"405",734.849976,741.099976,722,738.960022,253000,738.960022
"406",739.5,741.75,728.429993,729.409973,199300,729.409973
"407",740.02002,767.960022,740.02002,754.869995,380000,754.869995
"408",756,762.289978,746.619995,752.01001,309800,752.01001
"409",757.299988,767.820007,748.530029,762.73999,303600,762.73999
"410",764.700012,767.690002,761.880005,765.340027,141400,765.340027
"411",768.01001,775.450012,759.450012,766.859985,172400,766.859985
"412",768.52002,771.26001,760.98999,767,148400,767
"413",765.460022,770.080017,756.650024,758.76001,189500,758.76001
"414",761.640015,772.840027,761.539978,771.369995,264700,771.369995
"415",770.940002,771.900024,765,770.52002,107000,770.52002
"416",773.080017,773.080017,765.48999,767.940002,190100,767.940002
"417",769,769.01001,759.700012,766.119995,230100,766.119995
"418",765.530029,773.02002,759.630005,769.640015,217600,769.640015
"419",765.349976,768.169983,759.73999,760.890015,185600,760.890015
"420",757.51001,769.169983,757.51001,766.880005,199000,766.880005
"421",766.150024,783.049988,763.469971,783,248700,783
"422",781.51001,784,768.419983,772.429993,219100,772.429993
"423",773.809998,778.549988,765.059998,771.659973,209100,771.659973
"424",773.950012,782.98999,765.27002,772.530029,271600,772.530029
"425",777.280029,777.400024,760.02002,764.97998,296900,764.97998
"426",762.330017,771.02002,759.119995,764.320007,264800,764.320007
"427",761.890015,768.27002,757.219971,764.02002,304400,764.02002
"428",765.190002,765.570007,753.590027,765.299988,423200,765.299988
"429",765.299988,765.299988,746.789978,749.200012,452600,749.200012
"430",747.710022,762.429993,742.210022,747.52002,464500,747.52002
"431",710,736.789978,707.950012,732.76001,651000,732.76001
"432",739,754.669983,735,754.280029,373600,754.280029
"433",753.650024,762.900024,747.380005,761.909973,397400,761.909973
"434",764.47998,770,760.469971,769.869995,486900,769.869995
"435",770.609985,772.539978,760.840027,765,289400,765
"436",766.200012,775.48999,762.349976,772.799988,275900,772.799988
"437",775.26001,787,771.609985,778,257100,778
"438",781.830017,788.299988,772,779.780029,368500,779.780029
"439",779.409973,786,772.549988,775.700012,264200,775.700012
"440",776.47998,779.200012,768.890015,770.349976,226800,770.349976
"441",769.539978,773.099976,756.599976,762.820007,256700,762.820007
"442",759.950012,767,755.630005,763.690002,263100,763.690002
"443",761.179993,765.049988,756.700012,763.900024,230000,763.900024
"444",766,772.890015,759.309998,771.299988,233400,771.299988
"445",767.840027,793.73999,767.130005,788.469971,319000,788.469971
"446",787.570007,794.679993,781.890015,782.590027,267300,782.590027
"447",784.340027,792,776.75,778.169983,301300,778.169983
"448",775,792.429993,761.98999,769.01001,472700,769.01001
"449",773.659973,777.960022,764.190002,774.960022,343000,774.960022
"450",778.26001,792.099976,772.950012,787,380000,787
"451",782.900024,782.900024,750.02002,773.51001,448500,773.51001
"452",771.02002,771.02002,705.01001,714.710022,943200,714.710022
"453",719.590027,734.049988,707.289978,730.030029,558400,730.030029
"454",732.390015,737.929993,724.280029,725.799988,362400,725.799988
"455",726.219971,740,724.409973,736.280029,274800,736.280029
"456",726.72998,738.619995,716.359985,734.340027,327500,734.340027
"457",732.159973,752.080017,725.969971,728.219971,333400,728.219971
"458",728.75,753.76001,728.75,740,507400,740
"459",734.130005,747.73999,729.789978,743.570007,367200,743.570007
"460",752.809998,756.320007,738.440002,747.049988,281700,747.049988
"461",748.960022,755.789978,741.679993,747.400024,292600,747.400024
"462",753.320007,753.320007,732.940002,733.469971,356700,733.469971
"463",734.340027,745.869995,731.169983,745.869995,239300,745.869995
"464",747.280029,760.900024,746.969971,760.48999,252500,760.48999
