"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"94",127.419998,128.729996,126.739998,127.959999,1748900,110.523643
"95",127.849998,128.289993,126.220001,126.720001,1832400,109.452621
"96",127.040001,127.739998,126.660004,127.199997,1496700,109.867188
"97",127.220001,127.760002,127.010002,127.080002,1102600,109.763557
"98",127.209999,127.889999,126.699997,126.800003,1179600,109.521698
"99",127.519997,128.149994,127.120003,128.029999,1120500,110.584091
"100",128.039993,130,127.940002,129.399994,1641900,111.767403
"101",129.119995,129.809998,129.110001,129.509995,1070800,111.862419
"102",129.350006,129.419998,128.389999,128.970001,2555600,111.396019
"103",129.350006,131.259995,129.089996,129.729996,5187200,112.052444
"104",130.289993,130.289993,128.169998,129.990005,1667900,112.277016
"105",130.380005,130.75,129.839996,130.639999,1084000,112.83844
"106",130.309998,130.919998,129.75,130.800003,831000,112.976662
"107",130.539993,131.169998,130.110001,130.960007,1237500,113.114838
"108",129.899994,130.449997,129.660004,130.199997,1153800,113.297569
"109",130.199997,130.199997,127.550003,128.050003,1365400,111.426682
"110",127.970001,128.830002,127.550003,128.770004,1499900,112.053238
"111",128.770004,129.940002,128.770004,128.820007,1222200,112.096741
"112",128.949997,129.75,128.460007,129.369995,855000,112.575325
"113",129.779999,130.869995,129.779999,130.369995,1202600,113.445511
"114",130.020004,131.089996,129.75,130.820007,994800,113.83709
"115",130.600006,131.279999,129.639999,130.210007,1772500,113.306297
"116",130.860001,132.800003,130.130005,132.779999,1595700,115.542648
"117",132.779999,133.850006,131.679993,132.970001,1545600,115.707985
"118",132.929993,133.410004,131.5,131.830002,1403600,114.715996
"119",131.789993,132.210007,131.199997,131.75,958000,114.646347
"120",131.75,132.639999,131.75,132.300003,1464500,115.124939
"121",132.649994,134.289993,132.320007,133.520004,1555400,116.186584
"122",133.300003,133.539993,131.449997,131.460007,1199400,114.39402
"123",132.220001,132.559998,131.360001,131.5,963400,114.428818
"124",130.990005,131.440002,128.779999,129,1381600,112.253357
"125",129.259995,130.050003,129.100006,129.110001,1351900,112.349083
"126",129.610001,130,128.410004,128.429993,800700,111.757355
"127",128.740005,129.199997,128.080002,128.660004,1161100,111.957512
"128",128.25,128.520004,126.309998,126.379997,1654700,109.973495
"129",126.43,127.389999,125.779999,126.800003,1694100,110.338959
"130",127,127.940002,126.629997,127.010002,1105000,110.521706
"131",127.129997,127.199997,125.75,125.809998,1375200,109.477486
"132",124.449997,125.620003,123.720001,124.699997,2487300,108.511559
"133",124.620003,124.989998,123.360001,123.900002,1793600,107.815445
"134",124.190002,124.900002,123.959999,124.510002,1205900,108.346252
"135",124.360001,125.209999,123.739998,124.690002,1186000,108.502884
"136",124.809998,125.349998,124.150002,124.57,1053200,108.398468
"137",124.330002,124.910004,123.75,123.949997,1745100,107.858948
"138",124.309998,124.660004,123.650002,123.709999,1521000,107.650108
"139",123.379997,125.309998,123,125.279999,1879000,109.016281
"140",125.290001,125.389999,123.75,123.809998,1728100,107.737114
"141",123.449997,124.900002,122.099998,124.68,2192400,108.494179
"142",124.589996,124.639999,121.839996,122.239998,2400200,106.370934
"143",122.379997,124.209999,120.959999,124.209999,2733000,108.085205
"144",124.080002,124.150002,121.32,122.449997,2226800,106.553688
"145",122.480003,124.019997,122.480003,123.160004,2298500,107.171509
"146",123.160004,123.730003,121.529999,121.690002,1664600,105.892334
"147",121.459999,121.980003,120.790001,121.360001,1511900,105.605164
"148",121.349998,122.339996,121.110001,121.68,1441500,105.883621
"149",121.290001,121.910004,120.93,121.32,1046800,105.570381
"150",121.32,121.800003,120.779999,121.419998,1063900,105.657394
"151",121.230003,121.790001,120.93,121.440002,1612300,105.674805
"152",121.440002,121.849998,120.959999,121.610001,1461900,105.822708
"153",121.449997,121.620003,121.07,121.07,1362000,105.352821
"154",121.599998,121.599998,120.540001,120.639999,1074100,104.978645
"155",121.040001,121.75,120.639999,121.690002,923400,105.892334
"156",121.699997,122.589996,121.449997,122.230003,1114100,106.362228
"157",122.18,122.779999,121.900002,122.330002,1005400,106.449249
"158",122.220001,123.830002,122.120003,122.279999,1358800,106.405746
"159",122.190002,122.269997,121.339996,121.389999,1085900,105.631287
"160",121.580002,122.800003,121.300003,122.68,1103700,106.753799
"161",122.610001,122.980003,122.110001,122.43,855200,106.536263
"162",122.32,122.75,121.43,122.269997,911700,106.397034
"163",122.360001,122.489998,120.959999,120.989998,1170900,105.283211
"164",121.07,122.230003,121.07,121.519997,997400,105.7444
"165",121.879997,122.419998,121.410004,122.370003,1127000,106.484055
"166",122.239998,122.989998,122.209999,122.379997,1693100,106.492752
"167",122.050003,122.410004,121.339996,122.300003,1089800,106.423164
"168",122.410004,123.419998,121.830002,123.290001,1520500,107.284615
"169",123.5,124.150002,123.010002,123.209999,1073500,107.215012
"170",122.760002,123.110001,121.769997,122.910004,1297400,106.953949
"171",122.970001,123.339996,120.029999,120.309998,2521100,104.69149
"172",119.910004,119.980003,118.360001,119.610001,1888400,104.928345
"173",118.75,119.169998,117.489998,118.129997,1813000,103.630013
"174",118.620003,119.720001,118.150002,119.599998,1832300,104.919571
"175",119.650002,120.769997,119.389999,120.599998,1631800,105.796822
"176",120.599998,121.209999,119.809998,119.980003,1437300,105.25293
"177",120,120.970001,119.910004,120.830002,1206500,105.998589
"178",120.709999,121.239998,120,121.099998,2548500,106.235458
"179",121.150002,122.099998,120.790001,121.870003,1005700,106.910927
"180",122.080002,122.25,121.32,121.760002,1130100,106.814438
"181",121.879997,122.129997,119.300003,120.160004,1996600,105.410835
"182",120.019997,120.470001,117.93,118.120003,1454400,103.621231
"183",118.209999,118.760002,117.169998,117.519997,1547000,103.094872
"184",117.879997,118.080002,117.279999,117.489998,1548700,103.068558
"185",117.699997,117.980003,117.260002,117.68,1147200,103.235252
"186",117.449997,117.690002,115.910004,116.510002,2109500,102.208847
"187",116.279999,117.309998,115.980003,116.959999,1372300,102.603622
"188",116.849998,117.730003,116.650002,117.68,1665300,103.235252
"189",117.800003,118.120003,116.870003,116.970001,1454300,102.612389
"190",117.269997,117.5,115.550003,115.580002,1765800,101.393013
"191",115.389999,117.629997,115.300003,117.190002,1670700,102.805389
"192",117.199997,118.639999,117.199997,117.470001,1528400,103.051025
"193",117.370003,117.800003,115.169998,115.389999,3332300,101.226318
"194",115.669998,116.769997,114.68,115.489998,2659300,101.314049
"195",115.900002,116.849998,115.150002,116.449997,1654800,102.156227
"196",117.089996,118.290001,116.919998,117.839996,1963200,103.37561
"197",117.919998,118.169998,116.639999,117.559998,1870800,103.129959
"198",117.779999,118.769997,117.510002,118.559998,1310700,104.007233
"199",118.550003,118.849998,117.949997,118.220001,1216100,103.708954
"200",118.080002,118.330002,116.790001,118.279999,1579500,103.761612
"201",118.720001,118.720001,116.669998,117.300003,1688700,102.901886
"202",116.790001,116.800003,115.440002,115.550003,2112900,101.366699
"203",113.589996,114.080002,110.330002,113.440002,4934600,99.515686
"204",113.519997,115.839996,112.150002,112.529999,4556800,98.717384
"205",112.910004,113.150002,111.910004,112.040001,3063500,98.287529
"206",112.290001,113.050003,111.43,112.400002,3326600,98.603363
"207",113.040001,114.400002,113.019997,113.589996,2142900,99.647263
"208",112.980003,113.139999,111.489998,112.410004,2461300,98.612106
"209",111.82,112.5,111.07,111.269997,1923800,97.61203
"210",111.519997,112.839996,111.080002,112.510002,2299000,98.699844
"211",111.900002,113.459999,111.099998,112.050003,2595800,98.296303
"212",112.059998,112.459999,110.519997,111.550003,2148600,97.857697
"213",111.5,112.300003,110.599998,110.790001,1900400,97.190979
"214",111.139999,111.139999,109.690002,109.870003,1982800,96.383881
"215",109.900002,112.139999,109.669998,111.93,2205800,98.191032
"216",112.57,114.400002,112.57,113.230003,2005300,99.331467
"217",112.919998,114.120003,112.75,113.290001,1572400,99.384094
"218",113.059998,114.459999,113.040001,114.139999,1690800,100.129768
"219",113.919998,115.620003,113.919998,115.410004,1751600,101.243881
"220",115.110001,115.480003,114.040001,114.550003,1881500,100.489441
"221",114.519997,115,113.290001,113.43,1753400,99.506897
"222",113.809998,115.330002,113.629997,114.900002,1453800,100.796471
"223",114.139999,115.360001,113.870003,114.32,1488000,100.287666
"224",114.650002,115.739998,114.220001,115.349998,2127700,101.191238
"225",115.82,117.93,115.580002,117,3337400,102.638718
"226",116.540001,117.019997,115.669998,116.050003,1482700,101.805313
"227",116.330002,117.07,116.080002,116.480003,1013000,102.182549
"228",116.599998,117.099998,116.290001,116.760002,1424500,102.428177
"229",117,117.57,116.650002,117.379997,1809400,102.972069
"230",117.209999,119.75,117.040001,119.139999,2129000,104.516029
"231",119.480003,120.300003,118.5,119.760002,5125700,105.059929
"232",119.599998,120.540001,118.790001,120.510002,2058500,105.71788
"233",120.900002,123.419998,120.510002,123.110001,2648800,107.998749
"234",122.080002,123.769997,121.75,122.849998,2056700,107.770653
"235",122.209999,123.260002,121.809998,122.160004,1931800,107.165337
"236",121.330002,121.540001,119.220001,119.760002,1953600,105.900826
"237",119.639999,120.230003,118.809998,120.110001,1520600,106.21032
"238",118.940002,119,117.459999,118.489998,2048900,104.777786
"239",118.279999,118.279999,116.32,116.400002,2040500,102.929672
"240",116.440002,118.25,116.139999,117.389999,2334800,103.805092
"241",117.410004,118.110001,116.699997,117.25,2162600,103.681297
"242",117.730003,119.25,117.730003,118.510002,4036000,104.795494
"243",118.690002,120.290001,118.519997,119.650002,2563800,105.803551
"244",120.150002,121.970001,119.790001,120.57,2413800,106.617096
"245",120.5,120.849998,119.339996,120.449997,1908800,106.510979
"246",120.480003,121.199997,120.129997,120.279999,1894200,106.360641
"247",120.699997,121.150002,120.199997,120.660004,980600,106.696678
"248",120.449997,121.599998,119.940002,121.309998,621800,107.271446
"249",121.589996,122.290001,121.330002,121.879997,1139100,107.77549
"250",121.93,122.230003,119.68,120.230003,1569700,106.316444
"251",120.599998,121.489998,120.150002,120.660004,1326900,106.696678
"252",120.809998,120.989998,118.940002,119.07,2058700,105.290688
"253",119.489998,119.620003,116.68,117.080002,2496000,103.530968
"254",117.669998,119.540001,117.190002,118.43,2007200,104.724724
"255",118.510002,118.889999,117.709999,118.169998,1421400,104.494835
"256",118.010002,119.550003,117.970001,119.43,2139900,105.609009
"257",119.449997,119.449997,116.75,116.800003,2322700,103.283379
"258",116.459999,116.589996,112.919998,114.959999,2700000,101.656303
"259",115,115.239998,112.32,112.699997,3252100,99.657845
"260",112.879997,113.690002,112,112.980003,3392600,99.905434
"261",113.660004,114.639999,113.209999,114.260002,3243800,101.037315
"262",114.620003,117.129997,114.489998,116.660004,2679900,103.159584
"263",116.360001,116.769997,114.879997,115.339996,2567700,101.992325
"264",115.739998,116.269997,114.959999,115.489998,2590400,102.124969
"265",115.199997,117.07,115.07,116.910004,2452100,103.380646
"266",116.209999,118.209999,115.18,117.839996,3630500,104.203026
"267",117.93,120.050003,116.860001,119.709999,5303500,105.856606
"268",120.150002,123.5,119.669998,123.440002,3703700,109.154976
"269",122.599998,122.599998,120.349998,122.230003,3265000,108.084991
"270",121.860001,122.739998,119.660004,119.709999,3037400,105.856606
"271",119.5,119.989998,118.269997,118.5,2401000,104.786629
"272",119.230003,119.279999,116.309998,117,3683000,103.460236
"273",116.849998,118.089996,116.400002,117.900002,2205100,104.256073
"274",117.300003,117.5,115.82,116.209999,2614100,102.761642
"275",116.029999,117.019997,111.620003,111.879997,3468400,98.932739
"276",110.510002,114.739998,110.279999,114.139999,4998600,100.931198
"277",114.120003,115.019997,112.25,112.360001,2418900,99.357178
"278",112.360001,113.379997,111.139999,111.690002,2809000,98.764725
"279",112.349998,112.349998,109.510002,111.440002,3402800,98.543671
"280",112.260002,114.889999,112,113.669998,2695200,100.515572
"281",113.18,113.900002,112.459999,112.660004,1909700,99.622475
"282",112.230003,113.550003,111.980003,112.730003,1678600,99.684372
"283",113.120003,115.93,112.519997,115.82,2087600,102.416786
"284",115.849998,117.239998,115.610001,116.099998,2013700,102.664368
"285",115.510002,115.510002,113.449997,114.449997,1845600,101.20533
"286",114.43,114.889999,111.879997,111.940002,2168400,98.985802
"287",112.389999,113.949997,112.120003,112.809998,1217100,99.755104
"288",113.230003,113.650002,112.540001,113.650002,1290500,100.497894
"289",113.900002,114.629997,113.209999,114.459999,1249000,101.214157
"290",114.239998,114.529999,112.339996,112.339996,1960300,99.3395
"291",113.239998,113.480003,110.870003,110.919998,2309600,98.083832
"292",111,112.650002,110.589996,111.5,1830900,98.59671
"293",111.209999,112.730003,111.209999,112.550003,1871600,99.5252
"294",112.160004,113.639999,112.019997,113.18,1842100,100.082291
"295",113.129997,113.489998,111.029999,113.050003,2015200,99.967346
"296",112.360001,112.709999,111.339996,111.760002,1263700,98.82663
"297",110.989998,112.059998,110.760002,112.050003,1704000,99.977631
"298",112.419998,113.160004,111.32,111.940002,1692300,99.879494
"299",111.800003,113.709999,111.650002,113.059998,3153000,100.878807
"300",113.400002,114.07,112.699997,112.959999,1572000,100.789589
"301",113.220001,113.690002,110.75,111.080002,2500500,99.112137
"302",111.199997,111.779999,110.459999,110.940002,1704800,98.987228
"303",111.379997,112.290001,110.900002,112.019997,3850100,99.950867
"304",112.080002,112.75,110.68,111.089996,1434000,99.121071
"305",111.389999,111.919998,109.82,110.120003,1505900,98.255577
"306",109.809998,109.970001,107.599998,108.400002,3038400,96.720901
"307",108.139999,109.300003,107.419998,107.480003,2225400,95.900017
"308",107.830002,107.949997,104.580002,104.739998,2961400,93.455208
"309",105.879997,106.529999,105.190002,105.559998,2219600,94.186867
"310",105.510002,108.800003,105.370003,107.5,2527400,95.917862
"311",107.900002,109.970001,107.720001,109.459999,2641800,97.666687
"312",110.339996,112.5,109.82,110.129997,3391200,98.264511
"313",109.75,110.120003,106.550003,107.089996,1998600,95.552032
"314",107.269997,108.220001,106.5,107.879997,2441600,96.256905
"315",107.459999,109.93,106.980003,109.290001,2358600,97.514999
"316",109.349998,109.919998,108.080002,109.410004,2476700,97.62207
"317",109.129997,111.129997,107.559998,108.599998,1832600,96.899338
"318",108.779999,109.660004,107.629997,108.360001,1987600,96.685204
"319",108.760002,109.529999,108.169998,108.470001,1382600,96.783348
"320",108.010002,108.739998,107.389999,107.790001,1598600,96.176613
"321",107.839996,108.309998,106.139999,106.160004,1512500,94.722229
"322",106.370003,106.669998,105.620003,105.839996,1989200,94.436699
"323",106.339996,107.57,106.110001,106.809998,2248000,95.302185
"324",107.07,107.190002,105.5,106.599998,2410800,95.114822
"325",106.970001,107.580002,106.480003,106.529999,2768600,95.052361
"326",104.769997,105,102.160004,103.339996,4086200,92.206062
"327",102.760002,102.980003,98.919998,100.029999,5161800,89.252678
"328",100.269997,101.660004,97.529999,98.519997,7658100,87.905365
"329",97.68,101.5,97.099998,100.400002,6222300,89.582817
"330",100.059998,103.209999,100.059998,102.300003,4023300,91.278122
"331",102.339996,103.440002,102.07,102.690002,2649800,91.626091
"332",102.400002,104.879997,102.349998,104.510002,2214600,93.249992
"333",104.720001,105,103.040001,103.540001,2979300,92.384514
"334",102.970001,103.620003,102.010002,103.209999,2001900,92.090065
"335",102.779999,103.059998,100.760002,101.07,2563900,90.180634
"336",101.239998,103.279999,101.019997,102.349998,1959800,91.322716
"337",102.459999,104.190002,102.239998,103.730003,1521100,92.554039
"338",104.07,104.239998,102.489998,103.160004,1437800,92.045456
"339",103.18,103.599998,101.709999,101.849998,1832000,90.876602
"340",102.540001,103.43,101.620003,103.059998,1511000,91.95623
"341",103.169998,104.300003,103.169998,103.830002,1232600,92.643265
"342",104.160004,105.269997,103.739998,104.900002,2677300,93.597969
"343",104.980003,105.099998,104.139999,104.800003,1455700,93.508751
"344",104.059998,104.540001,102.620003,104,2170200,92.79496
"345",104.089996,105.050003,103.879997,104.889999,1675800,93.589066
"346",105,105.559998,104.220001,104.870003,1784700,93.571213
"347",104.879997,104.879997,103.089996,103.669998,2499500,92.500496
"348",104.129997,104.769997,103.489998,104.720001,2081800,93.437378
"349",104.769997,105.919998,104.110001,104.779999,1749400,93.490906
"350",104.709999,104.949997,104.110001,104.550003,1856400,93.285683
"351",104.580002,104.849998,103.660004,104.360001,1562600,93.116165
"352",104.300003,105.93,104.059998,105.459999,1758300,94.097641
"353",104.959999,106.18,104.470001,104.830002,2011400,93.535522
"354",105,105.919998,103.629997,105.419998,2165400,94.061951
"355",105.029999,105.029999,100.32,100.849998,6930200,89.984329
"356",101.519997,101.959999,100.440002,100.870003,1853300,90.00219
"357",101.059998,101.730003,101,101.349998,1423800,90.43045
"358",101.800003,101.800003,100.43,100.809998,1425500,89.948631
"359",100.970001,101.129997,99.720001,100.75,2044800,89.895103
"360",99.830002,102.629997,99.629997,101.82,3113800,91.760597
"361",101.760002,103.410004,101.68,103.269997,1799200,93.067345
"362",103.169998,104.050003,103.050003,103.639999,2223700,93.400803
"363",103.75,103.919998,102.290001,103.529999,1982700,93.301666
"364",103.860001,104.080002,102.760002,102.889999,1942300,92.724884
"365",102.760002,102.980003,101.589996,102.040001,2381900,91.95887
"366",102.089996,103.620003,101.739998,103.440002,3448800,93.220558
"367",102.849998,103.18,100.199997,100.739998,2222500,90.7873
"368",100.580002,102.839996,100.389999,102.339996,2225300,92.229233
"369",102.120003,102.330002,101.050003,101.650002,1787200,91.607384
"370",100.489998,101.589996,99.360001,100.139999,2918300,90.246559
"371",100.099998,102.010002,100,100.970001,2224900,90.994576
"372",100.739998,104.120003,100.739998,103.879997,2535300,93.617073
"373",103.889999,104.120003,101.779999,103.32,2068200,93.112404
"374",103.059998,104.32,101.839996,103.400002,2237300,93.184486
"375",103.389999,104.949997,103.190002,104.529999,2178100,94.202858
"376",104.470001,106.120003,103.919998,105.339996,2044500,94.932823
"377",104.75,105.379997,104.190002,104.970001,1653200,94.599388
"378",105.650002,105.760002,104.370003,104.599998,1201200,94.265961
"379",105.25,106.870003,104.949997,106.769997,2661300,96.221558
"380",106.879997,107.589996,106.400002,106.849998,1990900,96.293655
"381",106.279999,106.790001,105,105.150002,1747500,94.761604
"382",105.150002,105.25,103.169998,104.760002,2978900,94.410133
"383",104.839996,105.580002,104.5,105.120003,1895000,94.734573
"384",105.440002,105.790001,104.610001,105.129997,2023300,94.743576
"385",104.93,106.699997,104.75,105.620003,1947200,95.185165
"386",105.68,105.940002,104.610001,105.400002,1669100,94.986908
"387",105.419998,106.57,105.370003,106.470001,1669500,95.951202
"388",105.889999,105.900002,103.800003,103.900002,2088900,93.635117
"389",103,104.050003,102.150002,103.550003,4612100,93.319687
"390",103.459999,105.300003,103.209999,104.68,2120300,94.338043
"391",104.800003,105.510002,103.849998,105.440002,3735900,95.022957
"392",103.230003,106.199997,103,106.160004,4215200,95.671829
"393",106.07,106.830002,105.480003,106.360001,2457300,95.852066
"394",106.730003,108.699997,106.449997,108.059998,2379300,97.384109
"395",107.57,109.190002,107.029999,108.040001,2207200,97.366081
"396",107.389999,108.389999,107.150002,108.010002,2099500,97.33905
"397",108.120003,114.699997,108.120003,113.860001,6699000,102.611107
"398",113.440002,113.440002,111.370003,112.339996,4284300,101.241272
"399",112.43,115.440002,112.389999,115.370003,2880100,103.971916
"400",115.5,119.489998,115.5,116.699997,3247200,105.170517
"401",116.07,117.470001,115.900002,116.599998,2160100,105.080399
"402",116.010002,116.099998,113.639999,114,1733700,102.737267
"403",113.669998,113.93,112.089996,112.129997,1703300,101.052017
"404",111.949997,112.540001,111.150002,111.209999,1601900,100.2229
"405",110.839996,111.599998,109.879997,110.089996,2372700,99.213562
"406",110.529999,111.449997,109.190002,111.029999,3184400,100.060684
"407",111.110001,111.809998,110.75,111.129997,1478300,100.150803
"408",110.769997,116.720001,110.419998,116.459999,6018500,104.954224
"409",117.25,118.650002,115.959999,118.260002,3645400,106.576385
"410",118.050003,119.75,117.870003,119.559998,3429800,107.747963
"411",119.769997,120.480003,117.870003,118.110001,2211300,106.441208
"412",117.870003,118,115.959999,116.940002,2175900,105.38681
"413",116.940002,116.940002,115.720001,115.940002,1283200,104.485611
"414",115.720001,116.599998,115.050003,116.190002,1119800,104.710907
"415",116.07,116.849998,115.629997,116.339996,1198700,104.8461
"416",116.660004,116.949997,114.910004,115.230003,1335900,103.845734
"417",115.709999,116.449997,115.059998,115.309998,1217500,103.917847
"418",115.589996,116.139999,115.040001,115.120003,1924700,103.746605
"419",115,115.480003,113.879997,114.379997,2841900,103.07972
"420",114.629997,115.75,114.199997,115.540001,1679000,104.125114
"421",115.059998,115.25,113.360001,113.68,1902000,102.448883
"422",113.18,116.860001,113.169998,116.690002,3171900,105.161491
"423",114.910004,116.629997,114.110001,116.050003,2511000,105.488731
"424",115.510002,115.839996,114.940002,115.470001,1312500,104.96154
"425",116.059998,116.650002,115.57,115.699997,1152700,105.170601
"426",115.589996,115.809998,115,115.150002,967400,104.670654
"427",115.059998,116.5,114.529999,116.309998,1104100,105.725075
"428",116.209999,116.209999,114.910004,116.050003,1358200,105.488731
"429",116.18,116.529999,115.190002,116.449997,1175300,105.852348
"430",116.449997,117.269997,115.550003,117.089996,1394100,106.43409
"431",117.57,117.57,116.120003,117.07,1525600,106.415916
"432",117.040001,117.379997,115.879997,116.150002,889200,105.579643
"433",115.839996,116.919998,115.779999,116.769997,1166600,106.143211
"434",117.139999,117.419998,116.589996,116.720001,2131900,106.097755
"435",116.339996,116.480003,113.910004,113.980003,1817900,103.607124
"436",114.639999,114.639999,112.370003,112.510002,1507400,102.270897
"437",112.779999,114.050003,112.300003,113.07,1231900,102.779938
"438",113.040001,114.25,112.540001,112.919998,1062000,102.64357
"439",112.629997,113.660004,112.629997,113.639999,1865600,103.298065
"440",113.75,114.279999,113,113.599998,1130300,103.261703
"441",113.669998,114.720001,113.360001,114.610001,1433600,104.179794
"442",115.370003,115.849998,112.360001,112.540001,2107300,102.29818
"443",111.57,112.559998,110.739998,112.389999,1838700,102.161827
"444",112.559998,114.139999,112.559998,113.449997,2227900,103.125359
