"","MPC.Open","MPC.High","MPC.Low","MPC.Close","MPC.Volume","MPC.Adjusted"
"608",47.490002,48.66,47.139999,48.490002,8225500,43.204533
"609",48.860001,48.860001,47.02,47.689999,7868200,42.491726
"610",47.650002,48.220001,46.810001,48.099998,9358600,42.85704
"611",48.389999,48.650002,46.330002,46.990002,10342900,41.868031
"612",47.470001,48.470001,47.419998,47.68,7440200,42.482822
"613",48.139999,48.470001,47.77,47.77,5619100,42.563011
"614",47.639999,47.889999,46.91,46.970001,6602300,41.850212
"615",47.439999,48.099998,47.130001,47.900002,6491400,42.678841
"616",47.799999,48,47.330002,47.959999,5463300,42.7323
"617",47.98,49,47.75,48.709999,8369100,43.400547
"618",48.799999,50.049999,48.799999,49.639999,7502200,44.229168
"619",49.759998,50.400002,49.369999,49.66,7330300,44.24699
"620",50.529999,52.290001,50.509998,51.950001,10766000,46.28738
"621",52.580002,53.189999,51.900002,52.66,11668300,46.919998
"622",52.189999,52.889999,51.540001,51.599998,5949400,45.975536
"623",51.380001,52.040001,51.09,51.389999,5471700,45.788422
"624",51.91,54.279999,51.91,54.209999,9095600,48.301044
"625",54.25,55.32,53.830002,54.369999,7700200,48.4436
"626",54.470001,55.950001,54.16,55.880001,10298700,49.789013
"627",56.900002,57.130001,54.970001,55.119999,8054200,49.111847
"628",54.73,54.98,53.98,54.490002,6677400,48.550518
"629",54.43,54.919998,54.099998,54.32,3229500,48.399048
"630",54.049999,55.130001,53.939999,54.869999,3414000,48.889095
"631",54.700001,55.060001,54.209999,54.34,4642200,48.41687
"632",54.009998,54.970001,53.810001,54.639999,4702500,48.684166
"633",55.310001,55.599998,54.130001,54.98,3963100,48.987114
"634",55.259998,55.630001,54.82,55.439999,4144700,49.396961
"635",55.470001,55.869999,55.299999,55.48,3792000,49.43261
"636",55.509998,55.549999,53.849998,54.830002,5764200,48.853462
"637",54.790001,55.91,54.419998,55.68,6097600,49.610809
"638",55.459999,55.82,54.07,54.310001,4609600,48.390144
"639",54.02,55.43,53.700001,55.360001,4279500,49.325691
"640",55.560001,55.75,54.75,55.240002,3284800,49.218773
"641",55.400002,55.939999,54.66,55.220001,2725800,49.200951
"642",55.200001,55.830002,55.189999,55.709999,3649900,49.637539
"643",55.540001,57.810001,55.450001,57.619999,7114300,51.339344
"644",57.599998,57.779999,55.869999,56.5,5127200,50.341427
"645",56.360001,57.080002,56.18,56.84,3452900,50.644367
"646",56.549999,56.779999,55.619999,56.16,4604200,50.038483
"647",56.16,57.259998,55.369999,57.049999,3746300,50.831474
"648",57.029999,57.610001,55.509998,56.389999,5682200,50.243416
"649",57.919998,58.599998,54.84,55.360001,8254600,49.325691
"650",55.099998,55.400002,53.34,53.619999,5094700,47.775349
"651",52.599998,52.669998,49.939999,50.669998,8055900,45.146904
"652",51.27,51.57,49.139999,49.59,7722500,44.184624
"653",48.799999,48.91,47.400002,48.130001,9238000,42.883774
"654",48.32,49.540001,48.060001,49.52,7974700,44.12225
"655",49.439999,49.560001,48.369999,48.389999,4353800,43.115425
"656",47.759998,47.990002,46.09,46.349998,6857200,41.297787
"657",46.23,48.040001,45.639999,47.150002,5233100,42.01059
"658",46.549999,46.619999,44.27,44.630001,9399100,39.765274
"659",44.509998,45.549999,43.959999,45.400002,6292800,40.45134
"660",45.849998,46.380001,45.540001,46.220001,5028400,41.181957
"661",47,48.189999,46.91,47.810001,5335800,42.598652
"662",46.990002,47.27,46.48,46.720001,4452100,42.094097
"663",47.380001,47.779999,46.5,47.23,3815900,42.5536
"664",47.23,47.650002,46.700001,46.889999,3311900,42.247261
"665",46.450001,47.610001,45.560001,45.759998,6215200,41.229149
"666",46.119999,46.57,45.439999,46.040001,9283900,41.481426
"667",46.459999,46.82,45.110001,45.330002,3927000,40.841724
"668",45.310001,46.709999,44.91,46.330002,4258100,41.742714
"669",46.759998,48.880001,46.73,48.560001,8793600,43.751915
"670",48.759998,49.990002,48.73,49.209999,5659600,44.337555
"671",48.32,49.830002,47.619999,49.639999,8002100,44.724976
"672",50.200001,50.82,49.259998,50.66,4852000,45.643986
"673",51.34,52.939999,50.93,52.48,8812500,47.283779
"674",52.560001,52.939999,51.610001,52.470001,5276500,47.27478
"675",52.720001,54,52.720001,53.580002,5218500,48.274864
"676",53.669998,55.07,53.209999,54.48,6929700,49.085754
"677",55,55.349998,53.610001,54.110001,6531700,48.752388
"678",53.220001,53.709999,52.540001,53.189999,7028100,47.923481
"679",53.369999,54.189999,52.98,53.290001,7377100,48.01358
"680",53.639999,53.700001,51.279999,52.41,9626100,47.220711
"681",51.990002,53.799999,51.299999,53.41,6123700,48.121693
"682",53.189999,53.799999,52.73,53.759998,3247400,48.437042
"683",54.110001,54.310001,53.630001,53.919998,3594500,48.581196
"684",54.130001,55.860001,54.119999,55.099998,7932500,49.644367
"685",54.349998,56.310001,54.349998,55.779999,5357300,50.257042
"686",55.73,55.939999,54.959999,55.48,5520500,49.986744
"687",59.310001,60.349998,58.049999,60.150002,16650300,54.194351
"688",59.700001,61.080002,59.25,60.84,9487000,54.816032
"689",61.400002,62.82,60.849998,62.419998,13047100,56.239582
"690",62.16,62.299999,60.52,60.75,9311300,54.734936
"691",61.259998,61.630001,60.330002,60.380001,6307600,54.401573
"692",59.529999,60,58.66,59.200001,5479400,53.338413
"693",58.779999,60.07,58.240002,60,4462000,54.059204
"694",60.25,60.990002,59.720001,60.740002,6181700,54.725929
"695",61,61.48,60.259998,60.400002,3345200,54.419601
"696",59.889999,60.5,59.560001,59.82,4838700,53.89703
"697",60.299999,61.220001,60.240002,60.560001,5461300,54.563755
"698",60.799999,62,60.73,61.93,4470600,55.798103
"699",62.91,64.099998,62.290001,63.419998,8368500,57.140575
"700",62.73,63.73,62.450001,63.139999,3811400,56.888302
"701",62.950001,64.559998,62.32,64.050003,4926300,57.708199
"702",63.75,64.160004,62.610001,62.689999,4325600,56.482853
"703",63.290001,65.410004,63.07,64.099998,7049100,57.75325
"704",63.900002,65.540001,63.779999,65.139999,12749000,58.690273
"705",65.449997,66.050003,64.669998,64.669998,4631300,58.266808
"706",65.040001,65.879997,64.860001,65.18,3468800,58.726311
"707",65.089996,65.959999,64.739998,65.870003,5908200,59.347984
"708",66.25,66.769997,65.400002,66.349998,4898400,59.780468
"709",66.349998,68.5,65.75,68.010002,6248200,61.276104
"710",68.290001,68.589996,67.220001,67.580002,4748700,60.888683
"711",67.769997,69.650002,67.610001,68.019997,7274800,61.28511
"712",68.690002,68.889999,65.18,66.190002,6873400,59.636311
"713",66.599998,66.940002,61.380001,63.950001,15931500,57.618095
"714",64.849998,66.830002,64.730003,66.470001,7377500,59.888584
"715",66.919998,68.5,66.720001,67.940002,6145100,61.213028
"716",68.220001,68.730003,66.120003,66.440002,7018500,59.861557
"717",66,66.010002,64.080002,64.279999,5081400,57.915421
"718",65.110001,66.82,64.93,66.25,5980300,59.690365
"719",65.870003,66.459999,64.870003,66.230003,4488100,59.672348
"720",65.440002,66.449997,65.059998,65.709999,2254900,59.203827
"721",65.93,66.239998,64.410004,64.900002,5518500,58.474033
"722",64.300003,64.900002,63.759998,64.25,4325600,57.88839
"723",64.489998,65.209999,64.160004,64.449997,4440400,58.068588
"724",64.919998,65.290001,64.379997,64.690002,4468100,58.284828
"725",64.510002,64.739998,63.880001,64.540001,3310700,58.149681
"726",63.779999,63.889999,61.720001,61.849998,4757000,56.187431
"727",61.75,62.150002,59.82,61.799999,8599600,56.142014
"728",62.060001,63.32,61.939999,63.240002,3842000,57.450184
"729",63.349998,63.59,62.259998,62.360001,2379300,56.650742
"730",62.459999,63.060001,62.110001,62.43,6855800,56.714336
"731",62.509998,62.650002,61.400002,61.669998,9866700,56.023914
"732",61.93,62.259998,60.950001,61.470001,4197100,55.842228
"733",61.240002,61.490002,60.389999,60.639999,3545100,55.088219
"734",60.880001,61.52,60.48,60.869999,4327700,55.297153
"735",60.09,60.43,59.240002,60.029999,5006900,54.534058
"736",60.849998,60.990002,59.98,60.029999,3884100,54.534058
"737",60.16,60.34,59.610001,59.849998,3205200,54.370544
"738",60.27,61,60.119999,60.200001,3970100,54.688496
"739",59.110001,59.75,58.200001,58.43,5609600,53.080551
"740",58.330002,59.040001,57.720001,58.669998,3993900,53.298573
"741",58.599998,58.830002,56.709999,57.110001,7712000,51.881393
"742",56.98,59.150002,56.849998,59,4380500,53.598358
"743",59.240002,60.509998,58.27,58.610001,4836600,53.244064
"744",59.209999,61.59,58.959999,60.75,8166000,55.188141
"745",60.98,61.68,60.75,61.209999,5519400,55.606026
"746",61.34,61.830002,60.709999,60.91,4787000,55.333496
"747",61.040001,61.41,60.32,61.130001,5252100,55.533356
"748",61.68,62.139999,61.029999,61.610001,8907200,55.969406
"749",61.450001,61.560001,60.470001,60.66,6449400,55.106388
"750",60.59,61,60.34,60.970001,1570700,55.387997
"751",61.02,61.330002,60.34,60.470001,3655300,54.933773
"752",60.689999,60.849998,60.009998,60.380001,3682800,54.852016
"753",60.360001,60.689999,59.619999,59.669998,3363100,54.20702
"754",59.5,60.349998,59.02,60.25,3356900,54.733921
"755",60.880001,61.919998,60.380001,61.91,4497400,56.241943
"756",61.060001,61.360001,58.169998,58.23,9671100,52.898857
"757",57.720001,58.73,57.02,58.220001,7878000,52.889774
"758",57.68,59.169998,57.23,59.139999,6578000,53.725548
"759",58.919998,59.110001,57.790001,58.52,5585200,53.162308
"760",58.419998,59.419998,57.959999,59.389999,6179700,53.952656
"761",59.66,61.07,59.43,60.220001,4941400,54.706673
"762",60.259998,60.490002,59.310001,59.619999,4044300,54.161594
"763",59.470001,60.119999,59.130001,59.84,5411900,54.361454
"764",59.529999,59.689999,57.73,58.130001,7231300,52.808018
"765",58.450001,58.560001,57.299999,57.529999,7222300,52.262943
"766",57.540001,57.610001,56.560001,56.889999,6122600,51.681534
"767",56.400002,56.599998,55.700001,56.18,6499800,51.036545
"768",56.490002,56.490002,55.869999,55.970001,4152000,50.845772
"769",55.48,55.84,53.950001,55.330002,5107000,50.264366
"770",55.139999,55.279999,53.959999,54.490002,4607600,49.501266
"771",53.169998,53.349998,52.25,52.700001,7797200,47.875149
"772",53.02,53.669998,52.290001,52.93,5148700,48.084091
"773",54.599998,55.939999,52.360001,53.59,9915000,48.683666
"774",52.779999,54.619999,52.759998,54.349998,5282600,49.374081
"775",53.990002,55.73,53.650002,54.5,9482400,49.510353
"776",54.540001,54.700001,52.040001,52.060001,7339800,47.293743
"777",53.369999,53.84,52.240002,53.389999,7009000,48.501976
"778",54.009998,55.740002,54.009998,55.540001,6227700,50.455132
"779",55.82,56.09,55.279999,55.459999,3571700,50.382465
"780",55,55.41,54.5,54.689999,5589000,49.682953
"781",54.389999,55.09,53.889999,55.07,4114100,50.02816
"782",55.549999,57.16,55.080002,56.759998,6780700,51.563442
"783",58.290001,59.02,57.650002,58.93,8065000,53.534775
"784",58.689999,60.07,58.310001,59.5,6661100,54.052582
"785",59.490002,59.900002,58.049999,58.330002,6811500,52.989704
"786",57.18,57.299999,56.299999,56.470001,5258000,51.815208
"787",56.650002,57.93,56.290001,57.689999,7065100,52.934643
"788",58.700001,60.349998,58.25,60.259998,13576300,55.292801
"789",59.950001,60.220001,58.93,59.130001,6490700,54.255951
"790",57,57.009998,55.279999,55.869999,10276800,51.264671
"791",56.07,56.150002,52.779999,53.119999,8826300,48.741356
"792",53.110001,54.459999,52.09,52.27,6040700,47.961418
"793",50.68,50.759998,47.84,47.93,13247500,43.979156
"794",45.93,47.529999,45.02,47.419998,14192500,43.511196
"795",47.889999,48.209999,45.689999,47.73,11884700,43.795643
"796",47.529999,48.25,44.810001,45.169998,8506400,41.446663
"797",46.099998,46.25,44.810001,45.880001,6923700,42.098137
"798",42.700001,42.790001,39.630001,41.209999,15767100,37.81308
"799",40.139999,40.849998,38.049999,39.150002,13937000,35.922894
"800",31.889999,37.25,30.780001,33.82,14834800,31.032238
"801",36.080002,36.709999,33.040001,34.52,12222900,31.674538
"802",33.110001,34.139999,29.43,31.360001,13535400,28.775015
"803",28.17,28.17,22.5,22.889999,23939000,21.003193
"804",25.84,26.290001,22.709999,24.92,17766900,22.865858
"805",20.52,23.75,19.99,20.290001,14482400,18.617508
"806",20.83,21.75,18.459999,20.299999,13424800,18.626682
"807",18.6,19.1,15.58,16.75,17497000,15.369308
"808",17.01,17.77,15.26,16.719999,17581700,15.341783
"809",17.610001,19.860001,16.43,18.950001,19580400,17.387964
"810",18.709999,18.82,16.5,16.620001,12971100,15.250023
"811",17.99,18.77,16.83,17.5,14391400,16.057486
"812",18.25,22.33,16.57,21.110001,18300300,19.369917
"813",22.25,24.860001,22.08,23.139999,18506600,21.232584
"814",22.049999,23.93,20.6,23.15,11426300,21.241762
"815",22.83,24.700001,21.5,24.33,10263000,22.324493
"816",25.530001,25.639999,22.690001,23.620001,11631300,21.673018
"817",21.93,22.690001,20.65,20.870001,9305100,19.1497
"818",22.190001,24.799999,20.940001,21.219999,11990400,19.470846
"819",22.4,22.51,18.27,20.059999,14114500,18.406467
"820",21.16,23.530001,21.07,23.09,10180000,21.186708
"821",25.389999,26,22.1,22.51,14246900,20.654516
"822",23.25,25.280001,23.18,24.309999,18008600,22.306139
"823",26.07,27.27,24.030001,25.629999,15625800,23.517334
"824",26.799999,26.799999,24.719999,25.33,11670100,23.242062
"825",25.32,26.459999,25.32,26.299999,11312400,24.132105
"826",24.809999,24.809999,23.52,23.98,8269100,22.003344
"827",24.01,24.110001,21.9,21.950001,11792600,20.140676
"828",22.610001,25.5,22.42,25.450001,13646100,23.352173
"829",23.440001,25.91,22.75,24.85,9923400,22.80163
"830",24.18,25.08,23.040001,23.719999,11871900,21.764776
"831",24.9,25.299999,24.09,24.690001,9891700,22.654819
"832",25.450001,26.889999,25.17,25.940001,9947800,23.801783
"833",26.26,26.68,25.4,25.76,10755800,23.636616
"834",25.99,26.58,25.040001,26.450001,7702500,24.269743
"835",27.219999,28.620001,26.459999,28.43,8460700,26.086533
"836",29.799999,33.32,29.51,33.040001,15179700,30.316536
"837",33.099998,33.91,31.209999,32.080002,18487300,29.435667
"838",30.299999,30.790001,28.889999,29.24,7456900,26.829765
"839",28.540001,31.57,28.52,31.530001,13776100,28.931002
"840",34.299999,34.400002,30.75,31.139999,13474500,28.573147
"841",31.190001,31.73,29.51,29.530001,7794700,27.095861
"842",30.51,31.450001,30.040001,30.780001,10622100,28.242825
"843",31.639999,33.330002,31.08,33.029999,8061600,30.307354
"844",32.5,33.09,32.009998,32.700001,7232900,30.00456
"845",33.009998,33.48,32.209999,32.209999,7025500,29.554947
"846",31.690001,32.549999,30.280001,31.049999,8503600,28.490564
"847",30.030001,31.65,28.82,30.889999,7941400,28.343754
"848",30.65,31.26,29.879999,30.299999,9469100,27.802387
"849",32.360001,35.310001,31.98,34.950001,13224100,32.069092
"850",34.599998,35.380001,33.080002,34.5,13057200,32.190392
"851",35.349998,37.279999,35.150002,36.82,18678500,34.355076
"852",36.810001,37.419998,35.360001,35.689999,11427200,33.30072
"853",35.580002,35.84,34.439999,35.57,5682700,33.188759
"854",37.09,37.48,36.610001,36.830002,10481800,34.36441
"855",37.73,37.939999,35.560001,36.580002,10878100,34.131149
"856",36.700001,36.700001,34.959999,35.18,6998100,32.824871
"857",34.779999,35.43,34.110001,35.139999,11445100,32.78754
"858",35.25,36.830002,34.349998,36.5,7414300,34.056499
"859",37,37.939999,36.48,37.720001,7533100,35.194824
"860",38.5,39.220001,38.169998,38.59,9151200,36.006584
"861",38.200001,38.860001,37.529999,38.040001,9239300,35.493404
"862",40.950001,42.009998,40.470001,41.560001,10867700,38.777756
"863",43.5,44.119999,41.529999,42.209999,14498100,39.384235
"864",40.310001,40.939999,39.360001,40.41,8264500,37.704746
"865",39.810001,40.799999,39.130001,39.189999,7984800,36.566414
"866",35.900002,37.880001,35.169998,35.330002,10531700,32.964828
"867",37.630001,37.900002,35.330002,36.619999,7688900,34.168465
"868",34.799999,38.200001,34.610001,37.84,9565800,35.306789
"869",40.110001,40.48,37.619999,38.639999,7253800,36.053234
"870",38.5,38.639999,37.119999,37.130001,5498500,34.644325
"871",36.950001,39,36.41,38.470001,6219300,35.894619
"872",41.759998,41.799999,38.189999,38.189999,25989000,35.633358
"873",37.639999,38.779999,37.02,38.610001,10442600,36.025242
"874",39.049999,39.700001,38.669998,38.799999,5808200,36.202526
"875",37.84,38.16,35.73,36.23,7993800,33.804573
"876",35.580002,37.029999,35.119999,36.689999,8370700,34.233776
"877",36.389999,39.049999,34.66,35.369999,14780900,33.002144
"878",35.540001,36.43,35,35.400002,4630900,33.030144
"879",35.119999,37.66,34.689999,37.380001,6542100,34.877586
"880",37.599998,38.060001,35.459999,35.68,6026400,33.291397
"881",36.43,37.419998,35.93,36.07,5716300,33.655289
"882",36.889999,37.119999,35.32,36.360001,6860000,33.925873
"883",35.540001,35.919998,34.630001,34.689999,6752000,32.367668
"884",34.73,34.810001,33.540001,34.150002,12174100,31.863821
"885",34.259998,34.259998,32.57,33.349998,10668600,31.117373
"886",33.209999,36.259998,33.02,36.200001,9439700,33.776581
"887",36.32,36.450001,35.049999,35.310001,8333300,32.946163
"888",34.880001,36.290001,34.400002,36.200001,8771300,33.776581
"889",37.360001,37.73,36.490002,37.57,4805100,35.054867
"890",37.029999,37.950001,36.650002,37.389999,3380600,34.886917
"891",37.639999,39.630001,37.200001,37.93,10359900,35.390766
"892",37.73,38.310001,36.68,36.75,7093400,34.289761
"893",37.290001,38.759998,37.16,38.540001,6673300,35.959934
"894",37.700001,38.91,37.400002,38.73,7550200,36.137211
"895",38.200001,39.5,38.110001,38.880001,4573800,36.277172
"896",38.93,39.360001,38.450001,38.700001,3728500,36.109219
"897",38.52,38.91,37.75,38.52,3290300,35.941269
"898",38.279999,38.860001,37.869999,38.119999,4821000,35.56805
"899",38.34,39.950001,38.23,39.91,5097300,37.238216
"900",39,39.27,37.630001,38.080002,5949200,35.530731
"901",37.599998,38.549999,37.240002,38.200001,9994400,35.642696
"902",38.400002,40.040001,37.419998,38.57,24358900,35.987923
"903",37.830002,38.57,36.509998,37.689999,13185700,35.166832
"904",38.080002,38.130001,36.27,36.43,14914600,33.991188
"905",36.07,36.880001,35.490002,35.73,7172500,33.338047
"906",35.59,36.75,35.25,36.669998,5469000,34.215115
"907",36.900002,37.150002,36.049999,37.130001,9232600,34.644325
"908",38,38.68,36.73,36.950001,7622200,34.476376
"909",38.029999,38.450001,37.349998,38.130001,8280400,35.577377
"910",37.5,38.07,37.119999,37.259998,5040000,34.765621
"911",37.049999,38.380001,36.900002,38.349998,5768100,35.782646
"912",38.369999,39.080002,38.040001,38.650002,5424600,36.062569
"913",37.93,38.220001,37.23,37.240002,5824200,35.276333
"914",37.130001,37.830002,36.700001,37.18,5357100,35.219494
"915",36.580002,36.689999,35.619999,35.619999,8117000,33.741756
"916",35.5,35.689999,34.959999,35.400002,6586100,33.53336
"917",35.799999,37.02,35.48,36.810001,7215700,34.869007
"918",36.950001,37,36.009998,36.450001,7086600,34.527988
"919",36.32,36.599998,35.299999,35.330002,5174700,33.467052
"920",35.439999,35.490002,34.400002,34.98,7384700,33.135502
"921",35.16,37.259998,35.099998,37.09,7090800,35.134243
"922",37.009998,37.07,35.459999,35.459999,5727700,33.590191
"923",35.009998,35.860001,34.630001,34.970001,5048700,33.12603
"924",35.029999,35.43,34.59,35.009998,5556900,33.163921
"925",35.099998,35.830002,33.939999,34.259998,6314800,32.453465
"926",34.540001,34.779999,33.23,33.639999,7278900,31.866159
"927",33.040001,33.41,32.23,32.330002,6645500,30.62524
"928",32.720001,32.75,31.74,31.77,7017500,30.094765
"929",31.879999,31.969999,30.219999,30.27,8887000,28.673862
"930",30.309999,31.6,30.139999,31.25,8273000,29.602186
"931",31.49,32.490002,31.48,32.02,9334900,30.331585
"932",31.959999,32.470001,30.950001,31.09,5248500,29.450624
"933",31.309999,33.060001,30.75,32.360001,9228800,30.653656
"934",31.549999,32.400002,31.450001,32.119999,8454600,30.42631
"935",31.74,32.610001,31.639999,32.279999,12106500,30.577875
"936",30.799999,31.34,30.25,31.25,10301500,29.602186
"937",31.1,31.709999,30.879999,31.040001,9786300,29.403259
"938",30.9,31.16,28.700001,28.73,8669200,27.215067
"939",28.51,29.15,27.57,28.620001,9454400,27.110867
"940",28.129999,28.889999,27.629999,28.629999,6647200,27.120337
"941",29.459999,30.309999,29.18,29.950001,7496000,28.370735
"942",29.92,30.27,29.120001,29.43,4856600,27.878153
"943",29.59,30.209999,29.129999,29.34,5788800,27.7929
"944",28.77,28.98,27.389999,27.709999,7880300,26.24885
"945",26.82,28.639999,26.559999,28.27,7342400,26.779324
"946",28.700001,29.469999,28.620001,29.24,6615100,27.698174
"947",29.77,30.299999,28.76,28.83,5367900,27.309792
"948",28.99,29.27,28.549999,29.209999,5507800,27.669754
"949",29.389999,31.139999,29.280001,31.120001,6636000,29.47904
"950",31.35,31.389999,30.07,30.120001,7514000,28.531773
"951",29.969999,30.51,29.620001,30.49,4393100,28.882263
"952",30.17,30.49,29.08,29.379999,6551800,27.830791
"953",29.540001,30.6,29.43,29.91,4925100,28.332846
"954",29.1,30.57,28.59,30.540001,5150200,28.929626
"955",30.34,30.52,29.32,29.370001,5024100,27.821318
"956",29.389999,29.51,28.17,28.25,8570100,26.760374
"957",28.6,29.5,28.5,29.24,6047600,27.698174
"958",28.74,29.49,28.290001,28.82,5732500,27.30032
"959",28.610001,29.65,28.09,29.51,6250000,27.953938
"960",29.870001,30.58,29.059999,29.889999,6050900,28.3139
"961",29.25,29.290001,28.15,28.6,6438500,27.091921
"962",28.440001,29,28.049999,28.190001,4681200,26.703541
"963",27.27,27.940001,26.790001,27.5,8389000,26.049923
"964",27.01,28.879999,26.77,28.83,6478500,27.309792
"965",28.5,29.530001,28.16,29.5,8784600,27.944464
"966",28.92,31.809999,28.540001,31.299999,11738200,29.649549
"967",31.68,32.34,31.459999,31.91,8395600,30.227385
"968",31.92,32.73,31.129999,31.700001,7392500,30.028458
"969",31.65,32.52,31.52,31.83,7109500,30.151602
"970",31.700001,32.470001,31.290001,31.58,7181600,29.914785
"971",35.68,38.220001,35.650002,36.470001,17209800,34.546936
"972",37.400002,37.669998,36.279999,37.639999,12599800,35.655239
"973",37.84,38.220001,36.740002,37.189999,5687600,35.228973
"974",36.48,36.639999,34.419998,34.700001,8952800,32.870266
"975",35.189999,37.639999,35.02,37.560001,7917600,35.579464
"976",39.439999,40.869999,38.669998,40.73,15288200,38.582302
"977",39.02,40.66,38.16,40.610001,7931300,39.024342
"978",40.889999,41.07,38.529999,38.540001,9135600,37.035172
"979",37.450001,39.240002,37.209999,39.080002,6149200,37.554085
"980",38.990002,39.169998,38.200001,38.259998,4602400,36.766102
"981",39,41.349998,38.880001,41.220001,8987300,39.610531
"982",42.740002,42.869999,41.43,42.450001,12176000,40.7925
"983",41.889999,42.209999,41.34,41.48,5782500,39.860374
"984",41.16,41.889999,41.040001,41.419998,4122200,39.802715
"985",40.830002,41.490002,38.639999,38.880001,13248200,37.361897
"986",40.220001,41.279999,39.32,39.450001,5942200,37.909637
"987",39,41.23,38.740002,40.580002,5792600,38.995518
"988",40.75,41.93,40.25,40.990002,4191500,39.389511
"989",41.849998,43.560001,41.720001,42.91,5557700,41.234539
"990",42.25,42.740002,40.889999,42.209999,5835300,40.561867
"991",41.549999,43.310001,41.490002,42.450001,4107200,40.7925
"992",43.18,43.880001,41.939999,42.639999,4302200,40.975079
"993",42.450001,44.689999,42.34,43.830002,9325100,42.118618
"994",43.290001,43.43,42.279999,42.91,3651600,41.234539
"995",43.310001,43.900002,40.52,40.759998,6498400,39.168491
"996",41.400002,42.290001,40.830002,42.25,5041300,40.600307
"997",42.060001,42.240002,41.380001,41.650002,5975500,40.023743
"998",41.990002,41.990002,40.41,40.580002,7227000,38.995518
"999",40.060001,40.560001,39.73,40.349998,12846400,38.774494
"1000",39,40.290001,38.299999,39.75,6302500,38.197926
"1001",39.650002,40.290001,39.560001,39.669998,7608000,38.121048
"1002",40,41.650002,40,41.310001,4944700,39.697014
"1003",40.860001,41.23,40.389999,41.209999,1989300,39.600918
"1004",41.259998,42.380001,40.700001,40.779999,4293800,39.18771
"1005",40.98,41.310001,40.48,40.73,3363000,39.13966
"1006",40.91,41.869999,40.830002,41.57,3152300,39.946865
"1007",41.5,41.990002,41.060001,41.360001,3361400,39.74506
