"","GL.Open","GL.High","GL.Low","GL.Close","GL.Volume","GL.Adjusted"
"40",78.480003,79.050003,78.32,78.699997,752800,75.7052
"41",78.860001,78.860001,77.839996,77.879997,454700,74.916397
"42",77.980003,78.300003,77.669998,78.190002,503900,75.214592
"43",77.669998,78.220001,77.669998,77.919998,319300,74.954872
"44",77.870003,78.279999,77.540001,78.029999,367300,75.060699
"45",78.839996,79.529999,77.480003,77.589996,464400,74.637421
"46",77.949997,78.370003,77.790001,78.209999,499700,75.233826
"47",78.32,78.519997,77.809998,78.339996,365300,75.358894
"48",78.290001,78.589996,78.050003,78.379997,350900,75.397369
"49",78.089996,78.510002,77.940002,78.410004,378700,75.426247
"50",78.459999,78.75,78.220001,78.629997,376000,75.637848
"51",78.839996,79.050003,78.5,78.709999,384100,75.714828
"52",78.769997,78.970001,78.089996,78.629997,766900,75.637848
"53",78.519997,78.889999,78.059998,78.419998,444800,75.435852
"54",78.769997,78.82,76.470001,76.57,636400,73.656258
"55",76.32,76.669998,75.730003,76.480003,670200,73.569679
"56",76.330002,77.139999,76.089996,76.559998,593200,73.646629
"57",76.699997,77.290001,76.279999,76.589996,358600,73.675491
"58",75.470001,76.43,75.349998,76.339996,365700,73.434998
"59",76.230003,77.349998,76.209999,76.919998,469200,73.992928
"60",76.639999,76.699997,75.959999,76.239998,573300,73.338806
"61",76.029999,77.260002,76.029999,77.169998,431300,74.379753
"62",77.029999,77.419998,76.860001,77.040001,550500,74.254463
"63",77.150002,77.370003,75.839996,76.660004,454500,73.888206
"64",76.639999,76.889999,76.349998,76.82,355600,74.042412
"65",77.290001,77.360001,75.949997,76.029999,339500,73.280983
"66",75.959999,76.510002,75.470001,76.260002,447700,73.502663
"67",75.839996,76.510002,75.5,76.160004,382000,73.406296
"68",76.059998,76.419998,75.730003,76.089996,367700,73.338799
"69",75.760002,76.239998,75.419998,76.230003,492700,73.473755
"70",76.230003,76.230003,75.059998,75.389999,328100,72.664124
"71",75.169998,75.629997,74.480003,74.480003,474300,71.787025
"72",74.769997,75.639999,74.559998,75.550003,535500,72.818329
"73",75.150002,75.5,74.639999,75,351400,72.288223
"74",75.510002,75.519997,74.5,74.760002,622100,72.056908
"75",75.410004,76.739998,75.110001,76,854000,73.252052
"76",75.959999,76.709999,75.650002,76.330002,748400,73.570137
"77",77.860001,77.980003,76.790001,77.279999,798700,74.485779
"78",77.809998,78,77.019997,77.269997,544100,74.476151
"79",77.129997,77.550003,76.970001,77.07,583400,74.283371
"80",77.190002,77.93,77.110001,77.43,811900,74.630356
"81",77.389999,77.629997,76.639999,76.709999,412900,73.936401
"82",77.07,77.139999,76.580002,76.900002,382000,74.11953
"83",76.800003,77.190002,76.690002,76.760002,375300,73.984589
"84",76.580002,77.139999,76.5,76.879997,361900,74.100235
"85",77.300003,77.760002,76.459999,76.709999,601800,73.936401
"86",76.839996,76.910004,76.379997,76.830002,332400,74.052071
"87",76.900002,77.129997,76.379997,76.620003,252200,73.849648
"88",76.730003,76.849998,75.980003,76.040001,357300,73.290619
"89",75.809998,76.290001,75.629997,76.120003,541200,73.367729
"90",75.889999,76.010002,75.019997,75.580002,473400,72.847244
"91",75.160004,75.57,75.050003,75.239998,417000,72.519524
"92",75.419998,76.080002,75.209999,76.019997,471400,73.271339
"93",76.32,76.639999,75.5,75.639999,518500,72.905075
"94",75.639999,75.639999,73.989998,74.110001,492200,71.43042
"95",74.110001,74.989998,74.07,74.57,522800,71.873779
"96",74.709999,75.07,74.190002,74.370003,813900,71.680992
"97",74.75,74.919998,74.389999,74.75,382500,72.047241
"98",74.769997,75.300003,74.330002,75.059998,262400,72.346046
"99",75.120003,75.190002,74.360001,74.760002,345200,72.056908
"100",75.099998,75.830002,74.870003,75.650002,365600,72.914742
"101",75.440002,75.599998,75.18,75.230003,230600,72.509918
"102",74.980003,75.43,74.790001,75.269997,247700,72.54847
"103",75.370003,75.540001,74.599998,75.5,1007000,72.770164
"104",75.730003,76.620003,75.260002,76.589996,443900,73.820724
"105",76.389999,76.879997,76.059998,76.470001,374300,73.705078
"106",76.370003,76.839996,75.830002,75.860001,361700,73.117142
"107",75.440002,75.559998,74.709999,74.800003,562800,72.095459
"108",74.849998,75.160004,74.540001,74.709999,467700,72.008713
"109",74.709999,75.790001,74.610001,75.290001,620500,72.567734
"110",75.580002,76.839996,75.209999,76.760002,462300,73.984589
"111",76.730003,77.120003,76.57,76.629997,374700,73.859291
"112",76.699997,77.089996,76.519997,76.959999,276000,74.177361
"113",76.540001,76.959999,75.989998,76.940002,277300,74.158073
"114",76.660004,77.089996,76.18,76.989998,353100,74.206261
"115",77.110001,77.290001,76.230003,77.239998,904700,74.447235
"116",77.639999,77.800003,77.220001,77.769997,473400,74.958046
"117",77.480003,77.739998,77.150002,77.209999,528700,74.418304
"118",77.209999,77.279999,76.07,76.139999,408100,73.387001
"119",75.900002,76.080002,75.260002,75.639999,438200,72.905075
"120",75.830002,75.93,75.32,75.68,827500,72.943649
"121",75.870003,76.339996,75.32,75.959999,602700,73.213524
"122",76.169998,76.370003,75.669998,75.669998,479000,72.933998
"123",76.080002,76.959999,76.040001,76.809998,852000,74.032768
"124",77.910004,77.910004,75.830002,76.32,518500,73.560501
"125",76.57,76.879997,76.029999,76.5,666600,73.879181
"126",77.059998,78.239998,76.849998,77.25,284500,74.6035
"127",77.489998,77.489998,76.669998,76.800003,456800,74.168915
"128",76.75,77.339996,76.43,76.730003,621900,74.101326
"129",77.040001,77.860001,76.879997,77.639999,346400,74.980141
"130",77.43,78.059998,77.330002,77.860001,414900,75.192612
"131",77.860001,77.980003,77.32,77.449997,291500,74.796654
"132",77.440002,77.889999,77.269997,77.800003,241000,75.134666
"133",77.769997,78.400002,77.669998,78.230003,254600,75.549911
"134",77.589996,78.529999,77.360001,78.150002,238700,75.472679
"135",78.139999,78.449997,77.669998,78.370003,291700,75.685127
"136",77.959999,78.400002,77.959999,78.089996,551400,75.414703
"137",78.190002,78.400002,77.980003,78.209999,329600,75.530602
"138",78.330002,78.739998,78.169998,78.239998,213600,75.559586
"139",78.18,78.550003,78.059998,78.32,333500,75.636833
"140",78.330002,78.629997,78.25,78.489998,216800,75.80101
"141",79.32,79.360001,78.720001,78.790001,405300,76.090744
"142",78.830002,78.830002,77.910004,77.959999,248500,75.289185
"143",79.370003,79.370003,77.940002,78.800003,540500,76.100403
"144",78.919998,79.199997,78.199997,78.889999,498900,76.187317
"145",79.169998,79.32,78.800003,78.970001,373200,76.26458
"146",79.300003,79.300003,78.269997,79.120003,527100,76.409439
"147",78.980003,79.349998,78.68,78.93,440400,76.225937
"148",78.849998,79.059998,78.68,78.839996,336300,76.139015
"149",79.089996,79.32,78.980003,79.07,213500,76.361153
"150",79.040001,79.110001,78.839996,78.980003,288100,76.274239
"151",78.949997,79.900002,78.949997,79.269997,394300,76.554291
"152",78.889999,79.260002,78.389999,79.230003,541200,76.515671
"153",78.650002,79.040001,78.400002,78.449997,613800,75.76239
"154",78.540001,78.709999,78.139999,78.160004,358700,75.482323
"155",78.75,79.029999,78.660004,78.769997,286700,76.071411
"156",79.07,79.470001,78.82,78.860001,379000,76.15834
"157",79.209999,79.489998,78.690002,78.75,351300,76.052109
"158",78.620003,78.709999,76.800003,76.849998,521000,74.217194
"159",76.730003,77.080002,76.330002,76.610001,491000,73.985428
"160",76.599998,76.779999,76.25,76.519997,410200,73.898499
"161",76.75,77.480003,76.699997,77.43,351400,74.777328
"162",76.919998,77.669998,76.919998,77.300003,304500,74.651794
"163",77.489998,77.620003,77.07,77.099998,255100,74.458618
"164",77.449997,77.839996,77.300003,77.699997,279500,75.038071
"165",77.709999,77.709999,77.110001,77.209999,357300,74.564865
"166",76.589996,76.989998,76.559998,76.809998,320400,74.178581
"167",76.790001,77.209999,76.790001,76.940002,236300,74.304123
"168",77.129997,77.190002,76.709999,76.970001,517000,74.333099
"169",77.279999,77.839996,77.190002,77.519997,365000,74.864235
"170",76.989998,76.989998,75.779999,75.870003,425800,73.270775
"171",76.220001,76.419998,75.93,76.050003,497500,73.444603
"172",76.059998,76.059998,74.480003,74.68,404200,72.121559
"173",74.57,76.370003,74.57,76.07,458500,73.463943
"174",76.769997,77.160004,76.160004,76.839996,403000,74.207527
"175",77.099998,77.779999,76.980003,77.779999,257400,75.115341
"176",77.449997,77.470001,76.970001,77.160004,370300,74.516579
"177",77.07,77.379997,76.68,76.93,345300,74.294456
"178",76.849998,77.300003,76.699997,77.220001,658200,74.574524
"179",77.389999,77.620003,77.059998,77.529999,333300,74.873924
"180",77.550003,78,77.419998,77.889999,385600,75.221565
"181",78.019997,78.93,77.610001,78.620003,389200,75.926575
"182",78.57,78.910004,78.379997,78.650002,329200,75.955528
"183",78.489998,78.790001,78.300003,78.639999,275700,75.945892
"184",78.5,78.949997,78.160004,78.919998,611000,76.216293
"185",78.949997,79.129997,78.540001,78.870003,420500,76.167992
"186",79.529999,80.099998,79.370003,79.839996,432500,77.104759
"187",79.75,79.839996,79.400002,79.739998,305100,77.008179
"188",79.620003,80.300003,79.610001,80.089996,490300,77.346191
"189",80.169998,80.510002,79.790001,80.330002,380800,77.57798
"190",80.260002,80.43,79.940002,80.410004,244300,77.655228
"191",80.309998,80.599998,80.150002,80.32,263400,77.568314
"192",80.220001,81.010002,80.220001,80.809998,218000,78.187553
"193",81.010002,81.169998,80.400002,80.809998,371900,78.187553
"194",80.970001,81.080002,80.43,80.529999,240700,77.916634
"195",80.529999,80.970001,80.480003,80.93,359600,78.303658
"196",80.82,81.099998,80.279999,81.099998,349900,78.46814
"197",81.099998,81.620003,80.910004,81.529999,428600,78.884186
"198",81.57,81.919998,81.279999,81.610001,304200,78.961586
"199",81.589996,82.080002,81.589996,82.050003,225200,79.387321
"200",82.099998,82.25,81.589996,81.889999,433700,79.232506
"201",82.150002,82.43,82.029999,82.160004,306100,79.493744
"202",81.860001,82.550003,81.779999,82.529999,225800,79.851715
"203",83.379997,83.480003,82.919998,83.120003,459800,80.422592
"204",83.279999,83.739998,82.889999,83.699997,394000,80.983765
"205",83.690002,84.07,83.440002,83.879997,384600,81.157928
"206",84.480003,86.5,83.110001,84.580002,729500,81.835205
"207",84.959999,85.489998,82.050003,85.080002,880500,82.318985
"208",84.959999,85.389999,84.360001,84.959999,442000,82.202866
"209",84.599998,85.120003,84.440002,84.519997,399700,81.777145
"210",84.849998,84.919998,84,84.129997,390500,81.399818
"211",84.540001,85.07,84.269997,84.760002,376300,82.009369
"212",84.75,85.730003,84.639999,85.540001,424900,82.764046
"213",85.260002,85.809998,85.190002,85.419998,558800,82.647957
"214",85.279999,85.75,84.809998,85.68,468500,82.899506
"215",85.599998,86.220001,84.910004,85.18,431100,82.415741
"216",85.059998,85.550003,84.860001,85.239998,521100,82.473785
"217",84.860001,85.209999,84.150002,84.5,474000,81.75779
"218",84.610001,84.650002,83.660004,84.260002,527600,81.525597
"219",84.139999,84.760002,83.959999,84.690002,441000,81.941643
"220",84.400002,85.360001,84.239998,85.18,558200,82.415741
"221",84.709999,85.849998,84.599998,85.370003,663000,82.599586
"222",85.540001,85.879997,84.940002,85.010002,493200,82.251259
"223",84.68,85.720001,84.559998,85.440002,517000,82.667305
"224",85.5,85.540001,84.919998,85.080002,420200,82.318985
"225",85.32,85.599998,85.209999,85.269997,469100,82.502808
"226",85.290001,85.370003,84.760002,85.169998,279700,82.406067
"227",85.389999,85.519997,85.099998,85.160004,173600,82.3964
"228",85.220001,86.029999,85.110001,85.739998,364900,82.957565
"229",86.059998,87.660004,86.059998,87.529999,724400,84.689453
"230",87.830002,89.540001,87.830002,89.089996,456000,86.198837
"231",89.400002,90.32,88.75,88.849998,947200,85.966637
"232",89.089996,89.089996,86.690002,88.529999,623400,85.657013
"233",89.620003,89.879997,88.790001,89.400002,702600,86.498802
"234",89.660004,90.07,88.82,89,531300,86.111771
"235",88.879997,89.730003,88.699997,89.029999,555900,86.140793
"236",88.769997,89.370003,88.769997,89.169998,290500,86.27626
"237",89.480003,90.139999,89.080002,89.949997,506300,87.030922
"238",89.860001,90.089996,89.379997,89.629997,461500,86.721329
"239",89.75,90.010002,89.199997,89.769997,521400,86.856766
"240",89.669998,90.349998,89.269997,89.309998,769800,86.411728
"241",89.410004,89.830002,88.769997,88.860001,471700,85.976311
"242",89.279999,90.279999,88.900002,89.610001,991500,86.701973
"243",90.129997,90.269997,89.489998,89.870003,572100,86.953537
"244",90.32,90.809998,89.980003,90.139999,717700,87.214775
"245",90.68,90.870003,90.18,90.419998,644300,87.48568
"246",90.879997,90.980003,90.209999,90.510002,628800,87.572769
"247",90.989998,91,90.120003,90.690002,376500,87.746941
"248",90.709999,90.949997,90.389999,90.629997,169500,87.688866
"249",90.519997,90.919998,90.379997,90.690002,247300,87.746941
"250",90.970001,91.190002,90.559998,91.160004,274600,88.201675
"251",91.25,91.290001,90.709999,90.709999,279600,87.766281
"252",91.419998,91.419998,90.080002,90.209999,515400,87.282494
"253",90.199997,90.559998,89.989998,90.470001,460200,87.534065
"254",90.580002,91.290001,90.580002,90.699997,464800,87.902336
"255",90.93,91.089996,90.480003,91.059998,749600,88.251266
"256",91.199997,91.440002,90.730003,91.330002,426500,88.512894
"257",91.709999,92.730003,91.709999,92.07,508000,89.230095
"258",92.260002,93.199997,92.019997,92.760002,367600,89.898796
"259",93.110001,93.339996,92.620003,92.860001,622100,89.99572
"260",93.150002,93.150002,91.650002,92.25,727700,89.404518
"261",92.32,92.639999,91.059998,91.419998,727800,88.600121
"262",91.82,92.559998,91.5,92.029999,594100,89.191292
"263",92.309998,92.620003,91.5,91.660004,558200,88.832741
"264",91.989998,92.459999,91.57,92.150002,545700,89.30761
"265",92.43,92.800003,92.019997,92.779999,466600,89.91819
"266",92.480003,92.959999,92.230003,92.769997,373400,89.908501
"267",93.139999,93.32,92.529999,93.07,625400,90.199242
"268",93.260002,93.260002,92.470001,92.709999,299000,89.850365
"269",92.900002,93.449997,92.449997,93.32,558700,90.441536
"270",93.220001,93.599998,92.330002,92.339996,548500,89.49176
"271",91.769997,92.459999,91.18,91.330002,745500,88.512894
"272",91.300003,91.75,90.459999,90.849998,853800,88.047722
"273",90.860001,91.400002,90.269997,90.739998,1095600,87.941093
"274",90.440002,90.650002,88.190002,88.209999,796900,85.489136
"275",87.43,87.900002,83.550003,83.959999,1356500,81.370255
"276",81.989998,84.089996,81.599998,83.419998,1357300,80.846909
"277",83.059998,84.440002,82.709999,83.279999,976500,80.711205
"278",83.279999,84.019997,80.43,80.519997,1109800,78.036331
"279",81.550003,83.120003,81.040001,82.639999,1226800,80.090958
"280",83.260002,84.309998,82.32,83.529999,974400,80.953522
"281",82.839996,84.330002,82.709999,84.040001,680400,81.447754
"282",83.709999,86.360001,83.629997,86.300003,771700,83.638054
"283",86.910004,86.949997,85.639999,86.120003,525600,83.463623
"284",85.800003,87.010002,85.760002,86.650002,698200,83.977272
"285",86.580002,87.160004,86.050003,86.379997,606300,83.715591
"286",86.199997,87.550003,86.059998,86.169998,572900,83.51207
"287",86.5,86.93,85.580002,85.639999,722100,82.998413
"288",85.860001,86.550003,85.68,86.510002,350300,83.841583
"289",86.790001,87.620003,86.349998,87.599998,433400,84.897957
"290",87.5,88.160004,86.989998,86.989998,510700,84.306778
"291",87.410004,87.599998,85.339996,85.370003,507600,82.736755
"292",85.449997,85.610001,82.739998,83.169998,815900,80.604599
"293",82.349998,83.18,81.559998,82.959999,832700,80.40107
"294",82.389999,84.610001,82.150002,84.110001,794100,81.515617
"295",84.220001,84.849998,83.629997,84.720001,784400,82.106804
"296",83.910004,85.080002,83.779999,84.839996,504200,82.223099
"297",85.129997,85.660004,84.050003,85.620003,651200,82.97905
"298",86.059998,87.400002,85.900002,87.339996,572800,84.645973
"299",87.150002,87.739998,86.709999,87.019997,630200,84.335861
"300",87.529999,87.529999,86.07,86.379997,625500,83.715591
"301",86.839996,86.839996,85.059998,85.239998,490500,82.610756
"302",85.419998,85.779999,85.139999,85.540001,575200,82.901512
"303",85.470001,85.980003,85.199997,85.589996,1345600,82.949966
"304",85.660004,85.660004,84.550003,85.440002,726000,82.804596
"305",85.849998,86.32,85.559998,86.029999,475700,83.376411
"306",86.169998,86.919998,85.919998,86.059998,649700,83.405479
"307",85.050003,85.650002,83.720001,83.830002,554500,81.244263
"308",84.110001,84.110001,80.779999,80.910004,560000,78.414345
"309",82.370003,84.290001,82.110001,84.120003,813100,81.525314
"310",84.660004,84.660004,82.760002,83.169998,676400,80.604599
"311",83.410004,84.120003,82.669998,83.699997,653100,81.118256
"312",84.160004,84.879997,83.830002,84.169998,628000,81.573769
"313",84.199997,84.260002,81.190002,82.199997,600600,79.816246
"314",82.830002,83.769997,82.260002,83.580002,708300,81.156235
"315",82.389999,84.82,82.389999,84.589996,1224200,82.13694
"316",85.059998,85.459999,84.419998,84.959999,822300,82.496223
"317",84.129997,84.639999,82.18,82.980003,782600,80.573647
"318",83.519997,84.559998,83.07,83.150002,392900,80.738708
"319",84.25,84.889999,83.839996,84.169998,506800,81.729126
"320",83.339996,83.870003,83,83.419998,482600,81.000885
"321",83.910004,84.5,83.68,84.230003,441400,81.787384
"322",84.879997,84.970001,83.940002,84.339996,660400,81.894203
"323",84.980003,85.620003,84.760002,85.089996,632000,82.622429
"324",85.690002,86.099998,84.860001,85.360001,684700,82.884628
"325",85.690002,86.169998,85.230003,85.709999,557600,83.224464
"326",87.050003,87.699997,86.129997,87.220001,658000,84.690674
"327",87.220001,87.980003,86.669998,87.18,792000,84.651825
"328",87.5,87.919998,86.620003,86.889999,531200,84.370239
"329",87.209999,87.540001,85.589996,86.120003,823000,83.622581
"330",86.169998,86.959999,85.559998,86.470001,435900,83.962448
"331",86.480003,87.239998,86.080002,86.769997,386600,84.253723
"332",86.529999,87.669998,86.389999,87.519997,368500,84.981987
"333",87.779999,88.25,86.739998,86.739998,447800,84.224594
"334",86.480003,86.769997,85.900002,86.68,292400,84.166336
"335",86.239998,86.239998,84.739998,84.870003,632300,82.408813
"336",84.410004,84.809998,83.019997,84.089996,518000,81.651451
"337",83.639999,85.93,83.370003,85.459999,340200,82.981712
"338",85.550003,85.800003,84.989998,85.440002,438800,82.962303
"339",85.400002,86.010002,84.779999,85.040001,453200,82.573898
"340",85.349998,85.43,84.489998,85.019997,412400,82.554482
"341",85.019997,85.529999,84.580002,85.379997,337300,82.904022
"342",85.470001,86.169998,85.330002,85.519997,241900,83.039963
"343",85.610001,85.739998,84.599998,84.75,368600,82.29232
"344",84.589996,85.25,84.410004,84.889999,511100,82.428238
"345",84.720001,85.68,84.720001,85.300003,398600,82.826363
"346",85.260002,85.910004,85,85.669998,327000,83.1856
"347",85.629997,85.980003,85.400002,85.639999,8e+05,83.156494
"348",85.919998,86.739998,85.82,86.580002,517000,84.069244
"349",86.599998,87.269997,86.470001,86.989998,347700,84.467346
"350",86.650002,86.720001,86.239998,86.580002,412500,84.069244
"351",86.269997,86.510002,85.5,86.209999,431000,83.709969
"352",85.959999,86.5,85.389999,85.709999,328400,83.224464
"353",84.529999,84.849998,82.589996,83.129997,678400,80.719299
"354",83.989998,85.449997,83.839996,85.099998,718000,82.632156
"355",84.889999,85.309998,84.129997,84.830002,627800,82.369972
"356",85.870003,86.629997,85.779999,85.779999,506900,83.292435
"357",85.980003,86.410004,85.120003,85.18,408200,82.709854
"358",84.980003,85.050003,84.019997,84.93,655500,82.467094
"359",85.300003,85.760002,84.830002,85.519997,473800,83.039963
"360",85.779999,85.910004,85.239998,85.660004,783800,83.175934
"361",85.790001,86.300003,85.510002,86.239998,479300,83.739098
"362",86.510002,86.669998,85.5,85.68,297700,83.195335
"363",85.690002,85.690002,84.389999,84.620003,399700,82.166054
"364",84.75,85.129997,84.040001,84.339996,927400,81.894203
"365",84.610001,84.800003,83.75,84.199997,803400,81.75824
"366",83.760002,84.559998,82.970001,84.480003,1023500,82.030121
"367",84.029999,84.360001,83.400002,84.120003,652600,81.68058
"368",83.459999,84.510002,83.419998,84.269997,641300,81.826233
"369",84.620003,84.879997,83.980003,84.050003,816600,81.612617
"370",83.93,84.300003,83.449997,83.699997,663900,81.272751
"371",84.129997,84.230003,83.400002,83.68,1060900,81.253349
"372",83.309998,83.900002,82.760002,83.620003,486000,81.195084
"373",83.650002,83.650002,83,83.019997,425300,80.612457
"374",82.830002,83.290001,81.330002,81.360001,376400,79.000603
"375",81.25,81.580002,80.660004,81.150002,510600,78.796715
"376",81.699997,82.610001,81.32,81.410004,597400,79.049171
"377",81.010002,82.010002,80.900002,81.910004,557000,79.53466
"378",82.190002,82.699997,81.989998,82.080002,371900,79.855728
"379",82.389999,82.440002,81.830002,82.290001,685000,80.060028
"380",82.029999,83.029999,81.82,82.790001,441300,80.546471
"381",83.300003,84.940002,83.290001,84.860001,634000,82.560371
"382",84.900002,84.910004,84.07,84.769997,512800,82.472816
"383",84.220001,84.529999,83.57,83.790001,448600,81.519363
"384",84.389999,84.389999,82.720001,83.389999,353700,81.130211
"385",83.050003,83.830002,82.919998,83.43,612700,81.169136
"386",83.580002,84.510002,83.580002,84.459999,483900,82.171219
"387",84.480003,84.800003,84.139999,84.559998,336800,82.268517
"388",84.720001,85.410004,84.589996,85.279999,445700,82.969002
"389",85.099998,85.110001,83.809998,83.970001,530600,81.694511
"390",83.660004,83.769997,83.120003,83.470001,346500,81.208046
"391",83.480003,84.440002,83.18,84.349998,389200,82.064217
"392",84.199997,85.019997,83.989998,84.519997,461800,82.229584
"393",84.449997,84.449997,83.059998,83.870003,353700,81.597214
"394",86.120003,87.889999,84.870003,86.779999,963400,84.428352
"395",87.019997,87.93,86.910004,87.730003,459000,85.352615
"396",87.839996,88.699997,87.720001,88.169998,525000,85.780685
"397",88.550003,88.720001,87.849998,88.07,493800,85.683403
"398",88.489998,88.949997,87.029999,87.209999,406300,84.846695
"399",86.870003,86.889999,86.059998,86.379997,538800,84.039192
"400",86.290001,86.889999,85.720001,86.870003,344900,84.515915
"401",86.889999,87.559998,86.650002,87.269997,362800,84.905075
"402",86.889999,88.190002,86.889999,87.529999,246900,85.15802
"403",87.519997,88.080002,87.220001,88.019997,218000,85.634743
"404",87.980003,88.18,87.419998,87.529999,243500,85.15802
"405",86.75,87.209999,86.050003,86.610001,436500,84.26297
"406",86.529999,86.940002,86.110001,86.309998,253200,83.971092
"407",86.519997,87.389999,86.419998,87.099998,294100,84.739685
"408",86.550003,87.040001,86.449997,86.82,305500,84.467278
"409",87.269997,88.199997,87.160004,87.959999,330900,85.576385
"410",87.779999,88.339996,87.629997,88.18,505500,85.790421
"411",88.400002,88.639999,88.139999,88.349998,324600,85.955811
"412",88.540001,89.589996,88.370003,89.190002,368300,86.773041
"413",88.980003,89.279999,88.470001,88.769997,438300,86.364433
"414",88.709999,88.709999,87.550003,87.75,276900,85.372078
"415",88.040001,88.449997,87.879997,88.419998,216200,86.023911
"416",88.5,89.349998,88.5,88.699997,554800,86.296326
"417",88.919998,89.029999,87.870003,88.25,513700,85.858513
"418",88.300003,88.410004,87.309998,88.120003,366700,85.732056
"419",88.050003,88.099998,87.599998,87.709999,270900,85.333153
"420",87.639999,87.970001,87.220001,87.919998,395200,85.537468
"421",87.809998,88.379997,87.540001,88.230003,338600,85.839066
"422",88.190002,89.400002,88.190002,89.099998,406900,86.685471
"423",89.040001,89.459999,88.489998,88.610001,334500,86.208763
"424",88.650002,88.720001,88.080002,88.389999,411600,85.994713
"425",85.389999,85.389999,81.800003,84.459999,1298700,82.171219
"426",84.120003,85.25,83.57,84.860001,763000,82.560371
"427",84.720001,84.839996,84.010002,84.290001,379000,82.005844
"428",84.660004,85.290001,84.43,85.129997,390700,82.823074
"429",85.419998,87.089996,85.290001,86.839996,419400,84.486732
"430",87.099998,87.099998,85.669998,85.769997,615300,83.445709
"431",85.870003,86.220001,85.449997,85.970001,930200,83.640312
"432",86.160004,87.480003,86.120003,87.169998,447600,84.807785
"433",87.739998,88.610001,87.559998,88.330002,524600,85.936356
"434",88.75,88.970001,87.93,88.889999,1098800,86.481178
"435",88.879997,88.959999,88.050003,88.089996,525500,85.702858
"436",88.360001,88.629997,87.330002,87.57,487400,85.196945
"437",87.739998,87.849998,86.410004,86.559998,446500,84.21431
"438",86.25,86.839996,85.919998,86.269997,406100,83.932167
"439",86.089996,86.980003,85.589996,86.690002,456900,84.340797
"440",87.220001,87.540001,86.129997,86.519997,388400,84.1754
"441",86.510002,86.919998,85.620003,86.790001,297800,84.438087
"442",87.449997,87.910004,86.93,87.220001,628600,84.85643
"443",87.32,88.239998,87.32,87.970001,506400,85.743393
"444",88.099998,88.540001,87.260002,87.419998,575100,85.207321
"445",87.139999,89.139999,86.690002,88.699997,706700,86.454918
"446",88.470001,89.290001,88,88.849998,421000,86.601128
"447",88.959999,89.620003,87.300003,87.360001,634100,85.148842
"448",87.150002,87.199997,83.57,83.580002,884400,81.464523
"449",84.360001,84.650002,82.290001,83.980003,809000,81.854385
"450",83.790001,84.660004,83.550003,83.790001,628000,81.669182
"451",84.220001,84.760002,83.279999,84.739998,1011400,82.595154
"452",84.839996,86.489998,84.639999,85.830002,735400,83.657555
"453",85.809998,86.400002,84.330002,84.919998,675400,82.770599
"454",84.470001,86.550003,84.110001,86.029999,572200,83.852501
"455",86.040001,86.519997,84.610001,84.660004,522600,82.517189
"456",83.540001,84.629997,82.849998,84.150002,616900,82.020096
