"","TXN.Open","TXN.High","TXN.Low","TXN.Close","TXN.Volume","TXN.Adjusted"
"69",79.879997,79.879997,78.199997,79.410004,5321300,70.137604
"70",79.480003,79.68,78.199997,78.480003,6335000,69.31617
"71",78.470001,79.330002,77.830002,77.839996,4658300,68.750893
"72",78.300003,78.75,78.120003,78.720001,4462400,69.528145
"73",78.510002,79.839996,78.349998,79.610001,4528900,70.314224
"74",79.959999,80.660004,79.279999,79.370003,4673700,70.102257
"75",79.720001,80.889999,79.510002,80.760002,3586300,71.329941
"76",79.580002,80.410004,79.239998,79.809998,6314400,70.49086
"77",81.019997,81.510002,80.849998,81.080002,5129200,71.612587
"78",81.300003,82.43,81.110001,82.360001,7604100,72.743103
"79",82.169998,82.919998,80.790001,81.110001,6763900,71.639076
"80",80.75,81.269997,80.360001,80.800003,5762500,71.807945
"81",81.040001,81.040001,78.650002,79.18,10521800,70.368225
"82",79.25,79.5,78.400002,79.290001,5065500,70.465965
"83",79.160004,79.410004,78.790001,79.25,6234500,70.430428
"84",79.199997,79.93,79,79.769997,4665000,70.892555
"85",79.980003,80.029999,79.080002,79.300003,3241300,70.474869
"86",79.449997,79.639999,79.139999,79.629997,3653900,70.768143
"87",79.699997,79.82,79.360001,79.459999,2776600,70.617043
"88",79.379997,79.830002,79.269997,79.449997,4433900,70.608162
"89",79.980003,80.669998,79.769997,80.489998,5180400,71.532425
"90",80.199997,80.68,79.650002,80.400002,3168400,71.452446
"91",80.769997,80.769997,80.279999,80.690002,2648900,71.710175
"92",80.650002,81.620003,80.459999,81.550003,3596100,72.474472
"93",81.879997,82.32,81.449997,82.269997,3918500,73.114349
"94",81.540001,82.059998,78.610001,78.68,6401800,69.923859
"95",78.919998,79.690002,78.419998,79.230003,4930900,70.412651
"96",79.389999,81.040001,79.300003,80.300003,7506600,71.363579
"97",80.480003,80.93,80.050003,80.370003,3672100,71.425781
"98",80.5,80.550003,79.449997,79.690002,3683700,70.821457
"99",80.300003,80.300003,79.739998,80.050003,3671500,71.141403
"100",80.489998,80.989998,79.980003,80.790001,3226100,71.799042
"101",80.860001,81.18,80.32,81.120003,2812200,72.092339
"102",81,82.199997,81,81.970001,3258100,72.847725
"103",82.199997,83.239998,82.18,82.489998,6503900,73.309845
"104",82.610001,82.860001,81.220001,81.489998,4320100,72.421143
"105",81.959999,81.970001,80.860001,81.629997,4725900,72.545563
"106",81.660004,82.379997,81.660004,81.889999,2589900,72.776627
"107",81.650002,82.879997,81.510002,82.220001,3279300,73.069916
"108",82.800003,83.43,82.290001,82.889999,3763000,73.665329
"109",83.199997,84.360001,82.620003,84.339996,4410200,74.953949
"110",84.230003,84.650002,79.940002,80.900002,6815700,71.896797
"111",79.82,81.32,79.669998,81.050003,6746200,72.030113
"112",81.410004,81.800003,80.599998,80.989998,4324800,71.976807
"113",81.260002,81.489998,79.440002,80.160004,3944200,71.239166
"114",79.349998,80.400002,79.220001,80.080002,3061900,71.168053
"115",79.849998,80.230003,79.019997,79.699997,6246800,70.830345
"116",80.370003,81.449997,80.279999,81.419998,3569100,72.358917
"117",81.160004,81.230003,79.540001,79.57,3831300,70.714813
"118",79.699997,79.919998,79.230003,79.669998,4318600,70.803703
"119",79.949997,80.050003,78.949997,79.050003,3327400,70.252693
"120",79.059998,80.019997,78.639999,79.580002,4052600,70.723701
"121",80.040001,80.089996,78.239998,78.309998,4913100,69.595039
"122",78,78.269997,76.940002,76.949997,5797000,68.386398
"123",77.610001,78.209999,76.949997,78.059998,6362100,69.372871
"124",77.5,77.93,75.919998,76.900002,6644600,68.341965
"125",77.690002,77.690002,76.610001,76.93,4696100,68.368599
"126",77.449997,77.639999,76.400002,76.410004,3494200,67.906487
"127",76.629997,77.510002,76.239998,76.910004,6680800,68.350838
"128",76.190002,77.690002,76.190002,76.860001,5047000,68.306412
"129",77.309998,78.660004,77.309998,78.480003,5342900,69.74614
"130",78.43,79.089996,77.93,78.779999,3611500,70.012733
"131",78.779999,79.150002,78.279999,79.040001,2729200,70.243797
"132",79.459999,80.540001,79.459999,80.519997,3891700,71.559082
"133",80.410004,80.980003,80.269997,80.540001,3372800,71.576874
"134",80.949997,82.110001,80.849998,82,3654700,72.87439
"135",81.82,82,81.480003,81.660004,2972700,72.572235
"136",81.5,82.209999,81.150002,82.160004,2773500,73.016594
"137",82.489998,82.699997,81.860001,82.160004,3133500,73.016594
"138",82.199997,82.809998,81.860001,82.690002,3766700,73.487617
"139",81.459999,82,81,81.699997,4597600,72.607773
"140",81.860001,81.870003,80.599998,80.919998,4350900,71.914574
"141",81.050003,81.93,80.580002,81.389999,6439700,72.332268
"142",83,84.239998,81.959999,82.529999,6983000,73.345398
"143",82.129997,82.529999,80.089996,80.970001,7152200,72.397629
"144",80.419998,81.040001,80.050003,80.709999,5228000,72.165169
"145",80.830002,81.660004,80.779999,81.379997,5954600,72.764214
"146",81.599998,81.839996,81.019997,81.709999,3366100,73.059288
"147",82.010002,82.010002,80.639999,81.309998,3179800,72.70163
"148",81.300003,81.730003,80.970001,81.360001,2748500,72.74633
"149",81.629997,81.959999,81.25,81.43,2325200,72.808922
"150",81.440002,82.199997,81.440002,82.169998,2827700,73.470581
"151",81.989998,83.690002,81.889999,82.449997,7184600,73.720947
"152",81.970001,82.309998,81.379997,82.279999,4274000,73.568939
"153",81.800003,82,80.279999,80.360001,4469200,71.852219
"154",80.580002,81.339996,80.43,80.889999,3426100,72.326096
"155",81.480003,82.209999,81.199997,82.050003,3788600,73.363297
"156",82.07,82.309998,81.690002,81.949997,3750300,73.273865
"157",82.419998,82.660004,81.949997,82.459999,3291900,73.729889
"158",81.949997,82.160004,80.089996,80.150002,4151500,71.664452
"159",80.089996,80.690002,79.940002,79.970001,3626000,71.503494
"160",80.139999,80.239998,79.599998,79.889999,3347300,71.431969
"161",80.339996,81.129997,80.059998,80.75,4359200,72.200912
"162",80.239998,81.120003,80.07,80.889999,4109300,72.326096
"163",81.160004,81.5,80.82,81.25,3511100,72.64798
"164",81.580002,81.900002,80.940002,80.980003,2627700,72.40657
"165",81.440002,81.660004,80.580002,80.760002,3088500,72.209854
"166",80.080002,81.25,80.029999,81.029999,3729600,72.451271
"167",81.209999,82.410004,81.099998,82.309998,4522200,73.595741
"168",82.440002,82.949997,82.129997,82.82,4411300,74.051758
"169",82.739998,83.110001,82.379997,82.540001,2665200,73.801407
"170",82.32,82.489998,81.269997,81.849998,3691900,73.184456
"171",82.239998,82.370003,81.589996,82.07,3682700,73.381165
"172",82.449997,83.989998,81.790001,82,3599900,73.318573
"173",81.980003,82.040001,81.25,81.379997,2505600,72.764214
"174",81.900002,82.730003,81.809998,82.220001,3916800,73.515297
"175",82.339996,82.949997,82.160004,82.889999,4596300,74.114342
"176",82.839996,82.940002,82.279999,82.699997,2626800,73.944481
"177",82.400002,83.669998,82.400002,83.290001,3503300,74.472008
"178",83.139999,85.029999,82.870003,84.839996,10333200,75.857903
"179",85,86.470001,84.889999,86.139999,5593600,77.020279
"180",86.370003,87.239998,85.639999,86.809998,4036800,77.619324
"181",87,87,84.480003,85.830002,4922800,76.743111
"182",86.019997,86.589996,85.669998,86.050003,4863900,76.939804
"183",86.589996,88.449997,86.5,88.269997,6440900,78.924774
"184",87.650002,88.080002,86.919998,87.5,5625600,78.236275
"185",87.989998,88.290001,87.449997,87.699997,3121200,78.415115
"186",88.480003,89.150002,87.849998,88.809998,3806900,79.407608
"187",88.440002,89.660004,88.349998,89.650002,5332700,80.158676
"188",89.769997,89.889999,89.089996,89.639999,3283500,80.149727
"189",89.879997,90.239998,89.309998,89.650002,3280600,80.158676
"190",89.650002,90.239998,89.5,89.940002,2374800,80.417969
"191",89.900002,90.559998,89.580002,90.489998,3933300,80.909737
"192",90.550003,91.300003,90.110001,91.139999,3241800,81.490929
"193",90.739998,91.540001,90.739998,91.349998,2335000,81.678696
"194",91.610001,91.860001,91.309998,91.580002,1749800,81.884338
"195",91.970001,92.410004,91.470001,92.379997,2810500,82.599632
"196",91.989998,92.919998,91.720001,92.870003,3161900,83.037766
"197",92.879997,93.309998,92.589996,92.620003,3537900,82.814232
"198",93.089996,93.730003,92.800003,93.589996,2674800,83.681534
"199",94.209999,94.410004,93.669998,94.230003,3111900,84.253784
"200",94.169998,94.309998,93.540001,94.269997,3248500,84.289543
"201",94.260002,94.290001,93.199997,93.43,3532400,83.538475
"202",92.970001,93.639999,92.57,93.449997,4164600,83.556366
"203",94.050003,95.400002,94,95.18,5272400,85.103218
"204",96,96.739998,95.440002,96.209999,7292200,86.024155
"205",96.300003,96.620003,95.459999,96.440002,8061100,86.229813
"206",95,96.699997,94.160004,95.82,6967100,85.675438
"207",96.440002,96.940002,95.839996,96.150002,5556900,85.970512
"208",95.940002,97.559998,95.709999,97.5,5725300,87.177582
"209",96.68,97.129997,95.919998,96.059998,4922400,86.43969
"210",96.279999,97.040001,96.18,96.690002,3770600,87.006599
"211",96.970001,97.25,95.769997,96.349998,3873800,86.700645
"212",96.25,96.879997,95.599998,96.790001,3292200,87.096596
"213",97,98,96.339996,97.980003,3346700,88.167435
"214",97.82,98.669998,97.669998,98.540001,4391700,88.671326
"215",98.550003,99.050003,98.279999,98.400002,4314600,88.545357
"216",98.309998,98.760002,97.889999,98.440002,3265600,88.581345
"217",97.599998,98.029999,95.629997,97.050003,4239800,87.330559
"218",96.669998,97.050003,96.400002,96.940002,3416700,87.23159
"219",96.400002,97.290001,96.349998,97.029999,2284000,87.312553
"220",96.699997,97.230003,96.349998,96.959999,3252600,87.249565
"221",96.620003,98.029999,96.279999,96.769997,3355600,87.07859
"222",97.07,98.629997,97.050003,98.32,3564400,88.473366
"223",98.559998,98.559998,97.610001,97.739998,3788200,87.951454
"224",97.809998,98.919998,97.800003,98.279999,2953700,88.437363
"225",98.75,99.650002,98.650002,99.190002,3998500,89.256248
"226",99.150002,99.349998,98.07,98.080002,2142000,88.257401
"227",98.199997,99.330002,98.190002,99.300003,1288300,89.355217
"228",98.949997,99.25,98.610001,98.629997,3166300,88.752319
"229",99.089996,99.730003,98.620003,99.480003,3037400,89.517197
"230",99.730003,99.790001,96.449997,96.879997,5562200,87.177574
"231",97.379997,98.470001,96.699997,97.290001,7591200,87.546516
"232",96.540001,97.410004,94.720001,97.18,5020500,87.44754
"233",97.540001,97.879997,95.269997,95.970001,5183800,86.358727
"234",95.980003,98.720001,95.360001,96.900002,4898100,87.195572
"235",96.25,97.449997,95.870003,97.019997,4675500,87.303543
"236",97.32,98.139999,96.940002,97.779999,4848200,87.98745
"237",98.919998,99.309998,97.779999,98.019997,5591400,88.2034
"238",98.07,98.879997,97.769997,98.830002,5579200,88.932289
"239",98.699997,99.190002,98.230003,98.43,6083100,88.57235
"240",98.970001,99.18,98.209999,98.860001,5282100,88.959282
"241",98.959999,100.540001,98.779999,100.25,7106700,90.210068
"242",101.279999,101.599998,100.07,101.220001,9114800,91.082947
"243",102.099998,103.370003,101.650002,103.269997,5927700,92.927635
"244",103.190002,104.300003,103.080002,104.099998,5235700,93.674484
"245",104.900002,105.150002,103.480003,104.800003,5529800,94.304398
"246",105.160004,105.330002,104.010002,104.07,4709100,93.647522
"247",104,104.339996,103.639999,104.129997,3041300,93.701485
"248",103.580002,104.190002,103.059998,104.150002,1473800,93.71949
"249",104.419998,104.900002,103.980003,104.529999,1775600,94.061455
"250",104.919998,104.919998,104.220001,104.82,1910700,94.322395
"251",104.580002,105.080002,104.419998,104.440002,2813300,93.980453
"252",105.110001,105.620003,104.5,105.57,4236200,94.997284
"253",105.879997,108.510002,105.599998,108.43,6918900,97.570869
"254",108.480003,109.209999,108.050003,108.290001,5460400,97.444893
"255",108.699997,109.230003,108.290001,109.120003,5254900,98.191757
"256",108.550003,110.370003,108.410004,109.639999,4549400,98.659676
"257",109.620003,110.980003,109.080002,110.389999,4747800,99.334572
"258",109.849998,109.989998,108.209999,109.699997,5737400,98.713676
"259",110.050003,110.760002,109.43,110.669998,3903700,99.586525
"260",110.739998,113,110.580002,112.720001,4577800,101.431221
"261",113.550003,113.910004,111.940002,112.919998,9251500,101.611191
"262",113.949997,119.43,113.510002,119.160004,6916700,107.226265
"263",119,119.980003,116,116.410004,7970300,104.751686
"264",117.010002,117.559998,115.709999,116.830002,6367300,105.129623
"265",117.919998,119.480003,117.459999,119.440002,7217400,107.478218
"266",120.019997,120.75,118.900002,119.889999,8087100,107.883163
"267",111.139999,114,108.68,109.699997,19223900,98.713676
"268",110.860001,111.709999,109.080002,110.150002,8564800,99.118614
"269",110.93,114,109.540001,113.690002,7801600,102.304077
"270",112.470001,113.400002,111.25,112.650002,6389300,101.368217
"271",111.199997,111.470001,109.300003,109.889999,6492900,99.431885
"272",110.980003,110.989998,108.300003,109.669998,7362500,99.232849
"273",108.75,110.75,108.57,110.080002,5828200,99.603806
"274",109.019997,110.230003,107.519997,107.660004,7474400,97.414124
"275",107.019997,109.120003,103.379997,104.209999,8460400,94.292458
"276",102.620003,106.660004,102.25,105.870003,9266900,95.794479
"277",104.599998,105.68,101.910004,101.980003,10009100,92.274681
"278",102.029999,102.610001,97.599998,97.660004,11506600,88.365807
"279",99.519997,101.300003,96.989998,100.489998,11599300,90.926483
"280",101.550003,102.550003,100.43,101.940002,6673700,92.238487
"281",101.110001,101.730003,100.120003,100.980003,5061400,91.369865
"282",99.849998,102.959999,99.849998,102.68,7413500,92.908051
"283",103.82,104.580002,101.540001,104.57,5264800,94.618195
"284",104.279999,105.540001,103.879997,104.470001,4910400,94.527702
"285",103.989998,106.860001,103.910004,105.290001,4970500,95.269661
"286",105.769997,106.18,103.589996,103.660004,6536500,93.7948
"287",104,105.080002,103.410004,103.93,4036500,94.039108
"288",105.010002,107.059998,104.739998,107.040001,4936900,96.853134
"289",107.279999,109.739998,107.279999,109.629997,5496100,99.196648
"290",109.379997,110.290001,108.339996,108.339996,5311900,98.029411
"291",109.040001,110.220001,108.32,108.349998,7333000,98.038452
"292",108.93,108.93,105.720001,106.529999,8626600,96.39167
"293",104.790001,108.480003,104.660004,108.220001,6476300,97.92083
"294",107.480003,109.330002,106.519997,109.010002,4417200,98.635651
"295",109.970001,110.18,108.940002,109.690002,4109600,99.250931
"296",108.040001,109.459999,107.129997,108.559998,4637600,98.228455
"297",109.18,109.489998,108.269997,109.489998,3573500,99.069962
"298",110,111.610001,109.330002,111.529999,5535900,100.915825
"299",112.040001,113,111.459999,111.629997,4270800,101.00631
"300",112.040001,113,110.089996,110.589996,5845500,100.065277
"301",111.209999,111.699997,109.169998,109.970001,3240600,99.50428
"302",109.940002,110.910004,109.269997,109.709999,3983300,99.269005
"303",110.120003,110.739998,109.510002,109.970001,8049700,99.50428
"304",109.370003,109.379997,105.949997,107.860001,6715200,97.5951
"305",108.269997,110,108.269997,109.459999,3781900,99.042809
"306",109.129997,110.290001,108.059998,108.639999,3703800,98.30085
"307",106.510002,107.760002,103.800003,103.900002,7208400,94.011963
"308",104.029999,104.940002,101.339996,101.360001,6748900,91.713692
"309",104.110001,106.720001,103.029999,106.599998,6760400,96.455009
"310",108,108.099998,101.82,102.559998,5308400,92.799484
"311",102.269997,103.760002,101.410004,101.910004,5352200,92.211334
"312",102.82,105.040001,102.239998,103.889999,4311100,94.002899
"313",102.860001,103.519997,99.730003,100.650002,5865400,91.071243
"314",101.919998,102.739998,100.589996,102.18,6898700,92.45565
"315",99.980003,104.57,99.809998,104.209999,4515000,94.292458
"316",103.830002,104.010002,100.870003,102.239998,5477400,92.509926
"317",100.970001,102.339996,99.019997,99.459999,5095700,89.994514
"318",100.040001,102.889999,99.599998,99.809998,5840900,90.311203
"319",101.669998,103.07,100.629997,102.360001,6011500,92.618515
"320",101.410004,103.089996,101.029999,102.339996,3830000,92.600418
"321",103.050003,104.5,102.93,104.239998,4578300,94.319595
"322",104.949997,105,101.900002,102.160004,3518900,92.437561
"323",103.07,104.190002,102.620003,103.5,2831500,93.650032
"324",104.089996,105.699997,103.690002,105.389999,4001100,95.360138
"325",105.07,105.900002,104.080002,105.349998,3554700,95.323967
"326",103.739998,103.839996,99.910004,101.290001,8624900,91.650352
"327",100.959999,101.629997,98.870003,99.959999,7858000,90.446922
"328",100.589996,100.589996,98.019997,98.089996,5934200,88.754898
"329",99.760002,101.220001,97.389999,98.419998,8420300,89.05349
"330",101.459999,104.25,99.760002,103,12696000,93.197609
"331",104.019997,104.32,102.199997,102.720001,6672900,92.94426
"332",103.169998,103.389999,100.870003,102.510002,5114700,92.754234
"333",102.93,104.230003,101.330002,101.43,5592700,91.777023
"334",101.099998,103.470001,100.699997,103.400002,4234700,93.559547
"335",103.279999,104.220001,101.870003,102.959999,5345000,93.161415
"336",101.699997,104.300003,100.349998,103.599998,4788900,93.740501
"337",102.5,104.75,101.860001,104.690002,6168000,95.297089
"338",104.989998,105.169998,103.970001,104.510002,4113800,95.133232
"339",104.550003,108,104.059998,105.459999,5496500,95.997993
"340",106,107.669998,105.709999,107.540001,5131600,97.891373
"341",108.150002,110.040001,107.809998,109.970001,4376500,100.103355
"342",109.620003,110.739998,109,109.25,3583500,99.447945
"343",109.730003,111,109.699997,110.639999,4120400,100.713264
"344",109.989998,110.860001,108.349998,109.209999,4336700,99.411545
"345",109.75,111.57,109.040001,111.400002,3898200,101.405052
"346",110.709999,111.660004,110.029999,110.330002,3792800,100.431061
"347",109.919998,111.07,109.279999,110.540001,4239600,100.622208
"348",111.709999,112.279999,109.879997,110.410004,5199500,100.503876
"349",111.050003,111.830002,110.690002,110.860001,2999600,100.913498
"350",109.489998,111.080002,108.900002,111.07,3123500,101.104652
"351",110.989998,111.199997,109.580002,110.75,2855500,100.81337
"352",110.639999,111.760002,110.550003,111.559998,4100200,101.550697
"353",110.639999,111.760002,110.010002,110.940002,3492800,100.98632
"354",111.339996,112.360001,111.040001,111.849998,3621800,101.814667
"355",112,112.879997,111.5,111.910004,6582100,101.869301
"356",112.550003,114.800003,112.32,114.800003,4728400,104.5
"357",114.739998,116.379997,114.309998,115.739998,3905700,105.355659
"358",116.690002,117.93,115.830002,117.660004,5366600,107.103394
"359",117.57,118.120003,116.910004,118.110001,4015400,107.513016
"360",118.349998,118.480003,116.139999,117.239998,6985100,106.721069
"361",116.290001,116.669998,115.349998,115.739998,4948600,105.355659
"362",115,115.830002,114.480003,115.279999,3741300,104.936951
"363",115.489998,115.769997,114.580002,115.410004,3269100,105.055267
"364",115.5,115.610001,113.790001,114,4948600,103.771782
"365",114.860001,115.540001,113.970001,114.720001,2941200,104.427177
"366",114.870003,116.019997,113.870003,115.889999,7027600,105.492203
"367",114.599998,114.93,113.029999,114.389999,3170600,104.126785
"368",112.75,113.910004,112.199997,113.660004,3486500,103.462288
"369",114.410004,115.110001,113.57,114.239998,3454800,103.99025
"370",114.379997,114.5,111.610001,112.110001,3480100,102.051353
"371",112.75,113.220001,111.410004,112.379997,3822600,102.297127
"372",110.959999,111,108.610001,110.190002,5331200,100.303627
"373",110.629997,112.010002,110.129997,111.510002,4001900,101.505196
"374",112.18,112.5,108.769997,108.779999,4364600,99.020134
"375",108.230003,109.599998,107.449997,109.099998,4198800,99.311417
"376",109.790001,111.550003,109.620003,110.25,5343300,100.358238
"377",108.940002,110.330002,108.379997,110.239998,3392500,100.349121
"378",110.610001,111.290001,108.739998,108.910004,2201500,99.138466
"379",109.839996,111.650002,109.410004,111.510002,4097700,101.505196
"380",111.559998,112.93,110.830002,112.709999,3419700,102.597519
"381",113.400002,113.5,110.839996,112.089996,3658000,102.033142
"382",112.629997,114.050003,112.379997,113.730003,4512800,103.526016
"383",113.290001,113.790001,111.519997,111.760002,5000200,101.732765
"384",113.239998,116.690002,113.059998,115.839996,5818700,105.446686
"385",115.529999,115.980003,114.830002,115.139999,2715800,104.809509
"386",114.910004,115.489998,114.419998,114.559998,3013700,104.281532
"387",113.669998,115.860001,113.199997,115.800003,3915100,105.410286
"388",115.5,116.949997,114.139999,115.68,5491900,105.301025
"389",115.529999,115.660004,114.230003,114.589996,5013900,104.308846
"390",114.970001,115.730003,114.239998,115,4358000,104.68206
"391",114.349998,114.830002,113.040001,114.669998,3052800,104.38166
"392",115.059998,116.459999,113.349998,113.800003,4286700,103.589729
"393",113.400002,114.389999,110.029999,113.220001,8218400,103.06176
"394",113.949997,114.459999,112.940002,113.300003,5520400,103.134583
"395",113.300003,114.290001,112.019997,112.599998,4343900,102.497391
"396",111.989998,112.370003,110.699997,110.910004,4422500,101.51799
"397",111.989998,112.589996,110.919998,111.32,5206300,101.893272
"398",111.160004,111.980003,110.330002,111,5303000,101.600372
"399",110.150002,113,110,112.209999,4516700,102.707901
"400",112.330002,112.980003,111.93,112.839996,3337900,103.284561
"401",112.279999,113.519997,112.120003,113.110001,2970800,103.531693
"402",113.769997,115.809998,113.339996,115.760002,5234500,105.957298
"403",115.660004,116.610001,115.160004,116.160004,2890800,106.323441
"404",116,116.089996,114.029999,114.339996,3505200,104.657539
"405",111.739998,112.32,109.349998,110.089996,7652600,100.767441
"406",110.559998,111.440002,109.839996,109.940002,3989800,100.630127
"407",110.669998,110.989998,109.870003,110.339996,3109600,100.996262
"408",109.239998,110.080002,108.349998,109.599998,3532600,100.318924
"409",110.120003,110.540001,109.080002,109.400002,2916300,100.135857
"410",108.870003,109.980003,107.010002,109.639999,3744800,100.355545
"411",109.75,109.800003,108.540001,109.029999,3238200,99.79718
"412",109.5,111.75,109.339996,111.510002,4714300,102.067192
"413",110.639999,112.690002,109.269997,112.190002,3999200,102.689606
"414",112.18,113.660004,112.160004,112.400002,3038700,102.881821
"415",112.959999,113.790001,112.339996,113.639999,3191900,104.016815
"416",114.650002,115.660004,114.150002,115.25,3686200,105.490471
"417",115.739998,116.07,114.660004,115.019997,3214400,105.279953
"418",115.410004,115.779999,114.860001,115.470001,5113900,105.691856
"419",114.919998,115.360001,112.489998,112.580002,5688600,103.046562
"420",112.629997,113.43,111.860001,112.400002,6550300,102.881821
"421",111.019997,112.660004,110.650002,112.540001,6160300,103.009972
"422",112.379997,112.949997,110.849998,111.129997,5369300,101.719368
"423",110.989998,111.739998,110.339996,110.889999,4813100,101.499695
"424",110.449997,111,108.25,108.459999,5349300,99.275467
"425",109.169998,109.480003,107.489998,108.32,5138900,99.147324
"426",108.059998,108.150002,105.910004,106.050003,8165600,97.069557
"427",105,105,102.25,104.540001,10182300,95.687416
"428",105.150002,106.919998,104.599998,105.720001,6311100,96.767502
"429",105.959999,107.160004,105.129997,105.360001,6485000,96.437965
"430",105.290001,105.669998,103.349998,103.699997,5598300,94.918549
"431",104.029999,105.889999,103.959999,104.910004,5654900,96.026093
"432",105.120003,107.510002,105.099998,107.370003,6588900,98.277763
"433",107.879997,108.980003,107.800003,108.489998,5562500,99.302933
"434",110.5,110.900002,109.540001,110.050003,10923900,100.730827
"435",109.010002,110.32,108.360001,109.800003,3531200,100.501984
"436",109.25,109.559998,106.809998,107.550003,6523800,98.442535
"437",107.480003,108.220001,105.980003,106.220001,6478600,97.225159
"438",106.440002,107.68,106.120003,107.290001,4704200,98.204552
"439",107.220001,107.459999,106.059998,107.290001,4556400,98.204552
"440",107.669998,108.620003,107.43,107.739998,3661800,98.61644
"441",107.25,109.849998,107.25,108.459999,4718400,99.275467
"442",109.029999,109.199997,107.410004,108.18,5353400,99.019196
"443",107.32,107.529999,104.860001,105.870003,5846500,96.9048
"444",105.550003,105.93,101.760002,103.279999,8778800,94.534119
"445",102.220001,103.110001,101.169998,101.93,7458500,93.298424
