"","TMUS.Open","TMUS.High","TMUS.Low","TMUS.Close","TMUS.Volume","TMUS.Adjusted"
"96",66.709999,67.07,66,66.370003,4974200,66.370003
"97",66.330002,67.239998,66.25,67.220001,2736500,67.220001
"98",67.529999,67.879997,67.099998,67.620003,2099500,67.620003
"99",67.82,67.940002,67.050003,67.889999,2483900,67.889999
"100",67.830002,68.440002,67.720001,67.860001,2221100,67.860001
"101",67.879997,68.050003,67.519997,67.800003,3631300,67.800003
"102",67.610001,68.080002,66.949997,67.080002,2841900,67.080002
"103",67.080002,67.559998,66.779999,67.419998,5185700,67.419998
"104",67.419998,67.93,66.980003,67.900002,1979500,67.900002
"105",67.93,68.419998,67.769997,68.32,1853700,68.32
"106",68.309998,68.5,67.290001,67.400002,3597400,67.400002
"107",67.199997,67.489998,66.029999,66.110001,4351900,66.110001
"108",66.349998,66.43,65.5,65.919998,3027200,65.919998
"109",66.040001,66.25,65,65.690002,5033400,65.690002
"110",65.709999,65.709999,62.75,63.84,6337100,63.84
"111",63.560001,64.779999,63.52,64.669998,3534500,64.669998
"112",64.760002,65.099998,63.700001,64.010002,4712800,64.010002
"113",63.91,64.099998,62.849998,63.27,2986500,63.27
"114",62.77,63.73,62.459999,63.599998,3883400,63.599998
"115",63.27,63.810001,62.470001,63.130001,7437700,63.130001
"116",63.599998,64.029999,63.299999,64.010002,2978100,64.010002
"117",63.799999,64.529999,62.759998,63.98,6227700,63.98
"118",63.849998,64.050003,63.25,63.57,3203500,63.57
"119",63.630001,63.959999,63.259998,63.560001,4180700,63.560001
"120",63.48,63.810001,63.34,63.400002,2086300,63.400002
"121",63.599998,63.790001,63.119999,63.150002,1595200,63.150002
"122",61.25,62.540001,60.720001,61.009998,10267300,61.009998
"123",61.009998,61.540001,60.84,61.48,3170600,61.48
"124",61.189999,61.259998,59.59,60.299999,7212600,60.299999
"125",60.880001,61,59.939999,60.619999,4814300,60.619999
"126",60.740002,60.849998,59.900002,60,1637400,60
"127",59.880001,60.32,59.380001,59.950001,6285900,59.950001
"128",59.560001,59.889999,59.130001,59.450001,5596100,59.450001
"129",59.450001,60.16,59.259998,60.009998,3266700,60.009998
"130",60.07,60.889999,59.689999,60.799999,4361100,60.799999
"131",60.740002,61.470001,60.669998,61.23,3263400,61.23
"132",61.700001,61.880001,60.889999,61.509998,3055100,61.509998
"133",61.5,61.73,60.75,60.91,2416000,60.91
"134",61.209999,61.720001,60.619999,61.240002,4904800,61.240002
"135",61.040001,61.740002,60.75,61.380001,3312500,61.380001
"136",61.610001,61.75,60.91,61.389999,4499400,61.389999
"137",61.509998,62.080002,61.130001,61.970001,6824500,61.970001
"138",63.849998,64.029999,61.080002,61.119999,13594500,61.119999
"139",61.279999,62.73,61.080002,62.580002,6980100,62.580002
"140",62.389999,63.060001,62.25,62.529999,3706800,62.529999
"141",62.5,62.82,62.25,62.360001,3985400,62.360001
"142",62.34,62.880001,62.290001,62.389999,2756000,62.389999
"143",62.389999,62.75,61.43,61.619999,3206400,61.619999
"144",61.41,61.849998,61.110001,61.779999,2809800,61.779999
"145",62.25,62.509998,61.09,61.66,3989000,61.66
"146",62.099998,63.470001,61.610001,63.07,5531100,63.07
"147",63.220001,63.73,62.75,63.630001,3658500,63.630001
"148",63.720001,63.93,63.150002,63.73,3527700,63.73
"149",63.939999,64.529999,63.560001,64.519997,3563600,64.519997
"150",64.849998,65,64.150002,64.260002,3637300,64.260002
"151",64.040001,64.370003,63.650002,63.900002,1880500,63.900002
"152",63.630001,63.950001,63.189999,63.799999,2145000,63.799999
"153",63.310001,63.939999,62.119999,62.470001,3092500,62.470001
"154",62.450001,63.650002,62.240002,63.610001,2464400,63.610001
"155",64.190002,64.190002,63.669998,63.779999,2455400,63.779999
"156",63.790001,64,63.41,63.880001,2654400,63.880001
"157",63.75,64.480003,63.549999,64.279999,2034800,64.279999
"158",64,64.120003,62.98,62.990002,2459900,62.990002
"159",62.869999,63.470001,62.709999,63,1419600,63
"160",63.490002,63.490002,62.560001,62.830002,2141400,62.830002
"161",63.209999,64.5,63.049999,64.379997,2432100,64.379997
"162",64.199997,64.360001,63.880001,64,1721500,64
"163",63.959999,64.32,63.73,63.970001,2115700,63.970001
"164",64.120003,64.449997,63.720001,63.740002,2316800,63.740002
"165",64,64,63.57,63.720001,1200000,63.720001
"166",63.310001,63.740002,63.080002,63.470001,1266800,63.470001
"167",63.470001,64.370003,63.43,64.25,1437400,64.25
"168",64.25,64.760002,64.150002,64.709999,2777600,64.709999
"169",64.779999,64.860001,64.040001,64.160004,1496900,64.160004
"170",64.169998,64.459999,63.27,63.639999,2168100,63.639999
"171",63.810001,64.150002,63.139999,63.790001,2774800,63.790001
"172",64.010002,64.160004,63.139999,63.34,1785800,63.34
"173",63.400002,63.540001,62.59,62.740002,2236300,62.740002
"174",63.16,63.5,62.759998,63.029999,2263800,63.029999
"175",63.009998,63.759998,62.59,62.98,1504500,62.98
"176",62.93,63.43,62.59,62.799999,2410800,62.799999
"177",62.470001,62.610001,61.080002,61.169998,4864000,61.169998
"178",61.330002,61.889999,60.73,61.169998,5597600,61.169998
"179",60.950001,61.990002,60.75,61.799999,4757000,61.799999
"180",62.009998,65.459999,61.330002,65.419998,11735700,65.419998
"181",65.32,65.470001,63.09,63.52,4549300,63.52
"182",63.740002,63.990002,63.220001,63.389999,1961700,63.389999
"183",63.849998,64.529999,63.41,64.059998,6631100,64.059998
"184",64.110001,64.470001,62.799999,62.889999,5985000,62.889999
"185",63.060001,63.360001,62.77,63.029999,2949200,63.029999
"186",62.740002,63.169998,62.380001,62.389999,3848800,62.389999
"187",62.119999,62.25,61.689999,61.919998,4341600,61.919998
"188",62.130001,62.439999,61.400002,61.66,4975700,61.66
"189",61.34,61.779999,61.07,61.52,3516700,61.52
"190",61.560001,61.990002,61.400002,61.68,3966800,61.68
"191",61.419998,62.25,61.279999,61.5,5695500,61.5
"192",61.509998,62.09,61.32,61.52,3944200,61.52
"193",61.630001,62.630001,61.599998,62.41,4124800,62.41
"194",62.310001,62.610001,61.18,61.560001,3148400,61.560001
"195",61.689999,61.779999,61.110001,61.23,3251900,61.23
"196",61.150002,61.740002,59.419998,61.18,4411100,61.18
"197",61.07,61.669998,60.709999,61.279999,2506600,61.279999
"198",61.290001,61.549999,60.740002,61.389999,2389400,61.389999
"199",61.52,61.650002,60.900002,60.970001,1489400,60.970001
"200",60.93,61.040001,60.560001,60.939999,1318800,60.939999
"201",60.869999,60.91,60.25,60.68,3115500,60.68
"202",60.439999,61.970001,60.310001,61.509998,4448500,61.509998
"203",61.970001,61.98,60.279999,60.459999,3795400,60.459999
"204",61.099998,62,60.299999,61.470001,6758900,61.470001
"205",61.740002,62.400002,61.540001,62.279999,3645100,62.279999
"206",61.950001,62.259998,61.369999,61.93,4066700,61.93
"207",62.18,62.32,61.509998,61.73,2838800,61.73
"208",61.470001,63,61.470001,62.950001,3084600,62.950001
"209",62.669998,63.080002,59.209999,59.580002,14267500,59.580002
"210",59.639999,60.25,59.32,59.77,7361300,59.77
"211",60.139999,60.400002,59.360001,59.75,3352000,59.75
"212",59.759998,60.110001,58.130001,58.299999,5884400,58.299999
"213",59.009998,59.439999,58.580002,58.91,4097600,58.91
"214",56.200001,56.5,54.93,55.540001,16985500,55.540001
"215",55.779999,56.029999,54.599998,55.360001,8785400,55.360001
"216",55.360001,56.419998,55.240002,56.220001,5981000,56.220001
"217",56.5,56.57,55.630001,56,5205000,56
"218",55.689999,57.040001,55.540001,56.799999,5758300,56.799999
"219",56.799999,56.889999,55.91,56.439999,4429100,56.439999
"220",56.389999,56.959999,55.959999,56.540001,5035300,56.540001
"221",56.799999,56.990002,56.18,56.689999,3709900,56.689999
"222",56.810001,59.98,56.810001,59.799999,10397700,59.799999
"223",59.549999,60.07,58.959999,60.02,7147600,60.02
"224",59.75,60.450001,59.580002,60.299999,4225100,60.299999
"225",61.099998,61.25,60.23,60.41,5170200,60.41
"226",60.41,61.43,60.41,61.349998,6643000,61.349998
"227",60.810001,62.09,60.75,61.68,2129200,61.68
"228",62.200001,62.93,61.290001,62.779999,5123600,62.779999
"229",62.34,62.41,61,61.380001,5690600,61.380001
"230",61.560001,62.66,61.419998,61.830002,4090400,61.830002
"231",61.889999,62.400002,60.75,61.07,7164100,61.07
"232",60.349998,61.259998,60.150002,60.900002,4973500,60.900002
"233",61.200001,61.779999,60.200001,60.240002,3902900,60.240002
"234",60.5,61.34,60.299999,60.959999,3634900,60.959999
"235",60.529999,62.25,59.959999,62.119999,5145800,62.119999
"236",61.580002,62.919998,61.400002,61.919998,4623000,61.919998
"237",62.470001,62.98,62.34,62.540001,3715000,62.540001
"238",62.560001,63.470001,62.560001,63.07,3366700,63.07
"239",63.049999,63.939999,63.049999,63.48,3608400,63.48
"240",63.740002,64.470001,63.650002,63.830002,6759300,63.830002
"241",64.050003,64.050003,62.380001,62.560001,7010800,62.560001
"242",62.470001,63.48,62.150002,62.66,6584800,62.66
"243",62.669998,63.630001,62.580002,63.470001,3382300,63.470001
"244",63.52,64.639999,63.490002,63.639999,5714400,63.639999
"245",63.919998,64,62.799999,62.900002,5545400,62.900002
"246",63.349998,63.669998,63.110001,63.52,3035900,63.52
"247",63.490002,63.84,63.23,63.619999,2313500,63.619999
"248",62.950001,64.120003,62.93,63.790001,1518000,63.790001
"249",64.010002,64.199997,63.709999,64.110001,1958700,64.110001
"250",64.239998,64.639999,64.059998,64.349998,1597200,64.349998
"251",64.099998,64.43,63.459999,63.509998,1844100,63.509998
"252",63.900002,64.519997,63.540001,64.040001,2192400,64.040001
"253",63.889999,64.129997,63.25,63.610001,2610800,63.610001
"254",63.889999,64,62.880001,63,2384400,63
"255",63.540001,64.809998,63.119999,64.599998,3292600,64.599998
"256",64.459999,65.980003,64.309998,65.099998,3606000,65.099998
"257",66,66.519997,65.519997,65.599998,5334400,65.599998
"258",65.18,65.190002,63.610001,63.889999,3597000,63.889999
"259",63.939999,64.190002,63.23,63.84,3149100,63.84
"260",64.160004,64.260002,63.509998,63.68,3165200,63.68
"261",64.139999,64.139999,62.560001,62.970001,4669900,62.970001
"262",63.400002,64.449997,62.93,63.759998,2925600,63.759998
"263",63.84,64.080002,62.439999,62.880001,4088700,62.880001
"264",62.75,63.830002,62.75,63.709999,4768300,63.709999
"265",63.75,63.990002,63.48,63.939999,2390300,63.939999
"266",64.019997,64.800003,63.66,64.529999,2872400,64.529999
"267",64.589996,65.339996,64.550003,65,2894300,65
"268",65.400002,65.449997,64.330002,64.389999,2798500,64.389999
"269",64.599998,65.400002,64.400002,65.279999,2028400,65.279999
"270",64.75,64.970001,64.349998,64.599998,2553600,64.599998
"271",64.800003,64.970001,64.389999,64.760002,2017700,64.760002
"272",64.540001,65.32,64.269997,65.099998,2164900,65.099998
"273",64.699997,65.110001,63.549999,63.790001,4258500,63.790001
"274",63.84,64.32,63.32,63.59,2647200,63.59
"275",63.459999,63.810001,61.529999,61.540001,3489600,61.540001
"276",60.029999,61.98,60,60.849998,5740600,60.849998
"277",60.959999,62.91,60.959999,62.060001,7319300,62.060001
"278",61,62.5,58.860001,58.880001,8031400,58.880001
"279",60.099998,60.450001,57.650002,59.200001,5150900,59.200001
"280",59.66,60.060001,58.07,58.119999,4816100,58.119999
"281",57.68,58.279999,57.220001,57.689999,5378600,57.689999
"282",57.349998,58.799999,57.060001,58.619999,6498600,58.619999
"283",59.32,60.610001,58.189999,60.439999,6213400,60.439999
"284",60.630001,60.869999,59.790001,60.060001,4812000,60.060001
"285",60,60.830002,59.66,60.509998,3059000,60.509998
"286",61.09,61.09,59.389999,59.419998,2973800,59.419998
"287",59.75,59.98,58.59,58.73,3066000,58.73
"288",59.389999,60.080002,58.639999,60.060001,4079700,60.060001
"289",60,61.150002,58.740002,61.110001,4472100,61.110001
"290",61.040001,61.169998,59.93,59.939999,4245400,59.939999
"291",60.52,61.389999,59.959999,60.610001,4176200,60.610001
"292",60.779999,62.400002,60.48,61.900002,5373200,61.900002
"293",61.580002,62.669998,61.279999,62.470001,5207900,62.470001
"294",62.009998,63.119999,62.009998,62.950001,3381000,62.950001
"295",63.299999,63.91,62.650002,63.560001,3791900,63.560001
"296",63.57,65,63.209999,64.559998,6485500,64.559998
"297",65,65.279999,64.25,65.059998,2847200,65.059998
"298",65.300003,65.779999,65.120003,65.25,3644000,65.25
"299",65.510002,65.730003,64.43,64.550003,2965200,64.550003
"300",65.510002,65.730003,64.43,64.980003,4421100,64.980003
"301",65.230003,65.639999,64.5,64.779999,3283600,64.779999
"302",64.709999,65.519997,64.610001,64.709999,2679300,64.709999
"303",64.440002,65,64.360001,64.760002,6054700,64.760002
"304",64.68,64.860001,63.049999,63.220001,3690300,63.220001
"305",63.32,64.110001,62.689999,62.779999,2547800,62.779999
"306",62.599998,63.209999,62.52,62.59,2577400,62.59
"307",61.84,62.07,61.209999,61.25,4103500,61.25
"308",61.419998,61.77,59.73,59.740002,5137700,59.740002
"309",60.700001,61.630001,60.18,61.389999,3395300,61.389999
"310",61.66,62.02,60.080002,60.34,2462600,60.34
"311",60.549999,61.709999,60.360001,60.869999,2589700,60.869999
"312",60.950001,61.290001,60.41,61.040001,2703100,61.040001
"313",60.400002,60.830002,59.290001,59.619999,2595100,59.619999
"314",60.060001,60.18,59.290001,59.59,3168800,59.59
"315",59.049999,60.09,58.91,59.75,5541600,59.75
"316",60.130001,60.450001,59.5,59.810001,5461300,59.810001
"317",59.5,60.299999,59.349998,59.650002,3581500,59.650002
"318",59.77,60.41,59.689999,59.740002,4183000,59.740002
"319",60.380001,64.559998,60.200001,63.130001,19873000,63.130001
"320",62.720001,63.610001,62.709999,62.919998,4766900,62.919998
"321",63.09,63.48,62.93,63.02,2380600,63.02
"322",63.130001,63.200001,61.790001,61.950001,2670000,61.950001
"323",62.349998,63.040001,61.810001,62.75,1947200,62.75
"324",63,63.630001,62.57,63.02,2957000,63.02
"325",63.080002,63.360001,62.59,62.900002,2606400,62.900002
"326",62.650002,63.610001,62.650002,63.25,2826000,63.25
"327",63.27,63.57,62.93,63.09,2829200,63.09
"328",63.150002,63.360001,62.150002,62.290001,2649300,62.290001
"329",62.82,62.98,62.099998,62.580002,2560300,62.580002
"330",62.48,64.32,62.32,63.93,5405900,63.93
"331",63.869999,64.379997,63.439999,64.099998,3595000,64.099998
"332",64.349998,65.68,63.990002,64.519997,8920000,64.519997
"333",62.790001,62.990002,59.290001,60.509998,26172000,60.509998
"334",60.77,61.189999,58.169998,59.43,12400700,59.43
"335",59.810001,60.200001,55.549999,56.970001,14930700,56.970001
"336",56.639999,57.080002,55.09,55.919998,10742200,55.919998
"337",55.869999,57.740002,55.830002,57.259998,6230600,57.259998
"338",57.32,58,56.029999,56.540001,6202000,56.540001
"339",56.700001,56.939999,55.43,55.580002,4802000,55.580002
"340",55.900002,56.43,55.57,56.32,5059200,56.32
"341",56.169998,57.290001,56.169998,56.849998,5527500,56.849998
"342",57.049999,57.34,56.240002,56.389999,2774300,56.389999
"343",56.389999,56.66,56.119999,56.459999,3771800,56.459999
"344",56.060001,57.029999,56,56.369999,2919400,56.369999
"345",56.880001,56.900002,56.259998,56.529999,2904500,56.529999
"346",56.52,56.77,56.400002,56.68,2478300,56.68
"347",56.75,57.5,56.509998,56.93,4025700,56.93
"348",57.189999,57.32,56.560001,57.189999,2009200,57.189999
"349",57.360001,57.599998,56.91,57.18,2752400,57.18
"350",56.939999,57.279999,56.459999,57.02,2770600,57.02
"351",57.16,57.369999,56.860001,56.98,2548900,56.98
"352",57.099998,57.220001,56.580002,56.59,2051400,56.59
"353",56.360001,57.150002,55.98,56.619999,2997800,56.619999
"354",56.66,57.060001,56.200001,56.330002,4615900,56.330002
"355",56.23,56.259998,55.23,55.700001,5888600,55.700001
"356",56,57.049999,55.900002,56.869999,3314900,56.869999
"357",56.799999,57.439999,56.619999,57.119999,3642300,57.119999
"358",56.91,57.59,56.880001,57.16,1787300,57.16
"359",57.34,57.630001,56.900002,57.599998,2853500,57.599998
"360",57.5,58.200001,57.5,57.82,3849600,57.82
"361",57.330002,57.970001,56.98,57.799999,2491500,57.799999
"362",57.599998,58.18,57.41,57.990002,2509400,57.990002
"363",57.91,58.23,57.759998,58.09,1968600,58.09
"364",59,59.09,58.380001,58.68,6181700,58.68
"365",58.810001,59.700001,58.599998,59.529999,3081300,59.529999
"366",59.630001,60.080002,59.369999,60.009998,3696200,60.009998
"367",59.650002,60.470001,59.23,60.360001,4088300,60.360001
"368",59.790001,60.880001,59.43,60.540001,3649800,60.540001
"369",60.650002,60.73,60.07,60.34,4565900,60.34
"370",60.240002,60.700001,59.459999,60,3008400,60
"371",60.330002,61.16,60.07,60.790001,3424400,60.790001
"372",60.529999,60.900002,59.470001,59.73,4397300,59.73
"373",59.709999,59.759998,58.82,59.700001,3546400,59.700001
"374",59.580002,60.470001,59.18,59.34,2475600,59.34
"375",59.939999,60.200001,58.68,59.860001,4024500,59.860001
"376",59.880001,60.040001,59.470001,59.75,2433800,59.75
"377",59.459999,59.959999,59.040001,59.91,2217800,59.91
"378",59.68,59.860001,58.91,59.139999,3121600,59.139999
"379",59.450001,60.119999,59.209999,60.060001,3348200,60.060001
"380",60.07,61.369999,59.900002,61.139999,2928200,61.139999
"381",61,61.610001,60.650002,61.34,2788700,61.34
"382",61.419998,61.509998,60.98,61.18,1502200,61.18
"383",60.290001,60.959999,59.810001,60.18,2473600,60.18
"384",60.279999,61.619999,60.009998,61.580002,3631300,61.580002
"385",61.240002,61.810001,60.970001,61.68,3079300,61.68
"386",61.509998,62.09,61.509998,61.630001,1695100,61.630001
"387",61.439999,61.990002,61.099998,61.209999,1779700,61.209999
"388",61.419998,61.490002,60.490002,60.52,1916800,60.52
"389",60.259998,60.380001,59.23,59.41,2738600,59.41
"390",59.41,59.610001,59.07,59.25,2102600,59.25
"391",59.130001,59.23,58.32,58.360001,2462100,58.360001
"392",58.48,59.099998,57.889999,58.779999,2519700,58.779999
"393",58.779999,59.32,58.509998,58.830002,2194900,58.830002
"394",59.099998,59.799999,58.889999,59.369999,2548000,59.369999
"395",59.470001,60.669998,59.290001,59.610001,2325100,59.610001
"396",59.5,60.740002,59.5,59.82,2324200,59.82
"397",59.869999,60.200001,59.48,60,2495700,60
"398",59.950001,60.169998,59.139999,59.360001,4099300,59.360001
"399",61.110001,62.240002,60,62.18,6327000,62.18
"400",61.110001,62.259998,61.110001,61.549999,2603300,61.549999
"401",61.59,66.400002,61.580002,66.300003,14881000,66.300003
"402",66.309998,66.339996,65.129997,65.330002,4777600,65.330002
"403",65.309998,65.650002,64.459999,65.5,3106500,65.5
"404",65.519997,65.739998,64.839996,64.970001,2317500,64.970001
"405",64.639999,65.199997,64.059998,64.980003,2241600,64.980003
"406",64.940002,65.800003,64.529999,65.699997,3222200,65.699997
"407",65.779999,66.440002,65.660004,65.959999,3311900,65.959999
"408",65.519997,65.900002,65.040001,65.410004,2408500,65.410004
"409",65.68,66.209999,65.550003,65.980003,2549400,65.980003
"410",65.870003,66.059998,65.550003,65.900002,3088400,65.900002
"411",65.739998,66.239998,65.5,65.839996,2621400,65.839996
"412",65.769997,66.639999,65.769997,66.510002,1973900,66.510002
"413",66.279999,66.410004,65.519997,65.809998,1750200,65.809998
"414",65.5,65.900002,65.18,65.209999,1564500,65.209999
"415",65.449997,65.93,65.169998,65.410004,1945600,65.410004
"416",65.199997,65.940002,65.199997,65.800003,1629300,65.800003
"417",65.849998,66.089996,65.410004,65.589996,1697800,65.589996
"418",65.739998,66.489998,65.510002,65.980003,2411700,65.980003
"419",65.57,66.360001,65.330002,66.010002,1965700,66.010002
"420",66.129997,66.379997,65.699997,66.040001,2375200,66.040001
"421",65.739998,66.300003,65.529999,65.769997,2103900,65.769997
"422",65.629997,66.029999,65.43,65.709999,3141100,65.709999
"423",65.5,65.959999,65.370003,65.519997,2277400,65.519997
"424",65.330002,65.639999,64.07,64.389999,2843100,64.389999
"425",64.980003,65.800003,64.589996,65.559998,2171600,65.559998
"426",65.559998,66.019997,65.239998,65.910004,1375400,65.910004
"427",66,68.32,65.620003,67.919998,5019900,67.919998
"428",68,68.709999,67.370003,68.480003,3797300,68.480003
"429",68.580002,68.650002,67.900002,68.25,3161700,68.25
"430",68.029999,68.18,67.32,67.419998,2757300,67.419998
"431",67.43,68.580002,67.080002,68.489998,4113100,68.489998
"432",68.610001,68.870003,67.720001,68.349998,2847100,68.349998
"433",68.779999,69.150002,68.339996,69.129997,1875200,69.129997
"434",69.339996,69.769997,68.889999,69.07,4046100,69.07
"435",68.699997,69.339996,68.5,68.919998,2749300,68.919998
"436",69.510002,69.550003,68.559998,69.449997,2610800,69.449997
"437",69.470001,69.489998,68.690002,68.790001,2577700,68.790001
"438",69.080002,70.629997,68.870003,70.489998,3661000,70.489998
"439",70.449997,70.879997,69.980003,70.18,3703800,70.18
"440",70.709999,70.940002,69.970001,70.25,2684400,70.25
"441",70.160004,70.580002,69.57,69.720001,2272300,69.720001
"442",69.82,69.980003,68.75,68.980003,5562000,68.980003
"443",68.529999,68.989998,68.260002,68.949997,2890600,68.949997
"444",68.949997,69.730003,68.120003,68.589996,2933600,68.589996
"445",68.589996,69.239998,68.029999,68.82,3656400,68.82
"446",68.769997,69.349998,68.239998,68.459999,3237200,68.459999
"447",68.540001,69.050003,66.550003,66.629997,6295500,66.629997
"448",66.75,67.709999,66.010002,66.209999,5098300,66.209999
"449",67.269997,68.599998,66.839996,68.379997,3870600,68.379997
"450",68.120003,68.660004,67.580002,67.620003,3014000,67.620003
"451",67.68,69.129997,67.559998,68.940002,2422300,68.940002
"452",68.959999,69.660004,68.580002,69.080002,2662700,69.080002
"453",69.230003,69.690002,68.330002,68.769997,2954400,68.769997
"454",69.529999,70.139999,69.209999,69.75,4744300,69.75
"455",69.849998,70.209999,69.419998,69.510002,2647300,69.510002
