"","GOOGL.Open","GOOGL.High","GOOGL.Low","GOOGL.Close","GOOGL.Volume","GOOGL.Adjusted"
"1",800.619995,811.440002,796.890015,808.01001,1959000,808.01001
"2",809.890015,813.429993,804.109985,807.77002,1515300,807.77002
"3",807.5,813.73999,805.919983,813.02002,1340500,813.02002
"4",814.98999,828.960022,811.5,825.210022,2017100,825.210022
"5",826.369995,830.429993,821.619995,827.179993,1408900,827.179993
"6",827.070007,829.409973,823.140015,826.01001,1197400,826.01001
"7",826.619995,829.900024,821.469971,829.859985,1325400,829.859985
"8",828.380005,830.380005,821.01001,829.530029,1349500,829.530029
"9",831,834.650024,829.52002,830.940002,1290200,830.940002
"10",830,830.179993,823.200012,827.460022,1440900,827.460022
"11",829.799988,829.809998,824.080017,829.02002,1027700,829.02002
"12",829,833,823.960022,824.369995,1070500,824.369995
"13",829.090027,829.23999,824.599976,828.169983,1306200,828.169983
"14",831.609985,845.539978,828.700012,844.429993,2457400,844.429993
"15",846.97998,851.52002,842.280029,849.530029,1688400,849.530029
"16",853.549988,858.789978,849.73999,858.450012,1655400,858.450012
"17",859.049988,861,850.52002,856.97998,3493300,856.97998
"18",859,867,841.900024,845.030029,3752500,845.030029
"19",837.059998,837.22998,821.030029,823.830017,3516900,823.830017
"20",819.5,823.070007,813.400024,820.190002,2020200,820.190002
"21",824,824,812.25,815.23999,2251000,815.23999
"22",815,824.559998,812.049988,818.26001,1689200,818.26001
"23",823.130005,826.130005,819.349976,820.130005,1528100,820.130005
"24",820.919983,822.390015,814.289978,821.619995,1350900,821.619995
"25",825.5,831.919983,823.289978,829.22998,1666600,829.22998
"26",830.530029,834.25,825.109985,829.880005,1302200,829.880005
"27",831.72998,831.97998,826.5,830.059998,1194200,830.059998
"28",832.950012,837.150024,830.51001,834.849976,1415100,834.849976
"29",837.700012,841.73999,836.25,838.960022,1295700,838.960022
"30",839.77002,842,835.830017,840.030029,1363300,840.030029
"31",838.809998,841.77002,836.219971,837.320007,1357200,837.320007
"32",838.5,842.690002,837.26001,842.169983,1005100,842.169983
"33",841.309998,846.940002,839.780029,846.549988,1461200,846.549988
"34",847.98999,852.200012,846.549988,849.27002,1260300,849.27002
"35",848,853.789978,846.710022,851.359985,1224400,851.359985
"36",851.080017,852.619995,842.5,851,1386700,851
"37",847.650024,848.359985,842.960022,847.809998,1346200,847.809998
"38",844.950012,850.669983,843.01001,849.669983,1010300,849.669983
"39",847.349976,848.830017,841.440002,844.929993,1383100,844.929993
"40",851.380005,858,849.02002,856.75,1818700,856.75
"41",856.309998,856.48999,848.719971,849.849976,1250900,849.849976
"42",848.940002,850.820007,844.710022,849.080017,1005000,849.080017
"43",846.859985,848.940002,841.169983,847.27002,1047900,847.27002
"44",847.26001,853.330017,845.52002,851.150024,1038700,851.150024
"45",853.119995,856.929993,851.25,853.640015,1028800,853.640015
"46",853.690002,860.710022,852.669983,857.840027,1347700,857.840027
"47",862.700012,864.22998,857.609985,861.409973,1336600,861.409973
"48",860.830017,867.130005,860.820007,864.580017,1166600,864.580017
"49",863.75,867.580017,860.130005,865.909973,1061700,865.909973
"50",867.940002,869.880005,861.299988,868.390015,1332900,868.390015
"51",870.530029,872.710022,867.52002,870,1104500,870
"52",873.679993,874.419983,868.369995,872.369995,1868300,872.369995
"53",869.47998,870.340027,864.669983,867.909973,1542200,867.909973
"54",870.059998,873.469971,847.690002,850.140015,2538000,850.140015
"55",849.47998,855.349976,847,849.799988,1366700,849.799988
"56",841.390015,841.690002,833,839.650024,3287700,839.650024
"57",842,844,829.099976,835.140015,2105700,835.140015
"58",828.090027,841.380005,824.299988,838.51001,1934600,838.51001
"59",839.690002,845.400024,832.27002,840.630005,1519200,840.630005
"60",842.75,851.590027,841.380005,849.869995,1457300,849.869995
"61",851.97998,852,846.77002,849.47998,949400,849.47998
"62",846.830017,849.559998,845.23999,847.799988,1441000,847.799988
"63",848.75,859,847.530029,856.75,1969400,856.75
"64",848,853,847.51001,852.570007,1348500,852.570007
"65",854.710022,860.590027,847.52002,848.909973,1855200,848.909973
"66",849.5,853.590027,844,845.099976,1533600,845.099976
"67",845,845.880005,837.299988,842.099976,1111600,842.099976
"68",841.539978,846.73999,840.789978,841.700012,1046200,841.700012
"69",841.700012,844.630005,834.599976,839.880005,974300,839.880005
"70",838.460022,843.719971,837.590027,841.460022,1135800,841.460022
"71",841.039978,843.72998,837.849976,840.179993,1073700,840.179993
"72",841.380005,855.640015,841.030029,855.130005,1049100,855.130005
"73",852.539978,857.390015,851.25,853.98999,936200,853.98999
"74",857.390015,860.200012,853.530029,856.51001,1080300,856.51001
"75",859.73999,863.929993,857.5,860.080017,1188800,860.080017
"76",860.619995,862.440002,857.72998,858.950012,1172900,858.950012
"77",868.440002,879.960022,866.109985,878.929993,1696500,878.929993
"78",882.26001,892.25,879.280029,888.840027,2038000,888.840027
"79",891.390015,892.98999,885.150024,889.140015,1323300,889.140015
"80",890,893.380005,887.179993,891.440002,2342300,891.440002
"81",929,935.900024,923.219971,924.52002,3845900,924.52002
"82",924.150024,935.820007,920.799988,932.820007,2327800,932.820007
"83",933.27002,942.98999,931,937.090027,1751300,937.090027
"84",936.049988,950.200012,935.210022,948.450012,1824800,948.450012
"85",950.289978,959.140015,947.369995,954.719971,1937600,954.719971
"86",956.719971,958.440002,948.099976,950.280029,1615500,950.280029
"87",947.450012,960.98999,947.400024,958.690002,1876700,958.690002
"88",961.330017,962.200012,954.400024,956.710022,1687900,956.710022
"89",956.219971,956.710022,949.840027,954.840027,1146000,954.840027
"90",951.289978,957.98999,948.609985,955.890015,1031100,955.890015
"91",957.849976,957.97998,952.059998,955.140015,1214900,955.140015
"92",955.289978,962.700012,952.820007,959.219971,1337700,959.219971
"93",963.549988,965.900024,960.349976,964.609985,1101500,964.609985
"94",959.700012,960.98999,940.059998,942.169983,2449100,942.169983
"95",943.200012,954.179993,941.27002,950.5,1800500,950.5
"96",952.820007,959.559998,952,954.650024,1360300,954.650024
"97",957,964.820007,956.559998,964.070007,1387400,964.070007
"98",969.960022,974.51001,964.5,970.549988,1545400,970.549988
"99",975.26001,978.119995,971.630005,977.609985,1133000,977.609985
"100",979,995.780029,977.820007,991.859985,1954100,991.859985
"101",992,996.390015,987.359985,993.27002,1636400,993.27002
"102",992.5,997.619995,991.359985,996.169983,1516200,996.169983
"103",996.210022,999.599976,981.679993,987.090027,1724100,987.090027
"104",990.960022,993.140015,981.289978,988.289978,1306400,988.289978
"105",988.590027,996.47998,987.070007,996.119995,1735500,996.119995
"106",997.890015,1007.400024,995.450012,1003.880005,1378900,1003.880005
"107",1003.309998,1008.609985,994.799988,996.679993,1552100,996.679993
"108",999.090027,1003.909973,995.869995,1001.5,1374100,1001.5
"109",1004.22998,1005.599976,996.619995,1004.280029,1687900,1004.280029
"110",1005.48999,1005.5,953.369995,970.119995,3647900,970.119995
"111",958.719971,968,936.799988,961.809998,4202100,961.809998
"112",972.039978,977.909973,962.01001,970.5,2005400,970.5
"113",975.5,979.700012,959.51001,967.929993,1505500,967.929993
"114",948.02002,960.679993,940.369995,960.179993,2427600,960.179993
"115",957.909973,959.950012,948.700012,958.619995,2559200,958.619995
"116",969.650024,979.299988,968.200012,975.219971,1468800,975.219971
"117",975.309998,980.789978,968.200012,968.98999,1297300,968.98999
"118",970.789978,979.549988,969.450012,978.590027,1161600,978.590027
"119",976.869995,980.5,973.309998,976.619995,1009500,976.619995
"120",975.5,986.619995,974.460022,986.090027,1564000,986.090027
"121",990,993.98999,970.330017,972.090027,1517900,972.090027
"122",961.599976,967.219971,947.090027,948.090027,2443600,948.090027
"123",950.659973,963.23999,936.159973,961.01001,2745600,961.01001
"124",951.349976,951.659973,929.599976,937.820007,3206700,937.820007
"125",943.98999,945,929.609985,929.679993,2287700,929.679993
"126",933.219971,934.23999,915.309998,919.460022,1694800,919.460022
"127",924.200012,936.289978,918.630005,932.26001,2094100,932.26001
"128",925,936.140015,919.849976,927.690002,2014900,927.690002
"129",930.98999,944.659973,929.789978,940.809998,1663300,940.809998
"130",941.950012,953.130005,941.950012,951,1451500,951
"131",950.52002,954.890015,945.119995,953.530029,1461200,953.530029
"132",960.859985,969.630005,957.039978,967.659973,1602100,967.659973
"133",970.799988,978.700012,964.799988,968.849976,1524600,968.849976
"134",974,977.539978,970.150024,976.909973,1079600,976.909973
"135",976.320007,983.349976,970.799988,975.960022,1660500,975.960022
"136",973.359985,990.849976,972.039978,986.950012,1413300,986.950012
"137",990.01001,995.599976,987.01001,992.77002,1412100,992.77002
"138",997,998.679993,984.619995,992.190002,1418400,992.190002
"139",989,995.109985,984.169983,993.840027,1463300,993.840027
"140",994.099976,1006.190002,990.27002,998.309998,3984500,998.309998
"141",970.700012,976.72998,963.799988,969.030029,5933600,969.030029
"142",972.780029,973.950012,960.22998,965.309998,2221600,965.309998
"143",969.179993,969.52002,937.059998,952.51001,3717900,952.51001
"144",947.98999,961.789978,945.309998,958.330017,1813800,958.330017
"145",960,961.190002,941.72998,945.5,2283500,945.5
"146",947.809998,954.48999,944.960022,946.559998,1402600,946.559998
"147",948.369995,949.099976,932.52002,947.640015,2039400,947.640015
"148",949.099976,950,939.440002,940.299988,1123900,940.299988
"149",943.950012,947.539978,939.799988,945.789978,1254600,945.789978
"150",947.52002,948.960022,943.5,945.75,1445800,945.75
"151",944.289978,952.48999,942.47998,944.190002,1505100,944.190002
"152",938.450012,943.76001,933.919983,940.080017,1400900,940.080017
"153",935,936.299988,921.780029,923.590027,2707400,923.590027
"154",923.710022,933.359985,921.219971,930.090027,1616700,930.090027
"155",939.070007,941.039978,934.48999,938.929993,1150600,938.929993
"156",941.030029,943.070007,936.640015,938.080017,1106500,938.080017
"157",941.25,949.900024,940.039978,944.27002,1345300,944.27002
"158",942.950012,943.809998,927.640015,927.659973,1695700,927.659973
"159",926.97998,931.02002,923.450012,926.179993,1337400,926.179993
"160",925.77002,928.25,918.599976,920.869995,1301200,920.869995
"161",926.960022,941.960022,926.169983,940.400024,1775100,940.400024
"162",937,945.429993,935.23999,942.580017,1134500,942.580017
"163",943.710022,946.309998,930.73999,936.890015,1294600,936.890015
"164",939.210022,940.72998,930.099976,930.5,1187300,930.5
"165",931.880005,934.849976,926.109985,928.130005,1049400,928.130005
"166",919.950012,938.190002,919.309998,935.75,1158600,935.75
"167",935.669983,945.859985,934.049988,943.630005,1120300,943.630005
"168",946.299988,957.200012,946.25,955.23999,1693300,955.23999
"169",957.469971,958.330017,950.280029,951.98999,1042900,951.98999
"170",946.859985,951.390015,935.599976,941.47998,1457400,941.47998
"171",943.869995,944.5,932.679993,942.02002,1391500,942.02002
"172",944.25,950.5,937.530029,949.890015,1116600,949.890015
"173",949.700012,950.700012,940.01001,941.409973,999900,941.409973
"174",947.200012,952.679993,941,943.289978,1337400,943.289978
"175",946.919983,948.090027,937.5,946.650024,1284800,946.650024
"176",945.5,952.849976,944.73999,950.440002,1095400,950.440002
"177",946,948.030029,938.359985,940.130005,1427400,940.130005
"178",940.090027,941.75,931.25,935.289978,1994300,935.289978
"179",935.01001,936.859985,925.400024,929.75,1473700,929.75
"180",933.409973,937.940002,926.659973,936.859985,1242700,936.859985
"181",937.72998,950,937.5,947.539978,2004000,947.539978
"182",948.130005,952.799988,939.380005,947.549988,1370700,947.549988
"183",942.77002,950,940.840027,943.26001,1074800,943.26001
"184",939.450012,939.75,924.51001,934.280029,1873400,934.280029
"185",936.690002,944.080017,935.119995,937.429993,1672700,937.429993
"186",942.73999,965.429993,941.950012,959.900024,2334600,959.900024
"187",956.25,966.179993,955.549988,964.809998,1400900,964.809998
"188",966,975.809998,966,973.719971,2031100,973.719971
"189",975.650024,977.73999,961.950012,967.469971,1539100,967.469971
"190",967.559998,972.440002,962.710022,972.080017,1083300,972.080017
"191",971.76001,974.400024,965.609985,966.780029,1057800,966.780029
"192",972.789978,986.51001,970.27002,985.190002,1780900,985.190002
"193",980,994.26001,978.51001,993.640015,1553000,993.640015
"194",995,1000.460022,991.5,992.309998,1295500,992.309998
"195",995.299988,997.469971,981.109985,987.799988,1163400,987.799988
"196",989.039978,1007.570007,987.940002,1005.650024,1815000,1005.650024
"197",1003.840027,1011.539978,1001.099976,1005.650024,1530700,1005.650024
"198",1009.109985,1014.76001,1007.059998,1007.869995,1327600,1007.869995
"199",1009.630005,1012,1001.52002,1009.349976,1071000,1009.349976
"200",1007.440002,1014.559998,1006.049988,1011,1013000,1011
"201",1011.049988,1016.309998,1005.320007,1012.73999,1279800,1012.73999
"202",1004.75,1007.320007,997.299988,1001.840027,1714200,1001.840027
"203",1007.049988,1008.650024,1002.27002,1005.070007,1606000,1005.070007
"204",1005.179993,1005.789978,983.099976,985.539978,1639300,985.539978
"205",986.5,989.26001,977.080017,988.48999,1445100,988.48999
"206",986.27002,994.429993,977.719971,991.460022,1528700,991.460022
"207",998.469971,1006.51001,990.469971,991.419983,2369800,991.419983
"208",1030.98999,1063.619995,1026.849976,1033.670044,5184100,1033.670044
"209",1029.160034,1039.829956,1022.330017,1033.130005,2340200,1033.130005
"210",1033,1041,1026.300049,1033.040039,1516300,1033.040039
"211",1036.319946,1047.859985,1034,1042.599976,2163100,1042.599976
"212",1039.98999,1045.52002,1028.660034,1042.969971,1334700,1042.969971
"213",1042.75,1050.660034,1037.650024,1049.98999,1388500,1049.98999
"214",1049.099976,1052.589966,1042,1042.680054,914700,1042.680054
"215",1049.650024,1053.410034,1043,1052.390015,1305200,1052.390015
"216",1050.050049,1062.689941,1047.050049,1058.290039,1213800,1058.290039
"217",1048,1050.880005,1035.849976,1047.719971,1794600,1047.719971
"218",1043.869995,1046.630005,1041.219971,1044.150024,972100,1044.150024
"219",1040.800049,1048.73999,1039.26001,1041.199951,940700,1041.199951
"220",1037.719971,1042.300049,1029.329956,1041.640015,1050600,1041.640015
"221",1035,1039.630005,1030.76001,1036.410034,905300,1036.410034
"222",1038.75,1051.76001,1038,1048.469971,1188400,1048.469971
"223",1049.800049,1051,1033.72998,1035.890015,1335600,1035.890015
"224",1036,1038.699951,1032.680054,1034.660034,876300,1034.660034
"225",1040.040039,1050.390015,1039.140015,1050.300049,1110300,1050.300049
"226",1051.160034,1055.430054,1047.25,1051.920044,726900,1051.920044
"227",1054.390015,1060.069946,1051.920044,1056.52002,824600,1056.52002
"228",1058.569946,1073.040039,1054.77002,1072.01001,1771500,1072.01001
"229",1073.98999,1080,1054.540039,1063.290039,1821200,1063.290039
"230",1056.180054,1058.77002,1029.650024,1037.380005,2793300,1037.380005
"231",1039.939941,1044.140015,1030.069946,1036.170044,2254600,1036.170044
"232",1030.410034,1037.23999,1016.900024,1025.069946,1888100,1025.069946
"233",1027.800049,1031.339966,1009.219971,1011.869995,1938900,1011.869995
"234",1010.98999,1036.680054,1002.320007,1019.599976,1949900,1019.599976
"235",1016.52002,1039.579956,1015.309998,1032.719971,1435500,1032.719971
"236",1036.069946,1048.920044,1035.359985,1044.569946,1543300,1044.569946
"237",1051.810059,1056.420044,1045.859985,1049.380005,1558500,1049.380005
"238",1051.109985,1056,1044.119995,1051.969971,1162700,1051.969971
"239",1050,1062.5,1044.869995,1048.77002,1694100,1048.77002
"240",1052.079956,1055.47998,1046.579956,1051.390015,1384000,1051.390015
"241",1055.48999,1067.079956,1053.599976,1057.469971,1548100,1057.469971
"242",1063.780029,1075.25,1060.089966,1072,3188000,1072
"243",1076.449951,1086.48999,1070.369995,1085.089966,1514600,1085.089966
"244",1083.02002,1084.969971,1072.27002,1079.780029,1317500,1079.780029
"245",1080.920044,1081.22998,1068.599976,1073.560059,1436400,1073.560059
"246",1075.390015,1077.52002,1069,1070.849976,1282000,1070.849976
"247",1070,1071.719971,1067.640015,1068.859985,889400,1068.859985
"248",1068.640015,1068.859985,1058.640015,1065.849976,918800,1065.849976
"249",1066.599976,1068.27002,1058.380005,1060.199951,1116200,1060.199951
"250",1062.25,1064.839966,1053.380005,1055.949951,994200,1055.949951
"251",1055.48999,1058.050049,1052.699951,1053.400024,1180300,1053.400024
"252",1053.02002,1075.97998,1053.02002,1073.209961,1588300,1073.209961
"253",1073.930054,1096.099976,1073.430054,1091.52002,1565900,1091.52002
"254",1097.089966,1104.079956,1094.26001,1095.76001,1302600,1095.76001
"255",1103.449951,1113.579956,1101.800049,1110.290039,1512500,1110.290039
"256",1111,1119.160034,1110,1114.209961,1232200,1114.209961
"257",1118.439941,1118.439941,1108.199951,1112.790039,1340400,1112.790039
"258",1107,1112.780029,1103.97998,1110.140015,1036700,1110.140015
"259",1112.310059,1114.849976,1106.47998,1112.050049,1121200,1112.050049
"260",1110.099976,1131.300049,1108.01001,1130.650024,1929300,1130.650024
"261",1140.310059,1148.880005,1126.660034,1130.699951,1823100,1130.699951
"262",1136.359985,1139.319946,1123.48999,1139.099976,1391500,1139.099976
"263",1139.349976,1140.589966,1124.459961,1135.969971,1374900,1135.969971
"264",1138.030029,1143.780029,1132.5,1143.5,1527600,1143.5
"265",1143.819946,1166.880005,1141.819946,1164.160034,1477500,1164.160034
"266",1170.619995,1178.51001,1167.25,1176.170044,1956900,1176.170044
"267",1184.97998,1187.050049,1167.400024,1171.290039,1856400,1171.290039
"268",1180.709961,1185,1171.839966,1182.140015,1499200,1182.140015
"269",1187.530029,1187.560059,1168.030029,1187.560059,2108500,1187.560059
"270",1188,1198,1184.060059,1186.47998,1574700,1186.47998
"271",1177.719971,1187.930054,1174.51001,1177.369995,1866900,1177.369995
"272",1183.810059,1186.319946,1172.099976,1182.219971,1801100,1182.219971
"273",1175.98999,1187.449951,1169.359985,1181.589966,3675700,1181.589966
"274",1127.420044,1131.300049,1111.170044,1119.199951,5892100,1119.199951
"275",1100.609985,1114.98999,1056.73999,1062.390015,4177500,1062.390015
"276",1033.97998,1087.380005,1030.01001,1084.430054,3831500,1084.430054
"277",1084.969971,1086.530029,1054.619995,1055.410034,2597100,1055.410034
"278",1059.869995,1063.930054,1004.700012,1007.710022,3339600,1007.710022
"279",1025.880005,1051.719971,997,1046.27002,4918000,1046.27002
"280",1056.670044,1065.569946,1045.48999,1054.560059,2812000,1054.560059
"281",1050,1061.219971,1046.920044,1054.140015,1579300,1054.140015
"282",1054.319946,1075.469971,1049.800049,1072.699951,2065200,1072.699951
"283",1083.449951,1094.099976,1067.22998,1091.359985,1869800,1091.359985
"284",1093.380005,1108.310059,1091.550049,1095.5,1997400,1095.5
"285",1092.76001,1116.290039,1090,1103.589966,1687700,1103.589966
"286",1109.099976,1136.199951,1107.51001,1113.75,2074300,1113.75
"287",1119.170044,1125.459961,1105.150024,1109.900024,1400500,1109.900024
"288",1118.660034,1129,1108.439941,1128.089966,1264600,1128.089966
"289",1131.859985,1144.199951,1129.339966,1143.699951,1545600,1143.699951
"290",1143.699951,1144.25,1116.790039,1117.51001,2148200,1117.51001
"291",1122,1127.650024,1103,1103.920044,2464600,1103.920044
"292",1109.540039,1111.27002,1067.290039,1071.410034,2766900,1071.410034
"293",1057.97998,1086.890015,1050.109985,1084.140015,2508100,1084.140015
"294",1078.130005,1101.180054,1072.27002,1094.76001,1432400,1094.76001
"295",1102.099976,1105.630005,1094.5,1100.900024,1169100,1100.900024
"296",1092.819946,1116.199951,1089.910034,1115.040039,1537400,1115.040039
"297",1117.199951,1131.439941,1117.199951,1129.380005,1693100,1129.380005
"298",1139.5,1161,1134.290039,1160.839966,2133100,1160.839966
"299",1165.050049,1178.160034,1159.199951,1165.930054,2215300,1165.930054
"300",1171.829956,1178,1134.569946,1139.910034,2157000,1139.910034
"301",1145.800049,1159.76001,1142.349976,1148.890015,2093500,1148.890015
"302",1149.569946,1162.5,1135.660034,1150.609985,1669100,1150.609985
"303",1155.349976,1156.810059,1131.359985,1134.420044,2932800,1134.420044
"304",1117.76001,1119.369995,1088.920044,1100.069946,3182800,1100.069946
"305",1098.400024,1105.550049,1082.420044,1095.800049,2729900,1095.800049
"306",1092.569946,1108.699951,1087.209961,1094,2244900,1094
"307",1080.01001,1083.920044,1049.640015,1053.150024,3465600,1053.150024
"308",1051.369995,1066.780029,1024.869995,1026.550049,2494000,1026.550049
"309",1050.599976,1059.27002,1010.580017,1054.089966,3299200,1054.089966
"310",1063.900024,1064.540039,997.619995,1006.940002,3040800,1006.940002
"311",1001.909973,1024.98999,984,1005.179993,3884900,1005.179993
"312",1011.210022,1048.050049,1004.039978,1037.140015,3466900,1037.140015
"313",1027.619995,1039.530029,994.25,1012.630005,3253400,1012.630005
"314",1016.150024,1025,997.25,1018.679993,2566100,1018.679993
"315",998.22998,1032.73999,996.51001,1029.709961,2536200,1029.709961
"316",1046.390015,1046.709961,1024,1032.640015,1791800,1032.640015
"317",1023.099976,1036,1006.25,1009.950012,2006700,1009.950012
"318",1020.039978,1044.589966,1019.200012,1020.090027,1661000,1020.090027
"319",1030.26001,1041.209961,1015.409973,1036.5,1831000,1036.5
"320",1032,1035.869995,1019.200012,1025.060059,1703000,1025.060059
"321",1031.469971,1044.650024,1026.050049,1037.290039,1644800,1037.290039
"322",1046.890015,1052.97998,1030.150024,1036.040039,1270500,1036.040039
"323",1045.550049,1051.430054,1033.920044,1046.099976,1488800,1046.099976
"324",1061.199951,1085,1057.089966,1079.359985,2729200,1079.359985
