"","PM.Open","PM.High","PM.Low","PM.Close","PM.Volume","PM.Adjusted"
"447",84.75,86.220001,84.029999,84.620003,6532300,71.087761
"448",84.620003,85,81.449997,82.309998,9617400,69.147171
"449",82.059998,82.470001,80.790001,82.309998,6419600,69.147171
"450",82.360001,84.860001,82.269997,83.489998,4556500,70.138451
"451",82.650002,83.779999,81.82,83.5,4232800,70.146858
"452",83.480003,85.120003,83.019997,84.559998,5048700,71.037346
"453",86.010002,89.339996,85.650002,87.519997,11167400,73.523994
"454",88.330002,89.010002,88.089996,88.830002,6814600,74.624489
"455",89.089996,89.699997,87.129997,87.510002,5273200,73.515587
"456",87.650002,89.279999,87.620003,88.5,7462200,74.34726
"457",88.709999,90.190002,87.910004,89.199997,7649000,74.935333
"458",88.940002,91.18,87.889999,90.629997,6933700,76.13665
"459",90.379997,91.209999,88.389999,89,7656700,74.767303
"460",89.25,90.669998,88.860001,90.459999,8138800,75.993835
"461",91.199997,92.690002,89.870003,90.470001,6472300,76.002235
"462",90.040001,90.239998,87.510002,88.07,9509300,73.986031
"463",88.330002,89.129997,87.349998,88.349998,5630400,74.221252
"464",88.18,88.790001,87.07,88.75,5850200,74.557297
"465",88.690002,90.129997,88.650002,89.550003,4633400,75.229355
"466",88.760002,89.43,88.389999,88.769997,6557200,74.574097
"467",89.279999,89.720001,88.080002,89.07,5779300,74.826111
"468",88.800003,89.919998,88.5,89.480003,3600800,75.170555
"469",90.139999,90.879997,89.019997,89.18,5182700,74.918533
"470",88.07,88.769997,87.389999,87.959999,5233400,73.893623
"471",87.610001,88.5,86.309998,86.400002,7054500,72.583092
"472",87.050003,87.050003,85.190002,85.5,6219100,71.827026
"473",84.82,85.839996,84.389999,85.830002,6377800,72.104248
"474",85.699997,86.449997,85.529999,86.330002,5196700,72.524292
"475",86.919998,87.669998,86.300003,87.629997,5402600,73.616402
"476",88.32,88.970001,86.540001,86.550003,4949200,72.709122
"477",86.419998,86.419998,83.620003,83.949997,5915700,70.524902
"478",83.050003,84.650002,83.050003,84.050003,2521100,70.60891
"479",84.050003,84.239998,82.830002,83.839996,4347600,70.432487
"480",84.199997,85.269997,84.010002,85.050003,4975900,71.44899
"481",85.050003,86.5,84.75,86.389999,4754800,72.574684
"482",86.5,87.139999,86.269997,86.959999,4269300,73.053543
"483",87.220001,87.370003,86.019997,86.529999,5651600,72.692329
"484",86.529999,87.139999,85.029999,87.080002,6580600,73.154358
"485",87.410004,88.519997,85.230003,85.43,5325100,71.768219
"486",85.529999,85.699997,83.690002,85.290001,6413000,71.650612
"487",85,85.75,84.169998,84.559998,4780800,71.037346
"488",85.129997,85.220001,83.279999,84.220001,5431900,70.751732
"489",84.650002,85.540001,83.68,84.330002,4989000,70.844131
"490",85.410004,85.790001,83.730003,83.82,7762200,70.41568
"491",83.589996,84.879997,83.559998,84.339996,3992800,70.852531
"492",83.889999,83.93,82.169998,82.5,5676800,69.306778
"493",82.629997,82.779999,80.959999,81.400002,8359500,68.382698
"494",80.059998,80.330002,75.139999,75.169998,13641300,63.148964
"495",74.75,74.769997,71.610001,72.040001,13595400,61.451469
"496",71.489998,71.5,68.739998,69.080002,19218400,58.926537
"497",68.949997,71.349998,66.110001,66.209999,21310100,56.478374
"498",66.43,67.040001,65.709999,65.970001,6647000,56.273651
"499",66.050003,66.870003,64.75,66.860001,9326100,57.032833
"500",66.480003,66.989998,64.669998,66.68,11009700,56.879292
"501",67.650002,69.080002,66.900002,67.269997,8260000,57.382572
"502",66.970001,67.330002,65.690002,66.760002,6663800,56.947529
"503",66.129997,67.769997,65.739998,67.309998,6471200,57.416687
"504",67.019997,68.260002,66.290001,66.440002,6178200,56.674572
"505",67.029999,69.57,66.949997,69.550003,7220700,59.327457
"506",69.190002,69.300003,67.339996,67.419998,7807200,57.510521
"507",67.68,68.279999,67.510002,67.870003,7257700,57.894382
"508",68.25,68.709999,67.800003,67.910004,5924000,57.928513
"509",68.18,68.720001,67.970001,68.150002,8988200,58.133221
"510",68.459999,69.519997,67.830002,69.5,7150400,59.284801
"511",69.239998,69.919998,68.989998,69.620003,8408700,59.387161
"512",69.349998,70.660004,69.199997,70.5,6639200,60.137825
"513",70.400002,71.050003,69.360001,70.75,7360400,60.351067
"514",70.610001,72.75,70.309998,72.519997,7974500,61.860909
"515",73.260002,74.190002,72.660004,73.790001,8715800,62.944252
"516",73.360001,73.860001,71.849998,72.809998,10288300,62.108292
"517",73.169998,74.160004,72.75,74,6260800,63.123379
"518",73.550003,73.82,70.309998,71.550003,13249600,61.033489
"519",72.080002,73.519997,71.940002,72.730003,5211600,62.040047
"520",72.610001,74.5,72.139999,74.349998,6605300,63.421944
"521",74.449997,75.18,74.040001,74.410004,4798100,63.473122
"522",74.849998,75.309998,74.360001,74.480003,6093700,63.532848
"523",74.800003,77.099998,74.330002,76.720001,8512400,65.443604
"524",77.029999,77.050003,75.330002,75.730003,7805500,64.599113
"525",75.510002,76.190002,75.260002,76.050003,5362200,64.87207
"526",76.010002,76.25,75.599998,75.809998,4760000,64.667358
"527",75.540001,76.110001,75.339996,75.510002,4993800,64.411438
"528",77.760002,78.620003,75.769997,76.730003,6972400,65.452126
"529",76.989998,80.019997,76.400002,79.980003,12070200,68.224442
"530",79.559998,80.029999,78.919998,79.050003,7012000,67.431145
"531",79.199997,80.860001,78.970001,80.599998,6144800,68.753304
"532",80.959999,81.330002,80.550003,81.300003,5248700,69.350426
"533",81.110001,82.5,81.019997,81.849998,5625500,69.81958
"534",82.800003,83.559998,82.199997,83.459999,6435100,71.192947
"535",83.529999,83.699997,82.629997,83.389999,5307100,71.133232
"536",83.480003,85.779999,83.389999,85.040001,5633000,72.540718
"537",85.050003,85.82,84.529999,85.580002,5887200,73.001335
"538",85.480003,87.25,85.160004,87.150002,4317800,74.340599
"539",87.410004,87.699997,86.57,86.599998,5020100,73.871429
"540",86.309998,87.470001,86.199997,86.510002,4756200,73.794662
"541",87.279999,87.599998,86.730003,87.269997,4669900,74.44294
"542",87.269997,87.540001,86.760002,86.940002,4290100,74.161453
"543",87.419998,87.699997,86.75,87.510002,4379100,74.647675
"544",87.800003,88,86.660004,87.279999,3711700,74.451477
"545",86.82,87.68,86.540001,86.980003,5547100,74.195564
"546",86.980003,87.379997,86.379997,87.019997,4938400,74.229683
"547",87.07,87.139999,86.389999,86.970001,4802400,74.18705
"548",86.910004,87.970001,86.760002,87.449997,3865500,74.596481
"549",87.610001,89.5,87.610001,89.239998,6022500,76.123398
"550",89.5,90.269997,88.480003,88.800003,5669800,75.748077
"551",88.889999,89.790001,88.580002,89.5,4468900,76.345184
"552",89.129997,89.910004,88.959999,89.790001,4534700,76.59256
"553",89.559998,91.32,89.400002,90.849998,12348400,77.496758
"554",91.239998,91.300003,90.559998,90.730003,5948500,77.394402
"555",90.730003,91.550003,90.150002,90.5,6075400,77.198204
"556",90.300003,91.019997,89.860001,90.739998,5253800,77.402916
"557",90.339996,92.010002,90.230003,91.910004,4262600,78.400948
"558",91.669998,92.739998,91.129997,91.169998,5980000,77.769714
"559",89.529999,89.790001,88.169998,88.269997,7938800,76.249405
"560",88.610001,89.440002,88.279999,88.589996,5925700,76.525818
"561",88.269997,88.610001,85.949997,87.029999,6483200,75.178268
"562",87,87.980003,86.889999,87.279999,5840000,75.394211
"563",87.480003,88.510002,87.080002,88.389999,6314000,76.353043
"564",88.379997,88.830002,87.940002,88.199997,4249600,76.188919
"565",88.650002,89.089996,87.739998,88.010002,3995200,76.024803
"566",87.540001,87.860001,85.18,85.809998,7323500,74.124397
"567",86.089996,86.699997,85.949997,86.07,4672800,74.348984
"568",86.110001,86.25,84.910004,85.440002,5495000,73.804787
"569",85.769997,85.830002,84.959999,85.309998,4439100,73.692497
"570",85.230003,86.040001,85.089996,85.839996,3898900,74.150307
"571",85.519997,86.040001,85.410004,85.709999,2855400,74.038025
"572",85.760002,86,85.470001,85.510002,3893400,73.865265
"573",86,86.040001,85.349998,85.769997,4652900,74.089828
"574",86.099998,86.690002,85.860001,86.190002,3491300,74.452652
"575",86.239998,86.660004,85.839996,86.209999,4544800,74.469917
"576",86.419998,86.5,85.150002,85.480003,4675700,73.83934
"577",85.639999,87.449997,82.629997,84.489998,7765400,72.984154
"578",84.139999,85.389999,83.910004,84.290001,3530300,72.811386
"579",84.400002,85.07,83.919998,84.910004,6397600,73.34697
"580",84.730003,84.830002,83.169998,84.449997,4716500,72.9496
"581",83.449997,83.900002,82.449997,83.589996,5241400,72.206718
"582",83.940002,85.129997,83.889999,84.760002,3930300,73.217384
"583",84.669998,85.300003,84.389999,84.900002,4416700,73.338318
"584",84.830002,87.529999,84.57,86.559998,5640300,74.772247
"585",87.050003,87.129997,85.68,85.779999,3655700,74.09848
"586",85.419998,86.730003,84.709999,84.919998,2852800,73.355598
"587",85.510002,85.949997,84.919998,85.699997,2738800,74.029373
"588",85.220001,85.889999,84.459999,85.120003,3307900,73.528358
"589",84.610001,84.839996,83.029999,84.43,4804400,72.932327
"590",84.220001,84.550003,83.360001,83.809998,3224000,72.396759
"591",83.379997,84.230003,82.669998,83.93,3503200,72.500404
"592",83.440002,84.809998,82.599998,84.540001,3318400,73.027344
"593",83.849998,83.879997,83.129997,83.699997,2491200,72.301727
"594",83.290001,85.260002,83.07,84.089996,3157100,72.638618
"595",83.739998,85.580002,83.510002,85.339996,3223700,73.718391
"596",85.349998,86.089996,84.940002,85.510002,2928000,73.865265
"597",85.739998,87.199997,84.879997,86.809998,3886200,74.988213
"598",86.57,87.57,85.720001,86.230003,3131300,74.487213
"599",86.449997,86.699997,85.629997,85.760002,3165300,74.081215
"600",85.370003,85.959999,84.730003,85.489998,2886000,73.847977
"601",85.489998,86.279999,85.360001,86.239998,2814700,74.495842
"602",86.220001,86.220001,83.830002,84.639999,3283900,73.113731
"603",84.019997,84.019997,80.919998,81.550003,8499900,70.444542
"604",80.739998,81.720001,80.699997,81.139999,4282100,70.090355
"605",81.32,81.559998,79.349998,79.599998,3827700,68.760086
"606",79.309998,79.860001,76.989998,77.129997,6420800,66.62645
"607",77.510002,78.639999,76.870003,78.610001,5160200,67.9049
"608",79.150002,79.489998,78.169998,78.5,3850900,67.809868
"609",78.949997,79,76.650002,77.25,5201800,66.730103
"610",77.550003,78.68,77.110001,77.199997,4730500,66.686897
"611",77.82,78.769997,77.57,78.169998,4590000,67.524803
"612",78.150002,78.389999,76.639999,76.959999,4617000,66.479591
"613",77.169998,78.550003,77,78.139999,4607100,67.498901
"614",77.739998,78.410004,77,77.209999,3147000,66.695534
"615",77.279999,77.779999,77.07,77.589996,3555700,67.023796
"616",77.800003,78.370003,77.040001,77.199997,5521300,66.686897
"617",77.010002,78.629997,76.919998,77.989998,4917100,67.369316
"618",78.260002,78.360001,76.239998,77.110001,5186100,66.609169
"619",77.580002,77.599998,76.080002,76.650002,5512300,66.2118
"620",76.129997,77.419998,75.580002,77.18,7404800,67.676155
"621",77.25,79.220001,76.379997,79.220001,17187700,69.464958
"622",78.599998,79.360001,77.699997,77.830002,6912100,68.246132
"623",78,79.050003,77.419998,78.82,5568500,69.11422
"624",78.900002,78.900002,77.199997,77.379997,6268500,67.851524
"625",77.5,78.260002,77.279999,77.919998,3951500,68.325035
"626",78.220001,78.57,77.650002,78.529999,8436200,68.859917
"627",78.800003,78.949997,77.830002,77.980003,4227600,68.377655
"628",78.360001,79.82,77.959999,79.75,4015200,69.929688
"629",79.980003,80.660004,79.43,80.629997,3860900,70.701332
"630",80.349998,80.419998,78.459999,80.120003,3425200,70.254143
"631",80.25,80.870003,79.519997,79.610001,3203300,69.806931
"632",79.639999,80.209999,78.940002,79.440002,3579300,69.657875
"633",79.360001,80.379997,79.269997,80.279999,4297100,70.39444
"634",80.43,81.779999,80.110001,81.260002,4381000,71.253769
"635",81.550003,82.110001,81.43,81.889999,4257100,71.806183
"636",82,82.190002,81.080002,81.470001,5325300,71.437897
"637",81.269997,81.68,80.949997,81.580002,3071400,71.53437
"638",81.5,81.940002,80.849998,81.050003,2929600,71.069618
"639",84.699997,89.449997,84.5,87.709999,13397100,76.909523
"640",88.360001,89.980003,87.860001,88.730003,7561700,77.803917
"641",88.970001,89.050003,86.879997,86.949997,5366100,76.243103
"642",87.480003,87.589996,86.169998,86.75,4758400,76.067726
"643",86.419998,86.629997,84.75,85.019997,4316500,74.550751
"644",85.269997,86.290001,84.75,85.629997,3715600,75.085648
"645",85.839996,86.480003,85.230003,85.980003,3348300,75.39254
"646",86.290001,87.029999,85.839996,86.760002,4461400,76.0765
"647",86.019997,86.57,85.169998,86.300003,3952800,75.673149
"648",85.940002,86.400002,82.18,83.610001,6793000,73.314384
"649",84.300003,85.209999,82.410004,82.449997,6385200,72.297218
"650",82.699997,84.550003,81.879997,84.169998,6109100,73.805428
"651",83.57,83.82,79.489998,80.260002,6849300,70.3769
"652",81.120003,81.650002,80.559998,81.32,6313100,71.306381
"653",80.360001,81.660004,79.349998,81.360001,6434700,71.341446
"654",81.43,82.720001,81.309998,82.480003,3266600,72.323532
"655",82.43,82.989998,81.790001,82.589996,3068500,72.419975
"656",82.449997,83.040001,81.720001,82.379997,2172500,72.235847
"657",81.639999,84.099998,81.639999,83.949997,4476900,73.612518
"658",83.510002,83.769997,83.019997,83.330002,6642500,73.068871
"659",83.93,84.690002,83.110001,84.489998,3980200,74.086021
"660",84.730003,85.510002,84.660004,84.910004,3302500,74.454308
"661",85.650002,86.050003,84.779999,85.010002,3108100,74.541985
"662",84.910004,84.980003,82.290001,83,3656000,72.779495
"663",83.419998,83.599998,82.080002,83.050003,3311100,72.823349
"664",82.550003,83.860001,82.419998,82.949997,3681200,72.735649
"665",82.790001,83.349998,80.660004,81.220001,4263800,71.218681
"666",81,81.57,76.410004,77.730003,11518000,68.158432
"667",75.099998,75.400002,69.269997,71.699997,41583100,62.870964
"668",71.919998,75.669998,71.900002,74.32,18953200,65.168343
"669",75.279999,75.650002,71.610001,72.720001,13238200,63.765362
"670",72.830002,73.220001,71.75,72.089996,9045000,63.212933
"671",72,72.790001,71.110001,72.660004,4466900,63.712749
"672",72.690002,73.25,71.519997,73.019997,5386700,64.028412
"673",73.400002,73.419998,71.879997,71.949997,6613400,63.090179
"674",72.260002,73.419998,71.980003,72.970001,6130000,63.984573
"675",73,73.389999,72.419998,73.300003,5528100,64.273956
"676",72.699997,74.559998,72.5,74.5,7401900,65.326172
"677",74.540001,75.480003,74.120003,75.07,8443100,65.825981
"678",75.209999,75.400002,74.050003,74.900002,6242900,65.676933
"679",74.309998,74.779999,73,73.050003,10572800,64.054733
"680",72.18,72.720001,71.769997,72.599998,10547300,63.660145
"681",73.449997,73.459999,71.870003,72.019997,7752700,63.151554
"682",71.870003,72.330002,71.059998,71.559998,7359600,62.748199
"683",71.5,72.199997,71.099998,71.709999,8374200,62.879738
"684",71.209999,72.830002,71,71.199997,15987500,62.432537
"685",71,72.769997,70.57,72,6967500,63.134022
"686",71.160004,71.879997,70.900002,71.559998,8846900,63.78471
"687",76.93,77.879997,75.080002,75.279999,20435300,67.100502
"688",74.910004,75.82,74.290001,75.290001,5954400,67.109444
"689",75.160004,75.650002,74.650002,75.129997,4142900,66.966797
"690",75.160004,76.18,75.029999,75.93,4908900,67.679878
"691",76.209999,77.989998,76.059998,77.830002,7555000,69.373444
"692",77.830002,78.099998,76.190002,76.720001,7000600,68.384056
"693",76.300003,77.25,75.809998,76.769997,3550900,68.428619
"694",76.43,78.370003,76.32,78.279999,4381300,69.774544
"695",78.099998,78.370003,77.169998,77.169998,5370900,68.785141
"696",76.709999,77.379997,76.040001,76.370003,5773900,68.072075
"697",76.910004,77.519997,76.580002,77.449997,3831200,69.034737
"698",78.040001,78.290001,77.010002,77.75,3885800,69.302147
"699",78.480003,78.629997,77.150002,77.949997,6289000,69.4804
"700",76.93,78.050003,76.150002,78.029999,4137500,69.551704
"701",78.059998,78.349998,77.610001,78.32,4085900,69.810196
"702",78.43,79.790001,78.43,79.099998,7488400,70.50544
"703",80.300003,80.419998,77.910004,79.849998,8730300,71.173965
"704",79.949997,81.959999,79.949997,80.550003,8444700,71.797905
"705",80.339996,81.900002,80.300003,81.800003,4174900,72.912086
"706",81.540001,81.970001,81.169998,81.169998,4396900,72.35054
"707",81.339996,82.120003,81.18,81.779999,3015300,72.894264
"708",81.889999,82.07,81.019997,81.449997,3665500,72.600121
"709",80.849998,82.129997,80.550003,81.980003,3452600,73.072525
"710",82,82.379997,81.68,82.089996,3537600,73.170578
"711",81.540001,82.449997,81.269997,81.849998,3443300,72.95665
"712",82.019997,82.110001,80.449997,81.209999,3644200,72.386192
"713",81.599998,82.029999,80.580002,81.440002,4689400,72.591202
"714",81.830002,83.040001,81.830002,82.970001,4291800,73.954956
"715",82.690002,83.980003,82.43,83.440002,4294100,74.373901
"716",83.709999,84.779999,83.360001,84.199997,4820400,75.051315
"717",84.349998,84.699997,83.540001,83.699997,4604700,74.605637
"718",83.870003,83.910004,82.169998,82.25,5217600,73.313187
"719",82.190002,83.669998,81.730003,83.57,5287600,74.489761
"720",83.449997,84.099998,83.18,83.739998,2992400,74.641296
"721",83.720001,84.5,83.489998,84.459999,3671200,75.283073
"722",84.209999,84.839996,84.139999,84.730003,3671400,75.523727
"723",84.690002,84.690002,83.540001,83.639999,2896700,74.552155
"724",83.889999,84.800003,83.589996,84.790001,4611400,75.577217
"725",85,85.32,84.57,84.790001,3236800,75.577217
"726",84.389999,84.739998,83.419998,83.459999,4845200,74.391716
"727",83.220001,85.599998,83.169998,83.480003,5670100,74.409538
"728",83.669998,84.900002,83.040001,83.459999,4030700,74.391716
"729",83.730003,84.330002,82.360001,82.379997,4764400,73.429062
"730",82.5,82.769997,81.550003,82.370003,8015400,73.420158
"731",82.559998,83.260002,81.720001,82.269997,5258500,73.331017
"732",82.669998,83.18,81.669998,82.480003,4130800,73.518204
"733",82.230003,83.139999,82.230003,82.93,2927900,73.919312
"734",82.550003,82.809998,81.720001,82.599998,4402300,73.62516
"735",83,83.07,81.790001,82.970001,4750300,73.954956
"736",82.459999,83.040001,81.879997,82.099998,5053500,73.179482
"737",82.07,82.43,81.400002,82.379997,5209800,73.429062
"738",83.160004,83.68,82.610001,83.25,3787000,74.204529
"739",83.769997,83.93,83.440002,83.589996,3295500,74.507599
"740",83.339996,84.230003,83.080002,83.900002,3496300,74.783913
"741",84.25,85.120003,84,84.839996,3719700,75.621773
"742",84.839996,85,84,84.050003,6104400,74.917618
"743",84,84.889999,83.660004,84.669998,5574800,75.470245
"744",85.349998,86.459999,85.309998,86.25,5594500,76.878578
"745",85.839996,86.309998,85.230003,85.949997,5435500,76.611168
"746",84.699997,85.900002,84.449997,85.699997,6240900,77.442513
"747",85.900002,86.239998,85.599998,85.989998,5085200,77.704575
"748",86.879997,87.080002,85.199997,85.269997,9379200,77.053955
"749",85.589996,86.139999,85.519997,86.019997,3992400,77.731689
"750",86.019997,86.410004,85.82,86.110001,1233800,77.813034
"751",86.239998,86.510002,85.510002,86.029999,2549100,77.74073
"752",86.019997,86.440002,85.790001,86.309998,2326500,77.993752
"753",86.389999,86.669998,85.519997,85.699997,2568800,77.442513
"754",85.709999,85.889999,84.779999,85.089996,3718900,76.891304
"755",85.510002,86.169998,84.760002,85.190002,5107200,76.981674
"756",85.029999,85.940002,84.860001,85.029999,3806700,76.837082
"757",84.910004,86.110001,84.370003,86.019997,7041400,77.731689
"758",85.629997,86.830002,85.269997,86.400002,4311600,78.075081
"759",86.800003,88.349998,86.43,88.040001,5337600,79.55706
"760",88.370003,88.669998,87.419998,88.279999,6180100,79.773941
"761",88.959999,89,87.330002,87.459999,4411000,79.032936
"762",87.410004,88.449997,87.269997,87.82,5402900,79.358253
"763",87.699997,87.940002,87.239998,87.580002,5129300,79.141388
"764",87.309998,88.889999,87.300003,88.32,4155400,79.810074
"765",88.620003,88.870003,88.190002,88.559998,2602300,80.026955
"766",88.580002,88.879997,87.739998,88.690002,5908400,80.144432
"767",88.440002,88.989998,87.900002,88.870003,6373200,80.307083
"768",88.57,89.129997,88.489998,88.980003,4595700,80.406494
"769",88.559998,88.82,87.019997,87.080002,4592100,78.68956
"770",86.830002,87.330002,85.639999,86.150002,3888700,77.849167
"771",85.449997,85.900002,84.57,84.709999,3795400,76.547913
"772",84.550003,84.940002,84.07,84.68,5263700,76.520805
"773",84.870003,85.190002,83.940002,83.959999,4418500,75.870178
"774",83.209999,84.529999,82.529999,84.330002,5625100,76.204529
"775",84.190002,84.300003,82.269997,82.699997,4861600,74.731575
"776",82.639999,84.190002,82.639999,83,3356400,75.002678
"777",83.019997,84.110001,82.82,83.599998,4615900,75.544868
"778",83.599998,84.779999,83.599998,83.940002,4860800,75.852112
"779",84.800003,88.800003,84.580002,86.18,7306200,77.876274
"780",86.300003,87.739998,86.220001,87.449997,4654600,79.023903
"781",87.339996,88.769997,86.910004,88.75,6392400,80.198647
"782",88.75,90.169998,88.360001,89.440002,4975000,80.822166
"783",89,89.300003,87.370003,87.900002,4086100,79.43055
"784",88.839996,89.730003,87.540001,88.82,4322800,80.261909
"785",88.879997,89.230003,88.010002,88.5,3348600,79.972733
"786",88.290001,88.389999,87.050003,87.440002,3606200,79.014862
"787",87.809998,87.970001,86.879997,87.879997,4372000,79.412476
"788",87.5,87.769997,86.139999,87.440002,3076400,79.014862
"789",86.860001,89.699997,86.68,89.639999,6314300,81.002892
"790",88.220001,88.550003,85.379997,85.57,6497400,77.325043
"791",85.93,87.150002,84.129997,85,6125500,76.809975
"792",85,86.620003,84.809998,86.25,7929700,77.939537
"793",84.860001,87.449997,83.07,83.07,8930500,75.065933
"794",81,81.970001,77.730003,81.870003,13650600,73.981575
"795",81.610001,85.040001,80.809998,84.970001,6916400,76.782867
"796",84.879997,86.949997,82.650002,83.5,6034700,75.454506
"797",84.339996,88.779999,84.150002,88.739998,5675300,80.189621
"798",86.68,89.18,86.5,87.860001,6587500,79.394409
"799",84.57,87.559998,83.739998,87.269997,6596900,78.861259
"800",82.169998,84.82,79.32,81.629997,10717700,73.764694
"801",83.279999,84.970001,80.879997,84.730003,7496100,76.565979
"802",82.040001,82.699997,79.089996,79.839996,7083200,72.147156
"803",73.540001,76.830002,70.269997,72.25,11487200,65.288483
"804",75.120003,79.790001,72.349998,79.5,11013100,71.83992
"805",70.760002,74.660004,68.410004,69.599998,10163400,62.893803
"806",71.669998,75.129997,70.599998,73.989998,11051400,66.860817
"807",70.269997,73.480003,59.830002,64.910004,14720100,58.655712
"808",64.260002,67.220001,61.009998,66.43,9453600,60.029251
"809",64.900002,65.260002,60.290001,61.09,12175000,56.193489
"810",58.959999,60.580002,56.009998,59.98,14031200,55.172459
"811",60.950001,66.110001,60.779999,63.599998,9328700,58.502304
"812",61.610001,68.580002,61.009998,66.07,9075300,60.774334
"813",66.129997,72.040001,65.980003,71.160004,7830700,65.456352
"814",68.790001,71.580002,67.389999,69.150002,7972300,63.607456
"815",70.32,73,70.019997,72.550003,6361400,66.734947
"816",72.57,75.019997,72.199997,72.959999,11601800,67.112068
"817",69.769997,71.989998,69.279999,71.120003,6497600,65.419571
"818",70.260002,75.059998,70.120003,74.339996,6143500,68.381462
"819",75.440002,75.5,72.769997,73.459999,5254100,67.572006
"820",75.379997,76.610001,74.160004,75.68,6293100,69.614067
"821",76.870003,77.269997,73.720001,74.510002,7069800,68.537857
"822",75.169998,75.910004,74.360001,74.660004,6565800,68.675835
"823",75.919998,77.730003,74.93,75.339996,9281000,69.301308
"824",75.010002,75.480003,73.669998,73.949997,6382000,68.02272
"825",74.349998,77.449997,74.150002,77.18,6154200,70.993835
"826",75.599998,75.830002,73.769997,75.440002,5730300,69.393295
"827",76,76.480003,74.220001,75.389999,4531900,69.347305
"828",76.419998,78.870003,76.190002,77.959999,5352200,71.711319
"829",76.139999,78.139999,75.769997,76.860001,5953700,70.699486
"830",72.980003,75.519997,71.599998,72.279999,7726900,66.48658
"831",73.669998,73.860001,71.849998,73.059998,4868300,67.204056
"832",73.059998,73.410004,71.75,71.779999,5332400,66.026665
"833",72.5,73.970001,72.300003,73.669998,4193500,67.765167
"834",74.050003,75.209999,73.599998,74.919998,3915900,68.91497
"835",76.309998,78.459999,76.110001,77.25,5487400,71.058228
"836",78.199997,78.440002,76.360001,76.5,4583600,70.368332
"837",75.949997,76.160004,72.779999,74.599998,9192200,68.620628
"838",74.550003,74.889999,72.910004,73.279999,4782300,67.406433
"839",73.019997,73.400002,71.139999,73.309998,4589800,67.434029
"840",73.82,74.360001,72.190002,72.199997,3696400,66.412994
"841",72.43,72.519997,69.550003,71.5,7199100,65.769104
"842",72.730003,72.730003,70.07,70.139999,7019200,64.518112
"843",71.489998,72.43,71.309998,72,5573700,66.229027
"844",71.75,71.989998,70.849998,71.279999,3916800,65.566734
"845",71.830002,72.239998,69.870003,69.870003,4703300,64.269753
"846",69.669998,69.989998,68.290001,68.790001,4541200,63.276321
"847",68.5,68.57,66.849998,67.959999,5878300,62.512848
"848",68.639999,68.709999,67.459999,67.779999,3727000,62.347271
"849",69.660004,69.870003,68,68.25,6661100,62.779602
"850",67.870003,68.639999,67.209999,68.510002,4830600,63.018761
"851",68.790001,70.519997,68.080002,70.470001,5298200,64.821671
"852",70.230003,71.690002,69.830002,70.5,6851900,64.849266
"853",70.5,70.639999,69.510002,70.449997,2605300,64.803253
"854",71.57,72.470001,71.519997,72.129997,5627800,66.348602
"855",73.5,74.099998,73,73.910004,5959800,67.985939
"856",75,75,73.470001,73.510002,5536000,67.617996
"857",72.949997,73.620003,71.860001,73.360001,7185900,67.480026
"858",73.349998,74.349998,73.349998,73.790001,3309300,67.875549
"859",74.330002,74.330002,73.199997,73.730003,3869800,67.820366
"860",74.449997,74.599998,73.860001,74.209999,5182400,68.261887
"861",74,75.269997,73.519997,75.190002,4206700,69.163338
"862",76.5,77.18,75.779999,75.910004,5395600,69.82563
"863",75.459999,77.779999,75.099998,77.699997,5141100,71.472153
"864",77.07,77.089996,75.43,75.650002,4315400,69.586464
"865",76.129997,76.389999,75.129997,75.139999,4464300,69.117348
"866",74.150002,74.440002,71.239998,71.25,5981300,65.539139
"867",72.629997,72.769997,69.889999,70.419998,6713100,64.775658
"868",69.699997,72.400002,69.489998,72.199997,6254900,66.412994
"869",74.239998,75.129997,73.650002,74.660004,5955800,68.675835
"870",74.900002,75.339996,73.849998,74.089996,4486000,68.151512
"871",73.5,74.779999,73.360001,74.599998,3794300,68.620628
"872",73.910004,74.339996,72.120003,72.199997,9201500,67.471191
"873",72.349998,72.730003,71.769997,72.040001,4107200,67.321655
"874",72.870003,72.970001,71.459999,71.489998,5238600,66.807693
"875",70.730003,71.18,69.779999,70.089996,5179200,65.499382
"876",70.099998,70.720001,69.639999,70.669998,4610500,66.041397
"877",70.279999,70.620003,68.370003,68.870003,9265400,64.359291
"878",69.370003,70.620003,69.019997,70.510002,2953700,65.891876
"879",70.040001,70.470001,69.43,70.059998,4626300,65.471344
"880",70.129997,71,69.879997,69.989998,3565900,65.40593
"881",71,71.209999,70.190002,70.459999,3493700,65.845146
"882",71.18,71.379997,70,70.599998,3562800,65.975983
"883",70,73.209999,69.370003,72.940002,8160600,68.16272
"884",73,73.760002,71.559998,72.300003,7498900,67.564644
"885",71.690002,72.199997,69.870003,70.139999,4345400,65.546112
"886",70.699997,73.089996,70.510002,72.959999,5429100,68.181404
"887",72.760002,73.879997,72.440002,73.5,5269400,68.68605
"888",73.120003,74.440002,72.410004,74.309998,4781000,69.442986
"889",74.779999,75.349998,74.529999,75,3909600,70.087799
"890",74.769997,75.550003,74.339996,75.349998,3691800,70.414879
"891",75.800003,75.800003,74.709999,75.029999,3299400,70.115845
"892",74.599998,74.790001,72.470001,72.889999,5448500,68.116005
"893",75.230003,76.919998,74.900002,75.919998,6862900,70.947548
