"","TSN.Open","TSN.High","TSN.Low","TSN.Close","TSN.Volume","TSN.Adjusted"
"447",62.98,63.240002,61.25,61.27,2230700,57.102425
"448",61.130001,61.400002,59.66,60.23,3145200,56.13316
"449",60.389999,60.59,59.59,60.290001,1644900,56.189087
"450",60.290001,61.48,60.049999,61.099998,1855000,56.943985
"451",61.119999,62.209999,60.759998,62.029999,1377700,57.810734
"452",62.150002,62.25,61.27,61.970001,1239800,57.75481
"453",62.16,62.880001,61.84,62.41,1941700,58.164879
"454",62.669998,62.900002,62.25,62.43,1990600,58.183517
"455",62.560001,63.220001,61.709999,61.830002,1941600,57.624332
"456",61.73,62.580002,61.02,62.150002,1917600,57.922573
"457",62.150002,62.830002,61.630001,61.709999,2656500,57.512501
"458",61.560001,62.130001,60.950001,61.68,1683800,57.484531
"459",61.630001,61.650002,60.25,60.470001,1746300,56.356838
"460",61.02,62.540001,60.700001,61.560001,2695900,57.372704
"461",61.869999,62.490002,60.900002,62.099998,2551900,57.875965
"462",61.880001,61.959999,59.529999,59.919998,3871900,55.844242
"463",59.91,62.509998,59.650002,62.360001,2754700,58.118286
"464",62.43,62.919998,61.119999,61.560001,2170500,57.372704
"465",61.740002,62.849998,61.57,62.040001,1911600,57.820045
"466",61.790001,62.93,61.639999,62.02,2660500,57.801407
"467",62.48,62.48,61.43,62.040001,2450600,57.820045
"468",61.75,62.009998,61.380001,61.5,3176200,57.316784
"469",61.810001,62.240002,61.34,62.080002,3828600,57.857334
"470",61.860001,63.349998,61.459999,61.610001,2919200,57.419296
"471",59.049999,59.990002,57.009998,58.169998,7845900,54.21328
"472",58.290001,59.959999,57.759998,58.759998,4482600,54.763153
"473",58.400002,59.310001,57.77,59.029999,2699100,55.014786
"474",59.080002,60.380001,58.689999,60.220001,2391600,56.123848
"475",60.23,60.490002,59.209999,59.419998,2435500,55.378262
"476",59.459999,60.380001,58.709999,58.82,2232600,54.819077
"477",58.900002,59.400002,58.599998,58.91,1632700,54.90295
"478",58.720001,59.169998,58.43,58.889999,593900,54.884315
"479",59.200001,59.5,58.869999,59.459999,1300100,55.415535
"480",59.259998,59.310001,58.119999,58.34,1988200,54.371716
"481",58.139999,58.360001,56.720001,56.990002,4299900,53.113548
"482",56.82,57.73,56.360001,57.720001,3968400,54.150215
"483",57.849998,58.970001,57.790001,58.950001,3247100,55.304142
"484",58.700001,60.34,58.700001,60.27,3193900,56.5425
"485",60.080002,60.400002,57.810001,58.240002,4349700,54.63805
"486",58.25,58.75,56.82,57.900002,2480000,54.31908
"487",57.619999,57.93,55.869999,56.209999,2957300,52.733585
"488",56.240002,56.369999,54.48,55.41,3493400,51.983078
"489",55.599998,56.740002,55.540001,55.799999,2365400,52.348957
"490",56.360001,56.66,55.650002,55.68,3074200,52.236382
"491",55.669998,56.299999,55.459999,56.080002,4136400,52.611637
"492",55.619999,56.02,55.169998,55.299999,2517300,51.879879
"493",55.220001,55.369999,53.060001,53.470001,3870800,50.163055
"494",53.5,54.040001,52.150002,52.380001,4200100,49.140472
"495",52.689999,54.5,52.52,52.669998,4529700,49.412533
"496",52.529999,53.900002,51.849998,53.34,3525000,50.0411
"497",53.34,54.48,51.73,51.73,4343200,48.53067
"498",51.810001,52,50.330002,50.75,1413100,47.611279
"499",50.959999,52.080002,49.77,52.060001,2820000,48.840263
"500",51.73,52.490002,50.799999,52.490002,2340100,49.24366
"501",52.450001,52.93,51.939999,52.34,3178700,49.102943
"502",52.560001,53.43,52.43,53.400002,2366000,50.097385
"503",53.040001,53.93,52.82,53.349998,2122600,50.050476
"504",52.98,54.790001,52.98,54.490002,3135800,51.119976
"505",54.790001,56.040001,54.669998,55.16,5558900,51.748535
"506",54.900002,56.77,54.669998,56.049999,3740100,52.583496
"507",56.34,57.619999,55.98,57.549999,2976200,53.990719
"508",57.34,57.389999,56.349998,56.549999,3440600,53.052567
"509",56.669998,58.029999,56.59,57.560001,2440200,54.000111
"510",57.740002,58.330002,57.360001,57.830002,1390300,54.253399
"511",57.75,58.150002,57.09,57.77,2027700,54.197121
"512",58.09,58.68,57.59,58.59,1495400,54.9664
"513",58.48,59.07,58.439999,58.5,2189600,54.881969
"514",58.610001,59.41,58.360001,59.389999,2313800,55.716923
"515",60.299999,61.470001,60.150002,60.959999,3630200,57.189823
"516",60.900002,60.900002,59.700001,60.07,3158700,56.354874
"517",60.18,60.860001,59.73,60.5,2235600,56.758278
"518",60.060001,60.650002,59.68,60.09,1648600,56.373627
"519",60.450001,60.990002,60.09,60.720001,3254700,56.964664
"520",60.639999,61.830002,60.470001,61.799999,2313900,57.977875
"521",61.689999,61.900002,61.16,61.779999,1355400,57.95911
"522",61.82,62.48,61.200001,62.16,2194800,58.315605
"523",62.259998,62.560001,61.209999,61.919998,5050600,58.09045
"524",62.150002,62.459999,61.459999,61.919998,2046300,58.09045
"525",62.060001,62.23,61.540001,61.779999,1507600,57.95911
"526",61.900002,61.950001,60.549999,61.689999,4069100,57.874676
"527",61.740002,61.98,60.799999,60.900002,2950300,57.133541
"528",60.310001,61.860001,58.200001,60.119999,5132600,56.401779
"529",59.57,60.130001,58.490002,59.290001,5437500,55.623116
"530",59.209999,60.240002,58.889999,59.43,3582300,55.754452
"531",59.700001,61.700001,59.599998,61.380001,3243500,57.583855
"532",61.450001,61.66,60.41,60.689999,2326400,56.93652
"533",60.459999,61.630001,60.290001,61.18,2304300,57.396221
"534",61.639999,62.959999,61.52,62.610001,3170000,58.737782
"535",62.459999,63.549999,62.200001,62.939999,3840900,59.047375
"536",62.93,63.93,62.799999,63.599998,2754500,59.666546
"537",63.41,63.639999,62.279999,63.060001,2858600,59.159946
"538",62.34,63.369999,62.099998,63.32,2841100,59.40387
"539",63.66,63.700001,61.900002,62.32,2893100,58.465717
"540",62.450001,63.400002,61.759998,61.77,2915700,57.949734
"541",61.549999,61.810001,60.990002,61.650002,2937700,57.837154
"542",61.52,61.849998,61.130001,61.66,2450800,58.200546
"543",61.799999,62.560001,61.799999,62.189999,3865100,58.700813
"544",62.419998,62.720001,61.540001,62.259998,3881800,58.76688
"545",62.549999,64.290001,62.23,63.970001,3535100,60.380951
"546",64.07,64.279999,63.369999,63.540001,2525900,59.975079
"547",63.490002,64.379997,63.060001,64.110001,3891200,60.513092
"548",63.990002,64.290001,62.580002,62.779999,3164300,59.257717
"549",62.779999,64.230003,62.599998,64.220001,2505900,60.61692
"550",64.309998,64.43,63.540001,63.810001,2554100,60.229923
"551",64,64.889999,63.860001,64.440002,2005300,60.824585
"552",64.349998,64.940002,64.349998,64.879997,2115200,61.239887
"553",64.970001,65.989998,64.709999,65.220001,4769600,61.560822
"554",65.220001,65.93,65.050003,65.330002,2373100,61.664654
"555",65.349998,65.949997,65.260002,65.769997,2855200,62.079956
"556",65.709999,65.82,64.470001,64.879997,4015300,61.239887
"557",64.980003,66.940002,64.849998,66.519997,2932400,62.787884
"558",66.599998,66.989998,66.07,66.610001,1502600,62.872826
"559",66.540001,67.970001,66.080002,67.459999,3137600,63.675148
"560",67.75,68.25,67.349998,67.849998,1736900,64.043251
"561",67.93,68.419998,67.230003,68,1824900,64.184845
"562",68.07,69.260002,68.07,68.889999,2315000,65.024918
"563",68.989998,69.540001,68.559998,69.43,2215900,65.534615
"564",69.5,69.709999,68.760002,69.699997,2775400,65.789459
"565",69.879997,70.050003,69.25,69.260002,2653400,65.374161
"566",69.260002,69.68,68.709999,68.93,2547700,65.06266
"567",69.040001,70.389999,68.629997,70.029999,2401500,66.100945
"568",70.099998,70.25,69.519997,69.800003,2063600,65.88385
"569",69.839996,70.580002,69.629997,70.440002,1932400,66.487961
"570",70.199997,70.449997,69.389999,69.57,1818600,65.666748
"571",69.68,70.809998,69.43,70.650002,1488100,66.686157
"572",70.75,71.330002,70.690002,71.169998,1423100,67.176987
"573",70.970001,71.260002,70.269997,70.839996,3212800,66.865501
"574",70.800003,71.550003,70.599998,71.410004,1814200,67.403526
"575",71.480003,72.230003,71.269997,72.059998,1777800,68.017052
"576",72.540001,74.029999,72.459999,73.279999,2771700,69.16861
"577",73.43,73.980003,73.040001,73.489998,2033200,69.366821
"578",73.489998,73.629997,72.629997,72.849998,2351900,68.762726
"579",72.959999,74.809998,72.959999,74.449997,3630100,70.272957
"580",74.510002,74.879997,72.5,73.760002,3742100,69.621674
"581",73.559998,73.970001,73.279999,73.620003,1529900,69.489548
"582",73.760002,74.25,73.25,74.160004,1953100,69.999245
"583",74.019997,74.489998,73.68,74.199997,1601600,70.036972
"584",74.370003,75.400002,73.809998,75.010002,2854800,70.801559
"585",75,75.550003,74.639999,74.800003,2403400,70.603333
"586",74.949997,75.589996,74.559998,75.120003,1781100,70.90538
"587",75.25,75.699997,74.639999,75.089996,3075200,70.877045
"588",74.790001,77.470001,74.550003,77.050003,4517000,72.727097
"589",77.139999,77.629997,75.970001,76.849998,3468500,72.538307
"590",76.919998,78.150002,76.190002,77.489998,3491800,73.14241
"591",77.330002,78.07,76.510002,77.940002,2663300,73.567146
"592",77.889999,79.900002,77,79.809998,2767700,75.332237
"593",79,79.940002,78.599998,79.57,2749400,75.105698
"594",80.220001,82.040001,80.029999,81.57,3415600,76.993492
"595",81.699997,82.610001,80.849998,82.239998,3438800,77.625908
"596",82.400002,83.160004,82.309998,82.599998,2979800,77.965698
"597",81.970001,83.360001,81.800003,82.489998,2664900,77.861877
"598",82.32,82.900002,81.75,81.870003,2500700,77.276672
"599",81.879997,82.019997,80.150002,80.610001,3985400,76.087357
"600",80.790001,81.540001,80.110001,81.260002,2260600,76.700905
"601",80.540001,81.720001,79.839996,81.709999,2388300,77.125641
"602",81.889999,82.339996,81.220001,81.459999,1526000,76.889664
"603",81.800003,82.440002,80.190002,80.309998,2531600,75.804184
"604",79.540001,79.610001,76.059998,76.279999,5743700,72.00029
"605",76.080002,77.389999,75.970001,76.739998,2631900,72.792343
"606",76.019997,76.089996,74.830002,75.889999,4132700,71.986053
"607",76.120003,78.5,76.050003,78.059998,4202000,74.044426
"608",78.110001,79.389999,78.110001,79.330002,2968600,75.249107
"609",79.980003,81.339996,79.610001,80.610001,2928600,76.463272
"610",80.879997,82.18,80.529999,81.800003,3755200,77.592056
"611",82.110001,82.910004,81.970001,82.449997,2231600,78.208603
"612",82.510002,83.150002,82.169998,82.489998,1850800,78.246536
"613",82.599998,82.870003,81.57,82.309998,1883300,78.075798
"614",82.470001,82.889999,81.599998,81.889999,1321500,77.677414
"615",83.220001,84.300003,82.059998,82.529999,4521200,78.2845
"616",82.260002,82.639999,81.129997,81.910004,3795300,77.696388
"617",82.010002,82.199997,78.25,78.529999,4043100,74.49025
"618",78.620003,78.779999,76.730003,77.18,3769900,73.209694
"619",76.889999,77.839996,75.690002,77.760002,3091200,73.759872
"620",77.769997,79.199997,76.589996,78.629997,3236400,74.585106
"621",78.889999,79.769997,78.099998,79.290001,4573000,75.211159
"622",79.400002,81.620003,79.379997,80.82,3249700,76.66246
"623",81.190002,83.150002,77.379997,79.970001,6808300,75.856186
"624",79.449997,80.150002,78.769997,79.519997,2476700,75.429329
"625",79.279999,79.860001,78.43,79.650002,1572500,75.552643
"626",79.739998,80.809998,79.449997,80.739998,3029000,76.586563
"627",81.5,81.830002,80.339996,80.959999,2962300,76.795258
"628",81.040001,81.790001,80.860001,81.279999,3162200,77.098785
"629",81.300003,82.410004,81.300003,82.160004,1758200,77.933525
"630",82,82.910004,81.43,82.629997,1762200,78.379341
"631",82.519997,82.809998,81.559998,81.919998,2580400,77.705864
"632",82.150002,82.790001,81.849998,82.150002,2028700,77.924034
"633",82.660004,82.809998,81.870003,82.029999,1314200,77.810204
"634",81.75,82.089996,80.709999,81.43,2220400,77.241081
"635",81.5,81.910004,80.550003,81.379997,1663900,77.193642
"636",81.510002,81.919998,81.190002,81.75,1368100,77.544609
"637",81.449997,81.610001,78.989998,79.129997,3635600,75.05938
"638",79.459999,79.540001,78.580002,79.139999,2272000,75.068878
"639",79.800003,81.290001,79.029999,80.959999,2896300,76.795258
"640",81.110001,81.75,80.790001,80.800003,1900900,76.643478
"641",80.830002,81.510002,80.540001,81.330002,1442600,77.146217
"642",81.480003,82.360001,81.349998,82.029999,1351400,77.810204
"643",81.650002,82.080002,80.730003,81.040001,1917400,76.871124
"644",81.059998,82.790001,80.900002,81.669998,1657300,77.468719
"645",81.849998,81.849998,80.699997,80.980003,2419300,76.814224
"646",81,81.599998,80.830002,81.25,1859600,77.070328
"647",81.589996,82.330002,80.660004,81.330002,1711800,77.146217
"648",81.110001,81.529999,78.660004,79.5,2377400,75.410347
"649",79.790001,81.550003,79.760002,80.389999,3001300,76.25457
"650",80.139999,81.260002,79.760002,79.760002,3184200,75.656975
"651",83.139999,87.290001,82.580002,83.830002,9458300,79.517624
"652",84.529999,85.849998,82,85.019997,4440900,80.646393
"653",84.449997,86.629997,82.839996,86.209999,2885600,81.775185
"654",86,89,86,88.699997,2877300,84.137085
"655",88.589996,89.339996,87.669998,88.370003,2119100,83.824066
"656",87.089996,88.599998,86.43,88.269997,3065100,83.729202
"657",88.410004,89.879997,87.769997,87.82,2502000,83.302353
"658",87.129997,87.669998,85.529999,85.760002,2316500,81.348335
"659",86.199997,88.730003,86.010002,87.860001,2422000,83.340294
"660",88.269997,88.269997,87.269997,87.699997,1712800,83.18853
"661",88.360001,88.480003,87.220001,87.470001,3064700,82.97036
"662",87.029999,88.760002,86.720001,88.239998,2999400,83.700752
"663",88.599998,89.860001,87.900002,89.790001,2378300,85.171028
"664",90,91.730003,89.900002,91.660004,2773300,86.944832
"665",90.360001,90.75,89.480003,89.93,2241500,85.303818
"666",90.580002,91.470001,90.120003,91.440002,1692900,86.736145
"667",91.370003,91.629997,89.279999,89.970001,2471100,85.341743
"668",90.279999,90.660004,88.940002,90.580002,1918300,85.920387
"669",90.5,92.209999,90.190002,91.720001,2080600,87.363419
"670",92.279999,94.07,92.160004,93.040001,2033400,88.620712
"671",92.599998,93.449997,92.080002,93.290001,2495800,88.858849
"672",91,91.68,85.949997,86.059998,6912100,81.972252
"673",86.410004,87.349998,84.93,85.260002,5304400,81.210243
"674",85.230003,86.529999,84.709999,86.040001,3076500,81.953217
"675",86.410004,86.690002,83.230003,83.559998,2917000,79.591003
"676",83.029999,83.029999,80,81.459999,3677400,77.590744
"677",81.349998,82.330002,80.839996,82.32,2211400,78.409904
"678",82.900002,83.849998,82.529999,83.470001,3509900,79.505287
"679",84,86.540001,84,85.169998,3417800,81.124519
"680",84.639999,86.599998,84.389999,86.339996,2168500,82.238953
"681",87.620003,89.349998,87,88.879997,3288500,84.658318
"682",88.980003,89.459999,87.400002,88.269997,1907600,84.077278
"683",88.690002,88.940002,87.769997,88.169998,1269900,83.982025
"684",88.480003,88.860001,86.730003,87.389999,2949500,83.239075
"685",87.110001,87.57,85.68,85.790001,1666800,81.715073
"686",86.400002,86.900002,85.57,86.279999,1269100,82.181801
"687",86.480003,87.480003,85.82,85.970001,1897000,81.886536
"688",86.440002,86.860001,85.900002,86.459999,1176700,82.353256
"689",86.599998,86.610001,84.959999,85.199997,1637900,81.153099
"690",85.370003,86.260002,84.790001,86.139999,2116300,82.048454
"691",85.919998,86.379997,83.099998,83.32,2543100,79.362404
"692",83.32,83.919998,81.82,82.370003,2356800,78.457527
"693",82.68,82.860001,81.730003,82.099998,2137900,78.200348
"694",82.150002,82.959999,80.849998,82.25,3369300,78.343231
"695",82.160004,82.309998,81.160004,81.160004,2644900,77.305008
"696",81,81.199997,79.389999,80.43,2405300,76.609673
"697",80.989998,83.089996,80.989998,81.730003,2007400,77.847931
"698",81.900002,83.169998,81.449997,82.129997,1516400,78.22892
"699",82.059998,84.25,82.010002,83.599998,2378100,79.629105
"700",83.760002,84.440002,83.410004,84.059998,1535100,80.067261
"701",84.019997,85.040001,83.660004,83.739998,1865800,79.762451
"702",83.830002,83.889999,81.82,81.860001,2511000,77.971764
"703",81.779999,81.879997,79.360001,81.370003,3388100,77.505028
"704",81.589996,82.610001,81.5,82.419998,1880800,78.505157
"705",81.660004,82.050003,80.790001,80.970001,1848000,77.124023
"706",81.139999,81.139999,79.07,79.169998,2617400,75.409523
"707",79.080002,79.150002,77.480003,77.5,2614800,73.818848
"708",77.690002,77.940002,77.029999,77.82,3203800,74.123657
"709",78.730003,78.730003,77.75,78.480003,1593300,74.752304
"710",81.410004,82.489998,80.419998,82.080002,4049600,78.18129
"711",82,83.089996,81.82,82.290001,2756700,78.381332
"712",82.190002,82.459999,81.279999,81.790001,1565900,77.905075
"713",82.199997,82.860001,81.639999,82.790001,1754100,78.857574
"714",83.110001,84.169998,82.690002,83.699997,1629400,79.724358
"715",83.669998,83.93,81.589996,82.050003,2292900,78.152733
"716",82.25,82.699997,81.690002,81.93,2199300,78.038422
"717",82.489998,83.830002,82.330002,83.470001,1520200,79.505287
"718",83.470001,84.839996,82.809998,83.25,1940400,79.295731
"719",83.290001,83.379997,82.120003,82.629997,2290200,78.705177
"720",82.32,83.18,81.779999,82.730003,2416000,78.800438
"721",83.629997,89.220001,83.629997,88.879997,6482700,84.658318
"722",89.290001,90.440002,88.610001,88.870003,3967300,84.648796
"723",93.059998,94.110001,89.760002,90.339996,5239700,86.048965
"724",90.25,91.019997,89.730003,90.330002,2513200,86.039436
"725",90,90.959999,89.360001,89.980003,2070200,85.70607
"726",89.889999,90.760002,89.459999,90.540001,2405900,86.239464
"727",90.309998,91.150002,90.059998,90.620003,2185400,86.315674
"728",90.209999,90.779999,88.330002,88.529999,2410800,84.324936
"729",88.589996,88.720001,86.279999,86.410004,3142200,82.305641
"730",86.57,88.849998,85.779999,88.629997,2927100,84.420181
"731",88.489998,89.839996,88.040001,89.699997,2413000,85.439369
"732",89.459999,90.360001,88.940002,90.089996,1285700,86.214516
"733",90,90.510002,89.510002,89.889999,1081200,86.023132
"734",89.879997,90.089996,88.769997,89.580002,2156200,85.726463
"735",88.470001,89.099998,87.720001,88.949997,2252300,85.123566
"736",89.110001,90.150002,88.889999,89.239998,1777900,85.401085
"737",89.129997,89.669998,88.68,89.459999,1423500,85.611618
"738",90.529999,91.379997,89.379997,89.449997,2060700,85.602051
"739",89.349998,90.220001,89.110001,89.669998,1535900,85.812592
"740",89.559998,89.699997,88.489998,88.610001,2102600,84.798187
"741",88.389999,89.059998,87.690002,88.489998,2312400,84.68335
"742",88.120003,89.129997,87.459999,87.510002,2497300,83.745506
"743",87.290001,88.809998,86.660004,87.970001,2376700,84.185715
"744",88.690002,90.540001,88.620003,89.949997,2856200,86.080528
"745",90.169998,90.970001,89.860001,90.379997,2907700,86.49205
"746",90.82,90.970001,88.720001,88.860001,3040200,85.03743
"747",89.129997,91.330002,89.129997,89.739998,4102300,85.879578
"748",90.370003,91.419998,89.5,90.860001,5095900,86.951401
"749",90.82,92.080002,89.82,91.389999,2818400,87.458603
"750",91.889999,91.900002,90.949997,91.150002,564200,87.228928
"751",91.150002,91.919998,90.959999,91.300003,1083400,87.372475
"752",91.43,91.620003,90.68,91.419998,1026500,87.487305
"753",91.25,91.370003,90.110001,90.339996,1092900,86.453766
"754",90.360001,91.099998,90.230003,91.040001,1125100,87.123657
"755",91.080002,91.610001,89.790001,89.970001,2672200,86.099678
"756",90.160004,91.559998,89.910004,90.580002,2506100,86.683449
"757",90.220001,90.300003,89.519997,90.150002,2262500,86.271935
"758",89.610001,90.639999,88.809998,88.839996,2088700,85.018288
"759",89.040001,89.870003,88.68,89.389999,2166400,85.54464
"760",90,90.43,89.029999,89.209999,2427600,85.372375
"761",90.720001,92.389999,90.050003,91.919998,4461600,87.96579
"762",92.459999,94.239998,92.370003,93.459999,3770000,89.439529
"763",93.489998,93.68,91.639999,91.940002,2812800,87.984947
"764",91.639999,92.330002,90.440002,90.790001,2814400,86.884407
"765",89.660004,90.900002,88.410004,90.019997,2982000,86.14753
"766",90.110001,90.82,89.059998,89.860001,2684900,85.994408
"767",89.639999,90.25,86.980003,87.470001,4196700,83.70723
"768",88.25,89.379997,87.529999,87.610001,3197500,83.841209
"769",87.269997,88.360001,86.150002,87.959999,3024200,84.176147
"770",88.32,88.379997,84.910004,85.93,2688000,82.233475
"771",84.699997,85.550003,83.82,84.150002,2323000,80.530045
"772",84.160004,84.970001,83.629997,84.57,1680300,80.931976
"773",84.989998,85,82.959999,84.410004,3641800,80.77887
"774",84.080002,85.059998,83.889999,84.75,2267500,81.104225
"775",84.580002,84.809998,82.32,82.629997,2486700,79.075432
"776",83.050003,84.690002,83.040001,83.269997,2030100,79.687897
"777",83.959999,84.849998,83.639999,83.889999,2428400,80.281235
"778",84.040001,84.639999,83.800003,84.110001,2586500,80.491768
"779",81,82.150002,78.480003,79.769997,7576700,76.338463
"780",79.769997,81.269997,79.769997,80.349998,3268900,76.893509
"781",80.599998,81.949997,80.360001,81.580002,3145000,78.070618
"782",82.089996,83.489998,80.809998,80.989998,3463600,77.505981
"783",80.989998,81.239998,80.25,80.360001,3468000,76.903084
"784",80.269997,81.529999,79.709999,81.18,2472200,77.687813
"785",81.339996,81.699997,80.309998,80.510002,2071800,77.046631
"786",80.190002,80.510002,79.68,80.150002,2263200,76.702118
"787",80.269997,80.489998,77.82,77.830002,4346700,74.481926
"788",77.849998,79.110001,77.279999,78.800003,2471300,75.410202
"789",78.68,79.029999,77.599998,77.830002,2197600,74.481926
"790",76.300003,77.029999,75.370003,75.589996,2612600,72.338272
"791",75.790001,76.379997,71.349998,71.709999,4152800,68.625198
"792",73.050003,73.269997,71.080002,71.089996,3479400,68.03186
"793",69.809998,71.699997,69.050003,69.190002,4438600,66.607117
"794",67.059998,68.220001,65.720001,67.830002,4495700,65.297882
"795",68.32,70.559998,67.720001,70.540001,3780600,67.906715
"796",70.18,71.519997,67.639999,68.5,3953200,65.942863
"797",69.599998,70.599998,68.900002,70.389999,3904300,67.762314
"798",69,69.010002,66.230003,67.010002,3365100,64.508492
"799",65.139999,65.779999,63.330002,64.650002,4823100,62.236588
"800",60,63.279999,60,60.880001,3992600,58.607323
"801",62.450001,63.66,59.709999,62.759998,3535300,60.417141
"802",61.220001,61.369999,57.650002,58.549999,3764700,56.3643
"803",53.889999,54.540001,49.939999,51.799999,4591300,49.866287
"804",54.400002,54.509998,49.23,52.509998,4585500,50.549774
"805",46.57,47.970001,44.130001,45.049999,5660900,43.368267
"806",45.880001,49.68,44.830002,47.860001,7030700,46.073372
"807",45,48.369999,42.57,44.18,5831000,42.530746
"808",44,57.299999,42.68,54.209999,6611100,52.186317
"809",57.16,61,53.18,53.619999,8209500,51.61834
"810",53.34,58.830002,53,57.599998,5383300,55.449764
"811",62.02,64.699997,57.709999,59.990002,5800900,57.750549
"812",60,65.669998,59.75,63.189999,5593400,60.831085
"813",63.470001,65.830002,60.52,61.23,4810500,58.94426
"814",59.450001,59.869999,57.5,58.59,4273900,56.402809
"815",58.939999,59.529999,57.290001,59.150002,3884600,56.94191
"816",59.34,59.34,57.360001,57.869999,3815700,55.70969
"817",56.400002,57.580002,55.049999,55.34,2965500,53.274139
"818",54.66,55.970001,52.669998,54.150002,2875700,52.128559
"819",53.09,54.119999,52.330002,53.82,2874700,51.810871
"820",56.25,56.91,54.959999,56.450001,2765600,54.342697
"821",58.439999,59.610001,56.700001,57.369999,2889000,55.228352
"822",57.68,59.25,57.110001,58.41,3366700,56.229534
"823",59,61.639999,59,60.939999,2866000,58.665089
"824",61.669998,62.689999,61.02,62.18,3072200,59.858799
"825",62.959999,63.48,61.16,61.41,3332300,59.117546
"826",60.650002,60.77,58.790001,60.150002,3050900,57.904579
"827",60.150002,61.029999,58.869999,60.880001,3110800,58.607323
"828",62.139999,62.959999,61.43,62.34,2884600,60.012825
"829",61.880001,64.970001,61.580002,63.860001,3442500,61.476082
"830",62.790001,63.279999,61.48,61.91,2811600,59.598873
"831",62.189999,62.900002,59.599998,59.919998,3986600,57.683159
"832",59,61.450001,58.939999,60.900002,2910300,58.626579
"833",60.919998,60.959999,58.650002,58.98,4385800,56.778252
"834",59.57,60.200001,58.959999,59.68,3546700,57.452122
"835",60.959999,63.709999,60.119999,62.799999,3887900,60.455654
"836",62.799999,63.900002,62.25,63.299999,3267400,60.936985
"837",63,63.139999,60.880001,62.189999,2816900,59.868416
"838",61.220001,61.669998,59.259998,60.009998,2774800,57.769802
"839",58.25,58.369999,54.279999,55.32,11134500,53.254883
"840",55.299999,57.790001,54.91,56.990002,5994300,54.862541
"841",57.490002,57.490002,54.77,54.779999,5470900,52.735039
"842",55.66,57.91,55.549999,57.259998,5000600,55.122459
"843",57.959999,61.099998,57.82,60.389999,5188100,58.135616
"844",59.830002,61.18,59.549999,60.759998,3789900,58.491802
"845",61.259998,61.869999,59.959999,60.080002,3008200,57.837193
"846",60,60.150002,57.5,58.119999,3783400,55.950359
"847",57.299999,59.220001,56.599998,59.16,2968600,56.95153
"848",58.740002,59.610001,57.959999,58.209999,2438000,56.036999
"849",59.5,61.279999,59.400002,60.830002,2691500,58.559196
"850",60.700001,60.77,58.360001,58.360001,2121200,56.1814
"851",59.099998,60.98,58.790001,60.650002,2764800,58.38591
"852",60.59,60.59,58.419998,59.25,3178800,57.038174
"853",59.709999,59.75,58.740002,59.189999,1390500,56.980412
"854",60.459999,62.470001,60.23,61.639999,3193500,59.338955
"855",62.959999,63.240002,61.02,62.75,3844200,60.407516
"856",62.740002,63.599998,61.630001,62.66,3091400,60.320877
"857",61.599998,61.900002,59.75,61.439999,3933300,59.54554
"858",61.549999,63.099998,60.720001,62.610001,2183900,60.679466
"859",62.610001,62.93,61.77,62.5,2437500,60.572861
"860",63.009998,63.740002,57.75,60.099998,10554800,58.246864
"861",61.779999,64.190002,60.889999,64.07,6634500,62.094452
"862",66.639999,66.769997,64.220001,64.919998,6777200,62.91824
"863",66.230003,68.709999,65.209999,68.669998,5001900,66.552612
"864",68.059998,68.129997,65.410004,66.769997,4056700,64.711189
"865",66.970001,67.410004,64.529999,64.540001,3598700,62.549961
"866",62.68,62.880001,59.490002,59.849998,3842400,58.00457
"867",61.5,62.59,60.220001,62.200001,2918800,60.282108
"868",60.650002,62.779999,59.529999,62.759998,3009700,60.824841
"869",64.360001,65.379997,62.919998,64.849998,4551200,62.850391
"870",65.349998,65.650002,63.200001,63.490002,2393800,61.532333
"871",62.450001,64.75,62.130001,64.019997,1564200,62.04599
"872",64.830002,64.830002,62.830002,63.220001,3908600,61.27066
"873",62.029999,62.169998,60.889999,61.419998,3058600,59.526157
"874",62.150002,62.950001,61.110001,61.16,2558600,59.274181
"875",60.52,60.580002,58.419998,59.439999,3444100,57.607212
"876",59,60.34,58.150002,59.869999,2177200,58.023949
"877",59.779999,59.880001,57.970001,58.279999,3445600,56.482979
"878",58.779999,59.459999,57.98,59.259998,1698700,57.432758
"879",59.16,60.349998,58.790001,59.709999,2132800,57.868889
"880",59.68,60.549999,58.490002,58.57,2139200,56.764038
"881",59.32,60.290001,58.259998,58.450001,2424900,56.647739
"882",59.509998,59.77,58.830002,59.450001,1664600,57.616905
"883",59.040001,59.639999,57.759998,58.689999,2644500,56.880337
"884",58.720001,58.759998,57.450001,57.93,2505200,56.143776
"885",57.740002,57.740002,55.279999,55.580002,3927200,53.86623
"886",55.689999,58.599998,55.610001,58.52,2522100,56.715584
"887",59.130001,59.450001,57.77,58.02,2288200,56.231003
"888",57.650002,59.09,57.259998,58.810001,2673000,56.996643
"889",59.98,61.34,59.439999,60.52,2077900,58.653912
"890",60,61.099998,59.75,60.369999,1467200,58.508537
"891",60.48,61.400002,60.279999,60.82,1371900,58.944664
"892",60.470001,60.549999,59.889999,60.16,1041700,58.305016
"893",60.650002,61.450001,60.439999,60.580002,1459300,58.712063
"894",60.419998,60.5,59.630001,60.349998,1462500,58.489155
"895",60.349998,61.66,60.310001,60.91,1476800,59.031887
