"","TSN.Open","TSN.High","TSN.Low","TSN.Close","TSN.Volume","TSN.Adjusted"
"48",63.689999,63.93,63.27,63.599998,3591900,57.85577
"49",63.610001,63.73,62.25,62.669998,2060300,57.009762
"50",62.889999,63.459999,62.310001,63.099998,2005200,57.400936
"51",62.900002,62.900002,61.209999,62,4253600,56.400284
"52",62.060001,62.279999,61.619999,61.84,4125000,56.254738
"53",61.84,62.48,61.549999,62.360001,2124000,56.727768
"54",62.290001,62.34,61.560001,62.259998,2470300,56.636795
"55",62.27,62.82,61.689999,62.720001,1999900,57.055256
"56",62.509998,63.049999,62.23,62.330002,1695900,56.700485
"57",62.509998,62.790001,62.310001,62.57,1664200,56.918797
"58",62.09,62.869999,61.73,61.84,1892100,56.254738
"59",61.73,61.98,61.259998,61.82,2129700,56.236534
"60",61.880001,62.209999,61.610001,61.880001,1698600,56.291111
"61",61.869999,62.07,61.59,61.639999,1556900,56.0728
"62",61.630001,62.099998,61.580002,61.709999,2473900,56.136471
"63",61.959999,62.349998,61.700001,61.98,1561500,56.382088
"64",61.93,62.110001,61.5,62.07,2837100,56.463959
"65",62.080002,62.59,61.720001,61.950001,2159200,56.354794
"66",61.91,62.73,61.779999,62.619999,2277100,56.964275
"67",62.599998,62.709999,62.07,62.16,2473600,56.54583
"68",62.259998,62.880001,62.02,62.650002,1726300,56.991577
"69",62.470001,62.860001,62.369999,62.860001,1644000,57.18261
"70",62.669998,64.389999,62.540001,64.260002,3886800,58.456165
"71",64.379997,64.440002,63.439999,63.470001,2100200,57.737511
"72",63.639999,64.809998,63.400002,64.459999,2509200,58.638096
"73",64.410004,65.599998,64.209999,65.239998,4011300,59.347649
"74",65.190002,65.339996,64.550003,64.629997,2171100,58.792744
"75",64.669998,65.449997,64.599998,65.040001,2431600,59.16571
"76",65.139999,65.519997,64.68,65.139999,3073400,59.256676
"77",65.660004,65.779999,64.93,65.389999,2436700,59.484104
"78",66.440002,66.870003,64.790001,65.129997,4976500,59.247578
"79",65.120003,65.150002,64.470001,64.529999,2108700,58.701778
"80",64.660004,65.080002,64.43,64.610001,1492400,58.774548
"81",64.360001,64.550003,64.010002,64.260002,2511700,58.456165
"82",64.510002,64.529999,63.799999,63.869999,1702200,58.101383
"83",64.010002,64.059998,62.970001,63.220001,1846800,57.510094
"84",63.41,63.41,62.360001,62.650002,1984600,56.991577
"85",62.669998,63.209999,62.290001,62.970001,2115900,57.282673
"86",63.150002,63.68,63.060001,63.330002,2772800,57.610165
"87",62.009998,62.009998,59.099998,59.48,10076500,54.10788
"88",59.509998,59.580002,57.810001,57.880001,5751900,52.652393
"89",58,58.169998,57.560001,58.040001,4429700,52.797943
"90",57.869999,58.200001,57.459999,58.049999,3557900,52.80703
"91",58.759998,59,58.009998,58.240002,2759600,52.979877
"92",58.220001,58.25,57.77,58.07,2485300,52.825237
"93",58.130001,58.240002,57.650002,57.849998,2913400,52.625103
"94",57.849998,58.25,57.59,58.02,2463800,52.779743
"95",57.880001,58.189999,57.439999,57.830002,3400100,52.606907
"96",57.880001,58.59,57.619999,58.560001,2333300,53.270977
"97",58.580002,58.810001,58.259998,58.439999,2378800,53.161808
"98",58.540001,58.610001,58.009998,58.419998,3218700,53.143623
"99",58.23,58.66,58.18,58.43,1678700,53.152718
"100",58.490002,58.73,57.82,58.099998,1943200,52.852516
"101",58.099998,58.669998,57.93,58.34,1712400,53.070843
"102",58.110001,58.27,57.509998,57.939999,2120400,52.911034
"103",58.029999,58.080002,57.259998,57.34,3546200,52.36311
"104",57.52,58.57,57.200001,58.48,3088600,53.404163
"105",58.41,58.950001,57.700001,57.889999,2731900,52.865372
"106",57.900002,58.389999,57.700001,58.27,1948800,53.212391
"107",58.459999,59.66,58.27,59.369999,2971000,54.216923
"108",59.240002,60.610001,59.130001,60.470001,3412700,55.221439
"109",60.470001,61.57,60.360001,60.52,3822800,55.267105
"110",60.52,61.360001,60.23,60.75,2296300,55.477135
"111",61.110001,61.990002,61.07,61.27,2975600,55.952003
"112",61.860001,62.490002,61.25,62.380001,2340000,56.965664
"113",62.599998,63.029999,62.119999,62.509998,2469100,57.084377
"114",62.439999,62.73,61.880001,61.959999,2732400,56.582111
"115",61.849998,61.93,60.529999,61.610001,4269100,56.262493
"116",61.610001,61.66,60.619999,61.560001,1913300,56.216835
"117",61.610001,62.18,61.330002,61.389999,1877800,56.061588
"118",61.43,61.619999,60.959999,61.380001,1408600,56.05246
"119",61.470001,62,60.939999,61.720001,2510100,56.362946
"120",61.599998,63.139999,61.599998,62.790001,7281400,57.340076
"121",63.279999,63.790001,62.41,62.759998,3241500,57.312679
"122",62.48,62.639999,61.529999,61.700001,2162600,56.344681
"123",61.970001,62.360001,61.540001,61.57,2345100,56.225964
"124",61.650002,62.150002,61.279999,61.57,2960600,56.225964
"125",61.700001,62.919998,61.700001,62.630001,2835500,57.193962
"126",62.75,63.130001,62.16,62.580002,1584400,57.148296
"127",62.669998,62.810001,61.299999,61.57,2505300,56.225964
"128",61.450001,61.669998,60.189999,60.209999,2578300,54.984005
"129",60.400002,60.630001,60.02,60.220001,2563500,54.993141
"130",60.200001,60.439999,59.080002,59.279999,3529100,54.13472
"131",59.259998,59.630001,58.360001,58.580002,4924000,53.495483
"132",58.849998,59.959999,58.849998,59.919998,2799400,54.719166
"133",59.939999,60.939999,59.869999,60.889999,2693500,55.604992
"134",61.040001,61.59,61.040001,61.389999,2476400,56.061588
"135",61.400002,61.91,61.25,61.669998,1799900,56.317287
"136",61.27,61.32,60.580002,60.84,1671300,55.559322
"137",60.939999,61.25,60.48,61.130001,2261900,55.824154
"138",61.130001,61.369999,60.709999,60.93,3533700,55.641518
"139",60.84,61.900002,60.810001,61.880001,1747100,56.509056
"140",61.889999,62.220001,61.470001,61.610001,1222600,56.262493
"141",61.959999,62.91,61.599998,62.720001,1878200,57.276154
"142",62.93,63.799999,62.75,63.029999,1342000,57.559242
"143",62.98,63.580002,62.77,63.360001,1633000,57.860596
"144",63.32,63.48,62.84,63,1012200,57.531849
"145",63.099998,63.43,62.950001,63.360001,1607700,57.860596
"146",63.529999,63.650002,62.619999,62.900002,1987700,57.440529
"147",62.799999,63.689999,62.220001,63.630001,1935000,58.10717
"148",63.700001,64.400002,63.220001,63.240002,2486900,57.751011
"149",63.470001,63.689999,63.029999,63.299999,2818700,57.805801
"150",65.769997,67.730003,65.419998,66.900002,7091700,61.093346
"151",66.610001,66.860001,65.010002,65.019997,6011500,59.376522
"152",64.739998,65.169998,63.93,64.660004,3666100,59.047771
"153",64.269997,65.260002,63.779999,64.870003,3295300,59.239548
"154",64.989998,66.169998,64.739998,65.550003,2783300,59.860523
"155",65.870003,66.57,65.830002,65.849998,2568600,60.13448
"156",66.050003,66.25,65.440002,65.959999,2457300,60.234921
"157",66,66.410004,65.57,65.650002,2604700,59.951828
"158",65.580002,65.970001,64.889999,64.900002,2221900,59.266937
"159",64.959999,65.260002,64.610001,65.139999,2465300,59.486095
"160",65.160004,65.449997,64.93,65.110001,1579500,59.458698
"161",65.080002,65.410004,64.199997,64.949997,2734500,59.312584
"162",64.910004,65.209999,64.43,64.559998,2612300,58.956444
"163",64.470001,64.669998,63.810001,63.860001,2519900,58.317204
"164",64.279999,64.68,63.25,63.25,2691700,57.760151
"165",63.259998,63.400002,62.360001,62.549999,2425100,57.120907
"166",62.59,62.860001,62.009998,62.18,2287600,56.783024
"167",61.970001,62.560001,61.970001,62.490002,1987700,57.273365
"168",62.299999,63.599998,62.299999,63.299999,3244400,58.015732
"169",63.529999,64.559998,63.299999,64.529999,2893900,59.143059
"170",64.5,65.300003,64.290001,64.470001,2527700,59.088066
"171",64.57,65.300003,64.150002,64.949997,2949900,59.527988
"172",64.919998,65.779999,64.43,64.650002,3265200,59.25304
"173",64.610001,65.5,64.300003,65.389999,2334100,59.931271
"174",65.5,65.800003,65.120003,65.5,1789200,60.032093
"175",65.540001,66,64.839996,65.82,1606700,60.325375
"176",65.82,66.040001,65.169998,65.949997,1790900,60.444519
"177",65.940002,66.360001,65.660004,66.32,3238600,60.783623
"178",66.309998,67.190002,66.029999,66.870003,3695200,61.287735
"179",66.959999,67.529999,66.5,67.410004,2684100,61.782639
"180",67.410004,67.410004,66.160004,66.209999,1735100,60.682827
"181",65.900002,66.010002,65.279999,65.779999,2303500,60.288712
"182",65.839996,66.040001,65.099998,65.330002,1170400,59.876278
"183",65.529999,66.360001,65.279999,65.410004,1454800,59.9496
"184",65.440002,65.919998,65.389999,65.650002,1515100,60.169556
"185",65.629997,66.760002,65.269997,65.830002,1627800,60.33453
"186",65.910004,66.349998,65.139999,66.18,1785800,60.655323
"187",66.080002,66.209999,65.129997,65.449997,2807700,59.986263
"188",69,70.800003,68.669998,70.449997,6401000,64.568863
"189",70.900002,71.800003,70.5,70.989998,3423400,65.063782
"190",71.330002,71.989998,71.139999,71.339996,2077600,65.384552
"191",71.199997,72.099998,70.830002,71.639999,2364000,65.659508
"192",71.879997,72.220001,70.949997,71.07,1969900,65.1371
"193",71.309998,71.339996,70.410004,70.660004,1852700,64.76133
"194",70.800003,71.260002,70.589996,70.639999,1762100,64.742996
"195",70.959999,71.339996,70.019997,70.110001,1939700,64.25724
"196",70.129997,70.540001,69.800003,70.040001,1639800,64.193092
"197",70.040001,70.980003,69.900002,70.800003,2695500,64.889648
"198",70.949997,70.949997,70.169998,70.209999,1145300,64.348892
"199",70.050003,70.599998,69.959999,70.550003,1421600,64.660515
"200",70.32,70.959999,70.300003,70.940002,1655200,65.017952
"201",71,71.959999,70.400002,71.550003,2226300,65.577034
"202",71.519997,71.599998,70.870003,71.410004,1388600,65.448746
"203",71.610001,71.809998,71.389999,71.540001,1598900,65.567871
"204",71.620003,71.830002,71.279999,71.519997,1333900,65.549515
"205",71.550003,72.18,70.690002,71.160004,1611500,65.219582
"206",70.690002,71.139999,69.949997,71.089996,2930600,65.155434
"207",71.209999,71.580002,70.919998,71.300003,1586700,65.347916
"208",71.379997,71.739998,70.779999,71.040001,1509900,65.109612
"209",71.150002,71.910004,71.059998,71.470001,1712600,65.503716
"210",72.330002,73.160004,72.260002,72.910004,2199000,66.823502
"211",73.160004,73.660004,73.07,73.309998,1939500,67.190109
"212",73.330002,73.639999,72.559998,73.150002,1830500,67.043472
"213",72.860001,73.360001,72.550003,72.800003,2717800,66.722702
"214",72.639999,72.849998,71.550003,72.18,1433800,66.154449
"215",72.220001,73.169998,71.800003,73.089996,1736700,66.98848
"216",73.43,74.040001,73.169998,74,2426700,67.822525
"217",73.639999,74.019997,73.010002,73.82,2111600,67.657524
"218",73.650002,74.300003,73.650002,74.139999,2643200,67.950829
"219",74.559998,75.830002,73.18,75.589996,5475300,69.279778
"220",75.650002,76.620003,75.610001,76.07,2867200,69.719704
"221",76.32,76.940002,75.75,76.209999,3170300,69.848015
"222",76.529999,77.739998,75.910004,77.260002,2567600,70.810364
"223",76.830002,78.029999,76.75,77.970001,2258600,71.461082
"224",77.970001,79.269997,77.900002,78.959999,2640700,72.368462
"225",78.900002,79.660004,78.699997,79.059998,2087800,72.460114
"226",79.160004,79.790001,78.879997,79.629997,1703900,72.982521
"227",79.870003,80.610001,79.639999,80.470001,1104500,73.752419
"228",80.540001,81.32,80.220001,81.239998,2948700,74.458115
"229",81.07,81.5,80.739998,81.150002,3029500,74.375633
"230",81.190002,82.629997,81.18,82.019997,2578100,75.172989
"231",81.879997,82.839996,81.730003,82.25,3938600,75.660538
"232",82.290001,82.459999,81.150002,82.389999,2763700,75.78933
"233",82.940002,84.650002,82.910004,83.559998,3545400,76.865585
"234",83.839996,84.110001,83.120003,83.349998,2469200,76.672432
"235",83.25,83.849998,82.809998,83.290001,1937800,76.617218
"236",83.080002,83.559998,82.480003,82.82,2152500,76.184883
"237",82.809998,83.760002,82.599998,83.620003,1807100,76.920792
"238",83.809998,83.830002,81.839996,82.599998,3136200,75.982491
"239",82.860001,83.080002,82.220001,82.669998,1824800,76.04689
"240",82.529999,82.949997,82.099998,82.699997,2233000,76.074478
"241",81.599998,82.489998,80.639999,80.709999,3017000,74.243912
"242",80.900002,81.599998,80.059998,81.279999,4961800,74.768257
"243",81.480003,83.029999,81.480003,82.849998,2478100,76.212463
"244",82.669998,82.860001,81.379997,81.459999,2624500,74.93383
"245",81.660004,81.739998,80.870003,81.330002,2124900,74.81424
"246",81.580002,82.110001,81.110001,81.160004,1162000,74.657875
"247",81.309998,81.349998,80.559998,80.620003,2485900,74.161133
"248",80.580002,81.75,80.580002,81.730003,1252000,75.182205
"249",81.980003,82.43,81.360001,81.480003,1000100,74.952232
"250",81.5,82.110001,81.300003,81.550003,834900,75.016624
"251",81.629997,81.739998,81.07,81.07,783200,74.575081
"252",81.120003,81.120003,80.209999,80.620003,1573700,74.161133
"253",80.599998,80.980003,79.269997,79.709999,2403200,73.324028
"254",79.739998,80.790001,79.470001,80.220001,2848200,73.793167
"255",80.699997,80.910004,80.169998,80.830002,2079900,74.354309
"256",80.900002,81.970001,80.830002,81.709999,1472100,75.163811
"257",81.699997,82.510002,81.610001,82.260002,1755400,75.669739
"258",81.889999,81.889999,80.459999,81,1311200,74.510689
"259",81.050003,81.160004,79.57,79.959999,2130400,73.553986
"260",79.900002,80.129997,79.260002,79.900002,1485000,73.498802
"261",79.839996,80.43,78.559998,78.669998,2527500,72.367363
"262",79.209999,79.919998,79.050003,79.25,2115000,72.900887
"263",78.940002,79.230003,78.220001,78.879997,2538200,72.560516
"264",79.5,80.889999,79.18,80.190002,2509600,73.765587
"265",80.290001,80.989998,80.110001,80.889999,1519200,74.409492
"266",80.839996,81.489998,80.699997,81.129997,1717600,74.630264
"267",81.449997,81.510002,79.660004,79.779999,1634300,73.388428
"268",79.989998,80.449997,79.559998,79.800003,1302600,73.406822
"269",80,80.18,79.07,80.169998,1453100,73.747185
"270",79.860001,80.089996,78.830002,78.910004,2147100,72.588127
"271",78.730003,79.470001,78.419998,78.889999,963700,72.569717
"272",78.910004,78.910004,74.870003,76.110001,6010000,70.012444
"273",75.75,76.690002,75.32,75.760002,2625200,69.690491
"274",75.220001,75.470001,74.400002,74.489998,1949600,68.52224
"275",74.339996,74.989998,72.809998,73.230003,2909500,67.363182
"276",73.230003,74.459999,72.5,74.190002,2912700,68.246269
"277",73.809998,74.989998,73.260002,73.379997,2441700,67.501152
"278",75.919998,77.620003,73.32,73.919998,4373200,67.997902
"279",74.830002,75.419998,72.980003,74.870003,3687000,68.871811
"280",75.010002,75.540001,73.849998,74.529999,2216600,68.559021
"281",74.529999,75.050003,74.089996,74.730003,1787900,68.743004
"282",74.589996,76.169998,74.360001,75.839996,2207400,69.764061
"283",75.889999,75.93,74.300003,75.879997,2989800,69.800865
"284",75.650002,76.709999,75.529999,76.010002,1493000,69.920448
"285",75.959999,76.440002,75.25,76.129997,2703200,70.030823
"286",76.019997,77.309998,75.360001,75.400002,3403200,69.359344
"287",74.699997,75.370003,74.07,74.690002,2557500,68.706223
"288",74.800003,75.129997,74.059998,75.080002,1491100,69.064972
"289",75.360001,75.809998,74.809998,75.709999,1186500,69.64447
"290",76,76.199997,74.540001,74.559998,1639100,68.586624
"291",74.760002,75.169998,73.779999,74.379997,2807900,68.697449
"292",74.360001,74.959999,72.940002,73.419998,2488000,67.810783
"293",73.139999,73.769997,72.860001,73.650002,2046200,68.023224
"294",73.25,73.779999,72.889999,73.599998,3839000,67.977043
"295",73.870003,74.410004,73.309998,74.050003,3732800,68.392662
"296",73.629997,74.550003,73.260002,74.529999,1512600,68.835983
"297",74.529999,75.019997,74.139999,74.970001,1602100,69.242371
"298",75.32,75.760002,75.080002,75.690002,1557700,69.907394
"299",75.75,76.32,75.230003,75.269997,2542200,69.519463
"300",75.589996,76.129997,75.400002,75.620003,1147000,69.84272
"301",75.949997,76.550003,75.279999,75.379997,1569200,69.621048
"302",75.440002,75.779999,73.599998,73.730003,1985100,68.097107
"303",73.779999,74.389999,73.550003,74.269997,2595200,68.595871
"304",74.379997,74.970001,73.879997,74.129997,1165300,68.466568
"305",74.300003,74.599998,73.639999,74.019997,1164900,68.364944
"306",73.589996,74.260002,73.230003,73.690002,1853200,68.060173
"307",73.5,74.080002,72.529999,72.699997,1503800,67.145805
"308",72.75,73.449997,71.400002,71.540001,2336800,66.07444
"309",72.230003,74.129997,72.230003,73.940002,2228800,68.291084
"310",74.300003,75.150002,73.720001,74.029999,2324700,68.374191
"311",74.080002,74.279999,72.790001,72.93,2116200,67.358238
"312",73.32,74.330002,73.019997,73.190002,2172200,67.598373
"313",71.760002,71.970001,68.029999,68.639999,4966400,63.396004
"314",68.620003,70.32,68.300003,69.93,3630100,64.587425
"315",69.709999,71.959999,69.709999,71.540001,3344700,66.07444
"316",72,72.129997,70.389999,70.970001,2867500,65.547981
"317",70.82,71.830002,69.57,70.110001,2919700,64.753685
"318",70.419998,71.18,69.900002,70.269997,1581100,64.901459
"319",71.110001,71.370003,70.389999,70.709999,1606100,65.307838
"320",70.400002,70.849998,69.889999,70.720001,1473800,65.317085
"321",70.959999,70.989998,70.010002,70.150002,1643000,64.790627
"322",70.199997,70.519997,69.809998,70.169998,1491200,64.80909
"323",70.540001,71.639999,70.330002,71.290001,1514200,65.843529
"324",71.440002,71.639999,70.970001,71.449997,1618900,65.991302
"325",71.5,71.5,70.900002,71.099998,1106000,65.668037
"326",70.93,71.019997,70.019997,70.379997,1398300,65.003059
"327",70.080002,70.589996,68.839996,69.199997,2011100,63.913197
"328",69.440002,70.239998,68.480003,70.220001,2127100,64.855278
"329",70.480003,70.800003,69.889999,70.370003,1657400,64.99382
"330",70.230003,71.610001,69.989998,70.440002,2159600,65.058472
"331",70.690002,71.290001,70.220001,71.029999,1381600,65.603394
"332",71.139999,71.75,70.830002,71.349998,1003000,65.898956
"333",71.290001,71.519997,69.940002,70.099998,1595100,64.744438
"334",70,70,68.699997,69.559998,1380300,64.245689
"335",69.339996,69.440002,67.300003,67.489998,1830500,62.333851
"336",67.589996,67.739998,65.82,66.050003,2490200,61.003853
"337",65.75,67.300003,65.169998,66.970001,2421000,61.853577
"338",65.639999,68,64.599998,67.220001,4257100,62.084469
"339",66.779999,66.849998,65.889999,66.660004,2448100,61.567261
"340",66.839996,67.809998,66.779999,67.269997,2428100,62.130653
"341",67.68,68.449997,67.589996,67.720001,1802500,62.546265
"342",68.019997,68.709999,67.720001,68.25,1741400,63.035782
"343",68.230003,68.529999,67.339996,67.620003,1904500,62.453907
"344",67.269997,67.339996,66.349998,67.279999,2179000,62.139889
"345",67.440002,68.709999,67.370003,68.559998,1742400,63.322098
"346",68.440002,69.110001,68.309998,68.639999,1798800,63.396004
"347",68.419998,68.419998,66.910004,67.910004,2084700,62.721771
"348",68.419998,68.5,67.470001,67.889999,1933200,62.703289
"349",68,68.949997,67.739998,67.879997,2620300,62.694042
"350",67.839996,69.290001,67.839996,69.050003,2635600,63.77467
"351",68.650002,69.440002,67.970001,69.379997,2905600,64.079445
"352",69.230003,70.580002,69.209999,69.589996,2225000,64.273399
"353",69.349998,70.839996,69.010002,70.389999,2952100,65.012299
"354",70.690002,71.269997,70.040001,70.519997,2517000,65.132332
"355",70.099998,70.18,67.339996,67.470001,3110100,62.581596
"356",67.830002,68.389999,67.199997,68.089996,2214000,63.156677
"357",68.239998,69.25,68.239998,68.599998,1611900,63.62973
"358",68.610001,69.370003,68.300003,69.110001,2290000,64.102776
"359",69.089996,69.089996,67.75,68.199997,2185300,63.258705
"360",67.790001,70.410004,67.790001,69.709999,2245500,64.659302
"361",69.82,70.879997,69.599998,70.75,1785300,65.623962
"362",70.75,72.419998,70.75,71.989998,1917700,66.774117
"363",72.190002,72.360001,71.220001,71.480003,1404600,66.301071
"364",71.660004,71.82,70.379997,70.440002,2101400,65.336418
"365",70.550003,71.230003,70.050003,70.989998,1624600,65.846558
"366",70.849998,71.949997,70.629997,71.809998,3422300,66.607155
"367",71.550003,71.970001,70.540001,71,1307800,65.855835
"368",70.75,71.199997,70.360001,70.800003,1954600,65.670326
"369",70.669998,70.830002,69.910004,70.129997,2452900,65.048874
"370",70.150002,70.32,68.959999,69.269997,1841900,64.251198
"371",69.519997,69.93,69.080002,69.379997,1726000,64.35321
"372",69.620003,70.190002,69.169998,69.830002,1524200,64.770615
"373",69.900002,70.82,69.410004,70.470001,2159800,65.36425
"374",70.400002,70.720001,69.199997,69.279999,1857300,64.26046
"375",69.160004,69.970001,69,69.260002,1728000,64.24192
"376",69.190002,69.529999,68.18,68.849998,2534100,63.861614
"377",68.389999,68.809998,65.879997,66.419998,3067800,61.60767
"378",66.620003,67.290001,66.32,66.830002,1544900,61.987984
"379",67.169998,67.400002,66.459999,67.290001,1653700,62.414631
"380",67.43,67.660004,66.849998,67.010002,1897400,62.154942
"381",66.860001,67.239998,66.190002,66.629997,3909400,61.802456
"382",66.75,67.209999,66.389999,66.669998,2551500,61.839558
"383",66.779999,67.360001,65.919998,66,1484800,61.218105
"384",66,66.379997,65.699997,65.959999,1968100,61.181011
"385",65.980003,66.690002,65.980003,66.300003,1110400,61.49638
"386",66.400002,66.610001,65.720001,65.860001,1292300,61.088261
"387",65.75,65.959999,65.370003,65.559998,1689400,60.809986
"388",65.550003,65.559998,64.290001,64.5,2743100,59.82679
"389",64.5,65.18,64.379997,64.900002,1353000,60.197807
"390",64.629997,64.809998,64.019997,64.120003,2131700,59.474323
"391",64.209999,64.459999,63.150002,63.560001,3020900,58.954895
"392",63.290001,63.419998,62.68,63.099998,2916900,58.528217
"393",63.02,63.169998,62.060001,62.619999,3242300,58.082996
"394",63.200001,63.849998,62.939999,63.709999,2631100,59.094021
"395",63.720001,64.739998,63.490002,63.560001,2373000,58.954895
"396",59.360001,60.650002,58.330002,58.720001,7211000,54.465565
"397",58.57,58.57,56.790001,57.650002,6384200,53.473091
"398",57.93,58.5,57.540001,57.599998,4016100,53.426712
"399",57.380001,57.66,56.939999,57.549999,3581500,53.380337
"400",57.639999,57.950001,57.259998,57.75,3291100,53.565842
"401",60,60.73,59.150002,59.639999,5487100,55.318901
"402",59.150002,60.310001,58.5,59.880001,4027500,55.541515
"403",59.66,60.389999,59.470001,59.549999,2398100,55.235432
"404",59.66,59.970001,59.290001,59.700001,3383000,55.374561
"405",59.52,60.540001,59.5,60.18,2601400,55.819782
"406",59.950001,60.279999,59.610001,59.880001,2536400,55.541515
"407",60.189999,60.529999,59.41,59.580002,3371900,55.263252
"408",59.400002,60.169998,59.349998,60,2488000,55.652821
"409",60.259998,61.07,60.200001,60.959999,2091000,56.543274
"410",60.880001,62.599998,60.419998,62.400002,4170400,57.878937
"411",62.509998,63.470001,62.060001,63.400002,3266000,58.806484
"412",63.400002,63.599998,62.330002,62.91,5330200,58.351982
"413",62.950001,62.950001,62.380001,62.5,2822200,57.971691
"414",62.139999,62.889999,61.669998,62.599998,2801000,58.064445
"415",62.650002,63.259998,62.110001,63.119999,2954900,58.546772
"416",63.279999,63.48,62.48,62.84,2454400,58.287052
"417",62.599998,63.16,62.369999,62.459999,3638800,57.934589
"418",62.459999,63.290001,62.43,63.07,1392200,58.500397
"419",62.939999,63.150002,62.349998,62.549999,1328600,58.295361
"420",62.439999,63.16,62.259998,62.810001,2781900,58.537678
"421",62.869999,63.150002,62.43,62.75,2006200,58.481754
"422",61.610001,63.02,60.759998,62.5,3466200,58.24876
"423",62.700001,63.610001,62.360001,63.080002,2051000,58.789314
"424",62.799999,63.400002,62.57,63.27,2269300,58.966389
"425",63.419998,63.959999,63.27,63.389999,1642000,59.078213
"426",63.400002,63.759998,62.73,63.529999,1509000,59.208694
"427",63.470001,63.860001,63.25,63.720001,1871000,59.38578
"428",64,64.040001,63.279999,63.5,1358900,59.18074
"429",63.369999,63.810001,63,63.400002,1086300,59.087543
"430",62.610001,63.93,62.169998,63.060001,1755400,58.770668
"431",63.259998,63.419998,61.77,62.369999,1689400,58.127605
"432",62.400002,62.630001,61.400002,61.560001,1853000,57.372704
"433",61.779999,62.639999,61.779999,62.310001,2322400,58.071686
"434",62.380001,62.630001,61.209999,61.240002,4449000,57.074471
"435",61.240002,61.450001,60.860001,60.990002,1911300,56.841469
"436",61.34,61.34,60.349998,60.529999,2038900,56.412762
"437",60.650002,60.849998,59.740002,59.759998,1825800,55.695133
"438",59.310001,60.200001,59.119999,59.790001,1587100,55.723095
"439",59.889999,60,59.32,59.529999,3098000,55.480778
"440",59.720001,59.919998,58.759998,58.849998,2181800,54.847034
"441",58.970001,59.380001,58.540001,59.029999,3508700,55.014786
"442",59.25,59.790001,59.09,59.130001,2174100,55.107983
"443",59.130001,60.099998,58.75,60,2838600,55.918804
"444",60.23,61.560001,59.880001,61.549999,3088100,57.363373
"445",61.779999,63.400002,61.66,63.279999,3720800,58.9757
"446",63.310001,63.540001,62.799999,62.830002,3772900,58.556316
