"","COF.Open","COF.High","COF.Low","COF.Close","COF.Volume","COF.Adjusted"
"123",82.120003,83.519997,82.050003,82.980003,3789300,76.981583
"124",81.75,83,80.470001,81.470001,6081700,75.580742
"125",82.019997,83.18,81.589996,82.620003,2969600,76.647621
"126",83.419998,84.480003,83.220001,83.559998,1558400,77.519661
"127",83.389999,83.809998,82.050003,82.699997,2883500,76.721825
"128",82.32,82.940002,81.940002,82.110001,3517800,76.174484
"129",82.660004,82.68,81.919998,82.5,1635300,76.536278
"130",82.379997,82.480003,81.959999,82.050003,2387600,76.11882
"131",82.080002,82.160004,80.800003,81.040001,2743500,75.181808
"132",80.989998,82.379997,80.639999,82.199997,2477500,76.257957
"133",82.25,82.779999,82.019997,82.589996,1641400,76.619774
"134",81.839996,82.860001,81.18,82.5,1966200,76.536278
"135",82.410004,82.589996,81.889999,82.169998,1922600,76.230125
"136",81.720001,81.870003,80.970001,81.57,1343000,75.673523
"137",81.949997,81.989998,80.769997,81.379997,3167500,75.497246
"138",81.209999,81.519997,80.040001,81.010002,4966700,75.153984
"139",85.370003,88.239998,84.550003,87.940002,9687000,81.583038
"140",87.519997,87.550003,86.650002,87.120003,3908500,80.822319
"141",88,88.199997,86.660004,87.089996,3267400,80.794472
"142",87.18,87.220001,85.620003,85.709999,2504300,79.514252
"143",85.919998,85.949997,84.400002,84.800003,2884200,78.670036
"144",84.849998,85.139999,83.809998,84.970001,3164200,78.827713
"145",85.419998,86.650002,85.160004,86.18,2927400,79.950264
"146",86.639999,86.730003,85.639999,86.010002,2276400,79.792549
"147",85.849998,86.019997,85.379997,85.709999,2696300,79.514252
"148",85.309998,85.629997,84.489998,84.589996,2505000,78.843147
"149",85.330002,85.419998,84.260002,84.410004,2624000,78.6754
"150",84.620003,85.419998,84.379997,85.150002,1388300,79.365135
"151",85.029999,87.370003,85.029999,85.510002,1993600,79.700684
"152",84.959999,85.279999,84.449997,85.139999,1338100,79.355789
"153",84.5,84.639999,82.989998,83.059998,2037000,77.417107
"154",83.370003,83.470001,82.330002,82.800003,1989300,77.174782
"155",83.809998,84.709999,83.529999,84.260002,1782700,78.535583
"156",84.93,85.120003,83.32,84.150002,2313700,78.433052
"157",84.730003,85,83.599998,83.82,1192600,78.125458
"158",83.790001,84.040001,81.959999,81.989998,1758100,76.419792
"159",81.68,82.489998,81.32,81.529999,2415300,75.991043
"160",81.639999,81.730003,81.089996,81.419998,1409900,75.888527
"161",81.709999,82.07,80.790001,81.440002,1878500,75.907158
"162",81.019997,82.120003,81,81.290001,1150800,75.767349
"163",81.5,81.839996,81.160004,81.43,908800,75.897842
"164",81.75,82.370003,81.440002,81.489998,1204500,75.953751
"165",81.690002,81.760002,80.349998,80.550003,1356100,75.077621
"166",79.75,79.910004,78.93,79.739998,3162800,74.322662
"167",79.739998,80.75,79.529999,80.089996,2096300,74.648872
"168",80.519997,80.660004,79.5,79.610001,3606100,74.2015
"169",79.860001,80.760002,79.610001,80.309998,2438600,74.85392
"170",79.639999,79.75,78.279999,78.660004,2581400,73.31604
"171",78.989998,80,78.800003,79.470001,3434300,74.070992
"172",79.529999,79.580002,77.760002,78.230003,3655300,72.915245
"173",77.449997,78.559998,76.980003,78.209999,2945500,72.896599
"174",78.879997,79.620003,78.389999,79.059998,2388400,73.688835
"175",79.389999,80,79.190002,79.57,2270300,74.164207
"176",79.440002,80.580002,79.199997,80.209999,3485200,74.760735
"177",80.169998,80.580002,78.459999,78.699997,4228500,73.353302
"178",78.599998,80.129997,78.57,80.040001,4445800,74.602287
"179",80.190002,80.540001,79.690002,80.25,3766200,74.798012
"180",80.199997,81.370003,80.199997,80.959999,2693700,75.459763
"181",81.209999,82.07,80.650002,81.800003,3187500,76.242699
"182",81.559998,82.150002,80.889999,81.580002,2699800,76.037659
"183",81.309998,82.080002,81.150002,81.940002,1716700,76.373184
"184",81.889999,82.720001,81.790001,82.480003,1812300,76.876518
"185",82.68,83.150002,82.25,82.800003,1735000,77.174782
"186",83.800003,84.440002,83.18,83.93,2402300,78.228012
"187",83.949997,84.449997,83.339996,84.120003,1997800,78.405106
"188",84.360001,84.879997,83.800003,84.660004,1978100,78.908417
"189",84.980003,86.029999,84.690002,85.919998,3815400,80.082802
"190",85.93,86.389999,85.529999,86.370003,2660000,80.502235
"191",86.400002,86.610001,85.970001,86.339996,2034200,80.474251
"192",86.459999,87.43,86.040001,87.089996,1681700,81.173309
"193",87.050003,87.220001,86.43,87.040001,1914800,81.126709
"194",87.489998,87.720001,87.059998,87.300003,1436100,81.369049
"195",87.349998,87.989998,87.209999,87.300003,1299200,81.369049
"196",87.5,87.5,86.709999,86.75,1570400,80.856415
"197",86.400002,86.599998,84.5,84.589996,2795700,78.843147
"198",84.300003,85.830002,83.879997,85.360001,1931700,79.560844
"199",85.790001,86.870003,85.519997,86.849998,2217300,80.949615
"200",86.980003,86.980003,85.910004,86.07,1450500,80.222618
"201",86.330002,86.769997,85.949997,86.660004,1167600,80.77253
"202",85.809998,87.5,85.599998,87.480003,2045100,81.536827
"203",88.559998,89.68,88.400002,89.669998,3763100,83.578033
"204",89.610001,90,89.010002,89.720001,2221200,83.624649
"205",89.940002,90,88.790001,89.519997,2685200,83.438232
"206",91.099998,92,89.970001,90.82,5992500,84.649895
"207",91,92.720001,90.980003,92.519997,3210100,86.234413
"208",92.669998,92.980003,92,92.779999,2235500,86.476753
"209",92.099998,93.400002,92.099998,92.43,1847600,86.150513
"210",92.629997,93,92.010002,92.18,2184700,85.917519
"211",92.660004,92.989998,91.410004,91.900002,1701800,85.656532
"212",91.489998,92.690002,91,92.449997,1337100,86.169144
"213",92.089996,92.400002,91.419998,91.599998,2052000,85.376907
"214",91.849998,92.370003,91.330002,92.300003,1369900,86.029358
"215",92.290001,92.559998,89.959999,90.120003,1846600,83.997467
"216",89.800003,89.989998,88.580002,88.970001,2240900,82.925613
"217",88.379997,88.620003,86.809998,88.110001,2148000,82.124039
"218",87.190002,87.529999,86.779999,87.150002,1591700,81.599716
"219",86.620003,87.18,86.010002,86.949997,2370400,81.412407
"220",86.43,86.599998,85.410004,86,3369500,80.522919
"221",85.18,87.959999,85.169998,87.629997,2842800,82.04911
"222",87.919998,88.559998,86.940002,87.150002,2017600,81.599716
"223",86.93,88.230003,86.889999,87.830002,1687300,82.236366
"224",87.989998,88.459999,87.68,88.269997,1602200,82.648354
"225",88.839996,89.040001,87.580002,87.949997,1298800,82.348732
"226",87.980003,88.139999,87.099998,87.260002,1265200,81.70269
"227",87.800003,87.800003,87.239998,87.379997,506400,81.815041
"228",87.330002,87.379997,86.57,86.870003,1629500,81.337524
"229",87.220001,89.849998,86.699997,89.75,2161700,84.034088
"230",90.580002,92.309998,89.730003,90.970001,3229400,85.176399
"231",91.669998,93.419998,91.410004,92,3712000,86.140808
"232",92.18,92.769997,89.68,92.720001,2647700,86.814949
"233",94.440002,96.239998,94.160004,94.889999,3425700,88.846756
"234",93.760002,95.620003,93.720001,93.910004,2262400,87.929176
"235",93.620003,94.190002,93.110001,93.870003,1465600,87.891716
"236",93.519997,95.25,93.32,95.07,1745700,89.015297
"237",95.5,95.790001,94.18,95.790001,1701800,89.68943
"238",96,96.089996,95.230003,95.970001,1404300,89.857964
"239",96.139999,96.669998,95.889999,96.209999,1828100,90.082664
"240",96.25,96.400002,94.699997,94.720001,1907000,88.687584
"241",95,95.459999,93.849998,94.059998,2001500,88.069603
"242",95.099998,97.309998,94.849998,96.309998,4266600,90.1763
"243",98,99.949997,97.599998,99.309998,3005500,92.98526
"244",99.800003,99.889999,98.660004,98.739998,2461400,92.451546
"245",99.43,99.43,98.309998,98.589996,2031200,92.311119
"246",98.800003,99.730003,98.709999,99.519997,1581800,93.181892
"247",100,101.43,99.620003,100.5,2065500,94.09948
"248",100.300003,100.599998,99.269997,99.919998,1170700,93.556396
"249",99.629997,99.910004,99.220001,99.75,1183700,93.39724
"250",100.089996,100.580002,99.639999,100.300003,1040900,93.912201
"251",100.629997,100.629997,99.559998,99.580002,1119400,93.238068
"252",100.080002,100.199997,98.760002,99.610001,1663700,93.266159
"253",99.5,99.779999,98.75,99.440002,2323700,93.106964
"254",100.360001,102.160004,99.690002,101.419998,2149100,94.960892
"255",101.580002,101.699997,100.739998,101.43,2058500,94.970245
"256",101.419998,101.449997,100.510002,100.800003,1763400,94.380356
"257",101.050003,101.970001,100.639999,101.690002,2164200,95.213669
"258",101.690002,103.699997,101.300003,103.139999,2620600,96.571327
"259",103.489998,104.459999,102.900002,104.419998,2177700,97.769814
"260",104.919998,106.400002,104.559998,105.43,2298000,98.715485
"261",106,106.470001,103.739998,104.419998,2675500,97.769814
"262",105.010002,105.540001,103.25,104.389999,2287300,97.741722
"263",104.43,104.639999,103.129997,103.410004,2637800,96.824135
"264",102.699997,104.410004,102.110001,104.379997,2928900,97.732368
"265",104.330002,105.540001,103.75,105.489998,2407000,98.771667
"266",105.199997,105.919998,103.870003,105.709999,2904100,98.977654
"267",104.25,106.5,104.029999,105.260002,4170600,98.556305
"268",105.559998,105.900002,103.690002,104.260002,2615700,97.62001
"269",104.68,104.980003,103.650002,104.900002,3036500,98.219254
"270",104.540001,105.769997,104.339996,104.599998,2258000,97.938347
"271",104.099998,104.910004,103.459999,103.470001,1821800,96.880318
"272",103.529999,104.459999,103.379997,103.959999,2231100,97.339104
"273",103.769997,104.75,103.019997,104.720001,1754600,98.05072
"274",104.32,104.879997,101.510002,101.57,1826600,95.101318
"275",100.540001,102.07,95.580002,97,3056400,90.822365
"276",94.830002,98.800003,93.139999,98.440002,3956900,92.170662
"277",97.910004,99.629997,97.889999,98.120003,2481300,91.871033
"278",98.269997,98.330002,91.599998,91.800003,3962500,85.95356
"279",92.32,93.5,88.75,92.019997,5557800,86.536583
"280",93.160004,96.550003,92.919998,95.190002,2766500,89.517693
"281",94.599998,95.510002,93.660004,95.309998,2109200,89.630539
"282",94.599998,97.470001,94.599998,97.379997,2506000,91.577194
"283",98.290001,99.32,97.279999,98.669998,2089200,92.790321
"284",98.269997,100.269997,98.18,99.529999,2136000,93.599075
"285",98.769997,99.760002,98.080002,98.459999,2388500,92.592857
"286",97.980003,99.07,97.360001,97.389999,2833800,91.586609
"287",97.970001,98.550003,96.43,96.669998,1731200,90.9095
"288",97.360001,99.059998,97.080002,99.040001,1351900,93.138268
"289",99.190002,100.779999,98.800003,100.75,2104700,94.746376
"290",100.510002,101.669998,99.220001,99.25,1797100,93.335777
"291",99.980003,100.480003,97.900002,97.93,1511300,92.094429
"292",98.010002,99.099998,95.870003,96.510002,2135900,90.759041
"293",95.860001,96.910004,94.269997,96.720001,1878600,90.956528
"294",96.059998,98.18,95.599998,97.900002,2321700,92.066216
"295",98.470001,98.470001,96.580002,98.040001,1768300,92.197884
"296",96.709999,97.809998,96.239998,97.629997,2099600,91.812302
"297",98.220001,98.389999,96.629997,98.150002,2161800,92.3013
"298",99.010002,100.900002,98.910004,100.790001,1880200,94.784004
"299",100.760002,101.190002,100.150002,100.459999,1745300,94.473671
"300",101.029999,101.440002,98.43,98.82,2115600,92.931389
"301",99.459999,99.599998,96.690002,97.199997,1992800,91.407921
"302",97.839996,99.25,97.610001,98.050003,1971900,92.207268
"303",98.32,100.339996,98.089996,99.360001,2735700,93.439209
"304",99.040001,99.360001,97.129997,98.650002,1654600,92.771515
"305",98.940002,99.519997,98.360001,98.669998,1270900,92.790321
"306",98.779999,99.839996,98.029999,98.18,1437000,92.329514
"307",97,97.400002,94.349998,94.650002,2300400,89.009872
"308",94.959999,95.599998,92.389999,92.389999,3220800,86.88456
"309",94.110001,95.239998,92.660004,95.07,2854200,89.404846
"310",95.599998,96.349998,92.790001,93.620003,2037400,88.041237
"311",93.849998,95.25,93.209999,94.269997,2026300,88.652519
"312",94.699997,96.449997,94.360001,95.82,2922300,90.110161
"313",95.529999,95.730003,92.120003,93.75,2824200,88.163506
"314",94.260002,95.839996,93.75,95.440002,2715300,89.752792
"315",93.629997,96.580002,93.580002,96.349998,2038700,90.608574
"316",97.309998,98.07,96.790001,97.519997,1996300,91.708847
"317",96.730003,97.18,93.800003,94.720001,3041900,89.075714
"318",95.480003,97.599998,95.169998,95.5,1689800,89.809212
"319",96.629997,97.339996,95.900002,96.82,2031000,91.050568
"320",95.879997,96.790001,95.190002,95.349998,1668500,89.668144
"321",96.32,97.599998,96.290001,96.879997,2345600,91.106979
"322",97.910004,98.360001,95.93,96.389999,1999700,90.646194
"323",97.459999,97.68,96.510002,96.900002,2300000,91.125793
"324",97.699997,98.220001,97.18,97.480003,2569500,91.671227
"325",97.860001,98.690002,97.050003,97.139999,1873400,91.351486
"326",97.260002,98.720001,97.260002,98.349998,2431400,92.48938
"327",98.580002,99.080002,97.389999,97.980003,2121500,92.141449
"328",98.169998,98.389999,96.830002,97.5,2390300,91.690041
"329",98.18,99.150002,96.459999,97.419998,2660500,91.614799
"330",94.050003,95.080002,91.669998,92.760002,6256700,87.232506
"331",92.900002,93.279999,91.470001,91.660004,4205100,86.198051
"332",91.690002,92.540001,91.199997,91.720001,2252600,86.254478
"333",92.139999,92.650002,90.589996,90.620003,2627300,85.220032
"334",90.349998,90.540001,88.800003,89.669998,3944200,84.326622
"335",89.830002,90.330002,88.970001,89.18,3184200,83.865837
"336",88.830002,88.830002,86.949997,87.919998,4507600,82.680916
"337",87.339996,89.82,86.970001,89.059998,2138200,83.752983
"338",89.25,89.550003,88.529999,88.919998,2371600,83.621323
"339",89.720001,95.879997,89.720001,90.18,6228900,84.806236
"340",90.919998,92.279999,90.540001,92.110001,2495600,86.621231
"341",92.110001,93.230003,91.519997,92.669998,3154900,87.147858
"342",92.309998,93.550003,92.080002,92.629997,2217300,87.487869
"343",93.040001,93.519997,92.75,93.190002,2108500,88.016792
"344",93,95.730003,93,94.650002,3078400,89.395744
"345",94.68,96.739998,94.5,95.75,4249400,90.434692
"346",95.940002,97.199997,95.160004,96.739998,2221000,91.369728
"347",96.57,96.980003,96.199997,96.43,2169700,91.076935
"348",97.330002,97.870003,96.43,96.540001,2874200,91.180832
"349",96.57,97.260002,96.519997,96.739998,2812500,91.369728
"350",96.169998,96.470001,94.839996,95.669998,2381400,90.359123
"351",95.120003,95.699997,93.82,95.330002,2797300,90.038002
"352",95.160004,95.330002,94.269997,94.809998,1487600,89.546867
"353",93.480003,93.480003,90.75,91.660004,2169000,86.571732
"354",92.370003,93.43,92.059998,93.209999,2394200,88.035683
"355",93.050003,94.239998,92.470001,94,3516300,88.781815
"356",94.940002,95.279999,94.129997,94.769997,1758400,89.509079
"357",95.379997,95.699997,95.019997,95.440002,1784600,90.141876
"358",94.879997,95.129997,93.379997,94.349998,1750200,89.112404
"359",94.690002,96.519997,94.639999,96.459999,2230900,91.105247
"360",96.900002,97.82,96.199997,96.760002,2101800,91.388611
"361",96.610001,97.07,95.639999,96.970001,1851900,91.586945
"362",97.089996,97.529999,96.199997,96.260002,1759900,90.916359
"363",96.599998,96.669998,95.580002,96.269997,1983800,90.925812
"364",96.470001,97.209999,95.879997,96.010002,1672300,90.680244
"365",97.68,98.25,95.889999,96.279999,3146000,90.935257
"366",97.169998,97.639999,96.400002,97.260002,4260500,91.860855
"367",96.370003,97.510002,95.889999,97.43,1643600,92.021423
"368",96.080002,96.529999,95.68,96.339996,2640400,90.991913
"369",97.099998,97.360001,95.620003,95.699997,2402000,90.387444
"370",95.220001,95.949997,94.099998,95.260002,1806500,89.971878
"371",96.129997,96.199997,94.93,95.010002,1967100,89.735756
"372",94.599998,94.970001,93.580002,94.480003,1750200,89.235191
"373",94.68,94.68,93.279999,93.739998,1511800,88.536263
"374",93.589996,94.379997,92.309998,92.330002,2520400,87.204536
"375",92.32,92.830002,91.519997,92.449997,1444800,87.317871
"376",93.25,93.739998,91.860001,91.900002,2288800,86.798401
"377",92.220001,93.860001,91.93,93.779999,2460400,88.574043
"378",93.989998,94.160004,92.839996,92.940002,871100,87.780663
"379",93.489998,93.5,92.480003,92.660004,1447700,87.516212
"380",92.610001,93.43,92.019997,92.900002,1359100,87.742889
"381",94.900002,96.809998,93.790001,96.559998,3123300,91.199707
"382",96.739998,97.120003,95.639999,96.010002,1518700,90.680244
"383",95,95.889999,95,95.32,1264400,90.028534
"384",95.989998,96.449997,95.080002,95.239998,2539100,89.952995
"385",94.949997,95.199997,93.559998,94.589996,1952700,89.339073
"386",94.660004,96,94.660004,95.910004,1751300,90.5858
"387",96.099998,96.699997,95.669998,95.980003,1698700,90.651924
"388",95.910004,97.239998,95.800003,97.089996,1869900,91.700279
"389",95.949997,96.699997,94.349998,95.370003,2705600,90.075783
"390",98.360001,99.190002,97.059998,97.230003,5853400,91.83252
"391",97.290001,99.669998,97.269997,99.349998,2986100,93.834831
"392",100,100.279999,98.540001,98.959999,3388800,93.466476
"393",99.040001,99.110001,97.629997,98.919998,2065000,93.428688
"394",99.120003,99.529999,96.339996,96.480003,5637400,91.124161
"395",96.739998,98.5,94.339996,94.470001,4732600,89.225731
"396",94.5,95.849998,93.660004,93.769997,2974400,88.564598
"397",94.330002,94.580002,93.459999,94.32,3616500,89.084061
"398",94.510002,95.709999,94.510002,95.190002,3479700,89.905754
"399",94.57,95.870003,94.290001,95.769997,2026000,90.45356
"400",95.540001,96.760002,95.360001,96.68,1916900,91.69603
"401",96.519997,97.010002,95.879997,96.529999,1662300,91.553757
"402",96.790001,97.980003,96.57,97.309998,2465300,92.293556
"403",97.260002,97.870003,97.010002,97.629997,1601100,92.597069
"404",97.5,98.110001,97.349998,97.620003,1276800,92.587563
"405",96.639999,96.959999,95.889999,96.099998,1810900,91.14592
"406",96.120003,96.779999,95.75,95.809998,1518100,90.870888
"407",96.059998,98.230003,96.059998,97.800003,1950800,92.758301
"408",96.879997,97.57,96.300003,97.260002,2441500,92.246132
"409",97.900002,99.279999,97.559998,98.919998,2112000,93.820549
"410",98.889999,99.440002,98.610001,99.169998,1448500,94.057671
"411",99,100,98.959999,99.889999,1982500,94.740562
"412",99.82,101.18,99.440002,100.489998,2105800,95.309624
"413",100.389999,100.879997,100.040001,100.449997,1147300,95.271675
"414",100.550003,100.550003,99.300003,99.540001,1631400,94.4086
"415",100,100,99.32,99.459999,1046500,94.332726
"416",100,101.260002,99.849998,100.900002,1557000,95.698486
"417",101.019997,101.089996,100.32,100.540001,1453700,95.357056
"418",100.769997,100.769997,99.940002,100.139999,1758400,94.977676
"419",99.949997,99.949997,99.110001,99.25,1337600,94.133553
"420",98.760002,99.190002,98.489998,99.089996,1990200,93.981781
"421",99.239998,99.989998,98.709999,99.830002,1875400,94.683647
"422",99.900002,100.889999,99.690002,99.849998,2303600,94.702614
"423",99.849998,100.150002,98.139999,98.150002,1759400,93.090256
"424",98.330002,98.639999,97.75,98.370003,1798200,93.298927
"425",98.800003,99.400002,98.43,98.470001,1394500,93.393745
"426",98.160004,99.199997,97.940002,98.629997,1686300,93.545502
"427",98.629997,98.949997,97.339996,97.410004,1791800,92.388412
"428",97.559998,98.199997,96.93,97,2288400,91.999542
"429",97.269997,98.230003,97.209999,97.989998,2333200,92.938492
"430",97.959999,98.519997,97.07,97.099998,1945900,92.094398
"431",97.510002,97.68,96.93,97.029999,3039500,92.027985
"432",97.25,99.32,97.220001,98.959999,5684200,93.858505
"433",100.080002,100.550003,99.110001,99.260002,2624600,94.143036
"434",99.480003,100.050003,98.870003,99.010002,4900600,93.905937
"435",99.099998,99.290001,97.220001,97.629997,1980000,92.597069
"436",97.790001,97.959999,96.940002,97.470001,3388500,92.445313
"437",98.089996,98.089996,95.970001,96.190002,3195700,91.2313
"438",96.129997,96.239998,94.949997,95.459999,2278200,90.538925
"439",94.830002,95.709999,94.580002,94.93,2708400,90.03624
"440",95.580002,96.290001,94.690002,94.949997,2703200,90.055222
"441",95.150002,95.919998,94.650002,95.529999,1987000,90.605316
"442",96.190002,97.32,95.889999,96.730003,2660600,91.743454
"443",96.75,98.139999,95.889999,96.629997,2829700,91.648605
"444",97.129997,97.25,95.75,96.059998,1986400,91.107994
"445",95.75,96.910004,94.940002,96.43,2694300,91.458923
"446",96.190002,96.589996,95.480003,96,2081600,91.051086
