"","CHTR.Open","CHTR.High","CHTR.Low","CHTR.Close","CHTR.Volume","CHTR.Adjusted"
"67",337.670013,338.51001,330.549988,330.649994,1494500,330.649994
"68",330.450012,333.149994,329.559998,331.369995,965600,331.369995
"69",330.420013,332.660004,328,332.299988,877300,332.299988
"70",331.01001,335.690002,330.540009,334.570007,1061600,334.570007
"71",335.279999,335.700012,329.649994,330,705200,330
"72",331.730011,332.709991,329.079987,330.359985,730300,330.359985
"73",329.619995,331,325.950012,328.179993,1392600,328.179993
"74",330.01001,335.959991,328.309998,333.609985,1011000,333.609985
"75",335.279999,337.049988,333.179993,335.589996,888000,335.589996
"76",336.440002,339.640015,335.73999,338.480011,1092200,338.480011
"77",340.029999,342.140015,338.73999,340.359985,1138200,340.359985
"78",341.980011,345.299988,340.890015,344.5,1405600,344.5
"79",345.51001,350.380005,344.850006,345.399994,1495400,345.399994
"80",346.100006,350.350006,346.100006,348.799988,865200,348.799988
"81",349.829987,349.98999,342.779999,345.160004,1251700,345.160004
"82",346.290009,347.25,341.869995,344.140015,1528300,344.140015
"83",338.890015,340.130005,333.200012,337.690002,2490300,337.690002
"84",335.399994,337.480011,321.440002,324.48999,4124300,324.48999
"85",324.890015,327.399994,322.25,322.600006,1782300,322.600006
"86",324.609985,334.869995,324.51001,334.779999,1989000,334.779999
"87",329.519989,331,321.720001,323.809998,3222000,323.809998
"88",323.299988,327.829987,320.119995,325.519989,1476500,325.519989
"89",324.529999,327.179993,323.089996,325.579987,940300,325.579987
"90",325.279999,327.119995,323.200012,324.609985,1071100,324.609985
"91",324.799988,326.600006,321.799988,322,1523700,322
"92",322.23999,324.299988,320.630005,321.070007,1944100,321.070007
"93",322.359985,324.049988,319.209991,320.01001,1459300,320.01001
"94",319.140015,320.359985,312.48999,313.109985,2390100,313.109985
"95",314.160004,317.869995,312.559998,315.880005,1797400,315.880005
"96",315.01001,318.399994,313.920013,315.779999,1920800,315.779999
"97",315.779999,318.51001,315.519989,316.420013,1841700,316.420013
"98",317.339996,320.480011,314.5,318.790009,1444100,318.790009
"99",320.200012,332.279999,318.299988,329.040009,1789300,329.040009
"100",329.589996,336.279999,329,333.76001,2180000,333.76001
"101",334.380005,338.910004,333.01001,337.440002,926700,337.440002
"102",336.48999,340,334.850006,338.920013,1062400,338.920013
"103",340,345.850006,338.730011,345.549988,2012000,345.549988
"104",346.5,354.049988,339.470001,346.390015,2390000,346.390015
"105",348.109985,353.369995,347.5,353.029999,1586300,353.029999
"106",355,355,343.720001,344.429993,1479000,344.429993
"107",344.459991,345.519989,341.709991,342.829987,1042000,342.829987
"108",343.660004,347.01001,341.640015,345.880005,966000,345.880005
"109",344.899994,345.23999,333.380005,337.450012,1990800,337.450012
"110",338.51001,340.130005,329.970001,332.839996,1442800,332.839996
"111",330.899994,339.23999,329.040009,338.649994,1395700,338.649994
"112",335.98999,344.220001,335.98999,341.809998,1106300,341.809998
"113",342.829987,344.170013,336.130005,338.329987,1276600,338.329987
"114",336.809998,340.570007,333.5,338.339996,1318700,338.339996
"115",335.940002,340.98999,331.079987,340.220001,2406100,340.220001
"116",342,345.190002,339.970001,340.26001,1883700,340.26001
"117",337.950012,339.929993,329.429993,333.609985,2161100,333.609985
"118",333.850006,335.369995,332.869995,333.880005,1045900,333.880005
"119",333.929993,340.23999,333.540009,334.130005,1116000,334.130005
"120",334.790009,335.429993,326.399994,330.799988,3100600,330.799988
"121",331.679993,333.640015,330.170013,332.649994,941900,332.649994
"122",330.75,332.290009,327.140015,329.869995,1448200,329.869995
"123",330.559998,340.950012,329.23999,340.299988,1513300,340.299988
"124",339.380005,340.190002,332.130005,335.73999,2025200,335.73999
"125",338.290009,338.410004,332.399994,336.850006,1394600,336.850006
"126",338.26001,339.450012,328.649994,328.670013,793700,328.670013
"127",329.230011,335.23999,328.799988,335.109985,1341900,335.109985
"128",334.01001,335.519989,331.059998,332.179993,1251900,332.179993
"129",332.079987,334.429993,330.579987,332.429993,870500,332.429993
"130",333.130005,338.399994,332.100006,336.600006,1016000,336.600006
"131",337.119995,339.850006,334.440002,337.850006,953300,337.850006
"132",340.790009,344.829987,339.049988,342.649994,1071200,342.649994
"133",343.070007,343.230011,338,339.040009,930200,339.040009
"134",340.799988,344.51001,335.790009,342.799988,1086000,342.799988
"135",342.089996,345.279999,341.950012,342.309998,967100,342.309998
"136",340.980011,345.420013,338.399994,344.630005,895200,344.630005
"137",345.019989,347.26001,342.970001,346.609985,1256300,346.609985
"138",346.470001,349.670013,344.320007,345.299988,1244800,345.299988
"139",345.299988,351.869995,345.299988,350.070007,1340200,350.070007
"140",349.790009,350.429993,345.25,348.079987,1473700,348.079987
"141",349.470001,350.890015,346.579987,348,881700,348
"142",348.799988,351.679993,346.029999,348.769989,2265800,348.769989
"143",354,370.959991,353.019989,366.899994,3552400,366.899994
"144",365.390015,372.369995,361,370.26001,1600300,370.26001
"145",396.5,399.910004,385.399994,391.970001,6272700,391.970001
"146",392.839996,392.970001,383.730011,387.420013,2274000,387.420013
"147",386.390015,388.25,381.700012,385.540009,1370400,385.540009
"148",384.540009,387.410004,383.290009,384.299988,1006600,384.299988
"149",385,386,380.559998,384.630005,697900,384.630005
"150",384.649994,386.450012,380.769989,381.019989,1309000,381.019989
"151",380.019989,393.23999,378.26001,389.75,1913100,389.75
"152",387.890015,408.829987,386.380005,400.899994,3978100,400.899994
"153",398.690002,404.059998,396.720001,398.679993,2070000,398.679993
"154",400.079987,402.450012,392.600006,394.48999,2399800,394.48999
"155",398.779999,405.329987,397,401.079987,2439900,401.079987
"156",401.049988,403.359985,395.920013,397.730011,2258100,397.730011
"157",399.350006,402.48999,397.179993,400.779999,1727300,400.779999
"158",401,401.649994,393.170013,393.359985,1596000,393.359985
"159",391.529999,396.269989,390.709991,392.970001,1304100,392.970001
"160",392.75,396.899994,391.380005,396.450012,970800,396.450012
"161",398.149994,399.98999,395,397.049988,993700,397.049988
"162",396.290009,396.290009,390.26001,390.329987,1280600,390.329987
"163",390.089996,391.529999,384.23999,389.230011,1401100,389.230011
"164",391.420013,392.529999,387.51001,388.790009,758600,388.790009
"165",390.880005,391.200012,385.940002,389.230011,988000,389.230011
"166",386.600006,390.170013,385.559998,388.820007,1118000,388.820007
"167",388.220001,395.160004,388.220001,393.369995,953900,393.369995
"168",394.540009,398.880005,392.660004,398.540009,1921800,398.540009
"169",398.929993,399.339996,391.869995,392.480011,1240600,392.480011
"170",392.26001,395.679993,388.01001,393.320007,1189200,393.320007
"171",393.579987,403.649994,389.299988,402.5,1664500,402.5
"172",404.040009,404.720001,387.890015,395.640015,2802000,395.640015
"173",394.630005,395.600006,387,392.899994,2141700,392.899994
"174",394.929993,397.390015,380.690002,381.01001,2090700,381.01001
"175",380.920013,386.160004,374.700012,381.570007,2719900,381.570007
"176",381.480011,386,379.480011,385.130005,1616200,385.130005
"177",382.170013,384.76001,375.76001,376,2338000,376
"178",375.910004,377.410004,367.690002,369.470001,5270000,369.470001
"179",370.200012,371.51001,365.899994,368.170013,1870900,368.170013
"180",368.390015,369.839996,360.429993,364.019989,3302200,364.019989
"181",365.98999,371.5,363.5,367.01001,2156500,367.01001
"182",365.880005,366.399994,359.089996,361.079987,2374100,361.079987
"183",359.540009,363.329987,358.75,360.299988,2078500,360.299988
"184",358.23999,360.040009,356.109985,357.579987,1773000,357.579987
"185",359.51001,361.01001,356.579987,359.040009,2090900,359.040009
"186",359.589996,365.5,356.880005,362.850006,2280100,362.850006
"187",359.5,362.540009,357.26001,360.950012,1198200,360.950012
"188",359.769989,365.01001,357.679993,363.420013,1317400,363.420013
"189",364.519989,366.519989,362.869995,364.109985,1295200,364.109985
"190",363.940002,370.25,363.230011,369.51001,1272000,369.51001
"191",368.609985,371.76001,367.600006,371.089996,920200,371.089996
"192",371.540009,374.98999,369.51001,369.720001,1801600,369.720001
"193",370.420013,370.850006,366.600006,367.399994,1239000,367.399994
"194",368.100006,368.690002,364.640015,366.049988,1241500,366.049988
"195",365.98999,368.160004,362.859985,364.920013,1111000,364.920013
"196",364.059998,366.970001,361.029999,365.119995,1432600,365.119995
"197",363,363,352.51001,355.709991,2582300,355.709991
"198",354.619995,360.220001,347.540009,357.399994,2710300,357.399994
"199",358.059998,362.779999,357.609985,362.600006,1144200,362.600006
"200",362.589996,362.589996,356.690002,357.839996,1178000,357.839996
"201",357.040009,357.5,350.76001,352.070007,1326700,352.070007
"202",351.519989,353.589996,348.429993,351.670013,2007000,351.670013
"203",353.839996,355.5,350.23999,350.76001,1317100,350.76001
"204",350.149994,351.019989,344.160004,345.070007,1831900,345.070007
"205",345,345.230011,339.529999,340.26001,2176500,340.26001
"206",338.690002,345.51001,336.570007,344.910004,3518400,344.910004
"207",322,328.089996,312.410004,316.290009,8927300,316.290009
"208",314.829987,321.910004,308.299988,319.76001,3539000,319.76001
"209",318.470001,329.720001,316.76001,323.980011,3404100,323.980011
"210",324.339996,339.420013,321.820007,334.170013,3726900,334.170013
"211",335.619995,340.73999,335.470001,338.220001,2324200,338.220001
"212",341.320007,341.670013,334.649994,337.660004,2074800,337.660004
"213",334.589996,340.579987,328,335.429993,2226100,335.429993
"214",338,361.279999,336.630005,348.399994,3956700,348.399994
"215",350.040009,353.98999,342.290009,343.01001,1721000,343.01001
"216",342.579987,343.839996,335.51001,337.899994,1372500,337.899994
"217",335.790009,342.339996,333.059998,341.200012,1364400,341.200012
"218",338.48999,343.399994,337.209991,338.440002,870100,338.440002
"219",338.5,343.910004,337.070007,343.720001,908700,343.720001
"220",341.299988,344,333.970001,336.809998,1452300,336.809998
"221",337.329987,337.660004,330.5,334.220001,1937500,334.220001
"222",333.940002,340.920013,328.5,340.630005,1513200,340.630005
"223",341.380005,349.540009,338.959991,341.540009,1250500,341.540009
"224",341,348.380005,337.959991,338.369995,2286900,338.369995
"225",339.23999,344.850006,337.640015,338.420013,1952100,338.420013
"226",337.839996,339.48999,332.440002,334.269989,961000,334.269989
"227",333.640015,335.440002,326.200012,328.980011,769000,328.980011
"228",327.690002,327.690002,319.5,321.839996,2092300,321.839996
"229",321.950012,327.970001,317.929993,325.890015,2749200,325.890015
"230",326.600006,332.019989,324.190002,331.670013,2320800,331.670013
"231",328.350006,330.910004,321,326.209991,4063700,326.209991
"232",321.940002,340.549988,321.940002,336.269989,2168100,336.269989
"233",330.200012,347.480011,329.190002,334,2629000,334
"234",333.269989,338.920013,330.459991,330.950012,1529700,330.950012
"235",330.959991,334.670013,321.350006,322.640015,1536700,322.640015
"236",322,330.440002,320.649994,325.220001,2064100,325.220001
"237",327.820007,329.459991,320.700012,324.5,2025000,324.5
"238",326.790009,332.98999,323.839996,331.48999,2022200,331.48999
"239",332.070007,332.98999,326.600006,329.98999,1966100,329.98999
"240",331.350006,334.149994,323.769989,329,2059100,329
"241",328.559998,330.920013,323.390015,328.679993,1603700,328.679993
"242",331.980011,331.980011,321.309998,322.309998,3538000,322.309998
"243",324.470001,326.98999,321.549988,323.230011,1985500,323.230011
"244",322.649994,324.339996,316.429993,316.970001,1726300,316.970001
"245",317.059998,317.279999,312.529999,316.380005,1949700,316.380005
"246",317.859985,336.829987,316.779999,332.940002,1866400,332.940002
"247",331.48999,341.109985,331.48999,338.200012,1459800,338.200012
"248",336.839996,340.5,336.100006,340.399994,1123700,340.399994
"249",341.399994,341.5,332.309998,333.25,2044700,333.25
"250",334.450012,339.779999,333,338.029999,764600,338.029999
"251",335.140015,342.019989,333.820007,335.959991,846700,335.959991
"252",338.429993,352.820007,337.769989,348.970001,2789200,348.970001
"253",354.059998,364.380005,349.589996,353.029999,2500800,353.029999
"254",356.75,358,346.970001,349.790009,1176400,349.790009
"255",352.019989,354.399994,349.079987,350.880005,1960500,350.880005
"256",354.470001,360.190002,351.630005,356.549988,1485700,356.549988
"257",356.660004,358.769989,354.149994,354.76001,938900,354.76001
"258",354.019989,356.459991,347.529999,350.829987,1092400,350.829987
"259",350.279999,356.190002,348.320007,355.269989,1191100,355.269989
"260",357.390015,359.559998,353.079987,354,644600,354
"261",352.179993,356.540009,349.869995,352.929993,1112500,352.929993
"262",358.589996,359.98999,352.070007,357.839996,1119500,357.839996
"263",356.48999,365.25,356.48999,365.25,1534600,365.25
"264",366.730011,370,362.799988,366.049988,1453400,366.049988
"265",366.369995,371,366,370.25,1822000,370.25
"266",367.809998,372,366.160004,369.25,1043100,369.25
"267",370.450012,377.059998,367.269989,376.179993,1758300,376.179993
"268",376.230011,378.380005,371.700012,375.140015,981800,375.140015
"269",375.829987,378.140015,374.309998,377,1228500,377
"270",375.23999,376.619995,370.709991,374.5,925600,374.5
"271",376.369995,377.980011,371.839996,376.570007,1241600,376.570007
"272",374.809998,379.329987,373.209991,377.25,2152800,377.25
"273",376.109985,380.26001,371.140015,371.179993,1928200,371.179993
"274",380,396.640015,375.5,387.5,4374900,387.5
"275",391.600006,395,371.470001,372.570007,2872600,372.570007
"276",366.079987,370.959991,360.119995,369.75,4492100,369.75
"277",367.109985,370.519989,360.059998,363.549988,1555000,363.549988
"278",362.100006,363.040009,346.130005,348.649994,1769900,348.649994
"279",351.410004,355.559998,343.149994,349.429993,1908200,349.429993
"280",350.26001,360.380005,350,357.880005,855100,357.880005
"281",354.459991,357.48999,353.410004,355.679993,772400,355.679993
"282",354.059998,359.290009,352.01001,358.940002,915500,358.940002
"283",359.290009,365.920013,355.630005,363.670013,1096700,363.670013
"284",364.029999,370.089996,361.48999,365.660004,752000,365.660004
"285",364.980011,365.230011,358.670013,358.769989,802900,358.769989
"286",359.339996,367.380005,356.51001,360.970001,878300,360.970001
"287",361.019989,365.26001,355.019989,356.75,601100,356.75
"288",359.730011,368.089996,356.269989,365.059998,613500,365.059998
"289",365.320007,368.369995,357.290009,358.019989,770200,358.019989
"290",357.76001,359.75,351.119995,351.220001,946400,351.220001
"291",352.940002,353.040009,341.709991,341.929993,1065700,341.929993
"292",342.720001,349.649994,337.609985,339.410004,1363500,339.410004
"293",336.859985,339.730011,331.809998,332.75,1986300,332.75
"294",330.51001,349.529999,328.929993,346.600006,2740400,346.600006
"295",349.170013,349.230011,336.290009,337.959991,1188300,337.959991
"296",337.5,339.730011,334.160004,338.670013,1058900,338.670013
"297",339.51001,343.48999,338.040009,341.190002,1058300,341.190002
"298",342.049988,349.390015,340.26001,347.589996,940200,347.589996
"299",349.559998,369.51001,349.559998,359.220001,2001300,359.220001
"300",361.049988,362.839996,348.190002,350.01001,823300,350.01001
"301",351.350006,352.170013,339.799988,340.959991,1298800,340.959991
"302",340.140015,343.690002,337.140015,339.549988,834100,339.549988
"303",341.230011,344.76001,339.850006,342.170013,2883000,342.170013
"304",340.690002,340.690002,331.48999,332.98999,1370100,332.98999
"305",332.869995,333.850006,327.399994,327.609985,1087900,327.609985
"306",326.899994,329.970001,324.799988,325.470001,907300,325.470001
"307",322.649994,323.350006,319.359985,322.970001,2769200,322.970001
"308",322.660004,323.73999,311.779999,312.390015,1195400,312.390015
"309",316.450012,316.899994,307.230011,312.179993,1747500,312.179993
"310",315.5,316,307.709991,310.220001,1494200,310.220001
"311",311.170013,312.839996,306.059998,306.26001,1305600,306.26001
"312",306.630005,314.660004,303.779999,311.220001,1521600,311.220001
"313",308.910004,310.600006,298.670013,303.869995,1753000,303.869995
"314",305.51001,312.369995,303.790009,306.369995,1706800,306.369995
"315",304.380005,312.470001,302.049988,311.690002,1857100,311.690002
"316",312.5,317.640015,311.940002,317.019989,875500,317.019989
"317",314.880005,316.079987,308.470001,310.670013,1235000,310.670013
"318",311.880005,319.73999,310.670013,316.51001,1144000,316.51001
"319",319.589996,319.589996,307.839996,308.23999,1574200,308.23999
"320",305.390015,307.200012,302.480011,303.329987,1645400,303.329987
"321",304.299988,308,299.230011,306.339996,1669200,306.339996
"322",307.350006,308.809998,304.059998,305.910004,964100,305.910004
"323",308.839996,315.399994,304.350006,312.839996,1333600,312.839996
"324",315.269989,317.600006,309.350006,310.480011,1306800,310.480011
"325",311.149994,319.380005,311.149994,317.459991,1026600,317.459991
"326",316.350006,322.890015,314.01001,315.549988,1113500,315.549988
"327",314.809998,318.700012,310.170013,310.940002,915800,310.940002
"328",312,315.040009,309.160004,309.970001,819500,309.970001
"329",312.529999,313.76001,299.720001,301.279999,1053900,301.279999
"330",300,301.600006,295.339996,300.350006,2091800,300.350006
"331",301.839996,305.380005,296.179993,298.149994,1512300,298.149994
"332",275.140015,279.059998,250.100006,263.329987,15522400,263.329987
"333",264.089996,273.450012,264.089996,271.290009,6432700,271.290009
"334",270.579987,281.329987,267.329987,279.399994,3597700,279.399994
"335",278,279.100006,272.01001,274.779999,2141800,274.779999
"336",273.640015,273.820007,264.75,271.359985,2199000,271.359985
"337",269.100006,279.179993,267.579987,276.070007,1241700,276.070007
"338",276.23999,280.160004,273.920013,278.100006,1146800,278.100006
"339",277,277.869995,269.109985,271.01001,1636800,271.01001
"340",272.459991,273.190002,269.929993,270.130005,1560900,270.130005
"341",271.25,275.640015,269.970001,272.829987,1984000,272.829987
"342",273.51001,274.559998,269.299988,272.809998,1825700,272.809998
"343",272.399994,277.890015,270.369995,272.839996,1808900,272.839996
"344",272.329987,274.329987,266.859985,270.309998,1775000,270.309998
"345",270.799988,274.290009,266.73999,272.329987,1861500,272.329987
"346",271.970001,273.160004,267.829987,268.170013,1301700,268.170013
"347",267.690002,270.589996,266.730011,270.170013,1643000,270.170013
"348",270,270,265.23999,266.549988,2065600,266.549988
"349",267.619995,268.809998,267.019989,267.660004,1316000,267.660004
"350",265.470001,275.049988,265.220001,274.089996,1419000,274.089996
"351",274.089996,274.089996,267.950012,268.429993,1291600,268.429993
"352",268.519989,271.420013,267.899994,270.200012,769500,270.200012
"353",268,271.029999,264.829987,266.359985,1181600,266.359985
"354",267.140015,268.73999,262.160004,266.940002,1352300,266.940002
"355",264.730011,267.059998,259.480011,261.040009,3132300,261.040009
"356",261.700012,266.450012,260,261.869995,1691400,261.869995
"357",262.100006,268.890015,260.390015,267.980011,1471800,267.980011
"358",267.660004,270.720001,265.160004,265.950012,1178900,265.950012
"359",266.119995,278.200012,266,275.089996,1645100,275.089996
"360",274.350006,279.540009,270.869995,278.190002,1840900,278.190002
"361",277.399994,279.459991,274.149994,277.26001,2903000,277.26001
"362",276.570007,284.100006,275.980011,283.059998,2031700,283.059998
"363",283.100006,293.5,283.100006,290.980011,3617000,290.980011
"364",295,295.579987,283.220001,285.019989,2581700,285.019989
"365",285.049988,297.25,283.679993,295.609985,2379400,295.609985
"366",295.630005,298.720001,292.380005,297.200012,2414200,297.200012
"367",290.790009,297.089996,290.790009,295.25,2390700,295.25
"368",289.190002,295,286.309998,292.98999,1344900,292.98999
"369",296.76001,298.51001,288.549988,290.339996,1560700,290.339996
"370",295.850006,296.730011,291.01001,291.859985,844900,291.859985
"371",292.390015,302.429993,292.390015,299.299988,1462700,299.299988
"372",296.700012,301.23999,293.850006,295.529999,1663400,295.529999
"373",295.700012,300.179993,292.329987,299.299988,1028100,299.299988
"374",299.619995,301,295.730011,296.040009,956900,296.040009
"375",297.170013,298.799988,292.339996,295.049988,991700,295.049988
"376",290.339996,299.070007,286.829987,293.209991,1398100,293.209991
"377",292.130005,294.940002,290.26001,293.910004,909600,293.910004
"378",296.190002,300.079987,294.399994,299.51001,664300,299.51001
"379",300.149994,302.040009,293.440002,296.179993,1085000,296.179993
"380",297.429993,305.149994,296.790009,304.429993,1119300,304.429993
"381",305.829987,310.570007,304.649994,308.220001,900100,308.220001
"382",309.410004,309.410004,302.670013,305.709991,1102400,305.709991
"383",303.549988,307.709991,300.76001,301.369995,819600,301.369995
"384",301.609985,306.339996,299.119995,305.019989,797800,305.019989
"385",305.089996,305.959991,302.299988,304.839996,669800,304.839996
"386",305.649994,307.059998,301.859985,304.190002,710100,304.190002
"387",301.26001,304.769989,300.399994,302.029999,616400,302.029999
"388",301.369995,303.170013,298.209991,299.600006,2007700,299.600006
"389",299.980011,299.980011,290.910004,291.140015,1436800,291.140015
"390",291.459991,291.559998,286.820007,288.839996,1093600,288.839996
"391",288.829987,288.829987,285.089996,287.820007,967900,287.820007
"392",288.01001,288.880005,281.98999,282.320007,1207800,282.320007
"393",281.609985,283.140015,271.559998,274.649994,1760300,274.649994
"394",280.059998,288.98999,276.589996,286.910004,1962100,286.910004
"395",286.390015,291.01001,280.589996,286.290009,1350600,286.290009
"396",284.609985,294.279999,283.51001,293.899994,1083800,293.899994
"397",307.130005,314.880005,302.200012,304.579987,2533600,304.579987
"398",304.98999,305.290009,300.390015,301.429993,1042200,301.429993
"399",297.420013,299.640015,293.970001,294.200012,1064200,294.200012
"400",293.940002,305,293.73999,303.660004,1198800,303.660004
"401",303.910004,304.799988,299.839996,300,856400,300
"402",294,299.859985,293.570007,297.029999,2290700,297.029999
"403",297.859985,298.929993,296.23999,298.200012,1101800,298.200012
"404",299.320007,307.529999,298.970001,305.170013,1452800,305.170013
"405",302.859985,304.950012,302.059998,302.450012,1749700,302.450012
"406",303.540009,304.630005,299.720001,302.059998,1326600,302.059998
"407",303.670013,308.690002,301.23999,307.859985,1694800,307.859985
"408",305.440002,305.929993,294.779999,295.75,2386100,295.75
"409",296.660004,303.950012,296.540009,302,1408000,302
"410",302.320007,303.730011,298.929993,299.640015,1094500,299.640015
"411",300.630005,300.790009,294.839996,295,1695500,295
"412",295,307.679993,295,305.079987,2454400,305.079987
"413",302.269989,306.130005,297.579987,300.279999,1802300,300.279999
"414",299.140015,299.160004,292.709991,293.390015,2009000,293.390015
"415",294.029999,301.839996,292.929993,300.670013,1172500,300.670013
"416",302.549988,305.869995,300.730011,304.339996,1212200,304.339996
"417",305.48999,310.040009,303.850006,305.029999,1265000,305.029999
"418",305.459991,310.290009,303.869995,309.149994,1081900,309.149994
"419",308.25,309.429993,306.209991,309.059998,1312300,309.059998
"420",309.179993,313.109985,307.5,310.399994,1256100,310.399994
"421",309.820007,316.670013,306.869995,312.98999,1980700,312.98999
"422",312.329987,314.640015,305.929993,306.809998,1466000,306.809998
"423",306.149994,310.579987,303.450012,305.190002,888100,305.190002
"424",303.359985,308.51001,303.089996,305.190002,1557400,305.190002
"425",307.5,310.519989,306.380005,310.269989,1257600,310.269989
"426",310.829987,314.700012,309.540009,312.839996,1346200,312.839996
"427",311.459991,313.049988,304.769989,312.5,2646800,312.5
"428",315.339996,324.890015,314.799988,319.209991,1566200,319.209991
"429",320,320.25,316.109985,318.130005,705400,318.130005
"430",318.98999,321.440002,316.299988,319.470001,1232100,319.470001
"431",319.609985,330.459991,319.170013,328.790009,1950000,328.790009
"432",328.589996,331.970001,328.589996,329.790009,1809700,329.790009
"433",331.850006,332.709991,329.380005,329.98999,1054900,329.98999
"434",331.160004,334.980011,329.48999,332.589996,3811900,332.589996
"435",330.839996,332.429993,325.880005,327.040009,1616400,327.040009
"436",326.380005,327.869995,323,323.369995,1613700,323.369995
"437",324.26001,326.980011,320.850006,321.670013,1234800,321.670013
"438",321.700012,328.779999,320.380005,325.070007,780200,325.070007
"439",324.089996,327.26001,321.390015,325.880005,1037000,325.880005
"440",327.660004,327.98999,319.450012,321.589996,1506600,321.589996
"441",321,326.959991,319.589996,326.890015,1277300,326.890015
"442",328.529999,329.140015,323.059998,325.290009,1716200,325.290009
"443",324.089996,326.320007,321.109985,324.679993,1714300,324.679993
"444",325.940002,326.160004,313.320007,316.040009,1585800,316.040009
"445",314.779999,321.190002,314.609985,320.23999,1231300,320.23999
"446",320.700012,325.890015,317.100006,322.640015,760500,322.640015
"447",322.549988,324.380005,309.320007,310.130005,1416300,310.130005
