"","DLR.Open","DLR.High","DLR.Low","DLR.Close","DLR.Volume","DLR.Adjusted"
"453",110.82,112.169998,110.760002,111.75,1729200,101.027359
"454",111.889999,112.910004,111.779999,112.580002,1312800,101.777725
"455",113.199997,113.400002,112.339996,112.540001,1408600,101.741562
"456",111.709999,113.559998,111.57,113.169998,1609500,102.311111
"457",113.360001,116.360001,113.089996,115.68,1613400,104.580276
"458",116.300003,117.029999,114.919998,116.800003,2456400,105.592804
"459",116.75,116.75,105.57,106.010002,4733000,95.838135
"460",106.470001,108.019997,105.589996,106.18,2787800,95.991821
"461",106.150002,107.599998,103.050003,103.970001,2880000,93.993874
"462",104.169998,104.629997,102.279999,103.260002,3302000,93.351997
"463",103.629997,105.949997,102.410004,105.720001,1375000,95.575951
"464",106,107.669998,104.82,107.529999,2346000,97.212273
"465",107.900002,111.110001,107.900002,110.480003,1937900,99.879227
"466",110.809998,111.290001,109.709999,111.199997,1111300,100.530128
"467",111.870003,112.480003,110.650002,111.919998,875800,101.181046
"468",111.360001,112.099998,110.940002,112,1074600,101.25338
"469",112.019997,112.019997,109.339996,110.620003,1579400,100.005783
"470",110.519997,112.190002,110.230003,111.559998,943900,100.855591
"471",111.75,112.57,111,112.139999,1333500,101.379951
"472",112.790001,113.220001,110.919998,111.620003,1506600,100.909836
"473",111.040001,111.620003,109.699997,111.230003,1323100,100.557259
"474",110.800003,112.949997,110.760002,111.410004,1958700,100.719978
"475",111.489998,113.339996,111.110001,112.029999,1246300,101.280502
"476",111.959999,112.110001,107.949997,108,1895600,97.637192
"477",107.989998,110.25,107.07,109.209999,1116000,98.731079
"478",108.919998,109.93,108.519997,109.379997,301800,98.884773
"479",109.93,111.099998,109.650002,110.699997,1189300,100.078117
"480",110.790001,111.830002,109.709999,111.559998,1474300,100.855591
"481",111.68,113.910004,111.260002,113.220001,953100,102.356316
"482",113,114.379997,111.93,113.690002,826300,102.781227
"483",114.019997,115.129997,112.949997,115.040001,1724000,104.001694
"484",115.5,116,113.800003,115.889999,1085300,104.770111
"485",115.790001,116.900002,113.300003,113.599998,1225600,102.699852
"486",113.169998,117.019997,110.779999,116.900002,1335000,105.68322
"487",116.660004,117.440002,114.93,115.720001,916400,104.616425
"488",116.489998,116.940002,114.089996,116.349998,860400,105.185966
"489",116.800003,117.870003,115.989998,116.790001,1289000,105.583755
"490",117.269997,117.669998,114.970001,115.599998,1826300,104.507942
"491",114.75,116.879997,114.199997,115.360001,764100,105.21019
"492",114.940002,115.120003,112.739998,114.32,864000,104.261711
"493",114.589996,114.589996,107.059998,107.510002,1780000,98.050873
"494",108.07,109.57,108.059998,109,1361700,99.409775
"495",109.480003,110.5,108.080002,108.510002,1109700,98.962883
"496",108.260002,108.830002,105.449997,106.099998,1621100,96.764931
"497",106.099998,109.18,105.230003,106.099998,2420500,96.764931
"498",105.760002,105.760002,101.540001,102.410004,1361200,93.399605
"499",102.610001,104.730003,100.57,104.68,1782700,95.469879
"500",104.029999,105.050003,101.82,104.809998,1901300,95.588425
"501",105.75,107.339996,105.370003,106.07,1386900,96.737564
"502",106.510002,106.910004,104.779999,106.550003,1024900,97.175346
"503",105.519997,105.639999,102.449997,103.190002,1411800,94.110962
"504",103,105.68,102.480003,102.669998,1511600,93.636703
"505",102.910004,105.330002,102.849998,104.809998,1474300,95.588425
"506",105.160004,107.050003,104.980003,106.199997,1382900,96.856133
"507",105.900002,107.75,105.900002,107.339996,1771600,97.895828
"508",106,106.449997,100.050003,101.830002,3241800,92.870613
"509",101.849998,105.300003,101.57,105.080002,1942300,95.834663
"510",104.919998,106.699997,104.389999,106.639999,1180100,97.257416
"511",106.279999,106.900002,105.550003,106.510002,1079700,97.138855
"512",106.589996,108.269997,106.529999,107.290001,1053400,97.850235
"513",107.18,107.860001,106.5,106.940002,966200,97.531013
"514",106.529999,107.440002,106.230003,106.620003,1096100,97.239182
"515",106.900002,107.300003,105.220001,107.25,1180600,97.813751
"516",106.889999,107.260002,104.220001,105.099998,1942400,95.852913
"517",105.190002,105.540001,102.599998,104.029999,1468400,94.87706
"518",104.029999,104.300003,103.25,104.089996,1346400,94.93177
"519",104.150002,104.43,102.82,104.169998,1876600,95.00473
"520",103.879997,106.099998,103.029999,105.699997,1454200,96.400116
"521",105.68,106.989998,105.330002,106.650002,1441700,97.266525
"522",106.379997,108.300003,106.379997,107.43,1316200,97.977905
"523",107.239998,109.43,106.389999,108.339996,1495800,98.807838
"524",108.550003,108.650002,106.389999,108.559998,1279500,99.008484
"525",108.410004,109.32,107.260002,109.279999,1149600,99.665154
"526",109.279999,111.150002,109.220001,110.830002,1634600,101.078758
"527",109.75,109.959999,106.889999,107.900002,3407500,98.406563
"528",108.849998,110.970001,107.839996,110.050003,2473700,100.367393
"529",110.129997,112.459999,109.330002,112.32,1760300,102.437668
"530",112.040001,114.459999,112.040001,113.230003,1800200,103.267609
"531",113.540001,113.550003,111.489998,111.610001,1262700,101.790131
"532",110.709999,112.489998,110.260002,112.190002,1225900,102.319115
"533",112.190002,114.760002,111.910004,113.809998,1740900,103.796577
"534",114.43,115.110001,112.970001,115.029999,1289000,104.909241
"535",115,116.849998,114.260002,116.410004,1517100,106.167824
"536",116.309998,118.709999,116,118.489998,2554600,108.064812
"537",118.010002,118.010002,116.050003,116.370003,2518700,106.131348
"538",116.730003,118.980003,116.169998,118.489998,1122500,108.064812
"539",118.669998,118.82,117.010002,117.110001,1669300,106.806236
"540",117.699997,117.699997,114.75,115.040001,1483100,104.918365
"541",114.099998,115.449997,113.290001,114.150002,1531900,104.106674
"542",114.129997,114.610001,112.010002,113.120003,2838900,103.16729
"543",113.68,114.900002,113.089996,114.650002,2058600,104.562668
"544",115.160004,115.239998,112.199997,113.400002,1416100,103.422646
"545",113.110001,114.059998,113,113.139999,1408600,103.185524
"546",113.290001,113.470001,112.379997,112.559998,1027900,102.656555
"547",112.959999,114.370003,112.459999,112.650002,1803500,102.738632
"548",112.660004,113.830002,111.300003,111.989998,1389400,102.136711
"549",112.550003,114.089996,112.400002,113.940002,1421100,103.915131
"550",114.339996,115.379997,114.07,114.800003,810400,104.699471
"551",115.110001,116.800003,115.110001,115.970001,1224000,105.766533
"552",115,115.5,114.559998,115.370003,900100,106.20842
"553",115.519997,115.790001,114.889999,115.230003,1578700,106.079521
"554",115.370003,115.949997,114.910004,115.629997,676000,106.447769
"555",115.93,116.440002,115.269997,115.629997,745700,106.447769
"556",115.669998,117.029999,115,116.57,960700,107.313126
"557",116.57,119.559998,116.25,119.410004,818100,109.927597
"558",119.480003,120.93,119.080002,119.120003,1068200,109.660622
"559",118.610001,119.110001,117.68,117.699997,631800,108.353394
"560",118.050003,118.959999,117.559998,118.889999,744200,109.448898
"561",118.870003,119.660004,117.669998,118.769997,1641800,109.338409
"562",118.910004,119.989998,118.480003,119.639999,854400,110.13932
"563",119.779999,119.779999,118.610001,119,1181700,109.550163
"564",119.209999,120.120003,117.970001,120.029999,809100,110.49836
"565",120.279999,122,119.389999,121.709999,1114100,112.044952
"566",121.870003,122.660004,120.82,121.660004,780300,111.998917
"567",121.889999,122.260002,120.709999,121.93,483100,112.24749
"568",122.010002,122.75,121.739998,122.410004,961500,112.689369
"569",122.279999,122.669998,120.82,121.410004,1075600,111.768784
"570",121.480003,121.949997,120.32,120.529999,1076300,110.958649
"571",121.389999,122.080002,121.010002,121.980003,996400,112.293495
"572",121.980003,122.699997,120.970001,121.720001,778800,112.054161
"573",121.529999,122.760002,120.870003,122.730003,782100,112.983948
"574",122.879997,123.019997,121.480003,121.900002,558600,112.219856
"575",121.800003,122.300003,118.220001,119.07,862800,109.614594
"576",119.169998,120.029999,117.559998,119.120003,775900,109.660622
"577",119.120003,120.980003,118.93,120.449997,863000,110.88501
"578",120.010002,120.400002,118.099998,119.379997,866600,109.899979
"579",118,119.919998,116.93,117.300003,1675900,107.985153
"580",117.610001,119.790001,117.379997,119.260002,1251900,109.78952
"581",117.900002,120.410004,117.309998,119.809998,1147600,110.295837
"582",117.75,118,113.620003,116.790001,2665500,107.515648
"583",116.489998,118.239998,115.82,117.120003,1502000,107.81945
"584",116.949997,118.790001,116.879997,117.709999,1639300,108.362587
"585",118.050003,119.129997,117.339996,117.639999,1407100,108.298141
"586",117.970001,120.809998,117.300003,118.800003,1539400,109.366043
"587",119.339996,121.010002,119.169998,120.699997,1192400,111.11515
"588",120.110001,120.419998,119.040001,119.389999,1212800,109.90918
"589",118.970001,119.440002,116.599998,117.419998,1014600,108.095612
"590",117.25,119.25,117.190002,117.68,808200,108.334969
"591",117.389999,117.849998,115.790001,117.599998,796400,108.261337
"592",117.470001,118.459999,116.730003,117.580002,1190900,108.242905
"593",116.589996,117.110001,116.129997,116.709999,797700,107.442001
"594",117,117.809998,116.790001,116.889999,956800,107.607704
"595",117.080002,118.169998,116.57,117.639999,856500,108.298141
"596",117.519997,118.809998,117.519997,118.349998,846700,108.951767
"597",117.690002,118.220001,117.160004,117.980003,689100,108.61116
"598",117.650002,117.910004,115.669998,116.169998,721500,106.944885
"599",116.690002,117.690002,116.32,117,1019100,107.708984
"600",117.480003,118.5,117,118.349998,782300,108.951767
"601",118.050003,119.639999,117.860001,119.309998,1013900,109.835541
"602",119.769997,120.720001,119.769997,119.980003,723600,110.452332
"603",120.489998,121,119.080002,119.080002,1134100,109.623802
"604",119.330002,119.360001,116.889999,117.480003,805200,108.150856
"605",117.860001,118.440002,117.279999,117.720001,619900,108.371796
"606",117.330002,118.639999,117.080002,117.720001,985800,108.371796
"607",118.150002,120.43,114.160004,114.860001,1584400,105.738907
"608",114.790001,115.050003,111.900002,112.800003,1618800,103.842491
"609",113.559998,115.25,113.330002,114.849998,2413400,105.729706
"610",116.019997,116.230003,114.699997,115.5,1210600,106.328087
"611",116.190002,117.379997,115.93,116,1247300,106.788391
"612",116.540001,117.349998,115.489998,116.830002,1116700,107.552475
"613",117.449997,119.519997,117.330002,119.220001,1637800,109.752678
"614",119.449997,119.959999,118.779999,119.389999,1254500,109.90918
"615",118.269997,119.139999,118.209999,118.949997,1220800,110.503731
"616",118.709999,120.110001,118.5,119.760002,769900,111.256226
"617",120.110001,122.709999,120.110001,122.489998,1117700,113.792381
"618",123.040001,124,122.010002,122.43,1116600,113.736626
"619",122.040001,124.370003,121.900002,124,950900,115.195152
"620",124.889999,125.190002,124.18,124.879997,1118400,116.012657
"621",124.75,124.75,122.169998,123.150002,1759600,114.40551
"622",123.360001,123.849998,122.599998,123.209999,653100,114.461258
"623",123.379997,124.019997,120.940002,121,949500,112.408165
"624",121.010002,121.370003,117.029999,117.25,1536300,108.924446
"625",117.32,118.029999,116.949997,117.599998,960300,109.249603
"626",117.739998,118.440002,117.199997,117.790001,1244600,109.426086
"627",118.940002,118.940002,115.849998,117.07,837600,108.757225
"628",117.300003,119.699997,116.629997,119.129997,919500,110.670952
"629",119.760002,121.330002,119.760002,120.940002,431800,112.35244
"630",120.279999,121.440002,119.199997,121.040001,518200,112.445343
"631",120.68,120.940002,119.639999,120.43,636600,111.878639
"632",120.25,122.18,120.199997,121.68,1724800,113.039871
"633",122.150002,122.360001,120.959999,122.120003,660300,113.448647
"634",122.169998,122.309998,119.870003,121.029999,881200,112.436035
"635",121.339996,121.629997,120.010002,120.07,690900,111.544189
"636",120.080002,120.699997,119.510002,119.639999,556600,111.144737
"637",119.559998,119.910004,118.639999,119.599998,1077100,111.107582
"638",119.959999,120.07,118.400002,119.370003,585000,110.893913
"639",118.940002,120.540001,118.629997,120.269997,625100,111.729996
"640",120.449997,120.519997,117.5,117.730003,766600,109.370369
"641",117.809998,117.949997,117.129997,117.57,828600,109.221718
"642",117.279999,118.160004,115.669998,117.309998,925600,108.980186
"643",117.400002,118.190002,116.860001,117.519997,847900,109.175278
"644",117.699997,117.699997,112.449997,112.830002,1688300,104.818298
"645",112.900002,113.139999,110.889999,111.529999,1494000,103.610611
"646",112.099998,112.480003,110.839996,111.209999,982700,103.313324
"647",111.029999,114.510002,111.019997,114,1701100,105.905228
"648",113.580002,116.160004,112.769997,114.360001,2003200,106.239655
"649",114.199997,115.779999,112.419998,115.529999,1555300,107.326576
"650",115.559998,117.93,115.379997,117.209999,929000,108.887283
"651",116.610001,117.129997,114.18,115.510002,1214200,107.308006
"652",115.690002,117.910004,115.019997,117.089996,847300,108.775795
"653",116.519997,118.839996,116.07,118.529999,1158200,110.113571
"654",118.260002,119.830002,117.040001,119.739998,936200,111.237633
"655",119.510002,120.559998,117.760002,120.300003,853500,111.757874
"656",120.199997,120.25,119.050003,119.75,843900,111.246918
"657",119.660004,120.660004,118.82,120.190002,869800,111.655701
"658",120.150002,120.150002,117.949997,118,929500,109.621185
"659",118.290001,120.769997,117.949997,120.559998,1031400,111.999428
"660",121.029999,124.440002,120.690002,123.669998,1484700,114.88858
"661",124.410004,125,123.610001,124.330002,780200,115.501724
"662",124.010002,124.540001,122.809998,123.089996,702000,114.349777
"663",123.160004,124,122.540001,123.290001,463000,114.535583
"664",123.360001,124,122.07,122.870003,617900,114.145386
"665",123.220001,123.57,120.269997,120.720001,750500,112.148056
"666",121.360001,121.919998,120.260002,121.190002,579100,112.584686
"667",121.839996,122.330002,120.309998,120.339996,989000,111.795052
"668",120.669998,121.639999,120.339996,121.279999,659800,112.668289
"669",122.010002,124.089996,121.849998,123.599998,728000,114.823555
"670",124.139999,124.440002,123.25,123.629997,771000,114.851418
"671",123.339996,125.540001,122.790001,125.529999,1244800,116.616508
"672",126.150002,126.650002,125.550003,126.449997,1022900,117.471184
"673",126.379997,126.900002,125.199997,126.669998,1437900,117.67556
"674",126.989998,128.679993,126.489998,128.619995,1123500,119.487091
"675",128.619995,128.710007,127.43,128.089996,1761800,118.994736
"676",127.809998,127.970001,126.239998,127.650002,1620800,118.585968
"677",126.769997,128.720001,126.519997,128.5,1307600,119.375603
"678",127.25,129.570007,126.459999,126.529999,1944900,118.541809
"679",126.220001,126.830002,124,124.32,2232400,116.471321
"680",124.099998,126.769997,123.980003,126.389999,1801600,118.410645
"681",126.779999,128.330002,126.779999,128.080002,1083800,119.99395
"682",128.639999,129,123.980003,125.300003,1599700,117.389458
"683",125.029999,127.010002,123.779999,123.830002,2924800,116.012276
"684",124.32,125.559998,124.029999,125.029999,2217900,117.136513
"685",124.720001,126.830002,124.720001,126.309998,1892600,118.335693
"686",126.970001,128.039993,126.529999,127.559998,1824800,119.506783
"687",127.68,128.029999,126.830002,127.669998,1183200,119.609833
"688",128.100006,129.050003,127.779999,128.529999,1439700,120.41555
"689",128.720001,129.5,128.25,128.850006,1696800,120.71534
"690",128.869995,130.100006,128.550003,129.809998,983000,121.614723
"691",129.610001,129.860001,128.529999,129.059998,1222500,120.912064
"692",129.389999,129.869995,126.160004,127.660004,1779800,119.600471
"693",127.82,130.669998,127.82,129.649994,1783500,121.464828
"694",129.889999,130.369995,129.25,130.270004,1261600,122.0457
"695",129.669998,130.080002,127.879997,128.259995,1688400,120.162582
"696",128.559998,130.320007,127.629997,129,1461500,120.855881
"697",129.600006,131.149994,129.360001,130.660004,1404800,122.411064
"698",130.199997,130.770004,129.339996,130.649994,877300,122.401695
"699",131,131.100006,129.229996,129.309998,941900,121.146294
"700",129.690002,130.660004,129.389999,129.850006,754400,121.652214
"701",129.990005,130.199997,128.869995,129.789993,774500,121.595985
"702",129.830002,130.619995,128.589996,130.600006,860400,122.354874
"703",130.570007,132.320007,130.490005,131.770004,972500,123.450989
"704",131.770004,133.080002,130.75,132.979996,813100,124.584602
"705",132.889999,134.410004,132.389999,134.330002,860100,125.849403
"706",134.539993,135.110001,133.880005,134.809998,836300,126.299088
"707",135.220001,136.320007,134.210007,135.740005,1052500,127.170357
"708",136.009995,136.009995,133.940002,134.350006,681700,125.868111
"709",134.190002,134.190002,132.539993,132.820007,1009600,124.434723
"710",132.940002,132.940002,131.729996,132.279999,973100,123.928795
"711",132.419998,134.25,126.510002,130.589996,3003200,122.345497
"712",129.039993,130.130005,123.25,129.410004,7840700,121.239983
"713",129.199997,129.410004,126.43,127.040001,2384300,119.019615
"714",127.400002,127.769997,125.470001,126.800003,1499600,118.794762
"715",126.760002,126.919998,123.800003,124.07,1670900,116.237114
"716",123.720001,124,122.199997,123.330002,1624800,115.543846
"717",123.720001,124.330002,122.25,122.699997,1541200,114.953606
"718",122.339996,122.690002,118.019997,118.68,2692500,111.187393
"719",117.050003,118.43,116.18,116.57,2595700,109.210617
"720",116.559998,117.519997,116.239998,116.660004,2027600,109.29493
"721",116.809998,118.419998,116.010002,116.099998,3393600,108.770287
"722",116.519997,116.82,115.75,116.129997,1971500,108.798386
"723",116.290001,117.220001,115.949997,117.120003,1741700,109.725899
"724",117.610001,118.919998,117.029999,118.870003,1674200,111.365402
"725",118.980003,120.669998,118.980003,120.470001,1621000,112.864388
"726",121.089996,122.099998,120.199997,121.989998,1582100,114.288422
"727",121.949997,122.199997,120.290001,121.339996,1932200,113.679466
"728",120.800003,121.050003,118.870003,119.839996,1511700,112.274162
"729",120.07,120.339996,119.040001,119.599998,1885400,112.049324
"730",120.330002,121.110001,117.809998,118.300003,1759700,110.831398
"731",118.110001,120.82,117.879997,120.620003,2669600,113.004921
"732",120.669998,121.370003,120.389999,121.199997,1320800,113.548309
"733",121,121.559998,120.650002,120.949997,497700,113.314087
"734",120.919998,120.989998,118.910004,119.260002,1774400,111.730789
"735",119.32,119.720001,117.709999,118.099998,1619400,110.64402
"736",117.599998,119.379997,117.550003,119.099998,1129700,111.580887
"737",119.199997,119.610001,116.730003,117.519997,2132400,110.100632
"738",118.150002,119.379997,117.919998,118.370003,1411300,110.896973
"739",118.370003,119.269997,118.050003,118.720001,1228600,111.224876
"740",118.739998,118.919998,117.459999,117.589996,1576800,110.166206
"741",117.940002,118.050003,115.620003,117.019997,1751600,109.632187
"742",116.209999,117,114.550003,114.669998,2054900,108.431297
"743",114.449997,115.18,112.32,113.709999,2847200,107.523521
"744",114,115.860001,113.25,115.489998,1587100,109.20668
"745",115.690002,116.050003,113.580002,113.809998,1300500,107.618088
"746",113.809998,116.639999,113.769997,116.419998,1655000,110.08609
"747",116.099998,119.089996,115.739998,119,2011200,112.525719
"748",120.650002,120.919998,117.529999,118.019997,2730600,111.599037
"749",118.279999,118.769997,116.330002,116.620003,1099500,110.275208
"750",116.970001,117.459999,116.260002,116.739998,486700,110.388672
"751",116.959999,118.110001,116.959999,118.110001,745100,111.684143
"752",118.5,118.800003,117.309998,118.18,580300,111.750336
"753",117.93,118.349998,117.139999,118.309998,694400,111.873253
"754",118.410004,119.779999,118.050003,119.739998,1129600,113.225449
"755",120.010002,120.360001,117.459999,118,1071900,111.580109
"756",117.230003,120.18,117.080002,119.940002,869400,113.414574
"757",119.470001,119.650002,118.050003,118.860001,1151000,112.393326
"758",118.379997,118.529999,116.760002,117.690002,1006400,111.286995
"759",117.839996,118.949997,117.239998,118.709999,2553900,112.251495
"760",118.300003,119.669998,118.07,118.720001,980000,112.260956
"761",119.059998,120.669998,118.449997,120.370003,2048800,113.821175
"762",120.610001,122.199997,119.760002,121.970001,2072100,115.334129
"763",121.970001,122.699997,119.980003,120.75,2408200,114.180519
"764",120.959999,121.919998,120.620003,120.989998,1443700,114.407455
"765",122.849998,123.989998,122.099998,123.669998,2232100,116.94165
"766",123.82,124.779999,123.150002,124.440002,1355000,117.669762
"767",124.43,125.809998,123.800003,125.730003,1286400,118.889572
"768",126.099998,127.169998,125.809998,126.279999,1648000,119.409645
"769",126.120003,127.519997,126.050003,127.110001,1258900,120.194489
"770",127.440002,129.160004,126.970001,128.259995,1916300,121.281914
"771",127.519997,129.470001,127.519997,129.020004,1527000,122.00058
"772",129.130005,130.309998,129.130005,129.820007,1678100,122.757057
"773",130.220001,130.440002,127.5,127.629997,1895900,120.686203
"774",127.209999,128.300003,125.519997,125.739998,1594700,118.899017
"775",125.610001,126.139999,122.400002,122.989998,1923000,116.298645
"776",123.370003,124.510002,122.720001,123.139999,1396000,116.440475
"777",123.639999,125.480003,123.330002,124.989998,1222500,118.189835
"778",125.120003,125.150002,123.459999,123.860001,1748300,117.121315
"779",123.949997,124.339996,123.269997,124.019997,1127800,117.272598
"780",124.190002,124.290001,122.849998,123.279999,922800,116.572853
"781",123.790001,126.110001,123.099998,126.080002,1854200,119.22052
"782",126.440002,127.639999,125.309998,125.519997,1869900,118.690979
"783",125.360001,127.889999,125.290001,127.050003,1829700,120.137756
"784",126.489998,127.699997,126.43,126.529999,1610100,119.646042
"785",125.910004,131.830002,125.199997,131.5,3785900,124.345634
"786",131.539993,133.229996,131.169998,133.199997,3167800,125.953148
"787",133.039993,133.729996,132.050003,132.410004,2250500,125.206139
"788",133.380005,136.360001,132.880005,136.300003,3939700,128.884491
"789",136.529999,138.460007,136.029999,138.130005,3346800,130.614929
"790",136.979996,137.229996,134.669998,135.270004,3314000,127.910522
"791",136.380005,137.179993,132.919998,133.539993,5027100,126.274666
"792",133.5,133.949997,130.320007,130.380005,2665400,123.286575
"793",129.220001,129.360001,122.980003,123.190002,2844900,116.487755
"794",121.129997,121.129997,115.400002,120.110001,5045700,113.575325
"795",120.900002,130.770004,120.610001,130.490005,6312700,123.390617
"796",130.729996,133.220001,127.160004,129.589996,4144400,122.539566
"797",131.690002,135.029999,130.550003,134.979996,2950400,127.636307
"798",132.619995,134.309998,128.050003,129.869995,2408700,122.804314
"799",126.220001,129.130005,124.059998,128.240005,3622100,121.263008
"800",120.489998,123.959999,119,120.669998,2708400,114.104866
"801",124.360001,135.710007,123.410004,134.449997,9935000,127.135132
"802",131,138.199997,129.089996,137,34673400,129.546417
"803",127.989998,130.720001,124.620003,128.369995,9406200,121.385941
"804",133.369995,143.610001,127.629997,143.339996,6545900,135.541489
"805",132.419998,139.619995,127.510002,128.309998,6914100,122.284683
"806",131.679993,139.75,128.940002,138.240005,8061000,131.748383
"807",131.809998,139.669998,128.330002,137.339996,7986500,130.89064
"808",137.199997,137.350006,121.389999,125.269997,4429300,119.387436
"809",125.949997,129.630005,119.010002,121.199997,4732000,115.508553
"810",120.480003,120.480003,105,107.900002,3915400,102.833122
"811",111.550003,118.209999,107.629997,116.720001,4666500,111.238937
"812",116.980003,128.990005,116.980003,121.43,3729600,115.72776
"813",121.809998,134.860001,121.209999,134.130005,3885100,127.831398
"814",130.330002,135.940002,129.639999,132.850006,3703000,126.611481
"815",134.580002,140.979996,134.309998,139.809998,3774600,133.244644
"816",139.169998,139.529999,130.020004,138.910004,3774200,132.386902
"817",132.850006,135.160004,127.120003,134.479996,2542100,128.164932
"818",132.300003,136.279999,131.059998,135.009995,2551500,128.670059
"819",133.960007,137.570007,132.190002,136.490005,2819800,130.080566
"820",141.149994,142.399994,138.960007,139.5,2425800,132.949234
"821",142.850006,144.059998,139.229996,140.5,2359500,133.902252
"822",140.75,147.110001,139.029999,145.809998,2104300,138.962906
"823",146.970001,152.589996,146.630005,148.289993,3032600,141.326431
"824",146.850006,146.979996,140.190002,140.710007,2361200,134.102402
"825",143.960007,147.820007,143.529999,144.880005,3636300,138.076569
"826",142.649994,144.089996,138.850006,140.899994,4310800,134.283463
"827",141.470001,142.880005,139.300003,141.949997,4086300,135.284134
"828",144.899994,149.740005,142.690002,149.199997,1799400,142.19371
"829",147.479996,148,143.190002,143.720001,2077900,136.971024
"830",142.100006,146.160004,140.889999,144.699997,2560700,137.905029
"831",146.960007,150.509995,146.509995,149.179993,2081400,142.174637
"832",148.970001,151.649994,148.240005,148.529999,1927400,141.555176
"833",149.080002,150.419998,147.600006,150.029999,1448200,142.984741
"834",151.929993,155.059998,149.850006,154.229996,1746300,146.987488
"835",156.410004,158.360001,153.539993,154.149994,1656900,146.911255
"836",155.830002,156.600006,148.270004,148.610001,1901400,141.631424
"837",146.490005,150.600006,146.020004,149.490005,3019700,142.470093
"838",146.470001,149.210007,145.5,145.919998,1316900,139.067734
"839",146.440002,147.119995,143.190002,145.770004,1389700,138.924789
"840",145.699997,149.110001,144.5,148,999100,141.050064
"841",149.190002,151.720001,148,149.699997,1107200,142.670212
"842",150.289993,151,147.199997,149.029999,1655600,142.031693
"843",153,153.179993,143,145.059998,2077100,138.248123
"844",143.630005,146.220001,143.339996,144.360001,2087800,137.580994
"845",143.820007,144.199997,132.550003,132.929993,3860300,126.687721
"846",132.699997,136.820007,131.25,133.419998,2474700,127.154716
"847",132,134.440002,130.100006,132.720001,2624100,126.487602
"848",132.410004,132.669998,129.199997,130.770004,3107400,124.62915
"849",134.389999,135.979996,130.119995,131.429993,3194700,125.258171
"850",131.339996,132.600006,130.25,131.410004,2040800,125.239113
"851",133.020004,133.369995,129.809998,132.75,1979200,126.516174
"852",131.839996,132.009995,129.820007,130.75,1886700,124.610085
"853",130.839996,135.860001,130.539993,135.809998,1518100,129.43248
"854",139.419998,139.869995,136.479996,138.339996,1969400,131.843689
"855",140,140,134.789993,139.320007,2158500,132.777664
"856",140.559998,146.210007,139.389999,146.050003,1652500,139.191635
"857",143.130005,144.660004,141.139999,143.559998,2341800,136.818542
"858",143.949997,144.940002,142.369995,142.440002,2024200,135.751144
"859",143.929993,143.929993,138.910004,140,2369100,133.425735
"860",140.660004,141.860001,138.940002,139.490005,1630600,132.939682
"861",138.610001,140.550003,134.020004,136.960007,2804400,130.528473
"862",139.410004,141.949997,136.419998,141.279999,2733700,134.645615
"863",141.419998,142.130005,139.589996,141.600006,1918900,134.950623
"864",141.070007,142.820007,139.809998,141.479996,1980100,134.836227
"865",141.580002,143.490005,138.169998,138.279999,2161700,131.786514
"866",138.220001,138.220001,132.809998,133.929993,3828300,127.64077
"867",135.630005,136.789993,134.149994,136,1703100,130.706619
"868",133.660004,139.759995,133.130005,139.520004,2026500,134.089615
"869",142.5,143.789993,139.25,142.509995,1962800,136.963226
"870",143.070007,146.860001,143.050003,145.5,3594200,139.836853
"871",144.710007,146.100006,141.729996,143.160004,8472200,137.587952
"872",145.449997,145.449997,138.699997,139.850006,5838700,134.406784
"873",139.729996,145.169998,139.160004,142.110001,3014500,136.578812
"874",143.190002,143.990005,140.669998,141.910004,2071500,136.386597
"875",140.600006,141.429993,136.5,140.020004,1721500,134.57016
"876",140.070007,143.169998,139.589996,143.070007,1451400,137.50145
"877",143.490005,146.070007,140.220001,140.589996,6131300,135.11795
"878",142.720001,142.720001,139.509995,140.130005,1440300,134.675888
"879",140.020004,142.509995,139.149994,142.110001,1671400,136.578812
"880",142.770004,148.699997,142.350006,147.389999,1180400,141.65329
"881",149.300003,149.800003,147.770004,148.589996,1296800,142.806564
"882",150,150.490005,147.220001,147.809998,1299900,142.056931
"883",146.490005,148.429993,146.009995,147.490005,1280400,141.749405
"884",148.429993,149.589996,145.639999,147.110001,1133500,141.384186
"885",146.869995,147.990005,144.910004,147.029999,946100,141.307281
"886",147.029999,148.570007,146.889999,147.389999,1727700,141.65329
"887",147.850006,147.929993,142.050003,142.690002,1485200,137.13623
"888",142.990005,147.289993,142.990005,146.779999,1059300,141.067032
"889",148.770004,149.009995,142.979996,144.169998,1788800,138.558624
"890",144.429993,145.139999,140.289993,140.460007,1535700,134.993042
"891",141.100006,144.949997,139.940002,143.75,1112200,138.154968
"892",143.789993,145.979996,143.25,144.240005,1041400,138.625916
"893",146.179993,146.429993,142.380005,143.300003,1152100,137.722488
"894",142.820007,145.149994,142.589996,144.869995,1077400,139.231384
"895",145.360001,146.960007,144.360001,145.789993,1192900,140.115555
"896",145.600006,147.240005,145.130005,146.990005,1104500,141.26886
"897",146.429993,151.119995,145.440002,151.009995,1577900,145.132385
"898",151.179993,154.419998,150.809998,153.970001,1711900,147.977188
"899",154,157.369995,154,157.199997,1531800,151.081467
"900",156.419998,159.419998,156.119995,158.729996,1956700,152.55191
"901",162.130005,165.490005,158.649994,160.539993,4292100,154.291473
