"","DLR.Open","DLR.High","DLR.Low","DLR.Close","DLR.Volume","DLR.Adjusted"
"331",101.709999,104.040001,101.379997,103.5,959400,91.914253
"332",102.510002,108.400002,102.510002,107.800003,1804900,95.732918
"333",107.919998,108.389999,105.169998,105.690002,1502200,93.859116
"334",105.32,105.889999,104.57,105.010002,1463300,93.255241
"335",104.730003,105.919998,104.32,105.339996,1180800,93.548286
"336",105.279999,105.739998,103.669998,104.970001,1222500,93.219719
"337",104.739998,106.629997,104.480003,106.389999,921500,94.480751
"338",106.32,106.910004,105.610001,106.660004,918400,94.720535
"339",106.5,106.5,103.739998,104.540001,1868300,92.837852
"340",104.489998,106.050003,104.199997,105.919998,938300,94.063362
"341",106.589996,108.910004,106.099998,108.349998,1401900,96.221359
"342",108.639999,109.779999,108.480003,108.790001,1325200,96.612091
"343",108.480003,109.260002,107.510002,108.230003,1394300,96.114792
"344",107.580002,107.580002,106.260002,107.230003,1523300,95.226707
"345",107.480003,107.480003,106.220001,106.900002,1043400,94.933655
"346",106.889999,106.919998,105.019997,105.5,1742500,93.690384
"347",105.5,106.970001,104.489998,105.239998,1467000,93.459473
"348",105.599998,106.919998,104.879997,106.589996,837400,94.658363
"349",106.459999,106.739998,105.730003,106.339996,949600,94.436348
"350",106.449997,107.290001,105.889999,106.610001,982200,94.676125
"351",106.879997,107.190002,105.400002,106.290001,816200,94.391945
"352",106.910004,107.349998,106.290001,106.559998,587100,94.631729
"353",106.459999,107.449997,105.639999,107.019997,898000,95.040237
"354",107.010002,108.650002,106.459999,108.019997,982700,95.928291
"355",107.660004,108.029999,106.559998,107.480003,1277100,95.448746
"356",107.510002,108.75,107.160004,108.510002,827500,96.363457
"357",108.959999,108.980003,107.809998,108.860001,757200,96.674263
"358",109,109.68,107.879997,108.209999,883200,96.097046
"359",108.25,108.540001,107.110001,108.360001,673500,96.23024
"360",108.389999,108.730003,106.849998,108.099998,910600,95.999329
"361",108.239998,109.940002,107.919998,109.57,1958200,97.304787
"362",109.300003,110.129997,109.120003,109.290001,1751100,97.056145
"363",109.010002,110.010002,108.120003,108.760002,1824500,96.585449
"364",108.970001,109.279999,105.68,105.809998,1521400,93.965675
"365",105.139999,106.900002,105.099998,106.629997,1147400,95.606491
"366",106.650002,107.779999,106.099998,106.230003,1776200,95.247856
"367",105.809998,106.389999,105.129997,105.940002,700900,94.987831
"368",105.510002,107.230003,105.459999,106.260002,1014900,95.27475
"369",106.239998,108.43,106.239998,106.82,1011500,95.77684
"370",106.940002,108.290001,106.599998,107.260002,664500,96.171356
"371",107.470001,108.239998,106.650002,107.889999,2017700,96.736221
"372",108.169998,108.860001,107.449997,108.050003,1124500,96.879707
"373",108.410004,110.110001,107.790001,109.230003,1169100,97.937698
"374",109.449997,110.169998,109.169998,109.639999,852800,98.305321
"375",109.43,110.510002,108.650002,110.389999,877400,98.977783
"376",109.620003,112.07,109.010002,111.580002,1722000,100.044754
"377",111.809998,112.849998,110.800003,111.93,1356300,100.358566
"378",111.940002,113.330002,111.07,112.489998,941900,100.860664
"379",112.550003,115.440002,112.239998,114.599998,1501000,102.752533
"380",115,116,114.82,115.300003,991000,103.380188
"381",115.410004,115.589996,113.559998,114.480003,1428500,102.644951
"382",114.410004,116.099998,114.360001,115.830002,915700,103.855392
"383",115.779999,116.730003,115.419998,116.239998,880900,104.223
"384",116.540001,117.43,116.139999,116.260002,1020700,104.240921
"385",116.550003,117.050003,115.900002,116.239998,802000,104.223
"386",116.220001,116.220001,114.660004,115.660004,608800,103.702972
"387",116.470001,116.559998,115.160004,115.93,1175500,103.945045
"388",115.480003,116.260002,114.339996,115.269997,1154800,103.353287
"389",114.93,117.300003,114.93,116.68,1273100,104.6175
"390",116.610001,116.650002,115.089996,116,1494300,104.00782
"391",115.959999,116.019997,114.839996,115.830002,1115500,103.855392
"392",115.870003,116.110001,114.870003,115.260002,1644000,103.344307
"393",115.519997,117.150002,115.400002,117.019997,1145500,104.922379
"394",117.910004,117.910004,116.669998,117,1245200,104.904427
"395",118.75,122.529999,118,121.110001,2466300,108.589546
"396",121.139999,121.769997,118.82,120.75,1538300,108.266739
"397",121,121.68,120.550003,121.419998,1293900,108.867493
"398",120.260002,121.779999,119.57,121.529999,1135200,108.96611
"399",121.120003,122.730003,120.849998,121.040001,1207800,108.526779
"400",121.120003,122.989998,120.419998,122.580002,1076200,109.907562
"401",122.550003,123.129997,121.57,122.080002,844200,109.459274
"402",122.25,122.330002,121.300003,122.129997,671100,109.504097
"403",122.449997,123,121.169998,121.540001,945600,108.97509
"404",121.610001,122.889999,121.610001,121.82,1084900,109.226143
"405",121.639999,122.379997,120.620003,120.959999,1029100,108.45504
"406",121,122,121,121.5,803800,108.939217
"407",121.300003,121.879997,120.709999,121.169998,645600,108.643333
"408",120.940002,122.239998,120.639999,121.470001,785600,108.912323
"409",121.470001,122.470001,121.470001,122.370003,579600,109.719284
"410",122.400002,124.110001,122.400002,124.029999,883900,111.207664
"411",124,124.720001,123.349998,123.800003,779000,111.001434
"412",123.519997,123.699997,122.68,122.849998,645900,110.149651
"413",122.849998,122.849998,121.199997,122.029999,670100,109.414436
"414",122.18,123.050003,122.150002,122.32,802400,109.674438
"415",122.260002,124.18,122.260002,123.639999,579900,110.857971
"416",124.040001,124.160004,122.650002,123.209999,720000,110.472427
"417",123.360001,124.32,122.919998,124.300003,699800,111.449753
"418",124.480003,125.099998,123.989998,124.110001,493700,111.279388
"419",124.550003,124.589996,123.18,123.699997,535400,110.911781
"420",123.889999,124.510002,123.599998,124.279999,685900,111.431816
"421",124.150002,125,123.120003,123.470001,1196400,110.705551
"422",122.970001,123.779999,122.400002,123.459999,787400,110.696587
"423",123.75,124.410004,123.279999,124.209999,589400,111.369049
"424",123.860001,124,122.449997,122.650002,813300,109.970322
"425",123.349998,124.160004,123,123.370003,859700,110.615891
"426",123,124.019997,122.690002,123.040001,1075400,110.320015
"427",123.209999,123.610001,122.419998,122.910004,928500,110.203461
"428",122.349998,123.599998,122,122.660004,919800,110.890526
"429",122.43,122.43,121.059998,121.889999,845400,110.194412
"430",121.720001,122.980003,121.510002,122.389999,1012800,110.646423
"431",121.980003,123.129997,121.980003,122.809998,635700,111.026115
"432",123.080002,123.160004,121.480003,121.68,1004100,110.00457
"433",121.629997,122.699997,121.110001,121.839996,1034400,110.1492
"434",121.459999,121.949997,120.82,120.919998,1905200,109.317467
"435",119.510002,119.510002,115.730003,115.919998,2695000,104.797249
"436",112.919998,114.900002,112.800003,113.550003,7784300,102.654648
"437",113.68,113.790001,111.330002,111.519997,2666300,100.819427
"438",111.57,112.279999,111.370003,111.599998,2002200,100.891754
"439",111.650002,112.610001,111.32,112.480003,2010900,101.687325
"440",112.57,112.900002,111.110001,111.300003,1471700,100.620544
"441",111.379997,111.639999,110.720001,111.139999,1344200,100.475899
"442",111.349998,111.580002,108.790001,109.599998,1218400,99.083656
"443",109.139999,109.779999,107.230003,109.519997,1245900,99.01133
"444",109.669998,110.919998,109.57,109.790001,1528700,99.255432
"445",109.650002,111.300003,109.650002,110.75,1291300,100.123306
"446",111.029999,111.75,110.269997,111.709999,1320700,100.991203
"447",111.470001,112.519997,109.849998,109.889999,1370400,99.34584
"448",110.099998,110.099998,106.339996,107.5,2357100,97.18515
"449",108.050003,108.489998,106.879997,107.43,2431300,97.121872
"450",107.040001,108.029999,107.040001,107.279999,1196300,96.986267
"451",107.43,110.510002,107.169998,109.989998,1689500,99.436249
"452",110.309998,111.209999,109.82,110.93,960600,100.286041
