"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"32",138.550003,140.979996,137.089996,139.130005,1578800,139.130005
"33",138.679993,140.190002,138.279999,139.589996,895300,139.589996
"34",139,140.360001,138.740005,139.639999,929400,139.639999
"35",139.259995,139.869995,138.899994,139.020004,999700,139.020004
"36",139.539993,140.800003,138.940002,140.270004,1079800,140.270004
"37",140.199997,143.139999,140,142.889999,1294100,142.889999
"38",143,143.699997,142.309998,142.820007,619900,142.820007
"39",142.270004,143.029999,141.800003,142.259995,709300,142.259995
"40",143.149994,143.149994,141.610001,142.740005,850500,142.740005
"41",142.610001,142.809998,141.850006,141.929993,481700,141.929993
"42",141.830002,142.509995,141.059998,142.289993,643800,142.289993
"43",141.960007,142.809998,141.289993,142.429993,777400,142.429993
"44",142.100006,142.789993,141.509995,142.089996,497700,142.089996
"45",142.100006,142.710007,141.619995,142.110001,562200,142.110001
"46",142.070007,143.270004,141.860001,143.130005,714600,143.130005
"47",143.570007,144.279999,142.889999,143.940002,605000,143.940002
"48",144.080002,144.449997,142.869995,144.240005,678800,144.240005
"49",143.889999,143.899994,142.649994,143.089996,521200,143.089996
"50",143.649994,144.630005,143.070007,144.270004,453300,144.270004
"51",144.300003,145,143.880005,144.179993,560200,144.179993
"52",144.300003,144.429993,143.279999,143.75,639000,143.75
"53",143.990005,144.410004,143.070007,143.639999,768000,143.639999
"54",143.910004,144.389999,141.929993,142.470001,659500,142.470001
"55",142.820007,143.320007,141.649994,142.300003,896000,142.300003
"56",142.380005,143.139999,141.059998,141.5,798400,141.5
"57",141.740005,142.600006,141.479996,142,872400,142
"58",141.350006,142.570007,141.070007,142.529999,835200,142.529999
"59",142.119995,143.110001,141.289993,142.910004,590700,142.910004
"60",142.690002,143.580002,142.460007,143.190002,430200,143.190002
"61",142.300003,144.369995,142.130005,143.979996,430800,143.979996
"62",144,144.229996,143.149994,143.470001,412200,143.470001
"63",142.75,144.699997,142.75,144.550003,763400,144.550003
"64",144.270004,144.509995,143.289993,143.509995,489900,143.509995
"65",144.009995,145.639999,143.279999,143.550003,527000,143.550003
"66",143.699997,144.020004,142.75,144.020004,1375100,144.020004
"67",143.820007,143.979996,142.460007,143.389999,542600,143.389999
"68",143.440002,144.529999,143.210007,143.490005,407100,143.490005
"69",143.119995,143.720001,142.440002,143.339996,510000,143.339996
"70",143.449997,143.639999,142.350006,142.570007,509800,142.570007
"71",142.339996,142.75,141.809998,142.100006,495200,142.100006
"72",142.339996,143.139999,141.919998,142.509995,788300,142.509995
"73",141.809998,142.490005,141.089996,142.190002,511400,142.190002
"74",142.539993,142.910004,141.839996,142.800003,828100,142.800003
"75",143.339996,146.630005,143.339996,145.660004,1184000,145.660004
"76",145.369995,145.419998,143.029999,143.289993,838800,143.289993
"77",144.630005,145.149994,143.880005,144.610001,725900,144.610001
"78",138.869995,140.350006,134.190002,138.889999,2698100,138.889999
"79",138.830002,140.169998,137.699997,138.690002,1272900,138.690002
"80",138.929993,140.089996,138.690002,139.679993,691800,139.679993
"81",139.5,140.460007,139.210007,140.149994,937600,140.149994
"82",140.559998,141.630005,140.440002,141.009995,749600,141.009995
"83",141.970001,142.509995,140.779999,141.070007,811800,141.070007
"84",141.020004,141.240005,140.029999,140.600006,566100,140.600006
"85",140.550003,141.410004,140.190002,140.899994,482700,140.899994
"86",140.990005,142.529999,140.220001,142.380005,716400,142.380005
"87",142.190002,142.869995,141.539993,142.190002,498900,142.190002
"88",142.190002,142.869995,141.970001,142.029999,360300,142.029999
"89",141.559998,142.289993,141.210007,141.699997,697900,141.699997
"90",141.289993,142.429993,140.789993,141.130005,760600,141.130005
"91",140.559998,141.360001,138.309998,139.320007,725200,139.320007
"92",139.399994,141.020004,139.160004,140.529999,594700,140.529999
"93",140.869995,140.869995,137.580002,138.139999,750200,138.139999
"94",138.139999,138.649994,136.610001,137.509995,882700,137.509995
"95",137.639999,139.220001,137.169998,138.259995,712100,138.259995
"96",138.570007,139.679993,137.600006,139.350006,361600,139.350006
"97",139,140.610001,138.869995,140.300003,526500,140.300003
"98",140.690002,141.100006,139.580002,139.699997,603800,139.699997
"99",139.960007,141.020004,139.279999,140.679993,543200,140.679993
"100",140.729996,141.990005,140.410004,141.800003,446500,141.800003
"101",142.100006,142.279999,139.850006,140.100006,571500,140.100006
"102",139.479996,140.529999,138.220001,138.520004,589600,138.520004
"103",138.649994,139.429993,138,139,810900,139
"104",139.679993,142.899994,139,142.070007,929700,142.070007
"105",142.360001,142.899994,141.289993,141.580002,610900,141.580002
"106",141.289993,141.509995,139.520004,139.919998,710700,139.919998
"107",139.690002,139.830002,138.5,139.289993,540600,139.289993
"108",139.589996,140.5,139.320007,140.470001,739400,140.470001
"109",140.470001,140.5,139.509995,139.869995,532500,139.869995
"110",140.070007,140.699997,139.679993,140.610001,497700,140.610001
"111",140.399994,140.770004,137.820007,140.720001,762400,140.720001
"112",140.600006,142.240005,140.550003,141.639999,431600,141.639999
"113",142.25,142.360001,140.389999,141.110001,468600,141.110001
"114",140.830002,141.639999,140.169998,140.399994,552100,140.399994
"115",140.399994,141.160004,140.029999,140.770004,763200,140.770004
"116",140.990005,141.899994,140.470001,141.889999,612600,141.889999
"117",142.270004,146.130005,142.270004,144.449997,1247500,144.449997
"118",144.289993,146.240005,144.289993,146.210007,875900,146.210007
"119",146.110001,152.470001,145.889999,150.339996,1483600,150.339996
"120",150.710007,152.350006,149.449997,151.619995,1824400,151.619995
"121",151.610001,153.929993,151.610001,152.300003,883800,152.300003
"122",151.410004,152.649994,150.300003,150.300003,923700,150.300003
"123",151.289993,153.289993,150.619995,152.970001,801700,152.970001
"124",153.050003,153.619995,151.490005,152.050003,769500,152.050003
"125",152.550003,154.820007,152.550003,154.139999,961500,154.139999
"126",154.139999,154.5,151.600006,151.600006,526200,151.600006
"127",151.970001,153.419998,150.75,153.330002,687400,153.330002
"128",152.539993,152.539993,150.740005,150.990005,590300,150.990005
"129",151.160004,151.699997,150.220001,151.449997,524200,151.449997
"130",151.610001,152.050003,150.610001,151.520004,447600,151.520004
"131",151.259995,151.949997,149.839996,151.470001,319900,151.470001
"132",152.330002,153.300003,152.169998,152.449997,443800,152.449997
"133",152.559998,153.149994,151.729996,152.419998,316000,152.419998
"134",152.419998,153.910004,151.949997,153.300003,413000,153.300003
"135",153.369995,154.270004,153.110001,153.679993,291600,153.679993
"136",153.5,153.559998,152.509995,153.309998,522300,153.309998
"137",153.559998,155.020004,153.389999,155.009995,388800,155.009995
"138",155.270004,157.229996,154.850006,156.119995,677000,156.119995
"139",155.899994,157.110001,154.949997,156.550003,499300,156.550003
"140",156.529999,158.089996,156.360001,157.889999,1046400,157.889999
"141",157.789993,157.789993,154.470001,156.929993,1033700,156.929993
"142",157.190002,164.220001,156.949997,161.169998,1499500,161.169998
"143",161.5,162.330002,159.410004,160.100006,942400,160.100006
"144",159.649994,160.470001,158.539993,160.070007,622900,160.070007
"145",160.229996,160.449997,158.820007,158.910004,686200,158.910004
"146",159.910004,160.919998,159,160.460007,674300,160.460007
"147",160.169998,160.360001,158.639999,159.850006,562800,159.850006
"148",159.910004,161.110001,159.410004,160.559998,673600,160.559998
"149",161,161.149994,158.050003,158.649994,631500,158.649994
"150",158.550003,158.570007,156.690002,158.210007,509400,158.210007
"151",157.830002,158.910004,157.169998,157.429993,452400,157.429993
"152",157.330002,158.259995,156.399994,157.75,423000,157.75
"153",157.259995,157.600006,156.25,156.399994,597000,156.399994
"154",156.520004,157.229996,155.75,156.210007,441400,156.210007
"155",157.429993,157.429993,156.229996,156.5,398000,156.5
"156",156.690002,157.460007,156.330002,156.759995,379700,156.759995
"157",157.020004,157.990005,155.970001,156.440002,524200,156.440002
"158",156.160004,157.070007,154.429993,154.559998,441900,154.559998
"159",154.220001,154.619995,153.5,153.910004,460500,153.910004
"160",154.020004,154.509995,153.300003,153.740005,376000,153.740005
"161",153.740005,155.600006,153.220001,155.399994,448000,155.399994
"162",154.839996,155.559998,152.830002,153.660004,808500,153.660004
"163",153.929993,154.889999,153.330002,154.419998,892800,154.419998
"164",154.919998,156.449997,154.440002,154.770004,729100,154.770004
"165",155.410004,155.940002,153.149994,153.220001,654600,153.220001
"166",152.570007,153.240005,150.710007,152.880005,610300,152.880005
"167",152.669998,154.520004,152.279999,153.839996,598100,153.839996
"168",154.520004,157.050003,154.279999,156.869995,656000,156.869995
"169",157.119995,158.410004,156.479996,157.610001,553500,157.610001
"170",157.320007,157.5,156.259995,157,546500,157
"171",157.860001,158.619995,156.179993,158.479996,597800,158.479996
"172",158.889999,159.279999,157.449997,158.039993,558000,158.039993
"173",157.770004,158.360001,156.899994,157.550003,398300,157.550003
"174",158.880005,159.570007,157.830002,159.210007,769000,159.210007
"175",159.160004,159.160004,157.779999,158.669998,552600,158.669998
"176",159.179993,159.179993,154.949997,155.210007,849600,155.210007
"177",155.029999,155.070007,153.110001,154.089996,756400,154.089996
"178",154.080002,154.479996,152.889999,153.600006,797900,153.600006
"179",153.919998,154.440002,153,153.75,497100,153.75
"180",153.770004,154.309998,152.429993,152.850006,607000,152.850006
"181",152.940002,154.970001,152.279999,154.149994,979400,154.149994
"182",154.449997,154.630005,152.660004,153.889999,597900,153.889999
"183",154.339996,155.470001,153.979996,155.070007,510700,155.070007
"184",149.630005,150.580002,146.679993,150.320007,2110200,150.320007
"185",150.240005,152.690002,149.940002,150.820007,919800,150.820007
"186",150.820007,151.660004,148.880005,149.470001,913800,149.470001
"187",149.259995,149.779999,148.039993,149.75,744000,149.75
"188",149.389999,151.660004,148.949997,150.970001,477600,150.970001
"189",151.110001,152.029999,150.429993,151.380005,592100,151.380005
"190",151.479996,151.949997,150,150.919998,423000,150.919998
"191",150.899994,152.479996,150.690002,152.179993,524300,152.179993
"192",152.369995,152.889999,150.800003,151.679993,457500,151.679993
"193",151.740005,153.5,151.479996,151.649994,420800,151.649994
"194",151.460007,151.800003,148.970001,149.270004,372100,149.270004
"195",149.630005,150.429993,148.850006,149.479996,385700,149.479996
"196",149.309998,150.070007,148.770004,149.279999,709000,149.279999
"197",149.559998,150.630005,148.899994,150.259995,646900,150.259995
"198",150.160004,150.360001,148.850006,149.600006,235800,149.600006
"199",149.580002,150.350006,149.020004,149.669998,352500,149.669998
"200",149.460007,150.470001,148.600006,149.729996,527800,149.729996
"201",149.949997,150.240005,147.529999,147.990005,696700,147.990005
"202",148.289993,152.039993,147.279999,151.320007,1509000,151.320007
"203",151.600006,152.259995,150.809998,151.720001,692000,151.720001
"204",152.240005,152.240005,151.089996,151.770004,537700,151.770004
"205",151.300003,151.869995,149.729996,150.860001,704500,150.860001
"206",150.75,154.770004,150.75,152.710007,1262800,152.710007
"207",153.360001,154.240005,152.009995,153.389999,1266200,153.389999
"208",154.039993,156.440002,153.5,155.399994,910700,155.399994
"209",155.070007,155.399994,152.720001,154.169998,724100,154.169998
"210",153.850006,154.539993,152.089996,153.710007,591600,153.710007
"211",153.630005,154.990005,151.009995,151.309998,656100,151.309998
"212",151.660004,152.410004,150.910004,151.809998,578400,151.809998
"213",152.25,153.889999,152.25,153.740005,462800,153.740005
"214",153.210007,154.589996,151.479996,151.740005,467100,151.740005
"215",152.229996,152.699997,150.330002,152.389999,603600,152.389999
"216",151.869995,153.119995,150,151.789993,482900,151.789993
"217",151.160004,152.139999,149.380005,152.089996,699700,152.089996
"218",151.550003,151.789993,149.839996,150.460007,465700,150.460007
"219",149.75,150.550003,149.490005,149.869995,461800,149.869995
"220",149.679993,150.520004,148.440002,149.910004,592000,149.910004
"221",149.410004,149.850006,148.020004,149.369995,452800,149.369995
"222",150.270004,152,149.729996,151.020004,590600,151.020004
"223",150.440002,151.190002,149.690002,150.360001,468500,150.360001
"224",149.25,151.190002,147.699997,150.720001,1371700,150.720001
"225",151.380005,153.289993,150.880005,152.839996,621300,152.839996
"226",152.820007,153.850006,151.869995,151.910004,554800,151.910004
"227",151.720001,152.25,149.389999,151.089996,389400,151.089996
"228",150.779999,151.669998,150.279999,151.550003,597400,151.550003
"229",151.910004,151.910004,149.940002,151.220001,1120800,151.220001
"230",151.240005,157.320007,150.729996,157.020004,1036400,157.020004
"231",156.979996,159.539993,155.279999,158.270004,1029700,158.270004
"232",158.350006,158.690002,154.949997,156.490005,657900,156.490005
"233",156.619995,160.119995,156.509995,157.910004,811500,157.910004
"234",155.089996,158.479996,154.690002,155.220001,573400,155.220001
"235",155.449997,156.440002,153.410004,155.509995,619600,155.509995
"236",155.449997,156.479996,154.669998,155.259995,371200,155.259995
"237",155.350006,157,155.25,156.259995,672300,156.259995
"238",155.679993,157.539993,155.25,155.789993,527400,155.789993
"239",156.399994,156.910004,155.25,156.020004,481800,156.020004
"240",155.360001,156.770004,154.589996,156.259995,456000,156.259995
"241",156.669998,157.899994,155.600006,155.839996,505500,155.839996
"242",156.529999,159.759995,156.229996,159.059998,1028900,159.059998
"243",159.850006,162.089996,159.669998,161.460007,755200,161.460007
"244",162,164.860001,161.559998,163.949997,656400,163.949997
"245",163.660004,165.179993,162.789993,163.029999,506400,163.029999
"246",163.399994,163.570007,160.729996,161.380005,556300,161.380005
"247",161.020004,161.020004,159.630005,160.720001,297300,160.720001
"248",161.100006,161.820007,160.759995,161.039993,230500,161.039993
"249",161.240005,161.509995,160.059998,160.75,307000,160.75
"250",161.369995,161.369995,159.990005,160.850006,334600,160.850006
"251",161.360001,161.360001,159.490005,159.509995,352700,159.509995
"252",160,162.350006,159.710007,162.300003,475400,162.300003
"253",162.919998,163.389999,162.119995,163.050003,410500,163.050003
"254",163.669998,164.339996,162.410004,162.460007,365500,162.460007
"255",163.479996,166.690002,162.600006,166.479996,851200,166.479996
"256",166.479996,167.070007,164.039993,165.940002,749200,165.940002
"257",166.119995,171.389999,165.809998,170.539993,902900,170.539993
"258",169.809998,171.130005,169.339996,170.470001,573100,170.470001
"259",170.529999,171.25,169.979996,170.279999,472000,170.279999
"260",170.919998,172.380005,170.380005,171.639999,5e+05,171.639999
"261",171.830002,172.429993,170.850006,171,497000,171
"262",171.580002,172.830002,170.929993,172.649994,431800,172.649994
"263",172.479996,174.210007,172.479996,173.110001,414500,173.110001
"264",174.059998,174.789993,173.220001,174.389999,637500,174.389999
"265",174.679993,176.270004,174.169998,176.259995,302500,176.259995
"266",175.649994,176.490005,175.369995,175.779999,426900,175.779999
"267",176.740005,177.800003,174.789993,174.839996,667000,174.839996
"268",175.320007,175.75,174.080002,174.710007,457700,174.710007
"269",174.75,176.800003,174.660004,176.410004,1042400,176.410004
"270",179.509995,181.720001,177.809998,178.110001,570000,178.110001
"271",177.169998,178.149994,174.779999,177.470001,550900,177.470001
"272",177.679993,177.929993,173.559998,174.5,630100,174.5
"273",173.869995,174.610001,171.720001,173.039993,662100,173.039993
"274",171.970001,172.770004,169.580002,169.660004,668500,169.660004
"275",169.720001,170.970001,163.220001,163.220001,903200,163.220001
"276",161.380005,169.960007,160.279999,168.669998,1337900,168.669998
"277",169.210007,174.839996,168.570007,169.660004,891000,169.660004
"278",169.289993,171.009995,165.410004,165.460007,1257600,165.460007
"279",166.770004,169.479996,164.550003,168.080002,937700,168.080002
"280",168.880005,170.449997,166.460007,168.490005,732500,168.490005
"281",167.75,172.050003,167.179993,171.009995,636800,171.009995
"282",170.139999,172.850006,169.740005,172.690002,478400,172.690002
"283",173.429993,174.020004,171.759995,173.960007,571200,173.960007
"284",173.679993,179,172.889999,177.789993,800500,177.789993
"285",177.160004,178.199997,174.149994,174.410004,769700,174.410004
"286",174.419998,176.550003,173.759995,173.759995,429400,173.759995
"287",174.270004,174.929993,170.460007,171.210007,741800,171.210007
"288",172.279999,172.479996,169.779999,172.369995,973200,172.369995
"289",173.639999,175.5,172.529999,174.839996,537000,174.839996
"290",175,176.259995,173.639999,175.339996,668300,175.339996
"291",176.740005,177.970001,172.699997,172.699997,739200,172.699997
"292",172.309998,172.610001,167.820007,170.339996,789500,170.339996
"293",169.580002,173.160004,169.580002,172.229996,324700,172.229996
"294",171.369995,174.380005,170.300003,173.990005,492300,173.990005
"295",174.479996,174.479996,172.070007,172.720001,600900,172.720001
"296",171.440002,173.100006,170.020004,171.449997,894600,171.449997
"297",172.600006,173.119995,171.259995,172.800003,752400,172.800003
"298",173.399994,175.860001,172.25,175.75,977700,175.75
"299",175.5,176.550003,174.940002,175.610001,473800,175.610001
"300",176.619995,176.639999,174.369995,174.649994,708600,174.649994
"301",175.139999,175.779999,173.580002,174.350006,705400,174.350006
"302",174.389999,175.960007,173.729996,173.830002,402700,173.830002
"303",173.850006,174.630005,173.229996,173.830002,595400,173.830002
"304",173.619995,173.619995,169.830002,170.580002,710700,170.580002
"305",170.919998,171.279999,169.910004,170.5,533700,170.5
"306",170.759995,171.550003,169.490005,169.570007,342300,169.570007
"307",168.509995,169.440002,165.479996,165.699997,571800,165.699997
"308",166.399994,166.970001,162.309998,162.490005,880700,162.490005
"309",164.429993,164.940002,161.679993,164.740005,570200,164.740005
"310",165.539993,166.419998,161.690002,162.729996,662900,162.729996
"311",163.210007,164.270004,159.949997,161.529999,851900,161.529999
"312",162.25,163.25,160.639999,161.75,1057700,161.75
"313",162.270004,163.190002,158.25,160.330002,1287600,160.330002
"314",161.440002,164.410004,160.279999,163.470001,897500,163.470001
"315",161.580002,164.210007,161.039993,163.839996,534700,163.839996
"316",164.429993,166.210007,163.809998,165.059998,566700,165.059998
"317",164.179993,164.919998,159.860001,161.649994,688900,161.649994
"318",162.199997,164.979996,161.589996,162.639999,597500,162.639999
"319",164.660004,165.919998,162.910004,165.139999,639600,165.139999
"320",163.479996,165.429993,163.479996,164.169998,479100,164.169998
"321",165.119995,166.490005,164.410004,164.899994,591200,164.899994
"322",165.770004,166.029999,163.550003,164.820007,938900,164.820007
"323",166.020004,167.509995,165.619995,166.5,702600,166.5
"324",167.910004,168,166.139999,166.779999,756800,166.779999
"325",166.75,168.919998,166.75,167.600006,969100,167.600006
"326",167.139999,168.690002,165.789993,168.259995,617900,168.259995
"327",167.979996,168.339996,164.550003,165.169998,695500,165.169998
"328",165.5,166.770004,165.089996,166.619995,662100,166.619995
"329",166.75,168.470001,165.550003,166.080002,827300,166.080002
"330",161.119995,174.039993,161.119995,172.710007,1573900,172.710007
"331",172.809998,174.160004,171.279999,172.479996,1200700,172.479996
"332",172.600006,174.880005,172.139999,174.520004,736100,174.520004
"333",175.369995,175.490005,170.720001,170.75,761500,170.75
"334",172.570007,173.949997,169.779999,170.880005,930000,170.880005
"335",170.809998,171.679993,170.110001,170.940002,588700,170.940002
"336",170.410004,170.490005,166.779999,169.639999,831500,169.639999
"337",168.919998,171.899994,167.350006,171.300003,523900,171.300003
"338",171.479996,172.789993,170.479996,171.110001,470400,171.110001
"339",171.050003,171.529999,169.639999,170,910000,170
"340",170.369995,171.869995,169.259995,171.860001,589800,171.860001
"341",172.610001,174.75,172.320007,174,434700,174
"342",174.160004,176.429993,173.710007,175.940002,559300,175.940002
"343",175.770004,177.630005,175.490005,177.139999,505600,177.139999
"344",176.190002,177.210007,175.360001,175.830002,515700,175.830002
"345",176.339996,177.360001,175.809998,176.869995,519200,176.869995
"346",176.800003,177.600006,175.759995,176.300003,625600,176.300003
"347",176.550003,176.889999,175.169998,176.210007,1220300,176.210007
"348",176.850006,178.589996,176.360001,177.679993,571500,177.679993
"349",178.389999,178.389999,176.460007,176.669998,436000,176.669998
"350",175.910004,176.570007,174.369995,175.570007,674900,175.570007
"351",175.529999,176.039993,174.199997,175.399994,356300,175.399994
"352",177.089996,184.330002,176.960007,182.139999,1513400,182.139999
"353",181.259995,182.229996,177.839996,180.110001,1490200,180.110001
"354",180.679993,183.899994,180.289993,183.080002,728200,183.080002
"355",182.570007,182.570007,180.539993,180.589996,687300,180.589996
"356",181.179993,182.550003,179.160004,182.419998,583000,182.419998
"357",183.639999,183.940002,181.699997,183.050003,538500,183.050003
"358",182.369995,183.229996,180.529999,182.350006,507000,182.350006
"359",182.770004,184.649994,181.350006,184.610001,555700,184.610001
"360",186.660004,187.169998,183.240005,183.960007,579200,183.960007
"361",183.679993,187.259995,183.350006,186.960007,1126600,186.960007
"362",186.789993,190.360001,185.559998,188.949997,652200,188.949997
"363",188.839996,189.889999,187.449997,188.979996,646700,188.979996
"364",189.830002,190.070007,187.300003,187.75,714400,187.75
"365",187.850006,189.110001,187.470001,187.880005,514700,187.880005
"366",187.839996,189.550003,186.710007,189.410004,1032500,189.410004
"367",188.100006,188.720001,184.559998,185.910004,903300,185.910004
"368",184.960007,187.399994,184.389999,187.309998,550400,187.309998
"369",187.009995,187.330002,186.179993,187.169998,685200,187.169998
"370",187.339996,187.639999,186.119995,187.580002,863600,187.580002
"371",187.889999,189.630005,187.440002,189.130005,590500,189.130005
"372",189.089996,190,186.309998,187.509995,755500,187.509995
"373",187.380005,187.699997,182.990005,183.229996,1017700,183.229996
"374",180.050003,180.800003,176.570007,179.389999,1129800,179.389999
"375",178.350006,179.800003,176.179993,179.5,895700,179.5
"376",179.720001,181.699997,178.940002,179.529999,516700,179.529999
"377",178.979996,181.009995,177.619995,180.779999,475800,180.779999
"378",181.119995,182.309998,179.559998,179.910004,354900,179.910004
"379",180.25,181.169998,179.309998,180.789993,535000,180.789993
"380",181.190002,182.179993,180.860001,181.339996,563600,181.339996
"381",182.649994,182.949997,181.559998,182.130005,709100,182.130005
"382",182.710007,184.789993,182.199997,184.5,521000,184.5
"383",183.759995,185.580002,183,184.460007,395000,184.460007
"384",185.220001,186.630005,184.690002,186,444600,186
"385",185.699997,187.570007,185.550003,187.210007,390300,187.210007
"386",187.220001,187.449997,185.800003,186.440002,442100,186.440002
"387",185.470001,186.240005,183.149994,184.850006,623600,184.850006
"388",184.729996,186.710007,184.339996,185.910004,737600,185.910004
"389",185.399994,187.410004,184.289993,186.990005,666900,186.990005
"390",185.759995,188.309998,185.759995,186.940002,465500,186.940002
"391",186.729996,188.649994,185.710007,188.270004,654900,188.270004
"392",185.710007,185.759995,182.710007,184.479996,879100,184.479996
"393",184.479996,184.479996,174.699997,179.660004,2066500,179.660004
"394",178.669998,180.139999,173.929993,174.539993,1928300,174.539993
"395",174.539993,177.979996,173.570007,173.979996,1457300,173.979996
"396",174,175.179993,172.320007,172.589996,1275800,172.589996
"397",172.809998,175.520004,171.630005,175.339996,853200,175.339996
"398",175.550003,177.220001,174.649994,174.860001,564500,174.860001
"399",174.729996,176.649994,174.009995,176.490005,590600,176.490005
"400",176.669998,179.070007,176.669998,178.910004,730600,178.910004
"401",178.220001,179.789993,177.520004,179.350006,596500,179.350006
"402",179.229996,181.5,179.050003,180.119995,932200,180.119995
"403",180.610001,181.25,178.929993,179.830002,576800,179.830002
"404",179.669998,180.910004,179.5,179.940002,442400,179.940002
"405",180.029999,180.919998,179.190002,179.589996,367200,179.589996
"406",179.529999,180.369995,178.889999,179.770004,292400,179.770004
"407",179.770004,181.110001,179.729996,180.589996,242400,180.589996
"408",179.690002,179.690002,177.880005,179.210007,489000,179.210007
"409",179.809998,181.369995,178.639999,178.880005,793300,178.880005
"410",178.860001,182.75,178.860001,182.190002,657100,182.190002
"411",181.929993,182.160004,178.449997,179.020004,592000,179.020004
"412",178.699997,179.529999,176.809998,177.580002,747500,177.580002
"413",177.399994,178.25,176.369995,176.580002,626900,176.580002
"414",176.710007,177.220001,175.589996,175.919998,448100,175.919998
"415",176.300003,176.740005,174.429993,174.699997,856300,174.699997
"416",175,175,173.199997,174.179993,906200,174.179993
"417",174.259995,174.600006,172.809998,174.240005,623500,174.240005
"418",174.520004,175.589996,173.800003,173.940002,471600,173.940002
"419",173.320007,173.800003,172.559998,172.860001,550800,172.860001
"420",172.360001,173.419998,172.009995,172.869995,773500,172.869995
"421",172.550003,172.850006,169.020004,169.149994,739600,169.149994
"422",169.520004,169.559998,168,168.899994,712300,168.899994
"423",169.039993,170.410004,168.929993,169.710007,499100,169.710007
"424",169.710007,170,167.100006,167.669998,608000,167.669998
"425",168.009995,169.809998,167.419998,168.889999,742200,168.889999
"426",168.419998,171.630005,167.830002,170.789993,1195900,170.789993
"427",170.559998,172.259995,169.779999,171.979996,651900,171.979996
"428",171.979996,173.029999,170.860001,172.529999,720400,172.529999
"429",172.740005,173.410004,172.25,172.979996,796400,172.979996
"430",173.220001,173.490005,171.070007,171.309998,520500,171.309998
"431",170.75,172.029999,170.449997,171.320007,644900,171.320007
"432",171.380005,171.889999,170.720001,171.009995,677300,171.009995
"433",171.770004,173.070007,171.259995,172.169998,937400,172.169998
"434",172.570007,173.940002,171.789993,172.080002,886000,172.080002
"435",171.050003,171.729996,168.270004,169.509995,756000,169.509995
"436",170,172.199997,170,170.539993,607200,170.539993
"437",171.130005,172.449997,170.429993,170.850006,430700,170.850006
"438",170.740005,171.830002,170.479996,170.759995,509000,170.759995
"439",170.669998,174.139999,170.559998,173.679993,780000,173.679993
"440",174.229996,174.839996,172.830002,173.419998,757700,173.419998
"441",172.929993,173.759995,172.929993,173.339996,485600,173.339996
"442",173.289993,174.210007,171.759995,171.800003,457500,171.800003
"443",171.580002,171.779999,170.089996,170.470001,402100,170.470001
"444",170.820007,170.820007,168.190002,169.100006,663400,169.100006
"445",168.910004,170.360001,168.009995,170.199997,691400,170.199997
"446",170.149994,172.759995,169.279999,172.279999,811100,172.279999
"447",172.509995,173.490005,170.279999,170.460007,702300,170.460007
"448",170.589996,171.759995,167.399994,168.25,1212000,168.25
"449",169.429993,171.600006,168.460007,169.860001,796000,169.860001
"450",169.039993,171.759995,168.889999,169.529999,535200,169.529999
"451",170.389999,173.970001,170,173.699997,627100,173.699997
"452",173.25,175.169998,173.139999,174.089996,497700,174.089996
"453",174.179993,175.509995,171.779999,172.399994,646600,172.399994
"454",173.559998,176.710007,172.350006,172.600006,1193000,172.600006
