"","FRT.Open","FRT.High","FRT.Low","FRT.Close","FRT.Volume","FRT.Adjusted"
"458",120.910004,123.779999,120.75,123.209999,520600,109.811356
"459",123.260002,123.360001,120.769997,122.519997,514200,109.196381
"460",123.269997,125.830002,123.269997,125.309998,416000,111.682968
"461",125.900002,128.320007,125.120003,126.910004,614900,113.108994
"462",126.910004,126.910004,123.919998,124.050003,988500,110.559998
"463",124.389999,126.120003,122.400002,124.290001,763800,110.773911
"464",124.589996,124.760002,121.239998,122.769997,533300,109.419197
"465",123.209999,126.029999,122.809998,124.870003,364600,111.290825
"466",125.050003,125.5,124.190002,125.139999,207000,111.531456
"467",125.68,126.949997,125.300003,126.910004,285000,113.108994
"468",126.610001,128.160004,126.529999,128.139999,329500,114.205223
"469",128.190002,129.289993,127.620003,128.660004,283800,114.668678
"470",128.800003,129.889999,128.330002,128.460007,215500,114.490433
"471",128.580002,129.169998,127.610001,128.990005,350600,114.962799
"472",129.449997,129.729996,127.970001,128.850006,428400,114.838005
"473",128.380005,128.889999,126.190002,127.370003,325300,113.518967
"474",127.220001,129.050003,126.75,129.009995,329200,114.980614
"475",129.320007,130.210007,128.389999,129.270004,465500,115.212349
"476",128.800003,129.75,128.350006,129.350006,621600,115.283638
"477",129.130005,130.410004,128.059998,129.110001,281700,115.06974
"478",129,129.210007,127.730003,128.440002,112500,114.47261
"479",128.990005,129.429993,128.149994,128.779999,584200,114.775627
"480",128.660004,129.460007,128.320007,129.389999,245000,115.319298
"481",129.199997,131.100006,128.759995,131.059998,525600,116.807693
"482",130.960007,131.389999,129.539993,130.889999,221500,116.656158
"483",131.580002,132.199997,130.759995,132.089996,535500,117.725693
"484",132.440002,133.839996,131.869995,133.770004,649700,119.222984
"485",133.539993,134.110001,131.059998,131.270004,472500,116.994865
"486",130.949997,135.679993,129.800003,135.550003,524900,120.809402
"487",135.300003,135.660004,133.460007,134.020004,420200,119.445801
"488",134.270004,134.270004,131.389999,132.800003,390600,118.358459
"489",133.270004,134.419998,133.089996,133.320007,261900,118.82193
"490",133.529999,134.309998,130.360001,130.389999,547600,116.210556
"491",130.380005,133.100006,130.380005,131.559998,415100,117.253311
"492",130.929993,131.649994,130.229996,130.910004,335900,116.674004
"493",131.350006,131.350006,125.809998,126.489998,1277100,112.734642
"494",127.029999,127.68,124.75,125.370003,556200,111.73645
"495",125.690002,125.690002,122.480003,122.949997,545900,109.579613
"496",122.879997,123.459999,120.830002,121.449997,472600,108.242737
"497",121.75,124.099998,119.559998,119.709999,949400,106.691948
"498",119.830002,119.900002,115.330002,115.330002,400500,102.788261
"499",115.790001,119.839996,115.220001,119.839996,609300,106.807816
"500",118.889999,120.230003,116.510002,120.230003,579200,107.155411
"501",121.050003,121.68,118.68,120.330002,440600,107.244537
"502",119.519997,119.519997,116.370003,118.040001,488100,106.102974
"503",117.050003,119.07,115.089996,115.809998,475700,104.098488
"504",115.809998,118.709999,115.809998,116.589996,621000,104.799599
"505",117.07,118.82,116.879997,117.900002,419900,105.977119
"506",118.139999,120.599998,117.43,119.419998,481000,107.343422
"507",119.849998,122.209999,119.769997,121.970001,460000,109.635529
"508",122.43,122.43,120.519997,121.959999,230000,109.626556
"509",121.43,124.050003,120.849998,123.699997,356000,111.190582
"510",123.660004,125.239998,122.239998,123.410004,544000,110.929924
"511",123.18,123.440002,122.459999,123,425300,110.561378
"512",123.169998,124.400002,121.800003,124.300003,296700,111.729919
"513",124.360001,125.269997,123.379997,125.029999,258400,112.38607
"514",125.089996,125.919998,124.519997,125.599998,337900,112.898438
"515",125.589996,126.330002,124.75,125.910004,474600,113.177101
"516",125.879997,126.410004,125.040001,126.300003,316500,113.527664
"517",126.330002,126.330002,125.370003,126.099998,213500,113.347885
"518",125.959999,127.099998,125.25,126.690002,239600,113.878212
"519",127.349998,128.490005,127,128.460007,315300,115.469231
"520",128.029999,129.75,127.900002,129.490005,410100,116.395065
"521",129.449997,130.410004,129.110001,130.360001,401800,117.177078
"522",130.130005,131.970001,129.820007,131.440002,504400,118.147873
"523",131.139999,132.679993,130.059998,132.570007,745300,119.163582
"524",132.929993,133.960007,129.869995,132.169998,386100,118.804039
"525",131.809998,134.320007,131.440002,134.320007,470700,120.736626
"526",134.210007,134.399994,132.529999,134.229996,333800,120.655701
"527",133.990005,133.990005,132.75,133.419998,239400,119.927635
"528",133.460007,135.820007,132.350006,135.589996,309100,121.878174
"529",135.300003,136.699997,135.169998,136.520004,399500,122.714134
"530",136.449997,136.910004,133.509995,136.479996,371000,122.678185
"531",136.770004,136.770004,134.440002,135.080002,370200,121.419769
"532",134.710007,135.949997,134.639999,135.580002,520400,121.869202
"533",135.399994,136.820007,133.449997,134.220001,622200,120.646729
"534",135.029999,135.550003,133.979996,135.479996,524900,121.779312
"535",135.509995,136.380005,135.089996,135.330002,311800,121.64447
"536",135.110001,135.169998,132.869995,133.630005,409300,120.116409
"537",133.360001,134.690002,132.690002,134.460007,360800,120.862442
"538",134.710007,136.080002,133.940002,135.160004,296600,121.491676
"539",135.320007,135.720001,133.880005,134.220001,273200,120.646729
"540",134.529999,134.529999,133.630005,133.740005,269400,120.215294
"541",133.089996,133.509995,131.899994,133.119995,224400,119.657974
"542",133.100006,134.970001,132.539993,133.589996,501700,120.080452
"543",133.5,133.729996,131.020004,132.460007,353700,119.064735
"544",132.830002,133.279999,131.550003,133.070007,275800,119.613037
"545",133.190002,134.75,132.860001,134.300003,286500,120.718658
"546",134.029999,134.660004,132.75,132.770004,296800,119.343361
"547",132.429993,133.699997,131.940002,132.360001,393600,118.974831
"548",132.229996,133.080002,131.389999,131.830002,386800,118.498421
"549",132.149994,132.929993,130.919998,132.899994,568300,119.460213
"550",133.289993,134.300003,133,134,366900,120.448982
"551",133.259995,134.550003,133,133.860001,258700,121.246056
"552",134.169998,135.210007,132.809998,133.479996,389500,120.901863
"553",133.320007,133.690002,131.940002,132.679993,660600,120.177254
"554",132.720001,133.279999,131.509995,132.389999,664300,119.914566
"555",132.399994,132.5,130.809998,131.279999,334600,118.90918
"556",131.270004,132.520004,130.389999,131.699997,332000,119.289581
"557",131.350006,134.350006,131.330002,134.059998,327500,121.4272
"558",134.460007,136.139999,134.050003,134.520004,374600,121.843864
"559",134.869995,135.740005,134.190002,135.190002,267400,122.450729
"560",135.850006,137.360001,135.720001,137.320007,418900,124.38002
"561",137.039993,138.100006,136.630005,137.039993,445700,124.126389
"562",136.990005,138.860001,136.990005,138.75,319200,125.675262
"563",138.710007,139.289993,137.610001,137.850006,490700,124.860069
"564",137.919998,138.070007,135.919998,137.229996,331400,124.298492
"565",137.070007,138.009995,134.839996,137.610001,317000,124.64267
"566",137.789993,138.5,136.490005,137.380005,429900,124.434364
"567",137.839996,137.839996,136.949997,137.630005,145300,124.660805
"568",138.229996,139.029999,137.419998,138.919998,172000,125.829247
"569",139,139,137.729996,137.910004,170500,124.914413
"570",138.070007,138.169998,136.679993,136.979996,246000,124.072044
"571",137.600006,138.960007,137.350006,138.539993,361900,125.485031
"572",138.649994,138.779999,136.660004,136.929993,285700,124.026756
"573",136.809998,138.149994,135.779999,138.110001,382700,125.095558
"574",138.300003,138.300003,136.259995,136.520004,278400,123.655396
"575",136.389999,136.770004,131.820007,132.490005,315500,120.005142
"576",132.669998,132.669998,130.710007,131.009995,525000,118.664619
"577",131.149994,132.960007,130.919998,132.199997,322200,119.74247
"578",131.660004,131.970001,128.259995,129.589996,389900,117.378418
"579",130.229996,131.559998,129.660004,131.449997,352400,119.063148
"580",132.410004,133.820007,131.360001,133.119995,339800,120.575783
"581",132.509995,134.179993,131.970001,133.720001,273600,121.11924
"582",134.369995,134.630005,133.639999,133.899994,278800,121.282272
"583",133.830002,134.229996,132.539993,132.619995,282800,120.122879
"584",132.979996,134.059998,131.380005,133.850006,534200,121.236992
"585",133.699997,135.320007,133.669998,133.839996,317200,121.227943
"586",134.139999,135.369995,133.490005,134.089996,493700,121.454384
"587",133.800003,135,132.169998,132.960007,444800,120.430862
"588",133.270004,134.419998,132.550003,132.820007,328500,120.304062
"589",132.509995,132.949997,128.990005,129.759995,450800,117.532402
"590",130.289993,132.130005,129.449997,129.520004,419900,117.315018
"591",129.179993,129.979996,128.210007,129.050003,402600,116.889328
"592",128.960007,129.940002,128.190002,129.360001,623700,117.17009
"593",128.699997,129.820007,128.509995,129.190002,1015300,117.016129
"594",129.220001,129.850006,128.449997,128.649994,582200,116.527
"595",128.350006,130.179993,128.220001,130.089996,765000,117.831322
"596",130.100006,131,129.5,130.479996,461200,118.184547
"597",129.669998,131.149994,129.639999,131.110001,871200,118.755188
"598",131.5,131.509995,129.630005,130.190002,545700,117.921898
"599",130.800003,131.830002,130.5,131.809998,511000,119.389229
"600",131.830002,132.229996,131.089996,132.119995,619100,119.670021
"601",132.029999,132.529999,130.789993,132.220001,680400,119.760582
"602",132.570007,133.240005,132.119995,132.449997,371400,119.968941
"603",133.25,133.539993,132.399994,132.589996,1666900,120.095711
"604",132.720001,132.720001,129.619995,129.949997,588700,117.704506
"605",130.309998,131.020004,129.979996,130.630005,298600,118.320419
"606",130.199997,131.789993,129.779999,130.729996,614000,118.410995
"607",131.020004,131.470001,129.550003,130.850006,489000,118.519699
"608",130.809998,131.130005,129.039993,129.679993,552400,117.459938
"609",130.589996,132.869995,129.929993,132.729996,471400,120.222534
"610",133.100006,133.300003,131.330002,132.220001,280900,119.760582
"611",132.970001,133.320007,131.899994,131.899994,240300,119.470741
"612",131.580002,131.690002,130.369995,131.139999,341900,118.782356
"613",131.369995,131.690002,130.029999,130.820007,308100,118.492516
"614",130.679993,131.789993,130.139999,131.289993,479200,118.918221
"615",131.520004,132.970001,131.449997,132.759995,254300,120.249687
"616",133,133.649994,132.779999,133.139999,357000,120.593895
"617",134.190002,135.220001,134.190002,134.899994,317200,122.188057
"618",135.800003,136.220001,133.800003,134.5,339900,121.825752
"619",134.149994,135.75,133.470001,135.389999,399600,122.631882
"620",134.289993,135.110001,133.660004,134.369995,356300,122.631882
"621",134.039993,134.039993,131.360001,133.820007,1003400,122.129936
"622",134.149994,134.149994,131.949997,132.600006,398700,121.016502
"623",132.839996,133.710007,131.229996,131.309998,329400,119.839188
"624",131.320007,131.779999,126.290001,126.5,761600,115.449379
"625",126.75,128.550003,126.75,128.520004,393300,117.292915
"626",128.5,129.389999,128.039993,128.759995,748700,117.511955
"627",129.529999,129.529999,126.110001,128.070007,354800,116.882233
"628",128.410004,130.029999,128,130,275400,118.643631
"629",130.360001,131.830002,130.210007,131.800003,191100,120.286385
"630",130.940002,131.449997,128.949997,130.929993,226700,119.492378
"631",130.910004,131.850006,130.889999,131.75,265600,120.240746
"632",131.720001,132.850006,130.880005,132.690002,343600,121.09864
"633",132.940002,133.559998,131.970001,133.369995,321900,121.719231
"634",133.240005,133.240005,130.869995,131.710007,359400,120.204239
"635",131.710007,132.320007,131.179993,131.350006,206700,119.875702
"636",131.759995,132.369995,130.919998,131.710007,255400,120.204239
"637",131.350006,131.389999,130.220001,131.039993,419600,119.592766
"638",131.369995,131.710007,129.539993,130.509995,265800,119.109077
"639",130.080002,130.729996,128.899994,130.320007,220500,118.935677
"640",130.460007,130.570007,127.779999,127.870003,282300,116.699684
"641",128,128.220001,126.709999,127.339996,298900,116.215981
"642",127.57,130.039993,127.260002,130.020004,266100,118.661888
"643",130.440002,130.699997,129.339996,130.639999,440800,119.227715
"644",130.619995,130.679993,129.559998,130.100006,238700,118.734901
"645",130.080002,131.25,129.419998,130.779999,212400,119.355507
"646",131.160004,132.440002,131.160004,131.949997,220800,120.423279
"647",131.759995,132.899994,130.919998,131.479996,255300,119.994331
"648",131.369995,133.050003,131.149994,132.009995,721600,120.478035
"649",131.710007,132.179993,130.229996,130.589996,356700,119.182083
"650",133.550003,134.110001,131.25,132.279999,569900,120.724457
"651",131.610001,131.860001,126.290001,127.279999,598600,116.161232
"652",127.519997,129.169998,127.410004,128.740005,605900,117.493706
"653",128.25,130.580002,126.989998,129.119995,502200,117.8405
"654",129.410004,131.509995,128.360001,131.479996,369600,119.994331
"655",131.259995,132.529999,130.940002,132.190002,415600,120.642326
"656",132.199997,132.990005,131.630005,132.600006,408400,121.016502
"657",132.830002,133.589996,132.309998,132.940002,350700,121.326797
"658",132.270004,133.070007,129.520004,129.600006,418600,118.27858
"659",130.110001,131.75,129.600006,130.009995,426700,118.652748
"660",130.25,131.289993,129.75,130.649994,649700,119.236824
"661",131.399994,131.559998,130.580002,131.350006,376300,119.875702
"662",131.699997,131.699997,130.309998,130.559998,278500,119.154694
"663",130.960007,131.210007,130.059998,130.929993,325400,119.492378
"664",131.130005,131.710007,129.809998,130.679993,243800,119.264221
"665",130.580002,131.649994,128.279999,128.690002,360400,117.448067
"666",129.830002,130.029999,127.519997,128.779999,317800,117.530197
"667",129.330002,129.779999,126.959999,126.970001,293500,115.878311
"668",126.839996,128.259995,126.839996,128.059998,281200,116.8731
"669",128.729996,130,128.509995,129.509995,325100,118.196434
"670",129.880005,129.960007,128.979996,129.210007,315200,117.92263
"671",128.979996,131.720001,128.860001,131.649994,591400,120.149467
"672",132.169998,133.220001,131.929993,133,498400,121.381569
"673",133.039993,133.509995,132.279999,133.410004,310500,121.755753
"674",133.809998,134.740005,133.369995,134.229996,690800,122.504097
"675",134.119995,134.970001,131.619995,134.929993,580800,123.142937
"676",134.559998,136.179993,134.070007,136.179993,482000,124.283752
"677",135.800003,136.669998,134.559998,136.080002,410200,124.192482
"678",136.899994,136.899994,135.020004,135.759995,393200,123.900459
"679",136.570007,137.139999,134.149994,135.050003,756800,123.25248
"680",135.190002,135.190002,133.740005,134.619995,330700,122.860031
"681",134.910004,135.660004,134.289993,135.660004,336600,123.809189
"682",136.070007,136.070007,134.259995,135.449997,408500,123.617538
"683",135.899994,136.240005,135.020004,135.270004,356700,123.453239
"684",134.669998,134.949997,133.740005,134.25,1755400,123.480865
"685",133.419998,135.580002,132.979996,134.610001,398700,123.811966
"686",134.820007,135.029999,133.960007,134.679993,548700,123.876366
"687",134.410004,135.339996,134.070007,134.449997,469100,123.664803
"688",134.880005,136.610001,134.630005,136.130005,306500,125.210045
"689",136.179993,136.789993,135.410004,136.559998,459800,125.605568
"690",136.330002,137.119995,135.869995,136.139999,367800,125.219254
"691",136.080002,136.610001,133.940002,135.699997,409800,124.814529
"692",135.589996,136.479996,134.669998,135.399994,600400,124.538582
"693",134.889999,136.660004,134.300003,135.25,345300,124.400627
"694",135.160004,135.960007,134.970001,135.929993,288700,125.026093
"695",135.600006,136.419998,135.139999,135.850006,227300,124.952522
"696",135.460007,136.199997,134.229996,134.960007,505800,124.133904
"697",135.649994,135.929993,134.649994,134.800003,434800,123.986717
"698",134.929993,135.449997,134.339996,134.429993,380800,123.6464
"699",134.639999,137.020004,134.419998,136.199997,410300,125.274414
"700",136.160004,136.160004,134.740005,135.990005,235000,125.081291
"701",135.470001,136.520004,135.020004,136.470001,509200,125.522751
"702",136.179993,137.25,135.580002,137.190002,327500,126.185005
"703",137.470001,138.080002,137.169998,137.75,406900,126.700073
"704",137.460007,138.770004,137.210007,138.039993,372900,126.966835
"705",138.050003,139.740005,137.850006,139.720001,335800,128.51207
"706",139.649994,140.559998,139.289993,140.460007,377800,129.192703
"707",140.649994,141.350006,138.850006,140.050003,323400,128.815598
"708",140.210007,140.210007,138.679993,139.520004,291300,128.32811
"709",139.160004,139.279999,138.25,139.039993,266100,127.88662
"710",138.860001,139.369995,138.130005,138.679993,328100,127.555489
"711",138.529999,139.190002,138.429993,138.979996,272000,127.831406
"712",138.979996,141.160004,138.509995,141.160004,377300,129.836563
"713",140.369995,141.320007,134.660004,136.009995,992100,125.099655
"714",134.199997,136.059998,133.289993,135.639999,620800,124.759346
"715",134.529999,134.960007,133.220001,133.850006,394200,123.11293
"716",133.5,134.360001,132.820007,133.649994,425300,122.92897
"717",134.100006,135.490005,133.970001,134.490005,321700,123.701622
"718",133.899994,134.179993,131.899994,132.080002,219800,121.484924
"719",131.699997,132.029999,131.139999,131.479996,191900,120.933044
"720",131.25,131.710007,130.610001,131.369995,214000,120.831879
"721",131.369995,132.300003,129.850006,130.160004,284800,119.718941
"722",130.300003,131.25,130.070007,130.479996,332000,120.013252
"723",130.740005,131.800003,130.179993,131.720001,312900,121.153809
"724",131.960007,132.289993,130.619995,131.860001,362100,121.282578
"725",132.070007,132.449997,131.479996,131.949997,293400,121.365356
"726",132.009995,132.160004,130.479996,131.779999,222400,121.208984
"727",131.679993,131.679993,130.070007,130.960007,299200,120.454773
"728",130.600006,130.600006,129.669998,130.059998,307500,119.626945
"729",130.309998,130.960007,128.869995,130.339996,288600,119.884499
"730",130.270004,131.630005,130.210007,130.369995,308700,119.912086
"731",130.470001,131.789993,130.289993,131.149994,373600,120.629524
"732",131.149994,132.460007,130.630005,132.399994,242900,121.779259
"733",132.75,133.149994,132.009995,132.070007,205000,121.475731
"734",132.080002,132.190002,129.710007,129.759995,368900,119.351021
"735",129.550003,130.899994,129.130005,130.539993,463000,120.068459
"736",129.869995,131.990005,129.820007,130.949997,261200,120.445572
"737",130.710007,131.330002,130.229996,131.169998,349600,120.647911
"738",131.440002,132.149994,131.419998,131.770004,249800,121.199791
"739",132.100006,133.020004,131.130005,132.929993,358300,122.266731
"740",132.710007,132.710007,131,131.619995,332500,121.061821
"741",131.789993,131.789993,129.050003,129.789993,433600,119.378609
"742",129.919998,130.25,127.510002,127.589996,504500,117.355103
"743",127.75,128.360001,126.849998,127.769997,329400,117.520653
"744",128.339996,128.690002,126.720001,128.449997,436200,118.146118
"745",129.139999,129.139999,126.910004,127.160004,438100,116.959602
"746",127.400002,128.75,127.199997,128.179993,451200,117.897758
"747",128.399994,128.869995,127.650002,127.870003,484700,117.612625
"748",128.190002,128.520004,127.080002,127.220001,902100,117.014778
"749",128.070007,128.110001,126.690002,127.040001,333600,116.849213
"750",127.040001,127.519997,126.760002,126.919998,99400,116.738838
"751",127.160004,127.650002,126.800003,127.470001,250400,117.244713
"752",128.110001,128.350006,127.580002,128.149994,196000,117.870171
"753",127.910004,128.839996,127.769997,128.460007,296300,118.155312
"754",127.559998,128.759995,127.220001,128.729996,481500,119.379425
"755",129.520004,129.839996,124.739998,125.279999,417000,116.180023
"756",124.809998,126.330002,124.360001,126.139999,475200,116.977562
"757",126.139999,127.709999,125.57,127.629997,390800,118.359322
"758",126.120003,126.529999,124.43,125.349998,353900,116.244942
"759",125.339996,126.290001,124.919998,125.769997,521000,116.63443
"760",125.540001,125.940002,124.550003,124.790001,351300,115.725624
"761",124.800003,125.980003,124.610001,125.919998,377000,116.773537
"762",125.959999,127.400002,125.610001,126.830002,556500,117.617439
"763",126.739998,127.830002,126.029999,127.669998,349400,118.396431
"764",128.889999,129.589996,127.910004,128.190002,381000,118.878647
"765",128.600006,129.350006,128.089996,129.259995,336500,119.870918
"766",129.210007,130.5,129.080002,129.529999,371200,120.121315
"767",129.899994,131.190002,129.320007,130.880005,363500,121.373268
"768",131.199997,131.559998,130.100006,130.580002,250100,121.095032
"769",130.669998,131.309998,130.130005,131.070007,334000,121.549454
"770",131.149994,131.149994,129.570007,129.809998,226600,120.380981
"771",129,129.399994,127.080002,127.230003,290700,117.98838
"772",127.32,128.380005,127.190002,127.230003,253100,117.98838
"773",127.580002,127.580002,125.940002,126.050003,310400,116.894096
"774",125.620003,126.25,124.400002,125.440002,434300,116.328407
"775",125.269997,125.519997,124.400002,125.019997,1026400,115.938919
"776",125.349998,126.559998,124.760002,125.07,400300,115.985291
"777",125.379997,128.119995,125.190002,127.269997,427800,118.025467
"778",127.519997,128.580002,127.309998,128.100006,411900,118.795197
"779",128.380005,129.389999,127.580002,128.660004,280500,119.314522
"780",128.649994,128.869995,127.529999,128.020004,239700,118.721008
"781",128.720001,129.119995,127,127.970001,532500,118.674637
"782",127.690002,128.410004,123.339996,124,983800,114.992996
"783",123.690002,124.599998,122.5,123.839996,1013800,114.844627
"784",123.760002,125.5,123.760002,124.849998,452500,115.781265
"785",125.18,127.230003,124.970001,127.230003,416300,117.98838
"786",127.230003,128.190002,125.849998,126.879997,486100,117.663803
"787",126.870003,126.870003,125.290001,125.650002,848700,116.523148
"788",125.980003,127.82,125.559998,127.650002,348200,118.377876
"789",127.790001,129.089996,127.5,129,627300,119.629822
"790",127.93,129.190002,127.400002,127.879997,488200,118.591164
"791",127.889999,128,124.059998,124.25,651600,115.224838
"792",124.589996,125.099998,122.769997,122.910004,695000,113.982178
"793",122,122.230003,116.519997,116.919998,826100,108.427269
"794",115.669998,117.290001,112.010002,116.339996,1635700,107.889397
"795",116.93,120,115.480003,119.93,629800,111.218628
"796",119.800003,121.669998,116.379997,117.290001,786700,108.770393
"797",118.690002,122.279999,118.690002,122.07,480400,113.203178
"798",119.779999,120.879997,118.139999,120.830002,405900,112.053261
"799",117.809998,121.690002,117.110001,121.370003,954300,112.554039
"800",114.5,116.379997,112.610001,112.709999,954400,104.523079
"801",115.370003,118.839996,111.510002,118.769997,856100,110.142891
"802",115.419998,116.099998,111.889999,113.330002,847700,105.098045
"803",106.760002,110.150002,104.290001,104.370003,1205200,96.788872
"804",107.5,108.910004,100.139999,105.699997,1433600,99.018417
"805",97.5,97.68,84.959999,85.139999,1455700,79.758072
"806",86.68,92.620003,79.370003,92.160004,1379100,86.334335
"807",85.870003,86.629997,69.43,72.480003,901700,67.898354
"808",71,80.050003,69.410004,75.529999,892000,70.755547
"809",76.5,78.580002,70.919998,71.559998,1151100,67.036499
"810",68.5,70.709999,65.550003,66.669998,1323900,62.455608
"811",69.480003,76.190002,69.080002,76.080002,966300,71.270782
"812",76.43,86.220001,75.330002,78.510002,941300,73.54718
"813",78.43,81.919998,73.550003,78.690002,1083500,73.715813
"814",75.709999,78.760002,74.550003,76.050003,1132800,71.242676
"815",76.360001,77.139999,72.660004,75,1161400,70.259048
"816",74.699997,77.400002,73,74.610001,995800,69.893692
"817",70.730003,71.559998,66.5,69.410004,918200,65.022423
"818",68.529999,70.739998,64.809998,66.400002,1052000,62.202679
"819",66.019997,67.959999,64.68,65.809998,553700,61.649975
"820",71.330002,75.650002,71.07,72.660004,886200,68.066971
"821",77.989998,80.230003,75.089996,75.410004,642700,70.643143
"822",75.870003,80.739998,74.93,80.269997,589400,75.195915
"823",82.879997,87.769997,82.879997,86,894200,80.563713
"824",86,86,82.059998,83.580002,579600,78.296692
"825",85.370003,86.699997,84.080002,84.599998,529600,79.252205
"826",81.150002,81.839996,76.160004,77.959999,898400,73.031944
"827",78.07,78.209999,70.809998,72.839996,1200400,68.235588
"828",75.279999,77.190002,74.760002,75.360001,740600,70.596291
"829",72.910004,74.379997,71.010002,71.580002,861900,67.055237
"830",70,71.610001,69.279999,70.410004,882700,65.959198
"831",70.699997,72,67.800003,67.949997,1111900,63.65469
"832",68.470001,70.959999,67.309998,70.190002,1307400,65.753105
"833",70.809998,71.169998,68.07,69.260002,1127800,64.881897
"834",70.18,73.940002,70.040001,73.419998,966800,68.778915
"835",76.779999,79.599998,76,77.230003,970300,72.348091
"836",80.199997,85.580002,80.080002,84,1084800,78.690132
"837",82.190002,84.410004,80.349998,83.269997,3115000,78.006279
"838",80.349998,80.900002,77.07,78.419998,817400,73.46286
"839",75.900002,77.760002,74.470001,77.540001,819500,72.638489
"840",79.07,80.68,76.970001,77.239998,569300,72.357452
"841",76.910004,77.949997,73.300003,73.309998,1110500,68.67588
"842",75.050003,78.040001,73.5,74.989998,1088200,70.249664
"843",76.279999,79.860001,76.260002,78.120003,716900,73.181831
"844",76.75,77.279999,74.010002,75.25,669900,70.493248
"845",75.629997,75.629997,72.010002,72.550003,1080400,67.963921
"846",71.970001,71.970001,67.669998,68.209999,951000,63.898262
"847",66.919998,70.870003,64.110001,70.019997,1214200,65.593849
"848",69.25,72.589996,67.639999,72.019997,2690500,67.467422
"849",76.489998,80.279999,75.010002,78.82,1110900,73.837578
"850",78.449997,79.349998,76.129997,77.769997,803600,72.853943
"851",78.550003,79.220001,77.389999,79.150002,941100,74.146713
"852",78.830002,81.5,78.699997,79.970001,845100,74.914886
"853",80.019997,80.519997,77.139999,78.489998,542400,73.528435
"854",82.769997,85.809998,82.019997,83.480003,1036500,78.202995
"855",86.269997,86.949997,81.940002,83.790001,829100,78.493416
"856",84.699997,85.029999,79.879997,80.440002,1121200,75.355171
"857",79.830002,81.790001,78.919998,79.910004,2344100,74.858681
"858",80.349998,85.160004,80.349998,84.870003,730900,79.50515
"859",85.900002,89.879997,85.57,88.339996,1267300,82.755791
"860",89.980003,94.870003,89.970001,93.599998,798700,87.683296
"861",93.129997,94.879997,90.809998,94.779999,596100,88.788704
"862",100.910004,103.989998,99.349998,99.959999,760400,93.641273
"863",103.25,105.489998,101.410004,102.540001,993100,96.058167
"864",99.019997,99.699997,97.220001,97.959999,763800,91.767693
"865",97.449997,97.470001,91.870003,94.639999,844600,88.657555
"866",86.900002,90.32,85.849998,87.650002,1403500,82.109406
"867",92.18,92.970001,87.410004,90.470001,673800,84.751152
"868",86.529999,90.849998,85.629997,90.050003,582000,84.357704
"869",94.660004,95.139999,91.449997,92.82,783100,86.952606
"870",92.82,93,88.940002,89.379997,611100,83.730057
"871",88,89.489998,87.150002,88.150002,738200,82.577805
"872",88.010002,88.309998,84.5,84.75,2026800,80.349815
"873",84.489998,85.400002,82.75,84.720001,774400,80.321373
"874",85.720001,86.989998,83.419998,84.919998,620400,80.510986
"875",83.639999,83.639999,79.010002,82.470001,681800,78.188194
"876",81.550003,84.93,81.550003,84.690002,573600,80.292931
"877",83.93,84.68,82,82.769997,933900,78.47261
"878",83.879997,85.330002,81.550003,84.760002,525400,80.359299
"879",85.050003,86.610001,84.25,85.209999,598800,80.785927
"880",85.779999,87.610001,85.449997,87.459999,764400,82.919113
"881",89.699997,90.089996,84.849998,85.540001,337100,81.098808
"882",87.629997,88.029999,85.440002,86.120003,476400,81.648689
"883",84.400002,84.629997,82.260002,82.32,339600,78.045982
"884",82.400002,82.959999,80.220001,80.260002,659600,76.092941
"885",80.300003,80.360001,76.809998,78.870003,702100,74.775101
"886",78.620003,80.860001,78.620003,79.949997,473400,75.799026
"887",80.730003,81.400002,78.790001,80.18,448200,76.01709
"888",80.18,81.029999,77.690002,78,553400,73.950279
"889",80.410004,81.110001,79,80.970001,557000,76.766075
"890",80.160004,80.43,78.669998,79.480003,519300,75.353424
"891",79.68,79.879997,77.860001,78.43,608400,74.357948
"892",77.940002,78.459999,75.040001,75.040001,570000,71.143959
"893",75,76.18,74.099998,74.43,610800,70.56562
"894",74,75.900002,73.339996,75.18,603800,71.27668
"895",74.760002,75.730003,73.110001,73.839996,579000,70.006256
"896",74.230003,74.43,72.739998,72.989998,677600,69.200386
"897",72.550003,74,70.709999,73.629997,1216000,69.807159
"898",73.690002,76.830002,73.099998,76.129997,685500,72.177361
"899",77.07,77.75,74.629997,77.489998,1034900,73.466743
"900",76.199997,77.93,74.400002,77,878900,73.002197
"901",76.639999,76.660004,74.43,76.300003,3247700,72.338531
"902",75.519997,75.93,73.260002,75.669998,713200,71.741241
"903",75.580002,77.43,75.18,76.620003,577900,72.641922
"904",76.980003,77.419998,75.18,76.18,458600,72.224762
"905",75.080002,77.120003,73.830002,76.419998,997200,72.452301
"906",75.660004,78.839996,74.75,78.809998,566400,74.718216
"907",79,81.790001,78.800003,80.230003,464300,76.064491
"908",81.900002,83.309998,81.269997,82.18,689200,77.913239
"909",82.540001,83.620003,81.669998,83.480003,650600,79.145752
"910",82.800003,83.470001,82.129997,82.209999,508700,77.941689
"911",82,83.449997,81.150002,81.879997,307000,77.62883
"912",81.879997,82.790001,81.080002,82.449997,321900,78.16922
"913",82.230003,82.230003,79.559998,80.32,404700,76.149826
"914",80.480003,80.519997,77.980003,78.139999,538900,74.083
