"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"781",142.110001,143.100006,139.830002,143.059998,2893300,129.12587
"782",143.5,144.300003,139.869995,142.080002,3060400,128.241302
"783",141.990005,142.479996,137.979996,139.169998,4957300,125.614761
"784",136.929993,140.039993,136.509995,138.660004,2557100,127.071869
"785",138.860001,139.270004,137.869995,138.919998,1501100,127.31015
"786",138.960007,139.580002,137.850006,139.169998,1594300,127.539261
"787",138.869995,138.869995,135.419998,137.009995,2267800,125.559738
"788",137.020004,140.539993,136.649994,140.529999,2202300,128.785583
"789",139.850006,142.770004,139.850006,142.25,3180200,130.361847
"790",140.389999,141.050003,139.369995,140.779999,3097400,129.014709
"791",140.779999,141.039993,134.809998,135.279999,4040700,123.974358
"792",136.339996,137.369995,132.199997,132.229996,2228300,121.179237
"793",130.039993,132.539993,125.019997,125.800003,3834700,115.286629
"794",123.82,125.889999,119.910004,123.080002,5789400,112.79393
"795",123.449997,127.330002,120.349998,127.220001,3437900,116.587952
"796",127.080002,130.300003,121.139999,122.470001,4913100,112.234909
"797",123.32,124.440002,120.089996,123.489998,3673600,113.169662
"798",121.400002,121.43,117.599998,119.900002,3553600,109.8797
"799",116.959999,119.690002,115.050003,119.059998,3613100,109.109886
"800",112.5,112.529999,103,103.040001,6489400,94.428726
"801",107,112.489998,102.779999,111.440002,6009900,102.126717
"802",108.68,109.550003,100,101.5,5926000,93.017418
"803",92.519997,95.739998,82.760002,83.489998,7611300,76.512543
"804",88.849998,91.269997,81.599998,89.769997,7038700,82.267723
"805",78.879997,78.889999,65.32,65.790001,5743600,60.291782
"806",66.550003,67.470001,53.959999,58.860001,10561600,53.940945
"807",54.5,55.540001,43.52,44.919998,12166900,41.165932
"808",46.310001,59.5,45.5,55.740002,10392200,51.081684
"809",58.970001,63.41,46.16,48.139999,9258400,44.116833
"810",48.5,52.119999,46.049999,50.16,10694900,45.968018
"811",54.450001,57.18,52.560001,54.73,7401800,50.15609
"812",55.720001,69.540001,54.73,62.34,8662200,57.130108
"813",62.689999,65.489998,58.400002,62.099998,8730100,56.910168
"814",60.419998,60.459999,55.700001,58.169998,4837800,53.308601
"815",57.57,58,54.810001,56.27,4848900,51.567394
"816",56.610001,57.32,52.799999,54.860001,6507700,50.27523
"817",50.75,51.330002,46,47.040001,8728800,43.108761
"818",46.119999,48.48,42.25,44.009998,7679000,40.331985
"819",44.209999,47.119999,44.189999,46.720001,6759100,42.815506
"820",50.599998,55.439999,49.959999,54.060001,8207200,49.542088
"821",59,64.339996,59,60.880001,8424900,55.792118
"822",62,65.349998,60.299999,62.91,6692100,57.652473
"823",66,74.169998,65.910004,68.169998,9095600,62.472878
"824",68.599998,68.919998,62.189999,65.300003,4123200,59.842739
"825",66.110001,69.400002,65.68,67.75,5105100,62.087986
"826",63.799999,64.300003,59.799999,61.220001,5168400,56.10371
"827",62.009998,62.34,52.110001,53.099998,8421600,48.662312
"828",58.360001,61.389999,55.509998,56.119999,9279000,51.429928
"829",54.040001,57,52.240002,53.830002,6498400,49.331306
"830",52.23,54.970001,51.799999,53.560001,6130100,49.08387
"831",54.889999,55.150002,51.5,52.459999,5913200,48.075802
"832",52.630001,55.060001,51.41,53.150002,5861000,48.708138
"833",53.380001,53.639999,48.630001,51.490002,10103600,47.186871
"834",52.25,58.07,51.5,57.189999,7038000,52.4105
"835",60.779999,65.660004,58.73,63.330002,15427700,58.037373
"836",66.370003,72.580002,66.309998,68.800003,16205700,63.05024
"837",66.419998,68.639999,63.259998,66.769997,8992000,61.18988
"838",63.5,64.650002,60.59,63.200001,6430000,57.918236
"839",60.400002,63.509998,59.400002,63.009998,3763600,57.744114
"840",64.940002,66.279999,60.09,60.549999,5189500,55.4897
"841",60.689999,61.860001,55.25,55.740002,7686400,51.081684
"842",55.91,58.779999,55.27,57,6753600,52.236385
"843",58.639999,60.5,57.810001,58.02,8335500,53.171139
"844",57.599998,57.669998,54.91,55.080002,9361400,50.476841
"845",60.34,60.540001,54.5,54.540001,16602200,49.981972
"846",53.200001,54.5,49.220001,51.169998,13982300,46.893612
"847",50,53.490002,47.25,51.549999,10654900,47.241856
"848",50.450001,52.139999,49.380001,51.32,7579200,47.031078
"849",54.849998,57.709999,54.779999,56.91,9214700,52.1539
"850",57.259998,58.919998,54.16,56.869999,7025000,52.117249
"851",58.59,59.360001,54.959999,55.669998,7010000,51.017532
"852",55.560001,57.310001,54.599998,56,6061100,51.319954
"853",56.23,56.400002,53.880001,54.59,5301500,50.027786
"854",58,59.52,56.900002,59.25,10442100,54.298347
"855",62.549999,63.299999,59.43,63.189999,9220000,57.909065
"856",63.650002,63.790001,58.860001,59.75,7862000,54.756561
"857",57.68,59.380001,56.360001,57.700001,8489700,52.877884
"858",57.310001,61.799999,56.860001,61.599998,6494900,56.451946
"859",62.990002,64.489998,62.439999,63.450001,7797600,58.147339
"860",65.699997,74.790001,65.5,72.879997,17321700,66.789253
"861",75.120003,77.849998,69.639999,76.730003,17516800,70.317513
"862",83.389999,92.959999,83.360001,88.599998,23237100,81.195511
"863",94.879997,95.559998,89.129997,95.5,15401100,87.518852
"864",88,90.32,83.739998,86.470001,12537800,79.243507
"865",87.559998,87.559998,78,83.010002,15585400,76.07267
"866",71.690002,78.650002,70.400002,71.919998,13082500,65.909477
"867",77.75,78.199997,72.82,75.980003,10647500,69.630188
"868",71.870003,75.860001,70.82,74.389999,9850000,68.173058
"869",80.949997,81.290001,74.589996,75.519997,11006200,69.208626
"870",75.309998,75.349998,71.510002,71.669998,8312400,65.680382
"871",70.010002,72.449997,68.580002,70.959999,8103300,65.029709
"872",72.5,72.510002,67,67.120003,13314800,61.510635
"873",66.349998,68.839996,65.089996,68.550003,6269600,62.821129
"874",69.389999,72.110001,69.379997,70.129997,6921700,64.269073
"875",67.93,68.169998,62.66,65.110001,10487700,59.668606
"876",63.290001,66.629997,63.029999,64.940002,7432000,59.512821
"877",63.84,64.690002,61.450001,61.900002,11016500,56.726879
"878",62.639999,68.18,61.290001,68.129997,9412900,62.436222
"879",71.360001,71.5,67.57,68.379997,10456500,62.665329
"880",69.800003,72.93,69.239998,69.809998,7979600,63.975826
"881",71.809998,72.959999,68.68,68.809998,6470600,63.059391
"882",69.720001,70.589996,67.010002,68.93,6075600,63.169365
"883",67.5,67.660004,65.559998,65.93,5294900,60.42009
"884",66,66.800003,64.379997,65.709999,6884900,60.218464
"885",64.25,64.400002,59.869999,61.02,9286300,57.049072
"886",60.5,64.239998,60.310001,63.98,5824100,59.816452
"887",64.779999,65.139999,62.200001,63.689999,5124300,59.545322
"888",63.080002,63.959999,61.369999,61.93,5240500,57.899857
"889",64.540001,66.720001,63.830002,66.589996,7163100,62.256599
"890",65,65.610001,62.599998,62.900002,5227200,58.80674
"891",62.790001,63.560001,62.080002,62.400002,4932300,58.339272
"892",62.150002,62.389999,60.119999,60.419998,5644400,56.488117
"893",60.98,62.380001,60.389999,60.950001,5207900,56.983631
"894",61.060001,62.139999,60.119999,62.029999,4059700,57.993347
"895",61.02,62.689999,60.610001,61.799999,3274200,57.77832
"896",61.599998,62.279999,60.299999,60.57,3115400,56.628361
"897",60.470001,61.98,59.029999,61.959999,4299800,57.927906
"898",61.57,65.07,61.349998,64.139999,5328400,59.966038
"899",64.589996,65.629997,62.650002,65.589996,3809600,61.321671
"900",63.5,64.599998,62.619999,63.619999,3311300,59.479877
"901",63.310001,63.900002,61.5,62.349998,5134400,58.292522
"902",61.209999,61.790001,59.91,61.029999,4149800,57.058422
"903",61.23,63.630001,61.07,62.990002,4097700,58.890881
"904",63.869999,64.580002,62.27,62.5,3380800,58.432766
"905",62.709999,62.709999,61.189999,61.200001,4865100,57.217361
"906",61.18,62.540001,60.509998,62.189999,6391300,58.142937
"907",65.220001,69.160004,63.82,65.470001,18253800,61.209492
"908",68.160004,70.989998,66.830002,67.150002,13635300,62.78017
"909",67.800003,68.940002,65.620003,67.830002,6873000,63.415905
"910",67.169998,68.25,65.730003,66.019997,5499400,61.723698
"911",65.379997,68.449997,65.169998,68.18,5334300,63.743134
"912",68.349998,68.389999,66.18,68.18,4441600,63.743134
"913",67.370003,67.5,63.880001,65.129997,8189200,60.891617
"914",65.120003,65.639999,63.740002,63.880001,4962300,59.722965
"915",63.330002,65.449997,62.900002,64.870003,4220400,60.648537
"916",64.800003,65.540001,63.900002,64.519997,3014100,60.321312
"917",65.050003,68.519997,63.860001,68.5,5515800,64.042305
"918",69.360001,70.139999,66.519997,68.650002,5053500,64.182549
"919",68.480003,68.610001,65.75,66.309998,4363500,61.99482
"920",66.620003,69.099998,66.620003,67.57,4207400,63.172825
"921",68.099998,69.900002,66.949997,69.839996,3676900,65.295105
"922",69.809998,69.830002,67.440002,67.849998,4089900,63.434616
"923",66.650002,67.879997,65.900002,67.199997,3485200,62.826904
"924",66.639999,68.029999,65.959999,67.839996,3595200,63.425262
"925",68.5,70.980003,66.870003,68,5310100,63.574844
"926",69.5,72.480003,68.839996,70.239998,6858400,65.669075
"927",69.459999,70.75,68.790001,70.050003,3899300,65.491447
"928",69.940002,70.169998,67.959999,68.860001,4332700,64.378883
"929",68.589996,69.830002,66,66.190002,4586200,61.882641
"930",66.440002,66.459999,63.380001,64.150002,5096600,59.975391
"931",65,67.93,64.529999,67.800003,3529100,63.387871
"932",68.029999,71.830002,67.690002,71.07,6836300,66.445068
"933",71.029999,75.199997,70.040001,74.120003,8906800,69.296585
"934",71.470001,74.239998,70.879997,71.879997,4973200,67.202354
"935",71.440002,71.900002,69.589996,69.830002,5821500,65.285759
"936",67.07,67.220001,64.349998,64.870003,7010300,60.648537
"937",65.019997,67.07,64.75,65.110001,6154600,60.872917
"938",65.580002,66.800003,62.720001,62.889999,4440600,58.797386
"939",62.049999,64.160004,59.599998,62.830002,5337500,58.741291
"940",62,63.93,62,63.580002,2601500,59.442486
"941",65.800003,66.540001,64.800003,65.790001,3771800,61.508667
"942",65.330002,65.339996,62.900002,63.990002,3816800,59.825802
"943",64.150002,66.120003,63.700001,64.68,4188200,60.470898
"944",64.839996,66.559998,64.25,66.529999,3426200,62.200508
"945",64.129997,68.5,64.050003,68.199997,5346800,63.761829
"946",68.709999,69.330002,67.419998,68.760002,3688200,64.285393
"947",69.75,72.629997,69.010002,69.980003,6512200,65.426003
"948",70.32,72.160004,69.800003,71.029999,4167200,66.407669
"949",70.830002,71.230003,69.400002,70.07,3721700,66.731468
"950",70.139999,70.349998,67.510002,67.720001,3825400,64.493439
"951",67.639999,68.110001,66.699997,68.019997,3040800,64.779144
"952",66.970001,67.330002,65.470001,65.82,3705400,62.683968
"953",65.889999,66.540001,65.260002,65.720001,2766800,62.588726
"954",64.709999,66.519997,64.589996,65.120003,2900600,62.017319
"955",65.529999,65.699997,64.150002,64.82,3939100,61.731613
"956",65,65.349998,63.84,63.91,3587400,60.864967
"957",64.889999,66.080002,64.43,64.459999,2902200,61.388763
"958",64.120003,65.010002,63.34,64.209999,3137900,61.150669
"959",64.010002,66.540001,63.900002,66.349998,2901400,63.188705
"960",66.75,67.800003,65.919998,66.879997,3194500,63.693455
"961",66.010002,66.099998,63.869999,64.68,3852700,61.598282
"962",64.110001,64.580002,61.950001,61.98,3795000,59.02692
"963",60.27,61.630001,59.349998,60.759998,6595600,57.865044
"964",60.689999,64.110001,60.169998,63.41,5851500,60.388786
"965",62.98,63.619999,60.830002,62.810001,3704500,59.817383
"966",62.959999,64.879997,62.59,64.709999,3666000,61.626846
"967",65.599998,66,64.400002,64.989998,3552600,61.893501
"968",64.900002,64.910004,62.119999,62.279999,4431700,59.312626
"969",62.93,64.099998,62.459999,63.470001,3283400,60.445934
"970",63.5,64.830002,61.639999,61.860001,4872900,58.912643
"971",74.870003,82.5,73.099998,79.099998,24996200,75.33123
"972",76.699997,84.489998,75.309998,78.839996,14440400,75.083611
"973",77.980003,78.5,72.519997,73.410004,6844600,69.912338
"974",71.660004,72.629997,68.010002,69.139999,8143000,65.845779
"975",71.629997,75.150002,70.800003,74.699997,7732900,71.140869
"976",79.949997,82.419998,78.849998,78.959999,13224900,75.197899
"977",77.949997,81.330002,76.980003,78.959999,6171800,75.197899
"978",77.870003,81.040001,76.599998,76.610001,7493300,72.959869
"979",75.989998,81.330002,75.489998,80.629997,16282200,76.788338
"980",80.480003,81.790001,79.260002,81.120003,9733700,77.254982
"981",84.75,86.300003,82.300003,85.410004,10874800,81.340584
"982",88.739998,91.370003,88.419998,88.790001,9742200,84.559547
"983",88.410004,88.879997,86.300003,87.190002,5973300,83.035774
"984",87.959999,88.599998,85.529999,85.550003,2305900,81.473915
"985",85.32,86.900002,82.400002,82.57,6987300,78.635902
"986",84.650002,86.290001,83.889999,84.989998,4869700,80.940598
"987",83.730003,87.989998,82.599998,87.25,4333200,83.092918
"988",87.889999,91.699997,87.290001,89.629997,5490000,85.35952
"989",92.239998,94.360001,90.709999,93.910004,5268500,89.4356
"990",93.699997,93.800003,89,89.370003,6097000,85.111916
"991",89.730003,91.949997,88.5,90.110001,4603100,85.81665
"992",90.620003,92.160004,89.190002,90.839996,4596400,86.511864
"993",89.120003,90.959999,89.080002,90.440002,3046000,86.130928
"994",89.209999,89.93,86.290001,87.900002,4907600,83.711945
"995",90,90.18,86.760002,87.32,4841400,83.159584
"996",88.440002,89.760002,87.220001,89.739998,5295100,85.464279
"997",88.339996,90.300003,88.129997,88.279999,3371600,84.073845
"998",89.190002,89.230003,87.489998,89.029999,3002000,84.788101
"999",88.739998,89.07,84.919998,85.43,6377100,81.359634
"1000",83.949997,84.5,82.25,83.650002,4629100,79.664444
"1001",85.5,85.559998,82.019997,83.720001,4139900,79.731102
"1002",83.339996,85.25,83.209999,83.650002,2768600,80.920982
"1003",84,84.589996,83.050003,84.370003,810700,81.617493
"1004",84.529999,86.150002,84.510002,85.480003,3105000,82.691284
"1005",85.790001,86.57,82.940002,83.290001,2281200,80.572723
"1006",83.209999,85.550003,83.209999,83.970001,2791400,81.230545
"1007",83.519997,85.349998,82.360001,85.279999,2488300,82.497803
