"","FISV.Open","FISV.High","FISV.Low","FISV.Close","FISV.Volume","FISV.Adjusted"
"56",57.869999,58.259998,57.529999,57.924999,1857400,57.924999
"57",58.049999,58.27,57.744999,57.970001,1421200,57.970001
"58",57.615002,57.93,57.41,57.744999,1600800,57.744999
"59",57.689999,58.125,57.41,57.895,2090000,57.895
"60",57.794998,58.044998,57.564999,57.955002,1223600,57.955002
"61",57.755001,58.235001,57.755001,57.965,930600,57.965
"62",57.759998,58.009998,57.645,57.654999,1655400,57.654999
"63",57.75,58.005001,57.474998,57.82,2268800,57.82
"64",57.68,58.049999,57.505001,57.689999,1559000,57.689999
"65",57.84,58.485001,57.68,57.785,1430000,57.785
"66",57.650002,57.994999,57.575001,57.830002,1006600,57.830002
"67",57.945,58.07,57.68,57.91,1464800,57.91
"68",57.724998,58.27,57.645,57.965,1560200,57.965
"69",57.849998,58.130001,57.560001,58.130001,1128400,58.130001
"70",57.764999,58.064999,57.735001,57.895,1294000,57.895
"71",57.994999,58.290001,57.584999,57.595001,1333600,57.595001
"72",57.855,58.244999,57.855,58.224998,1264200,58.224998
"73",58.080002,58.305,58.014999,58.174999,957200,58.174999
"74",58.220001,58.525002,58,58.275002,1229200,58.275002
"75",58.544998,58.994999,58.285,58.895,1197800,58.895
"76",58.849998,59.285,58.700001,59.200001,2042800,59.200001
"77",59.794998,60,59.455002,59.720001,1931600,59.720001
"78",59.985001,60.044998,59.619999,59.810001,1734000,59.810001
"79",59.724998,60.220001,59.584999,59.994999,2162200,59.994999
"80",60.424999,61.455002,59.775002,59.945,2649400,59.945
"81",60.060001,60.060001,59.185001,59.57,1655400,59.57
"82",59.75,59.814999,59.415001,59.544998,1273400,59.544998
"83",59.720001,59.720001,59.145,59.32,1868400,59.32
"84",59.314999,59.32,58.665001,59.23,2265200,59.23
"85",59.314999,60.59,58.875,60.125,2170400,60.125
"86",60.169998,60.205002,59.630001,60,1268600,60
"87",59.990002,60.09,59.705002,59.919998,1238400,59.919998
"88",60,60.099998,59.695,59.865002,1919200,59.865002
"89",59.709999,59.945,59.544998,59.625,1207200,59.625
"90",59.485001,59.950001,59.049999,59.93,1217000,59.93
"91",59.82,59.955002,59.595001,59.889999,1055800,59.889999
"92",59.814999,60.470001,59.814999,60.450001,1457000,60.450001
"93",60.125,60.57,59.744999,59.875,1540200,59.875
"94",59.505001,60.005001,59.365002,59.564999,1761000,59.564999
"95",59.650002,60.185001,59.474998,60.02,1433800,60.02
"96",60.060001,60.555,59.735001,60.34,1767000,60.34
"97",60.375,61.244999,60.34,61.16,1606200,61.16
"98",61.455002,61.584999,61.029999,61.169998,1511600,61.169998
"99",61.134998,61.395,61,61.380001,1186000,61.380001
"100",61.435001,62.400002,61.41,62.259998,1628200,62.259998
"101",62.294998,62.404999,61.935001,62.044998,1102800,62.044998
"102",61.965,62.349998,61.845001,62.264999,1018200,62.264999
"103",62.445,62.665001,62.165001,62.639999,3064200,62.639999
"104",62.695,62.82,62.189999,62.615002,1792000,62.615002
"105",62.799999,62.955002,62.285,62.855,1534800,62.855
"106",63,63.139999,62.525002,62.73,1268800,62.73
"107",62.705002,62.900002,62.154999,62.215,2307600,62.215
"108",62.25,62.580002,61.990002,62.549999,1400400,62.549999
"109",62.485001,62.59,61.419998,61.875,1643200,61.875
"110",61.959999,62.209999,60.974998,61.43,1646200,61.43
"111",61.224998,61.794998,61.130001,61.59,1749400,61.59
"112",61.564999,62.345001,61.404999,62.255001,1328800,62.255001
"113",62.52,62.775002,61.845001,62.310001,1471400,62.310001
"114",61.950001,62.775002,61.685001,62.735001,1282800,62.735001
"115",60.869999,62.794998,60.869999,62.325001,3464800,62.325001
"116",62.529999,62.66,62.325001,62.595001,1556200,62.595001
"117",62.384998,62.974998,62.195,62.310001,1924800,62.310001
"118",62.369999,62.880001,62.154999,62.689999,2306400,62.689999
"119",62.610001,62.810001,61.974998,62.455002,1367200,62.455002
"120",62.485001,62.73,62.32,62.400002,2779400,62.400002
"121",62.529999,63.549999,62.07,62.165001,1292400,62.165001
"122",61.93,62.040001,61.404999,61.424999,1336200,61.424999
"123",61.580002,62.125,61.150002,62.029999,1563800,62.029999
"124",61.810001,61.82,60.185001,60.805,2319000,60.805
"125",61.07,61.384998,60.685001,61.169998,2035600,61.169998
"126",61.380001,61.740002,60.619999,60.654999,923000,60.654999
"127",60.744999,61.360001,60.639999,61.174999,1739000,61.174999
"128",60.805,61.049999,60.365002,60.895,1668800,60.895
"129",61,61.735001,61,61.384998,1408800,61.384998
"130",61.445,61.549999,61.235001,61.400002,1013200,61.400002
"131",61.369999,61.445,60.884998,61.014999,2213800,61.014999
"132",61.389999,61.77,61.345001,61.720001,1288800,61.720001
"133",61.73,61.965,61.439999,61.634998,1419200,61.634998
"134",61.834999,61.93,61.654999,61.805,1028600,61.805
"135",62.035,62.75,61.994999,62.625,1673600,62.625
"136",62.560001,62.720001,62.240002,62.529999,1289200,62.529999
"137",62.705002,63.014999,62.5,62.880001,1117000,62.880001
"138",62.915001,63.240002,62.73,63.115002,1021400,63.115002
"139",62.889999,63.630001,62.889999,63.355,1172000,63.355
"140",63.255001,63.465,62.974998,63.240002,1535200,63.240002
"141",63.25,63.595001,63.035,63.195,797600,63.195
"142",63.314999,63.605,63.174999,63.505001,747400,63.505001
"143",63.445,63.73,63.18,63.485001,1246000,63.485001
"144",63.32,63.650002,62.904999,63.115002,923200,63.115002
"145",63.41,64.285004,63.314999,64.25,2789200,64.25
"146",64.285004,64.675003,64.029999,64.635002,2220800,64.635002
"147",62.27,64.425003,61.959999,61.985001,4454800,61.985001
"148",62.084999,62.235001,61.389999,61.985001,2251800,61.985001
"149",62.200001,62.200001,61.43,61.540001,1943400,61.540001
"150",61.544998,62.134998,61.445,62.040001,1626000,62.040001
"151",61.724998,62.060001,61.654999,61.790001,1020600,61.790001
"152",61.634998,61.825001,61.32,61.650002,1097000,61.650002
"153",61.305,61.790001,61.134998,61.244999,1286600,61.244999
"154",61.439999,61.715,61.369999,61.419998,898800,61.419998
"155",61.485001,62.134998,61.485001,62.025002,1137400,62.025002
"156",62.014999,62.459999,61.875,62.349998,1114400,62.349998
"157",62.490002,62.735001,61.990002,62.415001,1218200,62.415001
"158",62.049999,62.169998,60.5,60.544998,2350600,60.544998
"159",60.470001,60.860001,59.849998,60.18,1857800,60.18
"160",60.32,60.575001,60.044998,60.384998,1649800,60.384998
"161",60.575001,61.380001,60.509998,61.310001,1274400,61.310001
"162",61.110001,61.244999,60.764999,61.075001,973600,61.075001
"163",61.025002,61.150002,60.669998,60.755001,897400,60.755001
"164",60.994999,61.470001,60.834999,61.16,1739600,61.16
"165",61.330002,61.549999,61.25,61.415001,891600,61.415001
"166",61.095001,61.595001,61.084999,61.509998,1152400,61.509998
"167",61.52,61.855,61.32,61.605,1145800,61.605
"168",61.869999,62.025002,61.615002,61.855,1689000,61.855
"169",62.095001,62.310001,61.330002,61.5,955800,61.5
"170",61.290001,61.355,60.66,60.93,1737200,60.93
"171",61.185001,61.330002,60.584999,61.205002,2338400,61.205002
"172",61.465,61.785,61.084999,61.415001,1207200,61.415001
"173",61.334999,61.73,61.014999,61.330002,1417400,61.330002
"174",61.700001,62.235001,61.400002,62.16,1179400,62.16
"175",62.154999,62.490002,61.959999,62.290001,1050000,62.290001
"176",62.029999,62.169998,61.794998,61.994999,977800,61.994999
"177",61.799999,62.049999,61.580002,61.775002,1304800,61.775002
"178",61.810001,62.154999,61.509998,62.025002,2969000,62.025002
"179",61.955002,62.785,61.884998,62.764999,1524400,62.764999
"180",62.825001,63.130001,62.514999,62.584999,1133000,62.584999
"181",62.705002,62.919998,62.195,62.549999,1041000,62.549999
"182",62.544998,62.634998,62.145,62.380001,1167400,62.380001
"183",62.279999,63.145,62.235001,63.115002,1639000,63.115002
"184",62.895,63.575001,62.75,63.555,2289800,63.555
"185",63.805,63.955002,63.5,63.740002,1895600,63.740002
"186",63.994999,64.315002,63.93,64.18,1809400,64.18
"187",63.875,64.32,63.834999,64.105003,1888200,64.105003
"188",64.059998,64.805,63.935001,64.480003,2444000,64.480003
"189",64.610001,64.904999,64.165001,64.434998,1349400,64.434998
"190",64.574997,64.760002,64.379997,64.415001,1093400,64.415001
"191",64.294998,64.385002,63.84,64.290001,967000,64.290001
"192",64.480003,64.620003,64.074997,64.455002,1383000,64.455002
"193",64.449997,64.449997,63.584999,63.740002,2666400,63.740002
"194",63.779999,63.93,63.605,63.755001,1903200,63.755001
"195",63.970001,64.324997,63.865002,63.935001,1401600,63.935001
"196",63.855,63.965,63.224998,63.369999,1669200,63.369999
"197",63.365002,63.794998,63.349998,63.584999,2821400,63.584999
"198",63.384998,64,63.384998,63.540001,1405400,63.540001
"199",63.52,63.75,63.375,63.599998,1252000,63.599998
"200",63.540001,63.705002,63.154999,63.314999,931200,63.314999
"201",63.25,63.755001,63.25,63.535,1193600,63.535
"202",63.474998,63.884998,63.32,63.775002,957200,63.775002
"203",64.065002,64.290001,63.904999,64.220001,1181400,64.220001
"204",64.345001,64.599998,63.915001,63.994999,1348400,63.994999
"205",64,64.235001,63.57,63.695,1933600,63.695
"206",63.445,64.300003,63.32,64.105003,2131000,64.105003
"207",64.540001,64.754997,64.279999,64.470001,930400,64.470001
"208",64.355003,65.099998,64.245003,65.089996,1617200,65.089996
"209",65.025002,65.089996,64.360001,64.724998,1909600,64.724998
"210",64.595001,64.849998,64.254997,64.714996,2634600,64.714996
"211",62,62.895,60.189999,62.759998,10332000,62.759998
"212",62.810001,63.59,62.674999,63.290001,3104600,63.290001
"213",63.23,63.549999,63.07,63.514999,2077200,63.514999
"214",63.48,63.904999,63.294998,63.884998,2456800,63.884998
"215",63.869999,63.965,63.169998,63.485001,1943200,63.485001
"216",63.380001,64.555,63.264999,64.410004,1401000,64.410004
"217",64.059998,64.580002,63.709999,64.440002,1847200,64.440002
"218",64.269997,64.269997,63.790001,64,965400,64
"219",63.985001,64.285004,63.689999,64.080002,1387000,64.080002
"220",63.900002,64.925003,63.759998,64.864998,1428600,64.864998
"221",64.764999,64.915001,64,64.260002,1989200,64.260002
"222",64.455002,65.050003,64.360001,64.769997,1337000,64.769997
"223",64.720001,64.739998,63.959999,64.195,1611000,64.195
"224",64.120003,64.410004,63.889999,64.160004,1371400,64.160004
"225",64.355003,64.375,63.895,64.135002,1581000,64.135002
"226",64.144997,64.32,63.764999,63.855,1376000,63.855
"227",63.794998,64.125,63.650002,64.065002,681000,64.065002
"228",64.190002,64.315002,63.834999,64.080002,1191200,64.080002
"229",64.055,64.285004,63.880001,64.205002,2188800,64.205002
"230",64.184998,64.495003,63.794998,64.360001,1915800,64.360001
"231",64.555,65.925003,64.555,65.724998,3568000,65.724998
"232",65.25,65.904999,64.095001,65.205002,2301000,65.205002
"233",65.695,66.555,65.464996,66.120003,2270000,66.120003
"234",66.120003,66.285004,65.309998,65.440002,1550200,65.440002
"235",65.57,65.754997,65.004997,65.279999,1658200,65.279999
"236",65.154999,65.699997,65.010002,65.599998,1431200,65.599998
"237",65.945,66.059998,65.635002,65.860001,1142400,65.860001
"238",65.699997,65.915001,65.565002,65.915001,1514400,65.915001
"239",66,66.160004,65.544998,65.599998,1252000,65.599998
"240",65.730003,66.035004,65.139999,65.404999,1732000,65.404999
"241",65.370003,65.5,64.919998,64.949997,1519400,64.949997
"242",65.480003,66.139999,64.705002,65.980003,3525600,65.980003
"243",66.160004,66.68,66.055,66.169998,1495000,66.169998
"244",66.264999,66.449997,65.709999,66.080002,1207400,66.080002
"245",66.385002,66.385002,65.779999,65.794998,1263200,65.794998
"246",65.934998,66.135002,65.239998,65.315002,1123000,65.315002
"247",65.184998,65.489998,65.095001,65.160004,819400,65.160004
"248",65.199997,65.775002,65.019997,65.699997,876000,65.699997
"249",65.614998,65.824997,65.514999,65.745003,1353600,65.745003
"250",65.949997,66.050003,65.580002,65.995003,1158000,65.995003
"251",65.934998,66.239998,65.535004,65.565002,1182800,65.565002
"252",65.980003,65.985001,64.910004,65.175003,1546400,65.175003
"253",65.285004,65.995003,65.245003,65.705002,1273400,65.705002
"254",65.894997,66.699997,65.894997,66.629997,1496000,66.629997
"255",66.82,67.495003,66.434998,67.290001,1625200,67.290001
"256",67.205002,67.639999,66.985001,67.425003,1457400,67.425003
"257",67.425003,68.370003,67.214996,68.144997,1663400,68.144997
"258",68.025002,68.690002,67.625,68.504997,2211800,68.504997
"259",68.440002,68.955002,68.190002,68.915001,1579600,68.915001
"260",68.900002,69.035004,68.535004,68.610001,1528200,68.610001
"261",68.860001,69.279999,68.669998,68.754997,1848400,68.754997
"262",69.360001,69.625,69.050003,69.125,3045800,69.125
"263",69.154999,69.285004,68.769997,68.970001,1528800,68.970001
"264",68.794998,69.345001,68.550003,69.055,1638200,69.055
"265",69.114998,70.099998,69.050003,70.095001,1503000,70.095001
"266",69.584999,70.540001,69.474998,70.195,1574200,70.195
"267",70.495003,70.639999,69.955002,70.07,1750200,70.07
"268",70.290001,70.574997,69.815002,70.400002,1331000,70.400002
"269",70.764999,71.404999,70.239998,71.290001,1485600,71.290001
"270",71.150002,71.995003,71.004997,71.514999,2438800,71.514999
"271",71.584999,72.099998,71.245003,71.269997,2970400,71.269997
"272",71.220001,71.220001,70.065002,70.419998,2968600,70.419998
"273",70.339996,70.934998,69.724998,70.050003,2108400,70.050003
"274",69.709999,69.989998,68.709999,68.775002,2321200,68.775002
"275",68.849998,69.290001,65.004997,65.055,4263200,65.055
"276",64.144997,65.595001,62.759998,65.375,5878400,65.375
"277",64.889999,65.495003,64.285004,64.584999,4752200,64.584999
"278",71.074997,71.080002,66.379997,66.525002,7270600,66.525002
"279",67.400002,69.220001,66.885002,68.730003,5312600,68.730003
"280",69.065002,70.315002,68.900002,69.32,3665600,69.32
"281",68.904999,69.769997,68.245003,69.514999,1628800,69.514999
"282",69.254997,69.555,68.580002,69.199997,2616600,69.199997
"283",69.550003,70.245003,68.940002,70.224998,2041400,70.224998
"284",70.25,71.709999,70.230003,71.360001,2467400,71.360001
"285",70.925003,71.709999,70.644997,70.855003,2348400,70.855003
"286",71.285004,71.489998,69.855003,69.894997,2115400,69.894997
"287",70.084999,71.400002,70.084999,71.055,1809400,71.055
"288",71.5,73.129997,71.309998,73.095001,2910800,73.095001
"289",73.434998,73.68,72.489998,72.68,2279600,72.68
"290",72.870003,73.714996,72.055,72.105003,3182800,72.105003
"291",72.550003,73.004997,71.690002,71.695,3066800,71.695
"292",71.925003,72.294998,70.485001,70.934998,3111800,70.934998
"293",70.654999,72.169998,70.330002,71.989998,2693200,71.989998
"294",71.404999,72.629997,71.195,72.464996,1933000,72.464996
"295",72.495003,72.559998,71.794998,72.110001,2003200,72.110001
"296",71.834999,72.695,71.830002,72.529999,1562200,72.529999
"297",72.730003,73.400002,72.730003,73.050003,1277000,73.050003
"298",73.43,74.209999,73.214996,74.114998,2001000,74.114998
"299",74.264999,74.324997,73.675003,73.82,2093800,73.82
"300",73.915001,74.245003,73.290001,73.75,3951200,73.75
"301",73.970001,74.169998,73.410004,73.794998,3121800,73.794998
"302",73.730003,74.355003,73.565002,73.834999,1692800,73.834999
"303",74.010002,74.455002,73.635002,74.220001,3003000,74.220001
"304",73.900002,74.195,72.855003,73.620003,1482000,73.620003
"305",73.709999,73.989998,72.860001,73.459999,1756900,73.459999
"306",73.629997,74.300003,73.019997,73.169998,2060800,73.169998
"307",72.860001,72.989998,71.25,71.339996,1579100,71.339996
"308",71.290001,71.540001,70,70.010002,2029700,70.010002
"309",70.980003,71.540001,70.07,71.279999,1941300,71.279999
"310",71.699997,71.919998,69.769997,70.279999,1779600,70.279999
"311",70.43,71.410004,70.059998,70.739998,2524100,70.739998
"312",71.25,71.900002,70.160004,71.309998,1586000,71.309998
"313",71.040001,71.550003,69.68,70.540001,2350100,70.540001
"314",70.639999,71.410004,70.139999,70.970001,1920900,70.970001
"315",70.300003,71.440002,69.800003,71.129997,2663300,71.129997
"316",71.68,71.919998,70.93,71.239998,1462000,71.239998
"317",70.559998,71.269997,69.669998,69.839996,1434100,69.839996
"318",70.099998,71.190002,70.019997,70.129997,1424500,70.129997
"319",70.860001,71.559998,70.699997,71.129997,1691000,71.129997
"320",70.550003,71.349998,70.440002,70.849998,1167600,70.849998
"321",71.110001,71.339996,70.730003,70.980003,1259000,70.980003
"322",71.160004,71.370003,70.599998,70.900002,1304500,70.900002
"323",71.489998,71.900002,71.150002,71.589996,1091500,71.589996
"324",72.160004,72.620003,71.800003,72.290001,1724700,72.290001
"325",72.470001,72.489998,71.839996,72.120003,1150700,72.120003
"326",71.949997,72.370003,71.529999,71.75,958200,71.75
"327",71.68,72.110001,71,71.339996,1212100,71.339996
"328",71.419998,71.739998,70.879997,71.089996,805700,71.089996
"329",71.519997,71.699997,70.449997,70.900002,1625900,70.900002
"330",70.809998,70.93,69.660004,70.160004,1393800,70.160004
"331",70.400002,71.720001,70.32,71.32,1345100,71.32
"332",71.120003,71.910004,70.970001,71.470001,1547100,71.470001
"333",71.510002,72.150002,70.82,70.860001,2548400,70.860001
"334",70.849998,71.830002,70.830002,71.629997,2547600,71.629997
"335",71,71.559998,68.860001,69.029999,3623300,69.029999
"336",68.660004,69.419998,68.43,68.989998,2346800,68.989998
"337",68.620003,69.970001,68.449997,69.720001,2127300,69.720001
"338",69.830002,70.519997,69.779999,70.410004,1786800,70.410004
"339",69.949997,71.199997,69.309998,70.410004,2007600,70.410004
"340",70.540001,71.800003,70.209999,71.489998,1457300,71.489998
"341",71.790001,72.550003,71.5,72.410004,956100,72.410004
"342",72.440002,72.889999,72.25,72.790001,1518600,72.790001
"343",72.720001,73.190002,72.309998,72.419998,1205500,72.419998
"344",72.050003,72.199997,71.580002,72.089996,1473600,72.089996
"345",72.260002,72.599998,72.010002,72.279999,1278800,72.279999
"346",72.260002,72.610001,71.900002,72.5,1511500,72.5
"347",72.739998,73.239998,72.5,72.980003,1462000,72.980003
"348",73.07,73.559998,73,73.25,1559500,73.25
"349",73.43,73.43,71.540001,71.660004,2409300,71.660004
"350",71.110001,71.870003,70.730003,71.870003,1600900,71.870003
"351",71.860001,72.07,71.25,71.68,1836500,71.68
"352",71.68,71.959999,71.610001,71.769997,1003700,71.769997
"353",71.339996,71.709999,70.779999,71.629997,1920400,71.629997
"354",71.949997,73.010002,71.589996,72.75,1675700,72.75
"355",72.709999,73.239998,72.480003,72.599998,2077200,72.599998
"356",73.010002,73.57,72.120003,73.330002,1230500,73.330002
"357",73.43,74.610001,73.339996,74.260002,1194200,74.260002
"358",74.279999,74.849998,74.160004,74.68,1943300,74.68
"359",74.900002,76.07,74.900002,76.059998,2636500,76.059998
"360",76,76.139999,74.540001,75.07,2462000,75.07
"361",75.110001,75.529999,74.75,75.470001,1141500,75.470001
"362",75.349998,75.5,75.010002,75.129997,1188100,75.129997
"363",75.050003,75.949997,74.720001,75.849998,1487100,75.849998
"364",75.809998,76.760002,75.599998,75.849998,1920800,75.849998
"365",76.169998,76.980003,75.93,76.43,2083400,76.43
"366",76.620003,76.690002,75.849998,76.489998,3351100,76.489998
"367",76,76.419998,75.480003,76.220001,1462500,76.220001
"368",75.809998,76.220001,75.550003,76.160004,1496300,76.160004
"369",76.360001,76.75,76.139999,76.209999,1723900,76.209999
"370",74.860001,76.379997,74.860001,75.779999,1346800,75.779999
"371",76.010002,76.300003,75.360001,75.57,2988000,75.57
"372",75.540001,75.550003,74.110001,74.379997,1578100,74.379997
"373",74.660004,74.779999,73.989998,74.18,1528200,74.18
"374",74.239998,74.589996,73.190002,73.260002,1877600,73.260002
"375",73.309998,74.050003,73.220001,73.93,1276300,73.93
"376",74.019997,74.629997,73.889999,74.089996,1410400,74.089996
"377",73.699997,74.760002,73.540001,74.739998,1408800,74.739998
"378",74.959999,75.099998,74.330002,74.419998,597400,74.419998
"379",74.720001,75.190002,74.010002,75.029999,1238300,75.029999
"380",75.220001,75.669998,74.949997,75.489998,1282900,75.489998
"381",75.5,76.279999,75.5,75.82,1228300,75.82
"382",76.099998,76.230003,75.580002,75.959999,1617300,75.959999
"383",75.779999,76.910004,75.68,76.459999,1392700,76.459999
"384",76.809998,77.57,76.809998,77.550003,1365700,77.550003
"385",77.459999,77.730003,77.18,77.449997,1104000,77.449997
"386",77.489998,77.769997,76.650002,76.870003,979300,76.870003
"387",76.43,77.349998,76.43,77.150002,1582500,77.150002
"388",77.239998,77.43,76.849998,77.239998,1192700,77.239998
"389",77.230003,77.559998,76.879997,77.43,983500,77.43
"390",77.279999,77.779999,76.629997,77.349998,1500200,77.349998
"391",77.050003,77.5,76.800003,77.389999,1035100,77.389999
"392",77.5,77.739998,76.660004,77.18,1682800,77.18
"393",77.349998,77.690002,77.089996,77.610001,2042800,77.610001
"394",77.790001,78.209999,77.089996,77.220001,1597700,77.220001
"395",77.339996,77.599998,75.830002,76.120003,1088900,76.120003
"396",75.910004,76.059998,74.339996,74.459999,1586500,74.459999
"397",75.059998,76.82,74.510002,75.480003,2506900,75.480003
"398",75.480003,76.540001,73.870003,74.739998,2311100,74.739998
"399",74.260002,75.260002,73.839996,75.190002,2061100,75.190002
"400",75.339996,76.300003,74.970001,76.25,1623600,76.25
"401",76.260002,76.959999,76.110001,76.900002,1484900,76.900002
"402",76.68,77.410004,76.529999,77.050003,1569000,77.050003
"403",77.18,77.82,77,77.580002,1348400,77.580002
"404",77.860001,78.93,77.629997,78.639999,1896500,78.639999
"405",78.300003,80,78.300003,79.239998,2245100,79.239998
"406",79.529999,79.959999,79.019997,79.269997,2102300,79.269997
"407",78.330002,79.57,78.25,79.029999,2173900,79.029999
"408",78.720001,79.089996,78.260002,78.690002,1981100,78.690002
"409",79.18,79.18,77.650002,78.919998,1952200,78.919998
"410",78.830002,79.629997,78.720001,79.440002,1635200,79.440002
"411",79.629997,79.910004,79.220001,79.589996,936700,79.589996
"412",79.690002,79.93,79.360001,79.440002,1197100,79.440002
"413",79.160004,79.919998,79,79.660004,1776900,79.660004
"414",79.599998,79.989998,79.43,79.650002,1501300,79.650002
"415",79.889999,80.330002,79.480003,80.029999,1445200,80.029999
"416",80.360001,80.449997,79.639999,79.709999,1571000,79.709999
"417",79.800003,79.949997,77.790001,78.440002,3231400,78.440002
"418",78.610001,79.739998,78.589996,79.639999,1668100,79.639999
"419",79.559998,79.800003,79.400002,79.559998,1365400,79.559998
"420",79.519997,80.160004,79.510002,80.07,1689200,80.07
"421",79.830002,80.120003,79.290001,79.980003,1201500,79.980003
"422",80.139999,80.379997,79.239998,79.709999,1584800,79.709999
"423",79.620003,80.699997,79.529999,80.370003,1457400,80.370003
"424",80.339996,80.550003,79.739998,79.919998,1371100,79.919998
"425",80.190002,80.57,79.989998,80.389999,1456300,80.389999
"426",80.400002,81.209999,80.230003,80.790001,1348700,80.790001
"427",80.720001,80.989998,80.389999,80.779999,1111500,80.779999
"428",81.120003,81.309998,80.860001,81.089996,1558100,81.089996
"429",81.190002,81.470001,80.870003,81.339996,2015600,81.339996
"430",81.739998,81.870003,80.029999,80.080002,1461600,80.080002
"431",80.050003,80.559998,79.779999,80.279999,1221000,80.279999
"432",80.470001,80.870003,79.279999,79.419998,1662400,79.419998
"433",79.559998,80.230003,79.339996,80.120003,1784300,80.120003
"434",80.730003,81.5,80,81.440002,4347600,81.440002
"435",80.699997,81.129997,80.540001,80.919998,2001000,80.919998
"436",81.199997,81.879997,81.160004,81.68,1646500,81.68
"437",81.949997,82.389999,81.419998,81.650002,1699500,81.650002
"438",81.75,82.050003,81.519997,81.629997,1992500,81.629997
"439",81.699997,82.410004,81.669998,82.379997,1699900,82.379997
"440",82.660004,82.790001,81.379997,81.529999,1583300,81.529999
"441",81.610001,82.239998,81.029999,81.849998,1783100,81.849998
"442",82.209999,82.379997,81.650002,81.68,1684000,81.68
"443",81.309998,81.449997,79.82,80.470001,1751900,80.470001
"444",80.650002,81.290001,80.489998,81.059998,1521700,81.059998
"445",81,81.360001,79.629997,80.610001,1409000,80.610001
"446",80.669998,81.5,80.290001,80.760002,1229800,80.760002
"447",80.419998,80.449997,76.910004,77.010002,2456400,77.010002
"448",77.339996,77.699997,75.739998,75.900002,2732000,75.900002
"449",76.589996,77.389999,76.129997,77.139999,2117500,77.139999
"450",76.849998,77.669998,76.279999,76.75,1455900,76.75
"451",77.550003,79.18,77.419998,78.860001,1709500,78.860001
