"","AAPL.Open","AAPL.High","AAPL.Low","AAPL.Close","AAPL.Volume","AAPL.Adjusted"
"82",36.275002,36.799999,36.240002,36.645,134411600,34.642826
"83",36.884998,37.022499,36.709999,36.877499,181408800,34.86261
"84",36.397499,36.872501,36.067501,36.764999,182788000,34.756264
"85",36.630001,36.785,36.452499,36.6325,93487600,34.631001
"86",36.689999,37.244999,36.689999,37.240002,109310800,35.205318
"87",37.2575,38.424999,37.2575,38.252499,195009600,36.162491
"88",38.467499,38.720001,38.362499,38.497501,156521600,36.394108
"89",38.407501,38.485001,38.0275,38.314999,103222800,36.221573
"90",38.112499,38.517502,38.077499,38.487499,109020400,36.534832
"91",38.674999,39.105,38.6675,39.025002,130108000,37.045071
"92",39.002499,39.162498,38.762501,38.924999,104038800,36.950138
"93",38.985001,39.014999,38.68,38.8675,80194000,36.89555
"94",38.400002,38.642502,37.427502,37.5625,203070800,35.656761
"95",37.817501,38.334999,37.782501,38.134998,134272800,36.200218
"96",38.345001,38.494999,38.157501,38.264999,107843200,36.32362
"97",38.5,38.645,38.227501,38.497501,91865600,36.544323
"98",38.724998,38.724998,38.327499,38.450001,79675600,36.499233
"99",38.459999,38.5425,38.1675,38.334999,76712000,36.390072
"100",38.432499,38.587502,38.2575,38.467499,76942400,36.515842
"101",38.5,38.560001,38.327499,38.4025,87710400,36.454147
"102",38.355,38.607498,38.3325,38.4175,80507600,36.468388
"103",38.4925,38.5425,38.095001,38.189999,97804800,36.25243
"104",38.2925,38.3325,38.055,38.294998,65616400,36.352093
"105",38.395,38.862499,38.2225,38.862499,111082800,36.8908
"106",38.584999,38.612499,38.365002,38.482498,101326800,36.530087
"107",38.474998,38.952499,38.445,38.612499,106499600,36.653484
"108",38.755001,38.994999,38.619999,38.842499,84278400,36.871815
"109",38.8125,38.884998,38.599998,38.747501,85003200,36.781647
"110",38.797501,38.797501,36.505001,37.244999,259530800,35.355373
"111",36.435001,36.522499,35.627499,36.355,289229200,34.510525
"112",36.790001,36.862499,36.287498,36.647499,136661600,34.788181
"113",36.875,36.875,35.959999,36.290001,126124800,34.448826
"114",35.830002,36.119999,35.552502,36.072498,128661600,34.242355
"115",35.945,36.125,35.549999,35.567501,201444400,33.762981
"116",35.915001,36.685001,35.915001,36.584999,130165600,34.728859
"117",36.717499,36.717499,36.235001,36.252499,99600400,34.413227
"118",36.380001,36.517502,36.1525,36.467499,85063200,34.617325
"119",36.442501,36.674999,36.279999,36.407501,76425200,34.560368
"120",36.282501,36.790001,36.2775,36.57,141757600,34.714615
"121",36.7925,37.07,36.345001,36.455002,102769600,34.605453
"122",36.252499,36.540001,35.904999,35.932499,99047600,34.109463
"123",36.122501,36.5275,35.790001,36.4575,88329600,34.60783
"124",36.177502,36.282501,35.57,35.919998,125997600,34.097591
"125",36.112499,36.240002,35.945,36.005001,92096400,34.178284
"126",36.220001,36.325001,35.775002,35.875,57111200,34.054878
"127",35.922501,36.197498,35.68,36.022499,86278400,34.194893
"128",35.755001,35.875,35.602501,35.682499,96515200,33.872143
"129",35.724998,36.1875,35.724998,36.044998,76806800,34.216251
"130",36.0275,36.487499,35.842499,36.264999,84362400,34.425091
"131",36.182499,36.462502,36.095001,36.3825,79127200,34.536625
"132",36.467499,36.544998,36.205002,36.435001,99538000,34.586464
"133",36.375,37.122501,36.360001,36.942501,100797600,35.068218
"134",36.9925,37.3325,36.8325,37.259998,80528400,35.369614
"135",37.205002,37.724998,37.142502,37.389999,95174000,35.493011
"136",37.299999,37.532501,37.1675,37.52,71475200,35.616413
"137",37.619999,37.855,37.487499,37.755001,83692000,35.839504
"138",37.875,37.935001,37.547501,37.584999,68974800,35.678127
"139",37.497501,37.610001,37.220001,37.567501,105010400,35.66151
"140",37.645,38.110001,37.474998,38.022499,85972800,36.093422
"141",37.950001,38.459999,37.950001,38.185001,75415600,36.247684
"142",38.337502,38.482498,38.264999,38.365002,63124000,36.418556
"143",38.4375,38.497501,36.825001,37.639999,129905200,35.730331
"144",37.4725,37.557499,37.297501,37.375,68854800,35.478775
"145",37.474998,37.5825,37.032501,37.182499,79383600,35.29604
"146",37.275002,37.555,37.102501,37.512501,141474400,35.609299
"147",39.82,39.9375,39.040001,39.285,279747200,37.291878
"148",39.262501,39.302502,38.755001,38.892502,108389200,36.919285
"149",39.017502,39.349998,38.922501,39.0975,82239600,37.113884
"150",39.264999,39.73,39.1675,39.702499,87481200,37.68819
"151",39.650002,40.4575,39.567501,40.02,144823600,37.989582
"152",39.814999,40.317501,39.7775,40.264999,104526000,38.222157
"153",39.974998,40,38.657501,38.830002,163217200,37.004707
"154",39.150002,39.642502,39.017502,39.369999,105028400,37.519321
"155",39.830002,40.052502,39.6875,39.962502,88490800,38.083977
"156",40.165001,40.549999,40.035,40.400002,117862000,38.500904
"157",40.485001,40.627499,40.037498,40.237499,110686400,38.346035
"158",40.130001,40.177502,39.459999,39.465,111762400,37.609852
"159",39.465,39.875,39.18,39.375,109712400,37.52409
"160",39.375,39.4725,38.7775,39.302502,105474000,37.454998
"161",39.557499,40,39.505001,39.945,86418400,38.067291
"162",39.767502,40.1175,39.720001,39.994999,77596400,38.114937
"163",40.107498,40.185001,39.637501,39.817501,79275600,37.945778
"164",39.912498,40.139999,39.817501,39.965,101920400,38.086357
"165",40.035,40.5,39.982498,40.3675,103864000,38.469933
"166",40.025002,40.779999,40,40.727501,118067600,38.813007
"167",40.950001,40.9725,40.6525,40.837502,109078400,38.917835
"168",40.91,41.130001,40.869999,41,107140400,39.072697
"169",41.200001,41.235001,40.907501,41.012501,66364400,39.084606
"170",40.9375,41.0625,40.139999,40.52,117874000,38.615269
"171",40.677502,40.747501,40.130001,40.477501,86606800,38.574764
"172",40.522499,40.560001,40.09,40.314999,87714000,38.419899
"173",40.215,40.287498,39.6325,39.657501,114446000,37.793304
"174",40.125,40.512501,39.9725,40.375,126323200,38.477077
"175",40.6525,40.990002,39.692501,40.215,286856000,38.3246
"176",39.967499,39.990002,39.477501,39.912498,179629600,38.03632
"177",39.747501,39.849998,39.522499,39.57,95042800,37.709923
"178",39.6175,40.2425,39.5,39.970001,196458400,38.091114
"179",40.0275,40.125,39.5,39.6675,113077600,37.80283
"180",39.877499,39.942501,39.610001,39.682499,83242400,37.817135
"181",39.474998,39.564999,38.4575,39.017502,211805600,37.183384
"182",38.950001,38.950001,38.1875,38.3475,150046800,36.544888
"183",37.884998,38.067501,37.639999,37.9725,186581600,36.187519
"184",37.497501,37.9575,37.290001,37.637501,177549200,35.868263
"185",37.945,38.48,37.922501,38.285,146640000,36.485329
"186",38.450001,38.68,38.384998,38.557499,102016800,36.74501
"187",38.4725,38.57,38.174999,38.32,88022000,36.518688
"188",38.302502,38.532501,38,38.529999,105199200,36.718803
"189",38.564999,38.612499,38.18,38.452499,74795200,36.644955
"190",38.502499,38.772499,38.477501,38.619999,64921200,36.804573
"191",38.407501,38.465,38.115002,38.369999,80655200,36.566334
"192",38.544998,38.860001,38.512501,38.8475,85135200,37.021381
"193",38.7425,38.872501,38.639999,38.825001,69630400,36.999931
"194",38.952499,39.182499,38.872501,38.959999,65051600,37.128597
"195",39.014999,39.5,38.775002,38.974998,62468000,37.142883
"196",38.9925,39.244999,38.9375,39.137501,67622400,37.297745
"197",39.087502,39.342499,38.932499,39,64500400,37.166706
"198",39.182499,39.32,39.102501,39.247501,65576800,37.402569
"199",39.474998,40,39.412498,39.970001,96486000,38.091114
"200",39.945,40.217499,39.807499,40.1175,75989200,38.231682
"201",40.105,40.177502,39.900002,39.939999,65496800,38.062531
"202",39.1875,39.27,38.755001,38.994999,170336800,37.161945
"203",39.1525,39.4375,38.990002,39.0625,95896400,37.226273
"204",39.2225,39.422501,38.875,39.0425,87937200,37.207211
"205",39.072498,39.355,39.049999,39.275002,71028800,37.428783
"206",39.227501,39.387501,38.817501,39.102501,84828400,37.264397
"207",39.307499,39.4575,39.195,39.352501,68002000,37.502644
"208",39.822498,40.900002,39.674999,40.762501,177816800,38.846367
"209",40.9725,42.017502,40.93,41.68,178803200,39.720722
"210",41.974998,42.412498,41.735001,42.259998,144187200,40.273464
"211",42.467499,42.485001,41.4025,41.7225,134551200,39.761234
"212",41.650002,42.125,41.32,42.0275,165573600,40.051903
"213",43.5,43.564999,42.779999,43.125,237594400,41.097805
"214",43.092499,43.747501,42.93,43.5625,140105200,41.514744
"215",43.477501,43.8125,43.400002,43.702499,97446000,41.648155
"216",43.665001,44.060001,43.5825,44.060001,97638000,41.988857
"217",43.7775,44.025002,43.285,43.970001,117930400,41.903088
"218",43.7775,43.845001,43.567501,43.6675,100582000,41.764412
"219",43.375,43.625,43.349998,43.4925,67928400,41.597031
"220",43.259998,43.369999,42.794998,42.834999,99130000,40.968193
"221",42.4925,42.580002,42.095001,42.27,116632400,40.427818
"222",42.794998,42.967499,42.575001,42.775002,94550000,40.910805
"223",42.759998,42.8475,42.41,42.537498,87598000,40.683643
"224",42.572498,42.639999,42.389999,42.494999,65049600,40.643009
"225",42.695,43.424999,42.695,43.285,100525200,41.398575
"226",43.34,43.75,43.262501,43.740002,102355600,41.833748
"227",43.775002,43.875,43.662498,43.7425,56106800,41.83614
"228",43.762501,43.77,43.334999,43.522499,82867200,41.625721
"229",43.575001,43.717499,42.965,43.267502,105715200,41.381844
"230",43.157501,43.23,41.790001,42.369999,166665600,40.523449
"231",42.607498,43.035,42.110001,42.962502,166108800,41.090122
"232",42.487499,42.9175,42.125,42.762501,159037200,40.898846
"233",43.119999,43.154999,42.407501,42.450001,130169600,40.599968
"234",42.264999,42.880001,42.099998,42.41,109400800,40.561707
"235",41.875,42.549999,41.615002,42.252499,114240000,40.411076
"236",42.2575,42.610001,42.227501,42.330002,102693200,40.485199
"237",42.622501,42.75,42.205002,42.342499,93420800,40.497147
"238",42.299999,43.2225,42.197498,43.1675,141095200,41.286198
"239",43.037498,43.0975,42.865002,42.924999,77636800,41.054264
"240",43.125,43.384998,43,43.067501,95273600,41.190552
"241",43.099998,43.282501,42.912498,43.055,81906000,41.1786
"242",43.407501,43.5425,43.115002,43.4925,160677200,41.597031
"243",43.720001,44.299999,43.715,44.105,117684400,42.182835
"244",43.7575,43.8475,43.522499,43.634998,109745600,41.733318
"245",43.717499,43.855,43.3125,43.587502,93902400,41.687897
"246",43.5425,44.005001,43.525002,43.752499,83799600,41.845699
"247",43.669998,43.855,43.625,43.752499,65397600,41.845699
"248",42.700001,42.8675,42.419998,42.642502,132742000,40.784081
"249",42.525002,42.695,42.427502,42.650002,85992800,40.791256
"250",42.75,42.962502,42.619999,42.77,65920800,40.906025
"251",42.630001,42.647499,42.305,42.307499,103999600,40.463676
"252",42.540001,43.075001,42.314999,43.064999,102223600,41.188164
"253",43.1325,43.637501,42.990002,43.057499,118071600,41.180984
"254",43.134998,43.3675,43.02,43.2575,89738400,41.372272
"255",43.360001,43.842499,43.262501,43.75,94640000,41.843315
"256",43.587502,43.9025,43.482498,43.587502,82271200,41.687897
"257",43.637501,43.764999,43.352501,43.5825,86336000,41.683109
"258",43.290001,43.575001,43.25,43.572498,95839600,41.673542
"259",43.647499,43.872501,43.622501,43.82,74670800,41.910259
"260",44.044998,44.34,43.912498,44.272499,101672400,42.34304
"261",44.474998,44.8475,44.035,44.047501,118263600,42.127846
"262",44.037498,44.8125,43.767502,44.775002,137547200,42.823639
"263",44.842499,45.025002,44.5625,44.814999,124773600,42.8619
"264",44.6525,44.895,44.352501,44.615002,129700400,42.670612
"265",44.325001,44.445,44.150002,44.25,108434400,42.321518
"266",44.325001,44.860001,44.205002,44.259998,130756400,42.331085
"267",44.3125,44.325001,43.299999,43.555,204420400,41.656807
"268",43.627499,43.737499,42.6325,42.7775,166116000,40.913189
"269",43,43,42.514999,42.877499,156572000,41.008827
"270",42.540001,42.540001,41.767502,41.990002,202561600,40.160015
"271",41.3825,41.842499,41.174999,41.7425,184192800,39.923298
"272",41.717499,42.110001,41.625,41.857498,129915600,40.033291
"273",41.7925,42.154999,41.689999,41.945,188923200,40.116982
"274",41.5,41.700001,40.025002,40.125,346375200,38.376297
"275",39.775002,40.970001,39,39.122501,290954000,37.417492
"276",38.7075,40.93,38.5,40.7575,272975200,38.981232
"277",40.772499,40.849998,39.767502,39.884998,206434400,38.146751
"278",40.072498,40.25,38.7575,38.787498,217562000,37.097084
"279",39.267502,39.4725,37.560001,39.102501,282690400,37.550827
"280",39.625,40.9725,39.377499,40.677502,243278000,39.063347
"281",40.487499,41.1875,40.412498,41.084999,130196800,39.454662
"282",40.759998,41.884998,40.720001,41.842499,162579600,40.18211
"283",42.447498,43.272499,42.25,43.247501,204588800,41.531349
"284",43.09,43.705002,42.942501,43.107498,160704400,41.3969
"285",43.012501,43.564999,42.855,42.962502,135722000,41.257656
"286",43.2075,43.529999,42.752499,42.767502,149886400,41.070396
"287",42.950001,43.487499,42.927502,43.125,123967600,41.413712
"288",43.4175,43.912498,43.384998,43.875,135249600,42.133957
"289",44.087502,44.8475,44.052502,44.7425,152648800,42.96703
"290",44.775002,45.119999,44.540001,44.5975,155712400,42.827789
"291",44.814999,45.154999,44.512501,44.529999,151128400,42.762962
"292",44.634998,44.945,43.165001,43.75,195208000,42.013916
"293",43.200001,44.075001,43.112499,44.052502,153816000,42.304413
"294",43.802502,44.435001,43.630001,44.205002,113605600,42.450855
"295",44.477501,44.5625,44.032501,44.1675,95154000,42.414845
"296",43.735001,43.962502,43.567501,43.7575,126814000,42.021111
"297",43.869999,44.279999,43.767502,44.235001,95096400,42.479671
"298",44.490002,45,44.3475,44.994999,128740800,43.209507
"299",45.072498,45.5975,45.052502,45.43,128828400,43.627243
"300",45.647499,45.875,44.810001,44.9925,126774000,43.207108
"301",45.080002,45.130001,44.452499,44.610001,117473600,42.839787
"302",44.625,45.060001,44.517502,44.662498,90975200,42.890202
"303",44.662498,44.779999,44.404999,44.505001,157618800,42.738945
"304",44.330002,44.3675,43.415001,43.825001,133787200,42.085938
"305",43.810001,44.200001,43.735001,43.810001,78597600,42.071529
"306",43.759998,43.772499,42.814999,42.817501,148219600,41.118412
"307",42.5,43.169998,42.150002,42.212502,165963200,40.537422
"308",42.0975,42.48,41.235001,41.235001,164115200,39.598709
"309",42.017502,43.275002,41.610001,43.192501,150164800,41.478535
"310",43.419998,43.787498,41.73,42.084999,163690400,40.414986
"311",41.8125,42.505001,41.297501,41.619999,166674000,39.968433
"312",41.952499,42.9375,41.724998,41.945,153594000,40.280537
"313",41.66,42.235001,41.1175,41.669998,150347200,40.016453
"314",41.91,42.1875,41.220001,42.0975,121112000,40.426979
"315",41.220001,43.002499,41.192501,42.9025,138422000,41.200043
"316",43.145,43.557499,43.02,43.200001,107732800,41.485741
"317",42.7425,43.119999,42.049999,42.095001,140021200,40.424591
"318",42.470001,43.272499,42.462502,42.512501,116070800,40.82552
"319",43.25,43.5,42.8825,43.3125,113634400,41.593773
"320",43.057499,43.48,42.924999,43.110001,89726400,41.399307
"321",43.352501,43.75,43.259998,43.535,91557200,41.807442
"322",43.695,43.959999,43.462502,43.682499,100497200,41.949085
"323",43.7575,44.047501,43.7075,43.955002,86313600,42.210781
"324",44.122501,44.735001,44.102501,44.560001,106421600,42.791767
"325",44.452499,44.705002,44.220001,44.459999,83018000,42.695736
"326",43.439999,43.8475,43.165001,43.200001,139235200,41.485741
"327",42.650002,42.805,41.357498,41.43,261964400,39.78598
"328",41.7075,41.73,41.022499,41.310001,146062000,39.670738
"329",41.4175,41.5825,40.305,40.735001,134768000,39.118553
"330",40.654999,41.355,40.602501,40.912498,113528400,39.289013
"331",41.029999,41.432499,40.842499,41.055,111852000,39.425858
"332",41,41.0825,40.157501,40.580002,142623200,38.969704
"333",40.532501,41.814999,40.459999,41.314999,169709600,39.675533
"334",41.602501,42.299999,41.317501,42.275002,214277600,40.597446
"335",43.807499,44.4375,43.450001,44.142502,266157600,42.390835
"336",43.970001,44.375,43.610001,44.2225,136272800,42.467659
"337",44.5625,46.0625,44.5425,45.9575,224805200,44.133812
"338",46.294998,46.9175,46.1875,46.290001,169805600,44.453121
"339",46.247501,46.555,45.9175,46.512501,113611200,44.666786
"340",46.637501,46.849998,46.305,46.84,92844800,44.981289
"341",46.935001,47.592499,46.912498,47.509998,111957200,45.62471
"342",47.372501,47.514999,46.862499,47.147499,104848800,45.451187
"343",47.252499,47.3825,46.965,47.037498,83115200,45.345146
"344",46.695,46.767502,46.275002,46.610001,94780800,44.933018
"345",46.517502,47.115002,46.5,47.044998,76732400,45.352364
"346",47,47.227501,46.59,46.747501,69176000,45.065575
"347",46.797501,46.952499,46.532501,46.577499,73190800,44.901691
"348",47,47.317501,46.727501,46.907501,73603200,45.219818
"349",47.095001,47.220001,46.695,46.790001,60962800,45.106556
"350",46.587502,47.125,46.439999,47.09,80233600,45.395748
"351",47.192501,47.209999,46.552502,47.037498,92936000,45.345146
"352",47.057499,47.412498,46.912498,47.145,69844000,45.448776
"353",46.900002,47.1875,46.717499,46.974998,90056400,45.284889
"354",46.93,47,46.695,46.875,74762000,45.188488
"355",46.805,47.057499,46.535,46.717499,109931200,45.036652
"356",46.997501,47.564999,46.9375,47.560001,93770000,45.848843
"357",47.91,48.355,47.837502,47.9575,105064800,46.23204
"358",48.267502,48.485001,48.09,48.327499,86264000,46.588726
"359",48.407501,48.52,47.98,48.494999,83734400,46.750206
"360",48.535,48.549999,48.084999,48.365002,85388800,46.624878
"361",47.7925,48,47.442501,47.924999,106627200,46.200714
"362",47.837502,47.9925,47.552502,47.807499,73234000,46.087433
"363",47.8475,48.1525,47.787498,48.07,67644400,46.340496
"364",48.105,48.220001,47.610001,47.674999,86553600,45.959705
"365",47.887501,47.892502,47.555,47.700001,86440400,45.983795
"366",47.5075,47.540001,47.064999,47.209999,246876800,45.511436
"367",46.970001,47.305,46.799999,47.185001,73939600,45.487339
"368",46.285,46.5825,45.862499,46.422501,134314000,44.752266
"369",46.587502,46.799999,46.432499,46.625,82514800,44.947483
"370",46.8125,47.087502,46.235001,46.365002,102847600,44.696838
"371",46.529999,46.537498,46.174999,46.23,108801600,44.5667
"372",45.849998,46.23,45.182499,45.5425,126652400,43.903927
"373",45.747501,46.6325,45.634998,46.107498,98276800,44.448597
"374",46.307499,46.82,46.0075,46.040001,101141200,44.383533
"375",46.025002,46.552502,45.950001,46.375,69460800,44.706474
"376",46.572498,46.797501,45.727501,46.2775,90950800,44.612484
"377",45.955002,46.825001,45.855,46.794998,70925200,45.11137
"378",46.947498,46.987499,45.884998,45.98,55819200,44.325691
"379",46.314999,46.602501,46.07,46.349998,66416800,44.682377
"380",46.355,47.107498,46.299999,46.9925,69940800,45.301754
"381",47.375,47.669998,47.325001,47.645,79026400,45.930779
"382",47.677502,47.82,47.544998,47.587502,63756400,45.875355
"383",47.125,47.445,46.9025,46.970001,75326000,45.280075
"384",47.3825,47.852501,47.327499,47.7575,72164400,46.039234
"385",47.77,47.959999,47.724998,47.8325,50055600,46.111538
"386",47.880001,48.162498,47.605,47.727501,60172400,46.010315
"387",47.4375,47.967499,47.299999,47.862499,62138000,46.14045
"388",47.945,47.950001,47.482498,47.599998,65573600,45.887398
"389",47.422501,48.137501,47.422501,47.970001,81147200,46.244095
"390",47.945,48.107498,47.5425,47.860001,82704800,46.138054
"391",47.669998,47.990002,47.389999,47.9025,63957600,46.17902
"392",48.112499,48.415001,48.012501,48.25,74791600,46.514015
"393",48.264999,48.712502,48.107498,48.705002,66839600,46.952641
"394",48.6525,48.990002,48.4025,48.552502,76304000,46.805637
"395",48.747501,48.797501,47.525002,47.744999,96096000,46.027184
"396",47.974998,48.049999,47.267502,47.477501,84118000,45.769306
"397",47.575001,48.035,47.334999,47.572498,157492000,45.860882
"398",49.782501,50.439999,49.327499,50.375,271742800,48.562565
"399",50.145,52.095001,50.087502,51.8475,249616000,49.982086
"400",51.7575,52.185001,51.369999,51.997501,133789600,50.126682
"401",52,52.3125,51.767502,52.267502,101701600,50.386971
"402",52.330002,52.375,51.689999,51.7775,102349600,49.9146
"403",51.512501,51.952499,51.130001,51.8125,90102000,49.948341
"404",52.3825,52.445,51.799999,52.220001,93970400,50.341187
"405",51.84,52.275002,51.6675,51.8825,98444800,50.191238
"406",52.327499,52.737499,51.924999,52.217499,103563600,50.515308
"407",52.540001,52.639999,52.064999,52.4375,82992000,50.728142
"408",52.305,52.685001,52.0825,52.560001,115230400,50.846645
"409",52.9375,53.452499,52.8675,53.330002,114001600,51.591549
"410",53.360001,54.487499,53.290001,54.395,141708000,52.621838
"411",54.525002,54.794998,53.7775,53.865002,121150800,52.109112
"412",54.200001,54.297501,53.5075,53.759998,104639200,52.007526
"413",53.525002,54.09,53.459999,53.762501,76072400,52.009945
"414",53.662498,54.262501,53.650002,53.872501,75532800,52.116364
"415",54.150002,54.224998,53.7775,54.040001,73905600,52.278404
"416",54.287498,54.685001,54.0825,54.485001,82100400,52.708897
"417",54.752499,55.134998,54.73,54.924999,91107200,53.13456
"418",55.037498,55.872501,54.852501,55.744999,109019200,53.927826
"419",55.8125,57.064999,55.599998,56.2575,195175200,54.423622
"420",56.627499,57.217499,56.5,56.907501,173360400,55.052437
"421",57.102501,57.294998,56.657501,57.09,109560400,55.228977
"422",57.247501,57.4175,56.275002,56.717499,133332000,54.868626
"423",56.557499,56.837502,55.325001,55.775002,137160000,53.956848
"424",55.462502,56.342499,55.177502,55.325001,150479200,53.521519
"425",55.237499,55.462502,54.1175,54.5825,158066000,52.803219
"426",54.502499,56.075001,54.139999,55.962502,142996000,54.138245
"427",56.235001,56.25,54.959999,55.267502,197114800,53.465889
"428",55.880001,57.087502,55.642502,56.602501,166825600,54.757366
"429",56.4375,56.709999,55.630001,55.959999,127997200,54.135815
"430",55.537498,55.737499,54.317501,54.470001,148780400,52.694389
"431",54.447498,55.462502,54.279999,54.560001,126286800,52.781445
"432",54.625,54.904999,53.825001,54.592499,108495200,52.812893
"433",55.060001,55.57,54.787498,55.0075,106435200,53.214367
"434",55.195,55.34,54.322498,54.415001,384986800,52.641178
"435",54.205002,55.314999,54.157501,55.197498,110773600,53.398167
"436",54.9375,55.705002,54.924999,55.547501,98217600,53.736763
"437",55.25,55.9375,54.939999,55.105,95938800,53.308697
"438",55.955002,56.610001,55.884998,56.237499,120724800,54.404263
"439",56.197498,56.459999,56.005001,56.435001,91717600,54.595337
"440",56.987499,57.355,56.587502,56.814999,94403200,54.962948
"441",56.8125,57.5,56.657501,57.32,99152800,55.451481
"442",57.512501,58.3675,57.445,58.017502,114619200,56.126244
"443",57.695,58.087502,56.682499,56.997501,128168000,55.139492
"444",56.990002,57.102501,55.145,56.072498,134322000,54.24464
"445",55.552502,56.200001,55.049999,55.942501,118655600,54.118885
