"","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"456",328.920013,335.420013,326.269989,332.859985,433000,297.245453
"457",334.339996,336.839996,322.200012,322.73999,509600,288.208252
"458",325.660004,331.380005,320.01001,327.890015,575200,292.807251
"459",323.380005,326.01001,315.450012,315.890015,782300,282.091187
"460",320.850006,322.880005,307.359985,312.089996,589000,278.697754
"461",312.950012,318.23999,311.959991,317.410004,583300,283.448547
"462",322,334.769989,322,330.25,385300,294.914703
"463",332.390015,346.23999,331.579987,345.589996,545800,308.613434
"464",347.350006,353.850006,341.48999,344.160004,534500,307.336426
"465",345.200012,347.429993,342.690002,347.170013,629800,310.024384
"466",347.980011,366.690002,344.019989,355.149994,889100,317.150513
"467",357.839996,361.130005,352.970001,360.51001,468400,321.937042
"468",360.51001,365,353.359985,357.630005,315400,319.365204
"469",356.059998,358.459991,353.26001,357.459991,263200,319.213379
"470",356.970001,356.970001,341.950012,343.130005,621100,306.416626
"471",342.899994,348.059998,340.910004,345.640015,560500,308.658081
"472",348.140015,350.649994,339.5,339.959991,408200,303.585815
"473",337.809998,344.630005,334.470001,344.429993,406000,307.577515
"474",342.220001,350.299988,341.549988,347.769989,327700,310.56015
"475",346.660004,349.200012,336.75,337.869995,299200,301.719421
"476",331.450012,331.450012,317.440002,329.459991,1019400,294.209259
"477",332.23999,340.859985,330.160004,338.690002,400900,302.451691
"478",336.25,345.73999,335.769989,341.109985,155300,304.612732
"479",344.570007,350.700012,343.690002,350.339996,393200,312.855164
"480",347.480011,349.160004,343.23999,348.480011,343400,311.194214
"481",351,361.630005,351,360.579987,350500,321.999542
"482",360.140015,370.630005,358.76001,367.369995,370900,328.063049
"483",367.809998,368.470001,357.809998,361.670013,491900,322.972931
"484",369.149994,374.350006,368.390015,372.390015,507900,332.545959
"485",371.079987,371.809998,352.950012,353.809998,582400,315.953918
"486",347.170013,352.279999,342.029999,347.850006,665700,310.631592
"487",348.140015,354.079987,338.920013,343.380005,366200,306.639893
"488",341.540009,349.170013,336.959991,345.790009,426800,308.792023
"489",352.609985,357.630005,344.820007,345.730011,317100,308.738434
"490",350.98999,357.950012,350.98999,353.559998,206100,315.730652
"491",353.929993,355.299988,347.929993,348.079987,203900,310.837006
"492",344.799988,350.200012,344.25,346.799988,277900,309.693939
"493",345.339996,351.890015,336.73999,339.850006,392100,303.487579
"494",342.839996,347.160004,338.589996,342.850006,350100,306.166595
"495",343.730011,348.26001,330,333.350006,402900,297.683044
"496",331.579987,335.570007,321.850006,324.320007,583800,289.619232
"497",323.619995,330.5,320.23999,322.730011,551400,288.199341
"498",318.709991,322.660004,311.459991,314.51001,316900,280.858826
"499",316,332.959991,314.170013,332.48999,521100,296.91507
"500",327.140015,331.859985,316.480011,331.859985,429900,296.352448
"501",333.709991,340.670013,330.440002,335.279999,251300,299.406525
"502",338.73999,343.380005,337.170013,340.059998,355400,303.675079
"503",335.51001,340.809998,330.380005,339.649994,313300,303.30896
"504",337.880005,337.880005,324.859985,325.549988,404100,290.71759
"505",330.73999,340.970001,329.350006,340.970001,285600,304.487732
"506",340.890015,344.26001,338.640015,341.529999,329300,304.987823
"507",345.359985,348.429993,342.23999,345.859985,360500,308.854523
"508",346.809998,349.459991,345.410004,346.5,307700,309.426025
"509",344.410004,351,341,349.890015,369300,312.453339
"510",347.5,349.649994,344.899994,349.5,219300,312.105072
"511",345.790009,350.910004,343.480011,348.059998,325900,310.819122
"512",348.170013,349.880005,345.350006,348.890015,265600,311.560364
"513",349.429993,349.549988,346.679993,348.670013,288800,311.363892
"514",347,353.029999,346.850006,349.049988,381200,311.703217
"515",351.720001,355.959991,350.079987,355.890015,383000,317.811371
"516",352.809998,354.209991,341.779999,343.589996,314800,306.827423
"517",347.019989,351.929993,341.75,347.420013,230300,310.24762
"518",346.410004,351.470001,346.209991,348.76001,135300,311.444244
"519",352.390015,355.440002,350.399994,351.859985,235100,314.212555
"520",347.470001,351.480011,344.609985,350.769989,256000,313.239166
"521",356.929993,379.859985,356.929993,375.720001,706800,335.519623
"522",378.660004,387.950012,376,385.059998,746500,343.860291
"523",384.339996,393.559998,383.899994,391,480600,349.164764
"524",391.5,395.459991,386.029999,393.230011,322900,351.156158
"525",393.769989,403.049988,392.149994,402.630005,576600,359.550385
"526",428.75,428.75,414.600006,418.070007,805100,373.338379
"527",419.380005,419.899994,413.179993,419.899994,503900,374.972565
"528",418.450012,421.23999,415.450012,420.980011,481600,375.937012
"529",417.869995,425.390015,417.869995,425.390015,367300,379.875183
"530",426.589996,429,424.959991,428.730011,312600,382.857819
"531",432,432.959991,429.429993,431.179993,301800,385.045654
"532",432.640015,433.470001,425,432.089996,279600,385.858307
"533",427.200012,432.600006,427.200012,429.769989,601900,383.78653
"534",433.820007,440.179993,433.329987,440.089996,302600,393.002319
"535",438.329987,439.549988,435.359985,436.540009,309600,389.832184
"536",435.769989,440.25,435.320007,436.190002,359000,389.519592
"537",435.980011,437.579987,432.459991,433.480011,368300,387.099579
"538",436.730011,437.01001,434.01001,436.890015,215000,390.144714
"539",440,440,434.209991,435.940002,331400,389.296387
"540",434.209991,435.230011,429.309998,431.850006,715500,385.643982
"541",430.980011,432.619995,429.190002,429.480011,400200,383.527557
"542",429.920013,438.579987,428.01001,434.089996,417500,387.644318
"543",436.940002,440,434.339996,437.309998,235400,390.519775
"544",440.119995,445.51001,429.630005,434.980011,376300,388.439087
"545",433.98999,438.309998,424.369995,428.98999,768200,383.089966
"546",427.98999,430.350006,425.220001,426.98999,291100,381.303955
"547",426.25,429.549988,421.980011,427.75,354300,381.982666
"548",423.589996,428.480011,422.059998,427.670013,312100,381.911224
"549",423.76001,433.480011,423,432.859985,657500,386.545898
"550",433.070007,438.059998,431.649994,436.799988,446400,390.064362
"551",438,443.549988,437.390015,439.940002,501500,392.868408
"552",439.320007,445.929993,439.320007,442.579987,411000,395.225922
"553",442.75,443.700012,438.220001,439.869995,945700,392.805847
"554",440.910004,449.850006,440.5,449.070007,376400,401.021515
"555",452.100006,455.720001,446.98999,448.799988,438800,400.780396
"556",449.200012,450.309998,444.230011,445.619995,358100,397.940643
"557",444.070007,454.549988,443.25,453.730011,241800,405.182922
"558",452.450012,454.25,444.320007,444.709991,286200,397.128021
"559",444.5,447.670013,439.320007,447.01001,267600,399.181915
"560",450.420013,451.170013,439.950012,445.579987,424200,397.904907
"561",446.920013,449.220001,440.170013,445.579987,225700,397.904907
"562",446.619995,450.019989,439.48999,449.149994,247300,401.092957
"563",451.959991,454.350006,450.230011,453.98999,309000,405.41507
"564",457.549988,464.859985,457.549988,464.390015,278800,414.702332
"565",464.589996,466.230011,460.579987,461.309998,226100,411.951904
"566",464.429993,465.940002,458.839996,465.470001,270200,415.666779
"567",466.470001,469.01001,462.619995,463.309998,219300,413.737885
"568",464.209991,467.339996,461.119995,462.779999,233000,413.264618
"569",459.01001,462.440002,456.369995,462.320007,286800,412.853821
"570",458.519989,460.220001,453.170013,454.369995,300500,405.754425
"571",454.269989,459.100006,453.049988,456.959991,300500,408.067322
"572",457.089996,463.130005,457.089996,461.519989,563400,412.139404
"573",464.959991,466.700012,460.549988,463.380005,255300,413.800415
"574",464.929993,464.929993,457.220001,458.160004,213100,409.138916
"575",459.130005,462.339996,457.320007,458.130005,157700,409.112152
"576",459.850006,460.130005,454.299988,456.23999,270000,407.424347
"577",457.100006,470.019989,457,469.279999,285500,419.069153
"578",466.910004,469.399994,464.26001,467.329987,338600,417.327759
"579",470,480.220001,470,479.700012,251800,428.374237
"580",481.579987,484.359985,475.48999,477.420013,334300,426.338196
"581",474.950012,478.100006,471.480011,476.809998,173700,425.793457
"582",479.309998,483,477,482.929993,226500,431.258636
"583",482.079987,484.950012,481.410004,482.570007,252900,430.937164
"584",482.790009,487.040009,481.420013,482.519989,317600,430.892487
"585",486.970001,489.950012,476.809998,477.589996,146900,426.48999
"586",476.899994,479.070007,473.640015,478.589996,248400,427.382996
"587",480.649994,480.980011,473.720001,478.350006,183300,427.168671
"588",468.940002,475.329987,466.540009,475.290009,287600,424.436096
"589",470.769989,485.230011,464,469.049988,546100,418.863739
"590",472.309998,485.899994,470.200012,481.540009,396200,430.017365
"591",474.190002,474.670013,463.220001,473.049988,450100,422.43573
"592",470.029999,475.26001,462.089996,473.859985,319100,423.159058
"593",464.01001,465.579987,457.540009,464.179993,397900,414.514832
"594",466.279999,474.549988,465.299988,467.450012,295100,417.434937
"595",463.230011,465.299988,445.329987,452.630005,693900,404.200623
"596",452.73999,468.98999,452.73999,465.140015,361800,415.372101
"597",459.809998,463.75,454.790009,457.75,415900,408.772797
"598",455.220001,456.029999,447.209991,448.670013,336400,400.664337
"599",451.649994,458.859985,449.809998,458.5,382500,409.442566
"600",457.690002,460.230011,456.290009,459.589996,228900,410.415924
"601",454.880005,456.100006,444.51001,447.630005,196300,399.735596
"602",450.26001,451.98999,445.75,445.899994,159500,398.190704
"603",446.140015,451.890015,444.700012,448.51001,451500,400.521454
"604",445.5,449.589996,442.109985,446.459991,213200,398.690765
"605",447.079987,453.230011,445.880005,450.640015,221700,402.423523
"606",445.98999,448.109985,440.609985,440.950012,232900,393.770325
"607",440.25,444.519989,437.980011,441.190002,365300,393.98465
"608",444.600006,454.839996,441.480011,454.820007,299200,406.156311
"609",459.25,467.820007,458.230011,467.619995,420400,417.586731
"610",467.200012,473.140015,462.790009,468.529999,403000,418.399384
"611",471.540009,474.899994,466.890015,468.880005,393300,418.711914
"612",474.079987,478.75,472.559998,474.670013,296700,423.882446
"613",476.23999,478.859985,459.019989,467.149994,323000,417.167023
"614",464.779999,470.100006,464.100006,469.109985,248600,418.917328
"615",472.029999,474.459991,469.730011,473.059998,192800,422.444702
"616",472.279999,474.25,471.440002,472.859985,182100,422.266083
"617",473.179993,473.730011,468.450012,471.540009,183500,421.087341
"618",474.980011,483.73999,473.649994,480.859985,246300,429.410126
"619",480.399994,488.549988,480.399994,487.329987,171600,435.187836
"620",494.350006,498.130005,492.959991,496.709991,414000,443.56424
"621",498.190002,498.600006,491.730011,497.459991,476900,444.233978
"622",498,501.170013,490.850006,491,340400,438.465179
"623",491.119995,492.799988,481.149994,484.399994,297800,432.57135
"624",483.799988,485.299988,475.820007,478.5,246300,427.302643
"625",480,483.529999,474.179993,476.079987,178700,425.141541
"626",476.100006,484.970001,474.649994,483.799988,556300,432.035553
"627",489.880005,491,474.48999,484.480011,342200,432.642822
"628",484.480011,490.540009,482.130005,488.519989,240500,436.250519
"629",488.109985,497.709991,486.76001,496.799988,155200,443.644592
"630",493.730011,497.450012,492,497.079987,141100,443.894623
"631",495.359985,496,489.880005,491.320007,161400,438.750977
"632",483.950012,488.350006,478.040009,483.76001,311600,431.999847
"633",489.609985,492.540009,488.399994,489.76001,392600,437.35788
"634",488.809998,493.26001,488.809998,492.230011,211800,439.563599
"635",495,498.149994,491.660004,498.059998,203400,444.769775
"636",498.850006,499.940002,495.649994,498.369995,243700,445.046631
"637",498.859985,502.670013,497.279999,497.829987,213900,444.564392
"638",495.910004,496.190002,488.799988,488.799988,205400,436.500549
"639",486.100006,488.540009,484.649994,488.109985,193400,435.884399
"640",491.859985,491.859985,481.609985,483.589996,303400,431.848022
"641",482.809998,485.459991,478.230011,484.23999,209400,432.428467
"642",487.779999,495.660004,484.809998,493.459991,293900,440.661957
"643",491.420013,497.380005,489.799988,494.660004,181300,441.733612
"644",498.540009,500.450012,493.089996,498.459991,150500,445.127014
"645",498.829987,500.290009,495.859985,496,161100,442.930206
"646",496,496.25,489.100006,491.350006,291400,438.77774
"647",489.339996,494.589996,482.630005,486.519989,243000,434.464508
"648",486.890015,491.570007,482.600006,485.440002,219700,433.500092
"649",485.190002,492.660004,478.920013,479.329987,196100,428.043793
"650",479.019989,479.619995,468.600006,470.950012,248900,420.560486
"651",462.269989,463.380005,455.399994,461.329987,478000,411.969727
"652",506.100006,555.27002,502.950012,524.390015,962600,468.282623
"653",526.869995,540.320007,525,537.330017,484800,479.838104
"654",538.190002,553.710022,538.190002,550.830017,405000,491.893646
"655",547.690002,550.789978,543.919983,544.72998,327700,486.44632
"656",542.539978,547.369995,538.359985,541.859985,304000,483.883362
"657",541.22998,548.799988,536.559998,548.210022,318900,489.553986
"658",544.469971,551.900024,535.73999,539.049988,386100,481.374054
"659",511.089996,517.580017,507.660004,516.219971,243900,488.154205
"660",522.340027,530.929993,518.890015,530.099976,332400,501.279572
"661",536.320007,540.070007,507.660004,537.580017,353400,508.352966
"662",535.559998,537.75,530.190002,534.599976,540200,505.534943
"663",540,540,531.330017,532.919983,317700,503.946289
"664",536.219971,536.98999,528.650024,530.26001,361900,501.430908
"665",533.52002,540.469971,518.940002,521.530029,432700,493.175568
"666",525.820007,527,516.400024,521.75,334400,493.383575
"667",514.890015,514.890015,500.059998,512.51001,799400,484.645935
"668",512.580017,522.159973,506.279999,521.200012,376800,492.863495
"669",525,529,522.460022,528.789978,391100,500.040802
"670",529.73999,539.469971,524.169983,538.320007,440800,509.052704
"671",539,539.869995,532,534.780029,439500,505.7052
"672",539.77002,540.469971,536.23999,536.580017,301300,507.407318
"673",540,542.099976,531.640015,532.969971,289600,503.99353
"674",532.929993,537.330017,531.01001,533.909973,344100,504.882446
"675",534.219971,539.390015,510.940002,513.580017,457300,485.657776
"676",511.480011,512.02002,493.01001,504.920013,480700,477.468597
"677",503.440002,509.279999,499.209991,501.100006,433200,473.856293
"678",503.709991,515.72998,503.709991,514.76001,474700,486.773621
"679",516.030029,523.580017,513.02002,519.820007,266100,491.558502
"680",517.830017,525.469971,516.22998,523.539978,319400,495.076233
"681",523.23999,526.840027,520.23999,525.590027,341300,497.014832
"682",525.799988,531.47998,523.929993,530.380005,332200,501.544403
"683",529.909973,533.880005,527.299988,531.280029,247800,502.395477
"684",532.940002,533.72998,522.900024,527.26001,432400,498.594025
"685",524.849976,534.599976,524.5,529.440002,292200,500.655487
"686",537.039978,537.039978,524.090027,526.380005,368400,497.761871
"687",524.869995,528.820007,521.849976,528.059998,245600,499.350525
"688",529.5,533.940002,528.369995,530.659973,165600,501.809143
"689",534.809998,537.140015,515.409973,518.190002,324300,490.01712
"690",518.97998,523.419983,516.72998,520.669983,220300,492.362274
"691",521.619995,522.98999,506.029999,506.470001,255900,478.934326
"692",501.839996,504.220001,497.459991,499.76001,341600,472.589142
"693",499.369995,507.309998,497.329987,507.230011,195900,479.653015
"694",509.279999,514,506,513.609985,212500,485.686127
"695",510.309998,521.719971,510.059998,514.419983,194900,486.452087
"696",510.51001,514.530029,501.230011,508.660004,200100,481.005249
"697",511.609985,513.469971,506,509.149994,215000,481.468597
"698",507.470001,514.280029,506.100006,511,176400,483.218048
"699",518.659973,527.530029,515,524.780029,330500,496.248871
"700",524.380005,525.640015,518.190002,518.700012,224400,490.49942
"701",520.98999,525.130005,519.01001,523,209100,494.565613
"702",521.710022,522.710022,517.390015,518.840027,197900,490.631805
"703",518.840027,528.409973,518.840027,526.549988,222200,497.922607
"704",527.880005,527.880005,519.51001,526.570007,335400,497.941528
"705",525.599976,529.059998,521.119995,521.929993,313400,493.553772
"706",521,524.849976,508.329987,510.929993,348400,483.151825
"707",508.209991,516.27002,508.209991,514.869995,149000,486.877625
"708",515.440002,528.900024,513.299988,527.789978,197400,499.095184
"709",527.27002,529.969971,522.669983,523.450012,190900,494.99118
"710",523.26001,530.98999,523.26001,527.52002,198500,498.839905
"711",532,539.679993,525.390015,525.969971,286600,497.374115
"712",526.059998,532.599976,521.47998,531.960022,165600,503.038513
"713",532.200012,532.650024,524.539978,526.280029,203700,497.667328
"714",531.030029,539.450012,528.919983,538.280029,239300,509.014893
"715",539.5,541.039978,529.299988,533.039978,181500,504.059753
"716",531.369995,535.650024,527.799988,535.469971,187300,506.357635
"717",535.549988,536.580017,530.580017,536.419983,226700,507.255981
"718",539.26001,543.22998,537.650024,538.299988,253800,509.033783
"719",538.859985,544.890015,538.590027,541.080017,194500,511.662659
"720",540.090027,544.309998,538.289978,543.109985,201600,513.582275
"721",543.340027,545.52002,541.119995,544.5,174800,514.896729
"722",544.289978,553.039978,543.539978,549.200012,209200,519.341187
"723",547.76001,560.609985,546.940002,559.77002,205200,529.336548
"724",561.330017,564.090027,556.969971,559.780029,346700,529.346008
"725",562,568.830017,560,567.679993,279000,536.816467
"726",548.789978,573.030029,544.330017,568.159973,455800,537.270325
"727",567.789978,581.070007,567.789978,575,362000,543.738464
"728",574.669983,579.27002,566.75,573.140015,262000,541.979614
"729",558,566.200012,552.52002,562.400024,652700,531.823547
"730",562.200012,571.840027,560.77002,571.01001,317500,539.965454
"731",571.859985,575.280029,569.75,573.440002,493000,542.263306
"732",571.030029,572.950012,562.409973,567.330017,245000,536.485535
"733",565.530029,570.900024,563.190002,567.099976,118600,536.267944
"734",567.48999,569.559998,556.48999,556.580017,311900,526.319946
"735",551.440002,557.299988,550.01001,555.51001,375400,525.308105
"736",558.299988,572.200012,558.299988,563,359300,532.39093
"737",563.659973,566.140015,559.5,565.049988,344900,534.329468
"738",569.289978,572.210022,567.419983,570.109985,248700,539.114319
"739",568.960022,571.929993,561.609985,564.01001,295000,533.346008
"740",564.570007,571.320007,564.570007,569.25,257700,538.301086
"741",570.599976,570.630005,565.960022,570.049988,217800,539.057617
"742",569.22998,571.940002,564.02002,567.580017,174300,536.721924
"743",569.590027,576.969971,567.570007,575.809998,243000,544.504456
"744",580,580,567.51001,575.340027,311000,544.060059
"745",573.190002,574.98999,567.119995,570.320007,289600,539.312927
"746",570.440002,570.440002,557.26001,567.440002,343700,536.589539
"747",568.76001,576.090027,566.309998,574.960022,315200,543.700684
"748",590.159973,594.950012,583.109985,591.289978,717400,559.142822
"749",592.190002,596.98999,590.700012,593.030029,375800,560.788269
"750",596.26001,597.330017,592.26001,592.630005,99100,560.409973
"751",593.609985,597.940002,592.559998,597.780029,258800,565.280029
"752",568,570.030029,560.659973,563.97998,221300,563.97998
"753",564.380005,566.369995,557.809998,562.01001,196700,562.01001
"754",561.469971,564.51001,558.340027,560,202800,560
"755",560.799988,567.440002,559.099976,567.440002,311700,567.440002
"756",561.340027,578.409973,561.340027,577.840027,278000,577.840027
"757",576.98999,585.429993,574.710022,584.799988,377700,584.799988
"758",583.369995,589.340027,580.75,587,255100,587
"759",590.919983,590.919983,583.719971,585.630005,409100,585.630005
"760",590.429993,595.849976,586.01001,595.409973,316500,595.409973
"761",595.73999,600.940002,593.039978,595.469971,256600,595.469971
"762",596.419983,606.099976,595.530029,604.570007,199500,604.570007
"763",602.890015,611.070007,602.289978,609,534200,609
"764",625.47998,625.47998,614.159973,619.659973,439800,619.659973
"765",622.849976,634.570007,619.590027,633.330017,356200,633.330017
"766",635.640015,638.950012,631.030029,636.659973,379800,636.659973
"767",633.659973,644.830017,633.609985,643.799988,382500,643.799988
"768",646.950012,649.880005,642.150024,644.02002,423000,644.02002
"769",650.950012,662.849976,647.01001,657.929993,462400,657.929993
"770",660.98999,667.289978,653.5,656.72998,393400,656.72998
"771",643.940002,652.330017,638.590027,650.51001,320900,650.51001
"772",653.940002,660.349976,646.01001,657.859985,267800,657.859985
"773",663.25,664.539978,653.859985,654.179993,276200,654.179993
"774",647.059998,655.289978,645.859985,653.880005,242300,653.880005
"775",649.780029,653.099976,638.559998,643.280029,360900,643.280029
"776",646.48999,658.849976,646.169983,652.280029,396300,652.280029
"777",665,673.51001,633.710022,641.27002,632900,641.27002
"778",642.880005,646.539978,620.580017,626.179993,550300,626.179993
"779",626.200012,635.26001,618.030029,633.780029,392600,633.780029
"780",633.26001,638.429993,629.210022,634.539978,325200,634.539978
"781",634.539978,643.859985,632.049988,643.27002,445400,643.27002
"782",646.630005,656.590027,644.159973,650.049988,403000,650.049988
"783",650.109985,651.590027,638.98999,650.22998,286300,650.22998
"784",649.570007,660.02002,649.570007,655.669983,235100,655.669983
"785",655.900024,657.820007,644.940002,646.75,507200,646.75
"786",643.070007,648.75,639.900024,641.460022,230400,641.460022
"787",644.27002,649.409973,639.549988,641.26001,257900,641.26001
"788",640.109985,644.830017,625.710022,634.320007,444000,634.320007
"789",631.780029,635,625,629.900024,309600,629.900024
"790",618.030029,619.690002,599.320007,601.450012,613300,601.450012
"791",605.119995,607.330017,568.289978,572.210022,615600,572.210022
"792",574,585.580017,563.75,564.630005,456400,564.630005
"793",553.559998,566.940002,548.130005,549.469971,670400,549.469971
"794",530.669983,558.559998,516.419983,557.809998,911900,557.809998
"795",559.700012,571.400024,546.359985,568.460022,527900,568.460022
"796",565.859985,586.48999,551.5,557.070007,423500,557.070007
"797",565.400024,577.960022,556.22998,577.440002,472900,577.440002
"798",563.640015,564.51001,525.039978,536.369995,945900,536.369995
"799",518.47998,522.030029,494.720001,503.109985,1256400,503.109985
"800",461.450012,473.589996,440.820007,452.01001,1241900,452.01001
"801",468.51001,496.98999,467.019989,495.640015,943800,495.640015
"802",474.970001,484.980011,451.329987,462.170013,1193400,462.170013
"803",420.179993,428.630005,390.019989,407.01001,1709000,407.01001
"804",436.220001,441.390015,397.869995,414.720001,1382000,414.720001
"805",331.910004,361.630005,329.01001,338.440002,1911700,338.440002
"806",342.929993,343.339996,295.950012,315.01001,1805200,315.01001
"807",276.450012,283.369995,200.059998,245.789993,3571100,245.789993
"808",242.100006,312.779999,241.210007,305.769989,1744900,305.769989
"809",313.480011,337.279999,301.079987,302.51001,2093800,302.51001
"810",301.079987,319.519989,280.820007,301.529999,1265500,301.529999
"811",323.600006,345.619995,312,325.679993,980300,325.679993
"812",344.910004,368.980011,331.459991,350.089996,1099600,350.089996
"813",361.299988,408.76001,356.070007,402.089996,1079600,402.089996
"814",388.149994,388.869995,358.130005,363.01001,714600,363.01001
"815",363.019989,367.5,330.640015,342.75,979600,342.75
"816",339.869995,347.049988,318.779999,320.190002,1051900,320.190002
"817",302.579987,304.179993,269.079987,272.540009,1325600,272.540009
"818",270.01001,293.859985,260,284.470001,1308200,284.470001
"819",282.670013,282.670013,261.01001,270.309998,1095300,270.309998
"820",295.709991,301.519989,284.359985,288.929993,1327500,288.929993
"821",314.600006,318,282.190002,286.429993,1201000,286.429993
"822",296.899994,333.079987,292.5,328.25,1186600,328.25
"823",340.410004,373.459991,335.220001,344.540009,1224000,344.540009
"824",340.540009,341.529999,310.040009,313.600006,554200,313.600006
"825",325.01001,338.559998,315.429993,318.160004,1014100,318.160004
"826",308.100006,321.480011,303.869995,316.940002,612100,316.940002
"827",315.769989,317.899994,296.410004,300.899994,683100,300.899994
"828",330.98999,348.899994,328.309998,337.399994,965400,337.399994
"829",335,335.5,313.350006,316.399994,527400,316.399994
"830",303.950012,311.420013,301.209991,307.75,467500,307.75
"831",315.649994,317.619995,301.209991,304.26001,481200,304.26001
"832",309.769989,324.339996,305.670013,314.279999,535300,314.279999
"833",313.459991,314.670013,304.440002,304.920013,776400,304.920013
"834",307.869995,321.899994,299.619995,317.450012,791700,317.450012
"835",329.019989,340.230011,317.029999,336.649994,708200,336.649994
"836",351.890015,379,346.5,371.179993,816500,371.179993
"837",362.230011,366.5,344.700012,363.079987,1197700,363.079987
"838",355.519989,355.519989,335.51001,349.450012,959700,349.450012
"839",332.01001,342.630005,320.179993,342.429993,1085700,342.429993
"840",351.390015,359.429993,312.200012,324.589996,1024700,324.589996
"841",329.170013,334,318.519989,319.470001,584200,319.470001
"842",323.730011,334.929993,322.359985,324.549988,612900,324.549988
"843",332.549988,353.339996,330.01001,352.609985,456000,352.609985
"844",346.910004,355,335.809998,348.959991,707600,348.959991
"845",348.600006,354.339996,329.149994,329.51001,665200,329.51001
"846",327.269989,332.76001,309.76001,320.049988,1005200,320.049988
"847",315.869995,332.929993,303.51001,330.440002,653500,330.440002
"848",324.100006,332.630005,318.100006,325,411300,325
"849",345.359985,374.98999,344.640015,370.519989,806700,370.519989
"850",368.829987,376.609985,359.170013,361.200012,783900,361.200012
"851",367.820007,377.230011,361.399994,365.329987,445500,365.329987
"852",366.609985,390.640015,366.609985,375.350006,616100,375.350006
"853",378.160004,382.059998,368.5,380.799988,572000,380.799988
"854",409.380005,410.459991,393.149994,403.059998,1024600,403.059998
"855",415.850006,436.559998,410.209991,435.380005,1227300,435.380005
"856",443.440002,446.149994,429.070007,431.130005,1101000,431.130005
"857",423.190002,437.959991,421.839996,424.820007,1136400,424.820007
"858",423.769989,442.200012,423.769989,438.790009,596600,438.790009
"859",442.220001,445.459991,427.059998,432.440002,1022000,432.440002
"860",442.290009,475.869995,440.779999,469.899994,1041800,469.899994
"861",468.209991,489.049988,467.51001,481.730011,803600,481.730011
"862",520,537.559998,486.040009,490.779999,995200,490.779999
"863",513,513,489.609985,494.940002,634800,494.940002
"864",479.130005,489.959991,467.76001,479.200012,555400,479.200012
"865",475,477.119995,454.350006,461.079987,904000,461.079987
"866",436.109985,446.320007,413.130005,420.559998,929100,420.559998
"867",448.070007,455.160004,422.23999,447.390015,456200,447.390015
"868",423.859985,462.429993,422.25,459.73999,430400,459.73999
"869",479.410004,482.109985,450.779999,465.200012,595900,465.200012
"870",467.829987,468.220001,456.269989,459.690002,269400,459.690002
"871",453.440002,467.670013,449.309998,465.75,328100,465.75
"872",476.709991,477.570007,460.200012,463,958800,463
"873",456.359985,468.839996,452.380005,464.730011,357200,464.730011
"874",464,467.070007,453.200012,458.209991,760100,458.209991
"875",452.649994,453.51001,430.980011,433.899994,762700,433.899994
"876",428.01001,439.75,424.279999,436,574500,436
"877",436.01001,437,416.220001,421.089996,1017500,421.089996
"878",431.399994,443.76001,420.76001,443.76001,643200,443.76001
"879",438.630005,446.170013,431.049988,442.049988,413100,442.049988
"880",441.820007,453.380005,435.480011,439.589996,382100,439.589996
"881",450.160004,456.350006,441.820007,442.329987,425600,442.329987
"882",450.850006,451.190002,430.089996,435.480011,627800,435.480011
"883",432.420013,433.049988,418.459991,419.48999,478300,419.48999
"884",420.890015,427.950012,418.100006,426.899994,617200,426.899994
"885",422.670013,425.640015,405.01001,410.980011,459000,410.980011
"886",412.850006,421.679993,406.670013,420.880005,413400,420.880005
"887",426.570007,432.640015,412.290009,414.369995,414100,414.369995
"888",410.769989,422.959991,408.529999,422.660004,399200,422.660004
"889",430.089996,439.23999,430.029999,434.209991,550600,434.209991
"890",429.769989,436.950012,425.779999,431.470001,359900,431.470001
"891",432.190002,435,425.940002,432.869995,256300,432.869995
"892",431.339996,436.970001,426.5,430.850006,545300,430.850006
"893",437.480011,448,437.429993,440.880005,231800,440.880005
"894",436.070007,450,436.070007,445.570007,269000,445.570007
"895",442.459991,444.820007,434.809998,437.470001,304900,437.470001
"896",438.940002,438.940002,423.850006,425.559998,348600,425.559998
"897",425,430.220001,418.019989,424.179993,185300,424.179993
"898",425,433.359985,424.470001,426.950012,355700,426.950012
"899",428.059998,435.929993,425.5,433.369995,322500,433.369995
"900",427.950012,438.829987,426.76001,433.339996,284600,433.339996
"901",430.269989,433.350006,422.51001,431.579987,328300,431.579987
"902",430.01001,437.769989,421.470001,436.01001,348700,436.01001
"903",435.720001,453.950012,434.570007,448.73999,723600,448.73999
"904",452.119995,474.140015,450.170013,471.609985,490600,471.609985
"905",466.100006,475.470001,466.01001,472.070007,244400,472.070007
"906",480.089996,480.089996,470,475.390015,460500,475.390015
"907",477.869995,489.369995,477.339996,482.570007,582300,482.570007
"908",494.170013,506.079987,489.829987,490.230011,784500,490.230011
"909",499.649994,500,492.720001,498.48999,532400,498.48999
"910",492.48999,499.149994,492.48999,495.149994,430800,495.149994
"911",491.170013,499.700012,491.170013,498.790009,360500,498.790009
"912",500,500,489.309998,489.970001,420500,489.970001
"913",488.019989,490.170013,482.200012,483,528200,483
"914",486.309998,489.619995,482,482.809998,553800,482.809998
"915",478.380005,486.640015,476.179993,482.829987,255200,482.829987
