"","TDG.Open","TDG.High","TDG.Low","TDG.Close","TDG.Volume","TDG.Adjusted"
"384",353.589996,358.910004,352.630005,356.230011,552800,318.11499
"385",357,362.059998,357,360.890015,248700,322.276398
"386",360.940002,367.290009,359.26001,361.029999,230000,322.401398
"387",361.019989,364.519989,359.98999,362.880005,239300,324.053467
"388",362.890015,364.019989,359.75,360.079987,321900,321.55304
"389",361.040009,363.23999,359.160004,362.910004,293900,324.080261
"390",361.859985,368.339996,359.160004,364.890015,363800,325.848419
"391",364.950012,364.950012,358.049988,358.119995,231100,319.802765
"392",360.380005,364.519989,358.149994,363.660004,342000,324.75
"393",363.220001,372.769989,361.549988,372.070007,232900,332.260193
"394",372.070007,375.540009,370.089996,372.929993,246900,333.028168
"395",374.079987,374.769989,367.630005,370,243200,330.411652
"396",368.540009,370.720001,365.359985,365.950012,442100,326.795013
"397",368.329987,377.670013,368.329987,375.540009,500200,335.358917
"398",374.320007,376.390015,367.670013,368.679993,270700,329.23288
"399",367.200012,369.799988,365.380005,367.670013,445000,328.330963
"400",368.369995,371.040009,366.320007,369.820007,388600,330.250916
"401",369.799988,373.450012,367.75,369,600700,329.518646
"402",354.149994,359.839996,348.350006,356.700012,1021000,318.534698
"403",357.220001,360,355.459991,357.5,341600,319.249115
"404",357.279999,362.940002,356.829987,359.380005,537400,320.927948
"405",358.26001,359.540009,356.070007,357.019989,285600,318.820435
"406",357.450012,361.149994,354.230011,356.029999,250400,317.936401
"407",357.179993,358.26001,353.390015,356.540009,292400,318.391815
"408",355.559998,355.579987,347.209991,351.429993,362400,313.828552
"409",354.369995,357.269989,352.420013,354.160004,202600,316.266479
"410",354.450012,355.279999,352.480011,353.589996,154000,315.757446
"411",354.579987,359.529999,354.170013,356.529999,304400,318.382874
"412",356.410004,361.640015,356.410004,359.910004,325800,321.401245
"413",359.429993,361.709991,356.779999,357.01001,243200,318.811554
"414",356.570007,358.540009,354.399994,354.75,188600,316.793335
"415",355.839996,356.130005,353.549988,354.959991,171400,316.980865
"416",356.809998,360.329987,355.5,359.149994,452400,320.722534
"417",359.880005,360.730011,356.230011,359.029999,334500,320.615387
"418",359.959991,360.519989,357.359985,357.529999,213500,319.275879
"419",357.5,358.140015,348.609985,349.459991,365100,312.069336
"420",348.170013,350.320007,346.920013,350,571200,312.551544
"421",349.320007,351.910004,346.970001,351.519989,520700,313.908905
"422",351.269989,352.23999,347.920013,351.709991,309800,314.078613
"423",352.529999,355.980011,352.529999,353.75,227600,315.90033
"424",353.279999,355.299988,350.109985,351.540009,333900,313.926819
"425",352.5,356.899994,352.5,355.570007,234000,317.525604
"426",354.160004,357.209991,354.160004,356.959991,355800,318.766876
"427",356.329987,359.059998,354.170013,355.519989,194800,317.480927
"428",356.790009,359.579987,356.720001,358.359985,234900,320.01709
"429",358.869995,371.23999,358.779999,369.98999,629200,330.40271
"430",370.01001,371.410004,365.399994,367.98999,515800,328.616699
"431",368.320007,373.660004,367.980011,372.820007,310200,332.929932
"432",373.839996,374.480011,368.299988,369.190002,189400,329.688324
"433",371.119995,371.119995,365.429993,368.589996,223200,329.152527
"434",369.75,370.470001,367.559998,368.369995,422200,328.956055
"435",369.179993,369.350006,364.190002,365.709991,151100,326.580658
"436",365.429993,370.100006,364.920013,368.850006,136400,329.384705
"437",369.700012,372.519989,368.470001,369.869995,413000,330.295563
"438",371.100006,375.399994,371.100006,372.649994,277300,332.778107
"439",373.329987,375.279999,371.529999,372.299988,564800,332.465546
"440",375.089996,375.350006,367.820007,370.170013,282500,330.563477
"441",370.369995,371.929993,368.519989,369.929993,152100,330.349121
"442",370.929993,374.309998,369.299988,372.040009,240000,332.233368
"443",370.910004,370.910004,364.540009,367.23999,175100,327.94696
"444",366.890015,367.470001,359.970001,360.339996,286100,321.785217
"445",358.609985,360.920013,352.519989,355.850006,274000,317.775635
"446",355.809998,355.809998,349.01001,351.209991,326800,313.63208
"447",331,347.850006,331,340.059998,1186600,303.675079
"448",338.190002,338.190002,317.049988,321.130005,1205100,286.770538
"449",325,328.910004,320.269989,323.390015,903200,288.788727
"450",325,328.98999,325,327.48999,582400,292.450012
"451",329.559998,345.190002,326.209991,344.700012,850300,307.818634
"452",345.440002,348.25,342,347.779999,605800,310.569092
"453",344.910004,345.959991,336.200012,337.160004,494200,301.085388
"454",337.48999,340.339996,334.179993,337.190002,462300,301.112152
"455",337.480011,339.640015,333.670013,334.779999,598700,298.960022
