"","ZBRA.Open","ZBRA.High","ZBRA.Low","ZBRA.Close","ZBRA.Volume","ZBRA.Adjusted"
"34",86.209999,86.769997,85.57,86.68,360500,86.68
"35",86.480003,86.769997,84.900002,85.730003,358200,85.730003
"36",90,93.610001,88.510002,89.900002,918900,89.900002
"37",89.989998,93.040001,89.349998,92.940002,1079900,92.940002
"38",93,93.099998,91.730003,92.389999,648000,92.389999
"39",92.010002,92.440002,90.699997,90.709999,424500,90.709999
"40",91.379997,91.919998,90.269997,90.709999,602600,90.709999
"41",90.589996,90.589996,88.230003,88.980003,390700,88.980003
"42",89.010002,90.019997,88.610001,89.349998,250300,89.349998
"43",89.190002,89.190002,88.139999,88.449997,248600,88.449997
"44",88.269997,89.220001,87.980003,88.019997,315400,88.019997
"45",88,88.860001,86.459999,88.309998,335400,88.309998
"46",87.959999,89.110001,87.779999,88.580002,218800,88.580002
"47",88.889999,89.449997,88.389999,89.279999,223700,89.279999
"48",89.599998,89.959999,88.580002,89.269997,154500,89.269997
"49",88.889999,89.410004,87.989998,88.93,200800,88.93
"50",89.550003,91.43,87.910004,90.889999,440800,90.889999
"51",90.459999,92.07,90.019997,91.309998,327900,91.309998
"52",91.639999,92,90.230003,90.75,435300,90.75
"53",90.760002,91.230003,89.919998,90.07,180400,90.07
"54",90.370003,90.970001,85.879997,86.150002,365900,86.150002
"55",85.970001,87.050003,85,86.860001,285500,86.860001
"56",86.660004,87.860001,86.300003,86.879997,195100,86.879997
"57",87.220001,87.790001,86.07,86.730003,172200,86.730003
"58",85.919998,87.059998,84.32,86.5,217900,86.5
"59",86.919998,88.860001,86.309998,88.580002,284900,88.580002
"60",88.629997,88.980003,87.57,88.830002,257700,88.830002
"61",88.800003,90.470001,88.800003,89.559998,312100,89.559998
"62",89.690002,91.529999,89.110001,91.25,313800,91.25
"63",91.160004,92.110001,90.830002,91.43,429400,91.43
"64",91.25,92.400002,90.93,91.68,350800,91.68
"65",92.07,92.790001,90.309998,90.610001,562700,90.610001
"66",90.5,93.269997,90.169998,92.730003,222900,92.730003
"67",92.160004,92.959999,91.849998,92.129997,318500,92.129997
"68",92.089996,93.290001,91.589996,92.129997,156300,92.129997
"69",91.790001,92.18,90.720001,91.93,211900,91.93
"70",91.760002,92.610001,88.650002,88.709999,314100,88.709999
"71",88.559998,89.129997,86.82,87.330002,323600,87.330002
"72",88,88.949997,87.269997,88.879997,236000,88.879997
"73",88.82,90,88.410004,89.889999,197800,89.889999
"74",90.139999,90.540001,89.769997,90.410004,232700,90.410004
"75",90.760002,91.370003,90.559998,90.82,271500,90.82
"76",90.839996,91.139999,89.75,90.970001,214800,90.970001
"77",91.910004,93.220001,91.120003,93.019997,304500,93.019997
"78",93.300003,96,93.300003,95.040001,358000,95.040001
"79",95.379997,96.540001,93.650002,93.839996,245600,93.839996
"80",94.260002,95.269997,93.379997,94.160004,291900,94.160004
"81",94.129997,94.540001,93.110001,94.269997,309700,94.269997
"82",94.57,96.260002,93.860001,94.849998,273000,94.849998
"83",95.339996,95.43,92.82,93.860001,284900,93.860001
"84",93.220001,94.029999,92.660004,93.940002,202600,93.940002
"85",94.169998,94.360001,92.779999,94.290001,209100,94.290001
"86",94.610001,96.650002,94.339996,96.559998,315000,96.559998
"87",96.699997,96.940002,94.629997,96.690002,414600,96.690002
"88",99,99,96.519997,98.449997,957800,98.449997
"89",97.459999,100.190002,97.150002,98.870003,578100,98.870003
"90",98.279999,99.43,97.199997,99.099998,315700,99.099998
"91",98.940002,99.730003,98.349998,99.639999,229800,99.639999
"92",99.730003,100.989998,99.68,100.690002,357500,100.690002
"93",101,101,99.769997,100.5,290700,100.5
"94",99.279999,99.360001,96.769997,98.110001,440200,98.110001
"95",97.57,99,96.519997,98.110001,293800,98.110001
"96",98.779999,99.279999,98.129997,98.480003,266700,98.480003
"97",99.07,103.779999,98.949997,103.68,655400,103.68
"98",104.279999,104.279999,101.650002,102.279999,305700,102.279999
"99",102.050003,104.470001,102,104.410004,341000,104.410004
"100",105,107.269997,104.510002,106.300003,427900,106.300003
"101",106.050003,106.5,105,105.919998,237700,105.919998
"102",105.550003,107.150002,105.010002,106.730003,274300,106.730003
"103",105.050003,105.949997,102.099998,104.339996,565000,104.339996
"104",105.07,108.269997,104.480003,108.139999,493800,108.139999
"105",108.330002,108.760002,107.379997,107.75,346200,107.75
"106",108.040001,108.360001,105.809998,105.900002,273100,105.900002
"107",105.029999,106.18,105.029999,105.239998,308500,105.239998
"108",105.790001,106.839996,104.919998,106.57,431000,106.57
"109",106.599998,108.199997,106.029999,108.029999,438400,108.029999
"110",108.110001,109.300003,104.449997,106.089996,526000,106.089996
"111",105.43,105.589996,101.75,104.139999,437000,104.139999
"112",105.199997,105.449997,104.029999,104.779999,297800,104.779999
"113",105.529999,105.529999,102.18,103,330600,103
"114",101.699997,104.440002,101.010002,104.400002,283600,104.400002
"115",103.910004,105.529999,102.889999,104.300003,682700,104.300003
"116",105.160004,106.480003,104.790001,106,519000,106
"117",105.849998,106.540001,105.300003,105.830002,326000,105.830002
"118",106.199997,106.400002,104.68,105.150002,295900,105.150002
"119",104.940002,105.940002,103.690002,105.080002,320800,105.080002
"120",105.449997,106.5,104.389999,105.25,572700,105.25
"121",105.580002,106.620003,103.68,104.190002,223200,104.190002
"122",104.25,105.449997,101.309998,101.43,226600,101.43
"123",101.760002,102.669998,100.730003,102,351000,102
"124",102.050003,102.389999,99.080002,100.230003,645700,100.230003
"125",100.639999,101.660004,99.739998,100.519997,457100,100.519997
"126",100.910004,101.190002,99.010002,99.690002,169400,99.690002
"127",99.730003,100.480003,98.610001,99.860001,351200,99.860001
"128",99.330002,99.790001,97.830002,98.660004,341500,98.660004
"129",99.190002,100.599998,97.849998,99.849998,321500,99.849998
"130",99.660004,100.269997,99.07,100.029999,322500,100.029999
"131",100,101.839996,99.529999,100.669998,443400,100.669998
"132",101.580002,102.220001,100.480003,100.519997,262600,100.519997
"133",100.510002,101.010002,99.940002,100.18,274200,100.18
"134",100.43,102.260002,100.349998,102.099998,250000,102.099998
"135",102.349998,102.790001,100.620003,100.720001,173700,100.720001
"136",100.849998,101.199997,99.769997,100.519997,224100,100.519997
"137",100.529999,101.209999,99.949997,100.620003,294600,100.620003
"138",100.709999,100.779999,99.709999,100,288800,100
"139",100.18,100.18,98.410004,98.830002,313300,98.830002
"140",98.849998,100.68,98.849998,100.32,306800,100.32
"141",100.769997,100.769997,99.610001,100.220001,583600,100.220001
"142",100.389999,101.07,99.860001,100.059998,217300,100.059998
"143",100.580002,103.129997,100.540001,102.769997,414100,102.769997
"144",102.519997,103.690002,101.449997,102.760002,388100,102.760002
"145",102.849998,103.120003,101.690002,101.720001,267900,101.720001
"146",102.099998,102.25,101.099998,101.150002,265200,101.150002
"147",101.290001,101.290001,97.019997,97.75,424000,97.75
"148",97.480003,98.019997,95.879997,95.970001,302000,95.970001
"149",96,97.480003,95.580002,96.199997,407700,96.199997
"150",96.279999,97.550003,94.779999,97.25,782200,97.25
"151",99,107.349998,98.5,106.650002,1203800,106.650002
"152",107.059998,107.290001,102.879997,103.839996,677200,103.839996
"153",103.110001,104.989998,102.040001,102.5,420400,102.5
"154",102.470001,105.160004,102.239998,103.489998,365000,103.489998
"155",105.529999,105.529999,103.160004,103.190002,376700,103.190002
"156",103.559998,107.150002,101.379997,106.099998,555100,106.099998
"157",106.150002,108.989998,105.690002,106.440002,508800,106.440002
"158",106.120003,106.120003,103.029999,103.07,254100,103.07
"159",102.540001,103.790001,101.919998,102.919998,258400,102.919998
"160",102.940002,103.720001,102.150002,102.199997,428200,102.199997
"161",102.919998,103.900002,102.309998,103.290001,213100,103.290001
"162",102.699997,104.040001,102.690002,102.93,171700,102.93
"163",103,103.599998,102.25,102.480003,252800,102.480003
"164",103.010002,103.489998,102.599998,102.769997,193000,102.769997
"165",102.800003,103.309998,102.559998,102.82,273800,102.82
"166",102.199997,102.599998,101.169998,101.589996,272300,101.589996
"167",101.730003,102.389999,101.370003,101.980003,239200,101.980003
"168",102.019997,103.370003,101.720001,103.089996,255900,103.089996
"169",103.389999,104.540001,102.790001,104.18,206500,104.18
"170",104.199997,104.379997,99.870003,100.739998,242000,100.739998
"171",100.870003,101.57,100.029999,100.849998,295900,100.849998
"172",101.120003,101.120003,100.120003,100.75,201300,100.75
"173",100.389999,100.720001,99.589996,99.760002,155100,99.760002
"174",100.989998,103.5,100.910004,103.129997,280100,103.129997
"175",103.690002,104.300003,102.18,103.449997,187400,103.449997
"176",102.82,104.360001,102.400002,104.199997,403600,104.199997
"177",104.269997,105.519997,103.510002,105.480003,361600,105.480003
"178",105.5,105.980003,104.75,105.82,417100,105.82
"179",106.040001,108.139999,105.900002,108.040001,507400,108.040001
"180",108.120003,108.980003,107.480003,108.160004,370600,108.160004
"181",108.389999,108.389999,106.419998,106.860001,342100,106.860001
"182",107.040001,108.760002,106.559998,107.68,242800,107.68
"183",107.300003,109.190002,106.769997,108.910004,179100,108.910004
"184",108.410004,108.449997,106.459999,106.690002,250100,106.690002
"185",106.699997,107.75,105.940002,106.160004,350900,106.160004
"186",106.82,107.440002,105.769997,106.760002,306700,106.760002
"187",106.720001,109.889999,106.260002,109.040001,315600,109.040001
"188",108.959999,109.68,107.110001,108.580002,269400,108.580002
"189",108.480003,111.230003,108.410004,109.879997,393000,109.879997
"190",109.910004,111.110001,109.360001,110.800003,542100,110.800003
"191",111,112.529999,110.940002,111.400002,348100,111.400002
"192",111.660004,112.059998,110.809998,111.019997,183800,111.019997
"193",110.300003,111.620003,110.010002,110.760002,272700,110.760002
"194",110.989998,110.989998,109.790001,109.910004,109000,109.910004
"195",110.639999,110.639999,108.980003,110.269997,146000,110.269997
"196",110.629997,111.360001,110.209999,111.300003,272800,111.300003
"197",111.290001,111.360001,109.989998,110.089996,170500,110.089996
"198",110.660004,110.660004,109.589996,109.790001,162600,109.790001
"199",110.150002,110.519997,109.599998,110.160004,291800,110.160004
"200",109.860001,110.940002,109.120003,110.879997,127700,110.879997
"201",111.470001,113.120003,111.150002,112.760002,217700,112.760002
"202",112.07,112.629997,110.57,112.129997,170200,112.129997
"203",112.559998,112.669998,111.230003,111.379997,182300,111.379997
"204",111.18,111.68,110.419998,111.459999,119900,111.459999
"205",111.779999,112.32,111.339996,111.779999,174700,111.779999
"206",111.779999,112.489998,110.120003,110.800003,202300,110.800003
"207",111.050003,111.769997,110.209999,111.480003,206600,111.480003
"208",111.489998,111.970001,110.559998,111.610001,225300,111.610001
"209",111.400002,111.730003,109.790001,110.470001,192700,110.470001
"210",114.050003,117.440002,113.82,115.989998,498400,115.989998
"211",117.050003,117.050003,113.120003,113.769997,265100,113.769997
"212",113.599998,114.650002,111.260002,112.699997,206100,112.699997
"213",113.129997,114.400002,112.269997,114.330002,378400,114.330002
"214",114.239998,116.410004,113.419998,115.790001,596200,115.790001
"215",110.599998,114.529999,106.370003,109.309998,1279200,109.309998
"216",110.190002,111.199997,106.419998,106.610001,795300,106.610001
"217",106.300003,106.300003,103.120003,104.43,406200,104.43
"218",104.440002,104.980003,102.620003,104.419998,321000,104.419998
"219",103.669998,105.489998,102.760002,104.940002,335600,104.940002
"220",104.970001,105.489998,104.160004,104.989998,345400,104.989998
"221",104.169998,105.07,103.019997,104.339996,244300,104.339996
"222",104.690002,108.029999,104.690002,107.860001,391900,107.860001
"223",107.300003,109.830002,106.5,108.760002,471000,108.760002
"224",109.25,109.529999,107.900002,108.889999,318500,108.889999
"225",109.290001,109.970001,108.57,108.769997,284400,108.769997
"226",108.839996,110.400002,108,108.559998,225100,108.559998
"227",108.790001,109.989998,108.629997,109.129997,82800,109.129997
"228",109.32,109.889999,108.25,108.730003,200100,108.730003
"229",108.779999,109.519997,108.260002,109.339996,189700,109.339996
"230",111.629997,112.389999,108.580002,109.43,319500,109.43
"231",110.059998,110.769997,109.360001,110.32,221900,110.32
"232",110.330002,110.849998,108.449997,110.360001,350900,110.360001
"233",111.43,111.699997,109.410004,109.510002,360400,109.510002
"234",109.32,110.129997,107.139999,107.360001,266000,107.360001
"235",106.93,108.120003,105.25,105.309998,314500,105.309998
"236",105.760002,108.169998,105.720001,107.669998,341800,107.669998
"237",108.440002,108.980003,107.400002,107.910004,174200,107.910004
"238",107.949997,108.389999,107.629997,107.709999,180000,107.709999
"239",107.75,108.290001,106.330002,106.43,253300,106.43
"240",106.699997,107.209999,105.75,105.989998,176700,105.989998
"241",105.870003,107.010002,103.879997,104.139999,239600,104.139999
"242",104.410004,105.379997,101.489998,101.830002,763600,101.830002
"243",102.620003,104.529999,102.620003,103.650002,325800,103.650002
"244",103.730003,104.970001,103.730003,103.93,238000,103.93
"245",104.769997,106.660004,104.110001,106.379997,486000,106.379997
"246",106.599998,106.940002,105.589996,106.529999,372100,106.529999
"247",106.269997,106.720001,104.279999,105.150002,138300,105.150002
"248",104.889999,105.349998,104.260002,104.790001,157300,104.790001
"249",104.769997,105.889999,104.769997,104.949997,106100,104.949997
"250",105.129997,105.190002,103.660004,104.279999,119000,104.279999
"251",104.330002,104.940002,103.279999,103.800003,159500,103.800003
"252",104.099998,105.139999,102.75,103.709999,310600,103.709999
"253",103.730003,106.25,103.480003,105.769997,253000,105.769997
"254",106.169998,108.110001,105.839996,107.860001,435200,107.860001
"255",108.059998,109.949997,108.010002,109.540001,301800,109.540001
"256",109.730003,111.400002,109.57,110.629997,218600,110.629997
"257",111.339996,114.440002,111.339996,114.019997,355400,114.019997
"258",113.459999,114.989998,113.18,114.779999,403000,114.779999
"259",114.949997,121.290001,114.290001,121.169998,493200,121.169998
"260",121,123.660004,119.849998,123.150002,420800,123.150002
"261",123.160004,124.620003,123.029999,123.379997,402100,123.379997
"262",123.529999,124.379997,123.209999,123.779999,444900,123.779999
"263",124.209999,124.800003,123.040001,123.230003,387200,123.230003
"264",123.620003,124.449997,122.190002,123.75,310400,123.75
"265",123.269997,124.349998,122.050003,124.290001,186700,124.290001
"266",124.290001,126.279999,122.949997,125.68,392800,125.68
"267",125.690002,126.489998,123.150002,123.349998,448700,123.349998
"268",123.849998,124.739998,122.279999,123.5,246200,123.5
"269",123.879997,124.580002,122.790001,123.480003,405100,123.480003
"270",123.769997,125.339996,122.099998,124.610001,234300,124.610001
"271",124.199997,124.690002,122.940002,124.129997,244800,124.129997
"272",125.550003,125.949997,122.830002,123.160004,214800,123.160004
"273",122.550003,123.25,120.75,121.5,262100,121.5
"274",121.93,122.779999,120.139999,120.730003,287500,120.730003
"275",119.279999,121.839996,117.019997,117.019997,373700,117.019997
"276",115.519997,117.459999,113.330002,116.510002,283600,116.510002
"277",116.18,117.129997,115.330002,116.43,240400,116.43
"278",116.900002,117.93,113.519997,113.540001,253100,113.540001
"279",114.800003,115.660004,110.480003,114.919998,410100,114.919998
"280",115.360001,116.989998,114.57,116.010002,253600,116.010002
"281",115.699997,116.940002,115.379997,116.709999,199200,116.709999
"282",116.269997,118.93,116,118.800003,299500,118.800003
"283",119.660004,120.620003,118.25,120.540001,287800,120.540001
"284",120.139999,121.010002,119.650002,120.25,223900,120.25
"285",119.910004,121.510002,119.349998,120.07,537500,120.07
"286",120.32,122.07,120.089996,120.349998,645800,120.349998
"287",129,137.559998,127.510002,135.240005,1421300,135.240005
"288",137,142.649994,136.820007,141.899994,797800,141.899994
"289",142.240005,144.529999,140.25,140.990005,771800,140.990005
"290",142.190002,143.520004,140.320007,140.369995,516500,140.369995
"291",140.399994,141.759995,137.800003,138.139999,315200,138.139999
"292",138.660004,141.830002,136.229996,140.679993,375600,140.679993
"293",139.300003,140,135.160004,135.449997,398100,135.449997
"294",135.270004,141.410004,132.649994,141.020004,546300,141.020004
"295",141.559998,143.410004,141.449997,143.220001,384500,143.220001
"296",141.860001,145.550003,141.020004,143.979996,381000,143.979996
"297",144.820007,144.979996,141.270004,141.399994,253800,141.399994
"298",141.529999,143.919998,139.949997,141.179993,611500,141.179993
"299",142.75,145.179993,142.75,144.75,365000,144.75
"300",142.75,145.179993,142.75,144.199997,803600,144.199997
"301",144.779999,147.889999,144.369995,146.789993,460500,146.789993
"302",147.320007,147.990005,144.119995,144.399994,331800,144.399994
"303",144.279999,145.100006,143.339996,143.339996,532900,143.339996
"304",142.800003,142.949997,139.25,139.889999,353400,139.889999
"305",139.899994,142.559998,139.880005,142.339996,275700,142.339996
"306",142.690002,144.649994,142.649994,143.460007,286600,143.460007
"307",141.960007,142.600006,138.119995,138.289993,397900,138.289993
"308",138.690002,140.669998,136.220001,136.350006,308200,136.350006
"309",140.220001,142.259995,138.050003,140.399994,516400,140.399994
"310",140.630005,140.630005,134.820007,135.460007,384200,135.460007
"311",135.020004,137.149994,132.940002,135.949997,363100,135.949997
"312",137.059998,140,136.639999,139.190002,224200,139.190002
"313",137.860001,139.979996,135.020004,137.399994,430400,137.399994
"314",138.350006,140.940002,134.460007,139.809998,622700,139.809998
"315",138.190002,140.279999,136.75,139.479996,587000,139.479996
"316",140.080002,140.330002,138.529999,139.179993,303400,139.179993
"317",138.5,139.860001,134.5,135.440002,342100,135.440002
"318",136.339996,138.710007,135.949997,136.149994,216400,136.149994
"319",138.199997,142.770004,137.919998,141.589996,340200,141.589996
"320",140.470001,142.039993,138.75,141.25,223000,141.25
"321",141.850006,143.399994,141.270004,141.300003,331900,141.300003
"322",141.699997,142.990005,141.089996,141.240005,330700,141.240005
"323",142.5,142.949997,140.179993,141.789993,234700,141.789993
"324",143.220001,144.710007,142.440002,144.279999,316400,144.279999
"325",144.990005,146.699997,142.899994,145.509995,239000,145.509995
"326",145.220001,145.779999,141.979996,142.5,162600,142.5
"327",142.050003,143.190002,140.789993,142.149994,250200,142.149994
"328",142.970001,143.720001,138.679993,139.559998,247200,139.559998
"329",140.139999,142.089996,136.289993,137.75,294100,137.75
"330",137.860001,138.919998,135.75,136.880005,418400,136.880005
"331",136.910004,137.970001,135.190002,136.360001,266900,136.360001
"332",136.800003,138.350006,134.270004,135.130005,320500,135.130005
"333",135.119995,136.940002,134.779999,134.830002,231400,134.830002
"334",134.350006,137.070007,133.740005,136.779999,333600,136.779999
"335",135.179993,137.039993,132.910004,133.119995,434000,133.119995
"336",132.440002,134.050003,130.789993,133.539993,396400,133.539993
"337",133.169998,135.889999,132.350006,134.669998,362900,134.669998
"338",135.380005,137.75,134.960007,137.479996,426500,137.479996
"339",145.929993,157.179993,144.990005,153.240005,1501200,153.240005
"340",155.289993,155.660004,149.139999,149.570007,536100,149.570007
"341",149.970001,154.559998,149.649994,153.119995,375800,153.119995
"342",153.490005,155.699997,152.910004,155.570007,445400,155.570007
"343",155.279999,156,153,153.649994,314600,153.649994
"344",152.139999,154.720001,149.720001,154.449997,378900,154.449997
"345",153.850006,156.809998,152.110001,156.039993,334500,156.039993
"346",155.029999,156.25,152.270004,153.630005,308400,153.630005
"347",152.699997,154.589996,152.600006,152.630005,177000,152.630005
"348",152.029999,155.149994,152.029999,154.160004,223300,154.160004
"349",154.580002,155.690002,153.529999,154.190002,245500,154.190002
"350",154.009995,154.009995,152.279999,152.960007,195200,152.960007
"351",153.089996,154.449997,152.020004,153.809998,312200,153.809998
"352",153.699997,155.220001,153.380005,154.949997,272700,154.949997
"353",154.020004,156.320007,153.630005,153.990005,250800,153.990005
"354",154.380005,156.899994,153.429993,156.130005,360200,156.130005
"355",156.419998,157.800003,152.570007,153.509995,536900,153.509995
"356",154.009995,154.470001,152.199997,152.490005,715300,152.490005
"357",152.860001,153.910004,152.570007,153.300003,519500,153.300003
"358",154.279999,156.899994,154,156.779999,522200,156.779999
"359",157.169998,159.399994,156.059998,158.979996,465800,158.979996
"360",159.479996,159.830002,157.889999,158.169998,429600,158.169998
"361",158.729996,161.720001,157.839996,160.660004,662900,160.660004
"362",160.960007,161.380005,158.600006,158.779999,263700,158.779999
"363",158.770004,161.130005,158.770004,160.940002,264200,160.940002
"364",160.220001,160.259995,157.75,158.020004,283600,158.020004
"365",158.919998,159.729996,157.619995,157.729996,261000,157.729996
"366",155.470001,157.470001,154.529999,155.960007,863200,155.960007
"367",155.860001,157.809998,154.940002,155.039993,516700,155.039993
"368",153,154.990005,149.449997,152.559998,515200,152.559998
"369",153.139999,155.279999,152.720001,153.029999,231900,153.029999
"370",153,153.589996,150.199997,150.690002,316300,150.690002
"371",151.839996,151.839996,147.75,147.880005,482000,147.880005
"372",147.75,147.75,141.029999,142.210007,562400,142.210007
"373",143.199997,144.360001,141.360001,143.220001,568900,143.220001
"374",143.960007,144.779999,141.669998,141.759995,384200,141.759995
"375",140.940002,143.839996,140.070007,143.309998,230100,143.309998
"376",144.110001,145.690002,143.220001,143.25,255400,143.25
"377",141.889999,148.570007,140.600006,148.279999,594000,148.279999
"378",148.860001,150.419998,147.240005,148.320007,324200,148.320007
"379",149.960007,150.660004,147.320007,148.25,448300,148.25
"380",147.759995,149.139999,147.110001,148.25,150500,148.25
"381",149.660004,150.320007,148.610001,149.720001,286300,149.720001
"382",149.5,150.630005,149.009995,149.869995,270200,149.869995
"383",149.119995,149.119995,146.169998,146.669998,285500,146.669998
"384",147.940002,149.600006,147.550003,149.360001,434300,149.360001
"385",149.330002,149.960007,148.5,149.429993,584700,149.429993
"386",148.589996,149.330002,145.699997,146.800003,267400,146.800003
"387",146.809998,148.410004,145.649994,148.220001,325800,148.220001
"388",147.850006,150,147.649994,149.089996,590000,149.089996
"389",148.960007,149.759995,147.690002,148.949997,306700,148.949997
"390",148.660004,148.690002,145.699997,145.960007,180100,145.960007
"391",145.619995,146.630005,144.070007,146.160004,353600,146.160004
"392",146.940002,147.479996,143.279999,144.059998,213200,144.059998
"393",144.070007,145.850006,143.020004,145.399994,220300,145.399994
"394",145.210007,146.860001,142.199997,145.910004,134200,145.910004
"395",146.550003,147.300003,139.399994,140.529999,319600,140.529999
"396",140.570007,142,136.5,136.770004,459500,136.770004
"397",136.660004,140.259995,136.160004,137.929993,366000,137.929993
"398",137.399994,140.440002,137.399994,138.830002,457400,138.830002
"399",136.630005,142.190002,136.630005,142.039993,331300,142.039993
"400",142.289993,144.460007,140.279999,142.240005,267200,142.240005
"401",142.25,143.949997,141.070007,142.149994,585100,142.149994
"402",154,167.240005,152.770004,166.619995,1703700,166.619995
"403",165.779999,167.610001,156.839996,157.380005,886400,157.380005
"404",158.169998,165.039993,157.539993,161.940002,551500,161.940002
"405",161.190002,164.440002,160.330002,161.259995,306200,161.259995
"406",161.929993,164.649994,160.410004,161.940002,483700,161.940002
"407",163,166.860001,157.009995,164,524500,164
"408",163.059998,163.470001,160.190002,162.460007,413900,162.460007
"409",164.5,164.5,161.470001,161.889999,319100,161.889999
"410",160.880005,164.389999,160.880005,163.570007,304900,163.570007
"411",164.699997,166.389999,163.529999,165.720001,304400,165.720001
"412",165.850006,169.380005,165.110001,168.880005,341000,168.880005
"413",168.860001,171.229996,167.759995,169.220001,441200,169.220001
"414",168.639999,170.570007,168.139999,169.009995,315500,169.009995
"415",169.830002,171.149994,168.259995,168.910004,210400,168.910004
"416",169.410004,171.259995,168.380005,170.070007,233200,170.070007
"417",170.759995,170.919998,168.369995,169.979996,350900,169.979996
"418",170.169998,171.669998,169.660004,170.869995,288200,170.869995
"419",170.960007,171.679993,169.660004,170.300003,317900,170.300003
"420",170.259995,172.039993,169.429993,171.740005,196700,171.740005
"421",171.309998,172.729996,168.539993,169.960007,246000,169.960007
"422",169.619995,169.699997,165.139999,167.169998,167100,167.169998
"423",167.639999,168.570007,165.130005,166.979996,219900,166.979996
"424",166.729996,168.690002,165.960007,167.830002,284500,167.830002
"425",167.940002,170.320007,166.850006,170.050003,327900,170.050003
"426",168.979996,172.889999,168.100006,171.479996,237000,171.479996
"427",172.100006,175.259995,171.770004,174.690002,270400,174.690002
"428",175.080002,177.559998,174.289993,176.309998,255400,176.309998
"429",178.009995,179.470001,175.649994,178.699997,515800,178.699997
"430",178.029999,179.320007,174.880005,175.649994,309100,175.649994
"431",176.350006,178.149994,174.919998,176.259995,350200,176.259995
"432",176.410004,177.529999,171.479996,172.699997,360000,172.699997
"433",173.929993,175.190002,172.210007,174.779999,343000,174.779999
"434",175.300003,178.139999,174.929993,175.199997,487700,175.199997
"435",174.25,175.869995,172.330002,174.149994,211500,174.149994
"436",174.660004,176.190002,171.550003,176.080002,382600,176.080002
"437",177.509995,177.600006,175.139999,175.360001,360500,175.360001
"438",176.039993,179.080002,175.360001,178.240005,439800,178.240005
"439",177.419998,178.880005,176.559998,176.830002,320300,176.830002
"440",177.720001,177.800003,172.919998,173.199997,318500,173.199997
"441",173.449997,174.279999,167.860001,168.990005,337600,168.990005
"442",169.960007,171.130005,167.75,169.410004,377700,169.410004
"443",169.070007,169.259995,162.619995,165.199997,331500,165.199997
"444",165.470001,167.089996,160.179993,162.229996,294500,162.229996
"445",161.25,164.059998,155.899994,158.5,496200,158.5
"446",158.429993,161.289993,155.369995,157.380005,458400,157.380005
"447",156.339996,157.759995,149.100006,149.580002,859300,149.580002
"448",148.869995,153.5,147.889999,151,490200,151
"449",154.990005,158.550003,151.759995,157.710007,943500,157.710007
"450",156.990005,161.919998,155.210007,160.800003,771100,160.800003
"451",162.070007,168.850006,160,168.369995,503700,168.369995
"452",168.380005,169.339996,166.110001,169.059998,326100,169.059998
"453",168.789993,169.869995,166.429993,168.490005,421100,168.490005
"454",170.020004,170.720001,163.649994,164.949997,398100,164.949997
"455",165.070007,169.630005,164,168.179993,637800,168.179993
"456",165.289993,167.690002,160.910004,166.699997,343300,166.699997
"457",166.639999,168.449997,159.389999,159.740005,787700,159.740005
"458",160.779999,163.800003,159.429993,162.899994,398900,162.899994
"459",159.259995,163.639999,157.210007,160.600006,279200,160.600006
"460",163.009995,165.130005,152.809998,155.479996,460800,155.479996
