"","VNO.Open","VNO.High","VNO.Low","VNO.Close","VNO.Volume","VNO.Adjusted"
"32",88.011314,89.013741,87.696037,88.908653,1124928,70.128159
"33",88.876312,89.062248,87.744545,88.755051,946058,70.007004
"34",88.763138,89.797897,88.358932,89.611961,926142,70.682892
"35",89.805984,90.315277,87.89006,88.795471,812462,70.038887
"36",88.908653,89.280518,88.496361,88.884399,741582,70.109009
"37",88.916733,89.27243,88.472107,89.029907,914390,70.223785
"38",89.215843,89.830231,88.763138,89.466454,1183685,70.568115
"39",89.312851,89.361359,88.270004,88.819725,1114290,70.057999
"40",88.795471,89.029907,88.140663,88.334679,1316910,69.675415
"41",88.334679,88.342766,87.332253,87.987068,1072726,69.401237
"42",87.510101,88.205338,86.782539,87.930473,821615,69.356606
"43",87.59903,87.970894,87.08165,87.518188,609594,69.031395
"44",87.566696,87.809219,87.049316,87.186745,548857,68.769958
"45",86.86338,86.86338,85.586098,85.602264,965973,67.520187
"46",85.610352,85.79628,83.961197,84.20372,1223269,66.417053
"47",84.20372,85.286987,82.853676,83.42765,1073840,65.804916
"48",83.573158,83.718674,82.780922,83.096199,1429106,65.543488
"49",83.104286,83.500404,82.409058,82.821342,1115527,65.326675
"50",83.015358,85.165726,83.015358,84.696846,1077427,66.806023
"51",84.688766,85.18998,84.20372,84.316895,773991,66.506332
"52",84.518997,85.602264,84.227974,84.987877,1375420,67.035561
"53",84.97979,85.117218,83.912689,84.1633,812462,66.385185
"54",84.624092,84.777687,82.651573,82.764755,1540065,65.282066
"55",82.958771,82.958771,81.430878,82.021019,1375049,64.695419
"56",81.948265,83.274048,81.948265,82.651573,2051688,65.192787
"57",82.780922,83.249802,81.438965,81.58448,1119856,64.351082
"58",81.455132,81.85125,80.51738,81.03476,1567279,63.917488
"59",81.07518,81.164108,79.636215,80.986259,1437023,63.879219
"60",80.808411,81.107521,80.363785,80.598221,1216095,63.573181
"61",80.347618,81.188362,79.959579,81.139854,1079777,64.000389
"62",81.091347,81.681488,80.638641,81.091347,1170078,63.962124
"63",81.123688,82.012932,80.848831,81.560226,1341527,64.331963
"64",81.608734,82.473724,81.293449,82.190781,2777931,64.829308
"65",82.231209,82.724335,81.261116,81.495552,1282522,64.280945
"66",81.495552,82.530312,81.018593,82.352463,1058872,64.956841
"67",82.231209,82.942604,82.053352,82.150368,844871,64.79744
"68",82.166534,82.651573,81.980598,82.506065,799102,65.077988
"69",82.522232,83.233627,82.263542,82.837509,866766,65.339447
"70",82.999191,83.43573,82.457558,82.772835,792175,65.288452
"71",82.732414,82.805176,81.754242,81.875504,664888,64.580643
"72",82.182701,83.322556,82.077606,83.314468,947047,65.715652
"73",82.91835,83.548912,82.675827,83.241714,762239,65.658257
"74",83.193207,83.43573,82.336296,82.611153,1039327,65.160896
"75",82.740501,82.740501,81.624901,82.10994,1405479,64.765556
"76",82.004852,82.320129,81.794662,82.134193,894475,64.784706
"77",82.635406,82.886017,80.226357,80.662895,1320992,63.624168
"78",80.864998,81.495552,80.46888,81.293449,1317034,64.121536
"79",81.059013,81.471298,78.876312,78.892479,1587442,62.227726
"80",78.892479,79.53112,77.801132,78.019402,1495038,61.539082
"81",77.922394,77.995148,77.259499,77.801132,1163399,61.36692
"82",78.116409,78.116409,77.065483,77.833466,1770889,61.392418
"83",78.051735,78.051735,75.254646,77.857719,2394832,61.411533
"84",77.987068,78.124496,76.281326,76.556183,1398181,60.384945
"85",75.723526,76.86338,75.262733,76.806793,1808989,61.040249
"86",76.879547,77.510101,76.297493,77.364594,1028071,61.483543
"87",77.534355,77.704124,75.974129,76.459175,927750,60.763992
"88",76.362167,76.443008,75.642685,76.289413,1318024,60.629089
"89",76.289413,77.235245,75.974129,76.701698,910803,60.956749
"90",76.289413,76.394501,75.295067,75.990295,1386677,60.391354
"91",75.917542,76.079224,75.311234,75.416328,941110,59.935207
"92",75.416328,76.143898,75.149551,75.481003,873941,59.986622
"93",75.626518,75.658852,75.036377,75.262733,1457928,59.813152
"94",74.818108,75.642685,74.607925,74.777687,1440115,59.427681
"95",74.777687,75.828621,74.543251,75.052544,2208787,59.646111
"96",75.076797,76.26516,74.567505,76.038803,1361566,60.42992
"97",76.111557,76.418755,74.97979,75.286987,1957181,59.832424
"98",75.424416,75.626518,75.133385,75.327408,1266317,59.864548
"99",75.52951,75.626518,75.165726,75.472916,745169,59.980194
"100",75.513336,75.820534,75.012123,75.141472,662785,59.716785
"101",75.254646,75.513336,74.389648,74.793854,1046255,59.440521
"102",74.769608,75.270813,74.413902,74.494743,835594,59.202797
"103",74.688766,74.704933,73.823769,74.535164,1430467,59.234924
"104",74.316895,75.165726,74.260307,75.02021,1149668,59.620407
"105",75.319321,75.505257,74.680679,75.076797,1451991,59.665386
"106",75.02021,75.440582,74.616005,75.392075,866519,59.915951
"107",75.351654,75.53759,73.710587,73.775261,1347835,58.631016
"108",73.928864,74.446243,73.726761,74.373482,1505182,59.106445
"109",74.373482,74.737267,73.99353,74.494743,1150163,59.202797
"110",74.446243,75.957962,74.2118,75.707359,1138411,60.166515
"111",75.610352,77.308006,75.610352,77.089729,1410304,61.265099
"112",76.806793,77.421181,75.812447,76.701698,1021638,60.956749
"113",77.08165,77.227165,75.812447,76.04689,1032400,60.43634
"114",75.658852,76.685532,75.545677,76.394501,709420,60.712589
"115",76.588524,76.588524,75.165726,75.893288,1671929,60.314266
"116",75.877121,75.877121,74.963623,75.481003,1057511,59.986622
"117",75.586098,75.79628,74.777687,75.481003,873569,59.986622
"118",75.553757,75.869041,74.195633,74.915115,935048,59.536888
"119",74.850449,76.119644,74.527084,75.610352,1073716,60.089405
"120",75.860954,76.523849,75.828621,76.135811,1378265,60.507004
"121",76.394501,76.968475,75.893288,76.596603,867756,60.873211
"122",76.394501,76.82296,75.877121,75.877121,919586,60.301414
"123",76.160065,76.370255,75.545677,75.594177,932203,60.076546
"124",75.311234,75.998383,74.76152,75.464836,996775,59.973766
"125",75.553757,76.208572,75.068718,75.909454,1450135,60.327114
"126",76.394501,77.671783,76.103477,77.469688,772259,61.567074
"127",77.396927,77.421181,76.014549,76.071136,1133339,60.455616
"128",75.844788,75.998383,74.421989,74.680679,1327054,59.350582
"129",74.704933,76.418755,74.632172,75.925629,1882838,60.33997
"130",76.774452,77.08165,75.133385,75.594177,1269409,60.076546
"131",75.683105,76.434921,75.448669,76.05497,1275347,60.442753
"132",76.434921,77.63945,76.434921,76.984642,957562,61.18158
"133",77.130157,77.817299,76.831039,77.243332,702987,61.387184
"134",77.518188,78.245758,77.38076,77.526276,1217332,61.612045
"135",77.623283,78.617622,77.089729,78.439774,1412159,62.338017
"136",78.449997,79.330002,77.260002,77.589996,2481700,61.662685
"137",77.529999,80.589996,77.5,80.559998,2427800,64.023003
"138",80.550003,80.629997,78.93,79.199997,2259500,62.942192
"139",79.150002,79.400002,78.25,78.690002,1078200,62.536892
"140",78.650002,79.120003,78.07,78.110001,1216600,62.075943
"141",78.470001,78.580002,77.809998,78.110001,847600,62.075943
"142",78.019997,78.370003,77.739998,78.059998,485100,62.036198
"143",77.889999,79.010002,77.25,78.989998,962300,62.775303
"144",79.050003,79.059998,78.360001,78.959999,898500,62.751476
"145",79.010002,79.660004,78.300003,79.349998,1168200,63.061398
"146",79.800003,80.919998,78.510002,79.510002,1719800,63.18856
"147",79.129997,80.25,78.68,78.760002,1231600,62.592514
"148",78.07,79.32,77.900002,79.150002,767300,63.385334
"149",79.230003,79.830002,78.919998,79.470001,569400,63.641586
"150",79.43,79.459999,78.849998,79.25,1478400,63.465412
"151",79.080002,79.400002,78.169998,78.5,1117100,62.864799
"152",78.5,78.5,77.790001,77.879997,572100,62.36829
"153",77.660004,77.75,76.57,76.639999,750400,61.375263
"154",76.550003,76.860001,75.550003,75.730003,863200,60.646515
"155",76.18,77.5,76.139999,76.93,919800,61.607502
"156",76.790001,76.790001,75.449997,76.25,970200,61.062939
"157",76.419998,76.830002,75.720001,75.900002,908200,60.782646
"158",75.699997,76.120003,75.230003,75.300003,1116200,60.302162
"159",75.040001,75.32,73.480003,73.910004,1098300,59.189018
"160",73.959999,74.220001,73.190002,73.879997,1029600,59.164978
"161",74.059998,74.25,73.019997,73.379997,1019100,58.76458
"162",73.260002,74.589996,73.199997,74.059998,900300,59.309128
"163",74.720001,75.230003,73.980003,74,1505100,59.261078
"164",74.160004,75.089996,73.790001,74.699997,1263100,59.821659
"165",75.510002,75.510002,73.900002,74.449997,1200200,59.621452
"166",74.360001,74.5,73.68,74.160004,649900,59.389214
"167",73.529999,74.5,73.169998,74.260002,1008500,59.469303
"168",74.529999,74.860001,74.129997,74.489998,1249900,59.653477
"169",74.519997,75.199997,74.209999,74.989998,616400,60.053902
"170",75.190002,75.43,73.839996,74.349998,658300,59.541374
"171",74.68,75.110001,74.279999,74.370003,1054900,59.557384
"172",74.540001,74.830002,73.239998,73.519997,1176600,58.876675
"173",73.370003,74.470001,73.370003,73.900002,1286600,59.181
"174",74.309998,75.040001,73.879997,74.910004,711600,59.989838
"175",74.910004,75.160004,74,74.300003,645800,59.501331
"176",74.199997,74.669998,73.940002,74.519997,1308700,59.677505
"177",74.480003,75.660004,74.309998,75.18,1435000,60.206062
"178",75.230003,75.540001,74.709999,75.110001,1704000,60.149998
"179",75.07,75.360001,74.459999,74.559998,1347800,59.709553
"180",74.529999,74.589996,73.330002,73.370003,1382700,58.756569
"181",73.370003,73.860001,72.769997,73.830002,1025300,59.124935
"182",73.910004,75.809998,73.889999,75.629997,1270700,60.566425
"183",75.639999,76.089996,75.260002,75.660004,2078800,60.590454
"184",75.660004,76.360001,75.43,76.110001,869000,60.950825
"185",76.099998,77.150002,75.800003,76.959999,1570800,61.631531
"186",76.800003,77.019997,76.449997,76.849998,1644700,61.54343
"187",76.830002,77.57,76.669998,77.300003,1266700,61.903797
"188",77.199997,77.489998,76.32,76.879997,1400400,61.567467
"189",77,77.360001,76.580002,77.010002,849600,61.67157
"190",77.050003,77.330002,76.720001,77.290001,777000,61.895798
"191",77.32,77.669998,77.029999,77.660004,611000,62.192108
"192",77.779999,78.860001,77.650002,78.139999,925000,62.576496
"193",78.010002,78.190002,77.290001,78.089996,437500,62.536461
"194",77.970001,78.25,77.699997,77.800003,677200,62.304218
"195",78.889999,79.709999,78.32,78.93,1353800,63.20916
"196",78.949997,79.800003,78.720001,79.360001,1078800,63.553486
"197",79.300003,79.589996,78.900002,79.57,806700,63.721668
"198",79.970001,80.300003,79.419998,79.889999,610800,63.977943
"199",79.860001,79.959999,78.889999,78.93,921400,63.20916
"200",78.639999,79.150002,78.18,78.279999,704500,62.68861
"201",78.220001,78.510002,76.769997,77,1554600,61.663551
"202",76.839996,76.839996,74.730003,74.849998,2364600,59.941765
"203",74.720001,74.919998,73.660004,74.5,1921300,59.661488
"204",74.830002,74.940002,74.269997,74.57,838200,59.717548
"205",74.449997,74.510002,73.43,73.639999,830300,58.972778
"206",73.610001,73.720001,72.410004,72.809998,944300,58.308094
"207",73.32,73.449997,72.519997,72.980003,886200,58.444233
"208",72.849998,73.129997,72.269997,72.919998,782900,58.396187
"209",72.75,73.019997,71.900002,72.379997,1217400,57.963745
"210",73.449997,75.07,72.370003,74.860001,1793800,59.949787
"211",74.889999,75,74.25,74.599998,1122300,59.741573
"212",74.57,74.830002,73.599998,74.029999,1055200,59.285095
"213",72.970001,73.5,72.760002,73.25,1033500,59.139771
"214",73.540001,74.519997,73.410004,74.25,1137900,59.947155
"215",74.300003,75.349998,73.860001,73.970001,1014700,59.721073
"216",74,74.75,74,74.239998,1372000,59.939056
"217",74.07,75.449997,73.779999,75.260002,1699700,60.762592
"218",74.870003,76.190002,74.870003,75.610001,763900,61.045151
"219",75.459999,76.07,75.260002,75.970001,792100,61.335815
"220",75.93,76.360001,75.610001,76.139999,1094500,61.473068
"221",76.110001,76.879997,75.540001,76.629997,951400,61.868683
"222",76.550003,77.220001,76.489998,76.82,981200,62.022087
"223",76.57,77.07,76.440002,76.599998,509800,61.844467
"224",76.480003,76.620003,75.709999,76.260002,740200,61.569962
"225",76.360001,76.739998,76.209999,76.639999,681700,61.876751
"226",76.419998,77.089996,76.260002,76.75,476800,61.965561
"227",76.75,76.940002,76.029999,76.150002,261000,61.481144
"228",76.230003,76.529999,75.940002,76.290001,427900,61.594181
"229",76.199997,76.870003,76.059998,76.720001,644000,61.941364
"230",76.720001,77.129997,76.43,76.93,1347500,62.110897
"231",77.449997,77.839996,77.139999,77.620003,1392300,62.667992
"232",77.779999,78.300003,77.449997,77.919998,1026900,62.910202
"233",77.650002,77.93,76.769997,77.32,2248900,62.425762
"234",77.290001,77.669998,76.709999,76.910004,1005500,62.094749
"235",77.059998,77.07,75.830002,76.419998,2176600,61.69915
"236",76.129997,76.220001,75.269997,76.059998,1483300,61.408489
"237",76.290001,76.989998,75.900002,76.989998,953700,62.159325
"238",77.019997,77.32,76.690002,77.010002,892800,62.17548
"239",77.300003,78.019997,77.040001,77.709999,908200,62.740639
"240",77.82,78.309998,77.379997,77.419998,1675900,62.506496
"241",77.489998,77.650002,77.230003,77.480003,1221400,62.554958
"242",77.830002,78.209999,77.290001,77.839996,2111100,62.845596
"243",77.849998,79.559998,77.849998,79.440002,1424900,64.13739
"244",79.400002,79.519997,77.669998,78.18,1602600,63.120106
"245",78.129997,78.290001,76.709999,76.82,1600000,62.022087
"246",77.139999,77.349998,76.910004,77.129997,985900,62.272373
"247",77.389999,77.449997,76.870003,77.199997,483400,62.328896
"248",77.349998,77.739998,77.099998,77.57,305400,62.627621
"249",77.860001,77.940002,77.389999,77.760002,422100,62.781006
"250",77.75,78.099998,77.32,78.07,426200,63.031288
"251",78.190002,78.389999,77.839996,78.18,527700,63.120106
"252",78.309998,78.309998,77.150002,77.32,743700,62.425762
"253",77.43,77.599998,76.879997,77.099998,618700,62.24815
"254",76.790001,77.080002,74.68,74.800003,997900,60.391212
"255",75,75.550003,74.57,75.440002,732300,60.907921
"256",75.290001,75.589996,74.5,74.580002,842300,60.21357
"257",74.650002,74.75,73.68,73.730003,857600,59.527309
"258",73.120003,73.370003,72.120003,72.660004,1381900,58.663429
"259",72.919998,73.129997,72.389999,72.879997,676000,58.841061
"260",72.82,72.93,71.870003,71.919998,872600,58.065964
"261",72.260002,72.860001,71.139999,71.209999,953400,57.492741
"262",71.370003,71.730003,70.540001,71.300003,1324100,57.565418
"263",70.989998,71.529999,70.400002,71.339996,1374400,57.597694
"264",71.489998,71.82,70.830002,71.790001,1571300,57.961021
"265",72.019997,73.209999,72,73.120003,960100,59.034821
"266",73.080002,73.620003,72.889999,73.489998,992900,59.33353
"267",73.300003,73.629997,72.029999,72.739998,1026600,58.728001
"268",72.660004,72.720001,71.339996,72.230003,856700,58.316257
"269",71.709999,72.129997,70.870003,71.57,896800,58.291824
"270",71.550003,71.550003,70.830002,71.150002,1201700,57.949745
"271",70.760002,71.199997,70.010002,70.199997,1226000,57.175991
"272",70.220001,71.860001,70.139999,71.68,1281500,58.381409
"273",71.709999,71.879997,70.25,70.489998,1917900,57.412193
"274",70.010002,71.059998,69.459999,70.330002,2462400,57.281883
"275",70.160004,70.800003,67.580002,67.580002,2384700,55.04208
"276",66.660004,68.239998,66.010002,67.790001,2255100,55.213123
"277",67.559998,69.160004,67.279999,67.300003,1315100,54.814037
"278",67.239998,68.910004,66.150002,66.18,2656600,53.901817
"279",66.489998,68.260002,65.639999,67.690002,1587800,55.13168
"280",67.790001,68.010002,65.489998,67.599998,1579300,55.058361
"281",67.540001,67.970001,66.150002,67.459999,2085200,54.944347
"282",66.800003,66.879997,65.290001,66.080002,2127000,53.820377
"283",66.18,67.260002,66.029999,67.150002,1215100,54.69186
"284",67.029999,68.029999,66.800003,67.660004,941000,55.107235
"285",67.360001,68.440002,67.150002,67.290001,1441400,54.805885
"286",67.029999,67.410004,65.160004,65.190002,1427400,53.09549
"287",65.519997,67.07,65.519997,66.529999,1178200,54.186882
"288",66.910004,67.690002,66.169998,67.669998,565600,55.115372
"289",67.68,68.18,67.269997,68.099998,678000,55.465607
"290",68.139999,68.480003,66.209999,66.400002,1135800,54.081013
"291",66.879997,67.449997,66.419998,66.470001,1963400,54.138016
"292",66.169998,67.300003,65.900002,66.300003,978400,53.999561
"293",66,66.459999,65.410004,66.389999,973200,54.072861
"294",66,67.690002,65.970001,67.220001,1564700,54.748867
"295",67.339996,67.690002,66.68,67.599998,902800,55.058361
"296",67.139999,67.790001,66.900002,67.639999,721900,55.09095
"297",67.980003,67.980003,67.279999,67.620003,762600,55.074657
"298",67.839996,68.25,66.610001,68.209999,888500,55.555206
"299",68.089996,68.889999,67.919998,68.360001,2132100,55.677368
"300",68.440002,68.769997,67.849998,68.220001,743100,55.563347
"301",68.43,68.5,67.690002,68.220001,856700,55.563347
"302",68.419998,68.760002,68,68.620003,683200,55.889137
"303",68.690002,69.660004,68.449997,69.510002,1450300,56.614014
"304",69.239998,69.239998,68.019997,68.43,802100,55.73439
"305",68.610001,68.919998,67.449997,68.080002,1526000,55.449314
"306",68.089996,68.360001,67.330002,67.639999,737200,55.09095
"307",67.410004,68.43,67.099998,67.160004,1868700,54.700001
"308",67.269997,67.269997,64.800003,65.150002,1527800,53.062912
"309",65.699997,66.010002,64.470001,65.160004,988800,53.071056
"310",65.110001,67.080002,64.129997,65.959999,1122600,53.72263
"311",66.300003,67.690002,66.300003,67.519997,1224900,54.99321
"312",67.599998,67.970001,67.029999,67.300003,853700,54.814037
"313",67.410004,67.709999,66.349998,66.800003,1255400,54.406788
"314",66.739998,67.519997,66.209999,67.150002,1122000,54.69186
"315",66.720001,67.699997,66.519997,67.43,1457000,54.919907
"316",67.459999,67.849998,67.040001,67.769997,966500,55.196823
"317",67.470001,68.089996,66.480003,66.739998,587700,54.357922
"318",66.830002,67.239998,66.360001,66.610001,619100,54.252041
"319",66.989998,67.669998,66.519997,67.290001,592700,54.805885
"320",66.959999,67.620003,66.660004,66.75,642300,54.36607
"321",66.879997,66.910004,65.690002,66,855900,53.755211
"322",66.190002,66.540001,65.690002,66.5,539000,54.162445
"323",66.650002,67.470001,66.339996,67.25,669500,54.773304
"324",67.239998,67.760002,66.839996,67.209999,790400,54.740726
"325",67.309998,67.690002,66.760002,66.900002,655500,54.488243
"326",66.639999,66.790001,65.400002,66.199997,804800,53.918106
"327",66.309998,66.510002,65.379997,65.419998,990500,53.282814
"328",65.57,65.779999,65,65.300003,817200,53.185078
"329",65.470001,65.760002,64.860001,65.440002,995700,53.299103
"330",65.360001,65.519997,64.529999,65.010002,1082100,52.948891
"331",65.120003,66.529999,65.099998,66.029999,872700,53.779648
"332",65.970001,68.360001,65.919998,67.889999,1527500,55.294575
"333",68.160004,68.440002,67.629997,68.029999,1464300,55.408596
"334",68.209999,70.519997,68.050003,70.209999,2127500,57.184143
"335",69.830002,69.860001,68.220001,69.309998,1173300,56.451122
"336",69.150002,69.910004,69.050003,69.389999,607600,56.516281
"337",68.669998,69.849998,68.660004,69.629997,716200,57.23135
"338",69.910004,70.839996,69.769997,70.419998,1070800,57.880692
"339",70.370003,70.370003,69.089996,69.449997,808900,57.083408
"340",69.419998,70.190002,69.309998,69.93,563400,57.477943
"341",70.330002,70.57,69.989998,70.269997,421400,57.757393
"342",70.400002,70.629997,69.93,69.980003,759000,57.519035
"343",70.129997,70.269997,68.489998,68.989998,789300,56.705318
"344",68.519997,68.650002,67.080002,67.330002,898600,55.340904
"345",67.610001,67.949997,66.580002,66.639999,854000,54.773773
"346",66.559998,67.150002,66.059998,66.25,702500,54.45322
"347",66.160004,66.459999,65.620003,65.93,2200800,54.190197
"348",66.129997,66.82,65.540001,66.389999,838600,54.568287
"349",66.339996,67.480003,66.050003,67.309998,1060400,55.324463
"350",67.470001,68.279999,67.230003,67.839996,872200,55.760094
"351",67.959999,67.980003,67.220001,67.459999,1195900,55.447765
"352",67.599998,67.93,67.440002,67.709999,612000,55.653248
"353",67.510002,67.769997,66.800003,67.459999,667600,55.447765
"354",67.519997,69.459999,67.18,69.440002,1157000,57.075199
"355",69.040001,69.879997,68.949997,69.709999,1619500,57.297119
"356",69.730003,70.919998,69.559998,70.660004,1527600,58.077961
"357",70.900002,71.459999,70.239998,71.379997,1243400,58.669739
"358",71.510002,72.599998,71.269997,71.339996,1154600,58.63686
"359",71.230003,71.870003,71.220001,71.82,647900,59.031406
"360",71.82,72.260002,71.379997,71.519997,1976000,58.784821
"361",71.540001,71.769997,71.190002,71.599998,632100,58.850567
"362",72.230003,72.769997,71.800003,72.68,896400,59.738262
"363",72.410004,73.099998,72.190002,72.699997,869100,59.754692
"364",72.879997,72.980003,71.169998,71.389999,947200,58.677967
"365",71.510002,72.07,71.360001,71.940002,831500,59.130024
"366",71.949997,72.709999,71.75,72.019997,1755000,59.195786
"367",71.879997,72.330002,71.559998,72.120003,669200,59.277985
"368",71.870003,72.5,71.660004,71.699997,899000,58.932758
"369",71.720001,72.550003,71.599998,72.400002,771200,59.508118
"370",72.099998,73.5,72.07,73.129997,1266700,60.108139
"371",72.889999,73.940002,72.889999,73.650002,1813900,60.535542
"372",73.699997,73.959999,72.800003,73.440002,894000,60.362934
"373",73.660004,74.010002,73.25,73.379997,2197400,60.313629
"374",73.480003,73.980003,72.949997,72.970001,1164400,59.976627
"375",73.07,73.919998,72.730003,73.68,1147200,60.560196
"376",73.480003,74.279999,73.040001,73.919998,1193100,60.757465
"377",73.849998,74.269997,72.339996,73.389999,1107900,60.321835
"378",73.529999,74.940002,73.300003,74.279999,466300,61.053352
"379",74.400002,75.169998,74.059998,75.080002,968800,61.710922
"380",75.309998,76.099998,74.919998,75.139999,758300,61.760223
"381",75.260002,75.260002,73.809998,74.220001,768700,61.004036
"382",74.220001,74.620003,73.739998,73.970001,694000,60.79855
"383",73.949997,74.25,73.529999,73.690002,617600,60.568413
"384",73.910004,74.300003,73.5,73.989998,611600,60.814987
"385",73.980003,74.389999,73.720001,73.919998,541500,60.757465
"386",74.019997,74.110001,73.129997,73.68,520400,60.560196
"387",73.959999,73.959999,72.230003,72.309998,930800,59.434147
"388",72.410004,72.68,71.660004,72,728600,59.179337
"389",72.019997,73.260002,71.629997,72.959999,718000,59.968391
"390",72.709999,73.019997,72.089996,72.190002,679400,59.335522
"391",72,72.019997,70.769997,71.739998,481200,58.965641
"392",71.730003,72.190002,71.230003,71.860001,1026900,59.064281
"393",71.940002,72.32,71.599998,71.870003,643400,59.072491
"394",72.029999,72.360001,71.459999,71.519997,686100,58.784821
"395",71.870003,71.870003,70.199997,70.339996,649100,57.814922
"396",70.330002,70.5,69.5,70.059998,981400,57.584778
"397",70.699997,72.199997,69.849998,71.919998,1153200,59.113579
"398",71.199997,72.32,71.099998,72.230003,804300,59.368393
"399",72,72.25,71.690002,71.690002,762400,58.924545
"400",71.379997,72.010002,71.199997,72.010002,422500,59.712311
"401",72.019997,72.580002,71.889999,72.550003,671500,60.160088
"402",72.519997,72.900002,72.010002,72.800003,588600,60.36739
"403",72.910004,73.209999,72.580002,73.010002,760200,60.541523
"404",73.019997,73.330002,72.709999,73.290001,673400,60.773716
"405",73.019997,73.459999,72.75,72.75,776500,60.32592
"406",72.849998,73.160004,72.309998,72.459999,778400,60.085453
"407",72.480003,73.540001,72.389999,73.5,561800,60.947857
"408",73.400002,75.019997,73.209999,74.949997,1157100,62.150208
"409",74.900002,76.400002,74.900002,76.400002,1094300,63.352592
"410",76.309998,77.110001,76.279999,76.889999,1841000,63.758907
"411",77.25,77.389999,76.599998,76.730003,1267000,63.62624
"412",76.510002,76.580002,75.769997,75.849998,982100,62.896519
"413",75.760002,76.050003,75.540001,75.93,611000,62.962856
"414",76.019997,76.379997,75.660004,76.080002,619900,63.087238
"415",75.940002,76.989998,75.830002,76.769997,771200,63.659397
"416",76.75,76.82,75.510002,75.809998,774300,62.86335
"417",75.760002,77.410004,75.709999,77.379997,937800,64.165237
"418",77.410004,77.589996,76.489998,76.870003,949100,63.742317
"419",77.150002,77.18,76.470001,76.800003,621300,63.68428
"420",76.970001,77.120003,76.559998,77,648800,63.850109
"421",76.809998,77.120003,75.239998,75.449997,662000,62.564816
"422",75.199997,77.139999,75.029999,76.459999,1172800,63.40234
"423",76.629997,76.720001,75.980003,76.110001,775200,63.112114
"424",75.849998,75.989998,75.290001,75.370003,485100,62.498486
"425",76.059998,77.050003,75.779999,76.099998,1177100,63.103828
"426",75.699997,76.199997,75.489998,75.730003,781300,62.79702
"427",75.839996,76.150002,75.370003,75.68,590200,62.75555
"428",75.989998,75.989998,75.169998,75.489998,756400,62.597992
"429",75.339996,75.339996,74.309998,75.019997,749600,62.208271
"430",75.059998,75.300003,74.699997,75.25,851700,62.398987
"431",75.199997,75.32,74.470001,74.720001,713900,61.959492
"432",74.879997,75.019997,73.75,73.93,775000,61.304409
"433",73.980003,74.489998,73.43,74.459999,1072800,61.743896
"434",74.75,75.25,74.410004,75.050003,1794000,62.233139
"435",74.849998,75.120003,73.080002,73.519997,784500,60.964428
"436",73.580002,74.010002,73.220001,73.510002,974000,60.956139
"437",73.629997,73.629997,71.900002,71.959999,725100,59.67083
"438",72.139999,72.599998,71.809998,71.949997,932700,59.66254
"439",71.970001,73.050003,71.970001,73,1173500,60.533241
"440",73.040001,73.059998,72.129997,72.279999,893700,59.936192
"441",72.400002,72.720001,72.080002,72.080002,658200,59.770363
"442",72.150002,72.389999,70.839996,71.410004,619300,59.214771
"443",70.989998,71.300003,70.379997,70.910004,819800,58.800159
"444",70.989998,71.129997,70.239998,70.400002,508600,58.377254
"445",70.690002,71.849998,70.669998,71.519997,1084000,59.305984
"446",71.440002,71.809998,70.970001,71.400002,1153800,59.206474
"447",71.209999,71.699997,70.440002,70.470001,1266700,58.435303
"448",70.589996,70.589996,67.760002,67.800003,1197200,56.221291
