"","MSFT.Open","MSFT.High","MSFT.Low","MSFT.Close","MSFT.Volume","MSFT.Adjusted"
"49",64.529999,64.550003,64.150002,64.410004,14280200,60.250095
"50",64.550003,64.919998,64.25,64.75,24833800,60.568115
"51",64.75,64.760002,64.300003,64.639999,20674300,60.465214
"52",64.910004,65.239998,64.68,64.870003,49219700,60.680378
"53",64.910004,65.18,64.720001,64.93,14598100,60.736488
"54",65.190002,65.5,64.129997,64.209999,26640500,60.062992
"55",64.120003,65.139999,64.120003,65.029999,20680000,60.830029
"56",64.940002,65.239998,64.769997,64.870003,19269200,60.680378
"57",65.360001,65.449997,64.760002,64.980003,22617100,60.78326
"58",64.629997,65.220001,64.349998,65.099998,18614700,60.895515
"59",64.959999,65.470001,64.650002,65.290001,20080400,61.073242
"60",65.120003,65.5,64.949997,65.470001,13618400,61.241619
"61",65.419998,65.980003,65.360001,65.709999,15122800,61.46611
"62",65.650002,66.190002,65.449997,65.860001,21040300,61.606422
"63",65.809998,65.940002,65.190002,65.550003,20400900,61.316456
"64",65.389999,65.809998,65.279999,65.730003,12997400,61.484837
"65",66.300003,66.349998,65.440002,65.559998,21448600,61.325802
"66",65.599998,66.059998,65.480003,65.730003,18103500,61.484837
"67",65.849998,65.959999,65.440002,65.68,14108500,61.438057
"68",65.610001,65.82,65.360001,65.529999,17952700,61.297741
"69",65.599998,65.610001,64.849998,65.480003,18791500,61.250973
"70",65.419998,65.510002,65.110001,65.230003,17108500,61.017128
"71",65.290001,65.860001,64.949997,64.949997,17896500,60.755203
"72",65.040001,65.489998,65.010002,65.480003,16689300,61.250973
"73",65.330002,65.709999,65.160004,65.389999,15155600,61.16679
"74",65.650002,65.75,64.889999,65.040001,26992800,60.839394
"75",65.459999,65.75,65.139999,65.5,22299500,61.26968
"76",65.669998,66.699997,65.449997,66.400002,32522600,62.111553
"77",67.480003,67.660004,67.099998,67.529999,29770000,63.168564
"78",67.900002,68.040001,67.599998,67.919998,30242700,63.533375
"79",68.080002,68.309998,67.620003,67.830002,26190800,63.4492
"80",68.150002,68.379997,67.580002,68.269997,34971000,63.860786
"81",68.910004,69.139999,67.690002,68.459999,39548800,64.038498
"82",68.68,69.550003,68.5,69.410004,31954400,64.927155
"83",69.709999,69.709999,69.129997,69.300003,23906100,64.824272
"84",69.379997,69.379997,68.709999,69.080002,28928000,64.618469
"85",69.029999,69.080002,68.639999,68.809998,21749400,64.365913
"86",68.900002,69.029999,68.489998,69,19128800,64.543625
"87",68.970001,69.050003,68.419998,68.940002,18566100,64.487495
"88",68.860001,69.279999,68.68,69.040001,22858400,64.581055
"89",68.989998,69.559998,68.919998,69.309998,17977800,64.833611
"90",68.360001,68.730003,68.120003,68.459999,28789400,64.038498
"91",68.610001,68.610001,68.040001,68.379997,18714100,63.96368
"92",68.139999,68.480003,67.57,68.43,31530300,64.01046
"93",68.230003,69.440002,68.160004,69.410004,34956000,65.299301
"94",68.889999,69.099998,67.43,67.480003,30548800,63.483631
"95",67.400002,68.129997,67.139999,67.709999,25201300,63.699978
"96",67.5,68.099998,67.43,67.690002,26961100,63.681171
"97",67.889999,68.5,67.5,68.449997,16237600,64.396156
"98",68.720001,68.75,68.379997,68.68,15425800,64.612541
"99",68.870003,68.879997,68.449997,68.769997,14593900,64.697205
"100",68.970001,69.879997,68.910004,69.620003,21854100,65.496857
"101",69.800003,70.220001,69.519997,69.959999,19827900,65.816734
"102",69.790001,70.410004,69.769997,70.410004,17072800,66.240074
"103",70.529999,70.739998,69.809998,69.839996,30436400,65.703835
"104",70.239998,70.610001,69.449997,70.099998,21603600,65.948448
"105",70.440002,71.860001,70.239998,71.760002,34770300,67.510147
"106",71.970001,72.889999,71.809998,72.279999,33316800,67.999344
"107",72.300003,72.620003,72.269997,72.519997,31511100,68.225121
"108",72.639999,72.769997,71.949997,72.389999,22301800,68.102806
"109",72.510002,72.519997,71.5,71.949997,24588300,67.688881
"110",72.040001,72.080002,68.589996,70.32,49187400,66.155411
"111",69.25,69.940002,68.129997,69.779999,47761700,65.6474
"112",70.019997,70.82,69.959999,70.650002,25258600,66.465866
"113",70.910004,71.099998,69.43,70.269997,25510700,66.108376
"114",69.269997,70.209999,68.800003,69.900002,26068700,65.760307
"115",69.730003,70.029999,69.220001,70,48345100,65.854362
"116",70.5,70.940002,70.349998,70.870003,23798300,66.672852
"117",70.82,70.870003,69.870003,69.910004,21512200,65.769707
"118",70.209999,70.620003,69.940002,70.269997,19891100,66.108376
"119",70.540001,70.589996,69.709999,70.260002,22965700,66.098976
"120",70.089996,71.25,69.919998,71.209999,27617300,66.992706
"121",71.400002,71.709999,70.440002,70.529999,19607000,66.352974
"122",70.110001,70.18,69.18,69.209999,25215100,65.11116
"123",69.209999,69.839996,68.790001,69.800003,25806200,65.666222
"124",69.379997,69.489998,68.089996,68.489998,28918700,64.433807
"125",68.779999,69.379997,68.739998,68.93,24161100,64.847733
"126",69.330002,69.599998,68.019997,68.169998,16165500,64.132751
"127",68.260002,69.440002,68.220001,69.080002,21176300,64.988861
"128",68.269997,68.779999,68.120003,68.57,21117600,64.509056
"129",68.699997,69.839996,68.699997,69.459999,16878300,65.346329
"130",69.459999,70.25,69.199997,69.980003,15014500,65.835548
"131",70,70.68,69.75,69.989998,17460000,65.844955
"132",70.690002,71.279999,70.550003,71.150002,17750900,66.936264
"133",71.5,72.040001,71.309998,71.769997,20269800,67.519547
"134",72.239998,73.269997,71.959999,72.779999,25868100,68.469727
"135",72.800003,73.449997,72.720001,73.349998,21803900,69.005974
"136",73.089996,73.389999,72.660004,73.300003,26435300,68.958939
"137",73.5,74.040001,73.449997,73.860001,22416200,69.485756
"138",74.18,74.300003,73.279999,74.220001,42361000,69.824455
"139",73.449997,74.290001,73.169998,73.790001,46717100,69.419907
"140",73.529999,73.75,73.129997,73.599998,21394800,69.241173
"141",73.800003,74.309998,73.5,74.190002,22018700,69.796234
"142",74.339996,74.379997,73.809998,74.050003,16252200,69.664497
"143",73.760002,74.419998,72.32,73.160004,36844200,68.827217
"144",72.669998,73.309998,72.540001,73.040001,18306700,68.714317
"145",73.300003,73.440002,72.410004,72.699997,23600100,68.394455
"146",73.099998,73.419998,72.489998,72.580002,22132300,68.281578
"147",72.550003,72.559998,71.440002,72.260002,26499200,67.98053
"148",72.190002,72.440002,71.849998,72.150002,18214400,67.877045
"149",72.400002,73.040001,72.239998,72.68,22579000,68.375664
"150",72.800003,72.900002,72.260002,72.400002,18705700,68.112236
"151",72.089996,73.129997,71.75,72.790001,22044600,68.479141
"152",72.25,72.510002,72.050003,72.470001,22213400,68.178085
"153",71.900002,72.190002,71.349998,71.410004,24734500,67.180878
"154",71.610001,72.699997,71.279999,72.5,21443700,68.206306
"155",73.059998,73.720001,72.949997,73.589996,20096600,69.23175
"156",73.589996,73.589996,73.040001,73.220001,19181400,69.250671
"157",73.339996,74.099998,73.169998,73.650002,18150400,69.657372
"158",73.580002,73.870003,72.400002,72.400002,22977500,68.475121
"159",72.269997,72.839996,71.93,72.489998,18761500,68.560234
"160",72.470001,72.480003,71.699997,72.150002,17734800,68.238686
"161",72.349998,73.239998,72.349998,73.160004,14343700,69.193916
"162",72.959999,73.150002,72.529999,72.720001,13766500,68.777786
"163",72.739998,72.860001,72.07,72.690002,17098300,68.749397
"164",72.860001,73.349998,72.480003,72.82,12794300,68.872345
"165",73.059998,73.089996,72.550003,72.830002,14569700,68.881821
"166",72.25,73.160004,72.050003,73.050003,11478400,69.089897
"167",73.010002,74.209999,72.830002,74.010002,16897800,69.997841
"168",74.029999,74.959999,73.800003,74.769997,27652800,70.716637
"169",74.709999,74.739998,73.639999,73.940002,21736200,69.931648
"170",73.339996,73.889999,72.980003,73.610001,21556000,69.61953
"171",73.739998,74.040001,73.349998,73.400002,16535800,69.420914
"172",73.68,74.599998,73.599998,74.339996,17471200,70.309952
"173",74.330002,74.440002,73.839996,73.980003,14703800,69.969475
"174",74.309998,74.940002,74.309998,74.760002,17910400,70.707207
"175",74.760002,75.239998,74.370003,74.68,14394900,70.631531
"176",74.93,75.230003,74.550003,75.209999,13380800,71.13279
"177",75,75.489998,74.519997,74.769997,15733900,70.716637
"178",74.830002,75.389999,74.07,75.309998,38578400,71.227356
"179",75.230003,75.970001,75.040001,75.160004,23307000,71.08551
"180",75.209999,75.709999,75.010002,75.440002,16093300,71.350334
"181",75.349998,75.550003,74.309998,74.940002,21587900,70.877419
"182",75.110001,75.239998,74.110001,74.209999,19186100,70.187012
"183",73.989998,74.510002,73.849998,74.410004,14111400,70.376167
"184",74.089996,74.25,72.919998,73.260002,24149200,69.288498
"185",73.669998,73.809998,72.989998,73.260002,18019600,69.288498
"186",73.550003,74.169998,73.169998,73.849998,19565100,69.846527
"187",73.540001,73.970001,73.309998,73.870003,10883800,69.86544
"188",73.940002,74.540001,73.879997,74.489998,17079100,70.451836
"189",74.709999,75.010002,74.300003,74.610001,15304800,70.565308
"190",74.669998,74.879997,74.190002,74.260002,12190400,70.234299
"191",74.089996,74.720001,73.709999,74.690002,13317700,70.640984
"192",75.220001,76.120003,74.959999,75.970001,21195300,71.851585
"193",75.669998,76.029999,75.540001,76,13959800,71.879967
"194",75.970001,76.550003,75.860001,76.290001,11386500,72.154259
"195",76.330002,76.629997,76.139999,76.290001,13944500,72.154259
"196",76.360001,76.459999,75.949997,76.419998,15388900,72.277199
"197",76.489998,77.290001,76.370003,77.120003,16876500,72.939255
"198",77.589996,77.870003,77.290001,77.489998,15335700,73.289192
"199",77.419998,77.809998,77.349998,77.650002,12380100,73.440529
"200",77.470001,77.620003,77.25,77.589996,16824000,73.383759
"201",77.669998,77.849998,77.370003,77.610001,13300700,73.402695
"202",77.57,77.93,77.349998,77.910004,15092800,73.686417
"203",78.32,78.970001,78.220001,78.809998,22866400,74.537636
"204",78.989998,79.339996,78.760002,78.830002,20627200,74.556549
"205",78.900002,79.199997,78.459999,78.860001,17517200,74.584908
"206",78.580002,79.099998,78.010002,78.629997,20410800,74.367386
"207",79.199997,79.419998,78.75,78.760002,32120700,74.490334
"208",84.370003,86.199997,83.610001,83.809998,71066700,79.266571
"209",83.699997,84.330002,83.110001,83.889999,31756700,79.342239
"210",84.360001,84.360001,83.110001,83.18,27086600,78.670731
"211",83.68,83.760002,82.879997,83.18,22307400,78.670731
"212",83.349998,84.459999,83.120003,84.050003,23992900,79.493553
"213",84.080002,84.540001,83.400002,84.139999,17633500,79.57869
"214",84.199997,84.699997,84.080002,84.470001,19860900,79.8908
"215",84.769997,84.900002,83.93,84.269997,17939700,79.701637
"216",84.139999,84.610001,83.830002,84.559998,18034200,79.975906
"217",84.110001,84.269997,82.900002,84.089996,21178400,79.531395
"218",83.790001,84.099998,83.230003,83.870003,19397800,79.323326
"219",83.660004,83.940002,83.459999,83.93,14196900,79.380081
"220",83.5,84.099998,82.980003,84.050003,18801300,79.493553
"221",83.470001,83.690002,82.690002,82.980003,19383100,78.875702
"222",83.099998,83.419998,82.940002,83.199997,20962800,79.084839
"223",83.120003,83.120003,82.239998,82.400002,22079000,78.324409
"224",82.400002,82.589996,82.25,82.529999,16315000,78.447968
"225",82.739998,83.839996,82.739998,83.720001,21237500,79.579109
"226",83.830002,83.900002,83.040001,83.110001,20553100,78.99929
"227",83.010002,83.43,82.779999,83.260002,7425600,79.141869
"228",83.309998,83.980003,83.300003,83.870003,18265200,79.721695
"229",84.07,85.059998,84.019997,84.879997,21926000,80.68174
"230",84.709999,84.919998,83.18,83.339996,27381100,79.217903
"231",83.510002,84.519997,83.339996,84.169998,33054600,80.006836
"232",83.599998,84.809998,83.220001,84.260002,29532100,80.0924
"233",84.419998,84.43,80.699997,81.080002,39094900,77.069687
"234",81.339996,82.68,80.980003,81.589996,26152300,77.554466
"235",81.550003,83.139999,81.43,82.779999,26162100,78.685623
"236",82.540001,82.800003,82,82.489998,23184500,78.409943
"237",83.629997,84.580002,83.330002,84.160004,24489100,79.99736
"238",84.290001,85.370003,84.120003,85.230003,22857900,81.014435
"239",85.309998,86.050003,85.080002,85.580002,23924100,81.347122
"240",85.739998,86,85.169998,85.349998,22062700,81.128487
"241",85.43,85.870003,84.529999,84.690002,19306000,80.501137
"242",85.260002,87.089996,84.879997,86.849998,53936700,82.554306
"243",87.120003,87.5,86.230003,86.379997,22283800,82.107544
"244",86.349998,86.349998,85.269997,85.830002,23524800,81.584755
"245",86.199997,86.300003,84.709999,85.519997,23674900,81.290085
"246",86.050003,86.099998,85.400002,85.5,17990700,81.271095
"247",85.400002,85.629997,84.919998,85.510002,14145800,81.280579
"248",85.309998,85.529999,85.029999,85.400002,9891200,81.17601
"249",85.650002,85.980003,85.220001,85.709999,14678000,81.470688
"250",85.900002,85.93,85.550003,85.720001,10594300,81.480186
"251",85.629997,86.050003,85.5,85.540001,18717400,81.309097
"252",86.129997,86.309998,85.5,85.949997,22483800,81.698814
"253",86.059998,86.510002,85.970001,86.349998,26061400,82.079025
"254",86.589996,87.660004,86.57,87.110001,21912000,82.801437
"255",87.660004,88.410004,87.43,88.190002,23407100,83.828003
"256",88.199997,88.580002,87.599998,88.279999,22113000,83.913559
"257",88.650002,88.730003,87.860001,88.220001,19484300,83.856529
"258",87.860001,88.190002,87.410004,87.82,18652200,83.476341
"259",88.129997,88.129997,87.239998,88.080002,17808900,83.723465
"260",88.669998,89.779999,88.449997,89.599998,24271500,85.168289
"261",90.099998,90.790001,88.010002,88.349998,36599700,83.980103
"262",89.080002,90.279999,88.75,90.139999,25621200,85.681572
"263",89.800003,90.669998,89.660004,90.099998,24159700,85.643555
"264",90.139999,90.610001,89.660004,90,36875000,85.548485
"265",90,91.620003,89.739998,91.610001,23601600,87.078873
"266",91.900002,92.300003,91.540001,91.900002,23412800,87.35453
"267",92.550003,93.43,91.580002,91.82,33277500,87.278473
"268",92.470001,93.239998,91.93,92.330002,26383200,87.76326
"269",93.120003,94.059998,92.580002,94.059998,29172200,89.407692
"270",95.139999,95.449997,93.720001,93.919998,31569900,89.274612
"271",93.300003,93.660004,92.099998,92.739998,38635100,88.152969
"272",93.75,95.400002,93.510002,95.010002,48756300,90.310699
"273",94.790001,96.07,93.580002,94.260002,47227900,89.597794
"274",93.639999,93.970001,91.5,91.779999,47867800,87.240463
"275",90.559998,93.239998,88,88,51031500,83.647423
"276",86.889999,91.480003,85.25,91.330002,67998600,86.812729
"277",90.489998,91.769997,89.199997,89.610001,41107600,85.177795
"278",89.709999,89.879997,84.760002,85.010002,55628700,80.805305
"279",86.300003,88.93,83.830002,88.18,63499100,83.818512
"280",88.739998,89.779999,87.93,89.129997,35720300,84.721527
"281",88.93,90,87.800003,89.830002,26407700,85.386902
"282",88.510002,90.989998,88.410004,90.809998,34960900,86.723915
"283",91.209999,92.720001,90.620003,92.660004,27823900,88.490669
"284",92.449997,93.5,91.800003,92,30596900,87.860367
"285",91.480003,93.059998,91.010002,92.720001,30911700,88.547974
"286",92.980003,93.360001,91.489998,91.489998,26922500,87.373314
"287",92.050003,92.730003,91.360001,91.730003,24392800,87.602516
"288",93.599998,94.07,92.360001,94.059998,26329200,89.827675
"289",94.400002,95.449997,94.25,95.419998,30199800,91.126495
"290",95.739998,95.839996,94.199997,94.199997,25869100,89.961388
"291",94.839996,95.709999,93.629997,93.769997,31167300,89.550713
"292",93.989998,94.57,91.839996,92.849998,37135600,88.672127
"293",91.580002,93.150002,90.860001,93.050003,32830400,88.863129
"294",92.339996,94.269997,92.260002,93.639999,23901600,89.42659
"295",94.339996,94.489998,92.940002,93.32,22175800,89.120979
"296",93.160004,93.940002,92.43,93.860001,26716100,89.636673
"297",94.269997,95.099998,93.769997,94.43,25887800,90.181038
"298",95.290001,96.540001,95,96.540001,36937300,92.196091
"299",96.5,97.209999,96.040001,96.769997,26073700,92.415749
"300",97,97.239998,93.970001,94.410004,35387800,90.161942
"301",95.120003,95.410004,93.5,93.849998,32132000,89.627121
"302",93.529999,94.580002,92.830002,94.18,27611000,89.942268
"303",94.68,95.379997,93.919998,94.599998,49081300,90.343369
"304",93.739998,93.900002,92.110001,92.889999,33344100,88.710327
"305",93.050003,93.769997,93,93.129997,23075200,88.939514
"306",92.93,94.050003,92.209999,92.480003,24457100,88.318779
"307",91.269997,91.75,89.660004,89.790001,38604700,85.749809
"308",89.5,90.459999,87.080002,87.18,44068900,83.257248
"309",90.610001,94,90.400002,93.779999,56396800,89.56028
"310",94.940002,95.139999,88.510002,89.470001,56569000,85.444191
"311",89.82,91.230003,88.870003,89.389999,52501100,85.367805
"312",90.18,92.290001,88.400002,91.269997,45867500,87.163223
"313",90.470001,90.879997,87.510002,88.519997,48515400,84.536957
"314",89.580002,90.050003,87.889999,89.709999,37213800,85.673416
"315",87.849998,92.760002,87.730003,92.330002,35560000,88.175507
"316",92.440002,93.07,91.400002,92.379997,29771900,88.223274
"317",91.489998,92.459999,89.480003,90.230003,38026000,86.170006
"318",91.040001,93.169998,90.620003,90.769997,31533900,86.685722
"319",92.389999,93.279999,91.639999,92.879997,26812000,88.700768
"320",92.010002,93.290001,91.480003,91.860001,24872100,87.726677
"321",92.43,94.160004,92.43,93.580002,26758900,89.369278
"322",94.050003,94.18,92.440002,93.080002,23346100,88.891769
"323",94.07,94.660004,93.419998,94.169998,20288100,89.932724
"324",95,96.540001,94.879997,96.07,26771000,91.747246
"325",96.220001,96.720001,95.519997,96.440002,21043300,92.100578
"326",96.440002,97.07,95.339996,96.110001,23552500,91.785439
"327",95.910004,96.110001,94.050003,95,31154400,90.72538
"328",95.739998,96.290001,94.629997,95.349998,22331800,91.059639
"329",96.239998,96.470001,92.410004,93.120003,34524800,88.92997
"330",93.300003,93.300003,90.279999,92.309998,33729300,88.15641
"331",93.550003,95.150002,93.099998,94.260002,42529000,90.018692
"332",97.599998,97.900002,93.910004,95.82,48272800,91.508484
"333",96.330002,96.400002,93.150002,93.519997,41523600,89.311981
"334",93.209999,95.290001,92.790001,95,31408900,90.72538
"335",94.989998,95.169998,93.190002,93.510002,27471000,89.302414
"336",92.959999,94.93,92.449997,94.07,31142500,89.837212
"337",93.32,95.370003,92.919998,95.160004,22531300,90.878197
"338",95.169998,96.709999,95.099998,96.220001,24242000,91.890488
"339",95.849998,96.160004,95.059998,95.809998,23484600,91.498917
"340",96.010002,96.970001,95.050003,96.940002,27327400,92.578072
"341",97.459999,97.949997,97.050003,97.910004,22388100,93.504448
"342",97.800003,97.870003,97.040001,97.699997,16778300,93.303879
"343",97.919998,98.690002,97.309998,98.029999,19454100,93.619049
"344",97.239998,97.849998,96.339996,97.32,24594000,92.940971
"345",97.360001,97.400002,96.620003,97.150002,17384700,93.180779
"346",96.760002,97.540001,95.830002,96.18,17246700,92.250404
"347",96.010002,96.93,96.010002,96.360001,17865800,92.423065
"348",97,98.010002,96.800003,97.599998,19422500,93.612396
"349",97.68,98.169998,97.199997,97.5,15441200,93.516472
"350",96.709999,98.730003,96.32,98.660004,21251200,94.629089
"351",98.730003,98.940002,96.809998,98.309998,26649300,94.293388
"352",98.300003,98.980003,97.860001,98.360001,18363900,94.341339
"353",97.839996,98.879997,97.230003,98.010002,28671000,94.005646
"354",98.309998,99.25,97.910004,98.949997,22158500,94.907227
"355",99.290001,99.989998,98.610001,98.839996,34140900,94.801735
"356",99.279999,100.860001,99.169998,100.790001,28655600,96.67205
"357",101.260002,101.860001,100.849998,101.669998,27281600,97.516098
"358",102,102.330002,101.529999,102.190002,23514400,98.014862
"359",102.480003,102.599998,101.900002,102.489998,21122900,98.302605
"360",102.650002,102.690002,100.379997,100.879997,28232200,96.758369
"361",101.089996,101.949997,100.540001,101.629997,22165100,97.477737
"362",101.010002,101.589996,100.669998,101.050003,23490900,96.92144
"363",101.099998,101.449997,100.75,101.309998,18325200,97.170815
"364",101.720001,102.010002,100.559998,100.849998,29492900,96.729614
"365",101.650002,102.029999,101,101.419998,25691800,97.276321
"366",101.510002,101.529999,100.07,100.129997,65738600,96.039024
"367",100.010002,101.110001,99.419998,100.860001,23586000,96.739197
"368",99.650002,101,99.5,100.860001,28653100,96.739197
"369",101.370003,102.519997,101.120003,101.870003,26180800,97.707939
"370",102.080002,102.459999,100.879997,101.139999,23198200,97.007767
"371",100.410004,100.769997,99.629997,100.410004,38923100,96.307579
"372",100,100.110001,97.300003,98.389999,35433300,94.37011
"373",98.82,100.080002,98.75,99.080002,26897200,95.031914
"374",99.580002,100.019997,97.400002,97.540001,31298400,93.55484
"375",97.379997,99.110001,97.260002,98.629997,26650700,94.600311
"376",98.93,99.910004,98.330002,98.610001,28053200,94.581123
"377",98.099998,100.059998,98,100.010002,19564500,95.923927
"378",100.480003,100.629997,98.940002,99.050003,14670300,95.003143
"379",99.5,99.919998,99.029999,99.760002,18977400,95.684143
"380",99.889999,101.43,99.669998,101.160004,19234600,97.026947
"381",101.650002,102.25,101.25,101.849998,18212000,97.688751
"382",102,102.510002,101.860001,102.120003,19293100,97.947708
"383",101.150002,102.339996,101.099998,101.980003,19644600,97.813446
"384",102.769997,104.410004,102.730003,104.190002,24335900,99.933159
"385",104.370003,105.599998,104.089996,105.43,24635200,101.122482
"386",105.400002,105.82,104.519997,104.910004,21786900,100.623741
"387",104.610001,106.5,104.32,105.949997,25901700,101.621246
"388",105.940002,106.050003,104.720001,105.120003,29493900,100.82515
"389",104.93,105.309998,103.889999,104.400002,40171600,100.134552
"390",108.080002,108.199997,106.080002,106.269997,56004000,101.928169
"391",106.300003,108.139999,106.129997,107.970001,29707000,103.558701
"392",108.57,108.82,107.260002,107.660004,26316600,103.261375
"393",107.959999,111.150002,107.599998,110.830002,30702100,106.301857
"394",110.739998,111,109.5,109.620003,31372100,105.141296
"395",110.18,110.18,106.139999,107.68,37005300,103.280563
"396",107.190002,107.529999,104.760002,105.370003,34668300,101.064934
"397",106.489998,106.720001,105.379997,106.080002,27655200,101.745911
"398",106.029999,106.449997,105.419998,106.279999,23628700,101.937775
"399",105.400002,108.089996,104.839996,107.57,26104300,103.175049
"400",107.800003,108.050003,106.82,108.040001,18659600,103.625847
"401",108.120003,108.419998,107.559998,108.129997,20265900,103.712173
"402",108.559998,109.099998,108.169998,108.879997,16080200,104.431526
"403",109.330002,109.75,108.760002,109.489998,15487500,105.016609
"404",109.709999,110.160004,109.599998,109.669998,13677200,105.189255
"405",109.419998,109.690002,108.379997,109,18183700,104.546631
"406",109.239998,109.580002,108.099998,108.209999,18472500,103.788918
"407",108.559998,109.75,108.040001,109.559998,16788300,105.083733
"408",108.489998,108.989998,106.82,107.660004,29982800,103.658752
"409",108.300003,108.860001,107.300003,107.639999,21384300,103.639496
"410",107.360001,107.900002,106.690002,107.580002,18061500,103.581734
"411",107.510002,107.900002,106.480003,106.870003,17914200,102.898117
"412",106.919998,107.349998,105.849998,105.980003,22881900,102.041199
"413",105.849998,107.339996,105.779999,107.059998,18000600,103.081055
"414",107.150002,108.18,106.870003,107.559998,18167700,103.562454
"415",107.669998,108.559998,107.559998,108.400002,17234000,104.371262
"416",109.269997,109.639999,108.510002,109.599998,19662300,105.526642
"417",109.940002,110.5,109.790001,110.260002,19151500,106.162109
"418",110.449997,112.029999,110.269997,112.019997,20818000,107.856712
"419",111.669998,112.610001,111.440002,111.949997,22798700,107.789322
"420",111.690002,112.779999,111.519997,112.330002,23222700,108.15519
"421",110.849998,111.959999,110.220001,111.709999,22634600,107.558228
"422",111.010002,111.419998,108.099998,108.489998,32872400,104.457893
"423",108.25,108.989998,107.510002,108.739998,23477600,104.698608
"424",108.230003,108.720001,107.230003,108.209999,22498600,104.188309
"425",108.839996,109.639999,108.360001,109.379997,20727900,105.314835
"426",108.900002,111.589996,108.889999,111.239998,24301800,107.10569
"427",111.43,111.849998,110.510002,111.709999,18891100,107.558228
"428",112.120003,113.730003,112.120003,112.910004,26055600,108.713631
"429",113.360001,113.730003,112.440002,113.370003,19122300,109.156548
"430",113.690002,113.699997,111.860001,112.139999,20736500,107.972252
"431",112.190002,113.699997,111.720001,113.209999,22170900,109.002495
"432",113.050003,113.32,111.040001,111.699997,21728400,107.548592
"433",112.279999,113.800003,111.93,113.57,23714500,109.349106
"434",114,115.290001,113.510002,114.260002,71229700,110.013451
"435",113.029999,114.900002,112.220001,114.669998,27334500,110.408218
"436",114.800003,115.099998,113.75,114.449997,22668000,110.196411
"437",114.470001,115.059998,113.739998,113.980003,19352000,109.743866
"438",114.779999,114.910004,114.199997,114.410004,19091300,110.157883
"439",114.190002,114.57,113.68,114.370003,21647800,110.119362
"440",114.75,115.68,114.730003,115.610001,18883100,111.313293
"441",115.300003,115.839996,114.440002,115.150002,20787200,110.870384
"442",115.419998,116.18,114.93,115.169998,16648000,110.889648
"443",114.610001,114.760002,111.629997,112.790001,34821700,108.598076
