"","GPC.Open","GPC.High","GPC.Low","GPC.Close","GPC.Volume","GPC.Adjusted"
"46",93.260002,93.360001,92.809998,92.949997,769600,81.055374
"47",93.300003,93.599998,92.769997,93.209999,651100,81.282097
"48",93.209999,94.220001,92.870003,94.139999,818200,82.093102
"49",93.949997,94.360001,93.669998,94.059998,487200,82.023346
"50",94.199997,94.519997,93.580002,93.959999,828800,81.936119
"51",94.400002,94.730003,93.889999,94.269997,411000,82.206459
"52",94.580002,95,93.989998,94.900002,1294000,82.755836
"53",94.949997,94.949997,94.120003,94.330002,460600,82.258774
"54",94.650002,94.650002,93,93.300003,691100,81.360588
"55",93.360001,93.550003,92.699997,93.470001,522200,81.508835
"56",93.360001,93.82,92.709999,93.449997,511900,81.491394
"57",93.510002,93.760002,92.660004,92.839996,530700,80.959457
"58",92.309998,92.839996,92.059998,92.760002,456300,80.889694
"59",92.360001,93.43,92.099998,93.099998,516600,81.186188
"60",92.970001,93.470001,92.290001,92.669998,893800,80.811226
"61",92.610001,93.709999,92.040001,92.339996,506300,80.523445
"62",92.290001,93.279999,91.93,92.410004,685400,80.584496
"63",92.5,92.5,89.230003,90.339996,1301200,78.779373
"64",90.050003,90.660004,89.760002,90.029999,910500,78.509048
"65",90.209999,91.269997,89.93,90.230003,811000,78.683464
"66",90.330002,90.650002,89.660004,90.32,585500,78.76194
"67",90.080002,90.610001,89.830002,89.860001,413200,78.360809
"68",90,91.050003,89.730003,89.790001,690400,78.299751
"69",89.68,90.610001,89.349998,90.610001,693000,79.014816
"70",90.150002,90.230003,89.18,89.419998,711900,77.977104
"71",89.290001,90.050003,88.879997,88.940002,615100,77.55854
"72",89.120003,90.129997,89.120003,90.099998,811300,78.570099
"73",89.809998,90.720001,89.309998,90.139999,1084000,78.604965
"74",92.889999,94.989998,91.519997,91.910004,1908900,80.148476
"75",92.150002,93.18,92.110001,92.900002,984500,81.011772
"76",92.900002,93.519997,92.599998,93.110001,722500,81.194908
"77",93.970001,93.970001,92.660004,93.599998,938200,81.6222
"78",94.110001,94.589996,93.019997,93.290001,636800,81.351875
"79",93.580002,93.889999,92.910004,93.129997,665900,81.212349
"80",93.349998,93.889999,92.889999,93.330002,745400,81.386757
"81",93.349998,93.349998,91.18,92.019997,1551800,80.244385
"82",92.199997,92.199997,90.93,91.339996,771800,79.65139
"83",91.410004,92.080002,91.260002,92.07,662700,80.287994
"84",92.139999,92.209999,91.440002,92.059998,724100,80.279259
"85",92.050003,92.559998,91.68,92.25,816200,80.444969
"86",92.410004,92.730003,91.830002,92.730003,592600,80.863541
"87",92.75,92.919998,92.209999,92.540001,480000,80.697845
"88",92.650002,92.989998,92.220001,92.830002,445500,80.950745
"89",92.830002,92.830002,92.029999,92.790001,633500,80.915848
"90",92.309998,92.309998,90.699997,91.849998,577200,80.096146
"91",91.599998,91.760002,91.010002,91.440002,516000,79.738617
"92",91.519997,92.870003,91.330002,91.860001,857600,80.104858
"93",92.089996,92.089996,90.830002,91.540001,518900,79.825813
"94",91.540001,91.879997,90.690002,91.129997,806900,79.468277
"95",91.120003,92.330002,90.919998,91.650002,845400,79.92173
"96",91.720001,92.480003,90.669998,92.120003,2531000,80.331589
"97",92.139999,92.860001,92.080002,92.459999,687100,80.628082
"98",91.400002,91.650002,89.550003,90.650002,1380000,79.049728
"99",90.269997,90.839996,89.830002,90.169998,907000,78.631126
"100",90.489998,91.519997,90.029999,91.360001,611600,79.668854
"101",91.5,93.889999,91.300003,93.279999,1143300,81.34314
"102",93.059998,93.580002,91.970001,92.540001,1033100,80.697845
"103",92.540001,92.709999,92.040001,92.620003,1189100,80.767624
"104",93.040001,94.349998,92.519997,94.110001,682000,82.066933
"105",94.290001,94.849998,93.959999,94.279999,802800,82.215187
"106",94.129997,94.389999,93.559998,93.779999,606800,81.779175
"107",93.440002,93.440002,91.699997,92.120003,714800,80.331589
"108",90.970001,92.099998,90.970001,91.839996,647300,80.678581
"109",91.839996,91.889999,90.779999,90.889999,610300,79.844063
"110",90.949997,91.709999,90.550003,91.610001,692400,80.476555
"111",91.610001,92.970001,91.610001,92.970001,566100,81.671257
"112",92.980003,93.949997,92.339996,93.860001,579100,82.453102
"113",93.440002,95.099998,93.370003,94.260002,796000,82.804497
"114",93.730003,94.970001,93.580002,94.839996,617100,83.314011
"115",94.720001,95.650002,93.75,95.610001,1354000,83.990417
"116",95.839996,95.870003,93.400002,93.489998,1010500,82.128067
"117",93,93.019997,91.099998,91.269997,877100,80.177864
"118",91.300003,91.489998,89.599998,89.889999,974200,78.965584
"119",89.830002,90.150002,89.010002,89.669998,919700,78.772316
"120",89.650002,90.919998,89.279999,90.739998,2244200,79.712265
"121",90.989998,91.68,90.610001,91.160004,583800,80.081238
"122",91.089996,91.800003,90.559998,90.849998,653000,79.808899
"123",91.290001,92.709999,91.169998,91.940002,630700,80.766449
"124",92,92.389999,90.720001,91.120003,630800,80.046089
"125",91.379997,93.239998,91.199997,92.760002,827500,81.486778
"126",92.800003,93.970001,91.989998,93.660004,541100,82.277405
"127",91.910004,92.599998,88.809998,89.160004,1817700,78.32428
"128",87.099998,88.589996,86.209999,86.739998,1709200,76.198402
"129",86.839996,87.389999,86.519997,86.860001,831400,76.30381
"130",86.620003,86.82,84.870003,85.099998,1406600,74.757706
"131",85.059998,85.330002,83.82,84.269997,1106700,74.028564
"132",84.449997,84.580002,83.559998,84,1455700,73.791382
"133",84.050003,84.089996,82.809998,83.699997,2449700,73.527847
"134",84.010002,84.129997,83.279999,83.349998,1129200,73.220367
"135",83.449997,84.629997,83.440002,84.07,1122200,73.852875
"136",83.93,84.269997,82.669998,83.010002,1322500,72.921715
"137",83.239998,83.349998,82.419998,82.959999,3090000,72.877769
"138",82.419998,84.300003,80.860001,81.690002,2548000,71.762108
"139",82.18,83.419998,82,82.709999,1685400,72.658173
"140",82.629997,82.690002,81.5,81.809998,966400,71.867546
"141",82.199997,83.68,82.120003,83.32,1045600,73.194023
"142",83.449997,83.559998,82.790001,82.809998,970000,72.746033
"143",83.010002,84.989998,82.769997,84.790001,1224400,74.485397
"144",84.730003,85.220001,83.279999,83.93,971300,73.729897
"145",84.099998,85.040001,84.07,84.93,1973400,74.608368
"146",85.010002,85.309998,83.830002,84.959999,968300,74.63472
"147",84.650002,85.220001,84.32,84.43,655800,74.169144
"148",84.32,84.940002,84.029999,84.110001,560900,73.888031
"149",84.32,84.43,83.699997,83.879997,524500,73.685982
"150",83.900002,84.419998,83.550003,84.150002,438100,73.923164
"151",84.220001,84.589996,83.32,83.449997,539900,73.308235
"152",83.300003,83.660004,82.910004,83.480003,650400,73.33461
"153",82.980003,83.209999,82.089996,82.290001,556000,72.289215
"154",82.110001,82.93,82.099998,82.809998,470400,72.746033
"155",83.300003,83.919998,82.720001,83.769997,679000,73.589355
"156",82,82.300003,79.860001,80.480003,2197300,70.699196
"157",80.989998,82.580002,80.730003,82.25,913900,72.254082
"158",82.239998,83.050003,81.43,81.489998,747500,71.586441
"159",81.269997,81.970001,81.209999,81.599998,698800,71.68306
"160",81.75,83.110001,81.349998,82.669998,1011700,72.623024
"161",82.959999,83.199997,82.199997,82.639999,631700,72.596672
"162",82.360001,82.800003,82.080002,82.57,483700,72.535179
"163",82.959999,83.309998,82.209999,82.480003,665700,72.456123
"164",82.650002,83.870003,82.650002,83.300003,516100,73.176468
"165",83.480003,83.529999,82.449997,82.949997,411800,72.869003
"166",82.349998,82.830002,81.790001,81.830002,543400,71.885117
"167",81.870003,83.050003,81.629997,82.900002,621700,72.825073
"168",82.910004,83.550003,82.75,82.830002,1037600,72.763603
"169",83.230003,84.129997,83.099998,83.839996,450100,73.650841
"170",83.529999,84.919998,83.529999,84.309998,850700,74.063713
"171",84.639999,85.349998,84.43,85.309998,896500,74.942184
"172",84.790001,84.790001,84.019997,84.440002,921800,74.769524
"173",84.529999,85.669998,84.309998,85.349998,744200,75.575302
"174",85.68,86.489998,85.32,85.82,752100,75.991486
"175",86.019997,87.120003,85.949997,86.440002,963900,76.540482
"176",86.389999,86.949997,86.160004,86.940002,556200,76.983215
"177",86.919998,86.919998,86.050003,86.389999,512700,76.496193
"178",86.32,86.730003,86.029999,86.650002,906800,76.72644
"179",86.879997,86.980003,86.419998,86.879997,733800,76.930061
"180",87.169998,87.25,84.839996,85.860001,1150700,76.026901
"181",86.019997,87.239998,85.830002,86.720001,851100,76.788406
"182",86.800003,87.010002,86.269997,86.349998,408300,76.460777
"183",86.470001,88.099998,86.449997,87.980003,765300,77.904106
"184",97.010002,97.650002,92.599998,93.220001,4275200,82.543991
"185",93.699997,95.650002,93.529999,94.160004,1768800,83.376335
"186",94.150002,94.839996,92.919998,94.459999,1304500,83.641983
"187",93.940002,95.339996,93.860001,95.190002,835200,84.288383
"188",95.470001,96.050003,95.029999,95.650002,738000,84.695694
"189",95.489998,96.669998,94.940002,96.370003,728700,85.333237
"190",96.370003,96.540001,95.360001,95.949997,561900,84.961349
"191",95.75,95.769997,95.080002,95.489998,652100,84.554024
"192",95.309998,95.800003,95,95.790001,720800,84.819664
"193",95.43,95.849998,95.25,95.550003,570500,84.60717
"194",95.760002,95.839996,95.099998,95.18,445100,84.279526
"195",95.309998,95.980003,95.160004,95.519997,688000,84.580589
"196",95.610001,95.980003,95.199997,95.5,686900,84.562881
"197",95.43,96.190002,94.809998,95.860001,474400,84.881653
"198",95.879997,96.5,95.510002,95.860001,527900,84.881653
"199",95.870003,96.139999,95.389999,96.010002,361900,85.014473
"200",96.260002,97.019997,96.150002,96.860001,611900,85.767105
"201",97.419998,98.629997,97.089996,98.040001,1235800,86.811981
"202",92.330002,92.489998,88.120003,89.709999,2664900,79.435966
"203",89.639999,89.639999,88.139999,88.629997,1601200,78.479668
"204",88.690002,89.870003,88.309998,89.269997,1489600,79.046371
"205",89.389999,90.330002,88.830002,88.910004,1168600,78.7276
"206",89.019997,89.160004,88.059998,88.459999,695900,78.329147
"207",88.449997,90.029999,87.330002,89.400002,980700,79.161476
"208",89.099998,89.209999,87.949997,88.349998,751700,78.231735
"209",88.199997,88.589996,87.660004,88.040001,625700,77.95723
"210",88.160004,88.720001,87.82,88.230003,569600,78.125458
"211",88.800003,88.800003,87.370003,87.43,618300,77.417091
"212",87.360001,88.779999,86.449997,88.529999,624200,78.39109
"213",88.550003,88.699997,87.760002,87.800003,567500,77.744713
"214",88.029999,88.040001,86.989998,87.260002,569000,77.266556
"215",87.18,87.809998,86.050003,86.43,729700,76.531609
"216",86.660004,86.800003,85.830002,86.019997,1555300,76.168579
"217",85.68,86.309998,85.199997,85.559998,1015500,75.761246
"218",85.059998,86.360001,85,85.449997,1228200,75.663841
"219",85.059998,86,84.830002,85.290001,943200,75.522171
"220",86.059998,87.379997,85.779999,86.010002,711000,76.159729
"221",85.410004,88.32,84.830002,85,657200,75.265381
"222",85.220001,86.059998,84.709999,85.989998,717400,76.142006
"223",85.949997,86.800003,85.800003,86.129997,572700,76.265976
"224",86.129997,86.589996,85.900002,86.260002,519800,76.381104
"225",86.599998,86.599998,85.269997,85.949997,1108600,76.106583
"226",85.949997,87.230003,85.919998,86.910004,390800,76.956642
"227",86.93,87.040001,86.410004,86.839996,246900,76.894669
"228",86.959999,87.739998,86.919998,87.620003,675500,77.585335
"229",87.650002,89.410004,87.650002,89.339996,949600,79.108345
"230",89.470001,91.870003,89.470001,91.5,963300,81.020966
"231",91.529999,93.18,91.309998,92.970001,1292700,82.322617
"232",93.089996,93.330002,90.970001,92.860001,1098700,82.225227
"233",93.349998,94.169998,93.279999,93.959999,1019700,83.199257
"234",94.75,95.239998,93.400002,94.160004,913600,83.376335
"235",93.919998,94.550003,93.410004,93.720001,1343800,82.98674
"236",92.870003,94.32,92.870003,93.800003,1320800,83.660126
"237",92.870003,94.970001,92.870003,94.849998,774400,84.596603
"238",94.589996,94.639999,92.989998,93.489998,711400,83.383629
"239",93.739998,93.959999,92.330002,92.730003,710700,82.705795
"240",92.580002,93.809998,92.580002,93.260002,706800,83.178497
"241",93.199997,93.330002,91.43,91.480003,763500,81.590927
"242",92.449997,93.400002,91.580002,91.980003,1273400,82.036858
"243",92.870003,93.720001,92.440002,93.440002,580700,83.339043
"244",93.830002,93.970001,93.010002,93.010002,577600,82.955513
"245",93.559998,93.709999,92.779999,93.220001,446200,83.142815
"246",93.580002,94.580002,93.290001,94.529999,609900,84.311211
"247",94.940002,95.540001,94.550003,95.110001,765300,84.828514
"248",94.949997,95.959999,94.860001,95.389999,339800,85.078247
"249",95.459999,95.760002,95.129997,95.669998,430500,85.327965
"250",95.669998,95.849998,94.43,95.480003,516900,85.158501
"251",95.400002,95.93,94.980003,95.010002,494900,84.739326
"252",95.540001,97.129997,95.540001,96.580002,945000,86.139603
"253",96.769997,97.480003,96.480003,97.300003,647300,86.781776
"254",97.669998,98.440002,96.959999,97.410004,650300,86.879875
"255",97.580002,97.730003,96.190002,97.5,681400,86.960144
"256",97.739998,98.559998,97.5,97.980003,836200,87.38826
"257",98.150002,99.300003,98.150002,98.949997,1006400,88.253395
"258",98.400002,99.639999,98.290001,99.400002,912900,88.654755
"259",99.389999,101.970001,98.93,101.900002,886900,90.884506
"260",101.949997,103.389999,101.629997,103.279999,1026100,92.115311
"261",104.040001,104.879997,102.699997,102.800003,1070900,91.687202
"262",103.089996,103.800003,102.82,103.480003,633400,92.293701
"263",103.75,103.830002,102.150002,102.93,610600,91.803154
"264",103.139999,104.449997,103.139999,104.139999,613000,92.882362
"265",104.25,104.25,102.989998,104.129997,738700,92.873421
"266",103.889999,104.900002,103.629997,104.730003,542700,93.408562
"267",105,106.75,104.339996,106.629997,726700,95.103172
"268",105.940002,106.809998,105.260002,106.309998,860200,94.817764
"269",106.540001,107.629997,106.019997,107.580002,504600,95.9505
"270",107.580002,107.75,106.82,107.010002,579700,95.442108
"271",106.690002,106.910004,104.860001,105.190002,674000,93.818863
"272",105.370003,105.879997,103.220001,104.07,2011100,92.819916
"273",103.379997,104.309998,102.779999,103.209999,910100,92.052879
"274",102.989998,104.139999,101.900002,102.190002,1091400,91.14315
"275",101.389999,102.870003,99.660004,99.669998,1488100,88.895561
"276",98.279999,100.629997,96.910004,100.059998,1221100,89.243401
"277",99.959999,101.830002,99.169998,99.269997,1025800,88.538788
"278",99.330002,100.440002,96.279999,96.309998,1450700,85.898788
"279",97.120003,98.040001,92.82,97.050003,1291000,86.558792
"280",98.089996,98.629997,96.519997,97.720001,951600,87.156364
"281",97.790001,98.150002,96.080002,96.730003,1101400,86.273384
"282",96.300003,99.32,96.029999,98.949997,922100,88.253395
"283",99.5,100.919998,98.57,100.910004,979500,90.001518
"284",100.489998,101.080002,99.099998,99.830002,1112200,89.038261
"285",96.559998,96.889999,94.400002,94.669998,1711200,84.436073
"286",94.400002,94.790001,92.5,93.339996,1258500,83.249847
"287",93.540001,94.830002,92.449997,92.93,975400,82.884171
"288",93.330002,94.599998,92.669998,94.529999,821200,84.311211
"289",94.709999,95.029999,93.849998,94.870003,659200,84.614456
"290",95.129997,95.209999,92.559998,92.559998,797600,82.554138
"291",92.879997,93.540001,91.82,91.839996,975900,81.911987
"292",91.730003,92.620003,90.5,91.410004,883200,81.528481
"293",90.900002,91.279999,90.160004,90.860001,1017500,81.037941
"294",90.379997,92.190002,90.059998,91.779999,683900,81.858482
"295",91.959999,92.639999,91.110001,92.529999,735900,82.52742
"296",91.620003,92.18,90.900002,91.660004,696800,81.751465
"297",91.290001,91.330002,90.279999,90.519997,684400,81.373894
"298",91.160004,92.660004,90.449997,92.620003,542700,83.261696
"299",92.620003,93.139999,91.620003,92.370003,860400,83.036957
"300",92.739998,93.010002,91.43,91.730003,628400,82.461624
"301",92.040001,92.18,90.18,90.379997,826300,81.248024
"302",90.559998,91.010002,89.940002,90.25,716700,81.131172
"303",90.43,91.480003,89.919998,90.779999,3776300,81.607613
"304",90.769997,91.650002,90,90.489998,699700,81.346916
"305",90.839996,91.230003,90,90.779999,611000,81.607613
"306",90.870003,91.32,90.449997,90.480003,549300,81.337944
"307",89.940002,90.269997,87.889999,87.980003,719600,79.090523
"308",88.199997,88.410004,86.449997,86.519997,800700,77.778046
"309",87.449997,88.839996,87.199997,88.610001,746400,79.656876
"310",88.769997,89.879997,88.18,88.599998,647300,79.647881
"311",89.010002,89.940002,88.239998,88.68,906600,79.719795
"312",89.169998,90.419998,89.080002,89.839996,719900,80.762589
"313",89.400002,89.790001,85.800003,86.760002,803600,77.993805
"314",87.239998,88.220001,86.779999,88.129997,809900,79.225372
"315",87.290001,89.940002,87.279999,89.730003,581400,80.663712
"316",90.050003,91.099998,89.169998,90.660004,1011800,81.499748
"317",90.279999,90.959999,88.150002,89.260002,1417700,80.241203
"318",89.489998,90.040001,88.690002,88.809998,654000,79.836655
"319",89.580002,91.010002,89.410004,90.370003,709800,81.239059
"320",89.709999,90.160004,89.029999,89.660004,427600,80.600777
"321",89.959999,90.68,89.830002,90.129997,547300,81.023293
"322",92.300003,92.75,89.190002,89.519997,763600,80.47493
"323",89.839996,90.82,89.32,90.660004,736900,81.499748
"324",90.82,91.209999,90.290001,90.739998,523400,81.571648
"325",91.230003,91.970001,90.779999,91.360001,948900,82.129021
"326",88.879997,90.32,87.019997,88.139999,1963800,79.23436
"327",88.150002,88.650002,86.889999,87.75,1242200,78.883774
"328",87.639999,88.989998,87.400002,88.790001,1148100,79.818687
"329",88.93,90.330002,88.059998,88.400002,1082800,79.468094
"330",88.169998,89.449997,87.989998,88.82,974100,79.845657
"331",89.190002,90.510002,88.650002,88.989998,1410500,79.998474
"332",88.910004,91.089996,88.900002,90.93,1150600,81.742455
"333",91.209999,91.25,88.07,88.32,1946100,79.396164
"334",88.230003,89,87.349998,88.68,962300,79.719795
"335",88.879997,89.18,87.489998,87.940002,3442500,79.054573
"336",88.169998,88.949997,87.559998,88.620003,1751000,79.665871
"337",88.360001,90.339996,87.959999,89.919998,955600,80.834511
"338",89.93,90.190002,89.160004,89.800003,934000,80.726631
"339",90.160004,90.300003,89.220001,89.779999,884100,80.708672
"340",90.080002,90.410004,88.919998,90.190002,1062800,81.077255
"341",90.300003,90.779999,90.010002,90.57,503900,81.418846
"342",90.440002,91.699997,89.949997,91.379997,576900,82.14698
"343",91.389999,92.080002,91.029999,91.75,462900,82.479607
"344",91.449997,91.779999,91.190002,91.68,1121800,82.416679
"345",91.949997,92.860001,91.949997,92.449997,559800,83.108887
"346",92.360001,92.919998,92.199997,92.669998,528500,83.306656
"347",92.779999,93.160004,92.010002,92.370003,645400,83.036957
"348",92.919998,93.699997,92.43,93.519997,810200,84.070763
"349",94.07,94.82,91.660004,91.779999,2124200,82.506584
"350",91.370003,91.68,90.550003,91.139999,978000,81.931252
"351",90.919998,91.940002,90.099998,91.75,599300,82.479607
"352",91.620003,92.059998,91.209999,91.480003,464300,82.2369
"353",90.949997,91.269997,89.870003,90.360001,618000,81.230057
"354",90.720001,92.260002,90.379997,91.690002,638600,82.425667
"355",91.580002,91.580002,90.199997,90.790001,1432400,81.616608
"356",91.029999,92.199997,90.699997,91.470001,504900,82.227905
"357",91.75,93.260002,91.5,92.959999,790300,83.567345
"358",92.870003,93.620003,92.709999,93.300003,682200,83.873001
"359",93.529999,94.230003,93.349998,94.129997,592700,84.619125
"360",93.580002,94.82,93.519997,94.419998,890300,85.534088
"361",94.309998,94.669998,93.839996,94.620003,775700,85.715263
"362",94.610001,95.519997,94.419998,95.32,605100,86.349388
"363",95.489998,95.489998,94.800003,95.07,435100,86.122917
"364",95.25,95.349998,94.139999,94.360001,487500,85.479736
"365",94.639999,94.849998,94,94.07,554900,85.217026
"366",93.980003,95.190002,93.419998,95.07,1274800,86.122917
"367",94.400002,94.980003,94.010002,94.309998,563800,85.434441
"368",93.620003,94.080002,93.209999,93.900002,512300,85.063019
"369",94.089996,94.550003,93.120003,94.07,422100,85.217026
"370",93.779999,93.82,92.400002,92.589996,484600,83.876305
"371",93.480003,93.800003,92.800003,93.040001,1293200,84.283974
"372",92.720001,93,91.580002,92.25,785300,83.568306
"373",92.43,92.800003,92.010002,92.559998,607600,83.849113
"374",92.889999,93.57,91.82,91.910004,645600,83.260307
"375",91.82,92.089996,91.139999,91.730003,1113700,83.097237
"376",91.919998,92.790001,91.790001,91.790001,769000,83.151588
"377",91.360001,91.440002,90.370003,91.010002,527100,82.445015
"378",91.330002,91.760002,90.57,90.720001,497000,82.182304
"379",91.290001,91.389999,90.379997,91.379997,730600,82.780167
"380",91.160004,91.419998,90.57,90.739998,1353400,82.200401
"381",91.050003,93.639999,91.050003,92.739998,803200,84.012192
"382",92.790001,93.489998,92.470001,93.419998,761100,84.628197
"383",92.93,93.150002,91.800003,92.059998,572400,83.396179
"384",92.739998,92.980003,91.849998,92.419998,452900,83.722298
"385",92.629997,93.669998,92.599998,93.25,651400,84.474197
"386",93.559998,93.849998,92.779999,93.239998,829600,84.465134
"387",93.199997,94.300003,92.459999,94.18,798300,85.316673
"388",94.309998,94.860001,93.209999,94.629997,1442500,85.724327
"389",95.029999,97.709999,93.529999,97.300003,1606900,88.143059
"390",97.5,98.730003,97.089996,98.059998,1192700,88.831535
"391",98.019997,98.870003,97.900002,98.57,944900,89.293518
"392",99.010002,99.559998,97.300003,97.879997,1187500,88.668472
"393",97.760002,97.839996,95.690002,97,901700,87.871277
"394",97.349998,98.290001,97.290001,97.610001,534000,88.423874
"395",97.459999,98.029999,96.5,96.690002,468000,87.590462
"396",96.550003,97.339996,96.32,96.510002,695700,87.427399
"397",96.75,97.529999,95.82,97.309998,1378700,88.152092
"398",97.080002,97.440002,96.730003,97.150002,842600,88.007172
"399",96.910004,98.059998,96.769997,97.830002,708700,88.623177
"400",98.010002,98.790001,97.300003,98.040001,357600,88.813408
"401",97.769997,98.489998,97.550003,98.379997,367800,89.121399
"402",97.769997,99.620003,97.769997,99.300003,432600,89.954842
"403",99.110001,99.480003,98.860001,99.330002,507600,89.98201
"404",99.57,99.839996,99.269997,99.370003,331800,90.018242
"405",98.809998,99.139999,97.93,98.029999,489400,88.804352
"406",98.029999,98.169998,96.529999,96.580002,549500,87.490814
"407",97.160004,98.610001,97.139999,98.269997,534000,89.021759
"408",97.709999,98.419998,96.93,98.099998,448500,88.867744
"409",98.68,99.099998,98.139999,98.459999,559400,89.193871
"410",98.599998,99.089996,98.290001,98.889999,400700,89.583412
"411",98.940002,99.620003,98.940002,99.480003,553500,90.117905
"412",99.559998,99.980003,99.290001,99.779999,418600,90.389648
"413",99.82,100.199997,99.150002,99.279999,520700,89.936691
"414",99.43,99.709999,98.989998,99.589996,377500,90.217545
"415",99.639999,99.830002,98.68,99.129997,412800,89.800819
"416",99.620003,100.029999,99.220001,99.839996,403200,90.444008
"417",99.760002,100.239998,99.489998,99.610001,645000,90.235657
"418",99.669998,100.309998,98.730003,100.120003,563400,90.697647
"419",99.879997,100.260002,98.720001,99.080002,387700,89.755524
"420",99.050003,99.919998,98.860001,99.849998,577800,90.453064
"421",99.660004,100.25,99.230003,100.190002,645500,90.761063
"422",100.120003,101.25,100.120003,101.110001,602000,91.594482
"423",100.650002,101.5,100.650002,101.239998,494900,92.370018
"424",101.029999,101.769997,100.709999,101.389999,659800,92.506859
"425",101.93,102.440002,101.589996,101.800003,515200,92.880951
"426",101.589996,102.440002,101.260002,101.980003,503400,93.045189
"427",102.010002,102.489998,101.43,101.699997,468400,92.789711
"428",101.949997,101.989998,101.25,101.629997,425400,92.725845
"429",101.699997,102.099998,101.349998,101.900002,497300,92.972198
"430",101.779999,101.830002,100.529999,100.68,537500,91.859077
"431",100.260002,101.360001,99.959999,101.309998,557800,92.433884
"432",101.580002,101.690002,100.82,101.029999,451800,92.178406
"433",101.230003,101.75,100.419998,101.510002,569400,92.616364
"434",101.790001,102.190002,100.910004,101.139999,1401300,92.278778
"435",101,101,99.389999,99.389999,702300,90.682098
"436",99.68,99.68,98.730003,98.769997,675000,90.116425
"437",99.199997,100.150002,98.879997,99.459999,480400,90.745949
"438",99.379997,100.169998,98.889999,99.449997,450600,90.736847
"439",99.25,99.769997,99.040001,99.400002,509800,90.691231
"440",99.599998,99.779999,99.040001,99.279999,786300,90.581741
"441",99.099998,100.449997,98.900002,100.07,843000,91.302528
"442",100.330002,100.620003,97.959999,97.959999,1048000,89.377396
"443",97.980003,97.980003,97.220001,97.75,616900,89.185791
"444",97.620003,99.300003,97.620003,99.230003,890100,90.536125
"445",98.690002,99.93,98.559998,99.739998,786500,91.001434
"446",99.809998,100,98,98.080002,645700,89.48687
"447",97.949997,98.800003,96.550003,96.639999,716800,88.173042
"448",96.699997,97.309998,94.730003,94.75,1048800,86.448631
"449",96.129997,96.309998,94.239998,94.849998,1373900,86.539864
"450",94.93,97.139999,94.620003,96.25,1029800,87.817192
"451",96.699997,97.279999,95.610001,97.059998,948800,88.556229
"452",96.860001,96.870003,93.839996,95.139999,1309400,86.804451
"453",95.150002,101.110001,93.620003,100.82,2870500,91.986824
