"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"1",145.649994,145.869995,143.759995,144.800003,521500,144.800003
"2",144.910004,146.720001,144.289993,145.460007,459100,145.460007
"3",145.130005,146.979996,143.919998,144.419998,500900,144.419998
"4",144.289993,145.369995,143.880005,144.449997,461500,144.449997
"5",144.009995,144.289993,142.070007,144.149994,814000,144.149994
"6",144.630005,145,143.979996,144.240005,523300,144.240005
"7",144,144.990005,143.5,144.029999,465300,144.029999
"8",143.820007,144.669998,141.800003,142.990005,425500,142.990005
"9",143.559998,144.679993,142.740005,143.369995,451500,143.369995
"10",142.869995,143.5,140.75,141.630005,718600,141.630005
"11",141.5,143.229996,141.449997,142.839996,659900,142.839996
"12",143.169998,144.190002,141.929993,142.539993,589400,142.539993
"13",142.970001,143.389999,141.880005,142.100006,434400,142.100006
"14",142.080002,142.850006,140.279999,141.139999,669500,141.139999
"15",141.539993,144.610001,141.279999,144.149994,594000,144.149994
"16",144.960007,145.889999,143.270004,145.75,1187300,145.75
"17",139.300003,139.869995,132.580002,133.720001,2724900,133.720001
"18",133.279999,138.270004,133.279999,135.539993,1342500,135.539993
"19",135.059998,135.580002,133.75,134.690002,838700,134.690002
"20",132.600006,135.490005,132.509995,134.029999,985000,134.029999
"21",134.070007,134.089996,131.539993,132.339996,1292800,132.339996
"22",130.800003,134.789993,130.610001,134.449997,1159600,134.449997
"23",134.399994,136.520004,134.399994,136.229996,969800,136.229996
"24",135.539993,136.990005,135.009995,136.679993,960000,136.679993
"25",137,138.589996,136.779999,138.570007,781600,138.570007
"26",138.130005,139.490005,137.860001,138.880005,734700,138.880005
"27",139.139999,140.690002,139.139999,139.729996,714500,139.729996
"28",140,140.25,139.009995,139.690002,574200,139.690002
"29",140.089996,141.880005,139.449997,140.470001,1021800,140.470001
"30",140.429993,141.220001,140.179993,141.100006,580600,141.100006
"31",141.300003,143.570007,140.690002,143.130005,870100,143.130005
"32",143.339996,143.789993,141.660004,143.240005,463300,143.240005
"33",142.869995,143.630005,141.929993,143.350006,512100,143.350006
"34",143.309998,145.550003,142.300003,145.050003,487300,145.050003
"35",144.660004,145.380005,143.910004,144.839996,623500,144.839996
"36",144.940002,145.050003,143.240005,144.199997,426200,144.199997
"37",143.729996,144.580002,143.190002,144.410004,635600,144.410004
"38",144.460007,144.669998,143.089996,143.610001,420500,143.610001
"39",143.270004,143.669998,142.330002,143.270004,589300,143.270004
"40",144.009995,145.979996,143.309998,145.080002,527500,145.080002
"41",144.789993,144.789993,142.039993,142.100006,459200,142.100006
"42",142.5,143.070007,140.399994,142.869995,772500,142.869995
"43",142.660004,142.660004,141.279999,141.339996,556300,141.339996
"44",141.089996,143.929993,140.5,143.600006,663100,143.600006
"45",143.460007,143.770004,142.240005,142.880005,568500,142.880005
"46",143.110001,144.100006,142.119995,143.759995,454000,143.759995
"47",144.580002,145.979996,144,145.929993,556500,145.929993
"48",146,146.990005,144.710007,146.289993,744100,146.289993
"49",145.559998,145.729996,144.199997,145.130005,334800,145.130005
"50",145.729996,147.020004,144.75,146.479996,423200,146.479996
"51",146.399994,148,145.960007,147.820007,611100,147.820007
"52",147.910004,149.110001,147.380005,148.789993,660400,148.789993
"53",148.660004,149.5,147.740005,148.75,490700,148.75
"54",149.320007,149.440002,145.570007,145.770004,630400,145.770004
"55",145.940002,146.600006,145.029999,145.690002,6e+05,145.690002
"56",145.479996,148.199997,145.050003,146.550003,662400,146.550003
"57",146.960007,148.190002,145.570007,146.570007,389500,146.570007
"58",145.639999,147.089996,144.160004,146.520004,617700,146.520004
"59",146.5,147.539993,145,147.130005,396600,147.130005
"60",141.190002,143.5,140.630005,142.100006,1488000,142.100006
"61",141.720001,142.899994,141.559998,142.479996,507900,142.479996
"62",142.660004,143.050003,141.940002,142.570007,592300,142.570007
"63",142.729996,142.919998,139.860001,141.020004,682600,141.020004
"64",140.979996,141.570007,139.119995,139.429993,701300,139.429993
"65",139.889999,141.149994,137.759995,138.089996,889300,138.089996
"66",138.300003,139.149994,137.190002,138.300003,854200,138.300003
"67",137.899994,138.059998,136.970001,137.029999,633500,137.029999
"68",137.369995,137.839996,136.279999,136.860001,613700,136.860001
"69",136.880005,137.25,135.699997,136.679993,827900,136.679993
"70",137.240005,137.279999,134.729996,134.880005,947200,134.880005
"71",135.070007,136.410004,134.300003,134.429993,989000,134.429993
"72",134.979996,136.350006,134.429993,135.979996,733900,135.979996
"73",135.789993,136.339996,135.089996,135.429993,707400,135.429993
"74",135.610001,136.729996,135.580002,135.929993,887500,135.929993
"75",136.619995,137.210007,136.029999,136.869995,1227000,136.869995
"76",136.789993,137.100006,136.130005,136.539993,811700,136.539993
"77",137.919998,138.539993,136.929993,137.929993,999600,137.929993
"78",137.520004,139.339996,137.509995,138.190002,1056100,138.190002
"79",138.679993,139.089996,137.300003,137.300003,1433800,137.300003
"80",126.010002,130.050003,125.300003,126.989998,3780000,126.989998
"81",126.959999,129.679993,126.68,129.130005,1684200,129.130005
"82",128.910004,130.300003,127.110001,127.400002,1277400,127.400002
"83",126.150002,127.68,125.599998,127.5,1151500,127.5
"84",126.669998,127.790001,126.290001,126.989998,977800,126.989998
"85",127.120003,127.699997,125.970001,126.419998,1130000,126.419998
"86",126.989998,128.720001,126.629997,128.570007,1109300,128.570007
"87",128.580002,129.839996,128.089996,129.759995,1221700,129.759995
"88",129.979996,131.490005,129.520004,130.839996,1022500,130.839996
"89",130.589996,131.669998,129.460007,131.600006,1251700,131.600006
"90",131.139999,131.479996,129.639999,129.940002,977500,129.940002
"91",129.630005,130.25,129.080002,129.160004,899000,129.160004
"92",129.639999,131.779999,129.380005,131.720001,1065200,131.720001
"93",131.460007,131.929993,130.229996,131.380005,782200,131.380005
"94",129.899994,130.619995,127.709999,127.870003,1082200,127.870003
"95",126.889999,128.020004,124.269997,125.900002,1271000,125.900002
"96",126.440002,127.510002,126.389999,127.150002,655600,127.150002
"97",127.540001,129.220001,127.25,128.550003,662100,128.550003
"98",128.610001,128.809998,124.940002,125.989998,740700,125.989998
"99",126.269997,126.919998,125.529999,126.849998,717100,126.849998
"100",127,127.849998,126.419998,127.580002,376300,127.580002
"101",127.400002,127.400002,126.400002,127.160004,353500,127.160004
"102",127.019997,129.080002,126.82,128,488800,128
"103",128.559998,129,126.480003,128.130005,1105400,128.130005
"104",128.850006,130.089996,128.580002,130.089996,721000,130.089996
"105",129.839996,130.389999,129.059998,129.309998,509400,129.309998
"106",129.009995,130.339996,128.820007,129.660004,580900,129.660004
"107",129.350006,129.940002,128.800003,129.520004,617700,129.520004
"108",129.440002,129.899994,126.919998,127.970001,879900,127.970001
"109",128.240005,130.990005,127.699997,130.830002,687600,130.830002
"110",130.970001,131.690002,128.089996,129.300003,675200,129.300003
"111",128.190002,128.940002,126.980003,128.679993,795400,128.679993
"112",128.580002,130.520004,128.580002,130.139999,554000,130.139999
"113",130.740005,132.199997,129.029999,129.779999,702700,129.779999
"114",129.130005,130.360001,128.429993,129.350006,574700,129.350006
"115",129.759995,130.190002,128,129.190002,845100,129.190002
"116",129.839996,131.070007,129.589996,130.630005,687300,130.630005
"117",130.729996,131.210007,128.729996,128.850006,590400,128.850006
"118",129.289993,129.940002,128.529999,128.990005,519700,128.990005
"119",129.190002,129.339996,127.940002,128.949997,488400,128.949997
"120",129.610001,130.649994,129.100006,129.990005,883100,129.990005
"121",130.399994,130.490005,128.860001,129.039993,325300,129.039993
"122",128.690002,129.470001,127.739998,127.800003,711700,127.800003
"123",128.669998,129.600006,127.93,128.949997,602000,128.949997
"124",128.759995,128.800003,125.959999,127.32,655700,127.32
"125",127.849998,127.849998,126.389999,127.059998,683200,127.059998
"126",127.75,129.320007,127.080002,127.809998,284500,127.809998
"127",128.309998,129.320007,127.480003,128.910004,468600,128.910004
"128",128.190002,128.759995,126.75,127.150002,713800,127.150002
"129",127.970001,129.100006,127.150002,127.629997,612000,127.629997
"130",127.260002,128.309998,127,127.879997,500100,127.879997
"131",128.089996,128.759995,127.07,128.649994,634200,128.649994
"132",129.419998,129.759995,128.309998,129.350006,952800,129.350006
"133",129.550003,130,127.089996,128.289993,842000,128.289993
"134",123.540001,124.32,120.150002,123.839996,2142500,123.839996
"135",124.32,126.830002,123.610001,126.580002,907500,126.580002
"136",125.949997,126.75,125.239998,126.629997,568900,126.629997
"137",126.940002,128.039993,126.779999,127.639999,703000,127.639999
"138",127.93,128.600006,126.93,127.239998,542300,127.239998
"139",127,127.760002,126.300003,126.900002,479600,126.900002
"140",126.529999,127.529999,125.32,126.790001,563500,126.790001
"141",126.529999,129.220001,126.309998,128.020004,682300,128.020004
"142",128.679993,128.789993,127.160004,128.199997,1315300,128.199997
"143",118.25,120,115.629997,119.019997,3845900,119.019997
"144",118.769997,122.709999,118.769997,121.720001,1458500,121.720001
"145",122.150002,122.150002,120.010002,120.75,805200,120.75
"146",121.080002,121.43,119.980003,121.150002,863400,121.150002
"147",120.07,120.25,118.970001,119.080002,1063300,119.080002
"148",119.040001,120.400002,118.559998,119.629997,889600,119.629997
"149",119.82,120.839996,119.639999,119.779999,507500,119.779999
"150",119.830002,120.540001,119.830002,120.050003,580400,120.050003
"151",119.68,120.5,118.43,118.620003,912300,118.620003
"152",118.089996,118.870003,117.830002,118.629997,737400,118.629997
"153",117.669998,118.440002,116.32,116.410004,841100,116.410004
"154",117.129997,117.949997,116.5,117.82,777900,117.82
"155",118.900002,119.860001,118.5,119.010002,752000,119.010002
"156",119.43,119.660004,118.290001,118.559998,656400,118.559998
"157",118.870003,119.089996,118.099998,118.629997,613500,118.629997
"158",117.959999,118.790001,117.379997,117.809998,590900,117.809998
"159",117.68,117.910004,116.269997,116.480003,471300,116.480003
"160",116.699997,116.699997,115.669998,116.110001,526900,116.110001
"161",116.239998,117.230003,115.989998,116.949997,581800,116.949997
"162",116.580002,116.790001,115.779999,115.93,437600,115.93
"163",116.260002,118.139999,116.260002,117.519997,569000,117.519997
"164",117.639999,118.949997,117.5,117.599998,408000,117.599998
"165",117.589996,118.370003,117.129997,117.709999,262800,117.709999
"166",117.150002,117.839996,116.339996,117.739998,281700,117.739998
"167",117.919998,119.220001,117.559998,118.639999,478600,118.639999
"168",118.339996,119.739998,118.089996,119.379997,665500,119.379997
"169",119.910004,119.910004,118.300003,118.57,379200,118.57
"170",118.160004,118.470001,116.120003,116.449997,735700,116.449997
"171",116.629997,116.93,115.949997,116.580002,887300,116.580002
"172",116.93,116.959999,114.93,115.660004,698100,115.660004
"173",115.209999,115.919998,114.760002,115.559998,490700,115.559998
"174",116.25,117.989998,116.25,117.550003,814900,117.550003
"175",117.839996,119.029999,117.07,117.580002,669800,117.580002
"176",117.309998,117.309998,116.150002,116.540001,316300,116.540001
"177",116.209999,117.019997,116,116.910004,721300,116.910004
"178",116.739998,117.220001,116.230003,116.620003,1184000,116.620003
"179",116.790001,117.470001,116.550003,116.900002,1061900,116.900002
"180",117.5,117.629997,116.43,116.760002,614000,116.760002
"181",116.419998,117.32,115.910004,116.830002,651400,116.830002
"182",116.839996,118.239998,116.349998,117.709999,763900,117.709999
"183",117.629997,120.919998,117.470001,119.730003,990800,119.730003
"184",119.339996,119.879997,118.029999,118.809998,640200,118.809998
"185",119.440002,119.540001,118.400002,118.610001,391300,118.610001
"186",118.889999,121.769997,118.830002,121.059998,564800,121.059998
"187",120.519997,123.139999,120.519997,121.43,1107300,121.43
"188",122.089996,122.589996,120.349998,120.559998,798000,120.559998
"189",120.809998,124.029999,120.809998,123.720001,621200,123.720001
"190",122.419998,122.949997,117.550003,117.82,1405900,117.82
"191",117.860001,119.919998,117.82,119.349998,706000,119.349998
"192",119.260002,120.900002,118.900002,120.099998,558600,120.099998
"193",120.089996,120.599998,118.849998,119,602800,119
"194",118.800003,119.919998,116.239998,116.300003,932600,116.300003
"195",116.889999,117.519997,115.940002,116.400002,1008000,116.400002
"196",116.129997,116.269997,114.629997,115.989998,893000,115.989998
"197",115.400002,116.690002,115.040001,115.690002,987900,115.690002
"198",115.760002,116.830002,115.449997,116.699997,989000,116.699997
"199",116.82,117.050003,115.660004,115.790001,505700,115.790001
"200",116.160004,116.5,115.669998,116.279999,608900,116.279999
"201",116.300003,117.129997,115.669998,116.739998,536000,116.739998
"202",116.459999,117.540001,115.529999,117.389999,371200,117.389999
"203",118,119.949997,117.75,119.480003,828700,119.480003
"204",119.459999,119.529999,118.139999,118.269997,697000,118.269997
"205",118.330002,119.449997,118.330002,119.150002,641100,119.150002
"206",118.669998,119.889999,118.080002,119.309998,1045700,119.309998
"207",119.5,127.480003,118.760002,124.050003,2431500,124.050003
"208",124.269997,126.389999,120.330002,121.18,1425800,121.18
"209",120.699997,121.879997,119.349998,119.629997,1272100,119.629997
"210",119.949997,121.480003,119.410004,121.269997,944500,121.269997
"211",120.940002,121.879997,119.910004,120.599998,993000,120.599998
"212",119.519997,121.660004,119.510002,121.010002,953800,121.010002
"213",120.510002,121.400002,119.5,119.650002,835300,119.650002
"214",119.599998,121.410004,119.599998,120.199997,861600,120.199997
"215",120.129997,120.470001,119.57,120.129997,610700,120.129997
"216",120.209999,121.800003,119.660004,121.339996,651200,121.339996
"217",120.82,122.150002,120.389999,120.959999,794900,120.959999
"218",120.599998,120.940002,119.610001,119.709999,698100,119.709999
"219",119.5,121.029999,119.400002,120.849998,503800,120.849998
"220",120.400002,121.480003,119.769997,121.220001,424800,121.220001
"221",120.739998,121.199997,119.639999,119.790001,436400,119.790001
