"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"222",120.800003,122.169998,119.529999,122.059998,598900,122.059998
"223",121.809998,123.739998,121.190002,123.580002,573800,123.580002
"224",123.580002,123.949997,122.120003,122.540001,745000,122.540001
"225",123.269997,123.43,121.220001,122.449997,756600,122.449997
"226",122.410004,123.139999,121.589996,122.019997,569900,122.019997
"227",122.25,123.32,121.709999,123.190002,382500,123.190002
"228",123.32,124.269997,122.889999,123.699997,672200,123.699997
"229",124.150002,127.290001,123.900002,126.669998,768200,126.669998
"230",127.269997,129.990005,126.019997,129.860001,1118100,129.860001
"231",130.210007,134.5,129.160004,134.199997,2280100,134.199997
"232",134.190002,134.190002,130.740005,132.710007,1015400,132.710007
"233",133.289993,134.240005,132.380005,132.529999,919600,132.529999
"234",132.630005,133.460007,131.990005,132.600006,743100,132.600006
"235",132.309998,132.949997,130.729996,131.470001,674900,131.470001
"236",131.279999,132.320007,130.830002,131.830002,618500,131.830002
"237",132.699997,132.770004,131.429993,132.740005,525500,132.740005
"238",132.539993,133.220001,132.029999,133.149994,965700,133.149994
"239",133.139999,136.350006,132.509995,135.490005,1208300,135.490005
"240",134.199997,134.199997,130.860001,131,1075600,131
"241",131.259995,131.919998,130.149994,130.229996,729000,130.229996
"242",131.160004,132.5,130.169998,131.059998,1854200,131.059998
"243",132.179993,133.610001,131.5,131.869995,584100,131.869995
"244",131.570007,132.199997,131.100006,131.509995,417000,131.509995
"245",131.669998,132.169998,129.699997,131.449997,527000,131.449997
"246",132.009995,133.029999,131.449997,132.360001,537000,132.360001
"247",132.429993,132.679993,131.539993,132.369995,253900,132.369995
"248",132.199997,132.940002,131.100006,131.259995,272100,131.259995
"249",131.380005,132.119995,131.059998,131.75,266200,131.75
"250",131.880005,132.179993,131.100006,132.080002,267200,132.080002
"251",132.440002,132.559998,131.139999,131.220001,329500,131.220001
"252",131.639999,132.779999,131.309998,132.580002,400800,132.580002
"253",132.839996,134.850006,132.679993,134.039993,801600,134.039993
"254",138.300003,138.660004,136.520004,137.119995,790900,137.119995
"255",139,139.399994,135.850006,136.179993,848000,136.179993
"256",135.880005,137.889999,134.550003,137.619995,428100,137.619995
"257",138.229996,138.5,137.059998,137.839996,492100,137.839996
"258",137.369995,139.619995,137.369995,139,606100,139
"259",138.899994,140.5,138.699997,139.770004,433100,139.770004
"260",140.070007,141.880005,139.830002,141.809998,414800,141.809998
"261",141.789993,142.600006,140.149994,140.520004,569000,140.520004
"262",139,141.300003,137.5,139.550003,738200,139.550003
"263",139.240005,140,137.979996,138,568200,138
"264",138.699997,139.559998,138.190002,138.759995,718500,138.759995
"265",138.699997,141.330002,137.75,141.059998,916600,141.059998
"266",141.490005,143.220001,141.080002,142.589996,642900,142.589996
"267",142.759995,143,140.820007,142.130005,1251200,142.130005
"268",144.270004,144.449997,134.839996,134.940002,1838100,134.940002
"269",136.130005,139.25,136.130005,138.240005,2008600,138.240005
"270",138.059998,139.669998,137.320007,138.889999,983100,138.889999
"271",138.059998,141.240005,137.509995,140.949997,1130600,140.949997
"272",140.889999,144.610001,140.279999,144.539993,1287000,144.539993
"273",144.570007,146,143.399994,145.029999,1165500,145.029999
"274",142.839996,145.360001,142.830002,144.130005,1235300,144.130005
"275",142.550003,143.940002,136.139999,136.179993,1287200,136.179993
"276",133.580002,140.070007,133.139999,139.729996,1385700,139.729996
"277",139.160004,142.460007,138.979996,141.389999,932600,141.389999
"278",141.419998,141.660004,137.240005,137.25,988200,137.25
"279",138.809998,139.690002,134.830002,138.639999,982400,138.639999
"280",139.550003,141.139999,138.179993,140.149994,622400,140.149994
"281",133.889999,142.75,133.889999,142.429993,643200,142.429993
"282",141.759995,144.309998,141.070007,143.5,685000,143.5
"283",144.669998,145.850006,143,145.389999,639500,145.389999
"284",144.839996,146.059998,144.639999,145.029999,457900,145.029999
"285",143.990005,145.410004,142.970001,143.039993,768300,143.039993
"286",143.410004,146.509995,142.880005,144.660004,660800,144.660004
"287",145.220001,146.309998,143.449997,143.869995,632700,143.869995
"288",144.649994,147.360001,144.570007,147.330002,470100,147.330002
"289",147.860001,151.330002,147.470001,151.029999,943800,151.029999
"290",151.539993,153.080002,150.470001,150.839996,1129600,150.839996
"291",151.809998,151.809998,148.5,148.520004,852400,148.520004
"292",148.809998,149.240005,145.740005,146.550003,663000,146.550003
"293",145.210007,148.570007,145.210007,148.339996,511900,148.339996
"294",147.669998,151.160004,146.880005,150.839996,776000,150.839996
"295",151.830002,152.610001,150.860001,152.139999,381200,152.139999
"296",150.830002,153.910004,150.830002,153.320007,657600,153.320007
"297",153.25,153.25,144.119995,147.059998,1433200,147.059998
"298",148.199997,149.770004,145.940002,147.479996,919400,147.479996
"299",147.979996,148.289993,146.279999,146.779999,665300,146.779999
"300",147.75,148.860001,146.669998,147.839996,801800,147.839996
"301",148.539993,149.360001,147.300003,147.919998,601900,147.919998
"302",148.139999,149.300003,146.740005,148.149994,622800,148.149994
"303",148.240005,150.210007,147.410004,148.179993,838400,148.179993
"304",147.460007,148.759995,145.839996,146.800003,515800,146.800003
"305",147.110001,149.320007,147.110001,148.899994,490300,148.899994
"306",149.300003,151.070007,148.300003,149.550003,591200,149.550003
"307",148.240005,149.429993,146.240005,146.270004,511500,146.270004
"308",147.339996,147.860001,144.490005,144.509995,598800,144.509995
"309",146,147.720001,144.330002,147.600006,590800,147.600006
"310",148.399994,148.970001,144.259995,144.960007,637400,144.960007
"311",144.929993,145.360001,142.380005,142.610001,518400,142.610001
"312",143.589996,145.259995,142.070007,144.610001,521700,144.610001
"313",143.929993,144.330002,139.839996,140.710007,722900,140.710007
"314",141.949997,143.050003,141.059998,142.339996,697400,142.339996
"315",140.149994,143.860001,138.669998,143.410004,729400,143.410004
"316",144.229996,144.869995,143.110001,143.240005,646200,143.240005
"317",142.289993,143.440002,139.720001,140.710007,560900,140.710007
"318",141.740005,143.229996,139.679993,140.779999,479600,140.779999
"319",142.490005,145.610001,141.529999,144.940002,719200,144.940002
"320",144.190002,146.649994,144.160004,145.389999,507000,145.389999
"321",146.600006,149.100006,146.389999,148.350006,396200,148.350006
"322",153.619995,157.199997,153.100006,155.059998,1798400,155.059998
"323",156,156.300003,153.979996,155.25,970200,155.25
"324",155.830002,161.580002,155.429993,158.669998,1166700,158.669998
"325",159.220001,159.990005,156.770004,157.990005,648500,157.990005
"326",157.910004,159.119995,156.789993,157.759995,594400,157.759995
"327",158.169998,158.690002,156.080002,156.960007,554700,156.960007
"328",157.270004,158.809998,156.369995,157.720001,553700,157.720001
"329",158.740005,159.869995,154.830002,157.139999,658800,157.139999
"330",157.009995,157.970001,155.669998,157.070007,896900,157.070007
"331",159.619995,161.990005,155.699997,158.470001,1311300,158.470001
"332",159.050003,161.710007,158.770004,160.839996,757800,160.839996
"333",160.839996,163.479996,160.5,163.089996,1182200,163.089996
"334",160.699997,164.880005,160.210007,164.669998,1018700,164.669998
"335",162.580002,166.860001,162,165.720001,935600,165.720001
"336",164.539993,168.630005,164.089996,168.320007,1013700,168.320007
"337",167.350006,168.639999,166.580002,168.130005,1114700,168.130005
"338",168.520004,170.210007,168.009995,169.199997,812400,169.199997
"339",170.820007,170.919998,168.580002,169.630005,808000,169.630005
"340",169.940002,172.410004,169.449997,172,770200,172
"341",172.990005,174.259995,172.119995,172.759995,802900,172.759995
"342",172.300003,172.789993,170.229996,171.759995,654000,171.759995
"343",172,173.350006,170.929993,172.589996,472800,172.589996
"344",171.990005,172.270004,169.820007,171.199997,747000,171.199997
"345",170.330002,171.820007,169.360001,171.039993,696000,171.039993
"346",170.179993,171.919998,169.460007,171.139999,669700,171.139999
"347",170.889999,172.779999,170.229996,172.270004,687000,172.270004
"348",173.289993,175.539993,173.289993,174.410004,596400,174.410004
"349",175.220001,176.330002,173.460007,173.960007,589100,173.960007
"350",173.220001,174.699997,172.720001,174.570007,494900,174.570007
"351",174.229996,174.979996,172.410004,173.410004,420100,173.410004
"352",173.570007,175.210007,173.309998,174.800003,405400,174.800003
"353",173.639999,174.029999,171.690002,172.75,558200,172.75
"354",173.860001,173.860001,171.729996,173.160004,547800,173.160004
"355",173.210007,174.809998,171.589996,173.110001,1557500,173.110001
"356",174.570007,176.339996,174.029999,175.190002,665000,175.190002
"357",175.970001,176.440002,174.520004,176.190002,611300,176.190002
"358",176.770004,178.020004,176.229996,177.929993,535400,177.929993
"359",178.089996,179.029999,177.410004,178.820007,658700,178.820007
"360",179.220001,179.619995,175.169998,176.919998,564900,176.919998
"361",176.410004,177.330002,174.979996,176.800003,367100,176.800003
"362",177.429993,177.889999,176.610001,176.940002,523800,176.940002
"363",176.580002,177.699997,175.729996,177.570007,512800,177.570007
"364",177.970001,180.919998,177.970001,179.770004,557800,179.770004
"365",180,181.839996,179.919998,181.639999,660600,181.639999
"366",180.990005,182.75,179.25,182.5,1140600,182.5
"367",181.520004,182.399994,179.839996,181.279999,606500,181.279999
"368",178.369995,179.880005,174.869995,179.539993,957100,179.539993
"369",180.550003,183.270004,180.009995,181.990005,566700,181.990005
"370",181.710007,183.220001,179.309998,180.199997,665400,180.199997
"371",178.889999,178.889999,171.110001,171.470001,1163700,171.470001
"372",170.600006,171.330002,168.029999,170.050003,917000,170.050003
"373",170.649994,173.389999,170.320007,172.479996,630900,172.479996
"374",172.309998,173.660004,170.380005,170.399994,581800,170.399994
"375",170.25,173.610001,170.029999,172.979996,391800,172.979996
"376",173.509995,175.210007,172.360001,172.449997,439200,172.449997
"377",171.300003,174.559998,169.699997,174.479996,449200,174.479996
"378",175.369995,175.889999,174.179993,174.729996,271800,174.729996
"379",175.479996,176.850006,174.369995,176.570007,652700,176.570007
"380",176.830002,177.910004,175.470001,177.25,317700,177.25
"381",177.759995,177.990005,175.770004,177.910004,487000,177.910004
"382",177.300003,179.220001,176.649994,178.619995,571900,178.619995
"383",176.899994,176.899994,170.119995,174.929993,942800,174.929993
"384",176.080002,178.380005,175.789993,177.350006,504000,177.350006
"385",177.679993,178.979996,174.119995,176.029999,662500,176.029999
"386",176.639999,178.470001,175.110001,175.679993,528200,175.679993
"387",174.949997,177.679993,174.949997,176.75,613900,176.75
"388",176.729996,180.110001,176.699997,179.449997,694200,179.449997
"389",173.330002,174.949997,169.710007,171.690002,961400,171.690002
"390",172.460007,173.820007,171.580002,172.380005,868100,172.380005
"391",171.679993,173.600006,170.970001,172.619995,657900,172.619995
"392",173.660004,174.779999,171.649994,172.460007,857500,172.460007
"393",173.490005,175.570007,172.080002,175.199997,855500,175.199997
"394",178.990005,178.990005,169,177.080002,1236200,177.080002
"395",177.710007,178.440002,173.240005,174.229996,639100,174.229996
"396",173.460007,173.929993,169.399994,170.130005,688200,170.130005
"397",171.350006,172.850006,170.339996,171.380005,678700,171.380005
"398",171.860001,174.119995,170.059998,170.600006,617400,170.600006
"399",168.990005,173.070007,168.770004,172.259995,788400,172.259995
"400",172.149994,174.070007,172.149994,172.229996,588500,172.229996
"401",171.690002,175.770004,170.580002,175.440002,649900,175.440002
"402",175.279999,177.860001,175.279999,176.710007,535400,176.710007
"403",176.669998,180,176.300003,179,724400,179
"404",179,181.089996,179,179.910004,617900,179.910004
"405",179.149994,180.520004,178.710007,179.979996,345100,179.979996
"406",180,182.320007,179.679993,179.850006,423700,179.850006
"407",180.479996,182.479996,179.619995,181.550003,479100,181.550003
"408",180.309998,181.479996,176,178.960007,563400,178.960007
"409",180.770004,181.669998,178.229996,178.619995,529200,178.619995
"410",177.970001,180.889999,177.970001,180.679993,574100,180.679993
"411",181.710007,184.050003,181.639999,183.220001,642900,183.220001
"412",182.990005,184.580002,180.679993,183.669998,416100,183.669998
"413",183.850006,185,182.839996,184.820007,376600,184.820007
"414",184.690002,186.210007,183.570007,185.630005,419200,185.630005
"415",186.369995,188.619995,185.75,187.639999,445900,187.639999
"416",188.5,189.529999,188.039993,188.399994,378700,188.399994
"417",188.399994,189.649994,188.320007,189.649994,327900,189.649994
"418",189.979996,191.160004,189.539993,190.429993,691300,190.429993
"419",189.979996,190.410004,188.690002,188.820007,361800,188.820007
"420",188.5,190.149994,187.910004,189.119995,735000,189.119995
"421",188.759995,191.779999,187.020004,190.839996,535500,190.839996
"422",191.369995,192.919998,188.369995,189.720001,632100,189.720001
"423",189.75,191.380005,189.479996,190.179993,377800,190.179993
"424",189.389999,191.110001,187.570007,190.110001,375600,190.110001
"425",191.089996,191.610001,190.509995,191.320007,457800,191.320007
"426",191.919998,192.210007,189.410004,191.110001,401500,191.110001
"427",191.289993,191.309998,189.100006,190.580002,323100,190.580002
"428",191.259995,192.419998,190.550003,192.270004,364500,192.270004
"429",192.820007,194.820007,192.050003,194.600006,505700,194.600006
"430",194.449997,195.270004,192.779999,193.649994,523000,193.649994
"431",193.619995,195.320007,191.830002,194.610001,498800,194.610001
"432",194.279999,195.240005,192.020004,193.240005,358200,193.240005
"433",194.070007,195.949997,193.369995,194.850006,454800,194.850006
"434",195.110001,196.5,194.270004,194.600006,740000,194.600006
"435",194.380005,195.940002,191.990005,195.410004,452300,195.410004
"436",195.970001,197.699997,193.740005,196.820007,480400,196.820007
"437",196.5,197.589996,195.160004,195.399994,817800,195.399994
"438",195.880005,198.300003,195.399994,196.740005,495500,196.740005
"439",196.429993,199.710007,196.289993,199.419998,552300,199.419998
"440",193.679993,195.410004,188.369995,190.880005,1231300,190.880005
"441",189.809998,189.940002,186.699997,187.509995,914200,187.509995
"442",188.039993,188.119995,185.740005,186.580002,1106300,186.580002
"443",185.809998,187.149994,181.399994,182.979996,795300,182.979996
"444",182.740005,184.960007,181.899994,182.660004,671200,182.660004
"445",182.039993,182.25,177.119995,179.009995,784200,179.009995
"446",178.800003,180.649994,176.369995,176.830002,714500,176.830002
"447",175.339996,175.570007,169,169.190002,1097400,169.190002
"448",168.619995,170.960007,164.360001,164.710007,1272900,164.710007
"449",167.539993,169.820007,166.179993,167.729996,1021200,167.729996
"450",166.75,169.259995,166.75,167,782500,167
"451",168.889999,170.050003,166.970001,169.669998,988500,169.669998
"452",170.309998,171.270004,168.699997,170.539993,873200,170.539993
"453",170.360001,172.589996,169.149994,169.880005,747700,169.880005
"454",170.369995,172.429993,165.199997,165.729996,849800,165.729996
