"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"451",159.770004,160.139999,157.330002,158.729996,807000,144.991531
"452",159.210007,163.460007,156.789993,161.899994,1386300,147.887115
"453",162.639999,164.410004,160.509995,160.770004,963500,146.854919
"454",161.059998,163.479996,159.880005,162.630005,1049500,148.55397
"455",164.169998,164.490005,158,158,1531100,144.324707
"456",156.139999,160.070007,156.139999,158.789993,1159800,145.04631
"457",158.410004,158.649994,154.330002,154.649994,1308000,141.264648
"458",155.199997,159.960007,154.880005,158.360001,811500,144.653519
"459",156.880005,159.970001,156.419998,158.529999,1131200,144.808807
"460",160.990005,163.210007,159.960007,161.550003,862000,147.567429
"461",161.75,163.419998,160.320007,163.199997,1062900,149.0746
"462",164.800003,167.899994,164.570007,165.410004,891900,151.093369
"463",166.080002,166.919998,163.639999,164,908800,149.805374
"464",164.770004,166.630005,162.160004,164.179993,933200,149.969833
"465",164.050003,165.570007,163.800003,164.699997,820000,150.444794
"466",164.270004,165.289993,163.009995,164.190002,784300,149.978928
"467",164.660004,165.759995,161.350006,165.449997,793400,151.129868
"468",164.800003,168.259995,164.330002,167.369995,795900,152.883682
"469",167.240005,168.279999,165.589996,166.720001,744200,152.289963
"470",166.589996,167.229996,164.929993,165.130005,773600,150.83757
"471",165.119995,168.190002,165.119995,167.5,815400,153.002426
"472",168.600006,169.630005,163.539993,165.289993,1090100,150.983734
"473",163.940002,168.410004,163.190002,168.289993,984500,153.724045
"474",167.039993,170,166.660004,169.039993,1038400,154.40918
"475",169.080002,170.119995,166.639999,168.580002,906200,153.988968
"476",167.800003,169.210007,164.669998,168.270004,1337800,153.705811
"477",168.710007,170.470001,166.389999,167.830002,1148700,153.303909
"478",166.639999,168.139999,165.429993,167.25,221900,152.774078
"479",169.199997,170.75,168.479996,170.070007,900700,155.350006
"480",169.220001,170.460007,166.970001,167.440002,877700,152.947662
"481",167.559998,170.169998,165.899994,168.449997,1039300,153.870209
"482",167.380005,169.820007,166.5,168.690002,901300,154.089462
"483",167.240005,170.050003,167.240005,169.009995,1497200,155.302368
"484",170.320007,171.009995,166.559998,168.559998,833100,154.888901
"485",167.550003,168.229996,160.240005,161.089996,1148300,148.024734
"486",157.259995,161.320007,156.130005,161.300003,1109800,148.217712
"487",161.25,162.699997,157.240005,157.869995,892300,145.065903
"488",157.649994,157.649994,153.149994,155.350006,721000,142.75032
"489",157.240005,157.820007,152.630005,153.559998,554600,141.105438
"490",155.770004,156.779999,153.399994,154.309998,808900,141.794647
"491",154.410004,154.889999,149.009995,149.679993,1160000,137.540161
"492",148.800003,150.639999,147.380005,147.809998,824700,135.821808
"493",147,149.160004,145.699997,146.350006,830400,134.480225
"494",146.570007,147.990005,142.949997,144.100006,907700,132.41272
"495",143.880005,145.589996,140.5,141.550003,1009700,130.069534
"496",140.369995,142.300003,139.509995,141.100006,1142400,129.656021
"497",140.25,143.5,137.919998,138.720001,2174400,127.469055
"498",138,138.789993,135.690002,135.740005,575700,124.730751
"499",136.520004,141.149994,133.779999,141.080002,953600,129.63768
"500",139.399994,140.649994,136.259995,140.649994,756200,129.242523
"501",141.5,142.889999,140.259995,141.229996,710500,129.775497
"502",141.850006,143.270004,140.880005,143.130005,580900,131.521378
"503",141.110001,145.100006,141.110001,144.889999,874200,133.138672
"504",144.389999,146.339996,143.649994,143.860001,1022100,132.1922
"505",146.399994,148.699997,145.589996,148.279999,1013000,136.253723
"506",147.630005,151.009995,146.889999,150.100006,1130200,137.926102
"507",150.669998,151.270004,149.350006,150.75,1423200,138.523376
"508",151.820007,152.979996,150.720001,152.350006,911600,139.993607
"509",151.800003,152.100006,149.369995,150.440002,566200,138.23851
"510",149.559998,151.820007,148.990005,150.809998,461200,138.578491
"511",149.660004,152.020004,149.440002,151.039993,771100,138.789856
"512",151.309998,151.649994,149.229996,151.449997,719400,139.166626
"513",152.740005,155.539993,151.589996,154.419998,1092500,141.895721
"514",158.869995,163.5,158.869995,163.210007,1932100,149.972794
"515",164.529999,166.929993,162.830002,165.589996,1227600,152.159775
"516",164.869995,166.800003,164.869995,166.679993,1146000,153.161346
"517",167.679993,168.110001,165.880005,167.550003,946400,153.9608
"518",167.009995,169.5,166.350006,168.419998,828800,154.760239
"519",169.100006,169.809998,167.830002,168.309998,689100,154.659164
"520",167.580002,168.820007,166.399994,167.669998,576600,154.07106
"521",167.729996,168.820007,167.410004,168,469000,154.374313
"522",167.699997,168.369995,165.820007,166.179993,658900,152.70192
"523",165.330002,165.759995,162.490005,164.539993,1210400,151.194916
"524",164.860001,165.360001,162.910004,164,894500,150.698746
"525",164.179993,164.279999,162.630005,163.809998,1216200,150.524139
"526",163.729996,163.929993,160.589996,162.410004,874600,149.237686
"527",161.839996,163.350006,160.770004,161.660004,846400,148.548538
"528",162.699997,167.279999,162.699997,166.690002,1321700,153.170547
"529",166,167.149994,163.160004,165.399994,969300,151.985153
"530",165.929993,168.399994,165.809998,168.350006,1108400,154.695908
"531",169.169998,171.110001,168.75,170,926000,156.212112
"532",170,171.800003,169.800003,170.619995,617900,156.781815
"533",169.570007,169.960007,167.690002,169.139999,619800,155.421844
"534",170.619995,172.289993,170.229996,172.270004,1284700,158.298004
"535",171.139999,174,170.440002,173.479996,648400,159.409851
"536",173.380005,176.110001,172.399994,176,843800,161.725494
"537",174.610001,175.369995,172.580002,173.080002,872100,159.042282
"538",173.080002,173.710007,171.630005,172.470001,669000,158.481766
"539",173.539993,173.940002,172.160004,172.470001,661300,158.481766
"540",171.699997,172.710007,170.080002,170.509995,984300,156.68074
"541",170.770004,172.720001,170.149994,172.529999,852000,158.536926
"542",172.839996,174.089996,172.110001,173.059998,756600,159.023911
"543",173.009995,174.100006,171.539993,172.589996,919600,159.513763
"544",172.639999,175.220001,171.630005,172.839996,1072200,159.744812
"545",172.539993,173.610001,169.710007,172.669998,753100,159.587723
"546",172.399994,173.020004,169.880005,169.899994,1269700,157.027573
"547",169.009995,169.399994,167.059998,167.639999,1096500,154.938797
"548",166.360001,168.309998,166.220001,167.839996,791900,155.123611
"549",168.380005,169.899994,167.690002,169.089996,866200,156.278946
"550",169.710007,171.270004,169.5,170.360001,851800,157.452713
"551",170.960007,173.029999,170.330002,172.169998,782800,159.12561
"552",172.320007,173.839996,171.770004,173.330002,904800,160.197693
"553",172.720001,174.610001,172.259995,172.520004,1347800,159.449081
"554",173.240005,175.419998,173.029999,174.729996,672700,161.491608
"555",175.720001,175.720001,170.869995,171.350006,756300,158.367722
"556",170.850006,171.360001,163.720001,163.789993,941900,151.380493
"557",163.009995,163.25,160.059998,160.320007,890600,148.173401
"558",159.25,159.25,153.119995,153.789993,1129700,142.138123
"559",154,155.039993,152.25,153.289993,810300,141.67601
"560",153.940002,156.369995,153.229996,155.580002,791000,143.792542
"561",155.149994,156.080002,153.889999,155.309998,668800,143.542969
"562",155.619995,157.479996,155.100006,157.399994,672900,145.474625
"563",158.460007,158.940002,156.649994,157.020004,817700,145.123413
"564",158.139999,161.990005,157.919998,161.729996,735900,149.476547
"565",161.240005,163.229996,160.440002,161.740005,592700,149.485825
"566",163.020004,164.190002,161.149994,161.880005,557400,149.615204
"567",161.770004,164.039993,160.949997,163.289993,624000,150.918381
"568",163.660004,164.240005,162.169998,163.220001,703700,150.853683
"569",163.110001,164.229996,162.360001,164.059998,378800,151.630035
"570",163.110001,163.539993,160.869995,162.130005,520100,149.846283
"571",162.559998,163.300003,160.779999,163.050003,589800,150.696579
"572",164.029999,165.559998,163.130005,164.5,617500,152.036682
"573",166.139999,169.339996,165.690002,167.759995,1019600,155.049728
"574",166.470001,168.550003,161.949997,163.720001,1167200,151.315811
"575",164.100006,168.820007,163.339996,168.279999,953300,155.530304
"576",168.429993,169.039993,166.869995,168.479996,562500,155.715134
"577",167.949997,168.710007,166.190002,166.339996,567400,153.737274
"578",165.949997,166.899994,165.130005,166.490005,465700,153.875946
"579",166.179993,167.619995,164.529999,167.149994,824200,154.485901
"580",166.5,167.059998,164.910004,166.559998,593300,153.940628
"581",165.559998,168.5,165.059998,167.779999,457700,155.068161
"582",167.809998,169.119995,167.050003,168.960007,429400,156.158783
"583",169.259995,171.610001,169.130005,170.639999,622600,157.711517
"584",171.110001,171.399994,169.089996,170.070007,605200,157.184708
"585",169.830002,171.770004,167.830002,167.869995,551300,155.151352
"586",167.869995,169.869995,167.339996,169.399994,586500,156.56546
"587",169.899994,170.960007,169.270004,170.360001,473400,157.452713
"588",167.759995,170.690002,167.550003,169.779999,594200,156.916641
"589",168.039993,168.839996,166.539993,167.550003,825000,154.855637
"590",167.070007,169.130005,166.229996,167.190002,922400,154.522903
"591",165.169998,166.800003,163.979996,166.110001,1212000,153.524719
"592",165.300003,167.820007,163.75,167.389999,1102000,154.707748
"593",164.850006,165.630005,161.139999,161.669998,1032000,149.421097
"594",161.639999,164.649994,161.490005,162.690002,720900,150.363831
"595",161.300003,162.300003,159.339996,161.309998,672400,149.088379
"596",162.529999,164.889999,162.440002,163.899994,592900,151.482162
"597",162.080002,165.789993,162.080002,163.779999,1412000,151.371262
"598",163.669998,166.229996,163.289993,165.570007,536700,153.025604
"599",165.710007,166.600006,165.050003,166.300003,490900,153.700317
"600",166.020004,166.600006,164.770004,165.639999,534800,153.090317
"601",164.279999,164.279999,161.660004,162.75,704700,150.419296
"602",163.169998,165.429993,162.789993,164.919998,554700,152.424881
"603",164.240005,165.220001,162.229996,162.229996,827800,149.938675
"604",161.440002,165.229996,161.289993,164.75,859300,152.267761
"605",165.029999,165.729996,160.899994,162.179993,725100,149.892471
"606",159.75,161.059998,158.75,159.600006,991600,148.423126
"607",159.179993,162.800003,158.619995,162.309998,698600,150.943329
"608",164.160004,167.289993,164.110001,167.259995,793800,155.546692
"609",167.350006,167.389999,164.699997,166.360001,546700,154.709732
"610",165.929993,167.619995,165.25,166.889999,401800,155.202606
"611",166.600006,166.600006,164.800003,165.759995,447100,154.151749
"612",166.960007,168.970001,166.369995,167.600006,413600,155.862885
"613",168.800003,170.410004,166.720001,167.759995,575900,156.011688
"614",167.949997,168.490005,165.25,165.449997,548300,153.863449
"615",165.820007,168.080002,165.5,166.649994,576000,154.97937
"616",167.039993,168.229996,165.639999,167.899994,321400,156.141861
"617",168.149994,169.110001,164.550003,164.940002,429000,153.38916
"618",164.850006,167.940002,164.330002,166.990005,421800,155.295609
"619",167.740005,169.529999,165.600006,165.860001,497700,154.24472
"620",166.360001,166.729996,162.460007,165.830002,587800,154.216827
"621",165.919998,167.020004,165.479996,165.509995,1266700,153.919235
"622",165.210007,167.850006,164,165.449997,495300,153.863449
"623",165.679993,166.570007,163.839996,165.479996,571300,153.891327
"624",166.289993,167.220001,165.399994,166.020004,527500,154.393524
"625",166.660004,168.800003,166.309998,168.720001,702400,156.904434
"626",166.929993,170.350006,166.929993,170.070007,1296600,158.159927
"627",171.25,172.350006,169.440002,170.809998,631000,158.848083
"628",170.5,171.800003,169.029999,170.080002,407100,158.169189
"629",170.619995,171.789993,170.089996,171.550003,285100,159.53624
"630",172.600006,174.929993,172.25,174.009995,598400,161.823975
"631",173.240005,173.949997,172.509995,173.029999,567800,160.912598
"632",172.199997,174.550003,171.619995,174.240005,663200,162.037872
"633",173.75,174.669998,171.009995,171.300003,601400,159.303757
"634",171.910004,173.960007,170.960007,173.770004,370200,161.600815
"635",173.550003,174.210007,172.380005,174.070007,598900,161.879791
"636",174.369995,174.369995,171.809998,172.330002,683400,160.261627
"637",172.710007,172.710007,170.220001,171.110001,833700,159.127075
"638",170.850006,171.119995,169.410004,170.440002,698500,158.504013
"639",166,167.789993,160.619995,162.759995,1957600,151.361816
"640",163.580002,164.130005,161.350006,162.869995,1016700,151.464111
"641",161.330002,161.929993,160.449997,161.529999,721400,150.217972
"642",161.539993,162.830002,160.779999,162.610001,801700,151.222321
"643",162.089996,163.949997,161.080002,163.720001,902200,152.254608
"644",164.5,165.350006,162.990005,163.320007,922800,151.882629
"645",163.309998,165.070007,163.190002,164.949997,1374800,153.398453
"646",164.699997,166.270004,163.509995,163.699997,582100,152.235992
"647",162.880005,164.520004,162.600006,164.470001,517600,152.952072
"648",164.259995,165.960007,163.529999,164.25,751000,152.747482
"649",163.889999,164.550003,155.589996,155.759995,1292300,144.852051
"650",155.75,157.75,154.330002,157.619995,1038100,146.581787
"651",154.690002,155.309998,152.759995,153.960007,1058300,143.178085
"652",154.699997,155.289993,152.610001,154.759995,689100,143.922058
"653",151.339996,152.619995,148.839996,150.600006,1140500,140.053421
"654",151.839996,153.759995,150.979996,152.869995,561400,142.164429
"655",152.470001,154.190002,151.839996,153,506800,142.285324
"656",150.720001,151.5,149.509995,149.860001,498400,139.365204
"657",150.029999,153.029999,148.820007,151.320007,570100,140.722992
"658",148.229996,149.240005,143.899994,144.759995,869900,134.622375
"659",145.729996,146.509995,144.220001,144.669998,578500,134.538681
"660",145.809998,148.309998,145.649994,147.520004,744900,137.189102
"661",150,150.5,149.059998,149.190002,593200,138.742157
"662",148.110001,148.110001,146.270004,146.360001,577800,136.110352
"663",147.210007,148.119995,146.619995,147.380005,490600,137.058884
"664",148.679993,148.979996,146.470001,148.309998,480500,137.923767
"665",147.570007,149,143.009995,143.899994,611100,133.822586
"666",144.899994,145.690002,144.190002,145.619995,409300,135.422134
"667",146.070007,146.570007,143.460007,143.860001,535600,133.785416
"668",143.300003,145.990005,142.960007,145.339996,535300,135.161774
"669",146.720001,148.369995,146.690002,147.279999,520400,136.965881
"670",147.210007,147.929993,145.649994,146.210007,631200,136.90036
"671",144.800003,145.080002,141.5,142.990005,770300,133.885391
"672",144.380005,144.429993,142.199997,143.979996,599000,134.812332
"673",146.160004,149.919998,146.160004,147.100006,666200,137.733704
"674",147.029999,148.240005,146.089996,146.440002,671700,137.115723
"675",147.910004,154.759995,147.75,154.149994,1000200,144.334793
"676",154.919998,157.460007,152.809998,155.089996,770100,145.21492
"677",155.339996,155.339996,152.360001,155.009995,874000,145.140015
"678",154.399994,158.449997,153.190002,156.789993,830300,146.806671
"679",157.490005,159.550003,156.300003,158.440002,612200,148.351639
"680",157.339996,159.770004,156.639999,159.610001,543300,149.447128
"681",158.820007,158.889999,156.279999,158.119995,568800,148.051987
"682",157.429993,160.169998,156.630005,159.440002,560000,149.287964
"683",158.220001,159.419998,156.630005,156.960007,589800,146.965866
"684",157.550003,158.360001,156.070007,156.300003,1443000,146.3479
"685",155,156.899994,154.509995,156.149994,424600,146.207443
"686",156.279999,156.690002,153.860001,155.419998,510200,145.523941
"687",155.690002,157.940002,155.669998,157.240005,465300,147.228043
"688",157.139999,157.539993,155.320007,156.889999,369200,146.900345
"689",157.929993,159.570007,156.570007,158.190002,424500,148.117538
"690",158.619995,158.860001,157.710007,157.970001,508100,147.91156
"691",159.039993,159.669998,153.669998,153.720001,467700,143.932175
"692",152.539993,152.570007,149.720001,149.75,489000,140.214966
"693",149.190002,151.089996,147.009995,151.059998,456200,141.441544
"694",150.800003,154.460007,150.800003,154.050003,554400,144.241196
"695",153.490005,155.449997,153.050003,154.020004,378200,144.213074
"696",151.429993,152.570007,149.889999,150.5,687000,140.917206
"697",151.800003,153.320007,151.259995,152.419998,480600,142.714951
"698",153.080002,155.660004,153.080002,154.949997,409200,145.083847
"699",157.699997,158.490005,156.339996,156.479996,549300,146.516418
"700",155.669998,157.020004,154.630005,156.570007,364400,146.600693
"701",157.449997,159.410004,156.520004,158.820007,489100,148.707458
"702",159.009995,160.509995,158.5,158.929993,948300,148.81044
"703",152.110001,155.119995,150.300003,152.110001,2015500,142.424698
"704",151.839996,153.389999,151.619995,152.229996,1135100,142.537033
"705",153.339996,154.690002,151.970001,154.039993,760900,144.231796
"706",154.070007,157.539993,153.119995,156.339996,627900,146.385345
"707",156.070007,157.929993,155.240005,157.800003,676500,147.75238
"708",157.800003,158.5,154.199997,156.279999,586200,146.329178
"709",155.910004,157.720001,155.229996,156.580002,586500,146.610077
"710",157.690002,159.360001,157.169998,158.660004,574000,148.557648
"711",157.710007,159.300003,157.100006,157.970001,593400,147.91156
"712",157.740005,157.949997,155.289993,156.860001,639900,146.872238
"713",156.229996,156.860001,154.369995,156.529999,579500,146.563263
"714",158.139999,160.779999,157.199997,160.729996,697500,150.495819
"715",162.779999,164.229996,162.240005,164.050003,612800,153.604446
"716",164.779999,167.639999,164.410004,166.179993,811300,155.598801
"717",165.350006,166.440002,164.759995,166.25,448500,155.664352
"718",167,169.800003,166.550003,166.830002,685100,156.207413
"719",166.350006,168.240005,165.740005,167.589996,554900,156.919037
"720",166.199997,167.639999,165.789993,166.660004,407900,156.048233
"721",166.470001,167.279999,165.080002,165.479996,524800,154.943359
"722",164.259995,164.580002,162.580002,163.179993,516000,152.789825
"723",162.809998,163.160004,161.259995,163.110001,424500,152.724289
"724",163.929993,164.940002,163.570007,163.970001,530700,153.529541
"725",163.339996,163.789993,162.429993,162.970001,669100,152.593185
"726",163.710007,163.880005,162.199997,162.880005,453000,152.508926
"727",162.960007,164.009995,161.070007,162.970001,698300,152.593185
"728",163.839996,164.279999,162.029999,163.039993,405300,152.658722
"729",163.509995,165.630005,163,164.910004,458100,154.409668
"730",165.330002,166.509995,164.710007,166.020004,585400,155.448975
"731",165.029999,166.440002,164.669998,165.740005,990800,155.186844
"732",166.550003,167.130005,165.509995,166.779999,568000,156.160599
"733",165.460007,165.979996,164.410004,164.740005,227900,155.274612
"734",165.75,166.770004,164.399994,164.610001,673100,155.152084
"735",162.369995,162.369995,160.460007,161.770004,619400,152.475266
"736",162.139999,165.740005,161.789993,164,821200,154.577103
"737",164.25,165.630005,163.710007,165.059998,457200,155.576202
"738",167.479996,168.050003,166.160004,166.229996,474300,156.678986
"739",165.729996,167.050003,165.729996,166.740005,521800,157.159698
"740",166.639999,168.25,165.970001,167.039993,440800,157.442444
"741",166.970001,167.369995,166.039993,166.440002,629400,156.876953
"742",167.039993,172.580002,166.979996,171.979996,677400,162.098633
"743",171.169998,172.119995,168.949997,170.100006,571600,160.326645
"744",171.809998,172.630005,169.979996,170.029999,559300,160.260666
"745",170.490005,170.800003,168.419998,169.779999,731500,160.025009
"746",170.339996,170.520004,168.050003,168.149994,628000,158.488678
"747",168.339996,169.149994,167.639999,168.399994,526300,158.724304
"748",169.559998,170.470001,168.190002,169.509995,1071400,159.770538
"749",170.130005,170.130005,168.009995,168.699997,315100,159.007095
"750",169.220001,169.339996,168.220001,169.339996,125900,159.610291
"751",169.759995,170.25,168.559998,169.839996,260600,160.081573
"752",170.300003,170.300003,168.789993,169.550003,288400,159.808258
"753",170.460007,170.460007,169.149994,169.419998,263300,159.685715
"754",169,170.240005,169,169.75,396800,159.996765
"755",170.360001,171.070007,168.949997,171.070007,509100,161.240921
"756",168.360001,170.300003,167.5,169.320007,461900,159.591461
"757",169,169.5,166.679993,167.919998,372900,158.271896
"758",167.279999,168.070007,165.440002,165.889999,324800,156.358521
"759",166.610001,168.039993,166.309998,166.729996,462500,157.150238
"760",167.690002,168.059998,166.300003,167.259995,443600,157.649796
"761",167.520004,167.520004,164.929993,165.990005,546000,156.452789
"762",166.399994,166.850006,164.800003,166.850006,463100,157.263382
"763",166.570007,167.509995,166.059998,166.580002,446600,157.008896
"764",165.669998,165.990005,161.729996,162.619995,618800,153.276398
"765",163.509995,164.5,162.740005,163.949997,615200,154.529984
"766",164.460007,164.720001,162.75,163.029999,755000,153.662872
"767",162,162.970001,160.75,160.970001,700900,151.721207
"768",161.460007,162.889999,160.699997,161.869995,991500,152.569504
"769",164.470001,170.820007,158.410004,170.369995,1879400,160.581116
"770",170.820007,173.440002,168.089996,171.490005,1282200,161.63678
"771",168.320007,170.600006,168.020004,168.029999,1144800,158.375565
"772",169.449997,172.179993,168.990005,170.729996,709500,160.920425
"773",171.399994,172.449997,168.809998,169.100006,739300,159.384094
"774",167.809998,170.960007,166.020004,170.690002,981100,160.882736
"775",169.320007,169.970001,167.699997,168.520004,814100,158.837418
"776",169.449997,171.369995,169.029999,169.089996,605200,159.374664
"777",171.130005,172.389999,170.289993,170.529999,523000,160.731949
"778",173.130005,173.440002,172.059998,173.039993,402600,163.097702
"779",174,174,171.009995,171.139999,359300,161.3069
"780",169.289993,170.350006,168.559998,169.949997,568100,160.185257
"781",169.300003,169.860001,167.380005,168.809998,646200,159.110733
"782",169.740005,170.5,168.899994,169.360001,479000,159.62915
"783",170.559998,171.050003,169.360001,169.589996,340000,159.845947
"784",168.710007,170.669998,168.679993,170.589996,375200,160.788498
"785",170.029999,170.490005,169.029999,169.779999,387300,160.025009
"786",169.149994,169.289993,165.470001,166.800003,649100,157.216232
"787",167.139999,168.660004,166.649994,168.259995,750300,158.592361
"788",167.630005,170.330002,167.630005,169.529999,538900,159.789383
"789",168.460007,168.949997,167.279999,168.570007,826600,158.884537
"790",165.740005,165.779999,163.089996,163.860001,799500,154.44519
"791",164,164,155.860001,155.949997,1083800,146.989655
"792",156.919998,159,153.410004,153.460007,985100,144.642731
"793",150.039993,155.020004,144.600006,144.669998,1429300,136.357758
"794",140.009995,142.25,136.380005,140.380005,1945500,133.328018
"795",140.380005,147.559998,137.509995,147.509995,1320700,140.099823
"796",146.820007,148.110001,138.669998,139.229996,1493100,132.235779
"797",140.559998,143.360001,135.460007,143.089996,1159700,135.901871
"798",137.070007,138.380005,128.820007,131.589996,1630600,124.979568
"799",126.110001,129.229996,122.470001,125.129997,1354800,118.844101
"800",112.260002,114.879997,108.599998,108.599998,1380900,103.144478
"801",116.010002,119.18,109.260002,116.839996,1762200,110.970535
"802",112.709999,114.639999,108.68,111.18,1314600,105.594872
"803",102.099998,113.089996,101.029999,102.279999,1927400,97.141968
"804",112.260002,112.980003,106.739998,112.75,2085400,107.086006
"805",96.029999,107.330002,94.610001,99.529999,1467100,94.530106
"806",101.970001,111.860001,99,109.760002,1772900,104.246208
"807",101.370003,110.730003,100.599998,107.75,1896900,102.337181
"808",105.419998,109.849998,101.580002,104.839996,1339100,99.573364
"809",106.739998,106.739998,98.529999,98.760002,1342000,93.79879
"810",97.809998,98.650002,87.639999,88.099998,1387800,83.674294
"811",94,100.18,90.779999,98.769997,1394400,93.808296
"812",98.269997,108.980003,93.839996,105,1560200,99.725319
"813",105.790001,111.720001,103.709999,110.709999,1134500,105.148476
"814",105.599998,110.720001,104.989998,107.290001,812600,101.900291
"815",106.550003,108.470001,103.419998,106.900002,1145500,101.529877
"816",105.300003,108.809998,101.599998,103.43,978100,98.2342
"817",97.959999,99.669998,94.449997,95.860001,899700,91.044479
"818",94.629997,100.330002,94.120003,95.739998,793400,90.930504
"819",94.57,97.370003,90.949997,91.669998,1138500,87.064949
"820",97.199997,103.68,95.879997,102.790001,1141700,97.626358
"821",109.839996,111.93,103.110001,103.620003,921300,98.414658
"822",105,108.120003,103.150002,107.639999,672200,102.232704
"823",110.830002,115.160004,109.440002,114.75,1221500,108.985527
"824",114.599998,114.599998,109.230003,110.760002,731800,105.195969
"825",113.459999,113.739998,107.150002,109.379997,833900,103.885292
"826",104.589996,104.82,100.599998,100.949997,725900,95.878777
"827",100.599998,101.010002,95.690002,96.290001,889800,91.452873
"828",100.410004,105.809998,100.010002,105.480003,1130900,100.181221
"829",107.459999,110.970001,100.839996,105.599998,1208100,100.295181
"830",101.660004,105.699997,100.419998,104.629997,903200,99.373909
"831",106.949997,107.809998,103.75,104.059998,590000,98.832535
"832",104.089996,105.839996,102.57,103.559998,630700,98.357658
"833",104.940002,106.360001,102.32,105.059998,679100,99.78231
"834",106.300003,110.980003,105.419998,110.32,656900,104.778076
"835",114.529999,115.739998,111.470001,111.790001,721600,106.17424
"836",117.370003,119.970001,114.809998,118.559998,744400,112.604141
"837",114.959999,115.389999,111.900002,112.080002,684800,106.449661
"838",109.209999,110.010002,105.68,107.199997,511400,101.814804
"839",105.199997,105.580002,101.57,104.400002,1096300,99.155472
"840",106.879997,108.040001,102.379997,102.639999,583800,97.483879
"841",104.309998,104.449997,99.410004,100.120003,583000,95.090469
"842",101.629997,105.32,101.25,101.620003,598600,96.515129
"843",104.690002,106.190002,103.040001,104.870003,519400,99.60186
"844",102.989998,102.989998,98.910004,99.339996,897800,94.349655
"845",100.080002,100.699997,95.260002,95.309998,1054800,90.522102
"846",94.5,94.889999,88.900002,89.480003,970400,84.984978
"847",87.269997,93.510002,85.089996,92.379997,1155500,87.739296
"848",91.220001,92.779999,88.57,89.120003,861600,84.643059
"849",93.32,97.160004,93.040001,96.550003,1014600,91.699814
"850",95.559998,95.559998,91.339996,91.540001,1053300,86.94149
"851",93.089996,96.300003,93,96.120003,1106100,91.291428
"852",95.519997,98.610001,95.440002,96.769997,1085100,91.90876
"853",97.480003,98.239998,94.910004,98.029999,977900,93.105453
"854",102.989998,109.32,102.230003,107.860001,1268000,102.441658
"855",115.190002,116.169998,109.830002,112.900002,1409300,107.22847
"856",114.769997,114.769997,108.199997,109.07,927500,103.590866
"857",105.760002,107.449997,104.559998,105.660004,983300,101.374565
"858",106.25,108.940002,105.360001,108.529999,795200,104.128151
"859",110.279999,110.279999,104.989998,106,1184100,101.700775
"860",109.93,114.669998,109,113.779999,1116300,109.165222
"861",113.080002,118.400002,112.290001,117.900002,1092700,113.118118
"862",128.990005,130.139999,121.779999,123.300003,1479000,118.29911
"863",126.279999,127.900002,124.220001,127.400002,1014700,122.232811
"864",121.690002,125,120.389999,123.889999,786400,118.865181
"865",121.75,122,116.699997,116.75,996000,112.014763
"866",108.870003,112.760002,105.870003,106.279999,1245400,101.969414
"867",113.110001,113.110001,105.839996,108.959999,1078200,104.540718
"868",102.459999,111.309998,102.139999,110.720001,1275600,106.229332
"869",116.150002,116.150002,110.480003,113.260002,1046000,108.666313
"870",113.260002,113.790001,109.660004,110.07,803200,105.605698
"871",108.470001,112.699997,108.120003,110.449997,772100,105.970284
"872",112.330002,112.650002,107.559998,111.050003,3473000,106.545959
"873",109.370003,110.760002,108.220001,108.510002,967600,104.108978
"874",110.690002,112.260002,108.279999,108.470001,616600,104.070595
"875",106.330002,107,102.43,102.919998,714900,98.745689
"876",102,105.5,101.529999,105.139999,789500,100.875648
"877",102.690002,103.25,98.68,100.459999,1433100,96.385468
"878",102.199997,104,100.970001,102.32,655500,98.170029
"879",100.949997,105.040001,100.849998,103.970001,1024900,99.753105
"880",104.489998,104.57,101.190002,101.309998,528800,97.200989
"881",104.540001,105.330002,100.089996,100.589996,582100,96.510193
"882",103.239998,104.900002,101.050003,101.93,762600,97.795853
"883",100.639999,101.110001,98.129997,98.540001,771300,94.54335
"884",98.360001,100.589996,97.339996,98.980003,799500,94.9655
"885",98.519997,99.099998,94.43,95.209999,679500,91.348404
"886",95.120003,100.419998,95.120003,100.370003,859200,96.299126
"887",101.699997,103.300003,98.910004,101.639999,763900,97.517601
"888",101.110001,102.459999,97.769997,98.330002,1020600,94.341858
"889",100.919998,103.279999,100.510002,102.769997,748200,98.601768
"890",101.419998,104.669998,100.949997,102.519997,424900,98.361916
"891",102.480003,102.510002,98.980003,99.32,498900,95.291702
"892",98.639999,99.68,98.029999,98.790001,878800,94.783195
"893",99.720001,104.769997,99.720001,103.940002,993800,99.724327
"894",103.019997,104.300003,102.379997,103.440002,639600,99.244614
"895",103.470001,107.220001,101.040001,105,1227300,100.741325
"896",105.769997,106.839996,104.599998,105.129997,741500,100.866066
"897",104.290001,104.330002,101.550003,102.900002,763700,98.726501
"898",102.330002,103.540001,102.120003,102.839996,574700,98.668938
"899",102.269997,107.449997,101.559998,106.82,988400,102.487518
"900",103.949997,106.279999,101.220001,105.779999,956500,101.489693
"901",104.779999,106.150002,103.160004,105.949997,1469700,101.652794
"902",105.93,106.239998,103.089996,105.029999,752200,100.770119
"903",104.400002,105.370003,103.419998,104.059998,499600,99.839447
"904",105,105.860001,103.790001,104.599998,888500,100.357552
