"","ORLY.Open","ORLY.High","ORLY.Low","ORLY.Close","ORLY.Volume","ORLY.Adjusted"
"1",280,281.070007,278.059998,280.820007,967500,280.820007
"2",280.820007,282.799988,279.299988,282.109985,492600,282.109985
"3",280.839996,283.119995,280.220001,282.809998,644000,282.809998
"4",282.809998,283.970001,281.339996,281.779999,472600,281.779999
"5",280.76001,281.980011,278.790009,279.399994,524800,279.399994
"6",279.670013,283.179993,278.839996,281.299988,443700,281.299988
"7",281.779999,283.820007,279.269989,281.329987,476800,281.329987
"8",280.119995,281.980011,279.209991,281.579987,465000,281.579987
"9",281.869995,282.829987,278.880005,279.149994,468200,279.149994
"10",278.5,281.709991,276.269989,278.76001,660000,278.76001
"11",280.160004,281.160004,278.5,280.809998,574100,280.809998
"12",280.040009,281.5,274.799988,275.049988,561400,275.049988
"13",276.76001,277.410004,273.369995,274.01001,980100,274.01001
"14",269.5,269.5,263.130005,264.98999,1418100,264.98999
"15",265.559998,268.75,265.230011,267.459991,1017400,267.459991
"16",268.329987,268.679993,265.720001,266.070007,990300,266.070007
"17",265.480011,267.420013,262.829987,263,971900,263
"18",263.570007,265.279999,261.660004,263.790009,972700,263.790009
"19",262,263.980011,259.149994,261.890015,1495400,261.890015
"20",261.459991,263.350006,259.190002,262.269989,914900,262.269989
"21",262.190002,263,254.210007,254.350006,1648900,254.350006
"22",254.190002,258.200012,253.539993,256.690002,998400,256.690002
"23",258.390015,261.839996,257.160004,259.839996,970500,259.839996
"24",259.049988,261.070007,257.799988,258.399994,1182300,258.399994
"25",259.359985,263.290009,259.089996,262.190002,2041300,262.190002
"26",263.200012,273.839996,259.940002,271.649994,2786200,271.649994
"27",275.26001,277.399994,271.119995,274.779999,1783300,274.779999
"28",273.75,275.440002,269.579987,271.799988,1267500,271.799988
"29",272.459991,272.630005,268.190002,268.480011,867100,268.480011
"30",268.48999,270.26001,267.660004,269.519989,917200,269.519989
"31",268.720001,271.160004,268.720001,270.619995,665000,270.619995
"32",270.670013,270.980011,266.559998,266.850006,756600,266.850006
"33",266.850006,268.160004,264.470001,268.119995,738600,268.119995
"34",269.109985,272.640015,267.160004,268.700012,1048200,268.700012
"35",269.100006,269.369995,266.299988,268.089996,776000,268.089996
"36",269.179993,269.179993,265.309998,265.940002,920800,265.940002
"37",265.73999,269.279999,264.369995,268.730011,719200,268.730011
"38",267.630005,269.730011,264.559998,268.25,551000,268.25
"39",267.970001,271.929993,267.299988,271.709991,1345200,271.709991
"40",273.23999,274.399994,271.130005,271.519989,1006100,271.519989
"41",270.899994,272.269989,269.709991,271.980011,799800,271.980011
"42",272.049988,273.029999,268.390015,270.649994,1141500,270.649994
"43",270.26001,271.48999,268.450012,268.859985,811900,268.859985
"44",269.049988,270.170013,268.230011,269.820007,821000,269.820007
"45",269.420013,271.899994,267.040009,271.450012,616900,271.450012
"46",271.459991,271.859985,268.399994,269.140015,753500,269.140015
"47",270.579987,271.230011,268.470001,269.630005,726500,269.630005
"48",269.470001,275.070007,268.690002,274.429993,1091400,274.429993
"49",274.429993,276.75,274.059998,275.390015,924200,275.390015
"50",275.76001,276.450012,268.829987,270.709991,1498400,270.709991
"51",271,272.920013,270.350006,272.059998,651000,272.059998
"52",274.329987,274.920013,272.140015,274.200012,1434300,274.200012
"53",274.98999,275.940002,271.899994,273.079987,642900,273.079987
"54",273.709991,274.869995,270.089996,270.5,546300,270.5
"55",271.329987,272.799988,269.149994,271.399994,711700,271.399994
"56",271.299988,272.880005,269.619995,271.450012,578200,271.450012
"57",272.399994,273.029999,270.970001,271.76001,415800,271.76001
"58",270.799988,272.029999,268.570007,269.799988,593500,269.799988
"59",269.470001,270.619995,267.899994,269.709991,705900,269.709991
"60",275,275.519989,271.290009,274.779999,1010800,274.779999
"61",275.149994,275.230011,270.609985,272.410004,827900,272.410004
"62",271.549988,272.779999,269.230011,269.839996,785400,269.839996
"63",266,266,253.860001,258.690002,2433300,258.690002
"64",258,260.200012,255.119995,255.509995,1380000,255.509995
"65",255.509995,258.070007,254.970001,255.169998,791200,255.169998
"66",255.75,256.670013,253.759995,254.369995,883600,254.369995
"67",255.539993,256.100006,252.600006,253.190002,963500,253.190002
"68",253.229996,257.399994,252.050003,254.910004,728100,254.910004
"69",254.600006,254.899994,252.619995,254.740005,713200,254.740005
"70",252.630005,254.029999,250.539993,253.029999,840400,253.029999
"71",252.940002,254.009995,251.589996,251.990005,763300,251.990005
"72",252.690002,254.570007,252.070007,253.949997,657200,253.949997
"73",251.949997,256.869995,251.860001,256.059998,794900,256.059998
"74",257.660004,263.619995,257.5,258.869995,982100,258.869995
"75",260,263.809998,258.51001,263,742100,263
"76",263.459991,266.079987,262.850006,265.359985,721100,265.359985
"77",267.149994,270.100006,265.600006,269.279999,1270300,269.279999
"78",265.149994,268.320007,262.779999,263.959991,1470400,263.959991
"79",265.119995,268.730011,263.309998,265.070007,1427800,265.070007
"80",262.48999,268.089996,245.009995,257.190002,3447000,257.190002
"81",257,257,245.740005,248.149994,3198700,248.149994
"82",248.440002,248.75,239.119995,241.699997,2891400,241.699997
"83",240.339996,247.610001,240.320007,245.820007,1764400,245.820007
"84",245.449997,247.839996,245.210007,246.940002,1027000,246.940002
"85",247.929993,250.960007,246.509995,250.820007,1215200,250.820007
"86",251.110001,252.949997,249.600006,252.699997,1183600,252.699997
"87",252.509995,254.880005,252.190002,253.820007,1144400,253.820007
"88",253.639999,255.979996,252.520004,255.75,1213300,255.75
"89",255.520004,258.190002,254.130005,257.48999,1569500,257.48999
"90",257.649994,257.98999,254.25,256.279999,1744600,256.279999
"91",256.450012,258.049988,254.720001,255.5,1242800,255.5
"92",254.710007,260.309998,254.589996,258.130005,1118200,258.130005
"93",256.829987,257.049988,254.419998,254.910004,1592600,254.910004
"94",253.5,255.259995,248.649994,248.910004,1328500,248.910004
"95",249.160004,253.5,248.669998,249.779999,1544700,249.779999
"96",248.910004,251.529999,247.160004,251.360001,1212300,251.360001
"97",251.649994,251.800003,248.259995,248.460007,1831400,248.460007
"98",239,243,234.139999,240.179993,3453200,240.179993
"99",239.529999,241.380005,234.5,240.009995,2220800,240.009995
"100",242.259995,244.669998,241.080002,243.850006,1161000,243.850006
"101",245,249.009995,243.229996,248.479996,1148600,248.479996
"102",246.529999,251.940002,245.039993,247.630005,1626100,247.630005
"103",247.929993,247.929993,239.600006,242.080002,1650300,242.080002
"104",243.539993,246.289993,240.059998,245.649994,1060700,245.649994
"105",244.649994,246.509995,242.470001,245.919998,895500,245.919998
"106",245.220001,245.220001,237.5,240.179993,1645800,240.179993
"107",240.119995,240.119995,233.589996,235.410004,1572200,235.410004
"108",235.720001,237.75,234.080002,234.889999,1158400,234.889999
"109",234.229996,234.570007,230.059998,230.619995,1216100,230.619995
"110",230.800003,233.710007,228.690002,232.839996,1225600,232.839996
"111",232.660004,236.830002,232.080002,234.720001,1364300,234.720001
"112",234.410004,235.630005,231.75,234.539993,839300,234.539993
"113",233.820007,235.039993,231.669998,234.330002,1018200,234.330002
"114",233.990005,234.940002,230.639999,233.970001,1503100,233.970001
"115",232.649994,234.589996,228.429993,231.389999,1690900,231.389999
"116",233.119995,233.729996,226.759995,230.380005,1316400,230.380005
"117",226.509995,226.580002,220.309998,225.009995,2673400,225.009995
"118",224.75,224.75,217.990005,220.770004,1734500,220.770004
"119",221.850006,223.059998,219.389999,220.130005,1153400,220.130005
"120",220.449997,221.820007,219.289993,220.080002,1058000,220.080002
"121",220.550003,225.300003,219.850006,222.970001,1053800,222.970001
"122",222.270004,225.270004,220.240005,221.869995,742400,221.869995
"123",220.220001,221.820007,216.610001,217.020004,1655700,217.020004
"124",216.970001,219.570007,215.759995,216.039993,1253100,216.039993
"125",217.440002,219.479996,215.759995,218.740005,1322300,218.740005
"126",218.740005,220.889999,217.380005,220.410004,485700,220.410004
"127",199.600006,200,173.889999,178.770004,12830400,178.770004
"128",178,181.910004,176.130005,176.529999,5388900,176.529999
"129",172.839996,176.059998,170.679993,172.850006,4485900,172.850006
"130",174.279999,174.970001,169.429993,173.169998,3348600,173.169998
"131",173.580002,175.229996,171.940002,174.100006,2259300,174.100006
"132",174.970001,179.460007,174.809998,177.100006,2972600,177.100006
"133",177.809998,186.729996,177.330002,184.630005,2643400,184.630005
"134",185.970001,186.75,182.220001,184.220001,1643700,184.220001
"135",184.490005,188,183.699997,185.5,2264500,185.5
"136",188.399994,191.199997,185.440002,187.539993,2826700,187.539993
"137",188.020004,188.929993,185.880005,186.910004,2101800,186.910004
"138",187.25,190.199997,186.919998,188.690002,1487100,188.690002
"139",188.460007,189.369995,187.149994,188.190002,2212100,188.190002
"140",188.25,188.779999,184.039993,184.429993,1711500,184.429993
"141",184.330002,187.020004,183.600006,186.850006,1956600,186.850006
"142",187.350006,190.360001,186.050003,187.429993,1783600,187.429993
"143",196.399994,202.169998,190.050003,201.309998,3219100,201.309998
"144",200.369995,201.770004,198.009995,200.029999,1452700,200.029999
"145",200.220001,205.710007,199.300003,204.300003,1498300,204.300003
"146",204.440002,208.839996,202.529999,208.160004,1459100,208.160004
"147",207.880005,210.029999,206.580002,209.660004,1938300,209.660004
"148",209.960007,211.020004,205.419998,205.600006,2833100,205.600006
"149",206.410004,207.270004,204.710007,205.050003,1467500,205.050003
"150",204.490005,207.720001,203.339996,205.089996,1218100,205.089996
"151",204.039993,205.5,202.080002,203.070007,1384800,203.070007
"152",202.009995,204.259995,201.5,203.169998,1155800,203.169998
"153",201.380005,202.009995,196.720001,197.220001,1396000,197.220001
"154",198.429993,201.029999,196.320007,198.910004,984100,198.910004
"155",200.149994,201.259995,197.940002,198.440002,897700,198.440002
"156",190.660004,198.100006,186.820007,196,3097700,196
"157",198.990005,202.369995,196.509995,201.580002,1661600,201.580002
"158",201.889999,205.490005,199.720001,200.630005,1530100,200.630005
"159",200.070007,203.740005,196.850006,197.919998,1366500,197.919998
"160",198.850006,199.210007,194.729996,197.800003,1081400,197.800003
"161",198.660004,199.410004,196.899994,197.990005,856200,197.990005
"162",197.070007,198.830002,194.919998,195.259995,1147200,195.259995
"163",194.720001,197.669998,194.720001,196.440002,1322600,196.440002
"164",196.589996,205.410004,196.259995,202.279999,1375900,202.279999
"165",202.490005,202.960007,197.860001,198.059998,1038200,198.059998
"166",197.389999,198.770004,195.610001,197.020004,878400,197.020004
"167",197.070007,199.539993,196.220001,198.089996,1033300,198.089996
"168",198,199.029999,195.100006,196.130005,1332200,196.130005
"169",197.190002,199.440002,196.639999,196.990005,1460700,196.990005
"170",197.720001,202.389999,197.720001,200.380005,1041500,200.380005
"171",201.029999,202.5,199.960007,202.279999,837100,202.279999
"172",202.630005,203.419998,198.5,200.380005,887700,200.380005
"173",200.419998,201.419998,198.259995,199.100006,684000,199.100006
"174",199.160004,200.740005,196.199997,196.410004,940000,196.410004
"175",196.059998,201,194.059998,199.270004,1624400,199.270004
"176",199.309998,209.789993,199.25,208.009995,1485200,208.009995
"177",207.110001,209.240005,206.429993,207.130005,1167900,207.130005
"178",207.339996,212.089996,206.100006,209.860001,1968700,209.860001
"179",210.210007,211.350006,208.339996,210.080002,1366100,210.080002
"180",213.130005,216.610001,201.050003,202.910004,2612200,202.910004
"181",202.25,206.839996,201.649994,203.259995,1125000,203.259995
"182",204.169998,205.669998,200.270004,202.259995,1165500,202.259995
"183",202.669998,209.820007,202.580002,209.589996,1027200,209.589996
"184",209.710007,219.979996,209.460007,215.149994,1814100,215.149994
"185",216.580002,216.580002,212.460007,212.949997,851900,212.949997
"186",213.020004,214.990005,211.919998,214.509995,804600,214.509995
"187",213.600006,215.630005,212.490005,215.279999,575100,215.279999
"188",215.089996,216.580002,214.220001,215.369995,730700,215.369995
"189",215.979996,215.979996,214.139999,215.399994,587600,215.399994
"190",215.229996,216.259995,213.350006,213.949997,592600,213.949997
"191",213.940002,215.649994,209.889999,212.160004,681100,212.160004
"192",212.789993,212.949997,209.929993,211.179993,813800,211.179993
"193",211.320007,214.270004,208.639999,212.940002,730300,212.940002
"194",212.410004,213.009995,207.710007,207.820007,637700,207.820007
"195",207.820007,212.25,207.820007,209.869995,731300,209.869995
"196",209.320007,210.580002,207.339996,208.419998,499900,208.419998
"197",208.990005,208.990005,205.470001,207.009995,707100,207.009995
"198",207.759995,210.25,206.889999,209.720001,915500,209.720001
"199",209.550003,211.089996,208.399994,209.020004,656500,209.020004
"200",208.600006,213.229996,208.210007,212.009995,776300,212.009995
"201",212.350006,214,210.949997,212.990005,1044600,212.990005
"202",209.800003,209.990005,205.899994,209.300003,1734600,209.300003
"203",209.649994,210.419998,205.470001,205.899994,1291800,205.899994
"204",205.800003,208.919998,205.059998,205.649994,979200,205.649994
"205",204.479996,207.380005,201.100006,203.330002,1250000,203.330002
"206",201.580002,204.720001,201.080002,202.720001,1652600,202.720001
"207",192,215.820007,190,214,4258700,214
"208",212.289993,217.910004,209.369995,217.039993,1513600,217.039993
"209",216.880005,216.880005,212.919998,213.789993,831800,213.789993
"210",213.910004,215.020004,210.529999,210.949997,864300,210.949997
"211",211.240005,212.720001,205.649994,207.559998,971300,207.559998
"212",207.5,214.789993,207.5,214.520004,1076200,214.520004
"213",211.690002,213.639999,210.520004,212.5,1196500,212.5
"214",211.570007,212.220001,208.449997,208.860001,705600,208.860001
"215",208.619995,209.970001,206.550003,208.110001,618500,208.110001
"216",208.360001,212,207.839996,209.649994,740500,209.649994
"217",209.110001,211.949997,207.309998,211.089996,618600,211.089996
"218",210.570007,215.479996,210.039993,214.429993,851100,214.429993
"219",214.160004,216.990005,212.279999,214.169998,734600,214.169998
"220",220,223.380005,215.100006,215.889999,1116200,215.889999
"221",215.210007,216.669998,213.720001,215.770004,588300,215.770004
"222",215.889999,219.940002,215.020004,219.660004,675300,219.660004
"223",219.830002,221.309998,216.100006,220.490005,756500,220.490005
"224",219.910004,222.350006,218.570007,220.380005,710100,220.380005
"225",220.399994,220.470001,215.089996,215.690002,821500,215.690002
"226",216.149994,220.889999,215.100006,218.649994,580500,218.649994
"227",217.190002,219,215.429993,216.259995,388600,216.259995
"228",217.130005,218.809998,214.869995,216.339996,789400,216.339996
"229",217.080002,228.880005,215.860001,228.470001,1214400,228.470001
"230",227.490005,241.490005,226.25,236.320007,2036900,236.320007
"231",236.589996,241.630005,235.639999,236.210007,1366600,236.210007
"232",235,237.169998,228.339996,234.399994,838400,234.399994
"233",236.020004,252.529999,235.589996,250.389999,1990800,250.389999
"234",259.350006,263.630005,246.770004,250.210007,2115500,250.210007
"235",249.529999,251.220001,245.460007,245.830002,1000600,245.830002
"236",245,247.979996,243.139999,244.860001,828000,244.860001
"237",246.389999,251.380005,244.600006,251.070007,609500,251.070007
"238",250.080002,250.639999,245.369995,247.240005,724900,247.240005
"239",246.229996,247.940002,244.649994,246.860001,986200,246.860001
"240",251.669998,253.449997,245.630005,245.919998,1223100,245.919998
"241",246.630005,247.449997,240.630005,241.449997,944300,241.449997
"242",243.830002,244.169998,239.580002,240.199997,1820800,240.199997
"243",241.800003,246.460007,240.679993,245.880005,1385100,245.880005
"244",245.210007,245.979996,242.330002,243.029999,932200,243.029999
"245",243.350006,244.169998,240.539993,242.050003,913400,242.050003
"246",242.679993,243.240005,241.080002,241.5,1151900,241.5
"247",240.979996,243.399994,240.149994,242.5,974700,242.5
"248",243.660004,246.889999,242.240005,244.649994,646300,244.649994
"249",245,246.020004,241.679993,242.309998,647700,242.309998
"250",242.850006,243.539993,240.960007,242.360001,747300,242.360001
"251",241.339996,242.509995,240.279999,240.539993,834600,240.539993
"252",241.339996,252.029999,241.289993,249.259995,1423500,249.259995
"253",249.899994,255.710007,248.820007,253.839996,1358000,253.839996
"254",255.559998,261.220001,254.220001,257.679993,892200,257.679993
"255",259.48999,262.329987,257.51001,260.279999,641500,260.279999
"256",260.950012,266.26001,259.209991,260,641400,260
