"","TTWO.Open","TTWO.High","TTWO.Low","TTWO.Close","TTWO.Volume","TTWO.Adjusted"
"450",128.270004,129.429993,124.480003,127.779999,1375600,127.779999
"451",129.279999,132.360001,129.25,132.020004,1792300,132.020004
"452",132.75,133.660004,130.399994,132.059998,1225300,132.059998
"453",131.179993,131.179993,124.849998,126.870003,2414500,126.870003
"454",127.82,128.899994,122.029999,122.449997,2095200,122.449997
"455",122.690002,123.059998,120.019997,120.510002,2229800,120.510002
"456",117.769997,119.43,115.800003,118.779999,2289300,118.779999
"457",118.75,119.629997,110.82,110.970001,2730000,110.970001
"458",116.830002,124.980003,116.300003,120.699997,3890900,120.699997
"459",116.18,123.459999,116.18,120.059998,2604300,120.059998
"460",122.349998,122.830002,109.339996,111.720001,4546200,111.720001
"461",121.529999,125.489998,117.519997,124.010002,7151000,124.010002
"462",125.5,130.009995,124.139999,128.869995,3394500,128.869995
"463",129.660004,129.949997,125.93,128.910004,1818000,128.910004
"464",128.800003,130.160004,126.660004,128.369995,1565600,128.369995
"465",128.610001,128.990005,124.550003,126.699997,1571300,126.699997
"466",125.559998,127.290001,121.889999,123.68,1774800,123.68
"467",126.150002,128.139999,124.550003,125.809998,3921000,125.809998
"468",129.110001,129.979996,117.800003,119.139999,7484000,119.139999
"469",115.639999,116.389999,109.339996,113.050003,6327800,113.050003
"470",111.269997,112.220001,105.589996,109.029999,5024700,109.029999
"471",109.050003,110.949997,106.489998,107,3145900,107
"472",107.660004,109.75,104.669998,106.57,2577400,106.57
"473",105.900002,114.410004,105.730003,113.059998,5046900,113.059998
"474",111.349998,114.660004,110.660004,113.93,3867000,113.93
"475",115.25,115.5,104.769997,106,4352900,106
"476",100.800003,106.830002,97.57,104.720001,3263300,104.720001
"477",107.050003,108.489998,105.559998,106.839996,2069000,106.839996
"478",105.18,107.480003,104.980003,105.5,641600,105.5
"479",107.32,110.529999,106.25,110.440002,1837700,110.440002
"480",109.75,111.699997,108.25,109.559998,1480000,109.559998
"481",109.900002,111.25,107.769997,110.629997,2003300,110.629997
"482",109.5,112.949997,109.169998,111.910004,1518100,111.910004
"483",111.389999,112.199997,108.900002,109.669998,2562100,109.669998
"484",112,112.010002,100.959999,103.459999,8217000,103.459999
"485",104.379997,106.510002,100.5,101.690002,3848800,101.690002
"486",99,106.550003,98,106.199997,3470400,106.199997
"487",105.239998,108.18,101.709999,102.669998,2899900,102.669998
"488",102.120003,105.900002,102.110001,105.239998,1812500,105.239998
"489",107.459999,107.910004,104.580002,105.419998,3398100,105.419998
"490",107.830002,108.129997,103.480003,104.190002,3947200,104.190002
"491",105.080002,106.589996,102.910004,105.900002,2291300,105.900002
"492",103.870003,105.900002,102.239998,103.459999,1762600,103.459999
"493",102.5,105.870003,100.440002,102.190002,1840500,102.190002
"494",103.389999,104.760002,102.510002,103.43,1367400,103.43
"495",102.879997,107.18,102.120003,103.050003,1906300,103.050003
"496",101.82,104.860001,100.57,102.099998,2230600,102.099998
"497",102.480003,104.720001,99.910004,101.370003,3389700,101.370003
"498",99.760002,101.900002,98.5,98.760002,1305900,98.760002
"499",99.900002,104.709999,99.639999,104.629997,2041200,104.629997
"500",101.980003,106.160004,101.169998,106.150002,2067800,106.150002
"501",107.18,107.349998,103.510002,104.57,1897500,104.57
"502",105.059998,105.75,101.959999,102.940002,2169900,102.940002
"503",100.239998,104.519997,99.040001,104.010002,1947400,104.010002
"504",102.400002,103,99.110001,99.150002,2301100,99.150002
"505",101.129997,103.760002,99.660004,101.699997,3610800,101.699997
"506",101.5,104.940002,99.290001,104.410004,2501900,104.410004
"507",106.209999,109.449997,105.25,107.919998,2402200,107.919998
"508",108.699997,109.580002,107.190002,107.459999,1765800,107.459999
"509",106.629997,110.43,106.199997,110,1637200,110
"510",109.529999,111.690002,107.800003,109.029999,1840300,109.029999
"511",108.290001,108.5,104.370003,104.980003,4607700,104.980003
"512",105.199997,107,102.529999,106.489998,4232000,106.489998
"513",106.809998,107.5,104.580002,105.93,2150800,105.93
"514",105.139999,106.160004,104.419998,105.370003,1602900,105.370003
"515",106.650002,108.660004,106.32,108.260002,2567200,108.260002
"516",107.690002,108.220001,106.720001,107.330002,1534200,107.330002
"517",107.860001,108.120003,99.720001,99.809998,3736200,99.809998
"518",100.43,102.160004,99.849998,101.489998,1874900,101.489998
"519",102.5,104.5,101.019997,103.699997,1815900,103.699997
"520",100.75,102.940002,100.150002,102.389999,1599700,102.389999
"521",102.510002,102.639999,98.5,100.809998,1569700,100.809998
"522",102.809998,102.980003,100.949997,102.599998,1369200,102.599998
"523",102.910004,106.370003,102.779999,105.550003,1684000,105.550003
"524",105.400002,106,103.529999,104.949997,1545300,104.949997
"525",105.910004,107.410004,105.459999,106.300003,1675000,106.300003
"526",106.690002,109,106.650002,107.290001,3601600,107.290001
"527",96.760002,99.82,91.489998,92.529999,18945000,92.529999
"528",92.559998,98.57,92,96.389999,7948900,96.389999
"529",95.400002,97.239998,94.379997,97.139999,4714400,97.139999
"530",97.629997,97.830002,92.839996,93.440002,4459000,93.440002
"531",90.849998,90.970001,86.900002,89.25,10361800,89.25
"532",90.050003,92.410004,88.889999,92.139999,5514600,92.139999
"533",91.620003,94.290001,90.650002,93.279999,3286400,93.279999
"534",94.029999,94.07,92.279999,93.300003,2401600,93.300003
"535",93.080002,93.75,91.839996,93.269997,1857100,93.269997
"536",93.480003,93.480003,86.910004,88.669998,6564200,88.669998
"537",88.760002,89.010002,87.010002,87.589996,2758800,87.589996
"538",88,88.279999,85.959999,87.07,2436900,87.07
"539",87.519997,87.769997,85.57,87.290001,2700700,87.290001
"540",87.300003,88.910004,86.440002,87.339996,2040400,87.339996
"541",87.120003,88.5,84.410004,84.629997,3680800,84.629997
"542",84.709999,87.919998,84.559998,87.260002,3722000,87.260002
"543",87.709999,88.910004,86.93,88.32,2028100,88.32
"544",88.800003,89.800003,86.32,87.440002,2110200,87.440002
"545",87.720001,87.720001,86.220001,87.370003,1371600,87.370003
"546",87.330002,88.519997,86.959999,87.199997,1342900,87.199997
"547",86.949997,88.559998,86.169998,88.410004,1700400,88.410004
"548",87.360001,87.57,85.830002,87.040001,2370300,87.040001
"549",87.559998,90.040001,87.269997,89.800003,2267500,89.800003
"550",89.879997,90.139999,88.93,89.849998,2329900,89.849998
"551",90.169998,96.339996,89.540001,96.029999,7636700,96.029999
"552",93.599998,93.68,90.779999,92.43,3808500,92.43
"553",92.32,94.620003,92.32,93.550003,2333600,93.550003
"554",93.830002,94.709999,92.620003,93.830002,1831900,93.830002
"555",94.639999,96.849998,94.470001,95.790001,2112300,95.790001
"556",96.449997,97.839996,95.529999,96.059998,2457600,96.059998
"557",95.650002,99.800003,95.599998,99.110001,2874400,99.110001
"558",98.889999,100.440002,95.800003,96.019997,1850200,96.019997
"559",95.870003,96.360001,94.510002,96.029999,1777800,96.029999
"560",96.849998,98.709999,95.900002,96.370003,2134900,96.370003
"561",96.419998,96.559998,93.779999,94.489998,1496600,94.489998
"562",94.660004,96.669998,94.099998,96.489998,1325000,96.489998
"563",96.949997,97.550003,94.050003,94.370003,2362700,94.370003
"564",95.389999,96.059998,94.389999,95.690002,1779300,95.690002
"565",96.089996,97.82,94.730003,97.660004,2006200,97.660004
"566",98.050003,99.519997,97.720001,97.910004,1308600,97.910004
"567",97.57,97.730003,92.93,93.699997,3120100,93.699997
"568",94.349998,95.260002,93.68,94.529999,1907100,94.529999
"569",94.480003,94.550003,91.400002,94.290001,1574700,94.290001
"570",93.800003,94.790001,92.940002,93.279999,1393900,93.279999
"571",93.379997,95.370003,93.379997,95.330002,1459700,95.330002
"572",95.650002,96.230003,94.800003,95.269997,1182100,95.269997
"573",95.779999,95.779999,94,94.110001,1390500,94.110001
"574",94.57,96.169998,92.580002,92.650002,2003800,92.650002
"575",93,93.07,89.620003,90.940002,2536100,90.940002
"576",90.940002,91.18,87.970001,89.739998,2313200,89.739998
"577",90.440002,91.269997,89.43,90.739998,1728300,90.739998
"578",90.75,91.989998,89.889999,91.919998,1562700,91.919998
"579",92.25,94.239998,92.099998,93.290001,1548600,93.290001
"580",93.440002,93.849998,92.900002,93.599998,848600,93.599998
"581",93.440002,94.220001,92.849998,92.900002,903500,92.900002
"582",93.410004,96.339996,92.980003,96.25,1442600,96.25
"583",96.949997,98.370003,96.779999,97.150002,2457800,97.150002
"584",97.120003,97.989998,96.239998,96.830002,1344100,96.830002
"585",98.940002,100.339996,98.57,99.050003,2881500,99.050003
"586",99.110001,100.879997,98.559998,99.68,1523200,99.68
"587",100,102.379997,98.440002,101.620003,1913800,101.620003
"588",99.449997,102.150002,99.110001,101.650002,1562800,101.650002
"589",100.709999,101.43,98.860001,99.879997,1533100,99.879997
"590",102.099998,102.400002,99.849998,101.809998,2577300,101.809998
"591",100.709999,102.900002,99.220001,102.120003,1365400,102.120003
"592",101.440002,103.68,99.599998,103.379997,1708000,103.379997
"593",101.190002,102.029999,99.300003,100.010002,4018500,100.010002
"594",101.050003,105.970001,99.720001,103.550003,7835500,103.550003
"595",102.910004,109.440002,102.059998,107.480003,3453400,107.480003
"596",107.349998,109.360001,106.5,107.550003,1663500,107.550003
"597",106.739998,108.489998,106,106.660004,1245100,106.660004
"598",105.860001,106.080002,102.870003,102.980003,1840000,102.980003
"599",103.150002,104.099998,101.75,103.75,2087600,103.75
"600",103.779999,105.379997,103.480003,104.230003,1612400,104.230003
"601",103.18,104.760002,102.559998,104.379997,1492000,104.379997
"602",104.550003,105.610001,103.739998,105.019997,1196700,105.019997
"603",105.739998,107.489998,105.160004,106.540001,1702800,106.540001
"604",105.629997,107.75,105.089996,107,2261100,107
"605",107.099998,107.709999,106.089996,106.989998,1338100,106.989998
"606",106,108.830002,105.68,108.150002,2018400,108.150002
"607",106.989998,108.260002,105.519997,105.949997,2013300,105.949997
"608",108.220001,109,105.32,108.989998,1972200,108.989998
"609",110,111.709999,108.690002,111.550003,1612900,111.550003
"610",111.730003,113.699997,110.209999,110.669998,1548600,110.669998
"611",111.669998,112.620003,110.900002,111.650002,1126000,111.650002
"612",112.18,112.739998,109.93,111.779999,1095300,111.779999
"613",112.209999,112.82,109.709999,110.290001,955800,110.290001
"614",111.099998,111.129997,108.43,108.709999,1434300,108.709999
"615",108.860001,111.160004,108.709999,110.720001,999000,110.720001
"616",110.5,110.769997,108.919998,110.360001,1074600,110.360001
"617",109.919998,112.019997,109.599998,110.290001,1157400,110.290001
"618",111.5,113.339996,110.309998,111.019997,1257700,111.019997
"619",110.739998,111.360001,108.190002,111.019997,1085100,111.019997
"620",112.050003,112.809998,110.650002,111.540001,1003200,111.540001
"621",111.370003,112.940002,111.139999,112.639999,1448000,112.639999
"622",112.709999,113.910004,111.900002,113.830002,1205700,113.830002
"623",113.940002,114.519997,112.059998,112.809998,1310100,112.809998
"624",113.18,113.959999,111.25,111.550003,1359100,111.550003
"625",112,113.989998,111.760002,113.389999,1279100,113.389999
"626",114.029999,114.300003,111.480003,113.529999,1551700,113.529999
"627",115,116.389999,113.269997,115.959999,1596600,115.959999
"628",116.610001,118.190002,115.980003,116.910004,1214600,116.910004
"629",116.739998,118.489998,116.599998,118.07,1087300,118.07
"630",117.25,117.349998,115.199997,117.230003,1108100,117.230003
"631",116.809998,116.849998,113.269997,114.75,1295500,114.75
"632",114.169998,115.75,113.010002,115.089996,786500,115.089996
"633",115.889999,118.580002,115.800003,117.160004,1019300,117.160004
"634",115.809998,116.610001,113.730003,116.529999,1610600,116.529999
"635",116.309998,117.059998,115.470001,116.459999,953100,116.459999
"636",116.900002,117.160004,115.540001,117.029999,788000,117.029999
"637",116.830002,117.529999,115.779999,117.449997,778400,117.449997
"638",117.550003,118.599998,117.32,117.599998,969800,117.599998
"639",117,118.339996,115.760002,117.699997,1042300,117.699997
"640",118.459999,118.919998,115.910004,116.059998,738500,116.059998
"641",116.660004,117.449997,116,116.660004,841400,116.660004
"642",117.379997,118.199997,115.970001,118.110001,814200,118.110001
"643",117.510002,119.18,116.540001,118.900002,946700,118.900002
"644",119.019997,119.910004,117.769997,119.25,773700,119.25
"645",120.230003,123.459999,119.650002,121.779999,2290600,121.779999
"646",122.739998,123.730003,119.709999,123.589996,1606700,123.589996
"647",121.980003,123.739998,120.849998,123.199997,1618400,123.199997
"648",123.779999,124.699997,120.870003,122.519997,1318000,122.519997
"649",121.629997,125.540001,121.260002,122.099998,1825100,122.099998
"650",121.440002,122.160004,119.139999,121.690002,1410000,121.690002
"651",119.010002,119.860001,112.269997,115.379997,4535900,115.379997
"652",124.889999,128.5,122.5,124.559998,5323200,124.559998
"653",123.029999,130,122.900002,129.399994,2459300,129.399994
"654",130.520004,131.529999,129.660004,131.389999,1527200,131.389999
"655",131.119995,131.5,127.18,128.869995,1336800,128.869995
"656",127.580002,129.509995,126.779999,127.620003,1364600,127.620003
"657",126.889999,129.360001,125.599998,127.529999,1490200,127.529999
"658",125.919998,127.660004,125.459999,126.220001,1731300,126.220001
"659",126.5,127.419998,125.529999,126.160004,1212100,126.160004
"660",126.669998,127.620003,125.900002,127.199997,1488500,127.199997
"661",129.25,130.979996,128.610001,129.860001,1047500,129.860001
"662",129.770004,132.210007,128.809998,131.429993,1142100,131.429993
"663",132.880005,135.699997,131.139999,134.210007,1897600,134.210007
"664",134.339996,134.490005,131.429993,132.389999,964000,132.389999
"665",132.279999,132.529999,128.440002,128.809998,1406200,128.809998
"666",129.710007,130.559998,128.089996,130.490005,1132100,130.490005
"667",131.669998,132.149994,129.860001,130.839996,989800,130.839996
"668",130.779999,131.369995,128.639999,131.220001,723300,131.220001
"669",132.949997,133.460007,131.429993,132.399994,894300,132.399994
"670",133.399994,134.410004,130.649994,131.970001,1116800,131.970001
"671",130.960007,132.679993,130.740005,131.660004,1548900,131.660004
"672",133.199997,134,132.279999,132.740005,1101900,132.740005
"673",134.300003,134.740005,129.940002,131.350006,1169800,131.350006
"674",132.039993,132.130005,130.660004,130.759995,843300,130.759995
"675",130.820007,133.419998,129.779999,132.169998,1396000,132.169998
"676",130.979996,132.259995,126.860001,128.399994,1863500,128.399994
"677",128.619995,128.789993,121.879997,122.620003,3296400,122.620003
"678",124.370003,127.800003,124.370003,126.239998,2774200,126.239998
"679",126.550003,127.400002,125.010002,125.099998,1920000,125.099998
"680",124.199997,129.580002,123.849998,128.630005,1240600,128.630005
"681",128.710007,131.009995,127.199997,130.910004,1351400,130.910004
"682",130.720001,131.360001,126.970001,129.759995,1056200,129.759995
"683",129.559998,132.350006,129.259995,130.589996,1118500,130.589996
"684",131.570007,132,129.369995,130.559998,1138000,130.559998
"685",129.210007,129.800003,125.5,125.730003,1925500,125.730003
"686",126.120003,126.699997,124.150002,125.080002,1407400,125.080002
"687",124.010002,127.68,123.779999,127.239998,1134400,127.239998
"688",127.150002,128.559998,126.540001,126.769997,695100,126.769997
"689",127.089996,127.419998,122.620003,123.970001,916400,123.970001
"690",123.959999,125.900002,122.82,125.339996,811400,125.339996
"691",125.199997,125.980003,122.440002,122.910004,1499000,122.910004
"692",122.269997,122.269997,118.040001,119.660004,2132400,119.660004
"693",119.669998,121.010002,118.029999,120.5,1257500,120.5
"694",120.400002,123.779999,117.400002,123.330002,2199200,123.330002
"695",122.980003,123.760002,121.660004,122.989998,762700,122.989998
"696",119.849998,120.809998,117.269997,119.449997,1822700,119.449997
"697",120.93,122.849998,120.040001,121.870003,1328400,121.870003
"698",121.309998,122.529999,120.290001,122.400002,1222400,122.400002
"699",123.400002,124.339996,122.279999,122.419998,1189800,122.419998
"700",122.360001,122.510002,121.010002,121.160004,926800,121.160004
"701",121.949997,124.089996,121.699997,123.940002,1009600,123.940002
"702",123.169998,123.949997,120.25,121.150002,1310100,121.150002
"703",122.309998,123.919998,121.879997,122.739998,763900,122.739998
"704",122.830002,123.18,120.949997,122.730003,901700,122.730003
"705",123.169998,123.879997,121.480003,123.099998,872100,123.099998
"706",123.870003,124.43,121.769997,121.989998,1169000,121.989998
"707",122.360001,123.910004,121.459999,122.68,911400,122.68
"708",123.599998,125.529999,123.449997,124.339996,1142400,124.339996
"709",124.379997,125.589996,123.419998,125.330002,647500,125.330002
"710",125.809998,126.349998,122.550003,122.779999,1167300,122.779999
"711",122.790001,122.790001,120.709999,121.089996,812200,121.089996
"712",122.019997,123.760002,121.110001,123.129997,878200,123.129997
"713",123.010002,123.25,119.959999,120.349998,1226300,120.349998
"714",121.279999,121.739998,116.800003,116.900002,1984400,116.900002
"715",118.269997,118.400002,116.620003,117.199997,1692900,117.199997
"716",117.989998,118.480003,116.220001,117.25,1492300,117.25
"717",116.989998,117.709999,115.309998,116.68,1491600,116.68
"718",117.860001,118.410004,115.449997,116.910004,2795800,116.910004
"719",117.690002,122.57,116.57,116.959999,3429500,116.959999
"720",115.989998,119.919998,115.370003,119.650002,1814200,119.650002
"721",119.220001,119.379997,117.330002,118.989998,1622100,118.989998
"722",119.559998,120.889999,118.639999,120.269997,1247400,120.269997
"723",120.18,122.5,119.120003,122.300003,832900,122.300003
"724",122.769997,123.860001,121.959999,123.82,1105600,123.82
"725",123.510002,124.029999,122.360001,123.150002,1186900,123.150002
"726",123.620003,124.089996,122.459999,123.650002,925500,123.650002
"727",123.5,124.410004,122.57,123.400002,1359200,123.400002
"728",123.07,123.879997,122.010002,122.540001,964700,122.540001
"729",122.199997,122.610001,117.800003,119.480003,1419500,119.480003
"730",119.879997,120.669998,118.879997,119.360001,913500,119.360001
"731",119.940002,120.699997,118.730003,120.440002,1291100,120.440002
"732",120.970001,121.730003,119.660004,121.580002,717500,121.580002
"733",121.620003,122.889999,120.739998,121.349998,400400,121.349998
"734",121.589996,121.720001,119.330002,120.730003,1137400,120.730003
"735",118.93,123.150002,118.93,123.110001,1688300,123.110001
"736",123.949997,124.129997,121.709999,121.959999,907700,121.959999
"737",121.730003,124.059998,121.139999,123.970001,985800,123.970001
"738",123.75,124.949997,122.849998,123.730003,1023700,123.730003
"739",122.800003,122.989998,119.220001,120.059998,1621600,120.059998
"740",120.779999,122.529999,119.510002,122.290001,1095800,122.290001
"741",122.220001,123.800003,121.169998,122.400002,728700,122.400002
"742",122.139999,125.379997,121.589996,125.269997,1517600,125.269997
"743",125.169998,125.169998,121.730003,121.82,1299600,121.82
"744",122.410004,123.5,121.989998,122.709999,724500,122.709999
"745",122.709999,123.290001,121.510002,122.57,750900,122.57
"746",122.57,122.889999,121.339996,122.459999,1449500,122.459999
"747",122.919998,122.949997,120.910004,121.82,1245000,121.82
"748",122.949997,124.300003,121.540001,123.610001,2133100,123.610001
"749",123.730003,124.239998,122.089996,122.120003,818200,122.120003
"750",122.589996,124.160004,122,123.93,857500,123.93
"751",123.550003,124.339996,123.099998,123.989998,839600,123.989998
"752",124.440002,124.860001,122.849998,124.470001,543800,124.470001
"753",124.470001,124.470001,122.190002,122.349998,587800,122.349998
"754",122.25,122.790001,121.480003,122.43,613700,122.43
"755",123.529999,123.980003,121.400002,122.080002,1114200,122.080002
"756",120.440002,122.5,120.279999,122.209999,729100,122.209999
"757",122.019997,125.129997,121.550003,124.690002,1678700,124.690002
"758",124.589996,126.470001,123.669998,125.510002,1179300,125.510002
"759",125.959999,129,124.82,127.82,1665900,127.82
"760",128.720001,129.550003,127.400002,128.020004,804300,128.020004
"761",127.699997,128.529999,126.639999,126.760002,864800,126.760002
"762",126.919998,128.570007,125.18,128.449997,1061100,128.449997
"763",125.510002,127.529999,124.559998,126.93,1768800,126.93
"764",127.089996,128.009995,126.050003,126.610001,592600,126.610001
"765",126.849998,127.709999,126.279999,127.639999,1041300,127.639999
"766",128.419998,130.419998,127.400002,130.009995,1948900,130.009995
"767",129.070007,130.979996,127.470001,130.389999,1398100,130.389999
"768",131.449997,133.360001,129.699997,130.110001,1023100,130.110001
"769",130.440002,130.869995,128.669998,129.070007,980800,129.070007
"770",128.039993,128.169998,125.160004,125.279999,1267800,125.279999
"771",122.190002,123.959999,121.550003,123.07,1368600,123.07
"772",123.110001,126.690002,123.110001,125.970001,1502300,125.970001
"773",126.980003,127.050003,124.550003,125.910004,934700,125.910004
"774",124.980003,127.599998,124.940002,127.43,1033700,127.43
"775",126.400002,126.889999,124.269997,124.639999,1486200,124.639999
"776",125.239998,126.349998,123.849998,124.349998,1119000,124.349998
"777",126.300003,127.739998,124.800003,126.93,1653600,126.93
"778",122.449997,123.919998,119.309998,120.760002,2982300,120.760002
"779",121.050003,128.050003,121.050003,127.739998,3333700,127.739998
"780",116,117.660004,112.580002,112.599998,8808000,112.599998
"781",112.5,112.599998,109.089996,111,4090400,111
"782",111,112.690002,110,112.389999,2411100,112.389999
"783",112.529999,115.279999,112.010002,114.019997,3782300,114.019997
"784",113.660004,114.260002,111.150002,112.209999,2093300,112.209999
"785",112.580002,114.260002,111.769997,113.43,1117900,113.43
"786",113.239998,114.169998,112.510002,113.43,1231700,113.43
"787",114.099998,114.760002,113.470001,113.540001,1225800,113.540001
"788",113.339996,115.209999,112.75,115.129997,1612100,115.129997
"789",114.699997,116.580002,114.040001,116.029999,2337300,116.029999
"790",114.510002,116.550003,112.739998,113.019997,1960100,113.019997
"791",113.5,114.440002,110.589996,110.970001,2362500,110.970001
"792",111.230003,112.5,109.449997,109.470001,2561800,109.470001
"793",107.559998,111.959999,106.220001,107.839996,2502800,107.839996
"794",106.559998,109.279999,105.269997,107.480003,3384800,107.480003
"795",108.580002,112.129997,107.919998,112.059998,2321900,112.059998
"796",111.75,115.040001,109.809998,111.220001,2073500,111.220001
"797",113.440002,119.790001,113.440002,119.419998,2573300,119.419998
"798",115.949997,119.080002,115.099998,117.269997,2289900,117.269997
"799",113.699997,118.709999,113.470001,117.690002,2426100,117.690002
"800",109.959999,118.029999,109.169998,113.879997,2388800,113.879997
"801",118.599998,118.879997,113.300003,118.75,2474300,118.75
"802",116.440002,119.830002,115.849998,119.050003,2212100,119.050003
"803",112,116.730003,108.349998,108.360001,3587500,108.360001
"804",113.769997,116.730003,109.419998,116.620003,2637100,116.620003
"805",105.839996,115.169998,104.949997,108.010002,2918800,108.010002
"806",110.529999,117.959999,105.150002,116.470001,2956100,116.470001
"807",111.650002,120.5,101.800003,106.620003,4012600,106.620003
"808",107.260002,108.75,102.970001,106.360001,2358000,106.360001
"809",108.519997,110.139999,100,100.150002,4210900,100.150002
"810",102.220001,111.940002,100.349998,109.82,2892900,109.82
"811",114.089996,117.489998,108.389999,112.220001,2642000,112.220001
"812",111.860001,115.300003,108,109.720001,3034300,109.720001
"813",110.25,115.589996,108.610001,115.25,2233700,115.25
"814",113.209999,114.580002,110,111.699997,1880700,111.699997
"815",113.879997,119.889999,112.889999,118.510002,3389300,118.510002
"816",118.339996,120.699997,116.290001,118.610001,3100400,118.610001
"817",115.519997,123.910004,114.660004,116.330002,3031100,116.330002
"818",117.089996,120.120003,115.489998,119.510002,1725800,119.510002
"819",119.339996,121.599998,117.769997,118.489998,1885000,118.489998
"820",120.650002,122.480003,119.010002,121.290001,1626900,121.290001
"821",123.43,123.699997,117.199997,120.059998,2387000,120.059998
"822",121.110001,122.120003,118.709999,119.099998,1706200,119.099998
"823",119.5,121.239998,118.410004,119.400002,1950000,119.400002
"824",118.650002,120.410004,117.269997,120,1641900,120
"825",124.260002,125.669998,122.690002,122.779999,3199800,122.779999
"826",122.489998,126.800003,121.739998,123.5,3584900,123.5
"827",124.360001,127.269997,122.82,126.82,4626500,126.82
"828",125.980003,126.25,121,124.440002,3703400,124.440002
"829",124.239998,125.660004,123.110001,125.349998,1881800,125.349998
"830",126.040001,128.080002,123.379997,125.730003,2502900,125.730003
"831",126.690002,128.059998,123.459999,127.440002,1938000,127.440002
"832",127.57,127.989998,124.120003,124.550003,1485300,124.550003
"833",125.440002,127.980003,124.650002,127.879997,1137800,127.879997
"834",128.220001,129.339996,125.269997,125.93,1236400,125.93
"835",125.459999,125.660004,120.419998,120.510002,1654600,120.510002
"836",120.550003,122.169998,118.010002,121.18,1492400,121.18
"837",120.940002,122.050003,119.370003,121.050003,1210200,121.050003
"838",119.220001,123.480003,119.220001,122.650002,1428300,122.650002
"839",123.610001,125.709999,122.860001,124.910004,1527500,124.910004
"840",126.110001,126.790001,124.129997,125.279999,1578300,125.279999
"841",126.57,128.860001,125.610001,127.730003,1363300,127.730003
"842",128.880005,130.550003,128.009995,128.779999,1442200,128.779999
"843",129.369995,130.779999,127.699997,129.850006,1314400,129.850006
"844",130,134.800003,129.660004,132.589996,2106600,132.589996
"845",133.369995,135.020004,131.309998,131.619995,1448000,131.619995
"846",132.199997,133.889999,129.580002,131.380005,1517700,131.380005
"847",130.940002,131.639999,128.559998,131.529999,1165200,131.529999
"848",129.710007,133.539993,129.5,132.539993,1749300,132.539993
"849",133.25,135.940002,130.25,135.529999,2692500,135.529999
"850",136.339996,143.220001,136.339996,142.240005,3227000,142.240005
"851",143.839996,149.279999,143.820007,146.839996,7065900,146.839996
"852",142.139999,147.75,137.130005,138.190002,7409600,138.190002
"853",139.649994,141.5,138.630005,140.509995,2233800,140.509995
"854",142.440002,142.75,129.809998,130.199997,5916700,130.199997
"855",130.440002,134.699997,126.559998,134.520004,5231800,134.520004
"856",133.919998,136.550003,133.570007,134.070007,2346900,134.070007
"857",135.029999,137.229996,132.710007,136.169998,4593600,136.169998
"858",135.619995,136.589996,134.25,136.220001,1932800,136.220001
"859",135.039993,135.759995,132.339996,134.600006,1801200,134.600006
"860",134,134.009995,128.259995,129.300003,3076100,129.300003
"861",129.110001,130.289993,125.779999,127.589996,2647000,127.589996
"862",125.260002,129.009995,124.860001,128.910004,3318000,128.910004
"863",127.239998,134.979996,125.779999,134.800003,2954800,134.800003
"864",134.970001,136.949997,132.529999,134.410004,1702200,134.410004
"865",135.699997,139.419998,135.190002,137.309998,2133100,137.309998
"866",137.119995,138.080002,134.059998,134.919998,1922300,134.919998
"867",137.589996,137.809998,130.990005,134,2586200,134
"868",134.139999,137.940002,133.880005,137.149994,2109400,137.149994
"869",137.919998,138.690002,135.070007,135.669998,1408100,135.669998
"870",136.160004,139.839996,136.160004,138.919998,2006800,138.919998
"871",139.759995,141.630005,139,141.25,1108100,141.25
"872",142.320007,142.949997,139.460007,142.610001,2896700,142.610001
"873",141.979996,143.199997,139.940002,141.139999,1587500,141.139999
"874",141.699997,145.419998,141.580002,143.369995,1283000,143.369995
"875",142.869995,143.440002,137.399994,139.869995,1479800,139.869995
"876",140.589996,140.759995,137.309998,140.399994,1282100,140.399994
"877",140.5,141.940002,137.539993,141.179993,3061300,141.179993
"878",141.929993,142.009995,136.809998,137.789993,1555300,137.789993
"879",138.369995,140.779999,138.130005,139.570007,3111500,139.570007
"880",138.399994,144.559998,137.5,144.110001,2025400,144.110001
"881",145.009995,146.089996,143.509995,144.399994,1578700,144.399994
"882",145,147.800003,144.339996,145.679993,2321300,145.679993
"883",146.050003,149.869995,145.679993,147.270004,1680200,147.270004
"884",148.740005,148.75,145.479996,147.820007,1557100,147.820007
"885",149,151.320007,148.240005,150.759995,1151600,150.759995
"886",150.850006,154.880005,150.229996,153.910004,1313400,153.910004
"887",154.460007,155.990005,146.149994,146.820007,1671500,146.820007
"888",145.509995,151.279999,144.139999,151.050003,1284200,151.050003
"889",150.020004,152.050003,147.949997,151.279999,1499600,151.279999
"890",150.520004,151.169998,148.119995,150.309998,786400,150.309998
"891",150.679993,151.139999,148.710007,150.580002,1055400,150.580002
"892",151.139999,155.210007,150.880005,154.699997,846500,154.699997
"893",155.630005,156.320007,152.449997,153.059998,850800,153.059998
"894",153.580002,155.479996,153.089996,154.050003,717800,154.050003
"895",155.509995,155.880005,151.020004,151.479996,895800,151.479996
"896",150.039993,156.679993,148.880005,156.020004,1641900,156.020004
"897",157.160004,160.259995,156.669998,159.240005,1144100,159.240005
"898",158.110001,158.940002,156.020004,156.410004,732500,156.410004
