"","WM.Open","WM.High","WM.Low","WM.Close","WM.Volume","WM.Adjusted"
"445",89.900002,91.050003,89.870003,90.879997,2166900,86.01754
"446",90.82,91.660004,90.489998,91.269997,2248800,86.386673
"447",90.800003,91.410004,90.18,90.300003,4325200,85.468582
"448",90.290001,90.730003,88.010002,88.040001,2726400,83.329483
"449",88.82,89,87.790001,88.550003,2728100,83.812218
"450",88.379997,89.120003,88.309998,88.43,2259000,83.698639
"451",88.790001,90.32,88.610001,90.25,1195900,85.421257
"452",90.25,90.690002,89.300003,90.139999,1160500,85.317131
"453",90.349998,90.709999,89.669998,90.110001,1482100,85.28875
"454",90.059998,90.790001,90.059998,90.440002,1376100,85.601074
"455",90.839996,90.870003,89.639999,89.919998,2180800,85.10891
"456",89.019997,89.290001,87.580002,88.379997,1785300,83.651314
"457",88.050003,88.309998,86.940002,87.220001,2050500,82.55336
"458",87.199997,87.919998,83.220001,84.839996,2942400,80.300705
"459",84.239998,85.349998,83.279999,84.93,3062700,80.385887
"460",85.800003,87.370003,85.580002,86.410004,3035200,81.786697
"461",86.75,88.959999,86.57,88.82,2636600,84.067764
"462",89.110001,90.129997,88.269997,89.470001,2025000,84.682968
"463",89.660004,89.93,88.07,88.089996,2732400,83.376808
"464",88.260002,88.260002,86.370003,87,2377800,82.345131
"465",87.330002,88.360001,87.199997,87.779999,2522600,83.083405
"466",87.940002,88.190002,86.610001,87.830002,2049800,83.13073
"467",88.300003,89.449997,87.849998,89.43,2581700,84.645111
"468",89.489998,90.290001,89.230003,89.889999,2532100,85.080513
"469",89.730003,90.720001,89.730003,90.459999,1709500,85.620003
"470",90.599998,91.82,90.459999,90.860001,1858600,85.998627
"471",91.089996,91.489998,90.279999,90.779999,1612600,85.922905
"472",90.910004,91.639999,90.440002,91.010002,2470500,86.140587
"473",90.419998,92.059998,89.699997,91.980003,1994800,87.058693
"474",91.769997,92.779999,91.730003,92.620003,2351800,87.664436
"475",92.620003,93.290001,92.199997,92.650002,1930300,87.692841
"476",92.43,92.809998,91.330002,91.449997,1788400,86.557045
"477",91.629997,91.629997,90.860001,91.110001,2296600,86.235237
"478",90.940002,91.5,90.260002,90.839996,431200,85.979675
"479",91.309998,91.870003,90.790001,91.440002,1093900,86.547592
"480",91.25,91.550003,90.620003,91.410004,1600100,86.519188
"481",91.660004,92.959999,91.410004,92.809998,1584600,87.844276
"482",92.400002,93.160004,92.120003,92.720001,1118600,88.201012
"483",93.089996,94.080002,92.889999,93.75,2505000,89.180809
"484",94.400002,94.5,92.290001,93.080002,3700400,88.543457
"485",94.25,95.489998,92.449997,92.620003,4166700,88.105873
"486",92.220001,92.860001,90.370003,92.860001,2898800,88.334175
"487",92.709999,93.529999,90.889999,91.209999,1824600,86.764595
"488",91.440002,91.489998,90.019997,91.269997,1721800,86.821663
"489",92.190002,92.480003,91.160004,91.470001,1710500,87.011932
"490",92.07,92.599998,90.809998,90.889999,2229600,86.46019
"491",90.82,91.57,90.589996,91.379997,1644300,86.926315
"492",90.860001,91.730003,90.690002,91.139999,1823100,86.698013
"493",91.150002,91.220001,88.620003,89.050003,3171700,84.709877
"494",89.639999,90.029999,88.699997,89.190002,2340700,84.843056
"495",88.980003,89.629997,87.349998,87.919998,2733600,83.634941
"496",87.779999,88.330002,86.690002,87.949997,2975000,83.663483
"497",87.989998,89.129997,87.550003,88.010002,4580000,83.720558
"498",87.589996,87.589996,83.68,83.699997,1441500,79.620613
"499",84,86.940002,83.489998,86.940002,1480300,82.702721
"500",86.300003,88.129997,85.300003,88.099998,2007300,83.80619
"501",88.5,89.370003,87.5,87.949997,1642600,83.663483
"502",88.32,89.010002,88.029999,88.989998,1281100,84.652786
"503",88.099998,88.760002,87.43,88.720001,1919100,84.395966
"504",88.239998,88.839996,87.32,88.480003,3343700,84.167648
"505",89,90.860001,89,90.830002,2433700,86.403114
"506",90.610001,91.760002,90.449997,91.050003,2859400,86.612396
"507",91.440002,92.470001,90.980003,92.339996,2164000,87.839531
"508",92.160004,92.459999,91.190002,91.870003,1938900,87.392433
"509",92.550003,93.25,91.699997,93.190002,1771500,88.648102
"510",93.260002,93.660004,92.879997,93.650002,1785100,89.085678
"511",93.080002,93.709999,92.57,93.110001,1771200,88.571991
"512",93.230003,93.879997,93.18,93.779999,1087400,89.209343
"513",93.830002,93.849998,92.480003,92.699997,1950600,88.181969
"514",92.5,93.330002,92.489998,93.32,1741400,88.771767
"515",93.57,94.779999,93.080002,94.470001,2284200,89.865715
"516",94.32,95.199997,93.839996,94.879997,2202500,90.25573
"517",94.970001,95.150002,94.470001,94.910004,1297500,90.284271
"518",94.900002,95.080002,94.209999,94.410004,1649200,89.80864
"519",94.870003,95.5,94.540001,94.900002,1878900,90.27475
"520",94.43,94.889999,93.849998,94.5,1332300,89.894249
"521",94.559998,95.650002,94.339996,94.760002,1527300,90.141579
"522",95.080002,95.230003,93.980003,94.940002,2596600,90.312805
"523",95.099998,96.150002,94.480003,95.669998,3409700,91.007225
"524",96,96.25,95.089996,95.470001,1937300,90.816978
"525",95.349998,96,94.879997,96,1508500,91.321136
"526",96.269997,97.220001,96.220001,97.209999,2099400,92.472168
"527",97.040001,97.040001,96.230003,96.660004,1624700,91.948982
"528",96.019997,96.919998,95.989998,96.889999,1433600,92.16777
"529",96.489998,97.419998,95.93,97.419998,1862600,92.671928
"530",97.669998,98.540001,97.080002,97.370003,1722200,92.624374
"531",97.68,98.690002,97.480003,98.650002,1515400,93.841988
"532",98.639999,98.989998,97.980003,98.559998,1968000,93.756371
"533",97.5,100,97.220001,98.839996,2285000,94.022713
"534",99.900002,100.160004,98.620003,99.059998,2412100,94.231995
"535",99,99.220001,98.580002,99.080002,2185100,94.251038
"536",99.230003,99.25,98.730003,99.18,1793800,94.346161
"537",99.239998,99.5,98.769997,99.32,1635000,94.479332
"538",99.32,99.82,99.029999,99.730003,1212100,94.869354
"539",100,100.139999,99.239998,99.300003,1295300,94.46032
"540",99.519997,99.940002,99.239998,99.43,1316900,94.583984
"541",99.209999,100.349998,99.209999,100.239998,1284400,95.3545
"542",100.290001,101.349998,100.209999,101.25,2129800,96.315262
"543",101.519997,101.779999,100.550003,101,1610300,96.077454
"544",101.510002,101.650002,99.690002,100.239998,1641600,95.3545
"545",100.199997,100.620003,99.709999,99.709999,1561700,94.850327
"546",99.800003,100.400002,99.699997,99.809998,1539800,94.945442
"547",99.269997,99.830002,98.900002,99.699997,1946800,95.330772
"548",99.110001,99.449997,98.190002,98.949997,1306000,94.613663
"549",98.919998,99.879997,98.900002,99.849998,1784500,95.47422
"550",100,100.650002,99.559998,100.510002,1693400,96.105293
"551",100.870003,101.099998,100.470001,101.080002,1255200,96.65033
"552",101.099998,101.220001,100.5,101.160004,1196900,96.726814
"553",101.029999,101.400002,100.339996,100.970001,5058700,96.545135
"554",100.860001,101.449997,100.57,101.400002,1623300,96.956291
"555",101.470001,101.949997,100.82,101.260002,1176600,96.822426
"556",101.300003,101.550003,100.669998,100.800003,1522800,96.382591
"557",100.760002,102.099998,100.599998,101.949997,964700,97.48217
"558",101.730003,102.639999,101.410004,101.900002,1531600,97.434372
"559",102.129997,103.139999,101.910004,102.18,1459300,97.702103
"560",102.699997,103.529999,102.470001,103.489998,1490400,98.954704
"561",103.410004,103.940002,102.610001,102.949997,1371200,98.438362
"562",103.129997,103.669998,102.980003,103.43,968600,98.897331
"563",103.889999,104,103.330002,103.910004,1977000,99.356308
"564",104.580002,104.800003,103.010002,104.019997,1419100,99.461472
"565",104.029999,104.339996,103.480003,104,1150700,99.44236
"566",104.07,104.510002,103.410004,104.019997,1986600,99.461472
"567",102.970001,103.550003,101.940002,102,1670000,97.529999
"568",102.150002,102.410004,101.940002,102.199997,2490100,97.721222
"569",102.190002,102.239998,100.93,102.089996,2834800,97.616066
"570",101.959999,102.129997,101.339996,101.639999,1345800,97.185776
"571",102.379997,103.099998,101.75,102.93,1882000,98.41925
"572",100.160004,100.809998,97.550003,100.57,3433500,96.162666
"573",101.040001,101.82,100.470001,101.790001,1232800,97.329201
"574",105.290001,105.68,103.139999,104.260002,2907600,99.690964
"575",104.68,104.870003,103.970001,104.440002,1373400,99.863083
"576",104.910004,105.610001,104.5,105.150002,1717700,100.541954
"577",105.260002,106.010002,104.82,105.779999,2195400,101.144348
"578",105.489998,106.050003,105.150002,105.75,1292300,101.115662
"579",105.669998,106.269997,105.07,106.220001,1560500,101.565071
"580",106.18,106.790001,105.790001,106.110001,1703700,101.459877
"581",107,107.25,105.360001,105.519997,1600400,100.895737
"582",105.769997,106.370003,105.419998,105.82,1067400,101.182587
"583",105.900002,106.709999,105.900002,106.449997,1294700,101.784981
"584",106.760002,107.449997,106.040001,107.339996,1410000,102.635986
"585",107.25,107.260002,105.970001,106.050003,964000,101.402519
"586",105.900002,106.339996,105.330002,106.169998,1323600,101.517258
"587",106.470001,106.620003,105.82,106.400002,1677400,101.737175
"588",105.330002,106.07,105.139999,105.889999,1377700,101.249519
"589",105.279999,105.559998,104.050003,104.720001,1330000,100.130798
"590",104.589996,105.449997,104.300003,104.82,1079800,100.226402
"591",104.400002,105.239998,103.839996,105.220001,1011100,100.608894
"592",105.080002,107.230003,104.599998,106.989998,1565500,102.301323
"593",105.760002,106.699997,105.279999,106.5,1543400,101.832779
"594",106.889999,107.480003,106.220001,106.260002,1586400,101.60331
"595",106.220001,107.540001,105.75,107.290001,1277600,102.588173
"596",107.730003,108.75,107.32,108,1210000,103.267067
"597",107.370003,108.910004,107.339996,108.129997,1362400,103.391357
"598",107.879997,108.919998,107.699997,108.400002,1372600,103.649521
"599",109.099998,109.599998,108.830002,109.290001,1338100,104.500519
"600",109.260002,109.660004,108.839996,109.43,1447500,104.634392
"601",109.099998,109.639999,108.720001,109.589996,1412100,104.787376
"602",109.720001,109.989998,108.339996,108.43,1200100,103.678223
"603",108.82,109,107.75,108.169998,3224300,103.429604
"604",107.709999,107.949997,106.690002,107.239998,2009600,102.540367
"605",107.25,108.709999,107,108.410004,2161900,103.659088
"606",107.910004,109.529999,107.800003,109.349998,2413100,104.557884
"607",110.629997,111.830002,110.25,111.370003,2752100,106.489372
"608",111.550003,111.879997,110.370003,111.449997,2366200,106.565857
"609",111.410004,113.5,111.330002,113.440002,2220000,108.468658
"610",113.139999,113.839996,112.620003,113.57,1974200,109.086273
"611",114.239998,115.419998,114.050003,114.360001,1566400,109.845085
"612",114.389999,114.779999,113.519997,113.82,1458700,109.326385
"613",114.230003,114.480003,112.559998,113.139999,1398100,108.673241
"614",113.239998,114.379997,113.150002,114.160004,1259800,109.652985
"615",114.410004,114.599998,113.269997,113.650002,1309500,109.163116
"616",113.769997,114.809998,113.110001,114.580002,1345600,110.056396
"617",114.910004,114.989998,113.940002,113.970001,978700,109.470474
"618",114.190002,114.669998,113.879997,113.900002,1286300,109.403236
"619",113.900002,114.730003,113.529999,114.419998,1413600,109.90271
"620",114.82,116.290001,114.720001,116.059998,2456900,111.477966
"621",116.440002,116.809998,115.739998,115.839996,2675600,111.266647
"622",116.199997,117.139999,115.919998,116.970001,1520400,112.352043
"623",117.269997,117.339996,116.410004,116.419998,1447500,111.823746
"624",116.089996,116.449997,114.309998,114.589996,1949800,110.06601
"625",114.769997,116.010002,114.629997,115.839996,1055300,111.266647
"626",115.879997,116.330002,115.349998,115.370003,2462500,110.815216
"627",116.099998,116.309998,114.440002,115.290001,1939000,110.738365
"628",115.660004,116.110001,115.290001,115.889999,1906900,111.314667
"629",116.43,117.269997,116.279999,117.209999,1311100,112.582565
"630",117.010002,117.209999,116.010002,116.480003,1088800,111.881386
"631",116.599998,116.989998,116.120003,116.889999,2160000,112.275192
"632",116.849998,117.199997,116.410004,117.010002,1432300,112.390465
"633",117.010002,118.110001,116.989998,117.790001,1616400,113.139671
"634",117.610001,118.019997,116.949997,117.25,1997600,112.620964
"635",117.779999,118.089996,116.790001,117.910004,1323600,113.254936
"636",117.959999,118.150002,117.480003,118.029999,1236000,113.370186
"637",118,118.709999,117.769997,118.169998,1433800,113.504662
"638",118.5,118.889999,118.190002,118.190002,1291400,113.523865
"639",117.18,117.989998,116.449997,117.970001,1548900,113.312561
"640",117.980003,118.029999,116.660004,116.790001,1214600,112.179146
"641",116.900002,117.410004,116.370003,117.129997,1183200,112.505707
"642",117.790001,117.970001,116.57,117.190002,1473900,112.563347
"643",116.839996,117,115.239998,115.800003,2279500,111.228241
"644",115.800003,117.739998,115.5,116.720001,2341600,112.111908
"645",116.800003,118.709999,116.480003,118.5,1845600,113.821648
"646",118.400002,118.639999,117.480003,117.959999,1308500,113.302948
"647",117.720001,118.669998,117.57,118.010002,1244000,113.350967
"648",118.059998,118.449997,115.940002,117,1438300,112.380852
"649",116.989998,118.129997,116.099998,116.25,1717000,111.660461
"650",116.400002,117.610001,115.980003,116.730003,1612600,112.121521
"651",115.660004,116.379997,112.870003,113.769997,2909600,109.278366
"652",114,116.220001,113.510002,116.099998,1868800,111.51638
"653",115.089996,117.459999,114.370003,116.849998,1523100,112.236778
"654",117.080002,118.669998,116.57,118.470001,1459100,113.792816
"655",118.739998,119.559998,118.029999,119.059998,2242400,114.359528
"656",119.059998,119.209999,117.279999,117.730003,1044000,113.082039
"657",117.239998,119.449997,117.239998,119.019997,1979800,114.321098
"658",118.529999,118.809998,115.959999,116,3009300,111.420334
"659",116.300003,118.540001,116.050003,118.199997,2133900,113.533478
"660",118.669998,119.510002,118.449997,119.120003,1613400,114.417152
"661",119.540001,120.580002,119.25,120.019997,2770600,115.281624
"662",119.68,119.989998,118.040001,118.110001,1566300,113.447021
"663",118.639999,119.239998,118.279999,118.709999,1479800,114.023346
"664",118.639999,119.010002,117.800003,118.07,1358400,113.408607
"665",117.860001,118.440002,115.360001,115.93,1987900,111.353111
"666",116.400002,117.089996,115.809998,117.050003,1586700,112.428879
"667",117.809998,118.599998,117.410004,117.75,1148300,113.101242
"668",117.510002,118.480003,116.800003,118.25,1109800,113.581497
"669",119,119.440002,118.07,119.32,1132200,114.609261
"670",120.089996,120.489998,118.959999,119.349998,1149600,114.638069
"671",119.610001,120.239998,119.099998,119.529999,1204300,114.810951
"672",120,120.739998,119.669998,120.650002,1213800,115.886749
"673",121.239998,121.769997,118.900002,119.089996,1671100,114.876793
"674",119.080002,119.68,118.839996,119.330002,941500,115.108299
"675",119.339996,119.5,117.379997,117.620003,1427900,113.458809
"676",116.860001,117.040001,112.160004,113.68,3654400,109.658195
"677",113.809998,114.379997,111.129997,112.220001,2830500,108.249847
"678",112.690002,113.879997,112.510002,113.07,1726700,109.069771
"679",113.480003,114.349998,111.790001,111.949997,1661200,107.989395
"680",111.559998,112.010002,111.099998,111.900002,2077800,107.941162
"681",112.440002,114.18,112.199997,113.860001,2547500,109.831818
"682",114.029999,114.379997,113.089996,114.330002,1017700,110.285194
"683",114.940002,115.800003,114.489998,114.730003,1324700,110.671051
"684",115.169998,115.610001,114.779999,115.279999,1984100,111.201584
"685",115.349998,115.870003,114.68,114.949997,1093000,110.883263
"686",115.07,116.160004,114.5,115.120003,1646600,111.047249
"687",115.160004,115.459999,113.830002,113.919998,1470300,109.889694
"688",114.18,115.690002,113.709999,115.089996,2398000,111.018303
"689",115.43,115.720001,112.68,113.589996,1693100,109.571381
"690",113.589996,115.209999,113.529999,115,1707400,110.93148
"691",115.150002,115.970001,114.5,114.870003,2576500,110.806084
"692",114.139999,115.07,113.510002,114.769997,2892900,110.709625
"693",114.580002,115.529999,114.029999,114.989998,2608800,110.921837
"694",115.529999,117.040001,115.410004,116.610001,2890900,112.484528
"695",116.370003,116.459999,115.5,115.709999,1299900,111.616379
"696",115,115.940002,114.300003,114.769997,1390900,110.709625
"697",115.099998,115.949997,114.57,115.599998,1358800,111.510254
"698",115.5,117.790001,115.459999,117.440002,1918100,113.285172
"699",118.019997,118.300003,116.260002,116.339996,1537500,112.224068
"700",116.610001,117.660004,115.970001,116.150002,962400,112.040802
"701",116.580002,117.040001,115.519997,115.650002,1853700,111.558495
"702",115.339996,115.389999,113.400002,114.900002,2126700,110.835014
"703",115.230003,116.529999,115.099998,116.279999,1681700,112.166199
"704",115.040001,117.279999,114.610001,117.050003,2615000,112.908966
"705",117.540001,117.690002,116.110001,117.269997,1931100,113.12117
"706",117.300003,118.279999,116.660004,116.919998,1817100,112.783546
"707",116.629997,117.690002,113.169998,113.370003,3138700,109.359154
"708",113.510002,113.660004,111.110001,113.169998,2455400,109.166222
"709",113.150002,113.5,110.839996,111.349998,2380400,107.410614
"710",111.239998,111.620003,110.849998,111.279999,1519700,107.343102
"711",111.07,112.93,110.860001,112.029999,1702200,108.066551
"712",112.559998,113.239998,111.75,112.669998,1164600,108.683922
"713",112.599998,113.389999,111.690002,112.209999,1664200,108.240196
"714",112.519997,112.690002,110.82,111.230003,1864900,107.294876
"715",111.209999,111.470001,110.279999,110.82,2181900,106.899368
"716",110.620003,110.809998,107.870003,108.309998,3574600,104.478172
"717",107.910004,109.93,107.769997,109.93,1884200,106.040863
"718",110.099998,110.550003,109.339996,110.349998,2329400,106.445992
"719",110.07,111.139999,110.059998,111.029999,1222000,107.101929
"720",110.940002,111.290001,110.029999,110.470001,1094300,106.561745
"721",110.5,110.82,109.68,110,1603000,106.108376
"722",110.059998,111.339996,109.690002,110.940002,1462700,107.015121
"723",110.970001,112.220001,110.860001,112.050003,1378700,108.085854
"724",112.300003,112.5,111.620003,112.160004,2030800,108.191963
"725",112.150002,112.949997,111.93,112.400002,1927000,108.42347
"726",112.410004,112.93,111.860001,112.529999,1996500,108.548874
"727",112.589996,113.709999,111.870003,112.57,1876600,108.587456
"728",112.599998,112.849998,111.029999,111.209999,1836900,107.275574
"729",110.82,111.419998,109.669998,110.769997,2007900,106.851135
"730",110.860001,111.809998,110.269997,110.309998,1929500,106.40741
"731",110.360001,113.019997,110.279999,112.879997,3499100,108.886482
"732",113.110001,113.379997,112.699997,112.940002,1589200,108.944366
"733",113.010002,113.459999,112.610001,112.910004,706900,108.915428
"734",112.720001,113.110001,111.620003,111.650002,1495400,107.700012
"735",111.489998,112.839996,111.209999,112.029999,1811700,108.066551
"736",111.949997,113.580002,111.949997,112.860001,1845500,108.867195
"737",112.519997,112.75,111.129997,111.470001,2525600,108.017365
"738",112.139999,112.489998,111.389999,111.620003,1212300,108.162712
"739",111.589996,111.860001,111.25,111.769997,2105600,108.308067
"740",111.830002,112.230003,111.190002,111.260002,1419200,107.813866
"741",111.349998,111.910004,110.860001,111.400002,1476500,107.949524
"742",111.25,111.57,110.110001,110.660004,1826200,107.232452
"743",110.440002,112.050003,110.160004,112.019997,1846100,108.550323
"744",112.580002,112.699997,111.5,112.029999,1537600,108.560013
"745",112.940002,113.690002,112.620003,112.959999,1766500,109.461212
"746",113.019997,113.389999,111.949997,112.580002,1833400,109.092979
"747",112.639999,113.150002,112.360001,112.480003,1677200,108.996094
"748",113.459999,113.559998,112.260002,113.160004,2840700,109.655022
"749",113.169998,113.489998,112.720001,112.910004,921200,109.412766
"750",112.800003,112.870003,112.059998,112.599998,498800,109.112366
"751",112.720001,113.190002,112.529999,113.18,798200,109.674393
"752",113.089996,113.93,112.809998,113.889999,804600,110.362404
"753",113.5,113.849998,113.099998,113.769997,1058500,110.246117
"754",113.690002,114.150002,113.18,113.959999,1248600,110.430237
"755",114.089996,114.220001,112.5,114.220001,2071700,110.682182
"756",113.150002,115.470001,113.099998,115.330002,1424900,111.757805
"757",114.599998,115.949997,114.510002,115.93,1840700,112.339218
"758",115.529999,116.199997,114.879997,116.010002,2325500,112.41674
"759",116.099998,116.480003,115.68,116.080002,1824600,112.484573
"760",116.18,117.120003,116.040001,116.129997,1634200,112.533012
"761",116.300003,116.559998,115.800003,116.199997,1289600,112.600853
"762",116.459999,118,116.349998,117.660004,1340900,114.015633
"763",117.68,118.32,117.360001,118.07,1622400,114.412933
"764",118.209999,119.160004,117.849998,118.220001,1273000,114.558289
"765",118.709999,119.760002,118.529999,119.489998,1725800,115.788948
"766",119.720001,120.209999,119.419998,119.650002,1988000,115.943985
"767",119.360001,120.529999,119.269997,120.410004,1642200,116.680473
"768",120.800003,121.300003,120.239998,120.32,1378200,116.593246
"769",120.220001,121.150002,119.580002,121.139999,1740600,117.38784
"770",121.32,121.93,120.480003,121,1052900,117.252182
"771",120.269997,121.309998,119.830002,121.190002,1191100,117.436287
"772",121.260002,121.870003,120.540001,121.050003,1395800,117.300636
"773",121.300003,121.860001,120.809998,121.470001,1641400,117.707619
"774",121.050003,122.839996,120.580002,122.760002,1155800,118.957664
"775",122.459999,123.199997,121.089996,121.699997,1657500,117.930496
"776",122.160004,123.230003,122.089996,122.690002,1246300,118.889832
"777",123.309998,123.769997,122.790001,122.860001,1145300,119.054573
"778",122.879997,123.739998,122.459999,123.610001,1601300,119.781342
"779",123.330002,124.139999,123.209999,123.739998,1171700,119.907318
"780",124.129997,124.370003,123.629997,123.910004,1292400,120.072052
"781",124.239998,125.290001,124.110001,125.040001,1233900,121.167046
"782",125.389999,125.470001,124.75,124.980003,1504600,121.10891
"783",124.550003,125.639999,123.279999,125.610001,2028500,121.719383
"784",125,125.209999,122.910004,124.230003,2107100,120.382126
"785",124.599998,125.75,124.010002,125.75,1299900,121.855057
"786",125.739998,126.459999,125.269997,126.220001,2094300,122.310501
"787",126.25,126.790001,125.220001,125.230003,1431500,121.351166
"788",124.739998,125.279999,123.190002,124.050003,2352800,120.207718
"789",123.959999,124.849998,123.669998,124.559998,2058000,120.701904
"790",121.919998,124.580002,121.660004,123.989998,2324900,120.149567
"791",124.379997,125.760002,121.800003,121.949997,3080300,118.17276
"792",121.610001,123.349998,120.910004,120.93,2694700,117.184341
"793",120.209999,121.260002,113.519997,113.620003,4280200,110.100769
"794",111.129997,111.980003,106.610001,110.809998,6444500,107.377808
"795",111.839996,117.199997,111.82,117.029999,4006600,113.405144
"796",117.580002,119.010002,112.339996,112.709999,4321500,109.218956
"797",116.980003,120.550003,116.120003,120.290001,3474800,116.564171
"798",117.959999,120.099998,116.809998,117.709999,3226100,114.583237
"799",114.43,117.610001,114.029999,117.129997,2701800,114.018639
"800",110.160004,115.290001,109.269997,112.07,3516200,109.093048
"801",114.43,115.169998,109.370003,113.459999,4783300,110.446121
"802",110.540001,113.699997,108.739998,109.970001,2750400,107.048836
"803",102.949997,104.400002,97.639999,97.739998,5118700,95.1437
"804",101.110001,105.32,97.360001,105.32,5971400,102.522354
"805",90,105.690002,85.5,99.889999,5165900,97.23658
"806",100.720001,110.849998,100.720001,108.93,5104000,106.036461
"807",102.650002,105.989998,98.860001,102.459999,4560200,99.738312
"808",101.860001,102.639999,97.919998,99.849998,4052100,97.197655
"809",100.099998,100.550003,96.610001,98.309998,6880200,95.698563
"810",98.690002,99.5,87.080002,87.870003,6777400,85.535881
"811",91.190002,93.57,90,92.07,4782900,89.624313
"812",91.860001,93.699997,85.339996,90.940002,6434400,88.52433
"813",90.900002,98.220001,90.75,97.68,5056600,95.085297
"814",95.300003,98.349998,93.57,95.300003,4126100,92.768517
"815",96.139999,97.669998,92.599998,94.599998,3812000,92.087105
"816",93.580002,93.739998,90.82,92.559998,4798600,90.101303
"817",90.150002,90.300003,86.900002,88.43,3437900,86.081001
"818",87.599998,91.879997,87.349998,91.139999,3859600,88.719017
"819",90.610001,91.559998,87.959999,89.019997,2702600,86.655334
"820",92.010002,92.449997,90.540001,91.290001,5680000,88.865028
"821",95.510002,95.510002,91.169998,91.43,5158500,89.00132
"822",92.220001,96.190002,90.910004,95.620003,3765200,93.080017
"823",96.550003,101.959999,96.529999,99.849998,3557900,97.197655
"824",99.639999,100.639999,96.080002,96.75,1978000,94.179993
"825",98.800003,99.93,96.910004,99.629997,3052400,96.98349
"826",97.400002,97.93,95.809998,96.629997,2212900,94.063187
"827",96.919998,97.699997,95.440002,97.550003,2083000,94.958748
"828",99.959999,100.68,98.419998,100.269997,2917200,97.606491
"829",98.870003,100.040001,98.139999,98.199997,1427100,95.591484
"830",96.160004,98.160004,95.709999,96.730003,2420200,94.16053
"831",98.029999,99.290001,97.379997,98.760002,2369400,96.136612
"832",98.510002,99.839996,97.669998,97.790001,1956700,95.192375
"833",98.080002,99.029999,96.809998,98.480003,1559900,95.864052
"834",99.239998,101.730003,99.040001,101.129997,1641300,98.443657
"835",102.889999,103.190002,100.07,101.660004,2446500,98.959564
"836",102.910004,103.040001,100.510002,100.940002,2322800,98.258713
"837",100,100.349998,98.120003,100.019997,1823600,97.363129
"838",98.660004,98.660004,97.080002,98.209999,1601800,95.601212
"839",97.809998,99.839996,97.269997,99.559998,1680300,96.915359
"840",99.93,100.449997,98.610001,99.019997,3045000,96.389694
"841",100.5,100.610001,95.730003,96.800003,4564100,94.228676
"842",98.449997,102.349998,98.099998,101.449997,2504000,98.755142
"843",101.959999,102.940002,100.330002,100.970001,1761600,98.287903
"844",100.010002,101.230003,99.260002,100.5,1487400,97.830383
"845",100.989998,100.989998,98.190002,98.309998,2141900,95.698563
"846",98.25,98.800003,96.080002,96.519997,2246500,93.956108
"847",95.809998,97.339996,94.129997,97.18,2324200,94.598579
"848",96.360001,97.32,95.110001,95.93,3174000,93.381775
"849",98.709999,100.529999,98.18,99.660004,2943700,97.012695
"850",99.349998,100.040001,98.300003,98.330002,1773000,95.71804
"851",99.080002,100.559998,98.089996,99.449997,1601800,96.808273
"852",99.040001,100.110001,98.629997,98.93,1361800,96.302094
"853",98.879997,99,98.129997,98.919998,1079000,96.292358
"854",100.57,102.529999,100.510002,101.599998,2088000,98.901169
"855",102.690002,104.5,102.43,104.300003,2842100,101.529442
"856",105.349998,107.269997,105.089996,106.5,2681400,103.671005
"857",107.150002,107.449997,106.150002,106.75,3078800,103.91436
"858",107,107.110001,105.949997,106.010002,1629000,103.194031
"859",106.019997,108.029999,105.550003,107.43,1773400,104.576302
"860",108.349998,110.68,107.75,110.209999,2336100,107.282455
"861",109,109.629997,107.110001,107.989998,1728000,105.643845
"862",109.93,112.800003,108.739998,112.199997,2931700,109.762383
"863",111.860001,113.57,111.459999,113.529999,2422300,111.063484
"864",112.050003,112.400002,110.25,111.25,2820200,108.833015
"865",111.690002,111.839996,108.959999,109.330002,2109900,106.954742
"866",107.160004,107.660004,103.120003,103.199997,2826000,100.957909
"867",105.419998,106.220001,101.860001,103.889999,2581500,101.632912
"868",101.639999,105.480003,101.550003,104.489998,2064200,102.219887
"869",107,107.57,104.330002,105.699997,2094200,103.403595
"870",106.599998,106.639999,105.25,105.699997,1254700,103.403595
"871",105.279999,105.699997,104.120003,104.639999,1200900,102.366631
"872",106.269997,106.730003,101.730003,101.769997,3413300,99.558968
"873",101.940002,103.790001,101.080002,103.699997,2161100,101.447044
"874",104.550003,104.940002,102.989998,103.860001,1954000,101.603577
"875",103.419998,103.550003,101.269997,101.370003,2893400,99.167671
"876",101,103.050003,100.449997,102.389999,3195700,100.165504
"877",102.459999,103.459999,102.099998,102.809998,5907700,100.576378
"878",103.589996,103.870003,102.370003,103.559998,1952200,101.310081
"879",103.529999,106.300003,103.360001,105.910004,1929300,103.609032
"880",105.910004,106.370003,104.720001,105.089996,1255000,102.806847
"881",105.669998,106.160004,104.75,104.970001,1438600,102.689461
"882",105.790001,106.089996,104.419998,105.209999,1868200,102.924232
"883",104.720001,105.260002,104.32,104.620003,1585000,102.347061
"884",104.050003,104.510002,102.480003,103.120003,1728400,100.879646
"885",102.879997,103,100.949997,102.080002,2029500,99.862251
"886",102.019997,103.860001,102.019997,103.82,1189200,101.564445
"887",104.330002,105.449997,103.720001,104.330002,2439500,102.063362
"888",104.5,106.230003,104.459999,106.199997,1811800,103.892731
"889",106.919998,107.389999,106.269997,106.790001,2015600,104.46991
"890",106.589996,108.150002,106.519997,107.459999,1637200,105.125359
"891",107.919998,109.389999,107.389999,108.699997,3224700,106.338417
