"","WM.Open","WM.High","WM.Low","WM.Close","WM.Volume","WM.Adjusted"
"40",73.349998,73.650002,72.849998,73.370003,1746800,66.818306
"41",73.150002,73.550003,73.059998,73.279999,1108200,66.73632
"42",73.269997,73.290001,72.68,72.830002,2133800,66.326515
"43",72.580002,73.080002,72.43,73.010002,1994600,66.490448
"44",72.849998,73.260002,72.68,72.699997,1762500,66.208107
"45",72.209999,72.580002,72.010002,72.190002,1517300,66.130264
"46",72.209999,72.410004,71.940002,72.300003,1568300,66.231018
"47",72.540001,73.099998,72.510002,73,1638900,66.872261
"48",72.870003,73.150002,72.669998,73.099998,1359600,66.963875
"49",73.089996,73.220001,72.720001,72.980003,1070100,66.853951
"50",73.029999,73.860001,72.860001,73.779999,1575600,67.5868
"51",73.650002,73.900002,72.940002,73.110001,1462400,66.973038
"52",73.360001,73.790001,73.169998,73.540001,3203300,67.366943
"53",73.580002,73.610001,73.07,73.110001,1444800,66.973038
"54",73.349998,73.370003,72.410004,72.519997,2194400,66.432571
"55",72.779999,72.949997,72.540001,72.650002,1399200,66.551643
"56",72.559998,72.889999,72.470001,72.559998,1213500,66.4692
"57",72.599998,72.870003,72.150002,72.32,1578000,66.249336
"58",72.18,72.18,71.559998,71.879997,1624200,65.846275
"59",71.620003,72.459999,71.529999,72.339996,1619800,66.26767
"60",71.849998,72.43,71.82,72.150002,1768500,66.093613
"61",72.190002,72.940002,72.150002,72.93,1351800,66.808144
"62",72.720001,73.139999,72.68,72.919998,1331000,66.798973
"63",73.080002,73.089996,72.5,72.589996,1528700,66.496666
"64",72.669998,72.919998,72.43,72.529999,2316300,66.441734
"65",72.779999,73.730003,72.779999,73.269997,1559200,67.119591
"66",73.150002,73.260002,72.739998,73.089996,1257100,66.954704
"67",73.190002,73.519997,73.050003,73.209999,1175000,67.064613
"68",73.110001,73.239998,72.760002,72.889999,1226900,66.7715
"69",72.879997,72.970001,72.510002,72.870003,1212100,66.753181
"70",72.709999,72.82,72.150002,72.300003,1551500,66.231018
"71",72.120003,72.389999,71.910004,72.019997,1927500,65.974533
"72",72.220001,72.709999,72.220001,72.5,1241100,66.414238
"73",72.400002,72.550003,72.230003,72.449997,1322100,66.368416
"74",72.610001,72.849998,72.489998,72.709999,1429600,66.606606
"75",72.870003,72.970001,72.699997,72.839996,1138300,66.725685
"76",72.900002,73.57,72.849998,73.379997,1356100,67.220367
"77",73.82,74.199997,73.720001,74.099998,1407800,67.879929
"78",74.199997,74.580002,74.129997,74.230003,1616200,67.999023
"79",74.080002,74.269997,72.160004,72.300003,2914700,66.231018
"80",72.839996,73.620003,72.610001,72.839996,1663400,66.725685
"81",72.779999,73.099998,72.559998,72.779999,1501000,66.670723
"82",73.080002,73.110001,72.269997,73.010002,1721000,66.881432
"83",73.209999,73.290001,72.559998,72.860001,1256300,66.744011
"84",72.830002,72.949997,72.5,72.879997,1351600,66.762337
"85",73.050003,73.129997,72.629997,72.949997,1367400,66.826477
"86",73.029999,73.43,72.93,73.389999,904000,67.229553
"87",73.440002,73.620003,73.110001,73.260002,1210400,67.110435
"88",73.110001,73.440002,72.529999,72.760002,1316500,66.652412
"89",72.629997,73.239998,72.529999,73.089996,1457800,66.954704
"90",72.849998,72.910004,72.410004,72.550003,1429100,66.460045
"91",72.769997,72.769997,71.870003,71.959999,1223800,65.919563
"92",71.849998,72.269997,71.580002,72.169998,1334700,66.111931
"93",72.18,72.300003,71.160004,71.25,1898200,65.26915
"94",71.25,71.25,70.68,70.730003,1644700,64.792824
"95",70.660004,71.190002,70.25,70.959999,2235700,65.003517
"96",70.879997,70.989998,70.080002,70.5,3271900,64.582146
"97",70.68,71.099998,70.610001,70.970001,2345500,65.012672
"98",71.129997,71.5,70.720001,71.019997,1603200,65.058464
"99",71.300003,71.470001,71.099998,71.379997,1521500,65.388252
"100",71.489998,71.739998,71.339996,71.57,1291900,65.562309
"101",71.370003,71.93,71.279999,71.839996,1076300,65.809639
"102",71.779999,72.25,71.620003,72.139999,1365800,66.084465
"103",72.150002,72.989998,72.110001,72.910004,2364200,66.789825
"104",72.959999,73.5,72.720001,73.459999,1630000,67.293655
"105",73.709999,74.419998,73.589996,74.25,1856800,68.017349
"106",74.029999,74.5,73.730003,73.910004,1523900,67.705894
"107",73.959999,74.089996,73.25,73.410004,1775000,67.247841
"108",73.199997,73.5,73.110001,73.330002,1633800,67.565742
"109",73.330002,73.519997,72.309998,72.540001,2232600,66.837837
"110",72.470001,72.769997,72.239998,72.650002,2025000,66.939178
"111",72.650002,73,72.5,72.879997,1961500,67.151108
"112",72.879997,73.620003,72.760002,73.370003,1431800,67.602585
"113",73.629997,73.879997,73.269997,73.419998,1492600,67.648666
"114",73.150002,74.169998,73.150002,74.050003,2523300,68.229141
"115",74.199997,74.480003,73.940002,74.139999,2601600,68.312057
"116",74.190002,74.519997,73.910004,74.18,2244600,68.348915
"117",74.07,74.440002,73.769997,73.769997,1275300,67.971138
"118",73.769997,74.029999,73.120003,73.400002,2568100,67.630249
"119",73.339996,73.559998,73.019997,73.360001,1062800,67.593369
"120",73.269997,73.589996,73.199997,73.43,1649200,67.657867
"121",73.599998,73.800003,73.330002,73.459999,1233900,67.685509
"122",73.230003,73.540001,73.110001,73.110001,1033800,67.363022
"123",73.529999,74.150002,73.449997,73.519997,1289900,67.740791
"124",73.489998,73.699997,72.580002,73.019997,2280900,67.280083
"125",73.379997,73.650002,73.220001,73.349998,1460900,67.584167
"126",73.440002,73.839996,73.32,73.400002,758200,67.630249
"127",73.800003,73.849998,73.400002,73.720001,1413900,67.925072
"128",73.410004,73.580002,73.18,73.389999,1552200,67.621017
"129",73.550003,74.190002,73.489998,73.989998,1468300,68.173843
"130",73.970001,74.290001,73.760002,73.980003,1399300,68.164642
"131",73.980003,74.199997,73.739998,73.860001,1202900,68.054077
"132",74.220001,74.529999,74.160004,74.169998,1167300,68.339699
"133",74.169998,74.220001,73.730003,73.989998,1012700,68.173843
"134",74.089996,74.300003,74.010002,74.269997,773500,68.431839
"135",74.209999,74.620003,74.029999,74.5,1162000,68.643753
"136",74.599998,74.970001,74.400002,74.790001,1383600,68.91095
"137",74.82,75.07,74.720001,74.919998,2227400,69.030739
"138",74.809998,75.279999,74.650002,75,2184800,69.104462
"139",74.889999,75.419998,74.860001,75.370003,1385600,69.445389
"140",75.300003,75.459999,75.029999,75.089996,1516900,69.187386
"141",75.269997,75.970001,75.120003,75.639999,2202100,69.694145
"142",76,76,73.480003,74.660004,3670400,68.791183
"143",74.949997,75.489998,74.489998,75.449997,1882000,69.519089
"144",75.459999,75.639999,74.610001,74.800003,1494300,68.920166
"145",74.940002,75.339996,74.809998,75.150002,1362600,69.242668
"146",75.330002,75.5,75.150002,75.220001,1485700,69.307159
"147",74.989998,75.419998,74.82,75.25,1311700,69.334808
"148",75.379997,75.730003,75.239998,75.620003,1889700,69.67572
"149",75.660004,75.949997,75.379997,75.519997,1519400,69.58358
"150",75.519997,75.68,75.269997,75.389999,868200,69.463806
"151",75.269997,75.540001,75.169998,75.339996,1325300,69.417709
"152",75.239998,75.459999,75.129997,75.230003,1454600,69.316368
"153",75.059998,75.419998,74.760002,74.809998,1628100,68.92939
"154",74.959999,75.220001,74.610001,74.610001,958400,68.745117
"155",75.129997,75.669998,75.089996,75.550003,1091500,69.611214
"156",75.550003,75.870003,75.470001,75.699997,1161800,69.749443
"157",75.849998,76.25,75.730003,76,1663700,70.025848
"158",76,76.330002,75.489998,75.529999,1476700,69.592781
"159",75.43,75.660004,75.199997,75.25,1555100,69.334808
"160",75.290001,75.879997,75.279999,75.540001,1819900,69.602013
"161",75.720001,76.199997,75.720001,76.199997,1526400,70.210114
"162",75.879997,76.160004,75.809998,76.029999,1067300,70.053497
"163",76.169998,76.25,75.599998,75.650002,864400,69.703354
"164",75.949997,76.32,75.879997,75.889999,972500,69.924492
"165",76.010002,76.360001,75.779999,76.260002,1986100,70.265434
"166",76.120003,76.849998,76,76.75,1407500,70.716888
"167",76.720001,76.959999,76.370003,76.949997,1847300,70.901161
"168",77.029999,77.18,76.75,77.110001,2115500,71.048592
"169",77.239998,77.519997,77.129997,77.190002,1782400,71.122314
"170",77.18,77.190002,75.830002,75.940002,2792100,69.970581
"171",76.029999,76.290001,75.959999,76.129997,1857200,70.145599
"172",75.940002,76.110001,75.720001,76.080002,1836000,70.493088
"173",75.989998,77.25,75.769997,77.120003,2240600,71.456734
"174",77.599998,77.809998,77.290001,77.720001,2340800,72.012657
"175",77.589996,78.379997,77.5,78.32,1470000,72.568596
"176",78.309998,78.389999,77.699997,77.809998,1697300,72.096054
"177",77.739998,78,77.620003,77.839996,1630300,72.123848
"178",77.809998,78.040001,77.349998,78,2335800,72.272102
"179",78.099998,78.349998,77.970001,78.18,1233600,72.438881
"180",78.209999,78.330002,77.919998,78.260002,1137900,72.513016
"181",78.370003,78.709999,78.269997,78.389999,1625700,72.633461
"182",78.480003,78.559998,77.779999,78.279999,1737900,72.531525
"183",78.239998,78.550003,78.190002,78.199997,1003500,72.457405
"184",78.440002,78.599998,78.25,78.599998,1463600,72.828049
"185",78.620003,78.790001,78.400002,78.620003,1266200,72.846565
"186",78.639999,78.82,78.190002,78.32,1817100,72.568596
"187",78.099998,78.470001,77.790001,78.410004,2376800,72.651985
"188",78.360001,78.529999,78.059998,78.269997,1917400,72.522278
"189",78.5,78.769997,78.300003,78.769997,1775500,72.985565
"190",78.760002,79.279999,78.440002,79.279999,1922200,73.458084
"191",77.879997,77.989998,75.860001,76.330002,5727700,70.724739
"192",76.260002,76.900002,76.129997,76.669998,2500700,71.039764
"193",76.410004,76.550003,75.970001,76.279999,2530600,70.678413
"194",76.440002,76.879997,76.389999,76.790001,1124000,71.150955
"195",77.059998,77.18,76.629997,76.739998,1870400,71.104607
"196",76.989998,77.300003,76.800003,77.080002,2337400,71.419662
"197",77,77.209999,76.860001,76.919998,2592300,71.271416
"198",77.169998,77.5,76.93,77.019997,2086800,71.364059
"199",77,77.199997,76.610001,76.690002,1549000,71.058304
"200",76.599998,77.010002,76.550003,76.839996,1793500,71.197281
"201",77,77.150002,76.849998,76.940002,1444500,71.289932
"202",76.849998,77.489998,76.839996,77.370003,1285900,71.688362
"203",77.650002,77.879997,77.550003,77.730003,1357500,72.021942
"204",77.260002,77.940002,77.139999,77.720001,1716500,72.012657
"205",77.949997,78.150002,77.839996,77.949997,1320500,72.225769
"206",77.93,77.93,77.379997,77.510002,1849800,71.818077
"207",78.580002,81.43,78,81.309998,3795100,75.339027
"208",81.669998,82.699997,81.370003,82.309998,2767400,76.265594
"209",82.309998,82.870003,81.589996,81.870003,2005700,75.857933
"210",81.75,82.279999,81.610001,82.169998,2000500,76.13588
"211",82.209999,82.449997,80.860001,81.099998,2754700,75.144455
"212",81.25,82.040001,81.25,81.650002,2629500,75.654076
"213",81.870003,82.629997,81.699997,81.699997,2001000,75.700386
"214",81.629997,81.709999,81.239998,81.239998,1313300,75.27417
"215",81.279999,81.709999,81.209999,81.629997,2088600,75.635529
"216",81.540001,82.209999,81.529999,81.839996,1301600,75.830109
"217",81.550003,81.760002,81.010002,81.400002,1213100,75.422409
"218",81.209999,81.529999,81.07,81.32,1815600,75.348305
"219",81.32,82.190002,81.269997,82.139999,1902800,76.10807
"220",81.709999,82.5,81.529999,82.379997,1438800,76.330452
"221",82.199997,82.25,78.330002,81.730003,1129900,75.728188
"222",81.849998,82.25,81.529999,81.699997,2141200,75.700386
"223",81.610001,81.720001,80.540001,80.650002,2157800,74.727493
"224",80.879997,81.309998,80.690002,80.919998,1963800,74.977661
"225",81.019997,81.169998,80.650002,80.870003,1371700,74.931343
"226",80.870003,80.879997,80.239998,80.260002,2363700,74.366142
"227",80.330002,80.5,79.760002,80.379997,540700,74.47731
"228",80.5,81.050003,80.360001,80.849998,996500,74.912796
"229",81.040001,81.650002,80.860001,81.610001,877500,75.616997
"230",81.489998,82.970001,81.339996,82.620003,1930900,76.552834
"231",82.440002,82.879997,81.989998,82.25,3620200,76.604057
"232",82.389999,82.650002,80.82,81.809998,2383800,76.194252
"233",82.379997,83.93,82.290001,83.150002,2263400,77.442284
"234",83.400002,83.900002,83.07,83.32,2469500,77.600609
"235",83.43,83.690002,83.120003,83.5,1431100,77.768257
"236",83.809998,83.949997,83.290001,83.910004,1171200,78.150101
"237",84,84.57,83.68,84.57,1668400,78.764809
"238",85.870003,85.870003,84.989998,85.370003,2861500,79.509895
"239",85.129997,85.489998,84.529999,84.639999,2223700,78.829987
"240",84.580002,85.510002,84.150002,85.339996,2069900,79.481941
"241",85.510002,85.57,84.660004,84.660004,1509000,78.848625
"242",86.050003,86.82,85.440002,85.870003,4166500,79.975563
"243",86.150002,86.519997,85.82,86.120003,2561700,80.208397
"244",86.440002,86.5,85.449997,85.650002,1891900,79.77066
"245",85.75,86.440002,85.709999,85.790001,1299900,79.90107
"246",86.040001,86.160004,85.57,85.790001,1726400,79.90107
"247",85.959999,86.25,85.720001,85.910004,791400,80.012825
"248",85.919998,86.339996,85.660004,85.879997,529100,79.984886
"249",85.980003,86.150002,85.720001,86.110001,678000,80.199097
"250",86.199997,86.309998,85.699997,86.290001,745800,80.366753
"251",86.57,86.889999,86.300003,86.300003,1133900,80.376053
"252",86.150002,86.489998,85.550003,86.099998,1885600,80.189789
"253",87.510002,87.540001,86.669998,87.349998,2104800,81.353973
"254",87.690002,88.410004,87.580002,88.099998,2539400,82.052483
"255",88.309998,88.349998,87.449997,87.989998,1606400,81.95005
"256",87.699997,88.150002,87.550003,88.050003,1529200,82.00592
"257",88.150002,88.309998,87.629997,87.690002,1259000,81.670647
"258",87.5,87.599998,87.120003,87.269997,1079300,81.279457
"259",87.269997,88.209999,87.239998,88.18,1605000,82.126999
"260",88.199997,88.660004,87.650002,88.269997,1986400,82.210823
"261",88.440002,88.730003,88.139999,88.160004,1559900,82.108368
"262",88.099998,88.650002,87.900002,88.529999,1497200,82.45298
"263",88.400002,88.419998,87.889999,87.959999,1587800,81.922096
"264",88.260002,88.419998,87.660004,88.059998,2069000,82.015236
"265",88.230003,88.720001,88.089996,88.660004,1534100,82.574043
"266",88.470001,88.730003,88.010002,88.599998,1284700,82.518158
"267",88.849998,89.129997,88.220001,88.5,1035500,82.425034
"268",88.660004,88.779999,88.110001,88.559998,1378300,82.480904
"269",88.830002,89.730003,88.57,89.709999,2162800,83.551971
"270",89.269997,89.379997,88.220001,88.220001,1519900,82.164261
"271",87.760002,88.550003,87.660004,87.949997,1538400,81.912781
"272",88.050003,88.900002,87.879997,88.43,1709400,82.359856
"273",88.470001,88.639999,87.419998,87.849998,1628400,81.819649
"274",87.260002,88.040001,86.489998,86.529999,2057100,80.590256
"275",86.099998,86.209999,81.489998,81.75,4412400,76.138374
"276",80.910004,82.970001,78.870003,81.800003,5892400,76.184959
"277",81.879997,83.470001,81.629997,81.730003,2842200,76.119751
"278",81.879997,82.230003,79.07,79.120003,3974200,73.688927
"279",79.910004,80.5,78.389999,80.099998,4948500,74.601639
"280",80.800003,81.230003,79.860001,80.57,3791300,75.039383
"281",80.129997,81.07,80,80.790001,2719900,75.244263
"282",80.489998,82.599998,80.300003,82.599998,3196700,76.930023
"283",87.129997,88,82.779999,84.019997,6370600,78.252548
"284",84.129997,85.75,83.699997,85.150002,3362800,79.304985
"285",84.629997,86.169998,84.510002,84.870003,2650900,79.044212
"286",84.93,85.550003,84.059998,84.089996,2062100,78.317757
"287",84.370003,85.300003,84.139999,84.5,2473500,78.699615
"288",84.910004,85.489998,84.330002,85.489998,1555800,79.621651
"289",85.720001,86.629997,85.610001,86.589996,2189800,80.646126
"290",86.660004,87.620003,86.660004,86.949997,3129400,80.98143
"291",87.379997,88.260002,86.260002,86.32,3692800,80.394676
"292",86.489998,87.190002,85.07,85.349998,3090800,79.491264
"293",84.769997,85.739998,84.5,85.519997,2396800,79.649582
"294",85.370003,85.900002,84.709999,85.690002,2516200,79.807922
"295",85.900002,85.900002,85.279999,85.82,1983400,79.929008
"296",85.260002,85.68,84.949997,85.300003,2268500,79.444687
"297",85.120003,85.690002,84.93,85.239998,3401700,79.823975
"298",85.75,87.260002,85.699997,87.209999,3039900,81.668793
"299",87.379997,87.379997,86.330002,86.669998,2256400,81.163101
"300",86.889999,87.339996,86.470001,86.660004,1477900,81.153755
"301",87.199997,87.370003,86.260002,86.410004,2236800,80.919617
"302",86.459999,86.639999,85.419998,86.25,1502100,80.769775
"303",86.32,86.860001,85.860001,86.389999,3659200,80.900864
"304",86.279999,86.839996,85.68,85.800003,2191400,80.348381
"305",85.919998,86.510002,85.82,86.269997,1629700,80.788506
"306",86.410004,86.709999,85.870003,85.919998,1475900,80.460747
"307",85.300003,85.860001,84.089996,84.239998,2174000,78.887505
"308",84.57,85.089996,82.889999,82.900002,2951300,77.632637
"309",83.830002,84.480003,83.120003,84.129997,2150600,78.784477
"310",84.470001,84.68,82.720001,83.290001,2162000,77.997879
"311",83.410004,84.099998,82.919998,83.18,1958800,77.894844
"312",83.620003,84.660004,83.480003,84.120003,1676200,78.775131
"313",84,84.699997,82.709999,83.580002,2054600,78.26944
"314",83.839996,84.989998,83.779999,84.919998,1784400,79.524284
"315",84.150002,85.589996,83.830002,85.480003,2770000,80.048706
"316",85.800003,86.330002,85.480003,86.019997,2401200,80.554398
"317",85.129997,85.660004,83.739998,84.209999,2135500,78.859413
"318",84.739998,84.959999,83.470001,83.589996,1993300,78.278793
"319",84.720001,84.830002,83.879997,84.25,2066600,78.896858
"320",83.720001,83.860001,82.540001,82.690002,2549800,77.435997
"321",82.989998,83.690002,82.93,83.019997,2662500,77.74501
"322",83.309998,83.43,82.599998,83.07,2495900,77.791832
"323",83.5,83.580002,82.830002,83.379997,2365300,78.082146
"324",83.839996,83.949997,83.129997,83.519997,2379500,78.213249
"325",83.5,83.860001,83.199997,83.650002,2068400,78.334991
"326",83.519997,83.660004,82.550003,82.620003,3652800,77.37043
"327",83.580002,84.099998,82.07,82.480003,3184100,77.239342
"328",82.519997,83.629997,82.459999,82.5,2317500,77.258041
"329",82.879997,82.879997,81.059998,81.400002,2889100,76.227951
"330",81.190002,81.739998,80.910004,81.25,2306700,76.087471
"331",81.419998,82.32,81.080002,81.75,2519300,76.555695
"332",81.769997,82.650002,81.769997,82.300003,1897000,77.07077
"333",82.379997,82.699997,81.260002,81.290001,3229000,76.124939
"334",81.349998,81.629997,80.669998,81.25,2211500,76.087471
"335",81.339996,81.5,80.720001,80.839996,2240200,75.703506
"336",80.889999,83.089996,80.889999,82.940002,2773600,77.670097
"337",82.550003,84.239998,82.529999,84.050003,1494400,78.709564
"338",83.830002,84,83.029999,83.220001,2313500,77.932312
"339",82.959999,83.459999,82.739998,83.07,1486400,77.791832
"340",83.129997,83.300003,82.690002,83.010002,1320300,77.735657
"341",83.330002,83.580002,83.129997,83.32,1097600,78.025955
"342",83.550003,83.699997,82.830002,82.970001,2145500,77.698181
"343",83,83.209999,82.459999,82.629997,1839200,77.379799
"344",82.059998,82.470001,81.809998,82.18,2501400,76.958389
"345",82.18,82.519997,81.510002,81.620003,1369200,76.43396
"346",81.629997,81.959999,81.25,81.480003,1370800,76.302872
"347",81.5,81.82,81.419998,81.480003,1710000,76.302872
"348",81.669998,82.440002,81.489998,82.339996,1623600,77.108215
"349",82.220001,82.760002,81.720001,81.790001,2266200,76.593178
"350",81.599998,82.940002,81.599998,82.830002,2363700,77.567085
"351",82.779999,83.110001,82.43,82.93,1376500,77.660728
"352",82.800003,83.300003,82.75,82.959999,1545700,77.688828
"353",82.419998,82.82,82.059998,82.650002,3621700,77.398537
"354",82.800003,84.019997,82.699997,83.849998,1867100,78.522285
"355",83.910004,84.400002,82.709999,82.709999,3413900,77.454712
"356",83.18,83.68,82.919998,83.629997,1541200,78.316254
"357",83.82,84.050003,83.620003,83.669998,1949500,78.353722
"358",83.720001,84.110001,83.379997,83.489998,1706600,78.18515
"359",83.339996,83.919998,83.339996,83.779999,1559300,78.456718
"360",83.620003,83.779999,83.139999,83.32,1490900,78.461441
"361",83.330002,83.910004,83.300003,83.589996,1775600,78.715691
"362",83.739998,83.870003,83.07,83.559998,2196000,78.687431
"363",83.790001,84.040001,83.349998,83.900002,1912200,79.007622
"364",84,84.139999,83.029999,83.120003,2323600,78.273087
"365",83.139999,83.620003,82.559998,83.57,1682700,78.696854
"366",83.410004,84.43,83.120003,84.330002,3064200,79.412552
"367",83.720001,83.779999,83.160004,83.269997,1486500,78.414352
"368",82.959999,83.290001,82.160004,82.68,2359000,77.858757
"369",82.690002,82.75,81.889999,81.919998,1918700,77.143066
"370",81.919998,82.040001,81.120003,81.269997,3166000,76.53096
"371",81.550003,82.199997,81.419998,81.879997,2316800,77.105408
"372",81.720001,81.870003,81.290001,81.699997,2799600,76.93589
"373",81.790001,82.129997,81.32,81.589996,2593400,76.832314
"374",81.57,81.919998,79.959999,80,2870300,75.33503
"375",80.139999,81.010002,79.970001,80.769997,2398300,76.060127
"376",80.910004,81.730003,80.730003,81.339996,2484400,76.596886
"377",80.910004,81.919998,80.879997,81.860001,1270600,77.086594
"378",82.029999,82.190002,81.379997,81.589996,658100,76.832314
"379",82,82.309998,81.769997,82.290001,1582300,77.491493
"380",82,82.639999,81.800003,82.290001,1566400,77.491493
"381",82.449997,82.879997,82.269997,82.449997,1329500,77.642151
"382",82.889999,83.5,82.68,83.410004,1693500,78.546181
"383",83.089996,84.080002,83.080002,83.709999,2384800,78.828697
"384",84.059998,84.550003,83.879997,84.25,1819700,79.337196
"385",84.290001,84.660004,84.160004,84.370003,1120000,79.450218
"386",84.379997,84.379997,83.620003,83.769997,1399000,78.885201
"387",83.82,84.080002,83.470001,83.699997,1635500,78.819267
"388",83.669998,83.699997,82.589996,82.660004,1511800,77.839928
"389",82.57,82.940002,82.540001,82.650002,1140000,77.830513
"390",82.389999,82.860001,82.300003,82.690002,1060800,77.868179
"391",82.480003,82.620003,81.650002,82.239998,1511300,77.44442
"392",82.199997,82.349998,81.010002,81.489998,2733700,76.738136
"393",82.669998,88.110001,82.550003,87.839996,4727800,82.717865
"394",88.209999,89.139999,88.07,88.519997,3170300,83.358208
"395",88.540001,89.790001,88.540001,89.650002,2488500,84.42231
"396",89.599998,89.870003,88.790001,88.870003,2039200,83.687805
"397",89.169998,90.099998,88.82,90,2171500,84.751907
"398",90.160004,90.709999,89.730003,89.870003,2279200,84.629494
"399",90.07,90.379997,89.610001,90.110001,2159100,84.855507
"400",90,90,88.540001,89.559998,1885400,84.337555
"401",89.400002,89.910004,89.230003,89.82,1779100,84.582413
"402",90.129997,90.300003,89.669998,89.910004,1708200,84.667152
"403",90.239998,90.620003,89.769997,90.029999,934000,84.780159
"404",90.160004,90.269997,89.790001,90.139999,1139500,84.883743
"405",90.150002,90.449997,89.690002,89.940002,2084500,84.695412
"406",89.959999,90.529999,89.650002,90.010002,2755600,84.76133
"407",90.169998,90.739998,89.860001,90.150002,2062200,84.893166
"408",89.940002,90.790001,89.510002,90.660004,1597900,85.373428
"409",90.959999,91.150002,90.32,90.849998,1294700,85.552345
"410",90.949997,91.480003,90.709999,91.339996,1654900,86.013771
"411",91.589996,91.639999,91.139999,91.169998,1803100,85.853676
"412",91.330002,91.519997,90.529999,90.879997,1527000,85.580582
"413",90.940002,90.940002,90.529999,90.599998,1283900,85.316925
"414",90.5,90.900002,90.309998,90.629997,956500,85.345169
"415",90.720001,91,90.360001,90.699997,1151100,85.411087
"416",90.980003,91.099998,90.470001,90.669998,1463600,85.382851
"417",90.720001,90.830002,90.169998,90.440002,1263500,85.166252
"418",90.610001,90.800003,90.199997,90.629997,1072400,85.345169
"419",90.519997,90.82,90.300003,90.760002,1309200,85.46759
"420",90.800003,91,90.510002,90.900002,1528900,85.599442
"421",90.800003,91.169998,90.639999,91.120003,1359600,85.806602
"422",91.019997,91.629997,90.660004,91.540001,1805300,86.202103
"423",91.059998,91.919998,91.059998,91.879997,1736600,86.964035
"424",91.809998,92.360001,91.599998,91.809998,2015500,86.897789
"425",92.019997,92.269997,91.860001,91.940002,2633400,87.020828
"426",91.739998,92.669998,91.739998,92.339996,1699100,87.399437
"427",92.360001,92.410004,91.68,91.75,2235200,86.840996
"428",92.010002,92.110001,91.470001,92.029999,1065400,87.106018
"429",91.959999,92.150002,91.489998,92.029999,1106300,87.106018
"430",92.129997,92.32,91.620003,92.110001,789700,87.181732
"431",92.32,92.849998,92.110001,92.510002,1697800,87.560341
"432",92.120003,92.239998,91.059998,91.209999,1511900,86.329887
"433",91.470001,91.959999,91.279999,91.720001,1163400,86.812599
"434",92.040001,92.040001,91.400002,91.419998,2244900,86.528648
"435",91.419998,91.470001,90.330002,90.510002,1204700,85.667328
"436",90.760002,90.910004,90.220001,90.379997,1448700,85.544296
"437",90.349998,90.489998,89.660004,89.769997,1601000,84.966927
"438",89.889999,90.559998,89.650002,89.849998,1446100,85.042648
"439",89.800003,90.440002,89.730003,90.360001,2213600,85.525368
"440",90.769997,90.82,90.080002,90.169998,910800,85.345528
"441",90.190002,90.360001,89.739998,89.93,1101200,85.11837
"442",90.120003,90.410004,89.239998,89.510002,1167800,84.720856
"443",89.199997,89.449997,88.470001,89.029999,1235500,84.266518
"444",89.32,90.290001,89.099998,89.959999,1833900,85.146759
