"","VMC.Open","VMC.High","VMC.Low","VMC.Close","VMC.Volume","VMC.Adjusted"
"50",118.139999,119.260002,116.900002,118.830002,2084700,113.653694
"51",119.510002,119.580002,115.830002,116.389999,1955700,111.319977
"52",116.550003,117.620003,116.339996,116.470001,1759800,111.396492
"53",116.82,116.959999,114.589996,115.050003,1370200,110.038353
"54",115.849998,116.160004,113.699997,114.099998,1298000,109.129723
"55",114,115.57,113.339996,115.300003,1231300,110.277473
"56",115.279999,116.300003,114.370003,115.389999,1193200,110.363525
"57",114.949997,115.230003,111.529999,112.739998,1661700,107.828972
"58",110,113.050003,108.949997,112.5,1899700,107.599434
"59",112.25,115.440002,112.139999,114.599998,1699500,109.607971
"60",115.300003,118.779999,114.919998,118.160004,2030400,113.012894
"61",120.510002,121.599998,116.860001,117.690002,2099900,112.563362
"62",117.339996,121.040001,117.25,120.480003,1676700,115.231804
"63",120.129997,120.690002,117.879997,119.360001,1269000,114.160614
"64",119.330002,119.949997,118.360001,119.25,1149100,114.055405
"65",119.769997,121.169998,118,118.220001,1513500,113.070274
"66",118.5,120.260002,118.400002,119.349998,1012600,114.151039
"67",120.949997,124.290001,120.949997,123.989998,2923900,118.588943
"68",123.760002,123.760002,121,121.339996,1480800,116.054352
"69",120.879997,121.650002,118.889999,121.190002,893000,115.910881
"70",120.919998,120.919998,117.300003,117.940002,1217000,112.802452
"71",117.349998,118.110001,116.260002,117.279999,1263000,112.171204
"72",117.459999,118.620003,117.290001,118.190002,728700,113.041588
"73",117.580002,118.339996,116.370003,116.900002,753000,111.80777
"74",117.760002,118.900002,116.93,117.410004,841400,112.295555
"75",117.980003,120.519997,117.760002,119.830002,793800,114.610123
"76",119.919998,121.349998,119.279999,120.970001,1192800,115.700485
"77",122.120003,122.769997,121.449997,122.019997,974400,116.704735
"78",122.75,123.440002,121.18,121.449997,1128600,116.159576
"79",121.510002,121.510002,120.25,120.730003,898500,115.470932
"80",120.849998,122.980003,119.919998,122.800003,711700,117.450768
"81",122.629997,122.690002,120.760002,120.879997,758600,115.614395
"82",121.260002,125.199997,120.93,123.349998,1513100,117.976807
"83",126.07,129.339996,125.949997,128.449997,2596400,122.854652
"84",127.559998,129.320007,126.870003,127.589996,1160100,122.032089
"85",127.68,129.339996,126.910004,128.339996,1095400,122.749435
"86",128.339996,128.869995,127.309998,127.739998,922200,122.175583
"87",127.400002,127.400002,124.970001,126.669998,967500,121.152191
"88",127,127.110001,125.489998,126.110001,1376600,120.616577
"89",129.770004,133.789993,129.410004,130.630005,2414700,124.939697
"90",129.550003,130,126.82,129.039993,1576700,123.418922
"91",129,129,127.260002,128.25,942300,122.663345
"92",128.419998,130.830002,126.800003,130.710007,1176300,125.01619
"93",130.710007,130.710007,128.309998,128.330002,766800,122.739876
"94",128.330002,128.330002,122.889999,124.900002,1652400,119.459274
"95",124.389999,126.980003,123.389999,126.059998,932200,120.568756
"96",126.779999,127.860001,125.540001,125.949997,774000,120.463539
"97",126.18,127.43,125.75,126.93,587800,121.642296
"98",127.059998,128.449997,126.239998,126.650002,769600,121.373962
"99",126.199997,126.419998,123.349998,125.120003,1491200,119.9077
"100",125.739998,130.100006,125.529999,127.75,1984400,122.428139
"101",127.059998,127.470001,125.199997,126.43,996800,121.163147
"102",125.610001,125.970001,124.290001,125.050003,897400,119.840607
"103",125.040001,125.379997,123.860001,124.650002,1158200,119.457268
"104",125.099998,127.419998,124.400002,126.830002,1128800,121.546463
"105",126.669998,126.830002,126.010002,126.260002,727000,121.000214
"106",125.860001,126.870003,125.5,125.910004,773300,120.664803
"107",125.309998,126.07,124.470001,125.160004,833100,119.946045
"108",125.75,128.070007,125.470001,126.709999,855600,121.431473
"109",126.709999,129.899994,126.379997,128.339996,1214800,122.993561
"110",128.75,131.690002,128.399994,130.330002,1050400,124.90065
"111",129.589996,130.809998,128,129.910004,1027300,124.498169
"112",130.360001,132.539993,130.179993,132.259995,769900,126.750267
"113",132,132.110001,128.800003,129.210007,1001900,123.827332
"114",127.57,128.970001,126.580002,128.639999,656700,123.281075
"115",128.639999,130.380005,128.419998,129.380005,904900,123.990242
"116",130.039993,130.979996,129.369995,130.240005,534400,124.814407
"117",129.729996,130.240005,128.589996,129.539993,895900,124.14357
"118",129.559998,130.309998,127.800003,128.169998,821300,122.830643
"119",128.160004,130.220001,127.599998,129.339996,733800,123.951881
"120",129.380005,132.610001,129.130005,132.229996,1218100,126.721512
"121",133.389999,134.919998,132.25,133.479996,1457600,127.919464
"122",132.800003,132.940002,131.050003,131.380005,1148000,125.906944
"123",132.279999,132.660004,130.110001,130.199997,1098200,124.776054
"124",129.960007,129.960007,126.019997,127.010002,1268400,121.718964
"125",127.449997,128.470001,125.669998,126.68,1273700,121.402718
"126",127.230003,127.919998,125.550003,127.139999,701500,121.843567
"127",127.410004,130,127.279999,130,1538700,124.584404
"128",129.25,130.119995,128.169998,129.449997,1434100,124.057304
"129",129.419998,129.470001,127.470001,128.169998,1064600,122.830643
"130",127.599998,127.599998,125.610001,125.919998,1055100,120.674377
"131",126.389999,126.389999,123.589996,125.089996,1044400,119.878952
"132",126.980003,126.980003,125.129997,126.160004,951900,120.904396
"133",126,127.279999,124.610001,125.330002,1048700,120.108978
"134",125.669998,126.25,124.650002,124.959999,566400,119.754372
"135",124.550003,125.739998,124.050003,124.68,794600,119.486053
"136",123.800003,124.400002,122.540001,123.029999,836100,117.904785
"137",123.269997,125.540001,122.879997,125.470001,990100,120.243126
"138",125.290001,126.07,124.110001,125.300003,585500,120.080215
"139",124.830002,126.190002,124.699997,126.190002,608900,120.933144
"140",126.019997,126.879997,125.07,126.5,871000,121.230217
"141",127.290001,128.259995,126.43,127.099998,876100,121.805214
"142",126.889999,127.029999,124.650002,125.650002,1086800,120.415619
"143",125.360001,125.970001,123.650002,124.040001,1000700,118.872711
"144",123.93,124.349998,121.900002,124,1667400,118.834373
"145",124.389999,124.540001,123.010002,123.120003,1245000,117.991028
"146",123.800003,124.540001,116.279999,119.199997,3276900,114.234306
"147",120.010002,123.5,114.510002,123.120003,4817400,117.991028
"148",123.150002,124.25,119.650002,120.150002,1941100,115.144745
"149",120.330002,122.690002,119.690002,121.839996,1168200,116.764336
"150",121.589996,123.110001,120.800003,120.82,1132000,115.786835
"151",120.550003,120.550003,118.239998,118.389999,1134800,113.458069
"152",118.150002,118.370003,116.699997,117.879997,1244900,112.969299
"153",117.5,117.629997,114.669998,114.709999,1334700,109.931366
"154",114.82,115.190002,113.940002,114.199997,1072800,109.442612
"155",114.900002,115.470001,113.879997,115.169998,1565100,110.372215
"156",115.379997,117.43,115.379997,116.610001,1274800,111.75222
"157",117.150002,117.559998,115.410004,116.089996,876400,111.253868
"158",115.410004,116.010002,114.050003,114.110001,766300,109.356346
"159",113.919998,114.550003,112.120003,113.970001,922600,109.222183
"160",113.989998,113.989998,111.769997,112.57,1021600,108.117661
"161",112.949997,115.410004,112.849998,115.160004,1227100,110.60524
"162",114.059998,114.870003,113.309998,114.629997,1265500,110.096207
"163",115.120003,115.389999,113.760002,114.339996,1029900,109.81768
"164",114.690002,114.690002,111.849998,113.129997,1383000,108.655533
"165",113.459999,115.949997,112.099998,115.940002,1655100,111.354393
"166",115.440002,117.129997,114.860001,116.5,1777800,111.89225
"167",116.599998,122.110001,116.599998,121.860001,2265000,117.040245
"168",122.82,123.32,119.730003,121.260002,2081100,116.463974
"169",121.919998,121.919998,119.230003,121.199997,1253800,116.406342
"170",120.199997,120.910004,117.660004,118.139999,1503200,113.467369
"171",118.139999,119.699997,117.169998,119.050003,1489500,114.34137
"172",119.540001,120.150002,118.339996,119.730003,1154700,114.994499
"173",119.879997,121.599998,118.980003,121.519997,1071900,116.713707
"174",121,121.389999,116.889999,117,1459600,112.372452
"175",117.529999,118.540001,117.120003,118,927200,113.332901
"176",117.550003,117.629997,115.019997,117.019997,1063800,112.391678
"177",116.339996,116.510002,114.290001,114.540001,1368000,110.00975
"178",114.110001,114.610001,112.830002,113.209999,1933200,108.732384
"179",113.800003,116.870003,113.800003,115.589996,1613600,111.01825
"180",115.669998,115.959999,113.889999,115.18,1122300,110.624443
"181",115.720001,118.209999,115.339996,118.199997,1488300,113.525002
"182",118.529999,118.809998,116.400002,117,905300,112.372452
"183",117,117.360001,116.150002,116.669998,609100,112.055504
"184",116.519997,116.93,114.82,115.730003,947700,111.15271
"185",115.879997,116.489998,114.599998,115.889999,626100,111.306374
"186",116.309998,120.099998,116.059998,118.830002,1027600,114.130112
"187",118.959999,120.360001,118.900002,119.120003,1114900,114.408623
"188",119.190002,120.010002,118.330002,119.599998,955700,114.869629
"189",119.580002,120.330002,118.160004,118.93,1042200,114.226135
"190",119.370003,119.900002,117.879997,119.709999,996500,114.975281
"191",119.669998,119.669998,117.800003,118.589996,570700,113.899582
"192",118.559998,120.93,118.089996,120.879997,1111700,116.098999
"193",119.900002,120.879997,119.25,120.25,1220600,115.493919
"194",120.349998,121.18,119.43,120.190002,732700,115.436295
"195",120.489998,120.489998,118.089996,119.010002,886000,114.302956
"196",119.110001,119.349998,116.839996,117.279999,1002900,112.641396
"197",116.760002,118.379997,116.580002,117.790001,1010900,113.131218
"198",118.669998,118.669998,116.080002,116.279999,939500,111.680939
"199",116.639999,117.449997,115.010002,117.330002,785700,112.68943
"200",116.889999,117.82,116.629997,117.010002,613400,112.382072
"201",117.519997,117.599998,116.889999,116.940002,567000,112.314857
"202",116.32,120.330002,116.150002,120.040001,1419200,115.292229
"203",120.580002,122.540001,120.080002,121.610001,1107000,116.800125
"204",121.599998,122,120.190002,121.080002,954600,116.291092
"205",121.169998,123.849998,121.169998,123.760002,1045900,118.865097
"206",123.25,123.5,121.339996,122.330002,1439300,117.491669
"207",123,123.940002,120.910004,123.010002,1339700,118.14476
"208",122.550003,123.089996,121.309998,122.449997,887100,117.606911
"209",122.190002,123.169998,121.279999,121.970001,1348500,117.145889
"210",122.5,123.010002,121.68,121.75,961500,116.934593
"211",122.550003,122.699997,120.080002,121.019997,1788500,116.233467
"212",122.860001,128.770004,122.269997,124.269997,3874700,119.354927
"213",123.800003,126.459999,123.089996,126.43,1557900,121.429504
"214",126.199997,126.43,123.650002,124.610001,1006500,119.68148
"215",124.300003,125,121.629997,122.660004,1283300,117.808617
"216",122.959999,124.18,122.07,123.900002,870300,118.999573
"217",123.449997,124.870003,122.510002,124.68,1024400,119.748703
"218",124.099998,124.510002,122.370003,124.089996,991100,119.182037
"219",123.330002,124.5,123.260002,123.989998,726200,119.086006
"220",123.900002,124.18,122.580002,123.919998,828800,119.018761
"221",123.610001,123.709999,121.260002,121.559998,1005500,116.752098
"222",122.150002,125.730003,121.370003,123.849998,1051000,118.95153
"223",123.260002,124.989998,122.910004,123.040001,957400,118.173576
"224",122.949997,125.379997,122.720001,123.870003,783400,118.970749
"225",123.870003,123.870003,122.040001,122.739998,837200,118.12384
"226",122.889999,123.639999,122.019997,122.849998,609800,118.229706
"227",122.610001,122.970001,121.760002,122.32,287600,117.719635
"228",122.25,122.559998,118.589996,119.629997,1466200,115.130806
"229",119.980003,121.75,119.720001,121.660004,832500,117.08448
"230",121.980003,125.540001,121.349998,124.860001,1157300,120.164108
"231",124.599998,126.610001,123.5,125.650002,1540500,120.924408
"232",125.730003,125.849998,120.470001,121.209999,1911000,116.65139
"233",122.690002,126.779999,122.099998,125.25,1860500,120.539436
"234",123.889999,126.269997,121.599998,122.709999,1025800,118.094971
"235",122.25,122.769997,121.040001,121.110001,1238600,116.555145
"236",121.290001,125.800003,120.580002,124.879997,1688500,120.183357
"237",125.540001,127.620003,125.050003,125.879997,1359300,121.14576
"238",125.010002,125.620003,122.349998,122.919998,1187800,118.297066
"239",123.089996,124.870003,120.910004,121.510002,1225800,116.940102
"240",122.169998,123.970001,121.389999,123.110001,1472600,118.479935
"241",123.059998,123.110001,119.349998,120.239998,1229100,115.71788
"242",121.449997,122.589996,120.57,120.82,1448900,116.276047
"243",121.5,123.5,120,122.309998,1160700,117.710022
"244",122.489998,122.860001,118.849998,119.260002,1433000,114.774719
"245",120.220001,120.370003,117.739998,118.980003,1398700,114.505249
"246",119.870003,122.919998,118.690002,122.849998,1344200,118.229706
"247",122.559998,125.68,119.989998,124.230003,1158200,119.557808
"248",124.019997,127.849998,124,126.720001,958100,121.95417
"249",127.150002,127.889999,125.889999,127.480003,801300,122.685577
"250",127.5,127.970001,126.559998,127.599998,745700,122.801064
"251",128.479996,129.630005,127.029999,128.369995,967600,123.542107
"252",129.75,132.320007,128.960007,131.869995,1869700,126.910446
"253",132.589996,135,132.229996,134.289993,2600900,129.239441
"254",135.080002,135.449997,132.550003,133.380005,1325900,128.363678
"255",133.449997,134,130.860001,131.899994,1285300,126.939354
"256",131.899994,134.080002,129.800003,133.940002,993300,128.902664
"257",133.839996,135.600006,133.490005,134.139999,1229000,129.095093
"258",133.240005,133.729996,131.460007,132.399994,1330800,127.42054
"259",133.369995,135.889999,132.660004,135.179993,916300,130.096008
"260",135.270004,135.350006,133.610001,133.970001,915900,128.931488
"261",134.350006,136.320007,132.940002,133.690002,1602800,128.662048
"262",134.559998,135.449997,133.710007,134.580002,698100,129.51857
"263",134.850006,136.490005,134.179993,135.160004,1371700,130.076752
"264",135.889999,137.649994,134.429993,135.029999,1428300,129.951645
"265",135.199997,135.199997,132.020004,133,1443600,127.998001
"266",132.759995,135.220001,131.800003,134.880005,1118200,129.807251
"267",134.699997,136.960007,133.320007,135.490005,1297900,130.394348
"268",136.110001,139.190002,135.240005,138.539993,1094000,133.329636
"269",139.020004,141.199997,138.539993,141.110001,1570800,135.802979
"270",141,141,138.179993,138.919998,1400900,133.695328
"271",138.229996,140.809998,137.520004,139.830002,1782800,134.571106
"272",140.490005,140.490005,132.75,135.399994,2190500,130.307724
"273",134.610001,136.940002,133.919998,134.229996,2100200,129.181702
"274",132.899994,133.850006,129.990005,131,1861500,126.073196
"275",130.130005,131.289993,123.07,125.199997,2381000,120.491341
"276",123.129997,128.660004,122.739998,126.779999,1746600,122.011925
"277",125.919998,131.270004,125.629997,128.240005,1551700,123.417015
"278",128.479996,128.619995,121.400002,121.470001,1734200,116.901611
"279",122.309998,126.120003,119.339996,125,1390400,120.298843
"280",126.400002,128.410004,125.379997,127.160004,1613800,122.377617
"281",128.199997,132.029999,128,129.369995,1688200,124.504494
"282",128.070007,130.059998,126.480003,129.619995,1333200,124.745087
"283",130.979996,134.440002,130.169998,133.470001,1867300,128.450287
"284",128,131.539993,125.5,126.57,3235500,121.809807
"285",125.669998,126.669998,122.510002,124.470001,1881900,119.788788
"286",124.629997,125.949997,121.879997,122.040001,1667600,117.450157
"287",122.18,123.620003,120.669998,122.120003,1404000,117.797424
"288",122.980003,123.169998,121.110001,121.690002,1279500,117.38266
"289",121.690002,122.300003,119.620003,121.75,1311600,117.440521
"290",121.400002,121.989998,118.300003,118.870003,2051300,114.662468
"291",119.330002,120.029999,117.660004,117.730003,1359200,113.562813
"292",118.360001,119.660004,115.839996,117.07,1327800,112.926186
"293",116.029999,118.360001,114.230003,117.739998,1806900,113.572472
"294",117.639999,118.5,115.589996,117.730003,1561000,113.562813
"295",118.349998,120.349998,117.779999,119.410004,1155500,115.183365
"296",117.910004,119.510002,117.080002,119.089996,891300,114.87468
"297",119.300003,121.199997,117.400002,119.18,1699500,114.961487
"298",120.150002,121.529999,119.809998,121.199997,947800,116.909988
"299",121.589996,121.68,120.080002,120.989998,739800,116.707428
"300",121.790001,123.449997,121.419998,121.669998,1058200,117.363342
"301",122,122,119.120003,120.43,888900,116.167236
"302",120.519997,120.910004,117.639999,117.919998,1009400,113.746094
"303",116.199997,118.260002,115.629997,117.120003,1871400,112.974411
"304",116.400002,116.529999,113.589996,114.900002,1391500,110.832993
"305",115.120003,116,112.970001,114.139999,1116000,110.099899
"306",114.550003,116.32,113.839996,114.809998,1043400,110.746178
"307",113.900002,115.57,113.519997,113.599998,1334300,109.579018
"308",114.269997,117.379997,113.980003,115.599998,1688700,111.508209
"309",117.879997,118.07,114.889999,116.699997,1618000,112.569283
"310",116.699997,117.25,114.059998,114.730003,1418600,110.669022
"311",114.43,114.610001,110.230003,111.300003,1648800,107.360413
"312",112.230003,114.910004,111.400002,114.169998,1600500,110.128838
"313",113.830002,114.389999,109.959999,112.239998,1836000,108.267136
"314",112.290001,113.18,111.160004,112.709999,1440700,108.720505
"315",110.529999,114.519997,110.010002,114.410004,937100,110.360329
"316",114.889999,117.379997,114.559998,116.989998,1570500,112.849014
"317",116.050003,116.050003,112.82,113.559998,1409500,109.540413
"318",113.720001,114.809998,112.290001,112.910004,1748400,108.913422
"319",114.230003,116.43,113.790001,116.099998,1140100,111.990517
"320",115.010002,115.510002,114.279999,115,879600,110.929459
"321",115.360001,115.720001,114.550003,114.889999,885100,110.823326
"322",114.980003,115.709999,112.080002,112.809998,1470900,108.816948
"323",113.940002,115.470001,112.690002,114.739998,1188800,110.678635
"324",115.379997,118.279999,114.25,117.769997,1905000,113.601395
"325",117.760002,118.860001,117.260002,118.379997,2103000,114.189812
"326",118.459999,118.800003,114.900002,115.330002,1338600,111.247757
"327",115.870003,116.139999,113.220001,113.75,1111500,109.723694
"328",113.860001,114.699997,113.190002,113.800003,795700,109.771927
"329",114.669998,115.339996,110,111.360001,1006800,107.418297
"330",111.150002,112.400002,109.690002,112.120003,1122300,108.151398
"331",112.919998,112.919998,110.32,110.919998,1560200,106.993866
"332",111,112.580002,110.32,112.400002,1748100,108.421471
"333",112.510002,114.860001,111.660004,111.690002,1278900,107.736603
"334",111.900002,112.019997,108.169998,111.769997,1559600,107.813774
"335",113.849998,115.610001,112.5,113.660004,1592600,109.636887
"336",119.889999,123.860001,115.940002,122.199997,4538800,117.874588
"337",121.349998,124.220001,119.809998,122.699997,1975700,118.356903
"338",122.900002,124.580002,122.07,123.43,1387800,119.061073
"339",123.730003,127.68,123.120003,126.730003,2048800,122.244255
"340",126.730003,127.599998,124.730003,127.059998,1335200,122.562553
"341",127.389999,127.540001,125.489998,125.690002,1210200,121.241058
"342",126.080002,127.889999,125.540001,127.370003,1165200,122.86161
"343",127.900002,127.919998,126.440002,126.839996,901400,122.350357
"344",125.690002,127.5,125.540001,127.339996,1201400,122.832657
"345",127.5,129.339996,127.169998,128.220001,1116300,123.681519
"346",127.599998,128.139999,125.440002,126.040001,1081100,121.578682
"347",126.040001,129.419998,125.800003,129.199997,1660400,124.626831
"348",129.770004,130.479996,129,129.539993,1256200,124.954765
"349",129.759995,130.339996,128.130005,128.199997,725900,123.662224
"350",126.610001,129.389999,125.830002,129.289993,1095200,124.98661
"351",128.570007,129.740005,126.639999,127.910004,734400,123.65255
"352",128.139999,128.880005,127.050003,127.339996,890900,123.101524
"353",126.110001,129.440002,126.050003,127.220001,1232400,122.985519
"354",127.599998,128.919998,126.839996,127.779999,1016300,123.526886
"355",128.149994,130.050003,127.019997,127.739998,1160800,123.488213
"356",129.039993,130.080002,128.339996,129.320007,808900,125.015648
"357",129.860001,130.330002,128.509995,129.509995,618000,125.199295
"358",129.570007,130.429993,128.539993,128.809998,771700,124.522591
"359",129.550003,130.729996,128.360001,130.229996,1314600,125.895332
"360",130.279999,131.690002,129.559998,130.550003,681800,126.204681
"361",130.289993,130.380005,128.440002,130.039993,1209200,125.711655
"362",130,130.979996,129.639999,130.259995,713700,125.924332
"363",130.75,132.389999,130.509995,130.970001,908300,126.610725
"364",131.419998,132.770004,130.779999,131.210007,994800,126.842735
"365",131.509995,132.25,130.630005,131.860001,902600,127.471107
"366",131.479996,132.850006,130.559998,132.089996,1591900,127.693436
"367",131.070007,132.860001,130.440002,132.550003,1013100,128.138107
"368",131.080002,132.279999,130.639999,131.160004,1064700,126.79438
"369",132,133.550003,131.100006,133.240005,970000,128.80513
"370",132.529999,133.589996,129.779999,129.860001,956600,125.537651
"371",130.690002,132.330002,130.029999,131.570007,1122100,127.190727
"372",130.259995,130.720001,127.540001,128.429993,827100,124.155228
"373",128.210007,129.360001,126.709999,127.760002,1401000,123.507538
"374",127.93,129.759995,127.449997,128.330002,1219800,124.058571
"375",127.739998,128.289993,125.620003,127.050003,1266400,122.82119
"376",127.93,130.070007,127.5,129.059998,1104900,124.764297
"377",127.669998,128.649994,126.260002,127.220001,1111900,122.985519
"378",128.070007,129.270004,127.709999,128.520004,789900,124.242256
"379",129.399994,129.580002,127.580002,129.429993,559900,125.121933
"380",129.350006,131.520004,129.259995,130.440002,735600,126.098328
"381",130.520004,130.850006,128.860001,129.300003,865900,124.996277
"382",129.029999,129.600006,127,127.349998,1194600,123.111198
"383",126.209999,128.949997,125.510002,127.160004,1691800,122.927521
"384",128.389999,128.389999,125.589996,127.290001,1361500,123.053192
"385",127.629997,128.190002,125.879997,126.160004,916700,121.960793
"386",125.889999,125.900002,121.769997,122.910004,1607600,118.818993
"387",122.650002,124.470001,122.360001,123.650002,1323500,119.534363
"388",123.910004,124.989998,123.720001,124.43,1513000,120.288391
"389",124.25,125.059998,123.529999,124.93,715700,120.771751
"390",124.43,124.940002,123.559998,123.879997,797300,119.756691
"391",123.160004,124.300003,122.879997,123.639999,963900,119.524658
"392",124.269997,124.660004,122.18,122.580002,1172900,118.499969
"393",121.93,121.93,117.650002,120.5,2339000,116.489197
"394",121,121,116.019997,116.790001,2585700,112.902679
"395",117.309998,119.519997,116.919998,118.379997,1662900,114.439758
"396",117.93,118.370003,115.43,117.230003,2148500,113.328041
"397",115.589996,115.68,111.080002,112,4311800,108.272102
"398",113.910004,114.849998,112.010002,113.419998,2804300,109.644852
"399",112.940002,115.059998,112.139999,114.669998,1223300,110.853233
"400",114.540001,115.57,114.059998,114.5,1240000,110.688904
"401",114.199997,114.980003,113.540001,114.790001,752400,110.969269
"402",114.5,117.43,114.5,115.82,883400,111.964973
"403",116.050003,116.080002,113.879997,113.959999,779300,110.166862
"404",113.839996,114.449997,112.82,112.910004,953300,109.151817
"405",112.18,112.480003,110.419998,110.510002,1116000,106.831703
"406",110.510002,111.230003,109.459999,110.339996,959200,106.667366
"407",110.349998,111.839996,110.010002,111.360001,798700,107.653419
"408",111,111,109.150002,109.82,984400,106.16468
"409",110.5,110.959999,109.650002,109.830002,2213800,106.174339
"410",109.75,110.730003,109.650002,110.339996,845400,106.667366
"411",110.019997,110.480003,109.379997,110.040001,862500,106.37735
"412",110.110001,112.220001,110.110001,111.769997,1028800,108.325409
"413",111.809998,113.18,111.660004,112.440002,896600,108.974747
"414",112.57,112.790001,110.290001,111.099998,911300,107.676048
"415",111.43,112.129997,111,111.610001,685400,108.170326
"416",113.089996,114.690002,111.910004,113.580002,1435300,110.079636
"417",113.540001,114.139999,111.959999,112.190002,941100,108.73246
"418",111.919998,113.650002,111.260002,113.379997,811900,109.88578
"419",113.349998,113.349998,112,112.150002,801700,108.693703
"420",111.800003,112.150002,110,110.800003,984200,107.3853
"421",110,111,109.330002,110.68,858400,107.269005
"422",110.360001,111.190002,109.230003,110,895800,106.609947
"423",110.5,111.440002,109.419998,110.220001,793500,106.823166
"424",109.739998,111.089996,109.25,110.82,815700,107.404663
"425",110.440002,110.629997,106.099998,107.199997,2089700,103.896248
"426",106.699997,109.879997,106.239998,109.089996,1541300,105.728004
"427",109.190002,109.82,107.650002,108.870003,1070800,105.514786
"428",109.790001,111.32,108.989998,109.690002,617800,106.309502
"429",109.699997,111.5,109.699997,111.199997,700200,107.772957
"430",112.029999,112.489998,110.709999,110.959999,784600,107.540375
"431",110.839996,113.089996,110.839996,112.870003,990200,109.391502
"432",112.639999,114.900002,112.559998,114.419998,1178500,110.893738
"433",114.639999,117.57,114.620003,115.040001,1483700,111.494621
"434",115.410004,115.900002,112.790001,115.550003,2365400,111.988914
"435",114.849998,115.089996,113.629997,114.540001,1204300,111.010033
"436",114.5,115.040001,112.709999,112.860001,1353500,109.381813
"437",112.720001,113.93,111.279999,112.879997,1279100,109.401199
"438",113.389999,115.660004,112.940002,113.029999,1482600,109.546577
"439",112.400002,112.839996,110.419998,111.199997,1223400,107.772957
"440",111.860001,113,111.199997,112.279999,816800,108.819687
"441",111.769997,113.239998,111.639999,112.360001,701600,108.897224
"442",112.43,113.5,112.43,112.849998,835200,109.372124
"443",112.449997,114.589996,111.43,111.5,1824500,108.063721
"444",111.739998,111.940002,109.449997,110.639999,1294600,107.230232
"445",110.309998,110.959999,109.529999,110.669998,1154800,107.259308
"446",110.379997,110.589996,109.040001,109.150002,1002700,105.78614
"447",108.349998,108.349998,105.129997,105.25,1644100,102.006348
"448",104.510002,105.309998,98.699997,100.370003,2417900,97.276733
"449",101.949997,102.800003,100.5,100.989998,2073500,97.877625
"450",100.309998,101.650002,98.989998,99.290001,1303800,96.230034
