"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"445",104.190002,106.639999,104.029999,105.989998,2253600,91.053886
"446",106.050003,106.550003,104.559998,105.949997,2334100,91.019516
"447",106.150002,106.599998,102.660004,102.790001,2240000,88.304825
"448",102.330002,102.419998,97.43,97.699997,3511700,83.932114
"449",99.139999,99.589996,95.389999,97.760002,2673000,83.98365
"450",97.269997,98.529999,97.080002,97.400002,1831200,83.674385
"451",97.860001,98.220001,96.639999,97.830002,1812200,84.043777
"452",97.830002,100.809998,97.660004,99.699997,2443900,85.650269
"453",99.480003,100.279999,96.959999,97.529999,1878600,83.786064
"454",96.5,98.779999,96.5,97.599998,1824000,83.846207
"455",97.900002,98.07,95.589996,95.709999,2178800,82.222534
"456",94.010002,95.599998,93.019997,95.080002,2236600,81.681328
"457",94.699997,95.059998,90.540001,90.82,2724100,78.021629
"458",92.059998,93.610001,91.669998,92.360001,2307500,79.344627
"459",91.279999,91.660004,89.330002,90.160004,2507100,77.454651
"460",91.370003,92.870003,89.599998,90.75,2743200,77.961502
"461",91.360001,92.739998,90.470001,92.440002,3289400,79.413345
"462",93.769997,95.800003,93.589996,93.779999,3810000,80.564522
"463",94.559998,95.360001,94.209999,94.879997,2158300,81.509491
"464",96.279999,97.269997,95.129997,95.910004,2203100,82.394363
"465",96.099998,98,96.099998,97.82,2141900,84.035202
"466",97.68,98.510002,96.959999,98.379997,1862600,84.516266
"467",99.25,100.849998,98.449997,100.690002,2699200,86.500771
"468",96.5,98.709999,96.010002,96.970001,4078000,83.304985
"469",96.349998,97.580002,95.230003,95.849998,2674000,82.342819
"470",95.57,95.989998,93.459999,93.669998,1708800,80.470016
"471",94.019997,95.980003,93.779999,94.620003,2019000,81.28614
"472",95.650002,95.910004,92.349998,92.849998,2449200,79.765564
"473",91.849998,93.129997,90.739998,92.610001,2677600,79.55938
"474",92.190002,92.5,91.07,91.559998,2521200,78.657349
"475",91.790001,92.279999,90.790001,91.650002,1943800,78.734673
"476",90.760002,90.879997,89.099998,89.870003,2451600,77.205513
"477",90.150002,92.480003,90,91.040001,1906600,78.210632
"478",89.120003,90.730003,89.120003,89.669998,1065200,77.802834
"479",90.959999,92.669998,90.690002,91.830002,2507300,79.676994
"480",91.709999,92.110001,91.010002,91.889999,2186700,79.729034
"481",91.900002,94.440002,91.209999,94.279999,2524500,81.802742
"482",93.57,94.849998,92.790001,92.910004,2070100,80.614044
"483",92.559998,93.900002,92.550003,93.760002,2287600,81.351555
"484",95.370003,95.949997,93.480003,94.260002,2180600,81.785378
"485",93.889999,94.169998,88.480003,89.18,3141900,77.377693
"486",88.410004,88.510002,84.510002,87.339996,4863400,75.781197
"487",87.389999,89.099998,85.18,85.870003,2914500,74.505745
"488",85.800003,85.940002,81.839996,83.300003,3405000,72.275871
"489",84.839996,85.309998,81.900002,82.139999,2468800,71.269379
"490",83.639999,84.480003,82.459999,82.849998,2242800,71.885414
"491",83.230003,83.589996,82.050003,82.739998,3226300,71.78997
"492",81.690002,83.199997,81.599998,82.370003,2989000,71.468941
"493",81.82,83.050003,81.059998,81.629997,3010300,70.826874
"494",81.879997,83.489998,81.199997,81.879997,3121500,71.043777
"495",81.830002,83.650002,79.739998,80.599998,4010000,69.933189
"496",79.889999,81.480003,79.760002,80.400002,3510400,69.759644
"497",79.790001,81.440002,78.199997,78.449997,5200400,68.067719
"498",77.629997,79,76.68,76.830002,1429000,66.662125
"499",77.050003,80.599998,75.610001,80.57,2755100,69.90715
"500",79.260002,81.400002,78.019997,81.400002,2673800,70.627312
"501",81.639999,82.010002,80.32,80.779999,2308900,70.089371
"502",81.410004,82.099998,80.43,81.550003,1880800,70.757462
"503",79.940002,83.190002,79.849998,82.669998,2247700,71.729233
"504",82.099998,83.040001,81.120003,81.269997,2257500,70.514526
"505",83.160004,85.309998,82.699997,85.040001,2503900,73.785583
"506",84.480003,86.230003,83.760002,85,2356400,73.750877
"507",85.970001,86.620003,84.550003,85.5,2251100,74.184692
"508",85.889999,87.230003,85.160004,86.879997,2478900,75.382072
"509",86.720001,87.559998,86.160004,87.309998,1888200,75.755165
"510",86.529999,87.949997,86.019997,87.739998,1507600,76.128265
"511",86.849998,88.889999,86.82,88.529999,1726100,76.813713
"512",88.379997,89,87.629997,88.980003,1627400,77.204147
"513",89.709999,91.279999,89.410004,90.480003,2172300,78.505646
"514",89.970001,91.589996,89.440002,91.169998,1682700,79.104324
"515",92.07,92.989998,91.419998,92.260002,3316300,80.050072
"516",91.540001,92.160004,90.440002,90.769997,3678200,78.757256
"517",91.540001,91.75,89.349998,90.639999,2585200,78.644455
"518",90.099998,91.830002,90.099998,91.379997,1666600,79.286537
"519",92.25,93.43,91.699997,92.910004,2319000,80.614044
"520",91.910004,92.790001,91.480003,92.589996,1738500,80.336411
"521",92.260002,92.699997,91.029999,91.080002,1987300,79.026237
"522",91.019997,91.68,89.849998,91.32,2894800,79.234482
"523",90.379997,92.199997,90.379997,92.139999,2822500,79.945961
"524",92.529999,93.010002,91.790001,92.959999,2539300,80.65744
"525",93.010002,93.269997,92.5,93.190002,1586200,80.856995
"526",93.239998,93.290001,92.120003,92.989998,1857100,80.683449
"527",92.849998,93.849998,92.699997,93.410004,2060200,81.04789
"528",90.199997,92.849998,89.309998,91.279999,3448100,79.199768
"529",90.459999,91.199997,88.669998,90.989998,2540900,78.948135
"530",91.589996,91.769997,90.610001,91.5,1790000,79.390656
"531",92.489998,93.860001,92.360001,93.360001,2429900,81.004486
"532",94,94.949997,93.800003,93.870003,1531300,81.447006
"533",92.839996,93.279999,91.620003,91.68,3567600,79.546822
"534",92.540001,94.349998,92.540001,94.150002,3010200,81.689941
"535",92.82,94.269997,92.599998,93.949997,2039400,82.391525
"536",94.050003,95.279999,93.690002,95.019997,2509200,83.329895
"537",95.110001,95.550003,94.080002,94.489998,2063300,82.865089
"538",94.690002,95.480003,94.559998,95.010002,1836900,83.321121
"539",95.940002,96.410004,95.449997,95.559998,1784700,83.803452
"540",95.110001,96.629997,95.099998,95.57,1939200,83.812218
"541",95.589996,96.230003,95.279999,96.07,1496600,84.250702
"542",96.150002,96.18,95.449997,95.849998,2062800,84.05777
"543",96.889999,97.989998,96.080002,96.599998,1661700,84.715508
"544",96.82,97.910004,95.699997,96.730003,2107400,84.829498
"545",96.830002,97.290001,95.07,96.860001,1672400,84.943504
"546",96.690002,97.019997,95.389999,95.5,1556300,83.750832
"547",95,95,93.169998,94.110001,2146200,82.531845
"548",92.889999,93.349998,92.089996,93.300003,2455700,81.821495
"549",93.830002,94.870003,93.5,94.559998,1976600,82.926476
"550",94.860001,95.419998,94.599998,94.739998,1934700,83.084328
"551",95.07,95.669998,94.629997,95.129997,1653700,83.426338
"552",95.089996,95.620003,94.870003,95.269997,1735400,83.549118
"553",95.25,96.519997,95.25,95.980003,6682100,84.171783
"554",96.489998,97.629997,96.199997,97.25,1823300,85.28553
"555",97.800003,98.419998,96.459999,96.800003,1985100,84.890892
"556",96.449997,97.110001,93.769997,93.910004,2440100,82.356445
"557",93.339996,94.440002,92.639999,94.239998,2498300,82.645836
"558",93.110001,93.370003,89.910004,89.959999,3712200,78.892403
"559",90.080002,90.910004,89.269997,89.949997,2013700,78.883621
"560",90.800003,91.779999,90.589996,91.459999,1695500,80.207855
"561",91.339996,91.949997,90.860001,91.529999,1466200,80.269241
"562",91.720001,92.480003,90.93,91.690002,1532100,80.409561
"563",92.760002,92.849998,91.389999,91.879997,2209900,80.57618
"564",92.699997,95.989998,92.639999,95.870003,2543200,84.07531
"565",95.839996,96.790001,95.089996,95.089996,2125200,83.391273
"566",96.239998,97.110001,95.879997,96.459999,1775500,84.592735
"567",96.510002,97.959999,96.269997,97.099998,1404000,85.153992
"568",97.440002,98.870003,97.050003,98.470001,2382000,86.355431
"569",98,98.970001,97.769997,98.889999,1725300,86.723763
"570",98.150002,98.239998,96.800003,97.260002,1795500,85.294304
"571",97.300003,98.709999,96.830002,98.389999,1351700,86.285263
"572",99.110001,100.419998,98.910004,99.559998,1735800,87.311333
"573",101.089996,102.720001,100.82,101.459999,2575500,88.977585
"574",101.660004,101.970001,100.879997,101.339996,1733500,88.872345
"575",101.839996,104.080002,101.620003,104.029999,2230400,91.2314
"576",104.489998,105.339996,103.400002,104.160004,2310200,91.345413
"577",103.940002,104.540001,103.669998,103.830002,1430800,91.056
"578",103.389999,103.879997,103.040001,103.459999,929100,90.731522
"579",103.050003,104.220001,102.959999,103.660004,1880200,90.906929
"580",103.309998,103.519997,102.339996,102.760002,1861700,90.117653
"581",102.129997,103.379997,101.529999,102.739998,1421500,90.100105
"582",103.110001,103.919998,102.43,103.889999,1132400,91.10862
"583",104.139999,105.959999,104,105.300003,1764800,92.345154
"584",105.339996,105.860001,104.279999,105.709999,1920100,92.704704
"585",105.650002,106.400002,104.269997,104.599998,2169000,91.731262
"586",100.110001,103,99.5,101.839996,3857300,89.310837
"587",102.480003,103.849998,101.769997,103.129997,2007500,90.442116
"588",101.010002,102.480003,100.389999,102.029999,1813200,89.477455
"589",100.889999,101.480003,100.080002,100.870003,2516200,88.460167
"590",100.529999,101.699997,100.260002,100.800003,1472200,88.398781
"591",99.5,101.400002,99.160004,100.830002,1222900,88.425087
"592",100.629997,101.489998,98.980003,101.269997,1774300,88.810951
"593",98.589996,98.959999,95.790001,96.139999,3054400,84.312088
"594",96.760002,99.360001,96.5,98.580002,2673000,86.451912
"595",97.370003,98.709999,96.82,98.230003,1828500,86.144966
"596",98.75,100.330002,98.75,99.410004,1572400,87.179779
"597",98.199997,99.690002,98.040001,98.809998,1476300,86.653595
"598",98.449997,99.940002,98.379997,99.309998,1175000,87.092094
"599",99.919998,100.949997,99.730003,100.440002,1660100,88.083076
"600",99.779999,99.970001,99.150002,99.650002,1325500,87.390266
"601",98.290001,98.290001,96.190002,97.110001,2353000,85.162758
"602",96.940002,97.959999,96.769997,97.75,1535600,86.615952
"603",97.43,98.43,96.330002,96.339996,2166500,85.366554
"604",95.529999,96.389999,94.610001,96.279999,2319100,85.313385
"605",96.919998,97.449997,95.32,95.760002,1889300,84.852623
"606",94.220001,94.580002,92.290001,92.379997,2907800,81.857613
"607",92.360001,94.269997,91.709999,94.220001,2368900,83.488014
"608",95.800003,97.889999,95.139999,97.82,2123200,86.677979
"609",97.949997,98.970001,96.330002,98.800003,2807300,87.546356
"610",99,100.279999,98.720001,99.860001,2488400,88.485611
"611",99.760002,100.07,99,99.419998,1591700,88.095741
"612",100.440002,101.480003,99.459999,99.739998,1686100,88.379288
"613",100.849998,100.910004,99.419998,99.739998,1240100,88.379288
"614",99.610001,99.959999,98.68,98.760002,1441700,87.510918
"615",98.989998,99.580002,98.839996,99.330002,1324700,88.015976
"616",99.629997,99.709999,98.470001,99.230003,1302100,87.927376
"617",99.57,99.620003,97.889999,97.940002,1230700,86.784317
"618",98,100.129997,97.639999,99.489998,1464700,88.157761
"619",100.309998,100.800003,98.809998,98.970001,1413900,87.697006
"620",99.959999,100.360001,98.150002,100.129997,2431700,88.724861
"621",100.089996,101,99.470001,99.599998,3062800,88.255234
"622",99.559998,100.470001,99.099998,99.300003,1598200,87.989403
"623",99.449997,99.550003,97.849998,98.269997,1717400,87.076721
"624",99.050003,99.190002,98.019997,98.519997,1773800,87.298233
"625",98.900002,99.690002,98.610001,99.230003,1186500,87.927376
"626",100.010002,101.190002,99.709999,101,2235200,89.495773
"627",102.330002,103.080002,101.150002,102.019997,1857800,90.399582
"628",102.099998,102.099998,100.209999,100.980003,1634900,89.478035
"629",101.220001,102.910004,101.139999,102.449997,1199400,90.780609
"630",102.550003,102.93,101.870003,102.739998,1125300,91.037575
"631",101.68,102.510002,101.339996,101.870003,1185100,90.266663
"632",100.940002,101.940002,100.940002,101.589996,1353100,90.018555
"633",101.5,102.639999,100.300003,100.75,1482400,89.274239
"634",101.190002,101.410004,100.550003,101.139999,2242400,89.61982
"635",101.449997,102.629997,101.110001,102.510002,1201900,90.833786
"636",102.370003,102.669998,100.889999,101.889999,1291600,90.284393
"637",102.410004,102.690002,101.589996,102.089996,1308700,90.461601
"638",101.660004,101.75,99.879997,100.110001,1644700,88.707138
"639",100.019997,101.68,99.75,101.440002,1628500,89.885643
"640",102.120003,102.769997,101,101.019997,2069200,89.513489
"641",100.830002,101.239998,100.349998,100.779999,1126000,89.300827
"642",101.059998,102.120003,101.059998,101.879997,1210300,90.27552
"643",101.459999,102.669998,101.349998,102.550003,1279900,90.869217
"644",102.400002,102.959999,101.839996,102.459999,1351200,90.789467
"645",102.5,103.540001,101.769997,103.269997,1368500,91.507202
"646",103.099998,103.559998,102.260002,102.5,1204200,90.824905
"647",101.849998,102.410004,101.419998,102.339996,1200300,90.683144
"648",102.349998,102.540001,100.980003,101.309998,2048400,89.770454
"649",94.809998,95,89.029999,91.089996,7697800,80.714554
"650",90.510002,90.949997,88.080002,88.559998,4275600,78.472725
"651",85.959999,87.18,85.080002,85.949997,4216900,76.160019
"652",86.720001,87,84.199997,86.230003,2655200,76.408134
"653",84.309998,85.389999,82.580002,85.169998,3028200,75.468864
"654",86.010002,86.400002,85.370003,86.029999,2415400,76.230911
"655",85.629997,85.93,84.120003,84.82,1671700,75.158722
"656",83.599998,83.82,82.349998,82.720001,2274800,73.297913
"657",82.290001,85.18,81.620003,83.580002,2707300,74.059959
"658",81.220001,82,80.220001,80.400002,3510400,71.24218
"659",80.900002,81.139999,79.580002,80.089996,2674400,70.967484
"660",80.800003,82.540001,80.790001,82.029999,2693000,72.686508
"661",82.669998,83.040001,82.099998,82.220001,2188700,73.753983
"662",81.660004,81.82,80.559998,80.650002,2003800,72.345634
"663",81.5,81.730003,81.089996,81.400002,2316800,73.01841
"664",82.029999,82.529999,81.410004,82.080002,1727600,73.628403
"665",81.25,82.169998,78.709999,79.129997,2424900,70.982147
"666",80.080002,80.349998,79.290001,79.610001,1556400,71.41272
"667",79.970001,80.269997,77.739998,78.290001,2360100,70.228645
"668",77.650002,78.93,77.650002,78.389999,1961900,70.318344
"669",79.440002,79.870003,79.080002,79.529999,1945700,71.340965
"670",80.349998,80.889999,79.809998,80.089996,1637600,71.8433
"671",79.110001,79.260002,77.889999,78.639999,2183800,70.542603
"672",79.919998,80.010002,79.209999,79.650002,2579100,71.448608
"673",79.5,82.620003,79.5,81.919998,3320900,73.484871
"674",82.18,82.599998,81.540001,82.169998,2313100,73.709122
"675",83,84.589996,82.309998,84.199997,2804800,75.530098
"676",85.349998,86.75,84.849998,86.709999,3052100,77.781654
"677",87.580002,88.050003,85.769997,88.019997,2311100,78.956749
"678",87.029999,88.599998,85.93,88.220001,2364600,79.136162
"679",89.870003,90.68,88.910004,89.82,3342900,80.571426
"680",88.720001,89.879997,88.459999,89.099998,2208400,79.925552
"681",88.349998,88.650002,87.68,88.290001,2688400,79.198952
"682",87.779999,89.389999,87.309998,89.18,2198600,79.997314
"683",89.150002,90.129997,88.910004,89.010002,1735800,79.844841
"684",89.32,90.269997,88.989998,89.080002,3000900,79.907623
"685",88.059998,90.169998,87.870003,89.660004,1783100,80.427895
"686",89.800003,90.120003,88.470001,89.18,2336600,79.997314
"687",89.029999,90.239998,88.809998,89.769997,2427600,80.526581
"688",89.580002,90,89.099998,89.739998,1653900,80.499649
"689",90.459999,91.059998,89.82,90.160004,2150000,80.876404
"690",90.669998,90.669998,89.440002,89.949997,1961100,80.688026
"691",90.730003,90.790001,87.169998,87.279999,1981500,78.292953
"692",86.410004,86.5,84.830002,85.080002,2338900,76.319481
"693",84.82,85.580002,83.459999,85.540001,2281800,76.732132
"694",85.5,87.370003,85.470001,87.349998,2449000,78.355751
"695",87.449997,87.970001,86.800003,86.989998,1775300,78.032822
"696",85.739998,85.739998,84.580002,84.949997,2113800,76.202866
"697",85.739998,86.669998,85.489998,86.059998,1801800,77.198578
"698",86.949997,88.639999,86.690002,87.669998,1567400,78.642807
"699",89.879997,90.800003,89.339996,89.419998,2548300,80.212616
"700",88.650002,89.559998,88.349998,89.339996,1077100,80.140839
"701",89.389999,90.93,88.910004,89.949997,1463400,80.688026
"702",89.519997,90.43,89.220001,89.449997,1387300,80.239517
"703",90.290001,90.739998,89.07,89.379997,1687600,80.17672
"704",89.459999,90.190002,89.330002,89.690002,2070400,80.454803
"705",90.769997,91.230003,90.559998,90.879997,1381000,81.52227
"706",90.699997,91.779999,90,91.209999,1470800,81.818283
"707",90.139999,91.599998,90.139999,91.57,1794400,82.141228
"708",91.800003,92.260002,90.559998,91.260002,2005200,81.863144
"709",90.809998,92.18,90.790001,91.75,1503400,82.302696
"710",92.620003,93.360001,92.5,93.120003,2047900,83.531631
"711",92.739998,93.940002,92.739998,93,1734800,83.423988
"712",92.68,92.760002,91.25,92.309998,1432100,82.805031
"713",91.529999,91.610001,89.559998,91.139999,2976000,81.755508
"714",91.849998,93.040001,91.620003,92.970001,2566100,83.397079
"715",94.019997,94.910004,93.610001,94.5,2321700,84.769531
"716",91,93.849998,90.279999,92.050003,4400500,82.5718
"717",91.449997,91.940002,89.849998,90.550003,2768500,81.22625
"718",91.599998,92.830002,91.470001,91.839996,2071900,82.383415
"719",94.589996,95.010002,91.309998,92.889999,3701300,83.325302
"720",92.150002,92.580002,91.300003,92.25,2002200,82.751213
"721",92.449997,93.75,92.190002,93.309998,3237900,83.702049
"722",92.199997,93.139999,91.620003,92.790001,2326100,83.235603
"723",92.519997,93.07,92.519997,92.809998,1631000,83.253555
"724",93.57,93.809998,93.25,93.650002,2248800,84.007065
"725",93.339996,93.639999,92.370003,93.139999,2141300,83.549576
"726",93.370003,93.870003,93.139999,93.459999,2110800,83.836624
"727",92.980003,93.5,92.470001,93.120003,2772700,83.531631
"728",93.690002,93.93,93,93.559998,2119400,83.926315
"729",93.949997,95.290001,93.809998,94.940002,2382700,85.16423
"730",93.57,93.93,93.099998,93.669998,3143000,84.919449
"731",93.639999,93.93,93.379997,93.830002,2003400,85.064499
"732",94.160004,94.57,93.870003,93.919998,1306500,85.146095
"733",94.040001,94.300003,93.489998,93.620003,793600,84.874123
"734",94.059998,94.489998,92.779999,92.940002,1708800,84.257645
"735",91.199997,91.720001,89.839996,90.379997,2954200,81.936798
"736",90.949997,91.709999,90.720001,90.760002,1838900,82.281296
"737",91.489998,91.900002,90.790001,91.010002,1472900,82.507942
"738",92.220001,92.959999,92.139999,92.290001,1425100,83.668365
"739",91.720001,93,91.379997,92.800003,1218600,84.130722
"740",92.480003,92.75,92.099998,92.449997,1382600,83.813423
"741",92.43,92.669998,91.919998,92.419998,1435400,83.786217
"742",92.559998,94.870003,92.400002,94.550003,2276100,85.717255
"743",94.529999,95.639999,93.82,94.139999,1731000,85.345543
"744",95,95.300003,94.389999,94.489998,1613600,85.662849
"745",94.389999,95.339996,94.300003,95.129997,1400900,86.24305
"746",95.5,95.589996,95.029999,95.269997,2067900,86.369972
"747",95.440002,95.440002,94.129997,94.239998,3429500,85.436203
"748",95.010002,95.379997,94.5,94.540001,5207900,85.708183
"749",94.650002,94.849998,93.540001,94.279999,1763300,85.472466
"750",94.279999,94.550003,93.739998,93.809998,597000,85.046379
"751",93.830002,94.540001,93.589996,94.010002,1099900,85.227699
"752",94.339996,94.339996,93.080002,93.220001,1097100,84.51149
"753",93.650002,93.650002,92.790001,92.879997,852100,84.203247
"754",92.980003,93.75,92.779999,93.739998,1355300,84.98291
"755",94.040001,94.900002,93.790001,94.839996,1744600,85.980141
"756",93.400002,93.720001,92.68,93.260002,1526300,84.547752
"757",92.120003,93.519997,91.970001,93.489998,1689000,84.756271
"758",93.209999,93.800003,92.730003,93.389999,1740400,84.665604
"759",93.800003,95.360001,93.440002,93.989998,3611400,85.209557
"760",94.68,95.059998,94.360001,94.699997,2279500,85.853226
"761",94.650002,94.989998,94.040001,94.410004,1429200,85.590324
"762",94.559998,95.080002,94.120003,95.07,1517000,86.18866
"763",94.75,95.629997,94.690002,94.93,1907500,86.061737
"764",94.080002,95,93.82,94.32,2023900,85.508728
"765",95,95.540001,94.879997,95.389999,2203200,86.478775
"766",95.470001,97.099998,95.410004,97.099998,2501500,88.02903
"767",96.309998,96.449997,94.940002,95.489998,2076200,86.56942
"768",95.769997,96.080002,95.370003,95.949997,1640400,86.986458
"769",95.309998,95.779999,94.029999,95.529999,1992500,86.60569
"770",95.660004,95.660004,92.5,93.519997,1924000,84.783463
"771",91.169998,91.809998,90.169998,90.349998,2104300,81.909592
"772",91.18,92.540001,90.639999,92,1755500,83.405464
"773",92.519997,93.019997,91.900002,91.910004,1290000,83.323868
"774",90.989998,93.199997,90.68,93.110001,1442400,84.411774
"775",92.040001,92.599998,90.580002,91.059998,2695900,82.553276
"776",91.650002,93,91.440002,91.5,1508400,82.952171
"777",93.209999,94.419998,93.199997,93.529999,2080900,84.792534
"778",95.330002,96.919998,94.529999,95.639999,3808500,86.705406
"779",96.580002,96.620003,95.32,95.330002,1762500,86.424377
"780",94.709999,95.349998,94.230003,94.669998,1510300,85.826035
"781",94.379997,94.919998,93.980003,94.889999,1178700,86.025475
"782",95.349998,96.830002,94.980003,95.870003,1490600,86.913933
"783",96.599998,97.239998,95.93,95.949997,1535500,86.986458
"784",95.519997,95.910004,95.019997,95.57,1449600,86.641968
"785",94.589996,94.940002,93.889999,94.480003,1195700,86.651131
"786",93.870003,94.739998,92.470001,93.18,1442600,85.458847
"787",93.5,93.650002,93.07,93.099998,1421900,85.385475
"788",93.040001,94.5,92.980003,93.779999,1422200,86.009132
"789",92.93,93.330002,91.43,92.599998,2103100,84.926903
"790",89.110001,89.559998,87.050003,87.830002,3387100,80.552162
"791",88.220001,88.220001,83.480003,84.059998,2961200,77.094559
"792",84.769997,85.080002,81.839996,81.919998,3064800,75.131889
"793",79.309998,80.669998,77.260002,77.519997,3928000,71.096481
"794",74.889999,75.940002,73.190002,75.449997,5092900,69.198006
"795",76.019997,79.730003,75.290001,79.559998,5088800,72.96743
"796",79.470001,80.129997,74.379997,75.059998,3844400,68.840317
"797",76.440002,77.209999,73.709999,77.169998,3976000,70.775482
"798",74.059998,74.18,71.269997,72.260002,3709400,66.272331
"799",68.470001,71.790001,67.949997,69.809998,5168300,64.025345
"800",63.75,65.830002,57.380001,58.240002,7662100,53.414074
"801",62.07,63.220001,59.389999,62.869999,7946300,57.660416
"802",60.049999,60.610001,57.200001,57.970001,5755700,53.166447
"803",52.82,53.049999,46.299999,46.310001,7775400,42.472626
"804",51.810001,52.990002,46.639999,52.919998,8143900,48.534897
"805",44,48.07,43.169998,43.349998,6806800,39.7579
"806",44.560001,46.970001,40,46.77,8187500,42.894508
"807",42.57,47.900002,41.939999,46.18,7466100,42.353394
"808",44.77,47.889999,43.009998,44.369999,5083800,40.693382
"809",45.220001,46.310001,42.009998,42.259998,6519000,38.758221
"810",41.009998,42,38.619999,39.220001,6673400,35.970123
"811",42.869999,47.98,42.169998,47.470001,4764100,43.536503
"812",50.5,56.41,47.25,51.610001,5927500,47.333454
"813",52.470001,57.779999,52.360001,54.650002,5747500,50.121552
"814",51.57,55.349998,50.779999,53.040001,4724600,48.644962
"815",52.150002,54.119999,51.040001,53.75,3227000,49.296127
"816",53.259998,53.779999,50.709999,52.139999,4656000,47.819538
"817",48.5,49.849998,46.580002,47,4233900,43.10545
"818",46.360001,48.91,45.57,46.630001,3999400,42.766109
"819",46.290001,47.369999,45.040001,46.09,4530000,42.270859
"820",49.900002,50.220001,47.700001,49.139999,4675700,45.068123
"821",53.970001,54.049999,50.689999,52.060001,5451900,47.74617
"822",53.009998,55.43,52.580002,55.02,3952000,50.460896
"823",56.950001,60.630001,56.700001,58.700001,3736800,53.835957
"824",58.630001,59.369999,55.209999,58,3091900,53.193962
"825",59.080002,59.91,56.990002,58.610001,3748600,53.753414
"826",55.439999,55.990002,53.93,54.52,3839700,50.002323
"827",53.93,54.389999,51.82,52.389999,3092900,48.04882
"828",55.369999,56.970001,54.66,56.599998,4589200,51.909966
"829",54.720001,55.860001,53.470001,54.25,2925600,49.7547
"830",52.02,53.060001,51.220001,51.790001,3250700,47.498539
"831",53.529999,54.060001,52.709999,53.610001,3659300,49.167728
"832",54.259998,54.990002,52.98,53.240002,2411700,48.828384
"833",53.939999,56.200001,53.400002,55.779999,2785400,51.157917
"834",56.459999,59.740002,56.299999,59.259998,2953300,54.349552
"835",62,63.240002,59.810001,60.650002,3180000,55.624374
"836",63.5,64.93,62.900002,64.489998,3403800,59.146175
"837",62.32,64.290001,61.830002,62.369999,2809400,57.201851
"838",60.380001,60.5,58.720001,59.540001,2569100,54.606354
"839",58.189999,58.990002,57.009998,58.880001,2244000,54.001038
"840",59.84,60.66,58.470001,58.75,2256600,53.881813
"841",57.549999,58.830002,54.02,54.119999,4459700,49.635468
"842",55.080002,58.84,55.029999,56.720001,3514700,52.020031
"843",58.119999,59.040001,57.23,58.98,1996100,54.092754
"844",57.950001,58.049999,56.400002,57.049999,2183600,52.322678
"845",57.509998,57.900002,54.25,54.259998,2559500,49.763866
"846",53.700001,53.939999,50.970001,51.349998,3847000,47.094994
"847",50.119999,53.48,48.52,53.380001,3204500,48.956787
"848",52.639999,53.759998,51.830002,52.93,2547700,48.544071
"849",55.849998,57.619999,55.509998,57.119999,2643200,52.386875
"850",56.790001,56.959999,54.950001,54.98,2347900,50.424206
"851",56.110001,57.150002,56,56.560001,2268400,51.87328
"852",56.040001,57.970001,56.040001,57.669998,2815800,52.8913
"853",56.599998,56.93,54.869999,56.279999,3307800,52.620159
"854",59.490002,61.580002,58.93,60.459999,4561400,56.528343
"855",64,64.959999,62.02,63.200001,3499600,59.09016
"856",64.269997,64.330002,61.630001,61.849998,2497100,57.827946
"857",60.68,61.98,60.110001,60.959999,4599400,56.995827
"858",60.779999,61.400002,59.66,60.880001,3798600,56.921032
"859",59.759998,61.59,59.759998,60.959999,6232000,56.995827
"860",62.959999,64.110001,62.720001,63.709999,5487400,59.566994
"861",63.330002,65.529999,62.639999,65.459999,5616500,61.20319
"862",70.980003,71.449997,68.269997,69.230003,5575800,64.728035
"863",71.370003,74.760002,70.290001,74.730003,5548500,69.870377
"864",72,72.669998,70.75,71.760002,3426500,67.093513
"865",71,71.07,67.879997,67.879997,3539600,63.465816
"866",63.099998,64.220001,60.060001,60.349998,4916100,56.425491
"867",63.77,63.830002,61.16,63.16,2729600,59.052765
"868",60.16,65.220001,59.919998,64.540001,3452400,60.343021
"869",67.919998,68.489998,64.059998,65.800003,3594700,61.521084
"870",66.230003,66.419998,63.759998,63.82,2466600,59.669842
"871",63.099998,65.230003,62.610001,64.040001,2473900,59.875538
"872",65.800003,65.800003,62.5,63.09,8417500,58.987316
"873",62.5,63.029999,61.59,62.540001,2629100,58.473076
"874",63.689999,64.5,62.889999,63.18,2826500,59.071465
"875",62.009998,62.200001,59.23,59.700001,3838500,55.817764
"876",59,60.82,58.700001,60.450001,4092900,56.518993
"877",59.34,59.66,57.110001,58.099998,8980500,54.321804
"878",58.830002,59.43,57.759998,59.200001,2621700,55.350273
"879",58.740002,61.240002,58.66,60.900002,2789800,56.939728
"880",61.02,61.330002,58.849998,58.93,2157900,55.097836
"881",60.709999,61.779999,59.150002,59.299999,2467300,55.443775
"882",61.330002,62.119999,60.27,61.310001,2422900,57.323067
"883",60.259998,60.810001,59.240002,59.389999,2437300,55.52792
"884",59.630001,60.950001,59.540001,60.77,1904500,56.818184
"885",60.560001,60.59,57.830002,58.029999,2962100,54.256359
"886",58.150002,60.720001,58,60.540001,2476000,56.603138
"887",61.529999,62.139999,60.32,60.970001,2409200,57.00518
"888",60.880001,61.970001,60.16,61.91,2731700,57.884048
"889",63.400002,64.239998,62.48,63.93,2894600,59.77269
"890",63.23,65.449997,62.669998,64.25,1964800,60.07188
"891",64.239998,64.43,63.380001,64.139999,2219900,59.969032
