"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"57",63.299999,63.939999,63.049999,63.830002,2825800,50.898277
"58",63.84,64.610001,63.799999,64.080002,2375000,51.097626
"59",64.080002,64.809998,63.84,64.690002,2971200,51.584042
"60",64.559998,64.830002,64.349998,64.660004,1737700,51.56012
"61",64.440002,64.599998,63.84,64.5,2210900,51.432541
"62",64.32,65.110001,63.889999,65.040001,2530500,51.863132
"63",65.07,65.18,64.639999,65.099998,1529600,51.91098
"64",65.040001,65.230003,64.169998,64.190002,2206700,51.185337
"65",64.300003,65.07,64.099998,64.580002,1452300,51.496326
"66",64.559998,64.919998,64.099998,64.709999,1602500,51.599995
"67",64.660004,65.379997,64.660004,64.870003,2199200,51.727573
"68",64.919998,65.279999,64.699997,65.160004,1607300,51.958824
"69",65.209999,65.639999,64.949997,65.470001,1228400,52.206017
"70",65.470001,65.790001,65.220001,65.639999,1162900,52.341583
"71",65.43,65.800003,64.989998,65.059998,1107400,51.879082
"72",65.32,65.839996,65.099998,65.839996,1274000,52.501053
"73",65.839996,66.949997,65.669998,66.790001,2227100,53.258587
"74",66.739998,66.889999,66.089996,66.410004,2293600,52.955578
"75",66.370003,66.400002,65.629997,65.949997,2695600,52.588768
"76",65.82,66.290001,65.75,65.779999,1655500,52.453213
"77",66.120003,66.199997,63.669998,64.629997,2790800,51.536198
"78",64.75,64.949997,64.419998,64.68,1897100,51.576065
"79",64.57,64.629997,63.990002,64.010002,1853800,51.041809
"80",64.010002,64.760002,63.939999,64.120003,1331800,51.129524
"81",64.139999,64.769997,62.830002,64.010002,2503400,51.041809
"82",64.230003,64.559998,63.540001,63.970001,1699200,51.009914
"83",63.990002,64.18,63.459999,63.669998,1685200,50.770695
"84",63.830002,63.93,62.450001,62.790001,2132800,50.068977
"85",62.5,62.740002,61.490002,62.650002,2160600,49.95734
"86",62.77,63.759998,62.73,63.75,1448000,50.83448
"87",63.93,63.950001,63.32,63.529999,1973700,50.659054
"88",63.450001,63.52,62.25,62.630001,1683100,49.941391
"89",62.630001,64.169998,62.59,64.019997,1947900,51.049786
"90",63.68,65.050003,63.360001,64.970001,2091400,51.807316
"91",65.129997,65.690002,64.970001,65.669998,1981300,52.365494
"92",65.699997,66.389999,65.190002,65.230003,1647300,52.014641
"93",65.309998,65.480003,64.739998,65.019997,1179300,51.847183
"94",65.089996,67.120003,64.919998,66.32,2740800,52.883804
"95",66.410004,67.57,66,67.43,2314700,53.768925
"96",67.440002,67.480003,66.620003,67.139999,2104200,53.537682
"97",67.139999,67.379997,66.769997,67.25,2212100,53.625401
"98",67.400002,67.949997,67.059998,67.5,1333900,53.824757
"99",67.519997,68,67.519997,67.779999,989900,54.048016
"100",67.889999,67.900002,67.230003,67.239998,1262900,53.617428
"101",67.239998,67.580002,66.269997,66.580002,1572700,53.091141
"102",66.559998,66.870003,66.209999,66.540001,1107900,53.059242
"103",66.540001,67.040001,66.470001,66.489998,2804100,53.019371
"104",66.550003,66.980003,65.879997,66.870003,1656400,53.322392
"105",66.440002,67.230003,66.330002,67.099998,1480400,54.133167
"106",66.910004,67.050003,66.300003,66.949997,816200,54.012154
"107",67.040001,67.120003,66.519997,66.57,779100,53.705593
"108",66.580002,66.93,66.360001,66.739998,1489400,53.842735
"109",66.739998,66.93,65.779999,66.580002,1070100,53.713665
"110",66.459999,67.110001,66.129997,66.870003,1190200,53.947624
"111",66.870003,68.230003,66.779999,68.169998,2373400,54.996399
"112",67.989998,68.32,67.709999,68.260002,1837300,55.069
"113",68.849998,69.620003,68.550003,68.699997,2097500,55.423965
"114",68.339996,69.470001,68.18,69.040001,2394700,55.698277
"115",69.220001,69.949997,68.760002,69.519997,2982100,56.085503
"116",69.650002,69.760002,69.029999,69.75,1885400,56.271072
"117",69.779999,70.400002,69.440002,70.339996,2119000,56.747047
"118",70.410004,70.760002,70.019997,70.739998,2420000,57.06974
"119",70.610001,71.5,70.300003,71.18,1746900,57.424725
"120",70.900002,71.949997,70.800003,71.720001,3820500,57.860371
"121",71.730003,72.190002,71.510002,71.93,1626600,58.029778
"122",71.949997,72.360001,71.129997,71.169998,1696100,57.416653
"123",71.120003,71.559998,70.629997,71.099998,1786000,57.360188
"124",70.349998,70.699997,69.099998,69.209999,1929300,55.835423
"125",69.370003,69.900002,69.25,69.480003,1339900,56.053238
"126",69.669998,70.18,69.110001,69.980003,1032800,56.456619
"127",69.889999,70,68.690002,69.18,1912300,55.811207
"128",68.889999,68.910004,67.529999,67.610001,1668000,54.544617
"129",67.610001,67.690002,66.769997,67.470001,1403000,54.431664
"130",67.5,67.660004,66.919998,66.940002,1058700,54.004101
"131",67.059998,67.209999,66.419998,66.919998,1093900,53.987961
"132",67.32,68.349998,67.32,67.800003,1179500,54.697899
"133",67.790001,67.970001,67.459999,67.519997,763400,54.471989
"134",67.879997,68.480003,67.739998,68.050003,1025300,54.899582
"135",68.010002,68.800003,67.940002,68.800003,1149600,55.50465
"136",68.839996,69.050003,68.339996,68.660004,1355900,55.391724
"137",68.669998,68.910004,68.25,68.529999,1303400,55.286831
"138",68.730003,68.879997,68.360001,68.400002,1336700,55.18195
"139",68.349998,68.660004,68.050003,68.650002,1323800,55.383644
"140",68.650002,68.919998,67.730003,68.050003,1904400,54.899582
"141",67.970001,67.989998,67.029999,67.900002,1546300,54.778568
"142",67.900002,68.349998,67.559998,68.080002,779500,54.92379
"143",67.75,67.989998,66.900002,67.410004,1196900,54.383274
"144",67.389999,67.519997,66.559998,67.120003,1326800,54.149307
"145",67.110001,67.519997,66.57,67.349998,2132800,54.334858
"146",67.620003,67.800003,65.610001,66,1789400,53.245747
"147",65.860001,66.029999,65.370003,66.019997,1922200,53.261875
"148",66.040001,66.690002,65.75,66.449997,1583800,53.60878
"149",66.389999,66.610001,65.769997,65.809998,1117500,53.092453
"150",65.809998,66.239998,65.519997,65.650002,1163100,52.963383
"151",65.459999,65.739998,65.150002,65.459999,1270700,52.810089
"152",65.360001,65.669998,64.910004,65.620003,1935800,52.939182
"153",65.550003,65.650002,64.769997,64.800003,999300,52.277649
"154",65.110001,65.110001,64.389999,64.949997,1222600,52.398647
"155",65.160004,66.260002,64.970001,66.129997,1242800,53.350609
"156",65.959999,66.18,65.260002,66.18,1489400,53.390961
"157",66,66.82,66,66.589996,1577300,53.721714
"158",66.57,66.839996,66.169998,66.529999,1516900,53.673325
"159",66.5,66.5,65.940002,66.120003,1657500,53.342552
"160",66.239998,67.639999,65.900002,67.449997,1473900,54.415531
"161",67.410004,67.599998,66.43,66.910004,1417500,53.979889
"162",66.889999,67.75,66.690002,67.540001,1299300,54.488144
"163",67.5,68.089996,67.419998,67.769997,1836900,54.673691
"164",68,68.25,67.739998,67.889999,1167400,54.770508
"165",67.900002,68.150002,67.309998,67.510002,828200,54.463943
"166",67.629997,68.150002,67.540001,67.790001,1315200,54.689838
"167",67.510002,68.160004,67.480003,68.129997,1005200,54.964123
"168",68.129997,68.639999,68.129997,68.440002,1741100,55.214214
"169",68.470001,69.25,68.470001,68.779999,1090600,55.48851
"170",68.870003,69.220001,68.669998,68.93,1137700,55.609531
"171",69.190002,69.389999,68.309998,68.349998,1453600,55.141621
"172",68.550003,69.120003,68.32,69.029999,1160100,55.690212
"173",68.879997,69.919998,68.790001,69.470001,1684800,56.045174
"174",68.830002,69.379997,68.419998,69.379997,1305900,56.604031
"175",69.260002,69.550003,68.120003,68.529999,926600,55.910568
"176",68.410004,68.620003,68.129997,68.389999,1164500,55.796345
"177",68.410004,68.970001,67.93,68.940002,1090500,56.24506
"178",69.099998,69.529999,68.730003,69.360001,2696500,56.587723
"179",69.400002,69.5,68.389999,68.879997,1112500,56.196102
"180",68.980003,69.120003,68.059998,68.199997,1829200,55.641315
"181",68.419998,68.639999,67.400002,68.07,1682400,55.535271
"182",68,68.290001,67.410004,67.519997,1301100,55.086536
"183",67.18,67.540001,65.849998,66.040001,1902000,53.879078
"184",66.040001,66.879997,66.040001,66.620003,1193800,54.35228
"185",66.419998,66.669998,65.900002,66.160004,1249300,53.97699
"186",66,66.139999,64.470001,65.110001,2006900,53.120335
"187",64.980003,65.489998,64.940002,65.410004,1103400,53.365097
"188",65.209999,65.68,64.919998,65.129997,1561300,53.13665
"189",65.269997,65.419998,63.860001,63.889999,1978200,52.124989
"190",63.919998,64.260002,63.360001,63.68,2214700,51.953663
"191",63.740002,63.860001,63.380001,63.650002,2434000,51.929192
"192",63.84,64,63.240002,63.310001,1747100,51.651794
"193",62.830002,63.419998,62.450001,63.34,1815700,51.676281
"194",63.459999,63.700001,63.150002,63.310001,1072600,51.651794
"195",63.400002,63.700001,62.869999,63.259998,2082700,51.611
"196",63.169998,63.580002,62.91,63.049999,1719600,51.439682
"197",63.029999,63.150002,62.369999,63.080002,1933100,51.464149
"198",63.290001,63.52,62.689999,63.360001,1851100,51.692585
"199",63.419998,63.540001,62.900002,63.139999,1486100,51.513092
"200",63,63.259998,62.580002,63.200001,1684800,51.562054
"201",63.150002,63.470001,62.759998,63.310001,1214300,51.651794
"202",63.349998,63.599998,63,63.02,918500,51.415199
"203",63.099998,63.099998,62.529999,63,1428700,51.398888
"204",63.16,63.16,62.32,62.5,1481900,50.990948
"205",62.5,62.619999,61.720001,61.82,2133100,50.436165
"206",61.700001,61.990002,60.82,61.5,1971400,50.175098
"207",62,62,60.959999,61.099998,1807200,49.848755
"208",61.029999,63.099998,60.900002,62.5,2273100,50.990948
"209",62.73,63.299999,62.52,63.25,1986300,51.60284
"210",63.16,63.25,62.110001,62.75,2481600,51.19492
"211",62.860001,63.509998,62.57,63.07,1456200,51.455986
"212",63.240002,64.18,63.169998,63.84,1699600,52.084198
"213",63.5,64.550003,63.490002,64.099998,1243400,52.296318
"214",64.089996,64.629997,63.98,64.089996,1323600,52.288158
"215",64.18,64.589996,64.010002,64.330002,1439200,52.483971
"216",64.400002,64.800003,64.309998,64.650002,1256900,52.745041
"217",64.57,65.400002,64.550003,64.809998,931400,52.87558
"218",64.269997,65.190002,64.260002,64.910004,928800,52.957165
"219",65.169998,65.440002,64.900002,65.389999,1291800,53.34877
"220",65.339996,65.720001,64.980003,65.040001,1666100,53.063225
"221",65.089996,65.239998,64.32,64.379997,1624600,52.524757
"222",64.349998,65.050003,64.129997,64.510002,1656700,52.630829
"223",64.269997,64.75,64.160004,64.400002,1543000,52.541077
"224",64.529999,64.68,64.080002,64.25,1403700,52.418701
"225",64.339996,64.75,64.300003,64.32,1535100,52.475811
"226",64.309998,64.57,64.089996,64.239998,1445100,52.410545
"227",64.440002,64.93,64.370003,64.68,598400,52.769516
"228",64.830002,64.830002,63.830002,63.860001,1276500,52.100517
"229",64.010002,64.150002,63.419998,63.610001,1469900,51.896557
"230",63.330002,64.169998,63.099998,64.07,1465700,52.271847
"231",64.139999,64.540001,63.66,64.010002,2327500,52.222897
"232",64.209999,64.940002,64.080002,64.809998,1654000,52.87558
"233",64,64.510002,62.59,62.82,3399100,51.252029
"234",62.84,63.139999,62.599998,62.73,2305700,51.178596
"235",62.869999,63.040001,62.34,62.990002,1411800,51.39072
"236",63.040001,63.630001,62.66,63.529999,1339500,51.831284
"237",63.529999,63.759998,63.139999,63.310001,1282300,51.651794
"238",63.110001,63.540001,62.860001,63.32,1127200,51.659954
"239",63.470001,64.260002,63.330002,63.82,1399400,52.067875
"240",64.110001,64.400002,63.720001,63.869999,1428300,52.108665
"241",63.810001,63.959999,63.439999,63.459999,1433800,51.774174
"242",63.919998,64.489998,63.720001,64.25,3190200,52.418701
"243",64.43,64.970001,64.32,64.389999,1345400,52.532921
"244",64.300003,64.440002,61.73,61.830002,2133300,50.444336
"245",61.889999,61.98,60.619999,60.689999,2714100,49.514252
"246",60.77,60.919998,59.709999,59.84,2480600,48.820774
"247",60,60.330002,59.779999,60.139999,1813100,49.065536
"248",60.130001,60.529999,60.049999,60.18,1157000,49.098171
"249",60.419998,60.529999,60.040001,60.139999,1454100,49.065536
"250",60.220001,60.560001,59.91,60.43,1515000,49.302132
"251",59.75,60.490002,59.610001,60.009998,1549300,49.607994
"252",60.080002,60.490002,59.709999,59.759998,1905400,49.401333
"253",59.93,60.220001,59.66,60.119999,1886900,49.698925
"254",60.049999,60.049999,58.490002,58.650002,2570700,48.48373
"255",58.799999,58.939999,57.900002,58.349998,2454300,48.235737
"256",58.349998,58.650002,58.029999,58.450001,1862500,48.318401
"257",58.369999,58.380001,57.310001,57.689999,2950300,47.690136
"258",57.560001,57.599998,56.700001,56.84,2219900,46.98748
"259",56.84,57.130001,56.09,56.23,2550400,46.483215
"260",56.16,56.16,54.77,54.830002,4282600,45.32589
"261",55.110001,56.139999,54.450001,54.52,3710300,45.069614
"262",54.73,55,54.299999,54.98,4527500,45.449883
"263",54.779999,54.869999,54.099998,54.380001,3218300,44.953892
"264",54.490002,54.52,53.75,54.470001,2612700,45.02829
"265",54.459999,54.860001,54.299999,54.490002,2587100,45.044819
"266",54.82,55.959999,54.5,55.950001,2761100,46.251751
"267",55.919998,56.200001,55.68,55.889999,2839700,46.202156
"268",55.860001,56.459999,55.810001,56.41,2990400,46.632015
"269",56.709999,56.709999,55.439999,55.889999,2193400,46.202156
"270",55.599998,55.68,54.52,55.529999,2062600,45.904552
"271",55.82,56.099998,54.650002,54.650002,2145500,45.177094
"272",54.799999,55.98,54.610001,55.970001,3898800,46.268284
"273",55.93,56.189999,54.240002,54.400002,2715200,44.970421
"274",53.91,55,53.52,54.330002,2815300,44.91256
"275",54.139999,54.98,52.779999,52.880001,3216200,43.71389
"276",52.32,53.360001,51.799999,53.189999,3689500,43.970158
"277",53.130001,54.119999,52.82,52.970001,3266400,43.788296
"278",52.799999,52.919998,50.919998,50.919998,6466800,42.093639
"279",50.049999,52.009998,49.169998,51.59,5891900,42.647495
"280",51.650002,51.91,49.470001,50.459999,3986100,41.713375
"281",50.380001,50.900002,49.580002,50.720001,3193300,41.928307
"282",50.310001,50.439999,49.349998,49.619999,2867200,41.01897
"283",49.619999,50.75,49.619999,50.639999,2652300,41.862175
"284",50.790001,51.639999,50.709999,51.389999,2454900,42.482166
"285",51.110001,51.560001,50.259998,50.27,2281300,41.556309
"286",50.290001,50.400002,49.330002,49.34,2288600,40.787506
"287",49.580002,50.330002,49.119999,49.669998,1914600,41.060307
"288",49.950001,50.52,49.5,50.509998,1954800,41.754704
"289",50.669998,50.740002,50.189999,50.73,1975600,41.936569
"290",50.73,50.93,48.91,48.91,2664800,40.432049
"291",49.18,49.360001,48.299999,48.32,3371900,39.944317
"292",48.18,49.720001,47.970001,49.580002,3591100,40.985905
"293",49.5,50.09,49.209999,49.860001,3333700,41.217373
"294",49.860001,51.290001,49.799999,50.77,3753200,41.969639
"295",50.639999,50.790001,49.68,50.450001,2153800,41.705109
"296",50.299999,51.240002,49.990002,51.220001,2288400,42.341629
"297",50.970001,50.970001,49.98,50.52,4368100,41.762974
"298",50.459999,50.610001,49.259998,49.689999,3653000,41.076847
"299",49.610001,50.5,49.560001,50.380001,4084400,41.64724
"300",50.849998,51.220001,50.009998,50.349998,4131200,41.622437
"301",50.310001,50.5,49.02,49.68,4637800,41.068573
"302",49.66,49.990002,49.049999,49.459999,3622400,40.886703
"303",49.380001,50.27,49.18,50.150002,4100200,41.457111
"304",50.080002,50.099998,49.150002,49.529999,2341500,40.944569
"305",49.5,50.02,48.84,49,2793400,40.506447
"306",48.900002,49.09,48.009998,48.459999,2570400,40.060051
"307",48.5,49.990002,48.419998,49.32,4227700,40.770981
"308",49.419998,49.459999,47.950001,48.110001,2845700,39.770714
"309",48.41,48.459999,47.799999,48.209999,2087600,39.853382
"310",48.279999,49.630001,47.82,49.009998,2215700,40.514709
"311",49.169998,50.790001,49.139999,50.459999,3420200,41.713375
"312",49.700001,49.880001,49.139999,49.529999,2605700,41.595795
"313",49.669998,50.310001,49.040001,49.389999,2561600,41.47823
"314",49.459999,49.98,48.470001,49.560001,2604700,41.620991
"315",49.349998,50.700001,49.119999,50.32,2088800,42.259247
"316",50.299999,50.369999,49.450001,50.040001,2312700,42.024105
"317",50.130001,50.849998,50.040001,50.419998,2514700,42.343235
"318",50.529999,50.599998,49.439999,49.810001,1971600,41.830948
"319",50.139999,50.139999,49.150002,49.27,2847600,41.377449
"320",49.25,49.939999,48.939999,49,1890600,41.150703
"321",49,49.110001,47.860001,48.349998,2287800,40.60482
"322",48.32,48.549999,47.91,48.540001,1565000,40.764381
"323",48.630001,48.849998,48.139999,48.68,1798700,40.881962
"324",48.779999,49.330002,48.5,48.84,1850100,41.016327
"325",48.950001,49.099998,48.599998,48.610001,1721100,40.823177
"326",48.5,48.560001,47.490002,47.799999,2267300,40.142925
"327",47.830002,47.880001,46.799999,47.009998,2294400,39.479481
"328",47,47.450001,46.709999,46.959999,1868700,39.437489
"329",47,47.810001,46.630001,47.369999,2063200,39.781815
"330",47.130001,47.419998,46.549999,47.360001,1760200,39.773415
"331",47.529999,47.900002,46.889999,47.470001,2564300,39.865791
"332",48.810001,52.029999,48.650002,51.59,5732000,43.325806
"333",52.200001,52.209999,50.860001,51.419998,4147600,43.183044
"334",51.5,52.740002,51.139999,52.41,4732500,44.014458
"335",52.130001,52.439999,50.950001,52.369999,4781700,43.980865
"336",52.119999,52.599998,51.82,52.529999,2773800,44.115234
"337",52.450001,53.23,52.380001,53.150002,2357700,44.63591
"338",53.189999,53.509998,52.709999,53.349998,3005000,44.803879
"339",53.360001,53.360001,52.529999,52.84,2359400,44.375572
"340",52.689999,53.209999,52.540001,53.150002,1945700,44.63591
"341",53.549999,53.75,53.169998,53.740002,1700500,45.131401
"342",53.860001,54.150002,53.419998,53.509998,1690500,44.93824
"343",53.290001,53.470001,52.830002,53.16,2011000,44.644306
"344",52.889999,52.900002,52.099998,52.259998,3430400,43.888481
"345",52.599998,52.91,51.830002,52.040001,2055300,43.703724
"346",52.27,52.279999,51.34,51.459999,2218300,43.216633
"347",51.540001,51.93,51.23,51.459999,2207200,43.216633
"348",51.349998,52.25,50.689999,52.18,1845900,43.821301
"349",52.299999,52.77,51.720001,52.68,2577300,44.241196
"350",52.919998,53.799999,52.759998,53.560001,2282700,44.980236
"351",53.57,53.790001,52.68,53.09,2121700,44.585526
"352",53.290001,53.75,53.25,53.619999,1434500,45.030617
"353",53.52,54.119999,53.139999,54.099998,2405300,45.433731
"354",53.959999,55.02,53.450001,54.810001,2626500,46.030003
"355",54.529999,54.919998,54.310001,54.66,4299600,45.90403
"356",54.669998,55.23,54.470001,54.84,2180400,46.055195
"357",54.950001,55.299999,54.52,54.990002,1781600,46.181171
"358",55.25,55.540001,54.470001,54.5,2341300,45.769661
"359",54.5,54.779999,54.060001,54.34,1874100,45.635288
"360",54.400002,54.720001,53.950001,54.560001,1982500,45.820049
"361",54.619999,55.029999,54.5,54.84,1262900,46.055195
"362",54.869999,55.169998,54.59,54.91,1100600,46.113979
"363",54.790001,55.470001,54.639999,55.18,1478000,46.340729
"364",55.240002,55.450001,53.419998,53.439999,2267900,44.879459
"365",53.639999,54.799999,53.639999,54.41,1934100,45.69408
"366",54.560001,54.959999,54.139999,54.23,2746400,45.542912
"367",54.060001,54.48,53.25,53.66,2153400,45.06422
"368",53.52,54.34,53.509998,53.709999,1930800,45.106209
"369",53.630001,54.82,53.549999,54.75,1708700,45.97961
"370",54.799999,55.299999,54.349998,55.049999,1664900,46.231552
"371",55.009998,55.720001,54.799999,55.689999,2504500,46.769028
"372",55.66,56.400002,55.290001,56.09,2236100,47.104958
"373",56.150002,56.23,55.700001,55.77,2029400,46.836216
"374",55.950001,56.459999,55.5,56.080002,2002700,47.096558
"375",56.150002,57.48,56.150002,57.439999,2679500,48.238701
"376",56.360001,57.32,55.950001,56.950001,2998300,48.49416
"377",56.91,57.25,55.919998,56.869999,3253500,48.426033
"378",56.880001,58.68,56.599998,58.02,2084300,49.405281
"379",58.07,58.82,57.189999,58.799999,2467400,50.069473
"380",58.990002,59.27,58.759998,59.119999,1850700,50.341957
"381",59.080002,59.209999,57.950001,58.380001,2075300,49.71183
"382",58.369999,59.029999,58.150002,58.669998,1632100,49.958775
"383",58.68,59.029999,58.299999,58.389999,1367700,49.720348
"384",58.389999,58.599998,58.02,58.400002,1294400,49.728863
"385",58.580002,58.869999,57.75,58.209999,1485700,49.567062
"386",57.98,58.450001,57.43,58.290001,1357000,49.635201
"387",58.5,58.599998,57.799999,57.919998,1810800,49.320126
"388",57.830002,58.099998,57.080002,57.330002,2071100,48.817738
"389",57.330002,58.450001,57.189999,58.060001,4303800,49.439346
"390",57.939999,58.290001,57.400002,58.25,1894200,49.601135
"391",58.18,58.419998,57.66,57.98,3401400,49.371223
"392",57.959999,57.990002,56.779999,57.700001,2537700,49.132805
"393",57.880001,58.619999,57.700001,58.18,1736500,49.541527
"394",58.330002,58.509998,57.189999,57.32,3723300,48.809216
"395",57.619999,57.950001,54.599998,55.099998,4404900,46.918842
"396",55.150002,55.5,54.549999,55.419998,2416500,47.19133
"397",55.779999,56.880001,55.73,56.380001,3095900,48.008793
"398",55.970001,56.889999,55.419998,56.810001,1978900,48.37495
"399",56.68,57.189999,56.419998,56.490002,1454400,48.102459
"400",56.68,58.34,56.630001,58,2379300,49.388256
"401",57.889999,58.349998,57.549999,58.009998,1705400,49.396767
"402",58,58.529999,57.799999,58.400002,2394100,49.728863
"403",58.439999,58.77,57.75,57.900002,1894900,49.303104
"404",58.009998,58.150002,57.650002,57.799999,2300700,49.217941
"405",57.610001,57.849998,56.84,56.959999,1484200,48.502674
"406",56.990002,57.130001,56.639999,56.98,1471900,48.519703
"407",57.060001,57.799999,57.02,57.470001,1889400,48.936951
"408",57.549999,58.849998,57.490002,58.740002,2060900,50.018372
"409",58.720001,58.939999,58.189999,58.900002,1289200,50.154625
"410",58.700001,59.689999,58.700001,59.669998,1552800,50.810291
"411",59.73,59.98,59.209999,59.41,1887200,50.588898
"412",59.369999,59.369999,58.830002,59.16,1529400,50.376019
"413",59.049999,59.259998,58.669998,59.200001,1265900,50.41008
"414",59.209999,59.810001,59,59.209999,2341500,50.418591
"415",59,59.18,58.220001,58.720001,2265600,50.001347
"416",58.720001,58.759998,58.150002,58.68,1921500,49.967285
"417",58.66,59.709999,58.5,59.689999,1522700,50.827324
"418",59.77,59.93,59.529999,59.82,1443900,50.938023
"419",59.869999,60,59.490002,59.59,1353300,50.742176
"420",59.57,60.419998,59.450001,59.869999,1655400,50.980602
"421",59.849998,60.16,59.09,59.25,1333400,50.452656
"422",59.040001,60.209999,58.619999,59.939999,3347600,51.040207
"423",59.990002,60.259998,59.84,60.119999,1402400,51.193481
"424",59.720001,59.849998,58.68,58.849998,1518100,50.112045
"425",59.139999,59.700001,58.82,59.279999,1405700,50.478207
"426",59.049999,59.369999,58.57,59.099998,1453000,50.324921
"427",59.07,59.369999,58.849998,58.91,1235600,50.163139
"428",59.27,59.349998,58.740002,59.009998,1209300,50.248287
"429",58.779999,58.810001,57.080002,57.860001,2065200,49.269043
"430",57.889999,58.630001,57.52,58.380001,1600900,49.71183
"431",58.41,58.580002,57.549999,57.59,1650800,49.039131
"432",57.66,57.689999,56.900002,57.060001,1416400,48.58783
"433",57.009998,57.200001,56.369999,56.970001,2517300,48.511189
"434",56.599998,56.810001,56.099998,56.189999,3710100,47.846992
"435",56.040001,56.09,54.41,54.630001,2597000,46.518631
"436",54.759998,54.970001,54.310001,54.32,1995300,46.25465
"437",54.32,54.5,53.630001,53.66,2272100,45.69265
"438",53.650002,54.279999,53.599998,53.959999,2531500,45.948109
"439",53.349998,54.400002,53.279999,54.380001,2514900,46.993755
"440",54.299999,54.490002,53.880001,53.98,1863700,46.648083
"441",54.02,54.369999,53.619999,53.639999,1451700,46.354259
"442",53.57,53.740002,52.290001,52.860001,2574100,45.68021
"443",52.459999,52.959999,51.799999,52.889999,1804300,45.706131
"444",52.93,53.57,52.830002,53,2117300,45.801193
"445",53.240002,54.330002,53.049999,53.900002,2883500,46.578949
"446",53.950001,54.439999,53.439999,54.360001,1663700,46.976467
"447",54.369999,55.380001,54.18,54.900002,3050400,47.443119
"448",55.009998,55.040001,53.34,53.360001,3631300,46.112297
"449",53.619999,53.82,52.799999,53.310001,3035700,46.069092
