"","HAS.Open","HAS.High","HAS.Low","HAS.Close","HAS.Volume","HAS.Adjusted"
"102",104.129997,104.639999,103.709999,104.239998,503600,91.964043
"103",104.449997,105.389999,104.010002,105.260002,664900,92.863945
"104",105.32,106.43,104.910004,105.970001,746100,93.490303
"105",106.120003,108.040001,105.599998,107.160004,1057900,94.540184
"106",107.040001,107.879997,106.599998,107.800003,1048000,95.104813
"107",107.589996,108.849998,106.760002,108,674100,95.281242
"108",108.18,108.550003,107.790001,108.400002,633700,95.634155
"109",108.110001,108.699997,107.690002,108.510002,524900,95.731201
"110",109.410004,109.790001,107.669998,107.900002,722900,95.193024
"111",107.470001,108.769997,107.120003,108.440002,708700,95.669434
"112",108.529999,110.610001,107.889999,110.099998,930800,97.133926
"113",110.300003,110.480003,108.919998,109.309998,868500,96.436974
"114",108.809998,111.010002,108.360001,108.989998,1712000,96.154655
"115",108.209999,110.349998,108.209999,109.639999,1322200,96.728104
"116",111.349998,111.769997,110.260002,111.300003,690700,98.192627
"117",111.139999,111.830002,110.699997,111.379997,706200,98.263206
"118",111.580002,111.93,110.550003,111.220001,542700,98.122047
"119",111.860001,111.860001,110.230003,110.470001,486700,97.460365
"120",113.489998,113.489998,110.330002,111.910004,1470200,98.730789
"121",112.160004,112.239998,110.940002,111.839996,813400,98.669037
"122",111.540001,112.089996,110.290001,110.419998,936800,97.416252
"123",110.730003,111.959999,110.220001,110.82,612900,97.769135
"124",110.690002,110.889999,108.940002,110.059998,846200,97.09864
"125",110.980003,112.080002,110.470001,111.510002,768200,98.377907
"126",112.089996,112.339996,110.220001,110.739998,381900,97.69857
"127",110.419998,113,110.239998,112,741000,98.810196
"128",111.260002,112.339996,110.339996,111.120003,643700,98.033844
"129",111.550003,112.190002,111.150002,111.93,463500,98.748428
"130",112.029999,112.75,111.07,112.129997,427800,98.924866
"131",112.449997,112.5,111.169998,112.300003,528800,99.074852
"132",113.209999,113.269997,112.190002,112.970001,414500,99.665962
"133",112.769997,113.410004,111.720001,111.739998,695500,98.58078
"134",112.239998,113.410004,112.019997,113.139999,453500,99.815933
"135",113.309998,113.389999,112.610001,112.839996,466400,99.551262
"136",112.860001,113.68,112.290001,113.400002,466900,100.045319
"137",113.629997,114.529999,112.949997,114.040001,584200,100.609932
"138",114.260002,115,112.339996,114.900002,640400,101.368652
"139",114.809998,116.199997,114.720001,115.949997,1321100,102.294998
"140",111.160004,111.589996,103.68,105,5715800,92.634552
"141",107.389999,107.620003,104.32,106.32,3151500,93.799103
"142",105.790001,106.699997,105.110001,106.099998,1141500,93.605011
"143",106.290001,106.650002,105,106.639999,968200,94.081421
"144",106.080002,106.25,105.160004,105.739998,1305400,93.788712
"145",105.699997,106,105.199997,105.879997,1341400,93.912888
"146",106.080002,106.800003,105.529999,105.949997,1214400,93.974983
"147",105.5,106.540001,103.260002,104.769997,1540300,92.928345
"148",105.129997,105.720001,103.410004,103.940002,1009200,92.192162
"149",104.300003,104.32,102.839996,103.489998,1000400,91.793015
"150",103.650002,103.860001,102.919998,103.019997,824800,91.376129
"151",102.989998,103.360001,101.25,101.43,1182000,89.965836
"152",101,101.050003,99.75,100,1575200,88.697487
"153",99.559998,99.970001,97.68,97.82,1223900,86.763863
"154",97.989998,98.360001,97.07,97.550003,1515500,86.524391
"155",98.480003,99,98,98.239998,943100,87.136391
"156",98.290001,98.660004,97.75,98.330002,907300,87.216217
"157",98.25,99.599998,98.120003,98.959999,882600,87.775024
"158",98.639999,99.029999,97.120003,97.160004,835100,86.178474
"159",96.730003,96.910004,95.120003,95.510002,1399600,84.714958
"160",95.550003,95.660004,94.660004,94.839996,1729300,84.120689
"161",95,95.139999,94.389999,94.550003,2229700,83.86348
"162",94.589996,94.589996,93.730003,93.919998,1616000,83.304657
"163",94.169998,95.400002,94.059998,95.050003,1824900,84.306946
"164",95.279999,96.059998,95.080002,95.199997,988200,84.440002
"165",95.290001,95.449997,94.480003,94.629997,1090600,83.934425
"166",94.370003,95.230003,94.32,94.830002,1159200,84.111816
"167",94.959999,95.650002,94.519997,95.279999,1117000,84.510956
"168",96,98.309998,95.940002,98.25,1687500,87.145264
"169",98.449997,99.089996,97.809998,98.339996,1071700,87.225105
"170",97.370003,97.459999,95.160004,95.519997,1378500,84.723816
"171",95.650002,95.839996,92.150002,93.660004,3335100,83.074059
"172",93.650002,94.199997,92.370003,92.669998,1403500,82.195961
"173",92.43,94.379997,91.57,94.089996,1356400,83.455452
"174",94.980003,96.529999,94.57,95.800003,1644200,84.972198
"175",95.940002,96.199997,94.440002,94.919998,1682400,84.191635
"176",94.650002,96.080002,94.519997,95.959999,657300,85.114098
"177",95.379997,95.93,94.639999,95.07,880900,84.324692
"178",95.019997,95.949997,94.660004,94.839996,1454300,84.120689
"179",95.169998,95.610001,92.360001,93.239998,1796900,82.701515
"180",93.040001,96.879997,92.910004,94.989998,1960800,84.253716
"181",95.599998,95.599998,94.220001,95.519997,1305000,84.723816
"182",95.540001,95.660004,94.349998,94.839996,1710800,84.120689
"183",95,96.43,94.730003,96.139999,1548900,85.273758
"184",96.169998,97.050003,95.5,96.599998,1164600,85.681755
"185",97.040001,97.699997,96.699997,97.419998,907300,86.409073
"186",97.610001,97.75,96.769997,97.160004,890800,86.178474
"187",96.949997,97.459999,96.150002,97.010002,1030400,86.045418
"188",97,97.870003,96.82,97.669998,934100,86.630829
"189",97.349998,97.739998,96.75,97.650002,1022900,86.613083
"190",97.720001,98.07,96.879997,97.57,1045600,86.542137
"191",97.519997,97.949997,97.089996,97.68,711900,86.639679
"192",97.940002,98.580002,96.489998,96.580002,1378500,85.664017
"193",96.389999,96.419998,95.529999,96.260002,1325700,85.380203
"194",96.5,97.260002,96.120003,96.620003,628000,85.699516
"195",96.529999,96.889999,96.080002,96.190002,644100,85.318108
"196",95.900002,96.830002,95.900002,96.610001,908100,85.690636
"197",96.440002,96.970001,96.220001,96.599998,798500,85.681755
"198",97.169998,97.769997,96.519997,96.620003,967900,85.699516
"199",96.599998,97.25,96.300003,97.129997,1259000,86.151871
"200",97.279999,97.279999,96.360001,96.559998,1507600,85.646278
"201",96.510002,96.93,96.300003,96.720001,821700,85.7882
"202",96.669998,97.040001,96.129997,96.669998,876500,85.743843
"203",97.32,98.93,97.099998,98.190002,2270300,87.092041
"204",92.690002,93.440002,88.660004,89.75,7220400,79.60598
"205",91.669998,93.989998,91.5,92.959999,4445000,82.453171
"206",92.879997,94.440002,92.599998,94.400002,2730300,83.730415
"207",94.940002,95.459999,94.230003,94.93,2011400,84.200508
"208",94.849998,97.300003,94,97.139999,2576100,86.160736
"209",96.959999,96.959999,95.400002,95.470001,2131900,84.679482
"210",94.650002,94.75,92.190002,92.589996,1944000,82.618256
"211",92.900002,93.330002,90.32,90.470001,1854200,80.72657
"212",91.07,91.099998,89.290001,89.610001,1402400,79.959198
"213",89.150002,91.010002,89.099998,90.690002,1066200,80.922882
"214",90.669998,91.260002,90.349998,91.010002,704400,81.20842
"215",90.760002,91.129997,89.160004,89.889999,1362000,80.209053
"216",89.82,89.900002,88.209999,89.010002,1630600,79.423828
"217",88.32,89.889999,87.919998,88.690002,1637900,79.138268
"218",88.830002,91.589996,88.760002,91.449997,1421900,81.601028
"219",94.75,99.169998,94.75,96.830002,5587900,86.401611
"220",96.220001,97.300003,95.639999,95.980003,2382800,85.643173
"221",95.599998,95.889999,94.019997,94.75,1424400,84.545639
"222",93.910004,96.339996,93.5,95.900002,967300,85.57177
"223",96.07,96.900002,95.699997,95.889999,1080800,85.562866
"224",95.540001,95.970001,94.459999,95.019997,966900,84.78656
"225",95.68,96.099998,94.879997,95.050003,717500,84.813324
"226",95.169998,95.529999,94.839996,95.029999,471800,84.795471
"227",95.309998,95.459999,94.589996,94.650002,294000,84.456406
"228",94.919998,95.220001,93.480003,93.699997,703800,83.608704
"229",93.779999,94.190002,93.309998,93.779999,741500,83.680107
"230",93.720001,93.919998,92.809998,92.839996,979200,82.841339
"231",92.949997,93.919998,92.550003,93.019997,1075000,83.001953
"232",92.639999,92.870003,90.190002,91.839996,949100,81.94902
"233",92.32,93.860001,91.449997,92.139999,1177300,82.216736
"234",91.919998,92.25,90.029999,91.110001,1637900,81.297653
"235",91.029999,91.860001,90.75,90.809998,1429400,81.029968
"236",90.860001,91.610001,90.629997,91.349998,1023700,81.51181
"237",91.559998,91.949997,91.029999,91.360001,933800,81.520737
"238",91.160004,92.650002,91,91.669998,859700,81.797356
"239",91.589996,92.32,90.779999,92.019997,973700,82.109634
"240",92.389999,96,92.029999,95.449997,2174000,85.170235
"241",95.739998,97.169998,95.449997,95.870003,1283600,85.545013
"242",96.389999,96.849998,93.93,94.07,2334400,83.938866
"243",94.389999,94.970001,91.019997,91.550003,1660500,81.690269
"244",91.629997,91.970001,90.239998,91.669998,1502100,81.797356
"245",92.089996,92.550003,90.839996,91.110001,993700,81.297653
"246",92.029999,94.099998,91.540001,92.839996,1094600,82.841339
"247",92.690002,93.709999,92.580002,93.550003,775500,83.474876
"248",93.889999,93.910004,92.279999,92.800003,551800,82.805656
"249",92.949997,93.279999,91.190002,91.669998,1036100,81.797356
"250",91.779999,92.029999,90.57,91.519997,817300,81.663498
"251",91.470001,91.589996,90.080002,90.889999,854700,81.101341
"252",91.559998,92.25,90.709999,92.080002,1223300,82.163185
"253",92.269997,92.269997,89.949997,91.290001,1677500,81.458275
"254",91.540001,91.949997,90.540001,90.709999,1291400,80.940727
"255",91.18,92.779999,89.989998,92.410004,1644200,82.457657
"256",92.099998,93.290001,91.68,93.169998,1257000,83.135803
"257",93.440002,95.169998,93,93.940002,1324700,83.822876
"258",93.739998,94.190002,91.919998,92.309998,1239300,82.368423
"259",92.089996,92.620003,90.599998,92.410004,1218100,82.457657
"260",92.620003,93.769997,91.93,92.449997,1328800,82.493347
"261",92.580002,92.879997,91.300003,91.389999,1521300,81.547523
"262",91.449997,93.150002,91.220001,91.620003,1387000,81.752731
"263",90.910004,92.139999,88.300003,90.519997,1909800,80.771194
"264",90.580002,92.730003,89.540001,92.559998,1859900,82.591492
"265",92.339996,92.489998,89.690002,90.860001,1695300,81.074585
"266",91.849998,97.459999,90.040001,94.559998,3606800,84.376114
"267",94.419998,96.93,93.25,95.769997,2354200,85.455772
"268",96.489998,96.940002,95.230003,95.550003,1475000,85.259476
"269",95.529999,96.110001,91.470001,93.389999,2644900,83.3321
"270",93.349998,94.5,92.82,94.199997,935500,84.054863
"271",94.019997,94.980003,93.370003,94.269997,1351800,84.117332
"272",94.419998,94.910004,93.860001,94.57,947200,84.898361
"273",94.339996,96.300003,93.459999,95.739998,1462000,85.948692
"274",94.75,95.379997,93.75,94.120003,1823300,84.494377
"275",94.010002,94.440002,91.300003,91.330002,1990900,81.989708
"276",90.599998,94.339996,89.889999,93.93,2692700,84.323807
"277",92.5,103.389999,92.099998,102.220001,7270600,91.765991
"278",101.010002,101.510002,96.279999,96.480003,3362700,86.613014
"279",97.699997,98.980003,95.040001,97.730003,2911500,87.735184
"280",98.410004,99.330002,96.339996,96.629997,1313000,86.747681
"281",96.43,97.389999,94.730003,95.559998,1987900,85.787109
"282",95.160004,97.279999,94.68,96.709999,1370200,86.819511
"283",96.769997,97.82,95.620003,97.360001,1270600,87.403015
"284",97.230003,100.690002,95.699997,98.849998,2570400,88.740639
"285",98.519997,98.949997,97.25,97.769997,1403700,87.771103
"286",98.18,100.260002,97.580002,99.07,1916800,88.938148
"287",98.800003,99.059998,96.980003,97.309998,1426100,87.358131
"288",97.199997,97.720001,95.970001,97.470001,1290000,87.501778
"289",97.809998,98.900002,97.360001,98.519997,1230900,88.444389
"290",98.879997,100.550003,97.220001,97.239998,979600,87.295303
"291",97.620003,98.480003,95.550003,95.57,1398000,85.796089
"292",96.059998,96.860001,94.220001,94.400002,1150800,84.74575
"293",93.959999,95.93,93.550003,95.650002,888400,85.867905
"294",95.400002,97.160004,94.779999,96.800003,768100,86.900291
"295",96.800003,96.980003,95.379997,95.870003,701800,86.065399
"296",95.449997,96.370003,94.139999,94.220001,1152100,84.58416
"297",94.019997,94.290001,93.059998,93.379997,864000,83.830055
"298",91.080002,92.150002,89.839996,91.459999,3198300,82.106415
"299",92,92.18,90,90.07,1980400,80.858574
"300",90.540001,90.910004,89.150002,89.349998,1353500,80.212204
"301",89.730003,90,87.580002,88.529999,2079300,79.476059
"302",88.379997,88.639999,87.300003,88.150002,1707200,79.134941
"303",88.220001,88.709999,87.419998,87.739998,1928200,78.766853
"304",87.110001,87.290001,85.989998,86.449997,1536400,77.60878
"305",86.519997,86.860001,85.330002,85.699997,1636300,76.935478
"306",85.980003,87.160004,85.419998,86.599998,1689200,77.743439
"307",85.93,86.059998,84.510002,84.660004,1957400,76.001854
"308",85.25,85.940002,84.059998,84.220001,1586600,75.60685
"309",84.82,85.18,83.949997,85.080002,754800,76.378906
"310",85.559998,86,83.559998,84.07,908700,75.472176
"311",84.309998,85.279999,83.660004,83.82,1052100,75.247757
"312",83.959999,84.860001,83.959999,84.300003,1084300,75.678673
"313",83.970001,84.870003,83.400002,83.75,1454500,75.184929
"314",84.230003,84.660004,83.610001,84.25,1057700,75.633797
"315",83.75,85.410004,83.440002,85.169998,830600,76.459702
"316",85.830002,86.290001,85.309998,85.400002,685600,76.666176
"317",84.57,85.589996,83.879997,84.43,1024100,75.79538
"318",84.980003,86.099998,84.349998,84.449997,984000,75.813316
"319",85.489998,86.339996,84.93,86.089996,1075700,77.285599
"320",85.419998,87.919998,85.419998,87.330002,1094500,78.398788
"321",87.410004,87.709999,86.360001,86.830002,975300,77.949921
"322",87.029999,87.919998,86.620003,87.760002,1157500,78.784805
"323",88.43,88.68,87.889999,88.040001,1140800,79.036194
"324",88.839996,89.059998,86,86.059998,1461800,77.258667
"325",86.379997,86.379997,85.230003,85.489998,2302800,76.746964
"326",85.459999,85.739998,83.449997,83.989998,2693500,75.400368
"327",84.440002,85.650002,82.449997,82.809998,2775000,74.341042
"328",79.25,86.879997,79,86.120003,9536700,77.312538
"329",87.190002,87.610001,85.599998,86.260002,3022900,77.438217
"330",86.419998,87.339996,85.919998,86.970001,1791900,78.0756
"331",87.089996,87.599998,84.470001,85.809998,2443100,77.034241
"332",86.059998,88.480003,86,87.360001,1726900,78.42572
"333",87,88.739998,86.800003,88.089996,1468100,79.655502
"334",88,88.080002,85.669998,87.389999,2201600,79.022545
"335",85.739998,87.379997,85.739998,86.629997,1173800,78.335297
"336",86.410004,86.739998,85.309998,86.110001,1300600,77.865089
"337",85.709999,87.129997,85.610001,86.870003,895800,78.552315
"338",86.830002,88.279999,86.309998,88.029999,1383100,79.601242
"339",87.68,89.160004,86.769997,87.300003,1133200,78.941154
"340",87.029999,87.110001,85.870003,86.68,1041500,78.380508
"341",87.139999,87.739998,86.459999,86.970001,630400,78.642738
"342",87.239998,87.970001,86.75,87.25,883400,78.89595
"343",87.25,87.410004,86.349998,86.629997,790000,78.335297
"344",86.269997,87.550003,86.269997,87.169998,759200,78.823586
"345",87.360001,88.449997,87.199997,88.279999,766900,79.827301
"346",88.089996,89.209999,88.040001,88.669998,812000,80.17997
"347",88.580002,89.050003,88.169998,88.709999,873800,80.216141
"348",88.849998,88.849998,87.07,87.370003,750400,79.004433
"349",87.459999,88.550003,87.459999,87.559998,633500,79.176247
"350",87.300003,87.870003,87.150002,87.739998,460000,79.339005
"351",87.760002,88.099998,87.110001,87.779999,465900,79.375191
"352",88,88.440002,87.5,87.639999,633600,79.248589
"353",87.379997,87.5,86.379997,86.980003,1031600,78.651794
"354",87.199997,87.300003,86.690002,86.809998,699500,78.498055
"355",86.959999,87.220001,86.410004,86.75,1195900,78.44381
"356",87.220001,87.620003,86.279999,87.089996,994700,78.751251
"357",87.339996,88.690002,87.239998,88.650002,745100,80.161888
"358",88.43,88.629997,86.940002,87.059998,1135000,78.724129
"359",87.18,88.440002,86.75,88.43,941100,79.962952
"360",88.449997,89.690002,88.25,88.809998,656300,80.306564
"361",88.82,90.5,88.82,90.330002,648500,81.68103
"362",90.370003,90.879997,90.050003,90.43,443600,81.771477
"363",90.57,91.260002,90.169998,91.209999,837300,82.476768
"364",91.029999,91.550003,90.410004,90.75,1052000,82.060814
"365",91.080002,92.019997,90.900002,91.610001,1264300,82.838486
"366",91.620003,91.620003,90.330002,91.279999,1863800,82.540062
"367",91.5,91.910004,90.43,91.110001,1150700,82.38633
"368",90.290001,90.410004,88.150002,90,1716300,81.382622
"369",90.419998,91.57,89.260002,91.300003,976300,82.558167
"370",91.360001,91.879997,90.599998,91.599998,873100,82.829422
"371",91.839996,92.220001,91.260002,91.68,980900,82.901764
"372",91.190002,91.519997,90.190002,91.019997,862800,82.304955
"373",91.300003,91.599998,90.599998,90.949997,654100,82.241653
"374",91.220001,91.449997,90.440002,90.940002,1320300,82.23262
"375",91.050003,92.019997,90.959999,92.010002,1393300,83.200165
"376",92.989998,93,91.68,92.309998,1786000,83.471458
"377",91.75,93.050003,91.699997,93.019997,2397800,84.113472
"378",92.870003,93.339996,92.610001,93.160004,1121900,84.240074
"379",93.160004,95.379997,93.160004,95.309998,1930800,86.184212
"380",95.769997,96.260002,95.440002,96.050003,1141700,86.85334
"381",96.190002,97.040001,95.779999,96.739998,985100,87.47728
"382",96.779999,97.379997,96.470001,96.589996,1052600,87.341644
"383",95.959999,97.139999,95.959999,96.730003,807000,87.468246
"384",97.110001,97.540001,96.949997,97.400002,794500,88.074089
"385",97.18,97.529999,96.010002,96.519997,675600,87.278351
"386",94.449997,95.139999,93.669998,94.349998,2469600,85.316116
"387",93.989998,94.510002,93.470001,94.019997,1669500,85.017715
"388",93.949997,94.349998,93.150002,93.639999,823200,84.674103
"389",93.629997,94.099998,92.459999,93.690002,1243300,84.71933
"390",93.389999,94.050003,92.57,93.93,1617000,84.936333
"391",104.779999,107.580002,100.080002,106.040001,9757400,95.886826
"392",105.190002,105.970001,100.43,101.110001,3966600,91.428841
"393",101.010002,102.059998,100.559998,101.669998,1476300,91.935234
"394",100.550003,101.919998,99.839996,100.860001,1749700,91.202805
"395",100.940002,101.550003,99.699997,101.309998,1526800,91.609695
"396",100.860001,101.18,99.010002,99.199997,1064200,89.701721
"397",98.769997,99.93,96.169998,99.610001,1389700,90.648186
"398",99.379997,99.379997,97.970001,98.82,785000,89.929253
"399",98.809998,99.919998,98.269997,98.660004,995600,89.783653
"400",99,100.5,98.300003,99.529999,793500,90.575363
"401",99.349998,99.699997,98.75,99.209999,837300,90.284142
"402",99.410004,99.580002,98.650002,98.959999,466400,90.056664
"403",99.400002,99.440002,97.32,97.68,681100,88.891823
"404",97.699997,98.68,97.239998,98.330002,595800,89.48333
"405",97.769997,98.379997,97.220001,97.82,621700,89.019211
"406",98.360001,98.360001,97.400002,97.940002,492700,89.128426
"407",98.019997,98.720001,97.900002,98.129997,548300,89.301331
"408",97.900002,98.889999,97.389999,98.709999,705000,89.829147
"409",98.709999,98.760002,97.639999,98.239998,669100,89.401421
"410",98.309998,99.129997,98.120003,98.529999,930100,89.665344
"411",98.790001,99.93,98.449997,99.650002,719800,90.684563
"412",99.660004,101.419998,99.650002,100.129997,1042700,91.121384
"413",99.830002,100.779999,99.449997,100.489998,504200,91.448982
"414",100.489998,100.82,99.480003,99.93,492600,90.939377
"415",100.309998,101.230003,99.739998,100.989998,563000,91.904037
"416",101.400002,102.019997,101.209999,101.709999,679000,92.559242
"417",101.480003,102.519997,101.480003,101.849998,736300,92.686638
"418",100.830002,101.660004,99.650002,100.82,611500,91.749313
"419",100.889999,101.269997,99.699997,99.790001,532400,90.811974
"420",100.110001,100.68,98.07,99.309998,973900,90.37516
"421",98.75,99.510002,98.650002,99.290001,1108600,90.356949
"422",99.25,100.550003,99.25,100.089996,1243400,91.084984
"423",100.239998,101.610001,100.239998,101.029999,899500,91.940422
"424",100.790001,101.25,100.25,101,824300,91.913109
"425",101.279999,103.040001,101.279999,102.889999,1071100,93.63308
"426",102.660004,103.419998,101.220001,101.57,604100,92.431824
"427",101.389999,103.43,101.209999,102.879997,851300,93.623978
"428",103,103.800003,102.559998,103.339996,595600,94.04258
"429",104.379997,105.93,104.160004,105.589996,1224500,96.090157
"430",105.339996,106.370003,105.279999,105.809998,1272700,96.290352
"431",105.809998,107.720001,105.510002,107.620003,1542200,97.937523
"432",107.800003,109.599998,107.260002,108.989998,1865200,99.184258
"433",108.919998,109.209999,106.860001,107.010002,1071200,97.382401
"434",107.43,107.839996,106.790001,107.459999,1875900,97.791924
"435",107.099998,107.300003,105.400002,106.209999,827600,96.654373
"436",106.349998,107.470001,105.459999,105.559998,1005100,96.062851
"437",105.400002,107.379997,105.349998,106.389999,737400,96.818184
"438",106.419998,107.160004,105.910004,105.980003,688000,96.445076
"439",105.919998,106.699997,104.849998,105.120003,1253500,95.662445
"440",106.110001,107.57,105.010002,105.690002,1447000,96.18116
"441",107.559998,107.559998,104.910004,105.139999,972800,95.680641
"442",105.349998,105.559998,102.949997,103.529999,1248100,94.215469
"443",103.410004,103.980003,100.68,101.440002,1383600,92.313522
"444",102.459999,103.900002,100.550003,101.639999,1010900,92.495529
"445",101.449997,101.739998,100.300003,100.75,871100,91.6856
"446",100.550003,101.589996,100.169998,100.699997,621400,91.640106
"447",100.540001,100.540001,98.339996,98.370003,1584800,89.51973
"448",98.029999,99.559998,97.660004,97.809998,1240700,89.010117
"449",98.540001,99.730003,96.870003,98.309998,945200,89.465126
"450",97.889999,99.120003,97.309998,98.809998,846100,89.920135
