"","WFC.Open","WFC.High","WFC.Low","WFC.Close","WFC.Volume","WFC.Adjusted"
"284",59.669998,60.43,59.669998,59.950001,18661900,53.428535
"285",59.860001,61.27,59.779999,59.950001,18517600,53.428535
"286",59.860001,60.490002,59.73,59.73,19987800,53.23246
"287",59.880001,60.169998,58.68,58.810001,17948600,52.412544
"288",59.07,59.240002,58.349998,59.169998,21099200,52.733379
"289",59.75,60,58.950001,59.970001,16478300,53.44635
"290",60.029999,60.48,59.209999,59.209999,17024400,52.769032
"291",59.470001,59.82,58.32,58.41,17869100,52.056061
"292",58.25,58.939999,57.060001,57.310001,28491000,51.075714
"293",56.919998,57.619999,56.419998,57.41,22428500,51.164829
"294",56.810001,57.970001,56.59,57.59,20560900,51.325256
"295",57.709999,57.869999,56.639999,57.07,23975900,50.86182
"296",56.400002,56.740002,56.009998,56.599998,24788700,50.442955
"297",56.75,57.02,56.23,56.720001,16828400,50.549892
"298",57.16,58.27,57,58.23,19051500,51.895634
"299",58.27,58.560001,57.959999,58.02,12414800,51.708477
"300",58.389999,58.419998,57.419998,57.560001,13810600,51.298523
"301",57.860001,57.900002,56.450001,56.630001,12212900,50.469688
"302",56.77,57.119999,56.240002,56.830002,13277700,50.647926
"303",56.990002,57.169998,55.869999,55.900002,37095000,49.819099
"304",55.880001,55.990002,54.970001,55.48,17982200,49.444786
"305",55.77,55.889999,54.66,54.900002,26874600,48.927876
"306",55.02,55.580002,54.540001,54.790001,18997300,48.829845
"307",54.209999,54.279999,52.18,52.529999,32656300,46.815693
"308",52.720001,52.75,50.939999,50.98,30975800,45.434307
"309",51.950001,52.549999,51.52,52.290001,26718000,46.601795
"310",52.400002,52.799999,50.689999,51.099998,23669300,45.541252
"311",51.16,51.93,50.950001,51.48,23342500,45.87991
"312",52.060001,52.75,51.720001,52.41,17706800,46.708748
"313",52.369999,52.400002,50.419998,51.349998,23359800,45.764053
"314",51.720001,52.189999,51.060001,52.080002,16646400,46.414639
"315",51.130001,53.040001,51.009998,52.91,15952700,47.154354
"316",53.34,53.959999,53.049999,53.259998,16488800,47.466274
"317",52.650002,52.919998,51.959999,52.23,22943800,46.548325
"318",52.5,53.330002,52.16,52.25,17032000,46.566154
"319",52.990002,53.060001,52.119999,52.619999,14594700,46.895901
"320",52.32,52.470001,51.720001,51.93,14673200,46.280956
"321",52.16,53.27,52.029999,52.700001,19967800,46.967205
"322",52.009998,52.299999,50.810001,50.889999,32054900,45.354092
"323",50.59,51.34,50.310001,50.799999,31879100,45.273884
"324",50.950001,51.16,50.490002,50.57,25507100,45.068905
"325",50.779999,50.970001,50.259998,50.389999,21055700,44.908482
"326",50.509998,51.610001,50.490002,51.540001,23678400,45.933384
"327",51.93,52.82,51.82,52.560001,31149300,46.842426
"328",52.549999,52.84,52.18,52.610001,17723900,46.886986
"329",52.950001,53.75,52.18,52.509998,23052100,46.797859
"330",52.439999,53.490002,51.93,53.110001,20978500,47.332596
"331",52.990002,53.110001,52.259998,52.439999,17025800,46.735474
"332",52.279999,52.939999,52.209999,52.360001,12304300,46.664185
"333",52.560001,53.049999,51.959999,51.959999,17050500,46.307686
"334",51.759998,52.599998,51.599998,52.560001,13903800,46.842426
"335",52.380001,52.869999,52.060001,52.189999,16397200,46.512669
"336",51.619999,51.790001,50.810001,51.540001,19216100,46.279217
"337",51.169998,52.900002,51.07,52.41,16660500,47.060417
"338",52.970001,52.990002,52.380001,52.66,16259100,47.284897
"339",52.720001,53.709999,52.630001,53.189999,20786200,47.760796
"340",53.450001,53.98,53.349998,53.759998,16286700,48.272606
"341",54.130001,54.73,53.630001,54.650002,20699000,49.071762
"342",54.689999,54.93,54.27,54.450001,14424000,48.892181
"343",54.779999,54.82,54.330002,54.48,12809100,48.919125
"344",54.43,55.279999,54.380001,54.75,14991100,49.161568
"345",54.700001,55.32,54.560001,55.040001,16450200,49.421967
"346",54.400002,54.669998,54.029999,54.220001,21622400,48.685665
"347",54.150002,54.419998,53.689999,53.700001,21492700,48.218739
"348",54.080002,54.630001,54.07,54.540001,11491400,48.973
"349",54.630001,55.650002,54.439999,55.259998,17398200,49.619507
"350",55.029999,56.18,54.630001,56.18,23566100,50.445599
"351",55.869999,55.900002,54.439999,54.669998,24673400,49.089733
"352",54.599998,54.990002,54.529999,54.900002,17741900,49.296257
"353",54.040001,54.259998,52.639999,52.950001,31604000,47.545292
"354",53.66,54.439999,53.380001,54.23,16416200,48.694645
"355",54.209999,54.380001,53.799999,53.990002,17515900,48.479145
"356",54.560001,55.02,54.279999,54.689999,14100200,49.107689
"357",54.790001,55.169998,54.599998,54.830002,10593700,49.233402
"358",54.610001,54.93,54.290001,54.5,11883900,48.937084
"359",54.720001,55.630001,54.66,55.580002,15848200,49.906849
"360",55.77,55.990002,55.25,55.630001,17299600,49.951744
"361",55.560001,55.77,54.98,55.68,12965900,49.996639
"362",55.790001,56.110001,55.5,55.509998,13518400,49.84399
"363",55.639999,55.950001,55.09,55.380001,13608300,49.727261
"364",55.389999,55.93,55.139999,55.16,14901100,49.529713
"365",55.330002,55.349998,54.48,54.740002,18189100,49.152584
"366",54.549999,55.369999,54.380001,54.98,35715800,49.368092
"367",54.509998,55.23,54.43,55.080002,17856700,49.457882
"368",54.68,55.23,54.599998,55.080002,16654800,49.457882
"369",55.459999,55.59,54.439999,54.48,16545600,48.919125
"370",54.25,54.759998,53.880001,54.369999,21191600,48.820351
"371",54.959999,55.049999,53.779999,53.939999,24015000,48.434238
"372",53.779999,54.139999,53.099998,53.959999,21069600,48.452202
"373",53.900002,53.939999,53.02,53.43,14409100,47.976307
"374",53.240002,53.939999,53.060001,53.279999,19520900,47.841614
"375",53.549999,53.860001,53.02,53.630001,13837300,48.155884
"376",55.619999,57.119999,55.41,55.439999,43888500,49.781139
"377",55.200001,56.380001,55.07,56.32,21204900,50.571312
"378",56.43,56.630001,55.43,55.560001,12830400,49.888889
"379",55.919998,56.080002,55.049999,55.240002,16788600,49.601555
"380",55.299999,56.130001,55.029999,55.889999,12389100,50.1852
"381",56.189999,56.970001,56.009998,56.77,16684000,50.97538
"382",57.060001,57.080002,56.34,56.619999,15581400,50.840691
"383",56.400002,56.75,55.98,56.07,15641400,50.346832
"384",56.459999,56.48,55.599998,56.029999,18236100,50.310909
"385",54.740002,55.790001,53.630001,55.360001,34323400,49.709305
"386",55.740002,57.23,55.630001,56.990002,25538700,51.172932
"387",56.950001,57.029999,56.43,56.560001,21649000,50.786816
"388",56.259998,56.82,56.139999,56.57,19913900,50.795795
"389",56.259998,56.880001,56.02,56.330002,22219400,50.580292
"390",56.07,56.66,55.849998,56.41,17250400,50.652122
"391",56.389999,58.09,56.299999,58,24584100,52.079838
"392",58,58.689999,57.849998,58.349998,27245000,52.394096
"393",58.099998,58.5,57.849998,58.23,15531100,52.286358
"394",58.470001,58.73,58.200001,58.310001,14165300,52.358185
"395",58.380001,58.900002,58.16,58.630001,17662900,52.645527
"396",58.830002,59.27,58.299999,58.490002,22699900,52.519821
"397",58.610001,58.709999,57.200001,57.290001,21633800,51.442307
"398",57.959999,58.279999,57.209999,57.650002,19192700,51.765556
"399",57.080002,58.450001,57.080002,58.290001,13489100,52.340233
"400",58.060001,58.93,58.029999,58.830002,13720400,52.825115
"401",58.580002,59.029999,58.189999,58.889999,13360500,52.878994
"402",58.939999,59.16,58.700001,58.82,13810900,52.816135
"403",58.759998,59.5,58.759998,59.189999,13778600,53.148369
"404",58.650002,58.900002,58.400002,58.439999,15859500,52.858917
"405",57.380001,58.419998,57.380001,58.049999,16170100,52.506172
"406",57.66,58.110001,57.560001,57.610001,19541100,52.108196
"407",57.669998,58.259998,57.669998,58.07,14860400,52.524261
"408",57.68,58.25,57.650002,57.990002,17378400,52.4519
"409",58.139999,58.810001,58.049999,58.66,19992500,53.057919
"410",58.509998,59.040001,58.509998,58.860001,13737600,53.238823
"411",58.810001,59.209999,58.669998,59.029999,11403400,53.392578
"412",59,59.529999,58.939999,58.959999,17943500,53.329266
"413",59.040001,59.5,58.830002,59.169998,20829600,53.519211
"414",59,59.049999,58.57,58.619999,19655600,53.021732
"415",58.900002,58.919998,58.669998,58.689999,14366600,53.085045
"416",58.869999,59.48,58.759998,59.099998,19915200,53.455894
"417",59.189999,59.330002,58.990002,59.07,19330200,53.428761
"418",59.049999,59.18,58.82,58.959999,14436600,53.329266
"419",58.669998,59.080002,58.43,58.459999,14800900,52.87701
"420",58.27,58.540001,58.07,58.48,16720200,52.895107
"421",58.450001,58.950001,58.07,58.799999,19003700,53.184544
"422",58.880001,59.200001,58.810001,58.950001,22332300,53.320229
"423",58.91,59.16,57.93,57.93,20756900,52.397629
"424",57.919998,58.07,57.349998,57.400002,21482400,51.918255
"425",57.619999,57.84,57.310001,57.459999,15623000,51.972519
"426",57.400002,57.560001,57.32,57.380001,22160300,51.900166
"427",57.330002,57.389999,55.799999,55.939999,23868800,50.597675
"428",56.009998,56.25,54.990002,55,26954800,49.747444
"429",55.189999,55.560001,54.700001,54.73,20997600,49.503235
"430",54.75,54.759998,53.939999,54.310001,21959500,49.123348
"431",54.25,54.700001,54.040001,54.5,22055200,49.295197
"432",54.490002,55.450001,54.279999,55.220001,17046200,49.946442
"433",55.630001,55.810001,54.990002,55.549999,20308000,50.244919
"434",55.75,55.810001,54.919998,54.990002,36158500,49.7384
"435",54.799999,55.16,54.240002,54.259998,19604700,49.078114
"436",54.299999,54.689999,54.200001,54.23,15207400,49.050983
"437",54.380001,54.450001,53.02,53.16,22025100,48.083172
"438",53.279999,53.599998,52.759998,52.82,19991000,47.775639
"439",52.689999,52.98,52.41,52.560001,18588600,47.54047
"440",52.740002,52.799999,52.16,52.25,17209000,47.260078
"441",52.240002,52.349998,51.880001,52.130001,17509600,47.151543
"442",52.5,52.919998,52.330002,52.650002,18444900,47.621876
"443",52.73,53.860001,52.73,53.509998,21417500,48.399746
"444",53.700001,53.860001,52.98,53.189999,14793000,48.110298
"445",52.98,53.959999,52.98,53.669998,12858200,48.544464
"446",53.380001,53.970001,52.98,53.529999,15918300,48.417839
"447",53.700001,54.07,52.41,52.43,21875900,47.42289
"448",52.380001,52.84,51.009998,51.439999,33147900,46.527431
"449",52.099998,53.330002,50.869999,52.110001,32067300,47.133446
"450",52.509998,53.990002,52.509998,53.240002,34118900,48.155537
"451",53.310001,53.790001,52.529999,53.73,28227200,48.598728
"452",53.560001,55.009998,53.189999,54.459999,23524200,49.259026
