"","AVGO.Open","AVGO.High","AVGO.Low","AVGO.Close","AVGO.Volume","AVGO.Adjusted"
"49",224.759995,226.279999,223.509995,224.350006,2216500,189.178818
"50",224.330002,226.649994,223.240005,225.929993,2072700,190.511093
"51",225.479996,225.820007,221.570007,222.360001,2783500,188.35112
"52",223.520004,223.710007,220.850006,221.179993,5163500,187.351593
"53",221.179993,222.639999,220.779999,221.240005,1721500,187.40242
"54",222.240005,222.979996,215.520004,216.020004,3055700,182.980789
"55",216.020004,218.369995,215.389999,217.419998,1913100,184.166672
"56",217.259995,218.460007,216.429993,216.860001,1922300,183.692322
"57",218.009995,221.399994,217.740005,218.970001,2379400,185.479599
"58",216.830002,220.179993,215.970001,219.050003,1535800,185.547348
"59",218.509995,221.779999,218.350006,220.949997,1792900,187.156754
"60",220.800003,221.350006,219.679993,221.309998,1592700,187.461716
"61",221.899994,224.449997,218.860001,220.039993,3416800,186.385925
"62",219.990005,220.990005,218.029999,218.960007,2589700,185.4711
"63",219,219.990005,216.660004,218.800003,1921000,185.335617
"64",218.169998,220.410004,217.880005,218.960007,1263400,185.4711
"65",219.539993,220.5,216.800003,217.130005,1569000,183.921021
"66",216.699997,218.470001,215.589996,217.5,1461500,184.234451
"67",217.5,219.839996,217.039993,218.25,1641200,184.869751
"68",217.070007,219.050003,216.259995,218.020004,1799400,184.674896
"69",216.559998,218.399994,214.029999,217.550003,2221900,184.276779
"70",215.669998,216.139999,208.440002,209.199997,6102600,177.203888
"71",209.210007,213.970001,209,211.320007,4257900,178.999664
"72",212.380005,214.360001,212.190002,213.869995,1450700,181.159622
"73",213.059998,213.710007,212.059998,213.100006,848600,180.507416
"74",213.779999,214.830002,213.259995,213.630005,1208100,180.956329
"75",215,219.119995,214.220001,218.210007,1691600,184.835846
"76",217.419998,218.330002,216.160004,217.660004,1468300,184.369965
"77",220.690002,221.899994,219.679993,221.240005,1753100,187.40242
"78",222.020004,224,221.949997,223.199997,1484800,189.062653
"79",223.490005,223.929993,220.869995,221.679993,1472600,187.775131
"80",222.889999,224.089996,222.059998,223.089996,1185000,188.969467
"81",222.830002,223.139999,219.770004,220.809998,1649000,187.038162
"82",222.089996,222.259995,219.910004,221.320007,1533900,187.4702
"83",223.460007,225.5,221.5,225.449997,2727700,190.968521
"84",224.509995,226.190002,223.550003,224.899994,1800200,190.502625
"85",225.259995,225.860001,221.860001,223.399994,1624500,189.232086
"86",224.960007,226.490005,224.050003,226.449997,2312800,191.815536
"87",226.520004,227.100006,223.860001,225.080002,1744800,190.655106
"88",225.619995,229.399994,224.710007,228.460007,1926100,193.518143
"89",229.490005,233.419998,228.690002,231.330002,2443300,195.949219
"90",230.679993,231.850006,228.240005,231.089996,1482300,195.745911
"91",231.479996,236.050003,230.839996,235.960007,2585200,199.871094
"92",235.610001,239.899994,235,239.029999,2917200,202.471527
"93",239.940002,241.289993,238.690002,240.679993,1812800,203.869141
"94",238,238.970001,231.089996,231.179993,3144700,195.822128
"95",231.580002,238.619995,227.679993,237.660004,3069900,201.311066
"96",236.710007,236.990005,232.050003,234.100006,3581200,198.295547
"97",235.529999,238.979996,234.220001,238.380005,2041900,201.920929
"98",238.350006,238.929993,235.839996,236.539993,1369600,200.36235
"99",238.460007,240.009995,236.970001,239.600006,1639200,202.954361
"100",241.110001,241.559998,238.729996,240.860001,1901000,204.021667
"101",240.899994,241.600006,238.320007,241.210007,1312000,204.318115
"102",240.5,241.389999,239,239.820007,2936400,203.140717
"103",242.520004,242.889999,237.559998,239.479996,4483000,202.852661
"104",241.600006,241.869995,233.809998,234.589996,6377400,198.710602
"105",248.539993,255.820007,244.149994,254.529999,10861300,215.600876
"106",254,256.779999,250.199997,252.210007,3953200,213.635696
"107",250.770004,255.339996,250.619995,253.860001,2965300,215.03334
"108",253.679993,255.850006,252.970001,254.279999,2929000,215.389099
"109",255,256.100006,252.320007,254.949997,2827300,215.956635
"110",255.509995,256,241.449997,243.339996,5819100,206.12233
"111",240.399994,243.110001,235.75,242.669998,5487200,205.554794
"112",244.960007,247.910004,241.669998,242.940002,3085300,205.783493
"113",243.570007,244.949997,237.630005,240.539993,3450900,203.75058
"114",235.339996,239.490005,235.270004,237.990005,2752700,202.449051
"115",238.929993,239.429993,235.130005,236.25,3581900,200.968933
"116",244.809998,244.809998,240.350006,241.149994,2851900,205.137146
"117",242,243.649994,239.850006,239.990005,2442900,204.150375
"118",243.580002,245.910004,241.919998,245.119995,3499800,208.514282
"119",245.509995,246.410004,243.080002,244.039993,1866600,207.595566
"120",243.539993,246.869995,242.789993,245.259995,3498500,208.633362
"121",245.990005,247.899994,241.199997,242.75,3210300,206.49823
"122",241.360001,241.990005,235.229996,235.330002,3358200,200.18631
"123",236.589996,241.729996,234.5,241.050003,2453300,205.052063
"124",238.699997,238.970001,230.570007,234.039993,3451300,199.088959
"125",236.270004,236.690002,232.860001,233.050003,2653400,198.24678
"126",234.509995,235.240005,229.080002,229.759995,2112300,195.44809
"127",231,232.330002,229.110001,231.610001,2969900,197.021835
"128",227.559998,235.729996,227.5,235.039993,2633400,199.93959
"129",235.300003,240.190002,235.270004,239.619995,2473100,203.835632
"130",240.509995,241.940002,238.809998,241.770004,2249900,205.664581
"131",242,242.600006,239.389999,240.889999,2050200,204.915955
"132",243,247.179993,241.059998,246.419998,2771000,209.620148
"133",247.119995,249.869995,246.550003,247.309998,2040000,210.377228
"134",248.630005,250.399994,247.850006,250.289993,1441700,212.912201
"135",250.789993,252.360001,248.860001,249.020004,1874600,211.831863
"136",247.259995,250.929993,246.059998,250.880005,1300300,213.414093
"137",252,254.539993,250.550003,254.399994,2552600,216.408401
"138",254.5,255,252.350006,253.429993,1213500,215.583267
"139",251.529999,253.520004,250.460007,253.110001,1550400,215.311081
"140",253.289993,253.679993,251.690002,253.029999,1363800,215.243011
"141",252.800003,254.410004,250.179993,254.300003,1612300,216.323349
"142",254.690002,258.190002,254.619995,257.01001,1997100,218.628662
"143",258.209991,258.48999,248.949997,250.949997,3201000,213.473633
"144",248.919998,251.119995,247.5,250.369995,3191900,212.98024
"145",250.979996,252.449997,245.460007,246.660004,1890200,209.824295
"146",248.229996,250,246.960007,248.389999,1758200,211.295959
"147",254.600006,257.279999,251.059998,253.360001,3697000,215.523743
"148",252.809998,253,247.229996,250.289993,2344700,212.912201
"149",250.740005,250.970001,248.119995,249.169998,1345400,211.959488
"150",249.389999,252.889999,248.899994,252.440002,1873000,214.741165
"151",251.979996,254.289993,250.419998,251.360001,2043900,213.822418
"152",249.529999,250.360001,247.520004,249.169998,2125600,211.959488
"153",246.660004,247,240.460007,240.710007,2903300,204.762878
"154",240.050003,245.240005,238.699997,244.169998,1697600,207.706146
"155",246.860001,251.25,246,250.910004,1673600,213.439606
"156",253.119995,254.059998,251.270004,253.690002,2094200,215.804443
"157",254.320007,254.740005,251.809998,253.419998,1539400,215.574783
"158",253,254.25,246.649994,246.949997,2279300,210.070984
"159",247.330002,251.479996,246.130005,249.369995,2012600,212.129562
"160",251.889999,251.889999,246.179993,249.619995,2069300,212.342255
"161",251.830002,256.190002,251,255.190002,2691700,217.080444
"162",253.919998,258.910004,253.389999,256.920013,2792800,218.552109
"163",258.670013,259.359985,251.100006,255.050003,5211900,216.961349
"164",252.25,254.399994,243.779999,245.589996,6909900,208.914078
"165",247.039993,247.639999,242.5,243.25,3417400,206.923553
"166",241.289993,244.580002,240.029999,241.729996,3353600,205.630539
"167",241.559998,246.339996,240.880005,246.020004,2192400,209.279892
"168",246.619995,252.529999,245.550003,252.070007,2949100,214.426376
"169",252.330002,255.339996,252.300003,252.729996,2324200,214.987808
"170",250.119995,252.729996,247.020004,249.050003,2430600,211.857391
"171",250.610001,251.309998,247.699997,249.380005,1399600,212.138107
"172",249.789993,250,246.130005,246.550003,1608800,209.730743
"173",245.919998,246.399994,243.100006,244.110001,1809400,207.655151
"174",247.080002,248.240005,246.009995,247.740005,1687800,210.743027
"175",249.660004,249.740005,245.5,247.139999,1839600,210.23259
"176",245.820007,247.910004,245.149994,246.240005,2966400,209.46701
"177",244.619995,247.509995,243.240005,246.949997,2864500,210.070984
"178",247.630005,251.190002,245.110001,250.550003,5006600,213.133362
"179",251.050003,252.830002,248.610001,249.820007,2574300,213.381088
"180",251.169998,251.850006,248.330002,249.759995,2208800,213.329849
"181",249.740005,249.880005,237.860001,242.910004,5701000,207.478973
"182",242.460007,242.699997,238.179993,240.380005,2862000,205.318024
"183",238.339996,240.75,238.119995,239.240005,2310000,204.344299
"184",237.190002,237.809998,231.529999,235.509995,3869200,201.158325
"185",237.880005,239.949997,235.309998,237.270004,3901000,202.661621
"186",239.5,242.669998,238.580002,240.580002,2648900,205.4888
"187",239.509995,243.360001,239.5,242.940002,2193200,207.504623
"188",242.940002,244.279999,241.509995,242.539993,1731900,207.162933
"189",245.309998,245.309998,239.75,240.470001,1943100,205.394882
"190",240.080002,240.949997,237.889999,239.5,2561100,204.56636
"191",238.779999,242.330002,237.509995,242,2327100,206.701706
"192",243.270004,245.740005,242.369995,243.669998,2281100,208.128159
"193",240.300003,245.75,240.300003,245.740005,1748900,209.896179
"194",246,247.25,245.389999,246.419998,1655100,210.477005
"195",247.529999,248.160004,243.039993,245.990005,1534800,210.109741
"196",245.210007,251.169998,245.139999,250.399994,2660300,213.876465
"197",250.419998,251.279999,248.279999,248.740005,2006700,212.458633
"198",250.149994,250.839996,247.470001,247.960007,1525700,211.792404
"199",248.580002,249.470001,245.619995,246.669998,1489900,210.690521
"200",245.839996,245.940002,242.339996,242.619995,2696500,207.231262
"201",243.330002,244.610001,239.800003,244,1990500,208.409943
"202",240.820007,244.369995,238.360001,244.289993,2584400,208.657669
"203",246.960007,247,243.759995,244.240005,2354800,208.61499
"204",245.179993,245.649994,242.710007,244.270004,2341800,208.64061
"205",245.070007,248.139999,244.110001,247.679993,2288700,211.553207
"206",245.880005,248.929993,244.229996,245.820007,2095500,209.964523
"207",247.270004,247.850006,243.759995,243.759995,2444600,208.205002
"208",244.570007,252.990005,242.789993,252.899994,4475300,216.011826
"209",253.300003,262.200012,253.270004,261.230011,5020200,223.126846
"210",262.5,266.700012,261.299988,263.910004,3284500,225.415863
"211",264.23999,265.640015,256.890015,259.290009,2733300,221.469788
"212",262.170013,264.640015,248.869995,259.5,6719600,221.649155
"213",264.029999,278,257.109985,273.630005,12050300,233.718094
"214",278.299988,281.799988,270.029999,277.519989,7808800,237.040695
"215",272.540009,274.5,267.540009,271.320007,3678900,231.745087
"216",269.329987,273.820007,267.23999,272.399994,3025400,232.667526
"217",268.640015,270.399994,262.5,265.640015,3098000,226.893585
"218",265.790009,266.640015,263.600006,264.959991,2033800,226.312744
"219",262.5,265.980011,261.549988,265.01001,2806400,226.355469
"220",263.299988,265.579987,261.26001,263.26001,1971800,224.860687
"221",262.299988,267,258.029999,265.600006,2903200,226.85939
"222",266.799988,274.649994,266.109985,272.109985,3100000,232.419846
"223",271.769989,272.109985,268.429993,271.859985,2406900,232.206314
"224",272.619995,276.75,271.390015,274.880005,2863900,234.785797
"225",276.100006,278.209991,274.910004,276.589996,2090300,236.246368
"226",277.019989,277.709991,274.170013,275.369995,1864200,235.20433
"227",276.670013,282.98999,276.51001,282.380005,1157200,241.191895
"228",280.26001,285.679993,279.769989,284.619995,2623000,243.105087
"229",284.859985,284.899994,276.839996,277.399994,2679600,236.938232
"230",278,278.140015,264.869995,271.5,4723100,231.898804
"231",271.779999,278.350006,270.089996,277.940002,3145200,237.399506
"232",275.209991,275.51001,264.049988,271.559998,4772900,231.950089
"233",273.910004,274.519989,260.140015,263.609985,4843900,225.159622
"234",262.660004,266.119995,260.450012,261.649994,3811700,223.48555
"235",258.829987,264.420013,254.199997,263.890015,4875100,225.398819
"236",274.890015,275.700012,261.670013,263.890015,7928200,225.398819
"237",265.769989,266.940002,259.299988,259.910004,4184800,221.999344
"238",259.339996,263.549988,258.790009,259.950012,3494100,222.033493
"239",259.359985,260.880005,255.720001,258.700012,2854100,220.965851
"240",260.410004,263.290009,260.179993,262.029999,2694300,223.810074
"241",262.339996,263,256.700012,259.339996,3759500,221.512497
"242",261.649994,266,258.26001,265.730011,4509100,226.970428
"243",264.079987,266.51001,262.589996,264.390015,2978600,227.322968
"244",263.299988,265.290009,261.269989,263.700012,1909400,226.729706
"245",266.140015,266.350006,262.779999,265.640015,1984500,228.397736
"246",265.950012,266.25,261.070007,261.529999,1775800,224.863922
"247",261.820007,263.369995,258.700012,262.350006,1461700,225.568954
"248",257.230011,262.350006,253.389999,258.100006,2225600,221.91481
"249",258.839996,261.609985,258.5,259.119995,3561500,222.791794
"250",260.160004,260.799988,258.549988,260.420013,1364100,223.909546
"251",259.769989,261.950012,256.640015,256.899994,1798000,220.883041
"252",259.769989,267.5,257.570007,267.01001,3313500,229.575623
"253",267.290009,270.730011,266.029999,269.929993,3116100,232.086243
"254",271.589996,271.76001,268.429993,270.019989,1906700,232.163681
"255",271.970001,274.26001,269.450012,271.619995,2863300,233.539322
"256",270.920013,272.549988,269.059998,272.269989,2097100,234.09816
"257",273.059998,273.850006,268.190002,268.5,2602700,230.85675
"258",265.980011,266.140015,260.730011,262.829987,3160700,225.981659
"259",263.570007,263.850006,261.549988,263.5,1772600,226.55777
"260",263.390015,265.320007,262.01001,264.290009,1988100,227.237
"261",265.179993,267,261.660004,263.25,3352800,226.342758
"262",265.480011,266.529999,260.459991,265.809998,3736500,228.543884
"263",265.459991,270.059998,264.480011,269.799988,3031900,231.974457
"264",269.149994,269.440002,266.070007,266.390015,2996300,229.042572
"265",265.649994,266.769989,260.619995,262.109985,2723000,225.362595
"266",261.73999,264.410004,258.109985,262.899994,3539800,226.041824
"267",260.970001,263.269989,256,256.859985,4540500,220.848633
"268",257.73999,257.839996,247,247.289993,5952000,212.620331
"269",249.419998,250.949997,245.240005,250.789993,4901400,215.629654
"270",248.279999,249.490005,243.490005,245.470001,5040100,211.055466
"271",241.25,245.029999,237.009995,240.979996,4600200,207.194992
"272",250,253.139999,244.860001,248.029999,8048200,213.256592
"273",241.720001,245.899994,238.100006,238.789993,6685100,205.312012
"274",236.770004,237.960007,234.089996,235.479996,5835200,202.466095
"275",234.679993,244,227.600006,228.100006,7077600,196.120773
"276",225.619995,240.399994,224.899994,240.380005,7774400,206.679108
"277",238.759995,243.100006,237,237.380005,4047500,204.099731
"278",237.389999,238.520004,229.509995,229.570007,4320000,197.384674
"279",232.789993,237.119995,226.25,235.5,4328200,202.483276
"280",237.860001,245.479996,237.5,244.399994,3506300,210.135513
"281",241.009995,246.029999,240.059998,245.860001,2371900,211.390808
"282",245,248.649994,243.479996,247.660004,2549100,212.938477
"283",249.279999,251.839996,244.429993,251.830002,2554000,216.523834
"284",251.270004,252.369995,248.039993,248.889999,3263900,213.996017
"285",248.75,255.740005,247.520004,249.619995,4169300,214.623688
"286",252.490005,253.470001,248.449997,248.619995,2815600,213.763901
"287",249.119995,253.100006,248.270004,249.350006,1934200,214.391541
"288",252.139999,255.029999,250.289993,253.710007,1828000,218.140289
"289",251.960007,254.440002,251,252.949997,2887800,217.486847
"290",252.089996,255.669998,251.679993,251.809998,2117600,216.506638
"291",254.080002,254.490005,245.979996,246.460007,2883400,211.906723
"292",245.860001,249.119995,241.309998,243.309998,2604400,209.198334
"293",240.429993,251.179993,240.229996,250.869995,2740200,215.698441
"294",249.899994,251.339996,243.419998,246.979996,2590000,212.35379
"295",249.309998,251.300003,247.320007,250.960007,3003000,215.775833
"296",248.690002,249.399994,244.330002,247.050003,3154900,212.414017
"297",248.259995,248.300003,245.919998,246.949997,3355400,212.328003
"298",248.580002,254.279999,247.630005,253.779999,3078200,218.200485
"299",260.649994,264.299988,259.619995,262.839996,5388100,225.99028
"300",266.429993,273.850006,260.230011,261.220001,6685500,224.597397
"301",262,262.339996,255.149994,260.589996,3961900,224.055695
"302",263.730011,268.899994,263.5,267.76001,5799000,230.22049
"303",263,263.600006,254.410004,254.869995,11395500,219.13765
"304",253.100006,256.48999,242.770004,244.949997,7126700,210.608414
"305",245.100006,248.050003,241.279999,242.360001,6191800,208.3815
"306",240.580002,250.589996,240.059998,246,5491200,214.610458
"307",242.029999,246.720001,241.5,243.570007,4307800,212.490585
"308",243.380005,245.220001,240.410004,242.479996,5907000,211.539597
"309",247.669998,248.830002,240.509995,247.729996,4871300,216.11972
"310",248.080002,254.25,241.600006,244.369995,6391700,213.188431
"311",244.080002,246.929993,235.600006,236.679993,4174400,206.479691
"312",238.089996,240.839996,234.759995,235.649994,4687400,205.581085
"313",233.949997,236.119995,225.440002,227.679993,5308800,198.628082
"314",230.860001,236.979996,227.210007,236.779999,4556900,206.56694
"315",230.050003,237.919998,229.5,236.990005,3772000,206.750122
"316",240.759995,241.679993,235,236.309998,3579800,206.156891
"317",233.729996,236.539993,227.759995,228.869995,3024800,199.666229
"318",229.979996,239.660004,229.259995,234.740005,3749400,204.787247
"319",239.559998,241.559998,237.660004,239.75,3324400,209.157928
"320",238.119995,240.720001,237.080002,240.320007,1992200,209.655228
"321",241.429993,242.639999,237.100006,239.429993,4103600,208.878769
"322",250,252,244.899994,246.940002,4831200,215.430527
"323",249.089996,249.889999,245.679993,249.369995,2517200,217.55043
"324",250.889999,252.850006,249.639999,251.740005,2508400,219.618042
"325",251,251.669998,247.460007,249.589996,2051100,217.742371
"326",243.539993,246.279999,240.660004,242.860001,5014100,211.871155
"327",241.220001,241.600006,235.009995,237.119995,4153000,206.863525
"328",237.990005,238.320007,232.119995,233.449997,3133700,203.661835
"329",235.740005,236.119995,226.690002,228.389999,4488900,199.247498
"330",229,231.100006,225.860001,229,3402300,199.779663
"331",231,231.880005,228.300003,230.419998,3275100,201.018463
"332",233.570007,234.199997,230.699997,232.779999,2721100,203.077316
"333",232.580002,234.119995,228.320007,229.419998,3968200,200.146057
"334",230.850006,230.850006,226.360001,230.380005,4494700,200.983551
"335",233.300003,233.440002,226.800003,228.740005,5295000,199.552841
"336",226.490005,227.880005,222.679993,225.25,5801100,196.508148
"337",223.649994,232.089996,221.979996,230.520004,5130300,201.105698
"338",231.300003,236.899994,231,235.970001,3695300,205.860291
"339",235.740005,238.960007,234.820007,238.850006,4014900,208.372803
"340",235.800003,239.130005,234.050003,238.050003,3503100,207.674881
"341",239.729996,243.729996,238.610001,243.509995,2574700,212.438187
"342",243.080002,244.5,241.600006,243.380005,2405200,212.324768
"343",246.279999,248.419998,243.800003,244.759995,2758000,213.528641
"344",242.309998,244.440002,238.5,241.580002,2498400,210.754456
"345",242.139999,242.210007,238.990005,240.509995,2933000,209.820969
"346",238.119995,241.660004,238,239.449997,2282500,208.89624
"347",239.860001,240.619995,235.880005,235.990005,2526200,205.877747
"348",239.460007,240.5,236.669998,239.050003,2572000,208.547272
"349",240.240005,241.369995,237.580002,238.490005,1921800,208.058746
"350",236.229996,240.630005,236.029999,240.559998,2345400,209.864594
"351",240.860001,244.360001,240,243.529999,2279900,212.455612
"352",244.039993,250.679993,244.039993,250.029999,3221400,218.126251
"353",248.639999,251.110001,248.470001,249.690002,2828100,217.82962
"354",251.179993,252.029999,249.330002,249.399994,2684400,217.576614
"355",249.259995,255.289993,249,252.070007,3469800,219.90593
"356",254.369995,257.700012,252.539993,256.339996,2636000,223.631058
"357",258,259.359985,256.230011,258.369995,2588600,225.402054
"358",259.459991,261.350006,258.040009,259.26001,4237400,226.178482
"359",260.73999,263.779999,259.709991,263.519989,3746500,229.894882
"360",263,266.480011,262.920013,264.679993,4607700,230.90686
"361",256.73999,259.929993,253.740005,257.970001,7369400,225.05307
"362",257.859985,261.799988,256.320007,260.829987,3185900,227.548141
"363",260.329987,261.730011,258.399994,261.429993,2759400,228.071625
"364",261.76001,266.070007,260.709991,263.579987,3486800,229.94725
"365",265,269.070007,264.100006,268.459991,3704200,234.204559
"366",270.040009,271.809998,266.329987,270.230011,6096900,235.748734
"367",269,269,264.230011,264.5,3019100,230.749847
"368",256,261.130005,254.149994,260.950012,3622100,230.705658
"369",261.5,264.019989,260.73999,261.220001,2495100,230.944351
"370",261.579987,262.570007,258.440002,259.649994,1818600,229.556335
"371",261.179993,261.5,258.959991,259.709991,5241200,229.609375
"372",256.420013,256.420013,250.429993,252.419998,2970500,223.164291
"373",253,254.610001,250.550003,251.539993,2423300,222.386276
"374",252.089996,255.160004,246.850006,247.110001,2472000,218.469727
"375",246.279999,247.320007,242.270004,244.899994,3323800,216.515884
"376",246.949997,246.949997,242.570007,242.639999,4279400,214.517822
"377",240.089996,242.220001,237.419998,242.050003,3336900,213.996185
"378",243.360001,243.389999,239,239.289993,1159100,211.556091
"379",241.789993,245.610001,240.679993,245.399994,2529900,216.957916
"380",244.899994,248.600006,244.419998,247.679993,2311200,218.973679
"381",249,249.229996,245.529999,247.429993,1795500,218.75267
"382",248.339996,251.800003,247.050003,250.559998,1641300,221.519882
"383",244.949997,247.539993,242.610001,243.440002,3576100,215.225098
"384",207.080002,210.279999,197.460007,209.979996,43508300,185.643143
"385",212.5,214,201.899994,202.460007,16167800,178.994705
"386",201.600006,206.380005,200.529999,203.25,10227700,179.693176
"387",202.210007,209.089996,202.009995,208.309998,11082700,184.166672
"388",207.220001,209.880005,206.630005,208.779999,8083400,184.58223
"389",208.289993,211.479996,208.039993,210.369995,6324700,185.98793
"390",210.100006,211.210007,208.759995,210.330002,6289300,185.95256
"391",210.410004,218.639999,210.399994,216.720001,8221100,191.601974
"392",217.800003,220.389999,216,217.339996,8115800,192.150116
"393",217.710007,228.649994,217.710007,225.970001,9227100,199.779877
"394",226.5,229.770004,221.570007,223.179993,8506900,197.313232
"395",224.009995,229.289993,220.070007,221.050003,7944300,195.430115
"396",221.110001,228.020004,221.050003,225.190002,7527500,199.090286
"397",226.679993,228.839996,221.539993,221.770004,6386000,196.06665
"398",223.259995,223.940002,216.199997,216.800003,4266900,191.672699
"399",214.270004,218.259995,213.25,216.350006,4031200,191.274841
"400",215.75,218,214.399994,217.809998,2483200,192.565613
"401",216.630005,218.309998,215.860001,216.949997,2263800,191.805313
"402",219.220001,221.839996,217.139999,220.309998,2979800,194.775894
"403",220.539993,221.229996,218.949997,219.460007,1580100,194.024399
"404",220.149994,220.25,215.940002,216.580002,2756300,191.478226
"405",212.809998,214.479996,210.460007,212.229996,3701700,187.632385
"406",211.649994,213.979996,210.449997,211.080002,2984200,186.615662
"407",211.580002,211.580002,206.839996,207.300003,3632700,183.273758
"408",205.130005,207.580002,202.770004,206.580002,4113200,182.637192
"409",207.770004,208.860001,206.690002,208.690002,2923900,184.50267
"410",207.970001,211.190002,205.509995,209.270004,3909300,185.015411
"411",209.479996,210,205.860001,206.720001,5448900,182.760986
"412",207.520004,211.440002,207.110001,210.509995,2995200,186.111694
"413",210.449997,211.710007,207.429993,207.539993,2689000,183.485962
"414",207.729996,209.080002,205.279999,205.589996,3557800,181.761932
"415",206.350006,209.270004,204.679993,209,2054100,184.776703
"416",210.25,214.369995,208.630005,212.970001,2821300,188.286606
"417",214.630005,215.960007,212.570007,214.429993,2434000,189.577377
"418",214.809998,215.800003,213.449997,214.990005,1812500,190.072479
"419",214.970001,216.940002,214.610001,216.649994,2652900,191.54007
"420",216.029999,219.320007,215.850006,219.029999,2762300,193.644226
"421",218.589996,220.289993,217.130005,219.429993,3666300,193.997864
"422",219.949997,221.800003,219.580002,221.419998,3719400,195.757217
"423",221.5,222.820007,213.919998,215.970001,6250900,190.938904
"424",224.199997,235.410004,224,232.580002,10470300,205.623795
"425",234.660004,240.949997,232.050003,240.610001,6088000,212.723099
"426",237.699997,239.699997,230.399994,232.550003,6075500,205.597244
"427",228.100006,230.850006,222.830002,229.889999,5307700,203.245544
"428",233.690002,239.220001,231.119995,235.419998,4375700,208.134598
"429",235.160004,237.089996,233.690002,236.339996,2809500,208.947998
"430",240,240.300003,234.309998,234.830002,3673900,207.612991
"431",235,241.399994,234.869995,239.729996,5051100,213.536377
"432",240.470001,242.490005,239.770004,241.789993,3116000,215.371323
"433",242.990005,246.039993,241.720001,244.929993,3998600,218.168213
"434",246.330002,248.770004,245.179993,248.100006,13532100,220.991882
"435",248.050003,250.100006,247.309998,249.449997,4532600,222.194321
"436",248.979996,249.350006,245.800003,247.649994,4703700,220.591034
"437",245.639999,248.050003,244.800003,245.429993,3342800,218.613586
"438",245.690002,247.880005,244.910004,246.449997,2957200,219.522171
"439",245.539993,246.970001,243.850006,246.729996,2673900,219.771545
"440",247.880005,252.139999,247.669998,249.509995,2770900,222.247787
"441",249.139999,251.710007,247.919998,248.100006,2488800,220.991882
"442",248.809998,251.330002,247.039993,249.419998,1960700,222.167618
"443",246.660004,249.729996,246.199997,248.169998,2566000,221.054199
"444",248.389999,250.050003,242.399994,244.229996,3386000,217.544724
