"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"449",195.639999,195.649994,189.419998,191.850006,1310400,177.459351
"450",192.059998,194.399994,191.919998,192.630005,1044500,178.180817
"451",193.289993,195.190002,191.770004,194.710007,1081900,180.104782
"452",195.429993,196.039993,193.410004,193.839996,1014900,179.300079
"453",192.289993,193.679993,190,191.220001,1072900,176.876587
"454",191.440002,192.330002,190.229996,190.259995,942800,175.988556
"455",190.910004,191.759995,189,190.139999,1138200,175.877594
"456",187.619995,190.080002,186.75,187.75,1914400,173.66687
"457",184.839996,186,172.860001,173.240005,4887600,160.245285
"458",172.979996,173.770004,169.320007,170.600006,3254600,157.803284
"459",168.710007,171.880005,167.270004,169.860001,2877200,157.118774
"460",170.720001,172.520004,164.759995,167.039993,2586700,154.51033
"461",167.380005,172.619995,166.440002,171.889999,2405800,158.996552
"462",173.509995,175.619995,172.240005,172.580002,2215000,159.634766
"463",173.270004,179.330002,173.190002,178.399994,1848500,165.018188
"464",178.970001,181.820007,176.440002,176.979996,3515900,163.704727
"465",177.539993,179.889999,176.880005,177.970001,2455800,164.620468
"466",177.679993,182.839996,177.679993,182.199997,1637100,168.533142
"467",184.820007,185.330002,182.139999,185.029999,1879200,171.150879
"468",185.020004,185.809998,184.029999,184.559998,1317000,170.716156
"469",183.360001,185.149994,183,184.5,1245200,170.660675
"470",184.960007,185.520004,180.589996,181.009995,1146800,167.432434
"471",181.759995,183.929993,179.449997,180.080002,1298400,166.572205
"472",181.440002,182.470001,178.940002,179.839996,1790400,166.350204
"473",178,182.539993,177.5,182.339996,1206700,168.662674
"474",181.339996,184.910004,180.880005,183.059998,1584900,169.328674
"475",183.160004,183.160004,178.490005,179.380005,986700,165.924728
"476",176.539993,177.490005,175.160004,175.919998,1546800,162.724243
"477",177,178.630005,176.259995,176.75,1113000,163.491959
"478",175.979996,179.460007,175.289993,178.259995,447200,164.888718
"479",179.520004,180.589996,177.449997,179.690002,1370100,166.211441
"480",178.550003,179.470001,176.5,178.639999,1524800,165.240219
"481",179.339996,183.710007,179.039993,182.029999,1589800,168.375931
"482",181.660004,183.240005,180.839996,182.169998,1823100,168.505417
"483",182.350006,185.039993,182.350006,184.889999,1647100,171.021408
"484",187.059998,187.470001,180.789993,181.570007,1399300,167.950455
"485",180.410004,180.850006,172.970001,173.179993,1760600,160.189758
"486",170.889999,171.919998,165.300003,171.020004,2481700,158.191803
"487",170.539993,173.529999,166.710007,167.380005,1779200,154.824844
"488",169.190002,173.600006,168.550003,172.199997,2253700,159.283264
"489",174.559998,177.679993,170.880005,172.270004,2391700,159.348007
"490",174.539993,175.360001,171,171.220001,3235200,158.376801
"491",172.160004,173.190002,170.5,171.009995,2760700,158.182526
"492",169.289993,171.410004,168.539993,168.970001,1898200,156.295547
"493",168.589996,168.839996,162.470001,163.449997,2420600,151.189621
"494",164.710007,166.5,161.820007,162.809998,1688900,150.59761
"495",161.800003,163.779999,157.160004,158.990005,2088700,147.064178
"496",158.020004,159.119995,153.009995,154.610001,2494800,143.012695
"497",151.649994,154.990005,149.770004,150.490005,4348300,139.201752
"498",148.759995,149.679993,145.339996,148.210007,1572200,137.092789
"499",147.949997,152.259995,143.869995,152.169998,2180500,140.755722
"500",150.350006,155.169998,148.630005,155.119995,1720300,143.484436
"501",155.990005,157.360001,154.270004,155.320007,1455700,143.669449
"502",156.410004,157.210007,155.389999,157.210007,1223200,145.417709
"503",155.320007,157.460007,153.820007,157.259995,1276200,145.463913
"504",156,156.729996,152.440002,153.369995,1436000,141.865677
"505",155.350006,157.830002,154.119995,157.770004,1840000,145.935684
"506",157.630005,159.669998,155.929993,158.649994,1047400,146.749664
"507",159.289993,159.919998,156.75,158.660004,1350300,146.758911
"508",159.259995,161.509995,159.160004,160.899994,1483800,148.830872
"509",160.270004,162.550003,159.369995,162.429993,1131600,150.246109
"510",161.279999,163.850006,160.899994,163.809998,1239200,151.522598
"511",162.300003,164.940002,162.240005,164.529999,1368000,152.188599
"512",164.850006,165.389999,162.389999,163.139999,1906800,150.902847
"513",162.789993,164.679993,162.690002,163.600006,1090800,151.328369
"514",162,166.830002,161.75,165.720001,976400,154.165726
"515",167,170.130005,166.240005,168.580002,1665800,156.826324
"516",167.649994,168.789993,165.559998,167.220001,1298100,155.561111
"517",168.479996,169.910004,166.139999,168.809998,1199800,157.040253
"518",169.190002,172.5,169.190002,170.820007,1329700,158.91011
"519",172.649994,172.899994,170.800003,171.220001,1192100,159.282257
"520",169.679993,172.259995,169.220001,172.190002,1285000,160.184616
"521",172.729996,176.160004,172.729996,176,1573700,163.728989
"522",169.839996,171.350006,165.020004,170.910004,4073400,158.993851
"523",169.179993,173.300003,169.080002,171.169998,2162600,159.235764
"524",171.380005,172,168.25,169.029999,1716700,157.244949
"525",169.380005,174.610001,169.220001,174.610001,1664700,162.435883
"526",174.610001,174.949997,171.990005,172.220001,1583300,160.212509
"527",171.979996,174.529999,171.979996,172.759995,1180300,160.714874
"528",172.119995,173.639999,170.449997,173.589996,1538300,161.487
"529",172.860001,173.270004,171.300003,172.119995,2255600,160.119507
"530",172.470001,172.899994,170.679993,170.929993,1159700,159.012436
"531",171.630005,173.190002,171.380005,172.759995,1303400,160.714874
"532",173.440002,174.380005,173.009995,173.479996,1053600,161.384659
"533",173.020004,173.080002,171.490005,172.100006,843000,160.100906
"534",172.539993,175.399994,171.690002,175.240005,1222900,163.021957
"535",175,175.470001,173.720001,174.779999,902400,162.594025
"536",174.880005,175.309998,173.449997,174.449997,1038500,162.287033
"537",174.179993,174.309998,170.889999,171.630005,979800,159.663666
"538",172.169998,172.720001,171.630005,172.539993,1388400,160.510208
"539",174.039993,174.360001,172.979996,173.139999,951900,161.068359
"540",172.809998,173.039993,169.899994,170,1424100,158.147324
"541",169.399994,169.990005,168.229996,169.339996,1514800,157.533325
"542",169.199997,170.979996,168.889999,170.220001,1739600,158.35199
"543",171,171.029999,168.570007,169.279999,1109100,157.477509
"544",170.399994,170.399994,166.460007,166.75,1706500,155.123901
"545",166.75,168.380005,166.75,168.029999,1837300,156.314636
"546",167.880005,168.830002,166.389999,166.470001,1080700,154.863434
"547",166.179993,166.539993,163.929993,166.339996,1218300,154.742477
"548",165.179993,166.320007,164.119995,166.139999,1324100,154.556458
"549",165.119995,169.860001,164.679993,169.509995,1443700,157.691452
"550",169.559998,170.529999,168.5,168.770004,1452500,157.003036
"551",169.429993,173.100006,169.029999,171.720001,1244700,159.747375
"552",171.369995,171.710007,169.529999,169.589996,1261300,157.7659
"553",169.639999,170.960007,168.660004,169.789993,3972100,157.951935
"554",169.770004,171.990005,169.669998,171.669998,1718800,159.700882
"555",172.5,173.479996,170.360001,170.720001,1314800,158.817123
"556",170.690002,170.970001,168.360001,168.490005,871300,156.742599
"557",168.350006,170.360001,168.179993,169.830002,702400,157.989151
"558",169.399994,169.539993,165.710007,165.850006,816500,154.286667
"559",166.279999,167.210007,165.429993,166.619995,854000,155.002945
"560",167.919998,168.5,165.919998,166.899994,905900,155.263428
"561",167.289993,168.580002,165.649994,166.559998,712100,154.947159
"562",167.190002,168.199997,166.059998,167.759995,859100,156.063477
"563",168.869995,169.429993,168.5,169.279999,1333700,157.477509
"564",170.25,172.770004,170.039993,172.309998,1055100,160.296234
"565",171.919998,172.199997,169.520004,169.940002,1367800,158.091492
"566",170.600006,170.600006,166.75,167.75,1484900,156.054184
"567",168,170.369995,167.820007,169.169998,1062100,157.375168
"568",169.259995,171.130005,168.589996,171.119995,1240400,159.189209
"569",170.520004,172.529999,170.100006,172.300003,1159800,160.286972
"570",171.169998,171.570007,169.059998,169.169998,1037100,157.375168
"571",169.220001,169.830002,167.610001,169.369995,926700,157.561234
"572",168.789993,171.649994,168.389999,171.429993,1212300,160.443817
"573",172.669998,175.490005,172.050003,174.929993,1454000,163.719528
"574",174.369995,174.75,171.5,172,1601500,160.97731
"575",172.699997,174.729996,172.699997,173.740005,931700,162.605804
"576",175,176.479996,174.270004,174.529999,988400,163.3452
"577",174.899994,177,174.509995,176.850006,1348300,165.51651
"578",175.869995,177.860001,175.270004,177.029999,1466900,165.684982
"579",179.660004,183.130005,178.800003,182.369995,1948100,170.682785
"580",193.110001,193.110001,180.240005,180.729996,3087200,169.147873
"581",179.740005,180.220001,175.919998,176.880005,1799100,165.544571
"582",177.139999,178.149994,176.149994,178.070007,852300,166.658325
"583",178,179.639999,177.600006,179.210007,844900,167.725266
"584",179.550003,179.979996,176.720001,178.720001,1213200,167.266678
"585",179.119995,179.929993,176.350006,176.389999,1224100,165.085999
"586",175.809998,176.350006,172.800003,174.570007,2036500,163.382629
"587",175.240005,176.789993,175.080002,176.690002,1354400,165.36676
"588",173.600006,175.710007,172.610001,175.360001,992100,164.121994
"589",173.399994,173.979996,169.940002,170.479996,1614700,159.554703
"590",170.380005,170.740005,167.889999,168.289993,2021500,157.505051
"591",167.580002,173.160004,167.169998,172.050003,2037700,161.024124
"592",170.740005,173.539993,169.490005,173.080002,1254300,161.988113
"593",170.539993,171.020004,166.789993,167.990005,1762500,157.224304
"594",168.039993,170.410004,167.820007,168.490005,847900,157.692276
"595",167.020004,169.229996,165.649994,167.720001,787500,156.971619
"596",168.330002,170.429993,168.100006,169.850006,634200,158.965103
"597",167.860001,168.410004,166.100006,166.369995,998100,155.708115
"598",168.110001,170.449997,167.389999,169.289993,1359100,158.440964
"599",170.199997,172.020004,169.839996,171.449997,1182300,160.46257
"600",170.589996,171.210007,168.429993,169.279999,939200,158.431625
"601",167.770004,168.25,162.690002,163.580002,1883600,153.096939
"602",163.910004,164.820007,161.460007,164.029999,1508100,153.518066
"603",164.279999,165.440002,163.070007,163.660004,2609600,153.171768
"604",163.550003,163.949997,161.860001,162.309998,1204100,151.908325
"605",162.460007,163.649994,161.600006,162.229996,839400,151.833435
"606",160.440002,161.580002,160.210007,160.820007,1306300,150.513794
"607",161.369995,165.490005,161.029999,163.149994,1515300,152.694473
"608",164.270004,167.910004,164.270004,167.779999,1034400,157.027756
"609",168.330002,171.970001,168.229996,171.940002,1251600,160.921173
"610",171.929993,172.600006,169.679993,171.979996,862000,160.958588
"611",173.149994,174.380005,172.479996,173.970001,973400,162.821091
"612",175.800003,176.440002,173.169998,173.389999,1054100,162.278259
"613",174.039993,174.440002,168.529999,169.729996,853900,158.852783
"614",169.919998,170.429993,168.679993,170.039993,585500,159.142929
"615",170.160004,171.940002,169.449997,171.940002,1128000,160.921173
"616",172.25,172.25,170.130005,171.25,724400,160.275375
"617",171.690002,172.429993,170.380005,171.779999,925000,160.771408
"618",172.580002,174.869995,172.369995,173.589996,857800,162.465424
"619",174.229996,174.479996,172.550003,173.619995,531700,162.493515
"620",175.839996,178.410004,174.389999,177.960007,1266000,166.555359
"621",178.130005,178.330002,175.800003,177.429993,1851300,166.059326
"622",176.710007,178.289993,176.330002,177.820007,976300,166.424362
"623",178.070007,178.809998,177.100006,177.639999,763500,166.25589
"624",177.25,179.75,176.869995,178.899994,1334100,167.435135
"625",178.970001,178.970001,176.699997,177.720001,966500,166.33075
"626",178.119995,182.080002,178.119995,181.820007,2450800,170.167984
"627",183.330002,184.350006,181.529999,182.539993,1141300,170.841843
"628",183.25,183.619995,182.080002,183.570007,928200,171.805862
"629",182.779999,182.889999,180.949997,182.649994,533600,171.899948
"630",181.800003,182.479996,180.270004,182.279999,481800,171.551743
"631",181.220001,182.929993,180.580002,181.470001,822900,170.789429
"632",180.139999,180.979996,179.119995,180.830002,1378800,170.187088
"633",182.350006,183.860001,181.570007,182.539993,886700,171.796432
"634",182.529999,183.630005,182.369995,183.600006,707900,172.794052
"635",184.559998,185.949997,183.699997,185.839996,827500,174.902237
"636",185.839996,186.839996,185.449997,186.399994,1215300,175.42926
"637",186.910004,187.479996,186.559998,186.889999,1078200,175.890427
"638",185.729996,186.050003,183.429993,183.550003,2259800,172.746964
"639",183.550003,183.550003,180.589996,183.179993,1223700,172.398743
"640",184.110001,184.869995,183.649994,183.850006,939900,173.029343
"641",183.830002,185.009995,183.119995,184.619995,702600,173.754013
"642",185.910004,186,183.630005,185.970001,1150600,175.024536
"643",185.979996,189.559998,185.050003,187.639999,1368200,176.596283
"644",187.389999,189,185.5,187.610001,1106300,176.568024
"645",187.279999,189.899994,186.440002,189.729996,1745200,178.563278
"646",189.720001,190.160004,188.75,189.830002,924100,178.657379
"647",189.130005,189.460007,187.460007,189.119995,939500,177.989166
"648",189.029999,189.660004,184.800003,185.940002,1187400,174.996323
"649",185.589996,186.740005,182.460007,183.429993,1273200,172.634048
"650",183.339996,183.580002,181.139999,181.970001,941700,171.260025
"651",179.970001,179.990005,175.029999,176.770004,1197700,166.366043
"652",178.350006,180.729996,176.770004,180.669998,886400,170.03653
"653",178.360001,181.520004,177.509995,180.850006,1003300,170.205933
"654",182.660004,185.100006,182.070007,184.169998,778600,173.330505
"655",183.320007,185.130005,182.75,184.100006,719600,173.264633
"656",183.190002,183.399994,180.619995,181.350006,573200,170.676483
"657",181.149994,184.610001,180.649994,183.110001,801500,172.332901
"658",181.960007,182.309998,179.699997,180.830002,1555500,170.187088
"659",180.830002,182.860001,180.190002,182.220001,1200800,171.495285
"660",183.690002,186.389999,183.350006,184.350006,1450900,173.499924
"661",186.529999,188.020004,185.899994,187.589996,758200,176.54921
"662",186.729996,187.860001,186.089996,187.169998,941700,176.153946
"663",189,189.039993,186.669998,188.479996,1012800,177.386841
"664",189.059998,189.309998,186.100006,187.550003,634000,176.511566
"665",186.759995,189.270004,182.470001,183.550003,1618100,172.746964
"666",185.229996,185.710007,182.199997,184.649994,632100,173.782242
"667",185.320007,185.639999,182.580002,183.360001,623700,172.568176
"668",182.789993,185.619995,182.130005,185.440002,533600,174.525757
"669",186.850006,189.839996,186.449997,189.470001,1300400,178.318558
"670",190.5,192.220001,190,191.270004,1149500,180.012634
"671",190.039993,190.820007,187.169998,189.279999,826000,178.13974
"672",191.020004,192.110001,190.169998,190.710007,963300,179.48558
"673",192.449997,193.639999,191.679993,192.270004,818600,180.953781
"674",193.089996,193.759995,192.039993,192.669998,699000,181.330215
"675",192.839996,193,187.529999,188.070007,1612300,177.000977
"676",187.699997,187.869995,185.399994,187.869995,1097400,176.812744
"677",187.860001,188.619995,186.350006,188.600006,836500,177.499771
"678",190,190,187.130005,189.410004,1042600,178.262085
"679",190.149994,190.229996,189.009995,189.960007,1064600,178.779739
"680",190.839996,191.669998,188.350006,190.970001,1550900,179.730286
"681",192.580002,192.580002,189.559998,191.309998,1212800,180.050262
"682",191.059998,191.059998,187.899994,190.300003,1208400,179.099716
"683",189.139999,190.190002,187.009995,188.130005,1299000,177.057434
"684",188.679993,189,186.070007,187.369995,7626700,176.342163
"685",186.25,188.559998,185.059998,186.789993,1318100,175.79631
"686",187.970001,188.850006,184.410004,184.699997,1817900,173.8293
"687",185.449997,186.410004,184.559998,186,1755900,175.052795
"688",186.520004,186.809998,185.220001,186,1176300,175.052795
"689",186.809998,186.889999,182.539993,183.020004,1140800,172.248184
"690",183.360001,184.320007,182.660004,182.729996,1187700,171.97525
"691",183.839996,184.539993,177.630005,178.710007,1582900,168.191864
"692",177.539993,178.259995,174.119995,174.410004,1201800,164.144974
"693",174.309998,175,172.009995,174.880005,870600,164.587296
"694",175,176.889999,173.75,176.639999,904900,166.243713
"695",176.229996,178.199997,175.880005,176.699997,928100,166.300156
"696",175.649994,178.479996,174.820007,176.5,1377500,166.111923
"697",178,178.869995,176.199997,177.050003,962700,166.629562
"698",175.5,178.520004,175.5,176.690002,796700,167.254318
"699",178.800003,181.149994,178.369995,179.630005,853400,170.037292
"700",179.660004,179.860001,178.800003,179.119995,591400,169.55455
"701",179.179993,179.630005,178.339996,178.449997,818000,168.920319
"702",178.449997,179.229996,177.210007,178.289993,768600,168.768845
"703",178.110001,178.559998,176.580002,176.759995,785200,167.320557
"704",177.050003,177.050003,173.990005,174.429993,1070100,165.115005
"705",175.300003,176.919998,174.649994,175.449997,941600,166.080536
"706",175.320007,180.059998,175.320007,179.880005,1249500,170.273972
"707",177.690002,177.720001,172.399994,173.559998,1988400,164.291458
"708",175.979996,177.759995,174.630005,174.669998,2444000,165.342194
"709",175.240005,176.740005,173.339996,173.539993,1893500,164.272522
"710",174.279999,175.970001,173.970001,174.929993,1516200,165.588303
"711",175.070007,178.229996,174.919998,176.029999,1831800,166.629547
"712",176.440002,178.690002,176,178.240005,1252300,168.721558
"713",177.779999,178.240005,175.529999,176.800003,1364400,167.358444
"714",178.029999,180.190002,178.029999,179.729996,1119800,170.131973
"715",181.179993,181.460007,176.970001,178.070007,2442100,168.560623
"716",177.929993,179.690002,177.100006,179.300003,2200500,169.72493
"717",179.919998,181.690002,179.919998,181.570007,1321300,171.873703
"718",182,183.229996,181.529999,182.949997,1314500,173.180023
"719",182.669998,185.960007,182.669998,185.080002,1433700,175.196259
"720",184.25,184.860001,182.460007,184.350006,678800,174.505249
"721",184.050003,185.649994,183.529999,185.279999,852700,175.38559
"722",185.309998,186.080002,184.080002,184.720001,944500,174.855499
"723",184.589996,185.809998,184.520004,185.190002,736600,175.300415
"724",186.339996,187.919998,185.820007,187.080002,1052100,177.089478
"725",186.899994,187.020004,186.190002,186.580002,750100,176.61618
"726",186.929993,186.929993,184.660004,184.949997,742700,175.073212
"727",184.75,185.199997,183.350006,184.330002,727600,174.486328
"728",184.050003,184.880005,182.800003,182.949997,808800,173.180023
"729",183.320007,183.570007,182.160004,182.880005,557800,173.113754
"730",183.199997,183.720001,182.470001,182.660004,847200,172.905502
"731",182.789993,183.779999,181.729996,182.020004,1848200,172.299713
"732",182.440002,182.880005,181.639999,182.350006,1930400,172.612061
"733",182.690002,182.690002,181.199997,181.740005,915600,172.034653
"734",182.029999,182.259995,177.75,177.990005,1943200,168.484909
"735",177,178.199997,175.699997,177.039993,2983400,167.585617
"736",177.830002,180.699997,177.75,178.080002,1409000,168.570084
"737",179,182.580002,178.699997,182.369995,2458300,172.630981
"738",183,183.740005,181.979996,183.550003,1444600,173.747971
"739",183.039993,183.929993,182.25,183.169998,1275100,173.38826
"740",183.029999,183.289993,180.240005,180.479996,1191400,170.841919
"741",180.279999,180.570007,177.570007,179.270004,1603000,169.696548
"742",180,182.669998,179.389999,180.470001,1204700,170.832458
"743",179.899994,180.919998,178.410004,179.029999,968300,169.46936
"744",179.419998,180.889999,178.850006,180.589996,1031500,170.946045
"745",181.289993,182.050003,180.679993,181.100006,857500,171.428818
"746",181.070007,181.320007,178.419998,178.460007,995100,168.929794
"747",179.100006,179.940002,178.229996,178.649994,1161900,169.10965
"748",178.759995,179.539993,178.110001,178.330002,1961900,168.806732
"749",179.169998,180.720001,178.509995,179.740005,1404400,170.141449
"750",180.020004,180.080002,178.270004,178.820007,321400,169.270584
"751",179.119995,179.270004,177.410004,178.190002,664600,168.674225
"752",178.389999,178.940002,177.139999,177.490005,781100,168.011581
"753",177.539993,177.869995,175.770004,176.009995,886600,166.610611
"754",175.979996,176.869995,175.320007,176.350006,726300,166.932465
"755",177.449997,179.039993,176.919998,178.429993,1472100,168.901382
"756",178,180.429993,178,180.179993,1662200,170.557922
"757",181.550003,182.979996,181,182.089996,1957000,172.365952
"758",180.419998,181.630005,179.75,180.020004,1454600,170.406479
"759",180.199997,181.940002,179.600006,180.479996,1226400,170.841919
"760",181,182.910004,180.960007,181.610001,1581600,171.91156
"761",181.509995,181.789993,179.410004,179.509995,831700,169.923721
"762",180.240005,182.089996,180.039993,181.130005,898000,171.45723
"763",181,181.529999,179.660004,180.970001,917900,171.30574
"764",181.070007,182.960007,181.070007,181.610001,1174700,171.91156
"765",181.529999,183.070007,181.110001,182.399994,1289900,173.634583
"766",182.779999,183.119995,181.479996,181.889999,1820000,173.149078
"767",181.460007,184.559998,180.820007,183.289993,2074800,174.481842
"768",183.860001,185.580002,183.089996,183.100006,1058700,174.300949
"769",182.869995,185.470001,182.050003,184.619995,1146700,175.74791
"770",185.229996,185.809998,184.330002,185.070007,925500,176.17627
"771",182.360001,183.729996,181.589996,182.570007,1132300,173.796432
"772",183.080002,184.679993,180.759995,183.630005,1533900,174.805496
"773",183.919998,184.419998,179.610001,183.470001,2033200,174.653168
"774",182.300003,183.490005,179.720001,181.229996,1842500,172.520798
"775",180.240005,180.910004,174.789993,175.440002,2365700,167.009064
"776",177.160004,178.619995,175.190002,176.619995,1605300,168.132355
"777",179.240005,180.660004,179,179.529999,1882500,170.902512
"778",181.009995,184.460007,180.080002,183.970001,1273300,175.12915
"779",185.649994,187.309998,185.199997,186.130005,1319600,177.185349
"780",185.779999,188.300003,185.589996,186.740005,1715400,177.766052
"781",186.509995,188.470001,185.339996,186.25,1239900,177.299561
"782",186.929993,188.380005,185.380005,186.940002,1599100,177.956406
"783",187.360001,188.75,186.440002,188.75,1447900,179.679443
"784",187.820007,190.080002,187.580002,189.429993,1546000,180.326752
"785",189.360001,189.399994,186.619995,188.059998,1351800,179.022614
"786",187.160004,188.729996,186.690002,188.139999,1139900,179.09874
"787",188.229996,188.690002,186.330002,186.550003,1191200,177.585175
"788",186.070007,187.350006,184.429993,185.949997,1247900,177.013977
"789",184.910004,187.860001,183.610001,187.600006,1416900,178.584717
"790",183.110001,185.649994,182.080002,184.610001,1857900,175.738403
"791",184.949997,185.639999,173.270004,173.919998,2780100,165.562103
"792",175.25,176.839996,171.220001,171.550003,2737400,163.305984
"793",169.179993,172.690002,165.529999,166.139999,2809100,158.155991
"794",160.580002,163.690002,155.470001,159.690002,3827400,152.015945
"795",160.559998,165.229996,157.600006,165.029999,2233200,157.099319
"796",164.889999,170.190002,160.729996,161.050003,2418200,153.310593
"797",163.440002,169.720001,161.210007,168.279999,2694600,160.193146
"798",164.660004,167.929993,161.639999,163.360001,2951400,155.509583
"799",159.350006,164.190002,157.110001,163.029999,1879300,155.195404
"800",152.039993,157.119995,146.589996,150.020004,3241700,142.810638
"801",155.009995,155.639999,149.610001,155.300003,2606800,147.836914
"802",150.630005,154.300003,147.139999,148.449997,2753300,141.316086
"803",137.639999,139.460007,128.529999,132.229996,5116200,125.875572
"804",139.139999,141.570007,131.619995,139.639999,4187600,132.929474
"805",126.260002,137.100006,126.260002,126.699997,3951400,120.611313
"806",128.169998,131.940002,125.400002,131.589996,3327300,125.266312
"807",123.389999,126.32,115.709999,121.110001,2780000,115.28994
"808",120.010002,120.010002,110.019997,118.029999,3248100,112.357956
"809",118.190002,121.839996,113.279999,113.989998,3390300,108.5121
"810",112.160004,113,100.550003,106.599998,3724400,101.477242
"811",112.209999,116.029999,110.580002,114.209999,3280800,108.721535
"812",116.5,125.709999,114.519997,122,3310200,116.137169
"813",124.470001,134.880005,124.139999,133.160004,2842400,126.760872
"814",129.479996,133.589996,128,130.070007,2431300,123.819366
"815",130,134.460007,127.080002,133.600006,1880700,127.17971
"816",132.5,134.570007,131.130005,132.309998,1701200,125.951721
"817",126.709999,129,125.190002,127.400002,1439100,121.277664
"818",125.900002,130.259995,124.900002,127.919998,1426300,121.772682
"819",127.239998,128.589996,124.699997,125.68,1207500,119.640327
"820",131.619995,134.490005,130.300003,133.690002,2370700,127.265411
"821",140.410004,141.380005,134.179993,134.399994,2783900,127.941269
"822",135.419998,138.380005,134.039993,137.389999,1701000,131.866867
"823",140.350006,142.460007,138.610001,141.009995,2273700,135.341324
"824",140.940002,141.429993,136.520004,136.949997,1406700,131.44455
"825",139.009995,141.520004,138.419998,138.5,1446600,132.932236
"826",135.199997,136,131.800003,133.809998,1609100,128.430771
"827",133.610001,134.059998,130.559998,132.440002,1289500,127.11586
"828",136.009995,139.5,135.25,138.190002,2036600,132.634705
"829",137.990005,138.199997,135.199997,135.25,1272500,129.812897
"830",132.449997,133.850006,130.679993,131.690002,1328000,126.396004
"831",134.570007,134.880005,132.580002,133.369995,1692700,128.008469
"832",134,134.820007,130.360001,130.490005,1885200,125.244247
"833",131.399994,131.619995,128.660004,129.300003,2651400,124.102089
"834",130,135.600006,129.759995,134.5,3679500,129.093033
"835",138.410004,139.220001,135.800003,136.490005,1967200,131.003052
"836",139.800003,140.259995,134.789993,136.649994,3700700,131.156616
"837",133.940002,135.270004,129.509995,130.619995,2784400,125.369003
"838",129.160004,129.339996,126.389999,127.800003,1881200,122.662384
"839",126.080002,126.550003,123.529999,124.779999,3111000,119.763802
"840",126,129.380005,125.510002,126.360001,1987700,121.280273
"841",126.709999,127.120003,121.669998,121.730003,1792900,116.836395
"842",123.269997,127.360001,123.110001,127.129997,1855900,122.019318
"843",128.800003,135.580002,128.800003,135.350006,2916000,129.90889
"844",134.020004,136.899994,133.039993,133.809998,3247400,128.430771
"845",134.110001,134.830002,131.729996,132.039993,4013200,126.731918
"846",131.539993,132.039993,129.949997,131.5,3236800,126.213646
"847",130,134.309998,129.110001,132.910004,2547600,127.566971
"848",131.320007,134.029999,130.199997,130.919998,2975600,125.65696
"849",136.229996,140.449997,134.990005,139.479996,1719600,133.872833
"850",140.119995,140.529999,136.059998,136.190002,1415700,130.715118
"851",137.850006,138.419998,136.550003,136.990005,1336300,131.482941
"852",137.199997,139.100006,136.399994,138.669998,1271400,133.095398
"853",139.300003,139.300003,136.600006,138.570007,884100,132.99942
"854",143.080002,146.050003,142.559998,144.649994,1619500,138.835007
"855",149.229996,150.570007,147.509995,150.449997,1901200,144.40184
"856",152.169998,152.449997,148.029999,148.490005,1429400,142.520645
"857",147.240005,147.830002,143.800003,146.830002,1611000,140.927368
"858",146.75,148.800003,146.479996,147.270004,957000,141.34967
"859",148.330002,149.970001,147.369995,149.320007,1225600,143.317276
"860",151.389999,155.720001,151.059998,155.229996,1284100,148.989685
"861",155.220001,157.440002,153.869995,157.089996,1387700,150.774902
"862",164.369995,165.139999,160.919998,162.220001,1969800,155.698685
"863",164.149994,168.330002,164.020004,167.779999,1770800,161.035187
"864",165,165.75,162,163.479996,1389400,156.908035
"865",162.809998,162.809998,157.970001,158.050003,1187000,151.69632
"866",151.669998,153.660004,148.110001,148.550003,1864500,142.578247
"867",153.330002,153.679993,147.399994,149.199997,1859500,143.202087
"868",145.110001,154.479996,144.520004,153.089996,1338700,146.935715
"869",158.690002,159.479996,154.149994,155.990005,1694800,149.719131
"870",156.570007,158.850006,156.25,157.050003,1273600,150.736526
"871",156,160.559998,155.369995,159.059998,1589000,152.665741
"872",161.789993,161.789993,156.520004,157.619995,3180200,151.283615
"873",155.729996,156.630005,153.199997,153.800003,1632800,147.617172
"874",154.100006,155.330002,152.490005,152.75,1057400,146.60939
"875",151,151,145.899994,146.449997,1811000,140.562637
"876",145,147.089996,143.679993,146.960007,1589500,141.052139
"877",146.479996,147.320007,144.520004,146.050003,2073100,140.178711
"878",148.220001,149.389999,147.059998,149.339996,1032600,143.336472
"879",148.130005,150.210007,147.699997,149.460007,1330300,143.451645
"880",149,150.610001,146.910004,147.139999,873300,142.272018
"881",149.639999,150.860001,147.059998,147.300003,761200,142.426697
"882",149.509995,149.660004,147.020004,148.470001,931300,143.558014
"883",148,149.199997,145.009995,145.179993,1511700,140.376846
"884",145.520004,145.809998,143.059998,143.899994,1176300,139.139206
"885",142.979996,143.889999,137.820007,138.020004,1301400,133.453735
"886",138.199997,142.059998,138.199997,141.970001,948900,137.273041
"887",142.919998,144.429993,141.350006,142.820007,1293500,138.094925
"888",142.25,143.929993,141.110001,143.360001,960100,138.617081
"889",146.850006,146.850006,145.210007,145.789993,1999900,140.96666
"890",145.520004,149.589996,144.559998,148.509995,1648400,143.59668
"891",149.399994,149.639999,148.029999,148.910004,827100,143.983444
"892",147.850006,148.470001,145.350006,145.449997,1010400,140.637909
"893",146.660004,149.759995,146.300003,147.809998,881000,142.919846
"894",146.919998,151.580002,146.619995,151.529999,1253500,146.516754
"895",152.199997,152.919998,150.110001,151.009995,963200,146.013962
