"","NTRS.Open","NTRS.High","NTRS.Low","NTRS.Close","NTRS.Volume","NTRS.Adjusted"
"74",86.32,86.620003,85.760002,86.010002,579600,76.83004
"75",86.309998,87.620003,85.849998,87.449997,1133100,78.116364
"76",87.190002,87.790001,86.620003,87.360001,1053200,78.035965
"77",89.57,89.900002,87.739998,89.379997,1225600,79.840355
"78",89.910004,91.779999,88.940002,90.580002,2062500,80.912308
"79",90.279999,92.18,90.279999,91.68,1324700,81.89489
"80",91.599998,92.290001,91.07,91.519997,1155000,81.751953
"81",91.519997,91.730003,89.959999,90,1216000,80.39418
"82",90.489998,90.699997,89.669998,90.129997,1007100,80.51033
"83",90.349998,90.43,89.290001,89.620003,1171800,80.054771
"84",89.279999,90.309998,89.18,90.209999,1028300,80.581779
"85",90.709999,91.32,90.169998,90.540001,984300,80.876556
"86",91,91,90.139999,90.529999,1038900,80.867615
"87",90.660004,91,90.379997,90.93,932800,81.22493
"88",91.019997,91.599998,90.629997,90.790001,912700,81.099884
"89",90.650002,91.059998,90.419998,90.809998,762200,81.117752
"90",90.360001,90.900002,89.669998,90.309998,569800,80.671104
"91",89.669998,89.739998,88.940002,89.660004,764500,80.090492
"92",89.699997,90.769997,89.699997,90.150002,744300,80.528175
"93",90.129997,90.769997,89.849998,90.599998,907700,80.930161
"94",89.330002,89.510002,85.410004,85.760002,1740300,76.606743
"95",85.699997,87.349998,85.660004,86.739998,1281900,77.482147
"96",86.900002,87.599998,86.669998,86.940002,1088100,77.660805
"97",87.290001,87.879997,86.93,87.68,939100,78.321808
"98",87.790001,88.970001,87.25,88.599998,791400,79.143608
"99",88.699997,88.839996,86.610001,88.410004,669400,78.973892
"100",88.779999,89.169998,87.900002,88.279999,751800,78.857773
"101",88.330002,88.949997,88.150002,88.690002,882400,79.224007
"102",88.389999,89,87.220001,88.099998,816200,78.696976
"103",87.809998,87.82,85.889999,87.440002,1317900,78.445786
"104",87.760002,89.160004,86.809998,89,1115400,79.845306
"105",88.139999,89.019997,87.809998,88.510002,1343000,79.405731
"106",88.769997,89.449997,88.720001,88.730003,933200,79.603104
"107",87.970001,88.379997,87.089996,87.620003,1038000,78.607292
"108",87.720001,89.620003,87.589996,89.199997,900700,80.02475
"109",89.419998,91.019997,89.029999,90.089996,1141900,80.823212
"110",90.440002,91.830002,89.949997,91.75,1222300,82.312447
"111",91.75,92.559998,91.309998,91.910004,1135300,82.456001
"112",92.190002,93.029999,91.82,92.730003,1088600,83.19165
"113",91.57,93.720001,91.25,93.360001,1263900,83.756859
"114",93.190002,94.269997,92.760002,93.889999,882800,84.232315
"115",94.120003,94.589996,93.519997,94.550003,1525800,84.824432
"116",94.989998,95.629997,94.75,95.300003,907500,85.497299
"117",94.760002,95.389999,94.580002,94.639999,593400,84.90519
"118",94.75,94.779999,94.110001,94.389999,838600,84.680901
"119",94.029999,94.739998,93.800003,94.339996,801300,84.636032
"120",94.790001,95.019997,93.639999,94.010002,1143900,84.340004
"121",94.209999,94.769997,93.599998,94.199997,625600,84.510429
"122",94.57,95.75,94.160004,95.419998,1189000,85.604958
"123",96,97.699997,95.709999,96.660004,1363900,86.717407
"124",98.029999,98.720001,95.849998,97,1440100,87.022415
"125",98.120003,98.120003,96.980003,97.209999,1138000,87.210831
"126",97.669998,99.300003,97.629997,98.389999,614800,88.26944
"127",98.879997,99.290001,97.949997,98.980003,1175000,88.798775
"128",98.989998,99.050003,97.269997,97.540001,1403700,87.506897
"129",98.080002,98.709999,97.410004,98.129997,994100,88.036209
"130",97.860001,99.050003,97.699997,98.550003,863500,88.412994
"131",98.410004,98.629997,97.610001,97.900002,717900,87.829857
"132",97.989998,98.080002,97.169998,97.980003,828000,87.901611
"133",98.209999,98.239998,97.5,98.190002,940100,88.090027
"134",97.529999,98.440002,96.629997,98.110001,545100,88.018257
"135",98.019997,98.940002,97.230003,98.029999,623700,87.94648
"136",97.169998,97.940002,96.660004,97.370003,1340500,87.354378
"137",91.5,92.5,87.360001,89.209999,5279900,80.033714
"138",89.230003,89.529999,87,87.5,4028500,78.499603
"139",87.589996,87.959999,86.57,87.839996,2705800,78.804619
"140",87.779999,88.480003,87.75,87.900002,1760200,78.858475
"141",88.959999,89.440002,87.870003,88.150002,1553700,79.082764
"142",88.080002,88.370003,87.580002,87.900002,1307900,78.858475
"143",87.919998,88.43,86.970001,87.660004,1213200,78.643166
"144",87.650002,87.889999,87.07,87.260002,946300,78.284294
"145",87.330002,87.809998,86.959999,87.510002,981800,78.508591
"146",88.160004,88.199997,87.120003,88.110001,1282300,79.046867
"147",88.110001,88.400002,87.339996,88.110001,1053400,79.046867
"148",88.099998,88.370003,87.82,87.980003,1196900,78.93026
"149",88.419998,89.5,88.150002,88.989998,1056800,79.836365
"150",88.889999,89.190002,88.120003,88.290001,645800,79.208351
"151",87.919998,89.510002,87.720001,88.790001,1042500,79.656929
"152",88.239998,89.309998,88.099998,89.239998,1271000,80.060623
"153",88.940002,89.07,87.089996,87.199997,1845800,78.230484
"154",87.599998,87.93,86.760002,87.150002,1043500,78.185608
"155",88.110001,89.080002,87.919998,88.639999,1216600,79.522346
"156",89.25,89.650002,88.669998,88.690002,984300,79.5672
"157",89.029999,89.800003,88.800003,89.480003,1347200,80.275963
"158",89.099998,89.239998,87.32,87.43,1376100,78.436813
"159",87.169998,88.349998,87.010002,87.93,1149000,78.885384
"160",87.900002,88.139999,87.410004,87.870003,729800,78.831581
"161",88.099998,89.239998,87.870003,89.059998,1285500,79.899162
"162",88.480003,89.489998,88.470001,89.209999,602800,80.033714
"163",89.589996,89.940002,89.040001,89.75,1746500,80.518173
"164",89.93,90.510002,89.660004,89.730003,1356300,80.500244
"165",89.980003,90.150002,88.629997,88.959999,617000,79.809448
"166",88.050003,88.769997,87.809998,88.540001,743200,79.432648
"167",88.349998,88.699997,88.099998,88.309998,709100,79.603905
"168",88.370003,88.839996,88.120003,88.5,962100,79.775169
"169",88.669998,89.419998,88.449997,88.959999,640100,80.189835
"170",88.32,88.580002,86.32,86.510002,1341100,77.981369
"171",87.050003,87.339996,85.690002,86.589996,1274300,78.053482
"172",86.860001,87.239998,85.82,86.839996,2000900,78.278824
"173",87.459999,89.360001,87.010002,88.459999,1392500,79.739113
"174",89.269997,90.419998,88.709999,90.029999,1292600,81.154335
"175",90.459999,91.629997,90.120003,90.57,1237500,81.64109
"176",89.209999,89.519997,86.949997,88.269997,2401700,79.567871
"177",87.949997,88.419998,87.620003,87.809998,1507100,79.153214
"178",87.739998,88.480003,87.360001,87.959999,1338600,79.288414
"179",88.309998,88.93,88.029999,88.540001,1001300,79.811241
"180",88.769997,89.059998,88.339996,88.580002,1026000,79.847282
"181",88.870003,89.959999,88.300003,89.68,1053300,80.838837
"182",89.480003,90.959999,89.410004,90.839996,1325700,81.884483
"183",90.440002,91.040001,90.120003,90.419998,695300,81.50589
"184",90.18,90.349998,88.889999,89.389999,868600,80.577438
"185",89.419998,90.330002,89.050003,89.870003,1179800,81.010117
"186",90.769997,92.239998,90.769997,91.68,1084200,82.641685
"187",91.82,92.019997,91.279999,91.93,573400,82.867027
"188",92,92.639999,91.620003,91.93,545300,82.867027
"189",91.809998,92.620003,91.57,92.5,805600,83.380844
"190",92.400002,92.43,91.440002,92.389999,1140500,83.281685
"191",92.230003,92.620003,91.610001,91.660004,764200,82.62365
"192",91.860001,93.349998,91.75,92.970001,744700,83.804504
"193",92.980003,94.010002,92.43,93.269997,1994500,84.074905
"194",93.300003,93.410004,92.32,92.650002,685800,83.516052
"195",93.050003,93.639999,92.580002,93.269997,771400,84.074905
"196",93.120003,93.839996,92.610001,93.730003,945500,84.489586
"197",93.949997,94.480003,93.269997,93.349998,923900,84.147041
"198",93.099998,93.610001,92.190002,92.989998,1126500,83.822533
"199",93.010002,93.230003,91.559998,91.919998,1747400,82.858017
"200",92.010002,92.25,91.059998,91.099998,2755800,82.118858
"201",95,96.410004,92.059998,94.580002,5225000,85.255768
"202",94.489998,96.089996,93.959999,94.980003,1719500,85.616348
"203",95.93,96.199997,95.040001,95.269997,1579100,85.877754
"204",95.529999,95.949997,94.629997,95.410004,985300,86.00396
"205",95.849998,96.849998,95.419998,96.449997,1114400,86.941429
"206",96.580002,97.110001,93.470001,94.760002,1310900,85.418022
"207",95.07,96.220001,93.010002,95.519997,954300,86.103111
"208",95.389999,95.739998,94.57,94.709999,1101300,85.372971
"209",94.050003,95.370003,93.720001,94.650002,818500,85.318863
"210",94.440002,94.779999,93.379997,93.519997,959800,84.30027
"211",93.93,94.650002,93.379997,93.410004,859600,84.201118
"212",93.239998,94.540001,93.199997,94.010002,1418000,84.741982
"213",93.879997,94.540001,93.410004,94.389999,1074700,85.084511
"214",94,94.559998,94,94.220001,607900,84.931259
"215",94.18,94.720001,92.279999,92.410004,752600,83.29969
"216",92.470001,93.269997,91.849998,92.870003,829100,83.714355
"217",92.309998,93.129997,91.199997,92.160004,550000,83.074379
"218",92.080002,93.080002,91.669998,92.510002,852500,83.389839
"219",91.580002,92.660004,91.459999,92.459999,878900,83.34478
"220",92.25,92.910004,91.980003,92.639999,891300,83.507042
"221",92.040001,93.540001,91.68,93.279999,1001100,84.083939
"222",93.470001,94.669998,93.230003,93.709999,1026000,84.47155
"223",93.269997,94.650002,93.260002,94.07,1067100,84.796051
"224",94.459999,94.580002,93.900002,94.43,613400,85.12056
"225",94.519997,94.93,94.059998,94.459999,954000,85.147606
"226",94.57,95.099998,94.370003,94.389999,482400,85.084511
"227",94.790001,94.93,93.849998,94.260002,272900,84.967308
"228",94.190002,95.160004,93.879997,94.110001,728200,84.832115
"229",94.370003,96.370003,94.080002,96.290001,1083300,86.797188
"230",96.980003,98.980003,96.699997,98.239998,1278300,88.554939
"231",98.260002,99.07,97.470001,97.779999,1343600,88.518745
"232",98.129997,98.459999,95.620003,97.660004,1243400,88.41011
"233",98.709999,99.660004,98.089996,98.949997,1011200,89.577911
"234",99.419998,99.419998,96.379997,96.949997,1164600,87.767349
"235",96.769997,97.260002,96.260002,96.5,627200,87.359978
"236",96.120003,97.57,95.940002,97.32,705400,88.102303
"237",97.68,97.900002,96.959999,97.730003,647000,88.473495
"238",97.93,98.339996,97.209999,97.559998,863200,88.319572
"239",97.580002,99.260002,97.489998,98.550003,1123400,89.215813
"240",98.669998,99.050003,97.379997,97.480003,1064400,88.247177
"241",97.949997,97.949997,96.209999,96.589996,594300,87.441452
"242",97.150002,98.269997,96.300003,97.849998,1570200,88.582108
"243",98.360001,99.150002,98.040001,98.589996,795900,89.252029
"244",98.949997,99.18,97.620003,98.019997,1220600,88.736008
"245",98.32,98.800003,98.010002,98.440002,1397700,89.116234
"246",99.029999,100.5,98.629997,100.050003,1012100,90.573746
"247",100.099998,100.440002,98.730003,98.980003,652700,89.60508
"248",98.910004,99.220001,98.309998,98.699997,318700,89.351608
"249",98.809998,99.07,98.360001,98.68,575000,89.333488
"250",99.040001,100.419998,98.75,100.32,575100,90.818146
"251",100.559998,101.459999,99.860001,99.889999,637400,90.428886
"252",104.839996,104.839996,99.199997,99.459999,979900,90.039612
"253",99.580002,100.199997,98.82,100.050003,1107000,90.573746
"254",100.5,101.959999,100.360001,101.550003,1022600,91.931671
"255",101.580002,102.150002,101.129997,102,1012400,92.339058
"256",101.629997,102.519997,101.629997,102.5,691100,92.791695
"257",102.739998,104.669998,102.68,104.260002,1128000,94.384987
"258",104.629997,106.309998,104.540001,105.760002,932500,95.742912
"259",105.970001,106.139999,104.919998,105.949997,779900,95.914917
"260",106.82,107.559998,106.010002,107.260002,1110900,97.100853
"261",107.68,108.040001,106.07,106.610001,789500,96.512413
"262",107.25,107.5,106.150002,106.889999,1291000,96.765884
"263",107.220001,107.290001,105.050003,105.379997,1062800,95.398888
"264",105.760002,106.669998,105.239998,106.489998,1125400,96.403755
"265",106.400002,107.470001,105.5,107.43,1012300,97.254745
"266",106.510002,107.269997,106.139999,106.889999,1462400,96.765884
"267",108,108.910004,105.510002,106.169998,2271800,96.114075
"268",107.440002,107.540001,104.620003,105.010002,1584200,95.06395
"269",104.980003,106.32,104.68,106.18,1584400,96.123146
"270",106.459999,107.589996,106.290001,106.940002,1268700,96.811165
"271",106.459999,107.160004,105.339996,105.690002,999000,95.67955
"272",105.739998,107.730003,105.010002,105.389999,833600,95.407951
"273",104.82,106.830002,104.82,106.779999,1104700,96.666313
"274",106.849998,107.489998,104.43,104.629997,1453500,94.71994
"275",103.580002,105.239998,99.709999,99.739998,2008700,90.293106
"276",97.32,101.370003,95.839996,101.360001,2736400,91.759666
"277",100.660004,103.209999,100.650002,100.730003,1515500,91.189339
"278",100.760002,100.769997,96.18,96.199997,1749100,87.088394
"279",97.489998,98.139999,94.389999,97.379997,1588700,88.156631
"280",98.110001,100.150002,97.610001,99.360001,1387000,89.949097
"281",98.370003,99.599998,97.82,99.349998,1015900,89.940041
"282",98.940002,102.910004,98.330002,102.690002,1165700,92.963699
"283",103.720001,104.82,103.209999,103.870003,1238400,94.031937
"284",103.639999,105.599998,103.639999,104.860001,1512800,94.928169
"285",104.470001,105.82,104.470001,104.720001,1220100,94.801422
"286",105.199997,106.910004,104.699997,105.379997,870300,95.398888
"287",105.75,106.830002,103.870003,104.120003,1252300,94.258247
"288",104.800003,106.580002,104.389999,106.559998,881300,96.46714
"289",107.150002,108.870003,106.449997,108.839996,987300,98.531181
"290",108.529999,109.889999,107.580002,107.589996,1414100,97.399574
"291",108.150002,108.589996,105.849998,105.870003,1329300,95.842491
"292",106.050003,106.639999,103.309998,103.669998,1161300,93.850868
"293",102.949997,105,101.18,104.709999,1328000,94.792366
"294",103.57,106.809998,103.32,106.360001,1126000,96.286095
"295",106.739998,106.879997,105.269997,106.720001,877700,96.611992
"296",105.68,108.139999,105.68,107.620003,1278200,97.426727
"297",107.599998,107.940002,106.160004,107.769997,1287500,97.944771
"298",108.559998,110.790001,108.129997,110.699997,1215400,100.607651
"299",110.639999,110.809998,109.150002,109.510002,1498700,99.526146
"300",110.190002,110.190002,108.029999,108.550003,783800,98.653679
"301",109.199997,109.199997,106.150002,106.489998,1016100,96.781471
"302",106.809998,106.809998,105.529999,106.099998,672100,96.427017
"303",106.279999,108.120003,106.279999,107.209999,1309300,97.435837
"304",107.309998,107.610001,105.080002,106.720001,814400,96.990494
"305",107.110001,107.779999,106.25,106.349998,564300,96.654236
"306",106.43,107.879997,105.610001,106.949997,1104500,97.199524
"307",105.879997,106.32,102.410004,102.510002,1381100,93.164322
"308",102.410004,102.559998,99.389999,99.449997,1832400,90.383293
"309",101.300003,104.010002,100.699997,103.800003,1113400,94.336716
"310",104.449997,104.989998,100.790001,101.580002,1175400,92.319107
"311",101.57,102.010002,99.720001,101.129997,1052400,91.910133
"312",101.489998,103.610001,101.239998,103.129997,925400,93.727791
"313",104.169998,104.669998,99.900002,101.410004,1449100,92.164619
"314",102.269997,104.110001,101.400002,103.910004,1341900,94.436691
"315",101.790001,105.110001,101.540001,104.800003,827100,95.245537
"316",105.279999,105.800003,104.120003,104.459999,846700,94.936554
"317",103.360001,104.059998,100.089996,101.169998,1201100,91.94648
"318",102.32,104.07,101.800003,102.029999,1291300,92.728088
"319",103.440002,104.300003,102.709999,103.25,1406800,93.836845
"320",101.889999,103.32,101.25,102.309998,1468600,92.982559
"321",103.57,105.529999,103.360001,105.040001,1296700,95.463676
"322",106.019997,106.019997,103.360001,103.910004,816300,94.436691
"323",104.879997,105.220001,103.639999,104.889999,1107000,95.327339
"324",107.5,109.089996,104.989998,106.449997,2015100,96.745132
"325",108.029999,109.150002,105.790001,106.309998,1237200,96.617897
"326",106.650002,108.93,106.620003,108.150002,972200,98.290123
"327",108.550003,108.550003,106.400002,107.650002,1422700,97.835724
"328",107.790001,108.849998,107.18,107.389999,1023600,97.599411
"329",108.290001,109.120003,106.300003,107.040001,1494600,97.281334
"330",106.669998,107.43,106.019997,106.830002,926700,97.090469
"331",106.809998,108.959999,106.510002,107.43,1098700,97.635796
"332",107.029999,108.010002,106.739998,107.519997,885200,97.71756
"333",108,108.639999,106.599998,106.75,903100,97.017776
"334",106.5,106.669998,104.699997,105.910004,708800,96.254356
"335",105.410004,106.139999,104.330002,104.559998,1161900,95.027405
"336",103.940002,104.68,101.879997,103.980003,762200,94.50032
"337",103.110001,106.080002,101.910004,104.839996,1385800,95.281906
"338",105.099998,105.75,104.940002,105.360001,914400,95.754486
"339",105.269997,106.68,105.019997,105.449997,1162600,95.836288
"340",105.650002,106.779999,104.860001,106.230003,1541900,96.545181
"341",106.339996,108.150002,106.199997,107.900002,1155500,98.062943
"342",107.5,109.160004,107.5,108.919998,910300,98.989937
"343",109.300003,109.519997,108.190002,108.639999,576000,98.735458
"344",108.349998,109.160004,107.349998,107.910004,927800,98.072006
"345",107.919998,108.879997,107.470001,108.190002,621200,98.326492
"346",108.07,109.690002,106.760002,108.660004,927100,98.753647
"347",108.419998,108.830002,107.18,107.82,693200,97.990219
"348",108.050003,109.010002,107.830002,108.449997,988000,98.562782
"349",109.019997,109.550003,108.269997,108.43,579700,98.544601
"350",107.809998,108.160004,106.599998,107.849998,624500,98.017479
"351",107.440002,107.690002,105.870003,107.529999,1016800,97.726646
"352",107.059998,107.5,106.32,106.610001,561300,96.890533
"353",105.370003,105.720001,101.720001,102.300003,1343000,92.97348
"354",103.300003,104.129997,102.690002,103.720001,1257800,94.264
"355",103.190002,103.529999,102.260002,102.519997,1120800,93.173409
"356",103.889999,105.800003,103.889999,105.760002,1364700,96.118019
"357",105.989998,106.230003,104.860001,105.309998,797000,95.709053
"358",104.980003,105.389999,104.220001,105.040001,747300,95.463676
"359",105.199997,106.900002,105.199997,106.75,677500,97.017776
"360",106.860001,107.830002,106.550003,107.099998,597500,97.720337
"361",106.870003,107.169998,106.080002,106.919998,547800,97.556091
"362",107,107.980003,106.470001,106.5,763900,97.172897
"363",107.019997,107.470001,105.949997,106.730003,1109200,97.382736
"364",106.980003,107.949997,106.18,106.290001,1314000,96.98127
"365",106.589996,107.050003,105.699997,106.949997,1411200,97.583466
"366",106.900002,107.449997,105.730003,106.889999,1923500,97.528709
"367",105.919998,107.150002,105.419998,107.110001,653200,97.729469
"368",105.599998,107.910004,105.489998,107.800003,886600,98.359024
"369",108.260002,108.589996,107.68,107.769997,1269400,98.33165
"370",107.349998,108.160004,106.440002,107.730003,800200,98.295174
"371",108.480003,109.080002,107.260002,107.300003,2345900,97.902817
"372",106.980003,106.980003,103.959999,104.919998,1135200,95.731247
"373",105.239998,105.290001,103.830002,104.629997,937900,95.46666
"374",104.900002,105.940002,103.290001,103.400002,1134300,94.344383
"375",103.370003,104.779999,102.919998,103.709999,941700,94.62722
"376",104.419998,105.139999,102.849998,102.889999,1007800,93.879044
"377",101.769997,104.099998,101.720001,104.019997,704000,94.910072
"378",104.199997,104.599998,102.459999,102.610001,518500,93.623558
"379",103.279999,103.519997,102.220001,102.459999,754900,93.486702
"380",102.379997,103.489998,101.93,102.68,805500,93.687439
"381",103.349998,105.800003,103.010002,105.68,833500,96.424698
"382",105.730003,106.199997,104.260002,105.010002,836600,95.813377
"383",104.080002,104.989998,103.910004,104.110001,575300,94.992195
"384",104.589996,104.589996,103.459999,104.129997,617800,95.010445
"385",104,104.839996,103.18,104.040001,762900,94.928337
"386",104.620003,105.800003,103.970001,105.459999,820000,96.223969
"387",105.489998,106.07,104.769997,105.739998,1259700,96.479431
"388",107.75,110.989998,107.330002,110.690002,2302900,100.995934
"389",110.68,110.690002,107.660004,108.440002,1387800,98.94297
"390",107.800003,108.360001,106.510002,107.730003,922400,98.295174
"391",107.760002,111.150002,107.57,110.900002,1295400,101.187538
"392",110.989998,112.699997,110.650002,111.629997,1229100,101.853607
"393",111.400002,111.940002,110.449997,111.269997,873200,101.525124
"394",111.480003,112.470001,110.779999,111.610001,845700,101.835358
"395",111.589996,115.610001,110.599998,110.959999,750900,101.242287
"396",111.059998,112.07,109.839996,110.010002,943200,100.375481
"397",110.82,111.099998,108.919998,109.220001,974800,99.654663
"398",109.730003,110.959999,109.190002,109.260002,958500,99.691177
"399",108.43,109.360001,108.07,109.080002,895900,99.526932
"400",109.089996,109.870003,108.529999,109.809998,827500,100.193008
"401",109.830002,110.610001,108.980003,110.529999,826500,100.84993
"402",111.120003,112.730003,110.449997,111.110001,1002300,101.379143
"403",110.760002,111.790001,110.760002,111.470001,687200,101.707619
"404",111.400002,112.040001,110.660004,110.730003,1267300,101.032433
"405",109.440002,110,107.580002,108.400002,1376800,98.906487
"406",108.639999,108.980003,107.160004,107.290001,873800,97.8937
"407",107.610001,109.120003,107.57,108.720001,937800,99.198456
"408",107.830002,108.709999,106.949997,107.059998,1106300,97.683838
"409",107.519997,108.339996,107.419998,107.660004,2058300,98.2313
"410",107.389999,108.379997,107.330002,107.699997,1264900,98.267792
"411",107.849998,108.720001,107.809998,108.440002,693400,98.94297
"412",108.18,109.480003,107.5,108.93,800100,99.39006
"413",108.510002,108.919998,107.910004,108.379997,567100,98.888229
"414",108.440002,108.779999,106.870003,107.339996,786600,97.939316
"415",108,108,107.07,107.550003,712300,98.130936
"416",108.080002,109.720001,108.080002,109.169998,1152100,99.609047
"417",109.650002,109.660004,108.959999,109.099998,992000,99.545181
"418",109.279999,109.290001,107.879997,108.150002,980800,98.678375
"419",107.900002,108.269997,107.129997,107.18,805700,97.793327
"420",106.800003,107.669998,106.68,107.459999,1041100,98.048805
"421",107.459999,108.709999,106.989998,108.309998,956200,98.824364
"422",108.269997,109.25,106.779999,106.989998,1323300,97.61998
"423",107.199997,107.830002,105.470001,106.129997,832200,96.835289
"424",106,106.410004,105.620003,105.989998,713200,96.707542
"425",106.739998,107.5,106.360001,106.419998,1395800,97.099892
"426",106.260002,107.120003,105.779999,106.370003,1095400,97.054268
"427",106.510002,106.949997,104.519997,105.339996,1767000,96.114479
"428",105.559998,106.110001,101.949997,103.07,2871100,94.53688
"429",103.230003,104.349998,102.980003,104.150002,1666400,95.527458
"430",104.309998,104.339996,102.43,103.010002,1256200,94.481827
"431",103.370003,104.419998,102.910004,103.849998,1380600,95.252289
"432",103.739998,105.610001,103.709999,105.190002,1982600,96.481354
"433",105.720001,107.449997,105.260002,106.709999,1450100,97.875504
"434",107.059998,107.370003,106.169998,106.349998,4546700,97.545326
"435",105.860001,106.25,104.919998,105.339996,990500,96.618942
"436",105.75,106.019997,104.669998,104.75,989000,96.077797
"437",104.940002,105.129997,102.910004,103.110001,1075900,94.573555
"438",103.389999,103.959999,102.129997,102.93,749500,94.40847
"439",102.5,102.93,101.980003,102.129997,1317100,93.674683
"440",102.440002,104.419998,102.269997,103.660004,1232700,95.078026
"441",103.739998,103.879997,102.389999,103.769997,1229900,95.178917
"442",104.110001,105.440002,103.800003,104.790001,922500,96.114464
"443",104.809998,106.580002,104.809998,106.190002,1538300,97.398567
"444",106.739998,107.239998,105.360001,105.75,1275100,96.995003
"445",105.68,107.010002,105.339996,106.720001,829900,97.884682
"446",106.110001,106.400002,105.18,105.529999,806200,96.793213
"447",105.309998,105.839996,101.900002,101.919998,1530600,93.482079
"448",101.360001,102.309998,99.029999,99.160004,1927100,90.950584
"449",102.720001,102.720001,97.480003,99.050003,1689500,90.849693
