"","ZBH.Open","ZBH.High","ZBH.Low","ZBH.Close","ZBH.Volume","ZBH.Adjusted"
"109",124.349998,125.559998,123.900002,125.169998,1032300,120.936432
"110",125.190002,125.940002,123.739998,125.010002,1332200,120.781853
"111",124.580002,125.089996,122.919998,125,1023800,120.772186
"112",124.760002,125.769997,124.529999,125.470001,648400,121.226288
"113",125.970001,126,124.959999,125.599998,803400,121.351898
"114",124.860001,126.199997,124.419998,125.839996,851400,121.583763
"115",126.199997,126.379997,125.43,125.919998,1084000,121.661057
"116",126.220001,127.269997,125.800003,127.089996,912400,122.791496
"117",127.260002,127.889999,127.089996,127.220001,869700,122.917107
"118",127.589996,128.949997,126.849998,128.520004,1092900,124.407822
"119",128.539993,130.199997,128.539993,129.389999,1143500,125.249985
"120",129.649994,129.649994,128.860001,129.089996,3304300,124.959579
"121",129.339996,129.820007,128.479996,129.059998,1016900,124.930542
"122",128.820007,129.110001,127.779999,128.25,926800,124.146477
"123",129.149994,129.419998,128.369995,128.509995,1121600,124.39814
"124",128.940002,128.949997,127,127.889999,1311000,123.797989
"125",127.889999,128.919998,127.889999,128.399994,742400,124.291664
"126",129.009995,129.100006,128.199997,128.380005,546100,124.272308
"127",128.550003,128.979996,126.32,127.769997,1859200,123.681824
"128",127.120003,127.529999,125.400002,125.629997,1532400,121.610291
"129",125.949997,127.699997,125.480003,127.110001,1035700,123.042915
"130",127.120003,127.709999,126.870003,127.400002,1025600,123.323662
"131",127.389999,127.5,126.470001,126.489998,1188400,122.442764
"132",128.460007,128.990005,125.620003,126.360001,3141600,122.316933
"133",126.529999,130.970001,125.849998,128.979996,4104100,124.853104
"134",129.259995,133.089996,129.210007,132.490005,1818700,128.250793
"135",132.509995,133.490005,131.899994,132.610001,943300,128.366928
"136",132.279999,132.619995,130.690002,131.179993,1516000,126.982719
"137",131.350006,132.199997,130.869995,131.070007,1434000,126.876228
"138",131.399994,131.479996,129.339996,129.470001,2567900,125.327415
"139",129.550003,130.210007,129.169998,129.610001,912900,125.462936
"140",129.820007,129.949997,127.900002,128.789993,1813300,124.669167
"141",129.199997,129.440002,128.190002,128.770004,1214000,124.649841
"142",128.820007,129.300003,128.5,128.699997,1322900,124.582062
"143",127.589996,127.599998,124.889999,125.440002,3787000,121.426361
"144",124.760002,124.970001,123.660004,123.779999,1523100,119.819481
"145",123.699997,123.699997,121.07,121.32,2257400,117.438217
"146",121.809998,121.809998,120.25,120.32,2160500,116.470192
"147",120.269997,120.339996,117.389999,117.690002,2558100,113.924324
"148",117.209999,118.160004,116.389999,117.160004,2036600,113.411308
"149",117.269997,118.080002,116.339996,117.93,1698100,114.15667
"150",117.919998,117.989998,116.849998,117.190002,807000,113.440353
"151",117.080002,117.080002,114.57,115.040001,1551000,111.359131
"152",113.949997,114.279999,112.220001,112.860001,1852400,109.248894
"153",112.419998,112.580002,110.089996,110.129997,2219800,106.606239
"154",110.43,112.360001,110.25,111.699997,1497100,108.125992
"155",112.580002,113.650002,111.830002,112.510002,957700,108.91008
"156",113.019997,113.400002,112.169998,112.970001,1356000,109.35537
"157",113.68,114.300003,112.940002,113.080002,1520000,109.461838
"158",113,114.089996,112.349998,112.419998,1070200,108.82296
"159",112.470001,112.470001,111.330002,111.379997,1036100,107.816246
"160",111.629997,113.18,111.550003,112.769997,1260700,109.161751
"161",112.75,114.089996,112.540001,113.959999,1640600,110.313698
"162",113.040001,113.449997,111.949997,112.279999,1317800,108.687439
"163",112.830002,113.959999,112.410004,112.849998,993900,109.239197
"164",113.489998,113.940002,113.120003,113.190002,750400,109.568329
"165",113.57,113.650002,112.330002,112.889999,769600,109.277931
"166",112.379997,113.139999,111.879997,112.82,703900,109.210175
"167",112.809998,113.07,111.989998,113.010002,1079700,109.394089
"168",113.510002,114.93,113.199997,114.269997,1231400,110.613777
"169",114.470001,114.720001,113.510002,114.330002,711800,110.671867
"170",114.07,115.330002,113.419998,114.239998,1501500,110.584717
"171",114.529999,115.839996,113.860001,115.629997,1045800,111.93026
"172",115.629997,116.120003,115.260002,115.669998,673200,111.968971
"173",115.330002,116.610001,114.919998,115.699997,999300,111.998016
"174",116.25,116.889999,115.610001,115.800003,944800,112.094818
"175",115.739998,117.489998,115.339996,116.43,987100,112.704666
"176",116.32,116.529999,115.290001,115.889999,919600,112.181946
"177",115.699997,116.349998,115.620003,115.989998,1697700,112.278732
"178",115.93,116.120003,114.440002,115.470001,1626700,111.775383
"179",115.610001,116.400002,115.239998,116.300003,1336400,112.578812
"180",116.349998,116.980003,115.309998,115.480003,2208400,111.785057
"181",115.650002,116.669998,115.230003,116.220001,1242300,112.501373
"182",116.25,116.309998,112.68,113.059998,1399600,109.668961
"183",113.089996,114.480003,112.660004,114.400002,1599100,110.968765
"184",114.389999,115.470001,112.970001,114.370003,1386700,110.939651
"185",114.519997,115.559998,114.160004,114.75,1008200,111.308273
"186",115.160004,116.370003,114.360001,116.25,1184600,112.763275
"187",116.110001,116.300003,115.120003,115.660004,984900,112.190964
"188",115.720001,117.139999,115.400002,117.089996,1058700,113.578079
"189",117.32,118.209999,116.550003,117.699997,1013000,114.1698
"190",117.989998,118.120003,116.080002,116.150002,1054900,112.66629
"191",116.160004,117.620003,115.870003,117.529999,1460000,114.00489
"192",117.559998,119.589996,117.269997,119.160004,1077500,115.586014
"193",118.580002,119.32,118.059998,119.269997,870600,115.692696
"194",119.239998,119.239998,117.050003,117.519997,962800,113.995193
"195",117.519997,118.760002,117.519997,118.410004,1087700,114.858498
"196",118.199997,118.769997,117.75,118.639999,918200,115.081612
"197",118.349998,120.75,118.059998,120.629997,1486000,117.011909
"198",120.349998,120.589996,119.019997,119.699997,798700,116.109802
"199",119.599998,119.839996,119.029999,119.510002,1352400,115.925514
"200",119.669998,119.980003,118.800003,119.93,845600,116.332909
"201",120.120003,120.870003,119.870003,120.690002,878600,117.070114
"202",120.900002,121.940002,120.169998,121.879997,1098100,118.224419
"203",122.370003,122.830002,121.32,122.349998,792700,118.680328
"204",122.550003,123.82,121.639999,121.699997,880400,118.049805
"205",121.949997,122.110001,120.339996,121.209999,1325900,117.574524
"206",121,121.690002,119.93,121.459999,1490000,117.817017
"207",121.5,121.989998,120.769997,121,1186300,117.370811
"208",122.040001,124.75,121.010002,124.459999,1494600,120.727028
"209",123.379997,123.889999,120.879997,121.349998,1588500,117.710312
"210",121.720001,122.43,120.889999,121.620003,1822900,117.972221
"211",111.910004,117.129997,110.790001,115.089996,4570000,111.638069
"212",114.900002,115.160004,111.290001,112.32,3478300,108.951157
"213",110.080002,111,108.540001,109.25,3918700,105.973236
"214",109.32,110.519997,108.949997,109.339996,2515300,106.060524
"215",109.980003,109.980003,108.169998,108.720001,1279300,105.459137
"216",108.550003,109.839996,108.029999,109.169998,1794100,105.895622
"217",109.029999,111.860001,108.93,111.839996,1654600,108.48555
"218",111.279999,111.760002,109.57,110.75,973400,107.428253
"219",110.080002,111.300003,109.879997,111.059998,1275600,107.728951
"220",112.839996,112.970001,111.120003,112.209999,1308100,108.844444
"221",111.970001,112.190002,110.339996,111.080002,1150000,107.748344
"222",111.309998,112.949997,110.980003,112.239998,1631900,108.873543
"223",111.5,112.360001,111.5,111.610001,1043300,108.262436
"224",112,112.68,111.610001,112.18,938800,108.815361
"225",112.989998,114.32,112.559998,113.559998,1118500,110.153954
"226",113.529999,113.660004,112.459999,113.07,785900,109.678673
"227",112.949997,113.309998,112.080002,113.07,289100,109.678673
"228",113.410004,113.660004,112.639999,113.389999,830300,109.989052
"229",113.389999,115.379997,112.370003,115.209999,1820400,111.754486
"230",115.5,116.739998,115,116.519997,1756700,113.025177
"231",116.709999,117.720001,116.010002,117.099998,1890600,113.587776
"232",117.339996,117.669998,113.809998,114.57,1487900,111.133667
"233",115.059998,116.269997,114.589996,114.82,1382800,111.376175
"234",115.410004,116.110001,114.559998,115.489998,1261100,112.026077
"235",115.18,115.989998,114.650002,115.779999,917100,112.307373
"236",115.900002,116.230003,114.5,114.779999,960700,111.337372
"237",114.800003,115,112.650002,113.379997,1680600,109.979362
"238",113.18,114.07,113.18,113.510002,1144900,110.105453
"239",113.639999,114.459999,113.389999,113.540001,1594400,110.13456
"240",113.25,114.529999,113.25,113.519997,2815500,110.115158
"241",113.650002,113.900002,112.800003,112.82,1289900,109.436172
"242",113.599998,115.629997,113.459999,115.239998,2158100,111.783569
"243",115.889999,116.300003,114.300003,114.43,1465500,110.997871
"244",119.230003,124.169998,118.349998,121.379997,4417200,117.739418
"245",121.839996,122.389999,120.620003,121.18,1564900,117.54541
"246",121.129997,121.889999,119.809998,119.949997,1087600,116.352295
"247",119.779999,120.239998,119.629997,120.120003,714100,116.517212
"248",120.169998,120.57,119.82,119.959999,372800,116.362
"249",120,120.93,119.839996,120.139999,831300,116.536606
"250",120.18,121.949997,119.269997,121.75,991500,118.334724
"251",121.75,121.949997,120.620003,120.669998,1023600,117.285004
"252",121,124.269997,120.559998,124.059998,1765300,120.57991
"253",124.709999,125.400002,123.949997,124.919998,1328800,121.415794
"254",125.290001,126.709999,123.410004,124.739998,1073200,121.240837
"255",124.889999,126.209999,124.309998,125.980003,1063400,122.44606
"256",125.660004,126.709999,125.099998,126.220001,1249500,122.679329
"257",126.720001,127.019997,124.050003,124.190002,1999200,120.706276
"258",124.120003,124.400002,120.769997,122.529999,1956700,119.092834
"259",122.769997,123.139999,121.199997,122.290001,1304800,118.859566
"260",122.82,123.040001,121.580002,122.099998,1014400,118.674896
"261",122.32,123.050003,121.089996,121.68,1396500,118.266685
"262",122.239998,122.830002,121.709999,122.489998,1167900,119.053955
"263",122.419998,122.760002,121.550003,122.190002,1077700,118.762383
"264",122.239998,124.690002,122.239998,123.480003,1804500,120.01619
"265",123.5,126.269997,122.889999,126.199997,1364100,122.659874
"266",125.650002,125.949997,124.029999,124.510002,1225200,121.017296
"267",125.050003,125.82,124.269997,125.019997,1054100,121.512985
"268",125.809998,125.809998,124.139999,124.739998,1038100,121.240837
"269",124.760002,126.519997,124.029999,126.230003,1390900,122.689049
"270",126.290001,129.339996,126.25,127.389999,2538000,123.816505
"271",123.050003,129.149994,121.519997,125.940002,2883000,122.407166
"272",126.629997,129.059998,125.169998,127.120003,1939200,123.554077
"273",126.349998,128.720001,125.709999,128.190002,1756300,124.594055
"274",127.050003,127.199997,125.610001,125.790001,1392700,122.261391
"275",124.790001,127.419998,122.370003,123.18,2098800,119.724602
"276",121,122.93,119.5,122.300003,2166000,118.869286
"277",121.650002,123.519997,120.739998,120.779999,1145100,117.39193
"278",120.5,120.639999,115.5,115.529999,1659200,112.289185
"279",116.050003,117.410004,112.970001,116.389999,2145900,113.125076
"280",116.959999,117.489998,115.050003,116.519997,1467600,113.251404
"281",115.830002,116.18,114.870003,115.93,1081100,112.677979
"282",115.230003,117.959999,115.230003,117.699997,760800,114.398331
"283",118.150002,119.900002,117.800003,119.790001,1266100,116.42968
"284",119.699997,121.660004,118.93,120.480003,696600,117.100327
"285",119.800003,120.720001,118.5,118.720001,663700,115.389709
"286",119.330002,120.699997,118.660004,118.68,988600,115.350838
"287",119.25,120,117.339996,117.580002,888200,114.281708
"288",118.379997,118.940002,117.620003,118.849998,633300,115.51606
"289",118.900002,120.029999,118.400002,119.879997,638600,116.517166
"290",119.919998,120.199997,118.120003,118.139999,854900,114.825966
"291",118.150002,118.93,116.220001,116.25,819700,112.988991
"292",116,116.589996,112.519997,113.550003,1044600,110.364746
"293",113.230003,117.440002,113.010002,117.050003,1181900,113.766563
"294",116.639999,118.660004,116.260002,118.129997,1048500,114.816254
"295",118.379997,118.550003,116.93,118.089996,1106100,114.777382
"296",117.330002,121.660004,117.330002,121,1345900,117.605736
"297",121.699997,121.699997,119.709999,120.209999,1272500,116.837914
"298",120.739998,121.440002,120.139999,120.860001,874600,117.469673
"299",120.910004,121.120003,117.82,118.260002,2030400,114.942604
"300",118.599998,118.839996,117.510002,117.919998,1459300,114.612137
"301",118.540001,118.75,115.790001,116.239998,1344900,112.979279
"302",116.919998,117.900002,115.370003,115.919998,1199800,112.668259
"303",116.199997,117.480003,116.199997,116.830002,1248800,113.552719
"304",116.730003,116.739998,113.900002,114.75,891100,111.531059
"305",115.010002,115.220001,113.650002,114.400002,928000,111.190887
"306",114.660004,115.080002,113.879997,114.379997,936500,111.171455
"307",113.639999,114.419998,111.32,111.379997,1213200,108.255608
"308",109.580002,109.730003,107.32,107.440002,2511900,104.426125
"309",108.379997,109.919998,107.690002,109.760002,1274000,106.681068
"310",109.889999,110.309998,107.879997,108.480003,1218300,105.436958
"311",108.540001,109.639999,108.089996,108.160004,995400,105.359047
"312",108.790001,109.620003,107.599998,109.040001,1356100,106.216255
"313",108.889999,109.400002,104.889999,106.400002,1235000,103.644623
"314",106.489998,107.639999,105.25,107.139999,1154400,104.36544
"315",106.050003,107.5,105.449997,107.360001,1263300,104.579742
"316",107.889999,109.400002,107.209999,108.349998,738900,105.544098
"317",107.75,107.940002,104.279999,105.18,861300,102.4562
"318",105.660004,108.080002,105.309998,106.199997,1205600,103.449776
"319",107.07,108.650002,107.010002,107.290001,1186600,104.511566
"320",106.449997,106.93,105.629997,106.029999,637400,103.284187
"321",106.18,107.010002,105.790001,106.419998,737600,103.664093
"322",107.019997,107.339996,105.019997,105.57,797900,102.836098
"323",106.209999,107.93,105.82,107.239998,1328100,104.462837
"324",107.910004,109.400002,105.93,108.82,1208000,106.00193
"325",108.75,110.949997,108.730003,110.080002,1579700,107.229332
"326",110.129997,110.970001,109.650002,110.739998,1359300,107.872215
"327",111.059998,112.169998,109.860001,110.32,1541600,107.463097
"328",110.470001,112.290001,110.029999,111.239998,1459900,108.359283
"329",111.620003,111.779999,108.480003,109.440002,1000700,106.605888
"330",108.959999,110.699997,108.040001,110.589996,1087200,107.726089
"331",109,115.230003,107.690002,115.099998,3075200,112.119324
"332",114.410004,117.68,112.709999,116.919998,1993700,113.892166
"333",117.07,117.510002,115.019997,115.169998,1692400,112.187492
"334",115.230003,117.989998,114.720001,116.949997,2459300,113.921394
"335",116.599998,118.040001,116.43,117.459999,1803000,114.418175
"336",116.779999,116.839996,114.209999,115.18,1748900,112.197227
"337",114.720001,116.849998,114.309998,116.220001,1280000,113.210312
"338",116.529999,117.559998,116.339996,116.989998,1428700,113.960358
"339",116.709999,117.290001,115.440002,115.989998,1305600,112.986259
"340",116.25,116.940002,115.389999,116.209999,1264700,113.200546
"341",116.540001,118.220001,116.209999,117.300003,1144200,114.262337
"342",117.019997,117.580002,115.5,116.440002,944700,113.424629
"343",116.440002,116.440002,114.690002,115.199997,1459400,112.216713
"344",114.769997,114.769997,112.669998,113.190002,1566500,110.258789
"345",113.099998,115.190002,111.760002,114.540001,1116300,111.573814
"346",114.849998,115.839996,114.050003,115.050003,754800,112.070618
"347",115,115.150002,113.919998,114.5,1334500,111.534851
"348",115.050003,115.389999,114.160004,114.309998,676400,111.349754
"349",114.300003,114.790001,112.790001,112.949997,790600,110.024979
"350",112.580002,113.43,111.919998,112.709999,886300,109.791183
"351",113,113.870003,111.5,111.739998,1292200,108.846329
"352",111.690002,112.980003,110.870003,111.080002,786900,108.203407
"353",110.169998,110.650002,108.489998,109.269997,1053000,106.440285
"354",109.599998,111.209999,109.489998,110.650002,653200,107.784538
"355",110.720001,112.370003,110.589996,111.510002,1551000,108.622276
"356",112.190002,113.389999,112.019997,112.610001,1015800,109.693794
"357",112.800003,114.220001,112.720001,113.660004,1099100,110.716599
"358",113.739998,114.129997,112.93,113.139999,945400,110.210068
"359",113.209999,114.199997,112.690002,114.18,540500,111.223129
"360",114.209999,114.660004,112.870003,113.669998,710300,110.726349
"361",113.910004,114.610001,113.169998,114.5,412500,111.534851
"362",114.419998,114.980003,113.370003,114.209999,822400,111.252357
"363",114.279999,114.800003,113.889999,114.150002,720100,111.193932
"364",114.5,115.589996,113.879997,113.980003,885100,111.028305
"365",114.339996,114.940002,113.709999,114.879997,1060100,111.904999
"366",114.580002,115.410004,112.279999,113.379997,1521800,110.443848
"367",112.730003,112.980003,111.089996,111.839996,785400,108.943726
"368",111.440002,111.870003,110.650002,111.809998,610800,108.914513
"369",111.879997,112.910004,111.300003,112.089996,856300,109.187263
"370",111.889999,112.330002,110.900002,111.510002,640100,108.622276
"371",111.5,112.870003,110.760002,111.760002,1611700,108.865807
"372",111.349998,111.550003,109.5,110.730003,923500,107.86248
"373",111.5,113.169998,110.989998,112.559998,1201600,109.645081
"374",111.480003,113.5,109.559998,110.059998,2129900,107.209831
"375",109.550003,111.610001,109.510002,111.269997,854500,108.625351
"376",111.589996,113.32,111.379997,111.440002,916600,108.791328
"377",110.489998,111.919998,109.980003,111.82,769900,109.1623
"378",111.800003,112.760002,110.050003,111.93,519200,109.269684
"379",112.129997,113.029999,111.660004,112.860001,688300,110.177589
"380",113,115.120003,112.809998,114,930300,111.290489
"381",114.040001,115.139999,114.029999,114.660004,578000,111.934792
"382",114.910004,115.230003,114.139999,114.800003,399300,112.071457
"383",114.110001,115,114.080002,114.160004,433100,111.446693
"384",114.75,114.75,113.110001,114.040001,609400,111.329521
"385",114.419998,115,113.580002,114.889999,697800,112.159332
"386",114.889999,114.989998,112.239998,112.629997,716500,109.953041
"387",112.769997,114.120003,112.010002,113.760002,851900,111.05619
"388",114.050003,114.949997,112.129997,112.379997,1002100,109.708984
"389",112.300003,112.580002,111.129997,112.239998,932000,109.572304
"390",111.940002,112.550003,111.519997,111.660004,825100,109.006096
"391",111.260002,112.949997,110.599998,112.900002,1158900,110.216621
"392",113.629997,115.029999,112.739998,114.610001,1224600,111.885986
"393",114.099998,117.540001,114,117.139999,1235100,114.355858
"394",117.419998,117.839996,116.199997,117.110001,1606900,114.326553
"395",126,127.150002,122.860001,126.199997,3640400,123.2005
"396",126.82,128.380005,125.889999,126.510002,2060300,123.503151
"397",126.370003,126.989998,124.720001,125.519997,1936600,122.536659
"398",125.239998,126.220001,124.93,125.419998,1579600,122.439049
"399",124.709999,125.410004,123.440002,124.400002,1350600,121.443291
"400",124.199997,126,122.959999,125.910004,1505900,122.917419
"401",125.470001,126.839996,124.830002,126.019997,759700,123.02478
"402",125.860001,126.300003,125.260002,125.440002,572200,122.458565
"403",125.370003,125.610001,123.919998,123.980003,827900,121.033272
"404",123.949997,124.629997,123.57,123.739998,550800,120.798996
"405",123.209999,123.389999,121.82,122.57,681500,119.656784
"406",122.5,123.309998,121.459999,122.449997,1076100,119.539642
"407",122.330002,122.989998,121.75,122.379997,492800,119.471321
"408",122.25,122.949997,120.970001,122.709999,839800,119.793465
"409",122.93,123.260002,122.379997,122.760002,690400,119.84227
"410",122.82,124.169998,122.190002,123.860001,787800,120.916122
"411",123.879997,124.919998,123.879997,124.669998,702400,121.706871
"412",125.120003,125.699997,124.010002,124.269997,840800,121.316368
"413",123.800003,125.029999,123.470001,124.839996,470600,121.872833
"414",124.68,124.900002,124,124.480003,515000,121.521393
"415",124.519997,125.900002,124.519997,125.400002,1039900,122.419533
"416",125.449997,126.599998,122.589996,125.300003,1978500,122.321922
"417",125.75,126.120003,125.169998,125.980003,1161700,122.985741
"418",126.440002,127.410004,126.150002,126.510002,744900,123.503151
"419",126.07,126.25,123.519997,123.769997,1402900,120.828262
"420",123.150002,123.739998,122.769997,123.629997,723700,120.691597
"421",123.959999,124.68,121.360001,121.970001,1171000,119.071045
"422",121.410004,122.860001,120.5,122.519997,821700,119.607979
"423",122.470001,123.919998,122.089996,123.559998,688700,120.62326
"424",123.410004,124.32,123.370003,123.779999,661700,120.83802
"425",124.339996,124.339996,122.779999,123.190002,682700,120.262062
"426",122.919998,123.919998,122.269997,123.269997,816200,120.340141
"427",123.309998,126.379997,123.309998,126.190002,1643400,123.19075
"428",126.190002,129.919998,126.07,129.660004,2444500,126.578262
"429",129.649994,130.580002,128.809998,130.070007,1059100,126.978523
"430",130.210007,130.419998,129.179993,129.550003,1142000,126.470901
"431",129.380005,131.339996,128.539993,130.449997,871100,127.349525
"432",130.830002,130.830002,129.149994,129.839996,625400,126.75399
"433",129.940002,131.050003,129.940002,130.720001,959100,127.613091
"434",131.059998,134.550003,130,131.429993,1569600,128.306198
"435",130.880005,131.610001,130.660004,131.240005,649100,128.120728
"436",131.240005,131.380005,129.449997,130.509995,1043500,127.408073
"437",130.369995,130.889999,129.580002,130.029999,954200,126.939476
"438",129.869995,130.710007,129.559998,129.710007,1027900,126.861252
"439",129.529999,132.070007,129.220001,131.470001,1055100,128.582581
"440",131.809998,132.300003,130.259995,130.559998,793600,127.692566
"441",130.809998,130.809998,129.410004,129.929993,650000,127.076416
"442",130.059998,131.139999,129.039993,129.419998,732400,126.577599
"443",129.259995,129.720001,128.020004,128.970001,802200,126.137489
"444",129.130005,130.149994,127.5,128.589996,743700,125.765831
"445",128.229996,128.339996,125.970001,127.370003,917500,124.572632
"446",127.339996,128.229996,125.919998,126.910004,831100,124.122734
"447",126.629997,127.190002,123.540001,123.599998,1288000,120.885422
"448",123.709999,124.040001,120.32,121.150002,1530400,118.489235
"449",122.580002,124.110001,121.589996,123.300003,1452200,120.592018
